Orthogroup	A_vesiculosa.proteins	V_vinifera.proteins
OG0005767	Av_00001799-RA	VIT_217s0000g07450.1
OG0005768	Av_00009156-RA	VIT_216s0013g01750.1, VIT_216s0013g01750.2, VIT_216s0013g01750.3
OG0005769	Av_00000533-RA, Av_00011249-RA	VIT_217s0000g06610.1
OG0005771	Av_00008925-RA	VIT_217s0000g03590.2, VIT_217s0000g03590.1
OG0005772	Av_00009309-RA, Av_00012423-RA	VIT_201s0026g02120.1, VIT_201s0026g02120.2, VIT_201s0026g02120.4, VIT_201s0026g02120.3
OG0005773	Av_00010252-RA	VIT_201s0011g02160.1
OG0005774	Av_00002566-RA, Av_00018462-RA	VIT_201s0011g05750.1, VIT_201s0011g05750.2
OG0005776	Av_00021661-RA, Av_00020712-RA, Av_00020713-RA	VIT_202s0012g00910.1
OG0005779	Av_00023109-RA	VIT_201s0026g00910.1
OG0005780	Av_00018589-RA, Av_00010332-RA	VIT_200s0533g00010.1
OG0005781	Av_00013795-RA	VIT_217s0000g02730.1
OG0005782	Av_00017702-RA	VIT_217s0000g08690.1, VIT_217s0000g08690.2
OG0005784	Av_00018600-RA	VIT_214s0068g00410.4, VIT_214s0068g00410.2, VIT_214s0068g00410.1, VIT_214s0068g00410.3
OG0005785	Av_00005054-RA	VIT_214s0068g01730.3, VIT_214s0068g01730.2, VIT_214s0068g01730.1, VIT_214s0068g01730.4
OG0005786	Av_00005429-RA, Av_00002995-RA	VIT_217s0000g08790.4, VIT_217s0000g08790.3, VIT_217s0000g08790.2, VIT_217s0000g08790.1
OG0005787	Av_00013228-RA, Av_00018774-RA	VIT_205s0020g02800.1, VIT_205s0020g02800.3, VIT_205s0020g02800.5, VIT_205s0020g02800.4, VIT_205s0020g02800.2
OG0005788	Av_00003315-RA, Av_00017010-RA	VIT_201s0011g03370.2, VIT_201s0011g03370.1, VIT_201s0011g03370.3
OG0005789	Av_00011303-RA	VIT_208s0007g05930.5, VIT_208s0007g05930.1, VIT_208s0007g05930.3, VIT_208s0007g05930.2, VIT_208s0007g05930.4, VIT_208s0058g00840.1
OG0005790	Av_00019747-RA	VIT_201s0011g02070.1, VIT_201s0011g02070.2
OG0005791	Av_00001729-RA	VIT_217s0000g07650.1, VIT_214s0066g02410.2, VIT_214s0066g02410.1, VIT_214s0066g02410.3
OG0005793	Av_00003900-RA, Av_00003901-RA	VIT_217s0000g03060.4, VIT_217s0000g03060.2, VIT_217s0000g03060.3, VIT_217s0000g03060.1
OG0005797	Av_00000563-RA	VIT_205s0077g01380.1
OG0005799	Av_00003139-RA, Av_00014022-RA, Av_00014706-RA, Av_00008684-RA	VIT_215s0021g02300.4, VIT_215s0021g02300.5, VIT_215s0021g02300.2, VIT_215s0021g02300.1, VIT_215s0021g02300.3
OG0005800	Av_00024194-RA, Av_00007572-RA, Av_00006401-RA, Av_00005248-RA	VIT_201s0011g00830.1
OG0005824	Av_00015054-RA, Av_00009215-RA	VIT_216s0098g01200.1
OG0005825	Av_00005799-RA, Av_00012184-RA	VIT_213s0064g00020.1
OG0005826	Av_00017353-RA	VIT_205s0020g02090.9, VIT_205s0020g02090.8, VIT_205s0020g02090.7, VIT_205s0020g02090.5, VIT_205s0020g02090.3, VIT_205s0020g02090.10, VIT_205s0020g02090.4, VIT_205s0020g02090.1, VIT_205s0020g02090.6, VIT_205s0020g02090.2
OG0005827	Av_00014844-RA	VIT_214s0060g00590.2, VIT_214s0060g00590.1
OG0005828	Av_00008135-RA, Av_00014909-RA	VIT_206s0004g00530.1, VIT_206s0004g02050.1
OG0005829	Av_00016787-RA, Av_00016788-RA	VIT_214s0128g00420.1
OG0005830	Av_00005693-RA	VIT_213s0067g00940.2, VIT_213s0067g00940.1
OG0005831	Av_00012564-RA	VIT_208s0040g03240.1, VIT_208s0040g03240.2, VIT_208s0040g03240.5, VIT_208s0040g03240.7, VIT_208s0040g03240.3, VIT_208s0040g03240.4
OG0005832	Av_00008090-RA, Av_00006965-RA, Av_00011818-RA	VIT_204s0023g00430.1
OG0005836	Av_00011172-RA, Av_00021535-RA	VIT_203s0063g02550.2, VIT_203s0063g02550.1
OG0005837	Av_00015675-RA, Av_00005089-RA	VIT_208s0007g03240.1, VIT_208s0007g03240.2, VIT_208s0007g03240.3
OG0005838	Av_00021156-RA	VIT_207s0104g00100.1, VIT_207s0104g00100.2, VIT_207s0104g00100.5, VIT_207s0104g00100.4, VIT_207s0104g00100.3
OG0005839	Av_00001492-RA, Av_00019953-RA	VIT_207s0005g01040.1
OG0005840	Av_00002122-RA, Av_00017448-RA	VIT_205s0049g01560.1
OG0005843	Av_00008129-RA, Av_00014904-RA	VIT_206s0061g00090.1, VIT_206s0061g00090.2, VIT_206s0061g00090.3
OG0005844	Av_00003693-RA	VIT_208s0007g03130.1
OG0005845	Av_00004025-RA, Av_00021099-RA	VIT_213s0139g00250.2, VIT_213s0139g00250.5, VIT_213s0139g00250.1, VIT_213s0139g00250.3, VIT_213s0139g00250.4, VIT_213s0139g00250.6
OG0005847	Av_00021551-RA, Av_00000667-RA	VIT_208s0007g07170.1, VIT_208s0007g07170.2
OG0005848	Av_00006972-RA	VIT_200s0207g00110.3, VIT_200s0207g00110.2, VIT_200s0207g00110.1
OG0005849	Av_00016518-RA, Av_00006580-RA	VIT_204s0023g00320.1, VIT_204s0023g00320.2, VIT_204s0023g00450.1
OG0005850	Av_00000985-RA, Av_00018184-RA	VIT_211s0103g00120.3, VIT_211s0103g00120.5, VIT_211s0103g00120.4, VIT_211s0103g00120.1, VIT_211s0103g00120.2
OG0005851	Av_00011678-RA	VIT_207s0031g01510.1
OG0005852	Av_00019521-RA, Av_00019064-RA	VIT_207s0141g00140.4, VIT_207s0141g00140.3, VIT_207s0141g00140.2, VIT_207s0141g00140.1, VIT_207s0141g00150.1
OG0005853	Av_00024846-RA, Av_00022426-RA	VIT_202s0012g02660.1
OG0005854	Av_00014432-RA, Av_00006578-RA, Av_00014872-RA, Av_00011816-RA, Av_00016520-RA	VIT_204s0023g00360.2, VIT_204s0023g00360.1
OG0005855	Av_00017052-RA, Av_00019199-RA, Av_00000575-RA	VIT_205s0049g01840.1, VIT_205s0049g01840.2
OG0005857	Av_00016477-RA	VIT_205s0049g00990.1, VIT_208s0007g00330.1
OG0005858	Av_00008057-RA, Av_00006750-RA	VIT_205s0029g01380.1
OG0005859	Av_00004601-RA	VIT_214s0036g01200.1, VIT_203s0038g01920.1
OG0005860	Av_00014289-RA	VIT_201s0010g01210.1, VIT_201s0010g01210.2
OG0005861	Av_00014058-RA	VIT_207s0005g02420.2, VIT_207s0005g02420.3, VIT_207s0005g02420.1, VIT_207s0005g02420.4
OG0005863	Av_00014899-RA	VIT_215s0024g01090.1
OG0005863	Av_00014900-RA	VIT_206s0009g02790.1, VIT_206s0009g02790.2, VIT_206s0009g02790.3
OG0005864	Av_00006752-RA	VIT_200s0189g00050.1, VIT_205s0029g00220.1
OG0005865	Av_00018680-RA, Av_00024722-RA	VIT_207s0185g00100.1, VIT_202s0012g02180.3, VIT_202s0012g02180.2, VIT_202s0012g02180.1
OG0005866	Av_00017861-RA	VIT_205s0020g01880.6, VIT_205s0020g01880.1, VIT_205s0020g01880.5, VIT_205s0020g01880.2, VIT_205s0020g01880.3, VIT_205s0020g01880.4
OG0005867	Av_00015949-RA	VIT_208s0040g02870.1
OG0005868	Av_00017049-RA	VIT_205s0049g01650.1, VIT_205s0049g01620.1
OG0005869	Av_00014749-RA, Av_00000543-RA	VIT_205s0020g00460.2, VIT_205s0020g00460.3, VIT_205s0020g00460.1, VIT_205s0020g00460.4
OG0005870	Av_00001388-RA, Av_00024480-RA, Av_00017566-RA, Av_00006262-RA	VIT_207s0005g00180.1
OG0005871	Av_00002177-RA, Av_00013545-RA	VIT_205s0020g00750.3, VIT_205s0020g00750.2, VIT_205s0020g00750.1
OG0005872	Av_00023731-RA	VIT_205s0020g03860.1
OG0005873	Av_00010902-RA	VIT_200s0261g00010.2, VIT_200s0261g00010.1, VIT_201s0011g00510.1
OG0005874	Av_00021284-RA	VIT_213s0084g00630.1
OG0005875	Av_00009514-RA	VIT_216s0039g01440.1, VIT_216s0039g01430.2, VIT_216s0039g01430.1
OG0005876	Av_00014082-RA	VIT_202s0087g00640.1
OG0005877	Av_00020750-RA, Av_00022178-RA, Av_00006751-RA	VIT_205s0029g00190.1
OG0005878	Av_00001525-RA	VIT_207s0104g00090.2, VIT_207s0104g00090.1
OG0005879	Av_00001532-RA, Av_00013508-RA	VIT_205s0049g01770.1
OG0005880	Av_00014873-RA, Av_00008088-RA, Av_00001245-RA, Av_00014431-RA	VIT_204s0023g00370.1, VIT_204s0023g00370.2
OG0005881	Av_00014072-RA, Av_00020555-RA, Av_00020369-RA	VIT_208s0007g00530.4, VIT_208s0007g00530.3, VIT_208s0007g00530.5, VIT_208s0007g00530.1, VIT_208s0007g00530.2
OG0005882	Av_00019891-RA, Av_00021017-RA	VIT_218s0001g07830.1, VIT_218s0001g07830.4, VIT_218s0001g07830.2, VIT_218s0001g07830.3
OG0005883	Av_00018069-RA	VIT_213s0064g01330.1
OG0005884	Av_00010106-RA	VIT_200s0227g00160.2, VIT_200s0227g00160.1, VIT_200s0227g00160.4, VIT_200s0227g00160.3
OG0005885	Av_00001446-RA	VIT_207s0005g01460.5, VIT_207s0005g01460.1, VIT_207s0005g01460.2, VIT_207s0005g01460.3, VIT_207s0005g01460.4
OG0005886	Av_00017871-RA, Av_00013244-RA	VIT_205s0020g02150.1
OG0005887	Av_00008020-RA, Av_00006780-RA	VIT_209s0002g02540.2, VIT_209s0002g02540.1
OG0005888	Av_00003856-RA	VIT_213s0067g01250.1, VIT_213s0067g01240.1
OG0005890	Av_00017540-RA	VIT_201s0011g01640.1, VIT_201s0011g01640.2, VIT_201s0011g01640.3, VIT_216s0022g00380.1, VIT_201s0011g01640.4, VIT_201s0011g01640.7
OG0005891	Av_00023408-RA	VIT_213s0019g04040.1, VIT_213s0019g04030.1
OG0005895	Av_00006140-RA, Av_00019686-RA	VIT_206s0004g04550.1
OG0005896	Av_00016266-RA	VIT_214s0030g00630.1
OG0005897	Av_00012652-RA	VIT_206s0004g08350.3, VIT_206s0004g08350.1, VIT_206s0004g08350.2
OG0005898	Av_00015570-RA, Av_00009077-RA	VIT_213s0156g00640.2, VIT_213s0156g00640.1
OG0005899	Av_00016150-RA, Av_00006696-RA	VIT_214s0081g00620.2, VIT_214s0081g00620.1
OG0005900	Av_00015471-RA	VIT_200s0394g00030.1
OG0005901	Av_00024680-RA, Av_00001588-RA	VIT_214s0128g00220.1
OG0005902	Av_00014882-RA, Av_00008095-RA	VIT_204s0023g00780.2, VIT_204s0023g00780.1
OG0005903	Av_00009140-RA, Av_00014754-RA	VIT_205s0094g01320.1, VIT_205s0094g01320.2
OG0005904	Av_00003756-RA	VIT_218s0122g01020.3, VIT_218s0122g01020.2, VIT_218s0122g01020.5, VIT_218s0122g01020.1, VIT_218s0122g01020.4, VIT_218s0122g01020.6
OG0005905	Av_00023151-RA	VIT_203s0063g02250.1
OG0005906	Av_00015165-RA, Av_00023497-RA	VIT_200s0332g00130.1, VIT_200s0246g00060.1
OG0005907	Av_00009011-RA	VIT_203s0038g03660.6, VIT_203s0038g03660.4, VIT_203s0038g03660.3, VIT_203s0038g03660.2, VIT_203s0038g03660.5, VIT_203s0038g03660.1, VIT_218s0001g14180.1
OG0005908	Av_00009882-RA	VIT_203s0038g00450.1, VIT_203s0038g00450.2
OG0005909	Av_00011396-RA, Av_00015958-RA	VIT_209s0070g00520.1, VIT_207s0141g00230.1
OG0005910	Av_00023222-RA, Av_00010970-RA	VIT_218s0001g05040.1, VIT_200s0357g00100.1
OG0005911	Av_00011471-RA, Av_00000070-RA, Av_00008652-RA, Av_00015247-RA, Av_00010921-RA	VIT_218s0001g03240.1
OG0005912	Av_00016637-RA, Av_00015073-RA	VIT_207s0031g02560.3, VIT_207s0031g02560.2, VIT_207s0031g02560.1
OG0005913	Av_00003938-RA	VIT_205s0094g01640.1
OG0005914	Av_00024538-RA	VIT_218s0001g09180.2, VIT_218s0001g09180.3, VIT_218s0001g09180.1
OG0005915	Av_00008861-RA	VIT_218s0001g10590.3, VIT_218s0001g10590.2, VIT_218s0001g10590.1
OG0005916	Av_00019599-RA	VIT_212s0035g01830.5, VIT_212s0035g01830.4, VIT_212s0035g01830.2, VIT_212s0035g01830.1, VIT_212s0035g01830.3
OG0005917	Av_00007282-RA	VIT_211s0052g01130.5, VIT_211s0052g01130.1, VIT_211s0052g01130.2, VIT_211s0052g01130.4, VIT_211s0052g01130.3, VIT_211s0052g01130.6
OG0005918	Av_00009349-RA	VIT_218s0001g04440.2, VIT_218s0001g04440.1, VIT_218s0001g04440.3, VIT_218s0001g04440.5, VIT_218s0001g04440.6, VIT_218s0001g04440.4
OG0005919	Av_00011670-RA, Av_00014227-RA	VIT_207s0031g01990.1
OG0005920	Av_00017800-RA, Av_00017799-RA	VIT_218s0086g00690.1
OG0005921	Av_00011337-RA, Av_00000962-RA	VIT_203s0038g04350.1, VIT_218s0001g13090.1
OG0005922	Av_00020106-RA	VIT_219s0027g00590.1
OG0005924	Av_00014688-RA, Av_00008655-RA	VIT_218s0001g13000.1
OG0005925	Av_00012259-RA, Av_00004456-RA	VIT_218s0001g11270.1
OG0005926	Av_00000420-RA	VIT_200s1364g00010.1, VIT_200s0483g00030.1, VIT_200s0483g00040.1
OG0005927	Av_00023984-RA, Av_00011590-RA	VIT_214s0068g01100.1
OG0005928	Av_00009915-RA, Av_00011125-RA	VIT_206s0004g08460.1, VIT_206s0004g08460.4, VIT_206s0004g08460.2
OG0005929	Av_00001082-RA, Av_00021263-RA	VIT_203s0063g00680.1, VIT_203s0063g00680.2
OG0005930	Av_00000688-RA	VIT_200s0252g00010.5, VIT_200s0252g00010.4, VIT_200s0252g00010.1, VIT_200s0252g00010.2, VIT_200s0252g00010.3
OG0005931	Av_00015811-RA, Av_00017229-RA	VIT_212s0055g00910.1, VIT_218s0001g04730.1
OG0005933	Av_00006616-RA	VIT_212s0055g00780.1, VIT_212s0055g00780.4, VIT_212s0055g00780.2, VIT_212s0055g00780.3, VIT_212s0055g00780.5, VIT_212s0055g00780.9, VIT_212s0055g00780.8, VIT_212s0055g00780.7, VIT_212s0055g00780.6
OG0005935	Av_00013191-RA	VIT_208s0007g06290.1
OG0005936	Av_00007319-RA, Av_00019045-RA	VIT_212s0055g01140.2, VIT_212s0055g01140.1
OG0005937	Av_00000235-RA	VIT_208s0007g00730.4, VIT_208s0007g00730.3, VIT_208s0007g00730.1, VIT_208s0007g00730.2
OG0005939	Av_00010031-RA, Av_00007931-RA, Av_00006851-RA, Av_00010793-RA, Av_00023573-RA	VIT_218s0001g08200.1
OG0005940	Av_00004563-RA, Av_00021104-RA	VIT_218s0001g13610.1
OG0005942	Av_00008770-RA	VIT_203s0038g03220.3, VIT_203s0038g03220.1, VIT_203s0038g03220.4, VIT_203s0038g03220.2, VIT_203s0038g03210.2, VIT_203s0038g03210.1
OG0005943	Av_00003522-RA, Av_00020286-RA	VIT_203s0063g00540.1
OG0005944	Av_00014368-RA	VIT_213s0106g00540.1, VIT_204s0008g06160.4, VIT_204s0008g06160.5, VIT_204s0008g06160.3, VIT_204s0008g06160.1, VIT_204s0008g06160.2
OG0005945	Av_00010207-RA, Av_00019108-RA	VIT_218s0001g09130.1
OG0005946	Av_00017640-RA	VIT_218s0001g02200.4, VIT_218s0001g02200.3, VIT_218s0001g02200.1, VIT_218s0001g02200.2
OG0005947	Av_00009031-RA, Av_00003775-RA	VIT_218s0001g01130.1
OG0005948	Av_00021614-RA	VIT_218s0001g00360.1
OG0005949	Av_00000982-RA, Av_00018183-RA	VIT_203s0180g00320.1, VIT_203s0180g00200.1, VIT_203s0091g00040.1
OG0005950	Av_00010944-RA	VIT_218s0001g06970.1
OG0005952	Av_00022589-RA	VIT_218s0001g12570.1
OG0005953	Av_00000436-RA	VIT_207s0031g01340.1
OG0005954	Av_00024495-RA, Av_00005466-RA	VIT_202s0025g04050.1, VIT_202s0025g04050.2
OG0005955	Av_00020034-RA	VIT_207s0104g00810.1, VIT_207s0104g00810.3, VIT_207s0104g00810.4, VIT_207s0104g00810.2
OG0005956	Av_00001352-RA, Av_00016740-RA, Av_00020328-RA	VIT_212s0055g00790.1
OG0005957	Av_00011687-RA, Av_00014243-RA, Av_00018988-RA, Av_00001912-RA	VIT_207s0031g02130.1
OG0005958	Av_00008854-RA, Av_00018729-RA, Av_00019040-RA	VIT_203s0091g00830.1
OG0005959	Av_00007918-RA, Av_00006859-RA, Av_00010017-RA, Av_00010796-RA, Av_00010227-RA	VIT_218s0001g08580.1
OG0005960	Av_00005176-RA, Av_00018385-RA	VIT_200s0174g00150.2, VIT_200s0174g00150.3, VIT_200s0174g00150.4, VIT_200s0174g00150.1
OG0005961	Av_00020407-RA	VIT_204s0008g03380.1
OG0005963	Av_00000783-RA	VIT_207s0005g01590.2, VIT_207s0005g01590.1, VIT_207s0005g01590.3
OG0005964	Av_00008978-RA	VIT_200s0531g00040.1
OG0005965	Av_00018476-RA	VIT_201s0011g02880.1, VIT_219s0140g00100.1
OG0005966	Av_00000719-RA	VIT_200s1255g00020.2, VIT_200s0921g00030.3, VIT_200s1255g00020.1, VIT_200s0921g00030.2, VIT_200s0921g00030.1
OG0005967	Av_00021435-RA, Av_00015833-RA	VIT_212s0059g01980.1, VIT_212s0059g01980.2
OG0005968	Av_00000210-RA, Av_00017216-RA, Av_00002365-RA, Av_00019374-RA, Av_00023760-RA	VIT_219s0014g02200.1
OG0005969	Av_00003676-RA	VIT_219s0014g05090.1, VIT_200s0532g00030.1
OG0005970	Av_00010959-RA, Av_00015279-RA	VIT_209s0002g06040.1
OG0005971	Av_00011027-RA, Av_00017103-RA	VIT_211s0052g00890.2, VIT_211s0052g00890.1
OG0005972	Av_00016941-RA, Av_00004749-RA	VIT_212s0057g01270.1, VIT_212s0057g01270.2, VIT_212s0057g01270.3
OG0005973	Av_00014237-RA	VIT_204s0044g02010.1, VIT_204s0044g02010.2
OG0005974	Av_00000197-RA, Av_00007867-RA	VIT_219s0014g03370.2, VIT_219s0014g03370.1
OG0005975	Av_00010615-RA, Av_00014155-RA	VIT_212s0059g01580.1, VIT_200s0515g00030.1
OG0005976	Av_00008120-RA	VIT_211s0052g00180.4, VIT_211s0052g00180.3, VIT_211s0052g00180.2, VIT_211s0052g00180.1
OG0005977	Av_00003977-RA, Av_00009075-RA	VIT_211s0037g00180.1
OG0005978	Av_00018833-RA, Av_00018646-RA	VIT_209s0018g02110.1
OG0005979	Av_00000001-RA	VIT_215s0048g00490.3
OG0005980	Av_00004497-RA	VIT_211s0037g00860.1, VIT_211s0037g00860.2
OG0005981	Av_00002060-RA, Av_00019483-RA, Av_00016686-RA, Av_00012897-RA	VIT_216s0022g02030.1
OG0005982	Av_00017226-RA	VIT_211s0016g03420.1
OG0005983	Av_00009167-RA	VIT_216s0100g00490.2, VIT_216s0100g00490.9, VIT_216s0100g00490.8, VIT_216s0100g00490.4, VIT_216s0100g00490.1, VIT_216s0100g00490.7, VIT_216s0100g00490.6, VIT_216s0100g00490.5, VIT_216s0100g00490.3
OG0005984	Av_00015139-RA	VIT_207s0031g03120.1, VIT_207s0031g03120.2
OG0005985	Av_00007999-RA	VIT_209s0002g04140.1, VIT_209s0002g04150.1
OG0005986	Av_00017335-RA	VIT_209s0002g00210.1
OG0005987	Av_00015821-RA	VIT_209s0002g00220.1
OG0005988	Av_00012034-RA	VIT_204s0008g00880.1
OG0005989	Av_00003630-RA	VIT_204s0008g01960.1
OG0005990	Av_00007779-RA	VIT_201s0011g04640.2, VIT_201s0011g04640.1
OG0005990	Av_00003929-RA	VIT_214s0006g01970.2, VIT_214s0006g01970.4, VIT_214s0006g01970.3, VIT_214s0006g01970.1
OG0005991	Av_00001632-RA	VIT_207s0129g00990.1, VIT_207s0129g00970.1, VIT_216s0050g01020.1
OG0005992	Av_00023062-RA	VIT_204s0008g01430.6, VIT_204s0008g01430.2, VIT_204s0008g01430.4, VIT_204s0008g01430.5, VIT_204s0008g01430.3, VIT_204s0008g01430.1
OG0005993	Av_00002038-RA	VIT_205s0094g01370.1, VIT_205s0094g01370.4, VIT_205s0094g01370.2, VIT_205s0094g01370.3
OG0005994	Av_00019289-RA, Av_00008889-RA	VIT_204s0008g00510.1, VIT_216s0013g01780.1, VIT_216s0013g01760.1
OG0005995	Av_00009168-RA, Av_00014768-RA	VIT_202s0025g04410.1
OG0005996	Av_00005372-RA	VIT_201s0010g03590.3, VIT_201s0010g03590.1, VIT_201s0010g03590.2
OG0005997	Av_00024435-RA	VIT_202s0012g00750.2, VIT_202s0012g00750.1, VIT_202s0012g00750.3, VIT_202s0012g00750.5, VIT_202s0012g00750.4
OG0005998	Av_00023066-RA, Av_00021889-RA	VIT_215s0048g00440.2, VIT_215s0048g00440.1, VIT_215s0048g00440.3, VIT_215s0048g00440.4
OG0006000	Av_00003258-RA	VIT_215s0046g00430.1
OG0006001	Av_00023014-RA, Av_00020438-RA, Av_00010744-RA	VIT_209s0002g01150.1
OG0006002	Av_00001587-RA	VIT_216s0022g00980.1, VIT_216s0022g00980.5, VIT_216s0022g00980.2, VIT_216s0022g00980.10, VIT_216s0022g00980.9, VIT_216s0022g00980.7, VIT_216s0022g00980.4, VIT_216s0022g00980.8, VIT_216s0022g00980.6, VIT_216s0022g00980.3
OG0006003	Av_00013000-RA, Av_00008740-RA	VIT_209s0002g00930.1
OG0006004	Av_00003130-RA, Av_00014015-RA	VIT_215s0021g01940.2, VIT_215s0021g01940.1, VIT_215s0021g01940.3, VIT_215s0021g01940.6, VIT_215s0021g01940.5, VIT_215s0021g01940.4
OG0006006	Av_00020855-RA, Av_00021968-RA	VIT_204s0008g03010.3, VIT_204s0008g03010.2, VIT_204s0008g03010.1
OG0006007	Av_00007401-RA, Av_00003779-RA	VIT_211s0016g04610.3, VIT_211s0016g04610.1, VIT_211s0016g04610.2, VIT_211s0016g04610.4
OG0006009	Av_00012314-RA, Av_00004491-RA, Av_00001013-RA	VIT_211s0052g01710.4, VIT_211s0052g01710.1, VIT_211s0052g01710.3, VIT_211s0052g01710.2
OG0006012	Av_00005462-RA	VIT_216s0100g00200.1
OG0006013	Av_00007204-RA, Av_00018847-RA, Av_00004331-RA, Av_00004555-RA	VIT_218s0001g12760.1
OG0006014	Av_00007973-RA, Av_00018161-RA, Av_00006817-RA	VIT_209s0002g05710.1
OG0006015	Av_00008158-RA	VIT_206s0004g00920.1
OG0006017	Av_00012800-RA, Av_00020202-RA	VIT_204s0008g05220.1
OG0006018	Av_00024025-RA	VIT_216s0098g01790.1
OG0006019	Av_00021902-RA, Av_00016052-RA	VIT_215s0046g00420.1, VIT_215s0046g00420.2
OG0006020	Av_00019504-RA, Av_00012824-RA	VIT_215s0024g00350.1
OG0006021	Av_00012327-RA	VIT_217s0000g02250.3, VIT_217s0000g02250.1, VIT_217s0000g02250.2
OG0006022	Av_00010393-RA	VIT_200s2117g00010.2, VIT_200s2117g00010.1
OG0006023	Av_00012330-RA	VIT_211s0037g00480.2, VIT_211s0037g00480.1
OG0006024	Av_00023528-RA	VIT_206s0009g01520.1, VIT_200s0201g00086.1, VIT_203s0038g04695.1, VIT_203s0063g02210.1, VIT_219s0177g00366.1, VIT_202s0033g00010.1
OG0006025	Av_00015566-RA, Av_00009064-RA	VIT_211s0118g00820.3, VIT_211s0118g00820.4, VIT_211s0118g00820.6, VIT_211s0118g00820.1, VIT_211s0118g00820.5, VIT_211s0118g00820.2
OG0006026	Av_00019531-RA, Av_00019072-RA	VIT_211s0016g03230.2, VIT_211s0016g03230.1, VIT_211s0016g03230.3, VIT_211s0016g03230.4
OG0006027	Av_00009803-RA	VIT_211s0016g00630.5, VIT_211s0016g00630.9, VIT_211s0016g00630.6, VIT_211s0016g00630.2, VIT_211s0016g00630.7, VIT_211s0016g00630.10, VIT_211s0016g00630.8, VIT_211s0016g00630.3, VIT_211s0016g00630.4, VIT_211s0016g00630.1
OG0006028	Av_00001107-RA, Av_00001106-RA, Av_00021241-RA	VIT_205s0020g00360.3, VIT_205s0020g00200.1, VIT_205s0020g00080.1, VIT_205s0020g00360.4, VIT_205s0020g00360.1, VIT_205s0020g00360.2
OG0006029	Av_00005624-RA, Av_00005946-RA	VIT_208s0007g01340.2, VIT_208s0007g01340.3, VIT_208s0007g01340.4, VIT_208s0007g01340.1
OG0006030	Av_00005497-RA, Av_00020833-RA	VIT_211s0016g03510.2, VIT_211s0016g03510.1, VIT_211s0016g03510.3
OG0006031	Av_00002065-RA, Av_00012903-RA	VIT_216s0022g02120.1, VIT_216s0022g02120.2
OG0006032	Av_00004017-RA, Av_00005845-RA, Av_00012147-RA	VIT_204s0008g07070.2, VIT_204s0008g07070.3, VIT_204s0008g07070.1
OG0006033	Av_00012792-RA, Av_00022571-RA, Av_00004654-RA	VIT_204s0008g04870.1
OG0006034	Av_00004086-RA, Av_00023068-RA	VIT_209s0002g00430.1
OG0006036	Av_00006271-RA	VIT_209s0002g08940.2, VIT_209s0002g08940.1
OG0006037	Av_00004162-RA, Av_00015416-RA	VIT_219s0027g01050.1
OG0006040	Av_00016862-RA	VIT_211s0052g00300.3, VIT_211s0052g00300.2, VIT_211s0052g00300.1
OG0006042	Av_00006758-RA, Av_00008045-RA	VIT_209s0002g01080.1, VIT_200s0265g00170.1
OG0006044	Av_00012193-RA, Av_00005781-RA	VIT_214s0083g01090.1, VIT_214s0083g01090.2
OG0006045	Av_00018246-RA	VIT_204s0008g04310.6, VIT_204s0008g04310.3, VIT_204s0008g04310.5, VIT_204s0008g04310.4, VIT_204s0008g04310.2, VIT_204s0008g04310.1
OG0006046	Av_00014060-RA	VIT_208s0032g01140.2, VIT_208s0032g01140.1
OG0006047	Av_00008407-RA, Av_00011554-RA	VIT_219s0015g00130.1
OG0006048	Av_00016886-RA	VIT_206s0061g00690.1
OG0006049	Av_00003574-RA	VIT_213s0019g00810.1
OG0006050	Av_00006650-RA	VIT_219s0090g00630.4, VIT_219s0090g00630.2, VIT_219s0090g00630.3, VIT_219s0090g00630.5, VIT_219s0090g00630.6, VIT_219s0090g00630.1
OG0006051	Av_00008447-RA	VIT_212s0028g03020.1
OG0006052	Av_00020589-RA	VIT_208s0040g00820.1
OG0006053	Av_00002274-RA	VIT_210s0003g03860.2, VIT_210s0003g03860.1
OG0006054	Av_00000162-RA	VIT_219s0090g00920.3, VIT_219s0090g00920.5, VIT_219s0090g00920.1, VIT_219s0090g00920.10, VIT_219s0090g00920.7, VIT_219s0090g00920.2, VIT_219s0090g00920.4, VIT_219s0090g00920.6, VIT_219s0090g00920.8, VIT_219s0090g00920.9
OG0006055	Av_00001323-RA	VIT_214s0060g01440.4, VIT_214s0060g01440.5
OG0006056	Av_00012682-RA, Av_00014488-RA, Av_00000679-RA	VIT_208s0007g08680.1
OG0006057	Av_00010593-RA	VIT_210s0116g01740.1
OG0006058	Av_00015880-RA	VIT_208s0058g00510.2, VIT_208s0058g00510.8, VIT_208s0058g00510.6, VIT_208s0058g00510.5, VIT_208s0058g00510.7, VIT_208s0058g00510.4, VIT_208s0058g00510.3, VIT_208s0058g00510.1
OG0006060	Av_00016423-RA, Av_00013455-RA	VIT_208s0040g02440.1
OG0006061	Av_00007362-RA	VIT_206s0004g06050.1
OG0006062	Av_00006119-RA	VIT_206s0004g07130.1
OG0006063	Av_00023193-RA	VIT_201s0011g01440.1
OG0006064	Av_00005167-RA, Av_00018381-RA	VIT_210s0092g00170.2, VIT_210s0092g00170.3, VIT_210s0092g00170.1
OG0006065	Av_00023433-RA, Av_00009814-RA	VIT_207s0130g00070.2, VIT_207s0130g00070.1
