Orthogroup	A_vesiculosa.proteins	D_muscipula.proteins
OG0005852	Av_00019521-RA, Av_00019064-RA	Dm_00019046-RA
OG0005853	Av_00024846-RA, Av_00022426-RA	Dm_00015207-RA, Dm_00005125-RA
OG0005854	Av_00014432-RA, Av_00006578-RA, Av_00014872-RA, Av_00011816-RA, Av_00016520-RA	Dm_00001964-RA, Dm_00001220-RA
OG0005855	Av_00017052-RA, Av_00019199-RA, Av_00000575-RA	Dm_00011442-RA
OG0005857	Av_00016477-RA	Dm_00014489-RA
OG0005858	Av_00008057-RA, Av_00006750-RA	Dm_00001551-RA, Dm_00002572-RA
OG0005859	Av_00004601-RA	Dm_00006001-RA
OG0005860	Av_00014289-RA	Dm_00009494-RA
OG0005861	Av_00014058-RA	Dm_00011464-RA
OG0005864	Av_00006752-RA	Dm_00013918-RA
OG0005865	Av_00018680-RA, Av_00024722-RA	Dm_00017714-RA
OG0005866	Av_00017861-RA	Dm_00020307-RA
OG0005867	Av_00015949-RA	Dm_00014890-RA
OG0005868	Av_00017049-RA	Dm_00014178-RA
OG0005869	Av_00014749-RA, Av_00000543-RA	Dm_00011599-RA
OG0005870	Av_00001388-RA, Av_00024480-RA, Av_00017566-RA, Av_00006262-RA	Dm_00020774-RA
OG0005871	Av_00002177-RA	Dm_00011221-RA
OG0005871	Av_00013545-RA	Dm_00004791-RA
OG0005872	Av_00023731-RA	Dm_00014837-RA
OG0005873	Av_00010902-RA	Dm_00011796-RA, Dm_00006781-RA
OG0005874	Av_00021284-RA	Dm_00001110-RA
OG0005875	Av_00009514-RA	Dm_00000240-RA
OG0005876	Av_00014082-RA	Dm_00007605-RA
OG0005877	Av_00020750-RA, Av_00022178-RA	Dm_00002573-RA
OG0005878	Av_00001525-RA	Dm_00012494-RA
OG0005879	Av_00001532-RA, Av_00013508-RA	Dm_00012800-RA
OG0005880	Av_00014873-RA, Av_00008088-RA, Av_00001245-RA, Av_00014431-RA	Dm_00001219-RA
OG0005881	Av_00014072-RA, Av_00020555-RA	Dm_00011626-RA
OG0005882	Av_00019891-RA, Av_00021017-RA	Dm_00006230-RA
OG0005883	Av_00018069-RA	Dm_00007449-RA
OG0005885	Av_00001446-RA	Dm_00015048-RA
OG0005886	Av_00017871-RA, Av_00013244-RA	Dm_00017901-RA
OG0005887	Av_00008020-RA, Av_00006780-RA	Dm_00007525-RA
OG0005890	Av_00017540-RA	Dm_00002443-RA
OG0005891	Av_00023408-RA	Dm_00007943-RA
OG0005893	Av_00007809-RA	Dm_00002637-RA
OG0005895	Av_00006140-RA, Av_00019686-RA	Dm_00004549-RA
OG0005896	Av_00016266-RA	Dm_00002107-RA
OG0005897	Av_00012652-RA	Dm_00008082-RA
OG0005898	Av_00015570-RA, Av_00009077-RA	Dm_00005369-RA
OG0005899	Av_00016150-RA, Av_00006696-RA	Dm_00003549-RA, Dm_00005034-RA
OG0005900	Av_00015471-RA	Dm_00015398-RA
OG0005901	Av_00024680-RA, Av_00001588-RA	Dm_00015394-RA
OG0005902	Av_00014882-RA, Av_00008095-RA	Dm_00001208-RA
OG0005903	Av_00009140-RA, Av_00014754-RA	Dm_00002906-RA
OG0005905	Av_00023151-RA	Dm_00015738-RA
OG0005907	Av_00009011-RA	Dm_00000154-RA
OG0005909	Av_00011396-RA, Av_00015958-RA	Dm_00014342-RA
OG0005910	Av_00023222-RA, Av_00010970-RA	Dm_00008745-RA
OG0005911	Av_00011471-RA, Av_00000070-RA, Av_00008652-RA, Av_00015247-RA, Av_00010921-RA	Dm_00012147-RA
OG0005912	Av_00016637-RA, Av_00015073-RA	Dm_00010072-RA
OG0005913	Av_00003938-RA	Dm_00018244-RA
OG0005914	Av_00024538-RA	Dm_00001351-RA
OG0005915	Av_00008861-RA	Dm_00005656-RA
OG0005916	Av_00019599-RA	Dm_00002264-RA
OG0005917	Av_00007282-RA	Dm_00003225-RA
OG0005918	Av_00009349-RA	Dm_00016440-RA, Dm_00014100-RA
OG0005919	Av_00011670-RA, Av_00014227-RA	Dm_00009323-RA
OG0005920	Av_00017799-RA	Dm_00007657-RA
OG0005921	Av_00000962-RA	Dm_00015069-RA
OG0005922	Av_00020106-RA	Dm_00012917-RA, Dm_00009199-RA
OG0005924	Av_00014688-RA, Av_00008655-RA	Dm_00006610-RA
OG0005925	Av_00012259-RA, Av_00004456-RA	Dm_00002430-RA, Dm_00002431-RA
OG0005926	Av_00000420-RA	Dm_00016713-RA
OG0005927	Av_00023984-RA, Av_00011590-RA	Dm_00006582-RA
OG0005928	Av_00009915-RA, Av_00011125-RA	Dm_00016390-RA
OG0005929	Av_00001082-RA, Av_00021263-RA	Dm_00009108-RA
OG0005930	Av_00000688-RA	Dm_00006103-RA
OG0005931	Av_00015811-RA, Av_00017229-RA	Dm_00005398-RA
OG0005933	Av_00006616-RA	Dm_00005486-RA, Dm_00004463-RA
OG0005935	Av_00013191-RA	Dm_00019075-RA
OG0005936	Av_00007319-RA, Av_00019045-RA	Dm_00011305-RA
OG0005937	Av_00000235-RA	Dm_00013017-RA
OG0005939	Av_00010031-RA, Av_00007931-RA, Av_00006851-RA	Dm_00002494-RA
OG0005939	Av_00010793-RA, Av_00023573-RA	Dm_00017910-RA
OG0005940	Av_00004563-RA	Dm_00006957-RA
OG0005940	Av_00021104-RA	Dm_00012180-RA
OG0005941	Av_00018944-RA, Av_00013462-RA	Dm_00005760-RA
OG0005942	Av_00008770-RA	Dm_00002066-RA
OG0005943	Av_00003522-RA, Av_00020286-RA	Dm_00002359-RA
OG0005944	Av_00014368-RA	Dm_00016658-RA
OG0005945	Av_00009976-RA	Dm_00001353-RA
OG0005945	Av_00010207-RA, Av_00019108-RA	Dm_00002360-RA
OG0005946	Av_00017640-RA	Dm_00013140-RA
OG0005947	Av_00009031-RA, Av_00003775-RA	Dm_00001234-RA, Dm_00000118-RA
OG0005949	Av_00000982-RA, Av_00018183-RA	Dm_00019083-RA
OG0005951	Av_00006441-RA, Av_00007521-RA	Dm_00002859-RA
OG0005952	Av_00022589-RA	Dm_00005601-RA
OG0005953	Av_00000436-RA	Dm_00003979-RA, Dm_00007694-RA
OG0005954	Av_00024495-RA, Av_00005466-RA	Dm_00017939-RA
OG0005955	Av_00020034-RA	Dm_00006857-RA
OG0005956	Av_00001352-RA	Dm_00005235-RA
OG0005956	Av_00016740-RA, Av_00020328-RA	Dm_00002520-RA
OG0005957	Av_00011687-RA, Av_00014243-RA, Av_00018988-RA, Av_00001912-RA	Dm_00002267-RA
OG0005958	Av_00008854-RA, Av_00018729-RA, Av_00019040-RA	Dm_00017094-RA, Dm_00011525-RA
OG0005959	Av_00007918-RA, Av_00006859-RA, Av_00010017-RA	Dm_00021014-RA
OG0005959	Av_00010796-RA, Av_00010227-RA	Dm_00004026-RA
OG0005960	Av_00005176-RA, Av_00018385-RA	Dm_00015785-RA
OG0005961	Av_00020407-RA	Dm_00017620-RA
OG0005962	Av_00011550-RA	Dm_00003579-RA
OG0005963	Av_00000783-RA	Dm_00006431-RA, Dm_00018295-RA
OG0005964	Av_00008978-RA	Dm_00018768-RA
OG0005965	Av_00018476-RA	Dm_00004064-RA
OG0005966	Av_00000719-RA	Dm_00002010-RA
OG0005967	Av_00021435-RA, Av_00015833-RA	Dm_00011418-RA
OG0005968	Av_00017216-RA, Av_00002365-RA	Dm_00010553-RA
OG0005968	Av_00019374-RA	Dm_00015057-RA
OG0005969	Av_00003676-RA	Dm_00017790-RA
OG0005970	Av_00010959-RA, Av_00015279-RA	Dm_00018206-RA, Dm_00005759-RA
OG0005971	Av_00011027-RA, Av_00017103-RA	Dm_00000747-RA
OG0005972	Av_00016941-RA, Av_00004749-RA	Dm_00019650-RA
OG0005973	Av_00014237-RA	Dm_00012262-RA
OG0005974	Av_00000197-RA, Av_00007867-RA	Dm_00020369-RA
OG0005975	Av_00010615-RA, Av_00014155-RA	Dm_00014326-RA
OG0005976	Av_00008120-RA	Dm_00011193-RA
OG0005977	Av_00003977-RA	Dm_00019119-RA
OG0005978	Av_00018833-RA, Av_00018646-RA	Dm_00012418-RA
OG0005979	Av_00000001-RA	Dm_00004107-RA
OG0005980	Av_00004497-RA	Dm_00009482-RA
OG0005981	Av_00002060-RA, Av_00019483-RA, Av_00016686-RA, Av_00012897-RA	Dm_00007182-RA
OG0005982	Av_00017226-RA	Dm_00008799-RA
OG0005984	Av_00015139-RA	Dm_00005238-RA
OG0005985	Av_00007999-RA	Dm_00006267-RA
OG0005986	Av_00017335-RA	Dm_00018041-RA, Dm_00018475-RA
OG0005987	Av_00015821-RA	Dm_00015541-RA
OG0005988	Av_00012034-RA	Dm_00013248-RA
OG0005990	Av_00007779-RA	Dm_00004420-RA
OG0005990	Av_00003929-RA	Dm_00010903-RA
OG0005991	Av_00001632-RA	Dm_00010707-RA
OG0005992	Av_00023062-RA	Dm_00019693-RA
OG0005993	Av_00002038-RA	Dm_00006757-RA
OG0005994	Av_00019289-RA, Av_00008889-RA	Dm_00009853-RA
OG0005995	Av_00009168-RA, Av_00014768-RA	Dm_00003071-RA
OG0005996	Av_00005372-RA	Dm_00005380-RA
OG0005997	Av_00024435-RA	Dm_00016938-RA
OG0005998	Av_00023066-RA, Av_00021889-RA	Dm_00003983-RA
OG0006001	Av_00023014-RA, Av_00020438-RA	Dm_00013709-RA
OG0006001	Av_00010744-RA	Dm_00006863-RA
OG0006002	Av_00001587-RA	Dm_00015393-RA
OG0006003	Av_00013000-RA	Dm_00001018-RA
OG0006004	Av_00003130-RA, Av_00014015-RA	Dm_00015809-RA
OG0006006	Av_00020855-RA, Av_00021968-RA	Dm_00002908-RA
OG0006007	Av_00007401-RA, Av_00003779-RA	Dm_00001052-RA, Dm_00000109-RA
OG0006009	Av_00012314-RA, Av_00004491-RA, Av_00001013-RA	Dm_00004425-RA
OG0006012	Av_00005462-RA	Dm_00020563-RA
OG0006013	Av_00007204-RA, Av_00018847-RA, Av_00004331-RA, Av_00004555-RA	Dm_00008547-RA, Dm_00012364-RA
OG0006014	Av_00007973-RA, Av_00018161-RA, Av_00006817-RA	Dm_00006926-RA, Dm_00018629-RA
OG0006015	Av_00008158-RA	Dm_00020733-RA
OG0006016	Av_00014021-RA, Av_00003138-RA	Dm_00003091-RA
OG0006017	Av_00012800-RA, Av_00020202-RA	Dm_00015433-RA
OG0006018	Av_00024025-RA	Dm_00004284-RA
OG0006019	Av_00021903-RA, Av_00021904-RA	Dm_00003230-RA
OG0006019	Av_00021902-RA, Av_00016052-RA	Dm_00003229-RA
OG0006020	Av_00019504-RA, Av_00012824-RA	Dm_00006097-RA
OG0006021	Av_00012327-RA	Dm_00009969-RA
OG0006022	Av_00010393-RA	Dm_00003964-RA
OG0006023	Av_00012330-RA	Dm_00009971-RA
OG0006024	Av_00023528-RA	Dm_00019682-RA
OG0006025	Av_00015566-RA, Av_00009064-RA	Dm_00000261-RA
OG0006026	Av_00019531-RA, Av_00019072-RA	Dm_00011984-RA
OG0006027	Av_00009803-RA	Dm_00001023-RA
OG0006028	Av_00001107-RA, Av_00001106-RA, Av_00021241-RA	Dm_00020064-RA
OG0006029	Av_00005624-RA, Av_00005946-RA	Dm_00005085-RA
OG0006030	Av_00005497-RA, Av_00020833-RA	Dm_00017283-RA
OG0006031	Av_00002065-RA, Av_00012903-RA	Dm_00019024-RA
OG0006032	Av_00004017-RA, Av_00005845-RA, Av_00012147-RA	Dm_00003624-RA
OG0006033	Av_00012792-RA, Av_00022571-RA	Dm_00015597-RA
OG0006033	Av_00004654-RA	Dm_00000625-RA
OG0006034	Av_00004086-RA, Av_00023068-RA	Dm_00018635-RA
OG0006037	Av_00004162-RA, Av_00015416-RA	Dm_00002515-RA
OG0006042	Av_00006758-RA, Av_00008045-RA	Dm_00015211-RA
OG0006044	Av_00012193-RA, Av_00005781-RA	Dm_00013645-RA
OG0006046	Av_00014060-RA	Dm_00005753-RA
OG0006047	Av_00008407-RA, Av_00011554-RA	Dm_00002688-RA
OG0006048	Av_00016886-RA	Dm_00011717-RA
OG0006049	Av_00003574-RA	Dm_00010402-RA
OG0006050	Av_00006650-RA	Dm_00004740-RA
OG0006053	Av_00002274-RA	Dm_00019631-RA
OG0006054	Av_00000162-RA	Dm_00002136-RA
OG0006055	Av_00001323-RA	Dm_00001801-RA
OG0006056	Av_00012682-RA, Av_00014488-RA	Dm_00004385-RA
OG0006056	Av_00000679-RA	Dm_00005763-RA
OG0006057	Av_00010593-RA	Dm_00008187-RA
OG0006057	Av_00010592-RA	Dm_00008186-RA
OG0006058	Av_00015880-RA	Dm_00011832-RA
OG0006060	Av_00016423-RA, Av_00013455-RA	Dm_00003103-RA
OG0006061	Av_00007362-RA	Dm_00003534-RA
OG0006062	Av_00006119-RA	Dm_00005262-RA
OG0006064	Av_00005167-RA, Av_00018381-RA	Dm_00015762-RA
OG0006065	Av_00023433-RA, Av_00009814-RA	Dm_00003661-RA
OG0006068	Av_00013839-RA	Dm_00001392-RA
OG0006069	Av_00012037-RA	Dm_00016393-RA
OG0006070	Av_00013355-RA	Dm_00004306-RA
OG0006071	Av_00010999-RA, Av_00017721-RA	Dm_00000964-RA
OG0006072	Av_00002823-RA	Dm_00019013-RA
OG0006073	Av_00018512-RA	Dm_00004644-RA
OG0006074	Av_00009719-RA	Dm_00002580-RA
OG0006075	Av_00007828-RA, Av_00000220-RA	Dm_00004443-RA
OG0006076	Av_00011742-RA	Dm_00005758-RA
OG0006077	Av_00023747-RA	Dm_00018995-RA
OG0006078	Av_00002931-RA, Av_00018030-RA	Dm_00000783-RA
OG0006080	Av_00009521-RA, Av_00013072-RA, Av_00017593-RA	Dm_00020648-RA
OG0006081	Av_00005712-RA	Dm_00014343-RA
OG0006082	Av_00007676-RA, Av_00024741-RA	Dm_00015576-RA, Dm_00004055-RA
OG0006083	Av_00012380-RA	Dm_00003476-RA
OG0006084	Av_00022057-RA, Av_00024817-RA	Dm_00015432-RA
OG0006086	Av_00018004-RA, Av_00010302-RA	Dm_00000044-RA
OG0006087	Av_00001291-RA, Av_00015094-RA	Dm_00013158-RA
OG0006088	Av_00006223-RA, Av_00012698-RA	Dm_00011929-RA
OG0006089	Av_00007473-RA	Dm_00007534-RA
OG0006090	Av_00015881-RA	Dm_00006798-RA
OG0006091	Av_00015800-RA, Av_00016484-RA	Dm_00017309-RA
OG0006092	Av_00008185-RA, Av_00004359-RA	Dm_00020079-RA
OG0006093	Av_00007057-RA	Dm_00003089-RA
OG0006094	Av_00022744-RA	Dm_00004713-RA
OG0006095	Av_00014177-RA, Av_00010638-RA	Dm_00012327-RA
OG0006096	Av_00005648-RA, Av_00005923-RA	Dm_00001461-RA
OG0006097	Av_00019605-RA	Dm_00013141-RA
OG0006098	Av_00001826-RA	Dm_00007883-RA
OG0006099	Av_00014123-RA, Av_00010569-RA, Av_00003675-RA	Dm_00005862-RA
OG0006100	Av_00017152-RA	Dm_00018717-RA
OG0006101	Av_00007060-RA	Dm_00019504-RA
OG0006102	Av_00008440-RA	Dm_00010359-RA, Dm_00003752-RA
OG0006104	Av_00014331-RA, Av_00001133-RA	Dm_00015545-RA
OG0006105	Av_00012743-RA	Dm_00009048-RA
OG0006106	Av_00005993-RA	Dm_00006727-RA, Dm_00012506-RA
OG0006107	Av_00023968-RA	Dm_00012282-RA
OG0006108	Av_00008527-RA	Dm_00005694-RA
OG0006109	Av_00005657-RA, Av_00022431-RA	Dm_00001574-RA
OG0006111	Av_00019631-RA, Av_00022728-RA	Dm_00007420-RA
OG0006112	Av_00019834-RA, Av_00011959-RA	Dm_00005069-RA
OG0006115	Av_00022222-RA	Dm_00001791-RA
OG0006116	Av_00003026-RA	Dm_00015772-RA
OG0006118	Av_00006481-RA	Dm_00007868-RA
OG0006121	Av_00013449-RA, Av_00016416-RA	Dm_00003093-RA
OG0006122	Av_00008597-RA	Dm_00004198-RA
OG0006123	Av_00011848-RA	Dm_00007376-RA, Dm_00005646-RA
OG0006123	Av_00014906-RA	Dm_00005100-RA
OG0006125	Av_00002977-RA, Av_00005417-RA, Av_00017243-RA, Av_00005662-RA	Dm_00001562-RA
OG0006126	Av_00006591-RA, Av_00014864-RA, Av_00016645-RA	Dm_00006702-RA
OG0006127	Av_00013396-RA	Dm_00007682-RA
OG0006128	Av_00018669-RA	Dm_00019661-RA
OG0006129	Av_00022132-RA, Av_00021912-RA	Dm_00010501-RA
OG0006130	Av_00014515-RA, Av_00002994-RA	Dm_00001488-RA
OG0006131	Av_00011011-RA	Dm_00001848-RA
OG0006133	Av_00000075-RA	Dm_00010857-RA
OG0006134	Av_00021001-RA	Dm_00012257-RA
OG0006135	Av_00022028-RA	Dm_00003933-RA
OG0006136	Av_00019436-RA	Dm_00001262-RA
OG0006137	Av_00021825-RA	Dm_00008841-RA
OG0006139	Av_00017713-RA, Av_00001682-RA	Dm_00001678-RA
OG0006140	Av_00018920-RA	Dm_00010050-RA
OG0006141	Av_00018980-RA	Dm_00016209-RA, Dm_00013411-RA
OG0006142	Av_00001586-RA	Dm_00013818-RA
OG0006143	Av_00000324-RA	Dm_00017609-RA
OG0006145	Av_00003037-RA	Dm_00020864-RA
OG0006146	Av_00012155-RA	Dm_00005005-RA
OG0006147	Av_00003131-RA	Dm_00016778-RA
OG0006148	Av_00003747-RA, Av_00007428-RA	Dm_00007540-RA
OG0006149	Av_00003014-RA	Dm_00000910-RA
OG0006150	Av_00015015-RA	Dm_00000309-RA
OG0006151	Av_00016015-RA, Av_00004210-RA, Av_00019117-RA, Av_00010198-RA	Dm_00012878-RA, Dm_00003040-RA
OG0006152	Av_00013980-RA, Av_00003181-RA	Dm_00017215-RA
OG0006152	Av_00014689-RA, Av_00008656-RA	Dm_00020037-RA
OG0006154	Av_00015072-RA	Dm_00010262-RA
OG0006156	Av_00014651-RA, Av_00008615-RA	Dm_00007560-RA
OG0006157	Av_00003210-RA	Dm_00011681-RA
OG0006158	Av_00016571-RA, Av_00006507-RA	Dm_00009376-RA
OG0006159	Av_00013371-RA, Av_00023194-RA	Dm_00017478-RA
OG0006160	Av_00010864-RA	Dm_00002347-RA
OG0006160	Av_00003325-RA	Dm_00011324-RA
OG0006161	Av_00006662-RA	Dm_00001639-RA
OG0006162	Av_00009851-RA, Av_00011063-RA	Dm_00009621-RA
OG0006163	Av_00021038-RA, Av_00006921-RA	Dm_00001635-RA
OG0006164	Av_00018408-RA	Dm_00018341-RA
OG0006165	Av_00012859-RA	Dm_00018463-RA
OG0006166	Av_00011636-RA	Dm_00012490-RA
OG0006167	Av_00015341-RA	Dm_00009739-RA
OG0006168	Av_00021937-RA	Dm_00014814-RA
OG0006169	Av_00023041-RA	Dm_00015826-RA
OG0006170	Av_00006599-RA	Dm_00002891-RA
OG0006171	Av_00008933-RA	Dm_00000283-RA
OG0006172	Av_00007317-RA, Av_00019043-RA	Dm_00009718-RA
OG0006173	Av_00016132-RA, Av_00016075-RA, Av_00016753-RA, Av_00020338-RA	Dm_00002018-RA
OG0006175	Av_00015113-RA, Av_00016279-RA	Dm_00007568-RA
OG0006175	Av_00016200-RA, Av_00006665-RA	Dm_00000617-RA
OG0006176	Av_00017659-RA, Av_00015009-RA, Av_00009271-RA	Dm_00008819-RA
OG0006177	Av_00008819-RA, Av_00018760-RA	Dm_00003435-RA
OG0006178	Av_00016280-RA	Dm_00007569-RA
OG0006180	Av_00001673-RA	Dm_00003672-RA
OG0006181	Av_00018361-RA	Dm_00013853-RA
OG0006182	Av_00016007-RA, Av_00004200-RA	Dm_00002357-RA
OG0006183	Av_00002619-RA	Dm_00009903-RA
OG0006184	Av_00023444-RA, Av_00021774-RA	Dm_00014088-RA
OG0006185	Av_00009345-RA, Av_00012455-RA	Dm_00011745-RA, Dm_00016490-RA, Dm_00013877-RA
OG0006186	Av_00017564-RA	Dm_00016436-RA
OG0006187	Av_00010237-RA, Av_00019740-RA, Av_00022710-RA	Dm_00014141-RA, Dm_00014321-RA, Dm_00008215-RA
OG0006188	Av_00002588-RA, Av_00018440-RA	Dm_00007794-RA
OG0006189	Av_00022117-RA	Dm_00017060-RA, Dm_00017061-RA
OG0006190	Av_00017035-RA	Dm_00007222-RA
OG0006192	Av_00016908-RA	Dm_00000497-RA
OG0006193	Av_00013678-RA, Av_00013684-RA, Av_00013680-RA, Av_00013679-RA, Av_00006498-RA	Dm_00006385-RA
OG0006194	Av_00014945-RA	Dm_00010773-RA
OG0006196	Av_00003920-RA, Av_00005768-RA	Dm_00009675-RA
OG0006198	Av_00018465-RA	Dm_00008429-RA
OG0006200	Av_00022554-RA, Av_00024733-RA	Dm_00005203-RA
OG0006201	Av_00023278-RA, Av_00023545-RA	Dm_00011392-RA, Dm_00016551-RA
OG0006202	Av_00016126-RA	Dm_00007303-RA
OG0006202	Av_00016083-RA	Dm_00002848-RA
OG0006203	Av_00004753-RA	Dm_00020507-RA, Dm_00010472-RA
OG0006204	Av_00018376-RA	Dm_00015859-RA
OG0006205	Av_00006403-RA	Dm_00010321-RA
OG0006207	Av_00008927-RA	Dm_00009850-RA
OG0006207	Av_00019273-RA	Dm_00009851-RA
OG0006208	Av_00012836-RA, Av_00010242-RA	Dm_00004766-RA, Dm_00017287-RA
OG0006210	Av_00021007-RA, Av_00022618-RA	Dm_00020381-RA
OG0006211	Av_00013863-RA	Dm_00013706-RA
OG0006212	Av_00003922-RA, Av_00004973-RA	Dm_00008091-RA
OG0006213	Av_00009580-RA, Av_00009568-RA	Dm_00011994-RA
OG0006215	Av_00019805-RA, Av_00018531-RA, Av_00019806-RA	Dm_00007413-RA
OG0006216	Av_00001797-RA	Dm_00021041-RA
OG0006217	Av_00010721-RA	Dm_00019102-RA
OG0006218	Av_00007592-RA	Dm_00009902-RA, Dm_00014505-RA
OG0006219	Av_00013938-RA	Dm_00006507-RA
OG0006220	Av_00000907-RA	Dm_00009367-RA
OG0006221	Av_00005319-RA	Dm_00017787-RA
OG0006222	Av_00022594-RA, Av_00022406-RA	Dm_00015451-RA
OG0006222	Av_00003934-RA	Dm_00013408-RA
OG0006224	Av_00008110-RA	Dm_00002389-RA
OG0006225	Av_00003921-RA	Dm_00008094-RA
OG0006225	Av_00005769-RA	Dm_00008093-RA
OG0006226	Av_00014887-RA	Dm_00009136-RA
OG0006227	Av_00013850-RA, Av_00011299-RA	Dm_00003280-RA
OG0006228	Av_00010155-RA	Dm_00017499-RA
OG0006230	Av_00000262-RA	Dm_00003193-RA
OG0006231	Av_00007644-RA, Av_00006335-RA	Dm_00003197-RA
OG0006231	Av_00000273-RA	Dm_00000398-RA
OG0006232	Av_00010983-RA	Dm_00006162-RA
OG0006233	Av_00015928-RA, Av_00013751-RA, Av_00001809-RA	Dm_00007159-RA
OG0006234	Av_00022640-RA	Dm_00006917-RA
OG0006235	Av_00012579-RA, Av_00002894-RA	Dm_00003380-RA
OG0006238	Av_00000912-RA	Dm_00016898-RA
OG0006239	Av_00008284-RA, Av_00013597-RA	Dm_00018318-RA
OG0006240	Av_00007557-RA, Av_00005260-RA, Av_00002708-RA	Dm_00001988-RA
OG0006241	Av_00007435-RA	Dm_00008701-RA
OG0006242	Av_00007641-RA, Av_00020309-RA, Av_00020310-RA	Dm_00018557-RA
OG0006243	Av_00007562-RA, Av_00005255-RA, Av_00002718-RA	Dm_00002177-RA
OG0006244	Av_00001987-RA, Av_00017930-RA	Dm_00012763-RA
OG0006245	Av_00007581-RA	Dm_00003175-RA
OG0006246	Av_00013873-RA	Dm_00004752-RA, Dm_00010770-RA
OG0006247	Av_00021442-RA	Dm_00009956-RA
OG0006250	Av_00020192-RA	Dm_00011026-RA, Dm_00002694-RA
OG0006251	Av_00011282-RA, Av_00001728-RA	Dm_00006556-RA
OG0006252	Av_00003303-RA	Dm_00008719-RA
OG0006253	Av_00011278-RA	Dm_00016418-RA
OG0006254	Av_00000928-RA, Av_00020936-RA	Dm_00003261-RA
OG0006255	Av_00024372-RA, Av_00023191-RA, Av_00017082-RA	Dm_00020857-RA
OG0006260	Av_00018466-RA, Av_00002563-RA, Av_00007663-RA	Dm_00008428-RA
OG0006261	Av_00002180-RA	Dm_00019385-RA
OG0006262	Av_00018788-RA	Dm_00018389-RA
OG0006263	Av_00009953-RA	Dm_00000411-RA
OG0006265	Av_00018845-RA, Av_00007200-RA	Dm_00004957-RA
OG0006270	Av_00015673-RA	Dm_00003757-RA, Dm_00003756-RA, Dm_00019209-RA, Dm_00005909-RA, Dm_00018852-RA, Dm_00011070-RA, Dm_00003003-RA
OG0006296	Av_00002200-RA, Av_00015235-RA, Av_00015237-RA	Dm_00013839-RA
OG0006297	Av_00022796-RA	Dm_00013933-RA
OG0006298	Av_00012599-RA	Dm_00019208-RA
OG0006299	Av_00003863-RA	Dm_00019136-RA
OG0006299	Av_00009374-RA	Dm_00007174-RA
OG0006301	Av_00013781-RA	Dm_00007210-RA
OG0006302	Av_00023758-RA, Av_00006886-RA	Dm_00003036-RA
OG0006303	Av_00003506-RA	Dm_00009812-RA
OG0006304	Av_00008030-RA	Dm_00015606-RA, Dm_00014345-RA
OG0006305	Av_00017271-RA, Av_00015637-RA, Av_00011986-RA	Dm_00017947-RA
OG0006306	Av_00004946-RA, Av_00003964-RA	Dm_00005625-RA
OG0006307	Av_00024185-RA	Dm_00014372-RA
OG0006309	Av_00016897-RA, Av_00004710-RA	Dm_00017399-RA, Dm_00001308-RA
OG0006310	Av_00013076-RA	Dm_00001107-RA
OG0006312	Av_00000823-RA	Dm_00014474-RA
OG0006312	Av_00023838-RA	Dm_00002584-RA
OG0006313	Av_00002848-RA, Av_00012540-RA	Dm_00015647-RA
OG0006314	Av_00004722-RA	Dm_00000496-RA
OG0006315	Av_00020458-RA	Dm_00009747-RA
OG0006316	Av_00008219-RA	Dm_00010213-RA
OG0006317	Av_00013139-RA	Dm_00001277-RA
OG0006318	Av_00013664-RA	Dm_00009606-RA
OG0006319	Av_00014748-RA, Av_00000544-RA	Dm_00019031-RA
OG0006320	Av_00010255-RA	Dm_00018331-RA
OG0006321	Av_00008310-RA	Dm_00008324-RA
OG0006322	Av_00017821-RA, Av_00000717-RA	Dm_00008482-RA, Dm_00006549-RA
OG0006323	Av_00007040-RA	Dm_00014322-RA
OG0006324	Av_00014090-RA	Dm_00012460-RA
OG0006324	Av_00020404-RA	Dm_00016789-RA
OG0006325	Av_00011859-RA, Av_00006998-RA	Dm_00014157-RA, Dm_00016339-RA
OG0006326	Av_00019159-RA, Av_00001508-RA, Av_00001509-RA	Dm_00013832-RA
OG0006327	Av_00014485-RA	Dm_00013775-RA
OG0006329	Av_00017953-RA, Av_00008318-RA, Av_00007110-RA, Av_00007112-RA, Av_00003602-RA	Dm_00017613-RA
OG0006330	Av_00009318-RA, Av_00012431-RA	Dm_00012022-RA, Dm_00003906-RA
OG0006331	Av_00024549-RA	Dm_00004423-RA
OG0006332	Av_00004875-RA	Dm_00001248-RA
OG0006333	Av_00013402-RA	Dm_00008686-RA, Dm_00001096-RA
OG0006334	Av_00022248-RA, Av_00022585-RA, Av_00024319-RA, Av_00024715-RA, Av_00024326-RA, Av_00023701-RA	Dm_00005671-RA
OG0006335	Av_00009450-RA	Dm_00008172-RA
OG0006336	Av_00014729-RA, Av_00000562-RA	Dm_00018710-RA, Dm_00018711-RA
OG0006337	Av_00022458-RA, Av_00023344-RA	Dm_00017805-RA
OG0006339	Av_00018611-RA	Dm_00009875-RA, Dm_00017397-RA
OG0006340	Av_00016250-RA	Dm_00002790-RA
OG0006341	Av_00001320-RA, Av_00015112-RA	Dm_00007567-RA
OG0006342	Av_00016917-RA	Dm_00000479-RA, Dm_00010149-RA
OG0006344	Av_00019163-RA	Dm_00011069-RA
OG0006345	Av_00018504-RA	Dm_00020811-RA, Dm_00019846-RA
OG0006347	Av_00023188-RA	Dm_00007886-RA
