Orthogroup	A_vesiculosa.proteins	S_lycopersicum.proteins
OG0005944	Av_00014368-RA	Solyc08g041780.3.1
OG0005946	Av_00017640-RA	Solyc11g018510.2.1
OG0005947	Av_00009031-RA, Av_00003775-RA	Solyc04g081870.3.1, Solyc12g089380.2.1
OG0005948	Av_00021614-RA	Solyc04g082200.2.1
OG0005949	Av_00000982-RA, Av_00018183-RA	Solyc08g014050.2.1, Solyc12g096870.1.1, Solyc01g107560.3.1
OG0005950	Av_00010944-RA	Solyc01g081330.3.1
OG0005951	Av_00006441-RA, Av_00007521-RA	Solyc05g006640.3.1, Solyc01g011093.1.1
OG0005952	Av_00022589-RA	Solyc04g080470.3.1
OG0005953	Av_00000436-RA	Solyc04g054290.2.1
OG0005954	Av_00024495-RA, Av_00005466-RA	Solyc08g080410.3.1
OG0005955	Av_00020034-RA	Solyc04g079750.3.1
OG0005956	Av_00001352-RA, Av_00016740-RA, Av_00020328-RA	Solyc01g104870.3.1, Solyc11g044860.2.1
OG0005957	Av_00011687-RA, Av_00014243-RA, Av_00018988-RA, Av_00001912-RA	Solyc00g007100.3.1, Solyc02g082550.3.1
OG0005958	Av_00008854-RA, Av_00018729-RA, Av_00019040-RA	Solyc01g107030.3.1
OG0005959	Av_00007918-RA, Av_00006859-RA, Av_00010017-RA, Av_00010796-RA, Av_00010227-RA	Solyc12g088240.2.1, Solyc04g077470.3.1
OG0005960	Av_00005176-RA, Av_00018385-RA	Solyc09g019970.3.1
OG0005961	Av_00020407-RA	Solyc08g066650.3.1
OG0005962	Av_00011551-RA, Av_00011550-RA	Solyc07g065445.1.1
OG0005963	Av_00000783-RA	Solyc01g079340.3.1, Solyc01g057580.1.1
OG0005964	Av_00008978-RA	Solyc04g015080.3.1
OG0005965	Av_00018476-RA	Solyc12g011370.2.1
OG0005966	Av_00000719-RA	Solyc10g009000.3.1
OG0005967	Av_00002396-RA	Solyc12g010370.1.1, Solyc12g010755.1.1
OG0005967	Av_00021435-RA, Av_00015833-RA	Solyc07g054450.3.1
OG0005968	Av_00000210-RA, Av_00017216-RA, Av_00002365-RA, Av_00019374-RA, Av_00023760-RA	Solyc07g062840.3.1
OG0005969	Av_00003676-RA	Solyc02g079960.3.1
OG0005970	Av_00010959-RA, Av_00015279-RA	Solyc06g067960.3.1
OG0005971	Av_00011027-RA, Av_00017103-RA	Solyc07g019530.3.1
OG0005972	Av_00016941-RA, Av_00004749-RA	Solyc12g009040.2.1, Solyc07g045290.3.1
OG0005973	Av_00014237-RA	Solyc02g068330.2.1, Solyc02g068320.2.1, Solyc02g068310.3.1
OG0005974	Av_00000197-RA, Av_00007867-RA	Solyc07g063460.2.1
OG0005975	Av_00010615-RA, Av_00014155-RA	Solyc11g012060.1.1
OG0005976	Av_00008120-RA	Solyc07g045370.3.1
OG0005977	Av_00003977-RA, Av_00009075-RA	Solyc12g010040.2.1
OG0005978	Av_00018833-RA, Av_00018646-RA	Solyc06g063240.3.1
OG0005979	Av_00000001-RA	Solyc01g091070.3.1
OG0005980	Av_00004497-RA	Solyc07g006020.3.1, Solyc12g010480.2.1
OG0005981	Av_00002060-RA, Av_00019483-RA, Av_00016686-RA, Av_00012897-RA	Solyc03g007050.3.1
OG0005982	Av_00017226-RA	Solyc12g007320.1.1, Solyc05g018310.1.1
OG0005983	Av_00009167-RA	Solyc03g026200.3.1
OG0005984	Av_00015139-RA	Solyc10g079580.2.1
OG0005985	Av_00007999-RA	Solyc03g120540.3.1
OG0005986	Av_00017335-RA	Solyc03g123700.3.1
OG0005987	Av_00015821-RA	Solyc12g055710.1.1, Solyc03g123680.1.1, Solyc06g063110.2.1, Solyc09g075320.1.1
OG0005988	Av_00012034-RA	Solyc08g065420.3.1
OG0005989	Av_00003630-RA	Solyc08g061610.3.1
OG0005990	Av_00003929-RA	Solyc02g091240.1.1
OG0005991	Av_00001632-RA	Solyc03g059070.3.1
OG0005992	Av_00023062-RA	Solyc08g062630.3.1
OG0005993	Av_00002038-RA	Solyc12g011180.2.1
OG0005994	Av_00019289-RA, Av_00008889-RA	Solyc05g026310.3.1
OG0005995	Av_00009168-RA, Av_00014768-RA	Solyc08g007860.3.1, Solyc08g080340.3.1, Solyc12g056420.2.1
OG0005996	Av_00005372-RA	Solyc04g007330.2.1
OG0005997	Av_00024435-RA	Solyc08g007100.3.1, Solyc08g077350.3.1
OG0005998	Av_00023066-RA, Av_00021889-RA	Solyc10g085930.2.1
OG0006000	Av_00003258-RA	Solyc01g095995.1.1
OG0006001	Av_00023014-RA, Av_00020438-RA, Av_00010744-RA	Solyc03g123370.3.1
OG0006002	Av_00001587-RA	Solyc03g083610.3.1
OG0006004	Av_00003130-RA, Av_00014015-RA	Solyc01g090480.3.1
OG0006006	Av_00020855-RA, Av_00021968-RA	Solyc05g056250.3.1
OG0006009	Av_00012314-RA, Av_00004491-RA, Av_00001013-RA	Solyc07g006650.3.1
OG0006012	Av_00005462-RA	Solyc03g031420.1.1
OG0006013	Av_00007204-RA, Av_00018847-RA, Av_00004331-RA, Av_00004555-RA	Solyc04g080590.3.1
OG0006014	Av_00007973-RA, Av_00018161-RA, Av_00006817-RA	Solyc03g119970.3.1, Solyc08g066920.2.1, Solyc12g042950.2.1
OG0006015	Av_00008158-RA	Solyc01g006000.3.1
OG0006016	Av_00014021-RA, Av_00003138-RA	Solyc01g090720.3.1
OG0006017	Av_00012800-RA, Av_00020202-RA	Solyc08g061100.3.1
OG0006018	Av_00024025-RA	Solyc03g083100.3.1, Solyc06g052010.2.1
OG0006019	Av_00021902-RA, Av_00016052-RA	Solyc01g096010.3.1
OG0006020	Av_00019504-RA, Av_00012824-RA	Solyc08g074500.2.1
OG0006021	Av_00012327-RA	Solyc07g005870.3.1
OG0006022	Av_00010393-RA	Solyc08g007590.3.1
OG0006023	Av_00012330-RA	Solyc07g005790.3.1
OG0006024	Av_00023528-RA	Solyc08g075970.3.1
OG0006025	Av_00015566-RA, Av_00009064-RA	Solyc07g007040.3.1
OG0006026	Av_00019531-RA, Av_00019072-RA	Solyc12g008395.1.1, Solyc12g008390.2.1
OG0006027	Av_00009803-RA	Solyc07g042275.1.1
OG0006028	Av_00001107-RA, Av_00001106-RA, Av_00021241-RA	Solyc04g074800.3.1
OG0006029	Av_00005624-RA, Av_00005946-RA	Solyc09g011450.3.1
OG0006030	Av_00005497-RA, Av_00020833-RA	Solyc07g018360.3.1
OG0006031	Av_00002065-RA, Av_00012903-RA	Solyc03g007000.3.1
OG0006032	Av_00004017-RA, Av_00005845-RA, Av_00012147-RA	Solyc01g088370.3.1
OG0006033	Av_00012792-RA, Av_00022571-RA, Av_00004654-RA	Solyc06g065630.3.1
OG0006034	Av_00004086-RA, Av_00023068-RA	Solyc12g049570.2.1
OG0006036	Av_00006271-RA	Solyc03g117120.3.1
OG0006037	Av_00004162-RA, Av_00015416-RA	Solyc06g068230.3.1
OG0006040	Av_00016862-RA	Solyc07g008330.3.1
OG0006042	Av_00006758-RA, Av_00008045-RA	Solyc03g122340.3.1
OG0006044	Av_00012193-RA, Av_00005781-RA	Solyc02g089175.1.1
OG0006045	Av_00018246-RA	Solyc08g067840.3.1
OG0006046	Av_00014060-RA	Solyc01g006960.3.1
OG0006047	Av_00008407-RA, Av_00011554-RA	Solyc07g065340.1.1, Solyc10g006040.1.1
OG0006048	Av_00016886-RA	Solyc11g066370.2.1
OG0006049	Av_00003574-RA	Solyc05g054600.3.1
OG0006050	Av_00006650-RA	Solyc07g064710.3.1
OG0006051	Av_00008447-RA	Solyc07g053560.3.1
OG0006052	Av_00020589-RA	Solyc10g078280.3.1
OG0006053	Av_00002274-RA	Solyc08g048500.3.1
OG0006054	Av_00000162-RA	Solyc07g064830.3.1
OG0006055	Av_00001323-RA	Solyc01g100280.3.1
OG0006056	Av_00012682-RA, Av_00014488-RA, Av_00000679-RA	Solyc10g079390.1.1, Solyc10g017860.1.1, Solyc04g015850.2.1
OG0006057	Av_00010593-RA	Solyc06g072273.1.1
OG0006058	Av_00015880-RA	Solyc10g085335.1.1
OG0006060	Av_00016423-RA, Av_00013455-RA	Solyc09g007340.3.1
OG0006061	Av_00007362-RA	Solyc06g076690.3.1, Solyc06g076680.3.1
OG0006062	Av_00006119-RA	Solyc11g072510.2.1
OG0006063	Av_00023193-RA	Solyc02g031980.3.1
OG0006064	Av_00005167-RA, Av_00018381-RA	Solyc02g069630.3.1
OG0006065	Av_00023433-RA, Av_00009814-RA	Solyc01g096830.3.1
OG0006068	Av_00013839-RA	Solyc08g082960.3.1
OG0006069	Av_00012037-RA	Solyc12g014060.2.1
OG0006070	Av_00013355-RA	Solyc11g073220.2.1
OG0006071	Av_00010999-RA, Av_00017721-RA	Solyc11g008470.2.1
OG0006072	Av_00002823-RA	Solyc11g045240.2.1
OG0006073	Av_00018512-RA	Solyc11g072500.2.1
OG0006074	Av_00009719-RA	Solyc01g049910.3.1, Solyc01g020525.1.1
OG0006075	Av_00007828-RA, Av_00000220-RA	Solyc06g082490.3.1
OG0006076	Av_00011742-RA	Solyc09g007445.1.1, Solyc09g007450.2.1
OG0006077	Av_00023747-RA	Solyc01g008070.3.1
OG0006078	Av_00002931-RA, Av_00018030-RA	Solyc09g009630.3.1
OG0006080	Av_00009521-RA, Av_00013072-RA, Av_00017593-RA	Solyc01g008370.3.1
OG0006082	Av_00007676-RA, Av_00024741-RA	Solyc02g070860.3.1
OG0006083	Av_00012380-RA	Solyc11g011420.2.1
OG0006085	Av_00013122-RA	Solyc07g054230.3.1, Solyc12g010700.2.1
OG0006086	Av_00018004-RA, Av_00010302-RA	Solyc05g052310.3.1, Solyc06g050770.3.1
OG0006087	Av_00001291-RA, Av_00015094-RA	Solyc11g006580.2.1
OG0006089	Av_00007473-RA	Solyc05g055610.3.1
OG0006090	Av_00015881-RA	Solyc08g066120.3.1, Solyc08g066140.3.1
OG0006091	Av_00015800-RA, Av_00016484-RA	Solyc09g011020.3.1
OG0006092	Av_00008185-RA, Av_00004359-RA	Solyc11g072400.2.1
OG0006093	Av_00007057-RA	Solyc01g016900.1.1, Solyc11g030770.1.1, Solyc05g055600.3.1
OG0006094	Av_00022744-RA	Solyc07g044930.3.1
OG0006095	Av_00014177-RA, Av_00010638-RA	Solyc11g012180.2.1
OG0006096	Av_00005648-RA, Av_00005923-RA	Solyc02g078640.3.1
OG0006097	Av_00019605-RA	Solyc03g123530.3.1
OG0006098	Av_00001826-RA	Solyc07g021154.1.1, Solyc07g021152.1.1, Solyc11g005260.2.1
OG0006099	Av_00014123-RA, Av_00010569-RA, Av_00003675-RA	Solyc02g079950.3.1
OG0006100	Av_00017152-RA	Solyc10g078920.2.1
OG0006101	Av_00007060-RA	Solyc04g028580.2.1
OG0006102	Av_00008440-RA	Solyc02g062620.3.1
OG0006104	Av_00014331-RA, Av_00001133-RA	Solyc04g010260.3.1
OG0006105	Av_00012743-RA	Solyc12g005980.2.1
OG0006106	Av_00005993-RA	Solyc04g015010.3.1, Solyc11g012660.2.1
OG0006107	Av_00023968-RA	Solyc11g068355.1.1
OG0006108	Av_00021083-RA	Solyc06g051650.3.1
OG0006109	Av_00005657-RA, Av_00022431-RA	Solyc09g042260.3.1, Solyc10g075040.2.1
OG0006110	Av_00011762-RA	Solyc11g005000.2.1
OG0006111	Av_00019631-RA, Av_00022728-RA	Solyc10g080630.2.1
OG0006112	Av_00019834-RA, Av_00011959-RA	Solyc12g005780.2.1
OG0006113	Av_00020195-RA	Solyc03g097280.3.1
OG0006114	Av_00011975-RA	Solyc06g050930.3.1
OG0006115	Av_00022222-RA	Solyc09g009690.3.1
OG0006116	Av_00003026-RA	Solyc03g097470.3.1, Solyc08g006560.3.1
OG0006117	Av_00005157-RA	Solyc10g005210.3.1
OG0006118	Av_00006481-RA	Solyc11g007720.2.1
OG0006120	Av_00024922-RA, Av_00022403-RA	Solyc07g008580.2.1, Solyc04g024600.1.1
OG0006121	Av_00013449-RA, Av_00016416-RA	Solyc10g086750.1.1, Solyc10g086740.2.1, Solyc09g011820.3.1
OG0006122	Av_00008597-RA	Solyc01g096110.3.1
OG0006123	Av_00011848-RA, Av_00014906-RA	Solyc11g065620.2.1
OG0006125	Av_00002977-RA, Av_00005417-RA, Av_00017243-RA, Av_00005662-RA	Solyc06g054690.3.1
OG0006126	Av_00006591-RA, Av_00014864-RA, Av_00016645-RA	Solyc09g063130.3.1, Solyc06g083680.3.1
OG0006127	Av_00013396-RA	Solyc03g032120.3.1, Solyc03g032110.2.1
OG0006128	Av_00018669-RA	Solyc08g076130.3.1
OG0006129	Av_00022132-RA, Av_00021912-RA	Solyc04g016370.3.1
OG0006130	Av_00014515-RA, Av_00002994-RA	Solyc08g083090.2.1
OG0006131	Av_00011011-RA	Solyc03g111280.1.1, Solyc03g111300.1.1, Solyc03g111290.1.1
OG0006133	Av_00000075-RA	Solyc04g076050.3.1
OG0006134	Av_00021001-RA	Solyc04g024420.3.1, Solyc05g013820.3.1
OG0006135	Av_00022028-RA	Solyc02g090670.3.1
OG0006136	Av_00019436-RA	Solyc04g078500.1.1
OG0006137	Av_00021825-RA	Solyc05g014970.3.1
OG0006138	Av_00016447-RA	Solyc04g080040.3.1
OG0006140	Av_00018920-RA	Solyc08g082270.3.1
OG0006141	Av_00018980-RA	Solyc02g083450.3.1
OG0006142	Av_00001586-RA	Solyc11g005440.2.1
OG0006143	Av_00000324-RA	Solyc02g093390.3.1
OG0006145	Av_00003037-RA	Solyc02g069120.3.1
OG0006146	Av_00012155-RA	Solyc10g081540.2.1
OG0006147	Av_00003131-RA	Solyc09g090030.2.1
OG0006148	Av_00003747-RA, Av_00007428-RA	Solyc04g082880.3.1, Solyc12g095760.2.1
OG0006149	Av_00003014-RA	Solyc01g091040.3.1
OG0006150	Av_00015015-RA	Solyc03g111170.3.1
OG0006151	Av_00016015-RA, Av_00004210-RA, Av_00019117-RA, Av_00010198-RA	Solyc04g081235.1.1
OG0006152	Av_00013980-RA, Av_00003181-RA, Av_00014689-RA, Av_00008656-RA	Solyc12g087950.1.1, Solyc04g076220.3.1
OG0006154	Av_00015072-RA	Solyc04g026350.3.1
OG0006155	Av_00023921-RA	Solyc05g015220.3.1
OG0006156	Av_00014651-RA, Av_00008615-RA	Solyc01g095300.3.1
OG0006157	Av_00003210-RA	Solyc01g091800.3.1
OG0006158	Av_00016571-RA, Av_00006507-RA	Solyc01g006070.2.1, Solyc04g014520.1.1, Solyc01g017600.3.1, Solyc01g006050.2.1
OG0006159	Av_00013371-RA, Av_00023194-RA	Solyc03g119380.2.1
OG0006160	Av_00010864-RA, Av_00003325-RA	Solyc05g008520.3.1
OG0006161	Av_00006662-RA	Solyc01g098000.3.1, Solyc07g016150.3.1
OG0006162	Av_00009851-RA, Av_00011063-RA	Solyc12g088900.2.1, Solyc04g079180.3.1
OG0006163	Av_00021038-RA, Av_00006921-RA	Solyc01g100130.3.1
OG0006164	Av_00018408-RA	Solyc07g005890.3.1
OG0006165	Av_00012859-RA	Solyc03g007410.3.1
OG0006167	Av_00015341-RA	Solyc05g051370.3.1
OG0006168	Av_00021937-RA	Solyc04g014560.3.1
OG0006169	Av_00023041-RA	Solyc01g103030.3.1
OG0006170	Av_00006599-RA	Solyc05g056590.3.1
OG0006171	Av_00008933-RA	Solyc11g010930.2.1
OG0006172	Av_00007317-RA, Av_00019043-RA	Solyc10g049710.2.1
OG0006173	Av_00016132-RA, Av_00016075-RA, Av_00016753-RA, Av_00020338-RA	Solyc05g054970.3.1
OG0006176	Av_00017659-RA, Av_00015009-RA, Av_00009271-RA	Solyc03g111590.3.1
OG0006177	Av_00008819-RA, Av_00018760-RA	Solyc01g110440.4.1, Solyc10g054440.2.1
OG0006178	Av_00016280-RA	Solyc01g099850.3.1
OG0006180	Av_00001673-RA	Solyc03g082970.3.1
OG0006181	Av_00018361-RA	Solyc05g015210.3.1
OG0006182	Av_00016007-RA, Av_00004200-RA	Solyc12g088370.2.1, Solyc04g077920.3.1
OG0006183	Av_00002619-RA	Solyc05g015860.3.1
OG0006185	Av_00009345-RA, Av_00012455-RA	Solyc12g040510.2.1, Solyc06g069010.3.1, Solyc03g119040.3.1
OG0006186	Av_00017564-RA	Solyc03g098020.3.1
OG0006187	Av_00010237-RA, Av_00019740-RA, Av_00022710-RA	Solyc04g009180.2.1, Solyc01g008230.3.1
OG0006188	Av_00002588-RA, Av_00018440-RA	Solyc05g008350.3.1
OG0006189	Av_00022117-RA	Solyc01g080940.3.1
OG0006190	Av_00017035-RA	Solyc03g019873.1.1
OG0006190	Av_00017034-RA	Solyc06g072135.1.1
OG0006191	Av_00001110-RA	Solyc07g005480.3.1
OG0006192	Av_00016908-RA	Solyc08g016050.3.1
OG0006193	Av_00013678-RA, Av_00013684-RA, Av_00013680-RA, Av_00013679-RA, Av_00006498-RA	Solyc04g039950.3.1
OG0006194	Av_00014945-RA	Solyc02g088000.3.1
OG0006195	Av_00018597-RA, Av_00018525-RA	Solyc02g088380.3.1
OG0006196	Av_00003920-RA, Av_00005768-RA	Solyc02g086145.1.1
OG0006197	Av_00020736-RA	Solyc05g006110.3.1
OG0006198	Av_00018465-RA	Solyc12g010180.2.1
OG0006199	Av_00022530-RA	Solyc02g086680.3.1
OG0006200	Av_00022554-RA, Av_00024733-RA	Solyc02g081950.3.1
OG0006201	Av_00023278-RA, Av_00023545-RA	Solyc08g076930.1.1, Solyc08g005050.3.1
OG0006202	Av_00016126-RA, Av_00016083-RA	Solyc02g081380.3.1, Solyc02g036450.3.1, Solyc02g069370.3.1
OG0006203	Av_00004753-RA, Av_00016950-RA, Av_00004754-RA	Solyc07g047790.3.1
OG0006204	Av_00018376-RA	Solyc02g081920.3.1
OG0006205	Av_00006403-RA	Solyc05g012660.2.1
OG0006206	Av_00012931-RA, Av_00024698-RA	Solyc06g036000.3.1, Solyc06g035990.3.1
OG0006207	Av_00008927-RA, Av_00019273-RA	Solyc03g119450.3.1
OG0006208	Av_00012836-RA, Av_00010242-RA	Solyc01g007910.3.1, Solyc02g005350.3.1
OG0006210	Av_00021007-RA, Av_00022618-RA	Solyc05g014050.3.1
OG0006211	Av_00013863-RA	Solyc03g113380.3.1
OG0006212	Av_00003922-RA, Av_00004973-RA	Solyc02g086260.1.1, Solyc03g034300.1.1
OG0006213	Av_00009580-RA, Av_00009568-RA	Solyc03g118510.3.1, Solyc06g068910.3.1
OG0006214	Av_00000535-RA, Av_00011252-RA	Solyc03g115860.3.1
OG0006215	Av_00019805-RA, Av_00018531-RA, Av_00019806-RA	Solyc05g005730.3.1
OG0006217	Av_00010721-RA	Solyc07g008880.3.1
OG0006218	Av_00007592-RA	Solyc04g005200.3.1
OG0006219	Av_00013938-RA	Solyc01g095230.3.1
OG0006220	Av_00000907-RA	Solyc08g078430.3.1
OG0006221	Av_00005319-RA	Solyc05g005670.1.1
OG0006222	Av_00022594-RA, Av_00022406-RA, Av_00003934-RA	Solyc02g063340.1.1
OG0006223	Av_00016737-RA, Av_00020320-RA	Solyc10g080520.2.1
OG0006225	Av_00005769-RA	Solyc02g063240.3.1, Solyc02g086180.3.1, Solyc02g086190.2.1
OG0006226	Av_00014887-RA	Solyc11g008700.2.1
OG0006227	Av_00013850-RA, Av_00011299-RA	Solyc03g112910.3.1
OG0006228	Av_00010155-RA	Solyc07g056050.1.1
OG0006230	Av_00000262-RA	Solyc04g045340.3.1
OG0006231	Av_00007644-RA, Av_00006335-RA, Av_00000273-RA	Solyc04g007860.3.1
OG0006232	Av_00010983-RA	Solyc09g020140.3.1
OG0006233	Av_00015928-RA, Av_00013751-RA, Av_00001809-RA	Solyc03g114590.3.1, Solyc12g038920.2.1, Solyc06g069330.3.1
OG0006234	Av_00022640-RA	Solyc02g065620.3.1
OG0006235	Av_00012579-RA, Av_00002894-RA	Solyc10g083960.2.1, Solyc09g008310.3.1
OG0006238	Av_00000912-RA	Solyc01g008010.3.1
OG0006239	Av_00008284-RA, Av_00013597-RA	Solyc07g066450.3.1
OG0006240	Av_00007557-RA, Av_00005260-RA, Av_00002708-RA	Solyc05g007820.3.1
OG0006241	Av_00007435-RA	Solyc04g072440.3.1
OG0006242	Av_00007641-RA, Av_00020309-RA, Av_00020310-RA	Solyc07g065720.3.1, Solyc04g049970.3.1
OG0006243	Av_00007562-RA, Av_00005255-RA, Av_00002718-RA	Solyc05g013020.1.1
OG0006244	Av_00001987-RA, Av_00017930-RA	Solyc02g067860.3.1
OG0006245	Av_00007581-RA	Solyc05g012220.3.1
OG0006246	Av_00013873-RA	Solyc03g116340.3.1
OG0006247	Av_00021442-RA	Solyc03g119270.1.1
OG0006248	Av_00003134-RA	Solyc05g050800.3.1
OG0006250	Av_00020192-RA	Solyc12g099860.2.1
OG0006251	Av_00011282-RA, Av_00001728-RA	Solyc03g113870.1.1
OG0006252	Av_00003303-RA	Solyc05g009920.3.1
OG0006253	Av_00011278-RA	Solyc03g113740.3.1
OG0006254	Av_00000928-RA, Av_00020936-RA	Solyc06g068770.3.1, Solyc05g012730.1.1, Solyc12g042360.2.1
OG0006255	Av_00024372-RA, Av_00023191-RA, Av_00017082-RA	Solyc06g061190.1.1
OG0006260	Av_00018466-RA, Av_00002563-RA, Av_00007663-RA	Solyc01g005120.3.1, Solyc04g008210.2.1
OG0006262	Av_00018788-RA	Solyc09g091160.1.1, Solyc09g091150.2.1
OG0006263	Av_00009953-RA	Solyc06g072970.3.1
OG0006265	Av_00018845-RA, Av_00007200-RA	Solyc01g110020.3.1
OG0006267	Av_00007533-RA	Solyc01g010480.3.1, Solyc05g007020.3.1
OG0006270	Av_00015673-RA	Solyc08g021980.1.1
OG0006296	Av_00002200-RA, Av_00015235-RA, Av_00015237-RA	Solyc01g091510.3.1
OG0006297	Av_00022796-RA	Solyc09g074560.3.1
OG0006298	Av_00012599-RA	Solyc01g079080.3.1
OG0006301	Av_00013781-RA	Solyc07g061800.3.1, Solyc07g061790.3.1
OG0006302	Av_00023758-RA, Av_00006886-RA	Solyc11g067240.2.1, Solyc11g067230.2.1
OG0006303	Av_00003506-RA	Solyc09g092430.3.1
OG0006304	Av_00008030-RA	Solyc02g069140.2.1, Solyc02g065300.1.1
OG0006305	Av_00017271-RA, Av_00015637-RA, Av_00011986-RA	Solyc05g052720.1.1
OG0006306	Av_00004946-RA, Av_00003964-RA	Solyc01g087470.3.1
OG0006307	Av_00024185-RA	Solyc10g085100.2.1, Solyc09g014300.3.1
OG0006308	Av_00014169-RA, Av_00010634-RA	Solyc04g071960.3.1, Solyc04g071970.3.1, Solyc04g071940.3.1
OG0006309	Av_00016897-RA, Av_00004710-RA	Solyc06g066320.3.1
OG0006310	Av_00013076-RA	Solyc11g018470.2.1, Solyc11g017474.1.1, Solyc11g017478.1.1
OG0006312	Av_00000823-RA, Av_00023838-RA	Solyc09g082080.1.1
OG0006313	Av_00002848-RA, Av_00012540-RA	Solyc09g010390.2.1, Solyc10g084620.2.1
OG0006314	Av_00004722-RA	Solyc06g082680.3.1, Solyc06g007540.3.1
OG0006315	Av_00020458-RA	Solyc12g035670.2.1, Solyc04g056498.1.1
OG0006316	Av_00008219-RA	Solyc05g054520.3.1
OG0006317	Av_00013139-RA	Solyc12g021230.2.1
OG0006318	Av_00013664-RA, Av_00008170-RA	Solyc05g055360.3.1, Solyc11g007510.2.1
OG0006319	Av_00014748-RA, Av_00000544-RA	Solyc01g057830.3.1, Solyc12g099110.2.1
OG0006320	Av_00010255-RA	Solyc07g005580.3.1
OG0006321	Av_00008310-RA	Solyc08g067210.3.1
OG0006322	Av_00017821-RA, Av_00000717-RA	Solyc09g098280.3.1
OG0006323	Av_00007040-RA, Av_00011392-RA, Av_00015960-RA	Solyc11g007760.2.1, Solyc03g071750.3.1
OG0006324	Av_00014090-RA, Av_00020404-RA	Solyc10g081490.2.1
OG0006325	Av_00011859-RA, Av_00006998-RA	Solyc11g065220.2.1
OG0006326	Av_00019159-RA, Av_00001508-RA, Av_00001509-RA	Solyc06g084400.3.1
OG0006327	Av_00014485-RA	Solyc06g075390.3.1, Solyc10g080130.2.1
OG0006329	Av_00017953-RA, Av_00008318-RA, Av_00007110-RA, Av_00007112-RA, Av_00003602-RA	Solyc05g053860.3.1, Solyc10g074850.2.1, Solyc12g017380.2.1
OG0006330	Av_00009318-RA, Av_00012431-RA	Solyc00g005096.1.1, Solyc03g116010.2.1
OG0006331	Av_00024549-RA	Solyc08g075310.3.1
OG0006332	Av_00004875-RA	Solyc11g008730.2.1
OG0006333	Av_00013402-RA	Solyc08g042050.3.1
OG0006334	Av_00024585-RA	Solyc01g017050.1.1
OG0006334	Av_00022248-RA, Av_00022585-RA, Av_00024319-RA, Av_00024715-RA, Av_00024326-RA, Av_00023701-RA	Solyc06g043020.1.1
OG0006335	Av_00009450-RA	Solyc09g092210.3.1, Solyc02g062410.2.1, Solyc09g092200.2.1, Solyc05g051190.1.1, Solyc03g083390.3.1
OG0006336	Av_00014729-RA, Av_00000562-RA	Solyc01g060070.3.1
OG0006337	Av_00022458-RA, Av_00023344-RA	Solyc02g069880.3.1
OG0006339	Av_00018611-RA	Solyc01g087910.3.1
OG0006341	Av_00001320-RA, Av_00015112-RA	Solyc01g099820.3.1
OG0006342	Av_00016917-RA	Solyc11g066320.2.1
OG0006344	Av_00019163-RA	Solyc09g074050.3.1, Solyc06g084380.3.1
OG0006345	Av_00018504-RA	Solyc01g079760.3.1
OG0006347	Av_00023188-RA	Solyc09g008620.2.1, Solyc10g085750.2.1
OG0006349	Av_00022136-RA	Solyc04g016520.3.1
OG0006351	Av_00006501-RA	Solyc04g040160.3.1
OG0006352	Av_00015120-RA, Av_00001325-RA, Av_00016288-RA	Solyc01g100320.3.1
OG0006353	Av_00000629-RA, Av_00018503-RA	Solyc01g079720.3.1
OG0006354	Av_00012074-RA, Av_00006712-RA	Solyc10g078570.1.1
OG0006355	Av_00008229-RA	Solyc11g005010.2.1
OG0006356	Av_00021242-RA	Solyc09g007540.3.1
OG0006358	Av_00011971-RA	Solyc06g050620.3.1
OG0006360	Av_00023074-RA, Av_00024552-RA	Solyc09g014520.3.1
OG0006361	Av_00013153-RA, Av_00019352-RA, Av_00000689-RA	Solyc04g018110.1.1, Solyc10g079755.1.1, Solyc10g079420.1.1
OG0006362	Av_00011819-RA	Solyc01g098180.3.1
OG0006363	Av_00016455-RA	Solyc01g100030.4.1
OG0006364	Av_00013222-RA	Solyc06g054250.3.1, Solyc09g075990.3.1
OG0006365	Av_00002142-RA, Av_00001551-RA	Solyc09g005310.3.1
OG0006366	Av_00019196-RA, Av_00000566-RA	Solyc04g015040.3.1
OG0006367	Av_00006489-RA, Av_00013669-RA	Solyc11g006920.2.1
OG0006369	Av_00003849-RA	Solyc02g078880.3.1
OG0006370	Av_00013204-RA	Solyc03g051810.3.1
OG0006371	Av_00011838-RA	Solyc01g009030.3.1
OG0006372	Av_00021126-RA	Solyc04g064560.3.1
OG0006373	Av_00007174-RA	Solyc11g044540.2.1
OG0006374	Av_00021537-RA, Av_00012278-RA, Av_00004431-RA	Solyc01g109590.3.1
OG0006375	Av_00007800-RA	Solyc01g103160.3.1
OG0006376	Av_00016434-RA, Av_00017632-RA	Solyc04g079740.3.1
OG0006377	Av_00022060-RA	Solyc04g072060.3.1
OG0006378	Av_00005458-RA, Av_00003034-RA	Solyc08g079740.3.1
OG0006379	Av_00007315-RA, Av_00019042-RA	Solyc01g107150.3.1
OG0006380	Av_00007139-RA	Solyc07g017490.3.1
OG0006381	Av_00019375-RA	Solyc05g055570.2.1, Solyc04g054140.3.1
OG0006382	Av_00015251-RA	Solyc11g012920.2.1, Solyc00g096460.2.1
OG0006383	Av_00002064-RA, Av_00012901-RA	Solyc04g009410.3.1
OG0006384	Av_00015254-RA, Av_00010929-RA	Solyc06g060350.3.1
