Orthogroup	V_vinifera.proteins	G_max.proteins
OG0003118	VIT_200s0199g00080.1, VIT_218s0001g07290.1, VIT_218s0001g07290.3, VIT_218s0001g07290.2	GmISU01.02G179400.2.p, GmISU01.02G179400.3.p, GmISU01.02G179400.1.p, GmISU01.14G148900.1.p, GmISU01.14G148900.5.p, GmISU01.14G148900.4.p, GmISU01.14G148900.6.p, GmISU01.14G148900.3.p, GmISU01.14G148900.2.p
OG0003119	VIT_204s0044g01370.1, VIT_218s0001g15270.2, VIT_218s0001g15270.4, VIT_218s0001g15270.1, VIT_218s0001g15270.3, VIT_218s0001g15270.5	GmISU01.14G131200.6.p, GmISU01.14G131200.8.p, GmISU01.14G131200.5.p, GmISU01.14G131200.7.p, GmISU01.14G131200.1.p, GmISU01.14G131200.4.p, GmISU01.13G018800.2.p, GmISU01.13G018800.6.p, GmISU01.13G018800.5.p, GmISU01.04G199200.6.p, GmISU01.20G011100.1.p, GmISU01.06G110600.4.p, GmISU01.06G110600.1.p, GmISU01.04G199200.4.p, GmISU01.04G199200.3.p, GmISU01.04G199200.2.p
OG0003120	VIT_201s0011g00680.1, VIT_217s0000g06980.1	GmISU01.13G036700.1.p, GmISU01.19G025300.1.p, GmISU01.04G110900.1.p, GmISU01.11G168900.1.p
OG0003121	VIT_218s0001g03790.1, VIT_218s0001g03790.2, VIT_218s0001g03790.3	GmISU01.04G209000.1.p, GmISU01.06G100000.2.p, GmISU01.06G100000.1.p, GmISU01.14G138400.1.p
OG0003122	VIT_218s0072g00940.3, VIT_218s0072g00940.1, VIT_218s0072g00940.2, VIT_218s0072g00940.4, VIT_218s0072g00940.5	GmISU01.16G128200.3.p, GmISU01.16G128200.1.p, GmISU01.16G128200.2.p
OG0003123	VIT_203s0180g00080.4, VIT_203s0180g00080.5, VIT_203s0180g00080.6, VIT_203s0180g00080.7, VIT_203s0180g00080.2, VIT_203s0180g00080.3, VIT_203s0180g00080.1	GmISU01.11G000600.1.p, GmISU01.10G223500.1.p, GmISU01.20G094100.1.p, GmISU01.20G094200.2.p, GmISU01.20G094200.1.p, GmISU01.10G223400.1.p
OG0003124	VIT_203s0063g00380.1, VIT_203s0063g00380.2	GmISU01.07G180800.1.p, GmISU01.02G118100.1.p
OG0003124	VIT_218s0001g10500.1, VIT_218s0001g10500.2	GmISU01.14G077700.1.p, GmISU01.17G210400.2.p
OG0003125	VIT_211s0016g01200.1	GmISU01.09G062500.2.p, GmISU01.15G159300.1.p
OG0003126	VIT_209s0096g00090.4, VIT_209s0096g00090.5, VIT_209s0096g00090.3, VIT_209s0096g00090.2, VIT_209s0096g00090.1, VIT_204s0008g04410.1, VIT_204s0043g00710.1	GmISU01.13G003200.6.p, GmISU01.13G003200.4.p, GmISU01.13G003200.3.p, GmISU01.13G003200.5.p, GmISU01.13G003200.2.p, GmISU01.13G003200.1.p, GmISU01.20G046200.1.p
OG0003127	VIT_218s0001g13590.1	GmISU01.06G023600.1.p, GmISU01.04G025600.1.p
OG0003127	VIT_204s0023g03070.1	GmISU01.11G068400.1.p, GmISU01.01G131000.2.p, GmISU01.01G131000.1.p, GmISU01.16G106700.1.p, GmISU01.16G106700.2.p, GmISU01.02G046300.1.p
OG0003128	VIT_204s0023g02480.1	GmISU01.13G168700.1.p, GmISU01.12G198800.1.p, GmISU01.04G009400.1.p, GmISU01.06G008200.2.p, GmISU01.08G045100.1.p
OG0003129	VIT_207s0031g02900.1, VIT_207s0005g03140.1	GmISU01.04G167900.1.p, GmISU01.06G145400.1.p
OG0003130	VIT_207s0031g02250.1	GmISU01.01G120400.1.p, GmISU01.11G080100.1.p
OG0003131	VIT_207s0005g02620.2, VIT_207s0005g02620.1, VIT_207s0005g02620.3, VIT_207s0005g02620.4, VIT_207s0005g02620.5, VIT_207s0005g02620.6	GmISU01.19G184200.7.p, GmISU01.19G184200.5.p, GmISU01.03G183200.6.p, GmISU01.03G183200.2.p, GmISU01.03G183200.1.p, GmISU01.03G183200.5.p, GmISU01.03G183200.4.p
OG0003132	VIT_204s0210g00180.3, VIT_204s0210g00180.1, VIT_204s0210g00180.2	GmISU01.02G038800.1.p, GmISU01.16G098300.1.p, GmISU01.11G076700.1.p, GmISU01.11G076700.2.p
OG0003134	VIT_203s0063g00030.1	GmISU01.02G094000.1.p, GmISU01.07G183400.1.p
OG0003134	VIT_207s0031g00110.1	GmISU01.11G047900.1.p, GmISU01.01G150100.1.p, GmISU01.17G153800.1.p, GmISU01.05G076600.1.p
OG0003135	VIT_203s0038g00820.3, VIT_203s0038g00820.2, VIT_203s0038g00820.1, VIT_204s0023g03100.1	GmISU01.11G101500.2.p, GmISU01.12G033100.1.p, GmISU01.11G101500.1.p
OG0003136	VIT_218s0001g06910.1, VIT_218s0001g06950.1, VIT_218s0001g06940.1	GmISU01.02G177700.1.p, GmISU01.06G090800.1.p, GmISU01.04G088800.1.p
OG0003137	VIT_200s0567g00010.3, VIT_200s0567g00010.5, VIT_200s0567g00010.4, VIT_200s0567g00010.2, VIT_200s0567g00010.1, VIT_200s0567g00010.6, VIT_200s1194g00010.3, VIT_200s1194g00010.1, VIT_200s1194g00010.2	GmISU01.05G073500.1.p, GmISU01.17G159700.1.p, GmISU01.01G145300.1.p, GmISU01.11G052600.1.p
OG0003138	VIT_204s0023g03250.5, VIT_204s0023g03250.1, VIT_204s0023g03250.4, VIT_204s0023g03250.3, VIT_204s0023g03250.6, VIT_204s0023g03250.2	GmISU01.11G069800.4.p, GmISU01.01G129800.1.p, GmISU01.02G045300.2.p, GmISU01.02G045300.1.p, GmISU01.16G105800.1.p
OG0003139	VIT_203s0091g00860.3, VIT_203s0091g00860.1, VIT_203s0091g00860.2, VIT_203s0091g00860.4, VIT_203s0091g00860.5	GmISU01.11G001700.1.p, GmISU01.01G199900.1.p, GmISU01.11G001700.2.p
OG0003140	VIT_207s0031g01420.1	GmISU01.10G242900.1.p, GmISU01.06G133200.5.p, GmISU01.06G133200.2.p, GmISU01.06G133200.1.p, GmISU01.06G133200.3.p, GmISU01.04G178950.2.p, GmISU01.04G178950.1.p, GmISU01.05G154400.2.p, GmISU01.08G131000.3.p, GmISU01.08G131000.2.p, GmISU01.08G131000.1.p, GmISU01.05G154400.5.p, GmISU01.05G154400.1.p, GmISU01.05G154400.4.p, GmISU01.04G178950.5.p, GmISU01.04G178950.4.p, GmISU01.04G178950.3.p
OG0003141	VIT_218s0001g14750.1	GmISU01.04G022200.1.p, GmISU01.06G020300.1.p, GmISU01.17G225850.5.p, GmISU01.17G225850.4.p, GmISU01.17G225850.3.p, GmISU01.17G225850.2.p, GmISU01.17G225850.1.p, GmISU01.17G225850.7.p, GmISU01.17G225850.6.p, GmISU01.17G225850.8.p
OG0003142	VIT_218s0122g01220.1	GmISU01.06G015200.1.p, GmISU01.04G016400.1.p
OG0003143	VIT_207s0031g00160.2, VIT_207s0031g00160.1	GmISU01.17G154200.1.p, GmISU01.05G076900.1.p, GmISU01.01G150000.3.p, GmISU01.01G150000.1.p, GmISU01.11G048000.1.p, GmISU01.17G154200.3.p
OG0003144	VIT_200s0304g00060.1	GmISU01.05G151150.1.p, GmISU01.08G127500.2.p, GmISU01.08G127500.1.p, GmISU01.18G016700.1.p, GmISU01.11G217600.1.p
OG0003144	VIT_218s0001g05380.2, VIT_218s0001g05380.1	GmISU01.14G142700.1.p, GmISU01.13G061500.1.p, GmISU01.04G093200.1.p, GmISU01.06G095500.2.p, GmISU01.06G095500.1.p
OG0003145	VIT_203s0038g03270.1	GmISU01.02G268500.2.p, GmISU01.02G268500.1.p, GmISU01.14G002400.1.p
OG0003146	VIT_203s0038g04550.1	GmISU01.11G106400.1.p, GmISU01.12G037300.1.p, GmISU01.04G010400.1.p, GmISU01.06G009600.1.p
OG0003146	VIT_204s0023g02160.1	GmISU01.01G134000.2.p, GmISU01.16G110000.1.p, GmISU01.02G049300.1.p
OG0003147	VIT_204s0044g01290.2, VIT_204s0044g01290.3, VIT_204s0044g01290.1	GmISU01.06G140100.1.p, GmISU01.04G172800.1.p, GmISU01.08G145400.2.p, GmISU01.08G145400.1.p, GmISU01.05G162200.2.p
OG0003148	VIT_210s0003g00360.1, VIT_210s0003g00370.1	GmISU01.13G145700.2.p, GmISU01.13G145700.1.p, GmISU01.07G171500.1.p, GmISU01.07G171500.2.p, GmISU01.07G171500.3.p, GmISU01.13G201300.2.p, GmISU01.13G201300.1.p
OG0003149	VIT_212s0059g00750.1, VIT_212s0059g00750.2, VIT_212s0059g00750.4, VIT_212s0059g00750.3	GmISU01.12G160200.1.p
OG0003149	VIT_210s0116g01670.3, VIT_210s0116g01670.2, VIT_210s0116g01670.1	GmISU01.17G010700.3.p, GmISU01.17G010700.2.p, GmISU01.17G010700.1.p
OG0003150	VIT_212s0059g01670.1, VIT_212s0059g01670.2	GmISU01.02G226800.1.p, GmISU01.14G047200.2.p, GmISU01.14G047200.1.p
OG0003150	VIT_217s0000g05770.1	GmISU01.20G010200.2.p, GmISU01.20G010200.3.p
OG0003151	VIT_204s0043g00825.1, VIT_204s0043g00805.1, VIT_204s0043g00690.1	GmISU01.19G210400.1.p
OG0003152	VIT_210s0116g00950.1	GmISU01.09G020400.2.p, GmISU01.09G020400.3.p, GmISU01.15G118200.2.p, GmISU01.15G118200.1.p, GmISU01.15G118200.3.p
OG0003153	VIT_212s0059g00250.1, VIT_212s0059g00250.2	GmISU01.12G097600.2.p, GmISU01.12G097600.1.p, GmISU01.06G250900.1.p
OG0003154	VIT_212s0028g03630.2, VIT_212s0028g03630.1, VIT_212s0028g03630.3	GmISU01.05G115000.1.p, GmISU01.08G087600.1.p
OG0003155	VIT_210s0003g01790.2, VIT_210s0003g01790.3, VIT_210s0003g01790.1, VIT_210s0003g01790.4	GmISU01.12G194900.1.p, GmISU01.13G230200.1.p, GmISU01.13G230100.1.p, GmISU01.12G195000.2.p
OG0003156	VIT_212s0028g01410.1, VIT_210s0003g01770.1, VIT_210s0003g01770.2, VIT_210s0003g01770.3	GmISU01.15G080700.1.p, GmISU01.13G193200.1.p, GmISU01.05G135900.2.p, GmISU01.05G135900.1.p, GmISU01.08G110700.1.p
OG0003157	VIT_201s0011g00550.3, VIT_201s0011g00550.1, VIT_201s0011g00550.4, VIT_201s0011g00550.5, VIT_201s0011g00550.2, VIT_201s0011g00550.6, VIT_201s0011g00550.7	GmISU01.20G021500.1.p
OG0003158	VIT_218s0001g11090.2, VIT_218s0001g11090.12, VIT_218s0001g11090.10, VIT_218s0001g11090.11, VIT_218s0001g11090.8, VIT_218s0001g11090.13, VIT_218s0001g11090.9, VIT_218s0001g11090.6, VIT_218s0001g11090.5, VIT_218s0001g11090.7, VIT_218s0001g11090.3, VIT_218s0001g11090.1, VIT_218s0001g11090.4	GmISU01.04G034900.1.p, GmISU01.06G034000.1.p
OG0003159	VIT_211s0103g00310.2, VIT_211s0103g00310.1	GmISU01.13G072000.2.p, GmISU01.13G072000.1.p, GmISU01.13G072000.6.p, GmISU01.13G072000.4.p, GmISU01.13G072000.5.p, GmISU01.13G072000.3.p, GmISU01.17G055600.1.p, GmISU01.17G055600.2.p, GmISU01.17G055600.3.p, GmISU01.09G052800.3.p, GmISU01.09G052800.4.p, GmISU01.09G052800.2.p, GmISU01.09G052800.1.p, GmISU01.15G149000.2.p
OG0003160	VIT_214s0068g00600.1, VIT_207s0005g04850.1	GmISU01.18G208500.1.p, GmISU01.08G224500.1.p
OG0003161	VIT_204s0008g05430.3, VIT_204s0008g05430.1	GmISU01.04G062400.5.p, GmISU01.04G062400.2.p, GmISU01.04G062400.3.p, GmISU01.06G063000.3.p, GmISU01.06G063000.2.p, GmISU01.06G063000.1.p
OG0003162	VIT_209s0018g01370.1, VIT_209s0018g01370.3, VIT_209s0018g01370.2	GmISU01.08G208000.6.p, GmISU01.08G208000.1.p, GmISU01.08G208000.3.p, GmISU01.08G208000.2.p, GmISU01.08G208000.7.p, GmISU01.08G208000.8.p, GmISU01.07G002400.4.p, GmISU01.07G002400.1.p, GmISU01.07G002400.3.p, GmISU01.07G002400.2.p
OG0003163	VIT_209s0002g02550.2, VIT_209s0002g02550.3, VIT_209s0002g02550.1, VIT_209s0002g02550.6, VIT_209s0002g02550.5, VIT_209s0002g02550.4	GmISU01.08G182700.1.p, GmISU01.07G011500.1.p
OG0003164	VIT_204s0008g03270.1	GmISU01.06G079000.1.p, GmISU01.04G077500.1.p, GmISU01.17G168300.1.p, GmISU01.14G120300.1.p
OG0003164	VIT_209s0002g03750.1	GmISU01.08G188100.1.p, GmISU01.07G015100.1.p
OG0003165	VIT_209s0002g09080.1, VIT_204s0008g05930.1	GmISU01.17G186200.1.p, GmISU01.14G102700.1.p, GmISU01.04G057800.1.p, GmISU01.06G058100.1.p, GmISU01.07G023000.1.p, GmISU01.08G201800.1.p, GmISU01.13G327100.1.p, GmISU01.15G003700.2.p, GmISU01.15G003700.1.p
OG0003166	VIT_211s0016g04390.1	GmISU01.07G143900.1.p, GmISU01.05G011200.1.p, GmISU01.17G111000.1.p
OG0003166	VIT_204s0008g04340.1, VIT_204s0008g04340.2	GmISU01.06G067700.1.p, GmISU01.04G066900.1.p
OG0003167	VIT_204s0008g01040.1	GmISU01.06G047600.1.p, GmISU01.04G048900.1.p, GmISU01.17G196000.1.p
OG0003167	VIT_208s0007g08340.1, VIT_213s0064g00740.3	GmISU01.10G076000.1.p, GmISU01.09G187000.1.p
OG0003168	VIT_209s0002g08480.3, VIT_209s0002g08480.2, VIT_209s0002g08470.1, VIT_209s0002g08470.3, VIT_209s0002g08480.1	GmISU01.12G204000.1.p
OG0003169	VIT_209s0002g03920.1, VIT_209s0002g03910.1	GmISU01.15G017700.1.p
OG0003170	VIT_216s0098g00630.1, VIT_216s0098g00630.3, VIT_216s0098g00630.2	GmISU01.06G127400.2.p, GmISU01.06G127400.4.p, GmISU01.06G127400.1.p, GmISU01.06G127400.3.p, GmISU01.06G127400.6.p, GmISU01.06G127400.5.p, GmISU01.04G184100.1.p
OG0003171	VIT_211s0016g00500.1	GmISU01.16G010300.1.p, GmISU01.07G040200.1.p, GmISU01.17G041600.1.p, GmISU01.13G085800.1.p, GmISU01.09G065800.1.p
OG0003172	VIT_209s0002g08930.4, VIT_209s0002g08930.1, VIT_209s0002g08930.2, VIT_209s0002g08930.5, VIT_209s0002g08930.3, VIT_209s0002g08930.9, VIT_209s0002g08930.6, VIT_209s0002g08930.7, VIT_209s0002g08930.8, VIT_211s0149g00260.1, VIT_211s0149g00230.1	GmISU01.07G023400.1.p, GmISU01.07G023400.2.p, GmISU01.08G201400.1.p
OG0003173	VIT_211s0016g00970.2, VIT_211s0016g00970.1	GmISU01.13G269200.2.p, GmISU01.13G269200.1.p, GmISU01.12G161700.1.p
OG0003174	VIT_211s0016g01160.1, VIT_206s0009g01940.2, VIT_206s0009g01940.1	GmISU01.09G062600.5.p, GmISU01.09G062600.6.p, GmISU01.09G062600.3.p, GmISU01.09G062600.4.p, GmISU01.09G062600.2.p, GmISU01.09G062600.1.p, GmISU01.15G159600.1.p, GmISU01.15G159600.2.p, GmISU01.15G159600.3.p
OG0003175	VIT_214s0060g01150.9, VIT_214s0060g01150.1, VIT_214s0060g01150.3, VIT_214s0060g01150.6, VIT_214s0060g01150.4, VIT_214s0060g01150.2, VIT_214s0060g01150.7, VIT_214s0060g01150.5, VIT_214s0060g01150.10, VIT_214s0060g01150.8	GmISU01.10G116500.5.p, GmISU01.10G116500.4.p, GmISU01.10G116500.3.p, GmISU01.10G116500.1.p, GmISU01.20G067100.2.p, GmISU01.20G067100.4.p, GmISU01.20G067500.1.p, GmISU01.20G067100.5.p
OG0003176	VIT_215s0048g00370.1	GmISU01.20G201100.1.p, GmISU01.10G250100.1.p
OG0003176	VIT_215s0048g00370.2	GmISU01.03G024100.5.p, GmISU01.03G024100.4.p
OG0003176	VIT_216s0022g01440.1	GmISU01.03G024100.3.p, GmISU01.03G024100.2.p
OG0003177	VIT_204s0008g03680.1, VIT_204s0008g03680.2	GmISU01.04G074700.1.p, GmISU01.06G076000.1.p, GmISU01.06G076000.2.p
OG0003178	VIT_214s0171g00370.1	GmISU01.13G240100.1.p
OG0003179	VIT_209s0002g04620.1	GmISU01.15G013800.1.p, GmISU01.13G317200.1.p, GmISU01.08G192100.1.p, GmISU01.07G005300.1.p
OG0003180	VIT_211s0016g05440.1, VIT_209s0002g06830.1	GmISU01.13G323100.3.p, GmISU01.13G323100.1.p, GmISU01.13G323100.2.p, GmISU01.15G007300.1.p, GmISU01.15G007300.2.p
OG0003180	VIT_204s0008g05500.1	GmISU01.14G106400.1.p, GmISU01.17G182300.1.p, GmISU01.04G061800.1.p, GmISU01.06G062200.1.p
OG0003181	VIT_202s0025g03320.1	GmISU01.08G014200.2.p, GmISU01.08G014200.3.p, GmISU01.08G014200.1.p, GmISU01.08G014200.4.p, GmISU01.05G177600.1.p
OG0003181	VIT_215s0046g02380.1	GmISU01.07G063100.1.p
OG0003182	VIT_211s0016g04200.1	GmISU01.05G198500.1.p, GmISU01.08G036300.1.p, GmISU01.09G149700.3.p, GmISU01.09G149700.1.p, GmISU01.09G149700.2.p, GmISU01.07G080000.1.p
OG0003183	VIT_202s0012g01660.3, VIT_202s0012g01660.2, VIT_202s0012g01660.1	GmISU01.01G015300.5.p, GmISU01.01G015300.3.p, GmISU01.01G015300.6.p, GmISU01.01G015300.1.p, GmISU01.09G166400.1.p
OG0003184	VIT_204s0023g03300.2, VIT_204s0023g03300.1, VIT_204s0023g03300.3	GmISU01.14G099700.3.p, GmISU01.17G189300.1.p, GmISU01.17G189300.2.p, GmISU01.14G099700.2.p, GmISU01.14G099700.1.p
OG0003185	VIT_215s0046g01510.5, VIT_215s0046g01510.2, VIT_215s0046g01510.1, VIT_215s0046g01510.4, VIT_215s0046g01510.3	GmISU01.19G212000.1.p, GmISU01.03G211200.1.p, GmISU01.16G026500.1.p, GmISU01.07G056200.1.p
OG0003186	VIT_211s0118g00560.2, VIT_211s0118g00560.3, VIT_211s0118g00560.1	GmISU01.13G136200.1.p, GmISU01.13G136200.2.p, GmISU01.13G136200.3.p, GmISU01.17G098000.2.p, GmISU01.17G098000.1.p, GmISU01.15G173800.1.p, GmISU01.09G078400.1.p
OG0003187	VIT_209s0002g04670.1, VIT_209s0002g04670.2	GmISU01.13G317300.5.p, GmISU01.13G317300.4.p, GmISU01.13G317300.2.p, GmISU01.13G317300.1.p, GmISU01.13G317300.3.p
OG0003188	VIT_215s0048g00300.1, VIT_215s0048g00280.1	GmISU01.17G221300.1.p, GmISU01.17G172900.2.p
OG0003189	VIT_213s0019g03310.1	GmISU01.18G028500.2.p, GmISU01.18G028500.3.p, GmISU01.11G205500.3.p, GmISU01.11G205500.1.p, GmISU01.11G205500.2.p
OG0003190	VIT_219s0090g01600.2, VIT_219s0090g01600.3, VIT_219s0090g01600.1	GmISU01.02G255600.4.p, GmISU01.02G255600.3.p, GmISU01.02G255600.9.p, GmISU01.02G255600.7.p, GmISU01.02G255600.8.p, GmISU01.02G255600.1.p, GmISU01.02G255600.2.p, GmISU01.02G255600.6.p, GmISU01.14G016200.2.p, GmISU01.14G016200.1.p, GmISU01.14G016200.4.p, GmISU01.14G016200.3.p, GmISU01.18G072800.1.p, GmISU01.08G289900.1.p
OG0003191	VIT_212s0059g00880.3, VIT_212s0059g00880.2, VIT_212s0059g00880.1	GmISU01.13G270700.1.p
OG0003191	VIT_210s0116g01200.3, VIT_210s0116g01200.2, VIT_210s0116g01200.1	GmISU01.15G102000.1.p, GmISU01.15G102000.2.p, GmISU01.15G102000.3.p, GmISU01.09G005200.1.p
OG0003192	VIT_206s0009g01050.4, VIT_206s0009g01050.3, VIT_206s0009g01050.2, VIT_206s0009g01050.1, VIT_206s0009g01050.5	GmISU01.13G011400.3.p, GmISU01.13G011400.1.p, GmISU01.13G011400.2.p, GmISU01.13G011400.4.p, GmISU01.20G039000.2.p, GmISU01.20G039000.1.p
OG0003193	VIT_213s0019g03620.2, VIT_213s0019g03620.4, VIT_213s0019g03620.6, VIT_213s0019g03620.3, VIT_213s0019g03620.1, VIT_213s0019g03620.5	GmISU01.02G078800.3.p, GmISU01.02G078800.7.p, GmISU01.02G078800.6.p, GmISU01.02G078800.4.p, GmISU01.02G078800.5.p, GmISU01.02G078800.8.p, GmISU01.02G078800.9.p, GmISU01.10G093900.3.p, GmISU01.10G093900.5.p, GmISU01.10G093900.1.p, GmISU01.10G093900.2.p, GmISU01.20G158600.1.p, GmISU01.20G158600.2.p, GmISU01.10G157432.1.p, GmISU01.10G157366.1.p
OG0003194	VIT_219s0015g01940.4, VIT_219s0015g01940.1, VIT_219s0015g01940.3, VIT_219s0015g01940.2, VIT_219s0015g01940.5	GmISU01.06G273200.6.p, GmISU01.06G273200.7.p, GmISU01.06G273200.1.p, GmISU01.06G273200.5.p, GmISU01.06G273200.2.p, GmISU01.06G273200.3.p, GmISU01.06G273200.4.p, GmISU01.04G100100.6.p, GmISU01.04G100100.10.p, GmISU01.04G100100.9.p, GmISU01.04G100100.8.p, GmISU01.04G100100.7.p, GmISU01.04G100100.5.p
OG0003195	VIT_206s0004g07310.1, VIT_206s0009g02450.1, VIT_206s0004g07250.1, VIT_206s0004g07240.1, VIT_206s0004g07230.1	GmISU01.02G194600.1.p, GmISU01.14G163500.1.p, GmISU01.02G194700.1.p, GmISU01.14G163600.2.p, GmISU01.14G163600.1.p
OG0003196	VIT_206s0004g00770.1, VIT_206s0004g00760.1	GmISU01.03G072400.1.p, GmISU01.07G109700.1.p, GmISU01.18G093200.1.p
OG0003197	VIT_219s0014g05265.1	GmISU01.13G249800.1.p, GmISU01.12G179600.1.p, GmISU01.12G179600.2.p
OG0003197	VIT_219s0014g05230.2, VIT_219s0014g05230.3, VIT_219s0014g05230.4, VIT_219s0014g05230.1	GmISU01.13G249700.1.p, GmISU01.13G249700.3.p, GmISU01.12G114600.1.p, GmISU01.06G225600.1.p
OG0003198	VIT_208s0040g03070.4, VIT_208s0040g03070.5, VIT_208s0040g03070.2, VIT_208s0040g03070.3, VIT_208s0040g03070.6, VIT_208s0040g03070.1	GmISU01.03G138600.4.p, GmISU01.03G138600.5.p, GmISU01.03G138600.3.p, GmISU01.03G138600.1.p, GmISU01.19G141600.1.p
OG0003199	VIT_208s0040g00460.2, VIT_208s0040g00460.1, VIT_208s0040g00460.3, VIT_208s0040g00460.4	GmISU01.19G056200.3.p, GmISU01.19G056200.1.p, GmISU01.19G091600.2.p, GmISU01.19G091600.1.p, GmISU01.19G091600.4.p, GmISU01.19G091600.3.p, GmISU01.03G003800.1.p
OG0003200	VIT_206s0004g03810.2, VIT_206s0004g03810.3, VIT_206s0004g03810.5, VIT_206s0004g03810.4, VIT_206s0004g03810.8, VIT_206s0004g03810.1, VIT_206s0004g03810.7, VIT_206s0004g03810.6	GmISU01.13G290400.3.p, GmISU01.13G290400.2.p, GmISU01.13G290400.1.p, GmISU01.15G040800.3.p, GmISU01.15G040800.4.p, GmISU01.15G040800.2.p, GmISU01.15G040800.1.p
OG0003201	VIT_219s0014g02640.1	GmISU01.20G203200.1.p, GmISU01.13G239400.3.p, GmISU01.13G239400.2.p, GmISU01.13G239400.4.p, GmISU01.13G239400.5.p, GmISU01.12G189000.3.p, GmISU01.12G189000.4.p, GmISU01.12G189000.2.p, GmISU01.13G239400.6.p, GmISU01.06G207500.2.p, GmISU01.06G207500.1.p, GmISU01.06G207500.6.p, GmISU01.06G207500.3.p, GmISU01.06G207500.4.p, GmISU01.06G207500.5.p
OG0003202	VIT_213s0175g00150.1, VIT_213s0019g00830.1	GmISU01.11G164200.2.p, GmISU01.11G164200.4.p, GmISU01.04G115466.1.p, GmISU01.12G036500.3.p, GmISU01.12G036500.5.p, GmISU01.12G036500.8.p, GmISU01.12G036500.14.p, GmISU01.12G036500.9.p, GmISU01.12G036500.4.p, GmISU01.11G105700.12.p, GmISU01.11G105700.3.p, GmISU01.11G105700.5.p, GmISU01.12G036500.16.p, GmISU01.12G036500.17.p, GmISU01.12G036500.15.p, GmISU01.12G036500.19.p, GmISU01.12G036500.18.p, GmISU01.11G105700.2.p, GmISU01.11G105700.17.p, GmISU01.11G105700.9.p
OG0003203	VIT_206s0004g02810.1, VIT_206s0004g02810.2	GmISU01.12G141500.1.p, GmISU01.13G285600.1.p, GmISU01.12G068800.1.p, GmISU01.11G159000.1.p
OG0003204	VIT_206s0004g03350.1, VIT_206s0004g03330.1	GmISU01.20G139900.1.p, GmISU01.10G177100.1.p
OG0003205	VIT_219s0014g04720.1	GmISU01.06G221600.1.p, GmISU01.12G117700.1.p
OG0003205	VIT_200s0274g00050.1, VIT_200s0271g00090.1	GmISU01.13G215800.1.p, GmISU01.15G060600.1.p
OG0003206	VIT_206s0004g02630.1	GmISU01.12G070200.1.p, GmISU01.11G157800.1.p
OG0003206	VIT_213s0019g04440.1	GmISU01.10G173800.1.p, GmISU01.20G142700.1.p
OG0003207	VIT_212s0059g00800.1, VIT_210s0116g01490.1	GmISU01.12G159900.1.p, GmISU01.12G159900.2.p, GmISU01.12G159900.3.p, GmISU01.13G270400.1.p
OG0003208	VIT_206s0004g04620.4, VIT_206s0004g04620.7, VIT_206s0004g04620.2, VIT_206s0004g04620.1, VIT_206s0004g04620.5, VIT_206s0004g04620.6, VIT_206s0004g04620.3	GmISU01.15G036500.1.p, GmISU01.15G036500.2.p, GmISU01.13G295300.4.p, GmISU01.13G295300.1.p, GmISU01.13G295300.3.p, GmISU01.13G295300.2.p
OG0003208	VIT_208s0007g00320.1	GmISU01.10G101550.2.p, GmISU01.10G101550.1.p, GmISU01.20G053700.1.p, GmISU01.20G053700.2.p
OG0003209	VIT_212s0059g00620.5, VIT_212s0059g00620.2, VIT_212s0059g00620.4, VIT_212s0059g00620.3, VIT_212s0059g00620.1	GmISU01.06G260100.3.p, GmISU01.06G260100.4.p, GmISU01.06G260100.1.p, GmISU01.12G089400.1.p, GmISU01.12G089400.2.p, GmISU01.06G260100.2.p
OG0003210	VIT_216s0050g01870.1	GmISU01.10G191300.2.p, GmISU01.20G127500.1.p, GmISU01.16G145400.2.p, GmISU01.09G100500.2.p
OG0003211	VIT_214s0083g01060.1	GmISU01.08G229700.1.p, GmISU01.08G229700.2.p, GmISU01.18G215900.1.p, GmISU01.18G216000.1.p
OG0003211	VIT_205s0049g02260.1	GmISU01.10G156400.1.p, GmISU01.20G159600.1.p, GmISU01.17G148300.1.p, GmISU01.10G105600.1.p, GmISU01.20G056600.1.p
OG0003212	VIT_208s0007g03820.1	GmISU01.19G155400.1.p, GmISU01.03G152200.1.p, GmISU01.10G060500.1.p, GmISU01.10G060500.2.p
OG0003212	VIT_213s0074g00400.1	GmISU01.20G149200.1.p, GmISU01.10G166600.1.p
OG0003213	VIT_215s0046g03340.1, VIT_215s0046g03340.2, VIT_208s0007g01750.1, VIT_208s0007g01750.2, VIT_208s0007g01750.3	GmISU01.18G146300.1.p, GmISU01.18G146300.2.p, GmISU01.18G146500.1.p, GmISU01.18G146500.3.p, GmISU01.18G146500.2.p, GmISU01.18G146200.2.p, GmISU01.18G146200.6.p, GmISU01.18G146200.3.p, GmISU01.18G146200.4.p, GmISU01.18G146200.5.p
OG0003214	VIT_208s0056g01180.3, VIT_208s0056g01180.2, VIT_208s0056g01180.1	GmISU01.19G023100.6.p, GmISU01.19G023100.8.p, GmISU01.19G023100.7.p, GmISU01.03G161900.4.p, GmISU01.03G161900.3.p, GmISU01.19G023100.5.p, GmISU01.19G023100.2.p, GmISU01.19G023100.4.p, GmISU01.19G023100.3.p, GmISU01.03G161900.2.p, GmISU01.03G161900.1.p
