,target_id,AT_gene_id,Symbol,Description,Position
363,Dm_00008508-RA,AT4G01070.1," Symbols: UGT72B1, GT72B1 ", UDP-GLUCOSE-DEPENDENT GLUCOSYLTRANSFERASE 72 B1 , chr4:461858-463300 REVERSE LENGTH=480
364,Dm_00020767-RA,NA,,,
365,Dm_00020418-RA,AT5G06710.1, Symbols: HAT14 , homeobox from Arabidopsis thaliana , chr5:2068305-2070284 REVERSE LENGTH=336
366,Dm_00012605-RA,AT3G13610.1, Symbols: F6'H1 ,  , chr3:4449448-4450616 FORWARD LENGTH=361
367,Dm_00019259-RA,NA,,,
368,Dm_00001225-RA,AT1G04760.2," Symbols: VAMP726, ATVAMP726 ", vesicle-associated membrane protein 726 , chr1:1334760-1336070 FORWARD LENGTH=220
369,Dm_00003251-RA,AT1G28110.2, Symbols: SCPL45 , serine carboxypeptidase-like 45 , chr1:9804153-9806832 REVERSE LENGTH=461
370,Dm_00001560-RA,NA,,,
371,Dm_00007720-RA,AT1G71696.1, Symbols: SOL1 , SUPPRESSOR OF LLP1 1 , chr1:26967637-26970364 FORWARD LENGTH=422
372,Dm_00005779-RA,AT1G15550.1," Symbols: GA4, ATGA3OX1, GA3OX1 "," ARABIDOPSIS THALIANA GIBBERELLIN 3 BETA-HYDROXYLASE 1, GA REQUIRING 4, gibberellin 3-oxidase 1 ", chr1:5344569-5346078 REVERSE LENGTH=358
373,Dm_00003670-RA,AT5G53060.1," Symbols: SHI1, HOS5, RCF3, ESR1 "," Enhanced Stress Response 1, regulator of CBF gene expression 3, SHINY 1 ", chr5:21515355-21518197 FORWARD LENGTH=652
374,Dm_00002855-RA,AT1G70140.1," Symbols: FORMIN 8, FH8, ATFH8 "," formin 8, FORMIN HOMOLOGUE 8 ", chr1:26412688-26415048 REVERSE LENGTH=760
375,Dm_00004691-RA,AT5G43700.1," Symbols: IAA4, ATAUX2-11 "," indole-3-acetic acid inducible 4, AUXIN INDUCIBLE 2-11 ", chr5:17550465-17551206 FORWARD LENGTH=186
376,Dm_00016188-RA,AT5G25610.1," Symbols: RD22, ATRD22 ", RESPONSIVE TO DESICCATION 22 , chr5:8914498-8916684 REVERSE LENGTH=392
377,Dm_00000623-RA,AT1G15520.1," Symbols: ATABCG40, ABCG40, PDR12, ATPDR12 "," pleiotropic drug resistance 12, ATP-binding cassette G40, PLEIOTROPIC DRUG RESISTANCE 12, Arabidopsis thaliana ATP-binding cassette G40 ", chr1:5331993-5338175 REVERSE LENGTH=1423
378,Dm_00000856-RA,AT4G27020.1, Symbols: no symbol available , no full name available , chr4:13568604-13571381 REVERSE LENGTH=523
379,Dm_00000900-RA,AT4G16600.1, Symbols: PGSIP8 , plant glycogenin-like starch initiation protein 8 , chr4:9350039-9352707 FORWARD LENGTH=494
380,Dm_00006420-RA,AT2G42490.1, Symbols: CuAO-zeta , Copper Amine Oxidase zeta , chr2:17691600-17695526 REVERSE LENGTH=776
381,Dm_00007574-RA,AT1G01180.1, Symbols: no symbol available , no full name available , chr1:75633-76556 FORWARD LENGTH=307
382,Dm_00008188-RA,AT1G50700.1, Symbols: CPK33 , calcium-dependent protein kinase 33 , chr1:18782214-18784385 FORWARD LENGTH=521
383,Dm_00015742-RA,AT4G09320.1," Symbols: ATNDK1, NDPK1, NDK1 ", nucleoside diphosphate kinase 1 , chr4:5923484-5924366 FORWARD LENGTH=149
384,Dm_00018589-RA,AT4G37640.1, Symbols: ACA2 , calcium ATPase 2 , chr4:17683225-17686808 REVERSE LENGTH=1014
385,Dm_00018648-RA,AT4G27310.1, Symbols: BBX28 , B-box domain protein 28 , chr4:13675853-13676616 FORWARD LENGTH=223
386,Dm_00014685-RA,AT3G57330.1, Symbols: ACA11 , autoinhibited Ca2+-ATPase 11 , chr3:21211655-21216375 REVERSE LENGTH=1025
387,Dm_00004019-RA,AT4G36240.1, Symbols: GATA7 , GATA transcription factor 7 , chr4:17147376-17148211 REVERSE LENGTH=238
388,Dm_00014083-RA,AT5G61440.1, Symbols: ACHT5 , atypical CYS  HIS rich thioredoxin 5 , chr5:24707658-24708684 FORWARD LENGTH=245
389,Dm_00002638-RA,AT4G37300.1, Symbols: MEE59 , maternal effect embryo arrest 59 , chr4:17554805-17555498 FORWARD LENGTH=173
390,Dm_00003502-RA,AT1G08630.6, Symbols: THA1 , threonine aldolase 1 , chr1:2743948-2745685 REVERSE LENGTH=358
391,Dm_00012802-RA,AT1G21070.1, Symbols: URGT2 , UDP-Rha/UDP-Gal transporter 2 , chr1:7376148-7377810 REVERSE LENGTH=348
392,Dm_00003625-RA,AT3G23250.1," Symbols: MYB15, ATY19, ATMYB15 "," MYB DOMAIN PROTEIN 15, myb domain protein 15 ", chr3:8309492-8310624 FORWARD LENGTH=285
393,Dm_00012156-RA,AT2G41900.1," Symbols: DEG9, OXS2, TZF7 "," tandem zinc finger protein 7, OXIDATIVE STRESS 2 ", chr2:17491352-17493502 FORWARD LENGTH=716
394,Dm_00012418-RA,AT3G21190.1," Symbols: AtMSR1, MSR1 ", Mannan Synthesis Related 1 , chr3:7432579-7434543 REVERSE LENGTH=422
395,Dm_00007864-RA,AT3G12203.2, Symbols: scpl17 , serine carboxypeptidase-like 17 , chr3:3891357-3893703 REVERSE LENGTH=379
396,Dm_00011592-RA,AT4G02330.1," Symbols: AtPME41, PME41, ATPMEPCRB ", pectin methylesterase 41 , chr4:1032479-1034928 FORWARD LENGTH=573
397,Dm_00014782-RA,AT3G12620.2, Symbols: PP2C.D3 , D-CLADE TYPE 2C PROTEIN PHOSPHATASE 3 , chr3:4009510-4010993 REVERSE LENGTH=385
398,Dm_00005968-RA,AT1G03860.3," Symbols: PHB2, ATPHB2 ", prohibitin 2 , chr1:979611-981157 REVERSE LENGTH=286
399,Dm_00010635-RA,NA,,,
400,Dm_00013088-RA,AT3G07030.5, Symbols: ALBA6 ,  , chr3:2222871-2225254 REVERSE LENGTH=453
401,Dm_00020567-RA,AT5G49910.1," Symbols: HSC70-7, cpHsc70-2 "," chloroplast heat shock protein 70-2, HEAT SHOCK PROTEIN 70-7 ", chr5:20303470-20306295 FORWARD LENGTH=718
402,Dm_00000487-RA,AT5G60760.1, Symbols: no symbol available , no full name available , chr5:24438465-24442004 FORWARD LENGTH=738
403,Dm_00001147-RA,AT2G23790.1, Symbols: no symbol available , no full name available , chr2:10125692-10127455 REVERSE LENGTH=336
404,Dm_00001638-RA,AT1G09160.2, Symbols: no symbol available , no full name available , chr1:2953199-2955059 REVERSE LENGTH=428
405,Dm_00005640-RA,AT5G19440.1, Symbols: no symbol available , no full name available , chr5:6556493-6558123 FORWARD LENGTH=326
406,Dm_00008085-RA,AT3G03530.1," Symbols: AtNPC4, NPC4 ", non-specific phospholipase C4 , chr3:842686-844970 REVERSE LENGTH=538
407,Dm_00018569-RA,AT5G15980.1, Symbols: RPPR8 , Ribosomal Pentatricopeptide Repeat Protein 8 , chr5:5213290-5215296 FORWARD LENGTH=668
408,Dm_00014345-RA,AT1G09620.1, Symbols: no symbol available , no full name available , chr1:3113077-3116455 REVERSE LENGTH=1091
409,Dm_00006393-RA,AT1G53400.1, Symbols: no symbol available , no full name available , chr1:19925009-19926400 FORWARD LENGTH=114
410,Dm_00013560-RA,AT5G25610.1," Symbols: RD22, ATRD22 ", RESPONSIVE TO DESICCATION 22 , chr5:8914498-8916684 REVERSE LENGTH=392
411,Dm_00020646-RA,NA,,,
412,Dm_00005765-RA,AT3G46220.1, Symbols: UFL1 ,  , chr3:16979174-16983970 FORWARD LENGTH=804
413,Dm_00007174-RA,AT3G55830.1," Symbols: GMT1, EPC1 "," ECTOPICALLY PARTING CELLS, GIPC MANNOSYL-TRANSFERASE1 ", chr3:20715101-20717133 FORWARD LENGTH=334
414,Dm_00002142-RA,AT2G44640.1, Symbols: no symbol available , no full name available , chr2:18417286-18419063 FORWARD LENGTH=451
415,Dm_00008818-RA,AT5G61520.1, Symbols: no symbol available , no full name available , chr5:24739358-24741175 REVERSE LENGTH=514
416,Dm_00004151-RA,AT5G04170.1, Symbols: no symbol available , no full name available , chr5:1145579-1147519 FORWARD LENGTH=354
417,Dm_00002781-RA,AT1G68300.1, Symbols: no symbol available , no full name available , chr1:25598518-25599261 REVERSE LENGTH=160
418,Dm_00003414-RA,AT5G06120.1, Symbols: XPO7 ,  , chr5:1844797-1852601 FORWARD LENGTH=1066
419,Dm_00005631-RA,AT5G63040.1, Symbols: no symbol available , no full name available , chr5:25288504-25290326 FORWARD LENGTH=366
420,Dm_00013919-RA,AT2G30140.2, Symbols: UGT87A2 , UDP-glucosyl transferase 87A2 , chr2:12872200-12873691 FORWARD LENGTH=454
421,Dm_00015490-RA,AT2G46290.1, Symbols: no symbol available , no full name available , chr2:19005910-19007797 REVERSE LENGTH=355
422,Dm_00017935-RA,AT3G09630.1, Symbols: SAC56 , Suppressor of Acaulis 56 , chr3:2953813-2955444 FORWARD LENGTH=406
423,Dm_00006045-RA,AT5G54900.1," Symbols: RBP45A, ATRBP45A ", RNA-binding protein 45A , chr5:22295412-22298126 FORWARD LENGTH=387
424,Dm_00007080-RA,AT3G24550.1," Symbols: PERK1, ATPERK1 ", proline-rich extensin-like receptor kinase 1 , chr3:8960411-8963303 FORWARD LENGTH=652
425,Dm_00007120-RA,AT5G43745.1, Symbols: PEC2 , PLASTID ENVELOPE ION CHANNELS 2 , chr5:17569435-17574954 REVERSE LENGTH=817
426,Dm_00009246-RA,AT1G71220.2," Symbols: EBS1, UGGT, PSL2 "," UDP-GLUCOSE:GLYCOPROTEIN GLUCOSYLTRANSFERASE, PRIORITY IN SWEET LIFE 2, EMS-mutagenized bri1 suppressor 1 ", chr1:26841664-26851730 FORWARD LENGTH=1614
427,Dm_00000396-RA,AT2G01610.1, Symbols: no symbol available , no full name available , chr2:274124-274792 REVERSE LENGTH=222
428,Dm_00000878-RA,AT5G47390.1," Symbols: KUA1, MYBH "," MYB hypocotyl elongation-related, KUODA1 (Chinese for enlarge or expand) ", chr5:19227001-19228546 FORWARD LENGTH=365
429,Dm_00002268-RA,AT4G38250.1, Symbols: At4g38250 ,  , chr4:17935533-17936843 FORWARD LENGTH=436
430,Dm_00002418-RA,AT3G50100.1, Symbols: SDN1 , small RNA degrading nuclease 1 , chr3:18578411-18580594 FORWARD LENGTH=409
431,Dm_00005369-RA,AT2G32850.2, Symbols: no symbol available , no full name available , chr2:13935448-13937977 REVERSE LENGTH=670
432,Dm_00005796-RA,AT2G41710.1, Symbols: no symbol available , no full name available , chr2:17400274-17402903 REVERSE LENGTH=423
433,Dm_00010588-RA,AT5G26749.1, Symbols: no symbol available , no full name available , chr5:9398285-9399239 REVERSE LENGTH=147
434,Dm_00016243-RA,AT1G21830.1, Symbols: no symbol available , no full name available , chr1:7661429-7662521 REVERSE LENGTH=206
435,Dm_00007295-RA,AT1G58440.1," Symbols: XF1, SQE1, DRY2 "," DROUGHT HYPERSENSITIVE 2, SQUALENE EPOXIDASE 1 ", chr1:21714094-21717246 REVERSE LENGTH=531
436,Dm_00019727-RA,AT5G25360.3, Symbols: no symbol available , no full name available , chr5:8799934-8802161 REVERSE LENGTH=216
437,Dm_00001600-RA,AT2G01170.1," Symbols: AtGABP, GABP, BAT1 "," GABA permease, bidirectional amino acid transporter 1 ", chr2:102364-104462 REVERSE LENGTH=516
438,Dm_00001693-RA,AT3G48330.2," Symbols: ATPIMT1, PIMT1 "," protein-l-isoaspartate methyltransferase 1, Arabidopsis thaliana protein-l-isoaspartate methyltransferase 1 ", chr3:17892969-17893975 REVERSE LENGTH=230
439,Dm_00006301-RA,AT5G64330.1," Symbols: NPH3, RPT3, JK218 "," ROOT PHOTOTROPISM 3, NON-PHOTOTROPIC HYPOCOTYL 3 ", chr5:25727568-25730225 FORWARD LENGTH=746
440,Dm_00010044-RA,AT2G34590.1, Symbols: no symbol available , no full name available , chr2:14568956-14570844 REVERSE LENGTH=406
441,Dm_00012917-RA,AT1G16610.7," Symbols: RNPS1, SR45, AtSR45 ", arginine/serine-rich 45 , chr1:5676278-5678686 REVERSE LENGTH=388
442,Dm_00011069-RA,AT4G02940.1, Symbols: ALKBH10B , AtALKBH10B , chr4:1306658-1310699 FORWARD LENGTH=569
443,Dm_00017438-RA,AT5G17670.1, Symbols: no symbol available , no full name available , chr5:5821082-5822600 FORWARD LENGTH=309
444,Dm_00002568-RA,AT1G04910.1, Symbols: no symbol available , no full name available , chr1:1388101-1391074 REVERSE LENGTH=519
445,Dm_00007505-RA,AT5G55190.1," Symbols: ATRAN3, RAN3 "," RAN GTPASE 3, RAN GTPase 3 ", chr5:22392285-22393957 FORWARD LENGTH=221
446,Dm_00010636-RA,AT1G72710.1, Symbols: CKL2 , casein kinase 1-like protein 2 , chr1:27372553-27376178 FORWARD LENGTH=465
447,Dm_00008221-RA,AT4G03500.3, Symbols: no symbol available , no full name available , chr4:1554420-1556571 FORWARD LENGTH=629
448,Dm_00016237-RA,AT5G11390.1, Symbols: WIT1 , WPP domain-interacting protein 1 , chr5:3633971-3636418 FORWARD LENGTH=703
449,Dm_00000608-RA,AT4G15800.1," Symbols: RALF33, RALFL33 ", ralf-like 33 , chr4:8984915-8985265 FORWARD LENGTH=116
450,Dm_00001192-RA,AT3G10290.1, Symbols: no symbol available , no full name available , chr3:3183511-3185324 REVERSE LENGTH=355
451,Dm_00017886-RA,AT4G20170.1, Symbols: GALS3 , galactan synthase 3 , chr4:10896810-10898794 FORWARD LENGTH=504
452,Dm_00017483-RA,AT4G40060.1," Symbols: ATHB16, ATHB-16, HB16 ", homeobox protein 16 , chr4:18571682-18572774 REVERSE LENGTH=294
453,Dm_00002167-RA,NA,,,
454,Dm_00008505-RA,AT2G46370.4," Symbols: FIN219, JAR1, AtGH3.11 "," FAR-RED INSENSITIVE 219, JASMONATE RESISTANT 1 ", chr2:19034233-19036369 FORWARD LENGTH=586
455,Dm_00002297-RA,AT5G01320.1, Symbols: no symbol available , no full name available , chr5:129484-131625 REVERSE LENGTH=603
456,Dm_00003259-RA,AT5G61910.4, Symbols: no symbol available , no full name available , chr5:24855908-24863729 REVERSE LENGTH=1346
457,Dm_00004550-RA,AT1G53540.1, Symbols: HSP17.6C ,  , chr1:19980510-19980983 FORWARD LENGTH=157
458,Dm_00007907-RA,AT3G16260.1, Symbols: TRZ4 , tRNAse Z4 , chr3:5509397-5513118 FORWARD LENGTH=942
459,Dm_00012373-RA,AT3G56891.2, Symbols: AtHMP32 , HEAVY METAL ASSOCIATED PROTEIN 32 , chr3:21064199-21064752 REVERSE LENGTH=143
460,Dm_00013410-RA,AT2G17760.1, Symbols: no symbol available , no full name available , chr2:7713488-7716269 FORWARD LENGTH=513
461,Dm_00017967-RA,AT4G24660.2," Symbols: MEE68, HB22, ATHB22, ZHD2 "," HOMEOBOX PROTEIN 22, ZINC FINGER HOMEODOMAIN 2, MATERNAL EFFECT EMBRYO ARREST 68, homeobox protein 22 ", chr4:12722912-12725513 REVERSE LENGTH=231
462,Dm_00015210-RA,AT3G49210.1, Symbols: WSD6 , WS /DGAT 6 , chr3:18238216-18241161 REVERSE LENGTH=518
463,Dm_00020642-RA,AT1G18210.2, Symbols: no symbol available , no full name available , chr1:6268273-6268785 REVERSE LENGTH=170
464,Dm_00011898-RA,AT5G06560.1, Symbols: MyoB7 ,  , chr5:2003678-2005543 REVERSE LENGTH=518
465,Dm_00013800-RA,AT1G69200.1, Symbols: FLN2 , fructokinase-like 2 , chr1:26016024-26018365 FORWARD LENGTH=614
466,Dm_00001479-RA,AT4G24150.3," Symbols: AtGRF8, GRF8 ", growth-regulating factor 8 , chr4:12537671-12539387 FORWARD LENGTH=430
467,Dm_00001877-RA,AT5G48060.1, Symbols: MCTP2 , multiple C2 domain and transmembrane region protein 2 , chr5:19475296-19478878 FORWARD LENGTH=1036
468,Dm_00003690-RA,AT1G04120.1," Symbols: ABCC5, ATABCC5, MRP5, ATMRP5 "," Arabidopsis thaliana ATP-binding cassette C5, multidrug resistance-associated protein 5, MULTIDRUG RESISTANCE PROTEIN 5, ATP-binding cassette C5 ", chr1:1064848-1070396 REVERSE LENGTH=1514
469,Dm_00004454-RA,AT1G03920.3, Symbols: NDR2 , nuclear Dbf2-related 2 , chr1:1001473-1004240 FORWARD LENGTH=569
470,Dm_00006467-RA,NA,,,
471,Dm_00012078-RA,AT1G12220.2, Symbols: RPS5 , RESISTANT TO P. SYRINGAE 5 , chr1:4145011-4147680 FORWARD LENGTH=889
472,Dm_00012845-RA,AT1G22540.1, Symbols: NPF5.10 ,  , chr1:7964202-7966222 FORWARD LENGTH=557
473,Dm_00014071-RA,AT3G57680.1, Symbols: CtpB ,  , chr3:21381054-21383629 FORWARD LENGTH=519
474,Dm_00017785-RA,AT4G22190.1, Symbols: no symbol available , no full name available , chr4:11742102-11743265 REVERSE LENGTH=387
475,Dm_00000255-RA,AT3G02645.1, Symbols: no symbol available , no full name available , chr3:566271-567860 FORWARD LENGTH=529
476,Dm_00001634-RA,AT3G05700.1, Symbols: Dil9-3 , drought-induced protein19 , chr3:1682432-1684323 REVERSE LENGTH=223
477,Dm_00006660-RA,AT2G20920.1, Symbols: no symbol available , no full name available , chr2:8998728-8999789 FORWARD LENGTH=287
478,Dm_00006740-RA,AT1G68560.1," Symbols: XYL1, GH31, TRG1, ATXYL1, AXY3 "," altered xyloglucan 3, ALPHA-XYLOSIDASE 1, alpha-xylosidase 1, thermoinhibition resistant germination 1 ", chr1:25734435-25737897 REVERSE LENGTH=915
479,Dm_00012774-RA,AT3G62760.1, Symbols: ATGSTF13 ,  , chr3:23217425-23218246 REVERSE LENGTH=219
480,Dm_00013924-RA,AT1G78700.1, Symbols: BEH4 , BES1/BZR1 homolog 4 , chr1:29599854-29601539 FORWARD LENGTH=325
481,Dm_00020460-RA,AT1G16720.1, Symbols: HCF173 , high chlorophyll fluorescence phenotype 173 , chr1:5723161-5726248 FORWARD LENGTH=598
482,Dm_00011892-RA,AT5G04250.2, Symbols: no symbol available , no full name available , chr5:1176397-1178492 FORWARD LENGTH=345
483,Dm_00011520-RA,AT5G25830.1, Symbols: GATA12 , GATA transcription factor 12 , chr5:9004398-9005502 REVERSE LENGTH=331
484,Dm_00012924-RA,AT5G64410.1," Symbols: ATOPT4, OPT4 "," ARABIDOPSIS THALIANA OLIGOPEPTIDE TRANSPORTER 4, oligopeptide transporter 4 ", chr5:25750921-25754974 REVERSE LENGTH=729
485,Dm_00004428-RA,AT4G30340.1," Symbols: ATDGK7, DGK7 ", diacylglycerol kinase 7 , chr4:14838465-14840941 REVERSE LENGTH=492
486,Dm_00018263-RA,NA,,,
487,Dm_00001470-RA,AT2G29990.1, Symbols: NDA2 , alternative NAD(P)H dehydrogenase 2 , chr2:12793562-12795913 REVERSE LENGTH=508
488,Dm_00007939-RA,AT3G55605.1, Symbols: no symbol available , no full name available , chr3:20622668-20623889 FORWARD LENGTH=258
489,Dm_00005943-RA,AT2G40890.1," Symbols: REF8, CYP98A3 "," ""cytochrome P450, family 98, subfamily A, polypeptide 3"", REDUCED EPIDERMAL FLUORESCENCE 8 ", chr2:17058291-17060532 REVERSE LENGTH=508
490,Dm_00002365-RA,AT2G31670.1, Symbols: UP3 , UP3 , chr2:13472699-13473490 REVERSE LENGTH=263
491,Dm_00002774-RA,AT1G18390.2," Symbols: LRK10L1.1, LRK10L1.2 "," Leaf rust 10 disease-resistance locus receptor- like protein kinase-like 1.2, Leaf rust 10 disease-resistance locus receptor- like protein kinase-like 1.1 ", chr1:6327463-6329935 FORWARD LENGTH=654
492,Dm_00003215-RA,AT4G37080.3, Symbols: no symbol available , no full name available , chr4:17473719-17476716 FORWARD LENGTH=610
493,Dm_00015858-RA,AT4G29010.1, Symbols: AIM1 , ABNORMAL INFLORESCENCE MERISTEM , chr4:14297312-14302016 REVERSE LENGTH=721
494,Dm_00002892-RA,NA,,,
495,Dm_00006177-RA,AT5G54470.1, Symbols: BBX29 , B-box domain protein 29 , chr5:22114584-22115315 REVERSE LENGTH=215
496,Dm_00009755-RA,AT1G78290.3," Symbols: SNRK2-8, SRK2C, SNRK2.8 "," SNF1-RELATED PROTEIN KINASE 2-8, SNF1-RELATED PROTEIN KINASE 2.8, SNF1-RELATED PROTEIN KINASE 2C ", chr1:29457457-29458909 REVERSE LENGTH=343
497,Dm_00002994-RA,AT1G47890.1," Symbols: AtRLP7, RLP7 ", receptor like protein 7 , chr1:17643976-17647035 FORWARD LENGTH=1019
498,Dm_00014334-RA,AT5G54250.4," Symbols: DND2, HLM1, ATCNGC4, CNGC4 "," cyclic nucleotide-gated cation channel 4, ""DEFENSE, NO DEATH 2"" ", chr5:22025684-22029971 REVERSE LENGTH=694
499,Dm_00018211-RA,AT1G50020.1, Symbols: no symbol available , no full name available , chr1:18520144-18521600 REVERSE LENGTH=209
500,Dm_00019001-RA,AT2G22475.1, Symbols: GEM , GL2-EXPRESSION MODULATOR , chr2:9541523-9544778 FORWARD LENGTH=299
501,Dm_00002707-RA,AT4G09140.1," Symbols: ATMLH1, MLH1 "," MUTL-homologue 1, ARABIDOPSIS THALIANA MUTL-HOMOLOGUE 1 ", chr4:5817107-5821035 REVERSE LENGTH=737
502,Dm_00001912-RA,AT5G23520.2, Symbols: no symbol available , no full name available , chr5:7929591-7931296 REVERSE LENGTH=435
503,Dm_00012073-RA,AT4G01950.1," Symbols: ATGPAT3, GPAT3 ", GLYCEROL-3-PHOSPHATE sn-2-ACYLTRANSFERASE 3 , chr4:844597-846710 REVERSE LENGTH=520
504,Dm_00009413-RA,AT1G79020.1, Symbols: no symbol available , no full name available , chr1:29727282-29730059 REVERSE LENGTH=453
505,Dm_00003532-RA,AT1G07350.6, Symbols: SR45a , serine/arginine rich-like protein 45a , chr1:2258751-2259586 REVERSE LENGTH=203
506,Dm_00007000-RA,AT4G30080.1, Symbols: ARF16 , auxin response factor 16 , chr4:14703369-14705564 REVERSE LENGTH=670
507,Dm_00009902-RA,AT1G68890.1, Symbols: PHYLLO , PHYLLO , chr1:25896988-25906553 FORWARD LENGTH=1715
508,Dm_00011086-RA,AT4G31600.1, Symbols: UTr7 , UDP-galactose transporter 7 , chr4:15315232-15316909 REVERSE LENGTH=323
509,Dm_00017844-RA,AT2G23360.1, Symbols: no symbol available , no full name available , chr2:9949420-9952727 FORWARD LENGTH=898
510,Dm_00001820-RA,AT1G09280.1, Symbols: no symbol available , no full name available , chr1:2998209-3001253 REVERSE LENGTH=581
511,Dm_00002667-RA,NA,,,
512,Dm_00001585-RA,AT3G51730.1, Symbols: no symbol available , no full name available , chr3:19186970-19188436 FORWARD LENGTH=213
513,Dm_00006026-RA,NA,,,
514,Dm_00010466-RA,AT2G32030.1, Symbols: no symbol available , no full name available , chr2:13632675-13633241 REVERSE LENGTH=188
515,Dm_00013315-RA,AT3G20860.1," Symbols: NEK5, ATNEK5 ", NIMA-related kinase 5 , chr3:7306180-7308434 FORWARD LENGTH=416
516,Dm_00014477-RA,AT4G00430.1," Symbols: PIP1E, TMP-C, PIP1;4 "," plasma membrane intrinsic protein 1;4, PLASMA MEMBRANE INTRINSIC PROTEIN 1E, TRANSMEMBRANE PROTEIN C ", chr4:186143-187531 REVERSE LENGTH=287
517,Dm_00019657-RA,AT5G18840.1, Symbols: no symbol available , no full name available , chr5:6282954-6286399 FORWARD LENGTH=482
518,Dm_00020498-RA,AT4G31020.2, Symbols: ABAPT8 , ABHD17 (Alpha/Beta Hydrolase Domain-containing Protein 17)-like Acyl Protein Thioesterase 8 , chr4:15108832-15110079 REVERSE LENGTH=294
519,Dm_00015225-RA,AT5G39670.1, Symbols: CML46 , CALMODULIN-LIKE 46 , chr5:15883270-15883884 FORWARD LENGTH=204
520,Dm_00016831-RA,AT5G54500.1, Symbols: FQR1 , flavodoxin-like quinone reductase 1 , chr5:22124674-22126256 FORWARD LENGTH=204
521,Dm_00000417-RA,AT1G18010.1, Symbols: no symbol available , no full name available , chr1:6199980-6201359 FORWARD LENGTH=459
522,Dm_00003377-RA,AT4G38400.1," Symbols: ATEXPL2, ATEXLA2, ATHEXP BETA 2.2, EXPL2, EXLA2 "," EXPANSIN L2, expansin-like A2 ", chr4:17978675-17979665 REVERSE LENGTH=265
523,Dm_00018726-RA,AT2G27230.2, Symbols: LHW , LONESOME HIGHWAY , chr2:11650895-11653840 FORWARD LENGTH=650
524,Dm_00007827-RA,AT5G56340.1," Symbols: ATCRT1, BTL04 ", BCA2####zinc finger ATL 4 , chr5:22818254-22819444 FORWARD LENGTH=396
525,Dm_00010015-RA,AT3G13470.1," Symbols: CPNB2, Cpn60beta2 ", chaperonin-60beta2 , chr3:4389685-4392624 FORWARD LENGTH=596
526,Dm_00000003-RA,AT3G54200.1, Symbols: NHL39 ,  , chr3:20065731-20066438 FORWARD LENGTH=235
527,Dm_00001554-RA,AT4G20780.1, Symbols: CML42 , calmodulin like 42 , chr4:11133309-11133884 REVERSE LENGTH=191
528,Dm_00002956-RA,AT1G63700.2," Symbols: EMB71, MAPKKK4, YDA "," EMBRYO DEFECTIVE 71, MAP KINASE KINASE KINASE 4, YODA ", chr1:23625208-23629031 REVERSE LENGTH=883
529,Dm_00010360-RA,AT2G29110.2," Symbols: GLR2.8, ATGLR2.8 ", glutamate receptor 2.8 , chr2:12506880-12510555 REVERSE LENGTH=948
530,Dm_00020564-RA,AT1G28280.2, Symbols: MVQ1 , MPK3/6-targeted VQP 1 , chr1:9886297-9887395 REVERSE LENGTH=243
531,Dm_00002298-RA,AT4G18550.1," Symbols: DSEL, AtDSEL "," DAD1-like seeding establishment-related lipase, Arabidopsis thaliana DAD1-like seeding establishment-related lipase ", chr4:10225006-10226862 REVERSE LENGTH=419
532,Dm_00013855-RA,NA,,,
533,Dm_00020324-RA,AT3G25400.1, Symbols: no symbol available , no full name available , chr3:9213236-9214144 FORWARD LENGTH=141
534,Dm_00011900-RA,AT5G01360.1, Symbols: TBL3 , TRICHOME BIREFRINGENCE-LIKE 3 , chr5:147608-149316 REVERSE LENGTH=434
535,Dm_00021082-RA,AT5G13180.1," Symbols: VNI2, NAC083, ANAC083 "," VND-interacting 2, NAC domain containing protein 83 ", chr5:4196643-4197577 FORWARD LENGTH=252
536,Dm_00014901-RA,AT4G26140.1, Symbols: BGAL12 , beta-galactosidase 12 , chr4:13243219-13247823 REVERSE LENGTH=728
537,Dm_00009331-RA,AT1G07670.2," Symbols: ATECA4, ECA4 ", endomembrane-type CA-ATPase 4 , chr1:2370305-2374196 REVERSE LENGTH=1061
538,Dm_00015098-RA,AT2G30040.1, Symbols: MAPKKK14 , mitogen-activated protein kinase kinase kinase 14 , chr2:12821747-12823138 FORWARD LENGTH=463
539,Dm_00000115-RA,NA,,,
540,Dm_00003968-RA,AT4G09040.1, Symbols: CP33C ,  , chr4:5795075-5797315 REVERSE LENGTH=304
541,Dm_00001339-RA,AT1G08190.1," Symbols: ZIP2, ATVPS41, ATVAM2, VAM2, VPS41 "," VACUOLAR PROTEIN SORTING 41, vacuolar protein sorting 41, ZIGZAG SUPPRESSOR 2 ", chr1:2567652-2573142 FORWARD LENGTH=980
542,Dm_00000489-RA,AT3G28150.1," Symbols: AXY4L, TBL22 "," TRICHOME BIREFRINGENCE-LIKE 22, ALTERED XYLOGLUCAN 4-LIKE ", chr3:10471960-10473735 REVERSE LENGTH=414
543,Dm_00000847-RA,AT1G50840.2," Symbols: PolIA, POLGAMMA2 "," polymerase gamma 2, polymerase I A ", chr1:18839277-18844313 FORWARD LENGTH=1051
544,Dm_00004608-RA,AT3G21700.3," Symbols: SGP2, ATSGP2 ",  , chr3:7644581-7646190 FORWARD LENGTH=292
545,Dm_00016130-RA,AT2G17250.1," Symbols: NOC4, EMB2762 "," EMBRYO DEFECTIVE 2762, NucleOlar Complex associated 4 ", chr2:7499573-7502957 FORWARD LENGTH=577
