Orthogroup	S_lycopersicum.proteins	V_vinifera.proteins
OG0005183	Solyc02g030080.3.1	VIT_205s0077g01710.8, VIT_205s0077g01710.7, VIT_205s0077g01710.1, VIT_205s0077g01710.3, VIT_205s0077g01710.2, VIT_205s0077g01710.4, VIT_205s0077g01710.5, VIT_205s0077g01710.6
OG0005184	Solyc08g080400.1.1, Solyc01g009840.2.1	VIT_202s0025g04000.1
OG0005185	Solyc04g081470.3.1	VIT_218s0001g14320.1
OG0005185	Solyc11g071220.2.1	VIT_204s0008g03410.1
OG0005186	Solyc05g047520.3.1, Solyc12g017860.2.1	VIT_211s0065g00340.4, VIT_211s0065g00340.1, VIT_211s0065g00340.2, VIT_211s0065g00340.5, VIT_211s0065g00340.6, VIT_211s0065g00340.3
OG0005187	Solyc10g006600.3.1	VIT_216s0039g02500.3, VIT_216s0039g02500.1, VIT_216s0039g02500.2, VIT_216s0039g02500.4, VIT_216s0039g02500.5
OG0005188	Solyc03g116460.3.1	VIT_209s0002g06280.1
OG0005189	Solyc12g044740.2.1	VIT_209s0002g02500.1
OG0005190	Solyc02g068120.3.1, Solyc02g094130.3.1	VIT_214s0068g02040.1
OG0005191	Solyc03g119990.3.1, Solyc06g067890.3.1	VIT_209s0002g05740.2, VIT_209s0002g05740.3, VIT_209s0002g05740.1
OG0005192	Solyc12g096030.1.1	VIT_204s0008g01660.1
OG0005193	Solyc08g080120.3.1	VIT_202s0025g04630.1, VIT_202s0025g04630.2
OG0005194	Solyc09g010460.3.1, Solyc10g084670.2.1	VIT_214s0060g01630.3, VIT_214s0060g01630.1, VIT_214s0060g01630.2
OG0005195	Solyc06g063290.3.1	VIT_209s0054g00600.3, VIT_209s0054g00600.2, VIT_209s0054g00600.1, VIT_209s0054g00600.4
OG0005196	Solyc06g066790.3.1, Solyc03g120350.3.1	VIT_209s0002g05110.1
OG0005197	Solyc02g082030.3.1	VIT_205s0102g01210.4, VIT_205s0102g01210.5, VIT_205s0102g01210.6, VIT_205s0102g01210.7, VIT_205s0102g01210.2, VIT_205s0102g01210.3, VIT_205s0102g01210.1
OG0005198	Solyc03g097060.3.1	VIT_219s0014g00560.7, VIT_219s0014g00560.1, VIT_219s0014g00560.4, VIT_219s0014g00560.6, VIT_219s0014g00560.5, VIT_219s0014g00560.3, VIT_219s0014g00560.2
OG0005199	Solyc08g065940.3.1, Solyc12g008660.1.1	VIT_211s0016g02790.1, VIT_204s0008g00610.1
OG0005200	Solyc06g065950.3.1	VIT_204s0008g05650.1
OG0005201	Solyc02g080500.3.1, Solyc03g031680.3.1	VIT_210s0116g01850.3, VIT_210s0116g01850.2, VIT_210s0116g01850.4, VIT_210s0116g01850.1
OG0005202	Solyc03g058330.3.1	VIT_208s0007g06440.1
OG0005203	Solyc08g081920.3.1	VIT_202s0025g01010.1, VIT_202s0025g01010.2, VIT_202s0025g01010.4, VIT_202s0025g01010.3
OG0005204	Solyc03g116760.3.1	VIT_209s0002g07060.1
OG0005205	Solyc05g050490.3.1, Solyc10g017810.2.1, Solyc01g091880.3.1	VIT_215s0048g01100.1, VIT_215s0048g01100.2
OG0005206	Solyc06g068040.3.1, Solyc03g116500.3.1	VIT_209s0002g06380.2, VIT_209s0002g06380.1
OG0005207	Solyc01g009620.3.1, Solyc01g009630.3.1	VIT_216s0050g00030.4, VIT_216s0050g00030.5
OG0005208	Solyc01g056580.3.1	VIT_214s0066g01240.3, VIT_214s0066g01240.4
OG0005208	Solyc12g014530.2.1	VIT_214s0066g01240.1, VIT_214s0066g01240.2
OG0005209	Solyc04g071880.3.1	VIT_209s0054g00700.1, VIT_209s0054g00700.3, VIT_209s0054g00700.4, VIT_209s0054g00700.2
OG0005210	Solyc07g005970.3.1	VIT_211s0037g00730.2, VIT_211s0037g00730.3, VIT_211s0037g00730.1
OG0005211	Solyc12g010320.2.1, Solyc07g005210.3.1	VIT_211s0206g00120.1
OG0005212	Solyc03g025890.2.1	VIT_216s0100g01310.7, VIT_216s0100g01310.6, VIT_216s0100g01310.5, VIT_216s0100g01310.4, VIT_216s0100g01310.2, VIT_216s0100g01310.1, VIT_216s0100g01310.3
OG0005213	Solyc03g121530.3.1	VIT_209s0002g02110.1, VIT_209s0002g02110.2, VIT_209s0002g02110.3
OG0005214	Solyc07g006350.3.1	VIT_211s0037g01410.1, VIT_211s0037g01410.3, VIT_211s0037g01410.2
OG0005215	Solyc07g007310.3.1, Solyc07g007300.3.1	VIT_211s0118g00610.4, VIT_211s0118g00610.5, VIT_211s0118g00610.10, VIT_211s0118g00610.6, VIT_211s0118g00610.1, VIT_211s0118g00610.2, VIT_211s0118g00610.3, VIT_211s0118g00610.11, VIT_211s0118g00610.8, VIT_211s0118g00610.9, VIT_211s0118g00610.7
OG0005216	Solyc03g122370.3.1	VIT_209s0002g01120.1, VIT_209s0002g01120.2
OG0005217	Solyc12g056350.2.1	VIT_202s0025g03940.1
OG0005218	Solyc08g065220.3.1	VIT_211s0016g02280.1, VIT_204s0008g01300.1, VIT_204s0008g01300.2
OG0005219	Solyc07g005180.3.1	VIT_211s0206g00100.1, VIT_200s0912g00010.1
OG0005220	Solyc03g121790.2.1	VIT_209s0002g01700.1
OG0005221	Solyc12g007240.2.1, Solyc07g018370.2.1	VIT_211s0016g03500.2, VIT_211s0016g03500.1, VIT_211s0016g03500.3
OG0005222	Solyc08g068370.3.1, Solyc11g071270.2.1	VIT_204s0008g03720.1, VIT_204s0008g03720.2
OG0005223	Solyc10g078160.2.1, Solyc10g081010.2.1	VIT_208s0040g00630.1, VIT_208s0040g00630.2
OG0005224	Solyc11g069480.2.1	VIT_213s0019g04330.1, VIT_208s0040g01830.1, VIT_208s0040g01830.2, VIT_206s0004g02790.1
OG0005225	Solyc06g005000.3.1	VIT_206s0004g03320.1
OG0005226	Solyc11g061760.2.1, Solyc12g100050.2.1	VIT_206s0004g01810.10, VIT_206s0004g01810.5, VIT_206s0004g01810.2, VIT_206s0004g01810.11, VIT_206s0004g01810.7, VIT_206s0004g01810.6, VIT_206s0004g01810.4, VIT_206s0004g01810.9, VIT_206s0004g01810.1, VIT_206s0004g01810.3, VIT_206s0004g01810.8
OG0005227	Solyc09g013130.3.1, Solyc10g085060.2.1	VIT_208s0007g01790.2, VIT_208s0007g01790.1
OG0005228	Solyc07g053700.3.1	VIT_212s0028g03190.1, VIT_212s0028g03190.5, VIT_212s0028g03190.3, VIT_212s0028g03190.4, VIT_212s0028g03190.2
OG0005229	Solyc11g044900.2.1, Solyc09g091860.3.1	VIT_207s0031g02870.2, VIT_207s0031g02870.4, VIT_207s0031g02870.3, VIT_207s0031g02870.1
OG0005230	Solyc07g056230.3.1, Solyc07g045490.2.1	VIT_212s0028g00530.1
OG0005230	Solyc02g070660.3.1	VIT_210s0003g03125.1, VIT_210s0003g03125.2
OG0005231	Solyc11g068900.1.1, Solyc11g068895.1.1, Solyc06g074050.2.1	VIT_206s0080g01220.1
OG0005232	Solyc02g021240.3.1, Solyc12g042300.2.1	VIT_201s0011g06620.1
OG0005234	Solyc12g014100.2.1	VIT_219s0014g01800.3, VIT_219s0014g01800.1, VIT_219s0014g01800.6, VIT_219s0014g01800.7, VIT_219s0014g01800.10, VIT_219s0014g01800.8, VIT_219s0014g01800.9, VIT_219s0014g01800.5, VIT_219s0014g01800.2
OG0005235	Solyc02g091720.2.1	VIT_203s0097g00660.1
OG0005236	Solyc10g084420.2.1	VIT_208s0040g02960.2, VIT_208s0040g02960.1
OG0005237	Solyc02g093590.3.1	VIT_214s0219g00220.1
OG0005238	Solyc04g009820.3.1, Solyc11g006230.2.1	VIT_207s0005g02950.1, VIT_214s0081g00200.2, VIT_214s0081g00200.1
OG0005239	Solyc03g119170.3.1	VIT_217s0000g03250.1
OG0005240	Solyc01g056830.3.1, Solyc01g056810.3.1, Solyc10g081580.2.1	VIT_208s0032g00440.1, VIT_208s0032g00440.2
OG0005241	Solyc12g005760.2.1, Solyc07g052600.3.1	VIT_212s0059g02470.1
OG0005242	Solyc04g015600.3.1, Solyc10g079170.2.1	VIT_201s0113g00350.1, VIT_208s0007g08450.1
OG0005243	Solyc10g006390.3.1	VIT_212s0059g02300.3, VIT_212s0059g02300.4, VIT_212s0059g02300.1, VIT_212s0059g02300.2
OG0005244	Solyc06g076850.3.1	VIT_206s0004g06290.2, VIT_206s0004g06290.1, VIT_206s0004g06290.3
OG0005245	Solyc01g005920.2.1, Solyc01g034080.1.1	VIT_206s0004g00790.1, VIT_206s0004g00800.1
OG0005246	Solyc07g053870.3.1	VIT_212s0028g03440.4, VIT_212s0028g03440.3, VIT_212s0028g03440.2, VIT_212s0028g03440.1
OG0005247	Solyc11g073130.2.1	VIT_206s0004g04130.8, VIT_206s0004g04130.13, VIT_206s0004g04130.4, VIT_206s0004g04130.1, VIT_206s0004g04130.2, VIT_206s0004g04130.3, VIT_206s0004g04130.9, VIT_206s0004g04130.5, VIT_206s0004g04130.6, VIT_206s0004g04130.11, VIT_206s0004g04130.12, VIT_206s0004g04130.7, VIT_206s0004g04130.10
OG0005248	Solyc04g025825.1.1	VIT_213s0073g00130.4
OG0005249	Solyc08g016750.3.1, Solyc04g008590.3.1	VIT_204s0043g00720.1
OG0005250	Solyc02g068430.3.1	VIT_201s0011g01320.2
OG0005251	Solyc06g049060.3.1	VIT_213s0067g02960.1
OG0005252	Solyc11g069040.3.1	VIT_206s0061g00460.2, VIT_206s0061g00460.1, VIT_206s0061g00460.4, VIT_206s0061g00460.5
OG0005253	Solyc01g081300.3.1	VIT_218s0001g07060.1
OG0005254	Solyc10g078300.2.1	VIT_208s0040g00890.3, VIT_208s0040g00890.2, VIT_208s0040g00890.1
OG0005255	Solyc05g053220.3.1	VIT_205s0020g00780.1
OG0005256	Solyc03g111030.3.1	VIT_200s0201g00060.1, VIT_200s0201g00060.4, VIT_200s0201g00060.3, VIT_200s0201g00060.2
OG0005257	Solyc02g065500.3.1	VIT_214s0006g00695.1, VIT_214s0036g01186.1, VIT_219s0090g00270.3, VIT_219s0090g00270.2, VIT_219s0090g00270.4, VIT_219s0090g00270.1
OG0005258	Solyc04g015680.3.1, Solyc04g015690.3.1	VIT_208s0007g08490.1
OG0005259	Solyc07g055330.3.1	VIT_212s0028g01560.1, VIT_212s0028g01570.2, VIT_212s0028g01570.1
OG0005260	Solyc02g093690.3.1	VIT_214s0219g00140.3, VIT_214s0219g00140.1, VIT_214s0219g00140.2
OG0005261	Solyc01g068340.3.1	VIT_213s0019g01290.1
OG0005262	Solyc06g083230.3.1	VIT_203s0132g00150.1, VIT_201s0026g02630.1
OG0005263	Solyc07g053190.3.1	VIT_213s0074g00710.4, VIT_213s0074g00710.6, VIT_213s0074g00710.5, VIT_213s0074g00710.3, VIT_213s0074g00710.1, VIT_213s0074g00710.2
OG0005264	Solyc02g036300.3.1, Solyc02g036310.3.1, Solyc02g036290.3.1	VIT_210s0116g00870.1, VIT_210s0116g00870.2
OG0005265	Solyc10g078670.2.1, Solyc10g080410.2.1	VIT_208s0007g06160.2, VIT_208s0007g06160.1
OG0005266	Solyc04g011600.3.1, Solyc05g053030.1.1	VIT_213s0019g01990.1
OG0005267	Solyc10g078270.2.1, Solyc10g080990.2.1, Solyc10g080980.2.1	VIT_213s0084g00090.1, VIT_208s0040g00800.1
OG0005268	Solyc10g077080.2.1, Solyc10g081120.2.1	VIT_208s0040g00320.1
OG0005269	Solyc05g015790.2.1, Solyc10g005200.3.1, Solyc02g082140.3.1	VIT_201s0010g00060.1
OG0005270	Solyc02g082100.3.1, Solyc10g005220.3.1	VIT_201s0010g00340.4, VIT_201s0010g00340.2, VIT_201s0010g00340.3, VIT_201s0010g00340.1
OG0005271	Solyc06g072930.4.1	VIT_216s0039g02590.1
OG0005272	Solyc07g064730.2.1, Solyc07g064720.3.1	VIT_219s0090g00660.1, VIT_219s0090g00660.2
OG0005273	Solyc10g074920.2.1	VIT_208s0058g01460.1, VIT_208s0058g01480.1
OG0005275	Solyc02g067180.3.1	VIT_214s0108g01110.1, VIT_214s0108g01110.2, VIT_214s0108g01110.4, VIT_214s0108g01110.3
OG0005276	Solyc01g073910.3.1, Solyc10g080540.2.1	VIT_208s0007g06670.3, VIT_208s0007g06670.1, VIT_208s0007g06670.2
OG0005277	Solyc02g071570.3.1	VIT_210s0003g02210.6, VIT_210s0003g02210.4, VIT_210s0003g02210.2, VIT_210s0003g02210.1, VIT_210s0003g02210.3, VIT_210s0003g02210.5
OG0005278	Solyc03g063220.2.1	VIT_208s0007g06370.1, VIT_208s0007g06370.3, VIT_208s0007g06370.2
OG0005279	Solyc09g074570.1.1, Solyc06g008760.1.1	VIT_207s0104g01390.1
OG0005280	Solyc06g062810.1.1, Solyc03g121830.1.1	VIT_209s0002g01770.2, VIT_209s0002g01770.1, VIT_209s0002g01770.4, VIT_209s0002g01770.3, VIT_211s0016g01900.1
OG0005282	Solyc03g112130.1.1	VIT_217s0000g09400.1
OG0005283	Solyc02g094360.3.1	VIT_214s0068g01560.1
OG0005284	Solyc12g087970.2.1, Solyc04g076360.3.1	VIT_218s0001g07620.1, VIT_218s0001g07620.3, VIT_218s0001g07620.2
OG0005285	Solyc01g111150.2.1, Solyc10g054880.2.1	VIT_203s0038g01820.1
OG0005286	Solyc09g061430.3.1, Solyc06g083520.3.1	VIT_207s0005g05860.5, VIT_207s0005g05860.7, VIT_207s0005g05860.2, VIT_207s0005g05860.4, VIT_207s0005g05860.1, VIT_207s0005g05860.6, VIT_207s0005g05860.3
OG0005287	Solyc10g074880.2.1, Solyc09g031940.1.1	VIT_208s0056g00560.3, VIT_208s0056g00560.1, VIT_208s0056g00560.2
OG0005288	Solyc03g117970.3.1	VIT_207s0005g03040.2, VIT_207s0005g03040.1
OG0005289	Solyc01g095210.3.1	VIT_215s0046g01750.2, VIT_215s0046g01750.1, VIT_215s0046g01750.3, VIT_215s0046g01750.4
OG0005290	Solyc12g035500.2.1	VIT_201s0010g03390.1, VIT_205s0051g01070.1
OG0005291	Solyc12g009410.2.1, Solyc12g009400.2.1	VIT_215s0048g02580.3, VIT_215s0048g02580.4, VIT_215s0048g02580.2
OG0005291	Solyc07g042920.2.1	VIT_215s0048g02580.1
OG0005292	Solyc01g096160.3.1	VIT_215s0046g00110.1, VIT_215s0046g00110.2, VIT_215s0046g00110.4
OG0005293	Solyc03g083420.3.1	VIT_216s0098g00330.2, VIT_216s0098g00330.1
OG0005294	Solyc08g014600.3.1	VIT_205s0094g01350.1, VIT_205s0094g01340.1
OG0005295	Solyc02g078980.3.1	VIT_215s0024g00050.1, VIT_215s0024g00050.2, VIT_215s0024g00050.3, VIT_215s0024g00050.5, VIT_215s0024g00050.7, VIT_215s0024g00050.8, VIT_215s0024g00050.4, VIT_215s0024g00050.6
OG0005296	Solyc12g015780.2.1	VIT_219s0015g00780.4, VIT_219s0015g00780.5, VIT_219s0015g00780.3, VIT_219s0015g00780.1, VIT_219s0015g00780.6, VIT_219s0015g00780.2
OG0005297	Solyc09g082680.3.1	VIT_205s0020g04100.1, VIT_205s0020g04100.2
OG0005298	Solyc01g067790.3.1	VIT_205s0020g02070.5, VIT_205s0020g02070.6, VIT_205s0020g02070.3, VIT_205s0020g02070.2, VIT_205s0020g02070.4, VIT_205s0020g02070.1
OG0005299	Solyc05g049900.3.1	VIT_215s0046g02870.1, VIT_215s0046g02870.2, VIT_215s0046g02870.4, VIT_215s0046g02870.3
OG0005300	Solyc01g095907.1.1, Solyc10g009480.3.1	VIT_215s0046g00730.3, VIT_215s0046g00730.2, VIT_215s0046g00730.1
OG0005301	Solyc08g082430.3.1, Solyc08g008340.3.1	VIT_202s0025g01500.2, VIT_202s0025g01500.4, VIT_202s0025g01500.3, VIT_202s0025g01500.1
OG0005302	Solyc06g060060.3.1	VIT_218s0001g01830.2, VIT_218s0001g01830.1
OG0005303	Solyc09g074930.3.1	VIT_207s0005g00170.1
OG0005303	Solyc01g099680.3.1	VIT_214s0060g02140.1
OG0005304	Solyc11g005800.2.1	VIT_204s0044g01090.3, VIT_204s0044g01090.8, VIT_204s0044g01090.7, VIT_204s0044g01090.5, VIT_204s0044g01090.2, VIT_204s0044g01090.1, VIT_204s0044g01090.6, VIT_204s0044g01090.4
OG0005305	Solyc12g099010.2.1	VIT_205s0020g00560.1, VIT_205s0020g00030.1
OG0005306	Solyc09g083130.3.1, Solyc03g005340.3.1, Solyc09g083105.1.1, Solyc09g083120.3.1	VIT_205s0020g04590.1
OG0005307	Solyc09g065700.3.1	VIT_200s0179g00210.1
OG0005308	Solyc09g025250.3.1	VIT_207s0005g03500.1, VIT_207s0005g03500.2
OG0005309	Solyc02g063490.3.1	VIT_200s0373g00040.1
OG0005309	Solyc01g106480.3.1	VIT_203s0088g01190.1
OG0005310	Solyc09g090670.3.1, Solyc12g096950.2.1	VIT_205s0049g01850.4, VIT_205s0049g01850.6, VIT_205s0049g01850.3, VIT_205s0049g01850.5, VIT_205s0049g01850.1, VIT_205s0049g01850.2
OG0005311	Solyc10g024360.2.1, Solyc01g104030.3.1	VIT_212s0034g02240.1, VIT_212s0034g02240.6, VIT_212s0034g02240.8, VIT_212s0034g02240.3, VIT_212s0034g02240.2, VIT_212s0034g02240.4, VIT_212s0034g02240.7, VIT_212s0034g02240.5
OG0005312	Solyc09g090800.2.1, Solyc05g053160.3.1	VIT_205s0049g02240.1
OG0005313	Solyc02g082670.3.1	VIT_218s0122g01140.1, VIT_204s0044g00150.2, VIT_204s0044g00160.2, VIT_219s0027g01650.1, VIT_204s0044g00160.1, VIT_204s0044g00150.1
OG0005314	Solyc05g015043.1.1	VIT_201s0010g02780.7, VIT_201s0010g02780.5, VIT_201s0010g02780.9, VIT_201s0010g02780.8, VIT_201s0010g02780.6, VIT_201s0010g02780.3, VIT_201s0010g02780.1, VIT_201s0010g02780.2, VIT_201s0010g02780.4
OG0005315	Solyc02g083600.3.1	VIT_204s0023g03780.5, VIT_204s0023g03780.9, VIT_204s0023g03780.8, VIT_204s0023g03780.6, VIT_204s0023g03780.3, VIT_204s0023g03780.4, VIT_204s0023g03780.7, VIT_204s0023g03780.2, VIT_204s0023g03780.1
OG0005316	Solyc01g100820.3.1	VIT_214s0060g00840.3
OG0005317	Solyc02g081520.3.1	VIT_204s0069g01020.2, VIT_204s0069g01020.3, VIT_204s0069g01020.5, VIT_204s0069g01020.4, VIT_204s0069g01020.1, VIT_204s0069g01050.1
OG0005318	Solyc02g087710.3.1, Solyc02g087680.1.1, Solyc02g087690.1.1	VIT_214s0108g00040.1
OG0005319	Solyc05g012610.3.1, Solyc04g005490.3.1	VIT_201s0011g00870.1
OG0005320	Solyc11g065540.1.1, Solyc10g083450.2.1, Solyc04g005610.3.1, Solyc05g007770.3.1	VIT_201s0026g02710.2, VIT_201s0026g02710.1
OG0005321	Solyc02g085745.1.1	VIT_214s0006g03260.1
OG0005322	Solyc02g089230.3.1	VIT_214s0083g01010.2, VIT_214s0083g01010.1
OG0005323	Solyc02g086290.1.1, Solyc02g086280.3.1	VIT_214s0006g02646.1, VIT_214s0006g02595.1
OG0005324	Solyc02g086560.3.1	VIT_214s0066g00830.2, VIT_214s0066g00830.3, VIT_214s0066g00830.1
OG0005325	Solyc03g112810.3.1	VIT_217s0000g08630.1, VIT_217s0000g08630.2
OG0005326	Solyc04g074760.3.1	VIT_218s0001g06600.2, VIT_218s0001g06600.1
OG0005327	Solyc11g011770.2.1, Solyc05g051060.3.1	VIT_204s0043g00340.10, VIT_204s0043g00340.4, VIT_204s0043g00340.3, VIT_204s0043g00340.8, VIT_204s0043g00340.9, VIT_204s0043g00340.7, VIT_204s0043g00340.6, VIT_204s0043g00340.5, VIT_204s0043g00340.2, VIT_204s0043g00340.1
OG0005328	Solyc03g119460.3.1	VIT_217s0000g03630.1
OG0005329	Solyc03g097800.3.1	VIT_217s0000g00460.6, VIT_217s0000g00460.1, VIT_217s0000g00460.3, VIT_214s0068g01280.2, VIT_214s0068g01280.1
OG0005330	Solyc02g086200.2.1	VIT_214s0006g02670.2, VIT_214s0006g02670.5, VIT_214s0006g02670.1, VIT_214s0006g02670.4, VIT_214s0006g02670.6, VIT_214s0006g02670.9, VIT_214s0006g02670.7, VIT_214s0006g02670.8, VIT_214s0006g02670.3
OG0005331	Solyc03g096840.3.1, Solyc06g072840.3.1, Solyc06g072845.1.1	VIT_216s0039g02550.1, VIT_216s0039g02550.2, VIT_212s0055g00400.1
OG0005332	Solyc05g012200.3.1	VIT_201s0011g00390.3, VIT_201s0011g00390.9, VIT_201s0011g00390.8, VIT_201s0011g00390.2, VIT_201s0011g00390.1, VIT_201s0011g00390.7, VIT_201s0011g00390.6, VIT_201s0011g00390.4, VIT_201s0011g00390.5
OG0005334	Solyc12g038630.2.1, Solyc03g114740.3.1	VIT_217s0000g04820.1, VIT_217s0000g04820.2
OG0005335	Solyc11g040040.2.1	VIT_201s0010g01390.1, VIT_201s0010g01390.2
OG0005336	Solyc08g076470.3.1	VIT_202s0012g02160.1, VIT_202s0012g02160.2, VIT_202s0012g02160.3, VIT_202s0012g02160.5, VIT_202s0012g02160.4, VIT_202s0012g02160.6
OG0005337	Solyc10g076730.1.1	VIT_201s0011g05410.1, VIT_201s0011g05390.1
OG0005338	Solyc03g113500.3.1	VIT_217s0000g05430.1
OG0005339	Solyc03g110860.3.1, Solyc03g111450.2.1, Solyc06g072040.1.1	VIT_217s0000g01130.1, VIT_217s0000g01130.3, VIT_217s0000g01130.6, VIT_217s0000g01130.2, VIT_217s0000g01130.4, VIT_217s0000g01130.5
OG0005340	Solyc05g052050.1.1, Solyc03g093610.1.1	VIT_216s0013g00890.1
OG0005341	Solyc08g075010.3.1	VIT_202s0087g00390.2, VIT_202s0087g00390.1
OG0005342	Solyc05g005460.3.1	VIT_201s0127g00600.3, VIT_201s0127g00600.1, VIT_201s0127g00600.2, VIT_201s0127g00560.1, VIT_201s0127g00590.1, VIT_201s0127g00520.1, VIT_201s0127g00540.1
OG0005343	Solyc08g075150.3.1	VIT_202s0087g00560.2, VIT_202s0087g00560.1
OG0005344	Solyc07g006180.3.1	VIT_211s0037g01020.1, VIT_211s0037g01020.2
OG0005345	Solyc05g009140.3.1	VIT_201s0011g03830.4, VIT_201s0011g03830.5, VIT_201s0011g03830.3, VIT_201s0011g03830.1, VIT_201s0011g03830.2
OG0005346	Solyc05g008633.1.1	VIT_201s0011g04320.1
OG0005347	Solyc02g036370.3.1	VIT_204s0079g00410.1
OG0005348	Solyc07g045185.1.1, Solyc05g024010.3.1	VIT_201s0146g00360.4, VIT_201s0146g00360.2, VIT_201s0146g00360.5, VIT_201s0146g00360.3, VIT_201s0146g00360.1
OG0005349	Solyc02g089720.2.1, Solyc03g046200.1.1	VIT_214s0083g00340.1, VIT_214s0083g00350.1
OG0005350	Solyc08g076920.3.1, Solyc08g005070.3.1	VIT_202s0012g01330.2, VIT_202s0012g01330.4, VIT_202s0012g01330.3, VIT_202s0012g01330.1
OG0005351	Solyc03g096910.3.1, Solyc06g072800.3.1	VIT_216s0039g02240.1, VIT_216s0039g02240.2
OG0005352	Solyc04g007870.3.1	VIT_214s0006g00920.1, VIT_205s0020g00175.1, VIT_201s0011g05340.1, VIT_201s0011g05340.2
OG0005353	Solyc08g067820.3.1	VIT_201s0127g00370.2, VIT_201s0127g00370.1
OG0005354	Solyc12g094490.2.1	VIT_218s0086g00630.1, VIT_210s0116g00720.4, VIT_210s0116g00720.2, VIT_210s0116g00720.5, VIT_210s0116g00720.1, VIT_210s0116g00720.3
OG0005355	Solyc08g078510.3.1, Solyc01g009760.3.1	VIT_201s0146g00410.1, VIT_201s0146g00410.2, VIT_201s0010g01840.1, VIT_214s0068g01360.1, VIT_214s0068g01360.2, VIT_214s0068g01360.3
OG0005356	Solyc08g077110.3.1, Solyc06g061080.3.1	VIT_202s0012g01040.3, VIT_202s0012g01040.2, VIT_202s0012g01040.1
OG0005357	Solyc03g093880.3.1	VIT_216s0039g02680.1, VIT_216s0039g02680.2, VIT_216s0039g02680.3
OG0005358	Solyc03g098620.3.1	VIT_215s0046g00750.3, VIT_215s0046g00750.2, VIT_215s0046g00750.1
OG0005359	Solyc05g016440.3.1	VIT_201s0011g05540.1
OG0005359	Solyc05g016460.2.1	VIT_201s0011g05520.1
OG0005360	Solyc03g115150.3.1	VIT_217s0000g07280.1, VIT_217s0000g07280.3, VIT_217s0000g07280.2, VIT_217s0000g07280.4, VIT_217s0000g07280.6, VIT_217s0000g07280.5, VIT_217s0000g07280.8, VIT_217s0000g07280.7, VIT_217s0000g07280.9
OG0005361	Solyc03g046590.3.1	VIT_214s0083g00990.1
OG0005362	Solyc05g013500.3.1	VIT_200s0291g00070.1
OG0005363	Solyc08g074600.3.1	VIT_202s0087g00070.1
OG0005367	Solyc06g061215.1.1, Solyc07g054720.2.1	VIT_212s0035g01000.1, VIT_212s0035g01000.2
OG0005370	Solyc05g050920.3.1, Solyc05g050910.3.1	VIT_213s0019g00620.1, VIT_200s0131g00120.1, VIT_213s0019g00660.1
OG0005371	Solyc04g054900.3.1	VIT_200s1188g00010.1, VIT_200s1188g00010.6, VIT_200s1188g00010.3, VIT_200s0662g00020.1, VIT_200s1188g00010.5, VIT_200s1188g00010.2, VIT_200s1188g00010.4
OG0005372	Solyc04g015590.3.1, Solyc10g009503.1.1, Solyc10g009507.1.1, Solyc10g009520.2.1, Solyc10g009505.1.1, Solyc10g009540.1.1	VIT_215s0046g01160.1, VIT_215s0046g01150.1, VIT_215s0046g01170.1
OG0005373	Solyc01g007180.3.1	VIT_202s0025g02130.2, VIT_202s0025g02130.1, VIT_200s0125g00315.1, VIT_200s0125g00310.1
OG0005377	Solyc01g050040.3.1	VIT_206s0004g00120.1
OG0005384	Solyc04g011690.3.1, Solyc03g046495.1.1, Solyc03g046515.1.1, Solyc04g011680.2.1, Solyc03g046543.1.1, Solyc04g050621.1.1, Solyc04g054220.3.1, Solyc04g054257.1.1, Solyc00g247300.3.1, Solyc04g054260.3.1, Solyc04g050574.1.1, Solyc04g050620.3.1, Solyc04g054250.3.1, Solyc12g042480.2.1, Solyc04g049803.1.1, Solyc04g054225.1.1, Solyc12g044987.1.1, Solyc12g044983.1.1, Solyc00g042854.1.1, Solyc12g045020.2.1	VIT_207s0031g01390.1, VIT_207s0031g01370.1, VIT_207s0031g01380.1
OG0005395	Solyc11g067150.2.1	VIT_206s0080g00010.3, VIT_206s0080g00010.5, VIT_206s0080g00010.2, VIT_206s0080g00010.1, VIT_206s0080g00010.4
OG0005396	Solyc03g078020.3.1, Solyc03g078025.1.1	VIT_207s0005g02740.2, VIT_207s0005g02740.1
OG0005397	Solyc01g096630.3.1, Solyc01g096620.3.1	VIT_213s0084g00310.1, VIT_213s0084g00310.2, VIT_213s0084g00310.4, VIT_213s0084g00310.5, VIT_213s0084g00310.3
OG0005398	Solyc11g042523.1.1, Solyc05g032665.1.1, Solyc09g005450.1.1, Solyc03g033830.2.1, Solyc08g042147.1.1, Solyc04g026274.1.1, Solyc04g039675.1.1, Solyc11g013375.1.1, Solyc08g023585.1.1, Solyc06g008315.1.1, Solyc09g047855.1.1, Solyc10g012000.1.1, Solyc01g060160.1.1, Solyc10g044435.1.1, Solyc05g017910.1.1, Solyc01g028935.1.1, Solyc07g005035.1.1, Solyc05g026377.1.1, Solyc05g017915.1.1	VIT_205s0077g02365.1, VIT_200s2180g00005.1, VIT_213s0064g00590.1, VIT_217s0000g03425.1, VIT_205s0102g00340.1
OG0005399	Solyc07g005500.2.1	VIT_200s0302g00060.1
OG0005399	Solyc12g010110.2.1	VIT_211s0016g00160.1
OG0005400	Solyc11g066260.2.1	VIT_206s0061g00540.3, VIT_206s0061g00540.1, VIT_206s0061g00540.2
