Orthogroup	V_vinifera.proteins	L_sativa.proteins
OG0005312	VIT_214s0006g03250.1	Lsat_1_v5_gn_2_79701.1, Lsat_1_v5_gn_2_79701.3
OG0005312	VIT_205s0049g02240.1	Lsat_1_v5_gn_6_68341.1, Lsat_1_v5_gn_2_14620.1
OG0005313	VIT_218s0122g01140.1, VIT_204s0044g00150.2, VIT_204s0044g00160.2, VIT_219s0027g01650.1, VIT_204s0044g00160.1, VIT_204s0044g00150.1	Lsat_1_v5_gn_3_67961.2, Lsat_1_v5_gn_3_67961.1
OG0005314	VIT_201s0010g02780.7, VIT_201s0010g02780.5, VIT_201s0010g02780.9, VIT_201s0010g02780.8, VIT_201s0010g02780.6, VIT_201s0010g02780.3, VIT_201s0010g02780.1, VIT_201s0010g02780.2, VIT_201s0010g02780.4	Lsat_1_v5_gn_4_2981.1
OG0005315	VIT_204s0023g03780.5, VIT_204s0023g03780.9, VIT_204s0023g03780.8, VIT_204s0023g03780.6, VIT_204s0023g03780.3, VIT_204s0023g03780.4, VIT_204s0023g03780.7, VIT_204s0023g03780.2, VIT_204s0023g03780.1	Lsat_1_v5_gn_3_72080.1
OG0005316	VIT_214s0060g00840.1, VIT_214s0060g00840.2, VIT_214s0060g00840.3	Lsat_1_v5_gn_2_11981.1, Lsat_1_v5_gn_2_11981.2
OG0005317	VIT_204s0069g01050.1	Lsat_1_v5_gn_3_69681.1, Lsat_1_v5_gn_3_69681.2, Lsat_1_v5_gn_3_69681.3
OG0005318	VIT_214s0108g00040.1	Lsat_1_v5_gn_2_88641.1, Lsat_1_v5_gn_4_46121.1
OG0005319	VIT_201s0011g00870.1	Lsat_1_v5_gn_3_56320.2, Lsat_1_v5_gn_3_56320.1, Lsat_1_v5_gn_8_48101.5
OG0005320	VIT_201s0026g02710.2, VIT_201s0026g02710.1	Lsat_1_v5_gn_8_50780.1, Lsat_1_v5_gn_8_50780.3
OG0005321	VIT_214s0006g03260.1	Lsat_1_v5_gn_2_79721.3, Lsat_1_v5_gn_2_79721.2, Lsat_1_v5_gn_2_79721.1
OG0005322	VIT_214s0083g01010.2, VIT_214s0083g01010.1	Lsat_1_v5_gn_2_90241.1
OG0005323	VIT_217s0000g03360.1, VIT_217s0000g03320.1, VIT_217s0000g03350.1	Lsat_1_v5_gn_4_154280.1, Lsat_1_v5_gn_4_154280.2
OG0005323	VIT_214s0006g02646.1, VIT_214s0006g02595.1	Lsat_1_v5_gn_4_155820.1, Lsat_1_v5_gn_4_155860.1
OG0005325	VIT_217s0000g08630.1, VIT_217s0000g08630.2	Lsat_1_v5_gn_5_15061.3, Lsat_1_v5_gn_5_15061.1
OG0005326	VIT_218s0001g06600.2, VIT_218s0001g06600.1	Lsat_1_v5_gn_6_105560.1, Lsat_1_v5_gn_6_105560.2
OG0005327	VIT_204s0043g00340.10, VIT_204s0043g00340.4, VIT_204s0043g00340.3, VIT_204s0043g00340.8, VIT_204s0043g00340.9, VIT_204s0043g00340.7, VIT_204s0043g00340.6, VIT_204s0043g00340.5, VIT_204s0043g00340.2, VIT_204s0043g00340.1	Lsat_1_v5_gn_3_67301.1, Lsat_1_v5_gn_3_67301.3
OG0005328	VIT_217s0000g03630.1	Lsat_1_v5_gn_2_12261.1, Lsat_1_v5_gn_2_12261.2
OG0005329	VIT_217s0000g00460.6, VIT_217s0000g00460.1, VIT_217s0000g00460.3, VIT_214s0068g01280.2, VIT_214s0068g01280.1	Lsat_1_v5_gn_4_84120.3
OG0005330	VIT_214s0006g02670.2, VIT_214s0006g02670.5, VIT_214s0006g02670.1, VIT_214s0006g02670.4, VIT_214s0006g02670.6, VIT_214s0006g02670.9, VIT_214s0006g02670.7, VIT_214s0006g02670.8, VIT_214s0006g02670.3	Lsat_1_v5_gn_2_79400.1, Lsat_1_v5_gn_2_79400.3
OG0005331	VIT_216s0039g02550.1, VIT_216s0039g02550.2, VIT_212s0055g00400.1	Lsat_1_v5_gn_0_9420.2, Lsat_1_v5_gn_0_9420.1
OG0005332	VIT_201s0011g00390.3, VIT_201s0011g00390.9, VIT_201s0011g00390.8, VIT_201s0011g00390.2, VIT_201s0011g00390.1, VIT_201s0011g00390.7, VIT_201s0011g00390.6, VIT_201s0011g00390.4, VIT_201s0011g00390.5	Lsat_1_v5_gn_4_11761.1
OG0005333	VIT_215s0045g00370.3, VIT_215s0045g00370.1, VIT_215s0045g00370.2	Lsat_1_v5_gn_4_41580.1, Lsat_1_v5_gn_4_41620.1
OG0005334	VIT_217s0000g04820.1, VIT_217s0000g04820.2	Lsat_1_v5_gn_8_36981.2, Lsat_1_v5_gn_8_36981.1
OG0005335	VIT_201s0010g01390.1, VIT_201s0010g01390.2	Lsat_1_v5_gn_3_32820.1
OG0005336	VIT_202s0012g02160.1, VIT_202s0012g02160.2, VIT_202s0012g02160.3, VIT_202s0012g02160.5, VIT_202s0012g02160.4, VIT_202s0012g02160.6	Lsat_1_v5_gn_6_80100.1, Lsat_1_v5_gn_6_80100.4
OG0005337	VIT_201s0011g05410.1, VIT_201s0011g05390.1	Lsat_1_v5_gn_8_45140.1, Lsat_1_v5_gn_8_45201.1, Lsat_1_v5_gn_4_13401.1
OG0005338	VIT_217s0000g05430.1	Lsat_1_v5_gn_1_11441.1, Lsat_1_v5_gn_1_11441.3
OG0005339	VIT_217s0000g01130.1, VIT_217s0000g01130.3, VIT_217s0000g01130.6, VIT_217s0000g01130.2, VIT_217s0000g01130.4, VIT_217s0000g01130.5	Lsat_1_v5_gn_5_12561.3, Lsat_1_v5_gn_5_12561.2, Lsat_1_v5_gn_5_12561.1
OG0005340	VIT_216s0013g00890.1	Lsat_1_v5_gn_2_126980.1, Lsat_1_v5_gn_9_50660.1
OG0005340	VIT_202s0234g00130.1	Lsat_1_v5_gn_6_92940.3, Lsat_1_v5_gn_6_92900.3, Lsat_1_v5_gn_6_92900.1, Lsat_1_v5_gn_6_92940.1, Lsat_1_v5_gn_6_92840.3, Lsat_1_v5_gn_6_92840.1, Lsat_1_v5_gn_6_92860.1
OG0005341	VIT_202s0087g00390.2, VIT_202s0087g00390.1	Lsat_1_v5_gn_8_24940.2, Lsat_1_v5_gn_8_24940.1
OG0005342	VIT_201s0127g00600.3, VIT_201s0127g00600.1, VIT_201s0127g00600.2, VIT_201s0127g00560.1, VIT_201s0127g00590.1, VIT_201s0127g00520.1, VIT_201s0127g00540.1	Lsat_1_v5_gn_0_27901.1
OG0005343	VIT_202s0087g00560.2, VIT_202s0087g00560.1	Lsat_1_v5_gn_3_19920.1, Lsat_1_v5_gn_3_19920.3
OG0005344	VIT_211s0037g01020.1, VIT_211s0037g01020.2	Lsat_1_v5_gn_5_88241.1, Lsat_1_v5_gn_5_88241.3, Lsat_1_v5_gn_7_51160.1
OG0005345	VIT_201s0011g03830.4, VIT_201s0011g03830.5, VIT_201s0011g03830.3, VIT_201s0011g03830.1, VIT_201s0011g03830.2	Lsat_1_v5_gn_3_57741.1, Lsat_1_v5_gn_3_57741.3
OG0005346	VIT_201s0011g04320.1, VIT_217s0000g03120.2, VIT_217s0000g03120.3, VIT_217s0000g03120.1	Lsat_1_v5_gn_8_380.1
OG0005347	VIT_204s0079g00410.1	Lsat_1_v5_gn_3_67100.1
OG0005348	VIT_201s0146g00360.4, VIT_201s0146g00360.2, VIT_201s0146g00360.5, VIT_201s0146g00360.3, VIT_201s0146g00360.1	Lsat_1_v5_gn_8_146440.1, Lsat_1_v5_gn_0_37380.1, Lsat_1_v5_gn_0_37380.3
OG0005349	VIT_214s0083g00340.1, VIT_214s0083g00350.1	Lsat_1_v5_gn_4_175820.1, Lsat_1_v5_gn_2_86520.1
OG0005350	VIT_202s0012g01330.2, VIT_202s0012g01330.4, VIT_202s0012g01330.3, VIT_202s0012g01330.1	Lsat_1_v5_gn_6_79321.1
OG0005351	VIT_216s0039g02240.1, VIT_216s0039g02240.2	Lsat_1_v5_gn_9_47381.1
OG0005352	VIT_214s0006g00920.1, VIT_205s0020g00175.1, VIT_201s0011g05340.1, VIT_201s0011g05340.2	Lsat_1_v5_gn_8_44360.1, Lsat_1_v5_gn_8_44360.4, Lsat_1_v5_gn_8_44360.3, Lsat_1_v5_gn_3_55560.1, Lsat_1_v5_gn_3_55560.3
OG0005353	VIT_201s0127g00370.2, VIT_201s0127g00370.1	Lsat_1_v5_gn_9_120260.1, Lsat_1_v5_gn_8_155560.3, Lsat_1_v5_gn_8_155560.1
OG0005354	VIT_218s0086g00630.1, VIT_210s0116g00720.4, VIT_210s0116g00720.2, VIT_210s0116g00720.5, VIT_210s0116g00720.1, VIT_210s0116g00720.3	Lsat_1_v5_gn_7_17321.1
OG0005355	VIT_201s0146g00410.1, VIT_201s0146g00410.2, VIT_201s0010g01840.1, VIT_214s0068g01360.1, VIT_214s0068g01360.2, VIT_214s0068g01360.3	Lsat_1_v5_gn_3_31500.1
OG0005356	VIT_202s0012g01040.3, VIT_202s0012g01040.2, VIT_202s0012g01040.1	Lsat_1_v5_gn_6_64840.1, Lsat_1_v5_gn_6_87981.1, Lsat_1_v5_gn_6_87981.2, Lsat_1_v5_gn_6_64840.2
OG0005357	VIT_216s0039g02680.1, VIT_216s0039g02680.2, VIT_216s0039g02680.3	Lsat_1_v5_gn_8_13861.1
OG0005358	VIT_215s0046g00750.3, VIT_215s0046g00750.2, VIT_215s0046g00750.1	Lsat_1_v5_gn_0_10541.3, Lsat_1_v5_gn_0_10541.1
OG0005359	VIT_201s0011g05520.1	Lsat_1_v5_gn_4_12821.1, Lsat_1_v5_gn_3_55840.2, Lsat_1_v5_gn_3_55840.1, Lsat_1_v5_gn_3_55840.3
OG0005360	VIT_217s0000g07280.1, VIT_217s0000g07280.3, VIT_217s0000g07280.2, VIT_217s0000g07280.4, VIT_217s0000g07280.6, VIT_217s0000g07280.5, VIT_217s0000g07280.8, VIT_217s0000g07280.7, VIT_217s0000g07280.9	Lsat_1_v5_gn_4_111000.1
OG0005361	VIT_214s0083g00990.1	Lsat_1_v5_gn_6_82700.1, Lsat_1_v5_gn_3_96860.3, Lsat_1_v5_gn_3_96860.4, Lsat_1_v5_gn_3_96860.1, Lsat_1_v5_gn_2_90201.1
OG0005362	VIT_200s0291g00070.1	Lsat_1_v5_gn_8_152141.7, Lsat_1_v5_gn_8_152141.2, Lsat_1_v5_gn_8_152141.3, Lsat_1_v5_gn_8_152141.1
OG0005363	VIT_202s0087g00070.1	Lsat_1_v5_gn_5_59341.3, Lsat_1_v5_gn_5_59341.1
OG0005370	VIT_200s0233g00120.1	Lsat_1_v5_gn_7_9101.2, Lsat_1_v5_gn_7_9101.1
OG0005370	VIT_213s0019g00620.1, VIT_200s0131g00120.1, VIT_213s0019g00660.1	Lsat_1_v5_gn_8_132021.1, Lsat_1_v5_gn_8_132001.1, Lsat_1_v5_gn_1_90700.1
OG0005371	VIT_200s1188g00010.1, VIT_200s1188g00010.6, VIT_200s1188g00010.3, VIT_200s0662g00020.1, VIT_200s1188g00010.5, VIT_200s1188g00010.2, VIT_200s1188g00010.4	Lsat_1_v5_gn_5_43440.3, Lsat_1_v5_gn_5_43440.1, Lsat_1_v5_gn_4_141700.1, Lsat_1_v5_gn_4_141700.3, Lsat_1_v5_gn_4_141700.2
OG0005372	VIT_215s0046g01160.1, VIT_215s0046g01150.1, VIT_215s0046g01170.1	Lsat_1_v5_gn_7_2441.1
OG0005373	VIT_202s0025g02130.2, VIT_202s0025g02130.1, VIT_200s0125g00315.1, VIT_200s0125g00310.1	Lsat_1_v5_gn_4_36120.1, Lsat_1_v5_gn_7_8820.1
OG0005377	VIT_206s0004g00120.1	Lsat_1_v5_gn_1_71101.2, Lsat_1_v5_gn_1_71101.1, Lsat_1_v5_gn_1_71221.1, Lsat_1_v5_gn_6_56101.1
OG0005385	VIT_214s0036g00290.1, VIT_214s0081g00790.1, VIT_214s0036g00120.1, VIT_214s0036g00330.1, VIT_214s0036g00330.2, VIT_214s0036g00330.3, VIT_214s0081g00780.1, VIT_214s0036g00020.1, VIT_214s0036g00066.1, VIT_214s0036g00100.1, VIT_214s0036g00100.2, VIT_214s0036g00330.4, VIT_214s0036g00063.1, VIT_214s0030g00040.1, VIT_214s0006g00590.1, VIT_200s1261g00010.1, VIT_214s0036g00070.1, VIT_214s0081g00800.1, VIT_214s0036g00310.1, VIT_214s0036g01110.1, VIT_214s0036g00010.1, VIT_214s0036g00260.1, VIT_214s0036g00030.1	Lsat_1_v5_gn_0_10760.2, Lsat_1_v5_gn_0_10760.1
OG0005395	VIT_206s0080g00010.3, VIT_206s0080g00010.5, VIT_206s0080g00010.2, VIT_206s0080g00010.1, VIT_206s0080g00010.4	Lsat_1_v5_gn_8_90380.1, Lsat_1_v5_gn_8_117180.2, Lsat_1_v5_gn_8_117180.3, Lsat_1_v5_gn_8_117180.1
OG0005396	VIT_207s0005g02740.2, VIT_207s0005g02740.1	Lsat_1_v5_gn_8_167200.1, Lsat_1_v5_gn_8_167200.3
OG0005397	VIT_213s0084g00310.1, VIT_213s0084g00310.2, VIT_213s0084g00310.4, VIT_213s0084g00310.5, VIT_213s0084g00310.3	Lsat_1_v5_gn_1_118261.3, Lsat_1_v5_gn_1_118261.1
OG0005399	VIT_211s0016g00160.1	Lsat_1_v5_gn_5_91720.1, Lsat_1_v5_gn_5_91720.2, Lsat_1_v5_gn_7_49641.2, Lsat_1_v5_gn_7_49641.1
OG0005402	VIT_208s0007g05370.1, VIT_208s0007g05360.1	Lsat_1_v5_gn_5_158440.1
OG0005403	VIT_214s0060g01370.4, VIT_214s0060g01370.2, VIT_214s0060g01370.3, VIT_214s0060g01370.1, VIT_214s0060g01370.5	Lsat_1_v5_gn_5_102820.1, Lsat_1_v5_gn_5_102820.2, Lsat_1_v5_gn_5_102820.3
OG0005405	VIT_214s0060g00890.1, VIT_214s0060g00890.2	Lsat_1_v5_gn_6_15701.1, Lsat_1_v5_gn_6_15721.1
OG0005406	VIT_207s0031g00010.1, VIT_207s0031g00010.2, VIT_207s0031g00010.3	Lsat_1_v5_gn_3_90320.3, Lsat_1_v5_gn_3_90320.1, Lsat_1_v5_gn_3_90381.1, Lsat_1_v5_gn_3_90381.2
OG0005407	VIT_205s0020g02280.1	Lsat_1_v5_gn_6_90941.3, Lsat_1_v5_gn_6_90941.1
OG0005408	VIT_205s0094g01560.3, VIT_205s0094g01560.1, VIT_205s0094g01560.2, VIT_205s0094g01560.6, VIT_205s0094g01560.4, VIT_205s0094g01560.5	Lsat_1_v5_gn_5_33821.2, Lsat_1_v5_gn_5_33821.1
OG0005409	VIT_213s0064g00900.1	Lsat_1_v5_gn_4_31621.2, Lsat_1_v5_gn_4_31621.1
OG0005410	VIT_208s0007g07530.1	Lsat_1_v5_gn_6_36801.1, Lsat_1_v5_gn_6_36821.1
OG0005411	VIT_208s0007g07660.1, VIT_208s0007g07660.2, VIT_208s0007g07660.3	Lsat_1_v5_gn_6_38181.2, Lsat_1_v5_gn_6_38181.3, Lsat_1_v5_gn_6_38181.1, Lsat_1_v5_gn_6_38201.3, Lsat_1_v5_gn_6_38201.1, Lsat_1_v5_gn_6_38161.1, Lsat_1_v5_gn_6_38161.3, Lsat_1_v5_gn_2_58781.3, Lsat_1_v5_gn_2_58781.1
OG0005412	VIT_205s0020g00410.1	Lsat_1_v5_gn_1_40321.2, Lsat_1_v5_gn_1_40321.1, Lsat_1_v5_gn_1_40321.3
OG0005413	VIT_206s0061g00380.1, VIT_206s0061g00380.3, VIT_206s0061g00380.2	Lsat_1_v5_gn_1_63021.2, Lsat_1_v5_gn_1_63021.1
OG0005414	VIT_201s0137g00590.2, VIT_201s0137g00590.1	Lsat_1_v5_gn_8_152860.1
OG0005415	VIT_206s0004g07670.3, VIT_206s0004g07670.4, VIT_206s0004g07670.5, VIT_206s0004g07670.1, VIT_206s0004g07670.2	Lsat_1_v5_gn_9_14460.1, Lsat_1_v5_gn_9_14460.3
OG0005416	VIT_204s0008g06260.2, VIT_204s0008g06260.1, VIT_204s0008g06260.3, VIT_204s0008g06260.4, VIT_204s0008g06260.5	Lsat_1_v5_gn_7_95300.1
OG0005417	VIT_214s0060g01710.1	Lsat_1_v5_gn_7_71720.1, Lsat_1_v5_gn_5_65061.2, Lsat_1_v5_gn_5_65061.1
OG0005418	VIT_208s0105g00420.2, VIT_208s0105g00420.1	Lsat_1_v5_gn_5_149441.1
OG0005419	VIT_212s0057g00590.1	Lsat_1_v5_gn_0_5460.1, Lsat_1_v5_gn_0_5460.3, Lsat_1_v5_gn_9_90020.2, Lsat_1_v5_gn_9_90020.1
OG0005420	VIT_205s0062g00860.9, VIT_205s0062g00860.3, VIT_205s0062g00860.1, VIT_205s0062g00860.2, VIT_205s0062g00860.5, VIT_205s0062g00860.4, VIT_205s0062g00860.6, VIT_205s0062g00860.8, VIT_205s0062g00860.7	Lsat_1_v5_gn_2_49140.2, Lsat_1_v5_gn_2_49140.1
OG0005422	VIT_206s0004g03820.1, VIT_206s0004g03750.1, VIT_206s0004g03840.1, VIT_206s0004g03860.1, VIT_206s0004g03830.1	Lsat_1_v5_gn_8_78921.5, Lsat_1_v5_gn_8_78921.2, Lsat_1_v5_gn_8_79001.1, Lsat_1_v5_gn_8_79101.1, Lsat_1_v5_gn_9_21421.1
OG0005423	VIT_205s0102g01170.4, VIT_205s0102g01170.3, VIT_205s0102g01170.2, VIT_205s0102g01170.1	Lsat_1_v5_gn_3_109960.1, Lsat_1_v5_gn_3_109960.2, Lsat_1_v5_gn_2_38560.1, Lsat_1_v5_gn_2_38560.2
OG0005424	VIT_205s0094g01400.1	Lsat_1_v5_gn_1_77001.2, Lsat_1_v5_gn_1_77001.3, Lsat_1_v5_gn_1_77001.1
OG0005425	VIT_208s0058g01450.1	Lsat_1_v5_gn_9_39580.1
OG0005426	VIT_213s0067g02400.1	Lsat_1_v5_gn_9_59180.1
OG0005426	VIT_208s0058g01020.1	Lsat_1_v5_gn_5_148221.1
OG0005427	VIT_206s0004g07950.1	Lsat_1_v5_gn_3_61900.2, Lsat_1_v5_gn_3_61900.3, Lsat_1_v5_gn_3_61900.1, Lsat_1_v5_gn_8_13581.2, Lsat_1_v5_gn_3_39001.3, Lsat_1_v5_gn_3_39001.1, Lsat_1_v5_gn_2_125000.1, Lsat_1_v5_gn_2_125000.3, Lsat_1_v5_gn_8_13581.1
OG0005428	VIT_206s0061g01610.1	Lsat_1_v5_gn_6_39840.2, Lsat_1_v5_gn_6_39840.1, Lsat_1_v5_gn_6_39380.1, Lsat_1_v5_gn_6_39380.2
OG0005429	VIT_213s0084g00580.1, VIT_206s0009g02780.3, VIT_206s0009g02780.1, VIT_206s0009g02780.2, VIT_206s0009g02780.4	Lsat_1_v5_gn_1_117920.1, Lsat_1_v5_gn_1_117920.3
OG0005430	VIT_211s0016g04090.1, VIT_211s0016g04090.2	Lsat_1_v5_gn_7_42200.2, Lsat_1_v5_gn_7_42200.1
OG0005431	VIT_209s0002g03140.1, VIT_209s0002g03140.3, VIT_209s0002g03140.4, VIT_209s0002g03140.2	Lsat_1_v5_gn_4_96641.3, Lsat_1_v5_gn_4_96641.1
OG0005432	VIT_206s0080g00540.2, VIT_206s0080g00540.3, VIT_206s0080g00540.5, VIT_206s0080g00540.4, VIT_206s0080g00540.1	Lsat_1_v5_gn_2_59421.1, Lsat_1_v5_gn_6_38900.1
OG0005433	VIT_215s0045g00300.1	Lsat_1_v5_gn_1_40220.1
OG0005434	VIT_205s0102g01200.3, VIT_205s0102g01200.2, VIT_205s0102g01200.4, VIT_205s0102g01200.1	Lsat_1_v5_gn_5_71201.1, Lsat_1_v5_gn_5_71201.3
OG0005435	VIT_213s0067g03860.1	Lsat_1_v5_gn_2_111341.1
OG0005436	VIT_215s0046g02200.1	Lsat_1_v5_gn_7_3960.2, Lsat_1_v5_gn_7_3960.1
OG0005437	VIT_214s0128g00160.3, VIT_214s0128g00160.4, VIT_214s0128g00160.5, VIT_214s0128g00160.2, VIT_214s0128g00160.1	Lsat_1_v5_gn_2_67541.1
OG0005438	VIT_208s0007g03090.1, VIT_208s0007g03090.2	Lsat_1_v5_gn_9_20980.2, Lsat_1_v5_gn_9_20980.1, Lsat_1_v5_gn_8_78220.1, Lsat_1_v5_gn_8_78220.3
OG0005439	VIT_215s0024g01470.1	Lsat_1_v5_gn_1_89980.4, Lsat_1_v5_gn_1_89980.1
OG0005440	VIT_206s0061g01290.3, VIT_206s0061g01290.4, VIT_206s0061g01290.1, VIT_206s0061g01290.2, VIT_208s0007g03870.1, VIT_208s0007g03870.2	Lsat_1_v5_gn_6_41120.1
OG0005441	VIT_216s0050g00130.2, VIT_216s0050g00130.3, VIT_216s0050g00130.1	Lsat_1_v5_gn_9_55961.1, Lsat_1_v5_gn_9_55961.3
OG0005442	VIT_206s0004g07990.3, VIT_206s0004g07990.4, VIT_206s0004g07990.5, VIT_206s0004g07990.2, VIT_206s0004g07990.1	Lsat_1_v5_gn_9_13880.3, Lsat_1_v5_gn_9_13880.1
OG0005443	VIT_213s0067g00720.1, VIT_213s0067g00720.2, VIT_213s0067g00720.5, VIT_213s0067g00720.3	Lsat_1_v5_gn_8_12281.1, Lsat_1_v5_gn_5_153581.1
OG0005444	VIT_207s0005g03610.1	Lsat_1_v5_gn_9_10341.1, Lsat_1_v5_gn_5_183661.1
OG0005445	VIT_204s0008g05880.1	Lsat_1_v5_gn_1_42900.2, Lsat_1_v5_gn_1_42900.1, Lsat_1_v5_gn_1_42900.3
OG0005446	VIT_213s0067g03080.1	Lsat_1_v5_gn_9_60160.1, Lsat_1_v5_gn_9_60160.2
OG0005447	VIT_208s0007g03780.1, VIT_208s0007g03780.2	Lsat_1_v5_gn_2_20881.1, Lsat_1_v5_gn_2_20881.2, Lsat_1_v5_gn_1_48761.1
OG0005448	VIT_213s0067g01180.1, VIT_213s0067g01180.2	Lsat_1_v5_gn_9_62200.1, Lsat_1_v5_gn_9_62180.1, Lsat_1_v5_gn_2_124521.3, Lsat_1_v5_gn_2_124521.1
OG0005449	VIT_205s0020g02530.1, VIT_205s0020g02530.5, VIT_205s0020g02530.2, VIT_205s0020g02530.4, VIT_205s0020g02530.3	Lsat_1_v5_gn_7_62441.1
OG0005450	VIT_206s0061g00080.1	Lsat_1_v5_gn_6_26080.2, Lsat_1_v5_gn_6_26080.1, Lsat_1_v5_gn_6_26061.1, Lsat_1_v5_gn_6_26061.2
OG0005451	VIT_205s0020g01520.1	Lsat_1_v5_gn_2_22600.1, Lsat_1_v5_gn_1_48520.2
OG0005452	VIT_206s0004g06540.1	Lsat_1_v5_gn_5_153081.1, Lsat_1_v5_gn_5_153241.2, Lsat_1_v5_gn_5_153241.1, Lsat_1_v5_gn_5_153220.1
OG0005453	VIT_208s0007g06530.5, VIT_208s0007g06530.4, VIT_208s0007g06530.1, VIT_208s0007g06530.3, VIT_208s0007g06530.2	Lsat_1_v5_gn_5_163560.2, Lsat_1_v5_gn_5_163560.1, Lsat_1_v5_gn_5_163560.3
OG0005454	VIT_214s0036g00430.1, VIT_214s0036g00430.4, VIT_214s0036g00430.3, VIT_214s0036g00430.2	Lsat_1_v5_gn_2_107981.3, Lsat_1_v5_gn_2_107981.1, Lsat_1_v5_gn_8_2841.3, Lsat_1_v5_gn_8_2841.1
OG0005455	VIT_208s0007g04180.1, VIT_208s0007g04180.2, VIT_208s0007g04180.3, VIT_208s0007g04180.4	Lsat_1_v5_gn_1_50761.1
OG0005457	VIT_213s0067g02940.1	Lsat_1_v5_gn_8_110681.1
OG0005458	VIT_208s0007g07130.2, VIT_208s0007g07130.1	Lsat_1_v5_gn_2_58000.1, Lsat_1_v5_gn_2_58000.3
OG0005459	VIT_208s0007g02610.1, VIT_208s0007g02610.5, VIT_208s0007g02610.4, VIT_208s0007g02610.2, VIT_208s0007g02610.3	Lsat_1_v5_gn_1_57580.3, Lsat_1_v5_gn_1_57580.1
OG0005460	VIT_205s0049g01430.1, VIT_207s0005g03815.1	Lsat_1_v5_gn_5_182541.1, Lsat_1_v5_gn_5_182541.3, Lsat_1_v5_gn_1_75101.1, Lsat_1_v5_gn_1_75101.2
OG0005461	VIT_204s0008g02560.1	Lsat_1_v5_gn_5_61080.1
OG0005462	VIT_208s0032g01150.1	Lsat_1_v5_gn_1_58340.3, Lsat_1_v5_gn_1_58340.1, Lsat_1_v5_gn_2_54080.1, Lsat_1_v5_gn_6_33900.1
OG0005463	VIT_205s0094g00460.1, VIT_205s0094g00460.2, VIT_205s0094g00460.4, VIT_205s0094g00460.5, VIT_205s0094g00460.6, VIT_205s0094g00460.7, VIT_205s0094g00460.3	Lsat_1_v5_gn_9_61481.3, Lsat_1_v5_gn_9_61481.2, Lsat_1_v5_gn_9_61481.1
OG0005464	VIT_207s0005g01230.4, VIT_207s0005g01230.2, VIT_207s0005g01230.3, VIT_207s0005g01230.1	Lsat_1_v5_gn_3_69620.1, Lsat_1_v5_gn_3_69620.3
OG0005465	VIT_207s0005g03940.1	Lsat_1_v5_gn_4_49621.1, Lsat_1_v5_gn_2_90841.1, Lsat_1_v5_gn_2_90841.3, Lsat_1_v5_gn_2_90841.2, Lsat_1_v5_gn_2_90941.1, Lsat_1_v5_gn_2_90941.3
OG0005466	VIT_200s0179g00300.2	Lsat_1_v5_gn_8_93841.1, Lsat_1_v5_gn_8_94501.1, Lsat_1_v5_gn_8_93841.2, Lsat_1_v5_gn_5_184960.2, Lsat_1_v5_gn_5_184960.1
OG0005467	VIT_206s0004g04360.1	Lsat_1_v5_gn_8_77941.1
OG0005467	VIT_213s0019g00740.1	Lsat_1_v5_gn_2_116501.1, Lsat_1_v5_gn_2_116501.2, Lsat_1_v5_gn_9_65181.1, Lsat_1_v5_gn_9_65181.2, Lsat_1_v5_gn_8_16721.1, Lsat_1_v5_gn_8_16721.3
OG0005468	VIT_218s0001g02140.1, VIT_218s0001g02120.1	Lsat_1_v5_gn_6_97101.2, Lsat_1_v5_gn_6_97101.1, Lsat_1_v5_gn_6_97121.3, Lsat_1_v5_gn_6_97121.1, Lsat_1_v5_gn_6_97580.1, Lsat_1_v5_gn_6_97580.3
OG0005469	VIT_203s0038g02590.2, VIT_203s0038g02590.1, VIT_203s0038g02590.3, VIT_203s0038g02590.4, VIT_218s0001g01120.1, VIT_218s0001g01120.2	Lsat_1_v5_gn_8_123101.3, Lsat_1_v5_gn_3_47581.1, Lsat_1_v5_gn_3_47581.2
OG0005470	VIT_216s0098g00670.3, VIT_216s0098g00670.1, VIT_216s0098g00670.2, VIT_216s0098g00670.4, VIT_216s0098g00670.5, VIT_216s0098g00670.6	Lsat_1_v5_gn_1_26901.1
OG0005471	VIT_212s0142g00670.2, VIT_212s0142g00670.1, VIT_212s0142g00670.3	Lsat_1_v5_gn_8_121361.1, Lsat_1_v5_gn_8_121361.2, Lsat_1_v5_gn_8_121361.3, Lsat_1_v5_gn_4_70780.1
OG0005472	VIT_211s0052g01370.1	Lsat_1_v5_gn_1_55421.1
OG0005473	VIT_204s0008g00190.1, VIT_204s0008g00190.2	Lsat_1_v5_gn_1_42160.1
OG0005474	VIT_203s0038g04590.2, VIT_203s0038g04590.1	Lsat_1_v5_gn_9_108461.1, Lsat_1_v5_gn_9_108461.3
OG0005475	VIT_204s0023g03360.1, VIT_204s0023g03360.2	Lsat_1_v5_gn_4_146360.3, Lsat_1_v5_gn_4_146360.1, Lsat_1_v5_gn_3_74521.2, Lsat_1_v5_gn_3_74521.1
OG0005476	VIT_218s0001g03470.1, VIT_218s0001g03490.1	Lsat_1_v5_gn_8_117441.1, Lsat_1_v5_gn_8_117441.2
OG0005477	VIT_200s0510g00030.1, VIT_200s1677g00010.1	Lsat_1_v5_gn_3_71500.1, Lsat_1_v5_gn_4_144120.1
