Orthogroup	V_vinifera.proteins	B_vulgaris.proteins
OG0003603	VIT_218s0001g08520.1	Bevul.6G018000.1.p
OG0003604	VIT_202s0025g00850.1, VIT_202s0025g00850.2	Bevul.1G185900.1.p
OG0003605	VIT_210s0003g04240.1	Bevul.9G066200.1.p
OG0003606	VIT_212s0028g03010.1, VIT_210s0003g00390.1, VIT_200s0199g00290.1	Bevul.9G081300.1.p, Bevul.8G019700.1.p
OG0003607	VIT_206s0009g02380.5, VIT_206s0009g02380.3, VIT_206s0009g02380.6, VIT_206s0009g02380.7, VIT_206s0009g02380.1, VIT_206s0009g02380.2, VIT_206s0009g02380.4	Bevul.4G227600.1.p
OG0003608	VIT_210s0003g01230.2, VIT_210s0003g01230.3, VIT_210s0003g01230.4, VIT_210s0003g01230.1	Bevul.8G004400.1.p
OG0003609	VIT_211s0016g05760.7, VIT_211s0016g05760.3, VIT_211s0016g05760.5, VIT_211s0016g05760.8, VIT_211s0016g05760.6, VIT_211s0016g05760.4, VIT_211s0016g05760.2, VIT_211s0016g05760.1	Bevul.8G171700.1.p
OG0003610	VIT_210s0003g01390.1, VIT_210s0003g01390.2, VIT_210s0003g01390.3, VIT_212s0028g02070.1	Bevul.8G005600.1.p
OG0003611	VIT_210s0116g00980.2, VIT_210s0116g00980.3, VIT_210s0116g00980.4, VIT_210s0116g00980.6, VIT_210s0116g00980.1, VIT_210s0116g00980.5	Bevul.8G049800.1.p
OG0003612	VIT_201s0010g03050.3, VIT_201s0010g03050.1, VIT_201s0010g03050.2	Bevul.6G210200.1.p
OG0003613	VIT_211s0016g03250.1	Bevul.8G200200.1.p
OG0003613	VIT_204s0008g03210.1, VIT_204s0008g03200.1	Bevul.2G155700.1.p
OG0003614	VIT_205s0094g01470.3, VIT_205s0094g01470.6, VIT_205s0094g01470.4, VIT_205s0094g01470.2, VIT_205s0094g01470.5, VIT_205s0094g01470.1	Bevul.1G021200.1.p, Bevul.3G119600.1.p, Bevul.3G119300.1.p
OG0003615	VIT_210s0003g05480.2, VIT_210s0003g05480.3, VIT_210s0003g05480.1	Bevul.9G114000.1.p
OG0003615	VIT_207s0005g03430.1	Bevul.5G248800.1.p
OG0003616	VIT_212s0028g03450.1	Bevul.9G077600.1.p
OG0003617	VIT_216s0022g01590.1, VIT_215s0048g00670.1	Bevul.7G020500.1.p, Bevul.2G114600.1.p
OG0003618	VIT_211s0016g05500.2, VIT_211s0016g05500.1	Bevul.8G173700.1.p
OG0003619	VIT_204s0008g04970.5, VIT_204s0008g04970.4, VIT_204s0008g04970.1, VIT_204s0008g04970.2, VIT_204s0008g04970.3	Bevul.2G020300.7.p, Bevul.2G020300.10.p, Bevul.2G020300.8.p, Bevul.2G020300.6.p, Bevul.2G020300.9.p, Bevul.2G020300.1.p, Bevul.2G020300.3.p, Bevul.2G020300.2.p, Bevul.2G020300.4.p, Bevul.2G020300.5.p
OG0003620	VIT_204s0008g05420.1	Bevul.2G181100.1.p
OG0003620	VIT_211s0016g05330.2	Bevul.8G176800.1.p
OG0003621	VIT_202s0025g01100.4, VIT_202s0025g01100.2, VIT_202s0025g01100.1, VIT_202s0025g01100.3	Bevul.2G240800.2.p, Bevul.2G240800.4.p, Bevul.2G240800.3.p, Bevul.2G240800.1.p
OG0003621	VIT_215s0046g01320.1	Bevul.1G187600.1.p
OG0003622	VIT_202s0025g04900.2, VIT_202s0025g04900.6, VIT_202s0025g04900.3, VIT_202s0025g04900.5, VIT_202s0025g04900.1, VIT_202s0025g04900.4	Bevul.5G040500.1.p
OG0003623	VIT_211s0118g00790.3, VIT_211s0118g00790.1, VIT_211s0118g00790.2, VIT_211s0118g00790.4	Bevul.8G162700.1.p
OG0003624	VIT_211s0052g00140.1, VIT_211s0052g00140.3, VIT_211s0052g00140.4, VIT_211s0052g00140.2, VIT_209s0054g00230.1, VIT_209s0054g00370.1	Bevul.7G154600.1.p
OG0003625	VIT_215s0048g01410.1, VIT_215s0048g01410.2, VIT_215s0048g01410.3	Bevul.1G126700.1.p
OG0003626	VIT_216s0013g00880.1	Bevul.3G094400.1.p
OG0003626	VIT_204s0008g00540.1	Bevul.2G152800.1.p
OG0003627	VIT_204s0008g03140.4, VIT_204s0008g03140.8, VIT_204s0008g03140.6, VIT_204s0008g03140.10, VIT_204s0008g03140.9, VIT_204s0008g03140.7, VIT_204s0008g03140.5, VIT_204s0008g03140.2, VIT_204s0008g03140.1, VIT_204s0008g03140.3	Bevul.2G123300.2.p, Bevul.2G123300.5.p, Bevul.2G123300.1.p, Bevul.2G123300.3.p, Bevul.2G123300.4.p, Bevul.2G123300.6.p
OG0003628	VIT_211s0016g02690.1	Bevul.2G036700.1.p, Bevul.3G227800.1.p
OG0003629	VIT_204s0008g05540.1	Bevul.2G178800.3.p, Bevul.2G178800.4.p, Bevul.2G178800.1.p, Bevul.2G178800.2.p
OG0003630	VIT_215s0048g00610.1	Bevul.5G002800.1.p, Bevul.6G206000.1.p
OG0003631	VIT_200s0229g00130.1	Bevul.5G066100.1.p
OG0003631	VIT_209s0002g04020.1	Bevul.9G208800.1.p
OG0003632	VIT_209s0002g05200.1, VIT_209s0002g05200.2	Bevul.9G200400.4.p, Bevul.9G200400.2.p, Bevul.9G200400.5.p, Bevul.9G200400.3.p, Bevul.9G200400.1.p, Bevul.9G200400.6.p
OG0003634	VIT_204s0008g02760.1	Bevul.2G128000.1.p
OG0003635	VIT_211s0149g00078.1, VIT_211s0149g00078.2	Bevul.8G161400.1.p
OG0003636	VIT_209s0002g03390.1	Bevul.9G116300.1.p
OG0003636	VIT_211s0016g03070.1	Bevul.8G202500.1.p
OG0003637	VIT_209s0002g08580.1, VIT_213s0047g00060.1, VIT_213s0019g01170.1, VIT_209s0002g08590.1	Bevul.8G164400.1.p
OG0003638	VIT_216s0098g00290.1, VIT_216s0098g00290.2, VIT_216s0098g00290.4, VIT_216s0098g00290.5, VIT_216s0098g00290.3	Bevul.3G040100.1.p
OG0003639	VIT_211s0016g03960.1, VIT_211s0016g03960.2	Bevul.8G192100.1.p
OG0003639	VIT_209s0002g04480.1	Bevul.9G205100.1.p
OG0003640	VIT_214s0068g00850.3, VIT_214s0068g00850.2, VIT_214s0068g00850.1	Bevul.6G166000.1.p
OG0003640	VIT_202s0025g00680.1	Bevul.5G023800.1.p
OG0003641	VIT_213s0064g00730.1, VIT_213s0064g00730.3	Bevul.2G038200.1.p, Bevul.2G038200.2.p, Bevul.2G038200.4.p
OG0003642	VIT_202s0025g05050.4, VIT_202s0025g05050.2, VIT_202s0025g05050.3, VIT_202s0025g05050.1, VIT_202s0025g05080.1	Bevul.5G042000.1.p
OG0003643	VIT_216s0098g01880.6, VIT_216s0098g01880.5, VIT_216s0098g01880.1, VIT_216s0098g01880.3, VIT_216s0098g01880.4, VIT_216s0098g01880.2	Bevul.3G038000.1.p
OG0003644	VIT_217s0000g09100.2, VIT_217s0000g09100.1	Bevul.5G219200.1.p
OG0003644	VIT_200s0225g00090.2, VIT_200s0225g00090.1, VIT_200s0225g00090.4, VIT_200s0225g00090.3	Bevul.6G180600.1.p
OG0003645	VIT_215s0046g02190.1	Bevul.1G183000.1.p
OG0003646	VIT_211s0037g01000.1, VIT_211s0016g05900.2, VIT_211s0016g05900.1, VIT_211s0016g05900.3, VIT_211s0016g05900.4	Bevul.8G170700.1.p
OG0003647	VIT_211s0052g00800.2, VIT_211s0052g00800.3, VIT_211s0052g00800.1	Bevul.8G210900.1.p
OG0003648	VIT_215s0046g02620.3, VIT_215s0046g02620.1, VIT_215s0046g02620.2	Bevul.1G176900.1.p
OG0003650	VIT_204s0069g00760.1, VIT_204s0069g00760.4, VIT_204s0069g00760.3, VIT_204s0069g00760.2	Bevul.2G003700.1.p
OG0003651	VIT_202s0025g01190.2, VIT_202s0025g01190.1, VIT_215s0046g01270.2, VIT_215s0046g01270.1, VIT_215s0046g01270.3	Bevul.1G188200.1.p
OG0003652	VIT_200s0455g00040.1	Bevul.8G035200.1.p
OG0003653	VIT_210s0003g03790.1, VIT_210s0003g03800.1, VIT_204s0008g00110.1, VIT_210s0003g03810.1, VIT_210s0003g03820.1, VIT_210s0003g03820.3, VIT_210s0003g03820.2	Bevul.8G090900.1.p
OG0003654	VIT_203s0063g02580.1	Bevul.6G244000.1.p
OG0003655	VIT_219s0014g01690.3, VIT_219s0014g01690.1, VIT_219s0014g01690.2, VIT_219s0014g01690.4, VIT_210s0003g00860.4, VIT_210s0003g00860.3, VIT_210s0003g00860.2, VIT_210s0003g00860.1	Bevul.8G016200.1.p
OG0003656	VIT_206s0004g06920.3, VIT_206s0004g06920.2, VIT_206s0004g06920.5, VIT_206s0004g06920.4	Bevul.9G060400.1.p
OG0003657	VIT_212s0028g02400.1, VIT_212s0028g02010.1	Bevul.9G085400.1.p, Bevul.9G085500.1.p, Bevul.9G086000.1.p, Bevul.9G086600.3.p, Bevul.9G086600.1.p, Bevul.9G086600.2.p, Bevul.9G087500.1.p, Bevul.9G085700.1.p, Bevul.9G085900.1.p, Bevul.6G133900.1.p, Bevul.6G133800.1.p, Bevul.9G087200.1.p, Bevul.4G057800.1.p, Bevul.9G087300.1.p, Bevul.9G086100.1.p, Bevul.9G086200.1.p
OG0003658	VIT_212s0059g01300.2, VIT_212s0059g01300.1	Bevul.6G159100.1.p
OG0003659	VIT_208s0040g00870.1, VIT_208s0040g00870.2	Bevul.3G213700.1.p
OG0003660	VIT_204s0023g03330.1	Bevul.6G035100.1.p
OG0003660	VIT_218s0001g14210.1	Bevul.1G015500.1.p
OG0003661	VIT_202s0033g01360.8, VIT_202s0033g01360.7, VIT_202s0033g01360.6, VIT_202s0033g01360.1, VIT_202s0033g01360.2, VIT_202s0033g01360.3, VIT_202s0033g01360.4, VIT_202s0033g01360.5	Bevul.5G105700.1.p
OG0003662	VIT_201s0026g02430.3, VIT_201s0026g02430.2, VIT_201s0026g02430.1	Bevul.6G236400.1.p, Bevul.9G217100.1.p
OG0003663	VIT_208s0007g02940.2, VIT_208s0007g02940.1	Bevul.7G022700.1.p
OG0003664	VIT_210s0003g00490.1, VIT_210s0003g00490.2	Bevul.8G019300.1.p
OG0003665	VIT_212s0057g00610.4, VIT_212s0057g00610.3, VIT_212s0057g00610.5, VIT_212s0057g00610.2, VIT_212s0057g00610.1	Bevul.9G030900.1.p
OG0003666	VIT_210s0003g02700.4, VIT_210s0003g02700.5, VIT_210s0003g02700.3, VIT_210s0003g02700.2, VIT_210s0003g02700.1	Bevul.8G079800.1.p
OG0003667	VIT_208s0105g00330.5, VIT_208s0105g00330.4, VIT_208s0105g00330.2, VIT_208s0105g00330.3, VIT_208s0105g00330.6, VIT_208s0105g00330.7, VIT_208s0105g00330.1	Bevul.5G050600.1.p
OG0003668	VIT_200s0227g00070.1, VIT_200s0227g00070.2	Bevul.8G214800.1.p, Bevul.9G058000.1.p, Bevul.8G214900.1.p
OG0003669	VIT_206s0004g07710.6, VIT_206s0004g07710.1, VIT_206s0004g07710.4, VIT_206s0004g07710.7, VIT_206s0004g07710.9, VIT_206s0004g07710.3, VIT_206s0004g07710.2, VIT_206s0004g07710.5, VIT_206s0004g07710.8	Bevul.7G222100.1.p
OG0003670	VIT_206s0004g03090.2, VIT_206s0004g03090.1	Bevul.9G052400.1.p, Bevul.9G052400.2.p
OG0003670	VIT_208s0040g02130.2, VIT_208s0040g02130.1	Bevul.7G059200.1.p
OG0003671	VIT_202s0033g00420.1	Bevul.3G175800.1.p, Bevul.1G054700.1.p
OG0003672	VIT_206s0061g00300.4, VIT_206s0061g00300.1, VIT_206s0061g00300.2, VIT_206s0061g00300.3	Bevul.9G045300.1.p
OG0003673	VIT_202s0012g02600.1, VIT_200s0787g00010.1	Bevul.8G047200.1.p
OG0003674	VIT_213s0073g00580.1	Bevul.2G148900.1.p
OG0003675	VIT_206s0004g04150.5, VIT_206s0004g04150.6, VIT_206s0004g04150.4, VIT_206s0004g04150.3, VIT_206s0004g04150.1, VIT_206s0004g04150.2	Bevul.7G212100.1.p
OG0003676	VIT_219s0090g01200.1	Bevul.8G045100.1.p
OG0003677	VIT_206s0080g00900.4, VIT_206s0080g00900.7, VIT_206s0080g00900.6, VIT_206s0080g00900.3, VIT_206s0080g00900.5, VIT_206s0080g00900.1, VIT_206s0080g00900.2	Bevul.7G194700.1.p
OG0003678	VIT_219s0014g03380.2, VIT_219s0014g03380.1, VIT_219s0014g03380.3	Bevul.4G054300.1.p
OG0003678	VIT_200s0301g00050.3, VIT_200s0301g00050.4, VIT_200s0301g00050.2, VIT_200s0301g00050.5, VIT_200s0301g00050.1	Bevul.8G000800.1.p
OG0003679	VIT_212s0057g00690.6, VIT_212s0057g00690.4, VIT_212s0057g00690.2, VIT_212s0057g00690.1, VIT_212s0057g00690.3, VIT_212s0057g00690.5	Bevul.9G032300.1.p
OG0003680	VIT_200s0532g00050.1, VIT_212s0059g02650.1	Bevul.4G045500.1.p
OG0003681	VIT_213s0019g04200.1, VIT_213s0019g04200.4, VIT_213s0019g04200.2, VIT_213s0019g04200.3, VIT_213s0019g04200.5	Bevul.2G085800.1.p
OG0003682	VIT_216s0050g00490.4, VIT_216s0050g00490.3, VIT_216s0050g00490.1, VIT_216s0050g00490.2	Bevul.3G068300.1.p
OG0003683	VIT_212s0057g00920.1	Bevul.6G110500.1.p
OG0003683	VIT_200s0194g00130.1, VIT_200s0194g00130.3, VIT_200s0194g00130.4, VIT_200s0194g00130.2	Bevul.8G038700.1.p
OG0003684	VIT_212s0028g01420.2, VIT_212s0028g01420.4, VIT_212s0028g01420.3, VIT_212s0028g01420.1	Bevul.9G100900.1.p
OG0003685	VIT_210s0003g00090.5, VIT_210s0003g00090.4, VIT_210s0003g00090.2, VIT_210s0003g00090.1, VIT_210s0003g00090.6, VIT_210s0003g00090.3	Bevul.8G022900.1.p
OG0003686	VIT_204s0008g02970.4, VIT_204s0008g02970.1, VIT_204s0008g02970.2, VIT_204s0008g02970.3	Bevul.9G015800.1.p
OG0003687	VIT_214s0108g00540.1, VIT_214s0108g00540.2	Bevul.2G059400.1.p
OG0003687	VIT_200s0199g00220.2, VIT_200s0199g00220.1	Bevul.6G099800.1.p
OG0003688	VIT_204s0044g00140.5, VIT_204s0044g00140.4, VIT_204s0044g00140.1, VIT_204s0044g00140.3, VIT_204s0044g00140.2	Bevul.6G073700.1.p
OG0003689	VIT_202s0025g02080.1	Bevul.5G013100.1.p, Bevul.5G013200.1.p
OG0003690	VIT_218s0001g15240.1	Bevul.1G083900.1.p, Bevul.1G083800.1.p, Bevul.1G084000.1.p
OG0003691	VIT_202s0025g04400.2, VIT_202s0025g04400.1, VIT_202s0025g04400.5, VIT_202s0025g04400.3, VIT_202s0025g04400.4	Bevul.5G035600.1.p
OG0003692	VIT_203s0180g00170.1	Bevul.9G234200.1.p
OG0003693	VIT_203s0063g02450.1	Bevul.9G172000.1.p
OG0003695	VIT_217s0000g00490.1	Bevul.5G160600.1.p
OG0003696	VIT_211s0037g00970.1, VIT_211s0037g00970.2, VIT_211s0037g00970.3	Bevul.8G155700.1.p
OG0003697	VIT_204s0008g05830.2, VIT_204s0008g05830.1	Bevul.2G170100.2.p, Bevul.2G170100.1.p
OG0003698	VIT_210s0042g00800.3, VIT_210s0042g00800.4, VIT_210s0042g00800.2, VIT_210s0042g00800.1, VIT_200s0215g00040.4, VIT_200s0215g00040.1, VIT_200s0215g00040.3, VIT_200s0215g00040.2	Bevul.3G235600.1.p
OG0003699	VIT_218s0122g01340.1, VIT_218s0122g01340.2, VIT_218s0122g01340.3	Bevul.1G040600.1.p
OG0003700	VIT_211s0016g03110.1	Bevul.9G043200.1.p
OG0003701	VIT_209s0002g01470.4, VIT_209s0002g01470.1, VIT_209s0002g01470.2, VIT_209s0002g01470.3	Bevul.7G025600.1.p
OG0003702	VIT_218s0089g00910.1, VIT_212s0035g01800.3, VIT_212s0035g01800.2, VIT_212s0035g01800.1, VIT_212s0035g01800.4	Bevul.6G156800.1.p
OG0003703	VIT_207s0005g01740.6, VIT_207s0005g01740.2, VIT_207s0005g01740.3, VIT_207s0005g01740.4, VIT_207s0005g01740.1, VIT_207s0005g01740.5, VIT_207s0005g01740.7	Bevul.1G059700.1.p
OG0003704	VIT_214s0083g01120.1	Bevul.6G077400.1.p
OG0003705	VIT_209s0018g01710.1, VIT_209s0018g01710.2, VIT_214s0036g00630.7, VIT_214s0036g00630.3, VIT_214s0036g00630.1, VIT_214s0036g00630.2	Bevul.4G127400.1.p
OG0003706	VIT_218s0001g15630.2, VIT_218s0001g15630.1, VIT_218s0001g15630.3	Bevul.1G079600.1.p
OG0003708	VIT_213s0064g00450.6, VIT_213s0064g00450.9, VIT_213s0064g00450.7, VIT_213s0064g00450.3, VIT_213s0064g00450.4, VIT_213s0064g00450.8, VIT_213s0064g00450.1, VIT_213s0064g00450.5, VIT_213s0064g00450.2	Bevul.2G191500.1.p
OG0003710	VIT_216s0098g00600.1	Bevul.3G021500.1.p, Bevul.3G021600.1.p
OG0003711	VIT_212s0142g00170.1	Bevul.7G187700.1.p
OG0003712	VIT_214s0068g00240.4, VIT_214s0068g00240.2, VIT_214s0068g00240.6, VIT_214s0068g00240.1, VIT_214s0068g00240.5, VIT_214s0068g00240.3	Bevul.2G074300.3.p, Bevul.2G074300.1.p, Bevul.2G074300.4.p, Bevul.2G074300.2.p
OG0003713	VIT_214s0128g00370.2, VIT_214s0128g00370.1	Bevul.5G249000.1.p
OG0003714	VIT_201s0026g01880.1, VIT_201s0026g01880.2	Bevul.6G240100.1.p
OG0003716	VIT_205s0102g00480.1, VIT_205s0102g00480.2	Bevul.2G017200.1.p, Bevul.2G017200.8.p, Bevul.2G017200.5.p, Bevul.2G017200.4.p, Bevul.2G017200.2.p, Bevul.2G017200.3.p, Bevul.2G017200.7.p, Bevul.2G017200.6.p
OG0003717	VIT_217s0000g04120.4	Bevul.5G166500.1.p
OG0003718	VIT_201s0011g04550.1	Bevul.2G207200.1.p
OG0003719	VIT_201s0010g01660.1	Bevul.9G074200.1.p
OG0003721	VIT_203s0017g01800.1	Bevul.2G194700.1.p, Bevul.2G194700.4.p, Bevul.2G194700.2.p, Bevul.2G194700.3.p, Bevul.2G194700.6.p, Bevul.2G194700.5.p
OG0003722	VIT_200s0481g00010.1, VIT_218s0001g01330.1, VIT_218s0001g01040.1	Bevul.6G046700.1.p
OG0003723	VIT_217s0000g02540.1	Bevul.5G135700.1.p
OG0003724	VIT_217s0000g03670.1, VIT_217s0000g03670.4, VIT_217s0000g03670.3, VIT_217s0000g03670.2	Bevul.5G148100.1.p
OG0003725	VIT_201s0026g02260.1, VIT_201s0026g02260.7, VIT_201s0026g02260.4, VIT_201s0026g02260.2, VIT_201s0026g02260.6, VIT_201s0026g02260.3, VIT_201s0026g02260.5	Bevul.7G099600.1.p
OG0003726	VIT_215s0021g00270.3, VIT_215s0021g00270.2, VIT_215s0021g00270.4, VIT_215s0021g00270.1, VIT_215s0021g00310.1	Bevul.5G085600.1.p, Bevul.1G150300.1.p, Bevul.1G150400.1.p
OG0003727	VIT_201s0026g00350.1, VIT_201s0026g00350.3, VIT_201s0026g00350.2, VIT_217s0000g07950.1, VIT_217s0000g07950.2	Bevul.6G194900.1.p
OG0003728	VIT_214s0108g01650.1	Bevul.6G082200.1.p, Bevul.2G090800.1.p
OG0003729	VIT_201s0026g01080.1	Bevul.6G248600.1.p
OG0003730	VIT_206s0009g01720.2, VIT_201s0026g02490.2, VIT_201s0026g02490.1, VIT_201s0026g02490.3	Bevul.6G236000.1.p
OG0003732	VIT_201s0011g02130.3, VIT_201s0011g02130.1, VIT_201s0011g02130.2	Bevul.9G008700.1.p
OG0003733	VIT_217s0000g06880.4, VIT_217s0000g06880.3, VIT_217s0000g06880.5, VIT_217s0000g06880.6, VIT_217s0000g06880.1, VIT_217s0000g06880.2	Bevul.5G181400.1.p
OG0003734	VIT_214s0068g00630.2, VIT_214s0068g00630.1, VIT_214s0068g00630.5, VIT_214s0068g00630.6, VIT_214s0068g00630.7, VIT_214s0068g00630.3, VIT_214s0068g00630.4	Bevul.6G163100.1.p
OG0003735	VIT_214s0006g03120.6, VIT_214s0006g03120.11, VIT_214s0006g03120.1, VIT_214s0006g03120.2, VIT_214s0006g03120.3, VIT_214s0006g03120.7, VIT_214s0006g03120.10, VIT_214s0006g03120.9, VIT_214s0006g03120.8, VIT_214s0006g03120.5, VIT_214s0006g03120.4	Bevul.2G215000.1.p
OG0003736	VIT_217s0000g06920.1, VIT_217s0000g06920.2	Bevul.5G181600.1.p
OG0003737	VIT_201s0010g01760.2, VIT_201s0010g01760.5, VIT_201s0010g01760.4, VIT_201s0010g01760.8, VIT_201s0010g01760.9, VIT_201s0010g01760.7, VIT_201s0010g01760.6, VIT_201s0010g01760.3, VIT_201s0010g01760.1	Bevul.6G046600.1.p
OG0003738	VIT_217s0000g08106.1, VIT_211s0065g01210.1	Bevul.5G210300.1.p
OG0003740	VIT_203s0038g04130.1, VIT_203s0038g04130.2	Bevul.5G227400.1.p
OG0003741	VIT_214s0108g01560.4, VIT_214s0108g01560.3, VIT_214s0108g01560.1, VIT_214s0108g01560.5, VIT_214s0108g01560.2	Bevul.2G072100.1.p, Bevul.2G072100.2.p, Bevul.2G072100.3.p
OG0003741	VIT_201s0011g00730.1	Bevul.6G082500.1.p
OG0003742	VIT_215s0021g01580.3, VIT_215s0021g01580.2, VIT_215s0021g01580.6, VIT_215s0021g01580.1, VIT_215s0021g01580.10, VIT_215s0021g01580.8, VIT_215s0021g01580.9, VIT_215s0021g01580.5, VIT_215s0021g01580.7, VIT_215s0021g01580.4	Bevul.1G143700.1.p
OG0003743	VIT_201s0011g03755.1	Bevul.6G130600.1.p
OG0003743	VIT_214s0006g02766.1	Bevul.2G211700.1.p
OG0003744	VIT_201s0011g02800.1	Bevul.6G119100.1.p
OG0003745	VIT_218s0001g01580.4, VIT_218s0001g01580.1, VIT_218s0001g01580.2, VIT_218s0001g01580.3	Bevul.1G086800.1.p
OG0003746	VIT_202s0025g02720.1	Bevul.5G064000.1.p
OG0003746	VIT_215s0048g02650.1	Bevul.1G199100.1.p
OG0003747	VIT_207s0005g04300.6, VIT_207s0005g04300.9, VIT_207s0005g04300.8, VIT_207s0005g04300.7, VIT_207s0005g04300.5, VIT_207s0005g04300.2, VIT_207s0005g04300.1, VIT_207s0005g04300.4, VIT_207s0005g04300.3, VIT_207s0005g04300.10	Bevul.7G112700.1.p
OG0003749	VIT_218s0041g00090.3, VIT_218s0041g00090.4, VIT_218s0041g00090.2, VIT_218s0041g00090.1	Bevul.1G040100.1.p
OG0003750	VIT_219s0090g01390.1, VIT_219s0090g01400.1	Bevul.4G014700.1.p, Bevul.4G014800.1.p, Bevul.4G014900.1.p, Bevul.4G015000.1.p, Bevul.4G015100.1.p
OG0003751	VIT_218s0166g00110.1	Bevul.1G078400.1.p
OG0003754	VIT_211s0065g00410.1, VIT_212s0035g02230.1, VIT_219s0015g02120.1, VIT_219s0015g02330.1, VIT_203s0088g00070.1, VIT_219s0015g02790.1, VIT_207s0005g05540.1, VIT_217s0053g00280.1, VIT_203s0088g01030.1, VIT_215s0024g01380.1, VIT_215s0024g00710.1, VIT_203s0088g00420.1, VIT_212s0055g00470.1, VIT_204s0043g00205.1, VIT_217s0000g06645.1, VIT_200s0476g00020.1, VIT_205s0049g01920.1, VIT_213s0143g00032.1, VIT_217s0053g00270.1, VIT_200s2733g00010.1, VIT_218s0157g00030.1, VIT_218s0086g00270.1, VIT_215s0048g00200.1, VIT_218s0075g00240.1, VIT_213s0147g00140.1, VIT_209s0096g00980.1, VIT_203s0017g02100.1, VIT_217s0000g10160.1	Bevul.1G055200.1.p, Bevul.6G133600.1.p, Bevul.5G113400.1.p
OG0003770	VIT_205s0051g00860.3, VIT_205s0051g00860.1, VIT_205s0051g00860.2	Bevul.9G164100.1.p
OG0003771	VIT_206s0009g02040.3, VIT_206s0009g02040.4, VIT_206s0009g02040.1, VIT_206s0009g02040.2	Bevul.4G219600.1.p
OG0003772	VIT_207s0005g03620.7, VIT_207s0005g03620.3, VIT_207s0005g03620.9, VIT_207s0005g03620.8, VIT_207s0005g03620.6, VIT_207s0005g03620.4, VIT_207s0005g03620.2, VIT_207s0005g03620.5, VIT_207s0005g03620.1	Bevul.5G250100.1.p
OG0003773	VIT_212s0059g00610.6, VIT_212s0059g00610.3, VIT_212s0059g00610.8, VIT_212s0059g00610.4, VIT_212s0059g00610.5, VIT_212s0059g00610.2, VIT_212s0059g00610.1	Bevul.8G101700.1.p
OG0003774	VIT_207s0104g00340.1, VIT_207s0104g00340.4, VIT_207s0104g00340.3, VIT_207s0104g00340.2	Bevul.7G076700.1.p
OG0003775	VIT_212s0178g00020.1	Bevul.9G144200.2.p, Bevul.9G144200.1.p
OG0003776	VIT_205s0020g04950.2, VIT_205s0020g04950.1, VIT_205s0020g04950.4, VIT_205s0020g04950.3	Bevul.2G220100.3.p, Bevul.2G220100.2.p, Bevul.2G220100.1.p
OG0003777	VIT_205s0049g01160.1, VIT_205s0049g01160.4, VIT_205s0049g01160.2, VIT_205s0049g01160.3	Bevul.5G250800.1.p, Bevul.3G008300.1.p
OG0003778	VIT_214s0128g00030.2, VIT_214s0128g00030.1, VIT_214s0128g00030.3, VIT_214s0128g00030.4, VIT_214s0128g00030.6, VIT_214s0128g00030.5, VIT_214s0128g00030.7	Bevul.7G043600.1.p, Bevul.4G150400.1.p
OG0003779	VIT_208s0007g04890.2, VIT_208s0007g04890.1	Bevul.7G049400.2.p, Bevul.7G049400.5.p, Bevul.7G049400.1.p, Bevul.7G049400.6.p, Bevul.7G049400.3.p, Bevul.7G049400.4.p
OG0003780	VIT_205s0062g01090.1	Bevul.3G225400.1.p
OG0003782	VIT_208s0058g00670.1, VIT_206s0004g07490.1	Bevul.7G015400.1.p
OG0003783	VIT_211s0118g00210.2, VIT_211s0118g00210.3, VIT_211s0118g00210.1	Bevul.8G168900.1.p
OG0003784	VIT_208s0007g08390.2, VIT_208s0007g08390.1, VIT_213s0074g00320.1	Bevul.3G194500.1.p
OG0003785	VIT_213s0067g00060.1	Bevul.2G032300.4.p, Bevul.2G032300.3.p, Bevul.2G032300.2.p, Bevul.2G032300.5.p, Bevul.2G032300.8.p, Bevul.2G032300.1.p, Bevul.2G032300.7.p, Bevul.2G032300.9.p, Bevul.2G032300.6.p
OG0003786	VIT_214s0060g01290.1, VIT_214s0060g01290.2	Bevul.4G195900.1.p
OG0003787	VIT_201s0150g00460.2, VIT_201s0150g00460.1	Bevul.2G000900.1.p, Bevul.2G000900.2.p
OG0003789	VIT_205s0020g02080.4, VIT_205s0020g02080.3, VIT_205s0020g02080.1, VIT_205s0020g02080.2, VIT_205s0020g02080.5	Bevul.3G153500.1.p
OG0003790	VIT_208s0056g00160.1, VIT_208s0056g00160.4, VIT_208s0056g00160.2, VIT_208s0056g00160.3	Bevul.9G038700.8.p, Bevul.9G038700.11.p, Bevul.9G038700.6.p, Bevul.9G038700.7.p, Bevul.9G038700.5.p, Bevul.9G038700.4.p, Bevul.9G038700.1.p, Bevul.9G038700.3.p, Bevul.9G038700.10.p, Bevul.9G038700.2.p, Bevul.9G038700.9.p, Bevul.1G062700.1.p
OG0003791	VIT_204s0008g01740.2, VIT_204s0008g01740.1	Bevul.2G137400.1.p, Bevul.2G137400.2.p
OG0003791	VIT_205s0020g03200.2, VIT_205s0020g03200.5, VIT_205s0020g03200.3, VIT_205s0020g03200.1, VIT_205s0020g03200.4	Bevul.3G138700.1.p
OG0003792	VIT_212s0028g01120.1	Bevul.9G015900.2.p, Bevul.9G015900.1.p
OG0003793	VIT_205s0020g02890.1	Bevul.3G141500.1.p
OG0003793	VIT_214s0128g00350.1	Bevul.4G154300.1.p
