gene_ID,module,ATgene_ID,TopBLASTHit_Symbol,TopBLASTHit_Name,TopBLASTHit_Position
Dm_00007715-RA,6,AT1G75680.1," Symbols: AtGH9B7, GH9B7 ", glycosyl hydrolase 9B7 , chr1:28417215-28419231 REVERSE LENGTH=525
Dm_00011305-RA,6,AT2G13820.1," Symbols: AtXYP2, LPTG11, XYP2 "," glycosylphosphatidylinositol-anchored lipid protein transfer 11, xylogen protein 2 ", chr2:5774295-5776279 REVERSE LENGTH=169
Dm_00007970-RA,6,AT2G44300.1, Symbols: LTPG14 , glycosylphosphatidylinositol-anchored lipid protein transfer 14 , chr2:18307468-18308286 REVERSE LENGTH=204
Dm_00018151-RA,6,AT3G22600.1, Symbols: LTPG5 , glycosylphosphatidylinositol-anchored lipid protein transfer 5 , chr3:8006711-8007397 REVERSE LENGTH=170
Dm_00011640-RA,6,AT2G13650.5, Symbols: GONST1 , golgi nucleotide sugar transporter 1 , chr2:5687584-5689709 REVERSE LENGTH=244
Dm_00011641-RA,6,AT2G13650.7, Symbols: GONST1 , golgi nucleotide sugar transporter 1 , chr2:5687985-5690303 REVERSE LENGTH=284
Dm_00002794-RA,6,AT5G28300.1," Symbols: GT2L, AtGT2L ", GT-2Like protein , chr5:10292789-10295101 REVERSE LENGTH=619
Dm_00021040-RA,6,AT5G65710.1, Symbols: HSL2 , HAESA-like 2 , chr5:26292372-26295440 FORWARD LENGTH=993
Dm_00000016-RA,6,AT1G06840.1, Symbols: HAK1 , HDS-associated RLK1 , chr1:2097854-2103208 REVERSE LENGTH=953
Dm_00006155-RA,6,AT1G06840.1, Symbols: HAK1 , HDS-associated RLK1 , chr1:2097854-2103208 REVERSE LENGTH=953
Dm_00010488-RA,6,AT4G38580.2," Symbols: ATFP6, FP6, HIPP26, AtHMP40 "," HEAVY METAL ASSOCIATED ISOPRENYLATED PLANT PROTEIN 26, HEAVY METAL ASSOCIATED PROTEIN 40, farnesylated protein 6 ", chr4:18034596-18035693 FORWARD LENGTH=153
Dm_00002260-RA,6,AT4G30110.2," Symbols: ATHMA2, HMA2 "," heavy metal atpase 2, ARABIDOPSIS HEAVY METAL ATPASE 2 ", chr4:14720253-14724577 REVERSE LENGTH=951
Dm_00003817-RA,6,AT5G61060.1," Symbols: ATHDA5, HDA05, HDA5 ", histone deacetylase 5 , chr5:24567137-24570917 REVERSE LENGTH=660
Dm_00011348-RA,6,AT1G05230.9, Symbols: HDG2 , homeodomain GLABROUS 2 , chr1:1513388-1517024 REVERSE LENGTH=721
Dm_00005501-RA,6,AT4G25540.1," Symbols: MSH3, ATMSH3 ", homolog of DNA mismatch repair protein MSH3 , chr4:13042700-13048115 REVERSE LENGTH=1081
Dm_00009442-RA,6,AT5G59830.3, Symbols: ZIN 1 , HopZ1a Interactor 1 , chr5:24105423-24107071 FORWARD LENGTH=425
Dm_00014519-RA,6,AT5G41040.1," Symbols: ASFT, RWP1, HHT "," hydroxycinnamoyl- CoA:&omega;-hydroxyacid O-hydroxycinnamoyltransferase, aliphatic suberin feruloyl-transferase, REDUCED LEVELS OF WALL-BOUND PHENOLICS 1 ", chr5:16431448-16433086 FORWARD LENGTH=457
Dm_00007897-RA,6,AT4G14550.1," Symbols: IAA14, SLR "," indole-3-acetic acid inducible 14, SOLITARY ROOT ", chr4:8348521-8349923 REVERSE LENGTH=228
Dm_00014763-RA,6,AT5G03040.3, Symbols: iqd2 , IQ-domain 2 , chr5:710380-712406 REVERSE LENGTH=461
Dm_00004284-RA,6,AT3G49260.3, Symbols: iqd21 , IQ-domain 21 , chr3:18262755-18265859 FORWARD LENGTH=472
Dm_00002989-RA,6,AT3G16490.1, Symbols: IQD26 , IQ-domain 26 , chr3:5603962-5605489 REVERSE LENGTH=389
Dm_00007612-RA,6,AT1G74690.1, Symbols: IQD31 , IQ-domain 31 , chr1:28061498-28063924 REVERSE LENGTH=587
Dm_00013580-RA,6,AT1G62990.1," Symbols: KNAT7, IRX11 "," IRREGULAR XYLEM 11, KNOTTED-like homeobox of Arabidopsis thaliana 7 ", chr1:23337468-23340348 FORWARD LENGTH=291
Dm_00012595-RA,6,AT1G27600.2," Symbols: I9H, IRX9-L "," IRREGULAR XYLEM 9-LIKE, IRREGULAR XYLEM 9 Homolog ", chr1:9604083-9605881 REVERSE LENGTH=394
Dm_00009372-RA,6,AT5G05170.1," Symbols: CEV1, IXR1, ELI1, ATH-B, CESA3, MRE1, ATCESA3 "," ISOXABEN RESISTANT  1, ECTOPIC LIGNIFICATION 1, CONSTITUTIVE EXPRESSION OF VSP 1, multiple response expansion 1, CELLULOSE SYNTHASE 3 ", chr5:1530401-1535090 REVERSE LENGTH=1065
Dm_00008392-RA,6,AT5G64740.1," Symbols: IXR2, PRC1, E112, CESA6 "," ISOXABEN RESISTANT 2, cellulose synthase 6, PROCUSTE 1 ", chr5:25881555-25886333 FORWARD LENGTH=1084
Dm_00011392-RA,6,AT1G32640.1," Symbols: JAI1, ZBF1, JIN1, ATMYC2, MYC2, RD22BP1 ", JASMONATE INSENSITIVE 1 , chr1:11799042-11800913 REVERSE LENGTH=623
Dm_00017458-RA,6,AT5G16560.1," Symbols: KAN, KAN1 "," KANADI, KANADI 1 ", chr5:5407365-5411092 REVERSE LENGTH=403
Dm_00002594-RA,6,AT1G27500.2," Symbols: KLCR3, CMU3 "," kinesin light chain-related 3, h cellulose synthase?microtubule uncoupling 3 ", chr1:9551629-9553909 REVERSE LENGTH=661
Dm_00008462-RA,6,AT5G25220.1, Symbols: KNAT3 , KNOTTED1-like homeobox gene 3 , chr5:8736208-8738115 FORWARD LENGTH=431
Dm_00011522-RA,6,AT1G23380.1," Symbols: KNAT6L, KNAT6, KNAT6S ", KNOTTED1-like homeobox gene 6 , chr1:8297499-8302492 REVERSE LENGTH=327
Dm_00015269-RA,6,AT1G27340.1, Symbols: LCR , LEAF CURLING RESPONSIVENESS , chr1:9495741-9497857 FORWARD LENGTH=467
Dm_00010349-RA,6,AT4G22880.3," Symbols: LDOX, TT18, TDS4, ANS "," leucoanthocyanidin dioxygenase, ANTHOCYANIDIN SYNTHASE, TANNIN DEFICIENT SEED 4 ", chr4:12004905-12006059 REVERSE LENGTH=356
Dm_00018174-RA,6,AT4G15470.1," Symbols: LFG5, AtLFG5 ", LIFEGUARD 5 , chr4:8843661-8845505 FORWARD LENGTH=256
Dm_00005084-RA,6,AT5G64813.3, Symbols: LIP1 , Light Insensitive Period1 , chr5:25910836-25912625 FORWARD LENGTH=342
Dm_00014714-RA,6,AT2G31160.1," Symbols: LSH3, OBO1 "," LIGHT SENSITIVE HYPOCOTYLS 3, ORGAN BOUNDARY 1 ", chr2:13277903-13278562 FORWARD LENGTH=219
Dm_00019711-RA,6,AT1G43130.1, Symbols: LCV2 , like COV 2 , chr1:16228661-16231158 REVERSE LENGTH=261
Dm_00010195-RA,6,AT5G08415.1, Symbols: LIP1 ," lipoyl synthase 1, LOST IN POLLEN TUBE GUIDANCE 1 ", chr5:2710983-2713101 REVERSE LENGTH=394
Dm_00015003-RA,6,AT5G11950.3," Symbols: MOBP2, LOG8 ", LONELY GUY 8 , chr5:3855072-3856815 FORWARD LENGTH=216
Dm_00001738-RA,6,AT1G49430.1," Symbols: LACS2, LRD2 "," long-chain acyl-CoA synthetase 2, LATERAL ROOT DEVELOPMENT 2 ", chr1:18291188-18295641 FORWARD LENGTH=665
Dm_00020147-RA,6,AT4G34950.1, Symbols: MFS1 , MAJOR FACILITATOR SUPERFAMILY 1 , chr4:16642544-16644759 REVERSE LENGTH=567
Dm_00016769-RA,6,AT3G14720.1," Symbols: MPK19, ATMPK19 "," MAP kinase 19, ARABIDOPSIS THALIANA MAP KINASE 19 ", chr3:4946057-4948906 FORWARD LENGTH=598
Dm_00015544-RA,6,AT2G43790.1," Symbols: MPK6, ATMPK6, MAPK6, ATMAPK6 ", MAP kinase 6 , chr2:18138477-18140693 FORWARD LENGTH=395
Dm_00010011-RA,6,AT4G31010.1, Symbols: mCSF1 , mitochondrial CAF-like splicing factor 1 , chr4:15106708-15108446 FORWARD LENGTH=405
Dm_00005800-RA,6,AT2G41660.1, Symbols: MIZ1 , mizu-kussei 1 , chr2:17367945-17368838 FORWARD LENGTH=297
Dm_00003536-RA,6,AT2G38120.1," Symbols: AUX1, MAP1, PIR1, AtAUX1, WAV5 "," MODIFIER OF ARF7/NPH4 PHENOTYPES 1, AUXIN RESISTANT 1, WAVY ROOTS 5 ", chr2:15973493-15976792 FORWARD LENGTH=485
Dm_00009228-RA,6,AT3G57880.4," Symbols: FTIP3, MCTP3 "," multiple C2 domain and transmembrane region protein 3, FT INTERACTING PROTEIN 3 ", chr3:21431198-21433519 REVERSE LENGTH=773
Dm_00002707-RA,6,AT4G09140.1," Symbols: ATMLH1, MLH1 "," MUTL-homologue 1, ARABIDOPSIS THALIANA MUTL-HOMOLOGUE 1 ", chr4:5817107-5821035 REVERSE LENGTH=737
Dm_00020120-RA,6,AT1G66370.1," Symbols: MYB113, AtMYB113 ", myb domain protein 113 , chr1:24753634-24754604 FORWARD LENGTH=246
Dm_00006869-RA,6,AT3G13540.1," Symbols: ATMYB5, MYB5 ", myb domain protein 5 , chr3:4420239-4421443 FORWARD LENGTH=249
Dm_00002840-RA,6,AT3G11440.2," Symbols: MYB65, ATMYB65 "," MYB DOMAIN PROTEIN 65, myb domain protein 65 ", chr3:3603056-3604581 FORWARD LENGTH=468
Dm_00013894-RA,6,AT3G18000.1," Symbols: PEAMT1, AtPMT1, PEAMT, NMT1, XPL1, DPR2 "," N-METHYLTRANSFERASE 1, Phosphoethanolamine methyltransferase1, XIPOTL 1 ", chr3:6154578-6157331 FORWARD LENGTH=491
Dm_00011169-RA,6,AT5G61430.1," Symbols: NAC100, ATNAC5, ANAC100 ", NAC domain containing protein 100 , chr5:24701328-24702553 REVERSE LENGTH=336
Dm_00013986-RA,6,AT5G25880.1," Symbols: ATNADP-ME3, NADP-ME3 "," NADP-malic enzyme 3, Arabidopsis thaliana NADP-malic enzyme 3 ", chr5:9024549-9028260 FORWARD LENGTH=588
Dm_00020616-RA,6,AT1G80360.4," Symbols: VAS1, ISS1 "," ndole Severe Sensitive1, reversal of sav3 phenotype 1 ", chr1:30208736-30210643 REVERSE LENGTH=394
Dm_00002537-RA,6,AT3G11660.1, Symbols: NHL1 , NDR1/HIN1-like 1 , chr3:3679031-3679660 REVERSE LENGTH=209
Dm_00000818-RA,6,AT3G11580.5," Symbols: SOD7, NGAL2 "," NGATHA-like protein2, suppressor of da1-1 ", chr3:3650579-3651271 REVERSE LENGTH=230
Dm_00005967-RA,6,AT1G69870.1," Symbols: NRT1.7, AtNPF2.13, NPF2.13 "," nitrate transporter 1.7, NRT1/ PTR family 2.13 ", chr1:26316208-26320097 FORWARD LENGTH=620
Dm_00000254-RA,6,AT1G80530.1, Symbols: no symbol available , no full name available , chr1:30278224-30280247 REVERSE LENGTH=561
Dm_00000263-RA,6,AT3G46920.2, Symbols: no symbol available , no full name available , chr3:17280430-17284857 REVERSE LENGTH=1155
Dm_00000575-RA,6,AT5G27490.1, Symbols: no symbol available , no full name available , chr5:9703130-9704653 REVERSE LENGTH=282
Dm_00000647-RA,6,AT4G32750.1, Symbols: no symbol available , no full name available , chr4:15796415-15798091 REVERSE LENGTH=293
Dm_00000655-RA,6,AT5G19670.2, Symbols: no symbol available , no full name available , chr5:6647025-6649358 FORWARD LENGTH=610
Dm_00000798-RA,6,AT1G01970.1, Symbols: no symbol available , no full name available , chr1:338538-339905 FORWARD LENGTH=409
Dm_00000836-RA,6,AT4G27100.2, Symbols: no symbol available , no full name available , chr4:13595845-13598620 FORWARD LENGTH=433
Dm_00000839-RA,6,AT3G15160.1, Symbols: no symbol available , no full name available , chr3:5104582-5108279 FORWARD LENGTH=562
Dm_00001448-RA,6,AT3G09010.1, Symbols: no symbol available , no full name available , chr3:2750285-2752086 FORWARD LENGTH=393
Dm_00001563-RA,6,AT5G58300.3, Symbols: no symbol available , no full name available , chr5:23572821-23574871 FORWARD LENGTH=654
Dm_00001614-RA,6,AT1G25375.1, Symbols: no symbol available , no full name available , chr1:8900279-8903220 REVERSE LENGTH=524
Dm_00001679-RA,6,AT5G61520.1, Symbols: no symbol available , no full name available , chr5:24739358-24741175 REVERSE LENGTH=514
Dm_00001789-RA,6,AT5G03620.1, Symbols: no symbol available , no full name available , chr5:918738-921874 FORWARD LENGTH=766
Dm_00001841-RA,6,AT1G54500.1, Symbols: no symbol available , no full name available , chr1:20357084-20357671 REVERSE LENGTH=195
Dm_00001974-RA,6,AT4G30390.1, Symbols: no symbol available , no full name available , chr4:14862224-14862906 REVERSE LENGTH=95
Dm_00002115-RA,6,AT1G54740.1, Symbols: no symbol available , no full name available , chr1:20430839-20431738 FORWARD LENGTH=299
Dm_00002130-RA,6,AT5G55050.1, Symbols: no symbol available , no full name available , chr5:22337745-22339741 FORWARD LENGTH=376
Dm_00002171-RA,6,AT1G26761.1, Symbols: no symbol available , no full name available , chr1:9250269-9251603 REVERSE LENGTH=444
Dm_00002211-RA,6,AT5G26960.1, Symbols: no symbol available , no full name available , chr5:9484908-9486149 REVERSE LENGTH=413
Dm_00002341-RA,6,AT5G32440.3, Symbols: no symbol available , no full name available , chr5:12077014-12078396 FORWARD LENGTH=265
Dm_00002569-RA,6,AT4G13730.1, Symbols: no symbol available , no full name available , chr4:7970299-7974055 FORWARD LENGTH=449
Dm_00002624-RA,6,AT1G15760.1, Symbols: no symbol available , no full name available , chr1:5425714-5426322 FORWARD LENGTH=202
Dm_00002708-RA,6,AT1G22930.1, Symbols: no symbol available , no full name available , chr1:8117521-8121854 FORWARD LENGTH=1131
Dm_00002927-RA,6,AT4G13730.1, Symbols: no symbol available , no full name available , chr4:7970299-7974055 FORWARD LENGTH=449
Dm_00003095-RA,6,AT3G55820.1, Symbols: no symbol available , no full name available , chr3:20714041-20714655 FORWARD LENGTH=204
Dm_00003115-RA,6,AT1G01350.1, Symbols: no symbol available , no full name available , chr1:136732-137970 FORWARD LENGTH=343
Dm_00003150-RA,6,AT3G05390.1, Symbols: no symbol available , no full name available , chr3:1546585-1547976 REVERSE LENGTH=463
Dm_00003181-RA,6,AT2G03690.1, Symbols: no symbol available , no full name available , chr2:1122122-1123011 REVERSE LENGTH=226
Dm_00003402-RA,6,AT5G42830.1, Symbols: no symbol available , no full name available , chr5:17176384-17177906 FORWARD LENGTH=450
Dm_00003749-RA,6,AT5G59480.5, Symbols: no symbol available , no full name available , chr5:23979619-23981156 REVERSE LENGTH=282
Dm_00003779-RA,6,AT1G58110.2, Symbols: no symbol available , no full name available , chr1:21515919-21517374 REVERSE LENGTH=374
Dm_00003795-RA,6,AT2G30050.1, Symbols: no symbol available , no full name available , chr2:12825540-12826448 FORWARD LENGTH=302
Dm_00004095-RA,6,AT1G22030.1, Symbols: no symbol available , no full name available , chr1:7759337-7760415 REVERSE LENGTH=333
Dm_00004160-RA,6,AT5G25400.1, Symbols: no symbol available , no full name available , chr5:8823283-8824332 FORWARD LENGTH=349
Dm_00004173-RA,6,AT4G31830.1, Symbols: no symbol available , no full name available , chr4:15400803-15401105 REVERSE LENGTH=100
Dm_00004221-RA,6,AT3G27230.1, Symbols: no symbol available , no full name available , chr3:10054224-10055456 FORWARD LENGTH=410
Dm_00004473-RA,6,AT5G64030.1, Symbols: no symbol available , no full name available , chr5:25624965-25628257 FORWARD LENGTH=829
Dm_00004484-RA,6,AT5G05130.1, Symbols: no symbol available , no full name available , chr5:1512116-1514918 FORWARD LENGTH=881
Dm_00004544-RA,6,AT3G46540.1, Symbols: no symbol available , no full name available , chr3:17134204-17135411 REVERSE LENGTH=307
Dm_00004660-RA,6,AT1G62330.1, Symbols: no symbol available , no full name available , chr1:23046965-23050053 FORWARD LENGTH=652
Dm_00004788-RA,6,AT5G16110.1, Symbols: no symbol available , no full name available , chr5:5261171-5262668 REVERSE LENGTH=244
Dm_00004858-RA,6,AT5G44250.1, Symbols: no symbol available , no full name available , chr5:17823876-17825620 REVERSE LENGTH=403
Dm_00005012-RA,6,AT4G36210.3, Symbols: no symbol available , no full name available , chr4:17130354-17134302 FORWARD LENGTH=672
Dm_00005223-RA,6,AT1G19110.1, Symbols: no symbol available , no full name available , chr1:6602270-6605766 FORWARD LENGTH=754
Dm_00005320-RA,6,AT5G67290.1, Symbols: no symbol available , no full name available , chr5:26848419-26849755 REVERSE LENGTH=406
Dm_00005321-RA,6,AT4G37250.1, Symbols: no symbol available , no full name available , chr4:17527789-17530191 REVERSE LENGTH=768
Dm_00005332-RA,6,AT3G50210.4, Symbols: no symbol available , no full name available , chr3:18614338-18616229 REVERSE LENGTH=332
Dm_00005384-RA,6,AT3G19300.1, Symbols: no symbol available , no full name available , chr3:6690242-6693210 REVERSE LENGTH=663
Dm_00005964-RA,6,AT1G59725.1, Symbols: no symbol available , no full name available , chr1:21950738-21952210 FORWARD LENGTH=331
Dm_00006156-RA,6,AT5G01950.7, Symbols: no symbol available , no full name available , chr5:365040-369532 REVERSE LENGTH=956
Dm_00006394-RA,6,AT4G18820.1, Symbols: no symbol available , no full name available , chr4:10330371-10334090 FORWARD LENGTH=1097
Dm_00006514-RA,6,AT4G03420.1, Symbols: no symbol available , no full name available , chr4:1512226-1513594 FORWARD LENGTH=310
Dm_00006779-RA,6,AT4G14930.2, Symbols: no symbol available , no full name available , chr4:8538831-8541101 FORWARD LENGTH=310
Dm_00006804-RA,6,AT3G20650.1, Symbols: no symbol available , no full name available , chr3:7221168-7223939 REVERSE LENGTH=370
Dm_00006875-RA,6,AT5G25510.1, Symbols: no symbol available , no full name available , chr5:8882728-8884325 REVERSE LENGTH=500
Dm_00006876-RA,6,AT2G05790.1, Symbols: no symbol available , no full name available , chr2:2199450-2201293 FORWARD LENGTH=472
Dm_00006883-RA,6,AT5G10190.1, Symbols: no symbol available , no full name available , chr5:3199205-3201140 FORWARD LENGTH=488
Dm_00007043-RA,6,AT1G25370.2, Symbols: no symbol available , no full name available , chr1:8898046-8898934 REVERSE LENGTH=263
Dm_00007074-RA,6,AT1G26300.3, Symbols: no symbol available , no full name available , chr1:9098937-9099746 REVERSE LENGTH=213
Dm_00007404-RA,6,AT1G55230.1, Symbols: no symbol available , no full name available , chr1:20602895-20603797 FORWARD LENGTH=300
Dm_00007516-RA,6,AT1G09910.1, Symbols: no symbol available , no full name available , chr1:3220151-3224451 REVERSE LENGTH=675
Dm_00007565-RA,6,AT3G05545.1, Symbols: no symbol available , no full name available , chr3:1609436-1612133 FORWARD LENGTH=425
Dm_00007574-RA,6,AT1G01180.1, Symbols: no symbol available , no full name available , chr1:75633-76556 FORWARD LENGTH=307
Dm_00007681-RA,6,AT4G35750.1, Symbols: no symbol available , no full name available , chr4:16940865-16941674 REVERSE LENGTH=202
Dm_00007751-RA,6,AT4G27270.1, Symbols: no symbol available , no full name available , chr4:13661458-13663243 REVERSE LENGTH=205
Dm_00007870-RA,6,AT3G52990.1, Symbols: no symbol available , no full name available , chr3:19649046-19652237 FORWARD LENGTH=527
Dm_00007919-RA,6,AT2G28480.1, Symbols: no symbol available , no full name available , chr2:12176642-12178031 REVERSE LENGTH=372
Dm_00007944-RA,6,AT3G07950.1, Symbols: no symbol available , no full name available , chr3:2531982-2534277 FORWARD LENGTH=304
Dm_00008206-RA,6,AT5G48385.1, Symbols: no symbol available , no full name available , chr5:19609471-19611712 FORWARD LENGTH=558
Dm_00008368-RA,6,AT4G13710.1, Symbols: no symbol available , no full name available , chr4:7962550-7966012 FORWARD LENGTH=470
Dm_00008394-RA,6,AT1G74860.1, Symbols: no symbol available , no full name available , chr1:28123432-28125600 FORWARD LENGTH=400
Dm_00008524-RA,6,AT5G39250.2, Symbols: no symbol available , no full name available , chr5:15724860-15725618 FORWARD LENGTH=252
Dm_00008724-RA,6,AT1G14390.1, Symbols: no symbol available , no full name available , chr1:4924277-4926794 FORWARD LENGTH=728
Dm_00008824-RA,6,AT3G05610.1, Symbols: no symbol available , no full name available , chr3:1625876-1627976 REVERSE LENGTH=669
Dm_00008848-RA,6,AT3G56680.1, Symbols: no symbol available , no full name available , chr3:20991537-20993446 FORWARD LENGTH=353
Dm_00009344-RA,6,AT1G26690.1, Symbols: no symbol available , no full name available , chr1:9224299-9225682 REVERSE LENGTH=214
Dm_00009689-RA,6,AT3G50120.1, Symbols: no symbol available , no full name available , chr3:18585157-18587246 REVERSE LENGTH=531
Dm_00010039-RA,6,AT1G60590.1, Symbols: no symbol available , no full name available , chr1:22314426-22316867 REVERSE LENGTH=540
Dm_00010044-RA,6,AT2G34590.1, Symbols: no symbol available , no full name available , chr2:14568956-14570844 REVERSE LENGTH=406
Dm_00010512-RA,6,AT1G11360.4, Symbols: no symbol available , no full name available , chr1:3822171-3822899 REVERSE LENGTH=242
Dm_00010583-RA,6,AT1G68490.1, Symbols: no symbol available , no full name available , chr1:25693926-25694946 FORWARD LENGTH=183
Dm_00010594-RA,6,AT1G12330.1, Symbols: no symbol available , no full name available , chr1:4194673-4196627 FORWARD LENGTH=505
Dm_00011108-RA,6,AT2G37035.1, Symbols: no symbol available , no full name available , chr2:15555374-15556780 REVERSE LENGTH=433
Dm_00011155-RA,6,AT4G13710.1, Symbols: no symbol available , no full name available , chr4:7962550-7966012 FORWARD LENGTH=470
Dm_00011398-RA,6,AT1G49980.3, Symbols: no symbol available , no full name available , chr1:18508026-18511833 FORWARD LENGTH=654
Dm_00011483-RA,6,AT2G36895.1, Symbols: no symbol available , no full name available , chr2:15489176-15490296 REVERSE LENGTH=232
Dm_00011546-RA,6,AT5G41460.1, Symbols: no symbol available , no full name available , chr5:16589724-16592197 REVERSE LENGTH=524
Dm_00012152-RA,6,AT2G41410.1, Symbols: no symbol available , no full name available , chr2:17262085-17262735 REVERSE LENGTH=216
Dm_00012435-RA,6,AT3G26040.1, Symbols: no symbol available , no full name available , chr3:9519741-9521069 FORWARD LENGTH=442
Dm_00012616-RA,6,AT3G53190.1, Symbols: no symbol available , no full name available , chr3:19714171-19717537 FORWARD LENGTH=483
Dm_00013010-RA,6,AT4G33600.1, Symbols: no symbol available , no full name available , chr4:16144452-16145864 REVERSE LENGTH=470
Dm_00013127-RA,6,AT5G36230.1, Symbols: no symbol available , no full name available , chr5:14273519-14276773 FORWARD LENGTH=411
Dm_00013290-RA,6,AT5G26710.1, Symbols: no symbol available , no full name available , chr5:9305673-9308247 FORWARD LENGTH=719
Dm_00013318-RA,6,AT1G63640.5, Symbols: no symbol available , no full name available , chr1:23589234-23595109 REVERSE LENGTH=1061
Dm_00013395-RA,6,AT3G27320.1, Symbols: no symbol available , no full name available , chr3:10090307-10092391 FORWARD LENGTH=460
Dm_00013426-RA,6,AT1G71210.1, Symbols: no symbol available , no full name available , chr1:26838850-26841489 REVERSE LENGTH=879
Dm_00013708-RA,6,AT3G47940.1, Symbols: no symbol available , no full name available , chr3:17688232-17689402 REVERSE LENGTH=350
Dm_00013733-RA,6,AT3G07940.1, Symbols: no symbol available , no full name available , chr3:2529542-2531368 FORWARD LENGTH=385
Dm_00013837-RA,6,AT2G18360.1, Symbols: no symbol available , no full name available , chr2:7976848-7979221 REVERSE LENGTH=313
Dm_00013925-RA,6,AT1G29800.2, Symbols: no symbol available , no full name available , chr1:10432736-10435046 FORWARD LENGTH=496
Dm_00014008-RA,6,AT5G65380.1, Symbols: no symbol available , no full name available , chr5:26123241-26126352 REVERSE LENGTH=486
Dm_00014232-RA,6,AT5G52980.1, Symbols: no symbol available , no full name available , chr5:21482329-21483642 REVERSE LENGTH=222
Dm_00014385-RA,6,AT4G14240.1, Symbols: no symbol available , no full name available , chr4:8204712-8207273 REVERSE LENGTH=494
Dm_00014825-RA,6,AT2G38970.1, Symbols: no symbol available , no full name available , chr2:16274135-16276651 FORWARD LENGTH=692
Dm_00014827-RA,6,AT5G37930.1, Symbols: no symbol available , no full name available , chr5:15102239-15103651 REVERSE LENGTH=349
Dm_00014881-RA,6,AT5G25310.1, Symbols: no symbol available , no full name available , chr5:8784820-8787235 FORWARD LENGTH=480
Dm_00015154-RA,6,AT5G42830.1, Symbols: no symbol available , no full name available , chr5:17176384-17177906 FORWARD LENGTH=450
Dm_00015365-RA,6,AT5G20400.1, Symbols: no symbol available , no full name available , chr5:6894871-6896185 FORWARD LENGTH=348
Dm_00015530-RA,6,AT4G05160.1, Symbols: no symbol available , no full name available , chr4:2664451-2666547 FORWARD LENGTH=544
Dm_00016038-RA,6,AT1G56290.1, Symbols: no symbol available , no full name available , chr1:21075939-21078608 FORWARD LENGTH=692
Dm_00016335-RA,6,AT1G27210.1, Symbols: no symbol available , no full name available , chr1:9455669-9457917 REVERSE LENGTH=625
Dm_00016784-RA,6,AT2G36780.1, Symbols: no symbol available , no full name available , chr2:15417618-15419108 REVERSE LENGTH=496
Dm_00016822-RA,6,AT3G26590.1, Symbols: no symbol available , no full name available , chr3:9761927-9765259 REVERSE LENGTH=500
Dm_00017407-RA,6,AT5G62150.1, Symbols: no symbol available , no full name available , chr5:24958325-24958633 FORWARD LENGTH=102
Dm_00017905-RA,6,AT4G29250.1, Symbols: no symbol available , no full name available , chr4:14420713-14422177 FORWARD LENGTH=460
Dm_00018140-RA,6,AT3G16760.1, Symbols: no symbol available , no full name available , chr3:5703213-5705080 FORWARD LENGTH=475
Dm_00018360-RA,6,AT5G22460.3, Symbols: no symbol available , no full name available , chr5:7443659-7445269 REVERSE LENGTH=340
Dm_00018401-RA,6,AT5G10770.1, Symbols: no symbol available , no full name available , chr5:3403331-3405331 REVERSE LENGTH=474
Dm_00018434-RA,6,AT3G13340.3, Symbols: no symbol available , no full name available , chr3:4332370-4334603 FORWARD LENGTH=447
Dm_00018461-RA,6,AT1G26850.2, Symbols: no symbol available , no full name available , chr1:9301146-9303432 REVERSE LENGTH=616
Dm_00018496-RA,6,AT1G49850.1, Symbols: no symbol available , no full name available , chr1:18455326-18456444 REVERSE LENGTH=250
Dm_00018731-RA,6,AT4G21970.1, Symbols: no symbol available , no full name available , chr4:11653633-11654106 FORWARD LENGTH=157
Dm_00018744-RA,6,AT3G01930.2, Symbols: no symbol available , no full name available , chr3:319289-321488 REVERSE LENGTH=584
Dm_00018981-RA,6,AT1G33420.1, Symbols: no symbol available , no full name available , chr1:12121063-12123346 REVERSE LENGTH=697
Dm_00019015-RA,6,AT3G25030.4, Symbols: no symbol available , no full name available , chr3:9122650-9123402 FORWARD LENGTH=250
Dm_00019076-RA,6,AT3G57930.2, Symbols: no symbol available , no full name available , chr3:21447250-21447675 REVERSE LENGTH=141
Dm_00019341-RA,6,AT5G05830.1, Symbols: no symbol available , no full name available , chr5:1755910-1756825 FORWARD LENGTH=204
Dm_00019736-RA,6,AT4G10800.1, Symbols: no symbol available , no full name available , chr4:6643678-6644529 FORWARD LENGTH=283
Dm_00019878-RA,6,AT1G74460.1, Symbols: no symbol available , no full name available , chr1:27988150-27989765 REVERSE LENGTH=366
Dm_00019892-RA,6,AT4G18030.1, Symbols: no symbol available , no full name available , chr4:10012850-10015267 REVERSE LENGTH=621
Dm_00019895-RA,6,AT3G24530.1, Symbols: no symbol available , no full name available , chr3:8945678-8947786 REVERSE LENGTH=481
Dm_00020181-RA,6,AT1G02180.1, Symbols: no symbol available , no full name available , chr1:413619-414505 REVERSE LENGTH=226
Dm_00020186-RA,6,AT4G22740.2, Symbols: no symbol available , no full name available , chr4:11944050-11945565 REVERSE LENGTH=356
Dm_00020285-RA,6,AT3G45900.1, Symbols: no symbol available , no full name available , chr3:16874566-16875984 REVERSE LENGTH=389
Dm_00020666-RA,6,AT2G25970.1, Symbols: no symbol available , no full name available , chr2:11071844-11075604 REVERSE LENGTH=632
Dm_00020711-RA,6,AT2G36780.1, Symbols: no symbol available , no full name available , chr2:15417618-15419108 REVERSE LENGTH=496
