Orthogroup	L_sativa.proteins	S_lycopersicum.proteins
OG0004057	Lsat_1_v5_gn_2_98441.1	Solyc12g099150.1.1, Solyc09g059998.1.1, Solyc09g011150.1.1, Solyc02g011873.1.1, Solyc04g082990.3.1, Solyc05g047670.1.1, Solyc06g043036.1.1, Solyc01g020285.1.1, Solyc03g058260.1.1
OG0004058	Lsat_1_v5_gn_5_186821.1, Lsat_1_v5_gn_5_186821.3, Lsat_1_v5_gn_5_186821.2	Solyc06g084080.3.1, Solyc09g065810.3.1
OG0004059	Lsat_1_v5_gn_5_53081.1, Lsat_1_v5_gn_5_53081.2	Solyc12g099560.2.1, Solyc05g054240.3.1
OG0004060	Lsat_1_v5_gn_3_16520.3, Lsat_1_v5_gn_3_16520.1	Solyc08g077310.3.1
OG0004061	Lsat_1_v5_gn_8_79401.1, Lsat_1_v5_gn_8_79401.3	Solyc10g080400.2.1
OG0004062	Lsat_1_v5_gn_3_72900.2, Lsat_1_v5_gn_5_28201.3	Solyc00g125990.2.1
OG0004062	Lsat_1_v5_gn_1_2680.1, Lsat_1_v5_gn_5_28181.1	Solyc00g126000.1.1, Solyc10g062040.2.1
OG0004062	Lsat_1_v5_gn_4_157460.1	Solyc07g041630.1.1, Solyc10g062035.1.1
OG0004063	Lsat_1_v5_gn_2_74301.1, Lsat_1_v5_gn_8_115961.1, Lsat_1_v5_gn_2_74301.2, Lsat_1_v5_gn_8_75341.1	Solyc03g062790.3.1, Solyc10g080490.2.1
OG0004064	Lsat_1_v5_gn_8_89640.3, Lsat_1_v5_gn_8_89640.1, Lsat_1_v5_gn_9_15241.3, Lsat_1_v5_gn_9_15241.1	Solyc06g007870.3.1, Solyc09g059450.3.1
OG0004065	Lsat_1_v5_gn_6_40941.1	Solyc06g074420.1.1
OG0004065	Lsat_1_v5_gn_8_23721.2, Lsat_1_v5_gn_8_23721.1, Lsat_1_v5_gn_1_48460.1, Lsat_1_v5_gn_1_48460.3	Solyc10g083400.1.1
OG0004066	Lsat_1_v5_gn_6_70601.3, Lsat_1_v5_gn_6_70601.1	Solyc10g083510.2.1, Solyc09g009200.2.1
OG0004067	Lsat_1_v5_gn_3_133701.1, Lsat_1_v5_gn_6_37921.1	Solyc01g110820.3.1
OG0004068	Lsat_1_v5_gn_1_50681.1, Lsat_1_v5_gn_1_50681.3, Lsat_1_v5_gn_6_26780.1	Solyc09g008850.3.1
OG0004069	Lsat_1_v5_gn_2_38660.1, Lsat_1_v5_gn_5_71180.1, Lsat_1_v5_gn_5_71180.2	Solyc06g053350.3.1
OG0004070	Lsat_1_v5_gn_5_189700.1, Lsat_1_v5_gn_9_5100.2, Lsat_1_v5_gn_9_5100.4, Lsat_1_v5_gn_8_55700.3, Lsat_1_v5_gn_8_55700.1	Solyc09g074320.3.1
OG0004071	Lsat_1_v5_gn_5_188201.3, Lsat_1_v5_gn_5_188201.1, Lsat_1_v5_gn_9_3660.1	Solyc09g065200.3.1, Solyc01g098930.3.1
OG0004072	Lsat_1_v5_gn_8_85400.2, Lsat_1_v5_gn_8_85400.1, Lsat_1_v5_gn_8_85400.3	Solyc09g010880.3.1
OG0004073	Lsat_1_v5_gn_2_28360.1	Solyc02g086250.3.1
OG0004074	Lsat_1_v5_gn_8_75920.3, Lsat_1_v5_gn_8_75920.1, Lsat_1_v5_gn_9_23221.3, Lsat_1_v5_gn_9_23221.2, Lsat_1_v5_gn_9_23221.1	Solyc09g010700.3.1, Solyc11g066010.2.1
OG0004075	Lsat_1_v5_gn_5_190500.1, Lsat_1_v5_gn_3_33000.2, Lsat_1_v5_gn_3_33000.1, Lsat_1_v5_gn_7_94561.1, Lsat_1_v5_gn_5_190500.2	Solyc01g008080.3.1
OG0004076	Lsat_1_v5_gn_9_21601.1	Solyc11g072950.2.1
OG0004077	Lsat_1_v5_gn_6_1580.2, Lsat_1_v5_gn_6_1580.3, Lsat_1_v5_gn_6_1580.1, Lsat_1_v5_gn_6_116360.1, Lsat_1_v5_gn_6_116360.3	Solyc01g059880.3.1, Solyc12g099260.2.1
OG0004078	Lsat_1_v5_gn_2_18081.1, Lsat_1_v5_gn_2_18081.3	Solyc04g048900.3.1, Solyc05g056230.3.1
OG0004079	Lsat_1_v5_gn_1_112921.1, Lsat_1_v5_gn_1_112921.2, Lsat_1_v5_gn_1_112921.3	Solyc09g082650.3.1
OG0004080	Lsat_1_v5_gn_1_59281.3, Lsat_1_v5_gn_6_38800.3, Lsat_1_v5_gn_6_38800.1	Solyc04g009710.2.1, Solyc11g006910.2.1, Solyc05g055280.2.1
OG0004081	Lsat_1_v5_gn_2_64840.2, Lsat_1_v5_gn_2_64840.1, Lsat_1_v5_gn_2_64840.3, Lsat_1_v5_gn_4_139620.2	Solyc01g097880.3.1
OG0004082	Lsat_1_v5_gn_7_76501.2, Lsat_1_v5_gn_7_76501.1	Solyc11g066280.2.1
OG0004083	Lsat_1_v5_gn_5_48701.1, Lsat_1_v5_gn_5_48701.3	Solyc05g051580.3.1
OG0004084	Lsat_1_v5_gn_1_74141.1, Lsat_1_v5_gn_1_74360.1, Lsat_1_v5_gn_1_74401.1, Lsat_1_v5_gn_1_74380.1	Solyc08g014350.1.1
OG0004086	Lsat_1_v5_gn_7_77041.1, Lsat_1_v5_gn_7_77041.2, Lsat_1_v5_gn_9_121780.1, Lsat_1_v5_gn_9_121780.2	Solyc11g039650.2.1
OG0004087	Lsat_1_v5_gn_3_120241.1, Lsat_1_v5_gn_3_120241.2	Solyc04g007270.3.1
OG0004088	Lsat_1_v5_gn_6_105381.2, Lsat_1_v5_gn_6_105381.1, Lsat_1_v5_gn_1_2480.4, Lsat_1_v5_gn_1_2480.1	Solyc02g063075.1.1, Solyc04g074940.3.1
OG0004089	Lsat_1_v5_gn_6_8860.2, Lsat_1_v5_gn_6_8860.1	Solyc08g082750.3.1, Solyc08g008410.3.1
OG0004090	Lsat_1_v5_gn_4_164500.1	Solyc02g093100.3.1
OG0004090	Lsat_1_v5_gn_4_127841.2, Lsat_1_v5_gn_4_127841.1	Solyc04g078590.3.1
OG0004091	Lsat_1_v5_gn_4_76620.1, Lsat_1_v5_gn_1_2461.1, Lsat_1_v5_gn_1_2461.3	Solyc04g074950.3.1, Solyc04g074960.3.1
OG0004092	Lsat_1_v5_gn_2_78720.1, Lsat_1_v5_gn_3_73920.1, Lsat_1_v5_gn_3_73920.2	Solyc02g084345.1.1, Solyc02g084350.3.1
OG0004093	Lsat_1_v5_gn_9_112100.1, Lsat_1_v5_gn_9_112160.1, Lsat_1_v5_gn_9_112561.2, Lsat_1_v5_gn_9_112561.1	Solyc01g107520.3.1, Solyc01g107540.3.1, Solyc01g080790.3.1, Solyc01g080800.3.1
OG0004094	Lsat_1_v5_gn_8_34760.1, Lsat_1_v5_gn_8_34760.3	Solyc02g091733.1.1, Solyc03g043760.3.1, Solyc02g091730.2.1
OG0004095	Lsat_1_v5_gn_4_162340.1, Lsat_1_v5_gn_4_162340.2, Lsat_1_v5_gn_2_83781.1	Solyc02g092590.3.1
OG0004096	Lsat_1_v5_gn_2_116140.5, Lsat_1_v5_gn_2_116140.2	Solyc04g049770.3.1
OG0004097	Lsat_1_v5_gn_1_8361.1	Solyc06g060310.3.1, Solyc11g012850.2.1, Solyc09g056270.2.1, Solyc04g024920.1.1
OG0004098	Lsat_1_v5_gn_2_67341.1, Lsat_1_v5_gn_2_67341.3	Solyc04g051400.2.1, Solyc04g051410.3.1
OG0004099	Lsat_1_v5_gn_7_87840.1	Solyc01g108360.3.1, Solyc01g108350.3.1, Solyc10g050730.2.1, Solyc10g050690.2.1
OG0004100	Lsat_1_v5_gn_9_47660.2, Lsat_1_v5_gn_9_47660.1	Solyc12g077590.2.1
OG0004101	Lsat_1_v5_gn_9_121240.2, Lsat_1_v5_gn_9_121240.1, Lsat_1_v5_gn_5_104780.1	Solyc01g103185.1.1, Solyc01g103200.3.1
OG0004102	Lsat_1_v5_gn_9_111000.1	Solyc01g108070.3.1
OG0004103	Lsat_1_v5_gn_5_26901.1, Lsat_1_v5_gn_5_26901.2, Lsat_1_v5_gn_4_116980.1	Solyc04g080940.3.1
OG0004104	Lsat_1_v5_gn_5_103901.1, Lsat_1_v5_gn_9_120180.1, Lsat_1_v5_gn_9_120180.2, Lsat_1_v5_gn_5_103901.3, Lsat_1_v5_gn_5_103901.2, Lsat_1_v5_gn_5_103901.4	Solyc01g103540.3.1
OG0004105	Lsat_1_v5_gn_7_79840.3, Lsat_1_v5_gn_7_79840.1, Lsat_1_v5_gn_9_117540.1, Lsat_1_v5_gn_9_117540.2	Solyc10g047000.2.1
OG0004106	Lsat_1_v5_gn_4_152080.2, Lsat_1_v5_gn_4_152080.1, Lsat_1_v5_gn_3_76401.2, Lsat_1_v5_gn_3_76401.1	Solyc02g085220.3.1, Solyc07g056660.3.1
OG0004107	Lsat_1_v5_gn_2_73761.1	Solyc03g032090.1.1, Solyc02g082510.1.1, Solyc02g082520.2.1, Solyc00g007130.3.1
OG0004107	Lsat_1_v5_gn_7_1541.1	Solyc10g048180.1.1
OG0004108	Lsat_1_v5_gn_8_121800.2, Lsat_1_v5_gn_8_121800.1, Lsat_1_v5_gn_8_121800.3	Solyc01g111990.3.1
OG0004109	Lsat_1_v5_gn_4_158640.3, Lsat_1_v5_gn_4_158640.1, Lsat_1_v5_gn_2_80441.3, Lsat_1_v5_gn_2_80441.1, Lsat_1_v5_gn_3_84881.1	Solyc02g091930.3.1, Solyc02g063520.3.1
OG0004110	Lsat_1_v5_gn_8_139620.1, Lsat_1_v5_gn_9_31941.1, Lsat_1_v5_gn_2_72140.3, Lsat_1_v5_gn_2_72140.1	Solyc07g055040.1.1, Solyc06g072445.1.1, Solyc06g072200.1.1, Solyc06g072190.1.1, Solyc06g072180.1.1, Solyc06g062570.1.1, Solyc06g072197.1.1, Solyc06g072450.1.1, Solyc06g072193.1.1, Solyc06g072455.1.1, Solyc03g120030.1.1, Solyc06g084035.1.1
OG0004111	Lsat_1_v5_gn_2_83081.1, Lsat_1_v5_gn_3_87201.1	Solyc02g064690.3.1, Solyc02g092490.3.1, Solyc11g064835.1.1
OG0004112	Lsat_1_v5_gn_5_46500.1, Lsat_1_v5_gn_5_46500.3	Solyc01g105540.3.1
OG0004113	Lsat_1_v5_gn_2_73661.3, Lsat_1_v5_gn_2_73661.1	Solyc02g082690.3.1
OG0004114	Lsat_1_v5_gn_7_32801.3, Lsat_1_v5_gn_7_32801.1, Lsat_1_v5_gn_7_32741.1, Lsat_1_v5_gn_7_32841.2, Lsat_1_v5_gn_7_32841.3, Lsat_1_v5_gn_7_32841.1, Lsat_1_v5_gn_7_32940.1, Lsat_1_v5_gn_7_32940.2	Solyc02g070910.3.1, Solyc02g070890.3.1
OG0004115	Lsat_1_v5_gn_7_31000.2, Lsat_1_v5_gn_7_31000.1, Lsat_1_v5_gn_7_30980.1	Solyc02g071260.3.1
OG0004115	Lsat_1_v5_gn_1_41100.1	Solyc05g053410.3.1, Solyc01g059870.4.1
OG0004116	Lsat_1_v5_gn_4_178480.1, Lsat_1_v5_gn_3_93020.1, Lsat_1_v5_gn_2_87161.1	Solyc02g089990.1.1, Solyc03g044860.1.1, Solyc02g065430.1.1
OG0004117	Lsat_1_v5_gn_8_122001.1, Lsat_1_v5_gn_6_34280.1, Lsat_1_v5_gn_3_47821.1	Solyc10g074470.2.1, Solyc01g112050.3.1
OG0004118	Lsat_1_v5_gn_7_87961.1, Lsat_1_v5_gn_7_87961.3	Solyc10g050450.2.1
OG0004118	Lsat_1_v5_gn_1_58400.1, Lsat_1_v5_gn_6_34861.1	Solyc10g081820.2.1
OG0004119	Lsat_1_v5_gn_7_13800.3, Lsat_1_v5_gn_7_13800.1, Lsat_1_v5_gn_4_63420.2, Lsat_1_v5_gn_4_63420.1, Lsat_1_v5_gn_9_117501.1	Solyc04g014810.3.1, Solyc11g012440.1.1
OG0004120	Lsat_1_v5_gn_1_43921.1, Lsat_1_v5_gn_6_114300.1	Solyc05g053440.3.1
OG0004121	Lsat_1_v5_gn_7_22140.2, Lsat_1_v5_gn_7_22140.3, Lsat_1_v5_gn_7_22140.1	Solyc02g077560.3.1
OG0004122	Lsat_1_v5_gn_7_114900.3, Lsat_1_v5_gn_7_114900.1, Lsat_1_v5_gn_3_17641.1	Solyc10g005860.3.1
OG0004123	Lsat_1_v5_gn_4_116461.1	Solyc02g080060.1.1, Solyc02g080050.1.1
OG0004124	Lsat_1_v5_gn_8_167161.1, Lsat_1_v5_gn_8_167161.3, Lsat_1_v5_gn_5_108021.3, Lsat_1_v5_gn_5_108021.1	Solyc08g005990.3.1
OG0004125	Lsat_1_v5_gn_7_54281.1, Lsat_1_v5_gn_7_54281.2	Solyc07g006780.3.1
OG0004126	Lsat_1_v5_gn_4_65921.1	Solyc07g053630.3.1, Solyc10g008160.3.1
OG0004127	Lsat_1_v5_gn_1_113160.2, Lsat_1_v5_gn_1_113160.1	Solyc02g005510.3.1
OG0004128	Lsat_1_v5_gn_1_129281.1	Solyc02g080940.3.1
OG0004128	Lsat_1_v5_gn_7_114400.1	Solyc10g006240.3.1
OG0004129	Lsat_1_v5_gn_7_7100.5, Lsat_1_v5_gn_7_7100.2, Lsat_1_v5_gn_7_7060.1, Lsat_1_v5_gn_7_7100.6, Lsat_1_v5_gn_7_7100.1	Solyc01g094070.3.1, Solyc05g051010.3.1
OG0004130	Lsat_1_v5_gn_9_37901.1, Lsat_1_v5_gn_9_37901.3, Lsat_1_v5_gn_1_30140.2, Lsat_1_v5_gn_1_30140.1	Solyc03g118110.3.1
OG0004131	Lsat_1_v5_gn_5_166580.3	Solyc11g073200.2.1, Solyc11g073210.2.1
OG0004132	Lsat_1_v5_gn_3_10601.1, Lsat_1_v5_gn_3_10601.3	Solyc08g008320.3.1, Solyc08g082290.3.1
OG0004133	Lsat_1_v5_gn_8_8061.2, Lsat_1_v5_gn_8_8061.1, Lsat_1_v5_gn_5_118921.1	Solyc03g007100.3.1
OG0004134	Lsat_1_v5_gn_8_6441.1, Lsat_1_v5_gn_2_131520.1	Solyc03g007670.3.1, Solyc06g036420.2.1
OG0004135	Lsat_1_v5_gn_5_135281.1, Lsat_1_v5_gn_5_135281.2	Solyc06g062600.3.1, Solyc03g121600.3.1
OG0004136	Lsat_1_v5_gn_5_130860.3, Lsat_1_v5_gn_5_130860.1, Lsat_1_v5_gn_5_130781.1, Lsat_1_v5_gn_5_130801.1	Solyc12g044260.2.1, Solyc03g120670.3.1
OG0004136	Lsat_1_v5_gn_4_102800.3, Lsat_1_v5_gn_4_102800.1	Solyc03g120680.3.1
OG0004137	Lsat_1_v5_gn_4_71961.1	Solyc01g111765.1.1
OG0004138	Lsat_1_v5_gn_7_44361.2, Lsat_1_v5_gn_7_44361.1, Lsat_1_v5_gn_6_113460.1	Solyc12g009790.2.1, Solyc07g007680.3.1
OG0004139	Lsat_1_v5_gn_7_84001.1, Lsat_1_v5_gn_7_82800.1	Solyc06g064890.3.1
OG0004140	Lsat_1_v5_gn_9_52561.2, Lsat_1_v5_gn_9_52561.1, Lsat_1_v5_gn_9_52601.3, Lsat_1_v5_gn_9_52601.1, Lsat_1_v5_gn_2_129401.1, Lsat_1_v5_gn_2_129401.3	Solyc03g083500.3.1
OG0004141	Lsat_1_v5_gn_8_87701.3, Lsat_1_v5_gn_8_87701.1	Solyc05g032650.2.1, Solyc12g008890.2.1
OG0004142	Lsat_1_v5_gn_4_96000.3, Lsat_1_v5_gn_4_96000.1, Lsat_1_v5_gn_4_96000.2	Solyc01g068210.3.1
OG0004143	Lsat_1_v5_gn_4_103420.1	Solyc03g120310.3.1
OG0004144	Lsat_1_v5_gn_0_36001.1, Lsat_1_v5_gn_4_180301.3, Lsat_1_v5_gn_4_180301.1	Solyc02g067560.1.1, Solyc02g087460.1.1
OG0004144	Lsat_1_v5_gn_4_8180.1	Solyc05g006570.1.1
OG0004145	Lsat_1_v5_gn_6_8180.2, Lsat_1_v5_gn_6_8180.1, Lsat_1_v5_gn_6_78800.1	Solyc08g080050.3.1
OG0004146	Lsat_1_v5_gn_4_43721.1, Lsat_1_v5_gn_4_43721.3, Lsat_1_v5_gn_4_43721.2	Solyc11g013370.2.1
OG0004147	Lsat_1_v5_gn_7_44320.2, Lsat_1_v5_gn_7_44320.1	Solyc07g007620.3.1, Solyc12g009820.2.1
OG0004148	Lsat_1_v5_gn_5_174560.1, Lsat_1_v5_gn_5_174560.2, Lsat_1_v5_gn_8_111360.1, Lsat_1_v5_gn_8_111360.3	Solyc06g082290.3.1
OG0004149	Lsat_1_v5_gn_3_54960.1, Lsat_1_v5_gn_3_54960.2	Solyc07g008760.3.1
OG0004150	Lsat_1_v5_gn_5_78640.3, Lsat_1_v5_gn_5_78640.2, Lsat_1_v5_gn_5_78640.1	Solyc08g062670.3.1
OG0004151	Lsat_1_v5_gn_6_86780.3, Lsat_1_v5_gn_6_86780.1, Lsat_1_v5_gn_6_86780.2, Lsat_1_v5_gn_8_135021.1	Solyc08g080680.3.1
OG0004152	Lsat_1_v5_gn_8_86441.1, Lsat_1_v5_gn_5_140720.1, Lsat_1_v5_gn_5_140720.2	Solyc05g025900.3.1, Solyc07g041830.3.1
OG0004152	Lsat_1_v5_gn_8_70600.1, Lsat_1_v5_gn_7_58260.1	Solyc08g061490.3.1
OG0004153	Lsat_1_v5_gn_5_132480.1, Lsat_1_v5_gn_5_132480.2, Lsat_1_v5_gn_5_132480.3	Solyc03g116470.2.1
OG0004153	Lsat_1_v5_gn_5_30500.3, Lsat_1_v5_gn_5_30500.1	Solyc06g036540.1.1
OG0004154	Lsat_1_v5_gn_6_115861.1	Solyc08g021960.3.1
OG0004155	Lsat_1_v5_gn_8_61061.1, Lsat_1_v5_gn_8_61061.2	Solyc07g007810.3.1
OG0004156	Lsat_1_v5_gn_1_16981.1, Lsat_1_v5_gn_1_16981.2, Lsat_1_v5_gn_7_561.1	Solyc01g096280.2.1, Solyc10g009310.3.1, Solyc05g047680.3.1
OG0004157	Lsat_1_v5_gn_6_17960.1	Solyc08g078520.3.1
OG0004158	Lsat_1_v5_gn_9_56521.1, Lsat_1_v5_gn_9_56521.3	Solyc03g007960.3.1, Solyc06g036260.3.1
OG0004159	Lsat_1_v5_gn_1_52741.1, Lsat_1_v5_gn_1_52741.3	Solyc04g082790.3.1, Solyc10g085790.2.1
OG0004160	Lsat_1_v5_gn_4_92321.1, Lsat_1_v5_gn_5_137860.1, Lsat_1_v5_gn_5_137860.3	Solyc03g123600.3.1, Solyc03g123610.3.1, Solyc06g063090.3.1
OG0004161	Lsat_1_v5_gn_6_9340.1, Lsat_1_v5_gn_6_9340.2, Lsat_1_v5_gn_6_81860.1, Lsat_1_v5_gn_6_81860.2	Solyc08g008610.3.1, Solyc08g083190.3.1
OG0004162	Lsat_1_v5_gn_1_36540.2, Lsat_1_v5_gn_1_36540.1, Lsat_1_v5_gn_5_134160.1	Solyc03g121270.3.1
OG0004163	Lsat_1_v5_gn_8_5100.1, Lsat_1_v5_gn_2_136060.1, Lsat_1_v5_gn_2_136060.3	Solyc03g083360.3.1, Solyc06g051960.3.1
OG0004164	Lsat_1_v5_gn_6_32161.3, Lsat_1_v5_gn_6_32161.1, Lsat_1_v5_gn_6_32161.2	Solyc12g096470.2.1
OG0004165	Lsat_1_v5_gn_5_62200.3, Lsat_1_v5_gn_5_62200.2, Lsat_1_v5_gn_5_62200.1, Lsat_1_v5_gn_3_25440.2, Lsat_1_v5_gn_3_25440.1, Lsat_1_v5_gn_3_25440.3	Solyc08g068960.3.1
OG0004166	Lsat_1_v5_gn_9_81361.1, Lsat_1_v5_gn_9_81361.3	Solyc01g102530.3.1
OG0004167	Lsat_1_v5_gn_3_1101.4, Lsat_1_v5_gn_3_1101.1, Lsat_1_v5_gn_3_1101.3	Solyc08g078590.1.1, Solyc06g060740.2.1
OG0004167	Lsat_1_v5_gn_7_10021.1, Lsat_1_v5_gn_7_10021.3	Solyc01g090840.3.1
OG0004168	Lsat_1_v5_gn_9_50221.3, Lsat_1_v5_gn_9_50221.1, Lsat_1_v5_gn_9_50181.1, Lsat_1_v5_gn_9_50181.3, Lsat_1_v5_gn_9_50221.4	Solyc03g082490.3.1
OG0004169	Lsat_1_v5_gn_2_129680.2, Lsat_1_v5_gn_2_129680.1	Solyc03g007110.3.1
OG0004169	Lsat_1_v5_gn_3_3161.1, Lsat_1_v5_gn_3_3161.3	Solyc08g079660.3.1
OG0004170	Lsat_1_v5_gn_8_110501.1, Lsat_1_v5_gn_8_110501.3	Solyc09g015650.3.1
OG0004171	Lsat_1_v5_gn_9_66481.2, Lsat_1_v5_gn_9_66481.1, Lsat_1_v5_gn_8_17320.1, Lsat_1_v5_gn_8_17320.2, Lsat_1_v5_gn_8_17320.3	Solyc05g054740.3.1
OG0004172	Lsat_1_v5_gn_2_103340.2, Lsat_1_v5_gn_2_103340.1, Lsat_1_v5_gn_8_17681.1, Lsat_1_v5_gn_8_17681.2	Solyc11g007960.2.1
OG0004173	Lsat_1_v5_gn_7_114840.1	Solyc12g015900.1.1
OG0004173	Lsat_1_v5_gn_3_43840.3, Lsat_1_v5_gn_3_43840.1, Lsat_1_v5_gn_4_68320.1, Lsat_1_v5_gn_4_68320.3	Solyc12g044670.1.1, Solyc03g121220.2.1
OG0004174	Lsat_1_v5_gn_1_7960.2, Lsat_1_v5_gn_1_7960.1, Lsat_1_v5_gn_2_49000.1, Lsat_1_v5_gn_2_49000.3	Solyc02g079415.1.1
OG0004175	Lsat_1_v5_gn_6_84181.1, Lsat_1_v5_gn_3_11820.1	Solyc08g082620.3.1
OG0004175	Lsat_1_v5_gn_7_30541.1, Lsat_1_v5_gn_4_28981.1	Solyc02g070790.3.1, Solyc08g016170.3.1
OG0004176	Lsat_1_v5_gn_2_38340.3, Lsat_1_v5_gn_2_38340.1, Lsat_1_v5_gn_2_38340.2	Solyc03g062930.2.1, Solyc03g062915.1.1
OG0004177	Lsat_1_v5_gn_2_19341.1, Lsat_1_v5_gn_2_20961.2, Lsat_1_v5_gn_2_20961.1	Solyc07g017970.2.1, Solyc04g007310.2.1
OG0004178	Lsat_1_v5_gn_2_120321.1, Lsat_1_v5_gn_2_120321.2	Solyc03g096370.3.1
OG0004178	Lsat_1_v5_gn_8_82321.1, Lsat_1_v5_gn_8_82321.3, Lsat_1_v5_gn_9_33301.1, Lsat_1_v5_gn_9_33301.2	Solyc09g011860.3.1, Solyc10g085050.2.1
OG0004179	Lsat_1_v5_gn_2_126301.1	Solyc06g048620.3.1, Solyc06g048950.3.1
OG0004179	Lsat_1_v5_gn_5_151941.1	Solyc09g015520.3.1
OG0004180	Lsat_1_v5_gn_5_176641.1	Solyc07g006240.3.1
OG0004181	Lsat_1_v5_gn_8_166560.3, Lsat_1_v5_gn_8_166560.2, Lsat_1_v5_gn_8_166560.5	Solyc07g066620.3.1
OG0004182	Lsat_1_v5_gn_9_90520.1, Lsat_1_v5_gn_9_90520.3	Solyc10g018530.2.1
OG0004183	Lsat_1_v5_gn_6_96581.1, Lsat_1_v5_gn_6_96581.2	Solyc01g107270.3.1, Solyc02g076720.3.1, Solyc01g107277.1.1
OG0004184	Lsat_1_v5_gn_2_99761.3, Lsat_1_v5_gn_2_99761.1	Solyc11g069830.2.1
OG0004184	Lsat_1_v5_gn_2_103060.2, Lsat_1_v5_gn_2_103060.1	Solyc04g025160.3.1
OG0004185	Lsat_1_v5_gn_4_138380.1, Lsat_1_v5_gn_4_138380.2	Solyc04g051490.3.1
OG0004186	Lsat_1_v5_gn_9_94960.1, Lsat_1_v5_gn_9_94960.2, Lsat_1_v5_gn_5_4500.1, Lsat_1_v5_gn_5_4500.3	Solyc07g063950.3.1
OG0004187	Lsat_1_v5_gn_1_106241.1, Lsat_1_v5_gn_1_106241.3	Solyc01g087300.3.1, Solyc01g087290.3.1, Solyc01g087336.1.1, Solyc01g087350.3.1
OG0004188	Lsat_1_v5_gn_7_31141.2, Lsat_1_v5_gn_7_31141.1	Solyc03g097270.3.1
OG0004189	Lsat_1_v5_gn_8_129901.1	Solyc07g052940.3.1
OG0004190	Lsat_1_v5_gn_6_29641.2, Lsat_1_v5_gn_6_29641.1, Lsat_1_v5_gn_6_29641.3	Solyc09g007330.3.1
OG0004191	Lsat_1_v5_gn_5_182920.3, Lsat_1_v5_gn_5_182920.1, Lsat_1_v5_gn_8_92540.1, Lsat_1_v5_gn_8_92540.2	Solyc07g014700.3.1, Solyc05g046330.3.1
OG0004192	Lsat_1_v5_gn_5_148361.1	Solyc09g091120.3.1
OG0004192	Lsat_1_v5_gn_5_98841.1	Solyc12g097070.2.1
OG0004193	Lsat_1_v5_gn_1_6720.1, Lsat_1_v5_gn_1_6720.3	Solyc04g057960.3.1
OG0004194	Lsat_1_v5_gn_2_104441.1, Lsat_1_v5_gn_2_104441.2, Lsat_1_v5_gn_5_153041.1	Solyc09g014510.3.1
OG0004195	Lsat_1_v5_gn_4_51560.1	Solyc10g008880.3.1, Solyc02g077450.3.1
OG0004196	Lsat_1_v5_gn_1_127601.3, Lsat_1_v5_gn_1_127601.4	Solyc03g031820.3.1
OG0004197	Lsat_1_v5_gn_7_105640.1, Lsat_1_v5_gn_7_105640.2, Lsat_1_v5_gn_9_95120.1, Lsat_1_v5_gn_9_95120.3	Solyc07g063410.3.1, Solyc12g013620.2.1
OG0004198	Lsat_1_v5_gn_7_16480.2, Lsat_1_v5_gn_7_16480.1	Solyc02g080810.3.1
OG0004199	Lsat_1_v5_gn_4_138820.1, Lsat_1_v5_gn_4_138820.3, Lsat_1_v5_gn_4_138820.2	Solyc01g096950.3.1
OG0004200	Lsat_1_v5_gn_9_68761.3, Lsat_1_v5_gn_9_68761.1, Lsat_1_v5_gn_5_81981.3, Lsat_1_v5_gn_5_178821.1, Lsat_1_v5_gn_5_81981.4, Lsat_1_v5_gn_5_81981.1, Lsat_1_v5_gn_5_178821.2	Solyc04g049380.3.1
OG0004201	Lsat_1_v5_gn_2_106801.1, Lsat_1_v5_gn_2_106801.3, Lsat_1_v5_gn_2_16440.3	Solyc09g008130.3.1
OG0004202	Lsat_1_v5_gn_2_114681.1	Solyc04g049450.3.1
OG0004202	Lsat_1_v5_gn_2_98501.1	Solyc11g069400.2.1
OG0004203	Lsat_1_v5_gn_4_186380.2, Lsat_1_v5_gn_4_186380.1	Solyc02g094570.3.1
OG0004204	Lsat_1_v5_gn_7_27720.1, Lsat_1_v5_gn_6_102941.2, Lsat_1_v5_gn_6_102941.1	Solyc07g006820.3.1
OG0004205	Lsat_1_v5_gn_7_102241.1, Lsat_1_v5_gn_7_102241.2, Lsat_1_v5_gn_3_64401.1	Solyc07g062300.3.1
OG0004206	Lsat_1_v5_gn_9_30580.1, Lsat_1_v5_gn_9_30580.3	Solyc04g015950.2.1
OG0004208	Lsat_1_v5_gn_6_11281.2, Lsat_1_v5_gn_6_11281.1	Solyc05g013030.1.1
OG0004209	Lsat_1_v5_gn_2_100281.1, Lsat_1_v5_gn_2_100281.2, Lsat_1_v5_gn_2_100281.3, Lsat_1_v5_gn_1_64080.3, Lsat_1_v5_gn_1_64080.1, Lsat_1_v5_gn_1_64080.2	Solyc11g069520.2.1
OG0004210	Lsat_1_v5_gn_5_161220.1, Lsat_1_v5_gn_9_31341.1	Solyc10g080010.2.1, Solyc04g016180.3.1
OG0004211	Lsat_1_v5_gn_4_153581.1, Lsat_1_v5_gn_4_153581.2	Solyc00g017220.2.1
OG0004212	Lsat_1_v5_gn_1_82920.1, Lsat_1_v5_gn_5_188541.3, Lsat_1_v5_gn_5_188541.1, Lsat_1_v5_gn_5_51421.1, Lsat_1_v5_gn_5_51421.2	Solyc09g074210.3.1
OG0004213	Lsat_1_v5_gn_3_7360.2, Lsat_1_v5_gn_3_7360.1	Solyc08g081000.3.1
