Orthogroup	L_sativa.proteins	V_vinifera.proteins
OG0005987	Lsat_1_v5_gn_4_90621.1, Lsat_1_v5_gn_1_39341.1, Lsat_1_v5_gn_1_39341.5, Lsat_1_v5_gn_1_39341.3	VIT_209s0002g00220.1
OG0005988	Lsat_1_v5_gn_3_24340.1, Lsat_1_v5_gn_3_24340.3	VIT_204s0008g00880.1
OG0005989	Lsat_1_v5_gn_7_58281.1, Lsat_1_v5_gn_7_58281.3	VIT_204s0008g01960.1
OG0005990	Lsat_1_v5_gn_4_155220.1	VIT_214s0006g01970.2, VIT_214s0006g01970.4, VIT_214s0006g01970.3, VIT_214s0006g01970.1
OG0005991	Lsat_1_v5_gn_2_131260.2, Lsat_1_v5_gn_2_131260.1	VIT_207s0129g00990.1, VIT_207s0129g00970.1, VIT_216s0050g01020.1
OG0005992	Lsat_1_v5_gn_8_110101.1	VIT_204s0008g01430.6, VIT_204s0008g01430.2, VIT_204s0008g01430.4, VIT_204s0008g01430.5, VIT_204s0008g01430.3, VIT_204s0008g01430.1
OG0005993	Lsat_1_v5_gn_8_131861.1	VIT_205s0094g01370.1, VIT_205s0094g01370.4, VIT_205s0094g01370.2, VIT_205s0094g01370.3
OG0005994	Lsat_1_v5_gn_2_127741.4	VIT_216s0013g01780.1, VIT_216s0013g01760.1
OG0005995	Lsat_1_v5_gn_3_5440.2, Lsat_1_v5_gn_3_5440.3, Lsat_1_v5_gn_3_5440.1, Lsat_1_v5_gn_6_87800.1, Lsat_1_v5_gn_6_7220.3, Lsat_1_v5_gn_6_7220.1	VIT_202s0025g04410.1
OG0005996	Lsat_1_v5_gn_8_147680.3, Lsat_1_v5_gn_8_147680.1, Lsat_1_v5_gn_8_147680.2	VIT_201s0010g03590.3, VIT_201s0010g03590.1, VIT_201s0010g03590.2
OG0005997	Lsat_1_v5_gn_6_88261.1	VIT_202s0012g00750.2, VIT_202s0012g00750.1, VIT_202s0012g00750.3, VIT_202s0012g00750.5, VIT_202s0012g00750.4
OG0005998	Lsat_1_v5_gn_7_9500.1	VIT_215s0048g00440.2, VIT_215s0048g00440.1, VIT_215s0048g00440.3, VIT_215s0048g00440.4
OG0005999	Lsat_1_v5_gn_4_133160.3, Lsat_1_v5_gn_4_133160.1, Lsat_1_v5_gn_4_133160.2	VIT_218s0117g00230.4, VIT_218s0117g00230.6, VIT_218s0117g00230.1, VIT_218s0117g00230.5, VIT_218s0117g00230.3, VIT_218s0117g00230.2
OG0006000	Lsat_1_v5_gn_3_140300.2, Lsat_1_v5_gn_3_140300.1, Lsat_1_v5_gn_4_33021.1	VIT_215s0046g00430.1
OG0006000	Lsat_1_v5_gn_6_83800.1	VIT_202s0025g01600.1
OG0006001	Lsat_1_v5_gn_4_93201.1, Lsat_1_v5_gn_4_93201.3, Lsat_1_v5_gn_1_38241.1, Lsat_1_v5_gn_1_38241.3	VIT_209s0002g01150.1
OG0006002	Lsat_1_v5_gn_2_128800.3, Lsat_1_v5_gn_4_101921.1, Lsat_1_v5_gn_2_128800.1	VIT_216s0022g00980.1, VIT_216s0022g00980.5, VIT_216s0022g00980.2, VIT_216s0022g00980.10, VIT_216s0022g00980.9, VIT_216s0022g00980.7, VIT_216s0022g00980.4, VIT_216s0022g00980.8, VIT_216s0022g00980.6, VIT_216s0022g00980.3
OG0006003	Lsat_1_v5_gn_1_37901.2, Lsat_1_v5_gn_1_37901.1, Lsat_1_v5_gn_4_92601.1	VIT_209s0002g00930.1
OG0006004	Lsat_1_v5_gn_4_46721.1, Lsat_1_v5_gn_6_97941.3	VIT_215s0021g01940.2, VIT_215s0021g01940.1, VIT_215s0021g01940.3, VIT_215s0021g01940.6, VIT_215s0021g01940.5, VIT_215s0021g01940.4
OG0006005	Lsat_1_v5_gn_7_36681.2, Lsat_1_v5_gn_7_36681.1	VIT_211s0016g02020.2, VIT_211s0016g02020.7, VIT_211s0016g02020.1, VIT_211s0016g02020.5, VIT_211s0016g02020.4, VIT_211s0016g02020.6, VIT_211s0016g02020.3
OG0006006	Lsat_1_v5_gn_5_33240.2, Lsat_1_v5_gn_5_33240.5, Lsat_1_v5_gn_5_33240.1, Lsat_1_v5_gn_1_72341.2, Lsat_1_v5_gn_1_72341.1	VIT_204s0008g03010.3, VIT_204s0008g03010.2, VIT_204s0008g03010.1
OG0006007	Lsat_1_v5_gn_7_42660.1, Lsat_1_v5_gn_7_42660.2	VIT_211s0016g04610.3, VIT_211s0016g04610.1, VIT_211s0016g04610.2, VIT_211s0016g04610.4
OG0006008	Lsat_1_v5_gn_5_91241.2, Lsat_1_v5_gn_5_91241.1	VIT_204s0008g06670.1
OG0006009	Lsat_1_v5_gn_8_66460.2, Lsat_1_v5_gn_8_66460.1	VIT_211s0052g01710.4, VIT_211s0052g01710.1, VIT_211s0052g01710.3, VIT_211s0052g01710.2
OG0006010	Lsat_1_v5_gn_9_53700.1, Lsat_1_v5_gn_2_130181.1	VIT_216s0022g02370.1
OG0006011	Lsat_1_v5_gn_7_37240.1, Lsat_1_v5_gn_7_37240.3, Lsat_1_v5_gn_5_145340.1	VIT_211s0016g02210.2, VIT_211s0016g02210.1, VIT_204s0008g01290.1
OG0006012	Lsat_1_v5_gn_8_7680.1	VIT_216s0100g00200.1
OG0006012	Lsat_1_v5_gn_3_4220.1	VIT_202s0025g04570.1
OG0006013	Lsat_1_v5_gn_4_117781.1	VIT_218s0001g12760.1
OG0006014	Lsat_1_v5_gn_1_33780.1, Lsat_1_v5_gn_4_104740.1	VIT_209s0002g05710.1
OG0006015	Lsat_1_v5_gn_4_166260.1, Lsat_1_v5_gn_3_32861.1, Lsat_1_v5_gn_3_32861.2, Lsat_1_v5_gn_3_8900.1, Lsat_1_v5_gn_9_99701.1	VIT_206s0004g00920.1
OG0006017	Lsat_1_v5_gn_1_45081.1, Lsat_1_v5_gn_5_30421.1	VIT_204s0008g05220.1
OG0006018	Lsat_1_v5_gn_1_95580.1, Lsat_1_v5_gn_1_95580.3, Lsat_1_v5_gn_1_95580.2	VIT_216s0098g01790.1
OG0006019	Lsat_1_v5_gn_3_140321.1	VIT_215s0046g00420.1, VIT_215s0046g00420.2
OG0006020	Lsat_1_v5_gn_5_59321.1, Lsat_1_v5_gn_5_59321.3	VIT_215s0024g00350.1
OG0006021	Lsat_1_v5_gn_5_89421.3, Lsat_1_v5_gn_5_89421.2, Lsat_1_v5_gn_5_89421.1	VIT_217s0000g02250.3, VIT_217s0000g02250.1, VIT_217s0000g02250.2
OG0006022	Lsat_1_v5_gn_6_88700.1, Lsat_1_v5_gn_6_88720.1, Lsat_1_v5_gn_6_88680.4, Lsat_1_v5_gn_6_88680.1	VIT_200s2117g00010.2, VIT_200s2117g00010.1
OG0006023	Lsat_1_v5_gn_5_89520.3, Lsat_1_v5_gn_5_89520.1, Lsat_1_v5_gn_6_23920.1	VIT_211s0037g00480.2, VIT_211s0037g00480.1
OG0006024	Lsat_1_v5_gn_3_20520.3, Lsat_1_v5_gn_3_20520.1	VIT_206s0009g01520.1, VIT_200s0201g00086.1, VIT_203s0038g04695.1, VIT_203s0063g02210.1, VIT_219s0177g00366.1, VIT_202s0033g00010.1
OG0006025	Lsat_1_v5_gn_5_90461.1, Lsat_1_v5_gn_5_90461.3, Lsat_1_v5_gn_8_60221.1, Lsat_1_v5_gn_8_60221.2, Lsat_1_v5_gn_8_60221.3	VIT_211s0118g00820.3, VIT_211s0118g00820.4, VIT_211s0118g00820.6, VIT_211s0118g00820.1, VIT_211s0118g00820.5, VIT_211s0118g00820.2
OG0006026	Lsat_1_v5_gn_8_96840.1, Lsat_1_v5_gn_8_96840.2, Lsat_1_v5_gn_8_96840.5	VIT_211s0016g03230.2, VIT_211s0016g03230.1, VIT_211s0016g03230.3, VIT_211s0016g03230.4
OG0006027	Lsat_1_v5_gn_7_35321.1	VIT_211s0016g00630.5, VIT_211s0016g00630.9, VIT_211s0016g00630.6, VIT_211s0016g00630.2, VIT_211s0016g00630.7, VIT_211s0016g00630.10, VIT_211s0016g00630.8, VIT_211s0016g00630.3, VIT_211s0016g00630.4, VIT_211s0016g00630.1
OG0006028	Lsat_1_v5_gn_4_27741.1	VIT_205s0020g00360.3, VIT_205s0020g00200.1, VIT_205s0020g00080.1, VIT_205s0020g00360.4, VIT_205s0020g00360.1, VIT_205s0020g00360.2
OG0006029	Lsat_1_v5_gn_8_84101.1	VIT_208s0007g01340.2, VIT_208s0007g01340.3, VIT_208s0007g01340.4, VIT_208s0007g01340.1
OG0006030	Lsat_1_v5_gn_5_147760.1	VIT_211s0016g03510.2, VIT_211s0016g03510.1, VIT_211s0016g03510.3
OG0006031	Lsat_1_v5_gn_8_7961.1, Lsat_1_v5_gn_8_157341.1	VIT_216s0022g02120.1, VIT_216s0022g02120.2
OG0006032	Lsat_1_v5_gn_1_83221.1, Lsat_1_v5_gn_7_11740.1	VIT_204s0008g07070.2, VIT_204s0008g07070.3, VIT_204s0008g07070.1
OG0006033	Lsat_1_v5_gn_3_83960.1, Lsat_1_v5_gn_3_83960.3, Lsat_1_v5_gn_1_42980.1	VIT_204s0008g04870.1
OG0006034	Lsat_1_v5_gn_4_92081.1, Lsat_1_v5_gn_4_92081.2	VIT_209s0002g00430.1
OG0006035	Lsat_1_v5_gn_1_72381.1, Lsat_1_v5_gn_2_43220.1, Lsat_1_v5_gn_2_43220.3	VIT_205s0051g00730.2, VIT_205s0051g00730.6, VIT_205s0051g00730.1, VIT_205s0051g00730.3, VIT_205s0051g00730.5, VIT_205s0051g00730.4
OG0006036	Lsat_1_v5_gn_1_32000.3, Lsat_1_v5_gn_1_32000.1	VIT_209s0002g08940.2, VIT_209s0002g08940.1
OG0006037	Lsat_1_v5_gn_4_87381.1	VIT_209s0002g07530.2, VIT_209s0002g07530.3, VIT_209s0002g07530.1, VIT_219s0027g01050.1
OG0006038	Lsat_1_v5_gn_1_49561.2, Lsat_1_v5_gn_1_49561.1	VIT_204s0008g03590.1, VIT_204s0008g03590.2
OG0006039	Lsat_1_v5_gn_1_87560.2, Lsat_1_v5_gn_5_29660.1, Lsat_1_v5_gn_1_87560.1, Lsat_1_v5_gn_6_14080.1, Lsat_1_v5_gn_5_90100.1, Lsat_1_v5_gn_5_90100.3	VIT_204s0008g06700.1, VIT_204s0008g06700.2
OG0006040	Lsat_1_v5_gn_5_83860.3, Lsat_1_v5_gn_5_83860.1, Lsat_1_v5_gn_5_83860.2, Lsat_1_v5_gn_7_55781.1, Lsat_1_v5_gn_7_55781.3	VIT_211s0052g00300.3, VIT_211s0052g00300.2, VIT_211s0052g00300.1
OG0006041	Lsat_1_v5_gn_3_24421.1, Lsat_1_v5_gn_3_24421.2, Lsat_1_v5_gn_5_48361.1	VIT_204s0008g01310.1
OG0006042	Lsat_1_v5_gn_1_38321.1, Lsat_1_v5_gn_4_93560.1	VIT_209s0002g01080.1
OG0006042	Lsat_1_v5_gn_4_53121.4, Lsat_1_v5_gn_4_53121.1, Lsat_1_v5_gn_4_53121.3	VIT_200s0265g00170.1
OG0006043	Lsat_1_v5_gn_4_92381.1, Lsat_1_v5_gn_4_92360.1, Lsat_1_v5_gn_4_91821.1, Lsat_1_v5_gn_4_92001.1, Lsat_1_v5_gn_5_137700.1, Lsat_1_v5_gn_5_137740.1, Lsat_1_v5_gn_1_39321.3, Lsat_1_v5_gn_1_39321.1, Lsat_1_v5_gn_1_39301.3, Lsat_1_v5_gn_1_39301.1, Lsat_1_v5_gn_1_39281.2, Lsat_1_v5_gn_1_39281.1, Lsat_1_v5_gn_1_39241.3, Lsat_1_v5_gn_1_39241.1	VIT_211s0016g00290.1, VIT_209s0002g00320.1
OG0006044	Lsat_1_v5_gn_2_89661.1, Lsat_1_v5_gn_2_89661.2	VIT_214s0083g01090.1, VIT_214s0083g01090.2
OG0006045	Lsat_1_v5_gn_6_10880.3	VIT_204s0008g04310.6, VIT_204s0008g04310.3, VIT_204s0008g04310.5, VIT_204s0008g04310.4, VIT_204s0008g04310.2, VIT_204s0008g04310.1
OG0006046	Lsat_1_v5_gn_8_81001.1, Lsat_1_v5_gn_6_33820.3, Lsat_1_v5_gn_6_33820.1	VIT_208s0032g01140.2, VIT_208s0032g01140.1
OG0006047	Lsat_1_v5_gn_7_113221.1, Lsat_1_v5_gn_9_90540.1, Lsat_1_v5_gn_9_90540.3	VIT_219s0015g00130.1
OG0006047	Lsat_1_v5_gn_5_1540.1	VIT_200s0194g00120.1
OG0006048	Lsat_1_v5_gn_1_64561.3, Lsat_1_v5_gn_1_64561.5, Lsat_1_v5_gn_1_64561.2, Lsat_1_v5_gn_1_64561.1	VIT_206s0061g00690.1
OG0006049	Lsat_1_v5_gn_9_65321.3, Lsat_1_v5_gn_9_65321.1	VIT_213s0019g00810.1
OG0006050	Lsat_1_v5_gn_9_93121.3, Lsat_1_v5_gn_9_93121.1	VIT_219s0090g00630.4, VIT_219s0090g00630.2, VIT_219s0090g00630.3, VIT_219s0090g00630.5, VIT_219s0090g00630.6, VIT_219s0090g00630.1
OG0006051	Lsat_1_v5_gn_8_69500.1	VIT_212s0028g03020.1
OG0006052	Lsat_1_v5_gn_3_110801.1, Lsat_1_v5_gn_3_110801.2	VIT_206s0009g03630.1
OG0006052	Lsat_1_v5_gn_8_64801.5, Lsat_1_v5_gn_8_64781.3, Lsat_1_v5_gn_8_64781.1	VIT_208s0040g00820.1
OG0006053	Lsat_1_v5_gn_4_29701.1	VIT_210s0003g03860.2, VIT_210s0003g03860.1
OG0006054	Lsat_1_v5_gn_9_92360.3, Lsat_1_v5_gn_9_92360.1	VIT_219s0090g00920.3, VIT_219s0090g00920.5, VIT_219s0090g00920.1, VIT_219s0090g00920.10, VIT_219s0090g00920.7, VIT_219s0090g00920.2, VIT_219s0090g00920.4, VIT_219s0090g00920.6, VIT_219s0090g00920.8, VIT_219s0090g00920.9
OG0006055	Lsat_1_v5_gn_7_73480.3, Lsat_1_v5_gn_7_73480.1	VIT_214s0060g01440.3, VIT_214s0060g01440.2, VIT_214s0060g01440.1, VIT_214s0060g01440.4, VIT_214s0060g01440.5
OG0006056	Lsat_1_v5_gn_5_161320.1, Lsat_1_v5_gn_9_29201.3, Lsat_1_v5_gn_9_29201.1, Lsat_1_v5_gn_8_81220.1	VIT_208s0007g08680.1
OG0006057	Lsat_1_v5_gn_7_16040.1, Lsat_1_v5_gn_7_16040.2	VIT_210s0116g01740.1
OG0006058	Lsat_1_v5_gn_8_103420.2, Lsat_1_v5_gn_8_103420.3, Lsat_1_v5_gn_9_9580.2, Lsat_1_v5_gn_8_103420.1	VIT_208s0058g00510.2, VIT_208s0058g00510.8, VIT_208s0058g00510.6, VIT_208s0058g00510.5, VIT_208s0058g00510.7, VIT_208s0058g00510.4, VIT_208s0058g00510.3, VIT_208s0058g00510.1
OG0006059	Lsat_1_v5_gn_1_106940.1	VIT_213s0064g00870.8, VIT_213s0064g00870.6, VIT_213s0064g00870.5, VIT_213s0064g00870.4, VIT_213s0064g00870.7, VIT_213s0064g00870.9, VIT_213s0064g00870.3, VIT_213s0064g00870.2, VIT_213s0064g00870.1
OG0006060	Lsat_1_v5_gn_6_29660.1, Lsat_1_v5_gn_2_109641.1	VIT_208s0040g02440.1
OG0006061	Lsat_1_v5_gn_9_25661.3, Lsat_1_v5_gn_9_25661.1, Lsat_1_v5_gn_9_25641.3, Lsat_1_v5_gn_9_25641.1	VIT_206s0004g06050.1
OG0006062	Lsat_1_v5_gn_5_174441.2, Lsat_1_v5_gn_5_174441.1, Lsat_1_v5_gn_5_174421.1	VIT_206s0004g07130.1
OG0006063	Lsat_1_v5_gn_6_96480.3, Lsat_1_v5_gn_6_96480.2, Lsat_1_v5_gn_6_96480.1	VIT_201s0011g01440.1
OG0006064	Lsat_1_v5_gn_4_29981.2, Lsat_1_v5_gn_4_29981.1	VIT_210s0092g00170.2, VIT_210s0092g00170.3, VIT_210s0092g00170.1
OG0006065	Lsat_1_v5_gn_4_179580.1, Lsat_1_v5_gn_4_179580.3	VIT_207s0130g00070.2, VIT_207s0130g00070.1
OG0006066	Lsat_1_v5_gn_6_32361.2, Lsat_1_v5_gn_6_32361.3, Lsat_1_v5_gn_6_32361.1, Lsat_1_v5_gn_4_88760.1, Lsat_1_v5_gn_4_88760.2	VIT_208s0105g00280.2, VIT_208s0105g00280.1, VIT_208s0105g00280.3
OG0006067	Lsat_1_v5_gn_6_75521.3, Lsat_1_v5_gn_6_75521.1, Lsat_1_v5_gn_6_75541.1, Lsat_1_v5_gn_6_74860.3, Lsat_1_v5_gn_6_74860.1, Lsat_1_v5_gn_6_75140.1, Lsat_1_v5_gn_6_75220.1, Lsat_1_v5_gn_8_131821.1	VIT_212s0059g01750.1, VIT_212s0059g01790.1
OG0006068	Lsat_1_v5_gn_6_9040.3, Lsat_1_v5_gn_6_9040.1, Lsat_1_v5_gn_6_9040.2	VIT_202s0025g02330.1
OG0006069	Lsat_1_v5_gn_5_128740.1, Lsat_1_v5_gn_5_128740.3	VIT_219s0014g01860.4, VIT_219s0014g01860.6, VIT_219s0014g01860.3, VIT_219s0014g01860.2, VIT_219s0014g01860.5, VIT_219s0014g01860.1
OG0006070	Lsat_1_v5_gn_5_166580.1, Lsat_1_v5_gn_5_166580.2, Lsat_1_v5_gn_5_166580.4	VIT_206s0004g04040.1
OG0006071	Lsat_1_v5_gn_1_54260.1, Lsat_1_v5_gn_1_54260.3	VIT_211s0078g00440.3, VIT_211s0078g00440.1, VIT_211s0078g00440.5, VIT_211s0078g00440.2, VIT_211s0078g00440.4
OG0006072	Lsat_1_v5_gn_2_102120.1, Lsat_1_v5_gn_2_102120.2, Lsat_1_v5_gn_2_102120.3	VIT_208s0032g00670.2, VIT_211s0065g00570.1, VIT_208s0032g00670.3, VIT_208s0032g00670.1, VIT_215s0045g00030.1, VIT_200s0285g00060.1, VIT_200s0352g00020.1, VIT_200s0319g00060.1, VIT_200s0327g00020.1
OG0006073	Lsat_1_v5_gn_2_25421.2, Lsat_1_v5_gn_2_25421.1, Lsat_1_v5_gn_6_24021.1, Lsat_1_v5_gn_6_24021.2, Lsat_1_v5_gn_1_27080.1, Lsat_1_v5_gn_7_800.1	VIT_206s0004g03420.1
OG0006075	Lsat_1_v5_gn_7_102521.1, Lsat_1_v5_gn_7_102521.3	VIT_219s0014g01190.6, VIT_219s0014g01190.3, VIT_219s0014g01190.2, VIT_219s0014g01190.1, VIT_219s0014g01190.4, VIT_219s0014g01190.5
OG0006076	Lsat_1_v5_gn_6_30080.2, Lsat_1_v5_gn_6_30080.1, Lsat_1_v5_gn_1_54060.1, Lsat_1_v5_gn_1_54060.3	VIT_208s0040g02280.2, VIT_208s0040g02280.3, VIT_208s0040g02280.1
OG0006077	Lsat_1_v5_gn_5_29241.3, Lsat_1_v5_gn_5_29241.1, Lsat_1_v5_gn_5_29241.2, Lsat_1_v5_gn_7_17261.1, Lsat_1_v5_gn_1_109040.3, Lsat_1_v5_gn_1_109040.1, Lsat_1_v5_gn_1_109040.2, Lsat_1_v5_gn_3_33381.1	VIT_201s0150g00620.2, VIT_201s0150g00620.3, VIT_201s0150g00620.1, VIT_201s0150g00620.5, VIT_201s0150g00620.4
OG0006078	Lsat_1_v5_gn_1_48021.1, Lsat_1_v5_gn_1_48041.1	VIT_208s0007g03470.7, VIT_208s0007g03470.3, VIT_208s0007g03470.6, VIT_208s0007g03470.5, VIT_208s0007g03470.4, VIT_208s0007g03470.2, VIT_208s0007g03470.1
OG0006079	Lsat_1_v5_gn_7_110901.2, Lsat_1_v5_gn_7_110901.1, Lsat_1_v5_gn_7_110901.3	VIT_219s0085g00690.1
OG0006080	Lsat_1_v5_gn_3_23141.1	VIT_208s0007g01980.1, VIT_202s0025g01490.1, VIT_202s0025g01490.2
OG0006081	Lsat_1_v5_gn_9_33220.1, Lsat_1_v5_gn_8_82300.1	VIT_208s0007g01620.1
OG0006082	Lsat_1_v5_gn_7_7501.1, Lsat_1_v5_gn_7_7501.3, Lsat_1_v5_gn_7_32901.1, Lsat_1_v5_gn_7_32901.3	VIT_210s0003g03010.1
OG0006083	Lsat_1_v5_gn_8_80801.1, Lsat_1_v5_gn_8_80801.2	VIT_208s0007g01460.6, VIT_208s0007g01460.4, VIT_208s0007g01460.2, VIT_208s0007g01460.1, VIT_208s0007g01460.3, VIT_208s0007g01460.5
OG0006084	Lsat_1_v5_gn_3_13660.1	VIT_202s0025g02400.3, VIT_202s0025g02400.1, VIT_202s0025g02400.2
OG0006085	Lsat_1_v5_gn_4_65460.1	VIT_212s0059g01700.2, VIT_212s0059g01700.3, VIT_212s0059g01700.1
OG0006086	Lsat_1_v5_gn_9_27941.1, Lsat_1_v5_gn_9_27941.2, Lsat_1_v5_gn_8_75620.1, Lsat_1_v5_gn_9_58641.1	VIT_213s0067g02210.1, VIT_213s0067g02210.2
OG0006087	Lsat_1_v5_gn_3_53200.1, Lsat_1_v5_gn_3_53200.3	VIT_208s0056g00030.5, VIT_208s0056g00030.1, VIT_208s0056g00030.6, VIT_208s0056g00030.4, VIT_208s0056g00030.2, VIT_208s0056g00030.7, VIT_208s0056g00030.3
OG0006088	Lsat_1_v5_gn_9_18980.1, Lsat_1_v5_gn_9_18980.3	VIT_206s0004g06890.1
OG0006089	Lsat_1_v5_gn_7_15980.1	VIT_210s0116g01770.2, VIT_210s0116g01770.6, VIT_210s0116g01770.4, VIT_210s0116g01770.5, VIT_210s0116g01770.3, VIT_210s0116g01770.1
OG0006090	Lsat_1_v5_gn_2_103701.3, Lsat_1_v5_gn_2_103701.1	VIT_208s0056g01420.1, VIT_208s0056g01440.1
OG0006091	Lsat_1_v5_gn_5_154000.1, Lsat_1_v5_gn_5_154000.3	VIT_208s0007g00770.3, VIT_208s0007g00770.1, VIT_208s0007g00770.2
OG0006092	Lsat_1_v5_gn_2_50980.1	VIT_206s0004g03270.7, VIT_206s0004g03270.6, VIT_206s0004g03270.4, VIT_206s0004g03270.3, VIT_206s0004g03270.5, VIT_206s0004g03270.2, VIT_206s0004g03270.1
OG0006093	Lsat_1_v5_gn_9_70141.1	VIT_213s0019g04720.2, VIT_213s0019g04720.1, VIT_213s0019g04720.3
OG0006094	Lsat_1_v5_gn_3_36540.2, Lsat_1_v5_gn_3_36540.1, Lsat_1_v5_gn_3_36540.3	VIT_212s0028g01050.1, VIT_212s0028g01050.3, VIT_212s0028g01050.2
OG0006095	Lsat_1_v5_gn_1_130141.1	VIT_200s0259g00160.4, VIT_200s0259g00160.2, VIT_200s0259g00160.1, VIT_200s0259g00160.5, VIT_200s0259g00160.3
OG0006096	Lsat_1_v5_gn_7_19361.1, Lsat_1_v5_gn_7_19361.2, Lsat_1_v5_gn_7_19361.3, Lsat_1_v5_gn_7_48800.6, Lsat_1_v5_gn_7_48800.1	VIT_210s0116g00460.1
OG0006097	Lsat_1_v5_gn_5_136720.1, Lsat_1_v5_gn_5_136720.3	VIT_209s0002g00620.3, VIT_209s0002g00620.6, VIT_209s0002g00620.4, VIT_209s0002g00620.1, VIT_209s0002g00620.2, VIT_209s0002g00620.5
OG0006098	Lsat_1_v5_gn_6_15520.3, Lsat_1_v5_gn_6_15520.1	VIT_206s0009g01860.3, VIT_206s0009g01860.2, VIT_206s0009g01860.1, VIT_206s0009g01860.4
OG0006099	Lsat_1_v5_gn_1_123241.1	VIT_200s0904g00010.2, VIT_200s0904g00010.1
OG0006100	Lsat_1_v5_gn_5_164480.1, Lsat_1_v5_gn_5_164480.2, Lsat_1_v5_gn_5_164480.3	VIT_208s0007g06700.5, VIT_208s0007g06700.3, VIT_208s0007g06700.6, VIT_208s0007g06700.2, VIT_208s0007g06700.4, VIT_208s0007g06700.1
OG0006101	Lsat_1_v5_gn_2_112720.2, Lsat_1_v5_gn_2_112720.1	VIT_213s0019g04520.1
OG0006102	Lsat_1_v5_gn_4_146681.1, Lsat_1_v5_gn_4_146681.3, Lsat_1_v5_gn_2_108860.2	VIT_212s0028g03150.4, VIT_212s0028g03150.5, VIT_212s0028g03150.2, VIT_212s0028g03150.1, VIT_212s0028g03150.3
OG0006103	Lsat_1_v5_gn_4_22040.1, Lsat_1_v5_gn_4_22040.3, Lsat_1_v5_gn_4_22000.1	VIT_210s0042g01200.2, VIT_210s0042g01200.1, VIT_210s0042g01150.1, VIT_210s0042g01180.1, VIT_210s0042g01180.2
OG0006104	Lsat_1_v5_gn_8_18261.2, Lsat_1_v5_gn_8_18261.1	VIT_200s0317g00100.2, VIT_200s0317g00100.1
OG0006105	Lsat_1_v5_gn_7_94721.1, Lsat_1_v5_gn_7_94721.3	VIT_212s0059g01630.3, VIT_212s0059g01630.1, VIT_212s0059g01630.2, VIT_212s0059g01630.4
OG0006106	Lsat_1_v5_gn_8_35461.2, Lsat_1_v5_gn_4_63560.1, Lsat_1_v5_gn_4_63560.2, Lsat_1_v5_gn_4_63560.3	VIT_200s0194g00260.1
OG0006107	Lsat_1_v5_gn_8_76881.1	VIT_208s0007g03410.1
OG0006107	Lsat_1_v5_gn_6_38721.1	VIT_206s0080g00370.2, VIT_206s0080g00370.1, VIT_206s0080g00370.3
OG0006109	Lsat_1_v5_gn_9_39001.1, Lsat_1_v5_gn_9_39001.3	VIT_208s0058g01290.2, VIT_208s0058g01290.1
OG0006110	Lsat_1_v5_gn_6_109060.3, Lsat_1_v5_gn_6_109060.1	VIT_219s0085g00270.3, VIT_219s0085g00270.2, VIT_219s0085g00270.1
OG0006110	Lsat_1_v5_gn_6_109060.2, Lsat_1_v5_gn_6_109060.4	VIT_219s0085g00270.4
OG0006111	Lsat_1_v5_gn_2_58060.1	VIT_208s0007g07150.1
OG0006112	Lsat_1_v5_gn_8_129420.3, Lsat_1_v5_gn_8_129420.1, Lsat_1_v5_gn_8_129420.2	VIT_212s0059g02440.1
OG0006113	Lsat_1_v5_gn_9_60281.2, Lsat_1_v5_gn_9_60281.3, Lsat_1_v5_gn_9_60281.1	VIT_205s0049g01380.3, VIT_205s0049g01380.4, VIT_205s0049g01380.6, VIT_205s0049g01380.5, VIT_205s0049g01380.2, VIT_205s0049g01380.1, VIT_208s0056g01280.1
OG0006114	Lsat_1_v5_gn_2_125521.2, Lsat_1_v5_gn_2_125521.4, Lsat_1_v5_gn_2_125521.1	VIT_213s0067g01890.2, VIT_213s0067g01890.1, VIT_213s0067g01890.4, VIT_213s0067g01890.3
OG0006115	Lsat_1_v5_gn_1_48340.3, Lsat_1_v5_gn_1_48340.1, Lsat_1_v5_gn_2_22981.1, Lsat_1_v5_gn_2_22981.3	VIT_208s0007g03690.3, VIT_208s0007g03690.2, VIT_208s0007g03690.1
OG0006116	Lsat_1_v5_gn_6_1880.1, Lsat_1_v5_gn_6_1880.2, Lsat_1_v5_gn_6_109081.1	VIT_202s0154g00140.1, VIT_200s0233g00060.1
OG0006117	Lsat_1_v5_gn_2_59780.1, Lsat_1_v5_gn_3_103621.3, Lsat_1_v5_gn_2_133781.1, Lsat_1_v5_gn_3_103621.1	VIT_201s0010g00020.1, VIT_201s0010g00020.2, VIT_201s0010g00020.5, VIT_201s0010g00020.4, VIT_201s0010g00020.3
OG0006118	Lsat_1_v5_gn_0_10961.2, Lsat_1_v5_gn_0_10961.1	VIT_213s0074g00150.2, VIT_213s0074g00150.3, VIT_213s0074g00150.1, VIT_213s0074g00150.5, VIT_213s0074g00150.4, VIT_213s0074g00150.6
OG0006119	Lsat_1_v5_gn_5_162320.1, Lsat_1_v5_gn_9_27220.5, Lsat_1_v5_gn_9_27220.1, Lsat_1_v5_gn_9_27220.4, Lsat_1_v5_gn_8_79621.1, Lsat_1_v5_gn_8_79621.3	VIT_208s0007g08280.1
OG0006120	Lsat_1_v5_gn_8_521.1, Lsat_1_v5_gn_8_521.2	VIT_218s0072g00220.1, VIT_218s0072g00210.1
