,gene_ID,module,AT_gene_id,Symbol,TopBlastHitDescription,Position
5570,Dm_00011817-RA,5,AT4G29250.1, Symbols: no symbol available , no full name available , chr4:14420713-14422177 FORWARD LENGTH=460
5575,Dm_00011828-RA,5,AT3G22060.1, Symbols: no symbol available , no full name available , chr3:7771065-7772137 FORWARD LENGTH=252
5577,Dm_00011830-RA,5,AT3G54040.1, Symbols: no symbol available , no full name available , chr3:20014032-20015299 REVERSE LENGTH=183
5631,Dm_00011952-RA,5,AT5G18940.1, Symbols: no symbol available , no full name available , chr5:6325972-6328097 FORWARD LENGTH=345
5660,Dm_00012032-RA,5,AT2G42220.1, Symbols: no symbol available , no full name available , chr2:17592105-17593305 FORWARD LENGTH=234
5668,Dm_00012059-RA,5,AT3G20360.1, Symbols: no symbol available , no full name available , chr3:7099952-7101589 REVERSE LENGTH=363
5711,Dm_00012172-RA,5,AT3G58050.1, Symbols: no symbol available , no full name available , chr3:21492536-21497018 FORWARD LENGTH=1181
5714,Dm_00012180-RA,5,AT4G24160.1, Symbols: no symbol available , no full name available , chr4:12539871-12542210 FORWARD LENGTH=418
5752,Dm_00012284-RA,5,AT3G04020.2, Symbols: no symbol available , no full name available , chr3:1040996-1042377 FORWARD LENGTH=239
5813,Dm_00012438-RA,5,AT3G55240.1, Symbols: no symbol available , no full name available , chr3:20473876-20474705 REVERSE LENGTH=95
5818,Dm_00012453-RA,5,AT5G43960.1, Symbols: no symbol available , no full name available , chr5:17689154-17691653 REVERSE LENGTH=450
5850,Dm_00012518-RA,5,AT2G43370.1, Symbols: no symbol available , no full name available , chr2:18013431-18015376 FORWARD LENGTH=333
5861,Dm_00012551-RA,5,AT4G08455.1, Symbols: no symbol available , no full name available , chr4:5375810-5376922 FORWARD LENGTH=270
5870,Dm_00012576-RA,5,AT1G25500.2, Symbols: no symbol available , no full name available , chr1:8955437-8957793 REVERSE LENGTH=488
5957,Dm_00012778-RA,5,AT2G37110.1, Symbols: no symbol available , no full name available , chr2:15592689-15593726 FORWARD LENGTH=242
5969,Dm_00012812-RA,5,AT1G06620.1, Symbols: no symbol available , no full name available , chr1:2025618-2027094 FORWARD LENGTH=365
6006,Dm_00012905-RA,5,AT1G48405.1, Symbols: no symbol available , no full name available , chr1:17884645-17885614 REVERSE LENGTH=297
6017,Dm_00012925-RA,5,AT1G01225.1, Symbols: no symbol available , no full name available , chr1:96064-97242 FORWARD LENGTH=260
6030,Dm_00012952-RA,5,AT1G67050.1, Symbols: no symbol available , no full name available , chr1:25028862-25029656 REVERSE LENGTH=264
6051,Dm_00012997-RA,5,AT1G27990.1, Symbols: no symbol available , no full name available , chr1:9752799-9753919 REVERSE LENGTH=271
6070,Dm_00013062-RA,5,AT5G14895.1, Symbols: no symbol available , no full name available , chr5:4821019-4821534 FORWARD LENGTH=171
6118,Dm_00013178-RA,5,AT3G14470.2, Symbols: no symbol available , no full name available , chr3:4857940-4861104 FORWARD LENGTH=1054
6129,Dm_00013212-RA,5,AT1G77480.2, Symbols: no symbol available , no full name available , chr1:29114946-29117150 REVERSE LENGTH=432
6154,Dm_00013263-RA,5,AT2G35140.5, Symbols: no symbol available , no full name available , chr2:14813990-14816808 FORWARD LENGTH=879
6162,Dm_00013280-RA,5,AT2G40290.1, Symbols: no symbol available , no full name available , chr2:16829030-16830889 REVERSE LENGTH=344
6171,Dm_00013303-RA,5,AT3G20820.1, Symbols: no symbol available , no full name available , chr3:7280930-7282027 FORWARD LENGTH=365
6177,Dm_00013314-RA,5,AT1G51200.4, Symbols: no symbol available , no full name available , chr1:18985690-18986211 FORWARD LENGTH=173
6181,Dm_00013325-RA,5,AT3G55600.2, Symbols: no symbol available , no full name available , chr3:20620682-20622341 FORWARD LENGTH=240
6184,Dm_00013331-RA,5,AT1G11780.1, Symbols: no symbol available , no full name available , chr1:3977614-3979177 REVERSE LENGTH=345
6212,Dm_00013393-RA,5,AT3G14470.2, Symbols: no symbol available , no full name available , chr3:4857940-4861104 FORWARD LENGTH=1054
6221,Dm_00013410-RA,5,AT2G17760.1, Symbols: no symbol available , no full name available , chr2:7713488-7716269 FORWARD LENGTH=513
6235,Dm_00013437-RA,5,AT3G14470.2, Symbols: no symbol available , no full name available , chr3:4857940-4861104 FORWARD LENGTH=1054
6236,Dm_00013441-RA,5,AT5G03820.1, Symbols: no symbol available , no full name available , chr5:1015803-1017344 REVERSE LENGTH=357
6267,Dm_00013551-RA,5,AT4G24380.1, Symbols: no symbol available , no full name available , chr4:12612554-12613586 FORWARD LENGTH=234
6271,Dm_00013565-RA,5,AT4G23030.1, Symbols: no symbol available , no full name available , chr4:12072857-12074365 FORWARD LENGTH=502
6295,Dm_00013610-RA,5,AT5G64010.1, Symbols: no symbol available , no full name available , chr5:25618810-25620179 REVERSE LENGTH=236
6308,Dm_00013646-RA,5,AT2G46150.1, Symbols: no symbol available , no full name available , chr2:18961424-18962089 FORWARD LENGTH=221
6376,Dm_00013814-RA,5,AT2G24240.1, Symbols: no symbol available , no full name available , chr2:10310838-10312163 FORWARD LENGTH=441
6439,Dm_00013952-RA,5,AT3G47550.6, Symbols: no symbol available , no full name available , chr3:17523841-17525278 FORWARD LENGTH=288
6455,Dm_00013993-RA,5,AT4G14145.1, Symbols: no symbol available , no full name available , chr4:8152499-8153091 REVERSE LENGTH=134
6473,Dm_00014043-RA,5,AT3G15220.1, Symbols: no symbol available , no full name available , chr3:5126899-5131752 REVERSE LENGTH=690
6475,Dm_00014045-RA,5,AT3G15220.1, Symbols: no symbol available , no full name available , chr3:5126899-5131752 REVERSE LENGTH=690
6481,Dm_00014060-RA,5,AT3G02700.1, Symbols: no symbol available , no full name available , chr3:581727-582813 REVERSE LENGTH=252
6500,Dm_00014094-RA,5,AT3G58760.1, Symbols: no symbol available , no full name available , chr3:21728756-21731740 FORWARD LENGTH=471
6502,Dm_00014097-RA,5,AT5G37710.1, Symbols: no symbol available , no full name available , chr5:14979159-14981400 FORWARD LENGTH=439
6511,Dm_00014117-RA,5,AT4G38260.1, Symbols: no symbol available , no full name available , chr4:17937077-17938210 REVERSE LENGTH=275
6529,Dm_00014164-RA,5,AT5G22400.1, Symbols: no symbol available , no full name available , chr5:7423050-7425335 REVERSE LENGTH=466
6535,Dm_00014180-RA,5,AT5G18200.1, Symbols: no symbol available , no full name available , chr5:6015270-6016555 FORWARD LENGTH=351
6545,Dm_00014204-RA,5,AT1G61900.3, Symbols: no symbol available , no full name available , chr1:22882508-22884722 REVERSE LENGTH=429
6567,Dm_00014261-RA,5,AT5G48340.4, Symbols: no symbol available , no full name available , chr5:19590785-19592487 FORWARD LENGTH=510
6615,Dm_00014364-RA,5,AT3G26085.3, Symbols: no symbol available , no full name available , chr3:9530616-9532397 FORWARD LENGTH=313
6616,Dm_00014365-RA,5,AT1G67720.1, Symbols: no symbol available , no full name available , chr1:25386494-25390856 FORWARD LENGTH=929
6670,Dm_00014512-RA,5,AT2G37650.2, Symbols: no symbol available , no full name available , chr2:15792659-15794779 FORWARD LENGTH=706
6712,Dm_00014664-RA,5,AT3G29270.2, Symbols: no symbol available , no full name available , chr3:11235326-11236117 FORWARD LENGTH=263
6715,Dm_00014668-RA,5,AT3G14470.2, Symbols: no symbol available , no full name available , chr3:4857940-4861104 FORWARD LENGTH=1054
6744,Dm_00014734-RA,5,AT1G06470.4, Symbols: no symbol available , no full name available , chr1:1970726-1973540 FORWARD LENGTH=414
6772,Dm_00014807-RA,5,AT3G47610.1, Symbols: no symbol available , no full name available , chr3:17549178-17551204 FORWARD LENGTH=408
6785,Dm_00014841-RA,5,AT5G17000.1, Symbols: no symbol available , no full name available , chr5:5584983-5586991 REVERSE LENGTH=345
6793,Dm_00014860-RA,5,AT5G25770.1, Symbols: no symbol available , no full name available , chr5:8969308-8971389 REVERSE LENGTH=360
6854,Dm_00015042-RA,5,AT4G40042.1, Symbols: no symbol available , no full name available , chr4:18559289-18559570 FORWARD LENGTH=93
6876,Dm_00015104-RA,5,AT3G14470.2, Symbols: no symbol available , no full name available , chr3:4857940-4861104 FORWARD LENGTH=1054
6923,Dm_00015201-RA,5,AT2G04790.2, Symbols: no symbol available , no full name available , chr2:1679528-1680327 FORWARD LENGTH=164
6946,Dm_00015266-RA,5,AT5G45670.1, Symbols: no symbol available , no full name available , chr5:18528600-18530164 FORWARD LENGTH=362
6947,Dm_00015267-RA,5,AT4G18930.1, Symbols: no symbol available , no full name available , chr4:10370797-10371885 FORWARD LENGTH=181
6958,Dm_00015290-RA,5,AT3G07470.3, Symbols: no symbol available , no full name available , chr3:2387568-2388343 REVERSE LENGTH=157
6972,Dm_00015326-RA,5,AT3G11320.1, Symbols: no symbol available , no full name available , chr3:3547017-3548539 REVERSE LENGTH=308
6987,Dm_00015357-RA,5,AT2G23090.1, Symbols: no symbol available , no full name available , chr2:9829657-9830274 REVERSE LENGTH=78
7000,Dm_00015398-RA,5,AT1G10740.4, Symbols: no symbol available , no full name available , chr1:3568343-3570466 REVERSE LENGTH=473
7004,Dm_00015419-RA,5,AT5G41760.2, Symbols: no symbol available , no full name available , chr5:16706978-16709204 FORWARD LENGTH=340
7005,Dm_00015422-RA,5,AT3G14470.2, Symbols: no symbol available , no full name available , chr3:4857940-4861104 FORWARD LENGTH=1054
7030,Dm_00015490-RA,5,AT2G46290.1, Symbols: no symbol available , no full name available , chr2:19005910-19007797 REVERSE LENGTH=355
7032,Dm_00015498-RA,5,AT2G44730.1, Symbols: no symbol available , no full name available , chr2:18437447-18438565 REVERSE LENGTH=372
7120,Dm_00015740-RA,5,AT5G10620.2, Symbols: no symbol available , no full name available , chr5:3355466-3356615 REVERSE LENGTH=193
7131,Dm_00015780-RA,5,AT5G22580.1, Symbols: no symbol available , no full name available , chr5:7502709-7503137 FORWARD LENGTH=111
7141,Dm_00015815-RA,5,AT5G44450.2, Symbols: no symbol available , no full name available , chr5:17914718-17916017 REVERSE LENGTH=281
7151,Dm_00015854-RA,5,AT5G12010.1, Symbols: no symbol available , no full name available , chr5:3877975-3879483 REVERSE LENGTH=502
7153,Dm_00015857-RA,5,AT3G14470.2, Symbols: no symbol available , no full name available , chr3:4857940-4861104 FORWARD LENGTH=1054
7168,Dm_00015888-RA,5,AT5G18150.1, Symbols: no symbol available , no full name available , chr5:6000014-6000331 REVERSE LENGTH=76
7180,Dm_00015938-RA,5,AT5G53940.1, Symbols: no symbol available , no full name available , chr5:21897164-21898589 REVERSE LENGTH=129
7219,Dm_00016039-RA,5,AT1G56290.1, Symbols: no symbol available , no full name available , chr1:21075939-21078608 FORWARD LENGTH=692
7236,Dm_00016084-RA,5,AT5G44710.1, Symbols: no symbol available , no full name available , chr5:18041621-18042322 FORWARD LENGTH=102
7250,Dm_00016116-RA,5,AT2G25910.1, Symbols: no symbol available , no full name available , chr2:11049379-11051997 REVERSE LENGTH=341
7273,Dm_00016185-RA,5,AT4G14240.1, Symbols: no symbol available , no full name available , chr4:8204712-8207273 REVERSE LENGTH=494
7298,Dm_00016243-RA,5,AT1G21830.1, Symbols: no symbol available , no full name available , chr1:7661429-7662521 REVERSE LENGTH=206
7336,Dm_00016349-RA,5,AT1G10020.1, Symbols: no symbol available , no full name available , chr1:3269939-3271732 REVERSE LENGTH=461
7339,Dm_00016363-RA,5,AT3G16565.4, Symbols: no symbol available , no full name available , chr3:5640816-5642675 REVERSE LENGTH=213
7344,Dm_00016370-RA,5,AT4G33100.1, Symbols: no symbol available , no full name available , chr4:15971701-15972342 FORWARD LENGTH=92
7347,Dm_00016379-RA,5,AT2G44600.1, Symbols: no symbol available , no full name available , chr2:18408845-18409786 FORWARD LENGTH=313
7361,Dm_00016415-RA,5,AT5G41800.1, Symbols: no symbol available , no full name available , chr5:16733842-16735888 FORWARD LENGTH=452
7365,Dm_00016421-RA,5,AT2G17705.1, Symbols: no symbol available , no full name available , chr2:7692506-7692889 FORWARD LENGTH=127
7373,Dm_00016447-RA,5,AT5G13210.1, Symbols: no symbol available , no full name available , chr5:4214567-4216588 FORWARD LENGTH=673
7388,Dm_00016480-RA,5,AT5G60250.1, Symbols: no symbol available , no full name available , chr5:24252226-24254710 FORWARD LENGTH=655
7435,Dm_00016611-RA,5,AT3G02700.1, Symbols: no symbol available , no full name available , chr3:581727-582813 REVERSE LENGTH=252
7455,Dm_00016665-RA,5,AT4G32360.1, Symbols: no symbol available , no full name available , chr4:15621550-15624711 FORWARD LENGTH=483
7459,Dm_00016675-RA,5,AT1G78530.1, Symbols: no symbol available , no full name available , chr1:29539274-29540681 REVERSE LENGTH=355
7489,Dm_00016785-RA,5,AT5G18590.2, Symbols: no symbol available , no full name available , chr5:6178516-6182186 REVERSE LENGTH=708
7495,Dm_00016797-RA,5,AT3G63240.2, Symbols: no symbol available , no full name available , chr3:23364411-23366876 REVERSE LENGTH=547
7500,Dm_00016803-RA,5,AT5G42440.1, Symbols: no symbol available , no full name available , chr5:16973434-16974513 REVERSE LENGTH=359
7535,Dm_00016884-RA,5,AT3G25700.1, Symbols: no symbol available , no full name available , chr3:9358937-9360295 FORWARD LENGTH=452
7576,Dm_00017025-RA,5,AT3G11760.1, Symbols: no symbol available , no full name available , chr3:3718529-3721123 FORWARD LENGTH=702
7582,Dm_00017045-RA,5,AT4G12070.1, Symbols: no symbol available , no full name available , chr4:7231941-7234272 FORWARD LENGTH=483
7629,Dm_00017167-RA,5,AT2G33490.3, Symbols: no symbol available , no full name available , chr2:14183552-14187922 FORWARD LENGTH=620
7636,Dm_00017181-RA,5,AT4G33910.1, Symbols: no symbol available , no full name available , chr4:16256943-16258614 REVERSE LENGTH=288
7644,Dm_00017206-RA,5,AT1G79160.1, Symbols: no symbol available , no full name available , chr1:29779862-29780668 REVERSE LENGTH=239
7645,Dm_00017219-RA,5,AT3G57120.1, Symbols: no symbol available , no full name available , chr3:21139099-21140469 FORWARD LENGTH=456
7648,Dm_00017225-RA,5,AT4G24610.3, Symbols: no symbol available , no full name available , chr4:12700837-12707899 REVERSE LENGTH=1154
7652,Dm_00017236-RA,5,AT1G55340.1, Symbols: no symbol available , no full name available , chr1:20652605-20653469 FORWARD LENGTH=205
7655,Dm_00017239-RA,5,AT3G07950.1, Symbols: no symbol available , no full name available , chr3:2531982-2534277 FORWARD LENGTH=304
7658,Dm_00017245-RA,5,AT1G21680.1, Symbols: no symbol available , no full name available , chr1:7613028-7615148 FORWARD LENGTH=706
7701,Dm_00017342-RA,5,AT3G55490.1, Symbols: no symbol available , no full name available , chr3:20572171-20573415 REVERSE LENGTH=185
7722,Dm_00017397-RA,5,AT3G52030.2, Symbols: no symbol available , no full name available , chr3:19301872-19304227 FORWARD LENGTH=433
7724,Dm_00017410-RA,5,AT2G20830.2, Symbols: no symbol available , no full name available , chr2:8968370-8970479 REVERSE LENGTH=431
7725,Dm_00017411-RA,5,AT2G27590.1, Symbols: no symbol available , no full name available , chr2:11777768-11779777 REVERSE LENGTH=372
7736,Dm_00017457-RA,5,AT1G24480.1, Symbols: no symbol available , no full name available , chr1:8676440-8677159 REVERSE LENGTH=239
7759,Dm_00017516-RA,5,AT3G15290.1, Symbols: no symbol available , no full name available , chr3:5145054-5146613 FORWARD LENGTH=294
7780,Dm_00017562-RA,5,AT3G02070.2, Symbols: no symbol available , no full name available , chr3:361368-363132 FORWARD LENGTH=219
7816,Dm_00017670-RA,5,AT4G20330.1, Symbols: no symbol available , no full name available , chr4:10982683-10984039 REVERSE LENGTH=286
7864,Dm_00017785-RA,5,AT4G22190.1, Symbols: no symbol available , no full name available , chr4:11742102-11743265 REVERSE LENGTH=387
7887,Dm_00017844-RA,5,AT2G23360.1, Symbols: no symbol available , no full name available , chr2:9949420-9952727 FORWARD LENGTH=898
7889,Dm_00017848-RA,5,AT1G03370.1, Symbols: no symbol available , no full name available , chr1:830968-834996 FORWARD LENGTH=1020
7892,Dm_00017857-RA,5,AT4G02100.1, Symbols: no symbol available , no full name available , chr4:930228-932049 FORWARD LENGTH=546
7914,Dm_00017901-RA,5,AT5G18800.2, Symbols: no symbol available , no full name available , chr5:6267304-6268393 FORWARD LENGTH=106
7942,Dm_00017961-RA,5,AT2G45990.2, Symbols: no symbol available , no full name available , chr2:18919402-18921043 FORWARD LENGTH=268
7944,Dm_00017966-RA,5,AT2G30300.1, Symbols: no symbol available , no full name available , chr2:12919401-12921222 FORWARD LENGTH=500
7980,Dm_00018051-RA,5,AT1G18210.2, Symbols: no symbol available , no full name available , chr1:6268273-6268785 REVERSE LENGTH=170
7984,Dm_00018071-RA,5,AT3G08820.1, Symbols: no symbol available , no full name available , chr3:2677122-2679179 REVERSE LENGTH=685
8012,Dm_00018136-RA,5,AT2G32970.4, Symbols: no symbol available , no full name available , chr2:13991744-13995065 REVERSE LENGTH=690
8015,Dm_00018141-RA,5,AT2G39710.1, Symbols: no symbol available , no full name available , chr2:16562051-16563379 REVERSE LENGTH=442
8049,Dm_00018245-RA,5,AT5G15640.1, Symbols: no symbol available , no full name available , chr5:5087590-5089677 FORWARD LENGTH=323
8066,Dm_00018315-RA,5,AT4G14368.2, Symbols: no symbol available , no full name available , chr4:8274313-8278810 REVERSE LENGTH=1089
8073,Dm_00018338-RA,5,AT1G09390.1, Symbols: no symbol available , no full name available , chr1:3031264-3033415 FORWARD LENGTH=370
8081,Dm_00018362-RA,5,AT5G22460.3, Symbols: no symbol available , no full name available , chr5:7443659-7445269 REVERSE LENGTH=340
8092,Dm_00018387-RA,5,AT3G28850.1, Symbols: no symbol available , no full name available , chr3:10848669-10849955 FORWARD LENGTH=428
8095,Dm_00018390-RA,5,AT2G33220.1, Symbols: no symbol available , no full name available , chr2:14078974-14079929 FORWARD LENGTH=143
8114,Dm_00018428-RA,5,AT4G28360.1, Symbols: no symbol available , no full name available , chr4:14029294-14030926 REVERSE LENGTH=271
8130,Dm_00018485-RA,5,AT2G45750.1, Symbols: no symbol available , no full name available , chr2:18842655-18845343 FORWARD LENGTH=631
8143,Dm_00018531-RA,5,AT4G23895.4, Symbols: no symbol available , no full name available , chr4:12422883-12424146 FORWARD LENGTH=247
8158,Dm_00018570-RA,5,AT3G14470.2, Symbols: no symbol available , no full name available , chr3:4857940-4861104 FORWARD LENGTH=1054
8167,Dm_00018591-RA,5,AT5G05830.1, Symbols: no symbol available , no full name available , chr5:1755910-1756825 FORWARD LENGTH=204
8170,Dm_00018599-RA,5,AT1G48405.1, Symbols: no symbol available , no full name available , chr1:17884645-17885614 REVERSE LENGTH=297
8175,Dm_00018609-RA,5,AT5G09960.1, Symbols: no symbol available , no full name available , chr5:3106503-3107658 FORWARD LENGTH=112
8183,Dm_00018637-RA,5,AT4G30900.3, Symbols: no symbol available , no full name available , chr4:15040021-15042203 FORWARD LENGTH=316
8247,Dm_00018805-RA,5,AT4G00585.1, Symbols: no symbol available , no full name available , chr4:251157-252284 REVERSE LENGTH=88
8262,Dm_00018840-RA,5,AT3G03280.1, Symbols: no symbol available , no full name available , chr3:765559-766059 FORWARD LENGTH=166
8317,Dm_00018969-RA,5,AT2G40095.2, Symbols: no symbol available , no full name available , chr2:16743107-16744455 FORWARD LENGTH=209
8346,Dm_00019047-RA,5,AT4G28830.4, Symbols: no symbol available , no full name available , chr4:14232490-14233917 FORWARD LENGTH=208
8359,Dm_00019080-RA,5,AT5G24318.2, Symbols: no symbol available , no full name available , chr5:8282390-8283956 REVERSE LENGTH=452
8421,Dm_00019261-RA,5,AT3G55140.1, Symbols: no symbol available , no full name available , chr3:20438819-20440225 FORWARD LENGTH=331
8436,Dm_00019296-RA,5,AT4G01200.1, Symbols: no symbol available , no full name available , chr4:506783-507535 REVERSE LENGTH=250
8437,Dm_00019298-RA,5,AT5G51670.2, Symbols: no symbol available , no full name available , chr5:20993560-20995096 FORWARD LENGTH=474
8452,Dm_00019356-RA,5,AT3G11950.5, Symbols: no symbol available , no full name available , chr3:3783273-3785098 REVERSE LENGTH=572
8503,Dm_00019502-RA,5,AT4G17010.1, Symbols: no symbol available , no full name available , chr4:9576442-9577627 FORWARD LENGTH=160
8552,Dm_00019636-RA,5,AT3G57170.1, Symbols: no symbol available , no full name available , chr3:21159620-21162259 REVERSE LENGTH=560
8561,Dm_00019657-RA,5,AT5G18840.1, Symbols: no symbol available , no full name available , chr5:6282954-6286399 FORWARD LENGTH=482
8566,Dm_00019668-RA,5,AT3G30380.1, Symbols: no symbol available , no full name available , chr3:11974424-11976571 FORWARD LENGTH=399
8587,Dm_00019708-RA,5,AT1G52855.1, Symbols: no symbol available , no full name available , chr1:19683137-19683343 REVERSE LENGTH=68
8595,Dm_00019727-RA,5,AT5G25360.3, Symbols: no symbol available , no full name available , chr5:8799934-8802161 REVERSE LENGTH=216
8602,Dm_00019752-RA,5,AT5G15870.1, Symbols: no symbol available , no full name available , chr5:5182641-5184878 REVERSE LENGTH=745
8616,Dm_00019790-RA,5,AT1G04030.2, Symbols: no symbol available , no full name available , chr1:1040597-1042313 FORWARD LENGTH=434
8671,Dm_00019961-RA,5,AT4G36470.1, Symbols: no symbol available , no full name available , chr4:17215128-17216475 REVERSE LENGTH=371
8672,Dm_00019964-RA,5,AT3G11320.1, Symbols: no symbol available , no full name available , chr3:3547017-3548539 REVERSE LENGTH=308
8701,Dm_00020042-RA,5,AT4G39840.1, Symbols: no symbol available , no full name available , chr4:18485268-18486623 FORWARD LENGTH=451
8716,Dm_00020095-RA,5,AT3G07470.3, Symbols: no symbol available , no full name available , chr3:2387568-2388343 REVERSE LENGTH=157
8755,Dm_00020226-RA,5,AT3G55070.2, Symbols: no symbol available , no full name available , chr3:20408377-20410297 FORWARD LENGTH=323
8756,Dm_00020227-RA,5,AT3G55070.2, Symbols: no symbol available , no full name available , chr3:20408377-20410297 FORWARD LENGTH=323
8758,Dm_00020233-RA,5,AT5G04550.2, Symbols: no symbol available , no full name available , chr5:1303757-1305556 REVERSE LENGTH=599
8767,Dm_00020265-RA,5,AT1G27200.1, Symbols: no symbol available , no full name available , chr1:9449812-9451539 REVERSE LENGTH=575
8774,Dm_00020311-RA,5,AT3G26510.6, Symbols: no symbol available , no full name available , chr3:9711886-9712588 REVERSE LENGTH=196
8778,Dm_00020324-RA,5,AT3G25400.1, Symbols: no symbol available , no full name available , chr3:9213236-9214144 FORWARD LENGTH=141
8785,Dm_00020346-RA,5,AT3G29230.1, Symbols: no symbol available , no full name available , chr3:11188803-11190605 FORWARD LENGTH=600
8795,Dm_00020365-RA,5,AT1G19310.1, Symbols: no symbol available , no full name available , chr1:6676424-6677104 REVERSE LENGTH=226
8796,Dm_00020369-RA,5,AT5G54400.1, Symbols: no symbol available , no full name available , chr5:22090680-22091998 FORWARD LENGTH=292
8841,Dm_00020545-RA,5,AT1G68080.1, Symbols: no symbol available , no full name available , chr1:25517530-25519240 FORWARD LENGTH=389
8863,Dm_00020642-RA,5,AT1G18210.2, Symbols: no symbol available , no full name available , chr1:6268273-6268785 REVERSE LENGTH=170
8879,Dm_00020696-RA,5,AT5G39130.1, Symbols: no symbol available , no full name available , chr5:15665638-15666413 REVERSE LENGTH=222
8891,Dm_00020730-RA,5,AT5G16810.1, Symbols: no symbol available , no full name available , chr5:5526860-5529878 REVERSE LENGTH=418
8894,Dm_00020747-RA,5,AT5G38460.2, Symbols: no symbol available , no full name available , chr5:15398592-15400987 REVERSE LENGTH=533
8922,Dm_00020833-RA,5,AT5G22460.3, Symbols: no symbol available , no full name available , chr5:7443659-7445269 REVERSE LENGTH=340
8949,Dm_00020993-RA,5,AT5G13210.1, Symbols: no symbol available , no full name available , chr5:4214567-4216588 FORWARD LENGTH=673
8951,Dm_00021005-RA,5,AT5G09760.1, Symbols: no symbol available , no full name available , chr5:3032446-3034364 FORWARD LENGTH=551
8966,Dm_00021051-RA,5,AT4G02370.1, Symbols: no symbol available , no full name available , chr4:1042458-1042961 FORWARD LENGTH=167
4016,Dm_00008102-RA,5,AT2G03440.1," Symbols: ATNRP1, NRP1 ", nodulin-related protein 1 , chr2:1039409-1039972 REVERSE LENGTH=187
5200,Dm_00010906-RA,5,AT2G26870.1, Symbols: NPC2 , non-specific phospholipase C2 , chr2:11457117-11459355 REVERSE LENGTH=514
5473,Dm_00011583-RA,5,AT5G18110.1, Symbols: NCBP , novel cap-binding protein , chr5:5989105-5990588 REVERSE LENGTH=221
2461,Dm_00004791-RA,5,AT3G17440.1," Symbols: ATNPSN13, NPSN13 ", novel plant snare 13 , chr3:5969909-5972290 REVERSE LENGTH=269
2248,Dm_00004350-RA,5,AT5G67385.1," Symbols: NRL31, NCH1, SR1IP1 "," NPH3/RPT2-Like 31, AtSR1 interaction protein 1, NRL PROTEIN FOR CHLOROPLAST MOVEMENT1 ", chr5:26884754-26887083 FORWARD LENGTH=604
6834,Dm_00014979-RA,5,AT1G47240.1," Symbols: NRAMP2, ATNRAMP2 ", NRAMP metal ion transporter 2 , chr1:17309043-17311308 REVERSE LENGTH=530
2971,Dm_00005879-RA,5,AT1G15960.1," Symbols: ATNRAMP6, NRAMP6 ", NRAMP metal ion transporter 6 , chr1:5482202-5485066 REVERSE LENGTH=527
396,Dm_00000751-RA,5,AT4G30240.1, Symbols: NISP , NSP-interacting syntaxin domain-containing protein , chr4:14808359-14809745 REVERSE LENGTH=300
2296,Dm_00004454-RA,5,AT1G03920.3, Symbols: NDR2 , nuclear Dbf2-related 2 , chr1:1001473-1004240 FORWARD LENGTH=569
7812,Dm_00017651-RA,5,AT1G14860.1," Symbols: NUDT18, atnudt18 ", nudix hydrolase homolog 18 , chr1:5124993-5125805 FORWARD LENGTH=176
4413,Dm_00009021-RA,5,AT4G20840.1," Symbols: AtBBE21, OGOX2 ", oligogalacturonide oxidase 2 , chr4:11157916-11159535 FORWARD LENGTH=539
8752,Dm_00020217-RA,5,AT1G13170.1, Symbols: ORP1D , OSBP(oxysterol binding protein)-related protein 1D , chr1:4488826-4492278 REVERSE LENGTH=816
7034,Dm_00015503-RA,5,AT4G22540.5, Symbols: ORP2A , OSBP(oxysterol binding protein)-related protein 2A , chr4:11860969-11866108 REVERSE LENGTH=721
1958,Dm_00003746-RA,5,AT5G59420.1, Symbols: ORP3C , OSBP(oxysterol binding protein)-related protein 3C , chr5:23961731-23964623 FORWARD LENGTH=457
846,Dm_00001581-RA,5,AT5G01840.1," Symbols: OFP1, ATOFP1 "," ovate family protein 1, ARABIDOPSIS THALIANA OVATE FAMILY PROTEIN 1 ", chr5:324552-325364 FORWARD LENGTH=270
751,Dm_00001408-RA,5,AT5G04820.1," Symbols: OFP13, ATOFP13 "," ovate family protein 13, ARABIDOPSIS THALIANA OVATE FAMILY PROTEIN 13 ", chr5:1399685-1400467 FORWARD LENGTH=260
394,Dm_00000748-RA,5,AT4G30210.2," Symbols: AR2, ATR2 ", P450 reductase 2 , chr4:14796900-14800578 FORWARD LENGTH=711
3335,Dm_00006675-RA,5,AT4G32180.3," Symbols: ATPANK2, PANK2 ", pantothenate kinase 2 , chr4:15538340-15543715 REVERSE LENGTH=783
4358,Dm_00008890-RA,5,AT5G43940.1," Symbols: ADH2, HOT5, ATGSNOR1, PAR2, GSNOR "," PARAQUAT RESISTANT 2, S-NITROSOGLUTATHIONE REDUCTASE, ALCOHOL DEHYDROGENASE 2, sensitive to hot temperatures 5 ", chr5:17684265-17686379 FORWARD LENGTH=379
5652,Dm_00012014-RA,5,AT3G09830.3," Symbols: PCRK1, PBL39 "," PATTERN-TRIGGERED IMMUNITY (PTI) COMPROMISED RECEPTOR-LIKE CYTOPLASMIC KINASE 1, PBS1-Like 39 ", chr3:3017199-3018696 FORWARD LENGTH=418
6737,Dm_00014711-RA,5,AT2G05940.1," Symbols: RIPK, PBL14 "," PBS1-LIKE 14, RPM1-induced protein kinase ", chr2:2287514-2289270 REVERSE LENGTH=462
