,Orthogroup,gene_ID,module,ATgene_ID,TopBLASTHit_Symbol,TopBLASTHit_Name,TopBLASTHit_Position
5326,OG0004139,Dm_00017670-RA,16,AT4G20330.1,Symbols: no symbol available,no full name available,chr4:10982683-10984039 REVERSE LENGTH=286
5352,OG0004284,Dm_00013029-RA,16,NA,NA,NA,NA
5389,OG0004507,Dm_00016878-RA,16,AT3G51520.1,"Symbols: DGAT2, AtDGAT2",diacylglycerol acyltransferase 2,chr3:19110739-19112518 FORWARD LENGTH=314
5449,OG0004837,Dm_00010735-RA,16,AT3G10850.1,"Symbols: GLX2-2, GLY2",GLYOXALASE 2-2,chr3:3397756-3399522 REVERSE LENGTH=258
5468,OG0004927,Dm_00017174-RA,16,AT5G41270.1,Symbols: no symbol available,no full name available,chr5:16507797-16508813 FORWARD LENGTH=258
5529,OG0005016,Dm_00009557-RA,16,AT2G43330.1,"Symbols: ATINT1, INT1","INOSITOL TRANSPORTER 1, inositol transporter 1",chr2:18001135-18003854 FORWARD LENGTH=509
5664,OG0005500,Dm_00008559-RA,16,AT3G19540.1,Symbols: BDR4,Boundary of ROP domain4,chr3:6780762-6782633 FORWARD LENGTH=485
5797,OG0006137,Dm_00008842-RA,16,AT1G67550.1,Symbols: URE,urease,chr1:25312842-25316911 FORWARD LENGTH=838
5842,OG0006391,Dm_00019283-RA,16,AT5G08415.1,Symbols: LIP1,"lipoyl synthase 1, LOST IN POLLEN TUBE GUIDANCE 1",chr5:2710983-2713101 REVERSE LENGTH=394
5876,OG0006534,Dm_00010154-RA,16,AT1G12310.1,Symbols: no symbol available,no full name available,chr1:4187500-4187946 REVERSE LENGTH=148
6019,OG0007234,Dm_00012842-RA,16,NA,NA,NA,NA
6124,OG0007858,Dm_00005293-RA,16,AT2G02880.1,Symbols: no symbol available,no full name available,chr2:841303-843151 FORWARD LENGTH=314
6170,OG0007952,Dm_00015727-RA,16,NA,NA,NA,NA
6221,OG0008194,Dm_00008676-RA,16,AT2G32230.2,Symbols: PRORP1,proteinaceous RNase P 1,chr2:13679608-13681756 REVERSE LENGTH=572
6332,OG0008755,Dm_00017230-RA,16,NA,NA,NA,NA
6336,OG0008765,Dm_00011787-RA,16,AT1G21580.1,Symbols: SOP1,SUPPRESSOR OF PAS2 1,chr1:7557822-7565655 REVERSE LENGTH=2166
6342,OG0008811,Dm_00016024-RA,16,AT5G17790.1,"Symbols: VAR3, OZ1","VARIEGATED 3, Organelle Zinc finger 1",chr5:5869810-5872671 REVERSE LENGTH=758
6358,OG0008863,Dm_00009313-RA,16,AT5G45380.1,"Symbols: DUR3, ATDUR3",DEGRADATION OF UREA 3,chr5:18391337-18395696 FORWARD LENGTH=704
6434,OG0009346,Dm_00000293-RA,16,AT1G09450.1,"Symbols: Haspin, AtHaspin",Haspin-related  gene,chr1:3049066-3052858 FORWARD LENGTH=599
6461,OG0009460,Dm_00000381-RA,16,AT1G67960.1,Symbols: POD1,POLLEN DEFECTIVE IN GUIDANCE 1,chr1:25480808-25484176 REVERSE LENGTH=624
6481,OG0009621,Dm_00016703-RA,16,AT2G40460.1,Symbols: no symbol available,no full name available,chr2:16897123-16901171 FORWARD LENGTH=583
6482,OG0009689,Dm_00012554-RA,16,AT2G01060.1,Symbols: no symbol available,no full name available,chr2:73456-74902 REVERSE LENGTH=286
6492,OG0009785,Dm_00009000-RA,16,NA,NA,NA,NA
6543,OG0009927,Dm_00011073-RA,16,AT3G42170.1,Symbols: DAYSLEEPER,DAYSLEEPER,chr3:14321838-14323928 FORWARD LENGTH=696
6571,OG0010079,Dm_00009391-RA,16,AT2G18290.1,"Symbols: APC10, EMB2783, AtAPC10","EMBRYO DEFECTIVE 2783, anaphase promoting complex 10",chr2:7948522-7950096 REVERSE LENGTH=192
6598,OG0010338,Dm_00018088-RA,16,AT5G13510.1,Symbols: EMB3136,EMBRYO DEFECTIVE 3136,chr5:4341294-4341956 FORWARD LENGTH=220
6653,OG0010809,Dm_00006371-RA,16,AT1G06520.1,"Symbols: sn-2-GPAT1, ATGPAT1, GPAT1",GLYCEROL-3-PHOSPHATE sn-2-ACYLTRANSFERASE 1,chr1:1994170-1996067 REVERSE LENGTH=585
6654,OG0010817,Dm_00006143-RA,16,NA,NA,NA,NA
6692,OG0011070,Dm_00014179-RA,16,AT5G64380.1,Symbols: no symbol available,no full name available,chr5:25741342-25743024 FORWARD LENGTH=404
6719,OG0011263,Dm_00008832-RA,16,AT1G68570.1,"Symbols: NPF3.1, AtNPF3.1",NRT1/ PTR family 3.1,chr1:25746811-25750110 FORWARD LENGTH=596
6756,OG0011424,Dm_00008822-RA,16,AT2G40650.1,Symbols: PRP38,NA,chr2:16963588-16965596 REVERSE LENGTH=355
6758,OG0011424,Dm_00020361-RA,16,AT2G40650.1,Symbols: PRP38,NA,chr2:16963588-16965596 REVERSE LENGTH=355
6778,OG0011519,Dm_00010479-RA,16,AT3G14470.2,Symbols: no symbol available,no full name available,chr3:4857940-4861104 FORWARD LENGTH=1054
6844,OG0011944,Dm_00010103-RA,16,NA,NA,NA,NA
6891,OG0012319,Dm_00018438-RA,16,AT1G21790.1,Symbols: no symbol available,no full name available,chr1:7654357-7655691 FORWARD LENGTH=288
6942,OG0012723,Dm_00014411-RA,16,NA,NA,NA,NA
6993,OG0013017,Dm_00013487-RA,16,NA,NA,NA,NA
7021,OG0013223,Dm_00018392-RA,16,AT1G80480.1,Symbols: PTAC17,plastid transcriptionally active 17,chr1:30258272-30260570 REVERSE LENGTH=444
7233,OG0014526,Dm_00000139-RA,16,NA,NA,NA,NA
7275,OG0014782,Dm_00003451-RA,16,AT1G75310.2,Symbols: AUL1,auxilin-like 1,chr1:28261004-28266124 FORWARD LENGTH=1451
7359,OG0015394,Dm_00019402-RA,16,AT4G38180.1,Symbols: FRS5,FAR1-related sequence 5,chr4:17906702-17909404 REVERSE LENGTH=788
7422,OG0016045,Dm_00014670-RA,16,NA,NA,NA,NA
7443,OG0016084,Dm_00012226-RA,16,NA,NA,NA,NA
7446,OG0016084,Dm_00019709-RA,16,NA,NA,NA,NA
7488,OG0016771,Dm_00008675-RA,16,AT1G06620.1,Symbols: no symbol available,no full name available,chr1:2025618-2027094 FORWARD LENGTH=365
7513,OG0016981,Dm_00011680-RA,16,AT2G01850.1,"Symbols: XTH27, ATXTH27, EXGT-A3","XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE 27, endoxyloglucan transferase A3",chr2:385374-387138 FORWARD LENGTH=333
7559,OG0017041,Dm_00013955-RA,16,NA,NA,NA,NA
7679,OG0018322,Dm_00011495-RA,16,AT2G39420.1,Symbols: MAGL8,NA,chr2:16460442-16462872 FORWARD LENGTH=317
7699,OG0019558,Dm_00017852-RA,16,AT1G09890.1,Symbols: no symbol available,no full name available,chr1:3214237-3217386 REVERSE LENGTH=617
7704,OG0019606,Dm_00003352-RA,16,NA,NA,NA,NA
7717,OG0020009,Dm_00017092-RA,16,AT5G13980.2,Symbols: no symbol available,no full name available,chr5:4508626-4514334 FORWARD LENGTH=1024
7725,OG0020025,Dm_00004113-RA,16,AT4G00060.4,"Symbols: NTP9, MEE44",maternal effect embryo arrest 44,chr4:21437-27996 FORWARD LENGTH=1481
7761,OG0020119,Dm_00011396-RA,16,NA,NA,NA,NA
7866,OG0022915,Dm_00000076-RA,16,AT5G25360.3,Symbols: no symbol available,no full name available,chr5:8799934-8802161 REVERSE LENGTH=216
7928,OG0023074,Dm_00007700-RA,16,AT4G24530.1,Symbols: no symbol available,no full name available,chr4:12667424-12669713 REVERSE LENGTH=519
7944,OG0023088,Dm_00004762-RA,16,NA,NA,NA,NA
7974,OG0026659,Dm_00011989-RA,16,NA,NA,NA,NA
8025,OG0028056,Dm_00004739-RA,16,AT4G04450.1,"Symbols: AtWRKY42, WRKY42",NA,chr4:2218379-2221113 FORWARD LENGTH=528
8035,OG0028128,Dm_00016851-RA,16,AT1G44820.1,Symbols: no symbol available,no full name available,chr1:16926351-16928354 FORWARD LENGTH=438
8101,OG0028174,Dm_00007740-RA,16,AT2G26760.1,Symbols: CYCB1;4,Cyclin B1;4,chr2:11401551-11403205 FORWARD LENGTH=387
8117,OG0028185,Dm_00014590-RA,16,AT2G25800.1,Symbols: no symbol available,no full name available,chr2:11006138-11009728 REVERSE LENGTH=987
8133,OG0028199,Dm_00014698-RA,16,AT1G15520.2,"Symbols: ATABCG40, ABCG40, PDR12, ATPDR12","pleiotropic drug resistance 12, ATP-binding cassette G40, PLEIOTROPIC DRUG RESISTANCE 12, Arabidopsis thaliana ATP-binding cassette G40",chr1:5332561-5338175 REVERSE LENGTH=1292
8134,OG0028199,Dm_00020618-RA,16,AT1G15520.2,"Symbols: ATABCG40, ABCG40, PDR12, ATPDR12","pleiotropic drug resistance 12, ATP-binding cassette G40, PLEIOTROPIC DRUG RESISTANCE 12, Arabidopsis thaliana ATP-binding cassette G40",chr1:5332561-5338175 REVERSE LENGTH=1292
8143,OG0028207,Dm_00009807-RA,16,NA,NA,NA,NA
8178,OG0028233,Dm_00018361-RA,16,AT1G74290.1,Symbols: no symbol available,no full name available,chr1:27931836-27934268 FORWARD LENGTH=371
8179,OG0028233,Dm_00020832-RA,16,AT1G74290.1,Symbols: no symbol available,no full name available,chr1:27931836-27934268 FORWARD LENGTH=371
8183,OG0028236,Dm_00013492-RA,16,NA,NA,NA,NA
8196,OG0028244,Dm_00002673-RA,16,AT1G21970.1,"Symbols: EMB 212, NF-YB9, AtLEC1, EMB212, LEC1","""NUCLEAR FACTOR Y, SUBUNIT B9"", LEAFY COTYLEDON 1, EMBRYO DEFECTIVE 212",chr1:7727750-7729571 REVERSE LENGTH=238
8202,OG0028249,Dm_00005351-RA,16,AT1G33970.5,Symbols: IAN9,IMMUNE ASSOCIATED NUCLEOTIDE BINDING 9,chr1:12349614-12350960 REVERSE LENGTH=342
8234,OG0028275,Dm_00014125-RA,16,AT4G24430.2,Symbols: no symbol available,no full name available,chr4:12630699-12632975 FORWARD LENGTH=528
2273,OG0000028,Dm_00001424-RA,24,AT1G71400.1,"Symbols: AtRLP12, RLP12",receptor like protein 12,chr1:26909905-26912448 FORWARD LENGTH=847
3278,OG0000237,Dm_00019841-RA,24,NA,NA,NA,NA
3964,OG0001207,Dm_00001665-RA,24,AT4G00340.1,Symbols: RLK4,receptor-like protein kinase 4,chr4:148958-151496 FORWARD LENGTH=818
5470,OG0004958,Dm_00000241-RA,24,AT3G13960.1,"Symbols: GRF5, AtGRF5",growth-regulating factor 5,chr3:4608526-4610160 FORWARD LENGTH=397
6199,OG0008098,Dm_00002432-RA,24,AT2G26510.1,"Symbols: NAT3, PDE135","pigment defective embryo 135, nucleobase ascorbate transporter 3",chr2:11274118-11277464 FORWARD LENGTH=551
6282,OG0008491,Dm_00008426-RA,24,AT1G14740.1,"Symbols: TTA1, OBE3",TITANIA 1,chr1:5075450-5077732 REVERSE LENGTH=733
7108,OG0013845,Dm_00003339-RA,24,NA,NA,NA,NA
7418,OG0016039,Dm_00004653-RA,24,AT3G50410.1,"Symbols: OBP1, DOF3.4","DOF protein 3.4, OBF binding protein 1",chr3:18709872-18710633 FORWARD LENGTH=253
7503,OG0016836,Dm_00020688-RA,24,AT2G30900.2,Symbols: TBL43,TRICHOME BIREFRINGENCE-LIKE 43,chr2:13150481-13152157 FORWARD LENGTH=274
7728,OG0020031,Dm_00017580-RA,24,AT1G78080.1,"Symbols: AtWIND1, WIND1, RAP2.4","wound induced dedifferentiation 1, related to AP2 4",chr1:29364790-29365794 FORWARD LENGTH=334
8033,OG0028127,Dm_00011197-RA,24,AT5G15920.1,"Symbols: EMB2782, AtSMC5, SMC5","EMBRYO DEFECTIVE 2782, structural maintenance of chromosomes 5",chr5:5196210-5199559 FORWARD LENGTH=1053
3990,OG0001247,Dm_00016562-RA,142,NA,NA,NA,NA
6463,OG0009467,Dm_00004674-RA,142,AT2G17350.1,Symbols: no symbol available,no full name available,chr2:7545703-7546148 REVERSE LENGTH=117
6464,OG0009467,Dm_00017575-RA,142,AT2G17350.1,Symbols: no symbol available,no full name available,chr2:7545703-7546148 REVERSE LENGTH=117
1870,OG0000019,Dm_00011283-RA,168,NA,NA,NA,NA
1964,OG0000019,Dm_00017476-RA,168,NA,NA,NA,NA
4122,OG0001502,Dm_00007240-RA,168,AT5G35450.2,Symbols: no symbol available,no full name available,chr5:13667809-13670685 FORWARD LENGTH=901
6195,OG0008076,Dm_00014069-RA,168,AT4G28100.1,Symbols: EN7,ENDODERMIS7,chr4:13965300-13966697 REVERSE LENGTH=304
7226,OG0014335,Dm_00009828-RA,168,ATCG00280.1,Symbols: PSBC,photosystem II reaction center protein C,chrc:33720-35141 FORWARD LENGTH=473
7736,OG0020041,Dm_00020831-RA,168,AT5G22460.3,Symbols: no symbol available,no full name available,chr5:7443659-7445269 REVERSE LENGTH=340
3015,OG0000110,Dm_00009959-RA,460,AT5G09360.1,Symbols: LAC14,laccase 14,chr5:2906426-2908658 REVERSE LENGTH=569
1,OG0000001,Dm_00001409-RA,NA,NA,NA,NA,NA
2,OG0000001,Dm_00001984-RA,NA,NA,NA,NA,NA
3,OG0000001,Dm_00002545-RA,NA,NA,NA,NA,NA
4,OG0000001,Dm_00002546-RA,NA,NA,NA,NA,NA
5,OG0000001,Dm_00002692-RA,NA,NA,NA,NA,NA
6,OG0000001,Dm_00002806-RA,NA,NA,NA,NA,NA
7,OG0000001,Dm_00002888-RA,NA,NA,NA,NA,NA
8,OG0000001,Dm_00002889-RA,NA,NA,NA,NA,NA
9,OG0000001,Dm_00002969-RA,NA,NA,NA,NA,NA
10,OG0000001,Dm_00003008-RA,NA,NA,NA,NA,NA
11,OG0000001,Dm_00003009-RA,NA,NA,NA,NA,NA
12,OG0000001,Dm_00003346-RA,NA,NA,NA,NA,NA
13,OG0000001,Dm_00003347-RA,NA,NA,NA,NA,NA
14,OG0000001,Dm_00003348-RA,NA,NA,NA,NA,NA
15,OG0000001,Dm_00003349-RA,NA,NA,NA,NA,NA
16,OG0000001,Dm_00003387-RA,NA,NA,NA,NA,NA
17,OG0000001,Dm_00003490-RA,NA,NA,NA,NA,NA
18,OG0000001,Dm_00003774-RA,NA,NA,NA,NA,NA
19,OG0000001,Dm_00003776-RA,NA,NA,NA,NA,NA
20,OG0000001,Dm_00003777-RA,NA,NA,NA,NA,NA
21,OG0000001,Dm_00003853-RA,NA,NA,NA,NA,NA
22,OG0000001,Dm_00003952-RA,NA,NA,NA,NA,NA
23,OG0000001,Dm_00004083-RA,NA,NA,NA,NA,NA
24,OG0000001,Dm_00004224-RA,NA,NA,NA,NA,NA
25,OG0000001,Dm_00004295-RA,NA,NA,NA,NA,NA
26,OG0000001,Dm_00004326-RA,NA,NA,NA,NA,NA
27,OG0000001,Dm_00004407-RA,NA,NA,NA,NA,NA
28,OG0000001,Dm_00004409-RA,NA,NA,NA,NA,NA
29,OG0000001,Dm_00004410-RA,NA,NA,NA,NA,NA
30,OG0000001,Dm_00004509-RA,NA,NA,NA,NA,NA
31,OG0000001,Dm_00004523-RA,NA,NA,NA,NA,NA
33,OG0000001,Dm_00004646-RA,NA,NA,NA,NA,NA
34,OG0000001,Dm_00004785-RA,NA,NA,NA,NA,NA
35,OG0000001,Dm_00004786-RA,NA,NA,NA,NA,NA
36,OG0000001,Dm_00004849-RA,NA,NA,NA,NA,NA
37,OG0000001,Dm_00005112-RA,NA,NA,NA,NA,NA
38,OG0000001,Dm_00005113-RA,NA,NA,NA,NA,NA
39,OG0000001,Dm_00005114-RA,NA,NA,NA,NA,NA
40,OG0000001,Dm_00005150-RA,NA,NA,NA,NA,NA
41,OG0000001,Dm_00005207-RA,NA,NA,NA,NA,NA
42,OG0000001,Dm_00005208-RA,NA,NA,NA,NA,NA
43,OG0000001,Dm_00005247-RA,NA,NA,NA,NA,NA
44,OG0000001,Dm_00005254-RA,NA,NA,NA,NA,NA
45,OG0000001,Dm_00005308-RA,NA,NA,NA,NA,NA
46,OG0000001,Dm_00005363-RA,NA,NA,NA,NA,NA
47,OG0000001,Dm_00005401-RA,NA,NA,NA,NA,NA
48,OG0000001,Dm_00005406-RA,NA,NA,NA,NA,NA
49,OG0000001,Dm_00005407-RA,NA,NA,NA,NA,NA
50,OG0000001,Dm_00005443-RA,NA,NA,NA,NA,NA
51,OG0000001,Dm_00005476-RA,NA,NA,NA,NA,NA
52,OG0000001,Dm_00005574-RA,NA,NA,NA,NA,NA
53,OG0000001,Dm_00005586-RA,NA,NA,NA,NA,NA
54,OG0000001,Dm_00005616-RA,NA,NA,NA,NA,NA
55,OG0000001,Dm_00005654-RA,NA,NA,NA,NA,NA
56,OG0000001,Dm_00005655-RA,NA,NA,NA,NA,NA
58,OG0000001,Dm_00005675-RA,NA,NA,NA,NA,NA
59,OG0000001,Dm_00005683-RA,NA,NA,NA,NA,NA
60,OG0000001,Dm_00005684-RA,NA,NA,NA,NA,NA
61,OG0000001,Dm_00005820-RA,NA,NA,NA,NA,NA
62,OG0000001,Dm_00005843-RA,NA,NA,NA,NA,NA
63,OG0000001,Dm_00005849-RA,NA,NA,NA,NA,NA
64,OG0000001,Dm_00005947-RA,NA,NA,NA,NA,NA
65,OG0000001,Dm_00006160-RA,NA,NA,NA,NA,NA
66,OG0000001,Dm_00006172-RA,NA,NA,NA,NA,NA
67,OG0000001,Dm_00006239-RA,NA,NA,NA,NA,NA
68,OG0000001,Dm_00006245-RA,NA,NA,NA,NA,NA
69,OG0000001,Dm_00006264-RA,NA,NA,NA,NA,NA
70,OG0000001,Dm_00006265-RA,NA,NA,NA,NA,NA
71,OG0000001,Dm_00006315-RA,NA,NA,NA,NA,NA
72,OG0000001,Dm_00006348-RA,NA,NA,NA,NA,NA
73,OG0000001,Dm_00006349-RA,NA,NA,NA,NA,NA
74,OG0000001,Dm_00006350-RA,NA,NA,NA,NA,NA
75,OG0000001,Dm_00006392-RA,NA,NA,NA,NA,NA
76,OG0000001,Dm_00006421-RA,NA,NA,NA,NA,NA
77,OG0000001,Dm_00006422-RA,NA,NA,NA,NA,NA
78,OG0000001,Dm_00006437-RA,NA,NA,NA,NA,NA
79,OG0000001,Dm_00006440-RA,NA,NA,NA,NA,NA
80,OG0000001,Dm_00006441-RA,NA,NA,NA,NA,NA
81,OG0000001,Dm_00006458-RA,NA,NA,NA,NA,NA
82,OG0000001,Dm_00006462-RA,NA,NA,NA,NA,NA
83,OG0000001,Dm_00006463-RA,NA,NA,NA,NA,NA
84,OG0000001,Dm_00006475-RA,NA,NA,NA,NA,NA
85,OG0000001,Dm_00006477-RA,NA,NA,NA,NA,NA
86,OG0000001,Dm_00006492-RA,NA,NA,NA,NA,NA
87,OG0000001,Dm_00006500-RA,NA,NA,NA,NA,NA
88,OG0000001,Dm_00006501-RA,NA,NA,NA,NA,NA
89,OG0000001,Dm_00006502-RA,NA,NA,NA,NA,NA
90,OG0000001,Dm_00006503-RA,NA,NA,NA,NA,NA
91,OG0000001,Dm_00006559-RA,NA,NA,NA,NA,NA
92,OG0000001,Dm_00006574-RA,NA,NA,NA,NA,NA
93,OG0000001,Dm_00006654-RA,NA,NA,NA,NA,NA
94,OG0000001,Dm_00006662-RA,NA,NA,NA,NA,NA
95,OG0000001,Dm_00006681-RA,NA,NA,NA,NA,NA
96,OG0000001,Dm_00006771-RA,NA,NA,NA,NA,NA
97,OG0000001,Dm_00006772-RA,NA,NA,NA,NA,NA
98,OG0000001,Dm_00006871-RA,NA,NA,NA,NA,NA
99,OG0000001,Dm_00006872-RA,NA,NA,NA,NA,NA
100,OG0000001,Dm_00006873-RA,NA,NA,NA,NA,NA
101,OG0000001,Dm_00006874-RA,NA,NA,NA,NA,NA
102,OG0000001,Dm_00006885-RA,NA,NA,NA,NA,NA
103,OG0000001,Dm_00006886-RA,NA,NA,NA,NA,NA
104,OG0000001,Dm_00006941-RA,NA,NA,NA,NA,NA
105,OG0000001,Dm_00006942-RA,NA,NA,NA,NA,NA
106,OG0000001,Dm_00006949-RA,NA,NA,NA,NA,NA
107,OG0000001,Dm_00006969-RA,NA,NA,NA,NA,NA
108,OG0000001,Dm_00006978-RA,NA,NA,NA,NA,NA
109,OG0000001,Dm_00006979-RA,NA,NA,NA,NA,NA
110,OG0000001,Dm_00006980-RA,NA,NA,NA,NA,NA
111,OG0000001,Dm_00007065-RA,NA,NA,NA,NA,NA
112,OG0000001,Dm_00007137-RA,NA,NA,NA,NA,NA
113,OG0000001,Dm_00007156-RA,NA,NA,NA,NA,NA
114,OG0000001,Dm_00007157-RA,NA,NA,NA,NA,NA
115,OG0000001,Dm_00007267-RA,NA,NA,NA,NA,NA
116,OG0000001,Dm_00007329-RA,NA,NA,NA,NA,NA
117,OG0000001,Dm_00007343-RA,NA,NA,NA,NA,NA
118,OG0000001,Dm_00007465-RA,NA,NA,NA,NA,NA
119,OG0000001,Dm_00007472-RA,NA,NA,NA,NA,NA
120,OG0000001,Dm_00007480-RA,NA,NA,NA,NA,NA
121,OG0000001,Dm_00007528-RA,NA,NA,NA,NA,NA
122,OG0000001,Dm_00007556-RA,NA,NA,NA,NA,NA
123,OG0000001,Dm_00007572-RA,NA,NA,NA,NA,NA
124,OG0000001,Dm_00007579-RA,NA,NA,NA,NA,NA
125,OG0000001,Dm_00007580-RA,NA,NA,NA,NA,NA
126,OG0000001,Dm_00007592-RA,NA,NA,NA,NA,NA
127,OG0000001,Dm_00007593-RA,NA,NA,NA,NA,NA
128,OG0000001,Dm_00007608-RA,NA,NA,NA,NA,NA
129,OG0000001,Dm_00007610-RA,NA,NA,NA,NA,NA
130,OG0000001,Dm_00007611-RA,NA,NA,NA,NA,NA
131,OG0000001,Dm_00007622-RA,NA,NA,NA,NA,NA
132,OG0000001,Dm_00007646-RA,NA,NA,NA,NA,NA
133,OG0000001,Dm_00007661-RA,NA,NA,NA,NA,NA
134,OG0000001,Dm_00007662-RA,NA,NA,NA,NA,NA
135,OG0000001,Dm_00007665-RA,NA,NA,NA,NA,NA
136,OG0000001,Dm_00007724-RA,NA,NA,NA,NA,NA
137,OG0000001,Dm_00007725-RA,NA,NA,NA,NA,NA
138,OG0000001,Dm_00007757-RA,NA,NA,NA,NA,NA
139,OG0000001,Dm_00007758-RA,NA,NA,NA,NA,NA
141,OG0000001,Dm_00007839-RA,NA,NA,NA,NA,NA
142,OG0000001,Dm_00007840-RA,NA,NA,NA,NA,NA
143,OG0000001,Dm_00007925-RA,NA,NA,NA,NA,NA
144,OG0000001,Dm_00007989-RA,NA,NA,NA,NA,NA
145,OG0000001,Dm_00007991-RA,NA,NA,NA,NA,NA
146,OG0000001,Dm_00007996-RA,NA,NA,NA,NA,NA
147,OG0000001,Dm_00008056-RA,NA,NA,NA,NA,NA
148,OG0000001,Dm_00008072-RA,NA,NA,NA,NA,NA
149,OG0000001,Dm_00008073-RA,NA,NA,NA,NA,NA
150,OG0000001,Dm_00008145-RA,NA,NA,NA,NA,NA
151,OG0000001,Dm_00008164-RA,NA,NA,NA,NA,NA
152,OG0000001,Dm_00008247-RA,NA,NA,NA,NA,NA
153,OG0000001,Dm_00008248-RA,NA,NA,NA,NA,NA
154,OG0000001,Dm_00008256-RA,NA,NA,NA,NA,NA
155,OG0000001,Dm_00008282-RA,NA,NA,NA,NA,NA
156,OG0000001,Dm_00008287-RA,NA,NA,NA,NA,NA
157,OG0000001,Dm_00008288-RA,NA,NA,NA,NA,NA
158,OG0000001,Dm_00008289-RA,NA,NA,NA,NA,NA
159,OG0000001,Dm_00008317-RA,NA,NA,NA,NA,NA
160,OG0000001,Dm_00008330-RA,NA,NA,NA,NA,NA
161,OG0000001,Dm_00008371-RA,NA,NA,NA,NA,NA
162,OG0000001,Dm_00008380-RA,NA,NA,NA,NA,NA
163,OG0000001,Dm_00008387-RA,NA,NA,NA,NA,NA
164,OG0000001,Dm_00008388-RA,NA,NA,NA,NA,NA
165,OG0000001,Dm_00008407-RA,NA,NA,NA,NA,NA
166,OG0000001,Dm_00008412-RA,NA,NA,NA,NA,NA
167,OG0000001,Dm_00008413-RA,NA,NA,NA,NA,NA
168,OG0000001,Dm_00008443-RA,NA,NA,NA,NA,NA
169,OG0000001,Dm_00008475-RA,NA,NA,NA,NA,NA
170,OG0000001,Dm_00008550-RA,NA,NA,NA,NA,NA
171,OG0000001,Dm_00008551-RA,NA,NA,NA,NA,NA
172,OG0000001,Dm_00008552-RA,NA,NA,NA,NA,NA
173,OG0000001,Dm_00008553-RA,NA,NA,NA,NA,NA
174,OG0000001,Dm_00008589-RA,NA,NA,NA,NA,NA
175,OG0000001,Dm_00008623-RA,NA,NA,NA,NA,NA
176,OG0000001,Dm_00008633-RA,NA,NA,NA,NA,NA
177,OG0000001,Dm_00008667-RA,NA,NA,NA,NA,NA
178,OG0000001,Dm_00008680-RA,NA,NA,NA,NA,NA
179,OG0000001,Dm_00008683-RA,NA,NA,NA,NA,NA
180,OG0000001,Dm_00008775-RA,NA,NA,NA,NA,NA
181,OG0000001,Dm_00008778-RA,NA,NA,NA,NA,NA
182,OG0000001,Dm_00008785-RA,NA,NA,NA,NA,NA
183,OG0000001,Dm_00008796-RA,NA,NA,NA,NA,NA
184,OG0000001,Dm_00008828-RA,NA,NA,NA,NA,NA
185,OG0000001,Dm_00008829-RA,NA,NA,NA,NA,NA
186,OG0000001,Dm_00008830-RA,NA,NA,NA,NA,NA
187,OG0000001,Dm_00008850-RA,NA,NA,NA,NA,NA
188,OG0000001,Dm_00008863-RA,NA,NA,NA,NA,NA
189,OG0000001,Dm_00008864-RA,NA,NA,NA,NA,NA
190,OG0000001,Dm_00008944-RA,NA,NA,NA,NA,NA
191,OG0000001,Dm_00008945-RA,NA,NA,NA,NA,NA
193,OG0000001,Dm_00008963-RA,NA,NA,NA,NA,NA
194,OG0000001,Dm_00008964-RA,NA,NA,NA,NA,NA
195,OG0000001,Dm_00008965-RA,NA,NA,NA,NA,NA
196,OG0000001,Dm_00008966-RA,NA,NA,NA,NA,NA
197,OG0000001,Dm_00008967-RA,NA,NA,NA,NA,NA
198,OG0000001,Dm_00008968-RA,NA,NA,NA,NA,NA
199,OG0000001,Dm_00008978-RA,NA,NA,NA,NA,NA
200,OG0000001,Dm_00008979-RA,NA,NA,NA,NA,NA
201,OG0000001,Dm_00008984-RA,NA,NA,NA,NA,NA
202,OG0000001,Dm_00008992-RA,NA,NA,NA,NA,NA
203,OG0000001,Dm_00008993-RA,NA,NA,NA,NA,NA
204,OG0000001,Dm_00009023-RA,NA,NA,NA,NA,NA
205,OG0000001,Dm_00009024-RA,NA,NA,NA,NA,NA
206,OG0000001,Dm_00009046-RA,NA,NA,NA,NA,NA
207,OG0000001,Dm_00009057-RA,NA,NA,NA,NA,NA
208,OG0000001,Dm_00009058-RA,NA,NA,NA,NA,NA
209,OG0000001,Dm_00009059-RA,NA,NA,NA,NA,NA
210,OG0000001,Dm_00009060-RA,NA,NA,NA,NA,NA
211,OG0000001,Dm_00009061-RA,NA,NA,NA,NA,NA
212,OG0000001,Dm_00009069-RA,NA,NA,NA,NA,NA
213,OG0000001,Dm_00009070-RA,NA,NA,NA,NA,NA
214,OG0000001,Dm_00009071-RA,NA,NA,NA,NA,NA
215,OG0000001,Dm_00009073-RA,NA,NA,NA,NA,NA
216,OG0000001,Dm_00009079-RA,NA,NA,NA,NA,NA
217,OG0000001,Dm_00009080-RA,NA,NA,NA,NA,NA
218,OG0000001,Dm_00009086-RA,NA,NA,NA,NA,NA
219,OG0000001,Dm_00009097-RA,NA,NA,NA,NA,NA
220,OG0000001,Dm_00009102-RA,NA,NA,NA,NA,NA
221,OG0000001,Dm_00009103-RA,NA,NA,NA,NA,NA
222,OG0000001,Dm_00009139-RA,NA,NA,NA,NA,NA
223,OG0000001,Dm_00009152-RA,NA,NA,NA,NA,NA
