Orthogroup	B_vulgaris.proteins	V_vinifera.proteins
OG0004509	Bevul.3G213400.1.p	VIT_208s0040g00910.8, VIT_208s0040g00910.2, VIT_208s0040g00910.5, VIT_208s0040g00910.3, VIT_208s0040g00910.4, VIT_208s0040g00910.1, VIT_208s0040g00910.6, VIT_208s0040g00910.11, VIT_208s0040g00910.10, VIT_208s0040g00910.7, VIT_208s0040g00910.9
OG0004510	Bevul.7G130500.1.p	VIT_200s0184g00010.1
OG0004511	Bevul.6G060700.1.p	VIT_200s1291g00030.1, VIT_200s0929g00020.1
OG0004512	Bevul.1G070200.1.p	VIT_218s0001g14020.1
OG0004513	Bevul.3G155100.1.p	VIT_205s0020g01460.1
OG0004514	Bevul.6G093100.1.p	VIT_200s0207g00230.4, VIT_200s0207g00230.1, VIT_200s0207g00230.3, VIT_200s0207g00230.2
OG0004515	Bevul.4G210400.1.p	VIT_204s0023g00160.1
OG0004516	Bevul.6G052500.1.p	VIT_204s0044g01180.3, VIT_204s0044g01180.4, VIT_204s0044g01180.5, VIT_204s0044g01180.1, VIT_204s0044g01180.2
OG0004517	Bevul.3G028300.1.p	VIT_216s0098g01030.1, VIT_217s0000g06699.1
OG0004518	Bevul.7G170500.1.p	VIT_209s0002g01450.3, VIT_209s0002g01450.1, VIT_209s0002g01450.2, VIT_209s0002g01450.5, VIT_209s0002g01450.4
OG0004519	Bevul.5G165700.1.p, Bevul.5G165800.1.p	VIT_217s0000g00070.1
OG0004520	Bevul.9G199800.1.p	VIT_204s0008g02200.3, VIT_204s0008g02200.1, VIT_204s0008g02200.2
OG0004521	Bevul.1G008000.1.p	VIT_218s0001g09060.1
OG0004522	Bevul.1G166400.1.p	VIT_215s0046g03380.1
OG0004523	Bevul.1G181500.1.p	VIT_215s0046g01940.2, VIT_215s0046g01940.4, VIT_215s0046g01940.7, VIT_215s0046g01940.9, VIT_215s0046g01940.8, VIT_215s0046g01940.5, VIT_215s0046g01940.6, VIT_215s0046g01940.1, VIT_215s0046g01940.3
OG0004524	Bevul.1G153900.1.p	VIT_215s0048g02180.1, VIT_215s0048g02180.6, VIT_215s0048g02180.7, VIT_215s0048g02180.5, VIT_215s0048g02180.4, VIT_215s0048g02180.3, VIT_215s0048g02180.2
OG0004525	Bevul.6G004000.1.p	VIT_207s0031g00330.3, VIT_207s0031g00330.5, VIT_207s0031g00330.2, VIT_207s0031g00330.1, VIT_207s0031g00330.4
OG0004526	Bevul.3G166900.1.p	VIT_205s0077g00480.1
OG0004527	Bevul.6G166700.1.p	VIT_214s0068g00870.1, VIT_214s0068g00870.3, VIT_214s0068g00870.4, VIT_214s0068g00870.2, VIT_214s0068g00870.5
OG0004528	Bevul.3G010900.1.p, Bevul.4G131100.1.p	VIT_214s0081g00760.1
OG0004529	Bevul.7G114900.1.p	VIT_207s0005g04510.1
OG0004530	Bevul.1G111000.1.p	VIT_218s0001g07070.1
OG0004531	Bevul.6G202400.1.p	VIT_201s0146g00215.1
OG0004531	Bevul.6G038000.1.p	VIT_214s0068g01620.1
OG0004532	Bevul.7G068500.2.p, Bevul.7G068500.1.p	VIT_207s0005g02630.1, VIT_207s0005g02630.2
OG0004533	Bevul.3G088000.1.p, Bevul.3G088100.1.p, Bevul.3G087900.1.p, Bevul.3G087800.1.p	VIT_203s0063g00790.1, VIT_203s0063g00770.2, VIT_203s0063g00770.1, VIT_203s0063g00800.1, VIT_203s0063g00810.1, VIT_203s0063g00780.1
OG0004534	Bevul.9G031200.1.p, Bevul.9G031200.7.p, Bevul.9G031200.11.p, Bevul.9G031200.4.p, Bevul.9G031200.10.p, Bevul.9G031200.5.p, Bevul.9G031200.2.p, Bevul.9G031200.6.p, Bevul.9G031200.3.p, Bevul.9G031200.9.p, Bevul.9G031200.8.p	VIT_212s0034g01220.1
OG0004535	Bevul.5G241900.1.p	VIT_207s0141g00580.1
OG0004536	Bevul.2G100700.1.p	VIT_212s0034g01400.1, VIT_212s0034g01390.1
OG0004536	Bevul.8G127800.1.p	VIT_218s0001g03270.2, VIT_218s0001g03270.1
OG0004537	Bevul.7G116700.1.p	VIT_217s0000g07870.3, VIT_217s0000g07870.4, VIT_217s0000g07870.1, VIT_217s0000g07870.2
OG0004538	Bevul.2G105900.3.p, Bevul.2G105900.1.p, Bevul.2G105900.2.p	VIT_207s0005g00210.3
OG0004539	Bevul.9G143900.1.p	VIT_203s0038g01380.3, VIT_203s0038g01380.2
OG0004540	Bevul.4G239300.1.p	VIT_206s0004g01900.1, VIT_207s0031g02800.1
OG0004541	Bevul.5G204100.1.p	VIT_217s0000g07610.3
OG0004542	Bevul.7G188600.1.p	VIT_206s0009g02100.2, VIT_206s0009g02100.1, VIT_206s0009g02100.7, VIT_206s0009g02100.8, VIT_206s0009g02100.6, VIT_206s0009g02100.5, VIT_206s0009g02100.3, VIT_206s0009g02100.4, VIT_206s0009g02100.10, VIT_206s0009g02100.9
OG0004543	Bevul.5G041600.1.p	VIT_204s0008g00550.2, VIT_204s0008g00550.6, VIT_204s0008g00550.5, VIT_204s0008g00550.4, VIT_204s0008g00550.7, VIT_204s0008g00550.3, VIT_204s0008g00550.1, VIT_204s0008g00550.8
OG0004544	Bevul.6G053400.1.p, Bevul.1G026100.1.p, Bevul.3G233900.1.p	VIT_204s0044g01000.1, VIT_204s0044g01010.1, VIT_204s0044g01030.1
OG0004545	Bevul.6G003000.1.p	VIT_200s0238g00020.1, VIT_200s0238g00030.1
OG0004545	Bevul.5G048300.1.p	VIT_212s0035g01170.1, VIT_212s0035g01340.1
OG0004546	Bevul.9G135500.1.p	VIT_203s0038g02470.1, VIT_218s0001g14840.1
OG0004548	Bevul.1G208200.1.p, Bevul.4G193500.1.p	VIT_215s0021g00650.1
OG0004549	Bevul.5G174100.1.p	VIT_217s0000g05110.1
OG0004550	Bevul.5G171900.1.p	VIT_217s0000g04790.1
OG0004551	Bevul.6G043900.1.p	VIT_204s0079g00630.1, VIT_204s0079g00630.2, VIT_201s0011g06580.1, VIT_201s0011g06580.2, VIT_201s0011g06580.3
OG0004552	Bevul.9G111600.3.p, Bevul.9G111600.2.p, Bevul.9G111600.4.p, Bevul.9G111600.1.p	VIT_209s0018g01620.2, VIT_209s0018g01620.1
OG0004553	Bevul.5G217200.1.p	VIT_217s0000g08920.1
OG0004554	Bevul.2G199400.1.p, Bevul.2G199400.2.p, Bevul.2G199400.3.p	VIT_214s0083g00960.1, VIT_214s0083g00960.3, VIT_214s0083g00960.2, VIT_214s0083g00960.4
OG0004555	Bevul.5G191800.1.p	VIT_201s0026g02200.1, VIT_217s0000g06020.1
OG0004556	Bevul.8G102600.1.p	VIT_217s0119g00350.1
OG0004557	Bevul.5G147700.1.p	VIT_216s0039g01220.1, VIT_214s0006g02890.5, VIT_214s0006g02890.1, VIT_214s0006g02890.2, VIT_214s0006g02890.3, VIT_214s0006g02890.4, VIT_217s0000g03600.3, VIT_217s0000g03600.2, VIT_217s0000g03600.1, VIT_217s0000g03600.4
OG0004558	Bevul.6G061600.1.p, Bevul.6G061700.1.p	VIT_216s0013g00740.1, VIT_216s0013g00730.1
OG0004559	Bevul.5G087100.1.p	VIT_202s0012g00990.1, VIT_202s0012g00990.2
OG0004560	Bevul.9G011400.1.p	VIT_201s0010g01200.1, VIT_201s0010g01200.2
OG0004561	Bevul.5G214800.1.p	VIT_217s0000g08660.3, VIT_217s0000g08660.6, VIT_217s0000g08660.5, VIT_217s0000g08660.1, VIT_217s0000g08660.2, VIT_217s0000g08660.4
OG0004562	Bevul.6G122900.1.p	VIT_201s0011g03110.1
OG0004563	Bevul.8G107800.1.p	VIT_217s0053g00590.1
OG0004564	Bevul.3G167300.1.p	VIT_201s0026g02720.2, VIT_201s0026g02720.4, VIT_210s0116g00070.1, VIT_201s0026g02720.3, VIT_201s0026g02720.1, VIT_201s0026g02720.6, VIT_201s0026g02720.5
OG0004565	Bevul.6G106800.1.p	VIT_201s0011g00080.2, VIT_201s0011g00080.1, VIT_201s0011g00080.3
OG0004565	Bevul.5G172900.1.p	VIT_217s0000g04980.1
OG0004566	Bevul.6G123600.1.p	VIT_201s0011g03210.1
OG0004566	Bevul.5G150000.1.p	VIT_217s0000g03990.1
OG0004567	Bevul.4G181200.1.p, Bevul.4G181300.1.p, Bevul.4G181100.1.p	VIT_211s0065g01090.2, VIT_211s0065g01090.1, VIT_201s0010g01890.1
OG0004568	Bevul.6G046000.1.p	VIT_214s0068g02070.7, VIT_214s0068g02070.4, VIT_214s0068g02070.2, VIT_214s0068g02070.6, VIT_214s0068g02070.1, VIT_214s0068g02070.3, VIT_214s0068g02070.5
OG0004569	Bevul.5G098700.1.p	VIT_216s0039g01370.1
OG0004570	Bevul.1G042100.1.p, Bevul.3G090600.1.p	VIT_209s0002g00350.3, VIT_209s0002g00350.2, VIT_209s0002g00350.1
OG0004571	Bevul.5G215200.1.p	VIT_217s0000g08750.1
OG0004572	Bevul.5G177000.1.p	VIT_217s0000g07440.4, VIT_217s0000g07440.5, VIT_217s0000g07440.2, VIT_217s0000g07440.1
OG0004573	Bevul.9G177900.1.p	VIT_215s0021g01220.1
OG0004573	Bevul.5G076200.1.p	VIT_200s0204g00020.1
OG0004574	Bevul.4G035600.1.p	VIT_202s0033g01110.1
OG0004575	Bevul.4G152100.1.p, Bevul.3G019200.1.p	VIT_216s0039g02520.1
OG0004576	Bevul.5G206000.1.p	VIT_217s0000g07780.1, VIT_217s0000g07780.3, VIT_217s0000g07780.2, VIT_217s0000g07780.4
OG0004577	Bevul.5G096200.1.p	VIT_216s0039g01900.3, VIT_216s0039g01900.2, VIT_216s0039g01900.1, VIT_202s0012g01940.1, VIT_202s0012g01940.2
OG0004578	Bevul.2G217400.1.p	VIT_209s0002g02600.1
OG0004581	Bevul.3G216900.1.p	VIT_217s0000g06330.3, VIT_217s0000g06330.9, VIT_217s0000g06330.6, VIT_217s0000g06330.7, VIT_217s0000g06330.8, VIT_217s0000g06330.4, VIT_217s0000g06330.2, VIT_217s0000g06330.1, VIT_217s0000g06330.5
OG0004582	Bevul.2G204600.1.p	VIT_214s0006g01660.3, VIT_214s0006g01660.2, VIT_214s0006g01660.1, VIT_214s0006g01660.4
OG0004583	Bevul.5G166600.1.p	VIT_217s0000g04140.1, VIT_217s0000g04140.2
OG0004584	Bevul.5G075300.1.p, Bevul.5G075400.1.p	VIT_200s1455g00010.2, VIT_200s0309g00050.2, VIT_200s1455g00010.1, VIT_200s0309g00050.1, VIT_200s0309g00090.1
OG0004585	Bevul.2G053500.1.p	VIT_214s0066g02170.1
OG0004586	Bevul.5G045700.1.p	VIT_202s0087g00460.1
OG0004587	Bevul.1G019200.1.p	VIT_218s0001g08020.2, VIT_218s0001g08020.1, VIT_218s0001g08020.8, VIT_218s0001g08020.5, VIT_218s0001g08020.3, VIT_218s0001g08020.6, VIT_218s0001g08020.7, VIT_218s0001g08020.4
OG0004588	Bevul.2G077900.1.p	VIT_214s0006g00910.3, VIT_214s0006g00910.4, VIT_214s0006g00910.1, VIT_214s0006g00910.7, VIT_214s0006g00910.6, VIT_214s0006g00910.2, VIT_214s0006g00910.5
OG0004590	Bevul.2G197400.1.p	VIT_214s0083g00740.2, VIT_214s0083g00740.1
OG0004592	Bevul.8G105400.1.p	VIT_216s0039g00080.3, VIT_216s0039g00080.2, VIT_216s0039g00080.1
OG0004593	Bevul.6G205200.1.p	VIT_201s0010g03880.3, VIT_201s0010g03880.1, VIT_201s0010g03880.2
OG0004595	Bevul.5G095900.1.p	VIT_202s0012g02030.2, VIT_202s0012g02030.1
OG0004596	Bevul.5G149500.1.p	VIT_217s0000g03950.1
OG0004597	Bevul.6G245700.1.p	VIT_201s0026g01170.1
OG0004599	Bevul.3G213100.1.p	VIT_208s0040g00970.1
OG0004600	Bevul.2G145500.1.p, Bevul.5G101600.1.p, Bevul.7G017400.1.p, Bevul.9G132000.1.p	VIT_208s0007g02520.1
OG0004601	Bevul.3G181100.1.p	VIT_208s0007g06660.1, VIT_208s0007g06660.2
OG0004620	Bevul.1G061600.1.p	VIT_201s0150g00220.5, VIT_201s0150g00220.4, VIT_201s0150g00220.7, VIT_201s0150g00220.8, VIT_201s0150g00220.3, VIT_201s0150g00220.1, VIT_201s0150g00220.6, VIT_201s0150g00220.9, VIT_201s0150g00220.2
OG0004622	Bevul.3G185400.1.p	VIT_208s0007g06230.4, VIT_208s0007g06230.3, VIT_208s0007g06230.2, VIT_208s0007g06230.1
OG0004623	Bevul.1G004500.1.p	VIT_204s0023g02460.2, VIT_204s0023g02460.1, VIT_204s0023g02460.4, VIT_204s0023g02460.3
OG0004624	Bevul.6G102600.1.p	VIT_207s0031g01650.3, VIT_207s0031g01650.1, VIT_207s0031g01650.2, VIT_207s0031g01610.1
OG0004628	Bevul.5G098800.1.p	VIT_202s0012g02530.2, VIT_202s0012g02530.1
OG0004629	Bevul.2G038500.1.p	VIT_213s0084g00600.4, VIT_213s0084g00600.6, VIT_213s0084g00600.7, VIT_213s0084g00600.5, VIT_213s0084g00600.3, VIT_213s0084g00600.1, VIT_213s0084g00600.2
OG0004630	Bevul.4G085900.1.p, Bevul.4G086200.1.p	VIT_208s0007g03360.1
OG0004634	Bevul.4G123800.1.p	VIT_218s0001g12630.2, VIT_218s0001g12630.1
OG0004636	Bevul.7G001000.1.p	VIT_204s0008g02790.5, VIT_204s0008g02790.7, VIT_204s0008g02790.4, VIT_204s0008g02790.2, VIT_204s0008g02790.1, VIT_204s0008g02790.6, VIT_204s0008g02790.3
OG0004637	Bevul.4G123400.1.p	VIT_207s0031g02990.1, VIT_207s0031g02950.1, VIT_207s0031g02930.1
OG0004638	Bevul.5G253800.1.p	VIT_207s0005g01380.1
OG0004639	Bevul.2G032900.1.p, Bevul.8G135200.1.p	VIT_211s0016g01440.1, VIT_211s0016g01440.2
OG0004640	Bevul.4G025000.1.p	VIT_219s0090g01030.3, VIT_219s0090g01030.2, VIT_219s0090g01030.1
OG0004641	Bevul.6G171400.1.p	VIT_201s0137g00250.1, VIT_212s0028g00350.2, VIT_212s0028g00350.1
OG0004643	Bevul.5G235500.1.p	VIT_207s0151g00500.1, VIT_207s0151g00500.2
OG0004644	Bevul.8G171900.1.p, Bevul.5G227300.1.p	VIT_207s0141g00300.1, VIT_207s0289g00040.1
OG0004645	Bevul.5G160500.1.p	VIT_217s0000g00480.4, VIT_217s0000g00480.6, VIT_217s0000g00480.5, VIT_217s0000g00480.1, VIT_217s0000g00480.2, VIT_217s0000g00480.3
OG0004646	Bevul.4G199200.1.p	VIT_214s0060g01580.4, VIT_214s0060g01580.3, VIT_214s0060g01580.2, VIT_214s0060g01580.1
OG0004647	Bevul.2G050300.2.p, Bevul.2G050300.3.p, Bevul.2G050300.1.p, Bevul.3G201900.1.p	VIT_208s0007g05940.2, VIT_208s0007g05940.1
OG0004648	Bevul.3G233400.1.p	VIT_205s0029g00640.1, VIT_205s0029g00640.2
OG0004649	Bevul.7G219400.1.p	VIT_206s0004g07080.2, VIT_206s0004g07080.3, VIT_206s0004g07080.4, VIT_206s0004g07080.1
OG0004650	Bevul.4G212200.1.p	VIT_204s0023g00800.4, VIT_204s0023g00800.8
OG0004651	Bevul.1G063100.1.p	VIT_218s0082g00108.1
OG0004652	Bevul.3G232100.1.p	VIT_205s0029g00330.1, VIT_217s0000g09840.1
OG0004653	Bevul.4G225700.1.p	VIT_206s0009g03450.1, VIT_206s0009g03450.2
OG0004654	Bevul.4G211100.1.p	VIT_204s0023g00690.1
OG0004655	Bevul.8G102400.1.p	VIT_200s0233g00070.1
OG0004656	Bevul.4G175500.1.p	VIT_214s0036g00500.1
OG0004657	Bevul.3G100200.1.p, Bevul.2G115800.2.p, Bevul.2G115800.1.p	VIT_218s0072g00360.1
OG0004658	Bevul.2G077500.3.p, Bevul.2G077500.2.p, Bevul.2G077500.1.p	VIT_214s0006g00850.1, VIT_213s0101g00360.1
OG0004658	Bevul.2G077400.1.p	VIT_214s0006g00860.1
OG0004659	Bevul.4G198700.1.p	VIT_214s0060g01460.2, VIT_214s0060g01460.4, VIT_214s0060g01460.3, VIT_214s0060g01460.1
OG0004660	Bevul.4G227700.1.p	VIT_206s0009g02390.1
OG0004661	Bevul.5G250600.1.p	VIT_207s0005g03520.1, VIT_207s0005g03520.2
OG0004662	Bevul.8G176200.1.p	VIT_211s0037g00190.3
OG0004663	Bevul.7G020100.2.p, Bevul.7G020100.1.p	VIT_208s0007g02840.1
OG0004664	Bevul.9G015700.1.p	VIT_219s0015g01390.4, VIT_219s0015g01390.1, VIT_219s0015g01390.2, VIT_219s0015g01390.3
OG0004665	Bevul.3G185800.1.p	VIT_208s0007g06190.2, VIT_208s0007g06190.1
OG0004666	Bevul.9G228400.2.p, Bevul.9G228400.1.p, Bevul.9G228400.3.p	VIT_206s0004g03450.1
OG0004667	Bevul.7G124200.1.p	VIT_207s0005g06420.2, VIT_207s0005g06420.4, VIT_207s0005g06420.5, VIT_207s0005g06420.1, VIT_207s0005g06420.3
OG0004669	Bevul.3G204400.1.p	VIT_208s0007g05750.1, VIT_208s0007g05750.2
OG0004670	Bevul.2G148100.5.p, Bevul.2G148100.2.p, Bevul.2G148100.3.p, Bevul.2G148100.4.p, Bevul.2G148100.7.p, Bevul.2G148100.6.p, Bevul.2G148100.1.p	VIT_205s0029g00210.1
OG0004671	Bevul.3G129300.1.p	VIT_205s0020g00380.1
OG0004673	Bevul.9G226400.1.p	VIT_209s0070g00240.1
OG0004674	Bevul.6G095800.1.p	VIT_206s0004g03380.1
OG0004676	Bevul.7G086900.2.p, Bevul.7G086900.1.p	VIT_207s0104g01270.2, VIT_207s0104g01270.1
OG0004677	Bevul.4G126800.1.p	VIT_214s0036g01060.1, VIT_214s0036g01060.4, VIT_214s0036g01060.5, VIT_214s0036g01090.1, VIT_214s0036g01060.2, VIT_214s0036g01060.3
OG0004678	Bevul.2G087400.1.p, Bevul.2G087400.2.p, Bevul.2G087400.3.p, Bevul.5G206500.1.p, Bevul.2G119100.1.p, Bevul.9G142400.1.p	VIT_200s2313g00010.1
OG0004679	Bevul.4G158000.1.p	VIT_214s0060g02400.3, VIT_214s0060g02400.1, VIT_214s0060g02400.2
OG0004680	Bevul.4G158900.1.p	VIT_214s0060g02420.3, VIT_214s0060g02420.4, VIT_214s0060g02420.1, VIT_214s0060g02420.2
OG0004681	Bevul.9G138600.1.p, Bevul.9G138600.2.p, Bevul.9G138600.4.p, Bevul.9G138600.3.p	VIT_203s0038g02180.1
OG0004682	Bevul.3G230600.1.p	VIT_212s0028g03490.4, VIT_212s0028g03490.6, VIT_212s0028g03490.5, VIT_212s0028g03490.7, VIT_212s0028g03490.1, VIT_212s0028g03490.3, VIT_212s0028g03490.2
OG0004683	Bevul.9G136700.4.p, Bevul.9G136700.5.p, Bevul.9G136700.2.p, Bevul.9G136700.3.p, Bevul.9G136700.1.p	VIT_203s0038g02370.4, VIT_203s0038g02370.9, VIT_203s0038g02370.6, VIT_203s0038g02370.7, VIT_203s0038g02370.8, VIT_203s0038g02370.5, VIT_203s0038g02370.3, VIT_203s0038g02370.2, VIT_203s0038g02370.1
OG0004684	Bevul.8G021500.1.p	VIT_200s0324g00040.1
OG0004685	Bevul.9G171800.1.p, Bevul.9G171800.2.p	VIT_203s0063g02480.2, VIT_203s0063g02480.1
OG0004687	Bevul.6G027300.1.p	VIT_204s0023g02820.1
OG0004687	Bevul.1G163000.1.p	VIT_218s0001g13460.1
OG0004688	Bevul.8G116200.1.p	VIT_208s0032g00890.4, VIT_212s0121g00380.1, VIT_208s0032g00890.1, VIT_208s0032g00890.2, VIT_212s0121g00230.1
OG0004689	Bevul.8G157000.1.p, Bevul.4G216800.1.p	VIT_206s0009g01800.4, VIT_206s0009g01800.3, VIT_206s0009g01800.2, VIT_206s0009g01800.1
OG0004690	Bevul.1G110300.1.p	VIT_218s0001g07120.1
OG0004691	Bevul.9G172900.1.p	VIT_203s0063g02320.1
OG0004691	Bevul.9G173300.1.p	VIT_203s0063g02340.2, VIT_203s0063g02340.1
OG0004692	Bevul.6G222300.1.p	VIT_209s0002g05230.1
OG0004693	Bevul.9G217200.2.p, Bevul.9G217200.1.p	VIT_203s0097g00550.1
OG0004695	Bevul.6G097900.1.p, Bevul.6G097800.1.p	VIT_218s0001g06610.3, VIT_218s0001g06610.4, VIT_218s0001g06610.5, VIT_218s0001g06610.2, VIT_218s0001g06610.1
OG0004696	Bevul.3G075000.1.p	VIT_216s0100g00350.4, VIT_216s0100g00350.1, VIT_216s0100g00350.2, VIT_216s0100g00350.5, VIT_216s0100g00350.3
OG0004698	Bevul.6G014300.1.p	VIT_207s0129g00020.2, VIT_207s0129g00020.3, VIT_207s0129g00020.1
OG0004699	Bevul.9G233500.1.p, Bevul.9G233500.3.p, Bevul.9G233500.2.p	VIT_203s0180g00270.1
OG0004700	Bevul.7G132200.1.p	VIT_213s0019g03330.2, VIT_213s0019g03330.1, VIT_213s0019g03330.3, VIT_213s0019g03330.4
OG0004701	Bevul.8G017200.1.p	VIT_210s0003g00620.1
OG0004702	Bevul.9G151300.1.p	VIT_203s0038g03990.4, VIT_203s0038g03990.3, VIT_203s0038g03990.2, VIT_203s0038g03990.1
OG0004703	Bevul.9G217600.1.p	VIT_203s0097g00620.4, VIT_203s0097g00620.1, VIT_203s0097g00620.3, VIT_203s0097g00620.2
OG0004705	Bevul.6G069700.1.p	VIT_218s0001g05530.1
OG0004706	Bevul.9G153000.1.p	VIT_218s0122g00530.1, VIT_203s0038g04140.5, VIT_203s0038g04140.1, VIT_203s0038g04140.4, VIT_203s0038g04140.3, VIT_203s0038g04140.2
OG0004707	Bevul.1G106600.1.p	VIT_218s0001g06390.1
OG0004708	Bevul.6G078600.1.p	VIT_201s0137g00640.4, VIT_201s0137g00640.3, VIT_201s0137g00640.2, VIT_201s0137g00640.1
OG0004709	Bevul.6G070700.1.p	VIT_200s0304g00050.1
OG0004710	Bevul.9G223300.1.p	VIT_203s0088g00270.1
OG0004711	Bevul.6G028800.1.p	VIT_204s0023g03020.1
OG0004712	Bevul.9G186600.1.p	VIT_212s0034g01080.2, VIT_212s0034g01080.3, VIT_212s0034g01080.1
OG0004713	Bevul.9G138500.1.p	VIT_203s0038g02190.1
OG0004714	Bevul.8G155400.1.p	VIT_212s0059g02030.1
OG0004715	Bevul.1G108700.1.p	VIT_218s0001g06760.1
OG0004715	Bevul.6G098700.1.p	VIT_200s0477g00040.1
OG0004716	Bevul.6G011900.1.p	VIT_207s0129g00350.1
OG0004717	Bevul.6G012900.1.p	VIT_207s0129g00220.3, VIT_207s0129g00220.2, VIT_207s0129g00220.4, VIT_207s0129g00220.1
OG0004718	Bevul.3G114100.1.p	VIT_218s0001g00480.1
OG0004719	Bevul.4G093800.1.p	VIT_208s0056g00500.1
OG0004721	Bevul.8G034700.1.p	VIT_212s0059g01905.1, VIT_200s0445g00030.1
OG0004722	Bevul.4G025300.1.p	VIT_219s0090g00990.1, VIT_219s0090g00990.2, VIT_219s0090g00990.4, VIT_219s0090g00990.3
OG0004723	Bevul.4G046400.1.p	VIT_217s0000g03940.1
OG0004724	Bevul.2G148700.1.p, Bevul.3G036400.1.p	VIT_204s0008g00800.3, VIT_204s0008g00800.2, VIT_204s0008g00800.1
OG0004725	Bevul.4G090500.1.p	VIT_219s0093g00560.2, VIT_219s0093g00560.5, VIT_219s0093g00560.3, VIT_219s0093g00560.4, VIT_219s0093g00560.1, VIT_219s0093g00560.6
OG0004726	Bevul.4G069800.1.p, Bevul.7G075300.1.p	VIT_219s0014g01920.1
OG0004727	Bevul.3G072800.1.p	VIT_212s0059g00520.2, VIT_212s0059g00520.1
OG0004728	Bevul.9G172300.1.p	VIT_213s0019g00510.2, VIT_213s0019g00510.1, VIT_213s0019g00510.4
OG0004729	Bevul.9G179600.1.p	VIT_203s0063g01400.1
OG0004730	Bevul.9G205200.2.p, Bevul.9G205200.1.p	VIT_211s0016g03926.1
OG0004731	Bevul.8G131300.1.p	VIT_211s0016g01990.6, VIT_211s0016g01990.4, VIT_211s0016g01990.2, VIT_211s0016g01990.1, VIT_211s0016g01990.3, VIT_211s0016g01990.5
OG0004732	Bevul.4G048700.1.p	VIT_205s0049g02190.1, VIT_219s0014g04680.2, VIT_219s0014g04680.1, VIT_219s0014g04680.3, VIT_219s0014g04680.4
OG0004733	Bevul.8G006100.1.p	VIT_210s0003g01420.1
OG0004734	Bevul.1G207600.1.p	VIT_218s0117g00220.1, VIT_218s0117g00220.2
OG0004735	Bevul.2G217000.1.p, Bevul.2G159000.1.p	VIT_212s0057g01240.1
OG0004736	Bevul.6G044200.1.p	VIT_201s0011g06550.3, VIT_201s0011g06550.2, VIT_201s0011g06550.1
OG0004738	Bevul.8G058400.1.p	VIT_210s0116g00780.1
OG0004739	Bevul.4G066300.1.p	VIT_219s0014g02320.1, VIT_219s0014g02320.4, VIT_219s0014g02320.2, VIT_219s0014g02320.3
OG0004740	Bevul.1G118800.1.p	VIT_215s0045g00310.4, VIT_215s0045g00310.6, VIT_215s0045g00310.5, VIT_215s0045g00310.2, VIT_215s0045g00310.3, VIT_215s0045g00310.1
OG0004741	Bevul.1G148400.1.p	VIT_208s0032g00320.5, VIT_208s0032g00320.2, VIT_208s0032g00320.1, VIT_208s0032g00320.4, VIT_208s0032g00320.3
OG0004742	Bevul.4G234200.1.p, Bevul.3G053000.1.p	VIT_216s0050g00880.2
OG0004743	Bevul.5G059100.1.p	VIT_202s0025g02260.1
OG0004743	Bevul.1G194700.1.p	VIT_215s0046g00140.2
OG0004744	Bevul.3G052000.1.p	VIT_216s0050g01000.2, VIT_216s0050g01000.1
OG0004745	Bevul.3G075800.1.p	VIT_216s0100g00470.1
OG0004747	Bevul.2G149800.1.p, Bevul.2G149800.2.p, Bevul.2G149800.3.p, Bevul.2G149800.4.p	VIT_204s0008g00730.3, VIT_204s0008g00730.6, VIT_204s0008g00730.5, VIT_204s0008g00730.2, VIT_204s0008g00730.1, VIT_204s0008g00730.4
OG0004748	Bevul.1G128800.1.p	VIT_215s0048g00800.1
OG0004749	Bevul.5G076500.1.p	VIT_200s0591g00010.1, VIT_200s0591g00010.4, VIT_200s0591g00010.3, VIT_200s0591g00010.5, VIT_200s0591g00010.7, VIT_200s0591g00010.6, VIT_200s0591g00010.2
OG0004750	Bevul.5G041400.1.p	VIT_202s0025g04990.3, VIT_202s0025g04990.4, VIT_202s0025g04990.2, VIT_202s0025g04990.1
OG0004751	Bevul.8G172200.1.p	VIT_211s0016g05710.4, VIT_211s0016g05710.1, VIT_211s0016g05710.3, VIT_211s0016g05710.2
OG0004751	Bevul.2G178200.1.p, Bevul.2G178200.2.p	VIT_204s0008g05570.1, VIT_204s0008g05570.2
OG0004752	Bevul.7G151900.1.p	VIT_209s0054g00820.1
OG0004753	Bevul.8G161800.1.p	VIT_211s0149g00030.1
OG0004754	Bevul.2G158600.3.p, Bevul.2G158600.2.p, Bevul.2G158600.5.p, Bevul.2G158600.4.p, Bevul.2G158600.6.p, Bevul.2G158600.1.p	VIT_204s0008g03370.6, VIT_204s0008g03370.4, VIT_204s0008g03370.5, VIT_204s0008g03370.1, VIT_204s0008g03370.2, VIT_204s0008g03370.3
OG0004755	Bevul.2G128500.1.p	VIT_204s0008g02720.1, VIT_204s0008g02720.2
OG0004756	Bevul.4G152900.1.p	VIT_214s0128g00170.1, VIT_214s0128g00170.2, VIT_200s0340g00070.2, VIT_200s0340g00070.1
OG0004757	Bevul.4G180500.1.p	VIT_206s0004g00700.2, VIT_206s0004g00700.3
OG0004758	Bevul.9G190500.1.p	VIT_204s0008g06930.1, VIT_209s0002g07540.1
OG0004758	Bevul.4G189800.1.p	VIT_207s0130g00165.1
