Orthogroup	B_vulgaris.proteins	A_vesiculosa.proteins
OG0004893	Bevul.7G085200.1.p, Bevul.7G085300.1.p	Av_00019154-RA
OG0004894	Bevul.4G075600.1.p	Av_00003902-RA, Av_00004988-RA, Av_00003903-RA
OG0004895	Bevul.6G163700.1.p	Av_00005794-RA, Av_00012188-RA
OG0004896	Bevul.4G153700.1.p	Av_00019647-RA
OG0004897	Bevul.5G164100.1.p	Av_00015036-RA
OG0004898	Bevul.3G114000.1.p	Av_00022379-RA
OG0004899	Bevul.7G114300.1.p	Av_00019876-RA
OG0004900	Bevul.6G145700.1.p	Av_00016461-RA, Av_00023630-RA
OG0004901	Bevul.1G198900.1.p	Av_00019768-RA
OG0004902	Bevul.5G024500.1.p	Av_00020830-RA
OG0004903	Bevul.6G005800.1.p	Av_00007709-RA
OG0004904	Bevul.7G114000.1.p	Av_00003470-RA, Av_00004851-RA
OG0004905	Bevul.3G024000.1.p	Av_00010971-RA, Av_00014000-RA, Av_00003152-RA
OG0004906	Bevul.6G207100.1.p	Av_00017205-RA
OG0004907	Bevul.6G206800.1.p, Bevul.6G206900.1.p, Bevul.6G207000.1.p	Av_00021830-RA
OG0004909	Bevul.1G197800.1.p	Av_00019765-RA, Av_00021780-RA
OG0004910	Bevul.6G204900.1.p	Av_00002621-RA, Av_00005377-RA
OG0004911	Bevul.6G158100.1.p	Av_00020711-RA
OG0004912	Bevul.5G242700.1.p	Av_00017857-RA, Av_00019223-RA, Av_00000598-RA
OG0004913	Bevul.1G013700.1.p	Av_00010027-RA, Av_00007923-RA
OG0004914	Bevul.7G099000.1.p, Bevul.7G099000.2.p, Bevul.7G099000.3.p	Av_00001505-RA, Av_00019166-RA
OG0004915	Bevul.5G068800.1.p	Av_00014521-RA, Av_00010345-RA
OG0004916	Bevul.1G099600.1.p	Av_00008678-RA
OG0004918	Bevul.5G152100.1.p	Av_00017662-RA, Av_00008942-RA
OG0004919	Bevul.5G015300.1.p	Av_00019847-RA, Av_00021662-RA
OG0004920	Bevul.3G020900.1.p	Av_00018886-RA, Av_00009499-RA
OG0004921	Bevul.5G132500.1.p	Av_00014038-RA, Av_00002791-RA, Av_00019584-RA
OG0004922	Bevul.6G213000.1.p	Av_00005364-RA, Av_00002634-RA
OG0004923	Bevul.1G080700.1.p	Av_00015201-RA, Av_00017427-RA, Av_00010936-RA
OG0004924	Bevul.3G035400.1.p	Av_00009464-RA, Av_00001671-RA
OG0004925	Bevul.6G135300.1.p	Av_00007629-RA
OG0004926	Bevul.9G013100.2.p, Bevul.9G013100.1.p	Av_00016900-RA, Av_00004712-RA
OG0004927	Bevul.8G141200.1.p	Av_00019065-RA, Av_00020985-RA, Av_00020941-RA
OG0004928	Bevul.5G170300.1.p	Av_00009002-RA, Av_00021951-RA
OG0004929	Bevul.5G075700.1.p	Av_00025083-RA
OG0004930	Bevul.3G143700.1.p, Bevul.5G210500.1.p	Av_00023312-RA
OG0004931	Bevul.6G247300.1.p	Av_00005297-RA, Av_00002686-RA
OG0004932	Bevul.6G156700.1.p	Av_00023602-RA
OG0004934	Bevul.5G229700.1.p	Av_00004813-RA
OG0004936	Bevul.6G188000.1.p	Av_00005334-RA
OG0004938	Bevul.5G077000.1.p	Av_00019618-RA
OG0004940	Bevul.3G019100.1.p, Bevul.3G120600.1.p	Av_00013051-RA, Av_00017615-RA
OG0004942	Bevul.5G102200.1.p	Av_00022015-RA, Av_00020487-RA
OG0004944	Bevul.2G203700.1.p	Av_00015599-RA
OG0004945	Bevul.8G094600.1.p	Av_00011527-RA, Av_00024986-RA
OG0004947	Bevul.4G121500.1.p	Av_00001354-RA
OG0004948	Bevul.5G117300.1.p	Av_00007601-RA, Av_00002754-RA
OG0004950	Bevul.4G096600.1.p	Av_00014193-RA, Av_00005568-RA
OG0004951	Bevul.5G212500.1.p	Av_00001715-RA, Av_00017697-RA
OG0004952	Bevul.5G108200.1.p	Av_00023447-RA
OG0004954	Bevul.6G107400.1.p	Av_00016988-RA, Av_00024228-RA, Av_00006383-RA, Av_00007587-RA
OG0004955	Bevul.6G116400.1.p	Av_00007662-RA
OG0004956	Bevul.6G147000.1.p	Av_00003341-RA, Av_00010812-RA
OG0004957	Bevul.5G202000.1.p	Av_00001736-RA, Av_00017683-RA
OG0004958	Bevul.3G013200.1.p	Av_00017604-RA, Av_00013064-RA, Av_00009515-RA, Av_00018901-RA
OG0004960	Bevul.4G018300.1.p	Av_00018359-RA, Av_00005147-RA
OG0004961	Bevul.4G145700.1.p	Av_00001294-RA, Av_00016168-RA, Av_00021227-RA
OG0004962	Bevul.8G103300.1.p	Av_00001387-RA, Av_00024479-RA
OG0004963	Bevul.7G122200.1.p, Bevul.6G131700.1.p	Av_00008204-RA
OG0004964	Bevul.5G078300.1.p	Av_00019619-RA
OG0004965	Bevul.5G201900.1.p	Av_00010538-RA, Av_00009752-RA
OG0004967	Bevul.5G195200.1.p	Av_00013796-RA
OG0004968	Bevul.5G168800.1.p	Av_00013752-RA, Av_00001805-RA
OG0004969	Bevul.5G002100.1.p	Av_00020807-RA
OG0004970	Bevul.9G005200.1.p	Av_00019739-RA, Av_00007371-RA, Av_00019738-RA
OG0004971	Bevul.5G240900.1.p	Av_00000814-RA
OG0004972	Bevul.6G188800.1.p	Av_00005332-RA
OG0004973	Bevul.2G053400.1.p	Av_00010661-RA
OG0004973	Bevul.5G200300.1.p	Av_00012416-RA
OG0004974	Bevul.6G119400.1.p	Av_00007600-RA, Av_00006370-RA
OG0004975	Bevul.5G084000.1.p	Av_00023067-RA, Av_00017514-RA
OG0004976	Bevul.5G217100.1.p	Av_00011306-RA, Av_00013847-RA
OG0004977	Bevul.2G070500.4.p, Bevul.2G070500.3.p, Bevul.2G070500.2.p, Bevul.2G070500.1.p	Av_00010671-RA
OG0004978	Bevul.5G043200.1.p	Av_00005518-RA, Av_00006080-RA, Av_00014550-RA, Av_00010387-RA, Av_00003029-RA, Av_00005455-RA
OG0004980	Bevul.2G221800.1.p	Av_00024203-RA
OG0004982	Bevul.5G181700.1.p	Av_00012439-RA, Av_00009326-RA, Av_00001780-RA
OG0004983	Bevul.6G104300.1.p, Bevul.4G124100.1.p, Bevul.4G124000.1.p	Av_00016072-RA
OG0004984	Bevul.1G200100.1.p	Av_00008587-RA, Av_00003273-RA, Av_00013967-RA, Av_00024413-RA
OG0004985	Bevul.3G023700.1.p	Av_00017621-RA
OG0004986	Bevul.3G134100.1.p	Av_00023980-RA
OG0004987	Bevul.7G197600.1.p	Av_00006161-RA
OG0004989	Bevul.3G109900.1.p	Av_00000578-RA, Av_00000568-RA
OG0004991	Bevul.9G029900.1.p, Bevul.9G029900.3.p, Bevul.9G029900.2.p	Av_00019135-RA, Av_00010173-RA, Av_00004755-RA
OG0004992	Bevul.9G037200.2.p, Bevul.9G037200.1.p	Av_00011720-RA, Av_00019810-RA, Av_00011721-RA
OG0004993	Bevul.9G033000.1.p, Bevul.9G033000.2.p	Av_00011715-RA, Av_00019814-RA, Av_00006209-RA, Av_00012756-RA
OG0005014	Bevul.8G089800.1.p	Av_00015448-RA
OG0005016	Bevul.3G064600.1.p, Bevul.3G064700.1.p	Av_00014739-RA
OG0005017	Bevul.4G145900.1.p	Av_00016169-RA
OG0005018	Bevul.5G124600.1.p	Av_00012608-RA
OG0005019	Bevul.4G141900.1.p	Av_00020351-RA, Av_00021222-RA, Av_00016163-RA, Av_00016770-RA
OG0005020	Bevul.2G250700.1.p	Av_00019263-RA
OG0005023	Bevul.7G180800.1.p	Av_00015292-RA
OG0005024	Bevul.5G137700.1.p	Av_00012841-RA
OG0005025	Bevul.3G116300.1.p	Av_00020858-RA, Av_00001571-RA
OG0005026	Bevul.4G224500.1.p, Bevul.4G226700.1.p, Bevul.9G195300.2.p, Bevul.9G195300.1.p	Av_00018641-RA
OG0005027	Bevul.2G104900.1.p	Av_00014329-RA, Av_00001129-RA
OG0005030	Bevul.4G161400.1.p	Av_00016516-RA, Av_00006581-RA
OG0005031	Bevul.5G133300.1.p	Av_00002803-RA
OG0005034	Bevul.7G219500.1.p	Av_00013374-RA
OG0005035	Bevul.4G231600.1.p, Bevul.4G232100.1.p	Av_00001205-RA
OG0005036	Bevul.3G204500.1.p	Av_00020508-RA, Av_00013151-RA, Av_00020447-RA
OG0005037	Bevul.2G191300.1.p, Bevul.2G191300.2.p	Av_00009092-RA
OG0005038	Bevul.7G134600.1.p	Av_00021279-RA
OG0005039	Bevul.5G050100.1.p	Av_00016403-RA, Av_00013428-RA
OG0005040	Bevul.9G016200.1.p, Bevul.9G016000.2.p, Bevul.9G016000.1.p	Av_00022037-RA
OG0005041	Bevul.7G112600.1.p	Av_00009618-RA, Av_00002205-RA
OG0005042	Bevul.4G241600.1.p	Av_00008147-RA, Av_00014916-RA
OG0005043	Bevul.3G172800.1.p	Av_00012081-RA
OG0005044	Bevul.4G000100.1.p	Av_00019225-RA, Av_00000600-RA
OG0005045	Bevul.7G034300.1.p	Av_00020956-RA, Av_00022510-RA, Av_00005056-RA
OG0005046	Bevul.2G227800.1.p	Av_00017286-RA, Av_00017285-RA
OG0005047	Bevul.4G164100.1.p	Av_00021044-RA
OG0005049	Bevul.5G235200.1.p	Av_00023228-RA, Av_00001432-RA
OG0005050	Bevul.3G103100.1.p	Av_00002153-RA, Av_00009584-RA, Av_00020378-RA
OG0005051	Bevul.7G215300.1.p	Av_00022913-RA
OG0005053	Bevul.3G001300.1.p	Av_00013511-RA, Av_00001536-RA
OG0005055	Bevul.3G156300.1.p	Av_00019645-RA
OG0005057	Bevul.7G082800.1.p, Bevul.5G003900.1.p, Bevul.5G127400.1.p, Bevul.1G082600.1.p	Av_00024338-RA, Av_00024950-RA, Av_00023680-RA, Av_00019312-RA, Av_00017207-RA
OG0005058	Bevul.9G011100.1.p	Av_00019759-RA, Av_00022111-RA
OG0005059	Bevul.5G038000.1.p	Av_00010394-RA, Av_00005460-RA, Av_00024799-RA
OG0005061	Bevul.4G251100.1.p	Av_00024548-RA
OG0005062	Bevul.7G053800.1.p	Av_00011730-RA, Av_00021353-RA, Av_00018396-RA
OG0005064	Bevul.7G134300.1.p	Av_00009575-RA, Av_00022637-RA
OG0005065	Bevul.3G031800.1.p	Av_00008385-RA, Av_00011540-RA, Av_00000128-RA
OG0005067	Bevul.3G234700.1.p	Av_00000736-RA, Av_00003480-RA, Av_00020304-RA, Av_00022180-RA
OG0005068	Bevul.4G222200.1.p	Av_00006989-RA, Av_00001219-RA, Av_00014898-RA, Av_00008122-RA
OG0005069	Bevul.9G177800.1.p, Bevul.5G082100.1.p	Av_00015991-RA, Av_00004185-RA
OG0005070	Bevul.1G017100.1.p, Bevul.6G173700.1.p, Bevul.6G174200.1.p	Av_00009356-RA
OG0005071	Bevul.4G214100.1.p	Av_00006975-RA, Av_00011829-RA, Av_00016525-RA, Av_00006567-RA
OG0005072	Bevul.7G025100.1.p	Av_00010283-RA
OG0005073	Bevul.7G210500.1.p	Av_00006132-RA
OG0005074	Bevul.3G114400.1.p	Av_00012881-RA
OG0005075	Bevul.2G232300.3.p, Bevul.2G232300.4.p, Bevul.2G232300.1.p, Bevul.2G232300.2.p	Av_00017293-RA
OG0005076	Bevul.2G189200.1.p	Av_00009086-RA, Av_00015576-RA
OG0005077	Bevul.7G020300.1.p	Av_00021202-RA, Av_00024420-RA, Av_00002948-RA
OG0005078	Bevul.7G108000.1.p	Av_00000748-RA
OG0005080	Bevul.7G098500.3.p, Bevul.7G098500.2.p, Bevul.7G098500.1.p	Av_00001501-RA
OG0005084	Bevul.3G012900.1.p	Av_00004395-RA, Av_00008239-RA
OG0005085	Bevul.5G255200.1.p	Av_00024381-RA
OG0005086	Bevul.6G015200.1.p	Av_00015308-RA, Av_00000452-RA
OG0005090	Bevul.1G116900.1.p	Av_00022155-RA
OG0005091	Bevul.6G102800.1.p	Av_00001901-RA
OG0005092	Bevul.1G055800.1.p	Av_00004448-RA, Av_00012264-RA
OG0005093	Bevul.6G001000.1.p	Av_00007722-RA
OG0005094	Bevul.1G115800.1.p	Av_00024001-RA
OG0005095	Bevul.9G082600.1.p	Av_00006187-RA
OG0005096	Bevul.9G239500.2.p, Bevul.9G239500.1.p	Av_00009765-RA
OG0005097	Bevul.6G101700.1.p	Av_00000431-RA, Av_00015331-RA
OG0005099	Bevul.8G078200.1.p	Av_00014185-RA, Av_00010646-RA, Av_00021934-RA
OG0005100	Bevul.3G119400.1.p, Bevul.6G027800.1.p	Av_00021577-RA
OG0005102	Bevul.1G030500.1.p	Av_00012114-RA
OG0005103	Bevul.4G125500.1.p	Av_00016137-RA, Av_00016073-RA, Av_00016749-RA
OG0005104	Bevul.1G089800.1.p	Av_00001490-RA
OG0005107	Bevul.7G019500.1.p, Bevul.1G039800.1.p	Av_00007412-RA
OG0005108	Bevul.1G174500.1.p	Av_00011142-RA, Av_00009927-RA
OG0005109	Bevul.9G005900.1.p, Bevul.9G005900.2.p	Av_00011841-RA
OG0005110	Bevul.9G220400.1.p	Av_00016457-RA, Av_00007802-RA
OG0005111	Bevul.6G019600.1.p	Av_00000463-RA, Av_00021587-RA
OG0005112	Bevul.6G077900.1.p	Av_00024136-RA
OG0005114	Bevul.9G138300.1.p	Av_00011081-RA
OG0005115	Bevul.6G134800.1.p	Av_00006354-RA
OG0005116	Bevul.1G171200.1.p	Av_00006279-RA
OG0005118	Bevul.9G136800.1.p, Bevul.9G136900.1.p, Bevul.9G136900.2.p, Bevul.9G136900.3.p, Bevul.9G137100.1.p	Av_00018307-RA, Av_00015971-RA
OG0005119	Bevul.1G212300.1.p	Av_00008568-RA, Av_00014609-RA
OG0005120	Bevul.8G125900.1.p	Av_00002612-RA, Av_00005396-RA
OG0005121	Bevul.1G210700.1.p	Av_00014611-RA, Av_00008573-RA
OG0005122	Bevul.9G195000.1.p	Av_00007834-RA, Av_00000218-RA
OG0005123	Bevul.1G085900.1.p	Av_00000648-RA
OG0005125	Bevul.4G065900.1.p	Av_00005029-RA, Av_00003843-RA
OG0005127	Bevul.9G144300.2.p, Bevul.9G144300.1.p	Av_00018755-RA
OG0005128	Bevul.2G122400.1.p	Av_00008338-RA, Av_00008243-RA, Av_00017966-RA
OG0005129	Bevul.5G051100.1.p	Av_00020053-RA
OG0005130	Bevul.2G247000.1.p	Av_00015642-RA, Av_00011978-RA
OG0005131	Bevul.1G159200.1.p	Av_00007214-RA, Av_00004559-RA, Av_00011346-RA
OG0005132	Bevul.9G178000.1.p	Av_00012290-RA
OG0005133	Bevul.6G089100.1.p	Av_00013404-RA
OG0005134	Bevul.9G213000.1.p	Av_00018749-RA, Av_00008835-RA
OG0005135	Bevul.1G108900.1.p, Bevul.6G100000.1.p	Av_00000381-RA, Av_00015385-RA
OG0005136	Bevul.7G136200.1.p	Av_00009569-RA, Av_00009734-RA
OG0005137	Bevul.9G211700.4.p, Bevul.9G211700.2.p, Bevul.9G211700.1.p, Bevul.9G211700.3.p	Av_00008838-RA, Av_00018747-RA
OG0005138	Bevul.1G061700.1.p	Av_00007094-RA, Av_00003589-RA
OG0005139	Bevul.8G213800.1.p	Av_00009823-RA
OG0005140	Bevul.4G069600.1.p	Av_00002362-RA, Av_00017214-RA
OG0005141	Bevul.2G168600.2.p, Bevul.2G168600.1.p	Av_00018627-RA
OG0005143	Bevul.8G044900.1.p, Bevul.3G234400.1.p	Av_00022183-RA, Av_00000734-RA, Av_00005984-RA
OG0005145	Bevul.4G093500.1.p	Av_00012453-RA
OG0005146	Bevul.8G036500.1.p	Av_00003715-RA, Av_00007455-RA
OG0005147	Bevul.4G033400.1.p	Av_00019726-RA, Av_00003078-RA, Av_00007888-RA, Av_00024637-RA
OG0005148	Bevul.8G165300.1.p	Av_00007374-RA
OG0005149	Bevul.9G003900.3.p, Bevul.9G003900.2.p, Bevul.9G003900.1.p	Av_00018280-RA, Av_00004697-RA
OG0005152	Bevul.8G148500.1.p	Av_00009796-RA, Av_00008753-RA
OG0005153	Bevul.4G051400.1.p	Av_00022925-RA
OG0005155	Bevul.4G049600.1.p	Av_00007871-RA
OG0005156	Bevul.3G121600.1.p	Av_00013553-RA
OG0005157	Bevul.2G162400.5.p, Bevul.2G162400.6.p, Bevul.2G162400.3.p, Bevul.2G162400.4.p, Bevul.2G162400.1.p, Bevul.2G162400.9.p, Bevul.2G162400.8.p, Bevul.2G162400.2.p, Bevul.2G162400.7.p	Av_00018239-RA
OG0005158	Bevul.4G031400.1.p	Av_00002488-RA, Av_00015744-RA, Av_00018084-RA
OG0005159	Bevul.6G077300.1.p	Av_00002736-RA
OG0005160	Bevul.1G072700.1.p	Av_00021649-RA, Av_00010935-RA
OG0005161	Bevul.2G016200.1.p	Av_00010078-RA, Av_00014319-RA
OG0005162	Bevul.1G163400.1.p, Bevul.8G187000.1.p	Av_00017851-RA
OG0005163	Bevul.1G123900.1.p	Av_00010906-RA, Av_00014682-RA
OG0005164	Bevul.9G207100.1.p	Av_00022304-RA, Av_00018135-RA
OG0005165	Bevul.5G016800.1.p	Av_00006079-RA
OG0005166	Bevul.1G182300.1.p	Av_00014655-RA, Av_00008620-RA, Av_00011425-RA
OG0005169	Bevul.1G169800.1.p	Av_00018267-RA, Av_00004677-RA
OG0005169	Bevul.1G169700.1.p	Av_00018266-RA, Av_00004676-RA
OG0005170	Bevul.1G168500.1.p	Av_00011448-RA, Av_00000051-RA
OG0005171	Bevul.8G177100.1.p	Av_00009046-RA, Av_00021636-RA, Av_00004899-RA, Av_00012141-RA
OG0005172	Bevul.1G031500.1.p	Av_00014669-RA
OG0005173	Bevul.8G028000.1.p	Av_00008718-RA
OG0005175	Bevul.8G174700.1.p	Av_00004905-RA, Av_00004020-RA
OG0005176	Bevul.8G157700.1.p	Av_00004493-RA, Av_00012319-RA, Av_00001005-RA, Av_00018201-RA
OG0005177	Bevul.2G172400.1.p	Av_00023740-RA
OG0005178	Bevul.1G123700.1.p	Av_00010905-RA, Av_00010904-RA, Av_00011451-RA
OG0005179	Bevul.1G190500.1.p, Bevul.1G190600.1.p, Bevul.1G212000.1.p, Bevul.5G017500.1.p	Av_00015260-RA, Av_00010938-RA
OG0005180	Bevul.1G176600.1.p, Bevul.1G176500.1.p	Av_00000044-RA
OG0005182	Bevul.4G054900.1.p	Av_00003107-RA
OG0005183	Bevul.3G001800.1.p	Av_00023908-RA
OG0005184	Bevul.5G035100.1.p	Av_00014567-RA, Av_00010409-RA
OG0005185	Bevul.2G159200.1.p	Av_00021117-RA
OG0005186	Bevul.2G122000.3.p, Bevul.2G122000.2.p, Bevul.2G122000.1.p	Av_00008337-RA, Av_00017964-RA
OG0005187	Bevul.3G019000.1.p	Av_00017614-RA
OG0005188	Bevul.8G181600.1.p	Av_00003786-RA, Av_00007396-RA, Av_00005864-RA
OG0005189	Bevul.2G094200.1.p	Av_00006779-RA
OG0005192	Bevul.7G172100.1.p	Av_00004103-RA, Av_00016814-RA, Av_00022339-RA
OG0005193	Bevul.5G037200.1.p	Av_00018562-RA, Av_00023353-RA, Av_00014558-RA, Av_00010396-RA
OG0005194	Bevul.4G199800.1.p	Av_00021613-RA, Av_00009017-RA
OG0005195	Bevul.7G153900.1.p	Av_00022322-RA
OG0005196	Bevul.9G202300.1.p	Av_00004148-RA, Av_00015436-RA
OG0005197	Bevul.2G102800.2.p, Bevul.2G102800.1.p	Av_00006648-RA
OG0005198	Bevul.3G016200.1.p	Av_00017608-RA
OG0005200	Bevul.2G176900.1.p, Bevul.8G171000.1.p	Av_00005835-RA
OG0005201	Bevul.8G055300.1.p	Av_00022072-RA, Av_00014133-RA
OG0005202	Bevul.3G183100.1.p	Av_00019361-RA
OG0005203	Bevul.3G044900.1.p	Av_00001646-RA
OG0005204	Bevul.9G189200.1.p	Av_00010722-RA, Av_00018931-RA, Av_00006826-RA, Av_00007958-RA
OG0005205	Bevul.1G121500.1.p	Av_00015229-RA, Av_00010899-RA, Av_00013900-RA
OG0005206	Bevul.9G195100.4.p, Bevul.9G195100.2.p, Bevul.9G195100.3.p, Bevul.9G195100.1.p	Av_00004156-RA, Av_00015423-RA
OG0005207	Bevul.1G166100.1.p	Av_00014668-RA, Av_00008634-RA
OG0005208	Bevul.9G010200.2.p, Bevul.9G010200.1.p, Bevul.9G010200.3.p	Av_00010413-RA
OG0005209	Bevul.7G150500.1.p	Av_00018335-RA, Av_00022676-RA
OG0005210	Bevul.8G153300.1.p	Av_00017122-RA
OG0005211	Bevul.8G160500.1.p	Av_00019791-RA, Av_00012164-RA, Av_00005828-RA
OG0005212	Bevul.3G073000.1.p	Av_00012926-RA
OG0005213	Bevul.7G233000.1.p	Av_00020005-RA, Av_00020004-RA
OG0005214	Bevul.8G158100.1.p	Av_00018203-RA, Av_00001007-RA
OG0005215	Bevul.8G164100.1.p	Av_00004922-RA
OG0005216	Bevul.7G169400.1.p	Av_00004098-RA, Av_00021919-RA
OG0005217	Bevul.5G032600.1.p	Av_00023359-RA
OG0005218	Bevul.2G145600.1.p	Av_00018965-RA
OG0005219	Bevul.9G227600.1.p	Av_00004172-RA, Av_00015405-RA
OG0005219	Bevul.8G160400.1.p	Av_00022259-RA, Av_00012165-RA, Av_00005827-RA
OG0005220	Bevul.7G174000.1.p	Av_00018103-RA, Av_00008032-RA
OG0005222	Bevul.2G162300.2.p, Bevul.2G162300.3.p, Bevul.2G162300.1.p	Av_00014328-RA, Av_00010071-RA
OG0005223	Bevul.3G217200.1.p	Av_00020584-RA
OG0005226	Bevul.4G240100.1.p	Av_00014915-RA
OG0005227	Bevul.5G135900.1.p	Av_00015546-RA, Av_00021416-RA
OG0005228	Bevul.6G147100.1.p	Av_00019716-RA
OG0005231	Bevul.7G178900.1.p	Av_00017170-RA, Av_00007327-RA, Av_00013275-RA
OG0005232	Bevul.6G043300.1.p, Bevul.6G043200.1.p	Av_00010630-RA
OG0005233	Bevul.2G230700.1.p, Bevul.2G230700.2.p	Av_00004996-RA
OG0005235	Bevul.8G192900.1.p	Av_00001891-RA, Av_00000413-RA, Av_00015351-RA
OG0005237	Bevul.7G218000.1.p	Av_00024755-RA
OG0005239	Bevul.4G228100.1.p, Bevul.7G052200.1.p	Av_00012040-RA, Av_00012039-RA
OG0005240	Bevul.5G117200.1.p	Av_00014068-RA, Av_00024030-RA, Av_00017550-RA
OG0005241	Bevul.9G066700.4.p, Bevul.9G066700.5.p, Bevul.9G066700.2.p, Bevul.9G066700.3.p, Bevul.9G066700.9.p, Bevul.9G066700.1.p, Bevul.9G066700.8.p, Bevul.9G066700.7.p, Bevul.9G066700.6.p	Av_00017738-RA
OG0005242	Bevul.3G194600.1.p	Av_00012676-RA, Av_00014480-RA
OG0005243	Bevul.4G038700.1.p, Bevul.5G185400.1.p	Av_00015750-RA, Av_00002475-RA
OG0005244	Bevul.7G192900.1.p	Av_00025110-RA
OG0005245	Bevul.4G247400.1.p	Av_00006503-RA
OG0005245	Bevul.4G247300.1.p, Bevul.1G148700.1.p	Av_00011887-RA, Av_00013690-RA
OG0005246	Bevul.9G077700.3.p, Bevul.9G077700.1.p, Bevul.9G077700.4.p, Bevul.9G077700.2.p	Av_00017437-RA
OG0005247	Bevul.7G212300.1.p	Av_00019691-RA
OG0005248	Bevul.3G218000.1.p	Av_00016205-RA
OG0005249	Bevul.8G090600.1.p	Av_00012450-RA, Av_00009341-RA
OG0005250	Bevul.6G047500.1.p	Av_00016380-RA, Av_00015894-RA
OG0005251	Bevul.2G025700.6.p, Bevul.2G025700.1.p, Bevul.2G025700.7.p, Bevul.2G025700.4.p, Bevul.2G025700.2.p, Bevul.2G025700.5.p, Bevul.2G025700.3.p, Bevul.2G025700.8.p	Av_00008420-RA
OG0005252	Bevul.9G043700.2.p, Bevul.9G043700.1.p	Av_00023053-RA
OG0005253	Bevul.9G141000.5.p, Bevul.9G141000.4.p, Bevul.9G141000.7.p, Bevul.9G141000.1.p, Bevul.9G141000.6.p, Bevul.9G141000.3.p, Bevul.9G141000.2.p	Av_00010943-RA
OG0005254	Bevul.3G213600.1.p	Av_00003510-RA, Av_00014726-RA, Av_00000701-RA
OG0005255	Bevul.4G095400.1.p	Av_00007810-RA
OG0005256	Bevul.5G150800.1.p	Av_00011194-RA, Av_00011195-RA
OG0005257	Bevul.4G034100.1.p	Av_00000173-RA
OG0005259	Bevul.9G096500.1.p, Bevul.7G063900.1.p	Av_00012057-RA
OG0005260	Bevul.9G098100.7.p, Bevul.9G098100.1.p, Bevul.9G098100.3.p, Bevul.9G098100.2.p, Bevul.5G238100.1.p, Bevul.9G098100.8.p, Bevul.5G112700.1.p, Bevul.9G098100.5.p, Bevul.9G098100.6.p, Bevul.9G098100.4.p	Av_00021847-RA
OG0005261	Bevul.2G048500.5.p, Bevul.2G048500.4.p, Bevul.2G048500.1.p, Bevul.2G048500.7.p, Bevul.2G048500.6.p, Bevul.2G048500.3.p, Bevul.2G048500.2.p	Av_00008368-RA, Av_00008366-RA
OG0005262	Bevul.6G158000.1.p, Bevul.4G132600.1.p, Bevul.7G133200.1.p, Bevul.5G130400.1.p, Bevul.6G233600.1.p	Av_00003405-RA, Av_00004825-RA
OG0005264	Bevul.8G049100.1.p	Av_00007466-RA
OG0005265	Bevul.3G186300.1.p	Av_00022345-RA, Av_00022344-RA
OG0005267	Bevul.3G215200.1.p	Av_00022209-RA, Av_00023566-RA, Av_00006728-RA
OG0005268	Bevul.3G220400.1.p	Av_00022206-RA, Av_00023536-RA
OG0005269	Bevul.7G066700.1.p, Bevul.7G066600.1.p	Av_00023961-RA, Av_00019364-RA, Av_00005156-RA, Av_00018366-RA
OG0005270	Bevul.7G071300.1.p, Bevul.7G071300.2.p	Av_00018368-RA, Av_00018369-RA
OG0005271	Bevul.4G114500.1.p	Av_00001359-RA
OG0005272	Bevul.4G028700.1.p	Av_00022507-RA, Av_00002916-RA
OG0005273	Bevul.7G002500.1.p, Bevul.7G002500.2.p	Av_00010313-RA
OG0005274	Bevul.5G057800.1.p	Av_00006386-RA
OG0005275	Bevul.2G064200.1.p	Av_00022315-RA
OG0005276	Bevul.3G181000.1.p	Av_00017153-RA, Av_00014445-RA
OG0005277	Bevul.8G077600.1.p	Av_00021933-RA
OG0005278	Bevul.3G228000.1.p	Av_00021791-RA
OG0005280	Bevul.3G019400.1.p	Av_00004107-RA, Av_00020778-RA
OG0005281	Bevul.5G033700.1.p	Av_00024492-RA
OG0005282	Bevul.6G176700.1.p	Av_00019392-RA, Av_00005348-RA
OG0005283	Bevul.6G037700.1.p	Av_00020418-RA, Av_00011596-RA
OG0005285	Bevul.9G141500.1.p	Av_00018292-RA, Av_00007277-RA
OG0005286	Bevul.7G119700.1.p	Av_00009639-RA, Av_00002224-RA
OG0005287	Bevul.4G214000.1.p	Av_00005043-RA, Av_00003828-RA, Av_00005665-RA, Av_00017245-RA
OG0005288	Bevul.5G245700.1.p	Av_00001417-RA
OG0005289	Bevul.1G184300.1.p	Av_00003244-RA, Av_00013937-RA
OG0005290	Bevul.6G208800.1.p	Av_00010830-RA
OG0005291	Bevul.3G168500.1.p	Av_00022264-RA, Av_00000015-RA
OG0005292	Bevul.1G195000.1.p	Av_00008596-RA
OG0005293	Bevul.3G039800.1.p	Av_00009447-RA
OG0005294	Bevul.3G118000.1.p	Av_00012877-RA
OG0005295	Bevul.8G001800.1.p	Av_00003661-RA
OG0005296	Bevul.4G003600.1.p	Av_00000139-RA
OG0005297	Bevul.3G148300.1.p	Av_00000608-RA, Av_00019235-RA
OG0005298	Bevul.3G151100.1.p	Av_00022307-RA
OG0005299	Bevul.1G176100.1.p	Av_00008631-RA, Av_00014666-RA
OG0005300	Bevul.1G191300.1.p	Av_00003252-RA
OG0005301	Bevul.5G016900.1.p	Av_00022470-RA
OG0005302	Bevul.1G089600.1.p	Av_00009357-RA, Av_00012464-RA
