Orthogroup	D_spatulata.proteins	P_amilis.proteins
OG0004377	Ds_00009476-RA	FUN_053174-T1, FUN_053174-T2, FUN_017079-T1
OG0004378	Ds_00000304-RA	FUN_051690-T4, FUN_051690-T3, FUN_051690-T2, FUN_051690-T1
OG0004379	Ds_00000577-RA, Ds_00000578-RA	FUN_024260-T1
OG0004380	Ds_00010397-RA	FUN_024375-T1
OG0004381	Ds_00016520-RA	FUN_052083-T1
OG0004382	Ds_00003725-RA	FUN_035886-T2, FUN_035886-T1
OG0004384	Ds_00004808-RA, Ds_00009111-RA, Ds_00008291-RA	FUN_031924-T1, FUN_031915-T1, FUN_031918-T1
OG0004385	Ds_00003637-RA	FUN_020824-T1
OG0004386	Ds_00006818-RA	FUN_024833-T1, FUN_024833-T3, FUN_024833-T2, FUN_043790-T1, FUN_043790-T2, FUN_043790-T3
OG0004387	Ds_00013548-RA	FUN_005677-T1
OG0004389	Ds_00013431-RA, Ds_00001431-RA	FUN_004178-T1
OG0004390	Ds_00002289-RA	FUN_003253-T2, FUN_003253-T1, FUN_003901-T2, FUN_003901-T1
OG0004391	Ds_00004670-RA	FUN_042801-T1
OG0004392	Ds_00016553-RA	FUN_031084-T1
OG0004393	Ds_00016739-RA, Ds_00016693-RA	FUN_024300-T1
OG0004394	Ds_00003619-RA	FUN_031177-T1, FUN_025488-T1
OG0004394	Ds_00011953-RA	FUN_044182-T1
OG0004395	Ds_00000176-RA	FUN_027203-T1
OG0004396	Ds_00003988-RA	FUN_021657-T2, FUN_021657-T1
OG0004397	Ds_00014031-RA	FUN_029669-T1
OG0004398	Ds_00005390-RA	FUN_019235-T1, FUN_019235-T2
OG0004399	Ds_00014417-RA	FUN_035920-T1
OG0004400	Ds_00006786-RA, Ds_00005391-RA, Ds_00011859-RA	FUN_029527-T1
OG0004401	Ds_00003398-RA	FUN_015289-T1
OG0004402	Ds_00010952-RA	FUN_031218-T1, FUN_025451-T1
OG0004403	Ds_00011230-RA	FUN_028990-T1
OG0004404	Ds_00009151-RA, Ds_00010538-RA	FUN_009801-T1
OG0004405	Ds_00014876-RA	FUN_051794-T1
OG0004406	Ds_00016220-RA, Ds_00010418-RA	FUN_026474-T1, FUN_026475-T1, FUN_026473-T1
OG0004407	Ds_00002626-RA	FUN_001688-T1
OG0004408	Ds_00010881-RA, Ds_00010880-RA	FUN_038788-T1
OG0004409	Ds_00015309-RA	FUN_046067-T2, FUN_046067-T1
OG0004411	Ds_00011304-RA	FUN_038626-T1
OG0004412	Ds_00005134-RA	FUN_041290-T1, FUN_041289-T1, FUN_041289-T2
OG0004413	Ds_00007788-RA	FUN_047627-T1
OG0004415	Ds_00006483-RA	FUN_033632-T1, FUN_033633-T1, FUN_033634-T1, FUN_023855-T1
OG0004416	Ds_00014162-RA	FUN_046780-T1, FUN_046780-T3, FUN_046780-T2
OG0004417	Ds_00017006-RA, Ds_00002176-RA, Ds_00001773-RA	FUN_011941-T2, FUN_011941-T1, FUN_046546-T1
OG0004418	Ds_00017469-RA, Ds_00017470-RA	FUN_002828-T1
OG0004419	Ds_00004574-RA	FUN_047287-T1
OG0004421	Ds_00018063-RA	FUN_002001-T1
OG0004422	Ds_00005046-RA	FUN_046001-T1
OG0004423	Ds_00014815-RA	FUN_012610-T3, FUN_012610-T1, FUN_012610-T2, FUN_012609-T1
OG0004424	Ds_00009497-RA	FUN_044426-T1, FUN_001713-T1
OG0004425	Ds_00012284-RA	FUN_027264-T2, FUN_027264-T3, FUN_027264-T1
OG0004426	Ds_00007298-RA	FUN_013873-T1, FUN_013873-T2
OG0004427	Ds_00009954-RA	FUN_013945-T1, FUN_022732-T1
OG0004428	Ds_00011902-RA	FUN_018322-T1, FUN_041141-T1
OG0004429	Ds_00010435-RA	FUN_005346-T1, FUN_005346-T2
OG0004430	Ds_00010382-RA	FUN_006218-T1
OG0004431	Ds_00016384-RA	FUN_013799-T2, FUN_013799-T3, FUN_013799-T1
OG0004432	Ds_00008233-RA, Ds_00016997-RA	FUN_016393-T1
OG0004433	Ds_00002417-RA	FUN_000125-T1
OG0004433	Ds_00013052-RA	FUN_026484-T1
OG0004434	Ds_00010618-RA	FUN_024061-T3, FUN_024061-T2, FUN_024061-T1
OG0004435	Ds_00016006-RA	FUN_001874-T1, FUN_050361-T1
OG0004436	Ds_00010000-RA, Ds_00005197-RA	FUN_027483-T1, FUN_022410-T1
OG0004438	Ds_00014247-RA	FUN_000897-T1
OG0004438	Ds_00000257-RA	FUN_026477-T1
OG0004439	Ds_00003853-RA	FUN_005080-T2, FUN_020363-T2, FUN_020363-T1, FUN_005080-T1
OG0004440	Ds_00003463-RA	FUN_005139-T1, FUN_019360-T1, FUN_019360-T2
OG0004441	Ds_00001300-RA	FUN_007923-T1, FUN_007923-T2, FUN_007923-T3
OG0004442	Ds_00012076-RA, Ds_00016387-RA	FUN_022895-T1
OG0004445	Ds_00011310-RA	FUN_005980-T2, FUN_005980-T3, FUN_005980-T4, FUN_005980-T1
OG0004446	Ds_00016174-RA, Ds_00017246-RA, Ds_00012429-RA	FUN_023307-T1, FUN_015015-T1
OG0004447	Ds_00007962-RA	FUN_026865-T3, FUN_026865-T2, FUN_026865-T1
OG0004448	Ds_00009204-RA	FUN_036908-T1, FUN_049597-T1
OG0004449	Ds_00002610-RA	FUN_008406-T2, FUN_008406-T1
OG0004450	Ds_00009819-RA	FUN_001955-T1
OG0004451	Ds_00002353-RA	FUN_023892-T1, FUN_023904-T1, FUN_050048-T1
OG0004452	Ds_00015764-RA	FUN_007846-T1
OG0004453	Ds_00009532-RA	FUN_022274-T1
OG0004454	Ds_00008524-RA	FUN_036326-T1
OG0004455	Ds_00012530-RA	FUN_037566-T1, FUN_048267-T1
OG0004457	Ds_00002311-RA	FUN_047120-T1
OG0004458	Ds_00000677-RA, Ds_00002445-RA	FUN_021518-T1, FUN_005403-T1
OG0004459	Ds_00004522-RA	FUN_008786-T1, FUN_044987-T1
OG0004460	Ds_00014270-RA	FUN_021134-T2, FUN_021134-T1, FUN_021134-T3
OG0004461	Ds_00007286-RA, Ds_00012877-RA	FUN_012974-T1, FUN_012974-T2
OG0004462	Ds_00001552-RA	FUN_039607-T1, FUN_049532-T1
OG0004463	Ds_00001344-RA	FUN_018618-T1, FUN_040622-T1
OG0004464	Ds_00013995-RA	FUN_005025-T1
OG0004466	Ds_00004749-RA	FUN_033298-T1, FUN_039658-T1
OG0004467	Ds_00016012-RA	FUN_007598-T1, FUN_007598-T3, FUN_007598-T2
OG0004468	Ds_00012925-RA	FUN_009576-T1
OG0004469	Ds_00002307-RA	FUN_024100-T1, FUN_050198-T2, FUN_050198-T1
OG0004470	Ds_00000801-RA, Ds_00002372-RA	FUN_049977-T1
OG0004471	Ds_00009679-RA, Ds_00011449-RA	FUN_026028-T2, FUN_026028-T1
OG0004472	Ds_00016488-RA	FUN_018154-T2, FUN_018154-T4, FUN_018154-T3, FUN_018154-T1
OG0004473	Ds_00002042-RA	FUN_013638-T1
OG0004474	Ds_00016522-RA	FUN_002252-T1
OG0004475	Ds_00005691-RA	FUN_009069-T1, FUN_013784-T1
OG0004476	Ds_00006033-RA	FUN_034683-T1, FUN_044504-T5, FUN_044504-T4, FUN_044504-T2, FUN_044504-T6, FUN_044504-T1, FUN_044504-T3
OG0004477	Ds_00014184-RA, Ds_00018053-RA, Ds_00014185-RA	FUN_047599-T2, FUN_047599-T1
OG0004478	Ds_00011535-RA	FUN_043282-T1
OG0004479	Ds_00003590-RA	FUN_033687-T1
OG0004480	Ds_00016463-RA	FUN_049355-T1, FUN_049355-T2
OG0004481	Ds_00015213-RA	FUN_008696-T1
OG0004482	Ds_00006616-RA	FUN_019097-T1, FUN_019097-T2
OG0004483	Ds_00015506-RA, Ds_00010095-RA	FUN_009730-T1
OG0004484	Ds_00004924-RA	FUN_046505-T1
OG0004485	Ds_00014836-RA	FUN_016689-T2, FUN_016689-T3, FUN_016689-T1
OG0004486	Ds_00013716-RA	FUN_007913-T1
OG0004487	Ds_00013763-RA, Ds_00009710-RA	FUN_024933-T1, FUN_043665-T1
OG0004489	Ds_00002480-RA	FUN_024262-T1, FUN_024262-T2
OG0004491	Ds_00002236-RA	FUN_026929-T1
OG0004493	Ds_00011102-RA, Ds_00017744-RA	FUN_012833-T1
OG0004494	Ds_00015098-RA	FUN_012404-T1
OG0004495	Ds_00002706-RA	FUN_001201-T1
OG0004496	Ds_00001159-RA, Ds_00017985-RA	FUN_027409-T1, FUN_027409-T2
OG0004497	Ds_00013962-RA	FUN_036440-T2, FUN_036440-T1
OG0004498	Ds_00016834-RA	FUN_012843-T1
OG0004499	Ds_00009499-RA	FUN_046767-T1, FUN_046767-T2
OG0004500	Ds_00007510-RA	FUN_004914-T1
OG0004501	Ds_00001240-RA	FUN_015648-T1, FUN_015649-T1
OG0004502	Ds_00014889-RA	FUN_039964-T1
OG0004502	Ds_00014890-RA	FUN_008158-T2, FUN_008158-T1
OG0004503	Ds_00006040-RA	FUN_002065-T1, FUN_002065-T2, FUN_002063-T1
OG0004504	Ds_00007731-RA	FUN_040718-T2, FUN_040718-T1
OG0004505	Ds_00004498-RA	FUN_012372-T1
OG0004506	Ds_00016039-RA, Ds_00009196-RA	FUN_030205-T1, FUN_030205-T2
OG0004507	Ds_00016718-RA	FUN_007823-T1
OG0004508	Ds_00003274-RA, Ds_00008730-RA	FUN_014325-T3, FUN_040401-T1, FUN_014325-T1, FUN_014325-T5, FUN_014325-T2, FUN_040402-T1, FUN_014325-T4
OG0004509	Ds_00005754-RA, Ds_00005753-RA	FUN_004416-T1
OG0004510	Ds_00007439-RA	FUN_025027-T1, FUN_025027-T2
OG0004511	Ds_00001404-RA	FUN_031165-T2, FUN_031165-T1, FUN_031165-T3, FUN_031165-T4
OG0004512	Ds_00000501-RA	FUN_042722-T1, FUN_024175-T1
OG0004514	Ds_00011863-RA	FUN_031256-T1
OG0004515	Ds_00015525-RA	FUN_052476-T1
OG0004516	Ds_00003625-RA	FUN_020918-T1, FUN_020918-T2
OG0004517	Ds_00006184-RA, Ds_00004535-RA	FUN_045049-T1
OG0004518	Ds_00002351-RA	FUN_023913-T2, FUN_023913-T3, FUN_023913-T1
OG0004520	Ds_00015453-RA	FUN_036373-T1, FUN_032164-T1
OG0004521	Ds_00000524-RA	FUN_024468-T1, FUN_024467-T1
OG0004522	Ds_00016494-RA	FUN_037174-T1, FUN_049217-T1
OG0004523	Ds_00008389-RA	FUN_048053-T1
OG0004524	Ds_00015593-RA	FUN_038320-T1
OG0004525	Ds_00009453-RA	FUN_052818-T2, FUN_052818-T1
OG0004526	Ds_00002743-RA	FUN_005769-T2, FUN_005769-T1
OG0004527	Ds_00001854-RA	FUN_020420-T1
OG0004528	Ds_00006444-RA	FUN_040505-T1
OG0004528	Ds_00006259-RA	FUN_002676-T1
OG0004529	Ds_00014456-RA	FUN_043676-T1, FUN_024875-T1
OG0004530	Ds_00008185-RA	FUN_048572-T1
OG0004531	Ds_00008070-RA	FUN_027036-T1, FUN_020602-T1
OG0004532	Ds_00007640-RA	FUN_013596-T1
OG0004533	Ds_00015577-RA	FUN_012589-T1, FUN_046054-T1, FUN_002386-T1, FUN_002387-T1
OG0004535	Ds_00014414-RA	FUN_050824-T4, FUN_050824-T3, FUN_050824-T1, FUN_050824-T2, FUN_011584-T2, FUN_011584-T1
OG0004536	Ds_00001618-RA	FUN_037942-T1
OG0004537	Ds_00003756-RA	FUN_043645-T1
OG0004538	Ds_00005476-RA	FUN_042918-T1, FUN_042918-T2, FUN_024727-T1
OG0004539	Ds_00013026-RA	FUN_045638-T1, FUN_045638-T3, FUN_045638-T2, FUN_051856-T1
OG0004540	Ds_00016187-RA	FUN_026952-T1, FUN_001257-T1
OG0004541	Ds_00003741-RA, Ds_00003743-RA	FUN_016448-T1
OG0004542	Ds_00015617-RA, Ds_00003580-RA	FUN_049010-T1
OG0004543	Ds_00003450-RA	FUN_005132-T1
OG0004544	Ds_00010931-RA	FUN_018482-T1, FUN_042750-T1, FUN_017738-T1
OG0004545	Ds_00011939-RA	FUN_029423-T1, FUN_019206-T1
OG0004545	Ds_00007365-RA	FUN_017999-T1, FUN_041890-T1
OG0004546	Ds_00000055-RA, Ds_00013007-RA	FUN_051980-T1, FUN_045742-T1
OG0004547	Ds_00006737-RA	FUN_030696-T1
OG0004548	Ds_00001540-RA	FUN_048386-T2, FUN_048386-T1, FUN_036803-T1, FUN_036803-T2
OG0004549	Ds_00017900-RA, Ds_00005316-RA	FUN_011236-T1
OG0004551	Ds_00007057-RA	FUN_020686-T1
OG0004552	Ds_00004563-RA	FUN_012136-T1
OG0004553	Ds_00003793-RA	FUN_010764-T2, FUN_010764-T1
OG0004554	Ds_00013502-RA	FUN_016865-T4, FUN_016865-T2, FUN_016865-T3, FUN_016865-T1
OG0004555	Ds_00012425-RA	FUN_011042-T1
OG0004556	Ds_00000151-RA	FUN_040398-T1, FUN_040398-T3, FUN_040398-T2
OG0004557	Ds_00016850-RA	FUN_046853-T1, FUN_010489-T2, FUN_010489-T3, FUN_010489-T1
OG0004559	Ds_00008106-RA	FUN_041517-T1
OG0004560	Ds_00002624-RA, Ds_00009990-RA	FUN_027652-T1, FUN_034170-T1
OG0004561	Ds_00003789-RA	FUN_010790-T2, FUN_010790-T1
OG0004562	Ds_00008596-RA	FUN_023859-T1, FUN_033623-T1
OG0004564	Ds_00010557-RA	FUN_032609-T1
OG0004566	Ds_00008591-RA	FUN_023864-T1, FUN_033605-T1
OG0004566	Ds_00010609-RA	FUN_011510-T1, FUN_037905-T1
OG0004567	Ds_00008260-RA, Ds_00011596-RA	FUN_043889-T1, FUN_024572-T1, FUN_024572-T2, FUN_000899-T1
OG0004568	Ds_00008045-RA, Ds_00008044-RA	FUN_020717-T1, FUN_020717-T2
OG0004569	Ds_00007348-RA, Ds_00007351-RA, Ds_00000899-RA, Ds_00008281-RA, Ds_00016474-RA, Ds_00007349-RA	FUN_017777-T1
OG0004570	Ds_00016763-RA, Ds_00007767-RA	FUN_002502-T2, FUN_002502-T1, FUN_001059-T1
OG0004571	Ds_00003791-RA, Ds_00013802-RA	FUN_041646-T2, FUN_041646-T1
OG0004572	Ds_00013074-RA	FUN_053061-T1, FUN_053288-T1
OG0004573	Ds_00001544-RA	FUN_009876-T1
OG0004574	Ds_00002216-RA, Ds_00001758-RA	FUN_049897-T1, FUN_049897-T2, FUN_045971-T1
OG0004575	Ds_00005576-RA	FUN_045208-T1, FUN_044004-T1
OG0004576	Ds_00016265-RA	FUN_047461-T2, FUN_047461-T1
OG0004577	Ds_00005116-RA	FUN_017684-T1, FUN_041657-T1
OG0004578	Ds_00008486-RA	FUN_029940-T1
OG0004579	Ds_00010549-RA	FUN_032625-T1
OG0004580	Ds_00004005-RA	FUN_035891-T1, FUN_035891-T2, FUN_021717-T1
OG0004581	Ds_00016180-RA	FUN_011088-T1
OG0004582	Ds_00013483-RA	FUN_016737-T2, FUN_016737-T1
OG0004583	Ds_00017355-RA	FUN_047092-T1, FUN_047092-T2, FUN_011305-T2, FUN_011305-T1
OG0004585	Ds_00004778-RA	FUN_018796-T1, FUN_030860-T1, FUN_030860-T2
OG0004586	Ds_00007386-RA	FUN_017965-T1, FUN_017965-T2, FUN_041868-T2, FUN_041868-T1
OG0004587	Ds_00009932-RA	FUN_024229-T3, FUN_024229-T2, FUN_024229-T1
OG0004588	Ds_00012737-RA	FUN_029057-T2, FUN_029057-T1
OG0004590	Ds_00014204-RA, Ds_00008420-RA	FUN_029702-T1
OG0004591	Ds_00008533-RA	FUN_046847-T1
OG0004592	Ds_00016902-RA	FUN_040433-T1, FUN_002055-T1
OG0004593	Ds_00010771-RA	FUN_031836-T1, FUN_025287-T1
OG0004593	Ds_00004788-RA	FUN_046936-T1
OG0004594	Ds_00017303-RA	FUN_017224-T2, FUN_017224-T1, FUN_040024-T1
OG0004595	Ds_00013508-RA	FUN_017680-T1, FUN_041654-T1
OG0004596	Ds_00000156-RA	FUN_046870-T3, FUN_046870-T1, FUN_046862-T1, FUN_046870-T2, FUN_046870-T4
OG0004598	Ds_00012669-RA, Ds_00015133-RA, Ds_00016737-RA, Ds_00014530-RA, Ds_00017330-RA	FUN_029188-T1
OG0004598	Ds_00016738-RA, Ds_00015134-RA	FUN_029189-T1, FUN_029187-T1
OG0004599	Ds_00012660-RA	FUN_004417-T1, FUN_033957-T1
OG0004600	Ds_00015961-RA, Ds_00015569-RA	FUN_020270-T1
OG0004601	Ds_00002683-RA, Ds_00007614-RA	FUN_003682-T1
OG0004621	Ds_00012281-RA	FUN_000232-T1
OG0004622	Ds_00009561-RA	FUN_004784-T1
OG0004623	Ds_00014425-RA, Ds_00015146-RA	FUN_050044-T5, FUN_050044-T6, FUN_050044-T1, FUN_050044-T2, FUN_050044-T4, FUN_050044-T3
OG0004624	Ds_00016204-RA	FUN_021903-T1, FUN_021902-T1, FUN_017807-T1, FUN_017807-T2
OG0004626	Ds_00004011-RA	FUN_036097-T1, FUN_036097-T2, FUN_052442-T1
OG0004628	Ds_00011134-RA	FUN_041746-T2, FUN_041746-T1
OG0004629	Ds_00017683-RA	FUN_021721-T1
OG0004630	Ds_00008705-RA	FUN_015620-T1
OG0004633	Ds_00012703-RA	FUN_015788-T2, FUN_015788-T1
OG0004634	Ds_00009782-RA	FUN_000930-T1, FUN_021937-T1
OG0004635	Ds_00006956-RA	FUN_002575-T1
OG0004636	Ds_00007879-RA	FUN_027115-T1, FUN_027115-T2
OG0004637	Ds_00006131-RA, Ds_00006983-RA	FUN_007568-T1
OG0004638	Ds_00002642-RA, Ds_00002641-RA, Ds_00002639-RA, Ds_00012081-RA	FUN_011481-T1
OG0004639	Ds_00008864-RA, Ds_00016019-RA	FUN_027853-T2, FUN_027853-T1
OG0004640	Ds_00012873-RA, Ds_00012874-RA, Ds_00001604-RA	FUN_046156-T1
OG0004641	Ds_00017768-RA	FUN_025395-T1, FUN_032037-T2, FUN_032037-T1
OG0004643	Ds_00004546-RA	FUN_010539-T1
OG0004644	Ds_00007776-RA	FUN_010669-T1
OG0004645	Ds_00013586-RA	FUN_047033-T1
OG0004646	Ds_00003905-RA	FUN_051529-T1, FUN_034411-T1
OG0004649	Ds_00017678-RA, Ds_00011462-RA	FUN_053165-T1, FUN_053165-T2
OG0004650	Ds_00006685-RA	FUN_036207-T1
OG0004651	Ds_00000177-RA	FUN_027204-T1, FUN_001459-T1
OG0004652	Ds_00017717-RA	FUN_034091-T1, FUN_003500-T1
OG0004653	Ds_00013933-RA	FUN_052660-T1
OG0004654	Ds_00016815-RA, Ds_00013747-RA	FUN_052508-T1, FUN_036197-T1
OG0004655	Ds_00001504-RA, Ds_00005452-RA	FUN_047281-T1
OG0004656	Ds_00017672-RA	FUN_052321-T1, FUN_052321-T2
OG0004658	Ds_00012734-RA	FUN_026986-T1
OG0004660	Ds_00013936-RA	FUN_052686-T1, FUN_036363-T1
OG0004661	Ds_00007827-RA	FUN_010322-T2, FUN_010322-T1, FUN_051282-T1
OG0004663	Ds_00015795-RA	FUN_020365-T2, FUN_020365-T1
OG0004664	Ds_00014116-RA	FUN_027608-T1
OG0004665	Ds_00007624-RA	FUN_032957-T1, FUN_004772-T1
OG0004666	Ds_00014588-RA	FUN_005480-T2, FUN_005480-T5, FUN_005480-T1, FUN_005480-T3
OG0004667	Ds_00006564-RA, Ds_00001017-RA	FUN_024968-T1
OG0004668	Ds_00001037-RA, Ds_00006700-RA	FUN_026923-T1, FUN_028775-T1, FUN_042966-T1, FUN_042963-T1, FUN_046744-T1, FUN_001735-T1, FUN_001735-T2, FUN_001735-T3
OG0004669	Ds_00010977-RA	FUN_004517-T1, FUN_032736-T2, FUN_032736-T1, FUN_032736-T3
OG0004670	Ds_00005703-RA	FUN_003462-T2, FUN_003462-T1
OG0004671	Ds_00000388-RA, Ds_00002305-RA	FUN_014237-T1, FUN_014238-T1
OG0004672	Ds_00001220-RA	FUN_026091-T1, FUN_026091-T2, FUN_050271-T1, FUN_050269-T1
OG0004673	Ds_00002467-RA, Ds_00000640-RA	FUN_052165-T1
OG0004674	Ds_00008029-RA	FUN_052233-T1
OG0004675	Ds_00009334-RA	FUN_002822-T1
OG0004676	Ds_00002565-RA, Ds_00016364-RA	FUN_042823-T1, FUN_024667-T1
OG0004677	Ds_00006972-RA	FUN_000199-T1, FUN_000199-T2
OG0004678	Ds_00012947-RA	FUN_011685-T1
OG0004679	Ds_00003883-RA	FUN_051468-T1, FUN_051467-T1
OG0004680	Ds_00003882-RA	FUN_034194-T2, FUN_034194-T1
OG0004681	Ds_00000042-RA	FUN_045712-T1
OG0004682	Ds_00001163-RA	FUN_044816-T2, FUN_044816-T1, FUN_044816-T3
OG0004683	Ds_00013582-RA	FUN_045726-T1
OG0004684	Ds_00003720-RA, Ds_00017215-RA, Ds_00004002-RA	FUN_043266-T1, FUN_036698-T1
OG0004685	Ds_00016516-RA	FUN_002269-T1
OG0004686	Ds_00014879-RA	FUN_046036-T3, FUN_046036-T1, FUN_046036-T2
OG0004687	Ds_00000129-RA	FUN_038527-T1, FUN_038527-T2, FUN_038527-T3
OG0004688	Ds_00007914-RA	FUN_000552-T1, FUN_000552-T2
OG0004689	Ds_00014950-RA	FUN_036268-T1
OG0004690	Ds_00008186-RA	FUN_038044-T1, FUN_038044-T2, FUN_048564-T1
OG0004691	Ds_00016512-RA	FUN_007499-T1
OG0004692	Ds_00006810-RA, Ds_00007686-RA	FUN_025012-T1, FUN_023067-T2, FUN_023067-T1
OG0004693	Ds_00010020-RA	FUN_026518-T1
OG0004696	Ds_00012029-RA	FUN_022601-T1
OG0004697	Ds_00002267-RA	FUN_051330-T1
OG0004698	Ds_00009397-RA	FUN_009618-T1, FUN_030572-T1, FUN_030572-T2
OG0004699	Ds_00000301-RA	FUN_047244-T4, FUN_047244-T1, FUN_047244-T3, FUN_047244-T2
OG0004700	Ds_00001034-RA	FUN_012842-T3, FUN_012842-T2, FUN_012842-T1, FUN_012842-T4
OG0004702	Ds_00013350-RA	FUN_051796-T4, FUN_051796-T1, FUN_051796-T3, FUN_051796-T2
OG0004703	Ds_00013544-RA	FUN_005637-T1
OG0004704	Ds_00014470-RA	FUN_025552-T1, FUN_025552-T2
OG0004705	Ds_00001925-RA	FUN_017006-T1, FUN_029595-T1
OG0004707	Ds_00008170-RA	FUN_048602-T2, FUN_048602-T1, FUN_038110-T1
OG0004708	Ds_00004240-RA, Ds_00005811-RA, Ds_00004239-RA	FUN_041576-T1
OG0004709	Ds_00012834-RA	FUN_016973-T1, FUN_049533-T1, FUN_029611-T1
OG0004711	Ds_00014489-RA	FUN_031062-T2, FUN_031062-T1, FUN_031063-T1, FUN_031063-T2, FUN_031063-T3, FUN_031061-T1, FUN_025575-T1
OG0004712	Ds_00012192-RA	FUN_005468-T1, FUN_005468-T3, FUN_005468-T2
OG0004713	Ds_00000043-RA, Ds_00013578-RA	FUN_045714-T1, FUN_051953-T1
OG0004714	Ds_00016320-RA	FUN_033251-T1, FUN_001771-T1
OG0004715	Ds_00003506-RA	FUN_048582-T1, FUN_038068-T1
OG0004716	Ds_00009408-RA	FUN_001783-T1, FUN_030532-T1
OG0004717	Ds_00009402-RA	FUN_013124-T1, FUN_030566-T2, FUN_030566-T1
OG0004718	Ds_00003645-RA	FUN_014087-T1, FUN_014087-T2
OG0004719	Ds_00017587-RA	FUN_004115-T1
OG0004722	Ds_00001722-RA	FUN_046151-T1
OG0004724	Ds_00011311-RA	FUN_005191-T1
OG0004725	Ds_00017502-RA	FUN_047569-T1, FUN_047569-T2
OG0004726	Ds_00018045-RA	FUN_036719-T1
OG0004726	Ds_00007555-RA	FUN_046675-T1
OG0004727	Ds_00017202-RA, Ds_00005267-RA	FUN_027542-T1, FUN_027542-T2
OG0004728	Ds_00015151-RA	FUN_001015-T1, FUN_047339-T1, FUN_010748-T1
OG0004729	Ds_00006788-RA	FUN_019233-T1, FUN_029530-T1
OG0004730	Ds_00010401-RA	FUN_003144-T1
OG0004731	Ds_00000115-RA	FUN_010301-T1
OG0004732	Ds_00001754-RA	FUN_045860-T1
OG0004733	Ds_00011493-RA	FUN_043470-T1, FUN_035817-T1
OG0004734	Ds_00005468-RA, Ds_00002901-RA	FUN_037715-T1, FUN_037715-T2, FUN_037715-T3, FUN_048376-T2, FUN_048376-T1
OG0004735	Ds_00006217-RA	FUN_029935-T1, FUN_042724-T1
OG0004736	Ds_00008036-RA	FUN_012578-T1, FUN_020688-T1, FUN_008454-T2, FUN_008454-T1
OG0004737	Ds_00010944-RA, Ds_00016677-RA	FUN_034941-T1
OG0004738	Ds_00010223-RA	FUN_035274-T1, FUN_012433-T1, FUN_012437-T1
OG0004739	Ds_00013461-RA	FUN_046640-T1
OG0004740	Ds_00008017-RA	FUN_014447-T1
OG0004741	Ds_00005812-RA	FUN_053317-T1
OG0004742	Ds_00016395-RA	FUN_045574-T2, FUN_045574-T1, FUN_037242-T1
OG0004743	Ds_00015028-RA	FUN_048203-T1, FUN_037496-T1
OG0004744	Ds_00012072-RA	FUN_013838-T2, FUN_013838-T1, FUN_013833-T1
OG0004744	Ds_00016389-RA	FUN_022878-T1
OG0004745	Ds_00012970-RA, Ds_00009971-RA	FUN_022136-T1, FUN_022137-T1
OG0004747	Ds_00008868-RA	FUN_005180-T1, FUN_004412-T1
OG0004748	Ds_00001634-RA	FUN_037041-T1
OG0004749	Ds_00013277-RA	FUN_017328-T2, FUN_017328-T3, FUN_017328-T1
OG0004750	Ds_00001339-RA	FUN_040642-T2, FUN_040642-T1, FUN_018638-T1
OG0004751	Ds_00016095-RA	FUN_020964-T1
OG0004752	Ds_00000451-RA	FUN_050248-T1
OG0004753	Ds_00009663-RA	FUN_026044-T1
OG0004754	Ds_00007529-RA, Ds_00007531-RA	FUN_005029-T1, FUN_000035-T1
OG0004755	Ds_00003414-RA	FUN_016295-T1
OG0004756	Ds_00006311-RA	FUN_002417-T1, FUN_024400-T1
OG0004757	Ds_00007106-RA	FUN_008001-T1
OG0004758	Ds_00002451-RA	FUN_021608-T1
OG0004759	Ds_00016485-RA, Ds_00004607-RA	FUN_049195-T1
OG0004760	Ds_00009876-RA	FUN_012769-T1, FUN_028381-T1
OG0004761	Ds_00000241-RA	FUN_026447-T1, FUN_015518-T1
OG0004762	Ds_00007237-RA	FUN_026109-T1
OG0004763	Ds_00000759-RA	FUN_001843-T1, FUN_006381-T1
OG0004764	Ds_00002333-RA	FUN_050123-T1
OG0004765	Ds_00001330-RA, Ds_00015229-RA	FUN_040692-T1, FUN_018703-T1
OG0004766	Ds_00016458-RA	FUN_015885-T1, FUN_028770-T1
OG0004767	Ds_00013629-RA	FUN_021448-T1
OG0004768	Ds_00002813-RA	FUN_037341-T1, FUN_048105-T1, FUN_048105-T2
OG0004769	Ds_00005629-RA	FUN_013629-T1, FUN_008816-T1, FUN_008816-T2
OG0004770	Ds_00000725-RA	FUN_000150-T1
OG0004772	Ds_00013312-RA	FUN_028239-T1, FUN_012786-T1
OG0004772	Ds_00002344-RA	FUN_023975-T1, FUN_050077-T1
OG0004773	Ds_00011662-RA, Ds_00011666-RA, Ds_00012582-RA, Ds_00005656-RA	FUN_013698-T1
OG0004774	Ds_00017014-RA	FUN_035990-T1
OG0004775	Ds_00009856-RA	FUN_028705-T1
OG0004776	Ds_00005834-RA	FUN_019173-T3, FUN_019173-T1, FUN_019173-T2, FUN_019173-T4
OG0004777	Ds_00015064-RA, Ds_00014795-RA, Ds_00012868-RA	FUN_026323-T1
OG0004778	Ds_00000446-RA	FUN_005864-T1, FUN_000914-T2, FUN_000914-T1
OG0004779	Ds_00009957-RA	FUN_022726-T1
OG0004780	Ds_00011456-RA, Ds_00011459-RA	FUN_001729-T1, FUN_001729-T4, FUN_001729-T3, FUN_001729-T2
