Orthogroup	D_spatulata.proteins	A_vesiculosa.proteins
OG0006205	Ds_00010531-RA	Av_00006403-RA
OG0006206	Ds_00016415-RA	Av_00012931-RA, Av_00024698-RA
OG0006207	Ds_00000160-RA	Av_00019273-RA
OG0006208	Ds_00017340-RA	Av_00012836-RA, Av_00010242-RA
OG0006210	Ds_00010725-RA	Av_00021007-RA, Av_00022618-RA
OG0006211	Ds_00016249-RA	Av_00013863-RA
OG0006212	Ds_00008465-RA	Av_00003922-RA, Av_00004973-RA
OG0006213	Ds_00017166-RA, Ds_00000139-RA	Av_00009580-RA, Av_00009568-RA
OG0006214	Ds_00005342-RA	Av_00000535-RA, Av_00011252-RA
OG0006215	Ds_00004088-RA	Av_00019805-RA, Av_00018531-RA, Av_00019806-RA
OG0006216	Ds_00005324-RA	Av_00001797-RA
OG0006217	Ds_00004358-RA	Av_00010721-RA
OG0006218	Ds_00008416-RA	Av_00007592-RA
OG0006219	Ds_00008474-RA, Ds_00008376-RA, Ds_00008377-RA	Av_00013938-RA
OG0006220	Ds_00009024-RA, Ds_00016037-RA	Av_00000907-RA
OG0006221	Ds_00009027-RA	Av_00005319-RA
OG0006222	Ds_00013488-RA	Av_00022594-RA, Av_00022406-RA, Av_00003934-RA
OG0006223	Ds_00007011-RA	Av_00016737-RA, Av_00020320-RA
OG0006224	Ds_00016800-RA, Ds_00016801-RA	Av_00008110-RA
OG0006225	Ds_00008467-RA, Ds_00009254-RA	Av_00005769-RA
OG0006226	Ds_00006667-RA	Av_00014887-RA
OG0006227	Ds_00013809-RA	Av_00013850-RA, Av_00011299-RA
OG0006228	Ds_00010013-RA, Ds_00005191-RA	Av_00010155-RA
OG0006230	Ds_00008525-RA	Av_00000262-RA
OG0006231	Ds_00013226-RA	Av_00007644-RA, Av_00006335-RA, Av_00000273-RA
OG0006232	Ds_00017940-RA, Ds_00011445-RA	Av_00010983-RA
OG0006233	Ds_00014133-RA	Av_00015928-RA, Av_00013751-RA, Av_00001809-RA
OG0006235	Ds_00013703-RA	Av_00012579-RA, Av_00002894-RA
OG0006238	Ds_00009175-RA	Av_00000912-RA
OG0006239	Ds_00016343-RA	Av_00008284-RA, Av_00013597-RA
OG0006240	Ds_00008443-RA	Av_00007557-RA, Av_00005260-RA, Av_00002708-RA
OG0006241	Ds_00016140-RA	Av_00007435-RA
OG0006243	Ds_00010544-RA	Av_00007562-RA, Av_00005255-RA, Av_00002718-RA
OG0006244	Ds_00008032-RA	Av_00001987-RA, Av_00017930-RA
OG0006245	Ds_00010505-RA	Av_00007581-RA
OG0006246	Ds_00017243-RA	Av_00013873-RA
OG0006247	Ds_00016856-RA	Av_00021442-RA
OG0006248	Ds_00001557-RA, Ds_00001558-RA	Av_00003134-RA
OG0006250	Ds_00015007-RA, Ds_00011929-RA	Av_00020192-RA
OG0006251	Ds_00016262-RA	Av_00011282-RA, Av_00001728-RA
OG0006252	Ds_00009109-RA	Av_00003303-RA
OG0006253	Ds_00003746-RA, Ds_00003742-RA	Av_00011278-RA
OG0006254	Ds_00009742-RA	Av_00000928-RA, Av_00020936-RA
OG0006255	Ds_00008098-RA	Av_00024372-RA, Av_00023191-RA, Av_00017082-RA
OG0006259	Ds_00006209-RA, Ds_00006308-RA	Av_00020362-RA
OG0006260	Ds_00012712-RA	Av_00018466-RA, Av_00002563-RA, Av_00007663-RA
OG0006261	Ds_00005023-RA	Av_00002180-RA
OG0006262	Ds_00013255-RA	Av_00018788-RA
OG0006263	Ds_00008641-RA	Av_00009953-RA
OG0006265	Ds_00000340-RA	Av_00018845-RA, Av_00007200-RA
OG0006267	Ds_00004325-RA	Av_00007533-RA
OG0006270	Ds_00015161-RA	Av_00015673-RA
OG0006296	Ds_00003548-RA, Ds_00003545-RA	Av_00002200-RA, Av_00015235-RA, Av_00015237-RA
OG0006297	Ds_00014912-RA	Av_00022796-RA
OG0006298	Ds_00017153-RA	Av_00012599-RA
OG0006299	Ds_00012955-RA	Av_00009374-RA
OG0006301	Ds_00002299-RA, Ds_00010304-RA	Av_00013781-RA
OG0006302	Ds_00000509-RA, Ds_00002553-RA	Av_00023758-RA, Av_00006886-RA
OG0006303	Ds_00005716-RA	Av_00003506-RA
OG0006304	Ds_00012800-RA	Av_00008030-RA
OG0006305	Ds_00006902-RA	Av_00017271-RA, Av_00015637-RA, Av_00011986-RA
OG0006306	Ds_00011089-RA	Av_00004946-RA, Av_00003964-RA
OG0006307	Ds_00013280-RA	Av_00024185-RA
OG0006308	Ds_00004414-RA	Av_00014169-RA, Av_00010634-RA
OG0006309	Ds_00002625-RA	Av_00016897-RA, Av_00004710-RA
OG0006310	Ds_00002284-RA	Av_00013076-RA
OG0006312	Ds_00004553-RA	Av_00023838-RA
OG0006313	Ds_00010345-RA	Av_00002848-RA, Av_00012540-RA
OG0006314	Ds_00004138-RA, Ds_00005860-RA	Av_00004722-RA
OG0006315	Ds_00003092-RA	Av_00020458-RA
OG0006316	Ds_00009614-RA	Av_00008219-RA
OG0006317	Ds_00005762-RA	Av_00013139-RA
OG0006318	Ds_00014291-RA	Av_00013664-RA
OG0006318	Ds_00014290-RA	Av_00008170-RA
OG0006319	Ds_00003252-RA	Av_00014748-RA, Av_00000544-RA
OG0006320	Ds_00016079-RA	Av_00010255-RA
OG0006321	Ds_00003345-RA	Av_00008310-RA
OG0006322	Ds_00005735-RA	Av_00017821-RA, Av_00000717-RA
OG0006323	Ds_00006037-RA	Av_00007040-RA
OG0006323	Ds_00015850-RA	Av_00011392-RA, Av_00015960-RA
OG0006324	Ds_00010816-RA	Av_00014090-RA, Av_00020404-RA
OG0006325	Ds_00014558-RA	Av_00011859-RA, Av_00006998-RA
OG0006326	Ds_00000897-RA	Av_00019159-RA, Av_00001508-RA, Av_00001509-RA
OG0006327	Ds_00010998-RA	Av_00014485-RA
OG0006329	Ds_00009086-RA	Av_00017953-RA
OG0006329	Ds_00003358-RA	Av_00008318-RA
OG0006329	Ds_00003357-RA	Av_00007110-RA
OG0006330	Ds_00005350-RA	Av_00009318-RA, Av_00012431-RA
OG0006331	Ds_00011116-RA	Av_00024549-RA
OG0006332	Ds_00011989-RA	Av_00004875-RA
OG0006333	Ds_00005409-RA	Av_00013402-RA
OG0006334	Ds_00016933-RA, Ds_00016946-RA	Av_00024319-RA, Av_00024715-RA, Av_00024326-RA
OG0006335	Ds_00016885-RA	Av_00009450-RA
OG0006336	Ds_00003226-RA	Av_00014729-RA, Av_00000562-RA
OG0006337	Ds_00003025-RA	Av_00022458-RA, Av_00023344-RA
OG0006339	Ds_00006696-RA	Av_00018611-RA
OG0006340	Ds_00006169-RA	Av_00016250-RA
OG0006341	Ds_00014705-RA, Ds_00003894-RA	Av_00001320-RA, Av_00015112-RA
OG0006342	Ds_00005847-RA	Av_00016917-RA
OG0006344	Ds_00004709-RA, Ds_00000895-RA	Av_00019163-RA
OG0006345	Ds_00004639-RA	Av_00018504-RA
OG0006347	Ds_00002040-RA, Ds_00008741-RA	Av_00023188-RA
OG0006348	Ds_00006327-RA	Av_00015106-RA, Av_00001312-RA
OG0006349	Ds_00010978-RA	Av_00022136-RA
OG0006351	Ds_00017953-RA	Av_00006501-RA
OG0006352	Ds_00003915-RA	Av_00015120-RA, Av_00001325-RA, Av_00016288-RA
OG0006353	Ds_00007096-RA	Av_00000629-RA, Av_00018503-RA
OG0006354	Ds_00013246-RA	Av_00012074-RA, Av_00006712-RA
OG0006355	Ds_00003332-RA	Av_00008229-RA
OG0006356	Ds_00009083-RA	Av_00021242-RA
OG0006358	Ds_00012473-RA	Av_00011971-RA
OG0006359	Ds_00014930-RA	Av_00008127-RA, Av_00006999-RA
OG0006360	Ds_00007413-RA	Av_00023074-RA, Av_00024552-RA
OG0006361	Ds_00000847-RA	Av_00013153-RA
OG0006361	Ds_00005788-RA	Av_00019352-RA, Av_00000689-RA
OG0006362	Ds_00013741-RA	Av_00011819-RA
OG0006364	Ds_00006385-RA	Av_00013222-RA
OG0006365	Ds_00014642-RA	Av_00002142-RA, Av_00001551-RA
OG0006366	Ds_00007158-RA	Av_00019196-RA, Av_00000566-RA
OG0006367	Ds_00006057-RA	Av_00006489-RA, Av_00013669-RA
OG0006369	Ds_00017580-RA	Av_00003849-RA
OG0006370	Ds_00002708-RA	Av_00013204-RA
OG0006371	Ds_00006654-RA	Av_00011838-RA
OG0006372	Ds_00002243-RA	Av_00021126-RA
OG0006373	Ds_00008925-RA	Av_00007174-RA
OG0006374	Ds_00015332-RA	Av_00021537-RA, Av_00012278-RA, Av_00004431-RA
OG0006375	Ds_00001868-RA	Av_00007800-RA
OG0006377	Ds_00016544-RA	Av_00022060-RA
OG0006378	Ds_00002125-RA	Av_00005458-RA, Av_00003034-RA
OG0006379	Ds_00012161-RA	Av_00007315-RA, Av_00019042-RA
OG0006380	Ds_00009880-RA	Av_00007139-RA
OG0006381	Ds_00016215-RA	Av_00019375-RA
OG0006382	Ds_00003532-RA	Av_00015251-RA
OG0006383	Ds_00012949-RA	Av_00002064-RA, Av_00012901-RA
OG0006384	Ds_00014772-RA	Av_00015254-RA, Av_00010929-RA
OG0006385	Ds_00010894-RA	Av_00021990-RA
OG0006386	Ds_00003995-RA	Av_00006950-RA
OG0006386	Ds_00017220-RA	Av_00016640-RA, Av_00014855-RA
OG0006388	Ds_00001928-RA	Av_00020301-RA
OG0006389	Ds_00016608-RA	Av_00023143-RA
OG0006390	Ds_00013422-RA	Av_00022283-RA
OG0006392	Ds_00009423-RA	Av_00001996-RA, Av_00000831-RA
OG0006393	Ds_00009410-RA	Av_00024944-RA
OG0006394	Ds_00001523-RA	Av_00020627-RA
OG0006395	Ds_00001511-RA	Av_00023620-RA
OG0006396	Ds_00009431-RA	Av_00017938-RA, Av_00001999-RA
OG0006397	Ds_00015337-RA	Av_00001065-RA
OG0006397	Ds_00009768-RA	Av_00011170-RA
OG0006398	Ds_00000886-RA	Av_00019902-RA
OG0006400	Ds_00013279-RA	Av_00019882-RA
OG0006401	Ds_00005386-RA	Av_00007730-RA
OG0006402	Ds_00002559-RA	Av_00019119-RA, Av_00010197-RA
OG0006403	Ds_00003032-RA, Ds_00018072-RA	Av_00011581-RA
OG0006404	Ds_00007547-RA	Av_00007839-RA
OG0006405	Ds_00000516-RA	Av_00004206-RA, Av_00019113-RA, Av_00010201-RA
OG0006406	Ds_00007556-RA	Av_00007842-RA, Av_00000211-RA
OG0006407	Ds_00017975-RA	Av_00003762-RA, Av_00021611-RA, Av_00009015-RA, Av_00003763-RA
OG0006408	Ds_00003707-RA	Av_00016634-RA, Av_00014851-RA, Av_00001268-RA
OG0006409	Ds_00005793-RA, Ds_00012021-RA	Av_00016690-RA
OG0006410	Ds_00011873-RA	Av_00014831-RA
OG0006411	Ds_00007911-RA	Av_00024472-RA, Av_00004461-RA
OG0006412	Ds_00006125-RA, Ds_00014911-RA	Av_00000428-RA
OG0006414	Ds_00008835-RA	Av_00010960-RA, Av_00003158-RA, Av_00013995-RA
OG0006414	Ds_00003500-RA	Av_00011490-RA
OG0006415	Ds_00015923-RA	Av_00000241-RA
OG0006416	Ds_00014379-RA	Av_00004619-RA
OG0006417	Ds_00000411-RA, Ds_00000417-RA	Av_00013082-RA
OG0006419	Ds_00000512-RA	Av_00006888-RA
OG0006420	Ds_00013418-RA	Av_00011679-RA
OG0006421	Ds_00013359-RA	Av_00004523-RA, Av_00012358-RA
OG0006422	Ds_00014773-RA, Ds_00003529-RA	Av_00015255-RA, Av_00010930-RA, Av_00003182-RA, Av_00024084-RA, Av_00000072-RA, Av_00011475-RA
OG0006423	Ds_00009789-RA, Ds_00007870-RA	Av_00022871-RA, Av_00016453-RA
OG0006424	Ds_00001734-RA	Av_00002481-RA
OG0006425	Ds_00012185-RA	Av_00019035-RA
OG0006427	Ds_00013199-RA	Av_00012519-RA
OG0006428	Ds_00001497-RA	Av_00002467-RA, Av_00002428-RA
OG0006429	Ds_00000333-RA	Av_00011330-RA, Av_00000968-RA
OG0006430	Ds_00002922-RA	Av_00012289-RA
OG0006432	Ds_00015110-RA	Av_00005655-RA
OG0006433	Ds_00008122-RA	Av_00002363-RA
OG0006434	Ds_00000493-RA, Ds_00011509-RA	Av_00024100-RA
OG0006435	Ds_00007591-RA	Av_00002383-RA
OG0006435	Ds_00015114-RA	Av_00003652-RA
OG0006436	Ds_00005304-RA, Ds_00016118-RA	Av_00023771-RA
OG0006437	Ds_00001751-RA	Av_00002461-RA, Av_00015766-RA
OG0006438	Ds_00006701-RA	Av_00020530-RA
OG0006439	Ds_00011756-RA	Av_00015743-RA
OG0006440	Ds_00006559-RA	Av_00009637-RA
OG0006441	Ds_00012304-RA	Av_00024143-RA, Av_00022899-RA
OG0006442	Ds_00004878-RA	Av_00022019-RA
OG0006443	Ds_00017439-RA	Av_00000215-RA, Av_00024288-RA
OG0006446	Ds_00005921-RA	Av_00002576-RA
OG0006447	Ds_00004506-RA	Av_00005957-RA
OG0006447	Ds_00015093-RA, Ds_00015097-RA	Av_00003688-RA, Av_00007476-RA
OG0006448	Ds_00016306-RA	Av_00021438-RA, Av_00020779-RA, Av_00004782-RA
OG0006449	Ds_00003411-RA	Av_00023858-RA
OG0006450	Ds_00012646-RA	Av_00020148-RA, Av_00000703-RA
OG0006451	Ds_00001071-RA	Av_00003390-RA
OG0006452	Ds_00011015-RA	Av_00014466-RA, Av_00013182-RA, Av_00022352-RA
OG0006453	Ds_00002318-RA	Av_00017538-RA, Av_00015394-RA, Av_00004083-RA
OG0006454	Ds_00014539-RA	Av_00012033-RA
OG0006455	Ds_00013194-RA	Av_00021583-RA
OG0006457	Ds_00013834-RA	Av_00003647-RA
OG0006459	Ds_00004457-RA	Av_00005592-RA
OG0006460	Ds_00000877-RA	Av_00018377-RA
OG0006461	Ds_00005988-RA	Av_00008188-RA
OG0006462	Ds_00010357-RA	Av_00016392-RA
OG0006463	Ds_00007301-RA	Av_00009185-RA
OG0006464	Ds_00000712-RA	Av_00007983-RA, Av_00006811-RA
OG0006465	Ds_00017276-RA	Av_00000104-RA, Av_00011511-RA
OG0006466	Ds_00012180-RA	Av_00011397-RA
OG0006467	Ds_00014995-RA	Av_00004931-RA, Av_00003980-RA
OG0006468	Ds_00002790-RA	Av_00006043-RA, Av_00002993-RA
OG0006469	Ds_00012020-RA	Av_00016689-RA
OG0006470	Ds_00016798-RA	Av_00008114-RA, Av_00014421-RA
OG0006472	Ds_00001280-RA	Av_00014598-RA
OG0006474	Ds_00008807-RA	Av_00002201-RA, Av_00010909-RA
OG0006475	Ds_00002357-RA	Av_00004104-RA
OG0006476	Ds_00000425-RA	Av_00013081-RA
OG0006477	Ds_00009578-RA	Av_00022127-RA
OG0006479	Ds_00009282-RA	Av_00009363-RA
OG0006480	Ds_00000205-RA	Av_00020921-RA, Av_00006287-RA
OG0006481	Ds_00009674-RA	Av_00004928-RA
OG0006482	Ds_00016477-RA	Av_00013902-RA
OG0006483	Ds_00014268-RA	Av_00012788-RA, Av_00006238-RA
OG0006484	Ds_00006292-RA	Av_00001297-RA, Av_00015100-RA, Av_00020355-RA
OG0006486	Ds_00011314-RA	Av_00021377-RA
OG0006487	Ds_00007185-RA	Av_00012167-RA
OG0006488	Ds_00010385-RA	Av_00007980-RA
OG0006489	Ds_00009294-RA	Av_00009154-RA
OG0006490	Ds_00005675-RA	Av_00022252-RA
OG0006491	Ds_00009645-RA	Av_00015560-RA, Av_00009057-RA
OG0006492	Ds_00015059-RA	Av_00004053-RA, Av_00004881-RA
OG0006493	Ds_00017636-RA	Av_00004498-RA, Av_00012323-RA
OG0006494	Ds_00002396-RA	Av_00021506-RA
OG0006495	Ds_00009885-RA	Av_00003036-RA
OG0006497	Ds_00003477-RA	Av_00014709-RA, Av_00008688-RA
OG0006498	Ds_00002314-RA	Av_00022674-RA
OG0006500	Ds_00000220-RA	Av_00019546-RA, Av_00008890-RA
OG0006501	Ds_00002618-RA	Av_00004682-RA, Av_00018272-RA, Av_00019095-RA
OG0006502	Ds_00003555-RA, Ds_00008793-RA	Av_00011449-RA, Av_00015233-RA
OG0006503	Ds_00015221-RA	Av_00008719-RA, Av_00023128-RA
OG0006504	Ds_00016987-RA	Av_00008747-RA, Av_00017137-RA
OG0006505	Ds_00000674-RA	Av_00022447-RA
OG0006506	Ds_00007317-RA, Ds_00007319-RA	Av_00004645-RA, Av_00018237-RA
OG0006507	Ds_00000452-RA	Av_00017591-RA, Av_00013074-RA
OG0006508	Ds_00007243-RA	Av_00007386-RA
OG0006509	Ds_00002631-RA	Av_00019752-RA
OG0006510	Ds_00002786-RA	Av_00005426-RA, Av_00002990-RA
OG0006511	Ds_00008800-RA	Av_00013896-RA, Av_00003203-RA
OG0006514	Ds_00003997-RA	Av_00001263-RA
OG0006515	Ds_00005692-RA	Av_00002099-RA, Av_00012948-RA
OG0006516	Ds_00015736-RA	Av_00003796-RA, Av_00003797-RA
OG0006517	Ds_00009867-RA	Av_00017116-RA, Av_00022870-RA
OG0006518	Ds_00004269-RA	Av_00024597-RA
OG0006519	Ds_00017656-RA	Av_00023998-RA
OG0006520	Ds_00002406-RA	Av_00018129-RA, Av_00020193-RA
OG0006521	Ds_00012071-RA	Av_00020602-RA, Av_00024430-RA
OG0006522	Ds_00013616-RA	Av_00023583-RA, Av_00004171-RA
OG0006524	Ds_00015725-RA	Av_00005855-RA
OG0006525	Ds_00002800-RA	Av_00005430-RA, Av_00002996-RA
OG0006526	Ds_00009522-RA	Av_00013086-RA
OG0006527	Ds_00000676-RA	Av_00006822-RA
OG0006528	Ds_00002779-RA	Av_00010680-RA, Av_00018594-RA, Av_00018593-RA
OG0006529	Ds_00000954-RA	Av_00002114-RA, Av_00012958-RA
OG0006530	Ds_00017262-RA	Av_00022002-RA
OG0006531	Ds_00000631-RA, Ds_00002473-RA	Av_00004175-RA
OG0006532	Ds_00013531-RA	Av_00008860-RA, Av_00023284-RA
OG0006533	Ds_00015713-RA	Av_00021633-RA, Av_00009041-RA
OG0006535	Ds_00006360-RA	Av_00019873-RA
OG0006536	Ds_00015620-RA, Ds_00018011-RA	Av_00014756-RA, Av_00009143-RA
OG0006537	Ds_00000717-RA	Av_00011078-RA
OG0006538	Ds_00006474-RA	Av_00000833-RA
OG0006539	Ds_00000228-RA	Av_00019073-RA, Av_00019537-RA
OG0006540	Ds_00004133-RA	Av_00016913-RA
OG0006540	Ds_00013718-RA	Av_00021181-RA
OG0006541	Ds_00010366-RA	Av_00021893-RA
OG0006542	Ds_00014837-RA	Av_00012059-RA
OG0006543	Ds_00014711-RA	Av_00006133-RA
OG0006544	Ds_00015547-RA, Ds_00016239-RA	Av_00005087-RA, Av_00022173-RA
OG0006546	Ds_00004275-RA	Av_00005181-RA
OG0006546	Ds_00004768-RA	Av_00000864-RA, Av_00024576-RA
OG0006546	Ds_00004276-RA	Av_00002782-RA, Av_00005182-RA
OG0006547	Ds_00009355-RA	Av_00020293-RA, Av_00000712-RA
OG0006548	Ds_00013690-RA	Av_00005097-RA, Av_00015692-RA
OG0006549	Ds_00009589-RA	Av_00012683-RA
OG0006550	Ds_00008321-RA	Av_00015293-RA
OG0006552	Ds_00004480-RA	Av_00008967-RA
OG0006553	Ds_00005494-RA	Av_00011908-RA
OG0006554	Ds_00017000-RA	Av_00017127-RA
OG0006555	Ds_00007370-RA	Av_00015878-RA, Av_00024579-RA
OG0006556	Ds_00010825-RA	Av_00004375-RA, Av_00001140-RA, Av_00014339-RA
OG0006558	Ds_00001680-RA	Av_00021303-RA
OG0006559	Ds_00010293-RA	Av_00016420-RA
OG0006561	Ds_00005229-RA	Av_00022410-RA
OG0006561	Ds_00004128-RA	Av_00016918-RA
OG0006562	Ds_00008344-RA	Av_00017308-RA
OG0006563	Ds_00001662-RA	Av_00020183-RA
OG0006564	Ds_00006847-RA, Ds_00015974-RA	Av_00005406-RA, Av_00002962-RA, Av_00018003-RA
OG0006565	Ds_00011559-RA	Av_00021606-RA
OG0006566	Ds_00000377-RA	Av_00022641-RA, Av_00009564-RA
OG0006567	Ds_00017498-RA	Av_00000227-RA
OG0006568	Ds_00002795-RA	Av_00014008-RA
OG0006569	Ds_00017446-RA	Av_00017196-RA, Av_00020043-RA
OG0006570	Ds_00012799-RA, Ds_00017809-RA	Av_00011341-RA, Av_00018407-RA, Av_00003113-RA, Av_00023199-RA, Av_00002388-RA
OG0006571	Ds_00011477-RA	Av_00003999-RA
OG0006572	Ds_00004141-RA	Av_00022844-RA
OG0006573	Ds_00005171-RA	Av_00012725-RA, Av_00012575-RA
OG0006574	Ds_00007341-RA	Av_00019585-RA
OG0006575	Ds_00007495-RA	Av_00019684-RA, Av_00013342-RA
OG0006576	Ds_00014899-RA	Av_00015798-RA
OG0006577	Ds_00016278-RA, Ds_00011052-RA	Av_00003541-RA
OG0006577	Ds_00002192-RA	Av_00008196-RA
OG0006578	Ds_00011460-RA, Ds_00017873-RA	Av_00004927-RA
OG0006579	Ds_00007034-RA	Av_00016209-RA
OG0006580	Ds_00007434-RA, Ds_00017585-RA	Av_00003402-RA
OG0006581	Ds_00004769-RA	Av_00024575-RA
OG0006582	Ds_00015799-RA	Av_00002951-RA
OG0006582	Ds_00002092-RA	Av_00015685-RA
OG0006584	Ds_00010050-RA	Av_00018637-RA
OG0006585	Ds_00011603-RA	Av_00007365-RA
OG0006588	Ds_00011589-RA	Av_00023623-RA
OG0006589	Ds_00002710-RA	Av_00024156-RA, Av_00012070-RA
OG0006590	Ds_00015897-RA	Av_00010565-RA
OG0006592	Ds_00003324-RA	Av_00013592-RA, Av_00008294-RA
OG0006593	Ds_00016547-RA	Av_00018485-RA
OG0006594	Ds_00008253-RA	Av_00006171-RA, Av_00008435-RA
OG0006595	Ds_00010104-RA, Ds_00011605-RA	Av_00013310-RA
OG0006596	Ds_00013514-RA	Av_00022099-RA
OG0006598	Ds_00015225-RA	Av_00003660-RA, Av_00008727-RA, Av_00022094-RA
OG0006599	Ds_00006034-RA	Av_00007043-RA, Av_00011916-RA
OG0006600	Ds_00012391-RA	Av_00018360-RA, Av_00005148-RA
OG0006601	Ds_00005488-RA	Av_00011913-RA
OG0006602	Ds_00009634-RA	Av_00003794-RA
OG0006604	Ds_00007509-RA	Av_00022454-RA
OG0006605	Ds_00001170-RA	Av_00006173-RA
OG0006607	Ds_00002088-RA	Av_00022175-RA, Av_00022227-RA
OG0006608	Ds_00005207-RA	Av_00018517-RA, Av_00006226-RA, Av_00012774-RA
OG0006609	Ds_00011437-RA	Av_00013594-RA
OG0006610	Ds_00005190-RA	Av_00012689-RA, Av_00004745-RA, Av_00016937-RA
OG0006611	Ds_00013147-RA	Av_00022807-RA
OG0006612	Ds_00008470-RA	Av_00019927-RA
OG0006613	Ds_00004812-RA	Av_00002788-RA
OG0006614	Ds_00011619-RA	Av_00008426-RA, Av_00006149-RA
OG0006615	Ds_00008289-RA	Av_00021071-RA
OG0006615	Ds_00004815-RA	Av_00014092-RA
OG0006616	Ds_00009737-RA	Av_00000931-RA
OG0006617	Ds_00013750-RA	Av_00019268-RA
OG0006621	Ds_00015510-RA	Av_00007369-RA
OG0006622	Ds_00000482-RA	Av_00000557-RA
OG0006623	Ds_00001448-RA	Av_00011695-RA
OG0006624	Ds_00002904-RA	Av_00000010-RA, Av_00022272-RA
OG0006625	Ds_00010930-RA, Ds_00003632-RA	Av_00000388-RA, Av_00015379-RA, Av_00001859-RA
OG0006626	Ds_00012580-RA	Av_00009203-RA, Av_00014792-RA
OG0006627	Ds_00015832-RA, Ds_00010873-RA, Ds_00017369-RA	Av_00008979-RA, Av_00021930-RA
OG0006628	Ds_00006426-RA	Av_00017023-RA
OG0006629	Ds_00017180-RA	Av_00015025-RA
OG0006630	Ds_00003097-RA, Ds_00011218-RA	Av_00018420-RA
OG0006631	Ds_00012554-RA, Ds_00017618-RA	Av_00017397-RA, Av_00014619-RA
OG0006632	Ds_00004298-RA	Av_00021455-RA, Av_00000879-RA
OG0006633	Ds_00006629-RA	Av_00014248-RA
OG0006634	Ds_00005398-RA	Av_00012492-RA, Av_00016373-RA
OG0006635	Ds_00010736-RA	Av_00023335-RA
OG0006636	Ds_00002889-RA	Av_00003285-RA, Av_00013975-RA, Av_00014622-RA
OG0006637	Ds_00010865-RA	Av_00013386-RA, Av_00015904-RA
OG0006638	Ds_00007678-RA	Av_00009224-RA
OG0006640	Ds_00005583-RA	Av_00015046-RA
OG0006641	Ds_00000202-RA	Av_00006286-RA
OG0006643	Ds_00007293-RA	Av_00002092-RA, Av_00009413-RA
OG0006644	Ds_00004748-RA	Av_00006469-RA
OG0006645	Ds_00005038-RA	Av_00013535-RA
OG0006646	Ds_00017582-RA	Av_00006593-RA
OG0006647	Ds_00000328-RA	Av_00011087-RA
OG0006647	Ds_00011268-RA	Av_00000970-RA
OG0006648	Ds_00003572-RA	Av_00010886-RA
OG0006649	Ds_00016281-RA	Av_00009608-RA, Av_00002187-RA
OG0006651	Ds_00002105-RA	Av_00017757-RA
OG0006652	Ds_00001627-RA	Av_00011463-RA
OG0006654	Ds_00005088-RA	Av_00000573-RA
OG0006655	Ds_00004299-RA	Av_00000878-RA, Av_00022483-RA
OG0006656	Ds_00004041-RA	Av_00014870-RA
OG0006657	Ds_00010905-RA	Av_00001875-RA, Av_00024393-RA
OG0006658	Ds_00017605-RA	Av_00005537-RA, Av_00006054-RA
OG0006659	Ds_00005397-RA	Av_00016372-RA
OG0006661	Ds_00012182-RA	Av_00004269-RA
OG0006662	Ds_00002454-RA	Av_00018927-RA
OG0006664	Ds_00007605-RA	Av_00017817-RA, Av_00006721-RA, Av_00024354-RA, Av_00006720-RA, Av_00024353-RA
OG0006665	Ds_00012363-RA	Av_00003455-RA, Av_00004837-RA
OG0006666	Ds_00011862-RA	Av_00022934-RA
OG0006667	Ds_00005454-RA	Av_00019666-RA
OG0006669	Ds_00012198-RA	Av_00007308-RA
OG0006670	Ds_00004774-RA	Av_00003373-RA
OG0006672	Ds_00012484-RA	Av_00014657-RA
OG0006673	Ds_00006555-RA	Av_00021984-RA
OG0006676	Ds_00004550-RA	Av_00001431-RA
OG0006677	Ds_00001990-RA, Ds_00003614-RA	Av_00013708-RA, Av_00000382-RA
OG0006678	Ds_00017632-RA	Av_00001001-RA, Av_00018198-RA
OG0006679	Ds_00000581-RA	Av_00006852-RA, Av_00007930-RA
OG0006680	Ds_00016503-RA	Av_00004424-RA
OG0006682	Ds_00001980-RA	Av_00021859-RA, Av_00011642-RA
OG0006683	Ds_00004029-RA	Av_00006955-RA, Av_00011801-RA
OG0006684	Ds_00006253-RA	Av_00016236-RA
OG0006685	Ds_00009772-RA	Av_00011167-RA
OG0006686	Ds_00001331-RA, Ds_00016359-RA	Av_00018563-RA, Av_00005514-RA, Av_00006086-RA
OG0006687	Ds_00003488-RA	Av_00011499-RA, Av_00000093-RA, Av_00003142-RA, Av_00014025-RA, Av_00023219-RA
OG0006688	Ds_00001941-RA	Av_00000341-RA
OG0006689	Ds_00001491-RA	Av_00016348-RA, Av_00012505-RA
OG0006690	Ds_00012857-RA	Av_00019444-RA
OG0006690	Ds_00015050-RA	Av_00021622-RA, Av_00009028-RA
OG0006691	Ds_00010697-RA	Av_00020992-RA, Av_00022563-RA
OG0006692	Ds_00011818-RA	Av_00002277-RA
OG0006693	Ds_00009696-RA	Av_00011183-RA
OG0006694	Ds_00017620-RA	Av_00005024-RA
OG0006695	Ds_00004736-RA, Ds_00004737-RA	Av_00005146-RA
OG0006697	Ds_00003954-RA, Ds_00003953-RA	Av_00015080-RA, Av_00001277-RA
OG0006698	Ds_00006998-RA	Av_00015141-RA
OG0006700	Ds_00006515-RA, Ds_00008568-RA	Av_00002600-RA
OG0006701	Ds_00010494-RA	Av_00021848-RA, Av_00011637-RA
OG0006702	Ds_00009299-RA	Av_00001574-RA
