HOG	OG	Gene Tree Parent Clade	A_coerulea.proteins	A_hypochondriacus.proteins	A_thaliana.proteins	A_vesiculosa.proteins	B_vulgaris.proteins	D_muscipula.proteins	D_spatulata.proteins	G_max.proteins	L_sativa.proteins	P_amilis.proteins	S_lycopersicum.proteins	V_vinifera.proteins
N3.HOG0009236	OG0005518	n0								GmISU01.02G249400.1.p				
N3.HOG0009237	OG0005519	n0			AT1G05280.2, AT1G05280.1					GmISU01.13G267500.1.p, GmISU01.13G267500.2.p, GmISU01.13G267600.1.p, GmISU01.06G257200.1.p, GmISU01.12G091700.1.p, GmISU01.13G267400.1.p				
N3.HOG0009238	OG0005520	n0			AT1G22870.1, AT1G22870.2, AT1G22870.3, AT1G22870.4, AT1G71410.1, AT1G71410.2					GmISU01.09G002000.3.p, GmISU01.09G002000.1.p, GmISU01.09G002000.2.p, GmISU01.12G204900.1.p				
N3.HOG0009239	OG0005521	n0			AT1G78540.1, AT1G78540.2, AT1G78540.3, AT1G17040.1, AT1G17040.2, AT1G17040.3					GmISU01.15G182500.2.p, GmISU01.15G182500.1.p				
N3.HOG0009240	OG0005522	n5			AT4G00870.1					GmISU01.02G079200.1.p				
N3.HOG0009241	OG0005522	n20			AT5G46830.1					GmISU01.16G018200.1.p, GmISU01.07G048000.1.p				
N3.HOG0009242	OG0005523	n3			AT1G03860.2					GmISU01.13G256000.2.p, GmISU01.13G256000.3.p				
N3.HOG0009243	OG0005523	n8			AT4G28510.1					GmISU01.09G136600.2.p, GmISU01.09G136600.1.p				
N3.HOG0009244	OG0005524	n1								GmISU01.08G053700.1.p, GmISU01.07G160100.1.p				
N3.HOG0009245	OG0005525	n0			AT1G28440.1					GmISU01.13G201700.1.p, GmISU01.13G201700.2.p, GmISU01.07G171000.3.p, GmISU01.07G171000.4.p, GmISU01.07G171000.2.p, GmISU01.07G171000.6.p, GmISU01.07G171000.5.p, GmISU01.13G146300.1.p, GmISU01.07G171000.7.p				
N3.HOG0009246	OG0005526	n0			AT5G24670.4, AT5G24670.1, AT5G24670.3, AT5G24670.5, AT5G24670.2					GmISU01.13G272400.3.p, GmISU01.13G272400.2.p, GmISU01.13G272400.1.p				
N3.HOG0009247	OG0005527	n0			AT2G42770.1					GmISU01.06G245900.1.p, GmISU01.12G102400.1.p				
N3.HOG0009248	OG0005528	n0			AT5G40740.1					GmISU01.05G065900.1.p, GmISU01.19G059400.2.p, GmISU01.19G059400.1.p				
N3.HOG0009249	OG0005529	n5			AT4G03960.1					GmISU01.07G226700.1.p				
N3.HOG0009250	OG0005529	n13								GmISU01.02G228500.1.p, GmISU01.14G045700.1.p				
N3.HOG0009251	OG0005529	n18			AT1G05000.1, AT1G05000.2									
N3.HOG0009252	OG0005530	n0			AT2G46520.1					GmISU01.16G021200.3.p, GmISU01.16G021200.2.p, GmISU01.16G021200.1.p, GmISU01.07G050900.3.p, GmISU01.07G050900.2.p				
N3.HOG0009253	OG0005531	n4			AT3G07800.1					GmISU01.13G010000.2.p, GmISU01.13G010000.1.p				
N3.HOG0009254	OG0005531	n16								GmISU01.09G010700.1.p, GmISU01.15G107500.1.p				
N3.HOG0009255	OG0005532	n3			AT1G12060.1					GmISU01.15G106000.1.p, GmISU01.09G009300.1.p				
N3.HOG0009256	OG0005532	n14								GmISU01.18G227300.1.p, GmISU01.18G227500.1.p				
N3.HOG0009257	OG0005533	n0			AT2G34040.3, AT2G34040.1, AT2G34040.2, AT1G29030.1, AT1G29030.2					GmISU01.07G172600.1.p, GmISU01.07G172600.3.p, GmISU01.13G143900.2.p				
N3.HOG0009258	OG0005534	n2			AT4G15410.1									
N3.HOG0009259	OG0005534	n10			AT4G04210.1, AT4G22150.1					GmISU01.09G006800.1.p, GmISU01.15G103700.1.p				
N3.HOG0009260	OG0005535	n0			AT1G04170.1, AT1G04170.2					GmISU01.08G158800.1.p, GmISU01.08G158800.3.p, GmISU01.08G158800.2.p, GmISU01.15G212200.1.p				
N3.HOG0009261	OG0005536	n0			AT5G54290.1, AT5G54290.2					GmISU01.12G122000.3.p, GmISU01.12G122000.1.p, GmISU01.06G214600.2.p, GmISU01.06G214600.1.p				
N3.HOG0009262	OG0005537	n9			AT3G23760.1, AT4G14100.1									
N3.HOG0009263	OG0005537	n17								GmISU01.06G149400.1.p, GmISU01.04G164100.1.p, GmISU01.05G169100.1.p				
N3.HOG0009264	OG0005538	n0			AT2G26300.1, AT2G26300.2					GmISU01.14G093000.1.p, GmISU01.14G093000.4.p, GmISU01.14G093000.2.p, GmISU01.17G195500.1.p, GmISU01.06G051000.1.p, GmISU01.04G052500.1.p, GmISU01.04G052500.2.p				
N3.HOG0009265	OG0005539	n0			AT5G11750.1, AT5G11750.2, AT4G11630.1, AT1G24240.2, AT1G24240.1					GmISU01.18G070500.1.p, GmISU01.08G242000.1.p				
N3.HOG0009266	OG0005540	n3			AT1G60430.1, AT1G60430.3, AT1G60430.2, AT1G60430.4									
N3.HOG0009267	OG0005540	n21								GmISU01.13G134600.2.p				
N3.HOG0009268	OG0005540	n22								GmISU01.13G134600.1.p, GmISU01.17G100000.1.p				
N3.HOG0009269	OG0005541	n0			AT5G10800.1, AT5G10800.3, AT5G10800.2, AT5G25060.1					GmISU01.08G241600.6.p, GmISU01.08G241600.2.p, GmISU01.16G083000.2.p, GmISU01.16G083000.3.p, GmISU01.16G083000.1.p				
N3.HOG0009270	OG0005542	n2			AT2G12462.1					GmISU01.15G005300.1.p, GmISU01.13G325300.1.p, GmISU01.07G025500.1.p, GmISU01.08G200000.2.p, GmISU01.08G200000.1.p				
N3.HOG0009271	OG0005542	n18			AT1G80520.1, AT1G15760.1									
N3.HOG0009272	OG0005543	n0			AT5G25450.2, AT5G25450.3, AT5G25450.1, AT4G32470.2, AT4G32470.1					GmISU01.17G180300.1.p, GmISU01.14G107900.2.p				
N3.HOG0009273	OG0005544	n0			AT5G20810.1, AT5G20810.2, AT3G43120.1					GmISU01.09G065700.1.p, GmISU01.09G065700.2.p, GmISU01.15G163200.1.p, GmISU01.17G041800.1.p, GmISU01.13G085600.1.p				
N3.HOG0009274	OG0005545	n0			AT4G13400.1, AT4G13400.2					GmISU01.12G008300.1.p, GmISU01.12G008300.2.p, GmISU01.12G008300.3.p, GmISU01.09G185800.8.p, GmISU01.09G185800.7.p				
N3.HOG0009275	OG0005546	n0			AT3G56510.1, AT3G56510.3, AT3G56510.4, AT3G56510.2, AT3G56510.5					GmISU01.05G093500.2.p, GmISU01.05G093500.1.p, GmISU01.19G042700.1.p				
N3.HOG0009276	OG0005547	n0			AT4G23330.3, AT4G23330.2, AT4G23330.4, AT4G23330.1					GmISU01.05G176800.1.p				
N3.HOG0009277	OG0005548	n13			AT4G10810.1, AT4G24026.1, AT1G64584.1					GmISU01.07G050400.1.p, GmISU01.07G050400.2.p, GmISU01.08G023800.1.p, GmISU01.05G187700.1.p				
N3.HOG0009278	OG0005549	n0			AT3G16290.1					GmISU01.13G313400.1.p, GmISU01.15G017900.1.p				
N3.HOG0009279	OG0005550	n0			AT3G10700.1, AT3G10700.2, AT3G10700.3					GmISU01.08G026200.1.p, GmISU01.05G190000.1.p				
N3.HOG0009280	OG0005551	n0			AT2G45260.1					GmISU01.03G025000.4.p, GmISU01.03G025000.2.p, GmISU01.03G025000.7.p, GmISU01.03G025000.5.p, GmISU01.03G025000.6.p, GmISU01.03G025000.3.p, GmISU01.01G105500.7.p, GmISU01.01G105500.8.p, GmISU01.01G105500.4.p, GmISU01.01G105500.3.p, GmISU01.01G105500.2.p				
N3.HOG0009281	OG0005552	n0			AT2G24430.2, AT2G24430.1					GmISU01.06G073300.3.p, GmISU01.06G073300.1.p, GmISU01.04G072300.2.p, GmISU01.04G072300.1.p, GmISU01.14G117100.5.p, GmISU01.14G117100.2.p, GmISU01.14G117100.3.p				
N3.HOG0009282	OG0005553	n0			AT2G42280.2, AT2G42280.3, AT2G42280.1					GmISU01.10G078900.1.p, GmISU01.02G152400.1.p				
N3.HOG0009283	OG0005554	n0			AT1G80420.4, AT1G80420.1, AT1G80420.2, AT1G80420.5, AT1G80420.3					GmISU01.13G318600.1.p, GmISU01.15G012400.1.p				
N3.HOG0009284	OG0005555	n0			AT5G57770.2, AT5G57770.1					GmISU01.13G064400.1.p, GmISU01.17G063300.2.p, GmISU01.17G063300.1.p				
N3.HOG0009285	OG0005556	n0			AT4G11160.3, AT4G11160.1, AT4G11160.2					GmISU01.03G185500.4.p, GmISU01.03G185500.1.p, GmISU01.03G185500.3.p, GmISU01.03G185500.2.p, GmISU01.19G186700.2.p				
N3.HOG0009286	OG0005557	n0			AT3G54540.2, AT3G54540.1					GmISU01.17G103500.2.p, GmISU01.17G103500.1.p, GmISU01.13G131200.1.p, GmISU01.13G131200.2.p				
N3.HOG0009287	OG0005558	n0			AT2G35720.1					GmISU01.01G169200.1.p, GmISU01.01G169200.5.p, GmISU01.01G169200.6.p, GmISU01.11G029600.1.p, GmISU01.11G029600.3.p				
N3.HOG0009288	OG0005559	n3								GmISU01.14G162750.1.p, GmISU01.02G194000.1.p				
N3.HOG0009289	OG0005559	n16								GmISU01.02G160750.1.p, GmISU01.10G074400.1.p, GmISU01.10G074400.3.p				
N3.HOG0009290	OG0005559	n23			AT5G61930.2, AT5G61930.1									
N3.HOG0009291	OG0005560	n0			AT2G23950.1, AT2G23950.2, AT4G30520.1					GmISU01.02G174300.1.p, GmISU01.02G174300.2.p, GmISU01.17G064800.1.p, GmISU01.02G174300.3.p				
N3.HOG0009292	OG0005561	n0								GmISU01.14G103800.1.p, GmISU01.14G103800.3.p, GmISU01.14G103800.2.p, GmISU01.17G184700.7.p, GmISU01.17G184700.5.p, GmISU01.17G184700.6.p, GmISU01.17G184700.1.p, GmISU01.17G184700.2.p				
N3.HOG0009293	OG0005562	n0			AT4G20960.1					GmISU01.07G065200.1.p, GmISU01.03G009700.1.p				
N3.HOG0009294	OG0005563	n4			AT5G07590.4, AT5G07590.2, AT5G07590.3, AT5G07590.1					GmISU01.10G159500.2.p, GmISU01.10G159500.1.p, GmISU01.20G156000.1.p				
N3.HOG0009295	OG0005563	n18								GmISU01.10G159500.3.p				
N3.HOG0009296	OG0005564	n0			AT4G31420.1, AT4G31420.2, AT2G24500.1					GmISU01.11G140900.1.p, GmISU01.17G173300.1.p, GmISU01.17G173100.2.p, GmISU01.14G113300.1.p, GmISU01.17G173100.1.p, GmISU01.11G141000.1.p				
N3.HOG0009297	OG0005565	n0			AT1G79810.2, AT1G79810.1					GmISU01.08G189200.1.p, GmISU01.08G189200.2.p, GmISU01.07G016400.2.p, GmISU01.07G016400.1.p, GmISU01.08G189200.3.p				
N3.HOG0009298	OG0005566	n2			AT4G23030.1					GmISU01.01G175000.1.p, GmISU01.11G023800.1.p				
N3.HOG0009299	OG0005566	n20								GmISU01.10G200500.1.p				
N3.HOG0009300	OG0005567	n0			AT4G13250.2, AT4G13250.1					GmISU01.07G077600.1.p, GmISU01.09G152300.3.p, GmISU01.09G152300.2.p				
N3.HOG0009301	OG0005568	n0			AT5G58100.2, AT5G58100.1					GmISU01.08G321400.3.p, GmISU01.08G321400.1.p, GmISU01.01G000500.1.p, GmISU01.08G321400.2.p				
N3.HOG0009302	OG0005569	n0			AT1G17410.3, AT1G17410.1, AT1G17410.2					GmISU01.16G007900.2.p, GmISU01.16G007900.1.p, GmISU01.07G037800.1.p, GmISU01.07G037800.3.p, GmISU01.07G037800.2.p, GmISU01.07G037800.4.p, GmISU01.07G037800.6.p				
N3.HOG0009303	OG0005570	n0			AT3G60880.2, AT3G60880.1, AT2G45440.1					GmISU01.09G223200.1.p				
N3.HOG0009304	OG0005571	n0			AT3G20270.5, AT3G20270.2, AT3G20270.6, AT3G20270.4, AT3G20270.1, AT3G20270.3					GmISU01.08G209000.2.p				
N3.HOG0009305	OG0005572	n3								GmISU01.04G054700.1.p, GmISU01.06G054500.1.p				
N3.HOG0009306	OG0005572	n10			AT5G24970.2, AT5G24970.3, AT5G24970.1									
N3.HOG0009307	OG0005573	n0			AT4G33150.1, AT4G33150.4, AT4G33150.2					GmISU01.13G087600.3.p, GmISU01.13G087600.1.p, GmISU01.17G039900.7.p, GmISU01.17G039900.1.p, GmISU01.17G039900.6.p				
N3.HOG0009308	OG0005574	n0			AT3G61250.1					GmISU01.07G066500.1.p, GmISU01.03G011500.1.p, GmISU01.18G177000.1.p, GmISU01.09G217200.1.p				
N3.HOG0009309	OG0005575	n0			AT2G26330.1					GmISU01.06G050500.1.p, GmISU01.04G052200.3.p, GmISU01.04G052200.2.p, GmISU01.14G093500.2.p, GmISU01.17G195000.1.p, GmISU01.17G195000.4.p, GmISU01.17G195000.5.p				
N3.HOG0009310	OG0005576	n0			AT4G16820.1					GmISU01.11G033500.1.p, GmISU01.01G165600.1.p, GmISU01.05G058900.1.p, GmISU01.17G133900.1.p				
N3.HOG0009311	OG0005577	n0			AT4G23860.2, AT4G23860.3, AT4G23860.1, AT4G23860.4					GmISU01.11G015500.4.p, GmISU01.11G015500.3.p, GmISU01.11G015500.2.p, GmISU01.01G184100.4.p, GmISU01.01G184100.1.p, GmISU01.01G184100.2.p, GmISU01.01G184100.3.p				
N3.HOG0009312	OG0005578	n10								GmISU01.08G209400.1.p, GmISU01.07G001300.1.p				
N3.HOG0009313	OG0005578	n14			AT4G31320.1, AT2G24400.1					GmISU01.17G166000.1.p, GmISU01.14G116500.1.p, GmISU01.06G072600.1.p, GmISU01.04G071700.1.p				
N3.HOG0009314	OG0005579	n0			AT3G57170.2, AT3G57170.1					GmISU01.18G160800.1.p, GmISU01.03G098500.1.p, GmISU01.03G098500.5.p				
N3.HOG0009315	OG0005580	n0			AT1G61850.2, AT1G61850.1					GmISU01.17G013000.1.p, GmISU01.07G221500.1.p				
N3.HOG0009316	OG0005581	n0			AT2G06040.1					GmISU01.13G082200.2.p, GmISU01.13G082200.1.p, GmISU01.13G082200.5.p, GmISU01.13G082200.3.p, GmISU01.17G045100.1.p, GmISU01.17G045100.3.p, GmISU01.15G159500.1.p				
N3.HOG0009317	OG0005582	n2			AT5G53220.1, AT5G53220.3, AT5G53220.7, AT5G53220.6, AT5G53220.4, AT5G53220.2, AT5G53220.5									
N3.HOG0009318	OG0005582	n9								GmISU01.06G114300.1.p				
N3.HOG0009319	OG0005582	n14								GmISU01.13G020600.2.p, GmISU01.13G020600.1.p				
N3.HOG0009320	OG0005583	n0			AT1G16810.1, AT1G16810.3, AT1G16810.2					GmISU01.08G208600.1.p, GmISU01.07G002000.1.p				
N3.HOG0009321	OG0005584	n0			AT5G23870.4, AT5G23870.1, AT5G23870.3, AT5G23870.2					GmISU01.10G196400.1.p, GmISU01.20G123800.2.p, GmISU01.20G123800.3.p				
N3.HOG0009322	OG0005585	n0			AT4G11790.1					GmISU01.11G024100.1.p, GmISU01.01G174400.1.p				
N3.HOG0009323	OG0005586	n0			AT4G32770.1					GmISU01.04G075600.5.p, GmISU01.04G075600.2.p, GmISU01.04G075600.1.p, GmISU01.04G075600.4.p, GmISU01.06G077000.1.p, GmISU01.06G077000.3.p, GmISU01.06G077000.4.p				
N3.HOG0009324	OG0005587	n2								GmISU01.13G267900.3.p, GmISU01.13G267900.1.p, GmISU01.12G162900.1.p				
N3.HOG0009325	OG0005587	n17			AT5G35730.1					GmISU01.09G219500.1.p, GmISU01.18G174800.2.p, GmISU01.09G219500.2.p, GmISU01.18G174800.4.p				
N3.HOG0009326	OG0005587	n21			AT2G32295.2, AT2G32295.1									
N3.HOG0009327	OG0005588	n0			AT1G50910.1, AT1G50910.2					GmISU01.08G283900.1.p, GmISU01.09G084500.2.p, GmISU01.08G279400.1.p				
N3.HOG0009328	OG0005589	n0			AT5G11260.2, AT5G11260.1					GmISU01.08G270300.1.p, GmISU01.18G097800.3.p, GmISU01.18G097800.1.p, GmISU01.18G097800.2.p				
N3.HOG0009329	OG0005590	n0			AT2G41190.2, AT2G41190.1					GmISU01.19G098800.1.p, GmISU01.02G154300.1.p, GmISU01.10G079500.2.p, GmISU01.01G176800.1.p, GmISU01.14G107766.1.p				
N3.HOG0009330	OG0005591	n2								GmISU01.17G192100.1.p, GmISU01.14G096500.1.p, GmISU01.02G171400.1.p				
N3.HOG0009331	OG0005591	n13			AT4G31830.1									
N3.HOG0009332	OG0005592	n0			AT1G53750.1					GmISU01.19G220700.1.p, GmISU01.03G219400.1.p, GmISU01.07G043200.1.p, GmISU01.16G013500.1.p				
N3.HOG0009333	OG0005593	n0			AT4G17360.3, AT4G17360.2, AT4G17360.1, AT5G47435.2, AT5G47435.1					GmISU01.17G131300.1.p, GmISU01.05G055600.1.p, GmISU01.01G167500.4.p, GmISU01.11G031300.1.p, GmISU01.01G167500.5.p				
N3.HOG0009334	OG0005594	n0			AT5G11630.1, AT5G11630.3, AT5G11630.2					GmISU01.06G078900.1.p, GmISU01.04G077400.1.p, GmISU01.04G077400.2.p, GmISU01.06G078900.2.p				
N3.HOG0009335	OG0005595	n0			AT2G03070.1					GmISU01.12G155700.6.p, GmISU01.12G155700.4.p, GmISU01.12G155700.5.p, GmISU01.12G155700.3.p, GmISU01.12G155700.2.p, GmISU01.13G329700.1.p				
N3.HOG0009336	OG0005596	n0			AT1G12420.1, AT1G12420.2					GmISU01.17G125600.1.p, GmISU01.05G049200.1.p, GmISU01.11G026400.1.p, GmISU01.01G171700.1.p				
N3.HOG0009337	OG0005597	n3			AT2G24765.1									
N3.HOG0009338	OG0005597	n5								GmISU01.13G066600.1.p, GmISU01.17G061100.1.p, GmISU01.17G061100.2.p				
N3.HOG0009339	OG0005597	n12			AT2G24765.2									
N3.HOG0009340	OG0005598	n0			AT2G35710.4, AT2G35710.3, AT2G35710.1, AT4G16600.1, AT2G35710.2					GmISU01.17G130200.1.p, GmISU01.05G054500.1.p, GmISU01.11G029700.1.p				
N3.HOG0009341	OG0005599	n6								GmISU01.16G020600.1.p				
N3.HOG0009342	OG0005599	n8			AT4G10840.2, AT4G10840.1					GmISU01.08G023100.1.p, GmISU01.08G023100.2.p, GmISU01.05G187000.1.p				
N3.HOG0009343	OG0005600	n4								GmISU01.10G224800.1.p, GmISU01.10G225000.1.p				
N3.HOG0009344	OG0005600	n11			AT2G01300.1, AT1G15010.1					GmISU01.20G092700.1.p, GmISU01.10G224900.1.p				
N3.HOG0009345	OG0005601	n0			AT4G16650.1, AT4G16650.2					GmISU01.17G131100.1.p, GmISU01.01G168100.2.p, GmISU01.01G168100.1.p, GmISU01.11G030600.1.p, GmISU01.01G168100.3.p				
N3.HOG0009346	OG0005602	n0			AT2G45480.2, AT2G45480.3, AT2G45480.1					GmISU01.01G109700.2.p, GmISU01.01G109700.1.p, GmISU01.03G018800.3.p, GmISU01.03G018800.2.p, GmISU01.03G018800.1.p				
N3.HOG0009347	OG0005603	n0			AT2G03500.1					GmISU01.17G110100.1.p, GmISU01.05G010300.1.p, GmISU01.04G122400.1.p, GmISU01.06G190000.1.p				
N3.HOG0009348	OG0005604	n0			AT4G31240.2, AT4G31240.1					GmISU01.06G071700.2.p, GmISU01.06G071700.1.p, GmISU01.04G070700.2.p, GmISU01.04G070700.1.p, GmISU01.04G070700.4.p				
N3.HOG0009349	OG0005605	n0			AT3G21270.1, AT1G51700.1					GmISU01.08G182000.1.p, GmISU01.07G011000.1.p, GmISU01.15G021400.1.p, GmISU01.13G310300.1.p				
N3.HOG0009350	OG0005606	n0			AT2G06005.4, AT2G06005.6, AT2G06005.5, AT2G06005.3, AT2G06005.2, AT2G06005.1, AT5G20580.1, AT5G20580.2					GmISU01.09G062700.1.p, GmISU01.09G062700.2.p, GmISU01.15G159800.1.p				
N3.HOG0009351	OG0005607	n3								GmISU01.10G105400.1.p				
N3.HOG0009352	OG0005607	n4			AT5G11350.3, AT5G11350.2, AT5G11350.1, AT5G11350.4, AT5G11350.5					GmISU01.14G108200.6.p, GmISU01.14G108200.5.p, GmISU01.14G108200.8.p, GmISU01.14G108200.1.p, GmISU01.14G108200.3.p, GmISU01.14G108200.2.p, GmISU01.17G179700.1.p				
N3.HOG0009353	OG0005608	n0			AT1G08840.1, AT1G08840.5, AT1G08840.2, AT1G08840.3, AT1G08840.4					GmISU01.06G264700.4.p, GmISU01.06G264700.1.p, GmISU01.06G264700.2.p, GmISU01.06G264700.3.p, GmISU01.04G107800.1.p				
N3.HOG0009354	OG0005609	n5								GmISU01.15G017000.1.p, GmISU01.13G314300.1.p				
N3.HOG0009355	OG0005609	n17			AT3G16260.1, AT3G16260.2, AT3G16260.3, AT1G52160.1									
N3.HOG0009356	OG0005610	n18								GmISU01.17G103100.1.p, GmISU01.13G131600.1.p				
N3.HOG0009357	OG0005610	n21								GmISU01.04G061400.1.p, GmISU01.06G061800.1.p				
N3.HOG0009358	OG0005611	n0			AT3G13230.1, AT3G13230.2					GmISU01.18G065500.2.p, GmISU01.18G065500.1.p, GmISU01.18G065600.1.p, GmISU01.08G301100.1.p				
N3.HOG0009359	OG0005612	n0			AT2G36900.2, AT2G36900.3, AT2G36900.1, AT5G50440.1, AT5G50440.2					GmISU01.18G096100.1.p, GmISU01.08G272200.1.p				
N3.HOG0009360	OG0005613	n17			AT3G10370.1					GmISU01.02G146000.1.p, GmISU01.20G144700.1.p, GmISU01.10G171600.1.p				
N3.HOG0009361	OG0005614	n2			AT5G05610.1, AT5G05610.2					GmISU01.03G044900.1.p, GmISU01.01G092300.1.p, GmISU01.07G131400.1.p, GmISU01.18G150700.1.p, GmISU01.18G150700.2.p				
N3.HOG0009362	OG0005615	n6			AT3G10380.1, AT3G10380.2					GmISU01.10G171900.1.p, GmISU01.10G171900.3.p, GmISU01.10G171900.2.p, GmISU01.20G144500.1.p				
N3.HOG0009363	OG0005616	n0			AT3G45620.2, AT3G45620.1					GmISU01.13G289300.7.p, GmISU01.13G289300.6.p, GmISU01.13G289300.8.p, GmISU01.13G289300.5.p, GmISU01.13G289300.4.p, GmISU01.15G041800.2.p, GmISU01.13G289300.3.p, GmISU01.13G289300.2.p, GmISU01.13G289300.9.p, GmISU01.13G289300.1.p, GmISU01.15G041800.1.p				
N3.HOG0009364	OG0005617	n0			AT5G48030.1					GmISU01.15G224900.1.p, GmISU01.08G141000.1.p, GmISU01.09G003100.1.p, GmISU01.12G202400.1.p				
N3.HOG0009365	OG0005618	n3			AT5G56020.2, AT5G56020.1, AT4G26550.1, AT4G26550.2									
N3.HOG0009366	OG0005618	n18								GmISU01.18G066300.1.p, GmISU01.08G297300.1.p, GmISU01.08G297300.2.p				
N3.HOG0009367	OG0005619	n0			AT1G06570.1, AT1G06570.2					GmISU01.14G028900.1.p				
N3.HOG0009368	OG0005620	n0			AT3G45830.1					GmISU01.13G290300.1.p, GmISU01.13G290300.4.p, GmISU01.13G290300.6.p, GmISU01.13G290300.10.p, GmISU01.13G290300.2.p, GmISU01.13G290300.5.p, GmISU01.15G040900.4.p, GmISU01.15G040900.2.p, GmISU01.15G040900.3.p, GmISU01.15G040900.1.p				
N3.HOG0009369	OG0005621	n5			AT2G40970.1					GmISU01.02G144300.1.p				
N3.HOG0009370	OG0005621	n19			AT3G10760.1, AT5G05090.1					GmISU01.19G096200.1.p, GmISU01.03G091400.1.p				
N3.HOG0009371	OG0005622	n0			AT2G36640.1, AT2G36640.2, AT3G53040.1					GmISU01.10G057900.1.p, GmISU01.13G120400.1.p				
N3.HOG0009372	OG0005623	n0			AT2G34680.1, AT2G34680.2					GmISU01.15G169500.4.p, GmISU01.15G169500.5.p, GmISU01.09G072900.1.p, GmISU01.15G169500.1.p, GmISU01.15G169500.2.p, GmISU01.05G112000.1.p				
N3.HOG0009373	OG0005624	n11			AT3G23580.1					GmISU01.07G218100.1.p				
N3.HOG0009374	OG0005624	n21			AT3G27060.1					GmISU01.03G155900.1.p, GmISU01.19G068600.1.p, GmISU01.16G050900.1.p				
N3.HOG0009375	OG0005625	n5			AT1G61670.1, AT1G61670.2					GmISU01.07G097400.2.p, GmISU01.07G097400.1.p				
N3.HOG0009376	OG0005626	n9			AT3G53720.2, AT3G53720.1					GmISU01.03G134300.1.p, GmISU01.19G137650.1.p				
N3.HOG0009377	OG0005626	n14								GmISU01.13G103700.1.p, GmISU01.03G134200.1.p				
N3.HOG0009378	OG0005627	n3								GmISU01.18G227800.1.p				
N3.HOG0009379	OG0005627	n7								GmISU01.13G135400.1.p, GmISU01.13G135400.3.p, GmISU01.17G098900.1.p				
N3.HOG0009380	OG0005627	n18			AT2G11890.1, AT2G11890.2									
N3.HOG0009381	OG0005628	n2								GmISU01.18G205800.1.p				
N3.HOG0009382	OG0005628	n5								GmISU01.07G185200.1.p, GmISU01.05G055900.1.p				
N3.HOG0009383	OG0005629	n9			AT3G55440.1									
N3.HOG0009384	OG0005629	n23								GmISU01.13G295600.1.p, GmISU01.15G036200.1.p				
N3.HOG0009385	OG0005630	n0			AT3G11630.1, AT5G06290.1					GmISU01.02G166300.1.p, GmISU01.10G068800.2.p				
N3.HOG0009386	OG0005631	n0			AT5G55760.1					GmISU01.18G068700.2.p, GmISU01.18G068700.1.p, GmISU01.08G294400.1.p				
N3.HOG0009387	OG0005632	n0			AT4G21540.3, AT4G21540.1, AT4G21540.2, AT4G21534.1, AT4G21534.2					GmISU01.15G064200.2.p, GmISU01.15G064200.1.p, GmISU01.08G053400.1.p				
N3.HOG0009388	OG0005633	n0			AT5G58720.3, AT5G58720.2, AT5G58720.1					GmISU01.18G058300.1.p, GmISU01.11G180800.1.p, GmISU01.11G180800.2.p, GmISU01.11G180800.4.p, GmISU01.11G180800.5.p, GmISU01.11G180800.3.p				
N3.HOG0009389	OG0005634	n0			AT5G60690.1					GmISU01.11G158900.2.p, GmISU01.11G158900.3.p, GmISU01.11G158900.4.p, GmISU01.11G158900.1.p, GmISU01.12G068900.1.p				
N3.HOG0009390	OG0005635	n0			AT1G55900.2, AT1G55900.1					GmISU01.02G258000.1.p, GmISU01.14G013800.1.p				
N3.HOG0009391	OG0005636	n0			AT3G08860.2, AT3G08860.1, AT2G38400.2, AT2G38400.1					GmISU01.01G098900.1.p				
N3.HOG0009392	OG0005637	n0			AT4G34430.4, AT4G34430.2, AT4G34430.1, AT4G34430.3					GmISU01.11G109500.2.p, GmISU01.11G109500.1.p, GmISU01.11G109500.3.p, GmISU01.12G040200.2.p, GmISU01.12G040200.1.p				
N3.HOG0009393	OG0005638	n0			AT1G55320.1, AT1G55320.2					GmISU01.08G104500.1.p, GmISU01.08G104500.2.p				
N3.HOG0009394	OG0005639	n0			AT3G47000.1, AT3G47050.1, AT3G47010.2, AT3G47010.1, AT3G47040.1, AT3G47040.4					GmISU01.11G182600.2.p, GmISU01.11G182600.1.p				
N3.HOG0009395	OG0005640	n0			AT1G62420.1, AT1G12030.1					GmISU01.07G227200.1.p, GmISU01.09G008900.1.p, GmISU01.15G105600.1.p				
N3.HOG0009396	OG0005641	n0			AT4G28250.2, AT4G28250.3, AT4G28250.4, AT4G28250.1, AT2G20750.2, AT2G20750.1					GmISU01.13G260100.1.p, GmISU01.12G170200.1.p, GmISU01.06G250100.1.p, GmISU01.12G098000.1.p				
N3.HOG0009397	OG0005642	n0								GmISU01.05G071000.1.p, GmISU01.03G004500.1.p, GmISU01.03G004500.2.p, GmISU01.03G004500.3.p, GmISU01.19G091000.1.p, GmISU01.19G091000.2.p				
N3.HOG0009398	OG0005643	n0			AT2G41050.3, AT2G41050.1, AT2G41050.2, AT2G41050.4, AT2G41050.5, AT4G20100.1					GmISU01.03G087800.2.p, GmISU01.03G087800.10.p, GmISU01.03G087800.6.p, GmISU01.03G087800.9.p, GmISU01.03G087800.5.p, GmISU01.19G093150.1.p, GmISU01.03G087800.11.p, GmISU01.03G087800.1.p, GmISU01.03G087800.4.p, GmISU01.03G087800.12.p, GmISU01.03G087800.3.p, GmISU01.03G087800.8.p				
