HOG	OG	Gene Tree Parent Clade	A_coerulea.proteins	A_hypochondriacus.proteins	A_thaliana.proteins	A_vesiculosa.proteins	B_vulgaris.proteins	D_muscipula.proteins	D_spatulata.proteins	G_max.proteins	L_sativa.proteins	P_amilis.proteins	S_lycopersicum.proteins	V_vinifera.proteins
N5.HOG0013260	OG0008855	n3									Lsat_1_v5_gn_4_96261.1, Lsat_1_v5_gn_4_96261.2		Solyc09g090445.1.1	
N5.HOG0013261	OG0008855	n9											Solyc03g121295.1.1	
N5.HOG0013262	OG0008856	n0									Lsat_1_v5_gn_7_116481.1, Lsat_1_v5_gn_7_116481.3, Lsat_1_v5_gn_9_89180.1		Solyc12g015910.1.1, Solyc12g015820.1.1	
N5.HOG0013263	OG0008857	n0									Lsat_1_v5_gn_5_145561.1, Lsat_1_v5_gn_5_145561.2, Lsat_1_v5_gn_8_87560.3, Lsat_1_v5_gn_8_87560.1		Solyc03g059390.3.1, Solyc07g025510.3.1	
N5.HOG0013264	OG0008858	n0									Lsat_1_v5_gn_5_137241.1		Solyc06g074090.3.1, Solyc01g009310.3.1	
N5.HOG0013265	OG0008859	n0									Lsat_1_v5_gn_6_95581.1		Solyc03g095840.3.1	
N5.HOG0013266	OG0008860	n10									Lsat_1_v5_gn_5_130340.1, Lsat_1_v5_gn_5_130340.2, Lsat_1_v5_gn_1_35180.3, Lsat_1_v5_gn_1_35180.2, Lsat_1_v5_gn_1_35180.1, Lsat_1_v5_gn_5_130340.3		Solyc12g043165.1.1	
N5.HOG0013267	OG0008861	n0									Lsat_1_v5_gn_6_39720.2, Lsat_1_v5_gn_6_39720.1		Solyc11g067090.2.1	
N5.HOG0013268	OG0008862	n0									Lsat_1_v5_gn_6_9501.3, Lsat_1_v5_gn_6_9501.1, Lsat_1_v5_gn_6_9501.2, Lsat_1_v5_gn_6_71661.2, Lsat_1_v5_gn_6_71661.1		Solyc08g082680.3.1	
N5.HOG0013269	OG0008863	n3									Lsat_1_v5_gn_5_55660.1		Solyc08g075570.3.1	
N5.HOG0013270	OG0008864	n13									Lsat_1_v5_gn_1_34800.1, Lsat_1_v5_gn_1_34800.3, Lsat_1_v5_gn_4_101400.3			
N5.HOG0013271	OG0008864	n16									Lsat_1_v5_gn_4_101400.1			
N5.HOG0013272	OG0008865	n0									Lsat_1_v5_gn_4_183080.1		Solyc07g009320.3.1	
N5.HOG0013273	OG0008866	n0									Lsat_1_v5_gn_6_24341.1, Lsat_1_v5_gn_6_24341.3		Solyc08g066840.3.1	
N5.HOG0013274	OG0008867	n0									Lsat_1_v5_gn_7_42500.2, Lsat_1_v5_gn_7_42500.1		Solyc12g006880.2.1	
N5.HOG0013275	OG0008868	n15											Solyc06g062660.3.1	
N5.HOG0013276	OG0008868	n16									Lsat_1_v5_gn_0_11160.2, Lsat_1_v5_gn_0_11160.1, Lsat_1_v5_gn_0_11160.3			
N5.HOG0013277	OG0008869	n0									Lsat_1_v5_gn_4_102040.3, Lsat_1_v5_gn_4_102040.1		Solyc06g066670.3.1	
N5.HOG0013278	OG0008870	n1											Solyc07g041500.3.1	
N5.HOG0013279	OG0008871	n0									Lsat_1_v5_gn_3_541.3, Lsat_1_v5_gn_3_541.1		Solyc08g078753.1.1	
N5.HOG0013280	OG0008872	n0									Lsat_1_v5_gn_8_166680.1		Solyc01g079330.3.1	
N5.HOG0013281	OG0008873	n0									Lsat_1_v5_gn_8_100840.3, Lsat_1_v5_gn_8_100840.1		Solyc09g005130.3.1	
N5.HOG0013282	OG0008874	n0									Lsat_1_v5_gn_3_141021.3, Lsat_1_v5_gn_3_141021.1, Lsat_1_v5_gn_3_141021.2		Solyc01g096240.3.1	
N5.HOG0013283	OG0008875	n0									Lsat_1_v5_gn_5_79400.1, Lsat_1_v5_gn_2_83821.2, Lsat_1_v5_gn_2_83821.1		Solyc11g066070.2.1, Solyc06g076010.3.1	
N5.HOG0013284	OG0008876	n0									Lsat_1_v5_gn_4_87520.1		Solyc04g026070.1.1, Solyc08g044480.1.1, Solyc03g117530.1.1	
N5.HOG0013285	OG0008877	n0									Lsat_1_v5_gn_3_33601.1, Lsat_1_v5_gn_3_33601.2		Solyc02g055440.3.1	
N5.HOG0013286	OG0008878	n0									Lsat_1_v5_gn_5_85601.1		Solyc07g017870.2.1	
N5.HOG0013287	OG0008879	n0									Lsat_1_v5_gn_9_53840.2, Lsat_1_v5_gn_9_53840.1		Solyc03g026330.3.1	
N5.HOG0013288	OG0008880	n0									Lsat_1_v5_gn_5_137940.1, Lsat_1_v5_gn_4_92221.1		Solyc12g055680.1.1, Solyc12g055700.2.1, Solyc03g123580.3.1, Solyc12g049680.1.1	
N5.HOG0013289	OG0008881	n2											Solyc08g006310.3.1	
N5.HOG0013290	OG0008881	n12									Lsat_1_v5_gn_4_88681.1, Lsat_1_v5_gn_4_88681.2			
N5.HOG0013291	OG0008882	n0									Lsat_1_v5_gn_6_54820.1, Lsat_1_v5_gn_6_54820.3			
N5.HOG0013292	OG0008883	n0									Lsat_1_v5_gn_9_52680.2, Lsat_1_v5_gn_9_52680.1, Lsat_1_v5_gn_2_129700.1, Lsat_1_v5_gn_2_129700.3		Solyc03g007090.1.1	
N5.HOG0013293	OG0008884	n0									Lsat_1_v5_gn_5_61180.1, Lsat_1_v5_gn_5_61180.3, Lsat_1_v5_gn_8_16500.1		Solyc08g006150.3.1, Solyc12g096320.2.1	
N5.HOG0013294	OG0008885	n0									Lsat_1_v5_gn_3_3741.1, Lsat_1_v5_gn_3_3741.2		Solyc08g079510.3.1	
N5.HOG0013295	OG0008886	n0									Lsat_1_v5_gn_2_133640.2, Lsat_1_v5_gn_2_133640.1		Solyc06g036470.2.1, Solyc03g007790.3.1, Solyc06g036485.1.1	
N5.HOG0013296	OG0008887	n0									Lsat_1_v5_gn_5_147260.3, Lsat_1_v5_gn_5_147260.1		Solyc07g020860.3.1	
N5.HOG0013297	OG0008888	n0									Lsat_1_v5_gn_5_137500.3, Lsat_1_v5_gn_4_88780.1		Solyc06g063220.3.1, Solyc12g055760.2.1	
N5.HOG0013298	OG0008889	n0									Lsat_1_v5_gn_4_98041.3, Lsat_1_v5_gn_4_98041.1		Solyc03g121120.3.1	
N5.HOG0013299	OG0008890	n0									Lsat_1_v5_gn_7_7160.4, Lsat_1_v5_gn_7_7160.1		Solyc01g091310.3.1	
N5.HOG0013300	OG0008891	n0									Lsat_1_v5_gn_5_131441.1		Solyc03g116790.3.1	
N5.HOG0013301	OG0008892	n0									Lsat_1_v5_gn_8_67241.1, Lsat_1_v5_gn_7_54420.1, Lsat_1_v5_gn_7_54420.2, Lsat_1_v5_gn_5_86201.1		Solyc07g006880.1.1, Solyc00g014800.1.1	
N5.HOG0013302	OG0008893	n0									Lsat_1_v5_gn_4_6541.1		Solyc12g006030.2.1	
N5.HOG0013303	OG0008894	n0									Lsat_1_v5_gn_7_58400.1, Lsat_1_v5_gn_7_58400.3		Solyc06g082970.3.1	
N5.HOG0013304	OG0008895	n0									Lsat_1_v5_gn_1_43520.3, Lsat_1_v5_gn_1_43520.1		Solyc06g011520.3.1	
N5.HOG0013305	OG0008896	n0									Lsat_1_v5_gn_7_93060.1		Solyc07g048120.3.1	
N5.HOG0013306	OG0008897	n0									Lsat_1_v5_gn_3_461.1, Lsat_1_v5_gn_3_461.2		Solyc03g097030.3.1	
N5.HOG0013307	OG0008898	n0									Lsat_1_v5_gn_9_98220.1, Lsat_1_v5_gn_9_98220.2		Solyc07g062760.2.1	
N5.HOG0013308	OG0008899	n0									Lsat_1_v5_gn_4_49661.2, Lsat_1_v5_gn_4_49661.1		Solyc02g076850.2.1	
N5.HOG0013309	OG0008900	n0									Lsat_1_v5_gn_4_24661.1		Solyc03g063760.3.1	
N5.HOG0013310	OG0008901	n0									Lsat_1_v5_gn_9_66761.3		Solyc04g010120.3.1	
N5.HOG0013311	OG0008903	n0									Lsat_1_v5_gn_3_125660.2, Lsat_1_v5_gn_3_125660.1		Solyc02g083590.3.1	
N5.HOG0013312	OG0008904	n0									Lsat_1_v5_gn_1_106561.1		Solyc11g007060.2.1	
N5.HOG0013313	OG0008905	n1											Solyc02g093540.3.1	
N5.HOG0013314	OG0008905	n11									Lsat_1_v5_gn_5_122581.3, Lsat_1_v5_gn_5_122581.1		Solyc07g056160.3.1	
N5.HOG0013315	OG0008906	n0									Lsat_1_v5_gn_5_149600.2, Lsat_1_v5_gn_5_149600.1		Solyc10g085220.2.1	
N5.HOG0013316	OG0008907	n8											Solyc10g086560.2.1	
N5.HOG0013317	OG0008907	n13											Solyc00g027650.1.1	
N5.HOG0013318	OG0008907	n17									Lsat_1_v5_gn_9_33361.2, Lsat_1_v5_gn_9_33361.1			
N5.HOG0013319	OG0008908	n0									Lsat_1_v5_gn_6_40681.1, Lsat_1_v5_gn_6_40701.1, Lsat_1_v5_gn_8_11480.1, Lsat_1_v5_gn_8_11480.3		Solyc05g052240.3.1	
N5.HOG0013320	OG0008909	n0									Lsat_1_v5_gn_5_99861.3, Lsat_1_v5_gn_5_99861.1		Solyc05g006200.3.1	
N5.HOG0013321	OG0008910	n0											Solyc07g052570.3.1	
N5.HOG0013322	OG0008911	n0									Lsat_1_v5_gn_1_56021.1, Lsat_1_v5_gn_1_56021.2		Solyc10g076860.2.1	
N5.HOG0013323	OG0008912	n0									Lsat_1_v5_gn_2_103001.1		Solyc03g071720.3.1	
N5.HOG0013324	OG0008913	n6									Lsat_1_v5_gn_8_111880.2, Lsat_1_v5_gn_8_111880.1		Solyc11g011900.1.1	
N5.HOG0013325	OG0008913	n16											Solyc11g011895.1.1	
N5.HOG0013326	OG0008914	n0									Lsat_1_v5_gn_8_104041.1		Solyc11g072050.1.1, Solyc06g073650.1.1	
N5.HOG0013327	OG0008915	n0									Lsat_1_v5_gn_9_19181.2, Lsat_1_v5_gn_9_19181.1		Solyc06g076930.2.1, Solyc02g081870.3.1	
N5.HOG0013328	OG0008916	n0									Lsat_1_v5_gn_8_80041.2, Lsat_1_v5_gn_8_80041.1		Solyc03g059260.3.1	
N5.HOG0013329	OG0008917	n0									Lsat_1_v5_gn_2_52361.1		Solyc01g005600.3.1	
N5.HOG0013330	OG0008918	n0									Lsat_1_v5_gn_2_112401.1		Solyc05g056130.3.1	
N5.HOG0013331	OG0008919	n0									Lsat_1_v5_gn_2_97920.1, Lsat_1_v5_gn_2_97980.1		Solyc06g073560.3.1, Solyc11g069180.2.1	
N5.HOG0013332	OG0008920	n0									Lsat_1_v5_gn_9_66800.1, Lsat_1_v5_gn_9_66800.3		Solyc05g054940.3.1	
N5.HOG0013333	OG0008921	n3									Lsat_1_v5_gn_6_45361.1, Lsat_1_v5_gn_2_99740.1			
N5.HOG0013334	OG0008921	n7											Solyc09g008030.1.1, Solyc00g084870.3.1, Solyc10g039363.1.1	
N5.HOG0013335	OG0008922	n0									Lsat_1_v5_gn_2_54201.1, Lsat_1_v5_gn_2_54201.2		Solyc10g078400.2.1	
N5.HOG0013336	OG0008923	n0									Lsat_1_v5_gn_7_27661.3, Lsat_1_v5_gn_7_27661.1		Solyc08g048520.1.1, Solyc08g048540.2.1	
N5.HOG0013337	OG0008924	n0									Lsat_1_v5_gn_6_97701.1		Solyc11g005090.2.1	
N5.HOG0013338	OG0008925	n7									Lsat_1_v5_gn_7_26960.3, Lsat_1_v5_gn_7_26960.1		Solyc02g071750.3.1, Solyc03g005930.3.1	
N5.HOG0013339	OG0008925	n17									Lsat_1_v5_gn_2_63900.1			
N5.HOG0013340	OG0008926	n0									Lsat_1_v5_gn_8_101700.1, Lsat_1_v5_gn_5_149380.1, Lsat_1_v5_gn_9_35421.1, Lsat_1_v5_gn_9_35421.2		Solyc09g005560.3.1	
N5.HOG0013341	OG0008927	n0									Lsat_1_v5_gn_7_109061.1, Lsat_1_v5_gn_5_5161.1		Solyc10g006350.3.1	
N5.HOG0013342	OG0008928	n0									Lsat_1_v5_gn_8_76381.1, Lsat_1_v5_gn_8_76381.3		Solyc12g096780.2.1, Solyc11g072645.1.1	
N5.HOG0013343	OG0008929	n10											Solyc12g011280.2.1, Solyc10g007690.3.1	
N5.HOG0013344	OG0008930	n0									Lsat_1_v5_gn_5_123180.2, Lsat_1_v5_gn_5_123180.1		Solyc07g048080.3.1	
N5.HOG0013345	OG0008931	n0									Lsat_1_v5_gn_8_140640.2, Lsat_1_v5_gn_8_140640.1		Solyc12g010870.2.1, Solyc07g055050.3.1	
N5.HOG0013346	OG0008932	n0									Lsat_1_v5_gn_9_124861.1, Lsat_1_v5_gn_9_124861.3		Solyc01g102820.3.1	
N5.HOG0013347	OG0008933	n0									Lsat_1_v5_gn_8_128621.5, Lsat_1_v5_gn_8_128621.4, Lsat_1_v5_gn_8_128621.1		Solyc07g052440.3.1, Solyc07g052430.3.1	
N5.HOG0013348	OG0008934	n2											Solyc01g095320.3.1	
N5.HOG0013349	OG0008934	n13									Lsat_1_v5_gn_3_138421.1, Lsat_1_v5_gn_2_109520.1			
N5.HOG0013350	OG0008934	n15									Lsat_1_v5_gn_9_102641.1			
N5.HOG0013351	OG0008935	n4									Lsat_1_v5_gn_6_24041.1		Solyc05g005310.2.1	
N5.HOG0013352	OG0008936	n0									Lsat_1_v5_gn_1_120761.1, Lsat_1_v5_gn_1_120761.3		Solyc02g077690.3.1	
N5.HOG0013353	OG0008937	n3									Lsat_1_v5_gn_5_137160.1, Lsat_1_v5_gn_5_137160.2		Solyc03g124030.3.1	
N5.HOG0013354	OG0008938	n0									Lsat_1_v5_gn_9_91021.3, Lsat_1_v5_gn_9_91021.1, Lsat_1_v5_gn_7_113440.3, Lsat_1_v5_gn_7_113440.2, Lsat_1_v5_gn_7_113440.1		Solyc10g006080.2.1	
N5.HOG0013355	OG0008939	n0									Lsat_1_v5_gn_9_14560.1		Solyc06g082360.3.1	
N5.HOG0013356	OG0008940	n0									Lsat_1_v5_gn_6_11080.1, Lsat_1_v5_gn_6_11080.3		Solyc09g010560.2.1	
N5.HOG0013357	OG0008941	n5											Solyc01g087990.3.1	
N5.HOG0013358	OG0008941	n7									Lsat_1_v5_gn_9_31261.3, Lsat_1_v5_gn_9_31261.1		Solyc10g080030.2.1	
N5.HOG0013359	OG0008942	n0									Lsat_1_v5_gn_2_56340.1, Lsat_1_v5_gn_2_56340.3		Solyc09g010270.1.1, Solyc09g010260.3.1	
N5.HOG0013360	OG0008943	n0									Lsat_1_v5_gn_2_112360.1, Lsat_1_v5_gn_1_64121.1		Solyc01g087620.3.1	
N5.HOG0013361	OG0008944	n0									Lsat_1_v5_gn_2_115701.4		Solyc03g115630.3.1	
N5.HOG0013362	OG0008945	n0									Lsat_1_v5_gn_5_140300.3, Lsat_1_v5_gn_5_140300.1		Solyc12g009130.2.1	
N5.HOG0013363	OG0008946	n5									Lsat_1_v5_gn_3_21200.1		Solyc12g096080.2.1	
N5.HOG0013364	OG0008947	n0									Lsat_1_v5_gn_2_24180.1		Solyc09g009190.3.1	
N5.HOG0013365	OG0008948	n0									Lsat_1_v5_gn_3_114781.2, Lsat_1_v5_gn_3_114781.1		Solyc11g071930.2.1, Solyc03g013180.1.1, Solyc06g073950.3.1	
N5.HOG0013366	OG0008949	n0									Lsat_1_v5_gn_5_165440.1, Lsat_1_v5_gn_9_25901.4, Lsat_1_v5_gn_9_25901.1		Solyc10g080580.1.1, Solyc03g059080.2.1, Solyc10g078940.2.1	
N5.HOG0013367	OG0008950	n0									Lsat_1_v5_gn_2_113040.1		Solyc11g008360.2.1	
N5.HOG0013368	OG0008951	n0									Lsat_1_v5_gn_4_27921.1, Lsat_1_v5_gn_4_27921.2		Solyc07g005880.3.1	
N5.HOG0013369	OG0008952	n2									Lsat_1_v5_gn_2_56381.2, Lsat_1_v5_gn_2_56381.1			
N5.HOG0013370	OG0008952	n10											Solyc10g083240.2.1	
N5.HOG0013371	OG0008953	n0									Lsat_1_v5_gn_1_68441.1, Lsat_1_v5_gn_1_68441.2, Lsat_1_v5_gn_2_101400.1, Lsat_1_v5_gn_2_101400.2		Solyc01g006310.3.1, Solyc01g015080.3.1	
N5.HOG0013372	OG0008954	n0									Lsat_1_v5_gn_7_34280.1, Lsat_1_v5_gn_7_34280.2		Solyc02g071130.3.1, Solyc07g056280.3.1, Solyc12g011200.2.1	
N5.HOG0013373	OG0008955	n0									Lsat_1_v5_gn_8_14680.1		Solyc05g052930.3.1	
N5.HOG0013374	OG0008956	n0									Lsat_1_v5_gn_1_77640.1		Solyc01g008925.1.1	
N5.HOG0013375	OG0008957	n0									Lsat_1_v5_gn_2_67941.2, Lsat_1_v5_gn_2_67941.3, Lsat_1_v5_gn_2_67941.1		Solyc10g009400.3.1	
N5.HOG0013376	OG0008958	n0									Lsat_1_v5_gn_7_104021.1		Solyc07g063000.3.1	
N5.HOG0013377	OG0008959	n0									Lsat_1_v5_gn_4_29521.2, Lsat_1_v5_gn_4_29521.1, Lsat_1_v5_gn_3_36141.1		Solyc10g007830.1.1	
N5.HOG0013378	OG0008960	n0									Lsat_1_v5_gn_5_164080.1, Lsat_1_v5_gn_5_164080.3		Solyc03g064010.3.1	
N5.HOG0013379	OG0008961	n11									Lsat_1_v5_gn_9_22380.1		Solyc11g073270.1.1	
N5.HOG0013380	OG0008962	n0									Lsat_1_v5_gn_2_59580.1, Lsat_1_v5_gn_2_59580.3		Solyc02g081970.3.1	
N5.HOG0013381	OG0008963	n0									Lsat_1_v5_gn_9_18760.1, Lsat_1_v5_gn_8_110781.1, Lsat_1_v5_gn_8_111160.2, Lsat_1_v5_gn_8_111160.1		Solyc09g018510.3.1	
N5.HOG0013382	OG0008964	n0									Lsat_1_v5_gn_1_103161.3, Lsat_1_v5_gn_1_103161.2, Lsat_1_v5_gn_1_103161.1		Solyc01g087720.3.1	
N5.HOG0013383	OG0008965	n0									Lsat_1_v5_gn_7_102620.2, Lsat_1_v5_gn_4_9161.1, Lsat_1_v5_gn_7_102620.1, Lsat_1_v5_gn_7_102620.3		Solyc07g062390.3.1	
N5.HOG0013384	OG0008966	n0									Lsat_1_v5_gn_6_80180.3, Lsat_1_v5_gn_6_80180.1		Solyc08g076570.3.1	
N5.HOG0013385	OG0008967	n0									Lsat_1_v5_gn_3_25820.1, Lsat_1_v5_gn_3_25820.2		Solyc01g096910.3.1	
N5.HOG0013386	OG0008968	n0									Lsat_1_v5_gn_5_82200.1		Solyc01g056340.3.1	
N5.HOG0013387	OG0008969	n0									Lsat_1_v5_gn_4_78821.1		Solyc07g009140.3.1	
N5.HOG0013388	OG0008970	n3									Lsat_1_v5_gn_5_150061.3, Lsat_1_v5_gn_5_150061.1			
N5.HOG0013389	OG0008970	n9											Solyc03g118523.1.1	
N5.HOG0013390	OG0008970	n12											Solyc03g118520.3.1	
N5.HOG0013391	OG0008971	n0									Lsat_1_v5_gn_0_9241.1		Solyc03g059100.2.1	
N5.HOG0013392	OG0008972	n0									Lsat_1_v5_gn_5_168921.2, Lsat_1_v5_gn_0_8080.1, Lsat_1_v5_gn_5_168921.1		Solyc11g066110.2.1	
N5.HOG0013393	OG0008973	n0									Lsat_1_v5_gn_5_174641.1, Lsat_1_v5_gn_5_174641.3		Solyc06g082280.3.1	
N5.HOG0013394	OG0008974	n0									Lsat_1_v5_gn_6_82280.1, Lsat_1_v5_gn_6_82280.2		Solyc08g066740.3.1	
N5.HOG0013395	OG0008975	n0									Lsat_1_v5_gn_9_42760.3, Lsat_1_v5_gn_9_42760.1		Solyc03g120460.3.1	
N5.HOG0013396	OG0008976	n0									Lsat_1_v5_gn_7_16360.1, Lsat_1_v5_gn_7_16360.2		Solyc02g032870.3.1	
N5.HOG0013397	OG0008977	n0									Lsat_1_v5_gn_1_104941.2, Lsat_1_v5_gn_1_104941.1, Lsat_1_v5_gn_1_104941.3		Solyc01g087890.3.1	
N5.HOG0013398	OG0008978	n0									Lsat_1_v5_gn_2_35581.2, Lsat_1_v5_gn_2_35581.1		Solyc06g073840.3.1	
N5.HOG0013399	OG0008979	n0									Lsat_1_v5_gn_5_150700.3, Lsat_1_v5_gn_5_150700.1, Lsat_1_v5_gn_5_150700.2		Solyc07g055030.1.1, Solyc07g055025.1.1, Solyc07g056070.2.1	
N5.HOG0013400	OG0008980	n0									Lsat_1_v5_gn_6_30260.1, Lsat_1_v5_gn_6_30260.2, Lsat_1_v5_gn_6_30260.3, Lsat_1_v5_gn_1_54200.3, Lsat_1_v5_gn_1_54200.1, Lsat_1_v5_gn_1_54200.2		Solyc10g084265.1.1, Solyc09g007480.3.1	
N5.HOG0013401	OG0008981	n0									Lsat_1_v5_gn_9_100000.1, Lsat_1_v5_gn_9_99940.2		Solyc12g014270.2.1, Solyc10g007330.1.1, Solyc07g062460.3.1	
N5.HOG0013402	OG0008982	n0									Lsat_1_v5_gn_1_21060.1		Solyc06g053500.3.1	
N5.HOG0013403	OG0008983	n0									Lsat_1_v5_gn_6_24200.3, Lsat_1_v5_gn_6_24200.1		Solyc10g076930.2.1	
N5.HOG0013404	OG0008984	n0									Lsat_1_v5_gn_2_127600.1		Solyc03g095470.3.1	
N5.HOG0013405	OG0008985	n0									Lsat_1_v5_gn_2_112320.1		Solyc04g025230.1.1, Solyc04g025240.2.1	
N5.HOG0013406	OG0008986	n0									Lsat_1_v5_gn_5_155380.1		Solyc09g013120.3.1	
N5.HOG0013407	OG0008987	n0									Lsat_1_v5_gn_3_103280.1, Lsat_1_v5_gn_2_63701.1		Solyc02g068740.3.1	
N5.HOG0013408	OG0008988	n0									Lsat_1_v5_gn_8_137141.1		Solyc07g053540.1.1, Solyc07g053530.1.1	
N5.HOG0013409	OG0008989	n0									Lsat_1_v5_gn_3_39980.3, Lsat_1_v5_gn_3_39980.1		Solyc06g005080.3.1	
N5.HOG0013410	OG0008990	n2											Solyc11g068880.2.1, Solyc06g074000.1.1	
N5.HOG0013411	OG0008990	n4									Lsat_1_v5_gn_2_55601.1, Lsat_1_v5_gn_2_55360.1			
N5.HOG0013412	OG0008991	n0									Lsat_1_v5_gn_1_2440.1		Solyc06g068080.3.1, Solyc03g116600.3.1	
N5.HOG0013413	OG0008992	n0									Lsat_1_v5_gn_4_46760.1		Solyc01g090530.2.1, Solyc10g019260.2.1	
N5.HOG0013414	OG0008993	n0									Lsat_1_v5_gn_8_145841.1, Lsat_1_v5_gn_8_24760.2, Lsat_1_v5_gn_8_24760.1		Solyc10g078540.2.1	
N5.HOG0013415	OG0008994	n5											Solyc03g097100.1.1	
N5.HOG0013416	OG0008994	n12											Solyc00g120930.2.1, Solyc08g076493.1.1	
N5.HOG0013417	OG0008995	n0									Lsat_1_v5_gn_2_34061.1, Lsat_1_v5_gn_2_34061.3, Lsat_1_v5_gn_2_34061.2		Solyc00g095450.1.1, Solyc04g008580.3.1	
N5.HOG0013418	OG0008996	n0									Lsat_1_v5_gn_7_21141.3, Lsat_1_v5_gn_7_21141.1		Solyc02g078270.3.1	
N5.HOG0013419	OG0008997	n0									Lsat_1_v5_gn_7_13740.1, Lsat_1_v5_gn_7_13740.2		Solyc11g012360.2.1	
N5.HOG0013420	OG0008998	n0									Lsat_1_v5_gn_3_35220.1, Lsat_1_v5_gn_3_35220.2		Solyc07g044860.3.1	
N5.HOG0013421	OG0008999	n0									Lsat_1_v5_gn_5_164660.1		Solyc06g071630.2.1	
N5.HOG0013422	OG0009000	n0									Lsat_1_v5_gn_4_29081.1		Solyc10g005090.3.1	
N5.HOG0013423	OG0009001	n0									Lsat_1_v5_gn_8_25581.1			
N5.HOG0013424	OG0009002	n0									Lsat_1_v5_gn_5_126301.3, Lsat_1_v5_gn_5_126301.2, Lsat_1_v5_gn_5_126301.1		Solyc12g005410.2.1	
N5.HOG0013425	OG0009003	n0									Lsat_1_v5_gn_5_132501.3, Lsat_1_v5_gn_5_132501.2, Lsat_1_v5_gn_5_132501.1, Lsat_1_v5_gn_4_105921.1, Lsat_1_v5_gn_4_105921.3		Solyc06g068010.3.1	
N5.HOG0013426	OG0009004	n0									Lsat_1_v5_gn_5_164180.1		Solyc03g059030.3.1	
N5.HOG0013427	OG0009005	n0									Lsat_1_v5_gn_2_60241.1, Lsat_1_v5_gn_2_60241.3		Solyc11g068980.2.1	
N5.HOG0013428	OG0009006	n6									Lsat_1_v5_gn_7_107941.1, Lsat_1_v5_gn_5_5940.1		Solyc07g064160.3.1	
N5.HOG0013429	OG0009007	n6									Lsat_1_v5_gn_7_21261.1			
N5.HOG0013430	OG0009007	n7									Lsat_1_v5_gn_7_105160.1, Lsat_1_v5_gn_7_105160.3		Solyc10g006980.3.1	
N5.HOG0013431	OG0009008	n7											Solyc03g119100.2.1	
N5.HOG0013432	OG0009008	n12											Solyc02g079290.3.1	
N5.HOG0013433	OG0009009	n0									Lsat_1_v5_gn_4_134960.3, Lsat_1_v5_gn_4_134960.1		Solyc11g016970.2.1	
N5.HOG0013434	OG0009010	n2											Solyc04g050270.1.1	
N5.HOG0013435	OG0009010	n11									Lsat_1_v5_gn_2_42020.1		Solyc09g091010.3.1	
N5.HOG0013436	OG0009011	n0									Lsat_1_v5_gn_5_13240.3, Lsat_1_v5_gn_5_13240.1		Solyc10g006780.3.1	
N5.HOG0013437	OG0009012	n0									Lsat_1_v5_gn_1_29461.1, Lsat_1_v5_gn_1_29461.3		Solyc03g111400.1.1	
N5.HOG0013438	OG0009013	n0									Lsat_1_v5_gn_6_59860.2, Lsat_1_v5_gn_6_59860.1, Lsat_1_v5_gn_6_59860.3, Lsat_1_v5_gn_2_45560.2, Lsat_1_v5_gn_2_45560.1		Solyc09g091820.3.1	
N5.HOG0013439	OG0009014	n9									Lsat_1_v5_gn_5_13200.1, Lsat_1_v5_gn_5_13200.3, Lsat_1_v5_gn_4_78961.1		Solyc03g111550.3.1	
N5.HOG0013440	OG0009015	n0									Lsat_1_v5_gn_1_25820.1, Lsat_1_v5_gn_1_25820.3		Solyc11g027840.2.1	
N5.HOG0013441	OG0009016	n8									Lsat_1_v5_gn_1_24520.2, Lsat_1_v5_gn_1_24520.3, Lsat_1_v5_gn_6_111041.1		Solyc10g081990.1.1, Solyc11g039953.1.1	
N5.HOG0013442	OG0009017	n0									Lsat_1_v5_gn_4_2880.1		Solyc05g014690.2.1	
N5.HOG0013443	OG0009018	n0									Lsat_1_v5_gn_6_111060.1		Solyc11g013030.2.1	
N5.HOG0013444	OG0009019	n0									Lsat_1_v5_gn_7_67240.1, Lsat_1_v5_gn_9_80141.1		Solyc09g076050.3.1	
N5.HOG0013445	OG0009020	n0									Lsat_1_v5_gn_2_74420.1		Solyc02g082840.3.1	
N5.HOG0013446	OG0009022	n0									Lsat_1_v5_gn_1_781.1		Solyc06g008180.2.1	
N5.HOG0013447	OG0009023	n0									Lsat_1_v5_gn_1_12201.1, Lsat_1_v5_gn_1_12201.3, Lsat_1_v5_gn_1_12201.2		Solyc11g022390.2.1	
N5.HOG0013448	OG0009024	n0									Lsat_1_v5_gn_4_56020.1, Lsat_1_v5_gn_4_56020.3		Solyc04g045590.3.1	
N5.HOG0013449	OG0009025	n0									Lsat_1_v5_gn_3_120400.1, Lsat_1_v5_gn_3_120400.2		Solyc09g090100.3.1	
N5.HOG0013450	OG0009026	n6									Lsat_1_v5_gn_3_14280.3, Lsat_1_v5_gn_3_14280.1, Lsat_1_v5_gn_3_14300.1		Solyc08g083080.3.1, Solyc08g083140.3.1	
N5.HOG0013451	OG0009026	n15											Solyc08g083100.2.1	
N5.HOG0013452	OG0009027	n0									Lsat_1_v5_gn_7_115161.3, Lsat_1_v5_gn_7_115161.1		Solyc10g005050.3.1	
N5.HOG0013453	OG0009028	n0									Lsat_1_v5_gn_8_149261.1			
N5.HOG0013454	OG0009029	n0									Lsat_1_v5_gn_1_93761.1		Solyc11g072180.2.1, Solyc01g008990.3.1	
N5.HOG0013455	OG0009030	n6											Solyc03g082685.1.1	
