Orthogroup	P_amilis.proteins	B_vulgaris.proteins
OG0005261	FUN_018823-T2, FUN_018823-T3, FUN_018823-T1	Bevul.2G048500.5.p, Bevul.2G048500.4.p, Bevul.2G048500.1.p, Bevul.2G048500.7.p, Bevul.2G048500.6.p, Bevul.2G048500.3.p, Bevul.2G048500.2.p
OG0005262	FUN_025039-T1	Bevul.6G158000.1.p, Bevul.4G132600.1.p, Bevul.7G133200.1.p, Bevul.5G130400.1.p, Bevul.6G233600.1.p
OG0005264	FUN_012298-T1	Bevul.8G049100.1.p
OG0005265	FUN_004750-T1, FUN_032949-T1	Bevul.3G186300.1.p
OG0005266	FUN_010089-T1	Bevul.5G038700.1.p, Bevul.5G038900.1.p
OG0005266	FUN_010086-T1, FUN_030088-T1	Bevul.2G229000.1.p
OG0005267	FUN_033966-T1, FUN_004408-T1	Bevul.3G215200.1.p
OG0005268	FUN_003641-T2, FUN_003641-T1	Bevul.3G220400.1.p
OG0005269	FUN_042693-T1	Bevul.7G066700.1.p, Bevul.7G066600.1.p
OG0005270	FUN_042692-T1	Bevul.7G071300.1.p, Bevul.7G071300.2.p
OG0005271	FUN_037413-T1	Bevul.1G189900.1.p
OG0005272	FUN_009966-T1	Bevul.4G028700.1.p, Bevul.4G028900.1.p
OG0005273	FUN_004096-T2, FUN_004096-T1	Bevul.7G002500.1.p, Bevul.7G002500.2.p
OG0005274	FUN_042050-T1	Bevul.5G057800.1.p
OG0005275	FUN_029159-T3, FUN_029159-T2, FUN_029159-T1	Bevul.2G064200.1.p
OG0005276	FUN_032999-T1, FUN_003683-T1	Bevul.3G181000.1.p
OG0005277	FUN_034935-T1	Bevul.8G077600.1.p
OG0005278	FUN_027058-T2, FUN_027058-T1	Bevul.3G228000.1.p
OG0005279	FUN_024680-T1, FUN_042857-T1	Bevul.3G167700.1.p
OG0005280	FUN_026270-T1	Bevul.3G019400.1.p
OG0005282	FUN_047319-T1	Bevul.5G221600.1.p
OG0005282	FUN_002991-T1	Bevul.6G176700.1.p
OG0005283	FUN_027038-T1	Bevul.6G037700.1.p
OG0005284	FUN_044191-T1	Bevul.1G119700.1.p, Bevul.3G112600.1.p
OG0005285	FUN_051881-T1	Bevul.9G141500.1.p
OG0005286	FUN_000916-T3, FUN_000916-T1, FUN_000916-T2	Bevul.7G119700.1.p
OG0005287	FUN_012870-T1, FUN_012871-T1	Bevul.4G214000.1.p
OG0005288	FUN_051159-T1	Bevul.5G245700.1.p
OG0005289	FUN_048086-T1	Bevul.1G184300.1.p
OG0005290	FUN_025316-T1, FUN_025318-T1	Bevul.6G208800.1.p
OG0005291	FUN_033301-T1, FUN_033269-T1, FUN_033301-T2, FUN_033269-T2	Bevul.3G168500.1.p
OG0005292	FUN_037499-T3, FUN_037499-T1	Bevul.1G195000.1.p
OG0005293	FUN_008909-T1, FUN_008909-T2	Bevul.3G039800.1.p
OG0005294	FUN_014164-T2, FUN_014164-T1, FUN_014163-T1	Bevul.3G118000.1.p
OG0005295	FUN_035584-T1	Bevul.8G001800.1.p
OG0005296	FUN_022365-T1, FUN_046424-T1	Bevul.4G003600.1.p
OG0005297	FUN_002849-T6, FUN_002849-T2, FUN_002849-T1, FUN_002849-T4, FUN_002849-T5, FUN_002849-T3	Bevul.3G148300.1.p
OG0005298	FUN_020193-T1	Bevul.3G151100.1.p
OG0005299	FUN_037214-T1	Bevul.1G176100.1.p
OG0005300	FUN_037436-T1, FUN_037435-T1	Bevul.1G191300.1.p
OG0005301	FUN_041168-T1	Bevul.5G016900.1.p
OG0005302	FUN_038787-T2, FUN_038787-T1, FUN_038787-T3, FUN_038787-T5, FUN_038787-T4	Bevul.1G089600.1.p
OG0005303	FUN_034235-T1, FUN_051493-T2, FUN_051493-T1	Bevul.4G204100.1.p
OG0005304	FUN_038369-T1	Bevul.6G052800.1.p, Bevul.7G108800.1.p
OG0005305	FUN_014226-T2, FUN_014226-T1	Bevul.3G127300.1.p
OG0005306	FUN_023472-T1, FUN_051958-T1	Bevul.9G137800.1.p, Bevul.9G137800.2.p
OG0005307	FUN_011540-T1, FUN_011540-T2, FUN_050894-T1	Bevul.5G238500.1.p
OG0005308	FUN_010328-T1, FUN_010328-T2	Bevul.3G008400.1.p
OG0005308	FUN_051283-T1	Bevul.5G251000.1.p
OG0005309	FUN_008400-T1, FUN_008400-T2	Bevul.6G083700.1.p
OG0005310	FUN_015017-T1, FUN_040345-T1	Bevul.3G003000.1.p
OG0005311	FUN_031395-T2, FUN_031395-T3, FUN_031395-T1	Bevul.6G151400.1.p
OG0005312	FUN_016515-T1	Bevul.2G216200.1.p
OG0005312	FUN_025131-T1	Bevul.3G164900.1.p
OG0005313	FUN_004177-T2, FUN_004177-T1	Bevul.6G074000.1.p
OG0005314	FUN_025339-T1	Bevul.6G211400.1.p
OG0005315	FUN_025540-T1	Bevul.6G031900.1.p
OG0005316	FUN_036055-T1, FUN_052385-T1	Bevul.4G169200.1.p
OG0005317	FUN_050150-T1, FUN_050150-T2	Bevul.6G152400.1.p
OG0005318	FUN_010536-T1, FUN_010536-T2	Bevul.5G235600.1.p
OG0005319	FUN_023468-T1, FUN_023468-T2, FUN_023468-T3	Bevul.6G083500.1.p
OG0005320	FUN_032608-T1, FUN_023414-T1	Bevul.6G232300.1.p
OG0005321	FUN_029930-T1, FUN_029930-T2	Bevul.2G216300.1.p
OG0005322	FUN_016853-T1	Bevul.2G200100.1.p
OG0005323	FUN_029825-T1	Bevul.2G210300.1.p, Bevul.2G210200.1.p
OG0005323	FUN_017801-T1	Bevul.2G210100.1.p
OG0005324	FUN_015210-T1	Bevul.2G008000.7.p, Bevul.2G008000.3.p, Bevul.2G008000.2.p, Bevul.2G008000.1.p, Bevul.2G008000.5.p, Bevul.2G008000.6.p, Bevul.2G008000.4.p, Bevul.2G008000.8.p
OG0005325	FUN_047383-T1	Bevul.9G141700.2.p, Bevul.9G141700.1.p, Bevul.5G096400.1.p
OG0005326	FUN_048596-T1, FUN_048596-T2	Bevul.1G107600.1.p
OG0005329	FUN_022740-T1, FUN_013944-T2, FUN_013944-T1	Bevul.3G073100.1.p
OG0005330	FUN_029840-T1, FUN_029840-T2, FUN_029840-T3	Bevul.2G210700.1.p
OG0005331	FUN_045196-T1	Bevul.3G020100.1.p
OG0005332	FUN_033845-T2, FUN_033845-T5, FUN_033845-T4, FUN_033845-T3, FUN_033845-T1	Bevul.6G079000.1.p
OG0005333	FUN_038278-T1	Bevul.1G152000.1.p
OG0005333	FUN_038270-T1, FUN_038274-T1, FUN_038275-T1	Bevul.1G151900.1.p
OG0005334	FUN_011258-T1, FUN_047135-T2, FUN_047135-T1	Bevul.5G172100.1.p
OG0005335	FUN_048635-T2, FUN_048635-T1, FUN_031736-T1	Bevul.9G013200.1.p
OG0005336	FUN_041689-T1	Bevul.5G097300.1.p, Bevul.5G097200.1.p
OG0005337	FUN_033323-T1	Bevul.6G144500.1.p
OG0005338	FUN_047521-T1, FUN_010989-T1	Bevul.5G199200.1.p
OG0005339	FUN_011440-T1	Bevul.5G156200.1.p
OG0005340	FUN_017233-T1	Bevul.5G072200.1.p
OG0005341	FUN_041860-T1	Bevul.5G109400.1.p
OG0005342	FUN_009267-T1	Bevul.6G189800.1.p, Bevul.6G189900.1.p
OG0005342	FUN_009265-T1	Bevul.6G190000.1.p
OG0005343	FUN_041877-T1, FUN_041878-T1, FUN_017970-T1	Bevul.5G046600.1.p
OG0005344	FUN_013009-T1, FUN_013009-T2	Bevul.8G155900.1.p
OG0005345	FUN_020108-T4, FUN_020108-T1, FUN_020108-T2, FUN_020108-T3	Bevul.6G131900.1.p
OG0005346	FUN_010447-T1, FUN_010447-T2	Bevul.3G212600.1.p
OG0005347	FUN_003149-T1	Bevul.4G121700.1.p
OG0005348	FUN_025251-T1, FUN_031797-T1	Bevul.6G200400.1.p
OG0005349	FUN_029959-T1, FUN_029958-T1, FUN_029957-T1, FUN_016692-T1	Bevul.2G218900.1.p, Bevul.2G219100.1.p
OG0005350	FUN_041577-T1, FUN_017567-T1	Bevul.5G089800.1.p
OG0005352	FUN_051075-T1	Bevul.5G231300.1.p
OG0005353	FUN_032186-T1	Bevul.6G188600.1.p
OG0005354	FUN_035282-T1	Bevul.1G183800.1.p
OG0005354	FUN_035281-T1	Bevul.8G058700.1.p
OG0005355	FUN_025247-T1	Bevul.6G199800.1.p
OG0005356	FUN_017439-T2, FUN_017439-T1, FUN_041484-T1	Bevul.5G084800.1.p
OG0005357	FUN_043660-T1, FUN_043660-T2	Bevul.7G115800.1.p
OG0005358	FUN_040462-T2, FUN_040462-T1, FUN_040462-T3	Bevul.8G104400.1.p
OG0005359	FUN_033307-T4, FUN_033307-T3, FUN_033307-T1, FUN_033307-T2	Bevul.6G145100.1.p
OG0005360	FUN_011189-T1	Bevul.5G178300.1.p
OG0005361	FUN_029719-T2, FUN_029719-T1	Bevul.2G199900.4.p, Bevul.2G199900.5.p, Bevul.2G199900.1.p, Bevul.2G199900.6.p, Bevul.2G199900.8.p, Bevul.2G199900.3.p, Bevul.2G199900.2.p, Bevul.2G199900.7.p
OG0005362	FUN_009341-T1, FUN_009341-T2	Bevul.6G179700.1.p
OG0005363	FUN_053104-T4, FUN_053104-T1, FUN_053104-T3	Bevul.5G106800.1.p
OG0005365	FUN_013092-T1, FUN_026656-T1	Bevul.7G215900.1.p
OG0005366	FUN_011188-T1	Bevul.5G178700.1.p, Bevul.5G178400.1.p
OG0005367	FUN_034305-T1	Bevul.1G206600.1.p, Bevul.1G206800.1.p
OG0005369	FUN_048300-T1, FUN_048300-T2	Bevul.1G201100.1.p
OG0005371	FUN_029628-T1, FUN_016938-T1	Bevul.6G071600.1.p
OG0005373	FUN_031929-T1	Bevul.9G023500.3.p, Bevul.9G023500.1.p, Bevul.9G023500.2.p
OG0005395	FUN_005486-T1	Bevul.7G230200.1.p
OG0005396	FUN_016196-T1	Bevul.5G262000.1.p
OG0005397	FUN_030733-T1, FUN_030733-T2	Bevul.2G038300.2.p, Bevul.2G038300.3.p, Bevul.2G038300.4.p, Bevul.2G038300.1.p
OG0005399	FUN_004921-T1	Bevul.2G168800.1.p
OG0005400	FUN_001113-T2, FUN_001113-T1	Bevul.7G176300.1.p
OG0005402	FUN_032710-T1	Bevul.3G206200.1.p
OG0005402	FUN_032709-T1	Bevul.3G206100.1.p
OG0005403	FUN_051569-T2, FUN_051569-T3, FUN_036817-T1, FUN_051569-T1	Bevul.4G196800.1.p
OG0005404	FUN_050326-T1, FUN_025113-T1	Bevul.7G141600.1.p
OG0005405	FUN_052389-T1	Bevul.4G168700.1.p
OG0005405	FUN_031653-T1	Bevul.3G063100.1.p
OG0005406	FUN_030461-T1	Bevul.6G006700.1.p
OG0005409	FUN_036422-T1, FUN_052741-T1	Bevul.4G235200.1.p
OG0005410	FUN_005706-T1, FUN_005705-T1, FUN_005707-T1	Bevul.3G172600.1.p
OG0005410	FUN_033173-T1	Bevul.3G172300.1.p
OG0005411	FUN_007772-T1	Bevul.8G173300.1.p
OG0005412	FUN_041409-T1, FUN_052823-T1	Bevul.6G005200.1.p
OG0005413	FUN_043829-T1, FUN_043830-T1	Bevul.9G045000.2.p, Bevul.9G045000.1.p
OG0005414	FUN_043878-T1	Bevul.7G014200.1.p, Bevul.7G014200.3.p, Bevul.7G014200.2.p
OG0005415	FUN_033082-T1, FUN_033082-T2	Bevul.7G221900.1.p
OG0005416	FUN_033673-T1	Bevul.1G215800.1.p
OG0005417	FUN_051501-T1, FUN_014311-T1	Bevul.5G060400.1.p, Bevul.4G202500.1.p
OG0005418	FUN_041935-T1, FUN_018046-T1	Bevul.5G051300.1.p
OG0005419	FUN_050228-T1, FUN_050228-T2	Bevul.7G153100.1.p
OG0005420	FUN_003551-T1	Bevul.3G228600.1.p
OG0005422	FUN_049339-T1	Bevul.7G215000.1.p
OG0005423	FUN_006524-T2, FUN_006524-T1, FUN_022350-T2, FUN_022350-T1	Bevul.3G105500.1.p
OG0005424	FUN_000714-T1	Bevul.3G118700.1.p
OG0005425	FUN_004093-T1	Bevul.7G002600.4.p, Bevul.7G002600.3.p, Bevul.7G002600.6.p, Bevul.7G002600.7.p, Bevul.7G002600.2.p, Bevul.7G002600.1.p, Bevul.7G002600.5.p
OG0005426	FUN_020314-T2, FUN_020314-T3, FUN_020314-T1	Bevul.7G010000.1.p
OG0005427	FUN_029253-T1	Bevul.2G025500.2.p, Bevul.2G025500.1.p
OG0005428	FUN_045794-T1	Bevul.7G230300.1.p
OG0005429	FUN_052638-T1	Bevul.4G221800.1.p
OG0005430	FUN_026382-T1, FUN_026382-T2	Bevul.8G191000.1.p
OG0005431	FUN_015893-T1	Bevul.9G114600.1.p
OG0005432	FUN_048755-T1	Bevul.7G226500.1.p
OG0005433	FUN_014248-T2, FUN_014248-T1	Bevul.3G129600.1.p
OG0005434	FUN_022338-T1, FUN_006527-T1	Bevul.3G105800.1.p
OG0005435	FUN_039139-T1	Bevul.2G107500.1.p
OG0005436	FUN_012152-T5, FUN_012152-T1, FUN_012152-T3, FUN_045950-T2, FUN_045950-T1	Bevul.5G012100.1.p
OG0005437	FUN_002418-T2, FUN_002418-T1	Bevul.4G152800.1.p
OG0005438	FUN_020343-T1	Bevul.7G025000.1.p, Bevul.7G025000.2.p
OG0005439	FUN_037173-T1	Bevul.1G166300.1.p
OG0005440	FUN_042324-T1	Bevul.9G105500.1.p, Bevul.7G034200.1.p
OG0005441	FUN_036630-T1	Bevul.3G070700.1.p
OG0005442	FUN_007713-T1, FUN_007713-T2, FUN_007713-T3, FUN_007714-T1	Bevul.7G224000.1.p
OG0005443	FUN_030321-T2, FUN_030321-T3	Bevul.2G241600.1.p
OG0005444	FUN_010319-T1, FUN_051266-T1	Bevul.5G250200.1.p
OG0005445	FUN_010371-T1, FUN_010371-T2, FUN_004838-T1	Bevul.2G170800.1.p, Bevul.2G170800.3.p, Bevul.2G170800.2.p
OG0005446	FUN_029229-T1, FUN_029229-T2	Bevul.2G028000.2.p, Bevul.2G028000.1.p
OG0005447	FUN_005849-T1	Bevul.7G032800.1.p
OG0005448	FUN_019099-T1, FUN_030371-T1, FUN_030371-T2	Bevul.2G244200.1.p
OG0005449	FUN_014298-T1	Bevul.3G132300.1.p
OG0005450	FUN_052693-T2, FUN_052693-T1, FUN_052693-T4, FUN_052693-T3	Bevul.4G228900.1.p
OG0005451	FUN_014551-T1, FUN_048013-T1	Bevul.5G231800.1.p, Bevul.7G188900.1.p
OG0005452	FUN_049321-T1	Bevul.7G214000.1.p
OG0005452	FUN_018014-T1, FUN_038255-T1	Bevul.5G049300.1.p, Bevul.5G049400.1.p
OG0005453	FUN_003678-T1	Bevul.3G182200.1.p
OG0005454	FUN_000227-T2, FUN_000227-T1	Bevul.4G131400.1.p
OG0005455	FUN_001371-T1	Bevul.7G039200.1.p
OG0005457	FUN_030776-T1	Bevul.2G042200.2.p, Bevul.2G042200.1.p, Bevul.2G042200.5.p, Bevul.2G042200.4.p, Bevul.2G042200.3.p, Bevul.2G042200.6.p
OG0005458	FUN_003716-T1	Bevul.7G046600.1.p
OG0005459	FUN_020264-T1	Bevul.7G018400.1.p, Bevul.7G018400.2.p
OG0005460	FUN_015063-T1	Bevul.3G005700.1.p
OG0005461	FUN_006126-T6, FUN_006126-T2, FUN_006126-T1, FUN_006126-T5, FUN_006126-T4, FUN_006126-T7, FUN_006126-T3	Bevul.2G131500.1.p
OG0005462	FUN_042071-T1	Bevul.5G110300.1.p
OG0005462	FUN_008106-T1	Bevul.3G026900.1.p
OG0005463	FUN_024377-T1	Bevul.3G111400.1.p
OG0005464	FUN_016179-T1	Bevul.5G252100.1.p
OG0005465	FUN_043752-T1, FUN_043750-T1, FUN_024838-T1	Bevul.7G111200.1.p
OG0005466	FUN_011549-T1, FUN_050873-T1	Bevul.5G239400.1.p
OG0005467	FUN_049281-T1, FUN_013107-T1	Bevul.7G210200.1.p
OG0005468	FUN_018731-T1, FUN_038703-T2, FUN_038703-T1	Bevul.5G103800.1.p
OG0005469	FUN_025745-T1	Bevul.1G028400.1.p
OG0005470	FUN_045144-T1, FUN_012108-T1	Bevul.3G022200.1.p
OG0005471	FUN_031690-T2, FUN_031690-T1	Bevul.9G017700.1.p
OG0005472	FUN_046962-T1	Bevul.2G032100.1.p
OG0005473	FUN_021300-T3, FUN_021300-T1, FUN_001237-T1, FUN_021300-T2	Bevul.2G155100.1.p
OG0005476	FUN_048493-T1	Bevul.1G217600.1.p
OG0005476	FUN_035479-T1	Bevul.8G062200.1.p
OG0005477	FUN_025522-T1	Bevul.6G062600.1.p
OG0005479	FUN_047186-T3, FUN_047186-T1	Bevul.9G239300.1.p
OG0005480	FUN_000677-T1	Bevul.3G120000.1.p
OG0005481	FUN_044228-T1	Bevul.2G032600.1.p
OG0005482	FUN_038006-T1	Bevul.1G112700.1.p
OG0005483	FUN_046395-T2, FUN_046395-T1	Bevul.4G004900.1.p
OG0005484	FUN_038253-T1, FUN_038247-T1	Bevul.1G092800.1.p
OG0005484	FUN_021747-T1	Bevul.4G188800.1.p
OG0005485	FUN_048613-T1	Bevul.1G104700.1.p
OG0005485	FUN_051819-T1, FUN_045601-T1	Bevul.9G147900.1.p
OG0005486	FUN_019280-T1, FUN_040037-T1	Bevul.5G068900.1.p
OG0005487	FUN_037601-T2, FUN_037601-T1, FUN_048311-T1, FUN_048311-T2	Bevul.1G202200.1.p
OG0005488	FUN_005578-T1, FUN_052138-T2, FUN_052138-T1	Bevul.9G223500.1.p
OG0005489	FUN_046041-T1	Bevul.9G173400.1.p, Bevul.6G034500.1.p
OG0005490	FUN_008824-T1, FUN_013627-T1	Bevul.3G034800.1.p
OG0005493	FUN_005862-T1	Bevul.2G110300.1.p
OG0005494	FUN_040853-T1, FUN_026421-T1	Bevul.6G157700.1.p
OG0005495	FUN_003943-T2, FUN_003943-T1, FUN_030226-T1	Bevul.6G084800.1.p
OG0005497	FUN_007809-T1	Bevul.6G158300.1.p
OG0005498	FUN_014956-T1, FUN_014956-T3, FUN_014956-T2	Bevul.3G054400.1.p
OG0005499	FUN_050798-T2, FUN_050798-T1, FUN_050798-T3	Bevul.5G225000.1.p
OG0005500	FUN_024512-T1	Bevul.1G005700.1.p
OG0005501	FUN_048504-T2, FUN_048504-T1, FUN_010832-T1	Bevul.2G071800.1.p
OG0005502	FUN_031230-T2, FUN_031230-T1	Bevul.6G095200.1.p
OG0005503	FUN_044122-T1, FUN_014413-T1, FUN_030000-T1, FUN_014394-T1, FUN_014412-T1, FUN_030001-T1	Bevul.3G006900.1.p
OG0005504	FUN_004182-T1	Bevul.6G075800.1.p
OG0005504	FUN_027693-T1	Bevul.9G006900.1.p
OG0005506	FUN_048503-T2, FUN_048503-T1, FUN_044103-T1	Bevul.1G218300.1.p
OG0005507	FUN_040605-T1, FUN_040605-T2	Bevul.5G043400.1.p
OG0005508	FUN_024462-T3, FUN_024462-T2, FUN_024462-T1	Bevul.1G008100.1.p
OG0005509	FUN_038644-T1	Bevul.1G169200.1.p
OG0005510	FUN_025626-T2, FUN_025626-T1	Bevul.1G045300.1.p
OG0005511	FUN_013123-T2, FUN_013123-T1	Bevul.6G013000.1.p
OG0005512	FUN_051682-T1, FUN_050801-T1	Bevul.9G231400.1.p
OG0005512	FUN_031741-T1, FUN_052781-T1	Bevul.6G008600.1.p
OG0005513	FUN_044245-T1, FUN_044245-T2	Bevul.1G115500.1.p
OG0005514	FUN_027452-T2, FUN_027452-T1	Bevul.9G055400.1.p
OG0005515	FUN_042666-T1	Bevul.1G038500.1.p
OG0005516	FUN_012193-T1	Bevul.8G040800.1.p
OG0005517	FUN_027270-T1	Bevul.9G072600.4.p, Bevul.9G072600.5.p, Bevul.9G072600.2.p, Bevul.9G072600.3.p, Bevul.9G072600.1.p
OG0005519	FUN_024948-T1	Bevul.9G065900.1.p
OG0005520	FUN_007527-T1	Bevul.1G094800.1.p
OG0005521	FUN_047622-T1, FUN_047622-T2	Bevul.4G086600.1.p
OG0005522	FUN_037549-T1	Bevul.1G197600.1.p
OG0005523	FUN_036281-T1	Bevul.7G071400.1.p, Bevul.4G217600.1.p
OG0005525	FUN_036712-T1, FUN_043253-T1, FUN_043253-T2	Bevul.8G020400.1.p
OG0005526	FUN_038237-T1, FUN_038237-T2	Bevul.1G150200.1.p
OG0005527	FUN_015601-T1, FUN_015601-T2, FUN_015601-T3, FUN_015602-T1	Bevul.9G096600.6.p, Bevul.9G096600.3.p, Bevul.9G096600.2.p, Bevul.9G096600.4.p, Bevul.9G096600.1.p, Bevul.9G096600.5.p
OG0005528	FUN_002002-T1	Bevul.4G097700.1.p
OG0005529	FUN_012255-T1	Bevul.8G047100.1.p
OG0005530	FUN_037029-T1	Bevul.6G229200.1.p, Bevul.8G186100.1.p
OG0005531	FUN_036194-T1, FUN_035749-T1	Bevul.9G029100.1.p
OG0005532	FUN_012232-T1	Bevul.8G044400.1.p
OG0005532	FUN_031770-T1	Bevul.6G203000.1.p
OG0005533	FUN_036748-T1, FUN_036748-T2	Bevul.8G016800.1.p
OG0005534	FUN_012268-T1	Bevul.8G048500.1.p
OG0005535	FUN_046781-T3	Bevul.1G142300.1.p, Bevul.2G058500.1.p
OG0005536	FUN_045826-T1, FUN_045826-T2	Bevul.4G052200.1.p
OG0005537	FUN_018852-T1, FUN_008113-T1, FUN_008114-T1	Bevul.6G196600.1.p, Bevul.3G179000.1.p
OG0005538	FUN_008255-T1	Bevul.2G001700.3.p, Bevul.2G001700.2.p, Bevul.2G001700.1.p, Bevul.2G001700.4.p
OG0005539	FUN_049706-T1	Bevul.1G131100.1.p
OG0005540	FUN_026068-T1	Bevul.8G166000.1.p
OG0005541	FUN_011810-T3, FUN_011810-T2, FUN_011810-T1	Bevul.7G063200.1.p
OG0005542	FUN_005453-T1	Bevul.9G187500.1.p
OG0005543	FUN_021061-T1, FUN_008396-T1	Bevul.2G021100.1.p, Bevul.2G020900.1.p
OG0005544	FUN_028451-T1, FUN_012751-T1	Bevul.8G146400.1.p
OG0005545	FUN_026337-T2, FUN_026337-T1	Bevul.8G188700.1.p
OG0005546	FUN_010900-T1	Bevul.6G042700.1.p
OG0005547	FUN_030144-T1, FUN_030144-T2, FUN_003844-T3, FUN_003844-T1, FUN_003844-T4, FUN_003844-T2	Bevul.2G224800.2.p, Bevul.2G224800.1.p
OG0005549	FUN_001831-T1	Bevul.9G214700.2.p, Bevul.9G214700.7.p, Bevul.9G214700.3.p, Bevul.9G214700.8.p, Bevul.9G214700.1.p, Bevul.9G214700.5.p, Bevul.9G214700.4.p, Bevul.9G214700.6.p
OG0005550	FUN_026779-T2, FUN_026779-T3, FUN_026779-T1	Bevul.8G208800.1.p
OG0005551	FUN_036943-T1, FUN_049640-T1	Bevul.1G133300.1.p
OG0005552	FUN_006083-T1	Bevul.2G129400.2.p, Bevul.2G129400.1.p
OG0005553	FUN_004690-T2, FUN_004690-T1, FUN_032914-T1	Bevul.3G187900.1.p
OG0005554	FUN_017636-T1	Bevul.9G202200.2.p, Bevul.9G202200.1.p, Bevul.9G202200.3.p
OG0005555	FUN_013040-T1, FUN_026907-T1	Bevul.8G157800.1.p
OG0005556	FUN_037079-T2, FUN_037079-T3, FUN_037079-T1	Bevul.4G033900.1.p
OG0005557	FUN_010728-T1, FUN_044930-T1	Bevul.5G233900.1.p
OG0005558	FUN_017115-T2, FUN_017115-T1	Bevul.5G001300.1.p
OG0005559	FUN_047059-T1	Bevul.5G163900.1.p
OG0005560	FUN_013005-T1, FUN_013005-T2, FUN_052860-T2, FUN_052860-T1	Bevul.8G155300.1.p
OG0005561	FUN_020857-T2, FUN_020857-T3, FUN_020857-T1	Bevul.2G173400.5.p, Bevul.2G173400.1.p, Bevul.2G173400.3.p, Bevul.2G173400.2.p, Bevul.2G173400.4.p
OG0005562	FUN_049130-T1	Bevul.1G176200.1.p
OG0005563	FUN_033297-T1, FUN_033297-T2	Bevul.7G218700.1.p
OG0005564	FUN_030692-T1	Bevul.2G131900.2.p, Bevul.2G131900.3.p, Bevul.2G131900.1.p
OG0005565	FUN_001814-T1	Bevul.9G209300.1.p, Bevul.9G209300.2.p
OG0005566	FUN_022636-T1	Bevul.3G075700.1.p
OG0005566	FUN_018746-T1, FUN_040747-T1	Bevul.5G035800.1.p
OG0005567	FUN_026425-T1	Bevul.8G193300.1.p
OG0005568	FUN_019410-T1	Bevul.2G118800.1.p
OG0005569	FUN_050084-T1	Bevul.7G167500.1.p
OG0005570	FUN_011273-T1	Bevul.7G224900.1.p, Bevul.3G048200.1.p
OG0005571	FUN_050247-T1	Bevul.7G152000.1.p
OG0005572	FUN_021209-T1, FUN_031424-T1	Bevul.2G005000.2.p, Bevul.2G005000.3.p, Bevul.2G005000.1.p, Bevul.2G005000.4.p
OG0005573	FUN_028702-T1, FUN_028702-T2, FUN_028702-T3	Bevul.8G149000.1.p
OG0005574	FUN_037165-T1	Bevul.1G165700.1.p
OG0005575	FUN_005370-T1, FUN_005370-T2	Bevul.2G135000.3.p, Bevul.2G135000.4.p, Bevul.2G135000.2.p, Bevul.2G135000.1.p
OG0005576	FUN_041249-T1, FUN_017267-T1	Bevul.5G073300.1.p
OG0005577	FUN_018336-T1	Bevul.5G017300.1.p
OG0005578	FUN_050253-T1	Bevul.7G150800.1.p
OG0005578	FUN_006057-T1	Bevul.2G127900.1.p
OG0005579	FUN_004528-T1	Bevul.3G203400.1.p
OG0005580	FUN_012431-T2, FUN_012431-T1, FUN_035259-T1	Bevul.8G057800.1.p
OG0005581	FUN_028147-T1	Bevul.8G139300.1.p
OG0005582	FUN_008982-T1, FUN_008982-T2	Bevul.3G043500.1.p
OG0005583	FUN_025195-T1	Bevul.7G152300.1.p
OG0005584	FUN_022835-T2, FUN_022835-T3, FUN_022835-T1, FUN_013901-T1	Bevul.3G068200.1.p
OG0005585	FUN_040734-T2, FUN_040734-T1, FUN_040734-T3	Bevul.5G036300.1.p
OG0005586	FUN_005003-T1, FUN_005001-T2, FUN_005001-T1	Bevul.2G161300.1.p
OG0005587	FUN_034875-T1	Bevul.8G080000.1.p
OG0005588	FUN_052432-T1	Bevul.9G228800.5.p, Bevul.9G228800.4.p, Bevul.9G228800.2.p, Bevul.9G228800.1.p, Bevul.9G228800.3.p, Bevul.9G203700.2.p, Bevul.9G203700.1.p
OG0005589	FUN_023543-T1	Bevul.2G024100.2.p, Bevul.2G024100.1.p
OG0005590	FUN_004459-T2, FUN_004459-T3, FUN_004459-T1, FUN_004458-T1, FUN_032688-T1	Bevul.3G209400.1.p
OG0005591	FUN_025686-T1	Bevul.2G012000.2.p, Bevul.2G012000.1.p
OG0005592	FUN_024098-T2, FUN_024098-T1	Bevul.7G160400.1.p
OG0005593	FUN_040046-T1	Bevul.5G066600.1.p
OG0005594	FUN_005078-T1, FUN_005078-T2	Bevul.2G157100.1.p, Bevul.2G157100.2.p
OG0005595	FUN_050243-T1	Bevul.7G152800.1.p
OG0005596	FUN_040627-T1, FUN_018627-T1, FUN_036579-T1	Bevul.5G042600.1.p
OG0005597	FUN_026856-T1, FUN_034040-T1	Bevul.8G214100.1.p
OG0005598	FUN_040096-T1	Bevul.5G001500.1.p
OG0005599	FUN_039987-T1, FUN_039987-T2	Bevul.5G012900.1.p
OG0005600	FUN_016705-T1	Bevul.2G206200.1.p
OG0005601	FUN_019257-T1, FUN_040055-T1, FUN_040055-T2	Bevul.5G065700.1.p
OG0005602	FUN_037033-T2, FUN_037033-T1	Bevul.1G125100.1.p
OG0005603	FUN_026302-T1, FUN_026302-T2	Bevul.8G186300.1.p
OG0005604	FUN_032212-T1, FUN_006042-T1, FUN_006042-T2	Bevul.2G126300.1.p, Bevul.2G126300.2.p
OG0005605	FUN_042395-T1, FUN_015856-T1	Bevul.9G107800.1.p
