Orthogroup	P_amilis.proteins	A_thaliana.proteins
OG0004529	FUN_043676-T1, FUN_024875-T1	AT2G20320.1, AT2G20320.2
OG0004530	FUN_048572-T1	AT1G12680.1
OG0004531	FUN_027036-T1, FUN_020602-T1	AT3G26960.1, AT5G41050.1
OG0004532	FUN_013596-T1	AT4G01810.2, AT4G01810.3, AT4G01810.1
OG0004534	FUN_037021-T1	AT1G71240.2, AT1G71240.1, AT1G71240.3
OG0004535	FUN_050824-T4, FUN_050824-T3, FUN_050824-T1, FUN_050824-T2, FUN_011584-T2, FUN_011584-T1	AT2G30575.1, AT1G06780.1, AT1G06780.2
OG0004536	FUN_039211-T1	AT1G68180.1
OG0004536	FUN_037942-T1	AT1G60360.1
OG0004537	FUN_043645-T1	AT1G07830.1
OG0004538	FUN_042918-T1, FUN_042918-T2, FUN_024727-T1	AT1G02880.3, AT1G02880.6, AT1G02880.2, AT2G44750.2, AT2G44750.1, AT1G02880.4, AT1G02880.1, AT1G02880.5
OG0004539	FUN_045638-T1, FUN_045638-T3, FUN_045638-T2, FUN_051856-T1	AT4G38810.2, AT4G38810.1
OG0004540	FUN_026952-T1, FUN_001257-T1	AT1G76870.3, AT1G76870.1, AT1G76870.2, AT1G21200.2, AT1G21200.1
OG0004542	FUN_049010-T1	AT2G18220.1
OG0004543	FUN_005132-T1	AT1G20890.2, AT1G20890.1
OG0004544	FUN_018482-T1, FUN_042750-T1, FUN_017738-T1	AT5G09760.1, AT5G09760.2, AT5G64640.1
OG0004545	FUN_029423-T1, FUN_019206-T1	AT4G09990.1, AT1G33800.1
OG0004545	FUN_017999-T1, FUN_041890-T1	AT1G09610.1
OG0004546	FUN_051980-T1, FUN_045742-T1	AT4G35080.2, AT4G35080.3, AT4G35080.1, AT2G16800.1, AT2G16015.1
OG0004547	FUN_030696-T1	AT2G18250.1
OG0004548	FUN_048386-T2, FUN_048386-T1, FUN_036803-T1, FUN_036803-T2	AT1G44750.8, AT1G44750.4, AT1G44750.5, AT1G44750.3, AT1G44750.7, AT1G44750.1, AT1G44750.2, AT1G44750.6
OG0004549	FUN_011236-T1	AT1G74110.1
OG0004550	FUN_011260-T2, FUN_011260-T1, FUN_047133-T1, FUN_047133-T2	AT5G08130.4, AT5G08130.2, AT5G08130.3, AT5G08130.1, AT5G08130.8, AT5G08130.6, AT5G08130.5, AT5G08130.7
OG0004551	FUN_020686-T1	AT2G01990.1, AT2G01990.2, AT1G14630.2, AT1G14630.1
OG0004552	FUN_012136-T1	AT1G50500.3, AT1G50500.1, AT1G50500.2, AT1G50500.4, AT1G50500.5
OG0004553	FUN_010764-T2, FUN_010764-T1	AT5G50130.1, AT5G50130.7, AT5G50130.8, AT5G50130.6, AT5G50130.5, AT5G50130.2, AT5G50130.4, AT5G50130.3, AT5G50130.9
OG0004554	FUN_016865-T4, FUN_016865-T2, FUN_016865-T3, FUN_016865-T1	AT3G02260.3, AT3G02260.1, AT3G02260.4, AT3G02260.2
OG0004555	FUN_011042-T1	AT3G47620.1, AT1G69690.1
OG0004556	FUN_040398-T1, FUN_040398-T3, FUN_040398-T2	AT3G17770.1, AT1G48430.2, AT1G48430.1
OG0004557	FUN_046853-T1, FUN_010489-T2, FUN_010489-T3, FUN_010489-T1	AT3G18370.1
OG0004558	FUN_025508-T1, FUN_031160-T1, FUN_030728-T1, FUN_031159-T1	AT5G07480.2, AT5G07480.1, AT3G60290.1, AT2G44800.1
OG0004559	FUN_041517-T1	AT1G32540.7, AT1G32540.1, AT1G32540.6, AT1G32540.4, AT1G32540.5, AT1G32540.2, AT1G32540.3
OG0004560	FUN_027652-T1, FUN_034170-T1	AT3G19820.1, AT3G19820.2, AT3G19820.3
OG0004561	FUN_010790-T2, FUN_010790-T1	AT5G17990.1
OG0004562	FUN_023859-T1, FUN_033623-T1	AT1G25550.2, AT1G25550.1, AT1G68670.1, AT3G25790.1, AT3G25790.2, AT1G13300.1
OG0004564	FUN_032609-T1	AT2G03150.1, AT2G03150.2
OG0004565	FUN_033812-T1	AT1G69080.2, AT1G69080.1, AT2G03720.1, AT2G03720.2
OG0004565	FUN_045549-T1, FUN_011251-T1	AT5G17390.1, AT3G03290.1
OG0004566	FUN_023864-T1, FUN_033605-T1	AT1G25510.1
OG0004566	FUN_011510-T1, FUN_037905-T1	AT3G18490.1
OG0004567	FUN_043889-T1, FUN_024572-T1, FUN_024572-T2, FUN_000899-T1	AT5G60990.1
OG0004568	FUN_020717-T1, FUN_020717-T2	AT3G27110.4, AT3G27110.3, AT3G27110.5, AT3G27110.2, AT3G27110.1
OG0004570	FUN_002502-T2, FUN_002502-T1, FUN_001059-T1	AT1G53850.1, AT1G53850.2, AT3G14290.1
OG0004571	FUN_041646-T2, FUN_041646-T1	AT1G19100.1
OG0004572	FUN_053061-T1, FUN_053288-T1	AT5G61000.1, AT5G08020.1
OG0004573	FUN_009876-T1	AT2G44730.1
OG0004573	FUN_041300-T1	AT4G17060.1
OG0004574	FUN_049897-T1, FUN_049897-T2, FUN_045971-T1	AT4G19110.1, AT4G19110.3, AT4G19110.2
OG0004575	FUN_045208-T1, FUN_044004-T1	AT5G17210.2, AT5G17210.1
OG0004576	FUN_047461-T2, FUN_047461-T1	AT5G62570.3, AT5G62570.4, AT5G62570.2, AT5G62570.1
OG0004577	FUN_017684-T1, FUN_041657-T1	AT1G32240.1, AT1G32240.2, AT1G32240.3, AT4G17695.1
OG0004578	FUN_029940-T1	AT1G17730.1, AT1G73030.1
OG0004579	FUN_025331-T1	AT2G03280.1, AT2G03280.2, AT1G14020.1
OG0004580	FUN_035891-T1, FUN_035891-T2, FUN_021717-T1, FUN_035891-T3	AT5G26360.1
OG0004581	FUN_011088-T1	AT3G29010.4, AT3G29010.3, AT3G29010.6, AT3G29010.2, AT3G29010.5, AT3G29010.1
OG0004582	FUN_016737-T2, FUN_016737-T1	AT5G37850.3, AT5G37850.1, AT5G37850.2, AT5G37850.4
OG0004583	FUN_047092-T1, FUN_047092-T2, FUN_011305-T2, FUN_011305-T1	AT1G73930.2, AT1G73930.1
OG0004585	FUN_018796-T1, FUN_030860-T1, FUN_030860-T2	AT3G28480.1, AT3G28480.2, AT3G28490.1
OG0004586	FUN_017965-T1, FUN_017965-T2, FUN_041868-T2, FUN_041868-T1	AT1G31650.1, AT1G31650.2
OG0004587	FUN_024229-T3, FUN_024229-T2, FUN_024229-T1	AT3G28670.2, AT3G28670.3, AT3G28670.1
OG0004588	FUN_029057-T2, FUN_029057-T1	AT1G66330.2, AT1G66330.1
OG0004590	FUN_029702-T1	AT5G38820.3, AT5G38820.1, AT5G38820.2, AT3G30390.3, AT3G30390.2, AT3G30390.1
OG0004591	FUN_046847-T1	AT1G23110.7, AT1G23110.4, AT1G23110.1, AT1G23110.2, AT1G23110.5, AT1G23110.6, AT1G23110.3, AT1G70900.1
OG0004592	FUN_040433-T1, FUN_002055-T1	AT1G73200.1, AT1G17820.1
OG0004593	FUN_031836-T1, FUN_025287-T1	AT1G27290.2, AT1G27290.1
OG0004594	FUN_017224-T2, FUN_017224-T1, FUN_040024-T1	AT5G47310.1, AT4G17486.2, AT4G17486.1
OG0004595	FUN_017680-T1, FUN_041654-T1	AT5G46880.1, AT5G46880.2, AT5G46880.3
OG0004596	FUN_046870-T3, FUN_046870-T1, FUN_046862-T1, FUN_046870-T2, FUN_046870-T4, FUN_046867-T1, FUN_046867-T2	AT1G49040.2, AT1G49040.4, AT1G49040.3, AT1G49040.1
OG0004597	FUN_032397-T2, FUN_032397-T1	AT1G10417.1, AT1G10417.4, AT1G10417.3, AT1G10417.2
OG0004599	FUN_004417-T1, FUN_033957-T1	AT3G56480.1, AT2G40820.1, AT2G40820.2, AT2G40820.4, AT2G40820.3, AT2G40820.5
OG0004600	FUN_020270-T1, FUN_012982-T1	AT3G52520.1, AT5G06280.1, AT5G06280.3
OG0004601	FUN_003682-T1	AT3G58030.4, AT3G58030.3, AT3G58030.2, AT3G58030.1, AT2G42030.1
OG0004620	FUN_048475-T1, FUN_018750-T1	AT5G64680.3, AT5G64680.2, AT5G64680.1
OG0004622	FUN_004784-T1	AT2G42210.3, AT2G42210.4, AT2G42210.2, AT3G57900.1, AT2G42210.5, AT2G42210.1
OG0004623	FUN_050044-T5, FUN_050044-T6, FUN_050044-T1, FUN_050044-T2, FUN_050044-T4, FUN_050044-T3	AT4G18905.2, AT4G18905.1
OG0004624	FUN_021903-T1, FUN_021902-T1, FUN_017807-T1, FUN_017807-T2	AT5G64830.1, AT5G64830.2, AT5G64830.3
OG0004626	FUN_036097-T1, FUN_036097-T2, FUN_052442-T1	AT5G36100.2, AT5G36100.1, AT1G65090.1, AT1G65090.2, AT1G65090.3
OG0004628	FUN_041746-T2, FUN_041746-T1	AT1G31910.2, AT1G31910.1
OG0004629	FUN_021721-T1, FUN_039177-T2, FUN_039177-T1	AT1G29940.1
OG0004630	FUN_015620-T1	AT2G26060.2, AT2G26060.1, AT4G32990.1, AT4G32990.2
OG0004631	FUN_033949-T1	AT5G12235.1
OG0004633	FUN_015788-T2, FUN_015788-T1	AT1G80910.1, AT1G16020.1, AT1G16020.4, AT1G16020.3, AT1G16020.2
OG0004634	FUN_000930-T1, FUN_021937-T1	AT1G19520.2, AT1G19520.1
OG0004635	FUN_002575-T1	AT3G04740.1
OG0004636	FUN_027115-T1, FUN_027115-T2	AT5G15940.4, AT5G15940.2, AT5G15940.3, AT5G15940.1, AT5G04070.1
OG0004638	FUN_011481-T1	AT2G47430.1
OG0004639	FUN_027853-T2, FUN_027853-T1	AT2G06530.1, AT2G06530.2
OG0004640	FUN_046156-T1	AT3G20330.1, AT3G20330.2
OG0004641	FUN_032037-T3	AT1G24510.2
OG0004641	FUN_025395-T1, FUN_032037-T2, FUN_032037-T1	AT1G24510.1
OG0004642	FUN_018042-T1, FUN_041930-T1	AT3G51850.2, AT3G51850.3, AT3G51850.1
OG0004643	FUN_014547-T2, FUN_014547-T1, FUN_010539-T1	AT4G14780.1, AT3G22750.1
OG0004644	FUN_010669-T1	AT3G07490.1
OG0004645	FUN_047033-T1	AT3G48820.2, AT3G48820.1
OG0004646	FUN_051529-T1, FUN_034411-T1	AT1G09160.2, AT1G09160.1
OG0004647	FUN_030842-T1, FUN_030842-T2	AT3G51940.1, AT3G51940.2
OG0004647	FUN_032760-T1	AT5G03990.2, AT5G03990.1
OG0004648	FUN_034103-T1	AT3G24255.3, AT3G24255.5, AT3G24255.4, AT3G24255.7, AT3G24255.1, AT3G24255.8, AT3G23910.2, AT3G24255.6, AT3G24255.2, AT3G23910.1
OG0004650	FUN_036207-T1	AT5G17440.1, AT5G17440.2, AT3G03340.1, AT3G03340.3
OG0004651	FUN_027204-T1, FUN_001459-T1	AT1G31480.1
OG0004652	FUN_034091-T1, FUN_003500-T1	AT3G23810.1, AT4G13940.1
OG0004653	FUN_052660-T1	AT3G54430.1, AT5G12330.2, AT5G12330.1, AT5G12330.3, AT5G12330.4
OG0004654	FUN_052508-T1, FUN_036197-T1	AT3G02750.1, AT3G02750.3, AT3G02750.2
OG0004655	FUN_047281-T1	AT5G26710.1
OG0004656	FUN_052321-T1, FUN_052321-T2	AT1G09770.1
OG0004657	FUN_031608-T2, FUN_031608-T1, FUN_031608-T3	AT3G59430.2, AT3G59430.1, AT3G59430.6, AT3G59430.8, AT3G59430.7, AT3G59430.4, AT3G59430.3, AT3G59430.5
OG0004658	FUN_026987-T1, FUN_026986-T1	AT5G16715.1
OG0004659	FUN_034453-T1	AT1G09195.9, AT1G09195.15, AT1G09195.14, AT1G09195.1, AT1G09195.7, AT1G09195.3, AT1G09195.4, AT1G09195.5, AT1G09195.6, AT1G09195.8, AT1G09195.12, AT1G09195.2, AT1G09195.11, AT1G09195.13, AT1G09195.10
OG0004660	FUN_052686-T1, FUN_036363-T1	AT1G50420.1
OG0004661	FUN_010322-T2, FUN_010322-T1, FUN_051282-T1	AT3G54790.1, AT3G54790.3, AT3G54790.2
OG0004662	FUN_008230-T1, FUN_008230-T2	AT4G30900.1, AT4G30900.2, AT4G30900.3
OG0004663	FUN_020365-T2, FUN_020365-T1	AT5G06220.1, AT5G06220.3, AT5G06220.2, AT3G11560.4, AT3G11560.3, AT3G11560.2, AT3G11560.5, AT3G11560.1
OG0004664	FUN_027608-T1	AT3G61420.1, AT3G61420.2, AT1G55750.6, AT1G55750.1, AT1G55750.2, AT1G55750.4, AT1G55750.5, AT1G55750.3
OG0004665	FUN_032957-T1, FUN_004772-T1	AT3G57890.2, AT3G57890.1, AT2G42230.2
OG0004666	FUN_005480-T2, FUN_005480-T5, FUN_005480-T1, FUN_005480-T3	AT2G28520.1
OG0004667	FUN_024968-T1	AT3G07090.1, AT3G07090.2
OG0004668	FUN_026923-T1, FUN_028775-T1, FUN_042966-T1, FUN_042963-T1, FUN_046744-T1, FUN_001735-T1, FUN_001735-T2, FUN_001735-T3	AT5G52820.1
OG0004669	FUN_004517-T1, FUN_032736-T2, FUN_032736-T1, FUN_032736-T3	AT5G04060.1, AT3G10200.1, AT3G10200.2
OG0004670	FUN_003462-T2, FUN_003462-T1	AT2G32780.1, AT1G04860.1
OG0004671	FUN_014237-T1, FUN_014238-T1	AT3G17240.3, AT3G17240.1, AT1G48030.2, AT1G48030.5, AT1G48030.1, AT1G48030.3, AT1G48030.4
OG0004672	FUN_026091-T1, FUN_026091-T2, FUN_050271-T1, FUN_050269-T1	AT2G27900.1, AT2G27900.2
OG0004673	FUN_005529-T1	AT1G80820.1, AT1G80820.2, AT1G15950.6, AT1G15950.5, AT1G15950.4, AT1G15950.2, AT1G15950.1, AT1G15950.3, AT1G15950.7
OG0004674	FUN_052233-T1, FUN_005449-T1	AT3G45590.1, AT3G45590.2, AT3G45577.1, AT5G60230.1, AT5G60230.2
OG0004675	FUN_002822-T1	AT3G23900.3, AT3G23900.4, AT3G23900.1, AT3G23900.2
OG0004676	FUN_042823-T1, FUN_024667-T1	AT2G47920.2, AT2G47920.1, AT4G03153.1, AT1G03470.3, AT1G03470.1, AT1G03470.4, AT1G03470.2
OG0004677	FUN_000199-T1, FUN_000199-T2	AT5G28910.2, AT5G28960.1, AT5G28910.1
OG0004678	FUN_011685-T1	AT2G29430.1
OG0004679	FUN_051468-T1, FUN_051467-T1	AT5G27650.1, AT3G05430.1, AT3G05430.2
OG0004680	FUN_034194-T2, FUN_034194-T1	AT1G09060.2, AT1G09060.1, AT1G09060.3, AT1G09060.4
OG0004681	FUN_045710-T1, FUN_045712-T1	AT4G38650.1
OG0004682	FUN_044816-T2, FUN_044816-T1, FUN_044816-T3	AT4G22930.2, AT4G22930.1
OG0004683	FUN_045726-T1	AT2G20980.1
OG0004684	FUN_043266-T1, FUN_036698-T1	AT4G39960.2, AT4G39960.1, AT2G22360.1
OG0004685	FUN_002269-T1	AT4G34460.4, AT4G34460.2, AT4G34460.1, AT4G34460.3
OG0004686	FUN_046036-T3, FUN_046036-T1, FUN_046036-T2	AT4G35440.1, AT4G35440.2
OG0004687	FUN_038527-T1, FUN_038527-T2, FUN_038527-T3	AT3G54340.1
OG0004688	FUN_000552-T1, FUN_000552-T2	AT5G09730.1, AT5G64570.2, AT5G64570.1, AT5G64570.3
OG0004689	FUN_036268-T1	AT5G64960.1, AT5G64960.2, AT5G10270.1
OG0004690	FUN_038044-T1, FUN_038044-T2, FUN_048564-T1	AT4G24390.2, AT4G24390.1, AT5G49980.1
OG0004691	FUN_007499-T1	AT1G49320.1
OG0004692	FUN_025012-T1, FUN_023067-T2, FUN_023067-T1	AT5G22130.2, AT5G22130.1, AT5G22130.3
OG0004693	FUN_026518-T1	AT5G64420.1
OG0004694	FUN_029550-T3, FUN_029550-T2, FUN_029550-T1	AT4G13577.1
OG0004696	FUN_022601-T1	AT4G25450.3, AT4G25450.2, AT4G25450.1
OG0004697	FUN_051330-T1	AT5G20240.1, AT5G20240.2
OG0004698	FUN_009618-T1, FUN_030572-T1, FUN_030572-T2	AT3G49880.1, AT5G67540.1, AT5G67540.3, AT5G67540.2
OG0004699	FUN_047244-T4, FUN_047244-T1, FUN_047244-T3, FUN_047244-T2	AT3G19440.1, AT3G19440.2
OG0004700	FUN_012842-T3, FUN_012842-T2, FUN_012842-T1, FUN_012842-T4	AT4G18440.1, AT1G36280.1, AT1G36280.2
OG0004702	FUN_051796-T4, FUN_051796-T1, FUN_051796-T3, FUN_051796-T2	AT4G35335.1
OG0004703	FUN_005637-T1	AT5G64440.1
OG0004704	FUN_025552-T1, FUN_025552-T2	AT4G36050.1, AT4G36050.4, AT4G36050.3, AT4G36050.2, AT4G36050.5
OG0004705	FUN_017006-T1, FUN_029595-T1	AT1G35720.1, AT5G65020.1, AT5G65020.2, AT5G10230.1, AT5G10220.1
OG0004707	FUN_048602-T2, FUN_048602-T1, FUN_038110-T1	AT1G22460.1
OG0004708	FUN_041576-T1	AT1G26370.1
OG0004709	FUN_016973-T1, FUN_049533-T1, FUN_029611-T1	AT4G39740.1
OG0004711	FUN_031062-T2, FUN_031062-T1, FUN_031063-T1, FUN_031063-T2, FUN_031063-T3, FUN_031061-T1, FUN_025575-T1	AT2G18080.1, AT4G36195.1, AT4G36195.2, AT4G36195.3, AT4G36190.1
OG0004712	FUN_005468-T1, FUN_005468-T3, FUN_005468-T2	AT5G14200.2, AT5G14200.3, AT5G14200.1, AT1G31180.2, AT1G31180.1, AT1G80560.1
OG0004713	FUN_045714-T1, FUN_051953-T1	AT4G34950.1, AT2G16660.2, AT2G16660.1
OG0004715	FUN_025462-T1	AT4G40080.1
OG0004717	FUN_013124-T1, FUN_030566-T2, FUN_030566-T1	AT5G67470.1
OG0004718	FUN_014087-T1, FUN_014087-T2	AT5G20890.1
OG0004719	FUN_004115-T1	AT3G08600.1
OG0004721	FUN_008691-T1	AT1G61170.1, AT1G11125.1
OG0004724	FUN_005191-T1	AT5G26030.1, AT5G26030.2
OG0004725	FUN_047569-T1, FUN_047569-T2	AT3G14400.1
OG0004726	FUN_036719-T1	AT5G46060.1
OG0004727	FUN_027542-T1, FUN_027542-T2	AT3G07890.5, AT3G07890.4, AT3G07890.3, AT3G07890.1, AT3G07890.2
OG0004728	FUN_001015-T1, FUN_047339-T1, FUN_010748-T1	AT3G55410.2, AT3G55410.1, AT5G65750.1
OG0004729	FUN_019233-T1, FUN_029530-T1, FUN_002349-T1	AT4G37110.1, AT4G37110.2, AT4G37110.3, AT4G37110.4, AT2G23530.1
OG0004730	FUN_003144-T1	AT1G15260.1
OG0004730	FUN_026416-T1	AT3G24535.1
OG0004731	FUN_010301-T1	AT1G64280.1
OG0004732	FUN_045860-T1	AT5G54520.1
OG0004734	FUN_037715-T1, FUN_037715-T2, FUN_037715-T3, FUN_048376-T2, FUN_048376-T1	AT1G72040.1
OG0004735	FUN_029935-T1, FUN_042724-T1	AT5G48220.2, AT5G48220.4, AT5G48220.3, AT5G48220.1
OG0004736	FUN_012578-T1, FUN_020688-T1, FUN_008454-T2, FUN_008454-T1	AT1G14660.1, AT1G14660.2, AT2G01980.1
OG0004737	FUN_034940-T1, FUN_027160-T2, FUN_027160-T1, FUN_034941-T1	AT5G45650.2, AT5G45650.1, AT5G45640.1
OG0004738	FUN_035274-T1, FUN_012433-T1, FUN_012437-T1	AT1G61810.4, AT1G61810.2, AT1G61810.3, AT1G61810.1, AT1G61810.5, AT1G61820.3, AT1G61820.1, AT4G21760.1, AT4G21760.2
OG0004739	FUN_046640-T1	AT5G53900.1, AT5G53900.3, AT5G53900.2, AT3G15240.2
OG0004740	FUN_014447-T1	AT3G48750.1
OG0004741	FUN_053317-T1	AT1G80770.6, AT1G80770.5, AT1G80770.1, AT1G80770.4, AT1G80770.3, AT1G80770.2
OG0004742	FUN_045574-T2, FUN_045574-T1, FUN_037242-T1	AT4G25630.1, AT5G52470.1, AT5G52470.2
OG0004743	FUN_039971-T1	AT5G42000.1
OG0004743	FUN_048203-T1, FUN_037496-T1	AT1G01230.1
OG0004744	FUN_013838-T2, FUN_013838-T1, FUN_013833-T1	AT5G24000.1
OG0004744	FUN_022878-T1	AT5G52540.1
OG0004745	FUN_022136-T1, FUN_022137-T1	AT5G52060.1, AT5G07220.1
OG0004747	FUN_005180-T1, FUN_004412-T1	AT3G20430.1
OG0004748	FUN_049721-T1, FUN_037041-T1	AT3G60860.1, AT1G01960.1
OG0004749	FUN_017328-T2, FUN_017328-T3, FUN_017328-T1	AT5G41150.4, AT5G41150.2, AT5G41150.3, AT5G41150.1
OG0004750	FUN_040642-T2, FUN_040642-T1, FUN_018638-T1	AT1G12450.1, AT4G22850.2, AT4G22850.1
OG0004751	FUN_007767-T1, FUN_020964-T1	AT4G32272.2, AT4G32272.1
OG0004752	FUN_050248-T1	AT3G20260.1
OG0004753	FUN_026044-T1	AT5G35160.2, AT5G35160.3, AT5G35160.1, AT5G35160.4
OG0004754	FUN_005029-T1, FUN_000035-T1	AT2G25830.1
OG0004755	FUN_006075-T1, FUN_016295-T1	AT4G31340.1, AT4G31340.2, AT2G24420.1, AT2G24420.2
OG0004756	FUN_002417-T1, FUN_024400-T1	AT4G16710.1, AT4G16710.3, AT4G16710.4, AT4G16710.2
OG0004757	FUN_008001-T1	AT1G55300.1, AT1G55300.2
OG0004758	FUN_021608-T1	AT1G80450.1
OG0004758	FUN_021772-T1	AT5G08480.3, AT5G08480.2, AT5G08480.1
OG0004759	FUN_049195-T1	AT3G61200.1
OG0004760	FUN_012769-T1, FUN_028381-T1	AT1G74930.1, AT1G19210.1
OG0004761	FUN_026447-T1, FUN_015518-T1	AT4G28910.3, AT4G28910.2, AT4G28910.1
OG0004762	FUN_026109-T1	AT5G35430.1
OG0004764	FUN_050123-T1, FUN_024023-T1	AT3G14200.1
OG0004765	FUN_040692-T1, FUN_018703-T1	AT4G11911.2, AT4G11911.1, AT4G11910.1, AT4G22920.2, AT4G22920.1
OG0004766	FUN_015885-T1, FUN_028770-T1	AT5G57830.1
OG0004767	FUN_022966-T1	AT4G31370.1, AT2G24450.1
OG0004768	FUN_037341-T1, FUN_048105-T1, FUN_048105-T2	AT4G01150.2, AT4G01150.1
OG0004769	FUN_013629-T1, FUN_008816-T1, FUN_008816-T2	AT4G27780.1, AT4G27780.2, AT5G53470.1
OG0004770	FUN_000150-T1	AT1G15240.4, AT1G15240.5, AT1G15240.1, AT1G15240.3, AT1G15240.2
OG0004771	FUN_011431-T1, FUN_011432-T1	AT1G72880.1, AT1G72880.2
OG0004772	FUN_028239-T1, FUN_012786-T1, FUN_023975-T1, FUN_050077-T1	AT3G14070.1, AT1G54115.1
OG0004774	FUN_035990-T1	AT3G05870.7, AT3G05870.3, AT3G05870.5, AT3G05870.4, AT3G05870.2, AT3G05870.6, AT3G05870.1
OG0004775	FUN_028705-T1	AT2G26210.5, AT2G26210.6, AT2G26210.4, AT2G26210.7, AT2G26210.1, AT2G26210.2, AT2G26210.3
OG0004776	FUN_019173-T3, FUN_019173-T1, FUN_019173-T2, FUN_019173-T4	AT2G28470.4, AT2G28470.2, AT2G28470.3, AT2G28470.1, AT2G28470.5
OG0004777	FUN_026323-T1	AT1G08510.1
OG0004778	FUN_005864-T1, FUN_000914-T2, FUN_000914-T1	AT1G78900.1, AT1G78900.2
OG0004779	FUN_022726-T1	AT5G52200.2, AT5G52200.3, AT5G52200.1
OG0004780	FUN_001729-T1, FUN_001729-T4, FUN_001729-T3, FUN_001729-T2	AT5G20320.3, AT5G20320.2, AT5G20320.1
OG0004781	FUN_015964-T1	AT1G52380.2, AT1G52380.4, AT1G52380.1, AT1G52380.3, AT3G15970.1, AT3G15970.2
OG0004782	FUN_015447-T1	AT5G51690.2, AT5G51690.1
OG0004782	FUN_018640-T1	AT1G62960.1
OG0004783	FUN_014675-T1	AT3G07950.1
OG0004784	FUN_001796-T1, FUN_006332-T2, FUN_006332-T1	AT1G79830.2, AT1G79830.4, AT1G79830.1, AT1G79830.3, AT1G79830.5
OG0004785	FUN_013031-T1, FUN_013032-T1, FUN_013038-T1, FUN_052885-T1, FUN_047626-T1	AT4G28040.4, AT4G28040.5, AT4G28040.3, AT4G28040.2, AT4G28040.1, AT4G30420.2, AT4G30420.1
OG0004786	FUN_006162-T2, FUN_006162-T1, FUN_016230-T1	AT1G80230.1, AT3G15640.2, AT3G15640.1
OG0004787	FUN_013147-T1, FUN_026081-T1	AT5G20270.1
OG0004788	FUN_053003-T1, FUN_053003-T4, FUN_053003-T2, FUN_053003-T3, FUN_024108-T1	AT4G05523.1, AT1G13120.1
OG0004789	FUN_052154-T1, FUN_052154-T2, FUN_052154-T5, FUN_052154-T4, FUN_052154-T3	AT2G07680.6, AT2G07680.3, AT2G07680.2, AT2G07680.4, AT2G07680.5, AT2G07680.1
OG0004790	FUN_026803-T1	AT5G57360.2, AT5G57360.1
OG0004792	FUN_008911-T1	AT5G24170.1, AT5G24170.2
OG0004792	FUN_021745-T1	AT5G23550.1
OG0004793	FUN_026334-T1, FUN_026334-T2	AT3G24350.1, AT3G24350.2
OG0004794	FUN_052294-T1, FUN_026092-T1	AT3G01340.1, AT3G01340.2, AT2G30050.1
OG0004795	FUN_000819-T2, FUN_000819-T1, FUN_000819-T4, FUN_000819-T3	AT3G52260.1, AT3G52260.4, AT3G52260.2, AT3G52260.3
OG0004796	FUN_027900-T1	AT2G19270.1
OG0004797	FUN_027868-T1, FUN_004196-T1	AT5G57035.1, AT2G19410.1, AT2G19410.3, AT2G19410.2
OG0004798	FUN_001739-T1, FUN_026034-T1	AT2G15580.1, AT2G15580.2, AT2G15580.3
OG0004799	FUN_026850-T2, FUN_026850-T1, FUN_043527-T1	AT2G20140.1, AT4G29040.1
OG0004800	FUN_048048-T1	AT2G46060.1, AT2G46060.3, AT2G46060.2
OG0004801	FUN_013140-T1, FUN_026062-T1, FUN_026061-T1	AT1G15710.1
OG0004802	FUN_015910-T1, FUN_015910-T3, FUN_015910-T2	AT5G48120.2, AT5G48120.3, AT5G48120.1
OG0004803	FUN_015841-T1, FUN_015841-T2	AT3G21290.2, AT3G21290.1
OG0004804	FUN_022472-T2, FUN_022472-T1	AT3G03810.1, AT3G03810.2
OG0004805	FUN_027889-T1	AT5G57070.1
OG0004805	FUN_045010-T1, FUN_045008-T1	AT1G72790.1
OG0004806	FUN_050224-T1, FUN_050224-T2, FUN_025190-T1	AT1G50440.1, AT1G50440.3, AT1G50440.5, AT1G50440.4, AT1G50440.2
OG0004807	FUN_021106-T2, FUN_021106-T1	AT2G25620.1, AT2G25620.2
OG0004808	FUN_040017-T1, FUN_040017-T2, FUN_040022-T1	AT5G47240.1, AT5G47240.2
OG0004809	FUN_011721-T1	AT1G79030.2, AT1G79030.1, AT1G16680.1
OG0004810	FUN_041739-T1	AT5G59865.1
OG0004812	FUN_049198-T1, FUN_037139-T1	AT4G00550.1, AT4G00550.2
OG0004813	FUN_035943-T1	AT2G29630.3, AT2G29630.2, AT2G29630.1, AT2G29630.4
OG0004814	FUN_027412-T2, FUN_027412-T1, FUN_008657-T1	AT3G45090.1, AT3G45090.2, AT5G60760.1
OG0004815	FUN_045945-T1	AT4G27100.2, AT4G27100.1, AT5G54780.1
OG0004816	FUN_026217-T1, FUN_007872-T1	AT4G12600.1, AT5G20160.1, AT4G22380.1
OG0004817	FUN_019031-T1	AT3G56170.1
OG0004818	FUN_046362-T1	AT3G52760.1, AT2G36300.1
OG0004819	FUN_035813-T2, FUN_035813-T1	AT1G29220.2, AT1G29220.1
OG0004820	FUN_012390-T1, FUN_035230-T1	AT1G11700.1, AT1G61930.1
OG0004821	FUN_030185-T1, FUN_019189-T1	AT2G39880.1, AT3G55730.1
OG0004822	FUN_006125-T2, FUN_006125-T1	AT5G58230.1
OG0004823	FUN_053087-T1	AT2G21440.1
