Orthogroup	P_amilis.proteins	G_max.proteins
OG0003424	FUN_030183-T1, FUN_019190-T1	GmISU01.11G204600.1.p
OG0003425	FUN_048781-T1, FUN_020051-T1	GmISU01.11G146000.1.p, GmISU01.12G082400.1.p, GmISU01.12G153500.1.p, GmISU01.13G275700.1.p
OG0003426	FUN_041985-T1	GmISU01.18G153100.1.p, GmISU01.18G153300.2.p, GmISU01.18G153400.2.p, GmISU01.18G153400.1.p, GmISU01.18G153200.1.p, GmISU01.18G153000.1.p, GmISU01.07G133600.1.p, GmISU01.07G133700.2.p, GmISU01.07G133700.1.p, GmISU01.03G042300.1.p
OG0003427	FUN_047983-T1, FUN_047983-T2	GmISU01.07G106500.1.p, GmISU01.12G054600.1.p, GmISU01.12G054600.2.p, GmISU01.11G123900.1.p, GmISU01.11G123900.2.p, GmISU01.15G033300.1.p, GmISU01.15G033300.2.p, GmISU01.13G298100.2.p, GmISU01.13G298100.1.p
OG0003429	FUN_051634-T1	GmISU01.20G080500.1.p, GmISU01.10G235900.1.p
OG0003429	FUN_038984-T1	GmISU01.19G162000.1.p, GmISU01.03G160000.1.p
OG0003430	FUN_010174-T1	GmISU01.11G198800.1.p, GmISU01.18G035800.1.p, GmISU01.02G210000.1.p, GmISU01.02G209900.1.p, GmISU01.14G064100.1.p, GmISU01.02G209800.1.p
OG0003431	FUN_053014-T1, FUN_053014-T2	GmISU01.18G047300.1.p
OG0003432	FUN_030044-T1	GmISU01.02G210200.2.p, GmISU01.14G064000.6.p, GmISU01.14G064000.3.p, GmISU01.14G064000.1.p, GmISU01.14G064000.4.p, GmISU01.14G064000.5.p, GmISU01.02G210100.1.p
OG0003433	FUN_018821-T1	GmISU01.12G073200.8.p, GmISU01.12G073200.9.p, GmISU01.12G073200.6.p, GmISU01.12G073200.7.p, GmISU01.09G067400.1.p, GmISU01.12G073200.3.p, GmISU01.12G073200.4.p, GmISU01.12G073200.5.p, GmISU01.12G073200.2.p, GmISU01.12G073200.1.p, GmISU01.11G154300.1.p, GmISU01.12G073200.11.p, GmISU01.12G073200.10.p
OG0003434	FUN_007852-T1	GmISU01.09G181400.1.p, GmISU01.09G181400.3.p, GmISU01.12G013000.2.p, GmISU01.12G013000.1.p
OG0003435	FUN_032555-T1	GmISU01.17G208400.3.p, GmISU01.17G208400.1.p, GmISU01.17G208400.2.p, GmISU01.17G208400.4.p, GmISU01.17G208400.6.p, GmISU01.17G208400.5.p, GmISU01.14G079700.2.p, GmISU01.14G079700.1.p
OG0003437	FUN_027014-T1	GmISU01.12G170700.6.p, GmISU01.12G170700.4.p, GmISU01.12G170700.5.p, GmISU01.12G170700.1.p, GmISU01.12G170700.2.p, GmISU01.13G259500.2.p, GmISU01.13G259500.1.p, GmISU01.13G259500.7.p, GmISU01.13G259500.4.p, GmISU01.13G259500.6.p, GmISU01.13G259500.5.p, GmISU01.13G259500.3.p
OG0003438	FUN_012728-T1	GmISU01.06G247100.1.p, GmISU01.12G101500.2.p, GmISU01.06G247100.3.p, GmISU01.06G247100.2.p, GmISU01.12G101500.1.p, GmISU01.13G258000.2.p, GmISU01.13G258000.1.p, GmISU01.12G171900.2.p, GmISU01.12G171900.1.p
OG0003440	FUN_002837-T1	GmISU01.08G157000.1.p, GmISU01.15G213700.1.p
OG0003441	FUN_048925-T2, FUN_048925-T1	GmISU01.13G271800.1.p, GmISU01.12G157600.1.p, GmISU01.12G157600.2.p
OG0003442	FUN_045948-T1	GmISU01.12G113800.1.p, GmISU01.12G113800.2.p, GmISU01.06G226800.1.p, GmISU01.12G178700.1.p, GmISU01.13G251300.1.p
OG0003443	FUN_053135-T1, FUN_053135-T2	GmISU01.08G174800.3.p, GmISU01.08G174800.4.p, GmISU01.08G174800.5.p, GmISU01.08G174800.7.p, GmISU01.08G174800.6.p, GmISU01.08G174800.2.p, GmISU01.08G174800.1.p, GmISU01.12G139800.1.p, GmISU01.12G139800.4.p, GmISU01.12G139800.6.p, GmISU01.12G139800.5.p, GmISU01.08G174800.8.p
OG0003444	FUN_007975-T2, FUN_007975-T1, FUN_040835-T1, FUN_040835-T2	GmISU01.11G022300.4.p, GmISU01.11G022300.2.p, GmISU01.01G176900.1.p, GmISU01.11G022300.5.p, GmISU01.08G011800.2.p, GmISU01.08G011800.3.p, GmISU01.08G011800.1.p, GmISU01.05G174900.1.p
OG0003445	FUN_017314-T1	GmISU01.17G136200.3.p, GmISU01.17G136200.4.p, GmISU01.17G136200.1.p
OG0003446	FUN_021230-T1	GmISU01.08G286500.1.p, GmISU01.08G286200.1.p, GmISU01.08G286400.1.p, GmISU01.18G078400.1.p, GmISU01.18G078500.1.p, GmISU01.08G286100.1.p
OG0003447	FUN_009011-T1	GmISU01.20G127900.4.p, GmISU01.20G127900.1.p, GmISU01.10G190000.1.p, GmISU01.10G190000.3.p, GmISU01.10G190450.1.p, GmISU01.10G190000.2.p, GmISU01.10G190000.5.p
OG0003448	FUN_041208-T1	GmISU01.17G094100.1.p
OG0003448	FUN_002209-T1, FUN_050599-T1	GmISU01.13G168800.1.p, GmISU01.12G198900.1.p
OG0003449	FUN_036385-T1	GmISU01.17G004100.1.p, GmISU01.07G231000.1.p
OG0003450	FUN_045624-T1	GmISU01.19G074400.4.p, GmISU01.19G074400.2.p, GmISU01.19G074400.7.p, GmISU01.19G074400.6.p, GmISU01.19G074400.5.p, GmISU01.19G074400.1.p, GmISU01.19G074400.3.p, GmISU01.19G074400.8.p, GmISU01.16G046400.5.p, GmISU01.16G046400.1.p, GmISU01.16G046400.2.p, GmISU01.16G046400.3.p, GmISU01.16G046400.4.p
OG0003451	FUN_012228-T1	GmISU01.10G064900.5.p, GmISU01.10G064900.3.p, GmISU01.10G064900.6.p, GmISU01.10G064900.7.p, GmISU01.10G064900.4.p, GmISU01.10G064900.1.p, GmISU01.10G064900.2.p, GmISU01.13G127400.2.p, GmISU01.13G127400.1.p
OG0003452	FUN_040698-T1, FUN_040698-T2, FUN_040698-T3, FUN_018707-T1, FUN_018707-T2	GmISU01.01G173600.1.p, GmISU01.11G024700.1.p, GmISU01.03G221501.1.p
OG0003453	FUN_038230-T2, FUN_038230-T1	GmISU01.06G276600.5.p, GmISU01.06G276600.1.p, GmISU01.06G276600.2.p, GmISU01.06G276600.4.p, GmISU01.04G096400.2.p, GmISU01.04G096400.5.p, GmISU01.04G096400.1.p, GmISU01.04G096400.4.p, GmISU01.04G096400.3.p, GmISU01.06G276600.3.p
OG0003454	FUN_025484-T1	GmISU01.01G021900.2.p, GmISU01.02G038100.1.p, GmISU01.01G021900.1.p
OG0003455	FUN_047352-T1, FUN_009327-T1, FUN_009327-T2	GmISU01.02G034300.2.p, GmISU01.01G025300.1.p, GmISU01.18G113300.1.p, GmISU01.08G254000.1.p
OG0003456	FUN_035661-T1, FUN_002581-T1	GmISU01.10G130000.1.p, GmISU01.20G183600.1.p, GmISU01.03G204200.1.p, GmISU01.19G205500.1.p
OG0003457	FUN_006557-T1, FUN_006557-T2	GmISU01.12G008900.1.p, GmISU01.09G185200.1.p
OG0003458	FUN_050635-T1	GmISU01.12G035000.1.p, GmISU01.11G104100.1.p, GmISU01.11G104100.2.p, GmISU01.12G035000.5.p, GmISU01.12G035000.3.p, GmISU01.12G035000.4.p, GmISU01.12G035000.2.p
OG0003459	FUN_033124-T1, FUN_033125-T1	GmISU01.20G004200.3.p, GmISU01.07G137100.2.p, GmISU01.07G137100.3.p, GmISU01.07G137100.1.p, GmISU01.16G086300.2.p
OG0003460	FUN_020954-T1	GmISU01.19G188800.3.p, GmISU01.19G188800.8.p, GmISU01.19G188800.7.p, GmISU01.19G188800.6.p, GmISU01.19G188800.5.p, GmISU01.19G188800.4.p, GmISU01.03G187400.1.p, GmISU01.03G187400.2.p, GmISU01.03G187400.3.p, GmISU01.03G187400.4.p
OG0003461	FUN_024730-T3, FUN_024618-T1, FUN_024730-T2, FUN_024730-T1	GmISU01.02G139400.2.p, GmISU01.10G018200.2.p, GmISU01.10G018200.1.p, GmISU01.02G139400.1.p
OG0003462	FUN_005122-T1, FUN_005122-T2, FUN_005125-T2, FUN_005125-T1, FUN_005125-T3, FUN_005122-T3	GmISU01.17G167900.6.p, GmISU01.17G167900.3.p, GmISU01.17G167900.5.p, GmISU01.17G167900.4.p, GmISU01.17G167900.2.p, GmISU01.17G167900.1.p, GmISU01.14G119400.6.p, GmISU01.14G119400.3.p, GmISU01.14G119400.4.p, GmISU01.14G119400.5.p, GmISU01.14G119400.2.p, GmISU01.14G119400.1.p
OG0003463	FUN_045225-T1	GmISU01.01G187000.3.p, GmISU01.01G187000.2.p, GmISU01.01G187000.1.p, GmISU01.11G010300.1.p
OG0003464	FUN_025567-T3, FUN_025567-T1, FUN_025567-T2	GmISU01.16G106400.2.p, GmISU01.16G106400.1.p, GmISU01.02G046000.5.p, GmISU01.02G046000.4.p, GmISU01.02G046000.6.p, GmISU01.02G046000.2.p
OG0003465	FUN_030470-T1	GmISU01.17G152200.1.p, GmISU01.05G081000.1.p
OG0003466	FUN_019256-T1, FUN_019256-T3, FUN_019256-T2, FUN_040057-T1, FUN_036905-T1	GmISU01.01G168200.1.p, GmISU01.11G030500.1.p
OG0003467	FUN_051466-T1, FUN_051466-T2, FUN_051466-T3	GmISU01.19G196300.2.p, GmISU01.19G196300.3.p, GmISU01.19G196300.1.p, GmISU01.03G194300.1.p, GmISU01.03G194300.3.p, GmISU01.03G194300.8.p, GmISU01.03G194300.2.p, GmISU01.03G194300.5.p, GmISU01.20G194000.1.p, GmISU01.20G194000.2.p
OG0003468	FUN_050312-T1, FUN_025118-T1	GmISU01.17G116300.1.p, GmISU01.05G040200.1.p, GmISU01.04G153300.1.p
OG0003469	FUN_025458-T3, FUN_025458-T1, FUN_025458-T2, FUN_025458-T4	GmISU01.08G123500.2.p, GmISU01.08G123500.8.p, GmISU01.08G123500.17.p, GmISU01.08G123500.7.p, GmISU01.08G123500.6.p, GmISU01.08G123500.11.p, GmISU01.08G123500.14.p, GmISU01.08G123500.16.p, GmISU01.08G123500.5.p, GmISU01.08G123500.15.p, GmISU01.08G123500.10.p, GmISU01.08G123500.12.p, GmISU01.08G123500.19.p, GmISU01.08G123500.13.p, GmISU01.08G123500.4.p, GmISU01.08G123500.22.p, GmISU01.08G123500.3.p, GmISU01.08G123500.9.p, GmISU01.08G123500.21.p, GmISU01.08G123500.1.p, GmISU01.08G123500.20.p, GmISU01.05G147600.1.p, GmISU01.05G147600.2.p, GmISU01.05G147600.3.p
OG0003470	FUN_047047-T2, FUN_047047-T1, FUN_014220-T1, FUN_011350-T1	GmISU01.05G170400.4.p, GmISU01.05G170400.5.p, GmISU01.05G170400.6.p, GmISU01.05G170400.7.p, GmISU01.05G170400.2.p, GmISU01.05G170400.1.p, GmISU01.05G170400.3.p, GmISU01.08G007500.2.p, GmISU01.08G007500.1.p, GmISU01.08G007500.3.p, GmISU01.04G162100.1.p
OG0003471	FUN_009339-T1, FUN_032131-T1	GmISU01.04G150500.1.p, GmISU01.06G163300.1.p, GmISU01.02G035500.1.p, GmISU01.01G024400.1.p, GmISU01.05G037200.1.p, GmISU01.17G078400.1.p
OG0003472	FUN_005770-T2, FUN_005770-T1	GmISU01.13G113900.6.p, GmISU01.13G113900.5.p, GmISU01.13G113900.2.p, GmISU01.13G113900.4.p, GmISU01.13G113900.7.p, GmISU01.13G113900.3.p, GmISU01.13G113900.1.p, GmISU01.10G050200.2.p, GmISU01.10G050200.3.p, GmISU01.10G050200.4.p, GmISU01.10G050200.1.p
OG0003473	FUN_011529-T1, FUN_011529-T4, FUN_011529-T2, FUN_011529-T3	GmISU01.02G129700.1.p, GmISU01.02G129700.6.p, GmISU01.02G129700.5.p, GmISU01.02G129700.4.p, GmISU01.02G129700.3.p, GmISU01.02G129700.7.p, GmISU01.02G129700.2.p, GmISU01.19G124900.6.p, GmISU01.19G124900.4.p, GmISU01.19G124900.3.p, GmISU01.19G124900.7.p, GmISU01.19G124900.2.p, GmISU01.03G120800.2.p, GmISU01.03G120800.1.p, GmISU01.03G120800.4.p, GmISU01.03G120800.3.p
OG0003474	FUN_046808-T1	GmISU01.07G088800.1.p, GmISU01.09G142200.1.p
OG0003474	FUN_033482-T1	GmISU01.09G093900.1.p, GmISU01.10G229000.1.p, GmISU01.20G088700.1.p
OG0003475	FUN_032419-T1, FUN_023025-T1	GmISU01.08G264300.1.p, GmISU01.18G104300.1.p, GmISU01.01G037800.1.p, GmISU01.02G021000.1.p
OG0003476	FUN_010867-T1, FUN_047433-T1, FUN_010869-T1	GmISU01.05G032400.1.p, GmISU01.17G083800.1.p, GmISU01.06G168400.1.p, GmISU01.04G145800.1.p
OG0003478	FUN_046819-T2	GmISU01.09G138400.3.p, GmISU01.05G212000.1.p
OG0003479	FUN_003070-T1	GmISU01.19G019500.1.p, GmISU01.19G019500.2.p, GmISU01.13G041600.1.p
OG0003479	FUN_023347-T1	GmISU01.02G095600.1.p, GmISU01.02G095600.3.p, GmISU01.02G095600.2.p, GmISU01.01G042900.1.p, GmISU01.08G269200.1.p, GmISU01.18G099200.1.p
OG0003480	FUN_023852-T1, FUN_009548-T1	GmISU01.10G168500.1.p, GmISU01.20G147600.1.p, GmISU01.02G089000.2.p, GmISU01.02G089000.1.p, GmISU01.01G070100.1.p
OG0003481	FUN_027691-T1, FUN_027691-T2	GmISU01.11G091800.1.p, GmISU01.12G023500.1.p, GmISU01.11G091700.1.p
OG0003482	FUN_045506-T1, FUN_011197-T1	GmISU01.17G072400.1.p
OG0003483	FUN_023783-T1, FUN_033697-T1, FUN_047112-T1	GmISU01.16G085900.1.p, GmISU01.05G014000.1.p, GmISU01.04G118300.1.p, GmISU01.04G118300.2.p, GmISU01.06G187200.1.p
OG0003485	FUN_047351-T1	GmISU01.19G004600.1.p, GmISU01.05G004100.1.p
OG0003485	FUN_019147-T1	GmISU01.17G079300.1.p, GmISU01.16G064200.1.p, GmISU01.19G050500.1.p
OG0003486	FUN_011223-T1	GmISU01.06G184700.15.p, GmISU01.06G184700.16.p, GmISU01.06G184700.14.p, GmISU01.06G184700.13.p, GmISU01.04G129400.2.p, GmISU01.06G184700.5.p, GmISU01.06G184700.8.p, GmISU01.06G184700.12.p, GmISU01.06G184700.11.p, GmISU01.06G184700.9.p, GmISU01.06G184700.1.p, GmISU01.06G184700.2.p, GmISU01.06G184700.7.p, GmISU01.06G184700.3.p, GmISU01.06G184700.10.p
OG0003487	FUN_033299-T1, FUN_033445-T1, FUN_033275-T1, FUN_033444-T1, FUN_033442-T1, FUN_033446-T1	GmISU01.07G105500.1.p, GmISU01.03G079400.1.p, GmISU01.03G079500.1.p
OG0003488	FUN_019292-T3	GmISU01.07G231300.1.p, GmISU01.17G003800.2.p, GmISU01.17G003800.1.p
OG0003488	FUN_046390-T1	GmISU01.08G297000.3.p, GmISU01.08G297000.2.p, GmISU01.08G297000.4.p, GmISU01.18G066700.6.p, GmISU01.18G066700.5.p, GmISU01.18G066700.2.p
OG0003489	FUN_033463-T1	GmISU01.20G089600.1.p, GmISU01.10G228400.2.p
OG0003490	FUN_045221-T3, FUN_045221-T1	GmISU01.12G016900.3.p, GmISU01.12G016900.4.p, GmISU01.12G016900.2.p, GmISU01.12G016900.1.p, GmISU01.11G084500.2.p, GmISU01.11G084500.1.p, GmISU01.01G187300.3.p, GmISU01.01G187300.2.p, GmISU01.01G187300.4.p, GmISU01.01G187300.1.p, GmISU01.11G010666.1.p
OG0003491	FUN_010763-T3, FUN_010763-T2, FUN_010763-T1	GmISU01.04G149800.1.p
OG0003492	FUN_051844-T1	GmISU01.18G039700.1.p, GmISU01.11G195000.1.p, GmISU01.02G205300.1.p, GmISU01.14G176500.1.p
OG0003493	FUN_010939-T1, FUN_047486-T1	GmISU01.06G170300.1.p, GmISU01.06G170300.2.p, GmISU01.06G170300.3.p, GmISU01.17G085700.2.p, GmISU01.17G085700.1.p, GmISU01.05G030200.1.p
OG0003494	FUN_033370-T2, FUN_033370-T3, FUN_033370-T4	GmISU01.20G014100.2.p, GmISU01.20G014100.5.p, GmISU01.20G014100.6.p, GmISU01.20G014100.3.p, GmISU01.07G186100.1.p, GmISU01.07G186100.3.p, GmISU01.07G186100.4.p, GmISU01.07G186100.2.p
OG0003495	FUN_005968-T3, FUN_005968-T2, FUN_005968-T1, FUN_019405-T1	GmISU01.05G188300.7.p, GmISU01.05G188300.1.p, GmISU01.05G188300.2.p, GmISU01.05G188300.6.p, GmISU01.05G188300.5.p, GmISU01.05G188300.4.p, GmISU01.05G188300.3.p, GmISU01.08G024400.6.p, GmISU01.08G024400.5.p, GmISU01.08G024400.1.p, GmISU01.08G024400.4.p, GmISU01.08G024400.3.p, GmISU01.08G024400.2.p
OG0003496	FUN_031615-T3, FUN_031615-T1, FUN_031615-T4, FUN_031615-T2	GmISU01.01G069300.7.p, GmISU01.01G069300.8.p, GmISU01.01G069300.5.p, GmISU01.01G069300.6.p, GmISU01.01G069300.3.p, GmISU01.01G069300.4.p, GmISU01.01G069300.2.p, GmISU01.01G069300.1.p, GmISU01.02G088200.1.p, GmISU01.02G088200.2.p
OG0003497	FUN_024679-T2, FUN_024679-T1	GmISU01.09G207900.2.p, GmISU01.09G207900.1.p, GmISU01.18G186100.1.p, GmISU01.20G178900.1.p, GmISU01.20G178900.2.p, GmISU01.20G178900.3.p, GmISU01.20G178900.5.p, GmISU01.20G178900.7.p, GmISU01.20G178900.4.p, GmISU01.20G178900.8.p, GmISU01.20G178900.6.p
OG0003498	FUN_017284-T1, FUN_041258-T1, FUN_041257-T2, FUN_041257-T1	GmISU01.01G165400.4.p, GmISU01.01G165400.5.p, GmISU01.01G165400.2.p, GmISU01.11G033600.2.p, GmISU01.11G033600.3.p, GmISU01.01G165400.1.p
OG0003499	FUN_017377-T1, FUN_041357-T1	GmISU01.11G035600.1.p, GmISU01.01G163000.1.p, GmISU01.05G062500.1.p, GmISU01.17G138700.1.p
OG0003499	FUN_049467-T1	GmISU01.03G078100.1.p, GmISU01.07G104000.1.p
OG0003500	FUN_033585-T2, FUN_033585-T1	GmISU01.08G240600.2.p, GmISU01.20G082500.1.p
OG0003501	FUN_040396-T1	GmISU01.09G136900.4.p, GmISU01.09G136900.2.p, GmISU01.09G136900.1.p, GmISU01.09G136900.3.p, GmISU01.07G093100.1.p, GmISU01.07G093100.2.p, GmISU01.07G093100.3.p, GmISU01.07G093100.4.p, GmISU01.07G093100.5.p
OG0003502	FUN_033504-T1	GmISU01.07G086800.1.p, GmISU01.09G143200.1.p, GmISU01.08G086500.1.p, GmISU01.05G114100.1.p, GmISU01.20G087600.1.p, GmISU01.10G230000.3.p, GmISU01.10G230000.4.p, GmISU01.20G087600.2.p, GmISU01.10G230000.1.p
OG0003504	FUN_044715-T1	GmISU01.10G012600.1.p, GmISU01.02G011800.1.p, GmISU01.19G179100.3.p, GmISU01.03G177700.1.p, GmISU01.19G179100.1.p, GmISU01.19G179100.2.p
OG0003505	FUN_045052-T1	GmISU01.18G035100.1.p, GmISU01.11G199400.1.p
OG0003506	FUN_032865-T2, FUN_032865-T3, FUN_032865-T1	GmISU01.04G004400.1.p, GmISU01.04G004400.2.p, GmISU01.04G004400.3.p
OG0003507	FUN_012880-T1, FUN_004103-T1	GmISU01.18G164000.5.p, GmISU01.18G164000.4.p, GmISU01.18G164000.2.p, GmISU01.18G164000.3.p, GmISU01.18G164000.6.p, GmISU01.09G227800.22.p, GmISU01.09G227800.21.p, GmISU01.09G227800.2.p, GmISU01.09G227800.1.p, GmISU01.09G227800.16.p, GmISU01.09G227800.15.p, GmISU01.09G227800.20.p, GmISU01.09G227800.18.p, GmISU01.09G227800.17.p, GmISU01.09G227800.19.p, GmISU01.09G227800.13.p, GmISU01.09G227800.14.p, GmISU01.09G227800.5.p, GmISU01.09G227800.4.p, GmISU01.09G227800.6.p, GmISU01.09G227800.11.p, GmISU01.09G227800.12.p, GmISU01.09G227800.7.p, GmISU01.09G227800.10.p, GmISU01.09G227800.9.p, GmISU01.09G227800.8.p
OG0003526	FUN_024234-T1	GmISU01.03G071700.1.p
OG0003526	FUN_027178-T3, FUN_027178-T2, FUN_027178-T1	GmISU01.02G201300.2.p, GmISU01.14G172200.1.p, GmISU01.14G172200.2.p, GmISU01.02G201300.4.p, GmISU01.02G201300.5.p, GmISU01.02G201300.3.p, GmISU01.02G201300.6.p
OG0003527	FUN_018830-T1, FUN_030825-T1	GmISU01.11G163400.6.p, GmISU01.11G163400.1.p, GmISU01.11G163400.4.p, GmISU01.11G163400.2.p, GmISU01.11G163400.8.p, GmISU01.11G163400.5.p, GmISU01.11G163400.7.p, GmISU01.11G163400.3.p, GmISU01.04G114900.1.p, GmISU01.04G114900.3.p, GmISU01.04G114900.4.p, GmISU01.04G114900.2.p, GmISU01.11G104900.1.p, GmISU01.12G035800.1.p
OG0003528	FUN_008086-T1, FUN_018938-T1	GmISU01.09G225400.2.p, GmISU01.09G225400.4.p, GmISU01.09G225400.3.p, GmISU01.09G225400.1.p, GmISU01.18G166700.3.p, GmISU01.18G166700.1.p, GmISU01.18G166700.2.p
OG0003530	FUN_020239-T1	GmISU01.13G182700.2.p, GmISU01.13G182700.1.p, GmISU01.07G213900.1.p, GmISU01.17G020300.1.p, GmISU01.15G090350.1.p
OG0003531	FUN_012898-T1, FUN_051469-T1, FUN_034199-T1	GmISU01.07G211200.1.p, GmISU01.09G043200.1.p, GmISU01.15G139900.1.p
OG0003532	FUN_010467-T1, FUN_010466-T1	GmISU01.10G040800.1.p, GmISU01.10G040800.2.p, GmISU01.10G040800.3.p, GmISU01.13G104400.2.p, GmISU01.13G104400.1.p
OG0003533	FUN_035612-T1	GmISU01.03G201300.1.p, GmISU01.03G201300.2.p, GmISU01.19G202200.1.p, GmISU01.03G201800.2.p, GmISU01.03G201800.1.p, GmISU01.19G202700.1.p, GmISU01.19G202700.5.p
OG0003534	FUN_047759-T1, FUN_002432-T1	GmISU01.10G125700.1.p, GmISU01.03G197800.2.p, GmISU01.19G198900.2.p, GmISU01.03G197800.1.p, GmISU01.19G198900.1.p
OG0003535	FUN_040417-T1	GmISU01.10G163100.2.p, GmISU01.10G163100.1.p, GmISU01.20G152200.1.p
OG0003536	FUN_024379-T1, FUN_004631-T1, FUN_004632-T2, FUN_004632-T1	GmISU01.09G186250.1.p, GmISU01.12G007700.2.p, GmISU01.12G007700.3.p, GmISU01.12G007700.1.p, GmISU01.09G186300.2.p
OG0003537	FUN_050943-T1, FUN_011527-T1	GmISU01.10G027600.1.p, GmISU01.02G129800.1.p
OG0003538	FUN_018121-T1	GmISU01.20G027433.6.p, GmISU01.20G027433.5.p, GmISU01.20G027433.1.p, GmISU01.20G027433.2.p, GmISU01.20G027433.3.p, GmISU01.20G027433.4.p
OG0003539	FUN_002695-T2, FUN_002695-T1	GmISU01.03G207800.3.p, GmISU01.03G207800.1.p, GmISU01.19G208700.1.p
OG0003540	FUN_004012-T1, FUN_020322-T1	GmISU01.03G032300.1.p, GmISU01.01G100500.3.p
OG0003541	FUN_032912-T2, FUN_032912-T1	GmISU01.03G106200.1.p, GmISU01.03G106200.2.p, GmISU01.03G106200.3.p, GmISU01.03G106200.4.p, GmISU01.03G106200.5.p, GmISU01.19G110700.1.p, GmISU01.10G079200.1.p, GmISU01.02G152200.1.p
OG0003542	FUN_039547-T1, FUN_033137-T1	GmISU01.20G056300.1.p
OG0003542	FUN_035859-T1, FUN_021781-T1	GmISU01.03G206500.1.p, GmISU01.10G132800.1.p
OG0003543	FUN_013948-T1, FUN_022729-T1	GmISU01.03G149900.1.p, GmISU01.19G153200.1.p, GmISU01.10G060200.3.p
OG0003545	FUN_045765-T1	GmISU01.11G209500.1.p, GmISU01.18G024600.1.p
OG0003545	FUN_049014-T1	GmISU01.11G180400.1.p, GmISU01.18G057800.1.p, GmISU01.02G191000.1.p, GmISU01.14G159800.2.p, GmISU01.14G159800.1.p
OG0003546	FUN_006017-T1	GmISU01.17G174000.1.p, GmISU01.14G112200.1.p, GmISU01.11G141800.1.p
OG0003546	FUN_020226-T1	GmISU01.10G144900.2.p, GmISU01.20G171200.1.p, GmISU01.10G144900.1.p
OG0003547	FUN_043502-T1	GmISU01.16G080900.1.p, GmISU01.09G022700.1.p, GmISU01.15G120600.1.p, GmISU01.08G315800.1.p, GmISU01.08G315900.1.p
OG0003548	FUN_010551-T1, FUN_051048-T1	GmISU01.02G131100.4.p, GmISU01.02G131100.5.p, GmISU01.02G131100.2.p, GmISU01.02G131100.1.p, GmISU01.02G131100.3.p, GmISU01.10G026300.2.p, GmISU01.03G119700.2.p, GmISU01.03G119700.1.p, GmISU01.19G123800.1.p
OG0003549	FUN_052658-T1, FUN_036342-T1, FUN_036342-T2	GmISU01.20G028700.1.p, GmISU01.07G195900.1.p
OG0003550	FUN_007687-T1	GmISU01.16G135700.1.p
OG0003550	FUN_030416-T1	GmISU01.02G224900.1.p, GmISU01.14G052900.1.p, GmISU01.11G211000.1.p, GmISU01.18G023000.1.p
OG0003551	FUN_043509-T1, FUN_024972-T1	GmISU01.08G316200.1.p, GmISU01.18G128600.1.p
OG0003552	FUN_025710-T1	GmISU01.01G111200.3.p, GmISU01.01G111200.2.p, GmISU01.10G091200.1.p, GmISU01.10G091200.2.p
OG0003553	FUN_044949-T1, FUN_042855-T1, FUN_042855-T6, FUN_042855-T5, FUN_042855-T4, FUN_042855-T2, FUN_042855-T3	GmISU01.10G008700.2.p, GmISU01.10G008700.1.p, GmISU01.19G182800.1.p
OG0003554	FUN_052423-T1	GmISU01.20G066900.2.p, GmISU01.20G066900.3.p, GmISU01.20G066900.6.p, GmISU01.20G066900.7.p, GmISU01.20G066900.1.p, GmISU01.20G066900.4.p, GmISU01.20G066900.5.p, GmISU01.10G116400.1.p, GmISU01.10G116400.2.p, GmISU01.19G190800.1.p, GmISU01.19G190800.2.p, GmISU01.03G189000.3.p, GmISU01.03G189000.1.p, GmISU01.03G189000.2.p
OG0003555	FUN_017771-T1	GmISU01.09G169200.1.p, GmISU01.01G011700.1.p
OG0003556	FUN_051604-T4, FUN_051604-T2, FUN_051604-T1	GmISU01.10G136100.2.p, GmISU01.10G136100.1.p, GmISU01.20G180200.2.p, GmISU01.20G180200.1.p
OG0003558	FUN_015951-T1, FUN_015948-T1, FUN_006276-T2, FUN_006276-T1	GmISU01.15G013600.1.p
OG0003560	FUN_011550-T1, FUN_050865-T1	GmISU01.10G028700.3.p, GmISU01.10G028700.5.p, GmISU01.10G028700.2.p, GmISU01.10G028700.1.p, GmISU01.02G128600.1.p, GmISU01.02G128600.2.p
OG0003561	FUN_012857-T1	GmISU01.18G167700.1.p, GmISU01.09G224900.1.p, GmISU01.09G224900.3.p, GmISU01.09G224900.2.p, GmISU01.18G167700.2.p, GmISU01.16G073350.1.p
OG0003562	FUN_030123-T1, FUN_010048-T1, FUN_010048-T2	GmISU01.14G061600.1.p, GmISU01.14G061600.5.p, GmISU01.02G212700.1.p, GmISU01.11G202300.1.p, GmISU01.18G032500.1.p
OG0003563	FUN_041975-T1, FUN_008045-T1, FUN_008045-T3, FUN_008045-T2	GmISU01.01G090800.1.p, GmISU01.03G043400.1.p, GmISU01.03G043400.2.p, GmISU01.07G133200.2.p, GmISU01.07G133200.1.p, GmISU01.18G152600.2.p
OG0003564	FUN_010431-T1	GmISU01.03G125300.1.p, GmISU01.19G129300.1.p, GmISU01.13G094500.1.p, GmISU01.10G033100.1.p
OG0003564	FUN_015165-T1	GmISU01.20G060800.1.p, GmISU01.10G006500.1.p, GmISU01.20G163600.1.p, GmISU01.10G152700.1.p
