Orthogroup	D_spatulata.proteins	G_max.proteins
OG0004845	Ds_00010115-RA	GmISU01.08G297900.8.p, GmISU01.08G297900.7.p, GmISU01.08G297900.6.p, GmISU01.08G297900.5.p, GmISU01.08G297900.1.p, GmISU01.08G297900.9.p, GmISU01.18G062100.1.p, GmISU01.18G062100.2.p, GmISU01.18G062100.4.p
OG0004846	Ds_00013175-RA	GmISU01.02G210300.1.p, GmISU01.14G063900.1.p
OG0004847	Ds_00003269-RA	GmISU01.18G228700.1.p, GmISU01.02G085400.1.p
OG0004848	Ds_00011489-RA	GmISU01.08G108100.2.p, GmISU01.08G108100.5.p, GmISU01.08G108100.4.p, GmISU01.08G108100.3.p, GmISU01.08G108100.1.p, GmISU01.05G133500.2.p, GmISU01.05G133500.1.p, GmISU01.05G133500.3.p, GmISU01.13G194900.1.p, GmISU01.15G079200.1.p, GmISU01.06G059200.1.p, GmISU01.04G058900.1.p
OG0004849	Ds_00000479-RA	GmISU01.12G052600.6.p, GmISU01.12G052600.2.p, GmISU01.12G052600.4.p, GmISU01.12G052600.8.p, GmISU01.12G052600.1.p, GmISU01.11G122000.1.p
OG0004850	Ds_00001151-RA	GmISU01.12G170300.7.p, GmISU01.12G170300.6.p, GmISU01.12G170300.5.p, GmISU01.12G170300.3.p, GmISU01.12G170300.4.p, GmISU01.13G260000.2.p, GmISU01.13G260000.1.p
OG0004851	Ds_00014180-RA	GmISU01.15G227500.2.p, GmISU01.15G227500.4.p, GmISU01.15G227500.5.p, GmISU01.15G227500.3.p, GmISU01.15G227500.1.p, GmISU01.08G144400.1.p, GmISU01.08G144400.2.p, GmISU01.08G144400.3.p
OG0004853	Ds_00015407-RA	GmISU01.13G045600.3.p, GmISU01.13G045600.1.p, GmISU01.06G172200.5.p, GmISU01.06G172200.4.p, GmISU01.06G172200.3.p, GmISU01.08G257500.1.p
OG0004854	Ds_00005825-RA	GmISU01.04G116400.3.p, GmISU01.04G116400.2.p, GmISU01.11G165900.1.p, GmISU01.15G198300.1.p, GmISU01.13G166500.1.p
OG0004856	Ds_00010437-RA	GmISU01.03G036000.1.p
OG0004858	Ds_00016355-RA	GmISU01.03G109500.2.p, GmISU01.03G109500.3.p, GmISU01.03G109500.1.p, GmISU01.19G114500.1.p, GmISU01.19G114500.2.p, GmISU01.09G090100.1.p, GmISU01.09G090100.2.p, GmISU01.09G090100.3.p, GmISU01.09G090100.4.p
OG0004859	Ds_00013794-RA	GmISU01.05G036600.2.p, GmISU01.06G164100.1.p
OG0004860	Ds_00004919-RA	GmISU01.04G099200.1.p, GmISU01.06G274100.1.p, GmISU01.19G073300.4.p, GmISU01.19G073300.5.p, GmISU01.19G073300.3.p, GmISU01.19G073300.2.p
OG0004861	Ds_00009168-RA	GmISU01.18G224300.1.p, GmISU01.08G236800.1.p, GmISU01.10G254800.1.p, GmISU01.10G254800.2.p, GmISU01.20G206800.3.p, GmISU01.20G206800.1.p
OG0004862	Ds_00007396-RA	GmISU01.09G175000.1.p, GmISU01.09G175000.2.p, GmISU01.09G175000.3.p, GmISU01.01G114400.1.p, GmISU01.01G114400.2.p, GmISU01.01G114400.3.p
OG0004863	Ds_00002729-RA, Ds_00013247-RA	GmISU01.02G064700.1.p, GmISU01.16G125400.1.p, GmISU01.16G125400.2.p, GmISU01.16G037700.1.p, GmISU01.19G082100.1.p, GmISU01.19G082100.2.p
OG0004865	Ds_00010679-RA	GmISU01.12G114900.3.p, GmISU01.12G114900.4.p, GmISU01.12G114900.2.p, GmISU01.12G114900.1.p, GmISU01.13G249400.1.p, GmISU01.12G179800.3.p, GmISU01.12G179800.2.p, GmISU01.12G179800.1.p
OG0004866	Ds_00005240-RA, Ds_00005170-RA, Ds_00004131-RA	GmISU01.13G282900.1.p, GmISU01.11G155500.1.p
OG0004869	Ds_00004502-RA, Ds_00015100-RA	GmISU01.04G117950.1.p, GmISU01.18G083200.1.p, GmISU01.08G282000.1.p, GmISU01.08G282000.2.p, GmISU01.02G250600.1.p
OG0004870	Ds_00006265-RA, Ds_00006156-RA	GmISU01.20G184500.1.p, GmISU01.10G131000.1.p, GmISU01.19G206300.1.p, GmISU01.03G204800.1.p
OG0004871	Ds_00004258-RA, Ds_00003195-RA, Ds_00004259-RA	GmISU01.08G074100.1.p, GmISU01.05G102000.1.p, GmISU01.15G123000.3.p, GmISU01.09G025600.1.p
OG0004872	Ds_00016465-RA	GmISU01.18G032600.1.p, GmISU01.18G032600.3.p, GmISU01.18G032600.4.p, GmISU01.18G032600.2.p, GmISU01.11G202200.1.p
OG0004873	Ds_00010671-RA	GmISU01.12G181400.5.p, GmISU01.12G181400.2.p, GmISU01.13G247800.1.p, GmISU01.13G247800.2.p, GmISU01.06G223600.6.p, GmISU01.06G223600.8.p, GmISU01.06G223600.9.p, GmISU01.06G223600.2.p, GmISU01.06G223600.5.p, GmISU01.06G223600.7.p, GmISU01.12G116300.1.p
OG0004875	Ds_00002896-RA	GmISU01.12G001100.1.p, GmISU01.12G001100.3.p, GmISU01.12G001100.4.p, GmISU01.12G001100.2.p, GmISU01.08G220500.1.p, GmISU01.12G001100.6.p, GmISU01.12G001100.7.p, GmISU01.12G001100.5.p
OG0004876	Ds_00016394-RA, Ds_00007290-RA	GmISU01.16G152000.1.p, GmISU01.09G106400.1.p, GmISU01.16G151900.1.p
OG0004877	Ds_00012790-RA	GmISU01.08G205500.1.p
OG0004878	Ds_00014427-RA	GmISU01.06G142300.6.p, GmISU01.06G142300.5.p, GmISU01.06G142300.4.p, GmISU01.06G142300.3.p, GmISU01.06G142300.7.p, GmISU01.06G142300.8.p, GmISU01.06G142300.2.p, GmISU01.06G142300.1.p
OG0004879	Ds_00003857-RA	GmISU01.17G119500.3.p, GmISU01.17G119500.4.p, GmISU01.17G119500.2.p, GmISU01.05G043400.2.p, GmISU01.05G043400.1.p, GmISU01.06G156500.3.p, GmISU01.06G156500.1.p, GmISU01.04G157500.2.p
OG0004880	Ds_00014192-RA, Ds_00001630-RA	GmISU01.06G099900.1.p, GmISU01.14G138500.1.p, GmISU01.14G138500.2.p, GmISU01.13G057400.1.p
OG0004881	Ds_00010731-RA	GmISU01.18G010200.3.p, GmISU01.11G224000.3.p, GmISU01.11G224000.2.p, GmISU01.11G224000.1.p, GmISU01.18G010200.2.p, GmISU01.18G010200.1.p, GmISU01.08G092200.4.p, GmISU01.08G092200.5.p, GmISU01.08G092200.3.p, GmISU01.08G092200.6.p, GmISU01.08G092200.2.p, GmISU01.08G092200.1.p, GmISU01.05G119000.1.p, GmISU01.05G119000.3.p
OG0004882	Ds_00017598-RA	GmISU01.08G096800.1.p, GmISU01.08G096800.2.p, GmISU01.05G123100.2.p, GmISU01.05G123100.1.p
OG0004883	Ds_00009189-RA	GmISU01.08G093700.1.p, GmISU01.08G093700.2.p, GmISU01.05G120000.2.p
OG0004884	Ds_00009701-RA	GmISU01.05G040600.1.p, GmISU01.17G116700.1.p, GmISU01.06G159300.1.p, GmISU01.06G159300.2.p, GmISU01.04G154300.2.p, GmISU01.04G154300.4.p
OG0004885	Ds_00003722-RA	GmISU01.02G048700.1.p, GmISU01.14G183200.1.p
OG0004886	Ds_00006980-RA, Ds_00006979-RA	GmISU01.11G095700.2.p, GmISU01.11G095700.1.p, GmISU01.12G026800.3.p, GmISU01.12G026800.1.p, GmISU01.12G026800.2.p
OG0004887	Ds_00005673-RA	GmISU01.13G021600.1.p, GmISU01.13G021600.2.p, GmISU01.13G021600.3.p, GmISU01.13G021600.4.p, GmISU01.14G135600.1.p, GmISU01.06G114600.1.p, GmISU01.06G114600.2.p, GmISU01.04G196000.1.p
OG0004889	Ds_00000027-RA, Ds_00013573-RA	GmISU01.11G090500.1.p, GmISU01.04G005100.1.p
OG0004890	Ds_00001388-RA, Ds_00005602-RA	GmISU01.10G139000.2.p, GmISU01.10G139000.1.p, GmISU01.20G177600.1.p
OG0004891	Ds_00002771-RA	GmISU01.07G213800.2.p, GmISU01.07G213800.1.p, GmISU01.17G020400.1.p, GmISU01.15G090200.1.p, GmISU01.19G170900.1.p, GmISU01.03G169000.1.p
OG0004892	Ds_00003393-RA, Ds_00003394-RA	GmISU01.17G173700.3.p, GmISU01.17G173700.1.p, GmISU01.14G111800.1.p, GmISU01.14G111800.2.p, GmISU01.11G141500.1.p
OG0004893	Ds_00004714-RA	GmISU01.02G136900.2.p, GmISU01.02G136900.1.p
OG0004894	Ds_00008491-RA	GmISU01.12G193700.5.p, GmISU01.13G232800.5.p, GmISU01.13G232800.4.p, GmISU01.12G193700.1.p, GmISU01.12G193700.3.p, GmISU01.12G193700.2.p, GmISU01.13G232800.1.p, GmISU01.13G232800.3.p, GmISU01.13G232800.2.p, GmISU01.12G193700.4.p
OG0004895	Ds_00015237-RA	GmISU01.08G215300.1.p, GmISU01.08G215300.2.p, GmISU01.04G110100.2.p, GmISU01.04G110100.1.p, GmISU01.06G270600.1.p
OG0004896	Ds_00006375-RA	GmISU01.01G193100.3.p, GmISU01.01G193100.2.p
OG0004897	Ds_00009754-RA	GmISU01.06G150300.3.p, GmISU01.06G150300.2.p, GmISU01.06G150300.1.p, GmISU01.04G163100.1.p, GmISU01.08G006600.1.p
OG0004898	Ds_00002293-RA	GmISU01.11G232600.3.p, GmISU01.11G232600.2.p, GmISU01.11G232600.1.p, GmISU01.11G232600.4.p, GmISU01.18G001600.1.p, GmISU01.18G001600.2.p, GmISU01.18G001600.3.p
OG0004899	Ds_00004685-RA	GmISU01.03G130800.1.p, GmISU01.03G130800.3.p
OG0004900	Ds_00001870-RA	GmISU01.08G219500.1.p, GmISU01.16G001400.2.p, GmISU01.12G136100.1.p
OG0004901	Ds_00012531-RA	GmISU01.19G218800.1.p, GmISU01.19G218600.2.p, GmISU01.19G218600.1.p
OG0004902	Ds_00001275-RA	GmISU01.08G017300.1.p, GmISU01.05G180600.1.p, GmISU01.01G180900.1.p, GmISU01.11G018800.1.p
OG0004903	Ds_00009444-RA	GmISU01.17G153700.1.p, GmISU01.05G079500.1.p
OG0004904	Ds_00000995-RA	GmISU01.13G100000.1.p, GmISU01.19G134600.2.p, GmISU01.19G134600.1.p, GmISU01.03G130700.2.p, GmISU01.03G130700.1.p, GmISU01.03G130700.3.p
OG0004905	Ds_00008823-RA	GmISU01.05G125200.3.p, GmISU01.05G125200.2.p, GmISU01.08G098700.2.p, GmISU01.05G125200.1.p, GmISU01.08G098700.1.p
OG0004906	Ds_00010766-RA	GmISU01.08G095600.1.p, GmISU01.08G095600.2.p, GmISU01.18G005700.1.p, GmISU01.11G228300.1.p
OG0004909	Ds_00012526-RA	GmISU01.16G018100.3.p, GmISU01.16G018100.1.p, GmISU01.16G018100.2.p, GmISU01.07G047800.1.p, GmISU01.07G047800.3.p, GmISU01.08G205400.1.p
OG0004910	Ds_00017596-RA	GmISU01.11G229600.2.p, GmISU01.11G229600.1.p, GmISU01.18G004600.1.p, GmISU01.18G004600.2.p, GmISU01.08G096700.4.p, GmISU01.08G096700.1.p, GmISU01.05G123000.1.p, GmISU01.08G096700.2.p, GmISU01.05G123000.2.p, GmISU01.08G096700.3.p
OG0004911	Ds_00007163-RA, Ds_00016347-RA	GmISU01.04G087200.1.p, GmISU01.04G087200.3.p, GmISU01.04G087200.2.p, GmISU01.02G109301.1.p, GmISU01.06G089100.1.p
OG0004912	Ds_00004620-RA	GmISU01.08G039000.1.p, GmISU01.05G201100.1.p, GmISU01.17G003700.1.p
OG0004913	Ds_00000586-RA	GmISU01.06G082000.2.p, GmISU01.06G082000.1.p, GmISU01.04G080300.3.p, GmISU01.04G080300.1.p, GmISU01.04G080300.4.p
OG0004915	Ds_00001368-RA	GmISU01.17G131900.4.p, GmISU01.17G131900.3.p, GmISU01.05G056700.2.p, GmISU01.05G056700.1.p, GmISU01.05G056700.3.p
OG0004916	Ds_00003502-RA, Ds_00008834-RA, Ds_00008833-RA, Ds_00003501-RA	GmISU01.14G143100.1.p, GmISU01.13G061900.1.p, GmISU01.14G143200.1.p, GmISU01.04G092600.1.p, GmISU01.04G092400.1.p, GmISU01.04G092500.1.p, GmISU01.06G095000.1.p
OG0004917	Ds_00009169-RA, Ds_00004791-RA	GmISU01.08G096200.1.p, GmISU01.05G122400.1.p, GmISU01.11G229000.1.p
OG0004918	Ds_00003848-RA	GmISU01.07G062000.2.p, GmISU01.07G062000.4.p, GmISU01.07G062000.7.p, GmISU01.07G062000.1.p, GmISU01.07G062000.3.p, GmISU01.07G062000.8.p, GmISU01.16G031200.2.p, GmISU01.16G031200.5.p, GmISU01.16G031200.1.p
OG0004919	Ds_00016382-RA	GmISU01.08G022000.1.p, GmISU01.05G185900.1.p
OG0004920	Ds_00007674-RA, Ds_00005579-RA	GmISU01.19G000400.1.p, GmISU01.19G000400.2.p, GmISU01.05G000200.3.p, GmISU01.05G000200.4.p, GmISU01.05G000200.2.p, GmISU01.05G000200.1.p
OG0004921	Ds_00007339-RA	GmISU01.18G225800.1.p, GmISU01.08G238100.1.p, GmISU01.15G132200.1.p, GmISU01.09G036200.1.p
OG0004922	Ds_00010752-RA	GmISU01.08G093600.1.p, GmISU01.18G008300.1.p, GmISU01.11G225900.1.p
OG0004923	Ds_00005362-RA	GmISU01.06G111500.5.p, GmISU01.06G111500.1.p, GmISU01.04G198500.1.p, GmISU01.04G198500.4.p, GmISU01.06G111500.7.p, GmISU01.06G111500.6.p
OG0004924	Ds_00005633-RA	GmISU01.04G192500.2.p, GmISU01.04G192500.1.p
OG0004925	Ds_00005883-RA	GmISU01.19G031800.1.p, GmISU01.19G031800.3.p, GmISU01.19G031800.5.p, GmISU01.19G031800.6.p, GmISU01.11G055900.5.p, GmISU01.19G031800.2.p, GmISU01.19G031800.4.p, GmISU01.11G055900.2.p
OG0004926	Ds_00016113-RA	GmISU01.12G026500.1.p, GmISU01.12G026500.2.p, GmISU01.11G095400.1.p, GmISU01.01G089850.1.p
OG0004927	Ds_00013095-RA	GmISU01.20G042800.2.p, GmISU01.20G042800.1.p, GmISU01.01G178100.2.p, GmISU01.01G178100.3.p
OG0004928	Ds_00009685-RA	GmISU01.17G076500.2.p, GmISU01.17G076500.5.p, GmISU01.17G076500.1.p, GmISU01.17G076500.6.p, GmISU01.17G076500.4.p, GmISU01.17G076500.3.p
OG0004929	Ds_00005127-RA	GmISU01.01G164400.1.p, GmISU01.17G135900.1.p, GmISU01.05G060300.1.p
OG0004930	Ds_00011403-RA	GmISU01.19G008600.1.p, GmISU01.13G141300.1.p
OG0004931	Ds_00008981-RA	GmISU01.19G014300.1.p, GmISU01.13G045800.1.p, GmISU01.02G023900.1.p, GmISU01.01G034900.1.p
OG0004932	Ds_00008968-RA	GmISU01.19G019400.5.p, GmISU01.19G019400.7.p, GmISU01.19G019400.6.p, GmISU01.19G019400.4.p, GmISU01.19G019400.1.p, GmISU01.19G019400.3.p, GmISU01.13G041800.3.p, GmISU01.13G041800.2.p, GmISU01.13G041800.1.p
OG0004934	Ds_00007784-RA	GmISU01.16G025300.1.p, GmISU01.16G025300.2.p, GmISU01.07G054700.1.p
OG0004936	Ds_00009053-RA	GmISU01.08G255600.1.p, GmISU01.18G111600.1.p, GmISU01.01G027400.1.p, GmISU01.06G088100.2.p, GmISU01.06G088100.4.p, GmISU01.06G088100.3.p, GmISU01.06G088100.1.p, GmISU01.04G086500.2.p, GmISU01.04G086500.8.p
OG0004938	Ds_00013272-RA	GmISU01.05G061000.1.p
OG0004939	Ds_00011031-RA	GmISU01.16G065900.1.p
OG0004940	Ds_00017232-RA, Ds_00005575-RA	GmISU01.01G187800.1.p
OG0004942	Ds_00011150-RA	GmISU01.01G112900.1.p, GmISU01.09G172100.1.p, GmISU01.16G089000.1.p, GmISU01.16G066000.1.p
OG0004943	Ds_00014145-RA, Ds_00012733-RA	GmISU01.11G196800.1.p, GmISU01.18G037600.1.p
OG0004944	Ds_00013485-RA	GmISU01.18G036500.3.p, GmISU01.11G198000.4.p, GmISU01.11G198000.5.p, GmISU01.11G198000.3.p, GmISU01.11G198000.1.p, GmISU01.18G036500.2.p, GmISU01.18G036500.1.p
OG0004945	Ds_00011949-RA	GmISU01.05G209500.1.p, GmISU01.08G047200.1.p
OG0004946	Ds_00005929-RA	GmISU01.20G000800.7.p, GmISU01.20G000800.3.p, GmISU01.20G000800.6.p, GmISU01.20G000800.1.p, GmISU01.20G000800.4.p, GmISU01.20G000800.2.p, GmISU01.20G000800.5.p, GmISU01.09G239200.4.p, GmISU01.09G239200.2.p, GmISU01.09G239200.1.p, GmISU01.09G239200.3.p
OG0004948	Ds_00008603-RA	GmISU01.02G090500.2.p, GmISU01.02G090500.6.p, GmISU01.02G090500.1.p, GmISU01.02G090500.7.p, GmISU01.01G071400.2.p, GmISU01.01G071400.3.p, GmISU01.01G071400.1.p, GmISU01.20G146700.6.p, GmISU01.20G146700.2.p
OG0004949	Ds_00001798-RA, Ds_00013448-RA, Ds_00008120-RA	GmISU01.12G129200.1.p, GmISU01.12G129200.4.p, GmISU01.12G129200.3.p, GmISU01.06G203800.1.p
OG0004950	Ds_00004383-RA	GmISU01.16G064700.1.p
OG0004951	Ds_00003772-RA, Ds_00011397-RA	GmISU01.06G166600.2.p, GmISU01.06G166600.1.p, GmISU01.05G033600.1.p, GmISU01.17G082400.1.p, GmISU01.17G082400.2.p
OG0004952	Ds_00013105-RA	GmISU01.09G175100.1.p, GmISU01.09G175100.2.p, GmISU01.09G175100.3.p, GmISU01.01G114500.2.p, GmISU01.01G114500.1.p
OG0004954	Ds_00006580-RA	GmISU01.01G055300.1.p, GmISU01.02G108600.2.p
OG0004955	Ds_00016549-RA	GmISU01.08G085800.1.p, GmISU01.08G085800.2.p, GmISU01.05G113500.2.p
OG0004956	Ds_00012551-RA	GmISU01.02G076300.2.p, GmISU01.02G076300.1.p, GmISU01.07G144700.1.p, GmISU01.05G205100.1.p, GmISU01.05G205100.2.p, GmISU01.08G042400.1.p
OG0004957	Ds_00016255-RA	GmISU01.04G143200.4.p, GmISU01.04G143200.2.p, GmISU01.04G143200.3.p, GmISU01.04G143200.1.p, GmISU01.06G171300.1.p, GmISU01.05G004500.1.p, GmISU01.05G004500.2.p
OG0004960	Ds_00012390-RA	GmISU01.09G019200.1.p, GmISU01.09G019200.2.p, GmISU01.15G117100.2.p, GmISU01.20G018900.3.p, GmISU01.20G018900.1.p, GmISU01.07G189900.1.p
OG0004961	Ds_00006923-RA	GmISU01.17G071600.2.p, GmISU01.17G071600.1.p, GmISU01.05G019300.1.p, GmISU01.19G201100.1.p, GmISU01.03G200300.1.p, GmISU01.10G126801.1.p, GmISU01.20G188600.1.p
OG0004962	Ds_00000148-RA	GmISU01.08G051400.1.p, GmISU01.05G213200.2.p, GmISU01.09G135200.3.p, GmISU01.09G135200.2.p, GmISU01.07G095500.2.p, GmISU01.07G095500.3.p, GmISU01.07G095500.5.p, GmISU01.07G095500.4.p, GmISU01.07G095500.1.p
OG0004963	Ds_00005962-RA, Ds_00017099-RA	GmISU01.20G084700.2.p, GmISU01.20G084700.1.p, GmISU01.10G232100.1.p, GmISU01.10G232100.4.p
OG0004964	Ds_00013270-RA	GmISU01.01G163900.2.p, GmISU01.01G163900.1.p, GmISU01.11G035000.1.p, GmISU01.11G035000.2.p, GmISU01.11G035000.7.p, GmISU01.11G035000.8.p, GmISU01.11G035000.9.p, GmISU01.11G035000.10.p, GmISU01.11G035000.6.p, GmISU01.11G035000.5.p, GmISU01.11G035000.11.p, GmISU01.11G035000.3.p, GmISU01.11G035000.4.p
OG0004965	Ds_00016254-RA	GmISU01.06G171400.1.p, GmISU01.04G143100.2.p, GmISU01.04G143100.1.p
OG0004966	Ds_00015438-RA	GmISU01.11G196500.1.p, GmISU01.18G037900.1.p
OG0004967	Ds_00012441-RA	GmISU01.17G089200.2.p, GmISU01.17G089200.3.p, GmISU01.17G089200.4.p, GmISU01.17G089200.1.p, GmISU01.05G026400.2.p, GmISU01.05G026400.1.p
OG0004968	Ds_00010611-RA	GmISU01.17G113700.1.p, GmISU01.05G013800.2.p, GmISU01.05G013800.1.p
OG0004969	Ds_00017695-RA	GmISU01.08G013100.1.p, GmISU01.05G176400.1.p, GmISU01.01G178300.2.p, GmISU01.01G178300.3.p, GmISU01.01G178300.1.p, GmISU01.11G021300.5.p, GmISU01.11G021300.1.p, GmISU01.11G021300.4.p, GmISU01.19G099600.1.p
OG0004970	Ds_00017334-RA	GmISU01.20G001100.3.p
OG0004971	Ds_00014411-RA	GmISU01.02G128000.1.p, GmISU01.10G029200.1.p
OG0004972	Ds_00015447-RA	GmISU01.08G255900.1.p, GmISU01.18G111300.1.p
OG0004973	Ds_00004369-RA	GmISU01.19G015700.1.p, GmISU01.13G044500.1.p
OG0004973	Ds_00011430-RA	GmISU01.04G142700.1.p, GmISU01.06G171800.1.p
OG0004974	Ds_00008604-RA	GmISU01.02G090900.1.p, GmISU01.02G090900.3.p, GmISU01.04G112000.2.p, GmISU01.04G112000.1.p, GmISU01.01G071900.1.p, GmISU01.01G071900.2.p, GmISU01.02G091100.2.p, GmISU01.02G091100.1.p
OG0004975	Ds_00008119-RA	GmISU01.17G140300.2.p, GmISU01.17G140300.3.p, GmISU01.05G064100.2.p, GmISU01.05G064100.1.p, GmISU01.01G160600.2.p, GmISU01.01G160600.1.p, GmISU01.11G037200.1.p
OG0004977	Ds_00008492-RA	GmISU01.13G037600.1.p, GmISU01.13G037600.2.p, GmISU01.19G024500.1.p
OG0004978	Ds_00009901-RA	GmISU01.17G124900.1.p, GmISU01.05G048500.1.p, GmISU01.11G026800.1.p, GmISU01.01G171300.1.p
OG0004979	Ds_00009883-RA	GmISU01.01G173000.7.p, GmISU01.01G173000.6.p, GmISU01.01G173000.3.p, GmISU01.01G173000.1.p, GmISU01.01G173000.4.p, GmISU01.01G173000.2.p, GmISU01.11G025200.1.p
OG0004980	Ds_00012382-RA	GmISU01.02G113000.1.p, GmISU01.01G059400.1.p
OG0004980	Ds_00009981-RA	GmISU01.08G234300.1.p, GmISU01.18G221000.1.p
OG0004982	Ds_00014114-RA, Ds_00017141-RA, Ds_00005333-RA, Ds_00017140-RA	GmISU01.04G134800.1.p, GmISU01.06G180800.2.p, GmISU01.06G180800.1.p
OG0004983	Ds_00006976-RA	GmISU01.14G074200.1.p, GmISU01.17G213900.1.p
OG0004984	Ds_00002877-RA	GmISU01.16G015400.1.p, GmISU01.16G015400.2.p, GmISU01.16G015400.3.p, GmISU01.07G045700.1.p
OG0004985	Ds_00007683-RA, Ds_00010813-RA	GmISU01.06G126600.1.p, GmISU01.16G107700.1.p, GmISU01.02G187000.1.p, GmISU01.02G186900.6.p, GmISU01.02G186900.5.p, GmISU01.02G186900.3.p, GmISU01.02G186900.4.p, GmISU01.02G186900.1.p, GmISU01.02G186900.11.p, GmISU01.02G186900.10.p, GmISU01.02G186900.9.p, GmISU01.02G186900.8.p, GmISU01.02G186900.7.p, GmISU01.14G155500.5.p, GmISU01.14G155500.3.p, GmISU01.14G155500.4.p, GmISU01.14G155500.2.p, GmISU01.14G155500.1.p
OG0004986	Ds_00001850-RA	GmISU01.02G060300.6.p, GmISU01.02G060300.1.p, GmISU01.02G060300.5.p, GmISU01.16G120900.10.p, GmISU01.16G120900.7.p, GmISU01.16G120900.8.p, GmISU01.16G120900.9.p, GmISU01.16G120900.5.p, GmISU01.16G120900.3.p, GmISU01.16G120900.2.p, GmISU01.16G120900.6.p, GmISU01.16G120900.4.p
OG0004987	Ds_00010101-RA	GmISU01.15G032900.2.p, GmISU01.15G032900.6.p, GmISU01.15G032900.4.p, GmISU01.15G032900.5.p, GmISU01.15G032900.3.p, GmISU01.13G298700.3.p, GmISU01.13G298700.1.p
OG0004989	Ds_00003213-RA	GmISU01.08G113900.5.p, GmISU01.05G139000.3.p
OG0004990	Ds_00012177-RA	GmISU01.20G044700.1.p, GmISU01.20G044800.1.p, GmISU01.20G044600.1.p, GmISU01.20G044400.1.p, GmISU01.20G044400.2.p, GmISU01.20G044500.2.p, GmISU01.20G044500.1.p, GmISU01.06G190600.1.p, GmISU01.06G189600.2.p, GmISU01.06G189600.1.p, GmISU01.20G045000.4.p, GmISU01.20G045000.2.p, GmISU01.20G045000.3.p, GmISU01.20G045000.1.p, GmISU01.13G004000.2.p, GmISU01.13G004000.5.p, GmISU01.13G004000.1.p, GmISU01.13G004000.4.p, GmISU01.13G004000.3.p
OG0004991	Ds_00018043-RA, Ds_00005246-RA	GmISU01.14G006800.2.p, GmISU01.14G006800.4.p, GmISU01.02G264600.1.p
OG0004992	Ds_00005183-RA	GmISU01.14G156000.1.p, GmISU01.02G187600.3.p, GmISU01.02G187600.2.p, GmISU01.02G187600.1.p
OG0004993	Ds_00004077-RA	GmISU01.02G263400.2.p, GmISU01.02G263400.1.p, GmISU01.02G263400.3.p, GmISU01.14G008600.1.p, GmISU01.14G008600.2.p
OG0004995	Ds_00012282-RA, Ds_00016305-RA	GmISU01.06G254900.1.p, GmISU01.06G254900.2.p, GmISU01.12G094300.1.p, GmISU01.13G264700.1.p, GmISU01.12G166100.1.p
OG0005015	Ds_00014683-RA	GmISU01.19G073800.1.p, GmISU01.03G203800.1.p, GmISU01.19G205000.1.p, GmISU01.20G171500.1.p, GmISU01.10G144600.1.p, GmISU01.10G002000.1.p, GmISU01.02G002200.1.p
OG0005016	Ds_00003236-RA	GmISU01.20G203600.2.p, GmISU01.20G203600.1.p, GmISU01.20G203700.2.p, GmISU01.20G203700.1.p, GmISU01.08G322500.1.p
OG0005017	Ds_00006921-RA, Ds_00006194-RA	GmISU01.19G201300.1.p, GmISU01.03G200500.1.p
OG0005019	Ds_00006182-RA	GmISU01.10G127400.1.p, GmISU01.20G188100.1.p
OG0005023	Ds_00011562-RA	GmISU01.12G086300.2.p, GmISU01.11G142100.2.p, GmISU01.07G148900.1.p, GmISU01.12G086300.1.p, GmISU01.11G142100.1.p, GmISU01.12G156900.1.p, GmISU01.12G156900.3.p, GmISU01.13G272500.1.p
OG0005024	Ds_00002632-RA	GmISU01.12G002800.1.p, GmISU01.09G191500.1.p, GmISU01.01G027700.1.p
OG0005025	Ds_00004974-RA	GmISU01.08G116200.1.p, GmISU01.05G140800.1.p, GmISU01.08G116200.2.p
OG0005026	Ds_00002287-RA	GmISU01.15G222700.1.p, GmISU01.08G146200.1.p, GmISU01.08G146200.3.p
OG0005027	Ds_00003273-RA	GmISU01.10G247400.1.p, GmISU01.20G197800.2.p, GmISU01.20G197800.1.p
OG0005029	Ds_00008817-RA, Ds_00008822-RA	GmISU01.06G272700.1.p, GmISU01.06G272800.1.p
OG0005030	Ds_00004047-RA	GmISU01.18G185800.1.p, GmISU01.18G185800.3.p, GmISU01.09G208200.1.p
OG0005031	Ds_00010803-RA	GmISU01.20G205200.3.p, GmISU01.20G205200.5.p, GmISU01.20G205200.6.p, GmISU01.20G205200.1.p, GmISU01.20G205200.4.p, GmISU01.20G205200.2.p, GmISU01.20G205200.7.p, GmISU01.20G205200.8.p, GmISU01.10G253500.1.p
OG0005034	Ds_00006872-RA, Ds_00014743-RA	GmISU01.02G193700.2.p, GmISU01.02G193700.1.p, GmISU01.07G100200.1.p, GmISU01.14G162000.2.p, GmISU01.14G162000.1.p, GmISU01.11G174300.1.p, GmISU01.11G174300.2.p, GmISU01.18G054400.1.p
OG0005035	Ds_00014751-RA	GmISU01.11G085900.4.p, GmISU01.11G085900.1.p, GmISU01.11G085900.3.p, GmISU01.12G018500.1.p
OG0005036	Ds_00005785-RA	GmISU01.02G160800.1.p, GmISU01.03G095700.1.p, GmISU01.19G099200.1.p
OG0005037	Ds_00014220-RA	GmISU01.10G076900.1.p, GmISU01.10G076900.6.p, GmISU01.10G076900.2.p, GmISU01.10G076900.3.p, GmISU01.10G076900.5.p, GmISU01.10G076900.4.p, GmISU01.15G229000.1.p
