Orthogroup	G_max.proteins	S_lycopersicum.proteins
OG0003902	GmISU01.13G188800.1.p, GmISU01.13G112600.1.p, GmISU01.10G049100.1.p, GmISU01.20G142500.1.p, GmISU01.10G174000.1.p	Solyc09g007820.2.1, Solyc10g086137.1.1
OG0003903	GmISU01.19G145400.1.p, GmISU01.03G142000.1.p, GmISU01.13G111400.1.p, GmISU01.10G048000.1.p, GmISU01.13G286700.3.p	Solyc04g054680.2.1, Solyc04g054650.2.1, Solyc10g086080.2.1, Solyc09g007680.3.1, Solyc09g007700.3.1, Solyc10g084100.2.1
OG0003904	GmISU01.06G101000.7.p, GmISU01.06G101000.3.p, GmISU01.06G101000.5.p, GmISU01.06G101000.4.p, GmISU01.06G101000.1.p, GmISU01.06G101000.6.p, GmISU01.04G208000.1.p, GmISU01.04G208100.1.p	Solyc11g013120.2.1
OG0003905	GmISU01.15G101500.1.p, GmISU01.09G004700.1.p	Solyc03g031600.3.1, Solyc02g080820.3.1
OG0003905	GmISU01.10G149400.2.p, GmISU01.10G149400.1.p, GmISU01.20G167000.1.p	Solyc06g053550.3.1
OG0003906	GmISU01.20G149900.4.p, GmISU01.20G149900.5.p, GmISU01.20G149900.2.p, GmISU01.20G149900.3.p, GmISU01.20G149900.1.p, GmISU01.10G165700.1.p, GmISU01.10G165700.3.p	Solyc11g007670.2.1
OG0003907	GmISU01.11G069200.1.p, GmISU01.02G045500.1.p, GmISU01.16G106100.1.p	Solyc12g005330.2.1, Solyc10g006580.3.1, Solyc07g063910.3.1
OG0003908	GmISU01.20G035500.1.p, GmISU01.13G146500.1.p, GmISU01.07G170800.1.p	Solyc10g008980.3.1
OG0003909	GmISU01.15G222000.6.p, GmISU01.15G222000.2.p, GmISU01.08G147100.8.p, GmISU01.08G147100.7.p, GmISU01.08G147100.2.p	Solyc01g073660.3.1
OG0003910	GmISU01.15G069600.1.p, GmISU01.13G206000.1.p, GmISU01.13G206100.1.p	Solyc02g078220.1.1
OG0003911	GmISU01.13G053700.1.p, GmISU01.13G053700.2.p, GmISU01.09G148000.1.p, GmISU01.09G148100.1.p, GmISU01.09G148200.1.p	Solyc06g082980.3.1
OG0003912	GmISU01.12G085300.1.p, GmISU01.11G143400.1.p, GmISU01.12G085200.3.p, GmISU01.12G085200.1.p, GmISU01.11G143500.1.p, GmISU01.12G085100.1.p	Solyc11g006540.2.1, Solyc05g055180.3.1, Solyc11g042760.1.1, Solyc11g071440.2.1, Solyc11g071990.2.1
OG0003913	GmISU01.06G275300.4.p, GmISU01.06G275300.5.p, GmISU01.06G275300.1.p, GmISU01.06G275300.3.p, GmISU01.06G275300.6.p, GmISU01.06G275300.7.p, GmISU01.04G097600.4.p, GmISU01.04G097600.3.p, GmISU01.16G087900.3.p	Solyc10g005740.2.1, Solyc07g066090.3.1
OG0003914	GmISU01.08G276200.2.p, GmISU01.08G276200.4.p, GmISU01.08G276200.1.p, GmISU01.08G276200.5.p, GmISU01.18G090900.2.p, GmISU01.18G090900.4.p, GmISU01.18G090900.3.p, GmISU01.02G245700.1.p, GmISU01.02G245700.2.p, GmISU01.14G027500.5.p	Solyc07g056270.3.1
OG0003915	GmISU01.04G111900.1.p, GmISU01.04G111900.2.p, GmISU01.11G168300.1.p, GmISU01.13G163600.1.p, GmISU01.13G163600.5.p, GmISU01.13G163600.6.p, GmISU01.13G163600.2.p, GmISU01.13G163600.4.p, GmISU01.15G196275.1.p, GmISU01.04G111900.5.p	Solyc01g096490.3.1
OG0003916	GmISU01.18G026200.5.p, GmISU01.18G026200.2.p, GmISU01.18G026200.3.p, GmISU01.11G207800.1.p, GmISU01.02G218400.1.p, GmISU01.14G055500.1.p	Solyc06g051750.3.1
OG0003917	GmISU01.13G223900.2.p, GmISU01.13G223900.1.p, GmISU01.15G206800.3.p, GmISU01.15G206800.2.p, GmISU01.15G206800.4.p	Solyc07g056630.3.1
OG0003918	GmISU01.02G213500.2.p, GmISU01.14G060800.2.p, GmISU01.02G213500.3.p, GmISU01.02G213500.1.p, GmISU01.14G060800.1.p	Solyc03g079920.3.1
OG0003919	GmISU01.08G116300.1.p, GmISU01.05G140900.1.p	Solyc11g008780.2.1
OG0003920	GmISU01.08G271500.6.p, GmISU01.08G271500.1.p, GmISU01.08G271500.5.p, GmISU01.08G271500.4.p, GmISU01.08G271500.3.p, GmISU01.08G271500.7.p, GmISU01.18G096800.5.p, GmISU01.18G096800.4.p, GmISU01.18G096800.2.p, GmISU01.18G096800.1.p, GmISU01.02G242300.1.p, GmISU01.14G030400.2.p, GmISU01.14G030400.1.p	Solyc07g043580.3.1
OG0003921	GmISU01.09G023600.1.p, GmISU01.09G023600.3.p, GmISU01.09G023600.5.p, GmISU01.09G023600.6.p, GmISU01.09G023600.2.p, GmISU01.09G023600.7.p, GmISU01.09G023600.8.p, GmISU01.15G121500.7.p, GmISU01.15G121500.6.p, GmISU01.15G121500.4.p, GmISU01.15G121500.5.p, GmISU01.15G121500.1.p	Solyc02g070000.3.1, Solyc02g023950.3.1
OG0003922	GmISU01.12G045300.2.p, GmISU01.12G045300.1.p, GmISU01.11G114800.2.p, GmISU01.11G114800.1.p	Solyc01g097640.3.1, Solyc01g097260.3.1
OG0003923	GmISU01.05G144200.4.p, GmISU01.05G144200.2.p, GmISU01.05G144200.3.p, GmISU01.05G144200.1.p, GmISU01.08G119800.2.p, GmISU01.08G119800.1.p	Solyc02g021650.3.1
OG0003924	GmISU01.15G100800.1.p, GmISU01.07G224000.6.p, GmISU01.07G224000.5.p, GmISU01.07G224000.1.p, GmISU01.07G224000.4.p, GmISU01.07G224000.7.p, GmISU01.07G224000.9.p, GmISU01.17G010600.2.p, GmISU01.17G010600.3.p, GmISU01.17G010600.1.p	Solyc02g080660.3.1
OG0003925	GmISU01.14G057400.1.p, GmISU01.02G216400.2.p, GmISU01.02G216400.1.p	Solyc05g052630.3.1
OG0003926	GmISU01.12G052400.3.p, GmISU01.12G052400.1.p, GmISU01.12G052400.2.p	Solyc11g065870.2.1
OG0003927	GmISU01.10G032900.4.p, GmISU01.10G032900.3.p, GmISU01.10G032900.2.p, GmISU01.13G094300.2.p, GmISU01.13G094300.1.p, GmISU01.03G125200.2.p, GmISU01.03G125200.1.p, GmISU01.03G125200.3.p, GmISU01.19G129200.3.p, GmISU01.19G129200.1.p	Solyc04g008630.3.1
OG0003928	GmISU01.02G187900.3.p, GmISU01.02G187900.2.p, GmISU01.02G187900.1.p, GmISU01.14G156200.3.p, GmISU01.14G156200.4.p, GmISU01.14G156200.6.p, GmISU01.14G156200.2.p, GmISU01.14G156200.5.p	Solyc12g006220.2.1, Solyc07g045210.1.1
OG0003929	GmISU01.09G083500.1.p, GmISU01.15G180700.7.p, GmISU01.15G180700.3.p, GmISU01.15G180700.6.p, GmISU01.15G180700.4.p	Solyc08g015770.3.1
OG0003930	GmISU01.12G186900.1.p	Solyc07g063320.3.1, Solyc07g063310.3.1
OG0003930	GmISU01.12G097800.1.p	Solyc10g008460.3.1
OG0003931	GmISU01.08G115800.1.p, GmISU01.05G140600.1.p	Solyc12g100353.1.1
OG0003932	GmISU01.10G161800.3.p, GmISU01.10G161800.5.p, GmISU01.10G161800.4.p, GmISU01.10G161800.1.p, GmISU01.10G161800.2.p	Solyc11g008040.2.1
OG0003933	GmISU01.07G175300.1.p, GmISU01.02G124200.1.p	Solyc08g044400.2.1
OG0003934	GmISU01.03G089400.3.p, GmISU01.03G089400.1.p, GmISU01.19G095100.3.p, GmISU01.19G095100.1.p, GmISU01.19G095100.2.p	Solyc10g081020.2.1
OG0003935	GmISU01.14G163000.1.p, GmISU01.14G163000.4.p, GmISU01.14G163000.6.p, GmISU01.14G163000.5.p, GmISU01.14G163000.2.p, GmISU01.02G194300.2.p, GmISU01.02G194300.1.p, GmISU01.18G053900.2.p, GmISU01.18G053900.1.p, GmISU01.11G173600.1.p	Solyc06g082220.3.1
OG0003936	GmISU01.11G105000.1.p, GmISU01.12G036000.1.p, GmISU01.12G035900.2.p	Solyc01g068470.3.1
OG0003936	GmISU01.18G102300.1.p	Solyc01g068475.1.1
OG0003937	GmISU01.10G249200.1.p, GmISU01.10G249200.3.p	Solyc06g036670.2.1, Solyc06g036700.2.1
OG0003938	GmISU01.01G194300.1.p, GmISU01.11G006000.1.p, GmISU01.20G114300.1.p, GmISU01.10G206600.1.p	Solyc06g072490.3.1, Solyc03g097900.3.1, Solyc09g082520.3.1
OG0003939	GmISU01.20G134400.1.p, GmISU01.20G134400.2.p, GmISU01.10G182900.1.p, GmISU01.10G182900.7.p, GmISU01.10G182900.6.p, GmISU01.10G182900.2.p, GmISU01.10G182900.3.p, GmISU01.10G182900.4.p, GmISU01.10G182900.5.p	Solyc04g072145.1.1, Solyc04g072140.3.1
OG0003940	GmISU01.01G149600.1.p, GmISU01.11G048400.1.p	Solyc02g064950.3.1, Solyc02g093140.3.1
OG0003940	GmISU01.07G183200.2.p, GmISU01.07G183200.1.p, GmISU01.07G183200.3.p, GmISU01.02G093000.1.p	Solyc01g107860.3.1
OG0003941	GmISU01.06G020700.1.p, GmISU01.06G020700.4.p, GmISU01.06G020700.2.p, GmISU01.06G020700.5.p, GmISU01.04G022700.3.p, GmISU01.04G022700.1.p, GmISU01.14G183700.1.p, GmISU01.14G183700.3.p, GmISU01.14G183700.4.p, GmISU01.14G183700.2.p, GmISU01.17G225400.3.p	Solyc12g089320.2.1
OG0003942	GmISU01.16G046500.1.p, GmISU01.19G074300.1.p	Solyc03g097730.2.1, Solyc03g097720.3.1, Solyc06g072550.3.1, Solyc06g072530.3.1
OG0003943	GmISU01.17G112100.1.p, GmISU01.17G112100.2.p, GmISU01.05G012100.1.p, GmISU01.04G119100.1.p, GmISU01.04G119100.3.p, GmISU01.04G119100.2.p, GmISU01.06G188500.1.p	Solyc03g119790.3.1
OG0003944	GmISU01.16G016100.1.p, GmISU01.07G046300.1.p	Solyc05g044615.1.1, Solyc05g044610.2.1
OG0003945	GmISU01.07G233000.2.p, GmISU01.07G233000.1.p	Solyc10g044840.2.1
OG0003946	GmISU01.01G021500.1.p, GmISU01.09G159600.1.p, GmISU01.18G115400.1.p, GmISU01.18G115400.2.p, GmISU01.08G251000.4.p, GmISU01.08G251000.1.p	Solyc11g010620.2.1
OG0003947	GmISU01.06G124500.1.p, GmISU01.04G187200.1.p, GmISU01.04G187300.1.p, GmISU01.06G124600.1.p	Solyc03g081330.1.1, Solyc03g082350.2.1
OG0003948	GmISU01.08G117300.1.p, GmISU01.12G140100.1.p, GmISU01.08G174500.1.p	Solyc01g104010.2.1
OG0003949	GmISU01.06G014700.1.p, GmISU01.04G016000.2.p, GmISU01.04G016000.1.p, GmISU01.04G016000.3.p	Solyc04g082570.3.1
OG0003950	GmISU01.09G110300.4.p, GmISU01.09G110300.12.p, GmISU01.09G110300.6.p, GmISU01.09G110300.11.p, GmISU01.09G110300.10.p, GmISU01.09G110300.13.p, GmISU01.09G110300.14.p, GmISU01.09G110300.7.p, GmISU01.09G110300.9.p, GmISU01.09G110300.8.p, GmISU01.09G110300.5.p, GmISU01.09G110300.2.p, GmISU01.09G110300.1.p, GmISU01.09G110300.3.p, GmISU01.09G110300.15.p, GmISU01.09G110300.16.p, GmISU01.16G161600.1.p	Solyc03g025820.2.1
OG0003951	GmISU01.16G046200.1.p, GmISU01.19G074600.3.p	Solyc02g094440.3.1
OG0003952	GmISU01.10G241500.4.p, GmISU01.10G241500.6.p, GmISU01.10G241500.7.p, GmISU01.10G241500.5.p, GmISU01.10G241500.1.p, GmISU01.10G241500.2.p, GmISU01.10G241500.3.p	Solyc01g111870.2.1
OG0003953	GmISU01.11G111000.4.p, GmISU01.11G111000.2.p, GmISU01.11G111000.3.p, GmISU01.11G111000.5.p, GmISU01.11G111000.1.p, GmISU01.12G041500.1.p	Solyc01g109350.3.1
OG0003954	GmISU01.19G067500.1.p, GmISU01.17G161800.1.p, GmISU01.05G068200.1.p, GmISU01.19G055200.1.p	Solyc03g110930.3.1
OG0003955	GmISU01.10G044900.1.p, GmISU01.13G108600.1.p	Solyc10g084350.2.1, Solyc10g086010.2.1, Solyc09g007250.3.1
OG0003956	GmISU01.10G123200.1.p, GmISU01.20G192300.1.p, GmISU01.20G192300.2.p	Solyc01g098920.3.1
OG0003957	GmISU01.17G024200.4.p, GmISU01.17G024200.5.p, GmISU01.17G024200.2.p, GmISU01.17G024200.3.p, GmISU01.07G209500.2.p, GmISU01.07G209500.3.p, GmISU01.07G209500.1.p, GmISU01.09G041800.2.p, GmISU01.09G041800.1.p, GmISU01.15G136400.2.p, GmISU01.15G136400.6.p, GmISU01.15G136400.1.p, GmISU01.15G136400.3.p	Solyc12g099540.2.1, Solyc01g066820.3.1, Solyc05g054260.3.1
OG0003958	GmISU01.16G005100.2.p, GmISU01.07G034500.1.p	Solyc12g049290.2.1
OG0003959	GmISU01.05G076200.1.p, GmISU01.17G158300.1.p, GmISU01.01G146600.1.p, GmISU01.11G051100.1.p	Solyc02g090680.3.1, Solyc01g108610.3.1
OG0003960	GmISU01.02G123000.2.p, GmISU01.02G123000.3.p, GmISU01.07G176500.2.p, GmISU01.07G176500.3.p, GmISU01.07G176500.1.p	Solyc11g072390.2.1
OG0003961	GmISU01.05G128300.1.p, GmISU01.08G103100.2.p, GmISU01.08G103100.1.p	Solyc09g059630.2.1
OG0003962	GmISU01.05G168500.6.p, GmISU01.05G168500.1.p, GmISU01.05G168500.7.p, GmISU01.05G168500.5.p	Solyc06g068690.3.1, Solyc03g118030.3.1
OG0003963	GmISU01.02G122700.5.p, GmISU01.02G122700.1.p, GmISU01.02G122700.3.p, GmISU01.02G122700.4.p, GmISU01.07G176800.3.p, GmISU01.07G176800.2.p, GmISU01.07G176800.1.p, GmISU01.20G007200.3.p, GmISU01.20G007200.1.p, GmISU01.20G007200.2.p	Solyc01g108920.3.1, Solyc01g109010.3.1
OG0003964	GmISU01.04G091400.2.p, GmISU01.04G091400.3.p, GmISU01.06G093800.1.p, GmISU01.14G144100.5.p, GmISU01.14G144100.1.p, GmISU01.14G144100.2.p, GmISU01.14G144100.3.p, GmISU01.14G144100.4.p, GmISU01.13G062600.1.p	Solyc04g074270.3.1
OG0003965	GmISU01.15G027000.4.p, GmISU01.15G027000.2.p, GmISU01.15G027000.3.p, GmISU01.15G027000.1.p, GmISU01.13G304900.1.p	Solyc06g073130.3.1
OG0003966	GmISU01.16G183600.2.p, GmISU01.09G130300.1.p	Solyc02g079060.3.1
OG0003967	GmISU01.03G127900.1.p, GmISU01.03G127900.3.p	Solyc09g072620.3.1
OG0003968	GmISU01.10G180200.1.p, GmISU01.20G137300.5.p, GmISU01.20G137300.6.p, GmISU01.20G137300.2.p, GmISU01.20G137300.1.p, GmISU01.20G137300.8.p, GmISU01.20G137300.9.p, GmISU01.20G137300.7.p, GmISU01.20G137300.10.p	Solyc04g071350.3.1
OG0003969	GmISU01.08G171800.1.p, GmISU01.15G044800.1.p	Solyc01g104320.3.1
OG0003970	GmISU01.05G068500.2.p, GmISU01.05G068500.1.p, GmISU01.19G055300.1.p, GmISU01.19G055300.3.p	Solyc02g068100.3.1
OG0003971	GmISU01.19G063600.1.p, GmISU01.16G056200.1.p, GmISU01.19G058800.1.p, GmISU01.05G066300.1.p	Solyc02g068010.3.1, Solyc05g014550.1.1
OG0003972	GmISU01.01G191200.1.p, GmISU01.01G191200.3.p, GmISU01.01G191200.2.p, GmISU01.11G008700.2.p, GmISU01.11G008700.1.p	Solyc03g118430.3.1
OG0003973	GmISU01.13G061100.1.p, GmISU01.14G142200.1.p, GmISU01.06G217500.1.p, GmISU01.06G096200.1.p	Solyc04g072870.2.1, Solyc04g072860.3.1
OG0003974	GmISU01.07G039900.2.p, GmISU01.16G010000.2.p, GmISU01.16G010000.1.p, GmISU01.07G039900.1.p	Solyc11g005060.2.1
OG0003975	GmISU01.17G093600.1.p, GmISU01.05G022600.1.p	Solyc03g115780.2.1, Solyc12g036220.2.1
OG0003976	GmISU01.09G137000.2.p	Solyc03g118540.3.1, Solyc06g068930.2.1
OG0003976	GmISU01.08G039600.1.p, GmISU01.05G201700.4.p, GmISU01.05G201700.1.p, GmISU01.05G201700.6.p, GmISU01.09G098900.1.p	Solyc01g005440.3.1
OG0003977	GmISU01.08G081400.1.p, GmISU01.05G109800.1.p, GmISU01.08G244400.1.p, GmISU01.16G079200.1.p	Solyc01g081090.2.1, Solyc01g081110.3.1, Solyc01g081100.2.1
OG0003978	GmISU01.13G036800.1.p, GmISU01.19G025200.1.p, GmISU01.18G208300.1.p, GmISU01.08G224400.1.p	Solyc02g094750.1.1, Solyc02g067100.3.1, Solyc02g066980.1.1
OG0003979	GmISU01.09G196900.2.p, GmISU01.09G196900.1.p, GmISU01.18G200700.1.p, GmISU01.18G200700.2.p, GmISU01.13G042700.1.p, GmISU01.19G018200.1.p	Solyc02g087740.3.1, Solyc02g067440.3.1
OG0003980	GmISU01.17G112300.1.p, GmISU01.05G012300.1.p, GmISU01.06G188400.1.p, GmISU01.04G119000.1.p	Solyc03g119810.1.1, Solyc06g069250.1.1
OG0003981	GmISU01.02G029100.1.p, GmISU01.01G031200.1.p, GmISU01.01G031200.2.p, GmISU01.01G031200.3.p, GmISU01.01G031200.4.p, GmISU01.01G031200.5.p, GmISU01.18G108300.1.p, GmISU01.08G259700.1.p	Solyc05g005877.1.1
OG0003982	GmISU01.01G067200.1.p, GmISU01.08G239200.1.p	Solyc05g009550.3.1
OG0003983	GmISU01.18G205100.1.p, GmISU01.09G192900.2.p, GmISU01.09G192900.1.p	Solyc04g005600.2.1, Solyc01g010910.2.1
OG0003983	GmISU01.13G040400.1.p, GmISU01.19G021700.1.p	Solyc02g088190.3.1
OG0003984	GmISU01.01G117000.2.p, GmISU01.01G117000.1.p, GmISU01.01G117000.3.p, GmISU01.16G092200.2.p, GmISU01.16G068200.2.p, GmISU01.16G068200.1.p	Solyc08g005610.3.1, Solyc08g075320.3.1
OG0003985	GmISU01.01G166800.1.p, GmISU01.11G032500.1.p, GmISU01.05G057500.1.p, GmISU01.05G057500.2.p, GmISU01.17G132700.1.p	Solyc08g007295.1.1, Solyc08g007270.3.1, Solyc01g090460.3.1, Solyc08g078300.3.1, Solyc06g060830.3.1
OG0003986	GmISU01.11G095000.3.p, GmISU01.11G095000.1.p, GmISU01.11G095000.4.p, GmISU01.12G025900.1.p, GmISU01.12G025900.2.p	Solyc04g008620.3.1
OG0003987	GmISU01.13G030600.1.p, GmISU01.13G030600.2.p, GmISU01.19G032300.1.p	Solyc02g089410.3.1, Solyc02g065650.1.1
OG0003987	GmISU01.17G075600.1.p, GmISU01.05G015700.1.p	Solyc03g114680.3.1
OG0003988	GmISU01.11G221800.1.p, GmISU01.18G012400.1.p, GmISU01.18G012400.2.p	Solyc02g067095.1.1, Solyc05g013740.3.1, Solyc02g067090.3.1
OG0003989	GmISU01.09G142800.1.p, GmISU01.07G087600.1.p	Solyc03g119190.3.1
OG0003989	GmISU01.10G229800.1.p, GmISU01.10G229800.2.p, GmISU01.20G087900.2.p, GmISU01.20G087900.1.p	Solyc05g008890.3.1
OG0003990	GmISU01.01G027600.3.p, GmISU01.01G027600.1.p, GmISU01.01G027600.2.p, GmISU01.02G032500.3.p, GmISU01.02G032500.2.p, GmISU01.02G032500.1.p	Solyc05g005210.3.1
OG0003991	GmISU01.13G027300.4.p, GmISU01.13G027300.6.p, GmISU01.13G027300.1.p, GmISU01.13G027300.3.p, GmISU01.13G027300.2.p, GmISU01.13G027300.5.p, GmISU01.13G027300.7.p, GmISU01.14G128000.1.p, GmISU01.14G128000.3.p, GmISU01.14G128000.2.p, GmISU01.14G128000.5.p, GmISU01.14G128000.4.p	Solyc03g045083.1.1
OG0003992	GmISU01.02G035900.1.p, GmISU01.01G023900.1.p, GmISU01.04G151000.1.p, GmISU01.05G037700.1.p	Solyc03g112270.3.1
OG0003993	GmISU01.02G011600.2.p, GmISU01.02G011600.1.p, GmISU01.10G012400.1.p, GmISU01.10G012400.3.p, GmISU01.10G012400.2.p	Solyc06g009650.3.1, Solyc01g079500.3.1
OG0003994	GmISU01.20G011600.3.p, GmISU01.20G011600.2.p, GmISU01.20G011600.1.p, GmISU01.07G184200.2.p, GmISU01.07G184200.4.p, GmISU01.07G184200.1.p, GmISU01.07G184200.3.p	Solyc05g008200.3.1, Solyc04g007650.3.1
OG0003995	GmISU01.18G204400.1.p, GmISU01.09G193900.1.p	Solyc02g067220.3.1, Solyc02g088090.1.1
OG0003996	GmISU01.17G113600.1.p, GmISU01.05G013700.1.p, GmISU01.05G013700.2.p, GmISU01.06G187400.1.p, GmISU01.04G118500.1.p, GmISU01.06G187400.2.p	Solyc12g038390.1.1, Solyc06g069310.3.1, Solyc03g114400.3.1
OG0003997	GmISU01.05G213800.1.p, GmISU01.08G052000.1.p	Solyc01g005060.3.1
OG0003997	GmISU01.05G112300.1.p, GmISU01.08G084500.1.p	Solyc06g072360.3.1, Solyc03g098070.3.1
OG0003998	GmISU01.03G143900.1.p, GmISU01.19G147300.4.p, GmISU01.19G147300.5.p, GmISU01.13G115500.1.p, GmISU01.13G115500.2.p, GmISU01.10G052100.2.p, GmISU01.10G052100.1.p, GmISU01.05G087000.1.p	Solyc09g008040.3.1
OG0003999	GmISU01.05G212600.3.p, GmISU01.05G212600.1.p, GmISU01.08G050600.2.p, GmISU01.08G050600.1.p, GmISU01.05G212600.4.p, GmISU01.05G212600.2.p, GmISU01.05G212600.5.p	Solyc03g118620.3.1
OG0004000	GmISU01.05G024800.1.p, GmISU01.17G091000.1.p, GmISU01.04G138500.2.p, GmISU01.04G138500.1.p, GmISU01.06G175900.1.p, GmISU01.06G175900.2.p	Solyc06g069890.3.1, Solyc03g116170.3.1
OG0004002	GmISU01.02G103700.2.p, GmISU01.02G103700.1.p, GmISU01.01G050300.1.p	Solyc04g005430.3.1, Solyc01g010370.3.1, Solyc05g012450.3.1
OG0004003	GmISU01.02G026600.2.p, GmISU01.02G026600.3.p, GmISU01.02G026600.4.p, GmISU01.02G026600.1.p, GmISU01.01G033400.3.p, GmISU01.01G033400.2.p, GmISU01.01G033400.1.p	Solyc05g006240.3.1
OG0004004	GmISU01.12G027000.3.p, GmISU01.11G096000.1.p, GmISU01.11G096000.3.p, GmISU01.11G096000.2.p	Solyc04g008665.1.1
OG0004005	GmISU01.11G091100.1.p, GmISU01.12G023100.1.p, GmISU01.12G023100.2.p	Solyc06g069140.2.1, Solyc08g067750.1.1, Solyc12g017675.1.1, Solyc12g017630.2.1
OG0004006	GmISU01.05G013100.1.p, GmISU01.05G013100.2.p, GmISU01.17G113000.1.p	Solyc03g119870.3.1
OG0004007	GmISU01.13G116100.8.p, GmISU01.13G116100.7.p, GmISU01.13G116100.4.p, GmISU01.13G116100.2.p, GmISU01.13G116100.3.p, GmISU01.13G116100.6.p, GmISU01.13G116100.5.p, GmISU01.13G116100.1.p, GmISU01.10G052600.2.p, GmISU01.10G052600.5.p, GmISU01.10G052600.4.p, GmISU01.10G052600.6.p, GmISU01.10G052600.3.p	Solyc09g007990.3.1
OG0004008	GmISU01.12G003300.2.p, GmISU01.09G190800.2.p, GmISU01.09G190800.1.p, GmISU01.12G003300.1.p	Solyc04g025650.3.1
OG0004009	GmISU01.09G161900.1.p, GmISU01.01G019200.1.p	Solyc02g063380.1.1
OG0004010	GmISU01.09G163800.1.p	Solyc02g091770.2.1
OG0004017	GmISU01.07G126300.1.p, GmISU01.18G145900.5.p, GmISU01.18G145900.1.p, GmISU01.18G145900.9.p, GmISU01.18G215600.5.p, GmISU01.18G215600.14.p, GmISU01.18G215600.6.p, GmISU01.18G215600.13.p, GmISU01.18G215600.8.p, GmISU01.18G215600.9.p, GmISU01.18G215600.7.p, GmISU01.18G215600.3.p, GmISU01.18G215600.11.p, GmISU01.18G215600.1.p, GmISU01.18G215600.12.p, GmISU01.18G215600.2.p, GmISU01.07G126400.4.p, GmISU01.07G126400.1.p, GmISU01.07G126400.3.p, GmISU01.07G125900.4.p, GmISU01.07G125900.2.p, GmISU01.07G125900.5.p, GmISU01.07G126200.4.p, GmISU01.07G126200.2.p, GmISU01.07G126200.3.p	Solyc11g011180.2.1, Solyc08g016210.3.1, Solyc08g016310.3.1, Solyc08g016270.2.1
OG0004026	GmISU01.03G137300.1.p, GmISU01.19G140400.1.p, GmISU01.19G140400.3.p	Solyc11g072880.2.1
OG0004027	GmISU01.11G166300.2.p, GmISU01.19G100000.1.p, GmISU01.03G096500.1.p	Solyc01g098320.3.1, Solyc04g040170.3.1
OG0004028	GmISU01.10G239600.2.p, GmISU01.10G239600.4.p, GmISU01.10G239600.3.p, GmISU01.10G239600.1.p, GmISU01.20G076801.1.p	Solyc08g062780.2.1
OG0004030	GmISU01.20G132500.1.p, GmISU01.10G186900.1.p, GmISU01.10G184400.1.p, GmISU01.20G130600.1.p, GmISU01.02G070900.1.p	Solyc03g078290.3.1, Solyc11g005680.2.1
OG0004031	GmISU01.15G035500.1.p, GmISU01.11G126300.2.p, GmISU01.11G126300.1.p, GmISU01.12G057000.1.p	Solyc10g084800.2.1
OG0004032	GmISU01.12G122400.2.p, GmISU01.12G122400.1.p, GmISU01.06G214200.1.p	Solyc07g063520.3.1
OG0004032	GmISU01.13G211800.1.p, GmISU01.13G211800.3.p, GmISU01.15G064600.1.p, GmISU01.15G064600.2.p	Solyc02g078960.3.1
OG0004033	GmISU01.12G067100.1.p, GmISU01.12G067100.7.p, GmISU01.15G041000.2.p, GmISU01.15G041000.3.p, GmISU01.15G041000.1.p, GmISU01.13G290200.2.p, GmISU01.13G290200.3.p	Solyc11g072710.2.1
OG0004034	GmISU01.11G231600.1.p, GmISU01.05G125300.3.p, GmISU01.05G125300.2.p, GmISU01.05G125300.1.p	Solyc09g092450.3.1
OG0004035	GmISU01.19G117800.2.p, GmISU01.19G117800.1.p, GmISU01.19G117800.3.p, GmISU01.03G112800.1.p	Solyc07g053060.3.1
OG0004036	GmISU01.08G127400.1.p, GmISU01.05G151100.1.p, GmISU01.11G217500.1.p	Solyc04g054990.3.1, Solyc04g054980.3.1, Solyc03g096540.3.1, Solyc03g096550.3.1, Solyc03g096460.3.1
OG0004037	GmISU01.02G062600.1.p	Solyc11g008650.1.1
OG0004037	GmISU01.16G040000.1.p, GmISU01.19G080200.1.p, GmISU01.16G123300.1.p, GmISU01.16G123600.1.p	Solyc03g063100.2.1
OG0004038	GmISU01.15G211500.1.p, GmISU01.15G211500.2.p, GmISU01.15G211500.3.p, GmISU01.13G071500.1.p	Solyc10g005600.3.1
OG0004039	GmISU01.19G182500.1.p, GmISU01.03G181300.2.p, GmISU01.03G181300.1.p, GmISU01.03G181300.3.p, GmISU01.02G008500.1.p, GmISU01.10G009200.1.p	Solyc01g079130.2.1
OG0004040	GmISU01.01G195200.1.p, GmISU01.08G250950.1.p, GmISU01.18G115500.3.p, GmISU01.18G115500.2.p, GmISU01.18G115500.4.p, GmISU01.19G008400.3.p, GmISU01.19G008400.4.p, GmISU01.19G008400.2.p, GmISU01.19G008400.1.p, GmISU01.13G141100.1.p	Solyc01g096760.3.1
OG0004041	GmISU01.15G028900.2.p, GmISU01.15G028900.1.p, GmISU01.13G303100.1.p	Solyc08g076330.2.1, Solyc05g007700.1.1, Solyc11g017210.2.1
OG0004043	GmISU01.13G279500.1.p, GmISU01.12G149500.1.p, GmISU01.12G077100.1.p, GmISU01.11G150700.1.p	Solyc11g066860.2.1, Solyc01g009430.3.1, Solyc06g074620.3.1
OG0004044	GmISU01.05G141300.3.p, GmISU01.05G141300.1.p, GmISU01.05G141300.2.p, GmISU01.08G116700.1.p, GmISU01.08G116700.2.p	Solyc10g044830.1.1, Solyc01g103868.1.1, Solyc01g103862.1.1, Solyc00g106650.2.1
