Orthogroup	G_max.proteins	A_coerulea.proteins
OG0005791	GmISU01.05G030300.2.p, GmISU01.05G030300.1.p, GmISU01.06G170100.1.p	Aqcoe3G309100.1.p
OG0005792	GmISU01.10G141000.1.p, GmISU01.20G175800.1.p, GmISU01.18G045000.1.p, GmISU01.11G187700.1.p, GmISU01.14G172900.1.p, GmISU01.02G201900.1.p	Aqcoe3G441500.1.p
OG0005793	GmISU01.05G004000.2.p, GmISU01.05G004000.3.p, GmISU01.05G004000.1.p	Aqcoe3G201900.7.p, Aqcoe3G201900.6.p, Aqcoe3G201900.4.p, Aqcoe3G201900.2.p, Aqcoe3G201900.5.p, Aqcoe3G201900.1.p, Aqcoe3G201900.3.p
OG0005824	GmISU01.06G122000.1.p, GmISU01.04G189900.1.p	Aqcoe7G002600.1.p, Aqcoe2G035700.1.p
OG0005825	GmISU01.11G137600.3.p, GmISU01.04G116800.1.p	Aqcoe1G037000.3.p, Aqcoe1G037000.6.p, Aqcoe1G037000.1.p, Aqcoe2G179900.1.p
OG0005826	GmISU01.10G041100.1.p, GmISU01.13G104600.1.p, GmISU01.13G104600.2.p	Aqcoe2G317300.1.p
OG0005827	GmISU01.10G073300.1.p, GmISU01.02G162500.3.p, GmISU01.02G162500.2.p, GmISU01.02G162500.4.p	Aqcoe2G261000.2.p, Aqcoe2G261000.1.p, Aqcoe2G258100.1.p
OG0005828	GmISU01.15G032400.1.p, GmISU01.13G299200.2.p, GmISU01.13G299200.1.p	Aqcoe2G010500.1.p, Aqcoe3G173400.1.p, Aqcoe3G173400.2.p, Aqcoe3G173400.3.p
OG0005829	GmISU01.10G123100.1.p, GmISU01.19G197400.1.p	Aqcoe2G338700.1.p, Aqcoe2G338800.1.p
OG0005830	GmISU01.02G219000.1.p, GmISU01.14G054800.1.p	Aqcoe2G093300.1.p
OG0005831	GmISU01.19G141900.1.p	Aqcoe2G167500.1.p
OG0005832	GmISU01.18G187300.1.p, GmISU01.09G206500.1.p, GmISU01.10G137900.1.p	Aqcoe2G427600.1.p
OG0005834	GmISU01.20G052700.6.p, GmISU01.20G052700.3.p, GmISU01.20G052700.2.p, GmISU01.10G099600.1.p	Aqcoe3G147900.1.p, Aqcoe2G387600.3.p, Aqcoe2G387600.2.p, Aqcoe2G387600.1.p
OG0005836	GmISU01.05G202300.3.p, GmISU01.15G067500.2.p, GmISU01.15G067500.3.p, GmISU01.15G067500.1.p, GmISU01.13G208100.4.p, GmISU01.13G208100.1.p	Aqcoe2G123700.1.p
OG0005837	GmISU01.10G065000.1.p	Aqcoe1G444600.1.p
OG0005838	GmISU01.02G133000.2.p, GmISU01.02G133000.1.p, GmISU01.10G024200.1.p, GmISU01.02G133000.3.p, GmISU01.19G121200.1.p, GmISU01.03G116900.1.p	Aqcoe5G060100.1.p, Aqcoe2G335200.1.p
OG0005839	GmISU01.10G014900.1.p, GmISU01.02G013900.4.p, GmISU01.02G013900.5.p, GmISU01.02G013900.2.p, GmISU01.03G176300.2.p, GmISU01.03G176300.1.p, GmISU01.19G177500.1.p	Aqcoe2G282200.1.p
OG0005840	GmISU01.20G059400.1.p, GmISU01.10G108300.1.p, GmISU01.20G161800.1.p, GmISU01.10G154600.1.p	Aqcoe2G382800.1.p, Aqcoe2G381000.1.p
OG0005841	GmISU01.08G303200.1.p	Aqcoe2G398600.1.p
OG0005843	GmISU01.01G185600.1.p, GmISU01.11G087300.1.p, GmISU01.12G019600.1.p	Aqcoe2G025000.1.p
OG0005844	GmISU01.20G072600.1.p, GmISU01.19G159400.1.p, GmISU01.03G157200.1.p, GmISU01.11G078900.1.p	Aqcoe2G122200.1.p
OG0005845	GmISU01.11G166100.4.p	Aqcoe2G036500.2.p, Aqcoe2G036500.1.p
OG0005846	GmISU01.17G170900.1.p, GmISU01.18G062000.1.p	Aqcoe1G254000.1.p
OG0005846	GmISU01.15G128400.1.p, GmISU01.17G228200.1.p, GmISU01.01G149400.1.p	Aqcoe7G048600.1.p, Aqcoe7G262900.1.p, Aqcoe2G137500.1.p, Aqcoe3G288400.1.p
OG0005847	GmISU01.02G147700.2.p, GmISU01.02G147700.1.p, GmISU01.19G168500.1.p, GmISU01.03G166200.1.p	Aqcoe2G132100.1.p, Aqcoe1G451200.1.p
OG0005848	GmISU01.07G152300.1.p, GmISU01.08G062300.1.p	Aqcoe1G316700.3.p, Aqcoe1G316700.4.p, Aqcoe1G316700.1.p, Aqcoe1G316700.2.p
OG0005849	GmISU01.09G207500.1.p, GmISU01.18G186500.2.p, GmISU01.18G186500.1.p	Aqcoe2G425700.1.p
OG0005850	GmISU01.02G081900.2.p, GmISU01.02G081900.4.p, GmISU01.02G081900.3.p, GmISU01.02G081900.1.p, GmISU01.18G233900.2.p	Aqcoe7G032000.1.p, Aqcoe2G225500.1.p
OG0005851	GmISU01.15G192900.1.p, GmISU01.06G133700.1.p	Aqcoe2G047000.1.p
OG0005852	GmISU01.19G126200.1.p, GmISU01.03G121700.1.p	Aqcoe2G356700.1.p, Aqcoe2G356700.2.p, Aqcoe5G043100.1.p
OG0005853	GmISU01.01G010400.1.p, GmISU01.09G169800.1.p	Aqcoe2G273500.1.p, Aqcoe2G186100.1.p, Aqcoe2G421300.1.p
OG0005854	GmISU01.18G186700.1.p, GmISU01.09G207200.1.p, GmISU01.20G178500.1.p, GmISU01.20G178500.2.p, GmISU01.10G137700.1.p	Aqcoe2G426400.1.p
OG0005855	GmISU01.10G106700.1.p, GmISU01.20G058100.1.p	Aqcoe2G383700.1.p
OG0005857	GmISU01.07G116200.1.p, GmISU01.18G135300.1.p, GmISU01.17G199100.1.p, GmISU01.14G089000.1.p, GmISU01.03G063000.1.p	Aqcoe1G461400.1.p
OG0005858	GmISU01.20G028950.1.p, GmISU01.05G128200.1.p, GmISU01.08G103000.1.p, GmISU01.08G103000.2.p	Aqcoe2G002900.1.p, Aqcoe2G002900.2.p, Aqcoe2G002900.3.p
OG0005859	GmISU01.19G031100.1.p, GmISU01.12G022700.5.p, GmISU01.12G022700.3.p, GmISU01.12G022700.2.p, GmISU01.12G022700.4.p, GmISU01.12G022700.1.p, GmISU01.11G090700.1.p	Aqcoe2G114700.1.p
OG0005860	GmISU01.12G026100.2.p, GmISU01.12G026100.1.p, GmISU01.12G026100.3.p	Aqcoe2G431000.1.p, Aqcoe1G191000.1.p, Aqcoe3G092000.1.p, Aqcoe3G092000.2.p
OG0005861	GmISU01.19G185300.1.p, GmISU01.03G184000.3.p, GmISU01.03G184000.1.p, GmISU01.03G184000.2.p, GmISU01.10G110300.2.p, GmISU01.10G110300.3.p	Aqcoe2G238600.2.p, Aqcoe2G238600.3.p, Aqcoe2G238600.1.p
OG0005862	GmISU01.09G236900.1.p, GmISU01.09G236900.2.p	Aqcoe2G223900.1.p, Aqcoe1G107400.1.p, Aqcoe1G107400.2.p, Aqcoe1G107400.3.p
OG0005863	GmISU01.02G238800.1.p, GmISU01.14G034100.1.p, GmISU01.02G238800.2.p, GmISU01.08G164900.1.p, GmISU01.15G052100.1.p	Aqcoe2G043900.1.p, Aqcoe2G043900.2.p
OG0005864	GmISU01.18G125100.1.p, GmISU01.18G125100.3.p, GmISU01.08G313700.1.p, GmISU01.08G313700.3.p, GmISU01.16G082400.1.p	Aqcoe2G396900.1.p
OG0005865	GmISU01.09G168300.1.p, GmISU01.01G013000.1.p	Aqcoe2G109700.4.p, Aqcoe2G109700.3.p, Aqcoe2G109700.2.p, Aqcoe2G109700.1.p
OG0005866	GmISU01.15G090600.1.p, GmISU01.15G090600.2.p, GmISU01.13G182500.1.p, GmISU01.05G109300.1.p, GmISU01.08G080900.1.p	Aqcoe2G314000.2.p, Aqcoe2G314000.1.p
OG0005867	GmISU01.13G107000.2.p	Aqcoe2G171000.1.p, Aqcoe2G171000.3.p, Aqcoe2G171000.6.p, Aqcoe2G171000.4.p, Aqcoe2G171000.5.p, Aqcoe2G171000.2.p
OG0005868	GmISU01.10G154800.1.p, GmISU01.20G161600.1.p	Aqcoe2G381100.1.p, Aqcoe2G381100.2.p, Aqcoe2G381100.3.p
OG0005869	GmISU01.17G034450.1.p, GmISU01.07G197700.1.p, GmISU01.15G126300.1.p, GmISU01.15G126300.2.p, GmISU01.09G029600.1.p	Aqcoe2G257600.1.p
OG0005870	GmISU01.08G114800.1.p, GmISU01.08G114800.2.p, GmISU01.05G139700.1.p	Aqcoe2G297100.1.p
OG0005871	GmISU01.13G092000.2.p, GmISU01.13G092000.1.p, GmISU01.17G036000.1.p, GmISU01.17G036000.3.p, GmISU01.17G036000.2.p	Aqcoe2G251300.1.p
OG0005872	GmISU01.19G124300.1.p	Aqcoe2G350400.1.p
OG0005872	GmISU01.20G113800.1.p	Aqcoe5G050000.1.p
OG0005873	GmISU01.01G046200.2.p, GmISU01.01G046200.1.p, GmISU01.02G099100.1.p	Aqcoe1G264000.4.p, Aqcoe2G085100.1.p, Aqcoe1G264000.6.p, Aqcoe1G264000.2.p, Aqcoe1G264000.7.p, Aqcoe1G264000.5.p, Aqcoe1G264000.1.p, Aqcoe1G264000.3.p
OG0005874	GmISU01.13G161500.3.p, GmISU01.13G161500.2.p, GmISU01.13G161500.4.p, GmISU01.13G161500.1.p, GmISU01.15G194000.2.p, GmISU01.15G194000.3.p	Aqcoe2G045100.1.p
OG0005875	GmISU01.12G013500.6.p, GmISU01.12G013500.5.p, GmISU01.12G013500.7.p, GmISU01.12G013500.2.p, GmISU01.12G013500.1.p	Aqcoe2G168500.1.p, Aqcoe6G183500.1.p
OG0005876	GmISU01.16G068000.1.p, GmISU01.09G177200.1.p, GmISU01.01G116700.1.p, GmISU01.01G116700.2.p	Aqcoe2G354100.1.p
OG0005877	GmISU01.11G233100.2.p, GmISU01.11G233100.1.p, GmISU01.05G128500.2.p, GmISU01.08G103200.1.p, GmISU01.05G128500.1.p, GmISU01.05G128600.1.p	Aqcoe2G414600.1.p
OG0005878	GmISU01.02G132900.1.p, GmISU01.10G024300.1.p, GmISU01.19G121300.1.p, GmISU01.19G121300.2.p, GmISU01.03G117000.2.p, GmISU01.03G117000.4.p, GmISU01.03G117000.5.p, GmISU01.03G117000.6.p, GmISU01.03G117000.3.p, GmISU01.03G117000.1.p	Aqcoe2G335600.1.p
OG0005879	GmISU01.10G107700.1.p, GmISU01.20G059000.3.p, GmISU01.20G059000.4.p	Aqcoe2G381800.1.p
OG0005880	GmISU01.18G186800.1.p, GmISU01.09G207100.1.p, GmISU01.20G178400.1.p, GmISU01.10G137800.1.p	Aqcoe2G426500.1.p
OG0005881	GmISU01.18G136600.1.p, GmISU01.07G117300.1.p	Aqcoe2G222500.1.p
OG0005882	GmISU01.14G151000.1.p, GmISU01.02G182100.2.p	Aqcoe2G329500.1.p, Aqcoe6G071200.1.p
OG0005883	GmISU01.12G202300.1.p	Aqcoe2G012300.1.p, Aqcoe2G012300.2.p
OG0005884	GmISU01.06G002500.1.p, GmISU01.04G002300.1.p	Aqcoe3G422900.1.p, Aqcoe2G439000.1.p, Aqcoe4G171200.1.p, Aqcoe4G171200.2.p
OG0005885	GmISU01.03G178200.1.p, GmISU01.03G178200.2.p, GmISU01.19G179600.2.p, GmISU01.19G179600.4.p, GmISU01.19G179600.5.p, GmISU01.19G179600.3.p, GmISU01.19G179600.1.p	Aqcoe2G275200.3.p, Aqcoe2G275200.1.p, Aqcoe2G275200.2.p
OG0005886	GmISU01.01G109800.1.p, GmISU01.03G018700.1.p	Aqcoe2G318900.1.p, Aqcoe5G070400.1.p
OG0005887	GmISU01.07G011400.1.p, GmISU01.07G011400.3.p, GmISU01.07G011400.2.p, GmISU01.08G182600.1.p	Aqcoe2G396400.1.p
OG0005888	GmISU01.01G091000.1.p, GmISU01.03G043700.1.p	Aqcoe1G414000.1.p
OG0005888	GmISU01.18G152200.1.p	Aqcoe2G089300.1.p, Aqcoe2G089300.2.p
OG0005889	GmISU01.11G211700.1.p, GmISU01.18G022200.1.p	Aqcoe2G083900.1.p, Aqcoe2G083900.4.p, Aqcoe2G083900.5.p, Aqcoe2G083900.2.p, Aqcoe2G083900.3.p
OG0005890	GmISU01.19G209500.1.p, GmISU01.03G208700.1.p	Aqcoe5G102200.1.p, Aqcoe2G078100.4.p, Aqcoe2G078100.2.p, Aqcoe2G078100.3.p, Aqcoe2G078100.1.p
OG0005891	GmISU01.20G140900.1.p, GmISU01.10G176100.1.p	Aqcoe1G495500.1.p
OG0005892	GmISU01.01G115500.2.p, GmISU01.01G115500.1.p, GmISU01.09G176100.3.p, GmISU01.09G176100.2.p, GmISU01.09G176100.1.p, GmISU01.16G091100.3.p, GmISU01.16G091100.2.p, GmISU01.16G091100.1.p, GmISU01.16G067700.1.p	Aqcoe2G215800.1.p, Aqcoe4G062600.1.p
OG0005893	GmISU01.17G152000.1.p	Aqcoe6G305600.1.p, Aqcoe1G299800.1.p, Aqcoe2G229200.1.p, Aqcoe1G329200.1.p
OG0005893	GmISU01.10G222900.1.p	Aqcoe6G306600.1.p
OG0005894	GmISU01.17G035300.4.p, GmISU01.17G035300.5.p, GmISU01.17G035300.1.p, GmISU01.17G035300.2.p	Aqcoe5G294100.1.p, Aqcoe5G452400.1.p, Aqcoe2G254400.1.p
OG0005895	GmISU01.11G127400.1.p, GmISU01.12G058100.1.p, GmISU01.13G294700.1.p, GmISU01.15G037300.1.p	Aqcoe1G462900.1.p, Aqcoe1G462900.2.p
OG0005896	GmISU01.06G263700.1.p, GmISU01.04G102900.4.p, GmISU01.04G102900.3.p, GmISU01.04G102900.1.p, GmISU01.04G102900.2.p	Aqcoe2G317400.1.p
OG0005897	GmISU01.02G201200.1.p, GmISU01.02G201200.2.p, GmISU01.02G201200.3.p, GmISU01.14G172100.1.p	Aqcoe2G075800.1.p
OG0005898	GmISU01.08G139200.1.p, GmISU01.08G139200.2.p, GmISU01.15G223700.2.p, GmISU01.15G223700.3.p, GmISU01.15G223700.1.p	Aqcoe2G008900.1.p, Aqcoe2G008900.3.p, Aqcoe2G008900.2.p
OG0005899	GmISU01.03G208500.1.p, GmISU01.03G208500.2.p, GmISU01.19G209400.2.p, GmISU01.19G209400.3.p, GmISU01.19G209400.1.p	Aqcoe5G032900.1.p, Aqcoe2G368100.1.p
OG0005900	GmISU01.02G034100.1.p, GmISU01.02G034100.3.p, GmISU01.01G025600.1.p	Aqcoe2G319000.1.p, Aqcoe2G319000.2.p, Aqcoe5G070300.1.p
OG0005901	GmISU01.10G124400.1.p, GmISU01.19G198200.1.p, GmISU01.03G197100.1.p	Aqcoe2G333300.1.p, Aqcoe2G333300.2.p
OG0005902	GmISU01.12G045000.2.p, GmISU01.11G114500.1.p, GmISU01.12G045000.1.p	Aqcoe2G435500.1.p
OG0005903	GmISU01.19G222500.2.p, GmISU01.03G221000.1.p, GmISU01.03G000150.1.p, GmISU01.12G205300.1.p	Aqcoe7G135100.1.p, Aqcoe2G438100.1.p, Aqcoe2G438100.2.p
OG0005904	GmISU01.06G014400.1.p, GmISU01.06G014400.2.p, GmISU01.04G015700.2.p, GmISU01.04G015700.3.p, GmISU01.04G015700.1.p, GmISU01.04G015700.4.p	Aqcoe6G170900.1.p
OG0005905	GmISU01.12G040600.2.p, GmISU01.12G040600.1.p, GmISU01.11G110000.1.p, GmISU01.04G013400.2.p, GmISU01.04G013400.1.p	Aqcoe6G114900.1.p, Aqcoe6G115000.1.p
OG0005907	GmISU01.09G212100.1.p, GmISU01.18G182200.1.p	Aqcoe6G182600.2.p, Aqcoe6G182600.1.p
OG0005908	GmISU01.11G103200.6.p, GmISU01.11G103200.7.p, GmISU01.11G103200.2.p, GmISU01.12G034500.3.p	Aqcoe6G298700.2.p, Aqcoe6G298700.1.p
OG0005909	GmISU01.08G125700.1.p, GmISU01.05G149900.1.p, GmISU01.18G015500.1.p, GmISU01.11G218600.1.p	Aqcoe6G084500.1.p
OG0005910	GmISU01.13G060700.1.p, GmISU01.06G096500.1.p, GmISU01.04G094300.1.p, GmISU01.18G017200.1.p, GmISU01.11G217000.1.p	Aqcoe6G061600.1.p
OG0005911	GmISU01.14G121200.1.p, GmISU01.13G055900.1.p, GmISU01.06G101800.1.p, GmISU01.04G207400.1.p	Aqcoe6G018900.1.p
OG0005912	GmISU01.05G164400.1.p, GmISU01.06G143200.2.p, GmISU01.06G143200.1.p, GmISU01.04G170000.2.p, GmISU01.04G170000.1.p	Aqcoe6G033700.1.p
OG0005913	GmISU01.01G020300.1.p, GmISU01.09G160500.9.p, GmISU01.09G160500.1.p, GmISU01.09G160500.10.p, GmISU01.09G160500.7.p, GmISU01.09G160500.8.p, GmISU01.09G160500.5.p, GmISU01.09G160500.6.p	Aqcoe6G090400.1.p, Aqcoe6G090400.2.p
OG0005914	GmISU01.04G041800.2.p, GmISU01.04G041800.1.p, GmISU01.06G041000.1.p	Aqcoe6G283800.3.p, Aqcoe6G283800.1.p, Aqcoe6G283800.2.p
OG0005915	GmISU01.04G036200.1.p, GmISU01.06G035900.1.p	Aqcoe6G142800.1.p, Aqcoe6G142800.2.p, Aqcoe6G142800.3.p, Aqcoe6G142800.4.p
OG0005916	GmISU01.17G001500.2.p, GmISU01.07G234100.1.p, GmISU01.17G001500.1.p	Aqcoe6G003000.3.p, Aqcoe6G003000.4.p, Aqcoe6G003000.2.p, Aqcoe6G003000.1.p
OG0005917	GmISU01.08G166600.1.p, GmISU01.15G050000.2.p	Aqcoe6G087000.1.p
OG0005918	GmISU01.06G098000.1.p, GmISU01.04G210700.2.p	Aqcoe5G116700.2.p, Aqcoe5G116700.1.p, Aqcoe6G054400.1.p, Aqcoe6G054400.2.p
OG0005919	GmISU01.06G136000.1.p, GmISU01.04G176400.1.p, GmISU01.04G176400.2.p, GmISU01.05G158400.1.p	Aqcoe5G252700.1.p, Aqcoe6G043100.1.p
OG0005920	GmISU01.20G136200.1.p, GmISU01.10G181250.2.p, GmISU01.10G181250.1.p	Aqcoe6G290300.2.p, Aqcoe6G290300.1.p, Aqcoe5G273000.1.p, Aqcoe5G273000.3.p, Aqcoe5G273000.5.p, Aqcoe5G273000.4.p, Aqcoe5G273000.2.p
OG0005921	GmISU01.17G220500.1.p, GmISU01.06G026400.1.p, GmISU01.04G028100.1.p	Aqcoe6G129000.1.p
OG0005922	GmISU01.15G211900.1.p, GmISU01.08G159400.1.p	Aqcoe6G011600.2.p, Aqcoe6G011600.1.p
OG0005923	GmISU01.16G174500.1.p, GmISU01.09G068100.1.p, GmISU01.10G143400.1.p, GmISU01.20G172900.1.p, GmISU01.04G115200.1.p, GmISU01.16G174700.1.p, GmISU01.09G121700.1.p	Aqcoe6G002700.1.p
OG0005924	GmISU01.14G149400.1.p, GmISU01.02G180100.1.p, GmISU01.02G180100.2.p, GmISU01.06G026900.1.p, GmISU01.04G028500.1.p, GmISU01.04G028500.2.p	Aqcoe6G154100.1.p
OG0005925	GmISU01.06G033100.1.p, GmISU01.04G034200.1.p	Aqcoe6G096400.1.p
OG0005926	GmISU01.08G250700.1.p, GmISU01.08G061600.1.p	Aqcoe6G093000.2.p, Aqcoe6G093000.1.p
OG0005927	GmISU01.16G043500.1.p, GmISU01.19G077100.1.p	Aqcoe6G019600.1.p
OG0005928	GmISU01.02G201600.1.p, GmISU01.02G201600.2.p, GmISU01.02G201600.3.p, GmISU01.02G201600.4.p, GmISU01.14G172500.3.p, GmISU01.14G172500.1.p, GmISU01.14G172500.4.p, GmISU01.14G172500.2.p	Aqcoe6G000700.1.p
OG0005929	GmISU01.01G202000.1.p	Aqcoe6G145500.2.p, Aqcoe6G145500.3.p, Aqcoe6G145500.1.p, Aqcoe6G145500.4.p
OG0005930	GmISU01.19G103200.1.p	Aqcoe1G038100.3.p, Aqcoe1G038100.1.p, Aqcoe1G038100.2.p, Aqcoe6G209800.1.p, Aqcoe6G209800.3.p, Aqcoe6G209800.2.p, Aqcoe6G210100.2.p, Aqcoe6G210100.1.p
OG0005931	GmISU01.05G096300.3.p, GmISU01.05G096300.1.p, GmISU01.05G096300.4.p, GmISU01.08G068300.3.p, GmISU01.08G068300.4.p, GmISU01.08G068300.1.p, GmISU01.08G068300.2.p, GmISU01.06G097500.2.p, GmISU01.06G097500.4.p, GmISU01.06G097500.3.p	Aqcoe6G056800.1.p
OG0005932	GmISU01.04G032400.1.p, GmISU01.16G115500.1.p, GmISU01.02G053800.1.p, GmISU01.11G057800.1.p	Aqcoe6G108700.1.p
OG0005933	GmISU01.04G170700.1.p, GmISU01.06G142600.1.p	Aqcoe6G032000.1.p
OG0005934	GmISU01.20G131500.5.p, GmISU01.20G131500.3.p, GmISU01.20G131500.9.p, GmISU01.20G131500.8.p, GmISU01.20G131500.4.p, GmISU01.20G131500.7.p, GmISU01.20G131500.2.p, GmISU01.20G131500.6.p, GmISU01.10G185900.1.p	Aqcoe5G252800.2.p, Aqcoe5G252800.1.p, Aqcoe6G043200.1.p
OG0005935	GmISU01.19G112900.1.p	Aqcoe6G238100.1.p, Aqcoe6G217200.1.p
OG0005935	GmISU01.14G046700.1.p	Aqcoe1G017500.1.p
OG0005936	GmISU01.08G068000.1.p, GmISU01.05G096000.1.p, GmISU01.15G049000.1.p	Aqcoe6G061100.1.p
OG0005937	GmISU01.01G001300.4.p, GmISU01.01G001300.3.p, GmISU01.08G321000.4.p, GmISU01.08G321000.3.p, GmISU01.01G001300.2.p, GmISU01.01G001300.1.p, GmISU01.08G321000.1.p	Aqcoe6G066200.1.p, Aqcoe6G066200.2.p
OG0005938	GmISU01.01G156100.1.p, GmISU01.11G041600.1.p, GmISU01.17G146000.1.p, GmISU01.05G087400.1.p	Aqcoe6G269800.3.p, Aqcoe6G269800.2.p, Aqcoe6G269800.1.p
OG0005939	GmISU01.06G082800.1.p, GmISU01.04G081300.1.p, GmISU01.02G183800.1.p	Aqcoe6G064800.2.p, Aqcoe6G064800.1.p, Aqcoe6G064800.3.p
OG0005940	GmISU01.04G025500.1.p, GmISU01.17G222200.1.p, GmISU01.14G180900.1.p	Aqcoe6G245900.1.p, Aqcoe6G245900.2.p, Aqcoe6G245900.3.p
OG0005941	GmISU01.13G109800.1.p, GmISU01.10G046300.1.p	Aqcoe6G230800.1.p, Aqcoe6G230800.2.p
OG0005942	GmISU01.08G080500.2.p, GmISU01.05G109000.1.p	Aqcoe6G188700.1.p
OG0005943	GmISU01.02G118900.1.p, GmISU01.07G180000.1.p, GmISU01.01G003100.1.p, GmISU01.16G188700.1.p, GmISU01.07G113100.1.p	Aqcoe6G182800.2.p, Aqcoe6G182800.1.p
OG0005944	GmISU01.02G001300.1.p, GmISU01.02G150900.1.p	Aqcoe7G371200.2.p, Aqcoe7G371200.1.p, Aqcoe6G119800.1.p
OG0005945	GmISU01.06G041200.1.p, GmISU01.06G041200.2.p	Aqcoe3G178300.1.p, Aqcoe5G101500.1.p
OG0005945	GmISU01.14G083100.2.p, GmISU01.17G205100.1.p	Aqcoe6G281000.1.p
OG0005946	GmISU01.06G105900.1.p	Aqcoe6G027200.9.p, Aqcoe6G027200.8.p, Aqcoe6G027200.2.p, Aqcoe6G027200.3.p, Aqcoe6G027200.4.p, Aqcoe6G027200.6.p, Aqcoe6G027200.7.p, Aqcoe6G027200.1.p, Aqcoe6G027200.5.p
OG0005947	GmISU01.06G019200.1.p, GmISU01.04G020800.1.p, GmISU01.17G226800.1.p, GmISU01.14G185300.1.p	Aqcoe6G215000.1.p
OG0005948	GmISU01.06G008200.1.p, GmISU01.04G008900.1.p	Aqcoe6G197600.1.p
OG0005949	GmISU01.20G095000.1.p	Aqcoe6G306700.1.p, Aqcoe6G306800.1.p
OG0005950	GmISU01.14G147400.1.p, GmISU01.14G147400.2.p, GmISU01.14G147400.3.p, GmISU01.02G177800.1.p, GmISU01.02G177800.2.p	Aqcoe6G072700.3.p, Aqcoe6G072700.1.p, Aqcoe6G072700.4.p, Aqcoe6G072700.6.p, Aqcoe6G072700.5.p, Aqcoe6G072700.2.p
OG0005951	GmISU01.08G263100.1.p, GmISU01.18G105400.1.p	Aqcoe3G100600.2.p, Aqcoe3G100600.1.p, Aqcoe6G004800.2.p, Aqcoe6G004800.1.p
OG0005952	GmISU01.06G028900.1.p, GmISU01.04G030000.1.p	Aqcoe6G121300.1.p
OG0005953	GmISU01.02G105500.2.p, GmISU01.02G105500.3.p, GmISU01.03G000200.2.p, GmISU01.03G000200.1.p, GmISU01.02G105500.1.p	Aqcoe6G055900.1.p
OG0005954	GmISU01.17G120700.2.p, GmISU01.17G120700.3.p, GmISU01.05G044800.1.p	Aqcoe6G180600.1.p, Aqcoe7G045300.1.p
OG0005955	GmISU01.18G085800.3.p, GmISU01.18G085800.1.p, GmISU01.18G085800.4.p, GmISU01.18G085800.2.p, GmISU01.04G032800.1.p	Aqcoe6G104200.2.p, Aqcoe6G104200.1.p
OG0005956	GmISU01.08G168600.1.p, GmISU01.15G047900.1.p, GmISU01.05G097300.1.p	Aqcoe7G384500.1.p, Aqcoe6G036900.1.p, Aqcoe5G235400.1.p
OG0005957	GmISU01.01G121300.1.p, GmISU01.11G079100.1.p, GmISU01.09G158100.1.p, GmISU01.16G093500.1.p	Aqcoe6G172200.1.p
OG0005958	GmISU01.20G100900.1.p, GmISU01.20G100900.2.p, GmISU01.10G217500.1.p, GmISU01.11G001600.1.p, GmISU01.01G200000.1.p	Aqcoe6G280800.1.p
OG0005959	GmISU01.14G086500.1.p, GmISU01.04G044800.1.p, GmISU01.06G044200.1.p	Aqcoe5G095100.1.p, Aqcoe6G313600.1.p
OG0005960	GmISU01.03G090500.1.p, GmISU01.03G090500.2.p, GmISU01.03G090500.3.p, GmISU01.19G095700.1.p, GmISU01.19G095700.2.p	Aqcoe4G236200.3.p, Aqcoe4G236200.1.p, Aqcoe4G236200.2.p
OG0005961	GmISU01.06G078400.1.p, GmISU01.04G076800.1.p, GmISU01.04G076800.2.p	Aqcoe7G159700.1.p, Aqcoe7G159600.1.p, Aqcoe7G159600.2.p, Aqcoe4G271000.1.p, Aqcoe4G212100.1.p
OG0005962	GmISU01.02G258200.6.p, GmISU01.02G258200.2.p, GmISU01.02G258200.3.p, GmISU01.02G258200.1.p, GmISU01.02G258200.4.p, GmISU01.02G258200.5.p	Aqcoe4G312300.1.p
OG0005963	GmISU01.02G010300.1.p, GmISU01.02G010300.2.p, GmISU01.10G011200.2.p, GmISU01.03G179200.2.p, GmISU01.03G179200.1.p, GmISU01.19G180400.2.p, GmISU01.19G180400.1.p	Aqcoe4G171000.1.p
OG0005964	GmISU01.15G111800.2.p, GmISU01.15G111800.3.p, GmISU01.09G014000.1.p	Aqcoe4G309600.1.p, Aqcoe4G309600.2.p
OG0005965	GmISU01.09G008800.1.p	Aqcoe1G190600.1.p
OG0005965	GmISU01.09G046900.2.p, GmISU01.09G047200.1.p	Aqcoe4G038600.1.p, Aqcoe4G038600.2.p
OG0005966	GmISU01.07G232100.4.p, GmISU01.07G232100.1.p, GmISU01.07G232100.5.p	Aqcoe5G213500.1.p, Aqcoe4G222500.1.p
OG0005967	GmISU01.12G096100.1.p, GmISU01.06G252300.1.p	Aqcoe1G333200.1.p, Aqcoe1G333200.2.p
OG0005968	GmISU01.12G190700.1.p, GmISU01.13G237200.1.p, GmISU01.12G132000.1.p, GmISU01.06G204200.1.p	Aqcoe4G090300.1.p
OG0005969	GmISU01.15G059600.1.p, GmISU01.13G216700.1.p, GmISU01.12G115300.1.p, GmISU01.10G092300.1.p, GmISU01.06G224600.1.p, GmISU01.13G248900.1.p, GmISU01.12G180300.1.p	Aqcoe4G248200.1.p
OG0005970	GmISU01.13G320800.1.p, GmISU01.13G320800.2.p, GmISU01.07G029900.1.p, GmISU01.08G195400.1.p	Aqcoe1G269000.1.p, Aqcoe1G269000.2.p, Aqcoe1G269000.3.p, Aqcoe1G269000.4.p, Aqcoe4G272600.1.p
