Orthogroup	G_max.proteins	D_spatulata.proteins
OG0004531	GmISU01.18G241700.1.p, GmISU01.08G322100.1.p	Ds_00010596-RA
OG0004531	GmISU01.16G048300.1.p, GmISU01.19G071700.1.p	Ds_00008070-RA
OG0004532	GmISU01.03G183100.5.p, GmISU01.03G183100.3.p, GmISU01.03G183100.2.p, GmISU01.03G183100.7.p, GmISU01.03G183100.1.p, GmISU01.03G183100.8.p, GmISU01.03G183100.6.p, GmISU01.03G183100.9.p, GmISU01.19G184100.2.p, GmISU01.19G184100.1.p, GmISU01.19G184100.3.p	Ds_00007640-RA
OG0004533	GmISU01.02G119900.1.p	Ds_00015577-RA
OG0004535	GmISU01.03G122500.2.p, GmISU01.03G122500.1.p, GmISU01.19G127000.3.p, GmISU01.19G127000.1.p	Ds_00014414-RA
OG0004536	GmISU01.04G207600.2.p, GmISU01.04G207600.4.p, GmISU01.04G207600.3.p, GmISU01.04G207600.1.p	Ds_00001618-RA
OG0004537	GmISU01.04G139400.1.p, GmISU01.06G175100.3.p, GmISU01.06G175100.2.p, GmISU01.06G175100.1.p, GmISU01.14G009900.1.p	Ds_00003756-RA
OG0004538	GmISU01.03G172300.1.p, GmISU01.19G173700.2.p	Ds_00005476-RA
OG0004539	GmISU01.04G006000.4.p, GmISU01.04G006000.1.p, GmISU01.04G006000.6.p, GmISU01.04G006000.5.p, GmISU01.04G006000.3.p, GmISU01.04G006000.7.p, GmISU01.06G005500.1.p, GmISU01.12G021700.1.p, GmISU01.11G089600.1.p	Ds_00013026-RA
OG0004540	GmISU01.10G187700.1.p, GmISU01.20G129700.1.p, GmISU01.16G139400.1.p	Ds_00016187-RA
OG0004542	GmISU01.13G294400.1.p, GmISU01.15G037600.3.p, GmISU01.15G037600.2.p, GmISU01.15G037600.1.p	Ds_00015617-RA, Ds_00003580-RA
OG0004543	GmISU01.19G195100.2.p, GmISU01.19G195100.3.p, GmISU01.03G193300.3.p	Ds_00003450-RA
OG0004544	GmISU01.06G139000.1.p, GmISU01.08G137200.1.p, GmISU01.05G161100.1.p	Ds_00010931-RA
OG0004545	GmISU01.04G211800.1.p	Ds_00011939-RA
OG0004545	GmISU01.16G001000.1.p	Ds_00007365-RA
OG0004546	GmISU01.09G177600.1.p, GmISU01.04G003100.1.p, GmISU01.06G003100.1.p, GmISU01.12G030600.1.p	Ds_00000055-RA, Ds_00013007-RA
OG0004547	GmISU01.02G237100.1.p, GmISU01.01G135500.1.p	Ds_00006737-RA
OG0004548	GmISU01.18G191000.1.p, GmISU01.18G191000.2.p, GmISU01.09G203300.2.p	Ds_00001540-RA
OG0004549	GmISU01.17G074000.1.p, GmISU01.05G017100.1.p	Ds_00017900-RA, Ds_00005316-RA
OG0004551	GmISU01.05G111900.1.p, GmISU01.08G084000.1.p, GmISU01.08G084000.2.p	Ds_00007057-RA
OG0004552	GmISU01.15G115000.1.p, GmISU01.09G017400.1.p, GmISU01.09G017400.2.p	Ds_00004563-RA
OG0004553	GmISU01.17G079700.1.p, GmISU01.05G036400.1.p, GmISU01.06G164400.1.p, GmISU01.04G149600.1.p, GmISU01.04G149600.2.p, GmISU01.06G164400.2.p	Ds_00003793-RA
OG0004554	GmISU01.18G217800.1.p, GmISU01.08G231500.2.p, GmISU01.08G231500.4.p, GmISU01.08G231500.5.p, GmISU01.08G231500.3.p	Ds_00013502-RA
OG0004555	GmISU01.01G041700.1.p, GmISU01.02G094600.1.p, GmISU01.05G024900.1.p, GmISU01.17G090900.1.p, GmISU01.06G175800.1.p, GmISU01.04G138700.1.p	Ds_00012425-RA
OG0004556	GmISU01.09G134300.2.p, GmISU01.07G096600.1.p, GmISU01.09G134300.1.p	Ds_00000151-RA
OG0004557	GmISU01.07G083700.1.p, GmISU01.09G145200.1.p, GmISU01.08G038500.3.p, GmISU01.08G038500.1.p	Ds_00016850-RA
OG0004559	GmISU01.01G159300.1.p, GmISU01.05G091100.1.p, GmISU01.17G141900.1.p	Ds_00008106-RA
OG0004560	GmISU01.11G095100.1.p, GmISU01.12G026000.3.p, GmISU01.12G026000.6.p, GmISU01.12G026000.4.p, GmISU01.12G026000.5.p, GmISU01.12G026000.1.p, GmISU01.12G026000.2.p	Ds_00002624-RA, Ds_00009990-RA
OG0004561	GmISU01.04G148300.3.p, GmISU01.04G148300.1.p, GmISU01.04G148300.4.p, GmISU01.04G148300.2.p	Ds_00003789-RA
OG0004562	GmISU01.20G147800.1.p, GmISU01.10G168300.1.p, GmISU01.02G088600.1.p, GmISU01.01G069600.1.p	Ds_00008596-RA
OG0004563	GmISU01.09G131000.2.p, GmISU01.09G131000.3.p, GmISU01.09G131000.1.p, GmISU01.16G184300.2.p, GmISU01.16G184300.3.p, GmISU01.16G184300.1.p	Ds_00000415-RA
OG0004564	GmISU01.01G045800.3.p, GmISU01.01G045800.4.p, GmISU01.01G045800.1.p, GmISU01.01G045800.2.p, GmISU01.01G045800.5.p, GmISU01.02G098600.1.p, GmISU01.02G098600.2.p	Ds_00010557-RA
OG0004566	GmISU01.02G087900.1.p, GmISU01.01G068300.1.p	Ds_00008591-RA
OG0004566	GmISU01.09G148600.1.p	Ds_00010609-RA
OG0004567	GmISU01.03G012800.1.p, GmISU01.03G012800.4.p, GmISU01.03G012800.3.p, GmISU01.07G068300.2.p	Ds_00008260-RA, Ds_00011596-RA
OG0004568	GmISU01.16G051600.1.p	Ds_00008045-RA, Ds_00008044-RA
OG0004569	GmISU01.01G118300.2.p, GmISU01.01G118300.1.p	Ds_00000071-RA
OG0004570	GmISU01.02G012400.1.p, GmISU01.10G238200.1.p, GmISU01.20G078200.2.p, GmISU01.20G078200.1.p, GmISU01.10G013300.1.p	Ds_00016763-RA, Ds_00007767-RA
OG0004571	GmISU01.04G148700.2.p, GmISU01.04G148700.4.p, GmISU01.04G148700.1.p	Ds_00003791-RA, Ds_00013802-RA
OG0004572	GmISU01.05G018300.8.p, GmISU01.05G018300.1.p, GmISU01.05G018300.3.p, GmISU01.05G018300.7.p, GmISU01.05G018300.2.p, GmISU01.05G018300.6.p, GmISU01.05G018300.5.p, GmISU01.17G072500.2.p, GmISU01.17G072500.1.p	Ds_00013074-RA
OG0004573	GmISU01.09G201500.1.p, GmISU01.18G193200.1.p, GmISU01.08G047500.1.p, GmISU01.07G216700.1.p	Ds_00001544-RA
OG0004574	GmISU01.09G172200.1.p, GmISU01.01G113000.3.p, GmISU01.16G066100.8.p, GmISU01.16G089100.1.p	Ds_00002216-RA, Ds_00001758-RA
OG0004575	GmISU01.11G085200.1.p, GmISU01.12G017600.1.p	Ds_00005576-RA
OG0004576	GmISU01.05G031000.1.p, GmISU01.17G085000.1.p, GmISU01.17G085000.2.p, GmISU01.05G031000.3.p, GmISU01.05G031000.2.p	Ds_00016265-RA
OG0004577	GmISU01.09G167600.1.p, GmISU01.01G013700.1.p	Ds_00005116-RA
OG0004578	GmISU01.15G021200.1.p, GmISU01.13G310500.1.p	Ds_00000785-RA, Ds_00008486-RA
OG0004579	GmISU01.02G099600.3.p, GmISU01.02G099600.7.p, GmISU01.01G046500.1.p, GmISU01.01G046500.3.p, GmISU01.07G193900.3.p, GmISU01.07G193900.1.p	Ds_00010549-RA
OG0004581	GmISU01.09G193700.1.p	Ds_00016180-RA
OG0004582	GmISU01.18G036000.3.p, GmISU01.18G036000.4.p, GmISU01.18G036000.1.p, GmISU01.11G198500.1.p, GmISU01.11G198500.2.p	Ds_00013483-RA
OG0004583	GmISU01.04G123400.4.p, GmISU01.04G123400.2.p, GmISU01.04G123400.1.p, GmISU01.04G123400.3.p, GmISU01.06G188700.1.p, GmISU01.06G188700.2.p, GmISU01.17G111600.7.p, GmISU01.17G111600.5.p, GmISU01.17G111600.1.p, GmISU01.17G111600.2.p, GmISU01.17G111600.3.p	Ds_00017355-RA
OG0004585	GmISU01.13G044400.1.p, GmISU01.19G015900.1.p	Ds_00004778-RA
OG0004586	GmISU01.16G067800.1.p, GmISU01.16G091300.3.p, GmISU01.16G091300.2.p, GmISU01.16G091300.1.p, GmISU01.01G115900.1.p, GmISU01.01G115900.2.p, GmISU01.01G115900.3.p, GmISU01.01G115900.4.p, GmISU01.09G176500.3.p, GmISU01.09G176500.1.p	Ds_00007386-RA
OG0004587	GmISU01.04G082600.3.p, GmISU01.06G083900.3.p, GmISU01.04G082600.1.p, GmISU01.06G083900.1.p, GmISU01.06G083900.2.p, GmISU01.04G082600.2.p	Ds_00009932-RA
OG0004588	GmISU01.02G207600.6.p, GmISU01.02G207600.1.p, GmISU01.02G207600.4.p, GmISU01.02G207600.2.p, GmISU01.02G207600.3.p, GmISU01.14G179400.3.p, GmISU01.14G179400.4.p, GmISU01.14G179400.1.p	Ds_00012737-RA
OG0004590	GmISU01.06G195700.1.p	Ds_00008420-RA
OG0004591	GmISU01.19G052600.1.p, GmISU01.19G052600.3.p, GmISU01.19G052600.2.p	Ds_00008533-RA
OG0004592	GmISU01.16G178300.2.p, GmISU01.16G178300.4.p, GmISU01.16G178300.5.p, GmISU01.16G178300.1.p, GmISU01.16G178300.3.p, GmISU01.09G125800.2.p, GmISU01.09G125800.1.p, GmISU01.09G125800.3.p, GmISU01.10G141600.1.p, GmISU01.10G141600.2.p	Ds_00016902-RA
OG0004593	GmISU01.05G122800.1.p, GmISU01.18G004700.1.p, GmISU01.11G229500.3.p	Ds_00010771-RA
OG0004593	GmISU01.19G070200.1.p	Ds_00004788-RA
OG0004594	GmISU01.17G133000.1.p, GmISU01.17G133000.2.p, GmISU01.05G057800.3.p, GmISU01.05G057800.4.p, GmISU01.05G057800.2.p, GmISU01.01G166500.2.p, GmISU01.01G166500.1.p, GmISU01.11G032800.1.p, GmISU01.11G032800.2.p	Ds_00017303-RA
OG0004595	GmISU01.09G167800.1.p, GmISU01.09G167800.2.p, GmISU01.09G167800.4.p, GmISU01.09G167800.3.p, GmISU01.01G013500.2.p, GmISU01.01G013500.3.p, GmISU01.01G013500.5.p, GmISU01.01G013500.1.p	Ds_00013508-RA
OG0004599	GmISU01.19G096400.1.p, GmISU01.19G096400.3.p, GmISU01.19G096400.6.p, GmISU01.19G096400.5.p, GmISU01.19G096400.4.p, GmISU01.19G096400.2.p, GmISU01.03G092000.1.p	Ds_00012660-RA
OG0004600	GmISU01.02G166500.1.p, GmISU01.10G068500.1.p, GmISU01.19G162400.2.p, GmISU01.03G160400.1.p	Ds_00015961-RA, Ds_00015569-RA
OG0004601	GmISU01.19G115100.2.p, GmISU01.19G115100.3.p, GmISU01.19G115100.7.p, GmISU01.19G115100.4.p, GmISU01.19G115100.5.p, GmISU01.03G110100.1.p	Ds_00002683-RA, Ds_00007614-RA
OG0004605	GmISU01.16G183700.3.p, GmISU01.16G183700.2.p, GmISU01.16G183700.1.p, GmISU01.09G130400.1.p, GmISU01.09G130400.5.p, GmISU01.09G130400.2.p, GmISU01.09G130400.3.p, GmISU01.14G098900.1.p, GmISU01.08G052700.4.p, GmISU01.08G052700.7.p, GmISU01.08G052700.5.p, GmISU01.08G052700.6.p, GmISU01.08G052700.8.p, GmISU01.08G052700.3.p, GmISU01.08G052700.1.p, GmISU01.08G052700.2.p	Ds_00016906-RA
OG0004606	GmISU01.05G112900.1.p	Ds_00016188-RA
OG0004621	GmISU01.06G255100.1.p	Ds_00012281-RA
OG0004622	GmISU01.03G107700.1.p, GmISU01.03G107700.4.p, GmISU01.03G107700.3.p, GmISU01.19G112500.1.p	Ds_00009561-RA
OG0004623	GmISU01.14G005800.2.p, GmISU01.14G005800.1.p, GmISU01.02G265500.1.p	Ds_00014425-RA, Ds_00015146-RA
OG0004624	GmISU01.04G177700.1.p, GmISU01.06G134600.1.p	Ds_00016204-RA
OG0004626	GmISU01.20G179200.3.p, GmISU01.20G179200.4.p, GmISU01.20G179200.1.p	Ds_00004011-RA
OG0004628	GmISU01.04G195000.3.p, GmISU01.04G195000.2.p, GmISU01.04G195000.4.p, GmISU01.06G116100.3.p, GmISU01.06G116100.2.p, GmISU01.06G116100.5.p, GmISU01.06G116100.4.p, GmISU01.06G116100.1.p	Ds_00011134-RA
OG0004629	GmISU01.13G161300.2.p, GmISU01.13G161300.1.p, GmISU01.17G162600.1.p	Ds_00017683-RA
OG0004630	GmISU01.03G155800.4.p, GmISU01.03G155800.3.p, GmISU01.03G155800.2.p, GmISU01.03G155800.5.p, GmISU01.10G094600.1.p	Ds_00008705-RA
OG0004633	GmISU01.05G206700.1.p, GmISU01.05G206700.3.p, GmISU01.05G206700.4.p, GmISU01.05G206700.2.p, GmISU01.08G044300.2.p, GmISU01.08G044300.1.p	Ds_00012703-RA
OG0004634	GmISU01.17G218300.1.p, GmISU01.14G069400.1.p	Ds_00009782-RA
OG0004635	GmISU01.19G205700.2.p, GmISU01.19G205700.4.p, GmISU01.19G205700.3.p, GmISU01.19G205700.1.p, GmISU01.03G204400.3.p, GmISU01.03G204400.1.p	Ds_00006956-RA
OG0004636	GmISU01.06G115400.1.p, GmISU01.06G115400.2.p, GmISU01.04G195500.1.p	Ds_00007879-RA
OG0004637	GmISU01.01G093900.1.p, GmISU01.18G153600.1.p, GmISU01.07G134000.1.p	Ds_00016534-RA
OG0004637	GmISU01.05G166300.1.p	Ds_00006131-RA, Ds_00006983-RA
OG0004638	GmISU01.03G177800.4.p, GmISU01.03G177800.1.p, GmISU01.03G177800.2.p	Ds_00002642-RA, Ds_00002641-RA, Ds_00002639-RA, Ds_00012081-RA
OG0004639	GmISU01.15G157600.1.p, GmISU01.09G061600.1.p, GmISU01.17G046500.1.p	Ds_00008864-RA, Ds_00016019-RA
OG0004640	GmISU01.05G106700.1.p, GmISU01.08G078400.2.p, GmISU01.02G252600.2.p, GmISU01.02G252600.1.p, GmISU01.14G019700.3.p, GmISU01.14G019700.2.p	Ds_00012873-RA, Ds_00012874-RA, Ds_00001604-RA
OG0004641	GmISU01.18G011500.1.p, GmISU01.11G222700.1.p	Ds_00017768-RA
OG0004643	GmISU01.11G006300.5.p, GmISU01.11G006300.3.p, GmISU01.11G006300.2.p, GmISU01.11G006300.4.p, GmISU01.01G193800.3.p, GmISU01.01G193800.2.p, GmISU01.01G193800.1.p	Ds_00004546-RA
OG0004644	GmISU01.03G094300.1.p, GmISU01.19G098100.1.p	Ds_00007776-RA
OG0004645	GmISU01.08G047000.1.p, GmISU01.05G209300.1.p	Ds_00013586-RA
OG0004646	GmISU01.20G196700.1.p, GmISU01.10G119100.1.p, GmISU01.03G191200.2.p, GmISU01.03G191200.1.p, GmISU01.19G192700.3.p, GmISU01.19G192700.4.p, GmISU01.19G192700.2.p	Ds_00003905-RA
OG0004650	GmISU01.18G189200.1.p, GmISU01.09G204800.1.p	Ds_00006685-RA
OG0004651	GmISU01.09G192000.2.p, GmISU01.09G192000.1.p	Ds_00000177-RA
OG0004652	GmISU01.11G232200.1.p	Ds_00017717-RA
OG0004653	GmISU01.14G033100.1.p, GmISU01.02G240000.1.p, GmISU01.20G028400.1.p, GmISU01.07G195800.1.p	Ds_00013933-RA
OG0004654	GmISU01.09G205600.1.p, GmISU01.18G188200.1.p	Ds_00016815-RA, Ds_00013747-RA
OG0004655	GmISU01.20G061900.1.p, GmISU01.10G111900.2.p	Ds_00001504-RA, Ds_00005452-RA
OG0004656	GmISU01.20G182300.7.p, GmISU01.20G182300.6.p, GmISU01.20G182300.8.p, GmISU01.20G182300.9.p, GmISU01.20G182300.11.p, GmISU01.20G182300.10.p, GmISU01.20G182300.4.p, GmISU01.20G182300.2.p, GmISU01.10G133400.3.p, GmISU01.10G133400.4.p, GmISU01.10G133400.5.p, GmISU01.10G133400.1.p, GmISU01.10G133400.2.p	Ds_00017672-RA
OG0004658	GmISU01.17G164600.1.p	Ds_00012734-RA
OG0004660	GmISU01.12G020300.2.p, GmISU01.12G020300.3.p, GmISU01.12G020300.5.p, GmISU01.12G020300.1.p, GmISU01.11G088000.1.p, GmISU01.11G088000.2.p, GmISU01.11G088000.3.p	Ds_00013936-RA
OG0004661	GmISU01.19G130600.2.p, GmISU01.19G130600.1.p, GmISU01.03G126700.4.p, GmISU01.03G126700.1.p, GmISU01.03G126700.3.p, GmISU01.03G126700.2.p, GmISU01.10G034400.1.p	Ds_00007827-RA
OG0004662	GmISU01.17G067900.3.p, GmISU01.17G067900.5.p, GmISU01.17G067900.4.p, GmISU01.17G067900.2.p, GmISU01.17G067900.1.p, GmISU01.02G171100.1.p	Ds_00014990-RA
OG0004663	GmISU01.10G066900.2.p, GmISU01.10G066900.1.p, GmISU01.02G167800.1.p	Ds_00015795-RA
OG0004665	GmISU01.03G107500.1.p, GmISU01.19G112100.1.p, GmISU01.19G112000.1.p, GmISU01.03G107400.1.p	Ds_00007624-RA
OG0004666	GmISU01.15G041900.3.p, GmISU01.15G041900.1.p, GmISU01.15G041900.2.p, GmISU01.13G289200.2.p, GmISU01.13G289200.1.p	Ds_00014588-RA
OG0004667	GmISU01.08G316600.1.p, GmISU01.08G316600.3.p, GmISU01.08G316600.2.p, GmISU01.18G128800.1.p, GmISU01.18G128800.2.p	Ds_00006564-RA, Ds_00001017-RA
OG0004668	GmISU01.02G072200.1.p, GmISU01.02G072200.2.p, GmISU01.16G136900.1.p, GmISU01.16G136900.2.p	Ds_00001037-RA, Ds_00006700-RA
OG0004669	GmISU01.10G082800.3.p, GmISU01.10G082700.1.p, GmISU01.10G082800.1.p, GmISU01.02G161200.1.p	Ds_00010977-RA
OG0004670	GmISU01.18G000500.1.p, GmISU01.18G000500.4.p, GmISU01.18G000500.3.p, GmISU01.11G233800.1.p, GmISU01.11G233800.2.p, GmISU01.11G233800.3.p	Ds_00005703-RA
OG0004671	GmISU01.17G034100.1.p, GmISU01.07G197300.1.p	Ds_00000388-RA, Ds_00002305-RA
OG0004672	GmISU01.12G075500.1.p, GmISU01.11G152400.1.p, GmISU01.11G152400.2.p	Ds_00001220-RA
OG0004674	GmISU01.04G152000.4.p, GmISU01.04G152000.3.p, GmISU01.04G152000.2.p, GmISU01.10G064500.1.p, GmISU01.10G064500.2.p, GmISU01.19G110500.1.p	Ds_00008029-RA
OG0004675	GmISU01.08G100400.4.p, GmISU01.05G127100.1.p	Ds_00009334-RA
OG0004676	GmISU01.03G168600.3.p, GmISU01.19G170400.2.p, GmISU01.19G170400.1.p	Ds_00002565-RA, Ds_00016364-RA
OG0004677	GmISU01.20G182500.4.p, GmISU01.20G182500.2.p, GmISU01.20G182500.5.p, GmISU01.20G182500.3.p, GmISU01.20G182500.1.p, GmISU01.10G133100.1.p, GmISU01.03G207100.1.p	Ds_00006972-RA
OG0004679	GmISU01.20G194100.1.p, GmISU01.10G121600.1.p, GmISU01.19G196200.1.p	Ds_00003883-RA
OG0004680	GmISU01.20G193800.1.p, GmISU01.10G121800.4.p, GmISU01.10G121800.1.p, GmISU01.10G121800.2.p, GmISU01.10G121800.5.p, GmISU01.10G121800.6.p, GmISU01.10G121800.3.p	Ds_00003882-RA
OG0004681	GmISU01.06G004100.3.p, GmISU01.06G004100.2.p, GmISU01.04G004300.2.p, GmISU01.04G004300.1.p, GmISU01.06G004100.1.p	Ds_00000042-RA
OG0004682	GmISU01.12G100600.1.p, GmISU01.06G247600.1.p	Ds_00001163-RA
OG0004683	GmISU01.04G003400.1.p, GmISU01.04G003400.2.p, GmISU01.04G003400.3.p	Ds_00013582-RA
OG0004684	GmISU01.05G149200.2.p, GmISU01.05G149200.1.p, GmISU01.08G125000.1.p, GmISU01.11G219000.1.p, GmISU01.18G015000.1.p	Ds_00003720-RA, Ds_00017215-RA, Ds_00004002-RA
OG0004685	GmISU01.11G109200.1.p, GmISU01.12G039900.1.p, GmISU01.06G011400.1.p, GmISU01.04G012500.1.p	Ds_00016516-RA
OG0004686	GmISU01.14G000500.2.p, GmISU01.01G000400.1.p, GmISU01.14G000500.1.p	Ds_00014879-RA
OG0004687	GmISU01.04G026000.1.p, GmISU01.06G024100.1.p	Ds_00000129-RA
OG0004688	GmISU01.15G048500.1.p, GmISU01.08G168100.1.p, GmISU01.05G096600.3.p, GmISU01.08G068500.1.p, GmISU01.08G068500.4.p	Ds_00007914-RA
OG0004689	GmISU01.20G034300.1.p, GmISU01.14G037400.1.p, GmISU01.02G236100.1.p	Ds_00014950-RA
OG0004690	GmISU01.04G085500.1.p, GmISU01.06G086900.1.p, GmISU01.14G148000.2.p, GmISU01.14G148000.1.p, GmISU01.02G178400.1.p	Ds_00008186-RA
OG0004691	GmISU01.06G011800.1.p, GmISU01.04G012900.2.p, GmISU01.04G012900.1.p, GmISU01.06G011800.2.p	Ds_00016512-RA
OG0004692	GmISU01.08G148000.3.p, GmISU01.08G148000.5.p, GmISU01.08G148000.4.p, GmISU01.08G148000.1.p	Ds_00006810-RA, Ds_00007686-RA
OG0004693	GmISU01.15G056800.1.p, GmISU01.15G056800.4.p, GmISU01.15G056800.5.p, GmISU01.15G056800.3.p, GmISU01.15G056800.2.p, GmISU01.15G056800.6.p, GmISU01.13G219900.2.p, GmISU01.13G219900.1.p	Ds_00010020-RA
OG0004696	GmISU01.09G116100.3.p, GmISU01.09G116100.4.p, GmISU01.09G116100.1.p, GmISU01.09G116100.2.p	Ds_00012029-RA
OG0004697	GmISU01.06G107800.1.p, GmISU01.04G202300.1.p, GmISU01.06G107800.2.p, GmISU01.06G107800.4.p	Ds_00002267-RA
OG0004698	GmISU01.11G042600.1.p, GmISU01.01G155200.1.p, GmISU01.17G147000.2.p, GmISU01.17G147000.4.p, GmISU01.17G147000.3.p, GmISU01.17G147000.5.p	Ds_00009397-RA
OG0004699	GmISU01.01G201300.2.p, GmISU01.01G201300.1.p, GmISU01.01G201300.5.p, GmISU01.01G201300.3.p, GmISU01.01G201300.4.p	Ds_00000301-RA
OG0004700	GmISU01.02G216000.1.p, GmISU01.14G057900.1.p	Ds_00001034-RA
OG0004701	GmISU01.15G074200.1.p, GmISU01.13G200400.1.p	Ds_00013913-RA, Ds_00008951-RA, Ds_00003170-RA, Ds_00014787-RA
OG0004702	GmISU01.02G269900.1.p, GmISU01.14G000600.2.p, GmISU01.14G000600.1.p, GmISU01.14G000600.3.p	Ds_00013350-RA
OG0004703	GmISU01.13G219500.1.p, GmISU01.15G057400.1.p, GmISU01.15G057400.2.p, GmISU01.13G219500.4.p, GmISU01.13G219500.6.p, GmISU01.13G219500.5.p	Ds_00013544-RA
OG0004704	GmISU01.02G044500.4.p, GmISU01.02G044500.1.p, GmISU01.16G105200.1.p	Ds_00014470-RA
OG0004705	GmISU01.13G061800.1.p, GmISU01.05G150500.1.p, GmISU01.08G126600.1.p	Ds_00001925-RA
OG0004706	GmISU01.01G000300.1.p, GmISU01.01G000300.2.p, GmISU01.14G000400.1.p	Ds_00008201-RA
OG0004707	GmISU01.04G090300.1.p, GmISU01.06G092300.2.p, GmISU01.14G146000.9.p, GmISU01.14G146000.6.p, GmISU01.14G146000.1.p, GmISU01.14G146000.5.p, GmISU01.14G146000.2.p, GmISU01.02G176100.3.p, GmISU01.02G176100.1.p, GmISU01.14G146000.4.p, GmISU01.14G146000.8.p, GmISU01.14G146000.7.p	Ds_00008170-RA
OG0004708	GmISU01.02G105700.1.p, GmISU01.02G105700.3.p, GmISU01.02G105700.4.p, GmISU01.02G105700.2.p, GmISU01.01G052400.1.p, GmISU01.01G052400.2.p	Ds_00004240-RA, Ds_00005811-RA, Ds_00004239-RA
OG0004709	GmISU01.05G151200.1.p, GmISU01.08G127600.1.p	Ds_00012834-RA
OG0004710	GmISU01.19G035400.2.p, GmISU01.13G029000.1.p, GmISU01.08G235200.1.p, GmISU01.18G221800.4.p	Ds_00008500-RA
OG0004710	GmISU01.01G199300.1.p	Ds_00014372-RA
OG0004711	GmISU01.16G107000.1.p, GmISU01.16G106900.3.p, GmISU01.16G106900.1.p, GmISU01.16G106900.2.p	Ds_00014489-RA
OG0004712	GmISU01.13G325600.1.p, GmISU01.11G071900.1.p, GmISU01.15G005000.1.p	Ds_00012192-RA
OG0004713	GmISU01.04G004200.1.p, GmISU01.11G097700.3.p, GmISU01.11G097700.4.p, GmISU01.11G097700.1.p, GmISU01.11G097700.2.p, GmISU01.12G028700.2.p, GmISU01.12G028700.1.p	Ds_00000043-RA, Ds_00013578-RA
OG0004714	GmISU01.18G180900.3.p, GmISU01.18G180900.1.p, GmISU01.09G213400.1.p, GmISU01.09G213400.3.p	Ds_00016320-RA
OG0004715	GmISU01.04G089200.1.p, GmISU01.06G091000.1.p, GmISU01.14G147300.1.p	Ds_00003506-RA
OG0004716	GmISU01.17G148700.1.p, GmISU01.05G084200.7.p	Ds_00009408-RA
OG0004717	GmISU01.05G085600.1.p, GmISU01.05G085600.2.p, GmISU01.17G147600.1.p, GmISU01.01G154100.2.p, GmISU01.11G043600.2.p, GmISU01.11G043600.1.p, GmISU01.01G154100.1.p	Ds_00009402-RA
OG0004718	GmISU01.11G148800.2.p, GmISU01.11G148800.1.p, GmISU01.12G079000.2.p, GmISU01.12G079000.1.p	Ds_00003868-RA, Ds_00003645-RA
OG0004719	GmISU01.09G226300.1.p, GmISU01.18G165500.1.p, GmISU01.16G189300.1.p, GmISU01.03G000700.1.p	Ds_00017587-RA
OG0004722	GmISU01.12G158400.1.p, GmISU01.13G271000.1.p	Ds_00005283-RA
OG0004724	GmISU01.06G045900.1.p, GmISU01.04G046900.1.p	Ds_00011311-RA
OG0004725	GmISU01.15G208100.1.p, GmISU01.15G208100.2.p, GmISU01.08G162800.1.p, GmISU01.08G162800.6.p, GmISU01.08G162800.5.p, GmISU01.08G162800.4.p, GmISU01.08G162800.2.p, GmISU01.08G162800.3.p	Ds_00017502-RA
OG0004726	GmISU01.13G200900.1.p, GmISU01.15G073700.1.p	Ds_00018045-RA
OG0004727	GmISU01.14G005000.1.p, GmISU01.02G266200.1.p	Ds_00017202-RA, Ds_00005267-RA
OG0004728	GmISU01.20G069300.2.p, GmISU01.20G069300.1.p, GmISU01.18G229700.4.p, GmISU01.18G229700.2.p, GmISU01.18G229700.1.p	Ds_00015151-RA
OG0004729	GmISU01.11G054100.1.p, GmISU01.01G143200.1.p	Ds_00006788-RA
OG0004730	GmISU01.07G004500.1.p, GmISU01.08G191200.1.p, GmISU01.15G014700.1.p, GmISU01.13G316100.1.p	Ds_00010401-RA
OG0004731	GmISU01.09G058800.2.p	Ds_00000115-RA
OG0004732	GmISU01.06G220000.1.p, GmISU01.06G220000.6.p, GmISU01.06G220000.5.p, GmISU01.06G220000.4.p, GmISU01.06G220000.2.p, GmISU01.06G220000.3.p, GmISU01.12G118400.1.p, GmISU01.20G106800.1.p	Ds_00001754-RA
OG0004733	GmISU01.05G132700.1.p, GmISU01.08G107300.1.p, GmISU01.15G078700.1.p, GmISU01.13G195400.1.p	Ds_00011493-RA
OG0004734	GmISU01.06G277500.1.p, GmISU01.06G277500.2.p, GmISU01.04G212500.3.p, GmISU01.04G212500.1.p	Ds_00005468-RA, Ds_00002901-RA
OG0004735	GmISU01.14G049400.4.p, GmISU01.02G220600.1.p, GmISU01.14G049400.2.p	Ds_00006217-RA
OG0004736	GmISU01.08G084200.1.p	Ds_00008036-RA
OG0004737	GmISU01.13G190400.1.p, GmISU01.13G190400.3.p, GmISU01.13G190400.4.p, GmISU01.13G190400.5.p	Ds_00010944-RA, Ds_00016677-RA
OG0004738	GmISU01.07G221200.1.p, GmISU01.07G221100.1.p, GmISU01.15G098400.2.p, GmISU01.15G098400.1.p	Ds_00010223-RA
OG0004739	GmISU01.12G190400.1.p, GmISU01.13G237500.1.p, GmISU01.06G205900.1.p, GmISU01.06G205900.2.p, GmISU01.12G133700.1.p	Ds_00013461-RA
OG0004740	GmISU01.05G100000.1.p, GmISU01.08G071900.1.p, GmISU01.15G125800.1.p, GmISU01.09G028600.1.p	Ds_00008017-RA
