"","...1","GO.ID","Term","Annotated","Significant","Expected","raw.p.value","Module"
"1300",160,"GO:0000278","mitotic cell cycle",173,4,7.48,"0.02981","7"
"1301",161,"GO:0006793","phosphorus metabolic process",985,54,42.59,"0.03044","7"
"1302",162,"GO:0009152","purine ribonucleotide biosynthetic process",62,6,2.68,"0.03048","7"
"1303",163,"GO:0051258","protein polymerization",30,1,1.3,"0.03089","7"
"1304",164,"GO:0009404","toxin metabolic process",30,2,1.3,"0.03089","7"
"1305",165,"GO:0045893","positive regulation of DNA-templated transcription",227,9,9.82,"0.03091","7"
"1306",166,"GO:0051781","positive regulation of cell division",12,1,0.52,"0.03116","7"
"1307",167,"GO:0030042","actin filament depolymerization",12,1,0.52,"0.03116","7"
"1308",168,"GO:0009611","response to wounding",296,10,12.8,"0.03158","7"
"1309",169,"GO:0009957","epidermal cell fate specification",5,0,0.22,"0.03159","7"
"1310",170,"GO:0051289","protein homotetramerization",5,1,0.22,"0.03159","7"
"1311",171,"GO:0006089","lactate metabolic process",5,2,0.22,"0.03159","7"
"1312",172,"GO:0000912","assembly of actomyosin apparatus involved in cytokinesis",5,0,0.22,"0.03159","7"
"1313",173,"GO:0000914","phragmoplast assembly",5,0,0.22,"0.03159","7"
"1314",174,"GO:0009249","protein lipoylation",5,0,0.22,"0.03159","7"
"1315",175,"GO:1902410","mitotic cytokinetic process",5,0,0.22,"0.03159","7"
"1316",176,"GO:0042182","ketone catabolic process",5,2,0.22,"0.03159","7"
"1317",177,"GO:1902407","assembly of actomyosin apparatus involved in mitotic cytokinesis",5,0,0.22,"0.03159","7"
"1318",178,"GO:0070676","intralumenal vesicle formation",5,0,0.22,"0.03159","7"
"1319",179,"GO:0006621","protein retention in ER lumen",5,0,0.22,"0.03159","7"
"1320",180,"GO:0051596","methylglyoxal catabolic process",5,2,0.22,"0.03159","7"
"1321",181,"GO:0006183","GTP biosynthetic process",5,0,0.22,"0.03159","7"
"1322",182,"GO:0046039","GTP metabolic process",5,0,0.22,"0.03159","7"
"1323",183,"GO:0009438","methylglyoxal metabolic process",5,2,0.22,"0.03159","7"
"1324",184,"GO:0051640","organelle localization",98,2,4.24,"0.03177","7"
"1325",185,"GO:1903508","positive regulation of nucleic acid-templated transcription",228,9,9.86,"0.03221","7"
"1326",186,"GO:1902680","positive regulation of RNA biosynthetic process",228,9,9.86,"0.03221","7"
"1327",187,"GO:0009991","response to extracellular stimulus",162,13,7,"0.03296","7"
"1328",188,"GO:0034599","cellular response to oxidative stress",45,4,1.95,"0.03315","7"
"1329",189,"GO:1903506","regulation of nucleic acid-templated transcription",912,36,39.43,"0.03315","7"
"1330",190,"GO:0006119","oxidative phosphorylation",29,0,1.25,"0.03325","7"
"1331",191,"GO:0008064","regulation of actin polymerization or depolymerization",21,1,0.91,"0.03356","7"
"1332",192,"GO:0080022","primary root development",21,1,0.91,"0.03356","7"
"1333",193,"GO:0030832","regulation of actin filament length",21,1,0.91,"0.03356","7"
"1334",194,"GO:0032271","regulation of protein polymerization",21,1,0.91,"0.03356","7"
"1335",195,"GO:0051651","maintenance of location in cell",21,0,0.91,"0.03356","7"
"1336",196,"GO:1905039","carboxylic acid transmembrane transport",41,2,1.77,"0.03360","7"
"1337",197,"GO:0043455","regulation of secondary metabolic process",41,1,1.77,"0.03360","7"
"1338",198,"GO:1903825","organic acid transmembrane transport",41,2,1.77,"0.03360","7"
"1339",199,"GO:2001141","regulation of RNA biosynthetic process",913,36,39.48,"0.03382","7"
"1340",200,"GO:0008654","phospholipid biosynthetic process",99,6,4.28,"0.03389","7"
"1341",201,"GO:0006511","ubiquitin-dependent protein catabolic process",243,9,10.51,"0.03409","7"
"1342",202,"GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",137,4,5.92,"0.03448","7"
"1343",203,"GO:0009225","nucleotide-sugar metabolic process",31,1,1.34,"0.03508","7"
"1344",204,"GO:0046364","monosaccharide biosynthetic process",31,6,1.34,"0.03508","7"
"1345",205,"GO:0003333","amino acid transmembrane transport",31,1,1.34,"0.03508","7"
"1346",206,"GO:0071396","cellular response to lipid",327,10,14.14,"0.03514","7"
"1347",207,"GO:0019637","organophosphate metabolic process",355,23,15.35,"0.03542","7"
"1348",208,"GO:0006164","purine nucleotide biosynthetic process",64,6,2.77,"0.03600","7"
"1349",209,"GO:0010256","endomembrane system organization",76,2,3.29,"0.03676","7"
"1350",210,"GO:0019941","modification-dependent protein catabolic process",245,9,10.59,"0.03684","7"
"1351",211,"GO:0051173","positive regulation of nitrogen compound metabolic process",371,13,16.04,"0.03698","7"
"1352",212,"GO:0035556","intracellular signal transduction",232,8,10.03,"0.03783","7"
"1353",213,"GO:0010557","positive regulation of macromolecule biosynthetic process",246,9,10.64,"0.03828","7"
"1354",214,"GO:0016197","endosomal transport",46,1,1.99,"0.03849","7"
"1355",215,"GO:0009768","photosynthesis, light harvesting in photosystem I",13,4,0.56,"0.03875","7"
"1356",216,"GO:0006415","translational termination",13,2,0.56,"0.03875","7"
"1357",217,"GO:0070542","response to fatty acid",219,6,9.47,"0.03878","7"
"1358",218,"GO:0072522","purine-containing compound biosynthetic process",65,6,2.81,"0.03899","7"
"1359",219,"GO:0033866","nucleoside bisphosphate biosynthetic process",22,1,0.95,"0.03914","7"
"1360",220,"GO:0034030","ribonucleoside bisphosphate biosynthetic process",22,1,0.95,"0.03914","7"
"1361",221,"GO:0034033","purine nucleoside bisphosphate biosynthetic process",22,1,0.95,"0.03914","7"
"1362",222,"GO:0010556","regulation of macromolecule biosynthetic process",1016,39,43.93,"0.03919","7"
"1363",223,"GO:0016114","terpenoid biosynthetic process",77,7,3.33,"0.03951","7"
"1364",224,"GO:0071702","organic substance transport",586,27,25.34,"0.04028","7"
"1365",225,"GO:0014070","response to organic cyclic compound",289,6,12.5,"0.04030","7"
"1366",226,"GO:0016192","vesicle-mediated transport",313,7,13.53,"0.04088","7"
"1367",227,"GO:0016036","cellular response to phosphate starvation",43,1,1.86,"0.04124","7"
"1368",228,"GO:0006325","chromatin organization",141,5,6.1,"0.04242","7"
"1369",229,"GO:0042592","homeostatic process",291,14,12.58,"0.04317","7"
"1370",230,"GO:0006355","regulation of DNA-templated transcription",911,36,39.39,"0.04368","7"
"1371",231,"GO:0045333","cellular respiration",63,2,2.72,"0.04372","7"
"1372",232,"GO:0006091","generation of precursor metabolites and energy",217,43,9.38,"0.04378","7"
"1373",233,"GO:0048193","Golgi vesicle transport",116,2,5.02,"0.04424","7"
"1374",234,"GO:0018130","heterocycle biosynthetic process",1311,72,56.69,"0.04427","7"
"1375",235,"GO:0045859","regulation of protein kinase activity",33,1,1.43,"0.04447","7"
"1376",236,"GO:0019725","cellular homeostasis",142,7,6.14,"0.04459","7"
"1377",237,"GO:0009808","lignin metabolic process",37,1,1.6,"0.04504","7"
"1378",238,"GO:0110053","regulation of actin filament organization",23,1,0.99,"0.04521","7"
"1379",239,"GO:0090407","organophosphate biosynthetic process",223,15,9.64,"0.04543","7"
"1380",240,"GO:0042325","regulation of phosphorylation",44,1,1.9,"0.04544","7"
"1381",241,"GO:0019220","regulation of phosphate metabolic process",67,1,2.9,"0.04546","7"
"1382",242,"GO:0009920","cell plate formation involved in plant-type cell wall biogenesis",6,0,0.26,"0.04553","7"
"1383",243,"GO:0015937","coenzyme A biosynthetic process",6,0,0.26,"0.04553","7"
"1384",244,"GO:0035437","maintenance of protein localization in endoplasmic reticulum",6,0,0.26,"0.04553","7"
"1385",245,"GO:0001933","negative regulation of protein phosphorylation",6,0,0.26,"0.04553","7"
"1386",246,"GO:0009650","UV protection",6,1,0.26,"0.04553","7"
"1387",247,"GO:0002238","response to molecule of fungal origin",6,0,0.26,"0.04553","7"
"1388",248,"GO:1901071","glucosamine-containing compound metabolic process",6,0,0.26,"0.04553","7"
"1389",249,"GO:0005978","glycogen biosynthetic process",6,0,0.26,"0.04553","7"
"1390",250,"GO:0033356","UDP-L-arabinose metabolic process",6,0,0.26,"0.04553","7"
"1391",251,"GO:0009303","rRNA transcription",6,2,0.26,"0.04553","7"
"1392",252,"GO:0090391","granum assembly",6,3,0.26,"0.04553","7"
"1393",253,"GO:0016043","cellular component organization",1681,114,72.68,"0.04623","7"
"1394",254,"GO:0010440","stomatal lineage progression",14,1,0.61,"0.04719","7"
"1395",255,"GO:0006301","postreplication repair",14,1,0.61,"0.04719","7"
"1396",256,"GO:0055075","potassium ion homeostasis",14,1,0.61,"0.04719","7"
"1397",257,"GO:0010143","cutin biosynthetic process",14,0,0.61,"0.04719","7"
"1398",258,"GO:1900376","regulation of secondary metabolite biosynthetic process",14,0,0.61,"0.04719","7"
"1399",259,"GO:0030968","endoplasmic reticulum unfolded protein response",14,1,0.61,"0.04719","7"
"1400",260,"GO:0043632","modification-dependent macromolecule catabolic process",252,9,10.9,"0.04779","7"
"1401",261,"GO:0042430","indole-containing compound metabolic process",56,3,2.42,"0.04814","7"
"1402",262,"GO:0140014","mitotic nuclear division",56,2,2.42,"0.04814","7"
"1403",263,"GO:0051174","regulation of phosphorus metabolic process",68,1,2.94,"0.04895","7"
"1404",264,"GO:0006996","organelle organization",1030,74,44.54,"0.04899","7"
"1405",265,"GO:0009058","biosynthetic process",2765,172,119.55,"0.04946","7"
"1406",266,"GO:0051235","maintenance of location",34,0,1.47,"0.04967","7"
"1407",267,"GO:0010476","gibberellin mediated signaling pathway",34,0,1.47,"0.04967","7"
"1408",7,"GO:0009423","chorismate biosynthetic process",8,4,0.31,"0.00012","9"
"1409",8,"GO:0031146","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process",35,7,1.37,"0.00027","9"
"1410",9,"GO:0009639","response to red or far red light",191,18,7.47,"0.00032","9"
"1411",10,"GO:0008152","metabolic process",6326,337,247.31,"0.00038","9"
"1412",11,"GO:0016226","iron-sulfur cluster assembly",27,6,1.06,"0.00041","9"
"1413",12,"GO:0051603","proteolysis involved in protein catabolic process",292,28,11.42,"0.00063","9"
"1414",13,"GO:0098542","defense response to other organism",770,47,30.1,"0.00070","9"
"1415",14,"GO:0010015","root morphogenesis",293,23,11.45,"0.00071","9"
"1416",15,"GO:0009395","phospholipid catabolic process",12,4,0.47,"0.00077","9"
"1417",16,"GO:0044238","primary metabolic process",4954,238,193.67,"0.00084","9"
"1418",17,"GO:0009637","response to blue light",73,9,2.85,"0.00159","9"
"1419",18,"GO:1901700","response to oxygen-containing compound",1333,75,52.11,"0.00181","9"
"1420",19,"GO:0042440","pigment metabolic process",156,17,6.1,"0.00185","9"
"1421",20,"GO:0009658","chloroplast organization",171,15,6.69,"0.00201","9"
"1422",21,"GO:0071704","organic substance metabolic process",5786,291,226.2,"0.00210","9"
"1423",22,"GO:1901565","organonitrogen compound catabolic process",525,49,20.52,"0.00210","9"
"1424",23,"GO:0010033","response to organic substance",1481,81,57.9,"0.00220","9"
"1425",24,"GO:0050794","regulation of cellular process",2734,141,106.88,"0.00301","9"
"1426",25,"GO:0009892","negative regulation of metabolic process",679,40,26.54,"0.00327","9"
"1427",26,"GO:0006787","porphyrin-containing compound catabolic process",18,4,0.7,"0.00396","9"
"1428",27,"GO:0048731","system development",1950,112,76.23,"0.00405","9"
"1429",28,"GO:0031326","regulation of cellular biosynthetic process",1109,59,43.36,"0.00408","9"
"1430",29,"GO:0016094","polyprenol biosynthetic process",3,2,0.12,"0.00412","9"
"1431",30,"GO:0033014","tetrapyrrole biosynthetic process",69,8,2.7,"0.00421","9"
"1432",31,"GO:0009628","response to abiotic stimulus",1986,127,77.64,"0.00444","9"
"1433",32,"GO:0009642","response to light intensity",188,15,7.35,"0.00494","9"
"1434",33,"GO:0070887","cellular response to chemical stimulus",984,53,38.47,"0.00502","9"
"1435",34,"GO:0048354","mucilage biosynthetic process involved in seed coat development",10,3,0.39,"0.00520","9"
"1436",35,"GO:0010556","regulation of macromolecule biosynthetic process",1016,54,39.72,"0.00605","9"
"1437",36,"GO:0071554","cell wall organization or biogenesis",472,29,18.45,"0.00655","9"
"1438",37,"GO:0050896","response to stimulus",4177,240,163.29,"0.00684","9"
"1439",38,"GO:0046470","phosphatidylcholine metabolic process",11,3,0.43,"0.00695","9"
"1440",39,"GO:0009072","aromatic amino acid family metabolic process",46,6,1.8,"0.00715","9"
"1441",40,"GO:0010468","regulation of gene expression",1255,64,49.06,"0.00723","9"
"1442",41,"GO:0046148","pigment biosynthetic process",108,10,4.22,"0.00741","9"
"1443",42,"GO:0030574","collagen catabolic process",4,2,0.16,"0.00804","9"
"1444",43,"GO:0010109","regulation of photosynthesis",34,5,1.33,"0.00830","9"
"1445",44,"GO:0044237","cellular metabolic process",5522,280,215.88,"0.00853","9"
"1446",45,"GO:0010200","response to chitin",94,9,3.67,"0.00875","9"
"1447",46,"GO:0009719","response to endogenous stimulus",1105,57,43.2,"0.00884","9"
"1448",47,"GO:0010150","leaf senescence",111,10,4.34,"0.00893","9"
"1449",48,"GO:0051171","regulation of nitrogen compound metabolic process",1268,64,49.57,"0.00899","9"
"1450",49,"GO:0019752","carboxylic acid metabolic process",803,48,31.39,"0.00955","9"
"1451",50,"GO:1901362","organic cyclic compound biosynthetic process",1402,74,54.81,"0.00971","9"
"1452",51,"GO:0080090","regulation of primary metabolic process",1299,65,50.78,"0.01018","9"
"1453",52,"GO:0010035","response to inorganic substance",908,48,35.5,"0.01036","9"
"1454",53,"GO:0010311","lateral root formation",36,5,1.41,"0.01058","9"
"1455",54,"GO:0006826","iron ion transport",13,3,0.51,"0.01138","9"
"1456",55,"GO:0009808","lignin metabolic process",37,5,1.45,"0.01187","9"
"1457",56,"GO:0019438","aromatic compound biosynthetic process",1344,71,52.54,"0.01192","9"
"1458",57,"GO:0015994","chlorophyll metabolic process",99,9,3.87,"0.01209","9"
"1459",58,"GO:0045912","negative regulation of carbohydrate metabolic process",5,2,0.2,"0.01307","9"
"1460",59,"GO:0006621","protein retention in ER lumen",5,2,0.2,"0.01307","9"
"1461",60,"GO:0019748","secondary metabolic process",290,19,11.34,"0.01356","9"
"1462",61,"GO:0065007","biological regulation",3672,211,143.55,"0.01380","9"
"1463",62,"GO:0010921","regulation of phosphatase activity",14,3,0.55,"0.01409","9"
"1464",63,"GO:0009725","response to hormone",1088,55,42.53,"0.01459","9"
"1465",64,"GO:0044255","cellular lipid metabolic process",554,37,21.66,"0.01499","9"
"1466",65,"GO:0006629","lipid metabolic process",714,44,27.91,"0.01631","9"
"1467",66,"GO:0006355","regulation of DNA-templated transcription",911,47,35.61,"0.01667","9"
"1468",67,"GO:1903506","regulation of nucleic acid-templated transcription",912,47,35.65,"0.01697","9"
"1469",68,"GO:0015996","chlorophyll catabolic process",15,3,0.59,"0.01713","9"
"1470",69,"GO:2001141","regulation of RNA biosynthetic process",913,47,35.69,"0.01727","9"
"1471",70,"GO:0055072","iron ion homeostasis",27,4,1.06,"0.01741","9"
"1472",71,"GO:0009605","response to external stimulus",1165,70,45.54,"0.01749","9"
"1473",72,"GO:0006308","DNA catabolic process",6,2,0.23,"0.01912","9"
"1474",73,"GO:0006546","glycine catabolic process",6,2,0.23,"0.01912","9"
"1475",74,"GO:0080162","endoplasmic reticulum to cytosol auxin transport",6,2,0.23,"0.01912","9"
"1476",75,"GO:0033619","membrane protein proteolysis",6,2,0.23,"0.01912","9"
"1477",76,"GO:0035437","maintenance of protein localization in endoplasmic reticulum",6,2,0.23,"0.01912","9"
"1478",77,"GO:0009411","response to UV",73,7,2.85,"0.01954","9"
"1479",78,"GO:0042886","amide transport",28,4,1.09,"0.01973","9"
"1480",79,"GO:0006879","cellular iron ion homeostasis",16,3,0.63,"0.02051","9"
"1481",80,"GO:0046149","pigment catabolic process",16,3,0.63,"0.02051","9"
"1482",81,"GO:0019219","regulation of nucleobase-containing compound metabolic process",1063,53,41.56,"0.02074","9"
"1483",82,"GO:1901575","organic substance catabolic process",951,76,37.18,"0.02114","9"
"1484",83,"GO:0009699","phenylpropanoid biosynthetic process",58,6,2.27,"0.02123","9"
"1485",84,"GO:0033993","response to lipid",833,43,32.57,"0.02130","9"
"1486",85,"GO:0032502","developmental process",3065,163,119.82,"0.02223","9"
"1487",86,"GO:0009812","flavonoid metabolic process",75,7,2.93,"0.02235","9"
"1488",87,"GO:0009698","phenylpropanoid metabolic process",75,7,2.93,"0.02235","9"
"1489",88,"GO:0050793","regulation of developmental process",656,35,25.65,"0.02335","9"
"1490",89,"GO:0032787","monocarboxylic acid metabolic process",371,22,14.5,"0.02369","9"
"1491",90,"GO:1901661","quinone metabolic process",30,4,1.17,"0.02490","9"
"1492",91,"GO:1901663","quinone biosynthetic process",30,4,1.17,"0.02490","9"
"1493",92,"GO:0010102","lateral root morphogenesis",45,5,1.76,"0.02607","9"
"1494",93,"GO:0080163","regulation of protein serine/threonine phosphatase activity",7,2,0.27,"0.02610","9"
"1495",94,"GO:0007041","lysosomal transport",7,2,0.27,"0.02610","9"
"1496",95,"GO:0072595","maintenance of protein localization in organelle",7,2,0.27,"0.02610","9"
"1497",96,"GO:0031324","negative regulation of cellular metabolic process",333,20,13.02,"0.02674","9"
"1498",97,"GO:0051179","localization",1365,65,53.36,"0.02694","9"
"1499",98,"GO:0007034","vacuolar transport",78,7,3.05,"0.02705","9"
"1500",99,"GO:0010411","xyloglucan metabolic process",31,4,1.21,"0.02777","9"
"1501",100,"GO:0042181","ketone biosynthetic process",31,4,1.21,"0.02777","9"
"1502",101,"GO:0006721","terpenoid metabolic process",114,9,4.46,"0.02780","9"
"1503",102,"GO:0071695","anatomical structure maturation",171,12,6.69,"0.02798","9"
"1504",103,"GO:0009620","response to fungus",335,20,13.1,"0.02825","9"
"1505",104,"GO:0051252","regulation of RNA metabolic process",989,49,38.66,"0.02825","9"
"1506",105,"GO:0010101","post-embryonic root morphogenesis",46,5,1.8,"0.02838","9"
"1507",106,"GO:0044283","small molecule biosynthetic process",504,33,19.7,"0.02907","9"
"1508",107,"GO:0006720","isoprenoid metabolic process",137,12,5.36,"0.02907","9"
"1509",108,"GO:0040007","growth",782,40,30.57,"0.02925","9"
"1510",109,"GO:0009651","response to salt stress",316,19,12.35,"0.03000","9"
"1511",110,"GO:0051234","establishment of localization",1231,59,48.12,"0.03064","9"
"1512",111,"GO:0008219","cell death",116,9,4.53,"0.03064","9"
"1513",112,"GO:0120251","hydrocarbon biosynthetic process",32,4,1.25,"0.03082","9"
"1514",113,"GO:0009827","plant-type cell wall modification",32,4,1.25,"0.03082","9"
"1515",114,"GO:0016116","carotenoid metabolic process",32,4,1.25,"0.03082","9"
"1516",115,"GO:0016108","tetraterpenoid metabolic process",32,4,1.25,"0.03082","9"
"1517",116,"GO:0043255","regulation of carbohydrate biosynthetic process",32,4,1.25,"0.03082","9"
"1518",117,"GO:0071310","cellular response to organic substance",763,39,29.83,"0.03138","9"
"1519",118,"GO:0006351","DNA-templated transcription",998,49,39.02,"0.03245","9"
"1520",119,"GO:0006779","porphyrin-containing compound biosynthetic process",64,6,2.5,"0.03265","9"
"1521",120,"GO:0009813","flavonoid biosynthetic process",48,5,1.88,"0.03338","9"
"1522",121,"GO:0006970","response to osmotic stress",428,24,16.73,"0.03338","9"
"1523",122,"GO:0097659","nucleic acid-templated transcription",1000,49,39.09,"0.03345","9"
"1524",123,"GO:0010405","arabinogalactan protein metabolic process",8,2,0.31,"0.03395","9"
"1525",124,"GO:1905428","regulation of plant organ formation",8,2,0.31,"0.03395","9"
"1526",125,"GO:1905156","negative regulation of photosynthesis",8,2,0.31,"0.03395","9"
"1527",126,"GO:0006796","phosphate-containing compound metabolic process",959,51,37.49,"0.03456","9"
"1528",127,"GO:0090558","plant epidermis development",300,18,11.73,"0.03462","9"
"1529",128,"GO:0032774","RNA biosynthetic process",1004,49,39.25,"0.03552","9"
"1530",129,"GO:0006793","phosphorus metabolic process",985,52,38.51,"0.03580","9"
"1531",130,"GO:0006473","protein acetylation",49,5,1.92,"0.03606","9"
"1532",131,"GO:0055076","transition metal ion homeostasis",49,5,1.92,"0.03606","9"
"1533",132,"GO:2000112","regulation of cellular macromolecule biosynthetic process",101,8,3.95,"0.03624","9"
"1534",133,"GO:0008610","lipid biosynthetic process",437,26,17.08,"0.03701","9"
"1535",134,"GO:0045037","protein import into chloroplast stroma",20,3,0.78,"0.03738","9"
"1536",135,"GO:0042548","regulation of photosynthesis, light reaction",20,3,0.78,"0.03738","9"
"1537",136,"GO:0006743","ubiquinone metabolic process",20,3,0.78,"0.03738","9"
"1538",137,"GO:0006744","ubiquinone biosynthetic process",20,3,0.78,"0.03738","9"
"1539",138,"GO:0042246","tissue regeneration",1,1,0.04,"0.03757","9"
"1540",139,"GO:0051928","positive regulation of calcium ion transport",1,1,0.04,"0.03757","9"
"1541",140,"GO:0015940","pantothenate biosynthetic process",1,1,0.04,"0.03757","9"
"1542",141,"GO:0015939","pantothenate metabolic process",1,1,0.04,"0.03757","9"
"1543",142,"GO:0090677","reversible differentiation",1,1,0.04,"0.03757","9"
"1544",143,"GO:1900407","regulation of cellular response to oxidative stress",1,1,0.04,"0.03757","9"
"1545",144,"GO:0090160","Golgi to lysosome transport",1,1,0.04,"0.03757","9"
"1546",145,"GO:0007639","homeostasis of number of meristem cells",1,1,0.04,"0.03757","9"
"1547",146,"GO:0010406","classical arabinogalactan protein metabolic process",1,1,0.04,"0.03757","9"
"1548",147,"GO:0048102","autophagic cell death",1,1,0.04,"0.03757","9"
"1549",148,"GO:0046348","amino sugar catabolic process",1,1,0.04,"0.03757","9"
"1550",149,"GO:0062034","L-pipecolic acid biosynthetic process",1,1,0.04,"0.03757","9"
"1551",150,"GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway",1,1,0.04,"0.03757","9"
"1552",151,"GO:0080152","regulation of reductive pentose-phosphate cycle",1,1,0.04,"0.03757","9"
"1553",152,"GO:0080153","negative regulation of reductive pentose-phosphate cycle",1,1,0.04,"0.03757","9"
"1554",153,"GO:0045848","positive regulation of nitrogen utilization",1,1,0.04,"0.03757","9"
"1555",154,"GO:0014001","sclerenchyma cell differentiation",1,1,0.04,"0.03757","9"
"1556",155,"GO:0010110","regulation of photosynthesis, dark reaction",1,1,0.04,"0.03757","9"
"1557",156,"GO:0001894","tissue homeostasis",1,1,0.04,"0.03757","9"
"1558",157,"GO:0018920","glyphosate metabolic process",1,1,0.04,"0.03757","9"
"1559",158,"GO:0035998","7,8-dihydroneopterin 3'-triphosphate biosynthetic process",1,1,0.04,"0.03757","9"
"1560",159,"GO:0042353","fucose biosynthetic process",1,1,0.04,"0.03757","9"
"1561",160,"GO:0070453","regulation of heme biosynthetic process",1,1,0.04,"0.03757","9"
"1562",161,"GO:0070455","positive regulation of heme biosynthetic process",1,1,0.04,"0.03757","9"
"1563",162,"GO:0016095","polyprenol catabolic process",1,1,0.04,"0.03757","9"
"1564",163,"GO:0080064","4,4-dimethyl-9beta,19-cyclopropylsterol oxidation",1,1,0.04,"0.03757","9"
"1565",164,"GO:0055092","sterol homeostasis",1,1,0.04,"0.03757","9"
"1566",165,"GO:0033385","geranylgeranyl diphosphate metabolic process",1,1,0.04,"0.03757","9"
"1567",166,"GO:0033386","geranylgeranyl diphosphate biosynthetic process",1,1,0.04,"0.03757","9"
"1568",167,"GO:2000121","regulation of removal of superoxide radicals",1,1,0.04,"0.03757","9"
"1569",168,"GO:1901653","cellular response to peptide",1,1,0.04,"0.03757","9"
"1570",169,"GO:0019236","response to pheromone",1,1,0.04,"0.03757","9"
"1571",170,"GO:0006026","aminoglycan catabolic process",1,1,0.04,"0.03757","9"
"1572",171,"GO:0051066","dihydrobiopterin metabolic process",1,1,0.04,"0.03757","9"
"1573",172,"GO:0006030","chitin metabolic process",1,1,0.04,"0.03757","9"
"1574",173,"GO:0006032","chitin catabolic process",1,1,0.04,"0.03757","9"
"1575",174,"GO:0048872","homeostasis of number of cells",1,1,0.04,"0.03757","9"
"1576",175,"GO:0048873","homeostasis of number of cells within a tissue",1,1,0.04,"0.03757","9"
"1577",176,"GO:1904368","regulation of sclerenchyma cell differentiation",1,1,0.04,"0.03757","9"
"1578",177,"GO:1904369","positive regulation of sclerenchyma cell differentiation",1,1,0.04,"0.03757","9"
"1579",178,"GO:0034059","response to anoxia",1,1,0.04,"0.03757","9"
"1580",179,"GO:0010922","positive regulation of phosphatase activity",1,1,0.04,"0.03757","9"
"1581",180,"GO:0001680","tRNA 3'-terminal CCA addition",1,1,0.04,"0.03757","9"
"1582",181,"GO:0035306","positive regulation of dephosphorylation",1,1,0.04,"0.03757","9"
"1583",182,"GO:0036166","phenotypic switching",1,1,0.04,"0.03757","9"
"1584",183,"GO:1901072","glucosamine-containing compound catabolic process",1,1,0.04,"0.03757","9"
"1585",184,"GO:0071454","cellular response to anoxia",1,1,0.04,"0.03757","9"
"1586",185,"GO:0000738","DNA catabolic process, exonucleolytic",1,1,0.04,"0.03757","9"
"1587",186,"GO:0012501","programmed cell death",84,7,3.28,"0.03839","9"
"1588",187,"GO:0010243","response to organonitrogen compound",237,19,9.27,"0.04092","9"
"1589",188,"GO:0010941","regulation of cell death",51,5,1.99,"0.04183","9"
"1590",189,"GO:0006810","transport",1207,57,47.19,"0.04230","9"
"1591",190,"GO:0051651","maintenance of location in cell",21,3,0.82,"0.04243","9"
"1592",191,"GO:0035303","regulation of dephosphorylation",21,3,0.82,"0.04243","9"
"1593",192,"GO:0010384","cell wall proteoglycan metabolic process",9,2,0.35,"0.04258","9"
"1594",193,"GO:0019375","galactolipid biosynthetic process",9,2,0.35,"0.04258","9"
"1595",194,"GO:0009585","red, far-red light phototransduction",9,2,0.35,"0.04258","9"
"1596",195,"GO:0010404","cell wall hydroxyproline-rich glycoprotein metabolic process",9,2,0.35,"0.04258","9"
"1597",196,"GO:0007602","phototransduction",9,2,0.35,"0.04258","9"
"1598",197,"GO:0031099","regeneration",9,2,0.35,"0.04258","9"
"1599",198,"GO:0046471","phosphatidylglycerol metabolic process",9,2,0.35,"0.04258","9"
"1600",199,"GO:0048367","shoot system development",786,45,30.73,"0.04271","9"
"1601",200,"GO:1905393","plant organ formation",86,7,3.36,"0.04276","9"
"1602",201,"GO:0099402","plant organ development",927,61,36.24,"0.04362","9"
"1603",202,"GO:0071840","cellular component organization or biogenesis",2109,104,82.45,"0.04378","9"
"1604",203,"GO:0044265","cellular macromolecule catabolic process",347,25,13.57,"0.04383","9"
"1605",204,"GO:0023052","signaling",1091,52,42.65,"0.04448","9"
"1606",205,"GO:0002376","immune system process",204,13,7.98,"0.04451","9"
"1607",206,"GO:0009626","plant-type hypersensitive response",36,4,1.41,"0.04495","9"
"1608",207,"GO:0019684","photosynthesis, light reaction",87,7,3.4,"0.04507","9"
"1609",208,"GO:0009657","plastid organization",224,20,8.76,"0.04544","9"
"1610",209,"GO:0006778","porphyrin-containing compound metabolic process",144,13,5.63,"0.04644","9"
"1611",210,"GO:0009056","catabolic process",1117,88,43.67,"0.04692","9"
"1612",211,"GO:0043467","regulation of generation of precursor metabolites and energy",22,3,0.86,"0.04780","9"
"1613",212,"GO:0009646","response to absence of light",22,3,0.86,"0.04780","9"
"1614",213,"GO:0010017","red or far-red light signaling pathway",22,3,0.86,"0.04780","9"
"1615",214,"GO:0044403","biological process involved in symbiotic interaction",53,5,2.07,"0.04812","9"
"1616",215,"GO:2000113","negative regulation of cellular macromolecule biosynthetic process",53,5,2.07,"0.04812","9"
"1617",216,"GO:0010114","response to red light",37,4,1.45,"0.04896","9"
"1618",217,"GO:0000041","transition metal ion transport",37,4,1.45,"0.04896","9"
"1619",218,"GO:0034050","programmed cell death induced by symbiont",37,4,1.45,"0.04896","9"
"1620",219,"GO:1901564","organonitrogen compound metabolic process",2564,143,100.24,"0.04975","9"
"1621",220,"GO:0021700","developmental maturation",187,12,7.31,"0.04994","9"
