Orthogroup	D_muscipula.proteins	A_hypochondriacus.proteins
OG0006429	Dm_00017661-RA	AH000546-RA
OG0006430	Dm_00001738-RA	AH001862-RA
OG0006433	Dm_00015499-RA	AH008036-RA
OG0006434	Dm_00000690-RA, Dm_00002299-RA	AH021403-RA
OG0006435	Dm_00004990-RA, Dm_00004530-RA	AH015218-RA
OG0006436	Dm_00009958-RA	AH008552-RA, AH023549-RA
OG0006437	Dm_00006807-RA	AH008102-RA
OG0006438	Dm_00012693-RA	AH022727-RA
OG0006439	Dm_00000863-RA	AH010180-RA
OG0006440	Dm_00017806-RA	AH007955-RA
OG0006441	Dm_00003751-RA	AH001364-RA, AH000307-RA
OG0006442	Dm_00019681-RA	AH018489-RA
OG0006443	Dm_00016286-RA, Dm_00016931-RA	AH010128-RA, AH008019-RA
OG0006444	Dm_00003917-RA	AH001168-RA
OG0006445	Dm_00014247-RA	AH021513-RA
OG0006446	Dm_00001945-RA	AH009192-RA, AH002918-RA, AH009191-RA, AH009190-RA, AH009188-RA
OG0006447	Dm_00007214-RA	AH021505-RA, AH021505-RB, AH015009-RA
OG0006448	Dm_00005108-RA	AH001264-RA, AH000440-RA
OG0006450	Dm_00005730-RA	AH020505-RA, AH006600-RA
OG0006451	Dm_00012110-RA	AH012209-RA
OG0006452	Dm_00009966-RA	AH020360-RA
OG0006453	Dm_00013945-RA	AH013434-RA
OG0006454	Dm_00008088-RA	AH007991-RA
OG0006455	Dm_00016943-RA, Dm_00006587-RA, Dm_00003448-RA	AH003813-RA
OG0006457	Dm_00002289-RA	AH015276-RA
OG0006459	Dm_00010630-RA	AH021453-RA
OG0006460	Dm_00012298-RA	AH013543-RA
OG0006461	Dm_00013993-RA	AH013449-RA
OG0006462	Dm_00013380-RA	AH019965-RA
OG0006463	Dm_00003310-RA	AH012421-RA
OG0006464	Dm_00009514-RA	AH002059-RA
OG0006465	Dm_00015497-RA	AH009357-RA
OG0006466	Dm_00010384-RA	AH002432-RA
OG0006467	Dm_00018077-RA, Dm_00017137-RA	AH015949-RA, AH023489-RA
OG0006469	Dm_00003063-RA, Dm_00007172-RA	AH019502-RA
OG0006470	Dm_00013735-RA	AH011093-RA
OG0006472	Dm_00009855-RA	AH018011-RA
OG0006474	Dm_00017316-RA	AH004342-RA, AH014172-RA
OG0006475	Dm_00019530-RA	AH022295-RA
OG0006476	Dm_00014021-RA, Dm_00014022-RA, Dm_00020667-RA	AH010683-RA
OG0006477	Dm_00006479-RA	AH020374-RA
OG0006479	Dm_00015395-RA	AH019458-RA
OG0006480	Dm_00007927-RA	AH021905-RA
OG0006481	Dm_00005246-RA	AH010571-RA, AH019123-RA
OG0006482	Dm_00007554-RA	AH009210-RA
OG0006483	Dm_00000632-RA, Dm_00007633-RA	AH019179-RA
OG0006484	Dm_00000558-RA	AH007527-RA
OG0006488	Dm_00018130-RA, Dm_00003655-RA	AH002050-RA
OG0006489	Dm_00003719-RA	AH012152-RA
OG0006490	Dm_00002034-RA	AH019638-RA
OG0006491	Dm_00003791-RA	AH020685-RA, AH005884-RA
OG0006492	Dm_00014019-RA	AH014186-RA, AH020836-RA
OG0006493	Dm_00016468-RA	AH021038-RA
OG0006496	Dm_00008908-RA, Dm_00015858-RA	AH014511-RA, AH020875-RA, AH020876-RA
OG0006497	Dm_00005353-RA	AH006194-RA
OG0006498	Dm_00021086-RA	AH022307-RA
OG0006500	Dm_00012043-RA	AH020925-RA, AH014447-RA
OG0006501	Dm_00015880-RA, Dm_00002165-RA	AH023267-RB, AH016244-RA, AH023267-RA
OG0006502	Dm_00014209-RA, Dm_00011611-RA	AH009199-RA
OG0006503	Dm_00018425-RA	AH015081-RA, AH021630-RA
OG0006504	Dm_00005118-RA	AH021083-RA
OG0006505	Dm_00006484-RA	AH001985-RA
OG0006506	Dm_00000653-RA	AH016182-RA, AH023329-RA
OG0006507	Dm_00018000-RA	AH013494-RA
OG0006508	Dm_00004392-RA, Dm_00000376-RA	AH014019-RA
OG0006509	Dm_00012976-RA	AH001033-RA
OG0006511	Dm_00014416-RA	AH009181-RA
OG0006513	Dm_00014657-RA	AH012261-RA
OG0006514	Dm_00002893-RA	AH019971-RA
OG0006515	Dm_00006260-RA	AH012091-RA
OG0006516	Dm_00003798-RA	AH014003-RA
OG0006517	Dm_00000989-RA	AH014345-RA
OG0006518	Dm_00012557-RA	AH021217-RA, AH014342-RA
OG0006519	Dm_00019521-RA	AH008240-RA
OG0006520	Dm_00007908-RA	AH000486-RA, AH002128-RA
OG0006521	Dm_00011711-RA	AH014102-RA
OG0006522	Dm_00004933-RA, Dm_00002318-RA	AH000642-RA
OG0006524	Dm_00003613-RA	AH014092-RA
OG0006525	Dm_00001491-RA	AH011355-RA
OG0006526	Dm_00011240-RA	AH020151-RA
OG0006527	Dm_00004821-RA	AH001989-RA
OG0006528	Dm_00004172-RA, Dm_00011456-RA	AH018191-RA, AH011369-RA
OG0006529	Dm_00019967-RA	AH016070-RA
OG0006530	Dm_00013888-RA	AH017200-RA
OG0006531	Dm_00004593-RA, Dm_00005881-RA	AH021745-RA
OG0006532	Dm_00013404-RA	AH014638-RA
OG0006533	Dm_00000092-RA	AH017137-RA, AH020772-RA
OG0006534	Dm_00010154-RA, Dm_00014660-RA, Dm_00013297-RA	AH012269-RA, AH019467-RA
OG0006535	Dm_00003821-RA	AH009114-RA
OG0006536	Dm_00014659-RA	AH019468-RA
OG0006537	Dm_00014275-RA, Dm_00003731-RA	AH002074-RA
OG0006538	Dm_00001126-RA	AH017900-RA
OG0006540	Dm_00000486-RA	AH000195-RA
OG0006540	Dm_00012012-RA	AH012776-RA
OG0006541	Dm_00020600-RA	AH019116-RA
OG0006542	Dm_00003641-RA	AH001452-RA
OG0006543	Dm_00004777-RA	AH022505-RA
OG0006544	Dm_00000794-RA	AH007422-RA
OG0006547	Dm_00003430-RA, Dm_00012555-RA	AH006561-RA
OG0006548	Dm_00020816-RA	AH013716-RA
OG0006549	Dm_00005796-RA	AH020400-RA, AH006760-RA
OG0006550	Dm_00018726-RA	AH022594-RA
OG0006551	Dm_00020280-RA	AH011069-RA, AH019140-RA
OG0006552	Dm_00010723-RA	AH014958-RA
OG0006553	Dm_00016248-RA	AH007936-RA
OG0006554	Dm_00001015-RA	AH014290-RA, AH021068-RA, AH021067-RA
OG0006555	Dm_00011465-RA	AH021027-RA
OG0006556	Dm_00007403-RA	AH015931-RA
OG0006558	Dm_00001898-RA	AH009727-RA
OG0006559	Dm_00009301-RA	AH003015-RA
OG0006560	Dm_00019259-RA	AH017476-RA
OG0006561	Dm_00020824-RA, Dm_00000478-RA	AH001227-RA, AH001226-RA
OG0006562	Dm_00004345-RA	AH000369-RA, AH001506-RA
OG0006564	Dm_00000042-RA	AH012505-RA, AH021744-RA
OG0006565	Dm_00011054-RA	AH022625-RA
OG0006567	Dm_00003320-RA	AH010235-RA, AH013678-RA
OG0006569	Dm_00013848-RA	AH010120-RA
OG0006570	Dm_00009869-RA	AH022292-RA, AH013455-RA
OG0006571	Dm_00012204-RA	AH019446-RA
OG0006572	Dm_00012945-RA	AH001147-RA
OG0006573	Dm_00006685-RA	AH012755-RA
OG0006574	Dm_00018212-RA	AH003006-RA
OG0006575	Dm_00004545-RA	AH022526-RA
OG0006576	Dm_00017307-RA	AH018962-RA
OG0006578	Dm_00011695-RA	AH000264-RA
OG0006579	Dm_00015480-RA	AH010323-RA
OG0006581	Dm_00005143-RA	AH020503-RA
OG0006582	Dm_00001405-RA	AH012566-RA
OG0006583	Dm_00014460-RA, Dm_00014461-RA	AH001288-RA
OG0006585	Dm_00003531-RA	AH001183-RA, AH001181-RA
OG0006586	Dm_00010421-RA	AH018307-RA
OG0006588	Dm_00014920-RA, Dm_00018984-RA, Dm_00018983-RA	AH022661-RA
OG0006589	Dm_00015323-RA, Dm_00002140-RA	AH020280-RA
OG0006590	Dm_00016523-RA	AH023116-RA, AH016392-RA
OG0006591	Dm_00015253-RA	AH018831-RA
OG0006592	Dm_00013101-RA	AH016002-RA
OG0006593	Dm_00005906-RA	AH014706-RA
OG0006594	Dm_00015961-RA, Dm_00007346-RA	AH013778-RA
OG0006595	Dm_00003530-RA	AH013764-RA
OG0006596	Dm_00018538-RA	AH018859-RA
OG0006597	Dm_00020088-RA, Dm_00005265-RA	AH022469-RA
OG0006597	Dm_00018334-RA	AH016332-RA
OG0006598	Dm_00002903-RA	AH021613-RA, AH015104-RA
OG0006599	Dm_00003762-RA	AH021293-RA
OG0006600	Dm_00018181-RA	AH012809-RA
OG0006601	Dm_00007869-RA	AH007921-RA
OG0006602	Dm_00004389-RA	AH006850-RA, AH018856-RA
OG0006604	Dm_00019716-RA	AH013143-RA
OG0006605	Dm_00003755-RA	AH023432-RA
OG0006606	Dm_00011191-RA	AH015482-RA
OG0006607	Dm_00001390-RA	AH021812-RA, AH012599-RA
OG0006608	Dm_00004641-RA, Dm_00016481-RA	AH000150-RA, AH001315-RA
OG0006609	Dm_00002976-RA	AH006317-RA
OG0006610	Dm_00012959-RA, Dm_00017944-RA	AH000235-RA
OG0006612	Dm_00015837-RA	AH016527-RA, AH022874-RA
OG0006613	Dm_00012371-RA	AH019096-RA
OG0006614	Dm_00009894-RA	AH013727-RA
OG0006615	Dm_00004329-RA	AH022640-RA
OG0006615	Dm_00005176-RA	AH019073-RA
OG0006616	Dm_00020720-RA, Dm_00003265-RA	AH017409-RA
OG0006617	Dm_00000285-RA	AH017249-RA
OG0006618	Dm_00013435-RA	AH018655-RA
OG0006620	Dm_00000525-RA	AH010830-RA
OG0006621	Dm_00003833-RA	AH020047-RA
OG0006622	Dm_00012775-RA	AH019850-RA
OG0006623	Dm_00015204-RA	AH006442-RA
OG0006624	Dm_00008111-RA	AH009406-RA
OG0006625	Dm_00016476-RA	AH006206-RA
OG0006626	Dm_00014192-RA, Dm_00012484-RA, Dm_00000463-RA	AH019651-RA
OG0006627	Dm_00001557-RA	AH022650-RA, AH018057-RA
OG0006628	Dm_00020206-RA	AH007062-RA, AH007064-RA, AH007061-RA
OG0006629	Dm_00000287-RA	AH017246-RA
OG0006630	Dm_00012656-RA	AH014405-RA
OG0006631	Dm_00012843-RA, Dm_00002714-RA	AH009439-RA
OG0006632	Dm_00010352-RA, Dm_00017396-RA	AH004624-RA
OG0006633	Dm_00011580-RA	AH003372-RA
OG0006634	Dm_00001082-RA	AH007689-RA, AH010930-RA
OG0006635	Dm_00012433-RA	AH004908-RA
OG0006636	Dm_00002710-RA	AH009446-RA
OG0006637	Dm_00012674-RA	AH008510-RA
OG0006638	Dm_00000416-RA	AH019754-RA
OG0006641	Dm_00011304-RA	AH014660-RA
OG0006643	Dm_00003303-RA, Dm_00015336-RA	AH004304-RA
OG0006644	Dm_00008895-RA	AH010729-RA, AH007863-RA
OG0006646	Dm_00004894-RA	AH010329-RA
OG0006647	Dm_00004014-RA, Dm_00015166-RA	AH001769-RA
OG0006648	Dm_00010375-RA	AH009243-RA
OG0006650	Dm_00006074-RA, Dm_00008060-RA	AH009611-RA
OG0006651	Dm_00009993-RA	AH018081-RA
OG0006652	Dm_00015733-RA	AH019571-RA, AH000146-RA
OG0006653	Dm_00010036-RA	AH007747-RA
OG0006655	Dm_00019832-RA	AH005123-RA, AH004618-RA
OG0006656	Dm_00001224-RA	AH019709-RA
OG0006657	Dm_00016276-RA	AH003994-RA, AH005605-RA
OG0006658	Dm_00005333-RA	AH018286-RA
OG0006659	Dm_00001080-RA	AH005898-RA, AH003948-RA
OG0006661	Dm_00014730-RA	AH002435-RA
OG0006662	Dm_00002632-RA	AH001915-RA
OG0006663	Dm_00001987-RA	AH004369-RA
OG0006664	Dm_00018416-RA, Dm_00011779-RA	AH006980-RA, AH020208-RA
OG0006665	Dm_00011057-RA, Dm_00000916-RA	AH017292-RA
OG0006666	Dm_00003368-RA	AH003954-RA
OG0006667	Dm_00016061-RA, Dm_00017664-RA	AH009386-RA
OG0006668	Dm_00020306-RA	AH020175-RA
OG0006669	Dm_00018211-RA	AH002464-RA
OG0006672	Dm_00005482-RA	AH009656-RA
OG0006673	Dm_00010279-RA	AH022132-RA
OG0006674	Dm_00000533-RA	AH007546-RA
OG0006676	Dm_00002589-RA	AH015832-RA
OG0006677	Dm_00020813-RA	AH003926-RA
OG0006678	Dm_00007321-RA	AH021029-RA
OG0006679	Dm_00002495-RA	AH016702-RA
OG0006680	Dm_00001742-RA	AH001848-RA
OG0006682	Dm_00008771-RA	AH017161-RA, AH018430-RA
OG0006683	Dm_00004898-RA	AH003307-RA, AH010332-RA
OG0006684	Dm_00004719-RA	AH002199-RA
OG0006685	Dm_00007098-RA	AH000572-RA, AH001807-RA
OG0006686	Dm_00015746-RA	AH018714-RA
OG0006688	Dm_00013520-RA	AH005450-RA
OG0006689	Dm_00006595-RA, Dm_00013859-RA	AH005707-RA, AH003868-RA
OG0006690	Dm_00000121-RA	AH023710-RA
OG0006691	Dm_00011945-RA	AH004448-RA, AH004833-RA
OG0006692	Dm_00015466-RA	AH002708-RA
OG0006693	Dm_00001681-RA, Dm_00001682-RA	AH022368-RA
OG0006694	Dm_00001922-RA, Dm_00001921-RA	AH016096-RA
OG0006695	Dm_00012704-RA	AH004196-RA
OG0006697	Dm_00004475-RA, Dm_00004906-RA	AH010633-RA
OG0006698	Dm_00007306-RA	AH007840-RA
OG0006699	Dm_00001704-RA, Dm_00019672-RA	AH017922-RA
OG0006700	Dm_00002777-RA, Dm_00013684-RA	AH004124-RA
OG0006701	Dm_00014143-RA, Dm_00014142-RA, Dm_00011314-RA	AH001331-RA, AH000318-RA
OG0006702	Dm_00018843-RA	AH019771-RA
OG0006703	Dm_00001996-RA	AH013102-RA
OG0006704	Dm_00009778-RA	AH014809-RA
OG0006706	Dm_00013929-RA	AH016541-RA, AH022885-RA
OG0006707	Dm_00005315-RA	AH005422-RA
OG0006708	Dm_00018964-RA	AH009474-RA
OG0006709	Dm_00020979-RA, Dm_00005253-RA	AH009340-RA
OG0006710	Dm_00013051-RA	AH002802-RA
OG0006711	Dm_00013893-RA	AH017211-RA
OG0006713	Dm_00018473-RA	AH009384-RA
OG0006714	Dm_00005729-RA	AH020508-RA
OG0006715	Dm_00008867-RA	AH010312-RA
OG0006716	Dm_00013354-RA	AH010643-RA
OG0006717	Dm_00014097-RA	AH015557-RA, AH015850-RA
OG0006718	Dm_00019669-RA	AH016602-RA, AH022754-RA
OG0006719	Dm_00012307-RA	AH003027-RA
OG0006720	Dm_00007314-RA	AH017485-RA
OG0006721	Dm_00000229-RA	AH007280-RA
OG0006722	Dm_00020730-RA	AH007256-RA
OG0006723	Dm_00016305-RA, Dm_00002851-RA	AH004695-RA, AH004652-RA
OG0006724	Dm_00014380-RA	AH016490-RA
OG0006725	Dm_00003718-RA	AH012164-RA
OG0006726	Dm_00018715-RA	AH002906-RA, AH017462-RA
OG0006727	Dm_00003182-RA	AH005535-RA
OG0006728	Dm_00001855-RA	AH017165-RA
OG0006728	Dm_00017375-RA	AH015877-RA
OG0006730	Dm_00009601-RA	AH005518-RA
OG0006731	Dm_00013407-RA	AH016566-RA, AH022814-RA
OG0006734	Dm_00007797-RA	AH005508-RA, AH004176-RA
OG0006735	Dm_00009354-RA	AH001099-RA
OG0006736	Dm_00000400-RA, Dm_00000233-RA	AH019944-RA, AH007269-RA
OG0006738	Dm_00021038-RA, Dm_00000245-RA, Dm_00021037-RA	AH019898-RA
OG0006739	Dm_00010274-RA	AH017448-RA
OG0006740	Dm_00019204-RA, Dm_00011035-RA	AH018343-RA
OG0006742	Dm_00016904-RA, Dm_00007066-RA	AH018452-RA, AH011552-RA
OG0006743	Dm_00012390-RA	AH018208-RA
OG0006745	Dm_00006233-RA	AH002539-RA
OG0006746	Dm_00002595-RA, Dm_00004914-RA	AH017983-RA
OG0006747	Dm_00007193-RA	AH015922-RA
OG0006748	Dm_00013025-RA, Dm_00009673-RA	AH022871-RA
OG0006749	Dm_00001688-RA	AH013562-RA, AH022371-RA
OG0006750	Dm_00014618-RA	AH001621-RA
OG0006751	Dm_00019150-RA	AH016542-RA
OG0006752	Dm_00015408-RA	AH023387-RA
OG0006754	Dm_00013626-RA	AH002856-RA, AH017554-RA
OG0006755	Dm_00002402-RA	AH011120-RA
OG0006756	Dm_00003992-RA	AH013577-RA
OG0006757	Dm_00015287-RA	AH021224-RA
OG0006758	Dm_00000403-RA	AH007281-RA
OG0006759	Dm_00010132-RA, Dm_00010131-RA	AH005077-RA
OG0006760	Dm_00005963-RA	AH004678-RA
OG0006761	Dm_00015075-RA	AH016560-RA
OG0006762	Dm_00004912-RA	AH017985-RA
OG0006763	Dm_00006148-RA	AH009494-RA
OG0006766	Dm_00008147-RA	AH004017-RA
OG0006767	Dm_00018603-RA	AH022313-RA, AH013430-RA
OG0006768	Dm_00013046-RA, Dm_00013045-RA	AH013112-RA
OG0006769	Dm_00001588-RA	AH019215-RA
OG0006770	Dm_00001994-RA	AH005044-RA, AH004373-RA
OG0006771	Dm_00001931-RA	AH015175-RA
OG0006772	Dm_00007003-RA	AH004598-RA
OG0006773	Dm_00005702-RA	AH005067-RA
OG0006774	Dm_00004911-RA	AH017986-RA
OG0006775	Dm_00014756-RA	AH013467-RA
OG0006776	Dm_00009610-RA	AH016515-RA
OG0006777	Dm_00000219-RA, Dm_00007526-RA	AH007322-RA, AH019937-RA
OG0006778	Dm_00019994-RA	AH018109-RA
OG0006780	Dm_00013705-RA, Dm_00010457-RA	AH013443-RA, AH022293-RA
OG0006782	Dm_00015854-RA, Dm_00015096-RA	AH010734-RA, AH007866-RA
OG0006782	Dm_00002548-RA, Dm_00003862-RA	AH021102-RA, AH014200-RA
OG0006783	Dm_00009576-RA	AH021283-RA
OG0006787	Dm_00016764-RA	AH013728-RA
OG0006788	Dm_00014644-RA	AH014532-RA
OG0006834	Dm_00002839-RA, Dm_00008137-RA	AH014244-RA
OG0006835	Dm_00018756-RA	AH006943-RA
OG0006836	Dm_00009169-RA	AH000003-RA, AH013896-RA
OG0006837	Dm_00016002-RA	AH011519-RA, AH018407-RA
OG0006838	Dm_00018316-RA	AH012888-RA
OG0006839	Dm_00000771-RA	AH021835-RA, AH012622-RA
OG0006840	Dm_00015911-RA	AH007065-RA
OG0006842	Dm_00014946-RA, Dm_00012560-RA	AH023726-RA
OG0006844	Dm_00014445-RA	AH023001-RA
OG0006845	Dm_00002201-RA	AH011062-RA
OG0006846	Dm_00010084-RA	AH012754-RA
OG0006847	Dm_00007442-RA	AH020408-RA
OG0006848	Dm_00007215-RA, Dm_00004983-RA, Dm_00015661-RA, Dm_00018782-RA	AH022402-RA, AH018752-RA
OG0006849	Dm_00012634-RA	AH020132-RA
OG0006850	Dm_00018491-RA	AH009292-RA
OG0006851	Dm_00008342-RA	AH002170-RA
OG0006852	Dm_00001983-RA	AH010395-RA
OG0006853	Dm_00005437-RA	AH011020-RA
OG0006855	Dm_00008020-RA	AH006854-RA, AH020332-RA
OG0006856	Dm_00015295-RA	AH003410-RA, AH006279-RA
OG0006857	Dm_00014355-RA	AH015435-RA, AH015436-RA
OG0006858	Dm_00006678-RA	AH016271-RA, AH023221-RA
OG0006859	Dm_00011214-RA	AH002608-RA, AH017779-RA
OG0006861	Dm_00011752-RA	AH019988-RA
OG0006862	Dm_00002952-RA	AH012133-RA
OG0006863	Dm_00009611-RA	AH020154-RA, AH019427-RA
OG0006864	Dm_00010610-RA	AH021913-RA, AH012912-RA
OG0006866	Dm_00003180-RA	AH005539-RA
OG0006867	Dm_00005913-RA	AH022731-RA, AH016625-RA
OG0006868	Dm_00008041-RA	AH011234-RA
OG0006869	Dm_00019010-RA	AH012692-RA, AH021869-RA
OG0006870	Dm_00002157-RA	AH016234-RA, AH023274-RA
OG0006871	Dm_00015882-RA	AH023491-RA
OG0006874	Dm_00013513-RA, Dm_00006330-RA	AH011642-RA
OG0006875	Dm_00008879-RA	AH022100-RA, AH012959-RA
OG0006876	Dm_00015609-RA	AH006717-RA
OG0006877	Dm_00004543-RA	AH022528-RA
OG0006878	Dm_00005083-RA	AH004009-RA, AH005375-RA
OG0006879	Dm_00011329-RA	AH018518-RA
OG0006880	Dm_00009946-RA	AH018149-RA
OG0006881	Dm_00012518-RA	AH011838-RA
OG0006882	Dm_00017690-RA	AH018913-RA
OG0006883	Dm_00013299-RA	AH002601-RA
OG0006884	Dm_00007223-RA	AH021079-RA
OG0006886	Dm_00009629-RA	AH003478-RA
OG0006887	Dm_00011012-RA	AH000152-RA, AH001325-RA
OG0006889	Dm_00019548-RA	AH004657-RA
OG0006890	Dm_00003086-RA	AH002458-RA
OG0006891	Dm_00012476-RA	AH007460-RA
OG0006892	Dm_00000077-RA	AH020711-RA, AH015424-RA
OG0006895	Dm_00018946-RA	AH009939-RA
OG0006896	Dm_00005145-RA	AH002695-RA
OG0006897	Dm_00013467-RA	AH000317-RA
OG0006898	Dm_00005648-RA	AH015719-RA
OG0006899	Dm_00003607-RA	AH021391-RA
OG0006900	Dm_00005136-RA	AH005111-RA
OG0006901	Dm_00002981-RA, Dm_00014895-RA	AH003030-RA
OG0006904	Dm_00013360-RA	AH006909-RA, AH020291-RA
OG0006905	Dm_00004606-RA	AH005453-RA
OG0006906	Dm_00005576-RA	AH015706-RA, AH014145-RA
OG0006907	Dm_00011848-RA	AH013927-RA
OG0006908	Dm_00014400-RA	AH022834-RA
OG0006911	Dm_00013642-RA	AH011621-RA
OG0006912	Dm_00013460-RA	AH000051-RA
OG0006913	Dm_00012867-RA	AH022986-RA
OG0006914	Dm_00011260-RA	AH017881-RA
OG0006915	Dm_00020572-RA	AH015669-RA, AH019156-RA
OG0006916	Dm_00002706-RA	AH009454-RA
OG0006917	Dm_00005140-RA	AH015208-RA
OG0006918	Dm_00014879-RA	AH019990-RA, AH011771-RA
OG0006919	Dm_00014588-RA	AH016389-RA
OG0006920	Dm_00018456-RA	AH001054-RA
OG0006921	Dm_00008319-RA	AH009399-RA
OG0006922	Dm_00002313-RA	AH000654-RA
OG0006923	Dm_00008783-RA	AH007507-RA
OG0006924	Dm_00013916-RA	AH019710-RA, AH010568-RA
OG0006926	Dm_00013621-RA, Dm_00014836-RA	AH009588-RA
OG0006927	Dm_00003844-RA	AH013739-RA
OG0006928	Dm_00005141-RA	AH020600-RA
OG0006929	Dm_00010578-RA	AH012684-RA
OG0006930	Dm_00003087-RA	AH007052-RA
OG0006933	Dm_00001171-RA	AH020428-RA
OG0006934	Dm_00003569-RA	AH009566-RA
OG0006935	Dm_00018536-RA, Dm_00000003-RA	AH010339-RA, AH021990-RA
OG0006937	Dm_00015997-RA	AH018249-RA
OG0006938	Dm_00003057-RA	AH016903-RA
OG0006939	Dm_00005392-RA	AH001603-RA, AH000946-RA
OG0006942	Dm_00006665-RA	AH004984-RA, AH004324-RA
OG0006943	Dm_00001721-RA, Dm_00001720-RA	AH006888-RA
OG0006944	Dm_00008469-RA, Dm_00008470-RA, Dm_00008467-RA	AH005735-RA
OG0006945	Dm_00008545-RA, Dm_00012365-RA, Dm_00008544-RA	AH009270-RA
OG0006947	Dm_00001799-RA	AH010418-RA
OG0006948	Dm_00012027-RA	AH008305-RA
OG0006949	Dm_00000239-RA	AH007239-RA, AH004859-RA, AH006721-RA
OG0006950	Dm_00012538-RA	AH000778-RA, AH002316-RA
OG0006951	Dm_00015276-RA	AH001678-RA
OG0006952	Dm_00010850-RA	AH008434-RA
OG0006953	Dm_00010120-RA	AH009404-RA
OG0006954	Dm_00017611-RA	AH008641-RA
OG0006955	Dm_00006287-RA	AH002463-RA
OG0006957	Dm_00007710-RA, Dm_00011109-RA	AH009975-RA, AH002760-RA
OG0006958	Dm_00013781-RA	AH010791-RA, AH010792-RA, AH010813-RA, AH010812-RA, AH010793-RA
OG0006959	Dm_00005992-RA	AH003249-RA
OG0006960	Dm_00016530-RA	AH005594-RA
OG0006961	Dm_00007090-RA, Dm_00004882-RA	AH001820-RA, AH000566-RA
OG0006962	Dm_00007410-RA	AH000693-RA
OG0006963	Dm_00001348-RA	AH017838-RA
OG0006964	Dm_00008528-RA	AH017757-RA, AH002635-RA, AH002633-RA
OG0006965	Dm_00019759-RA	AH005829-RA, AH003930-RA
OG0006966	Dm_00016009-RA	AH016126-RA
OG0006967	Dm_00001153-RA	AH016961-RA
OG0006969	Dm_00012833-RA	AH003629-RA
OG0006970	Dm_00014310-RA	AH014626-RA
OG0006972	Dm_00003809-RA	AH003291-RA
OG0006973	Dm_00017487-RA	AH021181-RA
OG0006974	Dm_00019063-RA	AH016731-RA, AH008375-RA
OG0006975	Dm_00004958-RA	AH001772-RA
OG0006976	Dm_00013800-RA	AH005533-RA
OG0006978	Dm_00018078-RA	AH005698-RA
OG0006979	Dm_00020699-RA	AH010464-RA
OG0006981	Dm_00003214-RA	AH006072-RA
OG0006983	Dm_00004556-RA	AH015680-RA
OG0006984	Dm_00002352-RA	AH008404-RA
OG0006985	Dm_00018196-RA	AH004236-RA
OG0006985	Dm_00006834-RA	AH005265-RA
OG0006986	Dm_00010680-RA	AH018562-RA, AH003211-RA
OG0006987	Dm_00000731-RA	AH020943-RA
OG0006988	Dm_00009310-RA, Dm_00012767-RA	AH002180-RA
OG0006989	Dm_00000528-RA	AH010836-RA
OG0006990	Dm_00007985-RA	AH023247-RA
OG0006991	Dm_00006336-RA	AH008000-RA
OG0006992	Dm_00012363-RA, Dm_00004947-RA, Dm_00008548-RA	AH005766-RA
OG0006993	Dm_00004099-RA	AH005607-RA
OG0006994	Dm_00005712-RA	AH020490-RA
OG0006995	Dm_00018399-RA	AH002423-RA, AH000697-RA
OG0006997	Dm_00014110-RA	AH019791-RA
OG0006999	Dm_00001867-RA	AH003260-RA
OG0007000	Dm_00018200-RA	AH019759-RA
OG0007002	Dm_00005946-RA	AH001682-RA
OG0007003	Dm_00011251-RA	AH019666-RA
OG0007005	Dm_00004094-RA	AH000425-RA
OG0007006	Dm_00006803-RA	AH009964-RA, AH008105-RA
OG0007007	Dm_00009577-RA	AH014696-RA, AH009286-RA
OG0007009	Dm_00000638-RA	AH010250-RA
OG0007010	Dm_00004065-RA	AH014721-RA
OG0007012	Dm_00003738-RA	AH022538-RA
OG0007013	Dm_00000835-RA	AH008156-RA
OG0007014	Dm_00017848-RA	AH021426-RA
OG0007016	Dm_00000100-RA	AH020790-RA, AH014121-RA
OG0007017	Dm_00000698-RA	AH015291-RA
OG0007018	Dm_00002078-RA	AH014593-RA
OG0007019	Dm_00005171-RA	AH014975-RA
OG0007020	Dm_00002661-RA, Dm_00020139-RA	AH009729-RA
OG0007021	Dm_00004525-RA	AH021656-RA
OG0007022	Dm_00002305-RA	AH014792-RA
OG0007024	Dm_00004124-RA, Dm_00003591-RA	AH009742-RA
OG0007025	Dm_00006804-RA	AH008104-RA
OG0007028	Dm_00010431-RA	AH021343-RA
OG0007029	Dm_00000666-RA, Dm_00017642-RA	AH021379-RA
OG0007031	Dm_00000948-RA, Dm_00003258-RA	AH017394-RA, AH002949-RA
OG0007032	Dm_00014395-RA	AH018098-RA
OG0007034	Dm_00013485-RA, Dm_00009311-RA	AH017531-RA
OG0007035	Dm_00003508-RA	AH015128-RA
OG0007036	Dm_00000326-RA	AH021288-RA
OG0007037	Dm_00006992-RA	AH021466-RA, AH014925-RA
OG0007038	Dm_00008994-RA	AH014919-RA
OG0007039	Dm_00015481-RA	AH021476-RA
OG0007040	Dm_00003910-RA	AH000094-RA
OG0007041	Dm_00009538-RA	AH000442-RA, AH001262-RA
OG0007042	Dm_00001012-RA	AH021057-RA
OG0007043	Dm_00007117-RA	AH018990-RA
OG0007044	Dm_00002251-RA	AH014435-RA
OG0007045	Dm_00009506-RA	AH011833-RA
OG0007046	Dm_00019703-RA	AH010940-RA
OG0007047	Dm_00009308-RA	AH013442-RA
