Orthogroup	D_muscipula.proteins	A_vesiculosa.proteins
OG0005866	Dm_00020307-RA	Av_00017861-RA
OG0005867	Dm_00014890-RA	Av_00015949-RA
OG0005868	Dm_00014178-RA	Av_00017049-RA
OG0005869	Dm_00011599-RA	Av_00014749-RA, Av_00000543-RA
OG0005870	Dm_00020774-RA	Av_00001388-RA, Av_00024480-RA, Av_00017566-RA, Av_00006262-RA
OG0005871	Dm_00011221-RA	Av_00002177-RA
OG0005871	Dm_00004791-RA	Av_00013545-RA
OG0005872	Dm_00014837-RA	Av_00023731-RA
OG0005873	Dm_00011796-RA, Dm_00006781-RA	Av_00010902-RA
OG0005874	Dm_00001110-RA	Av_00021284-RA
OG0005875	Dm_00000240-RA	Av_00009514-RA
OG0005876	Dm_00007605-RA	Av_00014082-RA
OG0005877	Dm_00002573-RA	Av_00020750-RA, Av_00022178-RA
OG0005878	Dm_00012494-RA	Av_00001525-RA
OG0005879	Dm_00012800-RA	Av_00001532-RA, Av_00013508-RA
OG0005880	Dm_00001219-RA	Av_00014873-RA, Av_00008088-RA, Av_00001245-RA, Av_00014431-RA
OG0005881	Dm_00011626-RA	Av_00014072-RA, Av_00020555-RA
OG0005882	Dm_00006230-RA	Av_00019891-RA, Av_00021017-RA
OG0005883	Dm_00007449-RA	Av_00018069-RA
OG0005885	Dm_00015048-RA	Av_00001446-RA
OG0005886	Dm_00017901-RA	Av_00017871-RA, Av_00013244-RA
OG0005887	Dm_00007525-RA	Av_00008020-RA, Av_00006780-RA
OG0005890	Dm_00002443-RA	Av_00017540-RA
OG0005891	Dm_00007943-RA	Av_00023408-RA
OG0005893	Dm_00002637-RA	Av_00007809-RA
OG0005895	Dm_00004549-RA	Av_00006140-RA, Av_00019686-RA
OG0005896	Dm_00002107-RA	Av_00016266-RA
OG0005897	Dm_00008082-RA	Av_00012652-RA
OG0005898	Dm_00005369-RA	Av_00015570-RA, Av_00009077-RA
OG0005899	Dm_00003549-RA, Dm_00005034-RA	Av_00016150-RA, Av_00006696-RA
OG0005900	Dm_00015398-RA	Av_00015471-RA
OG0005901	Dm_00015394-RA	Av_00024680-RA, Av_00001588-RA
OG0005902	Dm_00001208-RA	Av_00014882-RA, Av_00008095-RA
OG0005903	Dm_00002906-RA	Av_00009140-RA, Av_00014754-RA
OG0005905	Dm_00015738-RA	Av_00023151-RA
OG0005907	Dm_00000154-RA	Av_00009011-RA
OG0005909	Dm_00014342-RA	Av_00011396-RA, Av_00015958-RA
OG0005910	Dm_00008745-RA	Av_00023222-RA, Av_00010970-RA
OG0005911	Dm_00012147-RA	Av_00011471-RA, Av_00000070-RA, Av_00008652-RA, Av_00015247-RA, Av_00010921-RA
OG0005912	Dm_00010072-RA	Av_00016637-RA, Av_00015073-RA
OG0005913	Dm_00018244-RA	Av_00003938-RA
OG0005914	Dm_00001351-RA	Av_00024538-RA
OG0005915	Dm_00005656-RA	Av_00008861-RA
OG0005916	Dm_00002264-RA	Av_00019599-RA
OG0005917	Dm_00003225-RA	Av_00007282-RA
OG0005918	Dm_00016440-RA, Dm_00014100-RA	Av_00009349-RA
OG0005919	Dm_00009323-RA	Av_00011670-RA, Av_00014227-RA
OG0005920	Dm_00007657-RA	Av_00017799-RA
OG0005921	Dm_00015069-RA	Av_00000962-RA
OG0005922	Dm_00012917-RA, Dm_00009199-RA	Av_00020106-RA
OG0005924	Dm_00006610-RA	Av_00014688-RA, Av_00008655-RA
OG0005925	Dm_00002430-RA, Dm_00002431-RA	Av_00012259-RA, Av_00004456-RA
OG0005926	Dm_00016713-RA	Av_00000420-RA
OG0005927	Dm_00006582-RA	Av_00023984-RA, Av_00011590-RA
OG0005928	Dm_00016390-RA	Av_00009915-RA, Av_00011125-RA
OG0005929	Dm_00009108-RA	Av_00001082-RA, Av_00021263-RA
OG0005930	Dm_00006103-RA	Av_00000688-RA
OG0005931	Dm_00005398-RA	Av_00015811-RA, Av_00017229-RA
OG0005933	Dm_00005486-RA, Dm_00004463-RA	Av_00006616-RA
OG0005935	Dm_00019075-RA	Av_00013191-RA
OG0005936	Dm_00011305-RA	Av_00007319-RA, Av_00019045-RA
OG0005937	Dm_00013017-RA	Av_00000235-RA
OG0005939	Dm_00002494-RA	Av_00010031-RA, Av_00007931-RA, Av_00006851-RA
OG0005939	Dm_00017910-RA	Av_00010793-RA, Av_00023573-RA
OG0005940	Dm_00006957-RA	Av_00004563-RA
OG0005940	Dm_00012180-RA	Av_00021104-RA
OG0005941	Dm_00005760-RA	Av_00018944-RA, Av_00013462-RA
OG0005942	Dm_00002066-RA	Av_00008770-RA
OG0005943	Dm_00002359-RA	Av_00003522-RA, Av_00020286-RA
OG0005944	Dm_00016658-RA	Av_00014368-RA
OG0005945	Dm_00001353-RA	Av_00009976-RA
OG0005945	Dm_00002360-RA	Av_00010207-RA, Av_00019108-RA
OG0005946	Dm_00013140-RA	Av_00017640-RA
OG0005947	Dm_00001234-RA, Dm_00000118-RA	Av_00009031-RA, Av_00003775-RA
OG0005949	Dm_00019083-RA	Av_00000982-RA, Av_00018183-RA
OG0005951	Dm_00002859-RA	Av_00006441-RA, Av_00007521-RA
OG0005952	Dm_00005601-RA	Av_00022589-RA
OG0005953	Dm_00003979-RA, Dm_00007694-RA	Av_00000436-RA
OG0005954	Dm_00017939-RA	Av_00024495-RA, Av_00005466-RA
OG0005955	Dm_00006857-RA	Av_00020034-RA
OG0005956	Dm_00005235-RA	Av_00001352-RA
OG0005956	Dm_00002520-RA	Av_00016740-RA, Av_00020328-RA
OG0005957	Dm_00002267-RA	Av_00011687-RA, Av_00014243-RA, Av_00018988-RA, Av_00001912-RA
OG0005958	Dm_00017094-RA, Dm_00011525-RA	Av_00008854-RA, Av_00018729-RA, Av_00019040-RA
OG0005959	Dm_00021014-RA	Av_00007918-RA, Av_00006859-RA, Av_00010017-RA
OG0005959	Dm_00004026-RA	Av_00010796-RA, Av_00010227-RA
OG0005960	Dm_00015785-RA	Av_00005176-RA, Av_00018385-RA
OG0005961	Dm_00017620-RA	Av_00020407-RA
OG0005962	Dm_00003579-RA	Av_00011550-RA
OG0005963	Dm_00006431-RA, Dm_00018295-RA	Av_00000783-RA
OG0005964	Dm_00018768-RA	Av_00008978-RA
OG0005965	Dm_00004064-RA	Av_00018476-RA
OG0005966	Dm_00002010-RA	Av_00000719-RA
OG0005967	Dm_00011418-RA	Av_00021435-RA, Av_00015833-RA
OG0005968	Dm_00010553-RA	Av_00017216-RA, Av_00002365-RA
OG0005968	Dm_00015057-RA	Av_00019374-RA
OG0005969	Dm_00017790-RA	Av_00003676-RA
OG0005970	Dm_00018206-RA, Dm_00005759-RA	Av_00010959-RA, Av_00015279-RA
OG0005971	Dm_00000747-RA	Av_00011027-RA, Av_00017103-RA
OG0005972	Dm_00019650-RA	Av_00016941-RA, Av_00004749-RA
OG0005973	Dm_00012262-RA	Av_00014237-RA
OG0005974	Dm_00020369-RA	Av_00000197-RA, Av_00007867-RA
OG0005975	Dm_00014326-RA	Av_00010615-RA, Av_00014155-RA
OG0005976	Dm_00011193-RA	Av_00008120-RA
OG0005977	Dm_00019119-RA	Av_00003977-RA
OG0005978	Dm_00012418-RA	Av_00018833-RA, Av_00018646-RA
OG0005979	Dm_00004107-RA	Av_00000001-RA
OG0005980	Dm_00009482-RA	Av_00004497-RA
OG0005981	Dm_00007182-RA	Av_00002060-RA, Av_00019483-RA, Av_00016686-RA, Av_00012897-RA
OG0005982	Dm_00008799-RA	Av_00017226-RA
OG0005984	Dm_00005238-RA	Av_00015139-RA
OG0005985	Dm_00006267-RA	Av_00007999-RA
OG0005986	Dm_00018041-RA, Dm_00018475-RA	Av_00017335-RA
OG0005987	Dm_00015541-RA	Av_00015821-RA
OG0005988	Dm_00013248-RA	Av_00012034-RA
OG0005990	Dm_00004420-RA	Av_00007779-RA
OG0005990	Dm_00010903-RA	Av_00003929-RA
OG0005991	Dm_00010707-RA	Av_00001632-RA
OG0005992	Dm_00019693-RA	Av_00023062-RA
OG0005993	Dm_00006757-RA	Av_00002038-RA
OG0005994	Dm_00009853-RA	Av_00019289-RA, Av_00008889-RA
OG0005995	Dm_00003071-RA	Av_00009168-RA, Av_00014768-RA
OG0005996	Dm_00005380-RA	Av_00005372-RA
OG0005997	Dm_00016938-RA	Av_00024435-RA
OG0005998	Dm_00003983-RA	Av_00023066-RA, Av_00021889-RA
OG0006001	Dm_00013709-RA	Av_00023014-RA, Av_00020438-RA
OG0006001	Dm_00006863-RA	Av_00010744-RA
OG0006002	Dm_00015393-RA	Av_00001587-RA
OG0006003	Dm_00001018-RA	Av_00013000-RA
OG0006004	Dm_00015809-RA	Av_00003130-RA, Av_00014015-RA
OG0006006	Dm_00002908-RA	Av_00020855-RA, Av_00021968-RA
OG0006007	Dm_00001052-RA, Dm_00000109-RA	Av_00007401-RA, Av_00003779-RA
OG0006009	Dm_00004425-RA	Av_00012314-RA, Av_00004491-RA, Av_00001013-RA
OG0006012	Dm_00020563-RA	Av_00005462-RA
OG0006013	Dm_00008547-RA, Dm_00012364-RA	Av_00007204-RA, Av_00018847-RA, Av_00004331-RA, Av_00004555-RA
OG0006014	Dm_00006926-RA, Dm_00018629-RA	Av_00007973-RA, Av_00018161-RA, Av_00006817-RA
OG0006015	Dm_00020733-RA	Av_00008158-RA
OG0006016	Dm_00003091-RA	Av_00014021-RA, Av_00003138-RA
OG0006017	Dm_00015433-RA	Av_00012800-RA, Av_00020202-RA
OG0006018	Dm_00004284-RA	Av_00024025-RA
OG0006019	Dm_00003230-RA	Av_00021903-RA, Av_00021904-RA
OG0006019	Dm_00003229-RA	Av_00021902-RA, Av_00016052-RA
OG0006020	Dm_00006097-RA	Av_00019504-RA, Av_00012824-RA
OG0006021	Dm_00009969-RA	Av_00012327-RA
OG0006022	Dm_00003964-RA	Av_00010393-RA
OG0006023	Dm_00009971-RA	Av_00012330-RA
OG0006024	Dm_00019682-RA	Av_00023528-RA
OG0006025	Dm_00000261-RA	Av_00015566-RA, Av_00009064-RA
OG0006026	Dm_00011984-RA	Av_00019531-RA, Av_00019072-RA
OG0006027	Dm_00001023-RA	Av_00009803-RA
OG0006028	Dm_00020064-RA	Av_00001107-RA, Av_00001106-RA, Av_00021241-RA
OG0006029	Dm_00005085-RA	Av_00005624-RA, Av_00005946-RA
OG0006030	Dm_00017283-RA	Av_00005497-RA, Av_00020833-RA
OG0006031	Dm_00019024-RA	Av_00002065-RA, Av_00012903-RA
OG0006032	Dm_00003624-RA	Av_00004017-RA, Av_00005845-RA, Av_00012147-RA
OG0006033	Dm_00015597-RA	Av_00012792-RA, Av_00022571-RA
OG0006033	Dm_00000625-RA	Av_00004654-RA
OG0006034	Dm_00018635-RA	Av_00004086-RA, Av_00023068-RA
OG0006037	Dm_00002515-RA	Av_00004162-RA, Av_00015416-RA
OG0006042	Dm_00015211-RA	Av_00006758-RA, Av_00008045-RA
OG0006044	Dm_00013645-RA	Av_00012193-RA, Av_00005781-RA
OG0006046	Dm_00005753-RA	Av_00014060-RA
OG0006047	Dm_00002688-RA	Av_00008407-RA, Av_00011554-RA
OG0006048	Dm_00011717-RA	Av_00016886-RA
OG0006049	Dm_00010402-RA	Av_00003574-RA
OG0006050	Dm_00004740-RA	Av_00006650-RA
OG0006053	Dm_00019631-RA	Av_00002274-RA
OG0006054	Dm_00002136-RA	Av_00000162-RA
OG0006055	Dm_00001801-RA	Av_00001323-RA
OG0006056	Dm_00004385-RA	Av_00012682-RA, Av_00014488-RA
OG0006056	Dm_00005763-RA	Av_00000679-RA
OG0006057	Dm_00008187-RA	Av_00010593-RA
OG0006057	Dm_00008186-RA	Av_00010592-RA
OG0006058	Dm_00011832-RA	Av_00015880-RA
OG0006060	Dm_00003103-RA	Av_00016423-RA, Av_00013455-RA
OG0006061	Dm_00003534-RA	Av_00007362-RA
OG0006062	Dm_00005262-RA	Av_00006119-RA
OG0006064	Dm_00015762-RA	Av_00005167-RA, Av_00018381-RA
OG0006065	Dm_00003661-RA	Av_00023433-RA, Av_00009814-RA
OG0006068	Dm_00001392-RA	Av_00013839-RA
OG0006069	Dm_00016393-RA	Av_00012037-RA
OG0006070	Dm_00004306-RA	Av_00013355-RA
OG0006071	Dm_00000964-RA	Av_00010999-RA, Av_00017721-RA
OG0006072	Dm_00019013-RA	Av_00002823-RA
OG0006073	Dm_00004644-RA	Av_00018512-RA
OG0006074	Dm_00002580-RA	Av_00009719-RA
OG0006075	Dm_00004443-RA	Av_00007828-RA, Av_00000220-RA
OG0006076	Dm_00005758-RA	Av_00011742-RA
OG0006077	Dm_00018995-RA	Av_00023747-RA
OG0006078	Dm_00000783-RA	Av_00002931-RA, Av_00018030-RA
OG0006080	Dm_00020648-RA	Av_00009521-RA, Av_00013072-RA, Av_00017593-RA
OG0006081	Dm_00014343-RA	Av_00005712-RA
OG0006082	Dm_00015576-RA, Dm_00004055-RA	Av_00007676-RA, Av_00024741-RA
OG0006083	Dm_00003476-RA	Av_00012380-RA
OG0006084	Dm_00015432-RA	Av_00022057-RA, Av_00024817-RA
OG0006086	Dm_00000044-RA	Av_00018004-RA, Av_00010302-RA
OG0006087	Dm_00013158-RA	Av_00001291-RA, Av_00015094-RA
OG0006088	Dm_00011929-RA	Av_00006223-RA, Av_00012698-RA
OG0006089	Dm_00007534-RA	Av_00007473-RA
OG0006090	Dm_00006798-RA	Av_00015881-RA
OG0006091	Dm_00017309-RA	Av_00015800-RA, Av_00016484-RA
OG0006092	Dm_00020079-RA	Av_00008185-RA, Av_00004359-RA
OG0006093	Dm_00003089-RA	Av_00007057-RA
OG0006094	Dm_00004713-RA	Av_00022744-RA
OG0006095	Dm_00012327-RA	Av_00014177-RA, Av_00010638-RA
OG0006096	Dm_00001461-RA	Av_00005648-RA, Av_00005923-RA
OG0006097	Dm_00013141-RA	Av_00019605-RA
OG0006098	Dm_00007883-RA	Av_00001826-RA
OG0006099	Dm_00005862-RA	Av_00014123-RA, Av_00010569-RA, Av_00003675-RA
OG0006100	Dm_00018717-RA	Av_00017152-RA
OG0006101	Dm_00019504-RA	Av_00007060-RA
OG0006102	Dm_00010359-RA, Dm_00003752-RA	Av_00008440-RA
OG0006104	Dm_00015545-RA	Av_00014331-RA, Av_00001133-RA
OG0006105	Dm_00009048-RA	Av_00012743-RA
OG0006106	Dm_00006727-RA, Dm_00012506-RA	Av_00005993-RA
OG0006107	Dm_00012282-RA	Av_00023968-RA
OG0006108	Dm_00005694-RA	Av_00008527-RA
OG0006109	Dm_00001574-RA	Av_00005657-RA, Av_00022431-RA
OG0006111	Dm_00007420-RA	Av_00019631-RA, Av_00022728-RA
OG0006112	Dm_00005069-RA	Av_00019834-RA, Av_00011959-RA
OG0006115	Dm_00001791-RA	Av_00022222-RA
OG0006116	Dm_00015772-RA	Av_00003026-RA
OG0006118	Dm_00007868-RA	Av_00006481-RA
OG0006121	Dm_00003093-RA	Av_00013449-RA, Av_00016416-RA
OG0006122	Dm_00004198-RA	Av_00008597-RA
OG0006123	Dm_00007376-RA, Dm_00005646-RA	Av_00011848-RA
OG0006123	Dm_00005100-RA	Av_00014906-RA
OG0006125	Dm_00001562-RA	Av_00002977-RA, Av_00005417-RA, Av_00017243-RA, Av_00005662-RA
OG0006126	Dm_00006702-RA	Av_00006591-RA, Av_00014864-RA, Av_00016645-RA
OG0006127	Dm_00007682-RA	Av_00013396-RA
OG0006128	Dm_00019661-RA	Av_00018669-RA
OG0006129	Dm_00010501-RA	Av_00022132-RA, Av_00021912-RA
OG0006130	Dm_00001488-RA	Av_00014515-RA, Av_00002994-RA
OG0006131	Dm_00001848-RA	Av_00011011-RA
OG0006133	Dm_00010857-RA	Av_00000075-RA
OG0006134	Dm_00012257-RA	Av_00021001-RA
OG0006135	Dm_00003933-RA	Av_00022028-RA
OG0006136	Dm_00001262-RA	Av_00019436-RA
OG0006137	Dm_00008841-RA	Av_00021825-RA
OG0006139	Dm_00001678-RA	Av_00017713-RA, Av_00001682-RA
OG0006140	Dm_00010050-RA	Av_00018920-RA
OG0006141	Dm_00016209-RA, Dm_00013411-RA	Av_00018980-RA
OG0006142	Dm_00013818-RA	Av_00001586-RA
OG0006143	Dm_00017609-RA	Av_00000324-RA
OG0006145	Dm_00020864-RA	Av_00003037-RA
OG0006146	Dm_00005005-RA	Av_00012155-RA
OG0006147	Dm_00016778-RA	Av_00003131-RA
OG0006148	Dm_00007540-RA	Av_00003747-RA, Av_00007428-RA
OG0006149	Dm_00000910-RA	Av_00003014-RA
OG0006150	Dm_00000309-RA	Av_00015015-RA
OG0006151	Dm_00012878-RA, Dm_00003040-RA	Av_00016015-RA, Av_00004210-RA, Av_00019117-RA, Av_00010198-RA
OG0006152	Dm_00017215-RA	Av_00013980-RA, Av_00003181-RA
OG0006152	Dm_00020037-RA	Av_00014689-RA, Av_00008656-RA
OG0006154	Dm_00010262-RA	Av_00015072-RA
OG0006156	Dm_00007560-RA	Av_00014651-RA, Av_00008615-RA
OG0006157	Dm_00011681-RA	Av_00003210-RA
OG0006158	Dm_00009376-RA	Av_00016571-RA, Av_00006507-RA
OG0006159	Dm_00017478-RA	Av_00013371-RA, Av_00023194-RA
OG0006160	Dm_00002347-RA	Av_00010864-RA
OG0006160	Dm_00011324-RA	Av_00003325-RA
OG0006161	Dm_00001639-RA	Av_00006662-RA
OG0006162	Dm_00009621-RA	Av_00009851-RA, Av_00011063-RA
OG0006163	Dm_00001635-RA	Av_00021038-RA, Av_00006921-RA
OG0006164	Dm_00018341-RA	Av_00018408-RA
OG0006165	Dm_00018463-RA	Av_00012859-RA
OG0006166	Dm_00012490-RA	Av_00011636-RA
OG0006167	Dm_00009739-RA	Av_00015341-RA
OG0006168	Dm_00014814-RA	Av_00021937-RA
OG0006169	Dm_00015826-RA	Av_00023041-RA
OG0006170	Dm_00002891-RA	Av_00006599-RA
OG0006171	Dm_00000283-RA	Av_00008933-RA
OG0006172	Dm_00009718-RA	Av_00007317-RA, Av_00019043-RA
OG0006173	Dm_00002018-RA	Av_00016132-RA, Av_00016075-RA, Av_00016753-RA, Av_00020338-RA
OG0006175	Dm_00007568-RA	Av_00015113-RA, Av_00016279-RA
OG0006175	Dm_00000617-RA	Av_00016200-RA, Av_00006665-RA
OG0006176	Dm_00008819-RA	Av_00017659-RA, Av_00015009-RA, Av_00009271-RA
OG0006177	Dm_00003435-RA	Av_00008819-RA, Av_00018760-RA
OG0006178	Dm_00007569-RA	Av_00016280-RA
OG0006180	Dm_00003672-RA	Av_00001673-RA
OG0006181	Dm_00013853-RA	Av_00018361-RA
OG0006182	Dm_00002357-RA	Av_00016007-RA, Av_00004200-RA
OG0006183	Dm_00009903-RA	Av_00002619-RA
OG0006184	Dm_00014088-RA	Av_00023444-RA, Av_00021774-RA
OG0006185	Dm_00011745-RA, Dm_00016490-RA, Dm_00013877-RA	Av_00009345-RA, Av_00012455-RA
OG0006186	Dm_00016436-RA	Av_00017564-RA
OG0006187	Dm_00014141-RA, Dm_00014321-RA, Dm_00008215-RA	Av_00010237-RA, Av_00019740-RA, Av_00022710-RA
OG0006188	Dm_00007794-RA	Av_00002588-RA, Av_00018440-RA
OG0006189	Dm_00017060-RA, Dm_00017061-RA	Av_00022117-RA
OG0006190	Dm_00007222-RA	Av_00017035-RA
OG0006192	Dm_00000497-RA	Av_00016908-RA
OG0006193	Dm_00006385-RA	Av_00013678-RA, Av_00013684-RA, Av_00013680-RA, Av_00013679-RA, Av_00006498-RA
OG0006194	Dm_00010773-RA	Av_00014945-RA
OG0006196	Dm_00009675-RA	Av_00003920-RA, Av_00005768-RA
OG0006198	Dm_00008429-RA	Av_00018465-RA
OG0006200	Dm_00005203-RA	Av_00022554-RA, Av_00024733-RA
OG0006201	Dm_00011392-RA, Dm_00016551-RA	Av_00023278-RA, Av_00023545-RA
OG0006202	Dm_00007303-RA	Av_00016126-RA
OG0006202	Dm_00002848-RA	Av_00016083-RA
OG0006203	Dm_00020507-RA, Dm_00010472-RA	Av_00004753-RA
OG0006204	Dm_00015859-RA	Av_00018376-RA
OG0006205	Dm_00010321-RA	Av_00006403-RA
OG0006207	Dm_00009850-RA	Av_00008927-RA
OG0006207	Dm_00009851-RA	Av_00019273-RA
OG0006208	Dm_00004766-RA, Dm_00017287-RA	Av_00012836-RA, Av_00010242-RA
OG0006210	Dm_00020381-RA	Av_00021007-RA, Av_00022618-RA
OG0006211	Dm_00013706-RA	Av_00013863-RA
OG0006212	Dm_00008091-RA	Av_00003922-RA, Av_00004973-RA
OG0006213	Dm_00011994-RA	Av_00009580-RA, Av_00009568-RA
OG0006215	Dm_00007413-RA	Av_00019805-RA, Av_00018531-RA, Av_00019806-RA
OG0006216	Dm_00021041-RA	Av_00001797-RA
OG0006217	Dm_00019102-RA	Av_00010721-RA
OG0006218	Dm_00009902-RA, Dm_00014505-RA	Av_00007592-RA
OG0006219	Dm_00006507-RA	Av_00013938-RA
OG0006220	Dm_00009367-RA	Av_00000907-RA
OG0006221	Dm_00017787-RA	Av_00005319-RA
OG0006222	Dm_00015451-RA	Av_00022594-RA, Av_00022406-RA
OG0006222	Dm_00013408-RA	Av_00003934-RA
OG0006224	Dm_00002389-RA	Av_00008110-RA
OG0006225	Dm_00008094-RA	Av_00003921-RA
OG0006225	Dm_00008093-RA	Av_00005769-RA
OG0006226	Dm_00009136-RA	Av_00014887-RA
OG0006227	Dm_00003280-RA	Av_00013850-RA, Av_00011299-RA
OG0006228	Dm_00017499-RA	Av_00010155-RA
OG0006230	Dm_00003193-RA	Av_00000262-RA
OG0006231	Dm_00003197-RA	Av_00007644-RA, Av_00006335-RA
OG0006231	Dm_00000398-RA	Av_00000273-RA
OG0006232	Dm_00006162-RA	Av_00010983-RA
OG0006233	Dm_00007159-RA	Av_00015928-RA, Av_00013751-RA, Av_00001809-RA
OG0006234	Dm_00006917-RA	Av_00022640-RA
OG0006235	Dm_00003380-RA	Av_00012579-RA, Av_00002894-RA
OG0006238	Dm_00016898-RA	Av_00000912-RA
OG0006239	Dm_00018318-RA	Av_00008284-RA, Av_00013597-RA
OG0006240	Dm_00001988-RA	Av_00007557-RA, Av_00005260-RA, Av_00002708-RA
OG0006241	Dm_00008701-RA	Av_00007435-RA
OG0006242	Dm_00018557-RA	Av_00007641-RA, Av_00020309-RA, Av_00020310-RA
OG0006243	Dm_00002177-RA	Av_00007562-RA, Av_00005255-RA, Av_00002718-RA
OG0006244	Dm_00012763-RA	Av_00001987-RA, Av_00017930-RA
OG0006245	Dm_00003175-RA	Av_00007581-RA
OG0006246	Dm_00004752-RA, Dm_00010770-RA	Av_00013873-RA
OG0006247	Dm_00009956-RA	Av_00021442-RA
OG0006250	Dm_00011026-RA, Dm_00002694-RA	Av_00020192-RA
OG0006251	Dm_00006556-RA	Av_00011282-RA, Av_00001728-RA
OG0006252	Dm_00008719-RA	Av_00003303-RA
OG0006253	Dm_00016418-RA	Av_00011278-RA
OG0006254	Dm_00003261-RA	Av_00000928-RA, Av_00020936-RA
OG0006255	Dm_00020857-RA	Av_00024372-RA, Av_00023191-RA, Av_00017082-RA
OG0006260	Dm_00008428-RA	Av_00018466-RA, Av_00002563-RA, Av_00007663-RA
OG0006261	Dm_00019385-RA	Av_00002180-RA
OG0006262	Dm_00018389-RA	Av_00018788-RA
OG0006263	Dm_00000411-RA	Av_00009953-RA
OG0006265	Dm_00004957-RA	Av_00018845-RA, Av_00007200-RA
OG0006270	Dm_00003757-RA, Dm_00003756-RA, Dm_00019209-RA, Dm_00005909-RA, Dm_00018852-RA, Dm_00011070-RA, Dm_00003003-RA	Av_00015673-RA
OG0006296	Dm_00013839-RA	Av_00002200-RA, Av_00015235-RA, Av_00015237-RA
OG0006297	Dm_00013933-RA	Av_00022796-RA
OG0006298	Dm_00019208-RA	Av_00012599-RA
OG0006299	Dm_00019136-RA	Av_00003863-RA
OG0006299	Dm_00007174-RA	Av_00009374-RA
OG0006301	Dm_00007210-RA	Av_00013781-RA
OG0006302	Dm_00003036-RA	Av_00023758-RA, Av_00006886-RA
OG0006303	Dm_00009812-RA	Av_00003506-RA
OG0006304	Dm_00015606-RA, Dm_00014345-RA	Av_00008030-RA
OG0006305	Dm_00017947-RA	Av_00017271-RA, Av_00015637-RA, Av_00011986-RA
OG0006306	Dm_00005625-RA	Av_00004946-RA, Av_00003964-RA
OG0006307	Dm_00014372-RA	Av_00024185-RA
OG0006309	Dm_00017399-RA, Dm_00001308-RA	Av_00016897-RA, Av_00004710-RA
OG0006310	Dm_00001107-RA	Av_00013076-RA
OG0006312	Dm_00014474-RA	Av_00000823-RA
OG0006312	Dm_00002584-RA	Av_00023838-RA
OG0006313	Dm_00015647-RA	Av_00002848-RA, Av_00012540-RA
OG0006314	Dm_00000496-RA	Av_00004722-RA
OG0006315	Dm_00009747-RA	Av_00020458-RA
OG0006316	Dm_00010213-RA	Av_00008219-RA
OG0006317	Dm_00001277-RA	Av_00013139-RA
OG0006318	Dm_00009606-RA	Av_00013664-RA
OG0006319	Dm_00019031-RA	Av_00014748-RA, Av_00000544-RA
OG0006320	Dm_00018331-RA	Av_00010255-RA
OG0006321	Dm_00008324-RA	Av_00008310-RA
OG0006322	Dm_00008482-RA, Dm_00006549-RA	Av_00017821-RA, Av_00000717-RA
OG0006323	Dm_00014322-RA	Av_00007040-RA
OG0006324	Dm_00012460-RA	Av_00014090-RA
OG0006324	Dm_00016789-RA	Av_00020404-RA
OG0006325	Dm_00014157-RA, Dm_00016339-RA	Av_00011859-RA, Av_00006998-RA
OG0006326	Dm_00013832-RA	Av_00019159-RA, Av_00001508-RA, Av_00001509-RA
OG0006327	Dm_00013775-RA	Av_00014485-RA
OG0006329	Dm_00017613-RA	Av_00017953-RA, Av_00008318-RA, Av_00007110-RA, Av_00007112-RA, Av_00003602-RA
OG0006330	Dm_00012022-RA, Dm_00003906-RA	Av_00009318-RA, Av_00012431-RA
OG0006331	Dm_00004423-RA	Av_00024549-RA
OG0006332	Dm_00001248-RA	Av_00004875-RA
OG0006333	Dm_00008686-RA, Dm_00001096-RA	Av_00013402-RA
OG0006334	Dm_00005671-RA	Av_00022248-RA, Av_00022585-RA, Av_00024319-RA, Av_00024715-RA, Av_00024326-RA, Av_00023701-RA
OG0006335	Dm_00008172-RA	Av_00009450-RA
OG0006336	Dm_00018710-RA, Dm_00018711-RA	Av_00014729-RA, Av_00000562-RA
OG0006337	Dm_00017805-RA	Av_00022458-RA, Av_00023344-RA
OG0006339	Dm_00009875-RA, Dm_00017397-RA	Av_00018611-RA
OG0006340	Dm_00002790-RA	Av_00016250-RA
OG0006341	Dm_00007567-RA	Av_00001320-RA, Av_00015112-RA
OG0006342	Dm_00000479-RA, Dm_00010149-RA	Av_00016917-RA
OG0006344	Dm_00011069-RA	Av_00019163-RA
OG0006345	Dm_00020811-RA, Dm_00019846-RA	Av_00018504-RA
OG0006347	Dm_00007886-RA	Av_00023188-RA
OG0006348	Dm_00013066-RA	Av_00015106-RA, Av_00001312-RA
OG0006349	Dm_00005126-RA	Av_00022136-RA
OG0006351	Dm_00006866-RA	Av_00006501-RA
OG0006352	Dm_00001802-RA	Av_00015120-RA, Av_00001325-RA, Av_00016288-RA
OG0006353	Dm_00019802-RA	Av_00000629-RA, Av_00018503-RA
OG0006354	Dm_00015887-RA	Av_00012074-RA, Av_00006712-RA
OG0006355	Dm_00012530-RA	Av_00008229-RA
OG0006356	Dm_00014749-RA	Av_00021242-RA
OG0006358	Dm_00009490-RA	Av_00011971-RA
OG0006359	Dm_00014158-RA, Dm_00016338-RA	Av_00008127-RA, Av_00006999-RA
OG0006360	Dm_00010817-RA	Av_00023074-RA, Av_00024552-RA
OG0006361	Dm_00001167-RA	Av_00013153-RA
OG0006361	Dm_00012152-RA	Av_00019352-RA, Av_00000689-RA
