Orthogroup	D_muscipula.proteins	A_coerulea.proteins
OG0005572	Dm_00012866-RA	Aqcoe7G307800.1.p
OG0005573	Dm_00001017-RA	Aqcoe7G442400.3.p, Aqcoe7G442400.2.p, Aqcoe7G442400.1.p
OG0005574	Dm_00009977-RA	Aqcoe7G038200.1.p
OG0005575	Dm_00013240-RA	Aqcoe7G111900.2.p, Aqcoe7G111900.1.p
OG0005576	Dm_00001495-RA, Dm_00004180-RA	Aqcoe7G093100.1.p
OG0005577	Dm_00006312-RA	Aqcoe7G011300.1.p
OG0005579	Dm_00019636-RA	Aqcoe7G310300.2.p, Aqcoe7G310300.1.p
OG0005580	Dm_00006446-RA	Aqcoe7G322400.2.p, Aqcoe7G322400.1.p
OG0005581	Dm_00002073-RA, Dm_00008753-RA	Aqcoe7G421200.1.p
OG0005583	Dm_00019572-RA	Aqcoe7G293600.1.p
OG0005584	Dm_00002966-RA	Aqcoe7G035300.1.p
OG0005585	Dm_00018374-RA	Aqcoe7G050200.5.p, Aqcoe7G050200.4.p, Aqcoe7G050200.3.p, Aqcoe7G050200.1.p, Aqcoe7G050200.2.p
OG0005586	Dm_00008554-RA	Aqcoe7G400600.1.p
OG0005587	Dm_00004601-RA	Aqcoe7G401600.1.p
OG0005589	Dm_00004157-RA	Aqcoe7G272800.1.p
OG0005590	Dm_00003123-RA	Aqcoe7G334200.2.p, Aqcoe7G334200.1.p
OG0005591	Dm_00004173-RA, Dm_00015018-RA	Aqcoe7G356700.1.p
OG0005592	Dm_00013763-RA, Dm_00020706-RA	Aqcoe7G099100.1.p
OG0005593	Dm_00019258-RA	Aqcoe7G088900.2.p, Aqcoe7G088900.1.p
OG0005595	Dm_00005377-RA	Aqcoe7G296300.5.p, Aqcoe7G296300.2.p, Aqcoe7G296300.4.p, Aqcoe7G296300.1.p, Aqcoe7G296300.3.p
OG0005596	Dm_00008011-RA	Aqcoe7G065700.1.p
OG0005597	Dm_00003669-RA	Aqcoe7G333100.1.p
OG0005598	Dm_00000900-RA, Dm_00002092-RA	Aqcoe7G081400.1.p
OG0005599	Dm_00020846-RA	Aqcoe7G006700.1.p, Aqcoe7G006700.2.p
OG0005600	Dm_00007795-RA	Aqcoe7G111500.1.p
OG0005601	Dm_00000893-RA, Dm_00002086-RA	Aqcoe7G087600.1.p
OG0005603	Dm_00001051-RA	Aqcoe7G203800.1.p
OG0005605	Dm_00007183-RA, Dm_00012189-RA	Aqcoe7G134900.1.p, Aqcoe7G134900.2.p
OG0005606	Dm_00002076-RA	Aqcoe7G436300.2.p, Aqcoe7G436300.1.p, Aqcoe7G436300.3.p
OG0005609	Dm_00007907-RA	Aqcoe7G161300.1.p
OG0005610	Dm_00020075-RA	Aqcoe7G236700.1.p
OG0005611	Dm_00001511-RA, Dm_00018878-RA	Aqcoe1G480800.1.p, Aqcoe1G480800.2.p
OG0005612	Dm_00011253-RA	Aqcoe1G065700.3.p, Aqcoe1G065700.1.p, Aqcoe1G065700.2.p
OG0005613	Dm_00003090-RA	Aqcoe1G133400.1.p, Aqcoe1G302800.1.p
OG0005614	Dm_00018680-RA	Aqcoe1G419100.1.p
OG0005615	Dm_00006729-RA	Aqcoe1G132500.2.p, Aqcoe1G132500.1.p, Aqcoe1G132500.4.p, Aqcoe1G132500.3.p
OG0005617	Dm_00001879-RA	Aqcoe1G441600.3.p, Aqcoe1G441600.2.p, Aqcoe1G441600.1.p, Aqcoe5G249500.1.p
OG0005618	Dm_00001893-RA	Aqcoe1G377700.2.p, Aqcoe1G377700.1.p
OG0005619	Dm_00012947-RA	Aqcoe1G209600.1.p, Aqcoe1G209600.2.p, Aqcoe1G209500.1.p
OG0005620	Dm_00020516-RA	Aqcoe1G481600.1.p, Aqcoe1G481600.2.p
OG0005621	Dm_00004478-RA	Aqcoe1G007900.1.p
OG0005622	Dm_00010577-RA	Aqcoe1G118400.2.p, Aqcoe1G118400.3.p, Aqcoe1G118400.1.p, Aqcoe1G118400.4.p
OG0005624	Dm_00009394-RA, Dm_00008406-RA	Aqcoe1G190300.1.p, Aqcoe5G357200.1.p
OG0005625	Dm_00000018-RA	Aqcoe1G146300.1.p
OG0005626	Dm_00007911-RA	Aqcoe1G468500.1.p
OG0005627	Dm_00010338-RA	Aqcoe1G394600.1.p, Aqcoe1G119600.1.p
OG0005628	Dm_00017643-RA	Aqcoe1G012900.1.p
OG0005629	Dm_00003740-RA	Aqcoe1G458800.2.p
OG0005630	Dm_00000063-RA, Dm_00002536-RA	Aqcoe1G432600.1.p, Aqcoe1G433100.1.p
OG0005631	Dm_00002675-RA	Aqcoe1G379400.1.p, Aqcoe1G379400.2.p
OG0005632	Dm_00003517-RA, Dm_00017042-RA	Aqcoe1G309300.1.p, Aqcoe1G309300.2.p
OG0005633	Dm_00000506-RA	Aqcoe1G421200.1.p
OG0005634	Dm_00012936-RA	Aqcoe1G143700.2.p, Aqcoe1G143700.1.p
OG0005636	Dm_00001587-RA	Aqcoe1G396200.1.p
OG0005637	Dm_00001750-RA	Aqcoe5G195500.1.p, Aqcoe1G459500.1.p, Aqcoe1G459600.1.p
OG0005638	Dm_00020447-RA	Aqcoe1G051300.4.p, Aqcoe1G051300.2.p, Aqcoe1G051300.7.p, Aqcoe1G051300.6.p, Aqcoe1G051300.5.p, Aqcoe1G051300.9.p, Aqcoe1G051300.1.p, Aqcoe1G051300.8.p, Aqcoe1G051300.3.p
OG0005639	Dm_00006198-RA	Aqcoe1G083100.2.p, Aqcoe1G083100.1.p
OG0005640	Dm_00015185-RA	Aqcoe1G335300.1.p, Aqcoe1G335400.1.p
OG0005641	Dm_00003161-RA	Aqcoe1G274100.1.p
OG0005642	Dm_00018854-RA, Dm_00002971-RA	Aqcoe1G000500.2.p, Aqcoe1G000500.1.p
OG0005644	Dm_00004276-RA	Aqcoe1G177200.1.p
OG0005645	Dm_00007689-RA	Aqcoe1G482600.1.p, Aqcoe1G482600.2.p, Aqcoe1G482700.4.p, Aqcoe1G482700.3.p, Aqcoe1G482700.1.p, Aqcoe1G482700.5.p, Aqcoe1G482700.2.p
OG0005647	Dm_00011107-RA, Dm_00007708-RA	Aqcoe1G139500.1.p
OG0005648	Dm_00017794-RA	Aqcoe1G470600.3.p, Aqcoe1G470600.1.p, Aqcoe1G470600.2.p
OG0005649	Dm_00015486-RA	Aqcoe1G099200.1.p
OG0005650	Dm_00003945-RA	Aqcoe1G451300.2.p, Aqcoe1G451300.1.p
OG0005651	Dm_00006146-RA	Aqcoe1G154400.1.p
OG0005652	Dm_00000709-RA, Dm_00002291-RA	Aqcoe1G245800.2.p, Aqcoe1G245800.1.p
OG0005653	Dm_00013096-RA	Aqcoe1G340900.2.p, Aqcoe1G340900.1.p
OG0005654	Dm_00007805-RA	Aqcoe1G260400.4.p, Aqcoe1G260400.5.p, Aqcoe1G260400.3.p, Aqcoe1G260400.2.p, Aqcoe1G260400.6.p, Aqcoe1G260400.1.p
OG0005655	Dm_00016921-RA	Aqcoe1G125900.2.p, Aqcoe1G125900.1.p
OG0005656	Dm_00005410-RA	Aqcoe1G419500.1.p
OG0005657	Dm_00005957-RA, Dm_00015957-RA	Aqcoe1G075200.1.p
OG0005658	Dm_00007728-RA	Aqcoe1G136900.2.p, Aqcoe1G136900.1.p
OG0005659	Dm_00001858-RA	Aqcoe1G387900.1.p
OG0005660	Dm_00004672-RA	Aqcoe1G301500.2.p, Aqcoe1G301500.1.p, Aqcoe1G301500.3.p
OG0005661	Dm_00002204-RA	Aqcoe1G048300.2.p, Aqcoe1G048300.3.p, Aqcoe1G048300.1.p
OG0005662	Dm_00002517-RA, Dm_00005645-RA, Dm_00007375-RA, Dm_00005099-RA	Aqcoe1G030900.1.p
OG0005663	Dm_00013739-RA	Aqcoe1G005500.1.p
OG0005664	Dm_00009144-RA	Aqcoe1G007500.4.p, Aqcoe1G007500.1.p, Aqcoe1G007500.3.p, Aqcoe1G007500.5.p, Aqcoe1G007500.2.p
OG0005665	Dm_00017303-RA	Aqcoe1G127600.1.p
OG0005666	Dm_00012879-RA, Dm_00004088-RA	Aqcoe1G033700.1.p
OG0005667	Dm_00001687-RA	Aqcoe3G387700.1.p, Aqcoe1G354900.1.p
OG0005668	Dm_00015280-RA	Aqcoe1G001500.1.p, Aqcoe1G001500.2.p
OG0005669	Dm_00008502-RA, Dm_00008503-RA	Aqcoe1G016100.2.p, Aqcoe1G016100.1.p
OG0005670	Dm_00013466-RA	Aqcoe1G340800.1.p
OG0005671	Dm_00010572-RA	Aqcoe1G198500.1.p
OG0005672	Dm_00016105-RA	Aqcoe1G180000.2.p, Aqcoe1G180000.1.p
OG0005673	Dm_00011077-RA	Aqcoe1G028800.2.p, Aqcoe1G028800.1.p, Aqcoe1G028800.3.p
OG0005674	Dm_00011383-RA	Aqcoe1G344400.1.p
OG0005675	Dm_00000336-RA	Aqcoe1G189000.1.p, Aqcoe5G326400.1.p, Aqcoe1G189200.4.p, Aqcoe1G189200.3.p, Aqcoe1G189200.7.p, Aqcoe1G189200.6.p, Aqcoe1G189200.1.p, Aqcoe1G189200.9.p, Aqcoe1G189200.8.p, Aqcoe1G189200.2.p, Aqcoe1G189200.10.p, Aqcoe1G189200.5.p
OG0005676	Dm_00001290-RA	Aqcoe3G214600.1.p, Aqcoe1G054800.1.p
OG0005677	Dm_00005199-RA	Aqcoe1G234900.2.p, Aqcoe1G234900.3.p, Aqcoe1G234900.1.p
OG0005679	Dm_00005326-RA, Dm_00006737-RA	Aqcoe5G142900.1.p
OG0005680	Dm_00005814-RA, Dm_00017778-RA	Aqcoe5G396300.1.p, Aqcoe5G396200.1.p, Aqcoe5G396200.2.p
OG0005681	Dm_00002358-RA	Aqcoe5G101200.2.p, Aqcoe5G101200.1.p
OG0005682	Dm_00012985-RA, Dm_00004973-RA	Aqcoe5G122700.1.p
OG0005683	Dm_00007950-RA	Aqcoe5G411600.1.p, Aqcoe5G411600.2.p, Aqcoe5G411700.1.p
OG0005684	Dm_00012431-RA	Aqcoe5G475400.4.p, Aqcoe5G475400.3.p, Aqcoe5G475400.1.p, Aqcoe5G475400.2.p, Aqcoe5G475300.1.p, Aqcoe5G475300.2.p
OG0005685	Dm_00002438-RA	Aqcoe5G157400.1.p
OG0005686	Dm_00009683-RA	Aqcoe5G216500.1.p
OG0005687	Dm_00004856-RA	Aqcoe5G192800.1.p, Aqcoe5G192800.2.p
OG0005688	Dm_00013053-RA	Aqcoe5G322700.1.p, Aqcoe5G322700.2.p
OG0005689	Dm_00010815-RA	Aqcoe5G189600.1.p
OG0005690	Dm_00016619-RA	Aqcoe5G110800.1.p, Aqcoe5G426900.1.p, Aqcoe5G448600.1.p, Aqcoe5G454200.1.p, Aqcoe5G429100.1.p, Aqcoe5G430000.1.p, Aqcoe5G431800.1.p, Aqcoe5G426000.1.p
OG0005691	Dm_00008328-RA	Aqcoe5G028500.2.p, Aqcoe5G028500.1.p
OG0005692	Dm_00011823-RA	Aqcoe5G083600.1.p
OG0005693	Dm_00017149-RA	Aqcoe5G374700.1.p, Aqcoe5G376400.1.p, Aqcoe5G373600.1.p, Aqcoe5G373600.2.p
OG0005694	Dm_00005541-RA	Aqcoe5G087900.1.p
OG0005696	Dm_00003113-RA	Aqcoe5G455600.1.p, Aqcoe5G455600.2.p
OG0005697	Dm_00005306-RA	Aqcoe5G383200.1.p
OG0005698	Dm_00015898-RA	Aqcoe5G374300.1.p, Aqcoe3G187400.1.p
OG0005699	Dm_00002585-RA	Aqcoe5G053400.1.p
OG0005700	Dm_00010762-RA	Aqcoe5G368100.3.p, Aqcoe5G368100.2.p, Aqcoe5G368100.1.p
OG0005701	Dm_00009496-RA	Aqcoe5G345600.1.p
OG0005702	Dm_00016748-RA	Aqcoe5G357800.1.p
OG0005703	Dm_00010811-RA	Aqcoe5G368800.2.p, Aqcoe5G368800.1.p
OG0005705	Dm_00009349-RA	Aqcoe5G469800.1.p, Aqcoe3G064300.1.p, Aqcoe3G064300.2.p, Aqcoe3G064300.3.p
OG0005706	Dm_00005533-RA	Aqcoe5G274300.1.p
OG0005707	Dm_00000985-RA, Dm_00019407-RA, Dm_00011506-RA	Aqcoe5G065200.1.p, Aqcoe3G073500.1.p
OG0005708	Dm_00000563-RA, Dm_00009268-RA, Dm_00009269-RA	Aqcoe5G474900.2.p, Aqcoe5G474900.1.p
OG0005709	Dm_00005786-RA	Aqcoe5G255200.1.p
OG0005710	Dm_00009912-RA, Dm_00016498-RA	Aqcoe5G334500.1.p, Aqcoe5G334500.3.p, Aqcoe5G334500.2.p
OG0005711	Dm_00007690-RA	Aqcoe5G358000.1.p
OG0005712	Dm_00017392-RA, Dm_00014468-RA	Aqcoe5G461500.1.p
OG0005713	Dm_00018830-RA	Aqcoe5G109000.1.p
OG0005714	Dm_00002121-RA, Dm_00002120-RA	Aqcoe5G063300.2.p, Aqcoe5G063300.1.p
OG0005715	Dm_00005014-RA	Aqcoe5G179200.3.p, Aqcoe5G179200.1.p, Aqcoe5G179200.2.p
OG0005716	Dm_00003266-RA	Aqcoe5G320500.1.p
OG0005717	Dm_00003051-RA	Aqcoe5G113000.1.p
OG0005720	Dm_00010763-RA	Aqcoe5G478100.1.p
OG0005722	Dm_00017747-RA	Aqcoe5G067300.1.p, Aqcoe5G067300.2.p
OG0005723	Dm_00009245-RA	Aqcoe5G285100.1.p
OG0005724	Dm_00008890-RA	Aqcoe5G010600.1.p
OG0005725	Dm_00007332-RA	Aqcoe5G447800.1.p
OG0005726	Dm_00002648-RA	Aqcoe5G151700.2.p, Aqcoe5G151700.1.p, Aqcoe5G151700.3.p
OG0005727	Dm_00012587-RA	Aqcoe5G376900.2.p, Aqcoe5G376900.1.p
OG0005728	Dm_00006879-RA	Aqcoe5G092300.1.p
OG0005729	Dm_00006428-RA	Aqcoe5G095900.1.p
OG0005730	Dm_00005336-RA, Dm_00000882-RA, Dm_00019313-RA, Dm_00008398-RA	Aqcoe5G407100.1.p
OG0005731	Dm_00008244-RA	Aqcoe5G163200.1.p, Aqcoe5G163200.3.p, Aqcoe5G163200.2.p
OG0005732	Dm_00003537-RA	Aqcoe5G134400.2.p, Aqcoe5G134400.3.p, Aqcoe5G134400.1.p
OG0005735	Dm_00002356-RA	Aqcoe5G100500.4.p, Aqcoe5G100500.5.p, Aqcoe5G100500.2.p, Aqcoe5G100500.3.p, Aqcoe5G100500.1.p
OG0005736	Dm_00015002-RA, Dm_00010367-RA	Aqcoe5G039800.1.p
OG0005738	Dm_00007736-RA	Aqcoe5G020100.3.p, Aqcoe5G020100.1.p, Aqcoe5G020100.2.p
OG0005740	Dm_00001823-RA, Dm_00008036-RA	Aqcoe5G298500.1.p, Aqcoe5G298500.2.p
OG0005742	Dm_00017828-RA	Aqcoe5G266400.1.p
OG0005743	Dm_00013468-RA, Dm_00001995-RA	Aqcoe3G341500.1.p
OG0005744	Dm_00015304-RA	Aqcoe3G068800.2.p, Aqcoe3G068800.3.p, Aqcoe3G068800.1.p
OG0005745	Dm_00014674-RA, Dm_00015488-RA	Aqcoe3G288900.1.p
OG0005746	Dm_00011522-RA	Aqcoe3G280300.1.p
OG0005747	Dm_00005740-RA	Aqcoe3G166300.3.p, Aqcoe3G166300.1.p, Aqcoe3G166300.2.p, Aqcoe3G165600.1.p, Aqcoe3G165800.2.p, Aqcoe3G165800.3.p, Aqcoe3G165800.1.p, Aqcoe3G165400.1.p
OG0005748	Dm_00015086-RA	Aqcoe3G360600.1.p
OG0005750	Dm_00006791-RA, Dm_00006792-RA	Aqcoe3G107000.2.p, Aqcoe3G107000.1.p
OG0005751	Dm_00005961-RA	Aqcoe3G321300.3.p, Aqcoe3G321300.2.p, Aqcoe3G321300.1.p, Aqcoe3G321300.4.p
OG0005752	Dm_00020612-RA, Dm_00018116-RA	Aqcoe3G265800.1.p
OG0005753	Dm_00010598-RA, Dm_00012841-RA	Aqcoe3G226600.1.p, Aqcoe3G226000.1.p
OG0005754	Dm_00013276-RA, Dm_00013277-RA	Aqcoe3G277700.1.p
OG0005755	Dm_00001302-RA, Dm_00010504-RA	Aqcoe3G434600.1.p
OG0005756	Dm_00009067-RA, Dm_00012659-RA	Aqcoe3G304000.1.p, Aqcoe3G304000.2.p, Aqcoe3G107700.1.p
OG0005757	Dm_00003878-RA, Dm_00008717-RA	Aqcoe3G395500.1.p
OG0005758	Dm_00006751-RA	Aqcoe3G287200.1.p
OG0005760	Dm_00004753-RA	Aqcoe3G335000.2.p, Aqcoe3G335000.1.p
OG0005762	Dm_00003184-RA	Aqcoe3G367200.1.p, Aqcoe3G367200.2.p, Aqcoe3G367200.3.p
OG0005763	Dm_00002849-RA	Aqcoe3G427300.1.p
OG0005764	Dm_00001852-RA	Aqcoe3G192900.1.p, Aqcoe3G192900.2.p
OG0005765	Dm_00007789-RA, Dm_00012577-RA	Aqcoe3G044600.1.p
OG0005766	Dm_00007456-RA, Dm_00007455-RA	Aqcoe3G323800.1.p
OG0005767	Dm_00006794-RA	Aqcoe3G370700.1.p
OG0005768	Dm_00003716-RA	Aqcoe3G273000.2.p, Aqcoe3G273000.5.p, Aqcoe3G273000.3.p, Aqcoe3G273000.4.p, Aqcoe3G273000.7.p, Aqcoe3G273000.6.p, Aqcoe3G273000.1.p
OG0005769	Dm_00014448-RA	Aqcoe3G350900.1.p, Aqcoe3G350900.2.p, Aqcoe3G350900.3.p
OG0005770	Dm_00001936-RA	Aqcoe3G413100.2.p, Aqcoe3G413100.3.p, Aqcoe3G413100.4.p, Aqcoe3G413100.1.p
OG0005771	Dm_00019475-RA	Aqcoe3G035600.1.p
OG0005772	Dm_00004751-RA	Aqcoe3G334000.1.p, Aqcoe3G334000.2.p
OG0005773	Dm_00013369-RA	Aqcoe3G434900.3.p, Aqcoe3G434900.4.p, Aqcoe3G434900.2.p, Aqcoe3G434900.1.p
OG0005774	Dm_00000378-RA, Dm_00001934-RA	Aqcoe3G010000.1.p
OG0005776	Dm_00010313-RA	Aqcoe3G230200.1.p
OG0005778	Dm_00004570-RA	Aqcoe3G249100.3.p, Aqcoe3G249100.5.p, Aqcoe3G249100.1.p, Aqcoe3G249100.6.p, Aqcoe3G249100.4.p, Aqcoe3G249100.2.p
OG0005779	Dm_00017351-RA, Dm_00019214-RA	Aqcoe3G308500.1.p
OG0005780	Dm_00001493-RA	Aqcoe3G265200.1.p
OG0005781	Dm_00004795-RA	Aqcoe3G054500.1.p, Aqcoe3G054500.2.p, Aqcoe3G402700.2.p, Aqcoe3G402700.1.p, Aqcoe3G402700.3.p
OG0005783	Dm_00006825-RA	Aqcoe3G306600.2.p, Aqcoe3G306600.3.p, Aqcoe3G306600.1.p
OG0005784	Dm_00011564-RA	Aqcoe3G287800.1.p
OG0005785	Dm_00016344-RA	Aqcoe3G180100.4.p, Aqcoe3G180100.8.p, Aqcoe3G180100.7.p, Aqcoe3G180100.1.p, Aqcoe3G180100.5.p, Aqcoe3G180100.3.p, Aqcoe3G180100.2.p, Aqcoe3G180100.6.p
OG0005786	Dm_00001489-RA	Aqcoe3G278600.2.p, Aqcoe3G278600.1.p
OG0005787	Dm_00008952-RA	Aqcoe3G110400.3.p, Aqcoe3G110400.1.p, Aqcoe3G110400.2.p
OG0005788	Dm_00006742-RA	Aqcoe3G400900.2.p, Aqcoe3G400900.3.p, Aqcoe3G400900.1.p
OG0005789	Dm_00008791-RA	Aqcoe3G003800.1.p
OG0005790	Dm_00011698-RA	Aqcoe3G434300.6.p, Aqcoe3G434300.4.p, Aqcoe3G434300.1.p, Aqcoe3G434300.2.p, Aqcoe3G434300.7.p, Aqcoe3G434300.8.p, Aqcoe3G434300.5.p, Aqcoe3G434300.3.p
OG0005791	Dm_00006554-RA	Aqcoe3G309100.1.p
OG0005792	Dm_00010061-RA	Aqcoe3G441500.1.p
OG0005793	Dm_00007626-RA	Aqcoe3G201900.7.p, Aqcoe3G201900.6.p, Aqcoe3G201900.4.p, Aqcoe3G201900.2.p, Aqcoe3G201900.5.p, Aqcoe3G201900.1.p, Aqcoe3G201900.3.p
OG0005824	Dm_00000175-RA	Aqcoe7G002600.1.p, Aqcoe2G035700.1.p
OG0005825	Dm_00011200-RA	Aqcoe1G037000.3.p, Aqcoe1G037000.6.p, Aqcoe1G037000.1.p, Aqcoe2G179900.1.p
OG0005826	Dm_00011735-RA	Aqcoe2G317300.1.p
OG0005827	Dm_00018745-RA	Aqcoe2G261000.2.p, Aqcoe2G261000.1.p, Aqcoe2G258100.1.p
OG0005828	Dm_00013790-RA	Aqcoe2G010500.1.p, Aqcoe3G173400.1.p, Aqcoe3G173400.2.p, Aqcoe3G173400.3.p, Aqcoe2G010300.1.p
OG0005829	Dm_00000576-RA	Aqcoe2G338700.1.p, Aqcoe2G338800.1.p
OG0005830	Dm_00006461-RA	Aqcoe2G093300.1.p
OG0005831	Dm_00005274-RA	Aqcoe2G167500.1.p
OG0005832	Dm_00001961-RA	Aqcoe2G427600.1.p
OG0005836	Dm_00004880-RA	Aqcoe2G123700.1.p
OG0005837	Dm_00001389-RA	Aqcoe1G444600.1.p, Aqcoe2G108500.1.p, Aqcoe2G108500.2.p, Aqcoe2G108500.4.p, Aqcoe2G108500.3.p
OG0005838	Dm_00016836-RA	Aqcoe5G060100.1.p, Aqcoe2G335200.1.p
OG0005839	Dm_00016054-RA	Aqcoe2G282200.1.p
OG0005840	Dm_00018749-RA, Dm_00007982-RA	Aqcoe2G382800.1.p, Aqcoe2G381000.1.p
OG0005843	Dm_00006004-RA	Aqcoe2G025000.1.p
OG0005844	Dm_00000803-RA	Aqcoe2G122200.1.p
OG0005845	Dm_00017317-RA	Aqcoe2G036500.2.p, Aqcoe2G036500.1.p
OG0005847	Dm_00010881-RA, Dm_00019356-RA	Aqcoe2G132100.1.p, Aqcoe1G451200.1.p
OG0005848	Dm_00004493-RA	Aqcoe1G316700.3.p, Aqcoe1G316700.4.p, Aqcoe1G316700.1.p, Aqcoe1G316700.2.p
OG0005849	Dm_00001221-RA, Dm_00001967-RA	Aqcoe2G425700.1.p
OG0005850	Dm_00008692-RA	Aqcoe7G032000.1.p, Aqcoe2G225500.1.p
OG0005851	Dm_00004783-RA	Aqcoe2G047000.1.p
OG0005852	Dm_00019046-RA	Aqcoe2G356700.1.p, Aqcoe2G356700.2.p, Aqcoe5G043100.1.p
OG0005853	Dm_00015207-RA, Dm_00005125-RA	Aqcoe2G273500.1.p, Aqcoe2G186100.1.p, Aqcoe2G421300.1.p
OG0005854	Dm_00001964-RA, Dm_00001220-RA	Aqcoe2G426400.1.p
OG0005855	Dm_00011442-RA	Aqcoe2G383700.1.p
OG0005857	Dm_00014489-RA	Aqcoe2G149900.1.p, Aqcoe2G149900.2.p, Aqcoe2G150000.1.p, Aqcoe1G461400.1.p
OG0005858	Dm_00001551-RA, Dm_00002572-RA	Aqcoe2G002900.1.p, Aqcoe2G002900.2.p, Aqcoe2G002900.3.p
OG0005859	Dm_00006001-RA	Aqcoe2G114700.1.p
OG0005860	Dm_00009494-RA	Aqcoe2G431000.1.p, Aqcoe1G191000.1.p, Aqcoe3G092000.1.p, Aqcoe3G092000.2.p
OG0005861	Dm_00011464-RA	Aqcoe2G238600.2.p, Aqcoe2G238600.3.p, Aqcoe2G238600.1.p
OG0005864	Dm_00013918-RA	Aqcoe2G396900.1.p
OG0005865	Dm_00017714-RA	Aqcoe2G109700.4.p, Aqcoe2G109700.3.p, Aqcoe2G109700.2.p, Aqcoe2G109700.1.p
OG0005866	Dm_00020307-RA	Aqcoe2G314000.2.p, Aqcoe2G314000.1.p
OG0005867	Dm_00014890-RA	Aqcoe2G171000.1.p, Aqcoe2G171000.3.p, Aqcoe2G171000.6.p, Aqcoe2G171000.4.p, Aqcoe2G171000.5.p, Aqcoe2G171000.2.p
OG0005868	Dm_00014178-RA	Aqcoe2G381100.1.p, Aqcoe2G381100.2.p, Aqcoe2G381100.3.p
OG0005869	Dm_00011599-RA, Dm_00019360-RA	Aqcoe2G257600.1.p
OG0005870	Dm_00020774-RA	Aqcoe2G297100.1.p
OG0005871	Dm_00011221-RA, Dm_00004791-RA	Aqcoe2G251300.1.p
OG0005872	Dm_00005043-RA	Aqcoe2G350400.1.p
OG0005872	Dm_00014837-RA	Aqcoe5G050000.1.p
OG0005873	Dm_00011796-RA, Dm_00006781-RA	Aqcoe1G264000.4.p, Aqcoe2G085100.1.p, Aqcoe1G264000.6.p, Aqcoe1G264000.2.p, Aqcoe1G264000.7.p, Aqcoe1G264000.5.p, Aqcoe1G264000.1.p, Aqcoe1G264000.3.p
OG0005874	Dm_00001110-RA	Aqcoe2G045100.1.p
OG0005875	Dm_00000240-RA	Aqcoe2G168500.1.p, Aqcoe6G183500.1.p
OG0005876	Dm_00007605-RA	Aqcoe2G354100.1.p
OG0005877	Dm_00002573-RA	Aqcoe2G414600.1.p
OG0005878	Dm_00012494-RA, Dm_00012492-RA	Aqcoe2G335600.1.p
OG0005879	Dm_00012800-RA	Aqcoe2G381800.1.p
OG0005880	Dm_00001219-RA	Aqcoe2G426500.1.p
OG0005881	Dm_00011626-RA	Aqcoe2G222500.1.p
OG0005882	Dm_00006230-RA	Aqcoe2G329500.1.p, Aqcoe6G071200.1.p
OG0005883	Dm_00007449-RA	Aqcoe2G012300.1.p, Aqcoe2G012300.2.p
OG0005885	Dm_00015048-RA	Aqcoe2G275200.3.p, Aqcoe2G275200.1.p, Aqcoe2G275200.2.p
OG0005886	Dm_00017901-RA	Aqcoe2G318900.1.p, Aqcoe5G070400.1.p
OG0005887	Dm_00007525-RA	Aqcoe2G396400.1.p
OG0005890	Dm_00002443-RA	Aqcoe5G102200.1.p, Aqcoe2G078100.4.p, Aqcoe2G078100.2.p, Aqcoe2G078100.3.p, Aqcoe2G078100.1.p
OG0005891	Dm_00007943-RA	Aqcoe1G495500.1.p, Aqcoe2G178200.2.p
OG0005893	Dm_00002637-RA	Aqcoe6G305600.1.p, Aqcoe1G299800.1.p, Aqcoe2G229200.1.p, Aqcoe1G329200.1.p
OG0005893	Dm_00019264-RA, Dm_00019393-RA	Aqcoe6G306600.1.p
OG0005895	Dm_00004549-RA	Aqcoe1G462900.1.p, Aqcoe1G462900.2.p
OG0005896	Dm_00002107-RA	Aqcoe2G317400.1.p
OG0005897	Dm_00008082-RA	Aqcoe2G075800.1.p
OG0005898	Dm_00005369-RA	Aqcoe2G008900.1.p, Aqcoe2G008900.3.p, Aqcoe2G008900.2.p
OG0005899	Dm_00003549-RA, Dm_00005034-RA	Aqcoe5G032900.1.p, Aqcoe2G368100.1.p, Aqcoe7G264200.1.p
OG0005900	Dm_00015398-RA	Aqcoe2G319000.1.p, Aqcoe2G319000.2.p, Aqcoe5G070300.1.p
OG0005901	Dm_00015394-RA	Aqcoe2G333300.1.p, Aqcoe2G333300.2.p
OG0005902	Dm_00001208-RA	Aqcoe2G435500.1.p
OG0005903	Dm_00002906-RA	Aqcoe7G135100.1.p, Aqcoe2G438100.1.p, Aqcoe2G438100.2.p
OG0005905	Dm_00001746-RA, Dm_00015738-RA	Aqcoe6G114900.1.p, Aqcoe6G115000.1.p
OG0005907	Dm_00000154-RA	Aqcoe6G182600.2.p, Aqcoe6G182600.1.p
OG0005909	Dm_00014342-RA	Aqcoe6G084500.1.p
OG0005910	Dm_00008745-RA	Aqcoe6G061600.1.p
OG0005911	Dm_00012147-RA	Aqcoe6G018900.1.p
OG0005912	Dm_00010072-RA	Aqcoe6G033700.1.p
OG0005913	Dm_00018244-RA	Aqcoe6G090400.1.p, Aqcoe6G090400.2.p
OG0005914	Dm_00001351-RA	Aqcoe6G284700.1.p, Aqcoe6G283800.3.p, Aqcoe6G283800.1.p, Aqcoe6G283800.2.p
