Orthogroup	A_coerulea.proteins	A_hypochondriacus.proteins	A_thaliana.proteins	A_vesiculosa.proteins	B_vulgaris.proteins	D_muscipula.proteins	D_spatulata.proteins	G_max.proteins	L_sativa.proteins	P_amilis.proteins	S_lycopersicum.proteins	V_vinifera.proteins
OG0049538								GmISU01.11G144600.1.p				
OG0049539								GmISU01.11G067000.2.p				
OG0049540								GmISU01.11G212200.2.p				
OG0049541								GmISU01.11G181600.1.p				
OG0049542								GmISU01.11G186000.1.p				
OG0049543								GmISU01.11G010000.2.p				
OG0049544								GmISU01.11G134000.1.p				
OG0049545								GmISU01.11G000300.1.p				
OG0049546								GmISU01.11G083150.1.p				
OG0049547								GmISU01.11G034800.2.p				
OG0049548								GmISU01.11G034800.4.p				
OG0049549								GmISU01.11G049200.1.p				
OG0049550								GmISU01.11G049200.2.p				
OG0049551								GmISU01.11G100600.1.p				
OG0049552								GmISU01.11G209100.1.p				
OG0049553								GmISU01.11G041700.1.p				
OG0049554								GmISU01.11G100400.1.p				
OG0049555								GmISU01.11G163100.1.p				
OG0049556								GmISU01.11G116600.1.p				
OG0049557								GmISU01.11G200900.1.p				
OG0049558								GmISU01.11G186500.1.p				
OG0049559								GmISU01.11G020500.4.p				
OG0049560								GmISU01.11G022100.1.p				
OG0049561								GmISU01.11G089100.1.p				
OG0049562								GmISU01.11G183500.1.p				
OG0049563								GmISU01.11G184650.1.p				
OG0049564								GmISU01.11G154001.1.p				
OG0049565								GmISU01.11G188400.1.p				
OG0049566								GmISU01.11G221200.1.p				
OG0049567								GmISU01.11G230900.1.p				
OG0049568								GmISU01.11G173100.1.p				
OG0049569								GmISU01.11G077600.1.p				
OG0049570								GmISU01.11G178200.1.p				
OG0049571								GmISU01.11G162900.1.p				
OG0049572								GmISU01.11G083800.1.p				
OG0049573								GmISU01.11G170300.1.p				
OG0049574								GmISU01.11G121450.1.p				
OG0049575								GmISU01.11G061100.1.p				
OG0049576								GmISU01.11G008600.1.p				
OG0049577								GmISU01.11G082800.1.p				
OG0049578								GmISU01.11G036400.1.p				
OG0049579								GmISU01.11G149000.1.p				
OG0049580								GmISU01.11G118400.1.p				
OG0049581								GmISU01.11G225400.1.p				
OG0049582								GmISU01.11G130600.1.p				
OG0049583								GmISU01.11G015200.1.p				
OG0049584								GmISU01.11G189500.1.p				
OG0049585								GmISU01.11G069600.1.p				
OG0049586								GmISU01.11G017400.1.p				
OG0049587								GmISU01.11G177500.1.p				
OG0049588								GmISU01.11G127300.1.p				
OG0049589								GmISU01.11G090301.1.p				
OG0049590								GmISU01.11G003100.7.p				
OG0049591								GmISU01.11G108400.1.p				
OG0049592								GmISU01.11G132600.1.p				
OG0049593								GmISU01.11G148700.1.p				
OG0049594								GmISU01.11G218400.1.p				
OG0049595								GmISU01.11G047200.1.p				
OG0049596								GmISU01.11G164500.1.p				
OG0049597								GmISU01.11G063400.1.p				
OG0049598								GmISU01.11G177450.1.p				
OG0049599								GmISU01.11G037400.1.p				
OG0049600								GmISU01.11G168800.2.p				
OG0049601								GmISU01.11G189800.1.p				
OG0049602								GmISU01.11G125100.1.p				
OG0049603								GmISU01.11G125100.2.p				
OG0049604								GmISU01.11G012000.1.p				
OG0049605								GmISU01.11G227600.1.p				
OG0049606								GmISU01.11G015050.1.p				
OG0049607								GmISU01.11G016700.5.p				
OG0049608								GmISU01.11G228600.1.p				
OG0049609								GmISU01.11G003800.2.p				
OG0049610								GmISU01.11G156400.1.p				
OG0049611								GmISU01.11G055600.1.p				
OG0049612								GmISU01.11G055600.3.p				
OG0049613								GmISU01.11G055600.2.p				
OG0049614								GmISU01.11G055600.4.p				
OG0049615								GmISU01.11G055600.5.p				
OG0049616								GmISU01.11G140500.1.p				
OG0049617								GmISU01.11G202100.1.p				
OG0049618								GmISU01.11G206900.1.p				
OG0049619								GmISU01.11G206900.2.p				
OG0049620								GmISU01.11G045700.1.p				
OG0049621								GmISU01.11G060100.1.p				
OG0049622								GmISU01.11G167800.1.p				
OG0049623								GmISU01.11G170900.1.p				
OG0049624								GmISU01.11G125300.1.p				
OG0049625								GmISU01.11G233400.1.p				
OG0049626								GmISU01.11G128400.12.p				
OG0049627								GmISU01.11G128400.11.p				
OG0049628								GmISU01.11G128400.8.p				
OG0049629								GmISU01.11G128400.3.p				
OG0049630								GmISU01.11G128400.9.p				
OG0049631								GmISU01.11G128400.10.p				
OG0049632								GmISU01.11G196300.1.p				
OG0049633								GmISU01.11G177800.1.p				
OG0049634								GmISU01.11G156450.1.p				
OG0049635								GmISU01.11G162600.1.p				
OG0049636								GmISU01.11G177200.1.p				
OG0049637								GmISU01.11G097100.1.p				
OG0049638								GmISU01.11G058300.1.p				
OG0049639								GmISU01.11G190900.1.p				
OG0049640								GmISU01.11G056700.1.p				
OG0049641								GmISU01.11G056700.5.p				
OG0049642								GmISU01.11G056700.2.p				
OG0049643								GmISU01.11G056700.6.p				
OG0049644								GmISU01.11G056700.4.p				
OG0049645								GmISU01.11G056700.7.p				
OG0049646								GmISU01.11G099200.1.p				
OG0049647								GmISU01.11G176200.1.p				
OG0049648								GmISU01.11G205100.1.p				
OG0049649								GmISU01.11G205100.2.p				
OG0049650								GmISU01.11G181433.2.p				
OG0049651								GmISU01.11G015300.2.p				
OG0049652								GmISU01.11G015300.1.p				
OG0049653								GmISU01.11G126466.1.p				
OG0049654								GmISU01.11G211350.1.p				
OG0049655								GmISU01.11G154900.1.p				
OG0049656								GmISU01.11G151800.1.p				
OG0049657								GmISU01.11G195500.1.p				
OG0049658								GmISU01.11G201200.2.p				
OG0049659								GmISU01.11G177950.1.p				
OG0049660								GmISU01.11G116900.1.p				
OG0049661								GmISU01.11G165500.1.p				
OG0049662								GmISU01.11G218900.1.p				
OG0049663								GmISU01.11G218900.5.p				
OG0049664								GmISU01.11G218900.7.p				
OG0049665								GmISU01.11G218900.3.p				
OG0049666								GmISU01.11G218900.4.p				
OG0049667								GmISU01.11G218900.6.p				
OG0049668								GmISU01.11G218900.2.p				
OG0049669								GmISU01.11G034900.1.p				
OG0049670								GmISU01.11G215400.1.p				
OG0049671								GmISU01.11G147800.1.p				
OG0049672								GmISU01.11G202800.1.p				
OG0049673								GmISU01.11G202800.2.p				
OG0049674								GmISU01.11G070100.2.p				
OG0049675								GmISU01.11G205900.1.p				
OG0049676								GmISU01.11G083500.1.p				
OG0049677								GmISU01.11G171533.1.p				
OG0049678								GmISU01.11G149200.1.p				
OG0049679								GmISU01.11G014700.1.p				
OG0049680								GmISU01.11G107300.2.p				
OG0049681								GmISU01.11G077400.1.p				
OG0049682								GmISU01.11G061200.2.p				
OG0049683								GmISU01.11G061200.3.p				
OG0049684								GmISU01.11G061200.4.p				
OG0049685								GmISU01.11G133250.1.p				
OG0049686								GmISU01.11G230300.1.p				
OG0049687								GmISU01.11G121800.1.p				
OG0049688								GmISU01.11G031200.1.p				
OG0049689								GmISU01.11G031200.3.p				
OG0049690								GmISU01.11G031200.2.p				
OG0049691								GmISU01.11G165400.1.p				
OG0049692								GmISU01.11G199200.1.p				
OG0049693								GmISU01.11G032600.1.p				
OG0049694								GmISU01.11G137000.1.p				
OG0049695								GmISU01.11G029000.4.p				
OG0049696								GmISU01.11G029000.5.p				
OG0049697								GmISU01.11G029000.6.p				
OG0049698								GmISU01.11G029000.7.p				
OG0049699								GmISU01.11G072100.1.p				
OG0049700								GmISU01.11G047600.1.p				
OG0049701								GmISU01.11G108200.1.p				
OG0049702								GmISU01.11G207300.1.p				
OG0049703								GmISU01.11G015000.2.p				
OG0049704								GmISU01.11G055000.1.p				
OG0049705								GmISU01.11G035400.1.p				
OG0049706								GmISU01.11G171566.1.p				
OG0049707								GmISU01.11G069100.1.p				
OG0049708								GmISU01.09G123700.1.p				
OG0049709								GmISU01.09G179700.1.p				
OG0049710								GmISU01.09G091300.1.p				
OG0049711								GmISU01.09G034700.1.p				
OG0049712								GmISU01.09G229100.1.p				
OG0049713								GmISU01.09G057500.1.p				
OG0049714								GmISU01.09G131700.2.p				
OG0049715								GmISU01.09G131700.4.p				
OG0049716								GmISU01.09G078700.1.p				
OG0049717								GmISU01.09G034000.2.p				
OG0049718								GmISU01.09G034000.1.p				
OG0049719								GmISU01.09G102000.1.p				
OG0049720								GmISU01.09G087800.1.p				
OG0049721								GmISU01.09G199100.1.p				
OG0049722								GmISU01.09G046300.1.p				
OG0049723								GmISU01.09G180600.3.p				
OG0049724								GmISU01.09G104900.1.p				
OG0049725								GmISU01.09G075301.1.p				
OG0049726								GmISU01.09G051000.1.p				
OG0049727								GmISU01.09G156600.1.p				
OG0049728								GmISU01.09G061800.1.p				
OG0049729								GmISU01.09G128100.1.p				
OG0049730								GmISU01.09G070300.1.p				
OG0049731								GmISU01.09G089100.1.p				
OG0049732								GmISU01.09G005250.1.p				
OG0049733								GmISU01.09G093400.1.p				
OG0049734								GmISU01.09G093400.2.p				
OG0049735								GmISU01.09G090850.1.p				
OG0049736								GmISU01.09G006700.1.p				
OG0049737								GmISU01.09G103450.1.p				
OG0049738								GmISU01.09G029200.1.p				
OG0049739								GmISU01.09G174900.1.p				
OG0049740								GmISU01.09G107300.1.p				
OG0049741								GmISU01.09G177500.1.p				
OG0049742								GmISU01.09G177500.2.p				
OG0049743								GmISU01.09G015200.1.p				
OG0049744								GmISU01.09G069000.1.p				
OG0049745								GmISU01.09G237200.1.p				
OG0049746								GmISU01.09G121100.1.p				
OG0049747								GmISU01.09G107400.1.p				
OG0049748								GmISU01.09G084800.1.p				
OG0049749								GmISU01.09G108200.1.p				
OG0049750								GmISU01.09G101200.1.p				
OG0049751								GmISU01.09G037000.1.p				
OG0049752								GmISU01.09G037000.2.p				
OG0049753								GmISU01.09G034600.3.p				
OG0049754								GmISU01.09G238400.1.p				
OG0049755								GmISU01.09G090900.1.p				
OG0049756								GmISU01.09G140100.1.p				
OG0049757								GmISU01.09G062525.1.p				
OG0049758								GmISU01.09G222500.1.p				
OG0049759								GmISU01.09G008500.1.p				
OG0049760								GmISU01.09G193400.1.p				
OG0049761								GmISU01.09G162000.1.p				
OG0049762								GmISU01.09G162000.2.p				
OG0049763								GmISU01.09G162000.4.p				
OG0049764								GmISU01.09G162000.3.p				
OG0049765								GmISU01.09G113500.1.p				
OG0049766								GmISU01.09G213100.1.p				
OG0049767								GmISU01.09G072800.1.p				
OG0049768								GmISU01.09G086800.1.p				
OG0049769								GmISU01.09G149200.1.p				
OG0049770								GmISU01.09G089000.1.p				
OG0049771								GmISU01.09G096300.1.p				
OG0049772								GmISU01.09G119500.1.p				
OG0049773								GmISU01.09G098600.1.p				
OG0049774								GmISU01.09G118900.1.p				
OG0049775								GmISU01.09G053000.1.p				
OG0049776								GmISU01.09G179200.1.p				
OG0049777								GmISU01.09G060700.1.p				
OG0049778								GmISU01.09G191700.1.p				
OG0049779								GmISU01.09G211100.1.p				
OG0049780								GmISU01.09G209000.2.p				
OG0049781								GmISU01.09G111100.1.p				
OG0049782								GmISU01.09G224700.1.p				
OG0049783								GmISU01.09G148400.1.p				
OG0049784								GmISU01.09G088850.1.p				
OG0049785								GmISU01.09G163700.1.p				
OG0049786								GmISU01.09G028900.1.p				
OG0049787								GmISU01.09G028500.1.p				
OG0049788								GmISU01.09G028500.2.p				
OG0049789								GmISU01.09G075200.1.p				
OG0049790								GmISU01.09G117700.1.p				
OG0049791								GmISU01.09G117700.2.p				
OG0049792								GmISU01.09G230200.1.p				
OG0049793								GmISU01.09G092900.1.p				
OG0049794								GmISU01.09G059900.1.p				
OG0049795								GmISU01.09G002400.1.p				
OG0049796								GmISU01.09G064300.1.p				
OG0049797								GmISU01.09G054933.1.p				
OG0049798								GmISU01.09G172500.1.p				
OG0049799								GmISU01.09G172500.4.p				
OG0049800								GmISU01.09G172500.7.p				
OG0049801								GmISU01.09G172500.5.p				
OG0049802								GmISU01.09G172500.6.p				
OG0049803								GmISU01.09G172500.2.p				
OG0049804								GmISU01.09G172500.3.p				
OG0049805								GmISU01.09G172400.1.p				
OG0049806								GmISU01.09G060500.1.p				
OG0049807								GmISU01.09G021200.1.p				
OG0049808								GmISU01.09G060200.1.p				
OG0049809								GmISU01.09G180900.1.p				
OG0049810								GmISU01.09G125900.1.p				
OG0049811								GmISU01.09G035750.1.p				
OG0049812								GmISU01.09G219100.1.p				
OG0049813								GmISU01.09G219100.2.p				
OG0049814								GmISU01.09G074800.1.p				
OG0049815								GmISU01.09G115800.1.p				
OG0049816								GmISU01.09G099900.1.p				
OG0049817								GmISU01.09G136800.1.p				
OG0049818								GmISU01.09G015500.1.p				
OG0049819								GmISU01.09G099850.1.p				
OG0049820								GmISU01.09G036000.1.p				
OG0049821								GmISU01.09G091400.1.p				
OG0049822								GmISU01.09G168400.1.p				
OG0049823								GmISU01.09G168400.2.p				
OG0049824								GmISU01.09G107700.1.p				
OG0049825								GmISU01.09G147800.1.p				
OG0049826								GmISU01.09G223600.1.p				
OG0049827								GmISU01.09G041200.1.p				
OG0049828								GmISU01.09G224100.1.p				
OG0049829								GmISU01.09G097000.1.p				
OG0049830								GmISU01.09G136100.2.p				
OG0049831								GmISU01.09G136100.4.p				
OG0049832								GmISU01.09G136100.1.p				
OG0049833								GmISU01.09G136100.3.p				
OG0049834								GmISU01.09G027500.1.p				
OG0049835								GmISU01.09G235000.1.p				
OG0049836								GmISU01.09G214400.1.p				
OG0049837								GmISU01.09G131600.1.p				
OG0049838								GmISU01.09G152200.4.p				
OG0049839								GmISU01.09G157800.1.p				
OG0049840								GmISU01.09G150400.1.p				
OG0049841								GmISU01.09G090000.1.p				
OG0049842								GmISU01.09G186900.3.p				
OG0049843								GmISU01.09G164900.1.p				
OG0049844								GmISU01.09G229000.2.p				
OG0049845								GmISU01.09G229000.3.p				
OG0049846								GmISU01.09G071300.1.p				
OG0049847								GmISU01.09G215900.2.p				
OG0049848								GmISU01.09G093200.1.p				
OG0049849								GmISU01.09G179500.1.p				
OG0049850								GmISU01.09G013600.1.p				
OG0049851								GmISU01.09G020200.1.p				
OG0049852								GmISU01.09G140000.1.p				
OG0049853								GmISU01.09G009900.3.p				
OG0049854								GmISU01.09G087000.1.p				
OG0049855								GmISU01.09G087000.2.p				
OG0049856								GmISU01.09G161300.1.p				
OG0049857								GmISU01.09G160800.1.p				
OG0049858								GmISU01.09G160800.3.p				
OG0049859								GmISU01.09G160800.5.p				
OG0049860								GmISU01.09G160800.6.p				
OG0049861								GmISU01.09G101400.1.p				
OG0049862								GmISU01.09G146500.1.p				
OG0049863								GmISU01.09G146500.2.p				
OG0049864								GmISU01.09G146500.3.p				
OG0049865								GmISU01.09G218600.1.p				
OG0049866								GmISU01.09G221900.1.p				
OG0049867								GmISU01.09G221000.1.p				
OG0049868								GmISU01.09G150600.1.p				
OG0049869								GmISU01.09G077450.1.p				
OG0049870								GmISU01.09G193500.1.p				
OG0049871								GmISU01.09G217100.1.p				
OG0049872								GmISU01.09G136200.1.p				
OG0049873								GmISU01.09G220900.2.p				
OG0049874								GmISU01.09G073700.1.p				
OG0049875								GmISU01.09G195600.1.p				
OG0049876								GmISU01.09G107200.1.p				
OG0049877								GmISU01.09G107200.2.p				
OG0049878								GmISU01.09G143500.1.p				
OG0049879								GmISU01.09G044400.2.p				
OG0049880								GmISU01.09G044400.4.p				
OG0049881								GmISU01.09G044400.3.p				
OG0049882								GmISU01.09G029100.1.p				
OG0049883								GmISU01.09G166300.1.p				
OG0049884								GmISU01.09G114200.1.p				
OG0049885								GmISU01.09G001700.1.p				
OG0049886								GmISU01.09G144300.1.p				
OG0049887								GmISU01.09G231300.1.p				
OG0049888								GmISU01.09G081850.1.p				
OG0049889								GmISU01.09G236700.1.p				
OG0049890								GmISU01.09G003000.1.p				
OG0049891								GmISU01.09G200500.1.p				
OG0049892								GmISU01.09G081000.1.p				
OG0049893								GmISU01.09G217400.1.p				
OG0049894								GmISU01.09G098000.1.p				
OG0049895								GmISU01.09G092000.1.p				
OG0049896								GmISU01.09G233300.1.p				
OG0049897								GmISU01.09G233300.2.p				
OG0049898								GmISU01.09G099200.1.p				
OG0049899								GmISU01.09G034400.1.p				
OG0049900								GmISU01.09G209400.1.p				
OG0049901								GmISU01.09G015100.1.p				
OG0049902								GmISU01.09G168100.1.p				
OG0049903								GmISU01.09G049150.1.p				
OG0049904								GmISU01.09G063401.1.p				
OG0049905								GmISU01.09G132800.2.p				
OG0049906								GmISU01.09G226400.1.p				
OG0049907								GmISU01.09G206600.1.p				
OG0049908								GmISU01.09G205700.1.p				
OG0049909								GmISU01.09G145700.1.p				
OG0049910								GmISU01.09G233800.2.p				
OG0049911								GmISU01.09G007000.1.p				
OG0049912								GmISU01.09G103600.1.p				
OG0049913								GmISU01.09G004600.1.p				
OG0049914								GmISU01.09G229600.1.p				
OG0049915								GmISU01.09G229600.2.p				
OG0049916								GmISU01.09G147200.1.p				
OG0049917								GmISU01.09G076900.3.p				
OG0049918								GmISU01.09G081600.1.p				
OG0049919								GmISU01.09G046800.1.p				
OG0049920								GmISU01.09G117000.1.p				
OG0049921								GmISU01.09G123200.1.p				
OG0049922								GmISU01.09G161200.1.p				
OG0049923								GmISU01.09G125600.1.p				
OG0049924								GmISU01.09G005600.1.p				
OG0049925								GmISU01.09G187600.1.p				
OG0049926								GmISU01.09G120800.1.p				
OG0049927								GmISU01.09G091100.1.p				
OG0049928								GmISU01.09G187000.2.p				
OG0049929								GmISU01.09G135900.1.p				
OG0049930								GmISU01.09G029000.1.p				
OG0049931								GmISU01.09G079100.1.p				
OG0049932								GmISU01.09G083950.1.p				
OG0049933								GmISU01.09G062650.1.p				
OG0049934								GmISU01.09G105800.2.p				
OG0049935								GmISU01.09G011800.1.p				
OG0049936								GmISU01.09G093700.1.p				
OG0049937								GmISU01.09G093700.7.p				
OG0049938								GmISU01.09G093700.6.p				
OG0049939								GmISU01.09G093700.5.p				
OG0049940								GmISU01.09G093700.12.p				
OG0049941								GmISU01.09G093700.11.p				
OG0049942								GmISU01.09G093700.8.p				
OG0049943								GmISU01.09G154200.1.p				
OG0049944								GmISU01.09G004500.1.p				
OG0049945								GmISU01.09G001500.1.p				
OG0049946								GmISU01.09G212500.2.p				
OG0049947								GmISU01.09G181850.1.p				
OG0049948								GmISU01.09G114000.1.p				
OG0049949								GmISU01.09G056300.1.p				
OG0049950								GmISU01.09G104100.1.p				
OG0049951								GmISU01.09G199800.2.p				
OG0049952								GmISU01.09G086900.1.p				
OG0049953								GmISU01.09G236500.1.p				
OG0049954								GmISU01.09G197801.1.p				
OG0049955								GmISU01.09G195400.1.p				
OG0049956								GmISU01.09G071400.1.p				
OG0049957								GmISU01.09G071400.2.p				
OG0049958								GmISU01.09G017600.2.p				
OG0049959								GmISU01.09G059500.1.p				
OG0049960								GmISU01.09G172000.1.p				
OG0049961								GmISU01.09G183300.1.p				
OG0049962								GmISU01.09G076850.1.p				
OG0049963								GmISU01.19G112200.1.p				
OG0049964								GmISU01.19G100700.1.p				
OG0049965								GmISU01.19G104500.1.p				
OG0049966								GmISU01.19G183800.1.p				
OG0049967								GmISU01.19G077700.1.p				
OG0049968								GmISU01.19G094200.1.p				
OG0049969								GmISU01.19G028500.1.p				
OG0049970								GmISU01.19G004000.6.p				
OG0049971								GmISU01.19G160300.1.p				
OG0049972								GmISU01.19G160300.2.p				
OG0049973								GmISU01.19G079300.1.p				
OG0049974								GmISU01.19G176100.1.p				
OG0049975								GmISU01.19G035300.1.p				
OG0049976								GmISU01.19G132000.1.p				
OG0049977								GmISU01.19G049900.1.p				
OG0049978								GmISU01.19G110300.1.p				
OG0049979								GmISU01.19G057100.1.p				
OG0049980								GmISU01.19G202700.7.p				
OG0049981								GmISU01.19G202700.6.p				
OG0049982								GmISU01.19G133100.1.p				
OG0049983								GmISU01.19G189800.1.p				
OG0049984								GmISU01.19G117500.1.p				
OG0049985								GmISU01.19G010700.1.p				
OG0049986								GmISU01.19G010700.2.p				
OG0049987								GmISU01.19G010700.3.p				
OG0049988								GmISU01.19G037000.1.p				
OG0049989								GmISU01.19G008100.1.p				
OG0049990								GmISU01.19G063100.2.p				
OG0049991								GmISU01.19G077600.1.p				
OG0049992								GmISU01.19G101600.2.p				
OG0049993								GmISU01.19G118000.1.p				
OG0049994								GmISU01.19G062100.1.p				
OG0049995								GmISU01.19G039300.1.p				
OG0049996								GmISU01.19G107300.1.p				
OG0049997								GmISU01.19G211200.1.p				
OG0049998								GmISU01.19G144400.1.p				
OG0049999								GmISU01.19G201800.1.p				
OG0050000								GmISU01.19G189100.1.p				
OG0050001								GmISU01.19G172000.2.p				
OG0050002								GmISU01.19G221300.1.p				
OG0050003								GmISU01.19G131100.1.p				
OG0050004								GmISU01.19G131100.2.p				
OG0050005								GmISU01.19G131100.5.p				
OG0050006								GmISU01.19G131100.3.p				
OG0050007								GmISU01.19G071050.1.p				
OG0050008								GmISU01.19G174100.1.p				
OG0050009								GmISU01.19G064200.1.p				
OG0050010								GmISU01.19G109250.1.p				
OG0050011								GmISU01.19G062050.1.p				
OG0050012								GmISU01.19G080100.1.p				
OG0050013								GmISU01.19G159300.1.p				
OG0050014								GmISU01.19G162900.1.p				
OG0050015								GmISU01.19G151600.1.p				
OG0050016								GmISU01.19G004900.1.p				
OG0050017								GmISU01.19G037400.1.p				
OG0050018								GmISU01.19G102300.1.p				
OG0050019								GmISU01.19G170700.1.p				
OG0050020								GmISU01.19G222100.2.p				
OG0050021								GmISU01.19G034100.1.p				
OG0050022								GmISU01.19G188300.1.p				
OG0050023								GmISU01.19G073400.1.p				
OG0050024								GmISU01.19G007600.1.p				
OG0050025								GmISU01.19G031800.7.p				
OG0050026								GmISU01.19G168000.1.p				
OG0050027								GmISU01.19G111300.1.p				
OG0050028								GmISU01.19G215200.1.p				
OG0050029								GmISU01.19G140200.4.p				
OG0050030								GmISU01.19G140200.5.p				
OG0050031								GmISU01.19G115900.2.p				
OG0050032								GmISU01.19G032000.1.p				
OG0050033								GmISU01.19G198000.2.p				
OG0050034								GmISU01.19G198000.3.p				
OG0050035								GmISU01.19G190001.1.p				
OG0050036								GmISU01.19G050100.1.p				
OG0050037								GmISU01.19G084300.1.p				
OG0050038								GmISU01.19G013900.1.p				
OG0050039								GmISU01.19G027400.1.p				
OG0050040								GmISU01.19G003000.2.p				
OG0050041								GmISU01.19G003000.1.p				
OG0050042								GmISU01.19G089500.1.p				
OG0050043								GmISU01.19G093300.1.p				
OG0050044								GmISU01.19G187200.3.p				
OG0050045								GmISU01.19G076700.1.p				
OG0050046								GmISU01.19G198050.1.p				
OG0050047								GmISU01.19G030100.1.p				
OG0050048								GmISU01.19G205300.1.p				
OG0050049								GmISU01.19G183300.1.p				
OG0050050								GmISU01.19G167300.1.p				
OG0050051								GmISU01.19G084900.1.p				
OG0050052								GmISU01.19G188700.1.p				
OG0050053								GmISU01.19G054300.1.p				
OG0050054								GmISU01.19G124800.1.p				
OG0050055								GmISU01.19G036800.1.p				
OG0050056								GmISU01.19G186900.1.p				
OG0050057								GmISU01.19G046500.1.p				
OG0050058								GmISU01.19G017533.1.p				
OG0050059								GmISU01.19G204900.1.p				
OG0050060								GmISU01.19G217900.1.p				
OG0050061								GmISU01.19G149000.1.p				
OG0050062								GmISU01.19G134700.3.p				
OG0050063								GmISU01.19G134700.4.p				
OG0050064								GmISU01.19G134700.5.p				
OG0050065								GmISU01.19G134700.6.p				
OG0050066								GmISU01.19G134700.7.p				
OG0050067								GmISU01.19G134700.8.p				
OG0050068								GmISU01.19G134700.9.p				
OG0050069								GmISU01.19G134700.10.p				
OG0050070								GmISU01.19G134700.11.p				
OG0050071								GmISU01.19G134700.2.p				
OG0050072								GmISU01.19G137500.1.p				
OG0050073								GmISU01.19G107500.2.p				
OG0050074								GmISU01.19G021200.1.p				
OG0050075								GmISU01.19G138100.1.p				
OG0050076								GmISU01.19G138100.4.p				
OG0050077								GmISU01.19G138100.3.p				
OG0050078								GmISU01.19G138100.5.p				
OG0050079								GmISU01.19G138100.6.p				
OG0050080								GmISU01.19G119400.2.p				
OG0050081								GmISU01.19G051700.1.p				
OG0050082								GmISU01.19G219600.1.p				
OG0050083								GmISU01.19G214400.1.p				
OG0050084								GmISU01.19G214400.2.p				
OG0050085								GmISU01.19G214400.6.p				
OG0050086								GmISU01.19G214400.3.p				
OG0050087								GmISU01.19G214400.5.p				
OG0050088								GmISU01.19G214400.4.p				
OG0050089								GmISU01.19G108750.1.p				
OG0050090								GmISU01.19G157000.1.p				
OG0050091								GmISU01.19G056800.1.p				
OG0050092								GmISU01.19G024800.1.p				
OG0050093								GmISU01.19G024800.3.p				
OG0050094								GmISU01.19G079100.1.p				
OG0050095								GmISU01.19G174200.1.p				
OG0050096								GmISU01.19G011200.1.p				
OG0050097								GmISU01.19G128300.1.p				
OG0050098								GmISU01.19G058900.2.p				
OG0050099								GmISU01.19G031500.2.p				
OG0050100								GmISU01.19G122400.1.p				
OG0050101								GmISU01.19G130150.1.p				
OG0050102								GmISU01.19G050200.1.p				
OG0050103								GmISU01.19G124900.1.p				
OG0050104								GmISU01.19G028900.1.p				
OG0050105								GmISU01.19G029400.1.p				
OG0050106								GmISU01.19G202900.1.p				
OG0050107								GmISU01.19G204100.1.p				
OG0050108								GmISU01.19G002701.1.p				
OG0050109								GmISU01.19G174500.1.p				
OG0050110								GmISU01.19G174500.2.p				
OG0050111								GmISU01.19G174500.3.p				
OG0050112								GmISU01.19G005100.1.p				
OG0050113								GmISU01.19G099300.1.p				
OG0050114								GmISU01.19G201400.1.p				
OG0050115								GmISU01.19G061500.1.p				
OG0050116								GmISU01.19G123300.1.p				
OG0050117								GmISU01.19G086300.1.p				
OG0050118								GmISU01.19G207600.2.p				
OG0050119								GmISU01.19G106550.1.p				
OG0050120								GmISU01.19G020100.1.p				
OG0050121								GmISU01.19G048500.1.p				
OG0050122								GmISU01.19G142000.1.p				
OG0050123								GmISU01.19G017400.1.p				
OG0050124								GmISU01.19G017300.1.p				
OG0050125								GmISU01.19G222200.3.p				
OG0050126								GmISU01.19G033300.1.p				
OG0050127								GmISU01.19G168700.3.p				
OG0050128								GmISU01.19G168700.4.p				
OG0050129								GmISU01.19G168700.5.p				
OG0050130								GmISU01.19G189700.1.p				
OG0050131								GmISU01.19G146900.1.p				
OG0050132								GmISU01.19G169700.2.p				
OG0050133								GmISU01.19G114000.1.p				
OG0050134								GmISU01.19G220500.1.p				
OG0050135								GmISU01.19G220500.2.p				
OG0050136								GmISU01.19G066600.1.p				
OG0050137								GmISU01.19G020400.1.p				
OG0050138								GmISU01.19G020400.2.p				
OG0050139								GmISU01.19G020400.3.p				
OG0050140								GmISU01.19G020400.4.p				
OG0050141								GmISU01.19G163400.1.p				
OG0050142								GmISU01.19G055800.1.p				
OG0050143								GmISU01.19G087000.1.p				
OG0050144								GmISU01.19G135400.1.p				
OG0050145								GmISU01.19G070350.1.p				
OG0050146								GmISU01.19G002400.1.p				
OG0050147								GmISU01.19G125200.1.p				
OG0050148								GmISU01.19G029750.1.p				
OG0050149								GmISU01.19G108300.1.p				
OG0050150								GmISU01.19G092900.1.p				
OG0050151								GmISU01.19G200800.1.p				
OG0050152								GmISU01.19G203100.1.p				
OG0050153								GmISU01.19G219800.1.p				
OG0050154								GmISU01.19G069100.1.p				
OG0050155								GmISU01.19G145600.1.p				
OG0050156								GmISU01.19G123500.1.p				
OG0050157								GmISU01.19G195150.1.p				
OG0050158								GmISU01.19G154950.1.p				
OG0050159								GmISU01.19G182600.1.p				
OG0050160								GmISU01.19G065800.1.p				
OG0050161								GmISU01.19G016800.1.p				
OG0050162								GmISU01.19G016800.2.p				
OG0050163								GmISU01.19G067150.1.p				
OG0050164								GmISU01.19G085000.1.p				
OG0050165								GmISU01.19G085000.3.p				
OG0050166								GmISU01.19G085000.2.p				
