Orthogroup	A_vesiculosa.proteins	D_spatulata.proteins
OG0006239	Av_00008284-RA, Av_00013597-RA	Ds_00016343-RA
OG0006240	Av_00007557-RA, Av_00005260-RA, Av_00002708-RA	Ds_00008443-RA
OG0006241	Av_00007435-RA	Ds_00016140-RA
OG0006243	Av_00007562-RA, Av_00005255-RA, Av_00002718-RA	Ds_00010544-RA
OG0006244	Av_00001987-RA, Av_00017930-RA	Ds_00008032-RA
OG0006245	Av_00007581-RA	Ds_00010505-RA
OG0006246	Av_00013873-RA	Ds_00017243-RA
OG0006247	Av_00021442-RA	Ds_00016856-RA
OG0006248	Av_00003134-RA	Ds_00001557-RA, Ds_00001558-RA
OG0006250	Av_00020192-RA	Ds_00015007-RA, Ds_00011929-RA
OG0006251	Av_00011282-RA, Av_00001728-RA	Ds_00016262-RA
OG0006252	Av_00003303-RA	Ds_00009109-RA
OG0006253	Av_00011278-RA	Ds_00003746-RA, Ds_00003742-RA
OG0006254	Av_00000928-RA, Av_00020936-RA	Ds_00009742-RA
OG0006255	Av_00024372-RA, Av_00023191-RA, Av_00017082-RA	Ds_00008098-RA
OG0006259	Av_00020362-RA	Ds_00006209-RA, Ds_00006308-RA
OG0006260	Av_00018466-RA, Av_00002563-RA, Av_00007663-RA	Ds_00012712-RA
OG0006261	Av_00002180-RA	Ds_00005023-RA
OG0006262	Av_00018788-RA	Ds_00013255-RA
OG0006263	Av_00009953-RA	Ds_00008641-RA
OG0006265	Av_00018845-RA, Av_00007200-RA	Ds_00000340-RA
OG0006267	Av_00007533-RA	Ds_00004325-RA
OG0006270	Av_00015673-RA	Ds_00015161-RA
OG0006296	Av_00002200-RA, Av_00015235-RA, Av_00015237-RA	Ds_00003548-RA, Ds_00003545-RA
OG0006297	Av_00022796-RA	Ds_00014912-RA
OG0006298	Av_00012599-RA	Ds_00017153-RA
OG0006299	Av_00009374-RA	Ds_00012955-RA
OG0006301	Av_00013781-RA	Ds_00002299-RA, Ds_00010304-RA
OG0006302	Av_00023758-RA, Av_00006886-RA	Ds_00000509-RA, Ds_00002553-RA
OG0006303	Av_00003506-RA	Ds_00005716-RA
OG0006304	Av_00008030-RA	Ds_00012800-RA
OG0006305	Av_00017271-RA, Av_00015637-RA, Av_00011986-RA	Ds_00006902-RA
OG0006306	Av_00004946-RA, Av_00003964-RA	Ds_00011089-RA
OG0006307	Av_00024185-RA	Ds_00013280-RA
OG0006308	Av_00014169-RA, Av_00010634-RA	Ds_00004414-RA
OG0006309	Av_00016897-RA, Av_00004710-RA	Ds_00002625-RA
OG0006310	Av_00013076-RA	Ds_00002284-RA
OG0006312	Av_00023838-RA	Ds_00004553-RA
OG0006313	Av_00002848-RA, Av_00012540-RA	Ds_00010345-RA
OG0006314	Av_00004722-RA	Ds_00004138-RA, Ds_00005860-RA
OG0006315	Av_00020458-RA	Ds_00003092-RA
OG0006316	Av_00008219-RA	Ds_00009614-RA
OG0006317	Av_00013139-RA	Ds_00005762-RA
OG0006318	Av_00013664-RA	Ds_00014291-RA
OG0006318	Av_00008170-RA	Ds_00014290-RA
OG0006319	Av_00014748-RA, Av_00000544-RA	Ds_00003252-RA
OG0006320	Av_00010255-RA	Ds_00016079-RA
OG0006321	Av_00008310-RA	Ds_00003345-RA
OG0006322	Av_00017821-RA, Av_00000717-RA	Ds_00005735-RA
OG0006323	Av_00007040-RA	Ds_00006037-RA
OG0006323	Av_00011392-RA, Av_00015960-RA	Ds_00015850-RA
OG0006324	Av_00014090-RA, Av_00020404-RA	Ds_00010816-RA
OG0006325	Av_00011859-RA, Av_00006998-RA	Ds_00014558-RA
OG0006326	Av_00019159-RA, Av_00001508-RA, Av_00001509-RA	Ds_00000897-RA
OG0006327	Av_00014485-RA	Ds_00010998-RA
OG0006329	Av_00017953-RA	Ds_00009086-RA
OG0006329	Av_00008318-RA	Ds_00003358-RA
OG0006329	Av_00007110-RA	Ds_00003357-RA
OG0006330	Av_00009318-RA, Av_00012431-RA	Ds_00005350-RA
OG0006331	Av_00024549-RA	Ds_00011116-RA
OG0006332	Av_00004875-RA	Ds_00011989-RA
OG0006333	Av_00013402-RA	Ds_00005409-RA
OG0006334	Av_00024319-RA, Av_00024715-RA, Av_00024326-RA	Ds_00016933-RA, Ds_00016946-RA
OG0006335	Av_00009450-RA	Ds_00016885-RA
OG0006336	Av_00014729-RA, Av_00000562-RA	Ds_00003226-RA
OG0006337	Av_00022458-RA, Av_00023344-RA	Ds_00003025-RA
OG0006339	Av_00018611-RA	Ds_00006696-RA
OG0006340	Av_00016250-RA	Ds_00006169-RA
OG0006341	Av_00001320-RA, Av_00015112-RA	Ds_00014705-RA, Ds_00003894-RA
OG0006342	Av_00016917-RA	Ds_00005847-RA
OG0006344	Av_00019163-RA	Ds_00004709-RA, Ds_00000895-RA
OG0006345	Av_00018504-RA	Ds_00004639-RA
OG0006347	Av_00023188-RA	Ds_00002040-RA, Ds_00008741-RA
OG0006348	Av_00015106-RA, Av_00001312-RA	Ds_00006327-RA
OG0006349	Av_00022136-RA	Ds_00010978-RA
OG0006351	Av_00006501-RA	Ds_00017953-RA
OG0006352	Av_00015120-RA, Av_00001325-RA, Av_00016288-RA	Ds_00003915-RA
OG0006353	Av_00000629-RA, Av_00018503-RA	Ds_00007096-RA
OG0006354	Av_00012074-RA, Av_00006712-RA	Ds_00013246-RA
OG0006355	Av_00008229-RA	Ds_00003332-RA
OG0006356	Av_00021242-RA	Ds_00009083-RA
OG0006358	Av_00011971-RA	Ds_00012473-RA
OG0006359	Av_00008127-RA, Av_00006999-RA	Ds_00014930-RA
OG0006360	Av_00023074-RA, Av_00024552-RA	Ds_00007413-RA
OG0006361	Av_00013153-RA	Ds_00000847-RA
OG0006361	Av_00019352-RA, Av_00000689-RA	Ds_00005788-RA
OG0006362	Av_00011819-RA	Ds_00013741-RA
OG0006364	Av_00013222-RA	Ds_00006385-RA
OG0006365	Av_00002142-RA, Av_00001551-RA	Ds_00014642-RA
OG0006366	Av_00019196-RA, Av_00000566-RA	Ds_00007158-RA
OG0006367	Av_00006489-RA, Av_00013669-RA	Ds_00006057-RA
OG0006369	Av_00003849-RA	Ds_00017580-RA
OG0006370	Av_00013204-RA	Ds_00002708-RA
OG0006371	Av_00011838-RA	Ds_00006654-RA
OG0006372	Av_00021126-RA	Ds_00002243-RA
OG0006373	Av_00007174-RA	Ds_00008925-RA
OG0006374	Av_00021537-RA, Av_00012278-RA, Av_00004431-RA	Ds_00015332-RA
OG0006375	Av_00007800-RA	Ds_00001868-RA
OG0006377	Av_00022060-RA	Ds_00016544-RA
OG0006378	Av_00005458-RA, Av_00003034-RA	Ds_00002125-RA
OG0006379	Av_00007315-RA, Av_00019042-RA	Ds_00012161-RA
OG0006380	Av_00007139-RA	Ds_00009880-RA
OG0006381	Av_00019375-RA	Ds_00016215-RA
OG0006382	Av_00015251-RA	Ds_00003532-RA
OG0006383	Av_00002064-RA, Av_00012901-RA	Ds_00012949-RA
OG0006384	Av_00015254-RA, Av_00010929-RA	Ds_00014772-RA
OG0006385	Av_00021990-RA	Ds_00010894-RA
OG0006386	Av_00006950-RA	Ds_00003995-RA
OG0006386	Av_00016640-RA, Av_00014855-RA	Ds_00017220-RA
OG0006388	Av_00020301-RA	Ds_00001928-RA
OG0006389	Av_00023143-RA	Ds_00016608-RA
OG0006390	Av_00022283-RA	Ds_00013422-RA
OG0006392	Av_00001996-RA, Av_00000831-RA	Ds_00009423-RA
OG0006393	Av_00024944-RA	Ds_00009410-RA
OG0006394	Av_00020627-RA	Ds_00001523-RA
OG0006395	Av_00023620-RA	Ds_00001511-RA
OG0006396	Av_00017938-RA, Av_00001999-RA	Ds_00009431-RA
OG0006397	Av_00001065-RA	Ds_00015337-RA
OG0006397	Av_00011170-RA	Ds_00009768-RA
OG0006398	Av_00019902-RA	Ds_00000886-RA
OG0006400	Av_00019882-RA	Ds_00013279-RA
OG0006401	Av_00007730-RA	Ds_00005386-RA
OG0006402	Av_00019119-RA, Av_00010197-RA	Ds_00002559-RA
OG0006403	Av_00011581-RA	Ds_00003032-RA, Ds_00018072-RA
OG0006404	Av_00007839-RA	Ds_00007547-RA
OG0006405	Av_00004206-RA, Av_00019113-RA, Av_00010201-RA	Ds_00000516-RA
OG0006406	Av_00007842-RA, Av_00000211-RA	Ds_00007556-RA
OG0006407	Av_00003762-RA, Av_00021611-RA, Av_00009015-RA, Av_00003763-RA	Ds_00017975-RA
OG0006408	Av_00016634-RA, Av_00014851-RA, Av_00001268-RA	Ds_00003707-RA
OG0006409	Av_00016690-RA	Ds_00005793-RA, Ds_00012021-RA
OG0006410	Av_00014831-RA	Ds_00011873-RA
OG0006411	Av_00024472-RA, Av_00004461-RA	Ds_00007911-RA
OG0006412	Av_00000428-RA	Ds_00006125-RA, Ds_00014911-RA
OG0006414	Av_00010960-RA, Av_00003158-RA, Av_00013995-RA	Ds_00008835-RA
OG0006414	Av_00011490-RA	Ds_00003500-RA
OG0006415	Av_00000241-RA	Ds_00015923-RA
OG0006416	Av_00004619-RA	Ds_00014379-RA
OG0006417	Av_00013082-RA	Ds_00000411-RA, Ds_00000417-RA
OG0006419	Av_00006888-RA	Ds_00000512-RA
OG0006420	Av_00011679-RA	Ds_00013418-RA
OG0006421	Av_00004523-RA, Av_00012358-RA	Ds_00013359-RA
OG0006422	Av_00015255-RA, Av_00010930-RA, Av_00003182-RA, Av_00024084-RA, Av_00000072-RA, Av_00011475-RA	Ds_00014773-RA, Ds_00003529-RA
OG0006423	Av_00022871-RA, Av_00016453-RA	Ds_00009789-RA, Ds_00007870-RA
OG0006424	Av_00002481-RA	Ds_00001734-RA
OG0006425	Av_00019035-RA	Ds_00012185-RA
OG0006427	Av_00012519-RA	Ds_00013199-RA
OG0006428	Av_00002467-RA, Av_00002428-RA	Ds_00001497-RA
OG0006429	Av_00011330-RA, Av_00000968-RA	Ds_00000333-RA
OG0006430	Av_00012289-RA	Ds_00002922-RA
OG0006432	Av_00005655-RA	Ds_00015110-RA
OG0006433	Av_00002363-RA	Ds_00008122-RA
OG0006434	Av_00024100-RA	Ds_00000493-RA, Ds_00011509-RA
OG0006435	Av_00002383-RA	Ds_00007591-RA
OG0006435	Av_00003652-RA	Ds_00015114-RA
OG0006436	Av_00023771-RA	Ds_00005304-RA, Ds_00016118-RA
OG0006437	Av_00002461-RA, Av_00015766-RA	Ds_00001751-RA
OG0006438	Av_00020530-RA	Ds_00006701-RA
OG0006439	Av_00015743-RA	Ds_00011756-RA
OG0006440	Av_00009637-RA	Ds_00006559-RA
OG0006441	Av_00024143-RA, Av_00022899-RA	Ds_00012304-RA
OG0006442	Av_00022019-RA	Ds_00004878-RA
OG0006443	Av_00000215-RA, Av_00024288-RA	Ds_00017439-RA
OG0006446	Av_00002576-RA	Ds_00005921-RA
OG0006447	Av_00005957-RA	Ds_00004506-RA
OG0006447	Av_00003688-RA, Av_00007476-RA	Ds_00015093-RA, Ds_00015097-RA
OG0006448	Av_00021438-RA, Av_00020779-RA, Av_00004782-RA	Ds_00016306-RA
OG0006449	Av_00023858-RA	Ds_00003411-RA
OG0006450	Av_00020148-RA, Av_00000703-RA	Ds_00012646-RA
OG0006451	Av_00003390-RA	Ds_00001071-RA
OG0006452	Av_00014466-RA, Av_00013182-RA, Av_00022352-RA	Ds_00011015-RA
OG0006453	Av_00017538-RA, Av_00015394-RA, Av_00004083-RA	Ds_00002318-RA
OG0006454	Av_00012033-RA	Ds_00014539-RA
OG0006455	Av_00021583-RA	Ds_00013194-RA
OG0006457	Av_00003647-RA	Ds_00013834-RA
OG0006459	Av_00005592-RA	Ds_00004457-RA
OG0006460	Av_00018377-RA	Ds_00000877-RA
OG0006461	Av_00008188-RA	Ds_00005988-RA
OG0006462	Av_00016392-RA	Ds_00010357-RA
OG0006463	Av_00009185-RA	Ds_00007301-RA
OG0006464	Av_00007983-RA, Av_00006811-RA	Ds_00000712-RA
OG0006465	Av_00000104-RA, Av_00011511-RA	Ds_00017276-RA
OG0006466	Av_00011397-RA	Ds_00012180-RA
OG0006467	Av_00004931-RA, Av_00003980-RA	Ds_00014995-RA
OG0006468	Av_00006043-RA, Av_00002993-RA	Ds_00002790-RA
OG0006469	Av_00016689-RA	Ds_00012020-RA
OG0006470	Av_00008114-RA, Av_00014421-RA	Ds_00016798-RA
OG0006472	Av_00014598-RA	Ds_00001280-RA
OG0006474	Av_00002201-RA, Av_00010909-RA	Ds_00008807-RA
OG0006475	Av_00004104-RA	Ds_00002357-RA
OG0006476	Av_00013081-RA	Ds_00000425-RA
OG0006477	Av_00022127-RA	Ds_00009578-RA
OG0006479	Av_00009363-RA	Ds_00009282-RA
OG0006480	Av_00020921-RA, Av_00006287-RA	Ds_00000205-RA
OG0006481	Av_00004928-RA	Ds_00009674-RA
OG0006482	Av_00013902-RA	Ds_00016477-RA
OG0006483	Av_00012788-RA, Av_00006238-RA	Ds_00014268-RA
OG0006484	Av_00001297-RA, Av_00015100-RA, Av_00020355-RA	Ds_00006292-RA
OG0006486	Av_00021377-RA	Ds_00011314-RA
OG0006487	Av_00012167-RA	Ds_00007185-RA
OG0006488	Av_00007980-RA	Ds_00010385-RA
OG0006489	Av_00009154-RA	Ds_00009294-RA
OG0006490	Av_00022252-RA	Ds_00005675-RA
OG0006491	Av_00015560-RA, Av_00009057-RA	Ds_00009645-RA
OG0006492	Av_00004053-RA, Av_00004881-RA	Ds_00015059-RA
OG0006493	Av_00004498-RA, Av_00012323-RA	Ds_00017636-RA
OG0006494	Av_00021506-RA	Ds_00002396-RA
OG0006495	Av_00003036-RA	Ds_00009885-RA
OG0006497	Av_00014709-RA, Av_00008688-RA	Ds_00003477-RA
OG0006498	Av_00022674-RA	Ds_00002314-RA
OG0006500	Av_00019546-RA, Av_00008890-RA	Ds_00000220-RA
OG0006501	Av_00004682-RA, Av_00018272-RA, Av_00019095-RA	Ds_00002618-RA
OG0006502	Av_00011449-RA, Av_00015233-RA	Ds_00003555-RA, Ds_00008793-RA
OG0006503	Av_00008719-RA, Av_00023128-RA	Ds_00015221-RA
OG0006504	Av_00008747-RA, Av_00017137-RA	Ds_00016987-RA
OG0006505	Av_00022447-RA	Ds_00000674-RA
OG0006506	Av_00004645-RA, Av_00018237-RA	Ds_00007317-RA, Ds_00007319-RA
OG0006507	Av_00017591-RA, Av_00013074-RA	Ds_00000452-RA
OG0006508	Av_00007386-RA	Ds_00007243-RA
OG0006509	Av_00019752-RA	Ds_00002631-RA
OG0006510	Av_00005426-RA, Av_00002990-RA	Ds_00002786-RA
OG0006511	Av_00013896-RA, Av_00003203-RA	Ds_00008800-RA
OG0006514	Av_00001263-RA	Ds_00003997-RA
OG0006515	Av_00002099-RA, Av_00012948-RA	Ds_00005692-RA
OG0006516	Av_00003796-RA, Av_00003797-RA	Ds_00015736-RA
OG0006517	Av_00017116-RA, Av_00022870-RA	Ds_00009867-RA
OG0006518	Av_00024597-RA	Ds_00004269-RA
OG0006519	Av_00023998-RA	Ds_00017656-RA
OG0006520	Av_00018129-RA, Av_00020193-RA	Ds_00002406-RA
OG0006521	Av_00020602-RA, Av_00024430-RA	Ds_00012071-RA
OG0006522	Av_00023583-RA, Av_00004171-RA	Ds_00013616-RA
OG0006524	Av_00005855-RA	Ds_00015725-RA
OG0006525	Av_00005430-RA, Av_00002996-RA	Ds_00002800-RA
OG0006526	Av_00013086-RA	Ds_00009522-RA
OG0006527	Av_00006822-RA	Ds_00000676-RA
OG0006528	Av_00010680-RA, Av_00018594-RA, Av_00018593-RA	Ds_00002779-RA
OG0006529	Av_00002114-RA, Av_00012958-RA	Ds_00000954-RA
OG0006530	Av_00022002-RA	Ds_00017262-RA
OG0006531	Av_00004175-RA	Ds_00000631-RA, Ds_00002473-RA
OG0006532	Av_00008860-RA, Av_00023284-RA	Ds_00013531-RA
OG0006533	Av_00021633-RA, Av_00009041-RA	Ds_00015713-RA
OG0006535	Av_00019873-RA	Ds_00006360-RA
OG0006536	Av_00014756-RA, Av_00009143-RA	Ds_00015620-RA, Ds_00018011-RA
OG0006537	Av_00011078-RA	Ds_00000717-RA
OG0006538	Av_00000833-RA	Ds_00006474-RA
OG0006539	Av_00019073-RA, Av_00019537-RA	Ds_00000228-RA
OG0006540	Av_00016913-RA	Ds_00004133-RA
OG0006540	Av_00021181-RA	Ds_00013718-RA
OG0006541	Av_00021893-RA	Ds_00010366-RA
OG0006542	Av_00012059-RA	Ds_00014837-RA
OG0006543	Av_00006133-RA	Ds_00014711-RA
OG0006544	Av_00005087-RA, Av_00022173-RA	Ds_00015547-RA, Ds_00016239-RA
OG0006546	Av_00005181-RA	Ds_00004275-RA
OG0006546	Av_00000864-RA, Av_00024576-RA	Ds_00004768-RA
OG0006546	Av_00002782-RA, Av_00005182-RA	Ds_00004276-RA
OG0006547	Av_00020293-RA, Av_00000712-RA	Ds_00009355-RA
OG0006548	Av_00005097-RA, Av_00015692-RA	Ds_00013690-RA
OG0006549	Av_00012683-RA	Ds_00009589-RA
OG0006550	Av_00015293-RA	Ds_00008321-RA
OG0006552	Av_00008967-RA	Ds_00004480-RA
OG0006553	Av_00011908-RA	Ds_00005494-RA
OG0006554	Av_00017127-RA	Ds_00017000-RA
OG0006555	Av_00015878-RA, Av_00024579-RA	Ds_00007370-RA
OG0006556	Av_00004375-RA, Av_00001140-RA, Av_00014339-RA	Ds_00010825-RA
OG0006558	Av_00021303-RA	Ds_00001680-RA
OG0006559	Av_00016420-RA	Ds_00010293-RA
OG0006561	Av_00022410-RA	Ds_00005229-RA
OG0006561	Av_00016918-RA	Ds_00004128-RA
OG0006562	Av_00017308-RA	Ds_00008344-RA
OG0006563	Av_00020183-RA	Ds_00001662-RA
OG0006564	Av_00005406-RA, Av_00002962-RA, Av_00018003-RA	Ds_00006847-RA, Ds_00015974-RA
OG0006565	Av_00021606-RA	Ds_00011559-RA
OG0006566	Av_00022641-RA, Av_00009564-RA	Ds_00000377-RA
OG0006567	Av_00000227-RA	Ds_00017498-RA
OG0006568	Av_00014008-RA	Ds_00002795-RA
OG0006569	Av_00017196-RA, Av_00020043-RA	Ds_00017446-RA
OG0006570	Av_00011341-RA, Av_00018407-RA, Av_00003113-RA, Av_00023199-RA, Av_00002388-RA	Ds_00012799-RA, Ds_00017809-RA
OG0006571	Av_00003999-RA	Ds_00011477-RA
OG0006572	Av_00022844-RA	Ds_00004141-RA
OG0006573	Av_00012725-RA, Av_00012575-RA	Ds_00005171-RA
OG0006574	Av_00019585-RA	Ds_00007341-RA
OG0006575	Av_00019684-RA, Av_00013342-RA	Ds_00007495-RA
OG0006576	Av_00015798-RA	Ds_00014899-RA
OG0006577	Av_00003541-RA	Ds_00016278-RA, Ds_00011052-RA
OG0006577	Av_00008196-RA	Ds_00002192-RA
OG0006578	Av_00004927-RA	Ds_00011460-RA, Ds_00017873-RA
OG0006579	Av_00016209-RA	Ds_00007034-RA
OG0006580	Av_00003402-RA	Ds_00007434-RA, Ds_00017585-RA
OG0006581	Av_00024575-RA	Ds_00004769-RA
OG0006582	Av_00002951-RA	Ds_00015799-RA
OG0006582	Av_00015685-RA	Ds_00002092-RA
OG0006584	Av_00018637-RA	Ds_00010050-RA
OG0006585	Av_00007365-RA	Ds_00011603-RA
OG0006588	Av_00023623-RA	Ds_00011589-RA
OG0006589	Av_00024156-RA, Av_00012070-RA	Ds_00002710-RA
OG0006590	Av_00010565-RA	Ds_00015897-RA
OG0006592	Av_00013592-RA, Av_00008294-RA	Ds_00003324-RA
OG0006593	Av_00018485-RA	Ds_00016547-RA
OG0006594	Av_00006171-RA, Av_00008435-RA	Ds_00008253-RA
OG0006595	Av_00013310-RA	Ds_00010104-RA, Ds_00011605-RA
OG0006596	Av_00022099-RA	Ds_00013514-RA
OG0006598	Av_00003660-RA, Av_00008727-RA, Av_00022094-RA	Ds_00015225-RA
OG0006599	Av_00007043-RA, Av_00011916-RA	Ds_00006034-RA
OG0006600	Av_00018360-RA, Av_00005148-RA	Ds_00012391-RA
OG0006601	Av_00011913-RA	Ds_00005488-RA
OG0006602	Av_00003794-RA	Ds_00009634-RA
OG0006604	Av_00022454-RA	Ds_00007509-RA
OG0006605	Av_00006173-RA	Ds_00001170-RA
OG0006607	Av_00022175-RA, Av_00022227-RA	Ds_00002088-RA
OG0006608	Av_00018517-RA, Av_00006226-RA, Av_00012774-RA	Ds_00005207-RA
OG0006609	Av_00013594-RA	Ds_00011437-RA
OG0006610	Av_00012689-RA, Av_00004745-RA, Av_00016937-RA	Ds_00005190-RA
OG0006611	Av_00022807-RA	Ds_00013147-RA
OG0006612	Av_00019927-RA	Ds_00008470-RA
OG0006613	Av_00002788-RA	Ds_00004812-RA
OG0006614	Av_00008426-RA, Av_00006149-RA	Ds_00011619-RA
OG0006615	Av_00021071-RA	Ds_00008289-RA
OG0006615	Av_00014092-RA	Ds_00004815-RA
OG0006616	Av_00000931-RA	Ds_00009737-RA
OG0006617	Av_00019268-RA	Ds_00013750-RA
OG0006621	Av_00007369-RA	Ds_00015510-RA
OG0006622	Av_00000557-RA	Ds_00000482-RA
OG0006623	Av_00011695-RA	Ds_00001448-RA
OG0006624	Av_00000010-RA, Av_00022272-RA	Ds_00002904-RA
OG0006625	Av_00000388-RA, Av_00015379-RA, Av_00001859-RA	Ds_00010930-RA, Ds_00003632-RA
OG0006626	Av_00009203-RA, Av_00014792-RA	Ds_00012580-RA
OG0006627	Av_00008979-RA, Av_00021930-RA	Ds_00015832-RA, Ds_00010873-RA, Ds_00017369-RA
OG0006628	Av_00017023-RA	Ds_00006426-RA
OG0006629	Av_00015025-RA	Ds_00017180-RA
OG0006630	Av_00018420-RA	Ds_00003097-RA, Ds_00011218-RA
OG0006631	Av_00017397-RA, Av_00014619-RA	Ds_00012554-RA, Ds_00017618-RA
OG0006632	Av_00021455-RA, Av_00000879-RA	Ds_00004298-RA
OG0006633	Av_00014248-RA	Ds_00006629-RA
OG0006634	Av_00012492-RA, Av_00016373-RA	Ds_00005398-RA
OG0006635	Av_00023335-RA	Ds_00010736-RA
OG0006636	Av_00003285-RA, Av_00013975-RA, Av_00014622-RA	Ds_00002889-RA
OG0006637	Av_00013386-RA, Av_00015904-RA	Ds_00010865-RA
OG0006638	Av_00009224-RA	Ds_00007678-RA
OG0006640	Av_00015046-RA	Ds_00005583-RA
OG0006641	Av_00006286-RA	Ds_00000202-RA
OG0006643	Av_00002092-RA, Av_00009413-RA	Ds_00007293-RA
OG0006644	Av_00006469-RA	Ds_00004748-RA
OG0006645	Av_00013535-RA	Ds_00005038-RA
OG0006646	Av_00006593-RA	Ds_00017582-RA
OG0006647	Av_00011087-RA	Ds_00000328-RA
OG0006647	Av_00000970-RA	Ds_00011268-RA
OG0006648	Av_00010886-RA	Ds_00003572-RA
OG0006649	Av_00009608-RA, Av_00002187-RA	Ds_00016281-RA
OG0006651	Av_00017757-RA	Ds_00002105-RA
OG0006652	Av_00011463-RA	Ds_00001627-RA
OG0006654	Av_00000573-RA	Ds_00005088-RA
OG0006655	Av_00000878-RA, Av_00022483-RA	Ds_00004299-RA
OG0006656	Av_00014870-RA	Ds_00004041-RA
OG0006657	Av_00001875-RA, Av_00024393-RA	Ds_00010905-RA
OG0006658	Av_00005537-RA, Av_00006054-RA	Ds_00017605-RA
OG0006659	Av_00016372-RA	Ds_00005397-RA
OG0006661	Av_00004269-RA	Ds_00012182-RA
OG0006662	Av_00018927-RA	Ds_00002454-RA
OG0006664	Av_00017817-RA, Av_00006721-RA, Av_00024354-RA, Av_00006720-RA, Av_00024353-RA	Ds_00007605-RA
OG0006665	Av_00003455-RA, Av_00004837-RA	Ds_00012363-RA
OG0006666	Av_00022934-RA	Ds_00011862-RA
OG0006667	Av_00019666-RA	Ds_00005454-RA
OG0006669	Av_00007308-RA	Ds_00012198-RA
OG0006670	Av_00003373-RA	Ds_00004774-RA
OG0006672	Av_00014657-RA	Ds_00012484-RA
OG0006673	Av_00021984-RA	Ds_00006555-RA
OG0006676	Av_00001431-RA	Ds_00004550-RA
OG0006677	Av_00013708-RA, Av_00000382-RA	Ds_00001990-RA, Ds_00003614-RA
OG0006678	Av_00001001-RA, Av_00018198-RA	Ds_00017632-RA
OG0006679	Av_00006852-RA, Av_00007930-RA	Ds_00000581-RA
OG0006680	Av_00004424-RA	Ds_00016503-RA
OG0006682	Av_00021859-RA, Av_00011642-RA	Ds_00001980-RA
OG0006683	Av_00006955-RA, Av_00011801-RA	Ds_00004029-RA
OG0006684	Av_00016236-RA	Ds_00006253-RA
OG0006685	Av_00011167-RA	Ds_00009772-RA
OG0006686	Av_00018563-RA, Av_00005514-RA, Av_00006086-RA	Ds_00001331-RA, Ds_00016359-RA
OG0006687	Av_00011499-RA, Av_00000093-RA, Av_00003142-RA, Av_00014025-RA, Av_00023219-RA	Ds_00003488-RA
OG0006688	Av_00000341-RA	Ds_00001941-RA
OG0006689	Av_00016348-RA, Av_00012505-RA	Ds_00001491-RA
OG0006690	Av_00019444-RA	Ds_00012857-RA
OG0006690	Av_00021622-RA, Av_00009028-RA	Ds_00015050-RA
OG0006691	Av_00020992-RA, Av_00022563-RA	Ds_00010697-RA
OG0006692	Av_00002277-RA	Ds_00011818-RA
OG0006693	Av_00011183-RA	Ds_00009696-RA
OG0006694	Av_00005024-RA	Ds_00017620-RA
OG0006695	Av_00005146-RA	Ds_00004736-RA, Ds_00004737-RA
OG0006697	Av_00015080-RA, Av_00001277-RA	Ds_00003954-RA, Ds_00003953-RA
OG0006698	Av_00015141-RA	Ds_00006998-RA
OG0006700	Av_00002600-RA	Ds_00006515-RA, Ds_00008568-RA
OG0006701	Av_00021848-RA, Av_00011637-RA	Ds_00010494-RA
OG0006702	Av_00001574-RA	Ds_00009299-RA
OG0006703	Av_00005267-RA	Ds_00010566-RA
OG0006704	Av_00017679-RA, Av_00001741-RA	Ds_00016159-RA
OG0006706	Av_00003915-RA, Av_00004978-RA	Ds_00008478-RA, Ds_00016157-RA
OG0006707	Av_00016998-RA, Av_00003305-RA	Ds_00008600-RA
OG0006708	Av_00021857-RA	Ds_00010481-RA
OG0006709	Av_00000107-RA, Av_00011515-RA, Av_00008355-RA, Av_00020392-RA	Ds_00017281-RA
OG0006710	Av_00011268-RA	Ds_00012433-RA
OG0006711	Av_00024674-RA	Ds_00010605-RA
OG0006713	Av_00008349-RA, Av_00017970-RA, Av_00008346-RA, Av_00008348-RA	Ds_00008667-RA
OG0006714	Av_00003508-RA	Ds_00005746-RA
OG0006715	Av_00014723-RA	Ds_00000963-RA
OG0006716	Av_00010186-RA	Ds_00017208-RA
OG0006717	Av_00005567-RA	Ds_00017264-RA
OG0006718	Av_00009102-RA, Av_00021873-RA, Av_00018620-RA	Ds_00015245-RA
OG0006719	Av_00022296-RA	Ds_00016124-RA
OG0006720	Av_00012444-RA	Ds_00014129-RA
OG0006721	Av_00013056-RA	Ds_00005568-RA
OG0006723	Av_00006443-RA, Av_00007519-RA	Ds_00008982-RA
OG0006724	Av_00004991-RA, Av_00003896-RA	Ds_00008501-RA
OG0006725	Av_00009155-RA	Ds_00009295-RA
OG0006726	Av_00024882-RA, Av_00000508-RA	Ds_00005315-RA
OG0006727	Av_00007583-RA, Av_00005233-RA	Ds_00010499-RA
OG0006728	Av_00017716-RA	Ds_00009712-RA
OG0006728	Av_00022309-RA	Ds_00001904-RA
OG0006729	Av_00005779-RA	Ds_00017105-RA
OG0006730	Av_00005231-RA	Ds_00009124-RA
OG0006731	Av_00004963-RA, Av_00003933-RA	Ds_00016649-RA
OG0006734	Av_00006343-RA, Av_00007778-RA	Ds_00008546-RA
OG0006735	Av_00022247-RA	Ds_00004170-RA
OG0006736	Av_00009233-RA	Ds_00007659-RA
OG0006737	Av_00005210-RA, Av_00002756-RA	Ds_00008599-RA
