Orthogroup	D_muscipula.proteins	B_vulgaris.proteins
OG0003809	Dm_00006310-RA	Bevul.3G129500.1.p
OG0003810	Dm_00005550-RA, Dm_00012680-RA	Bevul.3G054600.1.p
OG0003811	Dm_00001726-RA	Bevul.9G181000.1.p
OG0003812	Dm_00001410-RA, Dm_00016572-RA	Bevul.6G106100.1.p
OG0003815	Dm_00006618-RA	Bevul.6G009900.1.p
OG0003816	Dm_00018342-RA	Bevul.6G151200.1.p
OG0003817	Dm_00008876-RA	Bevul.1G097100.1.p
OG0003818	Dm_00008688-RA	Bevul.9G043600.1.p, Bevul.2G183300.1.p, Bevul.3G137300.1.p
OG0003819	Dm_00005824-RA, Dm_00012072-RA	Bevul.6G195500.1.p
OG0003821	Dm_00014282-RA, Dm_00013030-RA	Bevul.4G061100.1.p
OG0003822	Dm_00002367-RA, Dm_00009322-RA, Dm_00006551-RA, Dm_00013998-RA	Bevul.1G004400.1.p
OG0003823	Dm_00002642-RA	Bevul.6G001100.1.p, Bevul.6G001300.1.p, Bevul.6G001200.1.p, Bevul.6G001400.1.p
OG0003826	Dm_00005342-RA	Bevul.6G021900.1.p
OG0003826	Dm_00004948-RA, Dm_00008549-RA	Bevul.6G021800.1.p
OG0003827	Dm_00013154-RA	Bevul.6G095700.1.p
OG0003828	Dm_00004999-RA	Bevul.8G168200.1.p
OG0003830	Dm_00003803-RA	Bevul.2G001000.1.p
OG0003830	Dm_00007976-RA	Bevul.6G230100.1.p
OG0003831	Dm_00015175-RA, Dm_00003377-RA	Bevul.9G125700.1.p, Bevul.9G125400.1.p, Bevul.9G125500.1.p
OG0003832	Dm_00016521-RA, Dm_00010489-RA	Bevul.9G135700.1.p
OG0003833	Dm_00002647-RA, Dm_00003929-RA	Bevul.6G002000.1.p
OG0003834	Dm_00005811-RA	Bevul.6G033500.1.p
OG0003835	Dm_00002651-RA	Bevul.6G002500.1.p
OG0003836	Dm_00018963-RA	Bevul.8G052900.1.p
OG0003837	Dm_00001545-RA, Dm_00000787-RA	Bevul.3G033900.1.p, Bevul.7G028000.1.p
OG0003838	Dm_00012408-RA	Bevul.1G116100.1.p
OG0003839	Dm_00010201-RA	Bevul.6G014700.1.p
OG0003840	Dm_00007291-RA	Bevul.6G016000.1.p
OG0003841	Dm_00004287-RA	Bevul.3G036600.1.p
OG0003842	Dm_00009437-RA	Bevul.5G203100.1.p, Bevul.5G244600.1.p
OG0003843	Dm_00007750-RA	Bevul.8G065500.1.p, Bevul.8G066600.1.p, Bevul.8G066200.1.p
OG0003844	Dm_00005449-RA, Dm_00009865-RA	Bevul.4G059300.1.p
OG0003846	Dm_00018161-RA, Dm_00005589-RA	Bevul.9G088800.1.p
OG0003848	Dm_00000703-RA	Bevul.8G017300.1.p
OG0003848	Dm_00002295-RA	Bevul.8G017400.1.p
OG0003849	Dm_00000328-RA, Dm_00005904-RA	Bevul.8G092300.1.p
OG0003851	Dm_00000754-RA	Bevul.8G212800.1.p
OG0003853	Dm_00004131-RA	Bevul.4G014100.1.p
OG0003854	Dm_00004067-RA	Bevul.8G087400.1.p, Bevul.3G075200.1.p
OG0003855	Dm_00003506-RA	Bevul.2G213600.3.p, Bevul.2G213600.2.p, Bevul.2G213600.1.p, Bevul.2G213600.4.p
OG0003856	Dm_00021083-RA, Dm_00018125-RA	Bevul.4G054000.1.p
OG0003857	Dm_00004438-RA	Bevul.4G076100.1.p
OG0003858	Dm_00002303-RA, Dm_00000674-RA	Bevul.8G004800.1.p
OG0003859	Dm_00018560-RA, Dm_00001803-RA	Bevul.1G208900.1.p
OG0003860	Dm_00004526-RA, Dm_00008632-RA	Bevul.8G025900.1.p
OG0003861	Dm_00003615-RA	Bevul.8G177200.1.p
OG0003862	Dm_00015197-RA	Bevul.3G090500.1.p
OG0003863	Dm_00011217-RA, Dm_00001454-RA	Bevul.8G030400.1.p
OG0003864	Dm_00009825-RA, Dm_00000745-RA	Bevul.8G211100.1.p
OG0003865	Dm_00005991-RA, Dm_00012428-RA	Bevul.1G125600.1.p
OG0003866	Dm_00015696-RA	Bevul.3G079900.1.p
OG0003867	Dm_00004576-RA	Bevul.1G176700.1.p
OG0003868	Dm_00006911-RA	Bevul.5G151100.1.p
OG0003869	Dm_00006490-RA, Dm_00020684-RA	Bevul.9G196000.1.p
OG0003870	Dm_00015853-RA, Dm_00008304-RA	Bevul.1G137600.1.p
OG0003872	Dm_00013508-RA	Bevul.8G194000.1.p
OG0003873	Dm_00009122-RA, Dm_00012470-RA, Dm_00012471-RA	Bevul.5G008200.1.p
OG0003874	Dm_00016556-RA, Dm_00006194-RA	Bevul.7G195100.1.p
OG0003875	Dm_00003732-RA	Bevul.9G204100.1.p
OG0003876	Dm_00007488-RA, Dm_00006939-RA	Bevul.1G187900.1.p
OG0003877	Dm_00017300-RA, Dm_00016809-RA	Bevul.5G002200.1.p
OG0003878	Dm_00010319-RA	Bevul.5G034900.1.p
OG0003879	Dm_00011385-RA	Bevul.8G195100.1.p
OG0003880	Dm_00016540-RA	Bevul.2G017500.3.p, Bevul.2G017500.1.p, Bevul.2G017500.2.p
OG0003880	Dm_00001046-RA	Bevul.8G186900.1.p
OG0003881	Dm_00015242-RA	Bevul.4G175900.1.p
OG0003883	Dm_00010643-RA	Bevul.3G090900.1.p
OG0003884	Dm_00003659-RA	Bevul.8G157200.1.p, Bevul.5G169900.1.p
OG0003885	Dm_00000177-RA, Dm_00000433-RA	Bevul.3G030000.1.p
OG0003886	Dm_00013432-RA	Bevul.5G005600.1.p, Bevul.5G005700.1.p
OG0003887	Dm_00001057-RA, Dm_00000103-RA	Bevul.8G185100.1.p
OG0003890	Dm_00012134-RA	Bevul.5G024900.1.p
OG0003891	Dm_00004170-RA	Bevul.2G180300.1.p, Bevul.2G180300.2.p
OG0003892	Dm_00000699-RA	Bevul.8G077200.1.p
OG0003892	Dm_00000700-RA	Bevul.8G077100.1.p
OG0003894	Dm_00015201-RA	Bevul.9G026400.1.p
OG0003895	Dm_00015149-RA, Dm_00019560-RA	Bevul.7G187400.1.p
OG0003896	Dm_00020768-RA	Bevul.4G221400.1.p
OG0003897	Dm_00012532-RA, Dm_00012531-RA	Bevul.2G093600.2.p, Bevul.2G093600.5.p, Bevul.2G093600.4.p, Bevul.2G093600.3.p, Bevul.2G093600.1.p
OG0003898	Dm_00014112-RA	Bevul.2G078800.4.p, Bevul.2G078800.5.p, Bevul.2G078800.8.p, Bevul.2G078800.1.p, Bevul.2G078800.3.p, Bevul.2G078800.2.p, Bevul.2G078800.6.p, Bevul.2G078800.7.p
OG0003900	Dm_00019708-RA	Bevul.9G068800.1.p, Bevul.4G054100.1.p
OG0003901	Dm_00004338-RA	Bevul.7G184200.1.p
OG0003902	Dm_00006998-RA, Dm_00004501-RA	Bevul.2G066300.1.p
OG0003903	Dm_00006965-RA	Bevul.7G057900.1.p
OG0003904	Dm_00019746-RA	Bevul.1G217500.1.p, Bevul.7G160100.1.p
OG0003905	Dm_00005168-RA	Bevul.8G051800.1.p
OG0003906	Dm_00003697-RA	Bevul.4G097500.1.p
OG0003907	Dm_00018210-RA, Dm_00015674-RA	Bevul.9G222500.1.p
OG0003908	Dm_00000718-RA	Bevul.8G020900.1.p
OG0003909	Dm_00003050-RA	Bevul.1G020200.1.p, Bevul.1G020300.1.p
OG0003910	Dm_00004985-RA	Bevul.8G026300.1.p
OG0003911	Dm_00012739-RA	Bevul.8G169500.1.p, Bevul.8G169700.1.p, Bevul.8G169900.1.p, Bevul.8G169400.1.p, Bevul.8G169600.1.p, Bevul.8G169800.1.p, Bevul.8G169300.1.p, Bevul.8G170200.1.p
OG0003914	Dm_00009395-RA	Bevul.9G018800.1.p
OG0003915	Dm_00019866-RA	Bevul.2G039700.3.p, Bevul.2G039700.1.p, Bevul.2G039700.2.p
OG0003916	Dm_00005572-RA, Dm_00005573-RA	Bevul.2G241000.1.p
OG0003917	Dm_00012652-RA	Bevul.4G089300.1.p
OG0003918	Dm_00013499-RA, Dm_00018489-RA	Bevul.3G131500.1.p
OG0003919	Dm_00010305-RA	Bevul.4G215400.1.p
OG0003919	Dm_00014840-RA	Bevul.3G116400.1.p
OG0003921	Dm_00017701-RA, Dm_00018327-RA	Bevul.9G202100.1.p
OG0003922	Dm_00005940-RA	Bevul.3G215700.1.p
OG0003923	Dm_00007722-RA	Bevul.9G056800.1.p, Bevul.9G056800.2.p, Bevul.8G095100.1.p
OG0003924	Dm_00011972-RA, Dm_00005174-RA	Bevul.8G052800.1.p
OG0003925	Dm_00013244-RA	Bevul.2G238000.1.p
OG0003926	Dm_00016773-RA	Bevul.4G236700.1.p
OG0003927	Dm_00010623-RA	Bevul.5G246900.1.p
OG0003928	Dm_00010544-RA, Dm_00007476-RA	Bevul.3G110400.1.p
OG0003929	Dm_00010509-RA	Bevul.4G083100.1.p
OG0003930	Dm_00005445-RA	Bevul.4G057400.1.p, Bevul.4G057300.1.p
OG0003931	Dm_00008086-RA	Bevul.4G250200.1.p
OG0003932	Dm_00008025-RA	Bevul.7G009300.1.p
OG0003933	Dm_00008936-RA	Bevul.3G114200.1.p
OG0003934	Dm_00012745-RA, Dm_00005731-RA	Bevul.3G217400.1.p
OG0003935	Dm_00005263-RA, Dm_00008807-RA	Bevul.7G218400.1.p
OG0003938	Dm_00002800-RA, Dm_00000518-RA	Bevul.4G134300.1.p
OG0003940	Dm_00013146-RA, Dm_00006717-RA	Bevul.6G005000.1.p
OG0003941	Dm_00001365-RA	Bevul.1G025200.1.p
OG0003942	Dm_00012414-RA, Dm_00000962-RA	Bevul.5G160000.1.p, Bevul.6G219400.1.p
OG0003943	Dm_00006354-RA	Bevul.2G209600.1.p
OG0003944	Dm_00004567-RA	Bevul.1G199600.1.p
OG0003946	Dm_00007437-RA	Bevul.9G211600.1.p
OG0003946	Dm_00017298-RA	Bevul.6G059500.1.p
OG0003948	Dm_00009678-RA, Dm_00004095-RA	Bevul.1G213800.1.p
OG0003949	Dm_00018199-RA	Bevul.1G044100.1.p
OG0003951	Dm_00018131-RA	Bevul.6G219100.1.p, Bevul.6G219000.1.p
OG0003952	Dm_00012109-RA	Bevul.9G130500.1.p, Bevul.9G130500.2.p
OG0003953	Dm_00001743-RA	Bevul.9G175100.2.p, Bevul.9G175100.3.p, Bevul.9G175100.4.p, Bevul.9G175100.1.p
OG0003954	Dm_00020520-RA	Bevul.6G045200.1.p
OG0003954	Dm_00005983-RA	Bevul.7G145900.1.p
OG0003955	Dm_00003092-RA, Dm_00017935-RA	Bevul.5G219300.1.p, Bevul.3G193500.1.p
OG0003956	Dm_00003139-RA	Bevul.4G154800.1.p
OG0003957	Dm_00011780-RA	Bevul.3G156400.1.p
OG0003958	Dm_00008588-RA	Bevul.8G136200.1.p
OG0003959	Dm_00003932-RA	Bevul.6G000200.1.p
OG0003961	Dm_00002570-RA	Bevul.7G128500.1.p, Bevul.3G234800.1.p
OG0003962	Dm_00016014-RA	Bevul.5G166000.1.p
OG0003963	Dm_00001734-RA	Bevul.9G179700.1.p
OG0003964	Dm_00006119-RA	Bevul.1G101500.1.p
OG0003965	Dm_00010267-RA	Bevul.3G106100.1.p
OG0003966	Dm_00010492-RA, Dm_00013118-RA	Bevul.6G044300.1.p
OG0003967	Dm_00009327-RA	Bevul.7G108400.1.p, Bevul.7G108500.1.p
OG0003969	Dm_00010475-RA	Bevul.9G031000.1.p
OG0003970	Dm_00019109-RA	Bevul.6G045500.1.p
OG0003970	Dm_00001849-RA	Bevul.5G153700.1.p
OG0003972	Dm_00002466-RA	Bevul.5G249200.1.p
OG0003973	Dm_00011942-RA	Bevul.1G097000.1.p
OG0003974	Dm_00016098-RA	Bevul.5G078100.1.p
OG0003975	Dm_00017274-RA	Bevul.5G184100.1.p
OG0003977	Dm_00000914-RA, Dm_00017933-RA	Bevul.1G152500.1.p, Bevul.3G171900.1.p
OG0003978	Dm_00016069-RA	Bevul.2G072600.1.p
OG0003979	Dm_00002478-RA	Bevul.2G057100.1.p
OG0003981	Dm_00005823-RA	Bevul.6G195600.1.p
OG0003982	Dm_00009667-RA	Bevul.2G214500.2.p, Bevul.2G214500.1.p
OG0003983	Dm_00020411-RA	Bevul.2G064100.1.p
OG0003984	Dm_00010333-RA, Dm_00018640-RA	Bevul.5G047500.1.p
OG0003985	Dm_00004184-RA, Dm_00000874-RA	Bevul.5G070900.1.p
OG0003986	Dm_00001309-RA	Bevul.9G011500.2.p, Bevul.9G011500.1.p
OG0003987	Dm_00003935-RA, Dm_00012950-RA	Bevul.5G171300.1.p
OG0003989	Dm_00001608-RA	Bevul.6G133300.1.p
OG0003990	Dm_00017522-RA	Bevul.6G188300.1.p
OG0003991	Dm_00013671-RA	Bevul.2G218300.7.p, Bevul.2G218300.1.p, Bevul.2G218300.6.p, Bevul.2G218300.4.p, Bevul.2G218300.2.p, Bevul.2G218300.3.p, Bevul.2G218300.5.p
OG0003994	Dm_00006410-RA, Dm_00004413-RA	Bevul.6G140900.1.p
OG0003995	Dm_00015225-RA, Dm_00018632-RA	Bevul.2G063200.1.p
OG0003996	Dm_00003282-RA	Bevul.2G125500.2.p, Bevul.2G125500.1.p
OG0003997	Dm_00018528-RA	Bevul.8G102800.1.p
OG0003998	Dm_00007706-RA	Bevul.7G056500.4.p, Bevul.7G056500.3.p, Bevul.7G056500.2.p, Bevul.7G056500.1.p
OG0004000	Dm_00013573-RA, Dm_00002929-RA, Dm_00008270-RA	Bevul.5G191700.1.p
OG0004001	Dm_00010734-RA	Bevul.6G131800.1.p
OG0004002	Dm_00006066-RA, Dm_00011042-RA	Bevul.6G081000.1.p
OG0004003	Dm_00007151-RA	Bevul.7G105500.1.p, Bevul.7G105500.2.p
OG0004003	Dm_00006824-RA	Bevul.6G183800.1.p
OG0004004	Dm_00012445-RA	Bevul.9G014100.1.p
OG0004005	Dm_00001288-RA	Bevul.6G026600.1.p
OG0004006	Dm_00008703-RA, Dm_00008704-RA	Bevul.5G168200.1.p
OG0004007	Dm_00011106-RA, Dm_00013252-RA	Bevul.7G055900.1.p
OG0004010	Dm_00006637-RA	Bevul.5G124100.1.p
OG0004015	Dm_00005435-RA, Dm_00004362-RA, Dm_00005999-RA, Dm_00008081-RA, Dm_00007067-RA, Dm_00007015-RA, Dm_00012909-RA, Dm_00007013-RA, Dm_00014250-RA, Dm_00019487-RA, Dm_00005023-RA, Dm_00015643-RA, Dm_00015644-RA, Dm_00018345-RA, Dm_00018474-RA, Dm_00009579-RA, Dm_00005998-RA, Dm_00007068-RA, Dm_00007607-RA, Dm_00009145-RA, Dm_00004300-RA, Dm_00006138-RA, Dm_00007069-RA, Dm_00016157-RA, Dm_00000340-RA, Dm_00007014-RA	Bevul.5G118900.1.p, Bevul.9G044000.1.p, Bevul.6G137400.1.p, Bevul.1G034000.1.p
OG0004026	Dm_00014557-RA	Bevul.7G213600.1.p
OG0004027	Dm_00001294-RA	Bevul.3G207500.1.p
OG0004028	Dm_00003410-RA	Bevul.9G134800.1.p
OG0004030	Dm_00004381-RA	Bevul.3G138400.1.p, Bevul.1G132000.1.p
OG0004031	Dm_00009596-RA, Dm_00003746-RA	Bevul.7G204300.1.p
OG0004032	Dm_00002896-RA	Bevul.8G001700.1.p
OG0004033	Dm_00005773-RA	Bevul.7G215800.1.p
OG0004034	Dm_00009811-RA	Bevul.3G229200.1.p
OG0004035	Dm_00002471-RA	Bevul.7G079800.2.p, Bevul.7G079800.7.p, Bevul.7G079800.8.p, Bevul.7G079800.1.p, Bevul.7G079800.5.p, Bevul.7G079800.3.p, Bevul.7G079800.4.p, Bevul.7G079800.6.p
OG0004036	Dm_00013479-RA	Bevul.6G071200.1.p, Bevul.6G070900.1.p
OG0004037	Dm_00004489-RA	Bevul.9G138100.1.p, Bevul.4G214200.1.p
OG0004043	Dm_00008593-RA	Bevul.9G104900.1.p, Bevul.9G104900.2.p
OG0004044	Dm_00003779-RA, Dm_00010749-RA	Bevul.9G207700.1.p
OG0004045	Dm_00016427-RA	Bevul.2G248100.1.p
OG0004046	Dm_00001200-RA, Dm_00002008-RA	Bevul.3G228500.1.p
OG0004047	Dm_00006510-RA	Bevul.1G183600.1.p, Bevul.1G183500.1.p, Bevul.1G183700.1.p
OG0004048	Dm_00014159-RA, Dm_00014160-RA	Bevul.4G228000.1.p
OG0004049	Dm_00005840-RA, Dm_00014292-RA	Bevul.6G104100.1.p
OG0004050	Dm_00015448-RA, Dm_00015447-RA	Bevul.8G096800.1.p, Bevul.5G129800.1.p
OG0004051	Dm_00014785-RA, Dm_00014784-RA	Bevul.7G065700.1.p, Bevul.7G065700.2.p, Bevul.7G065700.3.p
OG0004052	Dm_00020333-RA	Bevul.7G094500.1.p
OG0004053	Dm_00002615-RA	Bevul.4G173700.1.p
OG0004054	Dm_00007255-RA	Bevul.4G242900.1.p
OG0004055	Dm_00012922-RA	Bevul.2G041900.1.p
OG0004055	Dm_00008191-RA	Bevul.2G041800.1.p, Bevul.2G041800.2.p
OG0004056	Dm_00008893-RA	Bevul.5G249800.1.p
OG0004059	Dm_00011301-RA	Bevul.3G156000.1.p
OG0004060	Dm_00009386-RA	Bevul.8G086500.1.p
OG0004061	Dm_00013135-RA	Bevul.5G176900.1.p, Bevul.3G115900.1.p
OG0004063	Dm_00012902-RA	Bevul.3G182700.1.p
OG0004065	Dm_00003948-RA	Bevul.7G229600.1.p
OG0004066	Dm_00010831-RA	Bevul.7G032600.1.p, Bevul.7G032600.2.p
OG0004067	Dm_00020721-RA, Dm_00010816-RA	Bevul.8G079300.1.p
OG0004068	Dm_00019207-RA	Bevul.7G038800.2.p, Bevul.7G038800.1.p
OG0004069	Dm_00009743-RA, Dm_00006332-RA	Bevul.3G105100.1.p
OG0004070	Dm_00008414-RA	Bevul.7G079000.1.p, Bevul.7G079000.2.p
OG0004071	Dm_00010882-RA	Bevul.7G073000.1.p
OG0004071	Dm_00003140-RA	Bevul.4G154900.1.p
OG0004072	Dm_00017827-RA	Bevul.5G141400.1.p
OG0004072	Dm_00003743-RA	Bevul.7G204800.1.p
OG0004074	Dm_00004548-RA	Bevul.7G207300.1.p
OG0004075	Dm_00018845-RA, Dm_00015341-RA	Bevul.6G166800.1.p
OG0004076	Dm_00005765-RA	Bevul.7G214600.1.p
OG0004077	Dm_00016316-RA	Bevul.3G059000.1.p
OG0004078	Dm_00018653-RA, Dm_00012473-RA	Bevul.3G105700.1.p, Bevul.4G212400.1.p
OG0004079	Dm_00018987-RA	Bevul.3G148900.1.p
OG0004080	Dm_00003869-RA	Bevul.7G227000.1.p, Bevul.8G187900.1.p
OG0004081	Dm_00000529-RA	Bevul.4G140700.1.p
OG0004082	Dm_00013274-RA	Bevul.1G201900.1.p
OG0004084	Dm_00002398-RA	Bevul.4G214500.1.p
OG0004084	Dm_00003887-RA, Dm_00011428-RA	Bevul.3G113900.1.p
OG0004085	Dm_00005611-RA	Bevul.9G137400.1.p
OG0004085	Dm_00005810-RA	Bevul.6G033200.1.p
OG0004086	Dm_00011835-RA, Dm_00013686-RA	Bevul.6G156400.1.p
OG0004087	Dm_00018981-RA, Dm_00003812-RA	Bevul.4G188700.1.p
OG0004090	Dm_00013514-RA	Bevul.6G005700.1.p
OG0004090	Dm_00001660-RA	Bevul.1G002900.1.p
OG0004091	Dm_00012625-RA, Dm_00013551-RA	Bevul.1G110600.1.p
OG0004092	Dm_00015256-RA	Bevul.6G029000.1.p
OG0004093	Dm_00019394-RA, Dm_00019263-RA	Bevul.9G232600.1.p, Bevul.9G232500.1.p
OG0004096	Dm_00013151-RA	Bevul.2G205300.8.p, Bevul.2G205300.7.p, Bevul.2G205300.1.p, Bevul.2G205300.11.p, Bevul.2G205300.3.p, Bevul.2G205300.9.p, Bevul.2G205300.6.p, Bevul.2G205300.2.p, Bevul.2G205300.4.p, Bevul.2G205300.5.p, Bevul.2G205300.10.p
OG0004097	Dm_00019855-RA	Bevul.1G117300.1.p
OG0004098	Dm_00013868-RA	Bevul.6G057200.1.p
OG0004100	Dm_00019164-RA	Bevul.3G015900.1.p
OG0004101	Dm_00001915-RA, Dm_00003807-RA	Bevul.4G185100.1.p
OG0004102	Dm_00012028-RA	Bevul.9G130900.2.p, Bevul.9G130900.1.p, Bevul.9G130900.4.p, Bevul.9G130900.6.p, Bevul.9G130900.3.p, Bevul.9G130900.5.p
OG0004103	Dm_00008142-RA, Dm_00009536-RA, Dm_00013445-RA	Bevul.1G162200.1.p
OG0004104	Dm_00007278-RA	Bevul.8G007900.1.p
OG0004105	Dm_00004936-RA	Bevul.9G228200.1.p, Bevul.9G228200.2.p, Bevul.9G228200.3.p
OG0004105	Dm_00012755-RA	Bevul.8G115600.1.p
OG0004106	Dm_00009207-RA	Bevul.6G018900.1.p
OG0004108	Dm_00015176-RA	Bevul.9G126100.1.p, Bevul.9G126100.2.p
OG0004109	Dm_00009616-RA	Bevul.6G084300.1.p
OG0004110	Dm_00019972-RA, Dm_00002501-RA	Bevul.9G090700.1.p
OG0004111	Dm_00003893-RA, Dm_00009973-RA	Bevul.6G012500.1.p
OG0004112	Dm_00008571-RA	Bevul.9G149000.1.p, Bevul.9G149000.2.p
OG0004113	Dm_00002237-RA	Bevul.6G238700.1.p
OG0004114	Dm_00000353-RA	Bevul.8G082300.1.p
OG0004115	Dm_00003544-RA	Bevul.3G059100.1.p
OG0004116	Dm_00001084-RA, Dm_00003359-RA	Bevul.6G092500.1.p
OG0004117	Dm_00002068-RA	Bevul.9G124600.4.p, Bevul.9G124600.2.p, Bevul.9G124600.1.p, Bevul.9G124600.3.p
OG0004118	Dm_00019577-RA	Bevul.5G111300.1.p
OG0004119	Dm_00010554-RA	Bevul.8G040600.1.p
OG0004120	Dm_00009661-RA	Bevul.3G054300.1.p
OG0004121	Dm_00000712-RA	Bevul.8G019500.1.p
OG0004122	Dm_00001890-RA	Bevul.4G005100.1.p
OG0004124	Dm_00018645-RA, Dm_00017237-RA	Bevul.9G135600.2.p, Bevul.9G135600.1.p, Bevul.7G154400.1.p
OG0004125	Dm_00000759-RA	Bevul.8G213500.1.p
OG0004126	Dm_00003750-RA	Bevul.9G080300.2.p, Bevul.9G080300.1.p
OG0004127	Dm_00008981-RA	Bevul.8G080800.1.p
OG0004128	Dm_00013714-RA	Bevul.8G111500.2.p, Bevul.8G111500.1.p
OG0004128	Dm_00004734-RA	Bevul.4G026400.1.p
OG0004130	Dm_00007635-RA	Bevul.5G165300.1.p
OG0004131	Dm_00004968-RA	Bevul.7G213000.1.p
OG0004133	Dm_00008714-RA	Bevul.3G084300.1.p
OG0004134	Dm_00004009-RA, Dm_00002051-RA	Bevul.3G048100.1.p
OG0004135	Dm_00015608-RA, Dm_00014346-RA	Bevul.7G176600.1.p, Bevul.7G176700.1.p
OG0004136	Dm_00014705-RA	Bevul.9G206700.1.p
OG0004137	Dm_00014386-RA	Bevul.9G132400.2.p, Bevul.9G132400.1.p
OG0004138	Dm_00016527-RA	Bevul.2G176000.5.p, Bevul.2G176000.3.p, Bevul.2G176000.4.p, Bevul.2G176000.1.p
OG0004138	Dm_00004997-RA	Bevul.8G168700.1.p
OG0004139	Dm_00017670-RA, Dm_00013530-RA	Bevul.7G192500.1.p
OG0004140	Dm_00010157-RA	Bevul.3G086500.1.p, Bevul.3G086600.1.p, Bevul.1G131400.1.p
OG0004141	Dm_00008779-RA	Bevul.8G128900.1.p
OG0004142	Dm_00007524-RA	Bevul.9G108800.2.p, Bevul.9G108800.3.p, Bevul.9G108800.4.p, Bevul.9G108800.1.p, Bevul.9G108800.6.p, Bevul.9G108800.5.p
OG0004143	Dm_00003654-RA	Bevul.9G201800.2.p, Bevul.9G201800.1.p
OG0004144	Dm_00016012-RA	Bevul.7G113000.1.p
OG0004145	Dm_00015745-RA	Bevul.5G039300.1.p
OG0004146	Dm_00008696-RA	Bevul.1G139900.1.p
OG0004147	Dm_00003788-RA	Bevul.8G166500.1.p
OG0004148	Dm_00020845-RA, Dm_00005266-RA	Bevul.7G217600.1.p
OG0004149	Dm_00007924-RA	Bevul.8G114900.1.p
OG0004150	Dm_00017090-RA	Bevul.2G139800.1.p, Bevul.2G139800.4.p, Bevul.2G139800.2.p, Bevul.2G139800.3.p
OG0004151	Dm_00009399-RA	Bevul.1G167500.1.p
OG0004152	Dm_00008601-RA	Bevul.2G134500.1.p
OG0004153	Dm_00017711-RA	Bevul.2G023900.1.p
OG0004154	Dm_00007984-RA, Dm_00006363-RA	Bevul.2G175700.1.p
OG0004156	Dm_00018033-RA	Bevul.1G196700.1.p, Bevul.1G196600.1.p
OG0004157	Dm_00002083-RA	Bevul.5G066000.1.p
OG0004158	Dm_00002056-RA, Dm_00018379-RA	Bevul.3G051200.1.p
OG0004159	Dm_00006173-RA	Bevul.7G043900.1.p
OG0004160	Dm_00011642-RA	Bevul.7G161600.1.p
OG0004161	Dm_00001484-RA	Bevul.5G062800.1.p
OG0004163	Dm_00004278-RA	Bevul.3G038300.1.p
OG0004164	Dm_00012119-RA, Dm_00016542-RA, Dm_00015309-RA	Bevul.2G004400.1.p, Bevul.2G004400.3.p
OG0004166	Dm_00005853-RA	Bevul.4G006400.1.p
OG0004168	Dm_00000429-RA	Bevul.3G029500.1.p
OG0004169	Dm_00014993-RA	Bevul.5G042500.1.p
OG0004170	Dm_00001567-RA	Bevul.7G004100.1.p
OG0004171	Dm_00012437-RA	Bevul.2G105600.1.p, Bevul.2G105600.2.p
OG0004172	Dm_00013075-RA	Bevul.4G100100.1.p
OG0004173	Dm_00010547-RA	Bevul.9G067400.1.p
OG0004174	Dm_00001522-RA	Bevul.4G003700.1.p
OG0004175	Dm_00004058-RA, Dm_00000348-RA	Bevul.8G084500.1.p
OG0004176	Dm_00014883-RA, Dm_00014884-RA	Bevul.3G109800.1.p
OG0004179	Dm_00000017-RA	Bevul.7G004300.1.p
OG0004180	Dm_00015196-RA	Bevul.3G089200.1.p
OG0004181	Dm_00013117-RA, Dm_00013116-RA	Bevul.2G086300.2.p, Bevul.2G086300.3.p, Bevul.2G086300.4.p, Bevul.2G086300.5.p, Bevul.2G086300.6.p, Bevul.2G086300.1.p
OG0004182	Dm_00002133-RA	Bevul.4G028500.1.p
OG0004183	Dm_00009218-RA	Bevul.2G157200.1.p, Bevul.2G157200.2.p
OG0004184	Dm_00009769-RA	Bevul.6G145300.1.p
OG0004185	Dm_00003209-RA	Bevul.6G057800.1.p
OG0004186	Dm_00011118-RA	Bevul.4G046800.1.p
OG0004187	Dm_00005620-RA	Bevul.2G190800.1.p
OG0004188	Dm_00016270-RA, Dm_00002991-RA	Bevul.2G033500.1.p, Bevul.2G033500.3.p, Bevul.2G033500.2.p
OG0004189	Dm_00007269-RA	Bevul.9G064600.1.p
OG0004190	Dm_00003102-RA	Bevul.7G062600.6.p, Bevul.7G062600.4.p, Bevul.7G062600.5.p, Bevul.7G062600.8.p, Bevul.7G062600.7.p, Bevul.7G062600.3.p, Bevul.7G062600.2.p, Bevul.7G062600.1.p
OG0004191	Dm_00018321-RA, Dm_00018320-RA, Dm_00013503-RA	Bevul.1G145800.1.p
OG0004192	Dm_00019937-RA	Bevul.3G131200.1.p
OG0004194	Dm_00021058-RA, Dm_00010731-RA	Bevul.8G187300.1.p, Bevul.8G187600.1.p
OG0004195	Dm_00002288-RA	Bevul.8G019200.1.p
OG0004196	Dm_00005090-RA	Bevul.8G072500.1.p
OG0004197	Dm_00013600-RA, Dm_00006530-RA	Bevul.4G055600.1.p
OG0004198	Dm_00005170-RA	Bevul.6G008200.1.p
OG0004199	Dm_00009287-RA	Bevul.7G150100.1.p
OG0004200	Dm_00015455-RA	Bevul.2G085300.2.p, Bevul.2G085300.1.p
