Orthogroup	D_muscipula.proteins	V_vinifera.proteins
OG0005656	Dm_00005410-RA	VIT_213s0067g00960.2, VIT_213s0067g00960.5, VIT_213s0067g00960.6, VIT_213s0067g00960.7, VIT_213s0067g00960.4, VIT_213s0067g00960.3, VIT_213s0067g00960.1
OG0005657	Dm_00005957-RA	VIT_208s0032g01030.1
OG0005658	Dm_00007728-RA	VIT_213s0019g04640.1, VIT_213s0019g04640.3, VIT_213s0019g04640.2
OG0005659	Dm_00001858-RA	VIT_219s0090g01820.5, VIT_219s0090g01820.4, VIT_219s0090g01820.3, VIT_219s0090g01820.2, VIT_219s0090g01820.1
OG0005660	Dm_00004672-RA	VIT_219s0014g03470.2, VIT_219s0014g03470.1, VIT_219s0014g03470.4, VIT_219s0014g03470.3, VIT_219s0014g03470.5, VIT_219s0014g03470.6
OG0005661	Dm_00002204-RA	VIT_206s0009g02510.5, VIT_206s0009g02510.3, VIT_206s0009g02510.1, VIT_206s0009g02510.4, VIT_206s0009g02510.2
OG0005663	Dm_00013739-RA	VIT_206s0009g02310.1
OG0005664	Dm_00009144-RA	VIT_206s0004g00930.1
OG0005665	Dm_00017303-RA	VIT_206s0061g00740.1, VIT_206s0061g00740.3, VIT_206s0061g00740.2, VIT_206s0061g00740.4, VIT_206s0061g00740.10, VIT_206s0061g00740.5, VIT_206s0061g00740.7, VIT_206s0061g00740.6, VIT_206s0061g00740.8, VIT_206s0061g00740.9, VIT_206s0061g00740.11
OG0005666	Dm_00012879-RA, Dm_00004088-RA	VIT_208s0007g08170.1
OG0005667	Dm_00001687-RA	VIT_206s0061g01500.1
OG0005668	Dm_00015280-RA	VIT_206s0004g00060.6, VIT_206s0004g00060.7, VIT_206s0004g00060.5, VIT_206s0004g00060.8, VIT_206s0004g00060.4, VIT_206s0004g00060.1, VIT_206s0004g00060.3, VIT_206s0004g00060.2
OG0005669	Dm_00008502-RA, Dm_00008503-RA	VIT_201s0011g00460.2, VIT_201s0011g00460.1, VIT_217s0000g07320.1
OG0005670	Dm_00013466-RA	VIT_212s0059g01250.2, VIT_212s0059g01250.1
OG0005671	Dm_00010572-RA	VIT_219s0014g00070.4, VIT_219s0014g00070.3, VIT_219s0014g00070.2, VIT_219s0014g00070.7, VIT_219s0014g00070.5, VIT_219s0014g00070.1, VIT_219s0014g00070.9, VIT_219s0014g00070.8, VIT_219s0014g00070.6
OG0005672	Dm_00016105-RA	VIT_210s0003g04970.1
OG0005673	Dm_00011077-RA	VIT_213s0064g00440.2, VIT_213s0064g00440.1
OG0005674	Dm_00011383-RA	VIT_219s0090g01000.1
OG0005675	Dm_00000336-RA	VIT_210s0003g03730.1
OG0005676	Dm_00001290-RA	VIT_208s0007g05340.1, VIT_208s0007g05340.2, VIT_208s0007g05340.3
OG0005677	Dm_00005199-RA	VIT_219s0090g00440.2, VIT_219s0090g00440.3, VIT_219s0090g00440.1, VIT_219s0090g00440.4, VIT_219s0090g00440.5
OG0005679	Dm_00005326-RA	VIT_207s0031g00020.1
OG0005679	Dm_00006737-RA	VIT_203s0180g00020.1, VIT_201s0137g00100.1
OG0005680	Dm_00005814-RA, Dm_00017778-RA	VIT_201s0137g00690.1
OG0005681	Dm_00002358-RA	VIT_218s0001g09160.1, VIT_207s0129g00200.1
OG0005682	Dm_00012985-RA, Dm_00004973-RA	VIT_218s0122g01350.3
OG0005684	Dm_00012431-RA	VIT_215s0048g02240.1, VIT_215s0048g02230.1
OG0005685	Dm_00002438-RA	VIT_218s0001g11030.2, VIT_218s0001g11030.1
OG0005686	Dm_00009683-RA	VIT_212s0035g01840.2, VIT_212s0035g01840.5, VIT_212s0035g01840.7, VIT_212s0035g01840.4, VIT_212s0035g01840.6, VIT_212s0035g01840.3, VIT_212s0035g01840.1, VIT_212s0035g01840.8, VIT_212s0035g01840.9
OG0005687	Dm_00004856-RA	VIT_203s0038g02100.2, VIT_203s0038g02100.3, VIT_203s0038g02100.1, VIT_203s0038g02100.5, VIT_203s0038g02100.4
OG0005688	Dm_00013053-RA	VIT_214s0068g00780.2, VIT_214s0068g00780.1, VIT_214s0068g00780.3, VIT_214s0068g00780.4
OG0005689	Dm_00010815-RA	VIT_218s0001g12580.1, VIT_204s0023g01880.1
OG0005690	Dm_00016619-RA	VIT_216s0100g00300.1, VIT_216s0100g00300.3
OG0005691	Dm_00008328-RA	VIT_214s0081g00720.1, VIT_205s0049g00460.1, VIT_205s0049g00460.2, VIT_205s0049g00460.3, VIT_205s0049g00460.4
OG0005692	Dm_00011823-RA	VIT_207s0005g00040.1, VIT_207s0005g00040.3, VIT_207s0005g00040.4, VIT_207s0104g01680.1
OG0005693	Dm_00017149-RA	VIT_201s0010g02440.1
OG0005696	Dm_00003113-RA	VIT_215s0046g01010.2, VIT_215s0046g01010.1
OG0005697	Dm_00005306-RA	VIT_218s0075g00510.1
OG0005698	Dm_00015898-RA	VIT_214s0171g00420.4, VIT_214s0171g00420.3, VIT_214s0171g00420.5, VIT_214s0171g00420.2, VIT_214s0171g00420.1
OG0005699	Dm_00002585-RA	VIT_207s0151g00830.1
OG0005700	Dm_00010762-RA	VIT_214s0171g00210.1, VIT_214s0171g00210.3, VIT_214s0171g00210.2
OG0005702	Dm_00016748-RA	VIT_213s0019g01230.5, VIT_213s0019g01230.6, VIT_213s0019g01230.4, VIT_213s0019g01230.1, VIT_213s0019g01230.2, VIT_213s0019g01230.3
OG0005703	Dm_00010811-RA	VIT_214s0171g00240.2, VIT_214s0171g00240.3, VIT_214s0171g00240.1, VIT_214s0171g00240.4
OG0005705	Dm_00009349-RA	VIT_202s0025g02580.3, VIT_202s0025g02580.2, VIT_202s0025g02580.1
OG0005706	Dm_00005533-RA	VIT_218s0001g04040.1
OG0005707	Dm_00000985-RA, Dm_00019407-RA, Dm_00011506-RA	VIT_214s0068g01960.1, VIT_216s0022g01100.1
OG0005708	Dm_00000563-RA, Dm_00009268-RA, Dm_00009269-RA	VIT_202s0025g03100.1
OG0005709	Dm_00005786-RA	VIT_207s0031g01810.1
OG0005710	Dm_00009912-RA	VIT_216s0022g00760.1
OG0005711	Dm_00007690-RA	VIT_201s0010g03570.3, VIT_201s0010g03570.5, VIT_201s0010g03570.2, VIT_201s0010g03570.1, VIT_201s0010g03570.4, VIT_201s0010g03570.6
OG0005712	Dm_00017392-RA, Dm_00014468-RA	VIT_215s0048g02990.1
OG0005713	Dm_00018830-RA	VIT_213s0067g00010.1, VIT_213s0067g00010.2
OG0005714	Dm_00002121-RA, Dm_00002120-RA	VIT_214s0128g00100.1
OG0005715	Dm_00005014-RA	VIT_204s0023g02970.1
OG0005716	Dm_00003266-RA	VIT_201s0150g00400.1, VIT_201s0150g00400.2, VIT_200s0283g00030.1
OG0005717	Dm_00003051-RA	VIT_218s0122g00550.1
OG0005720	Dm_00010763-RA	VIT_202s0025g03210.1
OG0005722	Dm_00017747-RA	VIT_214s0030g00350.1, VIT_207s0104g00840.1
OG0005723	Dm_00009245-RA	VIT_212s0034g02220.6, VIT_212s0034g02220.5, VIT_212s0034g02220.1, VIT_212s0034g02220.2, VIT_212s0034g02220.4, VIT_212s0034g02220.3
OG0005724	Dm_00008890-RA	VIT_207s0005g04600.1
OG0005725	Dm_00007332-RA	VIT_206s0004g02940.2, VIT_206s0004g02940.4, VIT_206s0004g02940.3, VIT_206s0004g02940.5, VIT_206s0004g02940.1
OG0005726	Dm_00002648-RA	VIT_207s0031g00640.2, VIT_207s0031g00640.1
OG0005727	Dm_00012587-RA	VIT_202s0087g00740.2, VIT_202s0087g00740.1, VIT_202s0087g00740.4, VIT_202s0087g00740.3, VIT_202s0087g00740.5
OG0005728	Dm_00006879-RA	VIT_205s0077g01940.1, VIT_205s0077g01940.3, VIT_205s0077g01940.2
OG0005730	Dm_00005336-RA, Dm_00000882-RA, Dm_00019313-RA, Dm_00008398-RA	VIT_204s0008g01870.1, VIT_204s0008g01870.2, VIT_209s0002g01380.1
OG0005731	Dm_00008244-RA	VIT_218s0001g07170.1
OG0005732	Dm_00003537-RA	VIT_205s0077g00200.1, VIT_205s0077g00250.1, VIT_205s0077g00210.1, VIT_205s0077g00160.1
OG0005735	Dm_00002356-RA	VIT_218s0001g09200.2, VIT_218s0001g09200.3, VIT_218s0001g09200.4, VIT_218s0001g09200.1
OG0005736	Dm_00015002-RA, Dm_00010367-RA	VIT_207s0141g00570.1, VIT_214s0081g00060.1
OG0005738	Dm_00007736-RA	VIT_207s0005g03910.1, VIT_207s0005g03910.2, VIT_207s0005g03910.4, VIT_207s0005g03910.6, VIT_207s0005g03910.5, VIT_207s0005g03910.3
OG0005740	Dm_00001823-RA, Dm_00008036-RA	VIT_214s0060g00830.1, VIT_214s0060g00830.2, VIT_207s0005g01960.2, VIT_207s0005g01960.1
OG0005742	Dm_00017828-RA	VIT_204s0008g06580.4, VIT_204s0008g06580.1, VIT_204s0008g06580.2, VIT_204s0008g06580.3, VIT_204s0008g06580.5
OG0005744	Dm_00015304-RA	VIT_214s0083g00870.3, VIT_214s0083g00870.2, VIT_214s0083g00870.1
OG0005745	Dm_00014674-RA, Dm_00015488-RA	VIT_214s0083g00950.1
OG0005746	Dm_00011522-RA	VIT_201s0127g00210.1
OG0005747	Dm_00005740-RA	VIT_202s0012g01750.1, VIT_202s0012g01750.2
OG0005748	Dm_00015086-RA	VIT_217s0000g06950.3, VIT_217s0000g06950.2, VIT_217s0000g06950.4, VIT_217s0000g06950.6, VIT_217s0000g06950.1
OG0005750	Dm_00006791-RA, Dm_00006792-RA	VIT_201s0026g00640.5, VIT_201s0026g00640.3, VIT_201s0026g00640.4, VIT_201s0026g00640.2, VIT_201s0026g00640.1
OG0005751	Dm_00005961-RA	VIT_201s0026g01400.1
OG0005752	Dm_00020612-RA, Dm_00018116-RA	VIT_215s0021g01510.1
OG0005753	Dm_00010598-RA, Dm_00012841-RA	VIT_202s0012g01020.2, VIT_202s0012g01020.1
OG0005754	Dm_00013276-RA, Dm_00013277-RA	VIT_214s0066g00820.3, VIT_214s0066g00820.2, VIT_214s0066g00820.1
OG0005755	Dm_00001302-RA, Dm_00010504-RA	VIT_201s0011g02120.2, VIT_201s0011g02120.3, VIT_201s0011g02120.4, VIT_201s0011g02120.5, VIT_201s0011g02120.1
OG0005756	Dm_00009067-RA, Dm_00012659-RA	VIT_201s0026g00710.2, VIT_201s0026g00710.1, VIT_201s0026g00710.3, VIT_201s0026g00710.4
OG0005757	Dm_00003878-RA, Dm_00008717-RA	VIT_201s0011g02920.1
OG0005758	Dm_00006751-RA	VIT_214s0066g01090.1
OG0005760	Dm_00004753-RA	VIT_217s0000g06010.2, VIT_217s0000g06010.1, VIT_217s0000g06010.3
OG0005762	Dm_00003184-RA	VIT_201s0011g00250.2, VIT_201s0011g00250.1
OG0005763	Dm_00002849-RA	VIT_204s0079g00790.1
OG0005764	Dm_00001852-RA	VIT_217s0000g01640.1
OG0005765	Dm_00007789-RA, Dm_00012577-RA	VIT_201s0011g03200.3, VIT_201s0011g03200.2, VIT_201s0011g03200.5, VIT_201s0011g03200.4, VIT_201s0011g03200.1
OG0005766	Dm_00007456-RA, Dm_00007455-RA	VIT_201s0026g01510.2, VIT_201s0026g01510.4, VIT_201s0026g01510.1, VIT_201s0026g01510.5, VIT_201s0026g01510.3
OG0005767	Dm_00006794-RA	VIT_217s0000g07450.1
OG0005768	Dm_00003716-RA	VIT_216s0013g01750.1, VIT_216s0013g01750.2, VIT_216s0013g01750.3
OG0005769	Dm_00014448-RA	VIT_217s0000g06610.1
OG0005770	Dm_00001936-RA	VIT_201s0011g06050.7, VIT_201s0011g06050.8, VIT_201s0011g06050.4, VIT_201s0011g06050.2, VIT_201s0011g06050.1, VIT_201s0011g06050.3, VIT_201s0011g06050.6, VIT_201s0011g06050.5
OG0005771	Dm_00019475-RA	VIT_217s0000g03590.2, VIT_217s0000g03590.1
OG0005772	Dm_00004751-RA	VIT_201s0026g02120.1, VIT_201s0026g02120.2, VIT_201s0026g02120.4, VIT_201s0026g02120.3
OG0005773	Dm_00013369-RA	VIT_201s0011g02160.1
OG0005774	Dm_00000378-RA, Dm_00001934-RA	VIT_201s0011g05750.1, VIT_201s0011g05750.2
OG0005776	Dm_00010313-RA	VIT_202s0012g00910.1
OG0005778	Dm_00004570-RA	VIT_202s0012g00270.1
OG0005779	Dm_00017351-RA, Dm_00019214-RA	VIT_201s0026g00910.1
OG0005780	Dm_00001493-RA	VIT_200s0533g00010.1
OG0005781	Dm_00004795-RA	VIT_217s0000g02730.1
OG0005784	Dm_00011564-RA	VIT_214s0068g00410.4, VIT_214s0068g00410.2, VIT_214s0068g00410.1, VIT_214s0068g00410.3
OG0005785	Dm_00016344-RA	VIT_214s0068g01730.3, VIT_214s0068g01730.2, VIT_214s0068g01730.1, VIT_214s0068g01730.4
OG0005786	Dm_00001489-RA	VIT_217s0000g08790.4, VIT_217s0000g08790.3, VIT_217s0000g08790.2, VIT_217s0000g08790.1
OG0005787	Dm_00008952-RA	VIT_205s0020g02800.1, VIT_205s0020g02800.3, VIT_205s0020g02800.5, VIT_205s0020g02800.4, VIT_205s0020g02800.2
OG0005788	Dm_00006742-RA	VIT_201s0011g03370.2, VIT_201s0011g03370.1, VIT_201s0011g03370.3
OG0005789	Dm_00008791-RA	VIT_208s0007g05930.5, VIT_208s0007g05930.1, VIT_208s0007g05930.3, VIT_208s0007g05930.2, VIT_208s0007g05930.4, VIT_208s0058g00840.1
OG0005790	Dm_00011698-RA	VIT_201s0011g02070.1, VIT_201s0011g02070.2
OG0005791	Dm_00006554-RA	VIT_217s0000g07650.1, VIT_214s0066g02410.2, VIT_214s0066g02410.1, VIT_214s0066g02410.3
OG0005792	Dm_00010061-RA	VIT_204s0069g01010.1
OG0005793	Dm_00007626-RA	VIT_217s0000g03060.4, VIT_217s0000g03060.2, VIT_217s0000g03060.3, VIT_217s0000g03060.1
OG0005797	Dm_00018014-RA	VIT_205s0077g01380.1
OG0005799	Dm_00013776-RA	VIT_215s0021g02300.4, VIT_215s0021g02300.5, VIT_215s0021g02300.2, VIT_215s0021g02300.1, VIT_215s0021g02300.3
OG0005800	Dm_00008102-RA, Dm_00004840-RA	VIT_201s0011g00830.1
OG0005803	Dm_00019210-RA, Dm_00010736-RA, Dm_00008129-RA, Dm_00008851-RA, Dm_00005526-RA, Dm_00012293-RA, Dm_00006132-RA, Dm_00008130-RA, Dm_00005525-RA, Dm_00021099-RA, Dm_00010314-RA, Dm_00009660-RA, Dm_00012399-RA, Dm_00012294-RA, Dm_00013291-RA, Dm_00008961-RA, Dm_00013474-RA, Dm_00005524-RA, Dm_00021100-RA, Dm_00010737-RA	VIT_209s0054g01640.1
OG0005824	Dm_00000175-RA	VIT_216s0098g01200.1
OG0005825	Dm_00011200-RA	VIT_213s0064g00020.1
OG0005826	Dm_00011735-RA	VIT_205s0020g02090.9, VIT_205s0020g02090.8, VIT_205s0020g02090.7, VIT_205s0020g02090.5, VIT_205s0020g02090.3, VIT_205s0020g02090.10, VIT_205s0020g02090.4, VIT_205s0020g02090.1, VIT_205s0020g02090.6, VIT_205s0020g02090.2
OG0005827	Dm_00018745-RA	VIT_214s0060g00590.2, VIT_214s0060g00590.1
OG0005828	Dm_00013790-RA	VIT_206s0004g00530.1, VIT_206s0004g02050.1
OG0005829	Dm_00000576-RA	VIT_214s0128g00420.1
OG0005830	Dm_00006461-RA	VIT_213s0067g00940.2, VIT_213s0067g00940.1
OG0005831	Dm_00005274-RA	VIT_208s0040g03240.1, VIT_208s0040g03240.2, VIT_208s0040g03240.5, VIT_208s0040g03240.7, VIT_208s0040g03240.3, VIT_208s0040g03240.4
OG0005832	Dm_00001961-RA	VIT_204s0023g00430.1
OG0005836	Dm_00004880-RA	VIT_203s0063g02550.2, VIT_203s0063g02550.1
OG0005837	Dm_00001389-RA	VIT_208s0007g03240.1, VIT_208s0007g03240.2, VIT_208s0007g03240.3
OG0005838	Dm_00016836-RA	VIT_207s0104g00100.1, VIT_207s0104g00100.2, VIT_207s0104g00100.5, VIT_207s0104g00100.4, VIT_207s0104g00100.3
OG0005839	Dm_00016054-RA	VIT_207s0005g01040.1
OG0005840	Dm_00018749-RA, Dm_00007982-RA	VIT_205s0049g01560.1
OG0005843	Dm_00006004-RA	VIT_206s0061g00090.1, VIT_206s0061g00090.2, VIT_206s0061g00090.3
OG0005844	Dm_00000803-RA	VIT_208s0007g03130.1
OG0005845	Dm_00017317-RA	VIT_213s0139g00250.2, VIT_213s0139g00250.5, VIT_213s0139g00250.1, VIT_213s0139g00250.3, VIT_213s0139g00250.4, VIT_213s0139g00250.6
OG0005847	Dm_00010881-RA, Dm_00019356-RA	VIT_208s0007g07170.1, VIT_208s0007g07170.2
OG0005848	Dm_00004493-RA	VIT_200s0207g00110.3, VIT_200s0207g00110.2, VIT_200s0207g00110.1
OG0005849	Dm_00001221-RA, Dm_00001967-RA	VIT_204s0023g00320.1, VIT_204s0023g00320.2, VIT_204s0023g00450.1
OG0005850	Dm_00008692-RA	VIT_211s0103g00120.3, VIT_211s0103g00120.5, VIT_211s0103g00120.4, VIT_211s0103g00120.1, VIT_211s0103g00120.2
OG0005852	Dm_00019046-RA	VIT_207s0141g00140.4, VIT_207s0141g00140.3, VIT_207s0141g00140.2, VIT_207s0141g00140.1, VIT_207s0141g00150.1
OG0005853	Dm_00015207-RA, Dm_00005125-RA	VIT_202s0012g02660.1
OG0005854	Dm_00001964-RA, Dm_00001220-RA	VIT_204s0023g00360.2, VIT_204s0023g00360.1
OG0005855	Dm_00011442-RA	VIT_205s0049g01840.1, VIT_205s0049g01840.2
OG0005857	Dm_00014489-RA	VIT_205s0049g00990.1, VIT_208s0007g00330.1
OG0005858	Dm_00001551-RA, Dm_00002572-RA	VIT_205s0029g01380.1
OG0005859	Dm_00006001-RA	VIT_214s0036g01200.1, VIT_203s0038g01920.1
OG0005860	Dm_00009494-RA	VIT_201s0010g01210.1, VIT_201s0010g01210.2
OG0005861	Dm_00011464-RA	VIT_207s0005g02420.2, VIT_207s0005g02420.3, VIT_207s0005g02420.1, VIT_207s0005g02420.4
OG0005864	Dm_00013918-RA	VIT_200s0189g00050.1, VIT_205s0029g00220.1
OG0005865	Dm_00017714-RA	VIT_207s0185g00100.1, VIT_202s0012g02180.3, VIT_202s0012g02180.2, VIT_202s0012g02180.1
OG0005866	Dm_00020307-RA	VIT_205s0020g01880.6, VIT_205s0020g01880.1, VIT_205s0020g01880.5, VIT_205s0020g01880.2, VIT_205s0020g01880.3, VIT_205s0020g01880.4
OG0005867	Dm_00014890-RA	VIT_208s0040g02870.1
OG0005868	Dm_00014178-RA	VIT_205s0049g01650.1, VIT_205s0049g01620.1
OG0005869	Dm_00011599-RA, Dm_00019360-RA	VIT_205s0020g00460.2, VIT_205s0020g00460.3, VIT_205s0020g00460.1, VIT_205s0020g00460.4
OG0005870	Dm_00020774-RA	VIT_207s0005g00180.1
OG0005871	Dm_00011221-RA, Dm_00004791-RA	VIT_205s0020g00750.3, VIT_205s0020g00750.2, VIT_205s0020g00750.1
OG0005872	Dm_00005043-RA	VIT_207s0151g00520.1
OG0005872	Dm_00014837-RA	VIT_205s0020g03860.1
OG0005873	Dm_00011796-RA, Dm_00006781-RA	VIT_200s0261g00010.2, VIT_200s0261g00010.1, VIT_201s0011g00510.1
OG0005874	Dm_00001110-RA	VIT_213s0084g00630.1
OG0005875	Dm_00000240-RA	VIT_216s0039g01440.1, VIT_216s0039g01430.2, VIT_216s0039g01430.1
OG0005876	Dm_00007605-RA	VIT_202s0087g00640.1
OG0005877	Dm_00002573-RA	VIT_205s0029g00190.1
OG0005878	Dm_00012494-RA, Dm_00012492-RA	VIT_207s0104g00090.2, VIT_207s0104g00090.1
OG0005879	Dm_00012800-RA	VIT_205s0049g01770.1
OG0005880	Dm_00001219-RA	VIT_204s0023g00370.1, VIT_204s0023g00370.2
OG0005881	Dm_00011626-RA	VIT_208s0007g00530.4, VIT_208s0007g00530.3, VIT_208s0007g00530.5, VIT_208s0007g00530.1, VIT_208s0007g00530.2
OG0005882	Dm_00006230-RA	VIT_218s0001g07830.1, VIT_218s0001g07830.4, VIT_218s0001g07830.2, VIT_218s0001g07830.3
OG0005883	Dm_00007449-RA	VIT_213s0064g01330.1
OG0005885	Dm_00015048-RA	VIT_207s0005g01460.5, VIT_207s0005g01460.1, VIT_207s0005g01460.2, VIT_207s0005g01460.3, VIT_207s0005g01460.4
OG0005886	Dm_00017901-RA	VIT_205s0020g02150.1
OG0005887	Dm_00007525-RA	VIT_209s0002g02540.2, VIT_209s0002g02540.1
OG0005890	Dm_00002443-RA	VIT_201s0011g01640.1, VIT_201s0011g01640.2, VIT_201s0011g01640.3, VIT_216s0022g00380.1, VIT_201s0011g01640.4, VIT_201s0011g01640.7
OG0005891	Dm_00007943-RA	VIT_213s0019g04040.1, VIT_213s0019g04030.1
OG0005893	Dm_00019264-RA, Dm_00019393-RA	VIT_203s0180g00280.1
OG0005895	Dm_00004549-RA	VIT_206s0004g04550.1
OG0005896	Dm_00002107-RA	VIT_214s0030g00630.1
OG0005897	Dm_00008082-RA	VIT_206s0004g08350.3, VIT_206s0004g08350.1, VIT_206s0004g08350.2
OG0005898	Dm_00005369-RA	VIT_213s0156g00640.2, VIT_213s0156g00640.1
OG0005899	Dm_00003549-RA, Dm_00005034-RA	VIT_214s0081g00620.2, VIT_214s0081g00620.1
OG0005900	Dm_00015398-RA	VIT_200s0394g00030.1
OG0005901	Dm_00015394-RA	VIT_214s0128g00220.1
OG0005902	Dm_00001208-RA	VIT_204s0023g00780.2, VIT_204s0023g00780.1
OG0005903	Dm_00002906-RA	VIT_205s0094g01320.1, VIT_205s0094g01320.2
OG0005905	Dm_00001746-RA, Dm_00015738-RA	VIT_203s0063g02250.1
OG0005907	Dm_00000154-RA	VIT_203s0038g03660.6, VIT_203s0038g03660.4, VIT_203s0038g03660.3, VIT_203s0038g03660.2, VIT_203s0038g03660.5, VIT_203s0038g03660.1, VIT_218s0001g14180.1
OG0005909	Dm_00014342-RA	VIT_209s0070g00520.1, VIT_207s0141g00230.1
OG0005910	Dm_00008745-RA	VIT_218s0001g05040.1, VIT_200s0357g00100.1
OG0005911	Dm_00012147-RA	VIT_218s0001g03240.1
OG0005912	Dm_00010072-RA	VIT_207s0031g02560.3, VIT_207s0031g02560.2, VIT_207s0031g02560.1
OG0005913	Dm_00018244-RA	VIT_205s0094g01640.1
OG0005914	Dm_00001351-RA	VIT_218s0001g09180.2, VIT_218s0001g09180.3, VIT_218s0001g09180.1
OG0005915	Dm_00005656-RA	VIT_218s0001g10590.3, VIT_218s0001g10590.2, VIT_218s0001g10590.1
OG0005916	Dm_00002264-RA	VIT_212s0035g01830.5, VIT_212s0035g01830.4, VIT_212s0035g01830.2, VIT_212s0035g01830.1, VIT_212s0035g01830.3
OG0005917	Dm_00003225-RA	VIT_211s0052g01130.5, VIT_211s0052g01130.1, VIT_211s0052g01130.2, VIT_211s0052g01130.4, VIT_211s0052g01130.3, VIT_211s0052g01130.6
OG0005918	Dm_00016440-RA, Dm_00014100-RA	VIT_218s0001g04440.2, VIT_218s0001g04440.1, VIT_218s0001g04440.3, VIT_218s0001g04440.5, VIT_218s0001g04440.6, VIT_218s0001g04440.4
OG0005919	Dm_00009323-RA	VIT_207s0031g01990.1
OG0005920	Dm_00007657-RA	VIT_218s0086g00690.1
OG0005921	Dm_00015069-RA	VIT_203s0038g04350.1, VIT_218s0001g13090.1
OG0005922	Dm_00012917-RA, Dm_00009199-RA	VIT_219s0027g00590.1
OG0005923	Dm_00013727-RA, Dm_00008285-RA	VIT_218s0089g01210.1, VIT_218s0089g01220.1
OG0005924	Dm_00006610-RA	VIT_218s0001g13000.1
OG0005925	Dm_00002430-RA, Dm_00002431-RA	VIT_218s0001g11270.1
OG0005926	Dm_00016713-RA	VIT_200s1364g00010.1, VIT_200s0483g00030.1, VIT_200s0483g00040.1
OG0005927	Dm_00006582-RA	VIT_214s0068g01100.1
OG0005928	Dm_00016390-RA	VIT_206s0004g08460.1, VIT_206s0004g08460.4, VIT_206s0004g08460.2
OG0005929	Dm_00009108-RA	VIT_203s0063g00680.1, VIT_203s0063g00680.2
OG0005930	Dm_00006103-RA	VIT_200s0252g00010.5, VIT_200s0252g00010.4, VIT_200s0252g00010.1, VIT_200s0252g00010.2, VIT_200s0252g00010.3
OG0005931	Dm_00005398-RA	VIT_212s0055g00910.1, VIT_218s0001g04730.1
OG0005932	Dm_00001144-RA	VIT_204s0023g01140.1, VIT_200s0274g00005.1
OG0005933	Dm_00005486-RA, Dm_00004463-RA	VIT_212s0055g00780.1, VIT_212s0055g00780.4, VIT_212s0055g00780.2, VIT_212s0055g00780.3, VIT_212s0055g00780.5, VIT_212s0055g00780.9, VIT_212s0055g00780.8, VIT_212s0055g00780.7, VIT_212s0055g00780.6
OG0005935	Dm_00019075-RA	VIT_208s0007g06290.1
OG0005936	Dm_00011305-RA	VIT_212s0055g01140.2, VIT_212s0055g01140.1
OG0005937	Dm_00013017-RA	VIT_208s0007g00730.4, VIT_208s0007g00730.3, VIT_208s0007g00730.1, VIT_208s0007g00730.2
OG0005939	Dm_00002494-RA, Dm_00017910-RA	VIT_218s0001g08200.1
OG0005940	Dm_00006957-RA, Dm_00012180-RA	VIT_218s0001g13610.1
OG0005942	Dm_00002066-RA	VIT_203s0038g03220.3, VIT_203s0038g03220.1, VIT_203s0038g03220.4, VIT_203s0038g03220.2, VIT_203s0038g03210.2, VIT_203s0038g03210.1
OG0005943	Dm_00002359-RA	VIT_203s0063g00540.1
OG0005944	Dm_00016658-RA	VIT_213s0106g00540.1, VIT_204s0008g06160.4, VIT_204s0008g06160.5, VIT_204s0008g06160.3, VIT_204s0008g06160.1, VIT_204s0008g06160.2
OG0005945	Dm_00002360-RA	VIT_218s0001g09130.1
OG0005946	Dm_00013140-RA	VIT_218s0001g02200.4, VIT_218s0001g02200.3, VIT_218s0001g02200.1, VIT_218s0001g02200.2
OG0005947	Dm_00001234-RA, Dm_00000118-RA	VIT_218s0001g01130.1
OG0005949	Dm_00019083-RA	VIT_203s0180g00320.1, VIT_203s0180g00200.1, VIT_203s0091g00040.1
OG0005952	Dm_00005601-RA	VIT_218s0001g12570.1
OG0005953	Dm_00003979-RA, Dm_00007694-RA	VIT_207s0031g01340.1
OG0005954	Dm_00017939-RA	VIT_202s0025g04050.1, VIT_202s0025g04050.2
OG0005955	Dm_00006857-RA	VIT_207s0104g00810.1, VIT_207s0104g00810.3, VIT_207s0104g00810.4, VIT_207s0104g00810.2
OG0005956	Dm_00005235-RA, Dm_00002520-RA	VIT_212s0055g00790.1
OG0005957	Dm_00002267-RA	VIT_207s0031g02130.1
OG0005958	Dm_00017094-RA, Dm_00011525-RA	VIT_203s0091g00830.1
OG0005959	Dm_00021014-RA, Dm_00004026-RA	VIT_218s0001g08580.1
OG0005960	Dm_00015785-RA	VIT_200s0174g00150.2, VIT_200s0174g00150.3, VIT_200s0174g00150.4, VIT_200s0174g00150.1
OG0005961	Dm_00017620-RA	VIT_204s0008g03380.1
OG0005962	Dm_00003580-RA	VIT_219s0015g00280.2, VIT_219s0015g00280.3, VIT_219s0015g00280.1
OG0005963	Dm_00006431-RA, Dm_00018295-RA	VIT_207s0005g01590.2, VIT_207s0005g01590.1, VIT_207s0005g01590.3
OG0005964	Dm_00018768-RA	VIT_200s0531g00040.1
OG0005965	Dm_00004064-RA	VIT_201s0011g02880.1, VIT_219s0140g00100.1
OG0005966	Dm_00002010-RA	VIT_200s1255g00020.2, VIT_200s0921g00030.3, VIT_200s1255g00020.1, VIT_200s0921g00030.2, VIT_200s0921g00030.1
OG0005967	Dm_00011418-RA	VIT_212s0059g01980.1, VIT_212s0059g01980.2
