Orthogroup	D_muscipula.proteins	S_lycopersicum.proteins
OG0003844	Dm_00005449-RA, Dm_00009865-RA	Solyc07g063260.3.1
OG0003845	Dm_00001762-RA, Dm_00001763-RA	Solyc07g051820.3.1
OG0003848	Dm_00000703-RA	Solyc10g008820.3.1, Solyc10g008810.3.1
OG0003848	Dm_00002295-RA	Solyc02g077340.1.1, Solyc10g008830.2.1
OG0003849	Dm_00000328-RA, Dm_00005904-RA	Solyc08g048430.3.1, Solyc02g070483.1.1
OG0003851	Dm_00000754-RA	Solyc03g117870.3.1, Solyc06g068650.3.1, Solyc04g024480.1.1, Solyc12g042460.2.1, Solyc07g008360.2.1
OG0003853	Dm_00004131-RA, Dm_00010631-RA	Solyc11g012290.2.1
OG0003854	Dm_00004067-RA	Solyc02g070530.3.1, Solyc08g016500.3.1
OG0003855	Dm_00003506-RA	Solyc01g111410.3.1
OG0003856	Dm_00021083-RA, Dm_00018125-RA	Solyc10g006870.1.1, Solyc07g063475.1.1
OG0003857	Dm_00004438-RA	Solyc10g007340.3.1, Solyc07g062410.3.1
OG0003858	Dm_00002303-RA, Dm_00000674-RA	Solyc02g076840.3.1
OG0003859	Dm_00018560-RA, Dm_00001803-RA	Solyc11g018820.2.1, Solyc11g018770.2.1
OG0003860	Dm_00004526-RA, Dm_00008632-RA	Solyc02g078140.3.1, Solyc03g006400.3.1
OG0003861	Dm_00003615-RA	Solyc01g104015.1.1, Solyc03g116590.3.1, Solyc03g116580.3.1
OG0003862	Dm_00015197-RA	Solyc06g034330.4.1
OG0003863	Dm_00011217-RA, Dm_00001454-RA	Solyc02g078550.3.1
OG0003864	Dm_00009825-RA, Dm_00000745-RA	Solyc07g018270.3.1
OG0003865	Dm_00005991-RA, Dm_00012428-RA	Solyc07g006790.3.1
OG0003866	Dm_00015696-RA	Solyc03g006800.1.1
OG0003867	Dm_00004576-RA	Solyc01g094570.3.1
OG0003868	Dm_00006911-RA	Solyc06g071910.3.1
OG0003869	Dm_00006490-RA, Dm_00020684-RA	Solyc06g067990.3.1
OG0003871	Dm_00002622-RA	Solyc03g117470.3.1
OG0003872	Dm_00013508-RA	Solyc09g007300.2.1
OG0003873	Dm_00009122-RA, Dm_00012470-RA, Dm_00012471-RA	Solyc08g079170.3.1
OG0003874	Dm_00016556-RA, Dm_00006194-RA	Solyc06g076710.2.1, Solyc06g076740.2.1
OG0003875	Dm_00003732-RA	Solyc03g120140.3.1
OG0003876	Dm_00007488-RA, Dm_00006939-RA	Solyc01g095570.3.1, Solyc10g011670.3.1
OG0003877	Dm_00017300-RA, Dm_00016809-RA	Solyc08g081010.3.1
OG0003878	Dm_00010319-RA	Solyc08g080420.3.1
OG0003879	Dm_00011385-RA	Solyc12g007140.2.1, Solyc07g032710.3.1
OG0003880	Dm_00016540-RA	Solyc06g065670.3.1
OG0003880	Dm_00001046-RA	Solyc05g018510.3.1
OG0003881	Dm_00015242-RA	Solyc05g008010.3.1, Solyc12g008720.2.1
OG0003883	Dm_00010643-RA	Solyc03g093160.3.1
OG0003884	Dm_00003659-RA	Solyc12g010570.1.1, Solyc07g006280.3.1, Solyc03g114490.2.1, Solyc03g114495.1.1, Solyc12g038410.2.1, Solyc03g114480.3.1, Solyc06g069320.3.1
OG0003885	Dm_00000177-RA, Dm_00000433-RA	Solyc08g083130.3.1
OG0003886	Dm_00013432-RA	Solyc08g007430.2.1, Solyc08g078950.3.1, Solyc06g060620.3.1
OG0003890	Dm_00012134-RA	Solyc01g095130.3.1
OG0003891	Dm_00004170-RA	Solyc08g059760.3.1
OG0003892	Dm_00000699-RA, Dm_00000700-RA	Solyc02g077290.2.1
OG0003894	Dm_00015201-RA	Solyc05g041430.3.1
OG0003895	Dm_00015149-RA, Dm_00019560-RA	Solyc06g007200.3.1, Solyc06g007190.3.1, Solyc06g082080.3.1, Solyc05g052520.3.1
OG0003896	Dm_00020768-RA	Solyc11g065000.2.1
OG0003897	Dm_00012532-RA, Dm_00012531-RA	Solyc12g017410.2.1
OG0003898	Dm_00014112-RA	Solyc11g011070.2.1
OG0003899	Dm_00005144-RA	Solyc09g010566.1.1, Solyc10g084720.1.1
OG0003900	Dm_00019708-RA	Solyc07g054470.1.1, Solyc07g063470.1.1
OG0003901	Dm_00004338-RA	Solyc11g071570.2.1
OG0003902	Dm_00006998-RA, Dm_00004501-RA, Dm_00016624-RA	Solyc09g007820.2.1, Solyc10g086137.1.1
OG0003903	Dm_00006965-RA	Solyc04g054680.2.1, Solyc04g054650.2.1, Solyc10g086080.2.1, Solyc09g007680.3.1, Solyc09g007700.3.1, Solyc10g084100.2.1
OG0003904	Dm_00019746-RA	Solyc11g013120.2.1
OG0003905	Dm_00005168-RA	Solyc03g031600.3.1, Solyc02g080820.3.1
OG0003906	Dm_00003697-RA	Solyc11g007670.2.1
OG0003907	Dm_00018210-RA, Dm_00015674-RA	Solyc12g005330.2.1, Solyc10g006580.3.1, Solyc07g063910.3.1
OG0003908	Dm_00000718-RA	Solyc10g008980.3.1
OG0003909	Dm_00003050-RA	Solyc01g073660.3.1
OG0003910	Dm_00004985-RA	Solyc02g078220.1.1
OG0003911	Dm_00012739-RA	Solyc06g082980.3.1
OG0003912	Dm_00006351-RA	Solyc11g042760.1.1, Solyc11g071440.2.1, Solyc11g071990.2.1
OG0003913	Dm_00001505-RA	Solyc10g005740.2.1, Solyc07g066090.3.1
OG0003914	Dm_00009395-RA	Solyc07g056270.3.1
OG0003915	Dm_00019866-RA	Solyc01g096490.3.1
OG0003916	Dm_00005572-RA, Dm_00005573-RA	Solyc06g051750.3.1
OG0003917	Dm_00012652-RA	Solyc07g056630.3.1
OG0003918	Dm_00013499-RA, Dm_00018489-RA	Solyc03g079920.3.1
OG0003919	Dm_00010305-RA	Solyc11g008780.2.1
OG0003921	Dm_00017701-RA, Dm_00018327-RA	Solyc02g070000.3.1, Solyc02g023950.3.1
OG0003922	Dm_00005940-RA	Solyc01g097640.3.1, Solyc01g097260.3.1
OG0003923	Dm_00007722-RA	Solyc02g021650.3.1
OG0003924	Dm_00011972-RA, Dm_00005174-RA	Solyc02g080660.3.1
OG0003926	Dm_00016773-RA	Solyc11g065870.2.1
OG0003927	Dm_00010623-RA	Solyc04g008630.3.1
OG0003928	Dm_00010544-RA, Dm_00007476-RA	Solyc12g006220.2.1, Solyc07g045210.1.1
OG0003929	Dm_00010509-RA	Solyc08g015770.3.1
OG0003930	Dm_00005445-RA	Solyc07g063320.3.1, Solyc07g063310.3.1
OG0003931	Dm_00008086-RA	Solyc12g100353.1.1
OG0003932	Dm_00008025-RA	Solyc11g008040.2.1
OG0003933	Dm_00008936-RA	Solyc08g044400.2.1
OG0003934	Dm_00012745-RA, Dm_00005731-RA	Solyc10g081020.2.1
OG0003935	Dm_00005263-RA, Dm_00008807-RA	Solyc06g082220.3.1
OG0003938	Dm_00002800-RA, Dm_00000518-RA	Solyc06g072490.3.1, Solyc03g097900.3.1, Solyc09g082520.3.1
OG0003940	Dm_00013146-RA, Dm_00006717-RA	Solyc02g064950.3.1, Solyc02g093140.3.1, Solyc01g107860.3.1
OG0003941	Dm_00001365-RA	Solyc12g089320.2.1
OG0003942	Dm_00012414-RA, Dm_00000962-RA	Solyc03g097730.2.1, Solyc03g097720.3.1, Solyc06g072550.3.1, Solyc06g072530.3.1
OG0003943	Dm_00006354-RA	Solyc03g119790.3.1
OG0003946	Dm_00017298-RA	Solyc10g047540.2.1
OG0003948	Dm_00009677-RA	Solyc11g013330.2.1
OG0003949	Dm_00018199-RA	Solyc04g082570.3.1
OG0003951	Dm_00018131-RA	Solyc02g094440.3.1
OG0003952	Dm_00012109-RA	Solyc01g111870.2.1
OG0003953	Dm_00001743-RA	Solyc01g109350.3.1
OG0003954	Dm_00020520-RA	Solyc02g068090.3.1
OG0003955	Dm_00003092-RA, Dm_00017935-RA	Solyc10g084350.2.1, Solyc10g086010.2.1, Solyc09g007250.3.1
OG0003956	Dm_00003139-RA	Solyc01g098920.3.1
OG0003957	Dm_00011780-RA	Solyc12g099540.2.1, Solyc01g066820.3.1, Solyc05g054260.3.1
OG0003958	Dm_00015353-RA	Solyc07g041340.2.1, Solyc05g039915.1.1
OG0003959	Dm_00003932-RA	Solyc02g090680.3.1, Solyc01g108610.3.1
OG0003961	Dm_00002570-RA	Solyc09g059630.2.1
OG0003962	Dm_00016014-RA	Solyc06g068690.3.1, Solyc03g118030.3.1
OG0003963	Dm_00001734-RA	Solyc01g108920.3.1, Solyc01g109010.3.1
OG0003964	Dm_00006119-RA	Solyc04g074270.3.1
OG0003965	Dm_00010267-RA	Solyc06g073137.1.1
OG0003966	Dm_00010492-RA, Dm_00013118-RA	Solyc02g079060.3.1
OG0003967	Dm_00009327-RA	Solyc09g072620.3.1
OG0003969	Dm_00010475-RA	Solyc11g044530.2.1, Solyc01g104320.3.1
OG0003970	Dm_00019109-RA	Solyc02g068100.3.1
OG0003970	Dm_00001849-RA	Solyc03g111250.3.1
OG0003971	Dm_00012851-RA	Solyc02g068010.3.1
OG0003974	Dm_00016098-RA	Solyc11g005060.2.1
OG0003977	Dm_00000914-RA, Dm_00017933-RA	Solyc01g081090.2.1, Solyc01g081110.3.1, Solyc01g081100.2.1
OG0003978	Dm_00016069-RA	Solyc02g094750.1.1, Solyc02g067100.3.1, Solyc02g066980.1.1
OG0003979	Dm_00002478-RA	Solyc02g087740.3.1, Solyc02g067440.3.1
OG0003981	Dm_00005823-RA	Solyc05g005877.1.1
OG0003982	Dm_00009667-RA	Solyc05g009550.3.1
OG0003983	Dm_00020411-RA	Solyc04g005600.2.1, Solyc01g010910.2.1
OG0003984	Dm_00010333-RA, Dm_00018640-RA	Solyc08g005610.3.1, Solyc08g075320.3.1
OG0003985	Dm_00004184-RA, Dm_00000874-RA	Solyc08g007295.1.1, Solyc08g007270.3.1, Solyc01g090460.3.1
OG0003986	Dm_00001309-RA	Solyc04g008620.3.1
OG0003987	Dm_00003935-RA, Dm_00012950-RA	Solyc03g114680.3.1
OG0003989	Dm_00001608-RA	Solyc05g008890.3.1
OG0003990	Dm_00017522-RA	Solyc05g005210.3.1
OG0003991	Dm_00013671-RA	Solyc03g045083.1.1
OG0003992	Dm_00001416-RA, Dm_00002880-RA	Solyc03g112270.3.1
OG0003995	Dm_00015225-RA, Dm_00018632-RA	Solyc02g067220.3.1, Solyc02g088090.1.1
OG0003996	Dm_00003282-RA	Solyc12g038390.1.1, Solyc06g069310.3.1, Solyc03g114400.3.1
OG0003997	Dm_00018528-RA	Solyc01g005060.3.1
OG0003998	Dm_00007706-RA	Solyc09g008040.3.1
OG0004000	Dm_00013573-RA, Dm_00002929-RA, Dm_00008270-RA	Solyc06g069890.3.1, Solyc03g116170.3.1
OG0004001	Dm_00010734-RA	Solyc05g009150.3.1
OG0004002	Dm_00006066-RA, Dm_00011042-RA	Solyc04g005430.3.1, Solyc01g010370.3.1, Solyc05g012450.3.1
OG0004003	Dm_00007151-RA, Dm_00006824-RA	Solyc05g006240.3.1
OG0004004	Dm_00012445-RA	Solyc04g008665.1.1
OG0004005	Dm_00001288-RA	Solyc06g069140.2.1, Solyc08g067750.1.1, Solyc12g017675.1.1, Solyc12g017630.2.1
OG0004006	Dm_00008703-RA, Dm_00008704-RA	Solyc03g119870.3.1
OG0004007	Dm_00011106-RA, Dm_00013252-RA	Solyc09g007990.3.1
OG0004010	Dm_00006637-RA	Solyc02g091770.2.1
OG0004026	Dm_00014557-RA, Dm_00009331-RA	Solyc11g072880.2.1
OG0004027	Dm_00001294-RA	Solyc01g098320.3.1, Solyc04g040170.3.1
OG0004028	Dm_00003410-RA	Solyc08g062780.2.1
OG0004030	Dm_00004381-RA	Solyc03g078290.3.1, Solyc11g005680.2.1
OG0004031	Dm_00009596-RA, Dm_00003746-RA	Solyc10g084800.2.1
OG0004032	Dm_00002896-RA	Solyc02g078960.3.1
OG0004034	Dm_00009811-RA	Solyc09g092450.3.1
OG0004035	Dm_00002471-RA	Solyc07g053060.3.1
OG0004037	Dm_00004489-RA	Solyc03g063100.2.1
OG0004041	Dm_00017949-RA	Solyc08g076330.2.1, Solyc05g007700.1.1, Solyc11g017210.2.1
OG0004043	Dm_00008593-RA	Solyc11g066860.2.1, Solyc01g009430.3.1, Solyc06g074620.3.1
OG0004044	Dm_00003779-RA, Dm_00010749-RA	Solyc10g044830.1.1, Solyc01g103868.1.1, Solyc01g103862.1.1, Solyc00g106650.2.1
OG0004045	Dm_00016427-RA	Solyc05g052490.3.1
OG0004046	Dm_00001200-RA, Dm_00002008-RA	Solyc09g098170.3.1, Solyc09g097900.3.1
OG0004047	Dm_00006510-RA	Solyc01g095140.3.1, Solyc10g011900.3.1, Solyc01g095150.3.1
OG0004048	Dm_00014159-RA, Dm_00014160-RA	Solyc11g065160.2.1
OG0004049	Dm_00005840-RA, Dm_00014292-RA	Solyc04g054180.3.1
OG0004051	Dm_00014785-RA	Solyc10g085980.2.1
OG0004052	Dm_00020333-RA	Solyc09g075140.3.1
OG0004053	Dm_00002615-RA	Solyc01g101160.2.1
OG0004054	Dm_00007255-RA	Solyc01g006450.3.1
OG0004055	Dm_00012922-RA, Dm_00008191-RA	Solyc01g096420.3.1, Solyc01g096435.1.1
OG0004056	Dm_00008893-RA	Solyc09g066500.3.1
OG0004057	Dm_00007498-RA	Solyc01g020285.1.1, Solyc03g058260.1.1
OG0004058	Dm_00009528-RA	Solyc06g084080.3.1, Solyc09g065810.3.1
OG0004059	Dm_00011301-RA	Solyc12g099560.2.1, Solyc05g054240.3.1
OG0004060	Dm_00009386-RA	Solyc08g077310.3.1
OG0004061	Dm_00013135-RA	Solyc10g080400.2.1
OG0004063	Dm_00012902-RA	Solyc03g062790.3.1, Solyc10g080490.2.1
OG0004065	Dm_00003948-RA, Dm_00000774-RA	Solyc10g083400.1.1
OG0004066	Dm_00010831-RA	Solyc10g083510.2.1, Solyc09g009200.2.1
OG0004067	Dm_00020721-RA, Dm_00010816-RA	Solyc01g110820.3.1
OG0004068	Dm_00019207-RA	Solyc09g008850.3.1
OG0004069	Dm_00009743-RA, Dm_00006332-RA	Solyc06g053350.3.1
OG0004070	Dm_00008414-RA	Solyc09g074320.3.1
OG0004071	Dm_00003140-RA	Solyc01g098930.3.1
OG0004072	Dm_00017827-RA	Solyc09g010880.3.1
OG0004072	Dm_00003743-RA	Solyc06g005580.3.1
OG0004074	Dm_00004548-RA	Solyc09g010700.3.1, Solyc11g066010.2.1
OG0004075	Dm_00018845-RA, Dm_00015341-RA	Solyc01g008080.3.1
OG0004076	Dm_00005765-RA	Solyc11g072950.2.1
OG0004077	Dm_00016316-RA	Solyc01g059880.3.1, Solyc12g099260.2.1
OG0004078	Dm_00018653-RA, Dm_00012473-RA	Solyc04g048900.3.1, Solyc05g056230.3.1
OG0004079	Dm_00018987-RA	Solyc09g082650.3.1
OG0004080	Dm_00003869-RA	Solyc04g009710.2.1, Solyc11g006910.2.1, Solyc05g055280.2.1
OG0004082	Dm_00013274-RA	Solyc11g066280.2.1
OG0004084	Dm_00003887-RA, Dm_00011428-RA	Solyc08g014350.1.1
OG0004086	Dm_00011835-RA, Dm_00013686-RA	Solyc11g039650.2.1
OG0004087	Dm_00018981-RA, Dm_00003812-RA	Solyc04g007270.3.1
OG0004090	Dm_00013514-RA	Solyc02g093100.3.1
OG0004090	Dm_00001660-RA	Solyc04g078590.3.1
OG0004091	Dm_00012625-RA, Dm_00013551-RA	Solyc04g074950.3.1, Solyc04g074960.3.1
OG0004092	Dm_00015256-RA	Solyc02g084345.1.1, Solyc02g084350.3.1
OG0004093	Dm_00019394-RA, Dm_00019263-RA	Solyc01g107520.3.1
OG0004096	Dm_00013151-RA	Solyc04g049770.3.1
OG0004097	Dm_00019855-RA	Solyc06g060310.3.1, Solyc11g012850.2.1, Solyc09g056270.2.1, Solyc04g024920.1.1
OG0004098	Dm_00013868-RA	Solyc04g051400.2.1, Solyc04g051410.3.1
OG0004100	Dm_00019164-RA	Solyc12g077590.2.1
OG0004101	Dm_00001915-RA, Dm_00003807-RA	Solyc01g103185.1.1, Solyc01g103200.3.1
OG0004102	Dm_00012028-RA	Solyc01g108070.3.1
OG0004103	Dm_00008142-RA, Dm_00009536-RA, Dm_00013445-RA	Solyc04g080940.3.1
OG0004104	Dm_00007278-RA	Solyc01g103540.3.1
OG0004105	Dm_00004936-RA, Dm_00012755-RA	Solyc10g047000.2.1
OG0004106	Dm_00009207-RA	Solyc02g085220.3.1, Solyc07g056660.3.1
OG0004107	Dm_00002268-RA, Dm_00009804-RA	Solyc03g032090.1.1, Solyc02g082510.1.1, Solyc02g082520.2.1, Solyc00g007130.3.1, Solyc10g048180.1.1
OG0004108	Dm_00015176-RA	Solyc01g111990.3.1
OG0004109	Dm_00009616-RA	Solyc02g091930.3.1, Solyc02g063520.3.1
OG0004110	Dm_00019972-RA, Dm_00002501-RA	Solyc07g055040.1.1
OG0004111	Dm_00003893-RA, Dm_00009973-RA	Solyc02g064690.3.1, Solyc02g092490.3.1, Solyc11g064835.1.1
OG0004112	Dm_00008571-RA	Solyc11g010290.2.1, Solyc01g105540.3.1
OG0004113	Dm_00002237-RA	Solyc02g082690.3.1
OG0004114	Dm_00000353-RA	Solyc02g070910.3.1, Solyc02g070890.3.1
OG0004115	Dm_00003544-RA	Solyc05g053410.3.1, Solyc01g059870.4.1
OG0004116	Dm_00001084-RA, Dm_00003359-RA	Solyc02g089990.1.1, Solyc03g044860.1.1, Solyc02g065430.1.1
OG0004117	Dm_00002068-RA	Solyc10g074470.2.1, Solyc01g112050.3.1
OG0004118	Dm_00019577-RA	Solyc10g081820.2.1
OG0004119	Dm_00010554-RA	Solyc04g014810.3.1, Solyc11g012440.1.1
OG0004120	Dm_00009661-RA	Solyc05g053440.3.1
OG0004121	Dm_00000712-RA	Solyc02g077560.3.1
OG0004122	Dm_00001890-RA	Solyc10g005850.3.1, Solyc10g005860.3.1
OG0004123	Dm_00020659-RA, Dm_00005864-RA, Dm_00011828-RA	Solyc02g080060.1.1, Solyc02g080050.1.1
OG0004124	Dm_00018645-RA, Dm_00017237-RA	Solyc08g005990.3.1
OG0004125	Dm_00000759-RA	Solyc07g006780.3.1
OG0004126	Dm_00003750-RA	Solyc07g053630.3.1, Solyc10g008160.3.1
OG0004127	Dm_00008981-RA	Solyc02g005510.3.1
OG0004128	Dm_00013714-RA	Solyc02g080940.3.1
OG0004128	Dm_00004734-RA	Solyc10g006240.3.1
OG0004130	Dm_00007635-RA	Solyc03g118110.3.1
OG0004133	Dm_00008714-RA	Solyc03g007100.3.1
OG0004134	Dm_00004009-RA, Dm_00002051-RA	Solyc03g007670.3.1, Solyc06g036420.2.1
OG0004135	Dm_00014346-RA	Solyc03g121600.3.1
OG0004136	Dm_00014705-RA	Solyc12g044260.2.1, Solyc03g120670.3.1
OG0004136	Dm_00014706-RA	Solyc12g044250.2.1
OG0004137	Dm_00014386-RA	Solyc01g111765.1.1
OG0004138	Dm_00016527-RA	Solyc12g009790.2.1, Solyc07g007680.3.1
OG0004139	Dm_00017670-RA, Dm_00013530-RA	Solyc06g064890.3.1
OG0004140	Dm_00010157-RA	Solyc06g034410.3.1, Solyc03g083490.3.1, Solyc03g083500.3.1, Solyc01g091250.3.1
OG0004141	Dm_00008779-RA	Solyc05g032650.2.1, Solyc12g008890.2.1
OG0004142	Dm_00007524-RA	Solyc01g068210.3.1
OG0004143	Dm_00003654-RA	Solyc03g120310.3.1
OG0004144	Dm_00016012-RA	Solyc02g067560.1.1, Solyc02g087460.1.1
OG0004145	Dm_00015745-RA	Solyc08g080050.3.1
OG0004146	Dm_00008696-RA	Solyc11g013370.2.1
OG0004147	Dm_00003788-RA	Solyc07g007620.3.1, Solyc12g009820.2.1
OG0004148	Dm_00020845-RA, Dm_00005266-RA	Solyc06g082290.3.1
OG0004149	Dm_00007924-RA	Solyc07g008760.3.1
OG0004150	Dm_00017090-RA	Solyc08g062670.3.1
OG0004150	Dm_00003863-RA	Solyc12g009010.2.1
OG0004151	Dm_00009399-RA	Solyc08g080680.3.1
OG0004152	Dm_00008601-RA	Solyc05g025900.3.1, Solyc07g041830.3.1, Solyc08g061490.3.1
OG0004153	Dm_00017711-RA	Solyc06g036540.1.1
OG0004154	Dm_00007984-RA, Dm_00006363-RA	Solyc08g021960.3.1
OG0004155	Dm_00007844-RA	Solyc07g007810.3.1
OG0004156	Dm_00018033-RA	Solyc01g096280.2.1, Solyc10g009310.3.1, Solyc05g047680.3.1
OG0004157	Dm_00002083-RA	Solyc08g078520.3.1
OG0004158	Dm_00002056-RA, Dm_00018379-RA	Solyc03g007960.3.1, Solyc06g036260.3.1
OG0004159	Dm_00006173-RA	Solyc04g082790.3.1, Solyc10g085790.2.1
OG0004160	Dm_00011642-RA	Solyc03g123600.3.1, Solyc03g123610.3.1, Solyc06g063090.3.1
OG0004161	Dm_00001484-RA	Solyc08g008610.3.1, Solyc08g083190.3.1
OG0004163	Dm_00004278-RA	Solyc03g083360.3.1, Solyc06g051960.3.1
OG0004164	Dm_00012119-RA, Dm_00016542-RA, Dm_00015309-RA	Solyc12g096470.2.1
OG0004166	Dm_00005853-RA	Solyc01g102530.3.1
OG0004168	Dm_00000429-RA	Solyc03g082490.3.1
OG0004169	Dm_00014993-RA	Solyc08g079660.3.1
OG0004170	Dm_00001567-RA	Solyc09g015650.3.1
OG0004171	Dm_00012437-RA	Solyc05g054740.3.1
OG0004172	Dm_00013075-RA	Solyc11g007960.2.1
OG0004173	Dm_00010547-RA	Solyc12g044670.1.1, Solyc03g121220.2.1
OG0004174	Dm_00001522-RA	Solyc02g079415.1.1
OG0004175	Dm_00004058-RA, Dm_00000348-RA	Solyc02g070790.3.1, Solyc08g016170.3.1
OG0004176	Dm_00014884-RA	Solyc03g062930.2.1, Solyc03g062915.1.1
OG0004178	Dm_00012926-RA	Solyc03g096370.3.1
OG0004178	Dm_00009478-RA	Solyc09g011860.3.1, Solyc10g085050.2.1
OG0004179	Dm_00000017-RA	Solyc09g015520.3.1
OG0004180	Dm_00015196-RA	Solyc07g006240.3.1
OG0004181	Dm_00013117-RA, Dm_00013116-RA	Solyc07g066620.3.1
OG0004182	Dm_00002133-RA	Solyc10g018530.2.1
OG0004183	Dm_00009218-RA	Solyc01g107270.3.1, Solyc02g076720.3.1, Solyc01g107277.1.1
OG0004184	Dm_00009769-RA	Solyc11g069830.2.1, Solyc04g025160.3.1
OG0004185	Dm_00003209-RA	Solyc04g051490.3.1
OG0004186	Dm_00011118-RA	Solyc07g063950.3.1
OG0004187	Dm_00005620-RA	Solyc01g087300.3.1, Solyc01g087290.3.1, Solyc01g087336.1.1, Solyc01g087350.3.1
OG0004188	Dm_00016270-RA, Dm_00002991-RA, Dm_00005733-RA, Dm_00005942-RA	Solyc03g097270.3.1
OG0004189	Dm_00007269-RA	Solyc07g052940.3.1
OG0004190	Dm_00003102-RA	Solyc09g007330.3.1
OG0004191	Dm_00018321-RA, Dm_00018320-RA, Dm_00013503-RA	Solyc07g014700.3.1, Solyc05g046330.3.1
OG0004192	Dm_00019937-RA	Solyc09g091120.3.1, Solyc12g097070.2.1
OG0004194	Dm_00021058-RA, Dm_00010731-RA	Solyc09g014510.3.1
OG0004195	Dm_00002288-RA	Solyc10g008880.3.1, Solyc02g077450.3.1
OG0004196	Dm_00005090-RA	Solyc03g031820.3.1
OG0004197	Dm_00013600-RA, Dm_00006530-RA	Solyc07g063410.3.1, Solyc12g013620.2.1
OG0004198	Dm_00005170-RA	Solyc02g080810.3.1
OG0004199	Dm_00009287-RA	Solyc01g096950.3.1
OG0004200	Dm_00015455-RA	Solyc04g049380.3.1, Solyc04g049390.3.1
OG0004201	Dm_00010863-RA	Solyc09g008130.3.1
OG0004202	Dm_00016345-RA	Solyc04g049450.3.1
OG0004202	Dm_00019665-RA	Solyc11g069400.2.1
OG0004203	Dm_00017539-RA	Solyc02g094570.3.1
OG0004205	Dm_00018972-RA	Solyc07g062300.3.1
OG0004206	Dm_00005795-RA	Solyc04g015950.2.1
OG0004208	Dm_00007341-RA, Dm_00013624-RA	Solyc05g013030.1.1
OG0004209	Dm_00016895-RA, Dm_00004212-RA	Solyc11g069520.2.1
OG0004210	Dm_00016982-RA, Dm_00011607-RA	Solyc10g080010.2.1, Solyc04g016180.3.1
OG0004211	Dm_00008012-RA, Dm_00002968-RA	Solyc00g017220.2.1
OG0004212	Dm_00005458-RA	Solyc09g074210.3.1
OG0004213	Dm_00006345-RA	Solyc08g081000.3.1
OG0004214	Dm_00009904-RA	Solyc05g015880.3.1
OG0004215	Dm_00010020-RA	Solyc06g083190.3.1, Solyc09g057660.3.1
OG0004216	Dm_00009485-RA	Solyc07g024020.2.1, Solyc04g079120.3.1
OG0004217	Dm_00002734-RA	Solyc04g080430.3.1
OG0004218	Dm_00002150-RA	Solyc05g051680.3.1
OG0004219	Dm_00002700-RA	Solyc10g005130.3.1
OG0004220	Dm_00011380-RA	Solyc03g093200.3.1, Solyc05g051690.3.1
OG0004220	Dm_00006631-RA	Solyc10g018920.2.1
OG0004221	Dm_00019190-RA, Dm_00012797-RA	Solyc08g081320.3.1
OG0004222	Dm_00017728-RA	Solyc01g099530.3.1
OG0004223	Dm_00001475-RA	Solyc08g083320.3.1
OG0004224	Dm_00014318-RA	Solyc10g054090.2.1, Solyc04g064760.3.1, Solyc01g104850.3.1
OG0004225	Dm_00009212-RA	Solyc03g031690.3.1
OG0004226	Dm_00017718-RA, Dm_00020486-RA	Solyc01g079750.3.1
OG0004227	Dm_00011439-RA	Solyc03g058390.2.1, Solyc03g058350.3.1
OG0004228	Dm_00007257-RA, Dm_00009019-RA, Dm_00007258-RA	Solyc01g073950.3.1, Solyc01g006470.1.1
OG0004229	Dm_00019933-RA	Solyc03g007120.3.1
OG0004230	Dm_00011255-RA, Dm_00006161-RA, Dm_00011254-RA	Solyc01g090590.3.1
OG0004231	Dm_00013072-RA	Solyc12g096280.2.1
OG0004232	Dm_00001434-RA	Solyc03g111840.3.1
OG0004233	Dm_00008206-RA	Solyc06g082930.3.1, Solyc06g007640.3.1
OG0004234	Dm_00003547-RA	Solyc01g097270.3.1, Solyc01g097280.2.1
OG0004235	Dm_00018723-RA	Solyc05g014200.3.1
OG0004236	Dm_00003498-RA	Solyc04g009910.3.1, Solyc04g009900.3.1, Solyc05g055050.2.1
OG0004237	Dm_00003440-RA	Solyc04g077290.2.1
OG0004237	Dm_00006340-RA	Solyc02g084000.3.1
OG0004238	Dm_00009238-RA, Dm_00009237-RA	Solyc04g063280.3.1
OG0004239	Dm_00018810-RA	Solyc01g108160.3.1
OG0004240	Dm_00009460-RA, Dm_00015269-RA	Solyc05g015520.3.1
OG0004241	Dm_00001928-RA	Solyc05g056055.1.1
OG0004242	Dm_00008529-RA	Solyc04g024510.3.1, Solyc04g024500.3.1
OG0004243	Dm_00014062-RA	Solyc11g042940.2.1
OG0004244	Dm_00016820-RA	Solyc08g078240.3.1
OG0004245	Dm_00004465-RA	Solyc04g076520.2.1
OG0004246	Dm_00018008-RA	Solyc09g075040.3.1
OG0004248	Dm_00012411-RA	Solyc03g114370.3.1
OG0004249	Dm_00012216-RA	Solyc12g098910.2.1, Solyc05g053210.3.1
OG0004250	Dm_00010967-RA	Solyc07g017860.3.1, Solyc02g094640.3.1
OG0004251	Dm_00006271-RA	Solyc01g103660.3.1, Solyc01g103650.3.1, Solyc01g103670.3.1
OG0004252	Dm_00011181-RA	Solyc07g045590.1.1, Solyc03g033280.1.1, Solyc03g033250.1.1, Solyc03g033290.1.1, Solyc06g054660.1.1
OG0004253	Dm_00005953-RA, Dm_00014306-RA	Solyc04g080540.2.1
OG0004254	Dm_00001083-RA	Solyc02g065420.3.1, Solyc02g090000.3.1
