Orthogroup	D_muscipula.proteins	D_spatulata.proteins
OG0004543	Dm_00000664-RA	Ds_00003450-RA
OG0004544	Dm_00021005-RA, Dm_00006773-RA	Ds_00010931-RA
OG0004545	Dm_00018348-RA	Ds_00011939-RA
OG0004545	Dm_00014859-RA	Ds_00007365-RA
OG0004546	Dm_00018646-RA, Dm_00017238-RA	Ds_00013007-RA
OG0004548	Dm_00008639-RA	Ds_00001540-RA
OG0004549	Dm_00011842-RA	Ds_00005316-RA
OG0004551	Dm_00013416-RA	Ds_00007057-RA
OG0004552	Dm_00005830-RA	Ds_00004563-RA
OG0004553	Dm_00005177-RA	Ds_00003793-RA
OG0004554	Dm_00014052-RA	Ds_00013502-RA
OG0004555	Dm_00019549-RA, Dm_00016409-RA	Ds_00012425-RA
OG0004556	Dm_00006750-RA	Ds_00000151-RA
OG0004557	Dm_00009852-RA	Ds_00016850-RA
OG0004559	Dm_00005243-RA, Dm_00011807-RA	Ds_00008106-RA
OG0004560	Dm_00015841-RA	Ds_00002624-RA, Ds_00009990-RA
OG0004561	Dm_00008790-RA	Ds_00003789-RA
OG0004562	Dm_00012382-RA, Dm_00018751-RA	Ds_00008596-RA
OG0004563	Dm_00012905-RA	Ds_00000415-RA
OG0004564	Dm_00002167-RA	Ds_00010557-RA
OG0004566	Dm_00007790-RA	Ds_00008591-RA
OG0004567	Dm_00008159-RA	Ds_00008260-RA, Ds_00011596-RA
OG0004568	Dm_00012588-RA	Ds_00008045-RA, Ds_00008044-RA
OG0004569	Dm_00006657-RA	Ds_00000071-RA
OG0004569	Dm_00017475-RA	Ds_00007348-RA, Ds_00007351-RA, Ds_00000899-RA, Ds_00008281-RA, Ds_00016474-RA
OG0004569	Dm_00011985-RA	Ds_00007349-RA
OG0004570	Dm_00012188-RA	Ds_00016763-RA, Ds_00007767-RA
OG0004571	Dm_00008794-RA	Ds_00003791-RA, Ds_00013802-RA
OG0004572	Dm_00006795-RA, Dm_00011822-RA	Ds_00013074-RA
OG0004573	Dm_00015498-RA	Ds_00001544-RA
OG0004574	Dm_00017566-RA	Ds_00002216-RA
OG0004574	Dm_00006175-RA	Ds_00001758-RA
OG0004575	Dm_00000408-RA	Ds_00005576-RA
OG0004577	Dm_00016901-RA	Ds_00005116-RA
OG0004578	Dm_00018823-RA	Ds_00000785-RA
OG0004578	Dm_00018003-RA, Dm_00014931-RA	Ds_00008486-RA
OG0004579	Dm_00011565-RA	Ds_00010549-RA
OG0004580	Dm_00006497-RA	Ds_00004005-RA
OG0004581	Dm_00010387-RA, Dm_00010389-RA	Ds_00016180-RA
OG0004582	Dm_00019479-RA	Ds_00013483-RA
OG0004583	Dm_00004424-RA	Ds_00017355-RA
OG0004585	Dm_00013914-RA	Ds_00004778-RA
OG0004587	Dm_00004590-RA	Ds_00009932-RA
OG0004588	Dm_00000357-RA	Ds_00012737-RA
OG0004590	Dm_00005073-RA	Ds_00014204-RA
OG0004590	Dm_00012193-RA	Ds_00008420-RA
OG0004591	Dm_00003201-RA	Ds_00008533-RA
OG0004592	Dm_00013666-RA	Ds_00016902-RA
OG0004593	Dm_00015258-RA	Ds_00010771-RA
OG0004594	Dm_00000870-RA	Ds_00017303-RA
OG0004595	Dm_00008959-RA	Ds_00013508-RA
OG0004596	Dm_00011346-RA	Ds_00000156-RA
OG0004598	Dm_00008139-RA, Dm_00000020-RA, Dm_00002974-RA, Dm_00006621-RA, Dm_00009175-RA, Dm_00010924-RA	Ds_00012669-RA, Ds_00015133-RA
OG0004598	Dm_00010100-RA	Ds_00016737-RA
OG0004598	Dm_00008853-RA, Dm_00013397-RA	Ds_00014530-RA, Ds_00017330-RA
OG0004599	Dm_00008845-RA, Dm_00004480-RA	Ds_00012660-RA
OG0004600	Dm_00000064-RA, Dm_00002535-RA	Ds_00015961-RA
OG0004601	Dm_00008843-RA	Ds_00002683-RA, Ds_00007614-RA
OG0004605	Dm_00010085-RA	Ds_00016906-RA
OG0004606	Dm_00012732-RA	Ds_00016188-RA
OG0004622	Dm_00017924-RA, Dm_00014269-RA	Ds_00009561-RA
OG0004623	Dm_00014781-RA	Ds_00014425-RA, Ds_00015146-RA
OG0004624	Dm_00016200-RA	Ds_00016204-RA
OG0004626	Dm_00001973-RA	Ds_00004011-RA
OG0004628	Dm_00014571-RA	Ds_00011134-RA
OG0004629	Dm_00014290-RA, Dm_00009400-RA, Dm_00009401-RA, Dm_00014289-RA	Ds_00017683-RA
OG0004630	Dm_00000790-RA	Ds_00008705-RA
OG0004633	Dm_00001938-RA	Ds_00012703-RA
OG0004634	Dm_00002742-RA	Ds_00009782-RA
OG0004635	Dm_00002783-RA	Ds_00006956-RA
OG0004636	Dm_00001149-RA	Ds_00007879-RA
OG0004637	Dm_00002524-RA	Ds_00006131-RA, Ds_00006983-RA
OG0004638	Dm_00006522-RA	Ds_00002641-RA, Ds_00002639-RA
OG0004639	Dm_00015080-RA	Ds_00008864-RA
OG0004640	Dm_00013899-RA	Ds_00012873-RA, Ds_00012874-RA, Ds_00001604-RA
OG0004641	Dm_00012627-RA	Ds_00017768-RA
OG0004643	Dm_00005042-RA	Ds_00004546-RA
OG0004644	Dm_00005923-RA	Ds_00007776-RA
OG0004645	Dm_00012417-RA, Dm_00003248-RA	Ds_00013586-RA
OG0004646	Dm_00001795-RA, Dm_00001638-RA	Ds_00003905-RA
OG0004649	Dm_00005260-RA	Ds_00017678-RA, Ds_00011462-RA
OG0004650	Dm_00001207-RA, Dm_00009026-RA	Ds_00006685-RA
OG0004652	Dm_00002564-RA, Dm_00001535-RA	Ds_00017717-RA
OG0004653	Dm_00011470-RA	Ds_00013933-RA
OG0004654	Dm_00009031-RA, Dm_00001210-RA	Ds_00016815-RA
OG0004655	Dm_00013290-RA	Ds_00001504-RA, Ds_00005452-RA
OG0004656	Dm_00008495-RA	Ds_00017672-RA
OG0004658	Dm_00000359-RA	Ds_00012734-RA
OG0004660	Dm_00009748-RA, Dm_00018549-RA	Ds_00013936-RA
OG0004661	Dm_00008668-RA	Ds_00007827-RA
OG0004662	Dm_00005365-RA	Ds_00014990-RA
OG0004663	Dm_00001399-RA	Ds_00015795-RA
OG0004665	Dm_00011338-RA	Ds_00007624-RA
OG0004666	Dm_00009187-RA	Ds_00014588-RA
OG0004667	Dm_00013594-RA	Ds_00006564-RA, Ds_00001017-RA
OG0004668	Dm_00014665-RA	Ds_00001037-RA, Ds_00006700-RA
OG0004669	Dm_00007821-RA	Ds_00010977-RA
OG0004670	Dm_00001552-RA	Ds_00005703-RA
OG0004671	Dm_00020083-RA	Ds_00000388-RA
OG0004671	Dm_00004358-RA	Ds_00002305-RA
OG0004672	Dm_00013712-RA	Ds_00001220-RA
OG0004673	Dm_00002314-RA	Ds_00002467-RA, Ds_00000640-RA
OG0004674	Dm_00010681-RA, Dm_00017049-RA	Ds_00008029-RA
OG0004675	Dm_00002556-RA	Ds_00009334-RA
OG0004676	Dm_00011826-RA	Ds_00002565-RA, Ds_00016364-RA
OG0004677	Dm_00004718-RA	Ds_00006972-RA
OG0004678	Dm_00007835-RA	Ds_00012947-RA
OG0004679	Dm_00013064-RA, Dm_00000600-RA	Ds_00003883-RA
OG0004680	Dm_00000598-RA	Ds_00003882-RA
OG0004681	Dm_00006983-RA	Ds_00000042-RA
OG0004682	Dm_00008309-RA	Ds_00001163-RA
OG0004683	Dm_00005612-RA	Ds_00013582-RA
OG0004684	Dm_00003806-RA	Ds_00017215-RA
OG0004684	Dm_00001916-RA	Ds_00004002-RA
OG0004685	Dm_00009762-RA	Ds_00016516-RA
OG0004686	Dm_00018904-RA	Ds_00014879-RA
OG0004687	Dm_00010453-RA	Ds_00000129-RA
OG0004688	Dm_00004859-RA	Ds_00007914-RA
OG0004689	Dm_00002458-RA	Ds_00014950-RA
OG0004690	Dm_00011306-RA, Dm_00015526-RA	Ds_00008186-RA
OG0004691	Dm_00015739-RA	Ds_00016512-RA
OG0004692	Dm_00002239-RA	Ds_00006810-RA, Ds_00007686-RA
OG0004693	Dm_00002621-RA	Ds_00010020-RA
OG0004694	Dm_00017435-RA	Ds_00012842-RA
OG0004696	Dm_00011885-RA	Ds_00012029-RA
OG0004697	Dm_00007243-RA	Ds_00002267-RA
OG0004698	Dm_00006592-RA	Ds_00009397-RA
OG0004699	Dm_00008257-RA	Ds_00000301-RA
OG0004700	Dm_00015187-RA	Ds_00001034-RA
OG0004701	Dm_00000704-RA	Ds_00013913-RA, Ds_00008951-RA, Ds_00003170-RA, Ds_00014787-RA
OG0004702	Dm_00015419-RA	Ds_00013350-RA
OG0004703	Dm_00008595-RA	Ds_00013544-RA
OG0004704	Dm_00013940-RA	Ds_00014470-RA
OG0004705	Dm_00007881-RA	Ds_00001925-RA
OG0004706	Dm_00008050-RA	Ds_00008201-RA
OG0004707	Dm_00016007-RA	Ds_00008170-RA
OG0004708	Dm_00018525-RA	Ds_00004240-RA, Ds_00005811-RA, Ds_00004239-RA
OG0004709	Dm_00018959-RA	Ds_00012834-RA
OG0004710	Dm_00016635-RA	Ds_00014372-RA
OG0004711	Dm_00005016-RA	Ds_00014489-RA
OG0004712	Dm_00016544-RA	Ds_00012192-RA
OG0004713	Dm_00020147-RA	Ds_00000043-RA, Ds_00013578-RA
OG0004714	Dm_00011416-RA, Dm_00017410-RA	Ds_00016320-RA
OG0004715	Dm_00020656-RA	Ds_00003506-RA
OG0004716	Dm_00016252-RA	Ds_00009408-RA
OG0004717	Dm_00006600-RA	Ds_00009402-RA
OG0004718	Dm_00012517-RA, Dm_00000574-RA	Ds_00003868-RA
OG0004719	Dm_00000008-RA	Ds_00017587-RA
OG0004722	Dm_00011382-RA	Ds_00001722-RA
OG0004722	Dm_00001756-RA	Ds_00005283-RA
OG0004724	Dm_00006811-RA	Ds_00011311-RA
OG0004725	Dm_00003318-RA	Ds_00017502-RA
OG0004726	Dm_00000711-RA	Ds_00018045-RA
OG0004726	Dm_00012714-RA, Dm_00012713-RA	Ds_00007555-RA
OG0004727	Dm_00004885-RA	Ds_00017202-RA
OG0004728	Dm_00013490-RA	Ds_00015151-RA
OG0004729	Dm_00001076-RA	Ds_00006788-RA
OG0004730	Dm_00007076-RA	Ds_00010401-RA
OG0004731	Dm_00009307-RA	Ds_00000115-RA
OG0004732	Dm_00006801-RA	Ds_00001754-RA
OG0004733	Dm_00002312-RA	Ds_00011493-RA
OG0004734	Dm_00009989-RA	Ds_00005468-RA, Ds_00002901-RA
OG0004735	Dm_00007949-RA	Ds_00006217-RA
OG0004736	Dm_00015060-RA	Ds_00008036-RA
OG0004737	Dm_00015236-RA	Ds_00010944-RA, Ds_00016677-RA
OG0004739	Dm_00014500-RA	Ds_00013461-RA
OG0004740	Dm_00020245-RA	Ds_00008017-RA
OG0004742	Dm_00003298-RA, Dm_00015511-RA	Ds_00016395-RA
OG0004743	Dm_00009277-RA	Ds_00012522-RA
OG0004743	Dm_00004201-RA	Ds_00015028-RA
OG0004744	Dm_00002059-RA	Ds_00012072-RA
OG0004744	Dm_00010709-RA	Ds_00016389-RA
OG0004745	Dm_00013326-RA	Ds_00012970-RA
OG0004746	Dm_00017710-RA	Ds_00002584-RA, Ds_00017706-RA
OG0004747	Dm_00015569-RA, Dm_00018484-RA	Ds_00008868-RA
OG0004749	Dm_00016089-RA	Ds_00013277-RA
OG0004750	Dm_00010434-RA, Dm_00003963-RA	Ds_00001339-RA
OG0004751	Dm_00012787-RA	Ds_00016095-RA
OG0004752	Dm_00018002-RA	Ds_00000451-RA
OG0004753	Dm_00000267-RA, Dm_00011691-RA	Ds_00009663-RA
OG0004754	Dm_00000657-RA	Ds_00007529-RA, Ds_00007531-RA
OG0004755	Dm_00013660-RA	Ds_00003414-RA
OG0004756	Dm_00013598-RA	Ds_00006311-RA
OG0004757	Dm_00007999-RA, Dm_00019144-RA	Ds_00007106-RA
OG0004758	Dm_00002334-RA	Ds_00002451-RA
OG0004759	Dm_00020082-RA	Ds_00016485-RA, Ds_00004607-RA
OG0004760	Dm_00008360-RA, Dm_00001027-RA	Ds_00009876-RA
OG0004761	Dm_00008798-RA, Dm_00008797-RA	Ds_00000241-RA
OG0004762	Dm_00003797-RA, Dm_00012939-RA, Dm_00012938-RA	Ds_00007237-RA
OG0004763	Dm_00012244-RA	Ds_00000759-RA
OG0004765	Dm_00015953-RA	Ds_00001330-RA, Ds_00015229-RA
OG0004766	Dm_00001009-RA	Ds_00016458-RA
OG0004767	Dm_00014732-RA	Ds_00017306-RA
OG0004767	Dm_00006976-RA	Ds_00013629-RA
OG0004768	Dm_00008062-RA, Dm_00006073-RA	Ds_00002813-RA
OG0004770	Dm_00007079-RA	Ds_00000725-RA
OG0004771	Dm_00008003-RA, Dm_00009305-RA	Ds_00000117-RA
OG0004772	Dm_00008759-RA	Ds_00013312-RA
OG0004772	Dm_00014709-RA	Ds_00002344-RA
OG0004773	Dm_00007487-RA	Ds_00011662-RA, Ds_00011666-RA
OG0004773	Dm_00020312-RA	Ds_00012582-RA, Ds_00005656-RA
OG0004774	Dm_00008397-RA	Ds_00017014-RA
OG0004776	Dm_00018955-RA	Ds_00005834-RA
OG0004777	Dm_00001043-RA	Ds_00015064-RA, Ds_00014795-RA
OG0004777	Dm_00000112-RA	Ds_00012868-RA
OG0004778	Dm_00019571-RA	Ds_00000446-RA
OG0004779	Dm_00003079-RA	Ds_00009957-RA
OG0004780	Dm_00000272-RA, Dm_00005244-RA	Ds_00011456-RA, Ds_00011459-RA
OG0004781	Dm_00005428-RA, Dm_00015218-RA	Ds_00000706-RA, Ds_00000707-RA
OG0004782	Dm_00007837-RA	Ds_00012001-RA
OG0004782	Dm_00010433-RA	Ds_00001338-RA
OG0004783	Dm_00007944-RA, Dm_00017239-RA	Ds_00005968-RA
OG0004784	Dm_00006015-RA	Ds_00002412-RA
OG0004786	Dm_00004815-RA	Ds_00002441-RA, Ds_00000685-RA
OG0004787	Dm_00003794-RA	Ds_00010379-RA, Ds_00017106-RA, Ds_00009644-RA
OG0004789	Dm_00019663-RA, Dm_00011920-RA	Ds_00000635-RA
OG0004790	Dm_00000741-RA	Ds_00016868-RA
OG0004791	Dm_00011861-RA	Ds_00000186-RA
OG0004791	Dm_00009571-RA	Ds_00000804-RA
OG0004792	Dm_00001909-RA	Ds_00004040-RA
OG0004793	Dm_00001040-RA	Ds_00012863-RA
OG0004794	Dm_00003795-RA	Ds_00007231-RA, Ds_00009638-RA
OG0004795	Dm_00008149-RA	Ds_00012234-RA
OG0004796	Dm_00011535-RA	Ds_00007935-RA
OG0004797	Dm_00014694-RA	Ds_00008875-RA
OG0004798	Dm_00000264-RA	Ds_00007200-RA
OG0004799	Dm_00015781-RA	Ds_00001013-RA, Ds_00000917-RA
OG0004800	Dm_00011211-RA	Ds_00015693-RA, Ds_00012479-RA
OG0004801	Dm_00003786-RA, Dm_00005003-RA	Ds_00007224-RA
OG0004802	Dm_00010127-RA	Ds_00002397-RA
OG0004804	Dm_00007307-RA	Ds_00006997-RA, Ds_00006239-RA
OG0004805	Dm_00013477-RA	Ds_00008787-RA
OG0004806	Dm_00017814-RA	Ds_00012786-RA
OG0004807	Dm_00011818-RA	Ds_00009912-RA
OG0004808	Dm_00016632-RA	Ds_00000217-RA
OG0004809	Dm_00010067-RA	Ds_00014176-RA
OG0004810	Dm_00004771-RA	Ds_00014714-RA
OG0004812	Dm_00009398-RA	Ds_00016486-RA, Ds_00004604-RA
OG0004813	Dm_00007348-RA	Ds_00011599-RA
OG0004814	Dm_00000487-RA	Ds_00005163-RA, Ds_00004134-RA
OG0004815	Dm_00004240-RA, Dm_00000836-RA	Ds_00001741-RA
OG0004816	Dm_00000084-RA, Dm_00003608-RA	Ds_00015723-RA
OG0004817	Dm_00018825-RA, Dm_00018826-RA	Ds_00008630-RA
OG0004818	Dm_00011361-RA	Ds_00006053-RA
OG0004818	Dm_00000784-RA	Ds_00017765-RA
OG0004820	Dm_00010659-RA, Dm_00019098-RA	Ds_00004503-RA
OG0004821	Dm_00018927-RA	Ds_00015179-RA
OG0004822	Dm_00010136-RA, Dm_00009174-RA	Ds_00017724-RA
OG0004823	Dm_00004954-RA	Ds_00000341-RA
OG0004824	Dm_00007334-RA	Ds_00005835-RA
OG0004825	Dm_00005520-RA	Ds_00004518-RA
OG0004826	Dm_00004400-RA	Ds_00013187-RA
OG0004827	Dm_00018240-RA	Ds_00010142-RA
OG0004828	Dm_00000500-RA	Ds_00005154-RA
OG0004829	Dm_00005038-RA, Dm_00000338-RA	Ds_00012758-RA
OG0004830	Dm_00014876-RA	Ds_00009575-RA
OG0004831	Dm_00005938-RA	Ds_00005749-RA
OG0004832	Dm_00000054-RA	Ds_00015968-RA
OG0004833	Dm_00010400-RA	Ds_00011848-RA
OG0004833	Dm_00004781-RA	Ds_00010068-RA
OG0004834	Dm_00016239-RA, Dm_00013703-RA	Ds_00009029-RA
OG0004835	Dm_00016675-RA	Ds_00001837-RA
OG0004836	Dm_00005376-RA	Ds_00000178-RA
OG0004838	Dm_00013195-RA	Ds_00018057-RA
OG0004839	Dm_00010580-RA	Ds_00017150-RA, Ds_00002043-RA, Ds_00008738-RA
OG0004840	Dm_00016025-RA	Ds_00007612-RA
OG0004841	Dm_00005086-RA	Ds_00010218-RA, Ds_00017829-RA
OG0004841	Dm_00005421-RA	Ds_00001135-RA
OG0004842	Dm_00000856-RA	Ds_00011747-RA
OG0004843	Dm_00014783-RA, Dm_00007466-RA	Ds_00001657-RA
OG0004844	Dm_00015546-RA	Ds_00013182-RA
OG0004845	Dm_00009560-RA	Ds_00010115-RA
OG0004846	Dm_00015810-RA	Ds_00013175-RA
OG0004847	Dm_00014854-RA	Ds_00003269-RA
OG0004848	Dm_00000670-RA, Dm_00000669-RA	Ds_00011489-RA
OG0004849	Dm_00018722-RA, Dm_00015190-RA	Ds_00000479-RA
OG0004850	Dm_00003160-RA	Ds_00001151-RA
OG0004851	Dm_00007398-RA	Ds_00014180-RA
OG0004852	Dm_00006393-RA	Ds_00011484-RA
OG0004853	Dm_00017934-RA	Ds_00015407-RA
OG0004854	Dm_00013733-RA	Ds_00005825-RA
OG0004855	Dm_00013505-RA	Ds_00010027-RA
OG0004856	Dm_00009834-RA	Ds_00010437-RA
OG0004858	Dm_00010732-RA	Ds_00016355-RA
OG0004859	Dm_00005180-RA	Ds_00013794-RA
OG0004860	Dm_00013037-RA	Ds_00004919-RA
OG0004861	Dm_00017082-RA, Dm_00011705-RA	Ds_00009168-RA
OG0004862	Dm_00008002-RA	Ds_00007396-RA
OG0004863	Dm_00018796-RA	Ds_00002729-RA, Ds_00013247-RA
OG0004865	Dm_00000828-RA, Dm_00000827-RA	Ds_00010679-RA
OG0004866	Dm_00017996-RA, Dm_00015530-RA	Ds_00005240-RA, Ds_00005170-RA
OG0004867	Dm_00009430-RA	Ds_00004727-RA
OG0004869	Dm_00010661-RA	Ds_00004502-RA, Ds_00015100-RA
OG0004870	Dm_00005030-RA, Dm_00003558-RA	Ds_00006265-RA, Ds_00006156-RA
OG0004871	Dm_00016807-RA	Ds_00004258-RA
OG0004871	Dm_00007666-RA	Ds_00003195-RA
OG0004871	Dm_00009106-RA	Ds_00004259-RA
OG0004872	Dm_00009664-RA, Dm_00017866-RA	Ds_00016465-RA
OG0004873	Dm_00018068-RA	Ds_00010671-RA
OG0004875	Dm_00002719-RA	Ds_00002896-RA
OG0004876	Dm_00011709-RA	Ds_00016394-RA
OG0004877	Dm_00010170-RA	Ds_00012790-RA
OG0004878	Dm_00005738-RA	Ds_00014427-RA
OG0004879	Dm_00000302-RA	Ds_00003857-RA
OG0004880	Dm_00005431-RA, Dm_00013982-RA	Ds_00014192-RA, Ds_00001630-RA
OG0004881	Dm_00014365-RA	Ds_00010731-RA
OG0004882	Dm_00011793-RA	Ds_00017598-RA
OG0004883	Dm_00005835-RA	Ds_00009189-RA
OG0004884	Dm_00001673-RA	Ds_00009701-RA
OG0004885	Dm_00017195-RA	Ds_00003722-RA
OG0004887	Dm_00020033-RA	Ds_00005673-RA
OG0004888	Dm_00015637-RA	Ds_00012826-RA
OG0004889	Dm_00019266-RA	Ds_00000027-RA
OG0004889	Dm_00019957-RA	Ds_00013573-RA
OG0004890	Dm_00001474-RA	Ds_00001388-RA
OG0004890	Dm_00000185-RA	Ds_00005602-RA
OG0004891	Dm_00015930-RA	Ds_00002771-RA
OG0004892	Dm_00015226-RA	Ds_00003393-RA, Ds_00003394-RA
OG0004893	Dm_00015687-RA	Ds_00004714-RA
OG0004894	Dm_00018931-RA	Ds_00008491-RA
OG0004895	Dm_00009526-RA, Dm_00005918-RA	Ds_00015237-RA
OG0004896	Dm_00019904-RA	Ds_00006375-RA
OG0004897	Dm_00003259-RA	Ds_00009754-RA
OG0004898	Dm_00007756-RA	Ds_00002293-RA
OG0004899	Dm_00005647-RA	Ds_00004685-RA
OG0004900	Dm_00018847-RA	Ds_00001870-RA
OG0004901	Dm_00010714-RA	Ds_00012531-RA
OG0004902	Dm_00013887-RA	Ds_00001275-RA
OG0004903	Dm_00005332-RA	Ds_00009444-RA
OG0004904	Dm_00003690-RA	Ds_00000995-RA
OG0004905	Dm_00014349-RA	Ds_00008823-RA
OG0004906	Dm_00009155-RA	Ds_00010766-RA
OG0004908	Dm_00011422-RA, Dm_00015325-RA	Ds_00011924-RA
OG0004909	Dm_00007575-RA	Ds_00012526-RA
OG0004910	Dm_00003986-RA	Ds_00017596-RA
OG0004911	Dm_00005046-RA	Ds_00007163-RA, Ds_00016347-RA
OG0004912	Dm_00007994-RA	Ds_00004620-RA
OG0004913	Dm_00009636-RA	Ds_00000586-RA
OG0004914	Dm_00008399-RA	Ds_00000892-RA
OG0004915	Dm_00000884-RA	Ds_00001368-RA
OG0004916	Dm_00018896-RA	Ds_00003502-RA, Ds_00008834-RA
OG0004917	Dm_00009458-RA	Ds_00009169-RA, Ds_00004791-RA
OG0004918	Dm_00000310-RA	Ds_00003848-RA
OG0004919	Dm_00011053-RA	Ds_00016382-RA
OG0004920	Dm_00000207-RA	Ds_00007674-RA, Ds_00005579-RA
OG0004921	Dm_00008476-RA	Ds_00007339-RA
OG0004922	Dm_00014857-RA	Ds_00010752-RA
OG0004923	Dm_00010915-RA	Ds_00005362-RA
OG0004924	Dm_00004294-RA	Ds_00005633-RA
OG0004925	Dm_00001601-RA	Ds_00005883-RA
OG0004926	Dm_00017252-RA, Dm_00001311-RA	Ds_00016113-RA
OG0004927	Dm_00010660-RA, Dm_00017174-RA, Dm_00017175-RA	Ds_00013095-RA
OG0004928	Dm_00009656-RA	Ds_00009685-RA
OG0004929	Dm_00015752-RA	Ds_00005127-RA
OG0004930	Dm_00002597-RA	Ds_00011403-RA
OG0004931	Dm_00002852-RA	Ds_00008981-RA
OG0004932	Dm_00014877-RA	Ds_00008968-RA
OG0004934	Dm_00008286-RA	Ds_00007784-RA
OG0004936	Dm_00008375-RA	Ds_00009053-RA
OG0004938	Dm_00016099-RA	Ds_00013272-RA
OG0004940	Dm_00009585-RA, Dm_00000216-RA	Ds_00017232-RA, Ds_00005575-RA
OG0004942	Dm_00012828-RA	Ds_00011150-RA
OG0004943	Dm_00000362-RA, Dm_00007362-RA	Ds_00014145-RA, Ds_00012733-RA
OG0004944	Dm_00009215-RA	Ds_00013485-RA
OG0004945	Dm_00016907-RA	Ds_00011949-RA
OG0004946	Dm_00001930-RA	Ds_00005929-RA
OG0004947	Dm_00005230-RA	Ds_00006989-RA
OG0004948	Dm_00003879-RA	Ds_00008603-RA
OG0004949	Dm_00020531-RA	Ds_00001798-RA, Ds_00013448-RA, Ds_00008120-RA
OG0004950	Dm_00019338-RA	Ds_00004383-RA, Ds_00013803-RA, Ds_00011393-RA
OG0004951	Dm_00004918-RA	Ds_00003772-RA, Ds_00011397-RA
OG0004952	Dm_00011269-RA	Ds_00013105-RA
OG0004954	Dm_00011289-RA	Ds_00006580-RA
OG0004955	Dm_00020545-RA, Dm_00008430-RA	Ds_00016549-RA
OG0004956	Dm_00000391-RA	Ds_00012551-RA
OG0004957	Dm_00011958-RA	Ds_00016255-RA
OG0004960	Dm_00018182-RA	Ds_00012390-RA
OG0004961	Dm_00000548-RA	Ds_00006923-RA
OG0004962	Dm_00020825-RA, Dm_00020773-RA	Ds_00000148-RA
OG0004963	Dm_00008886-RA	Ds_00017099-RA
OG0004965	Dm_00007131-RA	Ds_00016254-RA
OG0004966	Dm_00016954-RA	Ds_00015438-RA
OG0004967	Dm_00009471-RA, Dm_00009470-RA	Ds_00012441-RA
OG0004969	Dm_00011475-RA	Ds_00017695-RA
OG0004970	Dm_00009438-RA	Ds_00017334-RA
OG0004971	Dm_00008490-RA	Ds_00014411-RA
OG0004973	Dm_00019455-RA	Ds_00004369-RA
OG0004973	Dm_00020591-RA	Ds_00011430-RA
OG0004974	Dm_00003881-RA	Ds_00008604-RA
OG0004975	Dm_00011894-RA	Ds_00008119-RA
OG0004977	Dm_00008347-RA, Dm_00008346-RA	Ds_00008492-RA
OG0004978	Dm_00010592-RA	Ds_00009901-RA
OG0004979	Dm_00015803-RA	Ds_00009883-RA
OG0004980	Dm_00004621-RA	Ds_00012382-RA
OG0004980	Dm_00012512-RA	Ds_00009981-RA
OG0004982	Dm_00018177-RA	Ds_00014114-RA, Ds_00017141-RA, Ds_00005333-RA, Ds_00017140-RA
OG0004983	Dm_00005239-RA, Dm_00002528-RA, Dm_00002532-RA	Ds_00006976-RA
OG0004984	Dm_00004564-RA, Dm_00010496-RA	Ds_00002877-RA
OG0004987	Dm_00020105-RA, Dm_00003526-RA	Ds_00010101-RA
OG0004989	Dm_00020691-RA	Ds_00003213-RA
OG0004991	Dm_00003912-RA	Ds_00018043-RA, Ds_00005246-RA
OG0004992	Dm_00006651-RA	Ds_00005183-RA
OG0004993	Dm_00013130-RA, Dm_00012670-RA	Ds_00004077-RA
OG0004995	Dm_00005107-RA	Ds_00012282-RA
OG0004999	Dm_00017677-RA, Dm_00008125-RA, Dm_00005349-RA, Dm_00013336-RA, Dm_00009839-RA, Dm_00011472-RA, Dm_00016768-RA, Dm_00002950-RA, Dm_00006929-RA, Dm_00007242-RA, Dm_00008124-RA, Dm_00002820-RA, Dm_00013399-RA, Dm_00004518-RA, Dm_00006928-RA, Dm_00005752-RA, Dm_00016013-RA, Dm_00008126-RA, Dm_00013335-RA, Dm_00013764-RA, Dm_00017106-RA, Dm_00009328-RA, Dm_00002819-RA, Dm_00018550-RA, Dm_00016170-RA	Ds_00004547-RA
OG0005015	Dm_00010223-RA	Ds_00014683-RA
OG0005016	Dm_00009791-RA, Dm_00009557-RA	Ds_00003236-RA
OG0005017	Dm_00002102-RA, Dm_00000549-RA	Ds_00006921-RA, Ds_00006194-RA
OG0005019	Dm_00001831-RA, Dm_00000531-RA	Ds_00006182-RA
OG0005023	Dm_00002942-RA, Dm_00011704-RA	Ds_00011562-RA
OG0005024	Dm_00016364-RA, Dm_00015490-RA, Dm_00012977-RA	Ds_00002632-RA
OG0005025	Dm_00014127-RA, Dm_00018085-RA	Ds_00004974-RA
OG0005027	Dm_00017577-RA	Ds_00003273-RA
OG0005030	Dm_00001972-RA	Ds_00004047-RA
OG0005031	Dm_00015865-RA	Ds_00010803-RA
OG0005034	Dm_00006655-RA, Dm_00009235-RA	Ds_00006872-RA, Ds_00014743-RA
OG0005035	Dm_00005096-RA, Dm_00007762-RA	Ds_00014751-RA
OG0005036	Dm_00017902-RA, Dm_00001299-RA	Ds_00005785-RA
OG0005037	Dm_00013540-RA	Ds_00014220-RA
OG0005038	Dm_00019456-RA, Dm_00010018-RA	Ds_00007431-RA
OG0005040	Dm_00009234-RA	Ds_00010036-RA
OG0005041	Dm_00007557-RA	Ds_00000991-RA
OG0005042	Dm_00016960-RA	Ds_00005531-RA, Ds_00008006-RA
