Orthogroup	A_coerulea.proteins	A_hypochondriacus.proteins	A_thaliana.proteins	A_vesiculosa.proteins	B_vulgaris.proteins	D_muscipula.proteins	D_spatulata.proteins	G_max.proteins	L_sativa.proteins	P_amilis.proteins	S_lycopersicum.proteins	V_vinifera.proteins	Total
OG0013711	1	1	0	0	1	0	0	2	3	1	1	1	11
OG0013712	1	1	1	1	1	0	1	1	1	1	1	1	11
OG0013713	2	1	1	0	1	1	0	1	1	1	1	1	11
OG0013714	1	1	0	0	1	0	0	1	3	1	1	2	11
OG0013715	1	0	0	1	8	0	0	1	0	0	0	0	11
OG0013716	1	1	1	1	0	1	1	1	1	1	1	1	11
OG0013717	1	2	1	0	1	0	0	3	1	1	0	1	11
OG0013718	11	0	0	0	0	0	0	0	0	0	0	0	11
OG0013719	1	1	2	1	1	0	0	3	0	1	0	1	11
OG0013720	2	1	1	0	1	0	0	2	1	1	1	1	11
OG0013721	1	1	2	0	1	1	1	0	0	2	0	2	11
OG0013722	1	1	1	1	1	1	1	1	1	1	0	1	11
OG0013723	1	0	0	0	0	0	0	4	2	0	1	3	11
OG0013724	1	1	1	0	1	0	0	2	2	1	1	1	11
OG0013725	11	0	0	0	0	0	0	0	0	0	0	0	11
OG0013726	1	1	2	0	1	0	0	2	1	1	1	1	11
OG0013727	4	0	0	1	1	1	1	2	0	0	0	1	11
OG0013728	1	1	0	2	1	1	1	0	0	1	0	3	11
OG0013729	5	0	1	0	0	0	0	1	1	1	1	1	11
OG0013730	1	1	2	0	1	0	0	2	1	1	1	1	11
OG0013731	1	1	0	1	1	1	1	2	1	1	1	0	11
OG0013732	2	1	1	1	0	0	0	2	1	1	1	1	11
OG0013733	2	3	0	0	0	0	0	1	0	0	3	2	11
OG0013734	1	1	4	0	1	0	0	2	1	0	0	1	11
OG0013735	1	1	0	0	1	0	0	2	2	1	2	1	11
OG0013736	2	0	0	0	0	0	0	3	2	0	1	3	11
OG0013737	1	0	0	1	1	1	1	2	1	0	1	2	11
OG0013738	3	0	3	0	0	0	0	1	1	1	1	1	11
OG0013739	1	0	4	1	0	0	0	1	2	0	1	1	11
OG0013740	1	1	2	0	1	0	0	2	1	1	1	1	11
OG0013741	1	0	0	0	0	0	0	2	6	0	2	0	11
OG0013742	2	0	2	0	0	0	0	4	1	1	1	0	11
OG0013743	1	1	3	0	1	0	0	2	1	0	1	1	11
OG0013744	1	1	1	0	1	0	0	2	2	1	1	1	11
OG0013745	1	1	1	1	1	0	0	1	2	1	1	1	11
OG0013746	1	1	0	1	1	1	1	2	1	1	0	1	11
OG0013747	1	0	1	0	1	0	0	7	0	0	0	1	11
OG0013748	1	1	2	0	1	0	0	2	1	1	0	2	11
OG0013749	5	0	0	0	0	0	0	2	2	0	1	1	11
OG0013750	1	0	2	0	0	0	0	5	1	0	1	1	11
OG0013751	1	2	1	0	2	0	0	1	1	1	1	1	11
OG0013752	3	0	1	0	0	0	0	4	1	0	1	1	11
OG0013753	1	1	0	1	1	1	1	1	0	2	0	2	11
OG0013754	1	1	1	1	1	1	0	0	2	1	1	1	11
OG0013755	1	1	1	1	1	0	0	1	2	2	0	1	11
OG0013756	3	0	0	0	0	1	1	2	3	0	1	0	11
OG0013757	1	1	1	0	1	0	0	2	1	1	1	2	11
OG0013758	1	2	0	0	1	0	2	0	0	3	0	2	11
OG0013759	2	0	1	0	0	0	0	0	6	2	0	0	11
OG0013760	1	0	0	0	0	0	0	0	0	0	0	10	11
OG0013761	1	0	0	0	1	1	0	0	0	1	0	7	11
OG0013762	1	1	1	0	1	1	0	2	1	1	1	1	11
OG0013763	3	0	4	0	0	0	2	0	0	0	0	2	11
OG0013764	1	2	2	0	1	0	0	1	1	1	1	1	11
OG0013765	4	1	1	0	0	0	0	1	1	0	1	2	11
OG0013766	2	1	0	0	0	0	0	1	4	1	1	1	11
OG0013767	1	1	1	0	1	0	0	3	1	1	1	1	11
OG0013768	2	0	0	0	0	0	0	3	2	0	1	3	11
OG0013769	1	0	1	1	0	0	1	1	4	0	1	1	11
OG0013770	1	0	1	1	1	1	1	1	1	1	1	1	11
OG0013771	1	1	1	0	1	0	0	2	2	1	1	1	11
OG0013772	2	0	0	0	0	0	0	0	4	3	1	1	11
OG0013773	2	1	1	1	1	0	0	1	1	1	1	1	11
OG0013774	1	3	0	0	0	0	0	0	0	7	0	0	11
OG0013775	1	0	2	1	1	1	1	0	2	1	1	0	11
OG0013776	1	0	2	0	0	0	0	2	3	0	2	1	11
OG0013777	1	1	0	0	1	0	0	3	1	1	2	1	11
OG0013778	1	0	1	0	0	0	0	6	1	0	1	1	11
OG0013779	1	0	1	0	1	0	0	1	1	2	1	3	11
OG0013780	1	1	0	1	1	1	1	1	1	1	1	1	11
OG0013781	1	0	0	1	0	0	0	1	2	0	1	5	11
OG0013782	2	1	1	0	1	1	1	2	0	1	1	0	11
OG0013783	1	1	1	0	2	0	0	1	2	1	1	1	11
OG0013784	1	1	1	0	1	0	0	2	2	1	1	1	11
OG0013785	2	3	0	1	1	0	0	0	1	1	1	1	11
OG0013786	1	1	2	0	1	0	0	2	2	1	0	1	11
OG0013787	1	0	1	0	0	0	0	5	2	0	1	1	11
OG0013788	2	0	0	0	0	0	0	1	4	0	2	2	11
OG0013789	1	0	2	0	0	0	0	3	3	0	1	1	11
OG0013790	1	0	1	0	1	0	0	2	4	0	1	1	11
OG0013791	1	1	1	0	1	0	1	1	2	1	1	1	11
OG0013792	1	1	2	1	1	0	0	2	0	1	1	1	11
OG0013793	1	1	2	0	0	0	0	3	2	1	0	1	11
OG0013794	1	1	1	0	1	0	0	3	1	1	1	1	11
OG0013795	0	2	1	0	1	0	0	3	1	1	1	1	11
OG0013796	0	2	0	2	1	1	1	1	0	2	0	1	11
OG0013797	0	1	1	0	0	0	0	6	0	2	1	0	11
OG0013798	0	11	0	0	0	0	0	0	0	0	0	0	11
OG0013799	0	11	0	0	0	0	0	0	0	0	0	0	11
OG0013800	0	1	0	0	1	0	0	1	5	3	0	0	11
OG0013801	0	1	0	2	1	1	1	0	0	1	4	0	11
OG0013802	0	7	0	2	0	0	0	0	0	0	2	0	11
OG0013803	0	3	1	1	2	1	1	1	0	1	0	0	11
OG0013804	0	5	0	0	6	0	0	0	0	0	0	0	11
OG0013805	0	1	0	1	1	1	1	2	2	1	0	1	11
OG0013806	0	1	3	1	1	0	1	0	0	3	0	1	11
OG0013807	0	2	0	0	1	0	0	2	0	1	0	5	11
OG0013808	0	3	0	0	0	0	8	0	0	0	0	0	11
OG0013809	0	1	0	0	2	0	0	5	1	1	1	0	11
OG0013810	0	10	0	0	0	0	0	0	1	0	0	0	11
OG0013811	0	2	0	0	5	0	0	0	0	2	0	2	11
OG0013812	0	1	3	0	1	1	0	1	1	1	0	2	11
OG0013813	0	1	0	2	2	2	1	0	0	3	0	0	11
OG0013814	0	2	0	0	0	0	1	1	1	3	0	3	11
OG0013815	0	1	0	1	1	1	0	4	1	0	1	1	11
OG0013816	0	1	0	2	1	1	1	0	2	2	1	0	11
OG0013817	0	4	0	0	4	1	1	0	0	1	0	0	11
OG0013818	0	9	0	0	0	0	0	0	0	2	0	0	11
OG0013819	0	1	0	0	0	0	0	2	4	1	1	2	11
OG0013820	0	1	1	0	1	1	1	1	2	1	1	1	11
OG0013821	0	3	0	0	1	0	0	0	0	6	0	1	11
OG0013822	0	2	0	0	1	0	0	0	0	3	5	0	11
OG0013823	0	2	0	0	5	0	0	0	0	4	0	0	11
OG0013824	0	1	0	0	10	0	0	0	0	0	0	0	11
OG0013825	0	2	0	2	0	4	1	0	1	1	0	0	11
OG0013826	0	2	0	1	1	1	0	0	0	6	0	0	11
OG0013827	0	2	0	2	1	1	2	0	0	1	0	2	11
OG0013828	0	1	2	0	1	1	1	2	1	1	1	0	11
OG0013829	0	3	0	0	2	0	0	0	0	0	0	6	11
OG0013830	0	3	0	1	0	0	0	1	4	1	0	1	11
OG0013831	0	1	0	0	0	0	0	0	1	0	2	7	11
OG0013832	0	6	0	0	0	0	0	0	2	3	0	0	11
OG0013833	0	1	1	1	0	1	1	2	1	1	1	1	11
OG0013834	0	1	1	0	1	1	0	0	2	3	1	1	11
OG0013835	0	1	0	0	1	0	1	2	0	3	0	3	11
OG0013836	0	2	1	0	1	0	0	1	4	0	1	1	11
OG0013837	0	1	2	2	1	2	1	0	0	1	0	1	11
OG0013838	0	1	0	1	1	0	0	2	0	6	0	0	11
OG0013839	0	1	0	1	1	0	0	0	4	1	3	0	11
OG0013840	0	1	0	0	1	1	1	3	0	0	0	4	11
OG0013841	0	2	0	0	3	0	2	0	0	4	0	0	11
OG0013842	0	1	0	0	1	0	1	0	4	1	2	1	11
OG0013843	0	1	4	0	1	0	0	3	0	2	0	0	11
OG0013844	0	2	0	3	1	1	1	0	0	2	0	1	11
OG0013845	0	3	0	0	3	1	0	0	0	4	0	0	11
OG0013846	0	1	2	0	0	0	0	4	2	0	1	1	11
OG0013847	0	4	0	0	6	0	0	0	0	1	0	0	11
OG0013848	0	1	0	0	0	0	0	9	1	0	0	0	11
OG0013849	0	2	0	0	2	0	0	0	0	0	7	0	11
OG0013850	0	1	1	1	1	1	0	2	1	1	1	1	11
OG0013851	0	1	0	2	1	1	1	0	2	1	1	1	11
OG0013852	0	11	0	0	0	0	0	0	0	0	0	0	11
OG0013853	0	1	0	0	1	0	0	1	0	1	1	6	11
OG0013854	0	1	0	0	3	0	0	0	0	7	0	0	11
OG0013855	0	1	0	0	1	0	0	9	0	0	0	0	11
OG0013856	0	1	0	1	1	1	1	2	1	1	1	1	11
OG0013857	0	1	1	1	1	0	0	3	1	1	1	1	11
OG0013858	0	1	0	0	0	0	1	0	0	0	8	1	11
OG0013859	0	1	3	1	4	0	1	0	0	1	0	0	11
OG0013860	0	1	1	0	1	0	0	4	1	1	1	1	11
OG0013861	0	1	0	1	1	1	0	0	1	2	4	0	11
OG0013862	0	1	0	1	1	0	1	4	0	1	0	2	11
OG0013863	0	2	0	0	7	0	0	0	0	2	0	0	11
OG0013864	0	0	11	0	0	0	0	0	0	0	0	0	11
OG0013865	0	0	11	0	0	0	0	0	0	0	0	0	11
OG0013866	0	0	7	0	0	0	0	0	1	1	0	2	11
OG0013867	0	0	6	0	1	0	0	1	0	2	0	1	11
OG0013868	0	0	11	0	0	0	0	0	0	0	0	0	11
OG0013869	0	0	11	0	0	0	0	0	0	0	0	0	11
OG0013870	0	0	11	0	0	0	0	0	0	0	0	0	11
OG0013871	0	0	11	0	0	0	0	0	0	0	0	0	11
OG0013872	0	0	11	0	0	0	0	0	0	0	0	0	11
OG0013873	0	0	8	0	0	0	0	1	0	2	0	0	11
OG0013874	0	0	2	0	0	0	0	5	0	1	0	3	11
OG0013875	0	0	11	0	0	0	0	0	0	0	0	0	11
OG0013876	0	0	11	0	0	0	0	0	0	0	0	0	11
OG0013877	0	0	11	0	0	0	0	0	0	0	0	0	11
OG0013878	0	0	11	0	0	0	0	0	0	0	0	0	11
OG0013879	0	0	11	0	0	0	0	0	0	0	0	0	11
OG0013880	0	0	11	0	0	0	0	0	0	0	0	0	11
OG0013881	0	0	11	0	0	0	0	0	0	0	0	0	11
OG0013882	0	0	3	0	0	0	0	1	1	0	4	2	11
OG0013883	0	0	2	0	0	0	0	2	0	0	1	6	11
OG0013884	0	0	11	0	0	0	0	0	0	0	0	0	11
OG0013885	0	0	3	0	0	0	0	3	2	0	1	2	11
OG0013886	0	0	8	0	0	3	0	0	0	0	0	0	11
OG0013887	0	0	11	0	0	0	0	0	0	0	0	0	11
OG0013888	0	0	3	0	0	0	0	3	2	0	2	1	11
OG0013889	0	0	11	0	0	0	0	0	0	0	0	0	11
OG0013890	0	0	11	0	0	0	0	0	0	0	0	0	11
OG0013891	0	0	1	1	1	0	1	3	1	1	1	1	11
OG0013892	0	0	1	0	1	0	0	8	0	0	1	0	11
OG0013893	0	0	11	0	0	0	0	0	0	0	0	0	11
OG0013894	0	0	1	0	0	0	0	8	0	0	1	1	11
OG0013895	0	0	11	0	0	0	0	0	0	0	0	0	11
OG0013896	0	0	11	0	0	0	0	0	0	0	0	0	11
OG0013897	0	0	11	0	0	0	0	0	0	0	0	0	11
OG0013898	0	0	0	11	0	0	0	0	0	0	0	0	11
OG0013899	0	0	0	2	0	0	0	6	0	0	0	3	11
OG0013900	0	0	0	2	3	1	5	0	0	0	0	0	11
OG0013901	0	0	0	1	2	6	1	0	0	1	0	0	11
OG0013902	0	0	0	0	11	0	0	0	0	0	0	0	11
OG0013903	0	0	0	0	1	0	0	0	0	10	0	0	11
OG0013904	0	0	0	0	7	2	0	0	0	0	2	0	11
OG0013905	0	0	0	0	1	0	0	0	0	10	0	0	11
OG0013906	0	0	0	0	3	0	0	0	0	8	0	0	11
OG0013907	0	0	0	0	1	0	0	0	0	9	1	0	11
OG0013908	0	0	0	0	0	11	0	0	0	0	0	0	11
OG0013909	0	0	0	0	0	2	0	0	8	1	0	0	11
OG0013910	0	0	0	0	0	0	9	0	0	0	1	1	11
OG0013911	0	0	0	0	0	0	1	10	0	0	0	0	11
OG0013912	0	0	0	0	0	0	1	10	0	0	0	0	11
OG0013913	0	0	0	0	0	0	1	0	0	10	0	0	11
OG0013914	0	0	0	0	0	0	1	0	6	1	0	3	11
OG0013915	0	0	0	0	0	0	1	1	0	0	0	9	11
OG0013916	0	0	0	0	0	0	0	11	0	0	0	0	11
OG0013917	0	0	0	0	0	0	0	1	0	8	2	0	11
OG0013918	0	0	0	0	0	0	0	11	0	0	0	0	11
OG0013919	0	0	0	0	0	0	0	11	0	0	0	0	11
OG0013920	0	0	0	0	0	0	0	11	0	0	0	0	11
OG0013921	0	0	0	0	0	0	0	2	0	0	0	9	11
OG0013922	0	0	0	0	0	0	0	10	0	0	0	1	11
OG0013923	0	0	0	0	0	0	0	11	0	0	0	0	11
OG0013924	0	0	0	0	0	0	0	11	0	0	0	0	11
OG0013925	0	0	0	0	0	0	0	11	0	0	0	0	11
OG0013926	0	0	0	0	0	0	0	11	0	0	0	0	11
OG0013927	0	0	0	0	0	0	0	11	0	0	0	0	11
OG0013928	0	0	0	0	0	0	0	11	0	0	0	0	11
OG0013929	0	0	0	0	0	0	0	11	0	0	0	0	11
OG0013930	0	0	0	0	0	0	0	11	0	0	0	0	11
OG0013931	0	0	0	0	0	0	0	1	3	0	1	6	11
OG0013932	0	0	0	0	0	0	0	2	3	0	5	1	11
OG0013933	0	0	0	0	0	0	0	11	0	0	0	0	11
OG0013934	0	0	0	0	0	0	0	11	0	0	0	0	11
OG0013935	0	0	0	0	0	0	0	11	0	0	0	0	11
OG0013936	0	0	0	0	0	0	0	11	0	0	0	0	11
OG0013937	0	0	0	0	0	0	0	11	0	0	0	0	11
OG0013938	0	0	0	0	0	0	0	11	0	0	0	0	11
OG0013939	0	0	0	0	0	0	0	11	0	0	0	0	11
OG0013940	0	0	0	0	0	0	0	11	0	0	0	0	11
OG0013941	0	0	0	0	0	0	0	11	0	0	0	0	11
OG0013942	0	0	0	0	0	0	0	11	0	0	0	0	11
OG0013943	0	0	0	0	0	0	0	1	0	10	0	0	11
OG0013944	0	0	0	0	0	0	0	11	0	0	0	0	11
OG0013945	0	0	0	0	0	0	0	11	0	0	0	0	11
OG0013946	0	0	0	0	0	0	0	11	0	0	0	0	11
OG0013947	0	0	0	0	0	0	0	11	0	0	0	0	11
OG0013948	0	0	0	0	0	0	0	11	0	0	0	0	11
OG0013949	0	0	0	0	0	0	0	11	0	0	0	0	11
OG0013950	0	0	0	0	0	0	0	1	9	1	0	0	11
OG0013951	0	0	0	0	0	0	0	0	11	0	0	0	11
OG0013952	0	0	0	0	0	0	0	0	11	0	0	0	11
OG0013953	0	0	0	0	0	0	0	0	11	0	0	0	11
OG0013954	0	0	0	0	0	0	0	0	11	0	0	0	11
OG0013955	0	0	0	0	0	0	0	0	11	0	0	0	11
OG0013956	0	0	0	0	0	0	0	0	11	0	0	0	11
OG0013957	0	0	0	0	0	0	0	0	11	0	0	0	11
OG0013958	0	0	0	0	0	0	0	0	11	0	0	0	11
OG0013959	0	0	0	0	0	0	0	0	10	0	0	1	11
OG0013960	0	0	0	0	0	0	0	0	11	0	0	0	11
OG0013961	0	0	0	0	0	0	0	0	11	0	0	0	11
OG0013962	0	0	0	0	0	0	0	0	11	0	0	0	11
OG0013963	0	0	0	0	0	0	0	0	11	0	0	0	11
OG0013964	0	0	0	0	0	0	0	0	8	0	2	1	11
OG0013965	0	0	0	0	0	0	0	0	11	0	0	0	11
OG0013966	0	0	0	0	0	0	0	0	11	0	0	0	11
OG0013967	0	0	0	0	0	0	0	0	11	0	0	0	11
OG0013968	0	0	0	0	0	0	0	0	11	0	0	0	11
OG0013969	0	0	0	0	0	0	0	0	11	0	0	0	11
OG0013970	0	0	0	0	0	0	0	0	11	0	0	0	11
OG0013971	0	0	0	0	0	0	0	0	11	0	0	0	11
OG0013972	0	0	0	0	0	0	0	0	11	0	0	0	11
OG0013973	0	0	0	0	0	0	0	0	11	0	0	0	11
OG0013974	0	0	0	0	0	0	0	0	11	0	0	0	11
OG0013975	0	0	0	0	0	0	0	0	11	0	0	0	11
OG0013976	0	0	0	0	0	0	0	0	11	0	0	0	11
OG0013977	0	0	0	0	0	0	0	0	10	0	0	1	11
OG0013978	0	0	0	0	0	0	0	0	7	1	0	3	11
OG0013979	0	0	0	0	0	0	0	0	11	0	0	0	11
OG0013980	0	0	0	0	0	0	0	0	11	0	0	0	11
OG0013981	0	0	0	0	0	0	0	0	11	0	0	0	11
OG0013982	0	0	0	0	0	0	0	0	10	0	0	1	11
OG0013983	0	0	0	0	0	0	0	0	0	11	0	0	11
OG0013984	0	0	0	0	0	0	0	0	0	11	0	0	11
OG0013985	0	0	0	0	0	0	0	0	0	11	0	0	11
OG0013986	0	0	0	0	0	0	0	0	0	11	0	0	11
OG0013987	0	0	0	0	0	0	0	0	0	11	0	0	11
OG0013988	0	0	0	0	0	0	0	0	0	11	0	0	11
OG0013989	0	0	0	0	0	0	0	0	0	11	0	0	11
OG0013990	0	0	0	0	0	0	0	0	0	11	0	0	11
OG0013991	0	0	0	0	0	0	0	0	0	11	0	0	11
OG0013992	0	0	0	0	0	0	0	0	0	11	0	0	11
OG0013993	0	0	0	0	0	0	0	0	0	11	0	0	11
OG0013994	0	0	0	0	0	0	0	0	0	11	0	0	11
OG0013995	0	0	0	0	0	0	0	0	0	11	0	0	11
OG0013996	0	0	0	0	0	0	0	0	0	11	0	0	11
OG0013997	0	0	0	0	0	0	0	0	0	11	0	0	11
OG0013998	0	0	0	0	0	0	0	0	0	0	11	0	11
OG0013999	0	0	0	0	0	0	0	0	0	0	10	1	11
OG0014000	0	0	0	0	0	0	0	0	0	0	11	0	11
OG0014001	0	0	0	0	0	0	0	0	0	0	10	1	11
OG0014002	0	0	0	0	0	0	0	0	0	0	11	0	11
OG0014003	0	0	0	0	0	0	0	0	0	0	11	0	11
OG0014004	0	0	0	0	0	0	0	0	0	0	11	0	11
OG0014005	0	0	0	0	0	0	0	0	0	0	11	0	11
OG0014006	0	0	0	0	0	0	0	0	0	0	11	0	11
OG0014007	0	0	0	0	0	0	0	0	0	0	11	0	11
OG0014008	0	0	0	0	0	0	0	0	0	0	11	0	11
OG0014009	0	0	0	0	0	0	0	0	0	0	0	11	11
OG0014010	0	0	0	0	0	0	0	0	0	0	0	11	11
OG0014011	0	0	0	0	0	0	0	0	0	0	0	11	11
OG0014012	10	0	0	0	0	0	0	0	0	0	0	0	10
OG0014013	1	2	1	1	1	1	0	0	1	0	1	1	10
OG0014014	10	0	0	0	0	0	0	0	0	0	0	0	10
OG0014015	1	0	2	4	0	0	0	0	2	1	0	0	10
OG0014016	1	0	2	0	1	0	0	2	0	2	2	0	10
OG0014017	1	2	0	0	3	0	1	2	0	0	0	1	10
OG0014018	2	1	0	1	0	3	1	1	0	0	1	0	10
OG0014019	10	0	0	0	0	0	0	0	0	0	0	0	10
OG0014020	1	0	0	0	0	0	0	5	0	0	1	3	10
OG0014021	2	0	1	0	0	0	0	4	0	0	1	2	10
OG0014022	10	0	0	0	0	0	0	0	0	0	0	0	10
OG0014023	1	0	0	0	0	0	0	3	3	0	1	2	10
OG0014024	1	0	1	1	0	1	1	2	1	0	1	1	10
OG0014025	7	1	1	1	0	0	0	0	0	0	0	0	10
OG0014026	1	1	0	0	0	1	0	2	2	1	0	2	10
OG0014027	1	1	0	0	1	0	0	2	3	1	1	0	10
OG0014028	4	5	0	0	1	0	0	0	0	0	0	0	10
OG0014029	6	0	0	0	0	1	0	0	0	3	0	0	10
OG0014030	1	1	1	0	0	1	0	2	1	1	1	1	10
OG0014031	1	1	1	0	0	2	2	0	0	0	3	0	10
OG0014032	1	0	0	0	9	0	0	0	0	0	0	0	10
OG0014033	5	0	3	0	0	0	0	1	0	0	1	0	10
OG0014034	1	1	1	1	1	1	1	2	0	0	0	1	10
OG0014035	1	1	0	0	1	0	0	2	1	1	2	1	10
OG0014036	10	0	0	0	0	0	0	0	0	0	0	0	10
OG0014037	1	1	1	0	1	0	0	1	2	1	1	1	10
OG0014038	9	0	1	0	0	0	0	0	0	0	0	0	10
OG0014039	10	0	0	0	0	0	0	0	0	0	0	0	10
OG0014040	10	0	0	0	0	0	0	0	0	0	0	0	10
OG0014041	1	0	0	0	0	0	0	2	1	0	0	6	10
OG0014042	2	0	0	0	0	0	0	0	0	0	8	0	10
OG0014043	1	0	3	0	0	0	0	4	0	1	0	1	10
OG0014044	2	0	2	0	0	0	0	1	1	0	1	3	10
OG0014045	2	1	2	0	0	0	0	0	2	1	1	1	10
OG0014046	1	0	2	0	1	0	0	2	3	0	1	0	10
OG0014047	10	0	0	0	0	0	0	0	0	0	0	0	10
OG0014048	2	1	0	1	1	1	2	0	1	0	0	1	10
OG0014049	2	0	0	0	0	0	0	7	0	0	0	1	10
OG0014050	10	0	0	0	0	0	0	0	0	0	0	0	10
OG0014051	2	0	2	0	1	0	0	2	0	1	1	1	10
OG0014052	1	1	0	0	1	1	1	1	1	1	1	1	10
OG0014053	4	0	0	5	0	1	0	0	0	0	0	0	10
OG0014054	1	2	1	0	0	0	2	0	2	0	2	0	10
OG0014055	9	0	0	0	0	0	0	0	0	0	0	1	10
OG0014056	1	1	1	0	1	0	1	1	1	1	1	1	10
OG0014057	1	1	1	0	1	0	1	1	2	1	0	1	10
OG0014058	2	1	2	1	1	0	0	0	0	0	1	2	10
OG0014059	1	1	2	0	1	0	0	1	1	1	1	1	10
OG0014060	7	0	3	0	0	0	0	0	0	0	0	0	10
OG0014061	10	0	0	0	0	0	0	0	0	0	0	0	10
OG0014062	2	1	0	2	1	1	1	0	0	1	0	1	10
OG0014063	10	0	0	0	0	0	0	0	0	0	0	0	10
OG0014064	1	1	0	0	1	0	0	4	0	1	0	2	10
OG0014065	3	0	0	0	0	0	0	3	2	0	1	1	10
OG0014066	1	0	1	1	0	1	1	1	2	0	1	1	10
OG0014067	1	0	2	0	0	0	0	3	2	0	1	1	10
OG0014068	1	1	1	0	1	0	0	2	1	1	1	1	10
OG0014069	1	1	0	0	1	0	0	2	1	2	1	1	10
OG0014070	2	0	0	1	1	0	1	0	0	1	0	4	10
OG0014071	1	2	0	0	2	0	0	2	1	1	0	1	10
OG0014072	1	0	1	0	1	0	0	0	3	1	1	2	10
OG0014073	2	0	0	0	0	0	0	0	0	0	1	7	10
OG0014074	1	0	1	0	1	0	0	3	1	1	1	1	10
OG0014075	1	2	2	0	1	0	0	0	0	1	2	1	10
OG0014076	1	1	1	0	1	0	0	3	1	1	0	1	10
OG0014077	1	1	1	0	1	0	0	2	1	1	1	1	10
OG0014078	1	1	1	1	0	1	1	0	0	1	1	2	10
OG0014079	1	0	0	0	0	0	0	6	0	0	0	3	10
OG0014080	1	0	0	0	0	0	0	2	5	0	1	1	10
OG0014081	1	1	1	0	1	0	0	1	2	1	1	1	10
OG0014082	1	1	1	0	1	0	0	2	1	1	1	1	10
OG0014083	1	1	1	0	1	0	0	2	1	1	1	1	10
OG0014084	3	0	0	0	0	1	0	1	0	5	0	0	10
OG0014085	1	0	0	0	0	0	0	1	3	0	3	2	10
OG0014086	3	0	0	0	0	0	0	2	2	0	2	1	10
OG0014087	10	0	0	0	0	0	0	0	0	0	0	0	10
OG0014088	2	0	0	0	1	0	0	4	0	1	1	1	10
OG0014089	1	0	0	0	0	0	0	0	2	0	7	0	10
OG0014090	2	1	1	0	2	1	1	1	0	0	1	0	10
OG0014091	1	1	1	0	1	0	0	2	1	1	1	1	10
OG0014092	1	1	0	0	1	1	1	2	1	1	1	0	10
OG0014093	2	1	1	0	1	0	1	1	1	1	0	1	10
OG0014094	8	0	0	0	0	0	0	0	0	0	0	2	10
OG0014095	10	0	0	0	0	0	0	0	0	0	0	0	10
OG0014096	1	1	0	1	1	1	0	5	0	0	0	0	10
OG0014097	8	0	0	0	1	0	0	0	0	0	0	1	10
OG0014098	8	0	0	0	0	0	0	0	0	0	0	2	10
OG0014099	1	1	1	0	1	0	0	1	2	1	1	1	10
OG0014100	1	1	0	3	0	0	0	0	2	1	1	1	10
OG0014101	10	0	0	0	0	0	0	0	0	0	0	0	10
OG0014102	2	0	1	1	0	1	1	1	1	0	1	1	10
OG0014103	1	0	1	1	0	0	0	0	0	5	2	0	10
OG0014104	1	0	1	1	0	1	1	1	2	0	1	1	10
OG0014105	1	0	0	0	1	0	0	3	2	1	1	1	10
OG0014106	1	1	1	0	2	0	0	1	1	1	1	1	10
OG0014107	1	1	1	1	1	1	1	1	0	1	0	1	10
OG0014108	3	0	2	0	0	0	0	0	1	0	0	4	10
OG0014109	1	0	2	0	0	0	0	4	1	0	1	1	10
OG0014110	2	1	1	0	1	0	0	1	1	0	2	1	10
OG0014111	4	0	0	0	0	0	0	5	0	0	0	1	10
OG0014112	2	1	0	0	1	0	0	1	2	2	0	1	10
OG0014113	2	1	0	1	1	2	1	0	0	2	0	0	10
OG0014114	1	1	0	0	1	0	0	2	2	2	0	1	10
OG0014115	2	0	1	0	0	0	0	2	1	0	1	3	10
OG0014116	1	1	0	0	1	2	1	1	1	1	0	1	10
OG0014117	1	1	2	0	1	0	0	2	0	1	1	1	10
OG0014118	1	1	0	1	0	1	1	0	3	1	0	1	10
OG0014119	1	1	1	0	1	0	0	1	2	1	1	1	10
OG0014120	1	0	1	0	1	0	0	2	2	1	1	1	10
OG0014121	1	1	1	0	1	1	0	0	2	1	1	1	10
OG0014122	7	1	0	0	0	0	0	0	0	0	0	2	10
OG0014123	1	2	0	0	1	0	0	0	1	1	2	2	10
OG0014124	1	1	1	0	1	0	0	2	2	1	0	1	10
OG0014125	1	0	0	0	0	0	0	0	9	0	0	0	10
OG0014126	4	0	0	1	1	0	0	1	0	2	0	1	10
OG0014127	1	1	2	0	1	1	0	1	1	0	1	1	10
OG0014128	2	1	0	0	1	0	0	1	0	3	1	1	10
OG0014129	10	0	0	0	0	0	0	0	0	0	0	0	10
OG0014130	1	1	0	0	1	1	0	1	1	1	2	1	10
OG0014131	1	1	2	0	1	0	0	2	0	1	1	1	10
OG0014132	10	0	0	0	0	0	0	0	0	0	0	0	10
OG0014133	1	2	1	0	1	0	0	2	2	0	0	1	10
OG0014134	10	0	0	0	0	0	0	0	0	0	0	0	10
OG0014135	2	0	1	0	0	0	0	2	1	0	1	3	10
OG0014136	1	2	1	0	1	0	0	1	1	1	1	1	10
OG0014137	1	1	2	0	0	0	0	1	1	1	2	1	10
OG0014138	1	0	0	0	0	0	0	1	1	0	0	7	10
OG0014139	1	0	0	0	0	0	0	0	7	0	2	0	10
OG0014140	1	1	0	0	1	0	1	1	2	1	1	1	10
OG0014141	1	1	0	1	1	1	0	1	1	1	1	1	10
OG0014142	1	0	0	0	0	0	0	1	2	1	3	2	10
