Orthogroup	B_vulgaris.proteins	G_max.proteins
OG0003448	Bevul.5G183700.1.p	GmISU01.17G094100.1.p
OG0003448	Bevul.9G166300.1.p	GmISU01.13G168800.1.p, GmISU01.12G198900.1.p
OG0003449	Bevul.2G169200.6.p, Bevul.2G169200.15.p, Bevul.2G169200.13.p, Bevul.2G169200.5.p, Bevul.2G169200.11.p, Bevul.2G169200.8.p, Bevul.2G169200.12.p, Bevul.2G169200.7.p, Bevul.2G169200.10.p, Bevul.2G169200.1.p, Bevul.2G169200.2.p, Bevul.2G169200.9.p, Bevul.2G169200.3.p, Bevul.2G169200.4.p, Bevul.2G169200.14.p	GmISU01.17G004100.1.p, GmISU01.07G231000.1.p
OG0003450	Bevul.6G219300.1.p	GmISU01.19G074400.4.p, GmISU01.19G074400.2.p, GmISU01.19G074400.7.p, GmISU01.19G074400.6.p, GmISU01.19G074400.5.p, GmISU01.19G074400.1.p, GmISU01.19G074400.3.p, GmISU01.19G074400.8.p, GmISU01.16G046400.5.p, GmISU01.16G046400.1.p, GmISU01.16G046400.2.p, GmISU01.16G046400.3.p, GmISU01.16G046400.4.p
OG0003451	Bevul.8G043400.1.p	GmISU01.10G064900.5.p, GmISU01.10G064900.3.p, GmISU01.10G064900.6.p, GmISU01.10G064900.7.p, GmISU01.10G064900.4.p, GmISU01.10G064900.1.p, GmISU01.10G064900.2.p, GmISU01.13G127400.2.p, GmISU01.13G127400.1.p
OG0003452	Bevul.5G037300.1.p	GmISU01.01G173600.1.p, GmISU01.11G024700.1.p, GmISU01.03G221501.1.p
OG0003453	Bevul.1G094300.1.p	GmISU01.06G276600.5.p, GmISU01.06G276600.1.p, GmISU01.06G276600.2.p, GmISU01.06G276600.4.p, GmISU01.04G096400.2.p, GmISU01.04G096400.5.p, GmISU01.04G096400.1.p, GmISU01.04G096400.4.p, GmISU01.04G096400.3.p, GmISU01.06G276600.3.p
OG0003454	Bevul.6G058900.1.p	GmISU01.01G021900.2.p, GmISU01.02G038100.1.p, GmISU01.01G021900.1.p
OG0003455	Bevul.5G217800.1.p, Bevul.6G182400.1.p	GmISU01.02G034300.2.p, GmISU01.01G025300.1.p, GmISU01.18G113300.1.p, GmISU01.08G254000.1.p
OG0003456	Bevul.4G136600.1.p	GmISU01.10G130000.1.p, GmISU01.20G183600.1.p, GmISU01.03G204200.1.p, GmISU01.19G205500.1.p
OG0003457	Bevul.3G106900.1.p	GmISU01.12G008900.1.p, GmISU01.09G185200.1.p
OG0003458	Bevul.9G164200.1.p	GmISU01.12G035000.1.p, GmISU01.11G104100.1.p, GmISU01.11G104100.2.p, GmISU01.12G035000.5.p, GmISU01.12G035000.3.p, GmISU01.12G035000.4.p, GmISU01.12G035000.2.p
OG0003459	Bevul.3G162900.1.p	GmISU01.20G004200.3.p, GmISU01.07G137100.2.p, GmISU01.07G137100.3.p, GmISU01.07G137100.1.p, GmISU01.16G086300.2.p
OG0003460	Bevul.2G177000.3.p, Bevul.2G177000.4.p, Bevul.2G177000.2.p, Bevul.2G177000.1.p	GmISU01.19G188800.3.p, GmISU01.19G188800.8.p, GmISU01.19G188800.7.p, GmISU01.19G188800.6.p, GmISU01.19G188800.5.p, GmISU01.19G188800.4.p, GmISU01.03G187400.1.p, GmISU01.03G187400.2.p, GmISU01.03G187400.3.p, GmISU01.03G187400.4.p
OG0003461	Bevul.1G051100.1.p	GmISU01.02G139400.2.p, GmISU01.10G018200.2.p, GmISU01.10G018200.1.p, GmISU01.02G139400.1.p
OG0003462	Bevul.2G153800.1.p	GmISU01.17G167900.6.p, GmISU01.17G167900.3.p, GmISU01.17G167900.5.p, GmISU01.17G167900.4.p, GmISU01.17G167900.2.p, GmISU01.17G167900.1.p, GmISU01.14G119400.6.p, GmISU01.14G119400.3.p, GmISU01.14G119400.4.p, GmISU01.14G119400.5.p, GmISU01.14G119400.2.p, GmISU01.14G119400.1.p
OG0003463	Bevul.3G017600.1.p	GmISU01.01G187000.3.p, GmISU01.01G187000.2.p, GmISU01.01G187000.1.p, GmISU01.11G010300.1.p
OG0003464	Bevul.6G029300.1.p	GmISU01.16G106400.2.p, GmISU01.16G106400.1.p, GmISU01.02G046000.5.p, GmISU01.02G046000.4.p, GmISU01.02G046000.6.p, GmISU01.02G046000.2.p
OG0003465	Bevul.6G007800.1.p	GmISU01.17G152200.1.p, GmISU01.05G081000.1.p
OG0003466	Bevul.5G065600.1.p, Bevul.1G138300.1.p	GmISU01.01G168200.1.p, GmISU01.11G030500.1.p
OG0003467	Bevul.4G158100.1.p	GmISU01.19G196300.2.p, GmISU01.19G196300.3.p, GmISU01.19G196300.1.p, GmISU01.03G194300.1.p, GmISU01.03G194300.3.p, GmISU01.03G194300.8.p, GmISU01.03G194300.2.p, GmISU01.03G194300.5.p, GmISU01.20G194000.1.p, GmISU01.20G194000.2.p
OG0003468	Bevul.7G142200.1.p	GmISU01.17G116300.1.p, GmISU01.05G040200.1.p, GmISU01.04G153300.1.p
OG0003470	Bevul.5G162500.1.p	GmISU01.05G170400.4.p, GmISU01.05G170400.5.p, GmISU01.05G170400.6.p, GmISU01.05G170400.7.p, GmISU01.05G170400.2.p, GmISU01.05G170400.1.p, GmISU01.05G170400.3.p, GmISU01.08G007500.2.p, GmISU01.08G007500.1.p, GmISU01.08G007500.3.p, GmISU01.04G162100.1.p
OG0003471	Bevul.5G219400.1.p, Bevul.6G180400.1.p	GmISU01.04G150500.1.p, GmISU01.06G163300.1.p, GmISU01.02G035500.1.p, GmISU01.01G024400.1.p, GmISU01.05G037200.1.p, GmISU01.17G078400.1.p
OG0003472	Bevul.6G162300.1.p	GmISU01.13G113900.6.p, GmISU01.13G113900.5.p, GmISU01.13G113900.2.p, GmISU01.13G113900.4.p, GmISU01.13G113900.7.p, GmISU01.13G113900.3.p, GmISU01.13G113900.1.p, GmISU01.10G050200.2.p, GmISU01.10G050200.3.p, GmISU01.10G050200.4.p, GmISU01.10G050200.1.p
OG0003473	Bevul.5G237800.1.p	GmISU01.02G129700.1.p, GmISU01.02G129700.6.p, GmISU01.02G129700.5.p, GmISU01.02G129700.4.p, GmISU01.02G129700.3.p, GmISU01.02G129700.7.p, GmISU01.02G129700.2.p, GmISU01.19G124900.6.p, GmISU01.19G124900.4.p, GmISU01.19G124900.3.p, GmISU01.19G124900.7.p, GmISU01.19G124900.2.p, GmISU01.03G120800.2.p, GmISU01.03G120800.1.p, GmISU01.03G120800.4.p, GmISU01.03G120800.3.p
OG0003474	Bevul.5G144900.1.p	GmISU01.07G088800.1.p, GmISU01.09G142200.1.p
OG0003474	Bevul.6G135000.1.p	GmISU01.09G093900.1.p, GmISU01.10G229000.1.p, GmISU01.20G088700.1.p
OG0003475	Bevul.5G197100.1.p	GmISU01.04G141700.1.p
OG0003475	Bevul.6G243900.1.p	GmISU01.08G264300.1.p, GmISU01.18G104300.1.p, GmISU01.01G037800.1.p, GmISU01.02G021000.1.p
OG0003476	Bevul.5G209200.1.p, Bevul.5G209100.1.p	GmISU01.05G032400.1.p, GmISU01.17G083800.1.p, GmISU01.06G168400.1.p, GmISU01.04G145800.1.p
OG0003479	Bevul.2G060100.1.p	GmISU01.19G019500.1.p, GmISU01.19G019500.2.p, GmISU01.13G041600.1.p
OG0003479	Bevul.6G237400.1.p	GmISU01.02G095600.1.p, GmISU01.02G095600.3.p, GmISU01.02G095600.2.p, GmISU01.01G042900.1.p, GmISU01.08G269200.1.p, GmISU01.18G099200.1.p
OG0003480	Bevul.6G121800.1.p, Bevul.6G015600.1.p, Bevul.6G015700.1.p	GmISU01.10G168500.1.p, GmISU01.20G147600.1.p, GmISU01.02G089000.2.p, GmISU01.02G089000.1.p, GmISU01.01G070100.1.p
OG0003481	Bevul.9G007400.1.p, Bevul.9G007400.2.p, Bevul.9G007500.1.p	GmISU01.11G091800.1.p, GmISU01.12G023500.1.p, GmISU01.11G091700.1.p
OG0003482	Bevul.5G177100.1.p	GmISU01.17G072400.1.p
OG0003483	Bevul.3G229000.1.p, Bevul.6G116900.1.p	GmISU01.16G085900.1.p, GmISU01.05G014000.1.p, GmISU01.04G118300.1.p, GmISU01.04G118300.2.p, GmISU01.06G187200.1.p
OG0003485	Bevul.5G217900.1.p	GmISU01.19G004600.1.p, GmISU01.05G004100.1.p
OG0003485	Bevul.2G239300.1.p	GmISU01.17G079300.1.p, GmISU01.16G064200.1.p, GmISU01.19G050500.1.p
OG0003486	Bevul.5G174800.1.p	GmISU01.06G184700.15.p, GmISU01.06G184700.16.p, GmISU01.06G184700.14.p, GmISU01.06G184700.13.p, GmISU01.04G129400.2.p, GmISU01.06G184700.5.p, GmISU01.06G184700.8.p, GmISU01.06G184700.12.p, GmISU01.06G184700.11.p, GmISU01.06G184700.9.p, GmISU01.06G184700.1.p, GmISU01.06G184700.2.p, GmISU01.06G184700.7.p, GmISU01.06G184700.3.p, GmISU01.06G184700.10.p
OG0003487	Bevul.1G146000.1.p	GmISU01.07G105500.1.p, GmISU01.03G079400.1.p, GmISU01.03G079500.1.p
OG0003488	Bevul.4G005200.1.p	GmISU01.08G297000.3.p, GmISU01.08G297000.2.p, GmISU01.08G297000.4.p, GmISU01.18G066700.6.p, GmISU01.18G066700.5.p, GmISU01.18G066700.2.p
OG0003489	Bevul.6G136500.1.p	GmISU01.20G089600.1.p, GmISU01.10G228400.2.p
OG0003490	Bevul.3G017800.1.p	GmISU01.12G016900.3.p, GmISU01.12G016900.4.p, GmISU01.12G016900.2.p, GmISU01.12G016900.1.p, GmISU01.11G084500.2.p, GmISU01.11G084500.1.p, GmISU01.01G187300.3.p, GmISU01.01G187300.2.p, GmISU01.01G187300.4.p, GmISU01.01G187300.1.p, GmISU01.11G010666.1.p
OG0003491	Bevul.5G217400.1.p	GmISU01.04G149800.1.p
OG0003492	Bevul.9G144500.2.p, Bevul.9G144500.1.p	GmISU01.18G039700.1.p, GmISU01.11G195000.1.p, GmISU01.02G205300.1.p, GmISU01.14G176500.1.p
OG0003493	Bevul.5G204900.1.p	GmISU01.06G170300.1.p, GmISU01.06G170300.2.p, GmISU01.06G170300.3.p, GmISU01.17G085700.2.p, GmISU01.17G085700.1.p, GmISU01.05G030200.1.p
OG0003494	Bevul.1G032300.1.p	GmISU01.20G014100.2.p, GmISU01.20G014100.5.p, GmISU01.20G014100.6.p, GmISU01.20G014100.3.p, GmISU01.07G186100.1.p, GmISU01.07G186100.3.p, GmISU01.07G186100.4.p, GmISU01.07G186100.2.p
OG0003495	Bevul.4G108500.1.p	GmISU01.05G188300.7.p, GmISU01.05G188300.1.p, GmISU01.05G188300.2.p, GmISU01.05G188300.6.p, GmISU01.05G188300.5.p, GmISU01.05G188300.4.p, GmISU01.05G188300.3.p, GmISU01.08G024400.6.p, GmISU01.08G024400.5.p, GmISU01.08G024400.1.p, GmISU01.08G024400.4.p, GmISU01.08G024400.3.p, GmISU01.08G024400.2.p
OG0003496	Bevul.3G098900.1.p	GmISU01.01G069300.7.p, GmISU01.01G069300.8.p, GmISU01.01G069300.5.p, GmISU01.01G069300.6.p, GmISU01.01G069300.3.p, GmISU01.01G069300.4.p, GmISU01.01G069300.2.p, GmISU01.01G069300.1.p, GmISU01.02G088200.1.p, GmISU01.02G088200.2.p
OG0003497	Bevul.4G077500.1.p	GmISU01.09G207900.2.p, GmISU01.09G207900.1.p, GmISU01.18G186100.1.p, GmISU01.20G178900.1.p, GmISU01.20G178900.2.p, GmISU01.20G178900.3.p, GmISU01.20G178900.5.p, GmISU01.20G178900.7.p, GmISU01.20G178900.4.p, GmISU01.20G178900.8.p, GmISU01.20G178900.6.p
OG0003498	Bevul.5G073800.1.p	GmISU01.01G165400.4.p, GmISU01.01G165400.5.p, GmISU01.01G165400.2.p, GmISU01.11G033600.2.p, GmISU01.11G033600.3.p, GmISU01.01G165400.1.p
OG0003499	Bevul.5G079600.1.p	GmISU01.11G035600.1.p, GmISU01.01G163000.1.p, GmISU01.05G062500.1.p, GmISU01.17G138700.1.p
OG0003499	Bevul.1G147000.1.p	GmISU01.03G078100.1.p, GmISU01.07G104000.1.p
OG0003501	Bevul.4G101600.1.p	GmISU01.09G136900.4.p, GmISU01.09G136900.2.p, GmISU01.09G136900.1.p, GmISU01.09G136900.3.p, GmISU01.07G093100.1.p, GmISU01.07G093100.2.p, GmISU01.07G093100.3.p, GmISU01.07G093100.4.p, GmISU01.07G093100.5.p
OG0003502	Bevul.6G132900.1.p	GmISU01.07G086800.1.p, GmISU01.09G143200.1.p, GmISU01.08G086500.1.p, GmISU01.05G114100.1.p, GmISU01.20G087600.1.p, GmISU01.10G230000.3.p, GmISU01.10G230000.4.p, GmISU01.20G087600.2.p, GmISU01.10G230000.1.p
OG0003503	Bevul.7G067700.1.p	GmISU01.15G141600.1.p, GmISU01.09G044300.1.p
OG0003504	Bevul.5G253400.1.p	GmISU01.10G012600.1.p, GmISU01.02G011800.1.p, GmISU01.19G179100.3.p, GmISU01.03G177700.1.p, GmISU01.19G179100.1.p, GmISU01.19G179100.2.p
OG0003505	Bevul.3G028100.1.p, Bevul.3G028000.1.p	GmISU01.18G035100.1.p, GmISU01.11G199400.1.p
OG0003506	Bevul.3G191300.1.p	GmISU01.04G004400.1.p, GmISU01.04G004400.2.p, GmISU01.04G004400.3.p
OG0003526	Bevul.8G008000.1.p	GmISU01.02G201300.2.p, GmISU01.14G172200.1.p, GmISU01.14G172200.2.p, GmISU01.02G201300.4.p, GmISU01.02G201300.5.p, GmISU01.02G201300.3.p, GmISU01.02G201300.6.p
OG0003527	Bevul.8G016700.1.p, Bevul.2G046900.1.p	GmISU01.11G163400.6.p, GmISU01.11G163400.1.p, GmISU01.11G163400.4.p, GmISU01.11G163400.2.p, GmISU01.11G163400.8.p, GmISU01.11G163400.5.p, GmISU01.11G163400.7.p, GmISU01.11G163400.3.p, GmISU01.04G114900.1.p, GmISU01.04G114900.3.p, GmISU01.04G114900.4.p, GmISU01.04G114900.2.p, GmISU01.11G104900.1.p, GmISU01.12G035800.1.p
OG0003528	Bevul.1G218800.1.p, Bevul.7G000100.1.p	GmISU01.09G225400.2.p, GmISU01.09G225400.4.p, GmISU01.09G225400.3.p, GmISU01.09G225400.1.p, GmISU01.18G166700.3.p, GmISU01.18G166700.1.p, GmISU01.18G166700.2.p
OG0003529	Bevul.7G177100.1.p	GmISU01.12G083000.1.p, GmISU01.12G083000.2.p, GmISU01.11G145400.2.p, GmISU01.11G145400.3.p, GmISU01.11G145400.1.p
OG0003530	Bevul.3G153300.1.p	GmISU01.15G090350.1.p
OG0003531	Bevul.3G154700.1.p, Bevul.4G157900.1.p	GmISU01.07G211200.1.p, GmISU01.09G043200.1.p, GmISU01.15G139900.1.p
OG0003532	Bevul.8G165100.1.p, Bevul.7G005000.6.p, Bevul.7G005000.5.p, Bevul.7G005000.3.p, Bevul.7G005000.4.p, Bevul.7G005000.1.p, Bevul.7G005000.8.p, Bevul.7G005000.9.p, Bevul.7G005000.2.p, Bevul.7G005000.7.p	GmISU01.10G040800.1.p, GmISU01.10G040800.2.p, GmISU01.10G040800.3.p, GmISU01.13G104400.2.p, GmISU01.13G104400.1.p
OG0003533	Bevul.4G143600.1.p	GmISU01.03G201300.1.p, GmISU01.03G201300.2.p, GmISU01.19G202200.1.p, GmISU01.03G201800.2.p, GmISU01.03G201800.1.p, GmISU01.19G202700.1.p, GmISU01.19G202700.5.p
OG0003534	Bevul.4G150600.1.p	GmISU01.10G125700.1.p, GmISU01.03G197800.2.p, GmISU01.19G198900.2.p, GmISU01.03G197800.1.p, GmISU01.19G198900.1.p
OG0003535	Bevul.4G098800.1.p	GmISU01.10G163100.2.p, GmISU01.10G163100.1.p, GmISU01.20G152200.1.p
OG0003536	Bevul.3G194300.1.p	GmISU01.09G186250.1.p, GmISU01.12G007700.2.p, GmISU01.12G007700.3.p, GmISU01.12G007700.1.p, GmISU01.09G186300.2.p
OG0003538	Bevul.9G100200.2.p, Bevul.9G100200.1.p, Bevul.9G100200.3.p	GmISU01.20G027433.6.p, GmISU01.20G027433.5.p, GmISU01.20G027433.1.p, GmISU01.20G027433.2.p, GmISU01.20G027433.3.p, GmISU01.20G027433.4.p, GmISU01.04G125800.1.p, GmISU01.06G192500.1.p
OG0003539	Bevul.4G127700.1.p	GmISU01.03G207800.3.p, GmISU01.03G207800.1.p, GmISU01.19G208700.1.p
OG0003540	Bevul.7G223800.1.p	GmISU01.18G049900.1.p, GmISU01.11G169700.1.p, GmISU01.14G168600.2.p, GmISU01.14G168600.1.p, GmISU01.02G198900.1.p
OG0003540	Bevul.7G008300.1.p	GmISU01.03G032300.1.p, GmISU01.01G100500.3.p
OG0003541	Bevul.3G188300.1.p	GmISU01.03G106200.1.p, GmISU01.03G106200.2.p, GmISU01.03G106200.3.p, GmISU01.03G106200.4.p, GmISU01.03G106200.5.p, GmISU01.19G110700.1.p, GmISU01.10G079200.1.p, GmISU01.02G152200.1.p
OG0003542	Bevul.3G162000.1.p	GmISU01.20G056300.1.p
OG0003542	Bevul.4G190300.1.p	GmISU01.03G206500.1.p, GmISU01.10G132800.1.p
OG0003543	Bevul.3G074000.1.p	GmISU01.03G149900.1.p, GmISU01.19G153200.1.p, GmISU01.10G060200.3.p
OG0003545	Bevul.2G243400.2.p, Bevul.2G243400.1.p	GmISU01.11G209500.1.p, GmISU01.18G024600.1.p
OG0003545	Bevul.7G189000.1.p	GmISU01.11G180400.1.p, GmISU01.18G057800.1.p, GmISU01.02G191000.1.p, GmISU01.14G159800.2.p, GmISU01.14G159800.1.p
OG0003546	Bevul.2G122900.2.p, Bevul.2G122900.1.p	GmISU01.17G174000.1.p, GmISU01.14G112200.1.p, GmISU01.11G141800.1.p
OG0003547	Bevul.7G125300.1.p	GmISU01.16G080900.1.p, GmISU01.09G022700.1.p, GmISU01.15G120600.1.p, GmISU01.08G315800.1.p, GmISU01.08G315900.1.p
OG0003548	Bevul.5G233100.1.p	GmISU01.02G131100.4.p, GmISU01.02G131100.5.p, GmISU01.02G131100.2.p, GmISU01.02G131100.1.p, GmISU01.02G131100.3.p, GmISU01.10G026300.2.p, GmISU01.03G119700.2.p, GmISU01.03G119700.1.p, GmISU01.19G123800.1.p
OG0003549	Bevul.4G225500.1.p	GmISU01.20G028700.1.p, GmISU01.07G195900.1.p
OG0003550	Bevul.7G219800.1.p	GmISU01.16G135700.1.p
OG0003550	Bevul.2G247600.1.p	GmISU01.02G224900.1.p, GmISU01.14G052900.1.p, GmISU01.11G211000.1.p, GmISU01.18G023000.1.p
OG0003551	Bevul.7G124800.1.p	GmISU01.08G316200.1.p, GmISU01.18G128600.1.p
OG0003552	Bevul.1G032900.1.p	GmISU01.01G111200.3.p, GmISU01.01G111200.2.p, GmISU01.10G091200.1.p, GmISU01.10G091200.2.p
OG0003553	Bevul.5G259300.1.p, Bevul.5G259500.1.p	GmISU01.10G008700.2.p, GmISU01.10G008700.1.p, GmISU01.19G182800.1.p
OG0003554	Bevul.4G165000.1.p	GmISU01.20G066900.2.p, GmISU01.20G066900.3.p, GmISU01.20G066900.6.p, GmISU01.20G066900.7.p, GmISU01.20G066900.1.p, GmISU01.20G066900.4.p, GmISU01.20G066900.5.p, GmISU01.10G116400.1.p, GmISU01.10G116400.2.p, GmISU01.19G190800.1.p, GmISU01.19G190800.2.p, GmISU01.03G189000.3.p, GmISU01.03G189000.1.p, GmISU01.03G189000.2.p
OG0003555	Bevul.5G098400.1.p	GmISU01.09G169200.1.p, GmISU01.01G011700.1.p
OG0003556	Bevul.4G193100.1.p	GmISU01.10G136100.2.p, GmISU01.10G136100.1.p, GmISU01.20G180200.2.p, GmISU01.20G180200.1.p
OG0003558	Bevul.9G203400.1.p	GmISU01.15G013600.1.p
OG0003559	Bevul.4G103400.1.p	GmISU01.10G167100.7.p, GmISU01.10G167100.2.p, GmISU01.10G167100.6.p, GmISU01.10G167100.9.p, GmISU01.10G167100.3.p, GmISU01.20G148600.1.p, GmISU01.20G148600.7.p, GmISU01.20G148600.8.p, GmISU01.10G167100.8.p, GmISU01.10G167100.4.p, GmISU01.20G148600.2.p
OG0003560	Bevul.5G239500.1.p	GmISU01.10G028700.3.p, GmISU01.10G028700.5.p, GmISU01.10G028700.2.p, GmISU01.10G028700.1.p, GmISU01.02G128600.1.p, GmISU01.02G128600.2.p
OG0003561	Bevul.2G002100.3.p, Bevul.2G002100.4.p, Bevul.2G002100.1.p, Bevul.2G002100.2.p, Bevul.2G002100.5.p	GmISU01.18G167700.1.p, GmISU01.09G224900.1.p, GmISU01.09G224900.3.p, GmISU01.09G224900.2.p, GmISU01.18G167700.2.p, GmISU01.16G073350.1.p
OG0003562	Bevul.2G227000.1.p	GmISU01.14G061600.1.p, GmISU01.14G061600.5.p, GmISU01.02G212700.1.p, GmISU01.11G202300.1.p, GmISU01.18G032500.1.p
OG0003563	Bevul.5G053100.1.p	GmISU01.01G090800.1.p, GmISU01.03G043400.1.p, GmISU01.03G043400.2.p, GmISU01.07G133200.2.p, GmISU01.07G133200.1.p, GmISU01.18G152600.2.p
OG0003564	Bevul.5G247300.1.p	GmISU01.03G125300.1.p, GmISU01.19G129300.1.p, GmISU01.13G094500.1.p, GmISU01.10G033100.1.p
OG0003564	Bevul.3G011700.1.p	GmISU01.20G060800.1.p, GmISU01.10G006500.1.p, GmISU01.20G163600.1.p, GmISU01.10G152700.1.p
OG0003565	Bevul.2G157300.1.p	GmISU01.13G174600.3.p, GmISU01.13G174600.5.p, GmISU01.13G174600.1.p, GmISU01.13G174600.4.p, GmISU01.13G174600.2.p, GmISU01.15G097800.1.p
OG0003566	Bevul.9G027300.2.p, Bevul.9G027300.3.p, Bevul.9G027300.1.p	GmISU01.13G073100.1.p, GmISU01.17G054300.3.p, GmISU01.17G054300.2.p, GmISU01.17G054300.1.p, GmISU01.17G054300.4.p
OG0003567	Bevul.6G225800.1.p, Bevul.9G216900.1.p	GmISU01.15G056600.1.p, GmISU01.13G220200.1.p
OG0003568	Bevul.8G163200.1.p, Bevul.8G163100.1.p	GmISU01.15G176200.1.p, GmISU01.09G080800.1.p, GmISU01.13G129900.1.p, GmISU01.17G096200.1.p
OG0003569	Bevul.1G072300.1.p	GmISU01.14G124400.1.p, GmISU01.14G124400.3.p, GmISU01.14G124400.2.p, GmISU01.13G012500.2.p, GmISU01.13G012500.1.p, GmISU01.04G204900.1.p, GmISU01.04G204800.1.p, GmISU01.06G104800.1.p
OG0003570	Bevul.6G097200.1.p	GmISU01.08G123700.1.p, GmISU01.05G147900.1.p, GmISU01.11G220300.2.p, GmISU01.11G220300.3.p, GmISU01.11G220300.1.p, GmISU01.18G013900.1.p
OG0003571	Bevul.6G028700.1.p	GmISU01.11G102300.1.p, GmISU01.11G102600.1.p, GmISU01.12G033900.1.p, GmISU01.04G007800.1.p
OG0003572	Bevul.6G015900.1.p	GmISU01.01G156300.1.p, GmISU01.01G156300.2.p, GmISU01.01G156300.3.p, GmISU01.01G156300.4.p, GmISU01.11G041400.5.p, GmISU01.11G041400.3.p, GmISU01.11G041400.2.p
OG0003573	Bevul.6G015800.1.p	GmISU01.11G041500.1.p, GmISU01.11G041500.2.p, GmISU01.01G156200.1.p
OG0003573	Bevul.1G009700.1.p	GmISU01.04G043700.1.p, GmISU01.06G043000.1.p
OG0003574	Bevul.7G186400.1.p	GmISU01.08G236300.1.p, GmISU01.10G002200.1.p, GmISU01.18G223500.1.p, GmISU01.02G002400.1.p
OG0003575	Bevul.3G231900.1.p	GmISU01.05G143100.5.p, GmISU01.05G143100.4.p, GmISU01.05G143100.1.p, GmISU01.05G143100.3.p, GmISU01.14G141800.2.p, GmISU01.18G167000.1.p, GmISU01.14G130800.1.p, GmISU01.14G141800.1.p, GmISU01.14G141800.3.p, GmISU01.08G118300.1.p, GmISU01.08G118300.2.p
OG0003576	Bevul.4G208500.1.p	GmISU01.09G206100.1.p, GmISU01.18G187700.1.p
OG0003578	Bevul.1G202500.1.p	GmISU01.04G096000.6.p, GmISU01.04G096000.4.p, GmISU01.04G096000.2.p, GmISU01.04G096000.3.p, GmISU01.04G096000.5.p, GmISU01.04G096000.1.p, GmISU01.04G096000.7.p, GmISU01.04G096000.9.p, GmISU01.04G096000.8.p
OG0003579	Bevul.1G174300.1.p	GmISU01.17G222300.6.p, GmISU01.17G222300.1.p, GmISU01.17G222300.2.p, GmISU01.17G222300.4.p, GmISU01.17G222300.3.p, GmISU01.17G222300.5.p, GmISU01.14G181000.1.p, GmISU01.14G181000.2.p, GmISU01.14G181000.3.p
OG0003580	Bevul.2G208500.1.p	GmISU01.02G080200.2.p, GmISU01.18G235600.2.p, GmISU01.17G162301.1.p, GmISU01.18G121600.2.p, GmISU01.05G002000.1.p, GmISU01.19G001900.1.p, GmISU01.19G001900.2.p
OG0003581	Bevul.5G234200.1.p, Bevul.6G130700.1.p, Bevul.5G234300.1.p	GmISU01.20G099300.2.p, GmISU01.01G200300.1.p, GmISU01.10G219100.1.p, GmISU01.11G001200.1.p
OG0003582	Bevul.9G198500.1.p, Bevul.9G198500.3.p, Bevul.9G198500.2.p, Bevul.4G091900.1.p	GmISU01.20G167200.1.p
OG0003582	Bevul.4G019800.1.p	GmISU01.14G017800.1.p
OG0003583	Bevul.9G217500.1.p	GmISU01.08G059100.1.p, GmISU01.07G154600.1.p, GmISU01.15G057300.1.p, GmISU01.13G219600.1.p, GmISU01.01G155900.1.p, GmISU01.05G046300.1.p, GmISU01.02G183000.1.p, GmISU01.14G151800.1.p
OG0003584	Bevul.9G149100.1.p	GmISU01.08G164700.1.p, GmISU01.15G052300.1.p, GmISU01.08G064400.1.p, GmISU01.13G022700.2.p, GmISU01.13G022700.1.p
OG0003585	Bevul.8G113100.1.p	GmISU01.20G099400.1.p, GmISU01.10G219000.1.p, GmISU01.10G219000.3.p, GmISU01.10G219000.2.p
OG0003586	Bevul.6G060500.1.p	GmISU01.18G115900.1.p, GmISU01.08G250600.1.p, GmISU01.01G020900.1.p, GmISU01.09G160200.1.p
OG0003587	Bevul.1G000700.1.p	GmISU01.17G218100.2.p, GmISU01.17G218100.1.p, GmISU01.14G069700.1.p
OG0003587	Bevul.6G019800.1.p	GmISU01.16G112700.2.p, GmISU01.16G112700.1.p, GmISU01.02G050800.1.p
OG0003588	Bevul.4G222600.1.p	GmISU01.11G023600.5.p, GmISU01.11G023600.1.p, GmISU01.11G023600.3.p, GmISU01.11G023600.4.p, GmISU01.09G070800.1.p, GmISU01.09G071000.1.p, GmISU01.15G200600.1.p, GmISU01.15G200600.4.p, GmISU01.15G200600.2.p, GmISU01.15G200600.3.p
OG0003589	Bevul.9G212200.1.p, Bevul.9G212200.2.p	GmISU01.15G054300.1.p, GmISU01.15G054300.2.p, GmISU01.13G222300.1.p
OG0003590	Bevul.9G231700.4.p, Bevul.9G231700.3.p, Bevul.9G231700.2.p, Bevul.9G231700.1.p, Bevul.9G231800.1.p	GmISU01.20G097100.2.p, GmISU01.20G097100.3.p, GmISU01.20G097100.1.p, GmISU01.20G097200.1.p, GmISU01.10G221200.1.p, GmISU01.01G200900.2.p, GmISU01.01G200900.1.p
OG0003591	Bevul.4G243200.1.p	GmISU01.10G236600.3.p
OG0003591	Bevul.3G183000.1.p	GmISU01.09G090800.1.p, GmISU01.19G113800.1.p, GmISU01.03G109000.1.p
OG0003593	Bevul.1G144300.1.p	GmISU01.07G103600.1.p, GmISU01.03G080700.1.p, GmISU01.09G200400.4.p, GmISU01.18G194500.1.p
OG0003593	Bevul.6G058300.1.p	GmISU01.04G177300.1.p, GmISU01.06G135100.1.p, GmISU01.08G133300.1.p, GmISU01.05G156800.1.p
