Orthogroup	S_lycopersicum.proteins	A_vesiculosa.proteins
OG0003599	Solyc02g092530.3.1	Av_00020629-RA
OG0003600	Solyc02g082340.3.1	Av_00006094-RA
OG0003601	Solyc04g074130.3.1	Av_00010958-RA
OG0003601	Solyc05g051560.3.1, Solyc04g056260.2.1	Av_00011620-RA
OG0003602	Solyc03g033430.1.1	Av_00000482-RA
OG0003604	Solyc11g062280.2.1	Av_00023790-RA
OG0003605	Solyc07g054280.1.1, Solyc07g054860.1.1	Av_00012054-RA
OG0003606	Solyc10g008930.1.1	Av_00014102-RA
OG0003607	Solyc11g033260.2.1	Av_00007000-RA
OG0003608	Solyc02g076870.3.1	Av_00021408-RA
OG0003609	Solyc07g007940.3.1	Av_00021643-RA
OG0003610	Solyc10g007990.3.1, Solyc07g055150.3.1	Av_00005879-RA
OG0003611	Solyc02g080970.3.1	Av_00022068-RA
OG0003614	Solyc12g017920.2.1, Solyc12g096610.2.1	Av_00009139-RA, Av_00014753-RA
OG0003615	Solyc09g025230.3.1	Av_00003439-RA
OG0003616	Solyc07g063020.2.1, Solyc12g013900.2.1, Solyc10g007070.3.1, Solyc12g005465.1.1, Solyc07g053880.2.1	Av_00021093-RA, Av_00025049-RA, Av_00021015-RA, Av_00011206-RA, Av_00007848-RA
OG0003617	Solyc11g072260.2.1, Solyc10g018250.2.1, Solyc03g083530.3.1, Solyc01g091220.3.1, Solyc05g051000.3.1	Av_00002057-RA
OG0003618	Solyc07g008090.3.1, Solyc07g008095.1.1	Av_00004016-RA
OG0003619	Solyc08g066950.3.1	Av_00022568-RA
OG0003620	Solyc12g009480.2.1	Av_00012140-RA, Av_00021637-RA, Av_00009047-RA
OG0003621	Solyc01g095550.2.1	Av_00008167-RA
OG0003622	Solyc08g079810.3.1	Av_00010715-RA
OG0003623	Solyc07g007140.3.1	Av_00012160-RA, Av_00005830-RA
OG0003624	Solyc06g063260.3.1, Solyc03g123900.3.1	Av_00018828-RA, Av_00018650-RA, Av_00023730-RA
OG0003625	Solyc10g052520.1.1, Solyc01g094030.3.1, Solyc05g047710.3.1, Solyc10g017590.2.1	Av_00011456-RA, Av_00008645-RA, Av_00000058-RA
OG0003626	Solyc06g034040.1.1	Av_00020126-RA
OG0003626	Solyc06g060840.1.1, Solyc08g078160.3.1	Av_00004023-RA
OG0003627	Solyc08g074450.3.1	Av_00003614-RA
OG0003628	Solyc08g076335.1.1	Av_00015845-RA, Av_00004123-RA
OG0003628	Solyc08g076340.3.1	Av_00020064-RA
OG0003629	Solyc06g011450.2.1, Solyc08g059660.2.1	Av_00010092-RA, Av_00014311-RA
OG0003630	Solyc08g078790.1.1	Av_00006064-RA, Av_00003016-RA
OG0003632	Solyc03g120440.2.1, Solyc03g120430.3.1	Av_00015435-RA, Av_00018155-RA
OG0003633	Solyc03g082660.3.1	Av_00015057-RA, Av_00009211-RA
OG0003634	Solyc08g006100.3.1	Av_00021256-RA
OG0003635	Solyc07g005000.3.1	Av_00019787-RA
OG0003636	Solyc12g008510.2.1	Av_00004233-RA, Av_00008887-RA, Av_00019540-RA
OG0003637	Solyc06g068340.2.1, Solyc03g117260.2.1	Av_00015414-RA, Av_00004921-RA, Av_00015564-RA
OG0003638	Solyc03g083440.3.1	Av_00013011-RA, Av_00012857-RA
OG0003639	Solyc03g120810.3.1	Av_00024074-RA, Av_00004141-RA
OG0003640	Solyc12g017910.2.1, Solyc08g015680.1.1, Solyc12g096580.2.1	Av_00011749-RA
OG0003641	Solyc11g008500.2.1	Av_00019720-RA
OG0003642	Solyc08g079700.2.1	Av_00018568-RA, Av_00010712-RA, Av_00006082-RA
OG0003643	Solyc03g083330.3.1	Av_00001662-RA, Av_00009457-RA
OG0003644	Solyc06g071700.1.1, Solyc08g014330.3.1	Av_00017644-RA
OG0003644	Solyc05g013440.3.1	Av_00020994-RA
OG0003645	Solyc10g011910.3.1, Solyc01g095100.3.1	Av_00003240-RA, Av_00013935-RA, Av_00017413-RA, Av_00008618-RA, Av_00000032-RA
OG0003646	Solyc07g007820.3.1	Av_00004012-RA, Av_00004911-RA
OG0003647	Solyc07g018140.3.1	Av_00023587-RA, Av_00009829-RA, Av_00011028-RA
OG0003648	Solyc01g094580.3.1	Av_00017406-RA
OG0003650	Solyc12g096430.1.1, Solyc08g069050.3.1	Av_00007107-RA, Av_00003601-RA
OG0003651	Solyc01g095590.3.1, Solyc08g082040.3.1	Av_00017429-RA, Av_00010278-RA
OG0003652	Solyc04g015270.3.1	Av_00007450-RA, Av_00003720-RA, Av_00010635-RA, Av_00014171-RA
OG0003654	Solyc08g068220.3.1, Solyc11g071320.2.1	Av_00011171-RA, Av_00024168-RA
OG0003655	Solyc10g008790.3.1, Solyc02g077260.3.1, Solyc12g014130.2.1	Av_00005890-RA
OG0003656	Solyc06g082150.3.1, Solyc06g082155.1.1	Av_00012700-RA, Av_00018521-RA
OG0003657	Solyc07g053330.2.1	Av_00023765-RA, Av_00019888-RA
OG0003658	Solyc07g049350.3.1	Av_00011942-RA
OG0003659	Solyc04g051063.1.1, Solyc04g051045.1.1, Solyc04g056494.1.1, Solyc04g051065.1.1, Solyc04g051097.1.1, Solyc03g013455.1.1, Solyc04g051073.1.1, Solyc04g056460.1.1, Solyc04g056457.1.1, Solyc04g056490.2.1, Solyc03g013450.2.1, Solyc10g078290.2.1, Solyc10g078285.1.1	Av_00020592-RA, Av_00006726-RA
OG0003660	Solyc04g081390.3.1	Av_00023756-RA
OG0003661	Solyc08g075670.2.1	Av_00017845-RA
OG0003662	Solyc09g007120.3.1, Solyc11g071540.2.1	Av_00000009-RA
OG0003664	Solyc10g008890.3.1	Av_00003648-RA, Av_00023118-RA
OG0003665	Solyc07g047860.3.1	Av_00019815-RA
OG0003667	Solyc09g005330.3.1	Av_00013493-RA
OG0003668	Solyc12g014440.2.1	Av_00009818-RA
OG0003669	Solyc02g043870.2.1, Solyc09g056260.3.1	Av_00019709-RA
OG0003670	Solyc11g069230.2.1	Av_00024691-RA
OG0003670	Solyc10g084210.2.1	Av_00018943-RA, Av_00013465-RA
OG0003671	Solyc02g021400.2.1, Solyc10g078630.2.1	Av_00023793-RA, Av_00000855-RA, Av_00003388-RA, Av_00023965-RA
OG0003672	Solyc06g010260.3.1	Av_00004723-RA, Av_00016914-RA, Av_00010135-RA
OG0003673	Solyc02g036360.1.1, Solyc02g081200.1.1	Av_00010610-RA, Av_00014152-RA
OG0003674	Solyc05g049950.3.1, Solyc01g094540.3.1	Av_00020708-RA, Av_00012849-RA
OG0003675	Solyc06g075690.3.1, Solyc11g073110.2.1	Av_00020542-RA
OG0003676	Solyc11g012090.2.1, Solyc04g014710.3.1	Av_00008970-RA, Av_00022061-RA, Av_00003703-RA
OG0003677	Solyc11g068690.2.1	Av_00013264-RA
OG0003678	Solyc12g013560.2.1, Solyc04g016570.1.1	Av_00018415-RA, Av_00018416-RA
OG0003679	Solyc07g047770.3.1	Av_00004752-RA, Av_00016948-RA
OG0003680	Solyc07g052670.3.1	Av_00018665-RA, Av_00000185-RA, Av_00023208-RA, Av_00007878-RA
OG0003681	Solyc05g056030.3.1	Av_00003540-RA, Av_00007066-RA, Av_00023406-RA, Av_00008195-RA, Av_00004362-RA
OG0003682	Solyc03g025610.2.1	Av_00002085-RA, Av_00012933-RA
OG0003683	Solyc07g047610.3.1	Av_00006210-RA
OG0003683	Solyc05g054200.3.1	Av_00005588-RA
OG0003684	Solyc07g055695.1.1, Solyc12g010990.2.1	Av_00014975-RA
OG0003685	Solyc03g006360.3.1, Solyc02g077880.3.1	Av_00005905-RA, Av_00008711-RA, Av_00023122-RA
OG0003686	Solyc06g069080.3.1	Av_00010126-RA, Av_00009327-RA
OG0003687	Solyc11g010450.2.1, Solyc04g014270.3.1	Av_00001850-RA
OG0003688	Solyc02g082680.3.1	Av_00022359-RA
OG0003689	Solyc12g055870.2.1, Solyc08g008430.3.1, Solyc08g082770.3.1	Av_00025039-RA, Av_00021116-RA, Av_00020431-RA
OG0003690	Solyc01g104400.3.1	Av_00013731-RA
OG0003691	Solyc06g073120.3.1	Av_00024497-RA, Av_00005465-RA
OG0003692	Solyc01g107620.3.1	Av_00007177-RA, Av_00017763-RA, Av_00008800-RA
OG0003693	Solyc01g109540.3.1	Av_00012279-RA, Av_00004430-RA, Av_00021540-RA
OG0003694	Solyc05g007420.1.1	Av_00011217-RA, Av_00013825-RA, Av_00009251-RA
OG0003695	Solyc03g097760.2.1	Av_00024407-RA, Av_00011214-RA
OG0003696	Solyc07g006120.3.1	Av_00020719-RA
OG0003697	Solyc08g042100.3.1	Av_00012821-RA, Av_00019508-RA, Av_00010104-RA, Av_00014303-RA
OG0003698	Solyc09g091750.3.1, Solyc05g053650.3.1	Av_00023182-RA, Av_00023022-RA, Av_00008051-RA
OG0003699	Solyc04g082420.3.1	Av_00019435-RA
OG0003700	Solyc11g039910.2.1, Solyc06g082270.2.1	Av_00019538-RA, Av_00022416-RA
OG0003701	Solyc09g009960.3.1	Av_00007472-RA
OG0003702	Solyc01g103050.3.1	Av_00007795-RA, Av_00000239-RA, Av_00007796-RA, Av_00000238-RA
OG0003703	Solyc08g078610.3.1	Av_00000776-RA
OG0003705	Solyc04g010040.3.1, Solyc04g010020.3.1, Solyc04g010000.3.1	Av_00022826-RA
OG0003706	Solyc09g008505.1.1, Solyc04g064850.3.1	Av_00020829-RA
OG0003707	Solyc11g005690.2.1	Av_00001871-RA
OG0003708	Solyc01g087550.3.1	Av_00004947-RA, Av_00003963-RA
OG0003709	Solyc12g021313.1.1	Av_00020610-RA, Av_00022904-RA
OG0003710	Solyc03g096770.1.1, Solyc03g096780.1.1, Solyc03g096760.1.1, Solyc06g072990.1.1	Av_00018885-RA, Av_00009498-RA
OG0003711	Solyc01g105150.3.1, Solyc10g047270.2.1	Av_00021457-RA, Av_00000863-RA
OG0003712	Solyc02g066940.3.1	Av_00010675-RA, Av_00018599-RA
OG0003714	Solyc01g010660.3.1, Solyc05g007140.3.1	Av_00000891-RA, Av_00005277-RA
OG0003715	Solyc12g062290.2.1	Av_00013612-RA, Av_00008266-RA
OG0003716	Solyc06g082100.3.1, Solyc06g071620.3.1	Av_00024056-RA, Av_00019417-RA
OG0003717	Solyc03g119730.3.1	Av_00013608-RA
OG0003718	Solyc01g009490.1.1, Solyc04g007580.1.1	Av_00005772-RA, Av_00014800-RA, Av_00014801-RA
OG0003719	Solyc04g008650.3.1	Av_00020707-RA, Av_00014291-RA
OG0003720	Solyc05g010280.3.1	Av_00002745-RA, Av_00016717-RA, Av_00024201-RA, Av_00015537-RA, Av_00016991-RA
OG0003721	Solyc07g042030.2.1	Av_00003953-RA, Av_00018615-RA, Av_00021869-RA
OG0003722	Solyc01g007900.3.1, Solyc04g008540.3.1	Av_00012483-RA
OG0003724	Solyc03g119470.2.1, Solyc12g036500.2.1	Av_00020905-RA
OG0003725	Solyc05g007430.3.1	Av_00007523-RA
OG0003726	Solyc01g080900.3.1	Av_00016572-RA, Av_00024830-RA
OG0003727	Solyc05g005810.3.1	Av_00002680-RA, Av_00005315-RA, Av_00015483-RA, Av_00023095-RA, Av_00015484-RA
OG0003728	Solyc05g012480.3.1	Av_00006398-RA
OG0003728	Solyc02g088700.3.1	Av_00010674-RA, Av_00018601-RA, Av_00021947-RA, Av_00008998-RA
OG0003729	Solyc01g011340.3.1, Solyc05g006590.3.1	Av_00006447-RA, Av_00005305-RA, Av_00007514-RA
OG0003730	Solyc05g007675.1.1	Av_00016962-RA, Av_00015512-RA
OG0003731	Solyc03g115510.2.1	Av_00000531-RA
OG0003732	Solyc02g014090.3.1, Solyc11g039960.2.1	Av_00010249-RA, Av_00010248-RA, Av_00012839-RA, Av_00010117-RA, Av_00014296-RA
OG0003733	Solyc03g115500.3.1, Solyc06g069580.3.1	Av_00010506-RA
OG0003734	Solyc02g094630.3.1	Av_00011585-RA
OG0003735	Solyc02g085810.3.1	Av_00003908-RA
OG0003737	Solyc01g008180.3.1	Av_00022385-RA
OG0003738	Solyc07g006400.2.1	Av_00012404-RA, Av_00009288-RA, Av_00011290-RA, Av_00013854-RA
OG0003739	Solyc02g068130.3.1	Av_00021159-RA, Av_00011609-RA, Av_00024133-RA
OG0003740	Solyc12g098700.1.1	Av_00003413-RA
OG0003741	Solyc05g012510.3.1	Av_00024196-RA
OG0003742	Solyc01g090290.3.1	Av_00008690-RA, Av_00014711-RA
OG0003744	Solyc06g069290.3.1, Solyc05g009990.3.1	Av_00024204-RA, Av_00020881-RA, Av_00003301-RA, Av_00007599-RA, Av_00005216-RA, Av_00002752-RA
OG0003745	Solyc04g058190.3.1	Av_00012467-RA, Av_00012466-RA, Av_00009359-RA
OG0003746	Solyc10g005020.3.1	Av_00008591-RA, Av_00014632-RA
OG0003747	Solyc06g083730.3.1	Av_00009619-RA, Av_00002206-RA, Av_00001483-RA
OG0003750	Solyc07g065060.1.1, Solyc07g065070.1.1	Av_00023417-RA, Av_00002523-RA
OG0003769	Solyc06g082780.3.1	Av_00024436-RA, Av_00019956-RA
OG0003770	Solyc09g091830.3.1	Av_00020308-RA
OG0003771	Solyc11g062390.2.1	Av_00016532-RA, Av_00006557-RA, Av_00011840-RA
OG0003772	Solyc06g008350.3.1	Av_00004794-RA
OG0003775	Solyc01g105100.3.1	Av_00008824-RA, Av_00018756-RA
OG0003775	Solyc04g072910.3.1	Av_00014702-RA, Av_00008682-RA
OG0003776	Solyc09g083420.3.1	Av_00005112-RA, Av_00013257-RA
OG0003777	Solyc09g090160.3.1	Av_00009604-RA
OG0003778	Solyc08g043180.3.1	Av_00015101-RA
OG0003779	Solyc09g008350.3.1	Av_00002896-RA, Av_00012583-RA
OG0003781	Solyc02g050200.2.1	Av_00021120-RA
OG0003782	Solyc09g015040.1.1	Av_00018008-RA, Av_00010299-RA, Av_00002957-RA, Av_00012631-RA
OG0003783	Solyc07g007780.3.1	Av_00015559-RA, Av_00004008-RA, Av_00004912-RA
OG0003784	Solyc10g080190.1.1	Av_00008130-RA, Av_00001204-RA
OG0003785	Solyc03g095240.3.1	Av_00020226-RA, Av_00020227-RA, Av_00020225-RA
OG0003786	Solyc01g100380.3.1	Av_00016615-RA, Av_00014839-RA, Av_00015123-RA, Av_00001329-RA, Av_00022995-RA
OG0003787	Solyc11g040140.2.1	Av_00005193-RA, Av_00023704-RA
OG0003789	Solyc01g067800.3.1	Av_00006465-RA
OG0003790	Solyc10g079430.2.1	Av_00018997-RA
OG0003791	Solyc08g061970.3.1, Solyc07g041300.2.1, Solyc09g075900.3.1	Av_00018779-RA
OG0003792	Solyc07g043590.3.1, Solyc12g006370.3.1	Av_00004715-RA, Av_00016904-RA, Av_00010125-RA
OG0003793	Solyc01g079780.3.1	Av_00017030-RA
OG0003793	Solyc01g098860.3.1	Av_00016274-RA
OG0003794	Solyc01g080810.3.1	Av_00011664-RA
OG0003795	Solyc10g085290.2.1	Av_00002178-RA
OG0003796	Solyc10g018870.2.1, Solyc10g018885.1.1	Av_00009153-RA
OG0003797	Solyc10g009560.1.1	Av_00021221-RA, Av_00016161-RA, Av_00020350-RA, Av_00016769-RA
OG0003798	Solyc09g061700.3.1, Solyc06g007970.3.1	Av_00009640-RA, Av_00002227-RA, Av_00024036-RA
OG0003799	Solyc12g007030.2.1	Av_00004050-RA, Av_00019451-RA
OG0003800	Solyc01g099780.3.1, Solyc01g099770.3.1	Av_00006667-RA, Av_00006906-RA, Av_00016197-RA
OG0003801	Solyc01g081400.3.1, Solyc01g060355.1.1, Solyc01g060370.1.1, Solyc07g017433.1.1, Solyc07g017470.2.1	Av_00021450-RA
OG0003802	Solyc03g007360.3.1	Av_00022250-RA
OG0003803	Solyc11g006390.2.1, Solyc05g055110.3.1	Av_00009548-RA, Av_00018923-RA
OG0003804	Solyc06g074940.3.1, Solyc11g069090.2.1	Av_00012724-RA, Av_00022872-RA
OG0003805	Solyc01g100240.3.1	Av_00016285-RA, Av_00006923-RA
OG0003806	Solyc10g081250.2.1	Av_00001270-RA
OG0003807	Solyc02g069680.3.1	Av_00010846-RA
OG0003807	Solyc06g008290.3.1	Av_00002194-RA, Av_00009614-RA
OG0003808	Solyc09g075130.3.1	Av_00023422-RA
OG0003809	Solyc01g057900.3.1	Av_00013540-RA, Av_00001561-RA
OG0003810	Solyc01g060080.3.1, Solyc12g099320.2.1	Av_00017065-RA, Av_00022825-RA, Av_00002131-RA, Av_00017064-RA
OG0003811	Solyc01g108670.3.1	Av_00012298-RA, Av_00004415-RA, Av_00012297-RA, Av_00004416-RA
OG0003812	Solyc02g085630.3.1, Solyc03g034110.3.1, Solyc03g034120.3.1, Solyc03g034130.3.1, Solyc03g034150.2.1	Av_00015360-RA, Av_00000405-RA, Av_00024398-RA, Av_00001882-RA
OG0003814	Solyc03g044000.1.1, Solyc02g092430.1.1, Solyc02g064670.1.1	Av_00017916-RA
OG0003815	Solyc02g092780.2.1	Av_00000441-RA
OG0003816	Solyc01g104000.3.1	Av_00001815-RA
OG0003817	Solyc04g072895.1.1	Av_00013999-RA, Av_00011493-RA
OG0003818	Solyc05g005690.1.1, Solyc01g068530.3.1, Solyc04g026100.1.1	Av_00020773-RA, Av_00007167-RA, Av_00012363-RA
OG0003819	Solyc05g005865.1.1	Av_00002681-RA
OG0003820	Solyc10g044900.2.1, Solyc03g059160.2.1, Solyc03g059140.3.1, Solyc03g059150.3.1	Av_00013730-RA, Av_00001825-RA
OG0003821	Solyc07g022910.3.1, Solyc12g088830.2.1	Av_00023290-RA, Av_00020156-RA
OG0003822	Solyc04g078380.2.1	Av_00009985-RA, Av_00006878-RA, Av_00024791-RA, Av_00016000-RA, Av_00004195-RA, Av_00019101-RA, Av_00010213-RA
OG0003824	Solyc10g047650.2.1, Solyc10g047643.1.1	Av_00014222-RA, Av_00011663-RA
OG0003825	Solyc05g007510.3.1	Av_00007655-RA
OG0003826	Solyc02g062600.3.1, Solyc02g085040.3.1	Av_00016327-RA
OG0003826	Solyc04g080570.3.1	Av_00004554-RA, Av_00004332-RA
OG0003827	Solyc11g010105.1.1, Solyc05g051520.3.1, Solyc11g010110.2.1	Av_00013715-RA
OG0003828	Solyc07g007650.2.1	Av_00012153-RA
OG0003830	Solyc05g013040.3.1, Solyc04g005560.3.1	Av_00024891-RA
OG0003831	Solyc01g112000.3.1	Av_00011367-RA, Av_00004575-RA, Av_00011130-RA
OG0003832	Solyc01g111610.3.1, Solyc10g055560.2.1, Solyc06g068420.1.1	Av_00004286-RA, Av_00004590-RA, Av_00015974-RA, Av_00009868-RA, Av_00011077-RA
OG0003833	Solyc02g090840.3.1	Av_00007720-RA, Av_00000299-RA, Av_00022035-RA, Av_00012495-RA
OG0003835	Solyc02g090910.3.1	Av_00012496-RA
OG0003836	Solyc02g080640.3.1, Solyc03g031620.3.1, Solyc02g032860.3.1	Av_00014142-RA, Av_00010600-RA
OG0003837	Solyc02g085280.1.1	Av_00002934-RA
OG0003838	Solyc06g060290.3.1, Solyc06g005940.3.1, Solyc05g056385.1.1, Solyc05g056400.3.1	Av_00012026-RA, Av_00022837-RA
OG0003839	Solyc03g043950.3.1, Solyc02g092260.3.1	Av_00001972-RA
OG0003840	Solyc04g077590.3.1	Av_00007914-RA, Av_00010015-RA, Av_00006865-RA
OG0003840	Solyc02g092140.1.1, Solyc02g064560.1.1	Av_00016343-RA
OG0003841	Solyc03g083010.3.1	Av_00013020-RA, Av_00024022-RA, Av_00001667-RA, Av_00021963-RA
OG0003842	Solyc06g063420.3.1	Av_00004391-RA
OG0003844	Solyc07g063260.3.1	Av_00003114-RA, Av_00007859-RA
OG0003845	Solyc07g051820.3.1	Av_00012737-RA
OG0003848	Solyc10g008820.3.1, Solyc10g008810.3.1	Av_00020664-RA, Av_00014097-RA
OG0003848	Solyc02g077340.1.1, Solyc10g008830.2.1	Av_00003645-RA
OG0003849	Solyc08g048430.3.1, Solyc02g070483.1.1	Av_00018488-RA, Av_00018060-RA, Av_00007682-RA
OG0003850	Solyc02g079150.2.1, Solyc10g005480.3.1, Solyc03g006640.3.1	Av_00007484-RA
OG0003851	Solyc03g117870.3.1, Solyc06g068650.3.1, Solyc04g024480.1.1, Solyc12g042460.2.1, Solyc07g008360.2.1	Av_00017108-RA
OG0003853	Solyc11g012290.2.1	Av_00024267-RA, Av_00014160-RA, Av_00010623-RA
OG0003854	Solyc02g070530.3.1, Solyc08g016500.3.1	Av_00007680-RA
OG0003855	Solyc01g111410.3.1	Av_00016237-RA
OG0003856	Solyc10g006870.1.1, Solyc07g063475.1.1	Av_00015781-RA, Av_00002395-RA
OG0003857	Solyc10g007340.3.1, Solyc07g062410.3.1	Av_00023766-RA
OG0003858	Solyc02g076840.3.1	Av_00003639-RA
OG0003859	Solyc11g018820.2.1, Solyc11g018770.2.1	Av_00015121-RA, Av_00001326-RA
OG0003860	Solyc02g078140.3.1, Solyc03g006400.3.1	Av_00014109-RA, Av_00005912-RA, Av_00021395-RA
OG0003861	Solyc01g104015.1.1, Solyc03g116590.3.1, Solyc03g116580.3.1	Av_00004028-RA
OG0003862	Solyc06g034330.4.1	Av_00009148-RA, Av_00014760-RA
OG0003863	Solyc02g078550.3.1	Av_00014112-RA, Av_00008720-RA, Av_00020682-RA
OG0003864	Solyc07g018270.3.1	Av_00018212-RA, Av_00001020-RA, Av_00009830-RA, Av_00011029-RA
OG0003865	Solyc07g006790.3.1	Av_00004106-RA, Av_00017157-RA
OG0003866	Solyc08g080150.1.1	Av_00023354-RA, Av_00018561-RA
OG0003866	Solyc03g006800.1.1	Av_00001605-RA
OG0003867	Solyc01g094570.3.1	Av_00003226-RA
OG0003867	Solyc03g025510.3.1	Av_00001628-RA, Av_00009409-RA
OG0003868	Solyc06g071910.3.1	Av_00013833-RA
OG0003869	Solyc06g067990.3.1	Av_00010064-RA
OG0003871	Solyc03g117470.3.1	Av_00004164-RA
OG0003872	Solyc09g007300.2.1	Av_00004245-RA
OG0003873	Solyc08g079170.3.1	Av_00010377-RA, Av_00014540-RA, Av_00005524-RA, Av_00006073-RA
OG0003874	Solyc06g076710.2.1, Solyc06g076740.2.1	Av_00006165-RA
OG0003875	Solyc03g120140.3.1	Av_00004145-RA, Av_00015441-RA
OG0003876	Solyc01g095570.3.1, Solyc10g011670.3.1	Av_00014646-RA, Av_00008609-RA, Av_00017426-RA
OG0003877	Solyc08g081010.3.1	Av_00018550-RA, Av_00010459-RA
OG0003878	Solyc08g080420.3.1	Av_00023358-RA
OG0003880	Solyc06g065670.3.1	Av_00022670-RA
OG0003880	Solyc05g018510.3.1	Av_00005871-RA, Av_00012127-RA
OG0003881	Solyc05g008010.3.1, Solyc12g008720.2.1	Av_00006292-RA, Av_00008895-RA, Av_00016026-RA, Av_00004227-RA
OG0003882	Solyc06g010200.3.1, Solyc10g011940.1.1	Av_00014280-RA
OG0003883	Solyc03g093160.3.1	Av_00009151-RA, Av_00014762-RA
OG0003884	Solyc12g010570.1.1, Solyc07g006280.3.1, Solyc03g114490.2.1, Solyc03g114495.1.1, Solyc12g038410.2.1, Solyc03g114480.3.1, Solyc06g069320.3.1	Av_00023430-RA, Av_00009812-RA
OG0003885	Solyc08g083130.3.1	Av_00009482-RA, Av_00013037-RA, Av_00017630-RA, Av_00009943-RA
OG0003886	Solyc08g007430.2.1, Solyc08g078950.3.1, Solyc06g060620.3.1	Av_00003021-RA
OG0003890	Solyc01g095130.3.1	Av_00010438-RA
OG0003891	Solyc08g059760.3.1	Av_00010091-RA
OG0003892	Solyc02g077290.2.1	Av_00005892-RA, Av_00021402-RA
OG0003893	Solyc02g069720.3.1	Av_00018382-RA, Av_00005168-RA, Av_00020055-RA
OG0003895	Solyc06g007200.3.1, Solyc06g007190.3.1, Solyc06g082080.3.1, Solyc05g052520.3.1	Av_00008524-RA, Av_00021080-RA
OG0003896	Solyc11g065000.2.1	Av_00008119-RA, Av_00014897-RA, Av_00001220-RA
OG0003897	Solyc12g017410.2.1	Av_00023253-RA
OG0003898	Solyc11g011070.2.1	Av_00014194-RA
OG0003900	Solyc07g054470.1.1, Solyc07g063470.1.1	Av_00008542-RA, Av_00013115-RA
OG0003901	Solyc11g071570.2.1	Av_00013290-RA
OG0003902	Solyc09g007820.2.1, Solyc10g086137.1.1	Av_00011731-RA, Av_00024777-RA, Av_00023398-RA
OG0003903	Solyc04g054680.2.1, Solyc04g054650.2.1, Solyc10g086080.2.1, Solyc09g007680.3.1, Solyc09g007700.3.1, Solyc10g084100.2.1	Av_00012553-RA, Av_00002867-RA
OG0003904	Solyc11g013120.2.1	Av_00003188-RA
OG0003905	Solyc03g031600.3.1, Solyc02g080820.3.1	Av_00005605-RA
OG0003906	Solyc11g007670.2.1	Av_00006483-RA
OG0003907	Solyc12g005330.2.1, Solyc10g006580.3.1, Solyc07g063910.3.1	Av_00007309-RA, Av_00019038-RA, Av_00018737-RA
OG0003908	Solyc10g008980.3.1	Av_00024909-RA
OG0003909	Solyc01g073660.3.1	Av_00021359-RA
OG0003910	Solyc02g078220.1.1	Av_00020677-RA
OG0003911	Solyc06g082980.3.1	Av_00012473-RA, Av_00015903-RA, Av_00012472-RA
OG0003912	Solyc11g042760.1.1, Solyc11g071440.2.1, Solyc11g071990.2.1	Av_00008500-RA
OG0003914	Solyc07g056270.3.1	Av_00016889-RA, Av_00012717-RA, Av_00024692-RA
OG0003915	Solyc01g096490.3.1	Av_00010677-RA, Av_00018596-RA
OG0003916	Solyc06g051750.3.1	Av_00005703-RA, Av_00017266-RA
OG0003917	Solyc07g056630.3.1	Av_00011764-RA, Av_00019976-RA
OG0003918	Solyc03g079920.3.1	Av_00008175-RA, Av_00004353-RA
OG0003921	Solyc02g070000.3.1, Solyc02g023950.3.1	Av_00002784-RA, Av_00005178-RA
OG0003922	Solyc01g097640.3.1, Solyc01g097260.3.1	Av_00020587-RA
OG0003923	Solyc02g021650.3.1	Av_00005190-RA
OG0003924	Solyc02g080660.3.1	Av_00005609-RA, Av_00005963-RA
OG0003926	Solyc11g065870.2.1	Av_00014398-RA
OG0003927	Solyc04g008630.3.1	Av_00003441-RA, Av_00000799-RA
OG0003928	Solyc12g006220.2.1, Solyc07g045210.1.1	Av_00006214-RA, Av_00019807-RA
OG0003929	Solyc08g015770.3.1	Av_00019181-RA
OG0003930	Solyc07g063320.3.1, Solyc07g063310.3.1	Av_00000202-RA
OG0003931	Solyc12g100353.1.1	Av_00004342-RA, Av_00008163-RA
OG0003932	Solyc11g008040.2.1	Av_00007051-RA
OG0003933	Solyc08g044400.2.1	Av_00006242-RA
OG0003934	Solyc10g081020.2.1	Av_00000702-RA, Av_00014727-RA
OG0003935	Solyc06g082220.3.1	Av_00023603-RA, Av_00022319-RA
OG0003937	Solyc06g036700.2.1	Av_00001139-RA
OG0003938	Solyc06g072490.3.1, Solyc03g097900.3.1, Solyc09g082520.3.1	Av_00021215-RA, Av_00016764-RA, Av_00020347-RA, Av_00020346-RA
OG0003939	Solyc04g072140.3.1	Av_00023535-RA
OG0003940	Solyc02g064950.3.1, Solyc02g093140.3.1, Solyc01g107860.3.1	Av_00002003-RA, Av_00017942-RA
OG0003941	Solyc12g089320.2.1	Av_00016013-RA
OG0003942	Solyc03g097730.2.1, Solyc03g097720.3.1, Solyc06g072550.3.1, Solyc06g072530.3.1	Av_00009244-RA, Av_00024405-RA, Av_00011216-RA, Av_00010996-RA, Av_00017723-RA
OG0003943	Solyc03g119790.3.1	Av_00017343-RA, Av_00008498-RA
OG0003944	Solyc05g044610.2.1	Av_00014627-RA
OG0003945	Solyc10g044840.2.1	Av_00020139-RA
OG0003946	Solyc10g047540.2.1	Av_00003552-RA
OG0003948	Solyc11g013330.2.1	Av_00008567-RA
OG0003949	Solyc04g082570.3.1	Av_00019426-RA, Av_00012104-RA
