Orthogroup	S_lycopersicum.proteins	D_spatulata.proteins
OG0006468	Solyc08g008580.3.1, Solyc08g083115.1.1	Ds_00008972-RA
OG0006469	Solyc03g006820.3.1	Ds_00012020-RA
OG0006470	Solyc11g072190.2.1	Ds_00006657-RA, Ds_00016798-RA
OG0006472	Solyc08g081580.3.1	Ds_00001281-RA, Ds_00001280-RA
OG0006474	Solyc04g009330.3.1	Ds_00008807-RA
OG0006475	Solyc03g123760.3.1	Ds_00002357-RA
OG0006476	Solyc10g038060.2.1, Solyc08g065760.3.1	Ds_00000425-RA
OG0006477	Solyc03g063700.1.1	Ds_00009578-RA
OG0006479	Solyc03g083590.3.1	Ds_00009282-RA
OG0006480	Solyc02g068580.1.1	Ds_00000205-RA
OG0006481	Solyc02g014460.3.1	Ds_00009674-RA
OG0006482	Solyc01g091860.3.1	Ds_00016477-RA
OG0006483	Solyc08g067920.3.1	Ds_00014268-RA
OG0006484	Solyc09g082710.3.1, Solyc03g005227.1.1	Ds_00006292-RA
OG0006486	Solyc08g065350.3.1	Ds_00011314-RA
OG0006487	Solyc07g005400.3.1, Solyc12g010170.2.1	Ds_00007185-RA
OG0006488	Solyc06g066770.1.1, Solyc03g120330.1.1, Solyc03g120320.1.1	Ds_00010385-RA
OG0006489	Solyc06g034160.3.1	Ds_00009294-RA
OG0006490	Solyc06g051900.3.1	Ds_00005675-RA
OG0006491	Solyc07g007690.3.1	Ds_00009645-RA
OG0006492	Solyc12g006950.1.1, Solyc12g006960.2.1	Ds_00015059-RA
OG0006493	Solyc07g006035.1.1	Ds_00017636-RA
OG0006494	Solyc12g044620.2.1	Ds_00002396-RA
OG0006495	Solyc08g079820.3.1	Ds_00009885-RA
OG0006497	Solyc10g039270.2.1	Ds_00003477-RA
OG0006498	Solyc03g123640.3.1	Ds_00002314-RA
OG0006500	Solyc05g026240.2.1	Ds_00000220-RA
OG0006501	Solyc08g028780.1.1	Ds_00002618-RA
OG0006502	Solyc01g091950.3.1	Ds_00003555-RA, Ds_00008793-RA
OG0006503	Solyc02g078560.3.1	Ds_00015221-RA
OG0006504	Solyc07g042460.2.1, Solyc05g025687.1.1	Ds_00016987-RA
OG0006505	Solyc12g006540.2.1	Ds_00000674-RA
OG0006506	Solyc11g071230.2.1, Solyc08g068430.3.1	Ds_00007317-RA, Ds_00007319-RA
OG0006507	Solyc03g123990.3.1	Ds_00000452-RA
OG0006508	Solyc07g008050.3.1	Ds_00007243-RA
OG0006509	Solyc11g019960.2.1	Ds_00002631-RA
OG0006510	Solyc08g008630.3.1	Ds_00002786-RA
OG0006511	Solyc01g094000.3.1, Solyc02g055390.2.1	Ds_00008800-RA
OG0006514	Solyc11g012140.2.1	Ds_00003997-RA
OG0006515	Solyc06g036340.3.1, Solyc03g007590.3.1	Ds_00005692-RA
OG0006516	Solyc07g007920.2.1	Ds_00015736-RA
OG0006517	Solyc07g006260.3.1	Ds_00009867-RA
OG0006518	Solyc01g008330.3.1	Ds_00004269-RA
OG0006519	Solyc01g090940.3.1	Ds_00017656-RA
OG0006520	Solyc04g047770.3.1	Ds_00002406-RA
OG0006521	Solyc05g056220.3.1, Solyc05g056210.3.1	Ds_00012071-RA
OG0006522	Solyc06g065740.3.1	Ds_00013616-RA
OG0006524	Solyc12g006480.2.1	Ds_00015725-RA
OG0006525	Solyc08g083070.3.1	Ds_00002800-RA
OG0006526	Solyc07g049230.1.1	Ds_00009522-RA
OG0006527	Solyc03g116550.3.1	Ds_00000676-RA
OG0006528	Solyc08g083290.3.1	Ds_00002779-RA
OG0006529	Solyc08g062940.3.1, Solyc03g121760.3.1	Ds_00000954-RA
OG0006530	Solyc03g118840.3.1, Solyc12g040390.2.1	Ds_00017262-RA
OG0006531	Solyc06g068490.3.1	Ds_00000631-RA, Ds_00002473-RA
OG0006532	Solyc08g021920.3.1, Solyc08g021890.3.1	Ds_00013531-RA
OG0006533	Solyc11g070055.1.1, Solyc11g070070.2.1	Ds_00015713-RA
OG0006534	Solyc11g072270.2.1, Solyc03g083520.3.1	Ds_00012937-RA
OG0006535	Solyc01g091190.3.1, Solyc05g050980.3.1	Ds_00006360-RA
OG0006536	Solyc03g083540.3.1, Solyc06g011630.1.1	Ds_00015620-RA, Ds_00018011-RA
OG0006537	Solyc03g120150.3.1	Ds_00000717-RA
OG0006538	Solyc06g083100.2.1, Solyc06g083090.3.1	Ds_00006474-RA
OG0006539	Solyc12g008490.2.1	Ds_00000228-RA
OG0006540	Solyc06g010270.1.1	Ds_00004133-RA
OG0006540	Solyc10g084090.2.1	Ds_00013718-RA
OG0006541	Solyc09g010810.3.1	Ds_00010366-RA
OG0006542	Solyc11g066610.2.1	Ds_00014837-RA
OG0006543	Solyc11g073300.2.1	Ds_00014711-RA
OG0006544	Solyc09g009780.3.1	Ds_00015547-RA, Ds_00016239-RA
OG0006546	Solyc02g069390.2.1, Solyc02g030460.2.1	Ds_00004275-RA, Ds_00004768-RA, Ds_00004276-RA
OG0006547	Solyc10g081190.2.1	Ds_00009355-RA
OG0006548	Solyc09g011810.3.1	Ds_00013690-RA
OG0006549	Solyc02g030210.3.1	Ds_00009589-RA
OG0006550	Solyc06g074110.3.1, Solyc11g068960.2.1	Ds_00008321-RA
OG0006552	Solyc02g080990.2.1	Ds_00004480-RA
OG0006553	Solyc11g007320.2.1	Ds_00005494-RA
OG0006554	Solyc07g005730.3.1, Solyc07g005720.3.1	Ds_00017000-RA
OG0006555	Solyc04g009830.3.1	Ds_00007370-RA
OG0006556	Solyc04g009550.3.1, Solyc04g049710.3.1	Ds_00010825-RA
OG0006558	Solyc10g005890.3.1	Ds_00001680-RA
OG0006559	Solyc01g056625.1.1	Ds_00010293-RA
OG0006560	Solyc03g114930.3.1	Ds_00006472-RA
OG0006561	Solyc11g066420.1.1	Ds_00005229-RA, Ds_00004128-RA
OG0006562	Solyc10g078660.2.1	Ds_00008344-RA
OG0006563	Solyc09g007190.3.1	Ds_00001662-RA
OG0006565	Solyc06g074130.3.1	Ds_00011559-RA
OG0006566	Solyc10g079190.2.1, Solyc04g017710.3.1	Ds_00000377-RA
OG0006567	Solyc07g066320.3.1	Ds_00017498-RA
OG0006569	Solyc07g062590.3.1, Solyc10g007200.3.1	Ds_00017446-RA
OG0006570	Solyc06g082800.3.1, Solyc06g007710.3.1	Ds_00012799-RA, Ds_00017809-RA
OG0006571	Solyc01g006090.3.1, Solyc01g006170.3.1	Ds_00011477-RA
OG0006572	Solyc12g011160.2.1	Ds_00004141-RA
OG0006573	Solyc11g069080.2.1	Ds_00005171-RA
OG0006574	Solyc10g050540.2.1	Ds_00007341-RA
OG0006575	Solyc11g065950.2.1	Ds_00007495-RA
OG0006576	Solyc09g011030.3.1	Ds_00014899-RA
OG0006577	Solyc04g049350.3.1, Solyc04g009620.3.1	Ds_00016278-RA, Ds_00011052-RA, Ds_00002192-RA
OG0006578	Solyc05g054990.3.1, Solyc02g084380.3.1	Ds_00011460-RA, Ds_00017873-RA
OG0006579	Solyc01g006710.3.1	Ds_00007034-RA
OG0006580	Solyc09g058998.1.1	Ds_00007434-RA, Ds_00017585-RA
OG0006581	Solyc01g102510.3.1	Ds_00004769-RA
OG0006582	Solyc01g005490.3.1, Solyc06g054410.3.1	Ds_00015799-RA, Ds_00002092-RA
OG0006584	Solyc11g072970.2.1	Ds_00010050-RA
OG0006585	Solyc02g083110.1.1	Ds_00011603-RA
OG0006588	Solyc01g058530.3.1	Ds_00011589-RA
OG0006589	Solyc01g005620.3.1	Ds_00002710-RA
OG0006590	Solyc06g051250.1.1	Ds_00015897-RA
OG0006591	Solyc09g055310.3.1, Solyc10g076450.2.1	Ds_00013140-RA
OG0006592	Solyc07g066580.3.1, Solyc02g078990.3.1	Ds_00003324-RA
OG0006593	Solyc05g053950.3.1	Ds_00016547-RA
OG0006594	Solyc06g005950.3.1	Ds_00008253-RA
OG0006595	Solyc03g006140.3.1	Ds_00010104-RA, Ds_00011605-RA
OG0006596	Solyc10g081910.2.1, Solyc01g007130.3.1	Ds_00013514-RA
OG0006598	Solyc02g078810.3.1, Solyc10g009160.3.1	Ds_00015225-RA
OG0006599	Solyc11g007830.2.1, Solyc03g111160.3.1	Ds_00006034-RA
OG0006600	Solyc02g069230.3.1	Ds_00012391-RA
OG0006601	Solyc11g007700.2.1	Ds_00005488-RA
OG0006602	Solyc01g007160.3.1, Solyc01g110330.2.1	Ds_00009634-RA
OG0006604	Solyc11g073160.2.1	Ds_00007509-RA
OG0006605	Solyc11g017190.2.1	Ds_00001170-RA
OG0006607	Solyc10g083330.1.1, Solyc09g009840.1.1	Ds_00002088-RA
OG0006608	Solyc06g005020.2.1, Solyc11g072450.2.1, Solyc06g005010.1.1	Ds_00005207-RA
OG0006609	Solyc07g042980.3.1, Solyc07g042970.3.1	Ds_00011437-RA
OG0006610	Solyc12g011110.1.1, Solyc12g011120.2.1, Solyc07g056140.3.1	Ds_00005190-RA
OG0006611	Solyc06g050170.3.1	Ds_00013147-RA
OG0006612	Solyc02g086100.3.1	Ds_00008470-RA
OG0006613	Solyc10g081220.2.1	Ds_00004812-RA
OG0006614	Solyc09g015360.3.1	Ds_00011619-RA
OG0006615	Solyc10g081440.2.1	Ds_00004815-RA
OG0006616	Solyc12g042370.2.1	Ds_00009218-RA, Ds_00009737-RA
OG0006617	Solyc03g097450.3.1	Ds_00013750-RA
OG0006621	Solyc01g091350.3.1	Ds_00015510-RA
OG0006622	Solyc12g099290.2.1	Ds_00000482-RA
OG0006623	Solyc03g033480.3.1, Solyc03g033470.3.1	Ds_00001448-RA
OG0006624	Solyc11g018590.1.1, Solyc06g065370.3.1	Ds_00002904-RA, Ds_00018088-RA, Ds_00017613-RA, Ds_00013641-RA, Ds_00013645-RA
OG0006626	Solyc03g007270.3.1	Ds_00012580-RA
OG0006627	Solyc03g007560.2.1, Solyc03g007850.1.1, Solyc12g056080.2.1	Ds_00015832-RA, Ds_00010873-RA, Ds_00017369-RA
OG0006628	Solyc09g089640.2.1	Ds_00006426-RA
OG0006629	Solyc04g016130.3.1, Solyc04g016160.3.1, Solyc04g016150.2.1, Solyc10g080020.2.1	Ds_00017180-RA
OG0006630	Solyc01g080360.3.1	Ds_00003097-RA, Ds_00011218-RA
OG0006631	Solyc06g065040.3.1	Ds_00012554-RA, Ds_00017618-RA
OG0006632	Solyc05g023760.3.1	Ds_00004298-RA
OG0006633	Solyc07g047800.3.1	Ds_00006629-RA
OG0006634	Solyc04g017770.1.1, Solyc07g032640.2.1	Ds_00005398-RA
OG0006635	Solyc09g014890.3.1	Ds_00010736-RA
OG0006636	Solyc11g027870.2.1	Ds_00002889-RA
OG0006637	Solyc12g056530.2.1, Solyc04g071340.4.1	Ds_00010865-RA
OG0006638	Solyc03g080010.3.1	Ds_00007678-RA
OG0006640	Solyc06g073033.1.1	Ds_00005583-RA
OG0006641	Solyc12g008770.2.1	Ds_00000202-RA
OG0006643	Solyc04g054310.3.1	Ds_00007293-RA
OG0006644	Solyc09g065270.3.1	Ds_00004748-RA
OG0006645	Solyc06g053340.3.1	Ds_00005038-RA
OG0006646	Solyc04g050470.3.1	Ds_00017582-RA
OG0006647	Solyc01g110340.3.1	Ds_00000328-RA, Ds_00011268-RA
OG0006648	Solyc05g048770.3.1	Ds_00003572-RA
OG0006649	Solyc09g075360.3.1	Ds_00011053-RA, Ds_00016281-RA
OG0006650	Solyc01g095410.3.1	Ds_00002811-RA, Ds_00012499-RA
OG0006651	Solyc08g082170.3.1	Ds_00002105-RA
OG0006652	Solyc11g013300.2.1, Solyc01g104290.2.1	Ds_00001627-RA
OG0006653	Solyc03g118940.3.1, Solyc03g118930.2.1	Ds_00005296-RA
OG0006654	Solyc09g090640.3.1	Ds_00005088-RA
OG0006655	Solyc03g118260.2.1, Solyc12g042170.2.1, Solyc05g023750.3.1	Ds_00004299-RA
OG0006656	Solyc04g009810.3.1	Ds_00004041-RA
OG0006657	Solyc02g085420.3.1	Ds_00010905-RA
OG0006658	Solyc06g060780.4.1	Ds_00017605-RA
OG0006659	Solyc02g090090.3.1	Ds_00005397-RA
OG0006661	Solyc01g106440.3.1	Ds_00012182-RA
OG0006662	Solyc09g090870.3.1	Ds_00002454-RA
OG0006663	Solyc06g084030.3.1	Ds_00009157-RA
OG0006664	Solyc01g066770.3.1, Solyc12g099510.2.1, Solyc05g054295.1.1	Ds_00007605-RA
OG0006665	Solyc01g068130.3.1	Ds_00015591-RA, Ds_00012363-RA
OG0006666	Solyc02g090135.1.1	Ds_00011862-RA
OG0006667	Solyc11g017230.2.1	Ds_00005454-RA
OG0006668	Solyc01g067280.3.1	Ds_00002768-RA
OG0006669	Solyc01g106790.3.1	Ds_00012198-RA
OG0006670	Solyc12g041880.2.1	Ds_00004774-RA
OG0006672	Solyc01g094880.3.1	Ds_00012484-RA
OG0006673	Solyc06g083640.3.1	Ds_00006555-RA
OG0006674	Solyc01g098080.3.1	Ds_00006185-RA
OG0006676	Solyc08g075850.3.1	Ds_00004550-RA
OG0006677	Solyc11g010500.1.1, Solyc05g051400.3.1	Ds_00001990-RA, Ds_00003614-RA
OG0006678	Solyc07g006160.3.1	Ds_00017632-RA
OG0006679	Solyc04g076960.3.1	Ds_00000581-RA
OG0006680	Solyc01g109300.3.1	Ds_00016503-RA
OG0006682	Solyc05g008260.3.1	Ds_00001980-RA
OG0006683	Solyc05g055905.1.1, Solyc04g050190.3.1	Ds_00004029-RA
OG0006684	Solyc04g010080.3.1	Ds_00006253-RA
OG0006686	Solyc05g047690.3.1	Ds_00001331-RA, Ds_00016359-RA
OG0006687	Solyc06g063370.3.1	Ds_00003488-RA
OG0006688	Solyc01g104230.3.1	Ds_00001941-RA
OG0006689	Solyc02g092420.3.1	Ds_00001491-RA
OG0006690	Solyc12g094380.2.1, Solyc06g062280.3.1	Ds_00012857-RA, Ds_00015050-RA
OG0006691	Solyc01g007940.3.1, Solyc05g013380.3.1	Ds_00010697-RA
OG0006692	Solyc06g009530.3.1	Ds_00011818-RA
OG0006693	Solyc03g111660.3.1	Ds_00009696-RA
OG0006694	Solyc11g070020.2.1	Ds_00017620-RA
OG0006695	Solyc04g015330.3.1	Ds_00004736-RA, Ds_00004737-RA
OG0006696	Solyc09g011260.2.1, Solyc09g011270.3.1	Ds_00017044-RA, Ds_00017045-RA, Ds_00004084-RA
OG0006697	Solyc03g078120.3.1, Solyc11g005920.2.1	Ds_00003954-RA, Ds_00003953-RA
OG0006698	Solyc02g036460.3.1, Solyc02g081440.3.1, Solyc02g081430.3.1	Ds_00006998-RA
OG0006702	Solyc06g034100.3.1	Ds_00009299-RA
OG0006703	Solyc05g007910.3.1	Ds_00010566-RA
OG0006704	Solyc06g071140.3.1	Ds_00016159-RA
OG0006706	Solyc02g085880.2.1, Solyc02g094860.2.1	Ds_00008478-RA, Ds_00016157-RA
OG0006707	Solyc05g009880.3.1, Solyc04g006990.3.1	Ds_00008600-RA
OG0006709	Solyc01g088630.2.1	Ds_00017281-RA
OG0006710	Solyc03g113090.3.1, Solyc06g070970.3.1	Ds_00012433-RA
OG0006713	Solyc01g089870.3.1	Ds_00008667-RA, Ds_00008666-RA
OG0006714	Solyc08g036600.2.1	Ds_00005746-RA
OG0006715	Solyc12g035360.2.1	Ds_00000963-RA
OG0006716	Solyc05g042120.3.1	Ds_00017208-RA
OG0006717	Solyc07g039317.1.1	Ds_00017264-RA
OG0006718	Solyc02g089310.1.1	Ds_00015245-RA
OG0006719	Solyc06g069210.3.1	Ds_00016124-RA
OG0006720	Solyc12g038590.2.1, Solyc12g038600.2.1	Ds_00014129-RA
OG0006721	Solyc03g097000.3.1	Ds_00005568-RA
OG0006722	Solyc03g097130.3.1	Ds_00017434-RA
OG0006723	Solyc05g006520.3.1, Solyc04g005080.3.1	Ds_00008982-RA
OG0006724	Solyc03g046340.3.1	Ds_00008501-RA
OG0006725	Solyc03g093430.3.1	Ds_00009295-RA
OG0006726	Solyc03g114760.3.1	Ds_00005315-RA
OG0006727	Solyc05g012130.3.1	Ds_00010499-RA
OG0006728	Solyc02g093990.3.1, Solyc03g005050.3.1	Ds_00009712-RA, Ds_00001904-RA
OG0006729	Solyc03g070440.3.1, Solyc02g089130.3.1	Ds_00017105-RA
OG0006730	Solyc01g016800.1.1, Solyc05g011930.3.1, Solyc05g011960.3.1, Solyc05g011950.2.1	Ds_00009124-RA
OG0006731	Solyc02g063330.3.1, Solyc02g091470.3.1	Ds_00016649-RA
OG0006734	Solyc05g008380.3.1	Ds_00008546-RA
OG0006735	Solyc04g009370.3.1	Ds_00004170-RA
OG0006736	Solyc03g097070.3.1	Ds_00007659-RA
OG0006738	Solyc03g097250.3.1	Ds_00005563-RA
OG0006739	Solyc03g114460.3.1, Solyc12g038400.2.1	Ds_00010615-RA
OG0006740	Solyc08g007000.3.1, Solyc08g077150.3.1	Ds_00013138-RA
OG0006742	Solyc01g081060.3.1, Solyc08g076080.3.1	Ds_00013086-RA, Ds_00004860-RA
OG0006743	Solyc02g021620.3.1, Solyc02g070290.3.1	Ds_00004251-RA
OG0006745	Solyc01g081050.4.1	Ds_00009223-RA
OG0006746	Solyc03g114310.3.1	Ds_00018071-RA
OG0006747	Solyc04g050040.3.1	Ds_00017097-RA
OG0006748	Solyc02g086130.3.1	Ds_00009257-RA
OG0006749	Solyc03g111740.3.1, Solyc03g111750.2.1	Ds_00009692-RA
OG0006750	Solyc01g100250.3.1	Ds_00017892-RA
OG0006751	Solyc05g009280.3.1	Ds_00016156-RA
OG0006752	Solyc03g093830.3.1	Ds_00003339-RA
OG0006754	Solyc06g069680.1.1, Solyc03g115690.1.1	Ds_00017134-RA, Ds_00014112-RA
OG0006755	Solyc02g081460.3.1	Ds_00017315-RA
OG0006756	Solyc02g087230.3.1	Ds_00014150-RA
OG0006757	Solyc03g019760.3.1	Ds_00000387-RA
OG0006758	Solyc02g094260.1.1	Ds_00007667-RA
OG0006760	Solyc05g006790.2.1, Solyc05g006780.3.1	Ds_00015820-RA
OG0006761	Solyc02g091330.3.1	Ds_00011054-RA
OG0006762	Solyc06g071430.3.1	Ds_00003767-RA
OG0006763	Solyc06g072510.3.1, Solyc06g072500.2.1	Ds_00002203-RA
OG0006764	Solyc04g007880.3.1	Ds_00008526-RA
OG0006766	Solyc05g054140.3.1	Ds_00008679-RA, Ds_00011922-RA
OG0006767	Solyc03g046350.3.1, Solyc02g089600.3.1	Ds_00012100-RA
OG0006768	Solyc06g083360.3.1	Ds_00000746-RA
OG0006769	Solyc05g008480.3.1, Solyc02g063290.3.1, Solyc02g091110.3.1	Ds_00006530-RA
OG0006770	Solyc05g007890.3.1	Ds_00010564-RA
OG0006771	Solyc01g005160.3.1, Solyc04g008100.2.1	Ds_00012709-RA
OG0006772	Solyc05g007080.3.1	Ds_00004322-RA
OG0006773	Solyc05g007500.3.1	Ds_00008435-RA
OG0006774	Solyc06g071420.3.1, Solyc03g114280.3.1	Ds_00016277-RA
OG0006775	Solyc06g071030.3.1	Ds_00012443-RA
OG0006776	Solyc02g086330.3.1	Ds_00006708-RA
OG0006777	Solyc03g096880.3.1, Solyc06g072820.3.1	Ds_00005574-RA, Ds_00008649-RA
OG0006778	Solyc08g082540.3.1	Ds_00015478-RA
OG0006779	Solyc08g081530.3.1	Ds_00001286-RA
OG0006780	Solyc03g123780.3.1	Ds_00013050-RA
OG0006782	Solyc07g040960.1.1, Solyc12g009000.1.1	Ds_00000110-RA
OG0006783	Solyc08g045640.3.1	Ds_00009503-RA
OG0006790	Solyc04g025790.1.1, Solyc04g025780.1.1, Solyc04g025750.3.1, Solyc05g005870.3.1	Ds_00015468-RA
OG0006795	Solyc01g094320.3.1, Solyc08g007940.3.1, Solyc01g094315.1.1, Solyc05g049870.3.1	Ds_00004599-RA
OG0006797	Solyc06g030510.3.1	Ds_00015187-RA, Ds_00017506-RA, Ds_00016667-RA, Ds_00015191-RA
OG0006834	Solyc01g096700.3.1	Ds_00007001-RA, Ds_00006235-RA
OG0006835	Solyc09g091400.3.1	Ds_00007138-RA
OG0006836	Solyc06g074170.3.1, Solyc11g068750.2.1	Ds_00015676-RA, Ds_00015675-RA
OG0006837	Solyc08g005110.1.1	Ds_00013121-RA
OG0006838	Solyc06g084420.1.1, Solyc09g074260.1.1	Ds_00004717-RA
OG0006840	Solyc09g065020.3.1	Ds_00003129-RA
OG0006841	Solyc02g021366.1.1, Solyc08g045870.2.1	Ds_00018099-RA, Ds_00018100-RA, Ds_00017994-RA, Ds_00011718-RA
OG0006842	Solyc02g086880.3.1	Ds_00001877-RA, Ds_00017457-RA
OG0006844	Solyc09g011380.3.1, Solyc10g086640.2.1	Ds_00011126-RA
OG0006845	Solyc11g065040.2.1	Ds_00014942-RA
OG0006846	Solyc03g119280.3.1	Ds_00013710-RA
OG0006847	Solyc04g016250.3.1	Ds_00009597-RA
OG0006848	Solyc02g078200.3.1	Ds_00015196-RA
OG0006849	Solyc01g080080.3.1	Ds_00004647-RA, Ds_00002990-RA
OG0006850	Solyc07g007210.3.1	Ds_00011934-RA
OG0006852	Solyc04g050930.3.1	Ds_00013726-RA
OG0006853	Solyc12g099930.2.1	Ds_00014931-RA
OG0006855	Solyc03g063550.1.1	Ds_00007621-RA
OG0006856	Solyc01g098230.3.1	Ds_00007824-RA
OG0006857	Solyc05g016395.1.1, Solyc07g042930.3.1	Ds_00000179-RA
OG0006858	Solyc06g066000.2.1, Solyc06g065990.1.1	Ds_00002599-RA
OG0006859	Solyc01g098550.3.1	Ds_00014410-RA
OG0006861	Solyc05g053190.3.1	Ds_00014667-RA
OG0006862	Solyc09g098370.3.1	Ds_00016398-RA
OG0006863	Solyc01g080670.3.1	Ds_00003084-RA
OG0006864	Solyc09g064890.3.1	Ds_00000893-RA
OG0006865	Solyc12g098510.1.1	Ds_00017718-RA
OG0006866	Solyc05g012190.3.1	Ds_00015096-RA, Ds_00007603-RA
OG0006867	Solyc01g087950.3.1, Solyc01g087920.1.1, Solyc01g087940.2.1, Solyc01g087970.3.1	Ds_00006693-RA
OG0006868	Solyc01g100740.3.1	Ds_00003927-RA
OG0006869	Solyc10g083760.2.1, Solyc10g083540.2.1	Ds_00002041-RA, Ds_00008739-RA
OG0006870	Solyc00g009141.1.1	Ds_00004206-RA
OG0006871	Solyc05g054710.3.1	Ds_00009608-RA
OG0006874	Solyc06g073190.3.1	Ds_00005042-RA
OG0006875	Solyc09g075180.3.1	Ds_00000957-RA
OG0006876	Solyc10g079410.2.1, Solyc10g079770.2.1	Ds_00010975-RA
OG0006877	Solyc06g076100.3.1	Ds_00010080-RA
OG0006878	Solyc04g051710.2.1	Ds_00005266-RA
OG0006880	Solyc08g082830.3.1, Solyc08g082840.2.1	Ds_00011461-RA, Ds_00017874-RA, Ds_00011465-RA
OG0006881	Solyc09g098390.3.1	Ds_00014662-RA, Ds_00017838-RA
OG0006882	Solyc10g081650.2.1	Ds_00015288-RA
OG0006884	Solyc06g072170.2.1, Solyc06g072165.1.1	Ds_00006433-RA
OG0006887	Solyc11g069690.2.1	Ds_00004123-RA
OG0006888	Solyc09g092130.3.1	Ds_00005709-RA
OG0006889	Solyc04g008890.3.1, Solyc08g069080.3.1	Ds_00003197-RA, Ds_00003202-RA
OG0006890	Solyc06g075000.3.1	Ds_00002680-RA
OG0006892	Solyc07g008270.3.1	Ds_00007256-RA
OG0006894	Solyc03g019910.3.1	Ds_00015001-RA, Ds_00000912-RA, Ds_00014928-RA
OG0006895	Solyc05g010320.3.1, Solyc05g010310.3.1	Ds_00003262-RA
OG0006896	Solyc01g079507.1.1	Ds_00012337-RA
OG0006897	Solyc08g013990.3.1	Ds_00009527-RA
OG0006899	Solyc12g006550.2.1	Ds_00015722-RA
OG0006900	Solyc09g091850.3.1	Ds_00005546-RA
OG0006901	Solyc11g005200.2.1	Ds_00010807-RA
OG0006903	Solyc01g079690.3.1	Ds_00004650-RA
OG0006904	Solyc03g051970.3.1	Ds_00011321-RA, Ds_00007168-RA, Ds_00002703-RA
OG0006905	Solyc01g081120.2.1, Solyc01g081115.1.1	Ds_00012264-RA
OG0006906	Solyc06g008120.1.1	Ds_00016285-RA
OG0006906	Solyc03g005700.1.1	Ds_00007134-RA
OG0006907	Solyc06g074030.1.1, Solyc11g068770.1.1	Ds_00010148-RA
OG0006908	Solyc09g074900.3.1	Ds_00011056-RA
OG0006911	Solyc06g054450.2.1	Ds_00004996-RA
OG0006912	Solyc05g043353.1.1	Ds_00009535-RA
OG0006914	Solyc09g047900.2.1	Ds_00001114-RA, Ds_00001113-RA
OG0006915	Solyc01g096450.3.1	Ds_00016346-RA
OG0006917	Solyc09g091760.2.1, Solyc05g053660.2.1	Ds_00005700-RA
OG0006918	Solyc12g098860.2.1	Ds_00005031-RA
OG0006919	Solyc05g052530.2.1	Ds_00006612-RA
OG0006921	Solyc11g018670.2.1	Ds_00005458-RA
OG0006922	Solyc06g068450.2.1	Ds_00000639-RA
OG0006923	Solyc11g005570.2.1	Ds_00013915-RA
OG0006924	Solyc11g011450.2.1	Ds_00009798-RA, Ds_00004370-RA
OG0006926	Solyc09g082430.1.1, Solyc09g082420.1.1, Solyc09g082440.1.1, Solyc09g082480.2.1, Solyc10g045190.2.1	Ds_00003155-RA
OG0006927	Solyc09g030390.3.1	Ds_00010093-RA
OG0006928	Solyc12g098380.2.1	Ds_00005701-RA
OG0006929	Solyc09g008780.3.1	Ds_00017148-RA
OG0006930	Solyc11g008430.2.1	Ds_00006010-RA
OG0006931	Solyc04g057830.1.1	Ds_00013934-RA
OG0006933	Solyc04g017650.3.1	Ds_00010971-RA
OG0006934	Solyc05g050390.3.1	Ds_00002839-RA
OG0006935	Solyc09g031920.1.1, Solyc10g074730.3.1	Ds_00002775-RA
OG0006938	Solyc12g094700.2.1	Ds_00003042-RA
OG0006939	Solyc01g112280.3.1	Ds_00017028-RA
OG0006941	Solyc06g053800.2.1, Solyc11g011780.2.1	Ds_00014726-RA
OG0006942	Solyc02g063420.3.1, Solyc02g063410.3.1, Solyc03g043740.3.1, Solyc02g091700.3.1	Ds_00011236-RA
OG0006943	Solyc01g108430.3.1	Ds_00015313-RA
OG0006944	Solyc02g092010.3.1	Ds_00016596-RA
OG0006945	Solyc05g051015.1.1	Ds_00000351-RA
OG0006947	Solyc01g100270.3.1	Ds_00003679-RA
OG0006948	Solyc01g108030.3.1	Ds_00014881-RA
OG0006949	Solyc08g076360.3.1	Ds_00005564-RA
OG0006950	Solyc01g111920.3.1	Ds_00000077-RA
OG0006951	Solyc01g107590.3.1	Ds_00000300-RA
OG0006953	Solyc11g018680.1.1	Ds_00005461-RA
OG0006954	Solyc04g057890.3.1	Ds_00001506-RA
OG0006955	Solyc01g106770.3.1	Ds_00013539-RA, Ds_00012196-RA
OG0006956	Solyc12g056650.2.1, Solyc04g071990.3.1	Ds_00001521-RA
OG0006957	Solyc10g086190.2.1, Solyc09g007940.3.1	Ds_00002014-RA, Ds_00013722-RA
OG0006958	Solyc04g076320.3.1	Ds_00004223-RA
OG0006959	Solyc12g014380.2.1	Ds_00011169-RA
OG0006960	Solyc02g085490.2.1	Ds_00010907-RA
OG0006960	Solyc04g080220.3.1, Solyc07g022840.1.1	Ds_00009788-RA
OG0006961	Solyc01g109580.3.1, Solyc10g051340.2.1	Ds_00016517-RA
OG0006962	Solyc10g047820.1.1, Solyc08g069000.3.1	Ds_00013546-RA, Ds_00012202-RA
OG0006964	Solyc06g083980.2.1	Ds_00007813-RA
OG0006965	Solyc00g009020.3.1	Ds_00016201-RA, Ds_00001411-RA
OG0006966	Solyc07g063140.1.1	Ds_00007528-RA, Ds_00007527-RA
OG0006967	Solyc04g080020.3.1	Ds_00007876-RA
OG0006968	Solyc01g112350.3.1	Ds_00013354-RA
OG0006969	Solyc11g010950.2.1	Ds_00006024-RA
