"","target_id","ATgene_ID","TopBLASTHit_Name","tissue","module"
"4667","Dm_00011319",NA,NA,NA,3
"4668","Dm_00011381",NA,NA,NA,3
"4669","Dm_00011385",NA,NA,NA,3
"4670","Dm_00011457",NA,NA,NA,3
"4671","Dm_00011524",NA,NA,NA,3
"4672","Dm_00011700",NA,NA,"GlIn",3
"4673","Dm_00011770",NA,NA,NA,3
"4674","Dm_00012010",NA,NA,NA,3
"4675","Dm_00012072",NA,NA,NA,3
"4676","Dm_00012100",NA,NA,NA,3
"4677","Dm_00012259",NA,NA,NA,3
"4678","Dm_00012276",NA,NA,NA,3
"4679","Dm_00012277",NA,NA,NA,3
"4680","Dm_00012323",NA,NA,NA,3
"4681","Dm_00012388",NA,NA,NA,3
"4682","Dm_00012389",NA,NA,NA,3
"4683","Dm_00012447",NA,NA,NA,3
"4684","Dm_00012505",NA,NA,NA,3
"4685","Dm_00012512",NA,NA,NA,3
"4686","Dm_00012563",NA,NA,NA,3
"4687","Dm_00012762",NA,NA,"GlIn",3
"4688","Dm_00012766",NA,NA,NA,3
"4689","Dm_00012792",NA,NA,NA,3
"4690","Dm_00012901",NA,NA,"Ro",3
"4691","Dm_00013093",NA,NA,NA,3
"4692","Dm_00013166",NA,NA,NA,3
"4693","Dm_00013225",NA,NA,"GlIn",3
"4694","Dm_00013251",NA,NA,NA,3
"4695","Dm_00013259",NA,NA,NA,3
"4696","Dm_00013260",NA,NA,NA,3
"4697","Dm_00013378",NA,NA,NA,3
"4698","Dm_00013489",NA,NA,NA,3
"4699","Dm_00013628",NA,NA,NA,3
"4700","Dm_00013688",NA,NA,"GlCo",3
"4701","Dm_00013855",NA,NA,NA,3
"4702","Dm_00013873",NA,NA,NA,3
"4703","Dm_00013895",NA,NA,NA,3
"4704","Dm_00013896",NA,NA,NA,3
"4705","Dm_00013918",NA,NA,NA,3
"4706","Dm_00014022",NA,NA,NA,3
"4707","Dm_00014078",NA,NA,NA,3
"4708","Dm_00014079",NA,NA,NA,3
"4709","Dm_00014088",NA,NA,NA,3
"4710","Dm_00014281",NA,NA,"TrCor",3
"4711","Dm_00014378",NA,NA,"GlIn",3
"4712","Dm_00014520",NA,NA,NA,3
"4713","Dm_00014571",NA,NA,NA,3
"4714","Dm_00014585",NA,NA,NA,3
"4715","Dm_00014586",NA,NA,NA,3
"4716","Dm_00014597",NA,NA,NA,3
"4717","Dm_00014693",NA,NA,NA,3
"4718","Dm_00014700",NA,NA,NA,3
"4719","Dm_00014772",NA,NA,"Fl",3
"4720","Dm_00014772",NA,NA,"Gl",3
"4721","Dm_00014896",NA,NA,"GlIn",3
"4722","Dm_00014916",NA,NA,NA,3
"4723","Dm_00015279",NA,NA,NA,3
"4724","Dm_00015347",NA,NA,NA,3
"4725","Dm_00015355",NA,NA,"Gl",3
"4726","Dm_00015428",NA,NA,NA,3
"4727","Dm_00015576",NA,NA,NA,3
"4728","Dm_00015610",NA,NA,NA,3
"4729","Dm_00015659",NA,NA,NA,3
"4730","Dm_00015704",NA,NA,NA,3
"4731","Dm_00015707",NA,NA,NA,3
"4732","Dm_00015805",NA,NA,NA,3
"4733","Dm_00015882",NA,NA,NA,3
"4734","Dm_00015930",NA,NA,NA,3
"4735","Dm_00015940",NA,NA,NA,3
"4736","Dm_00016085",NA,NA,NA,3
"4737","Dm_00016099",NA,NA,NA,3
"4738","Dm_00016182",NA,NA,NA,3
"4739","Dm_00016201",NA,NA,NA,3
"4740","Dm_00016208",NA,NA,NA,3
"4741","Dm_00016249",NA,NA,NA,3
"4742","Dm_00016316",NA,NA,NA,3
"4743","Dm_00016357",NA,NA,NA,3
"4744","Dm_00016464",NA,NA,"GlIn",3
"4745","Dm_00016465",NA,NA,NA,3
"4746","Dm_00016504",NA,NA,NA,3
"4747","Dm_00016612",NA,NA,NA,3
"4748","Dm_00016615",NA,NA,"GlIn",3
"4749","Dm_00016698",NA,NA,NA,3
"4750","Dm_00016747",NA,NA,"GlIn",3
"4751","Dm_00016747",NA,NA,"Ro",3
"4752","Dm_00016792",NA,NA,"Ro",3
"4753","Dm_00016794",NA,NA,"Fl",3
"4754","Dm_00016800",NA,NA,NA,3
"4755","Dm_00016819",NA,NA,NA,3
"4756","Dm_00016830",NA,NA,"GlIn",3
"4757","Dm_00016840",NA,NA,NA,3
"4758","Dm_00016842",NA,NA,NA,3
"4759","Dm_00016939",NA,NA,NA,3
"4760","Dm_00016944",NA,NA,NA,3
"4761","Dm_00016976",NA,NA,NA,3
"4762","Dm_00017020",NA,NA,"Ro",3
"4763","Dm_00017105",NA,NA,NA,3
"4764","Dm_00017139",NA,NA,NA,3
"4765","Dm_00017161",NA,NA,NA,3
"4766","Dm_00017351",NA,NA,"GlIn",3
"4767","Dm_00017439",NA,NA,"GlIn",3
"4768","Dm_00017493",NA,NA,NA,3
"4769","Dm_00017601",NA,NA,"Fl",3
"4770","Dm_00017601",NA,NA,"Tr",3
"4771","Dm_00017608",NA,NA,NA,3
"4772","Dm_00017708",NA,NA,NA,3
"4773","Dm_00017759",NA,NA,NA,3
"4774","Dm_00017762",NA,NA,NA,3
"4775","Dm_00017840",NA,NA,NA,3
"4776","Dm_00017914",NA,NA,NA,3
"4777","Dm_00018005",NA,NA,NA,3
"4778","Dm_00018021",NA,NA,"GlIn",3
"4779","Dm_00018106",NA,NA,NA,3
"4780","Dm_00018149",NA,NA,NA,3
"4781","Dm_00018250",NA,NA,NA,3
"4782","Dm_00018263",NA,NA,NA,3
"4783","Dm_00018353",NA,NA,NA,3
"4784","Dm_00018366",NA,NA,NA,3
"4785","Dm_00018418",NA,NA,"Fl",3
"4786","Dm_00018418",NA,NA,"Ri",3
"4787","Dm_00018603",NA,NA,NA,3
"4788","Dm_00018734",NA,NA,NA,3
"4789","Dm_00018753",NA,NA,NA,3
"4790","Dm_00018818",NA,NA,NA,3
"4791","Dm_00018839",NA,NA,NA,3
"4792","Dm_00018984",NA,NA,NA,3
"4793","Dm_00019123",NA,NA,NA,3
"4794","Dm_00019128",NA,NA,"Fl",3
"4795","Dm_00019128",NA,NA,"Ro",3
"4796","Dm_00019209",NA,NA,NA,3
"4797","Dm_00019221",NA,NA,NA,3
"4798","Dm_00019226",NA,NA,"Gl",3
"4799","Dm_00019226",NA,NA,"TrCor",3
"4800","Dm_00019235",NA,NA,NA,3
"4801","Dm_00019259",NA,NA,NA,3
"4802","Dm_00019275",NA,NA,NA,3
"4803","Dm_00019366",NA,NA,"GlCo",3
"4804","Dm_00019366",NA,NA,"GlIn",3
"4805","Dm_00019419",NA,NA,NA,3
"4806","Dm_00019512",NA,NA,NA,3
"4807","Dm_00019617",NA,NA,NA,3
"4808","Dm_00019652",NA,NA,"TrCor",3
"4809","Dm_00019659",NA,NA,NA,3
"4810","Dm_00019735",NA,NA,NA,3
"4811","Dm_00020028",NA,NA,NA,3
"4812","Dm_00020075",NA,NA,NA,3
"4813","Dm_00020119",NA,NA,NA,3
"4814","Dm_00020183",NA,NA,NA,3
"4815","Dm_00020201",NA,NA,NA,3
"4816","Dm_00020375",NA,NA,NA,3
"4817","Dm_00020436",NA,NA,NA,3
"4818","Dm_00020464",NA,NA,NA,3
"4819","Dm_00020682",NA,NA,"GlIn",3
"4820","Dm_00020784",NA,NA,"Ro",3
"4821","Dm_00020800",NA,NA,"GlIn",3
"4822","Dm_00020918",NA,NA,NA,3
"4823","Dm_00020929",NA,NA,"GlIn",3
"4824","Dm_00020954",NA,NA,NA,3
"4825","Dm_00021034",NA,NA,"GlIn",3
"4826","Dm_00021039",NA,NA,"GlCo",3
"4827","Dm_00020969",NA,NA,"Ro",3
"4828","Dm_00021052",NA,NA,"GlCo",3
"4829","Dm_00019169",NA,NA,"Fl",3
"4830","Dm_00019169",NA,NA,"TrCor",3
"4831","Dm_00020162",NA,NA,NA,3
"4832","Dm_00020478",NA,NA,NA,3
"4833","Dm_00018711",NA,NA,"Fl",3
"4834","Dm_00020639",NA,NA,NA,3
"4835","Dm_00019069",NA,NA,NA,3
"4836","Dm_00020220",NA,NA,NA,3
"4837","Dm_00018371",NA,NA,NA,3
"4838","Dm_00017242",NA,NA,"Ri",3
"4839","Dm_00008357",NA,NA,"Ro",3
"4840","Dm_00013842",NA,NA,NA,3
"4841","Dm_00000006","AT5G01970.1",NA,NA,4
"4842","Dm_00000033","AT5G01830.1",NA,NA,4
"4843","Dm_00000156","AT1G76360.1",NA,NA,4
"4844","Dm_00000157","AT1G76360.1",NA,NA,4
"4845","Dm_00000343","AT5G46230.1",NA,NA,4
"4846","Dm_00000722","AT5G26990.1",NA,NA,4
"4847","Dm_00000764","AT5G57625.1",NA,"Ro",4
"4848","Dm_00001027","AT1G19210.1",NA,"TrCor",4
"4849","Dm_00001236","AT1G76010.2",NA,NA,4
"4850","Dm_00001309","AT3G19830.4",NA,NA,4
"4851","Dm_00001371","AT2G18420.1",NA,"Ri",4
"4852","Dm_00001464","AT1G11090.1",NA,NA,4
"4853","Dm_00001555","AT5G01970.1",NA,NA,4
"4854","Dm_00001624","AT3G62560.1",NA,NA,4
"4855","Dm_00001629","AT4G25800.2",NA,NA,4
"4856","Dm_00001630","AT1G56300.1",NA,NA,4
"4857","Dm_00001737","AT3G18940.1",NA,NA,4
"4858","Dm_00001920","AT4G05000.3",NA,NA,4
"4859","Dm_00001996","AT1G14205.1",NA,NA,4
"4860","Dm_00002711","AT1G72160.1",NA,NA,4
"4861","Dm_00002712","AT1G72160.1",NA,NA,4
"4862","Dm_00002886","ATCG00360.1",NA,"GlIn",4
"4863","Dm_00003515","AT2G18750.3",NA,NA,4
"4864","Dm_00003586","AT4G26640.2",NA,NA,4
"4865","Dm_00004414","AT2G01340.1",NA,"GlIn",4
"4866","Dm_00004769","AT3G46090.1",NA,"GlIn",4
"4867","Dm_00005120","AT1G19140.1",NA,NA,4
"4868","Dm_00006072","AT3G61620.2",NA,NA,4
"4869","Dm_00006300","AT5G09460.1",NA,NA,4
"4870","Dm_00006353","AT3G44220.1",NA,NA,4
"4871","Dm_00006513","AT4G01250.1",NA,"GlIn",4
"4872","Dm_00006857","AT1G47578.1",NA,NA,4
"4873","Dm_00007331","AT1G75900.1",NA,NA,4
"4874","Dm_00008360","AT1G19210.1",NA,NA,4
"4875","Dm_00008745","AT4G08685.1",NA,NA,4
"4876","Dm_00009672","AT2G43140.1",NA,NA,4
"4877","Dm_00010518","AT5G40460.1",NA,NA,4
"4878","Dm_00010549","AT3G07640.1",NA,NA,4
"4879","Dm_00010743","AT2G44610.1",NA,NA,4
"4880","Dm_00010855","AT3G45020.4",NA,NA,4
"4881","Dm_00011500","AT1G76880.1",NA,NA,4
"4882","Dm_00011639","AT5G64040.1",NA,"Pe",4
"4883","Dm_00011898","AT5G06560.1",NA,NA,4
"4884","Dm_00012098","AT3G58060.2",NA,NA,4
"4885","Dm_00012279","AT1G75900.1",NA,NA,4
"4886","Dm_00012804","AT4G08810.1",NA,NA,4
"4887","Dm_00013232","AT5G26667.4",NA,"Tr",4
"4888","Dm_00013232","AT5G26667.4",NA,"TrCor",4
"4889","Dm_00013234","AT5G26667.4",NA,NA,4
"4890","Dm_00013965","AT3G56320.7",NA,NA,4
"4891","Dm_00014004","AT3G57800.2",NA,NA,4
"4892","Dm_00015080","AT2G06530.2",NA,NA,4
"4893","Dm_00015827","AT4G11070.1",NA,"Ri",4
"4894","Dm_00015860","AT3G13610.1",NA,"GlIn",4
"4895","Dm_00016284","AT4G35900.2",NA,NA,4
"4896","Dm_00016522","AT1G19190.1",NA,NA,4
"4897","Dm_00017570","AT5G19290.1",NA,NA,4
"4898","Dm_00017582","AT3G24315.1",NA,NA,4
"4899","Dm_00019103","AT3G27560.1",NA,NA,4
"4900","Dm_00019198","AT2G40340.6",NA,NA,4
"4901","Dm_00019560","AT2G30020.1",NA,"GlCo",4
"4902","Dm_00019560","AT2G30020.1",NA,"GlIn",4
"4903","Dm_00020293","ATCG00340.1",NA,"GlIn",4
"4904","Dm_00020353","AT1G60710.1",NA,"GlIn",4
"4905","Dm_00020420","AT1G18680.1",NA,NA,4
"4906","Dm_00010333","AT5G45340.1","""cytochrome P450, family 707, subfamily A, polypeptide 3""","GlIn",4
"4907","Dm_00009149","AT3G14690.1","""cytochrome P450, family 72, subfamily A, polypeptide 15""",NA,4
"4908","Dm_00003700","AT5G04660.1","""cytochrome P450, family 77, subfamily A, polypeptide 4""","Fl",4
"4909","Dm_00006822","AT1G64940.1","""cytochrome P450, family 87, subfamily A, polypeptide 6""",NA,4
"4910","Dm_00002227","AT4G15110.1","""cytochrome P450, family 97, subfamily B, polypeptide 3""",NA,4
"4911","Dm_00008140","AT4G18010.1","""INOSITOL(1,4,5)P3 5-PHOSPHATASE II"", myo-inositol polyphosphate 5-phosphatase 2",NA,4
"4912","Dm_00003868","AT2G27470.1","""nuclear factor Y, subunit B11""",NA,4
"4913","Dm_00000571","AT1G54830.3","""nuclear factor Y, subunit C3""",NA,4
"4914","Dm_00007697","AT2G40140.2","(SALT-INDUCIBLE ZINC FINGER 2, TANDEM ZINC FINGER 10",NA,4
"4915","Dm_00016245","AT1G76680.1","12-oxophytodienoate reductase 1, ARABIDOPSIS 12-OXOPHYTODIENOATE REDUCTASE 1",NA,4
"4916","Dm_00007857","AT5G12020.1","17.6 kDa class II heat shock protein",NA,4
"4917","Dm_00004286","AT5G53000.1","2A phosphatase associated protein of 46 kD",NA,4
"4918","Dm_00000167","AT1G76490.1","3-HYDROXY-3-METHYLGLUTARYL COA REDUCTASE 1, hydroxy methylglutaryl CoA reductase 1, miRNA action deficient 3",NA,4
"4919","Dm_00005389","AT1G76490.1","3-HYDROXY-3-METHYLGLUTARYL COA REDUCTASE 1, hydroxy methylglutaryl CoA reductase 1, miRNA action deficient 3","Fl",4
"4920","Dm_00007547","AT1G76490.1","3-HYDROXY-3-METHYLGLUTARYL COA REDUCTASE 1, hydroxy methylglutaryl CoA reductase 1, miRNA action deficient 3",NA,4
"4921","Dm_00000106","AT2G26640.1","3-ketoacyl-CoA synthase 11",NA,4
"4922","Dm_00007734","AT2G26640.1","3-ketoacyl-CoA synthase 11",NA,4
"4923","Dm_00015231","AT5G04530.1","3-ketoacyl-CoA synthase 19",NA,4
"4924","Dm_00013140","AT1G21710.1","8-oxoguanine-DNA glycosylase 1, ARABIDOPSIS 8-OXOGUANINE-DNA GLYCOSYLASE 1",NA,4
"4925","Dm_00007613","AT3G47730.1","A. THALIANA ABC2 HOMOLOG 1, ABC2 homolog 1, ATP-binding cassette A2",NA,4
"4926","Dm_00006298","AT4G33580.3","A. THALIANA BETA CARBONIC ANHYDRASE 5, beta carbonic anhydrase 5",NA,4
"4927","Dm_00000952","AT3G26744.4","A. THALIANA INDUCER OF CBP EXPRESSION 1, INDUCER OF CBF EXPRESSION 1, SCREAM",NA,4
"4928","Dm_00005282","AT3G29090.1","A. THALIANA PECTIN METHYLESTERASE 31, pectin methylesterase 31",NA,4
"4929","Dm_00000785","AT2G36270.2","ABA INSENSITIVE 5, GROWTH-INSENSITIVITY TO ABA 1",NA,4
"4930","Dm_00017343","AT3G11410.1","ABA-HYPERSENSITIVE GERMINATION 3, ARABIDOPSIS THALIANA PROTEIN PHOSPHATASE 2CA, protein phosphatase 2CA",NA,4
"4931","Dm_00019284","AT1G69850.1","ABA-importing transporter 1, NRT1/ PTR family 4.6, nitrate transporter 1:2",NA,4
"4932","Dm_00001860","AT3G48510.1","ABA-induced transcription repressor 2, Dynamic Influencer of Gene expression 1","Pe",4
"4933","Dm_00020498","AT4G31020.2","ABHD17 (Alpha/Beta Hydrolase Domain-containing Protein 17)-like Acyl Protein Thioesterase 8",NA,4
"4934","Dm_00019279","AT3G29575.4","ABI five binding protein 3",NA,4
"4935","Dm_00001645","AT1G45249.1","ABSCISIC ACID RESPONSIVE ELEMENTS-BINDING PROTEIN 2, abscisic acid responsive elements-binding factor 2",NA,4
"4936","Dm_00012820","AT2G34690.1","ACCELERATED CELL DEATH 11",NA,4
"4937","Dm_00003314","AT4G25590.1","actin depolymerizing factor 7","Fl",4
"4938","Dm_00003314","AT4G25590.1","actin depolymerizing factor 7","Ro",4
"4939","Dm_00011258","AT5G11160.1","adenine phosphoribosyltransferase 5",NA,4
"4940","Dm_00006672","AT5G14670.3","ADP-ribosylation factor A1B",NA,4
"4941","Dm_00011575","AT5G14670.3","ADP-ribosylation factor A1B",NA,4
"4942","Dm_00017819","AT3G02310.1","AGAMOUS-like 4, SEPALLATA 2","Fl",4
"4943","Dm_00002600","AT3G48000.1","aldehyde dehydrogenase 2A, aldehyde dehydrogenase 2B4, aldehyde dehydrogenase 2",NA,4
"4944","Dm_00001864","AT4G34240.4","aldehyde dehydrogenase 3I1, aldehyde dehydrogenase 3",NA,4
"4945","Dm_00018895","AT1G23740.1","alkenal/one oxidoreductase",NA,4
"4946","Dm_00004535","AT4G04955.1","allantoinase",NA,4
"4947","Dm_00010294","AT4G10030.1","Alpha/beta hydrolase domain 11",NA,4
"4948","Dm_00005538","AT3G51290.3","Altered Phosphate Starvation Response 1","Fl",4
"4949","Dm_00001003","AT2G24100.1","ALTERED SEED GERMINATION 1",NA,4
"4950","Dm_00001268","AT1G20650.1","ALTERED SEED GERMINATION 5, PBS1-Like 21",NA,4
"4951","Dm_00003487","AT4G34260.1","ALTERED XYLOGLUCAN 8",NA,4
"4952","Dm_00007247","AT3G18440.1","aluminum-activated malate transporter 9","TrCor",4
"4953","Dm_00004620","AT1G13560.2","aminoalcoholphosphotransferase 1",NA,4
"4954","Dm_00010528","AT5G04930.1","aminophospholipid ATPase 1",NA,4
"4955","Dm_00011429","AT1G68710.2","Aminophospholipid ATPase 9",NA,4
"4956","Dm_00014486","AT1G68090.1","ANNEXIN ARABIDOPSIS THALIANA 5, annexin 5",NA,4
"4957","Dm_00006919","AT4G13040.8","Apetala 2 family protein involved in SA mediated disease defense 1",NA,4
"4958","Dm_00013364","AT1G34780.1","APR-like 4",NA,4
"4959","Dm_00013971","AT5G47120.1","ARABIDOPSIS BAX INHIBITOR 1, BAX inhibitor 1",NA,4
"4960","Dm_00006963","AT5G03170.1","ARABIDOPSIS FASCICLIN-LIKE ARABINOGALACTAN-PROTEIN 11, FASCICLIN-like arabinogalactan-protein 11","Ro",4
"4961","Dm_00004725","AT3G23410.1","ARABIDOPSIS FATTY ALCOHOL OXIDASE 3, fatty alcohol oxidase 3",NA,4
"4962","Dm_00002032","AT1G55020.1","ARABIDOPSIS LIPOXYGENASE 1, lipoxygenase 1",NA,4
"4963","Dm_00014187","AT2G40000.1","ARABIDOPSIS ORTHOLOG OF SUGAR BEET HS1 PRO-1 2, ortholog of sugar beet HS1 PRO-1 2",NA,4
"4964","Dm_00012089","AT1G79810.2","ARABIDOPSIS PEROXIN 2, PEROXIN 2, REVERSAL OF THE DET PHENOTYPE 3",NA,4
"4965","Dm_00006661","AT5G66080.1","Arabidopsis Pp2c clade D 9, FORGETTER2",NA,4
"4966","Dm_00003835","AT1G07410.1","ARABIDOPSIS RAB GTPASE HOMOLOG A2B, RAB GTPase homolog A2B, RAB GTPASE HOMOLOG A2B",NA,4
"4967","Dm_00012960","AT4G17170.1","ARABIDOPSIS RAB GTPASE HOMOLOG B1B, RAB GTPase homolog B1C, RAB GTPASE HOMOLOG B1B",NA,4
"4968","Dm_00003955","AT5G40250.1","Arabidopsis T####xicos en Levadura 46",NA,4
"4969","Dm_00013061","AT5G40250.1","Arabidopsis T####xicos en Levadura 46",NA,4
"4970","Dm_00000163","AT1G20823.1","Arabidopsis T####xicos en Levadura 80",NA,4
"4971","Dm_00011715","AT5G53110.1","Arabidopsis T####xicos en Levadura 96",NA,4
"4972","Dm_00015245","AT1G49230.1","Arabidopsis T##xicos en Levadura 78","Ro",4
"4973","Dm_00018417","AT1G22640.1","ARABIDOPSIS THALIANA  MYB DOMAIN PROTEIN 3, myb domain protein 3",NA,4
"4974","Dm_00003287","AT3G48190.3","ARABIDOPSIS THALIANA ATAXIA-TELANGIECTASIA MUTATED, ataxia-telangiectasia mutated, pcd in male gametogenesis 1",NA,4
"4975","Dm_00003690","AT1G04120.1","Arabidopsis thaliana ATP-binding cassette C5, multidrug resistance-associated protein 5, MULTIDRUG RESISTANCE PROTEIN 5, ATP-binding cassette C5",NA,4
"4976","Dm_00005494","AT5G63810.1","Arabidopsis thaliana beta-galactosidase 10, beta-galactosidase 10",NA,4
"4977","Dm_00010220","AT5G22900.1","ARABIDOPSIS THALIANA CATION/H+ EXCHANGER 3, cation/H+ exchanger 3",NA,4
"4978","Dm_00007779","AT1G75450.1","ARABIDOPSIS THALIANA CYTOKININ OXIDASE 5, CYTOKININ OXIDASE 6, cytokinin oxidase 5","GlCo",4
"4979","Dm_00019359","AT5G02500.1","ARABIDOPSIS THALIANA HEAT SHOCK COGNATE PROTEIN 70-1, heat shock cognate protein 70-1, HEAT SHOCK COGNATE PROTEIN 70, HEAT SHOCK PROTEIN 70-1",NA,4
"4980","Dm_00003077","AT5G62020.1","ARABIDOPSIS THALIANA HEAT SHOCK TRANSCRIPTION FACTOR  B2A, heat shock transcription factor  B2A",NA,4
"4981","Dm_00000433","AT2G46680.1","ARABIDOPSIS THALIANA HOMEOBOX 7, homeobox 7",NA,4
"4982","Dm_00001576","AT2G38540.1","ARABIDOPSIS THALIANA LIPID TRANSFER PROTEIN 1, lipid transfer protein 1, LIPID TRANSFER PROTEIN 1","Fl",4
"4983","Dm_00017879","AT5G67300.1","ARABIDOPSIS THALIANA MYB DOMAIN PROTEIN 44, myb domain protein r1",NA,4
"4984","Dm_00008210","AT1G79750.1","Arabidopsis thaliana NADP-malic enzyme 4, NADP-malic enzyme 4",NA,4
"4985","Dm_00012924","AT5G64410.1","ARABIDOPSIS THALIANA OLIGOPEPTIDE TRANSPORTER 4, oligopeptide transporter 4",NA,4
"4986","Dm_00014376","AT4G35790.2","ARABIDOPSIS THALIANA PHOSPHOLIPASE D DELTA, phospholipase D delta",NA,4
"4987","Dm_00001113","AT3G07360.1","ARABIDOPSIS THALIANA PLANT U-BOX 9, plant U-box 9",NA,4
"4988","Dm_00001846","AT5G50400.2","ARABIDOPSIS THALIANA PURPLE ACID PHOSPHATASE 27, purple acid phosphatase 27",NA,4
"4989","Dm_00005596","AT1G06400.1","ARABIDOPSIS THALIANA RAB GTPASE HOMOLOG A1A",NA,4
"4990","Dm_00019216","AT4G16120.1","ARABIDOPSIS THALIANA SEC61 BETA 1, SEC61 BETA 1, COBRA-like protein-7 precursor",NA,4
"4991","Dm_00011906","AT3G01680.1","Arabidopsis thaliana sieve element occlusion-related 1, sieve element occlusion b, Sieve-Element-Occlusion-Related 1","Fl",4
"4992","Dm_00011906","AT3G01680.1","Arabidopsis thaliana sieve element occlusion-related 1, sieve element occlusion b, Sieve-Element-Occlusion-Related 1","Ro",4
"4993","Dm_00004207","AT3G61860.1","arginine/serine-rich splicing factor 31",NA,4
"4994","Dm_00007434","AT5G66200.1","armadillo repeat only 2",NA,4
"4995","Dm_00018781","AT1G68310.2","AS1/2 ENHANCER7",NA,4
"4996","Dm_00005611","AT4G35000.1","ascorbate peroxidase 3",NA,4
"4997","Dm_00003255","AT5G13300.1","ASCULAR NETWORK DEFECTIVE 3, SCARFACE, FORKED 2, ARF-GAP DOMAIN3",NA,4
"4998","Dm_00013079","AT5G42050.1","Asparagine-rich protein 1, asparagine-rich protein",NA,4
"4999","Dm_00002968","AT2G37630.1","ASYMMETRIC LEAVES 1, LOTUS LEAF 2, ARABIDOPSIS PHANTASTICA-LIKE 1, MYB DOMAIN PROTEIN 91","Fl",4
"5000","Dm_00003830","AT4G12080.1","AT-hook motif nuclear-localized protein 1",NA,4
"5001","Dm_00008894","AT1G03900.1","ATP-binding cassette I18, non-intrinsic ABC protein 4",NA,4
"5002","Dm_00004926","AT2G25110.1","ATSDF2-LIKE, Arabidopsis thaliana STROMAL CELL-DERIVED FACTOR 2-like protein precursor, stromal cell-derived factor 2-like protein precursor",NA,4
"5003","Dm_00007000","AT4G30080.1","auxin response factor 16",NA,4
"5004","Dm_00009682","AT1G77850.1","auxin response factor 17",NA,4
"5005","Dm_00015526","AT4G24390.2","auxin signaling F-box 4",NA,4
"5006","Dm_00019791","AT5G13160.1","avrPphB susceptible 1",NA,4
"5007","Dm_00016664","AT2G33500.2","B-box domain protein 12",NA,4
"5008","Dm_00006177","AT5G54470.1","B-box domain protein 29",NA,4
"5009","Dm_00002551","AT3G23750.1","BAK1-Associating Receptor-Like Kinase 1",NA,4
"5010","Dm_00010306","AT5G48380.1","BAK1-interacting receptor-like kinase 1",NA,4
"5011","Dm_00017933","AT2G31210.1","Basic Helix Loop Helix Protein 91","Fl",4
"5012","Dm_00005580","AT1G06850.1","basic leucine-zipper 52",NA,4
"5013","Dm_00003014","AT5G42520.2","basic pentacysteine 6, ARABIDOPSIS THALIANA BASIC PENTACYSTEINE 6",NA,4
"5014","Dm_00016221","AT2G39720.2","BCA2####zinc finger ATL 11, RING-H2 finger C2A",NA,4
"5015","Dm_00017384","AT2G39720.2","BCA2####zinc finger ATL 11, RING-H2 finger C2A",NA,4
"5016","Dm_00014934","AT5G52060.1","BCL-2-associated athanogene 1",NA,4
"5017","Dm_00003070","AT5G07220.1","BCL-2-associated athanogene 3",NA,4
"5018","Dm_00009964","AT5G08130.7","BES1-INTERACTING MYC-LIKE1",NA,4
"5019","Dm_00013924","AT1G78700.1","BES1/BZR1 homolog 4",NA,4
"5020","Dm_00008970","AT2G44480.2","beta glucosidase 17","Fl",4
"5021","Dm_00009137","AT5G36890.1","beta glucosidase 42",NA,4
"5022","Dm_00002860","AT1G59640.1","BIG PETAL UB, BIG PETAL P, BIG PETAL",NA,4
"5023","Dm_00008766","AT3G54810.2","BLUE MICROPYLAR END 3-ZINC FINGER, GATA TRANSCRIPTION FACTOR 8, BLUE MICROPYLAR END 3",NA,4
"5024","Dm_00013761","AT5G06610.1","Boundary of ROP domain1",NA,4
"5025","Dm_00014502","AT5G32450.1","BPA1-Like 4",NA,4
"5026","Dm_00002214","AT1G75080.2","BRASSINAZOLE-RESISTANT 1",NA,4
"5027","Dm_00014080","AT5G38970.1","brassinosteroid-6-oxidase 1, BRASSINOSTEROID-6-OXIDASE","Fl",4
"5028","Dm_00014409","AT5G38970.4","brassinosteroid-6-oxidase 1, BRASSINOSTEROID-6-OXIDASE","Tr",4
"5029","Dm_00020586","AT5G38970.1","brassinosteroid-6-oxidase 1, BRASSINOSTEROID-6-OXIDASE",NA,4
"5030","Dm_00000414","AT5G24630.8","brassinosteroid-insensitive4, MIDGET",NA,4
"5031","Dm_00018045","AT3G61460.1","brassinosteroid-responsive RING-H2",NA,4
"5032","Dm_00011123","AT4G35230.1","brassinosteroid-signaling kinase 1",NA,4
"5033","Dm_00006809","AT4G00710.2","brassinosteroid-signaling kinase 3",NA,4
"5034","Dm_00020013","AT5G20540.1","BREVIS RADIX-like 4",NA,4
"5035","Dm_00005296","AT5G42750.1","BRI1 kinase inhibitor 1",NA,4
"5036","Dm_00001438","AT3G48360.3","BTB and TAZ domain protein 2",NA,4
"5037","Dm_00015996","AT2G46080.1","BYPASS 2",NA,4
"5038","Dm_00018859","AT1G18740.1","BYPASS1-LIKE",NA,4
"5039","Dm_00017790","AT1G11530.1","C-terminal cysteine residue is changed to a serine 1",NA,4
"5040","Dm_00003470","AT1G48590.4","C2-domain ABA-related 5","Ro",4
"5041","Dm_00018647","AT4G27280.1","Ca2+-dependent modulator of ICR1",NA,4
"5042","Dm_00014254","AT5G54160.1","caffeate O-methyltransferase 1, O-methyltransferase 1, O-methyltransferase 3","TrIn",4
"5043","Dm_00015273","AT5G54160.1","caffeate O-methyltransferase 1, O-methyltransferase 1, O-methyltransferase 3",NA,4
