,target_id,AT_gene_id,Symbol,Description,Position
847,Dm_00006866-RA,AT4G25650.1," Symbols: TIC55-IV, ACD1-LIKE, PTC52 "," ""PROTOCHLOROPHYLLIDE-DEPENDENT TRANSLOCON COMPONENT, 52 KDA"", ACD1-like, ""TRANSLOCON AT THE INNER ENVELOPE MEMBRANE OF CHLOROPLASTS, 55 KDA - IV"" ", chr4:13081021-13083153 REVERSE LENGTH=536
848,Dm_00009101-RA,AT5G15450.1," Symbols: APG6, AtCLPB3, CLPB3, CLPB-P "," casein lytic proteinase B3, CASEIN LYTIC PROTEINASE B-P, ALBINO AND PALE GREEN 6 ", chr5:5014399-5018255 REVERSE LENGTH=968
849,Dm_00000368-RA,AT3G29760.5, Symbols: no symbol available , no full name available , chr3:11589775-11591833 REVERSE LENGTH=533
850,Dm_00006498-RA,AT4G27950.1, Symbols: CRF4 , cytokinin response factor 4 , chr4:13909732-13910739 REVERSE LENGTH=335
851,Dm_00020569-RA,AT4G08520.1, Symbols: no symbol available , no full name available , chr4:5417887-5420295 FORWARD LENGTH=181
852,Dm_00001084-RA,AT2G23690.1, Symbols: no symbol available , no full name available , chr2:10072297-10072788 FORWARD LENGTH=163
853,Dm_00004364-RA,AT4G00370.1," Symbols: PHT4;4, AtPHT4;4, ANTR2 ", anion transporter 2 , chr4:163153-166111 REVERSE LENGTH=541
854,Dm_00014377-RA,AT3G10230.1," Symbols: SZL1, AtLCY, LYC "," SUPPRESSOR OF ZEAXANTHIN-LESS 1, lycopene cyclase ", chr3:3164340-3165845 REVERSE LENGTH=501
855,Dm_00008357-RA,NA,,,
856,Dm_00001874-RA,AT2G44500.1, Symbols: no symbol available , no full name available , chr2:18374447-18376435 FORWARD LENGTH=573
857,Dm_00008520-RA,AT1G75350.1, Symbols: emb2184 , embryo defective 2184 , chr1:28272163-28272687 FORWARD LENGTH=144
858,Dm_00012801-RA,AT2G05620.2," Symbols: PGR5, AtPGR5 ", proton gradient regulation 5 , chr2:2081204-2081687 REVERSE LENGTH=133
859,Dm_00018184-RA,AT4G23990.1," Symbols: ATCSLG3, CSLG3 "," cellulose synthase like G3, ARABIDOPSIS THALIANA CELLULOSE SYNTHASE-LIKE G3 ", chr4:12456491-12460498 FORWARD LENGTH=751
860,Dm_00007002-RA,AT3G01280.1," Symbols: VDAC1, ATVDAC1 "," ARABIDOPSIS THALIANA VOLTAGE DEPENDENT ANION CHANNEL 1, voltage dependent anion channel 1 ", chr3:85754-87612 FORWARD LENGTH=276
861,Dm_00011295-RA,AT3G01500.1," Symbols: CA1, SABP3, DEG10, ATBCA1, ATSABP3 "," carbonic anhydrase 1, BETA CARBONIC ANHYDRASE 1, SALICYLIC ACID-BINDING PROTEIN 3, ARABIDOPSIS THALIANA SALICYLIC ACID-BINDING PROTEIN 3 ", chr3:194853-196716 REVERSE LENGTH=270
862,Dm_00000464-RA,AT5G53170.1, Symbols: FTSH11 , FTSH protease 11 , chr5:21563023-21567922 REVERSE LENGTH=806
863,Dm_00001336-RA,AT2G42770.1, Symbols: no symbol available , no full name available , chr2:17798635-17799927 REVERSE LENGTH=232
864,Dm_00008193-RA,AT3G17040.1, Symbols: HCF107 , high chlorophyll fluorescent 107 , chr3:5809378-5812605 REVERSE LENGTH=652
865,Dm_00009231-RA,AT5G13630.1," Symbols: ABAR, CHLH, GUN5, CCH, CCH1 "," ABA-BINDING PROTEIN, H SUBUNIT OF MG-CHELATASE, GENOMES UNCOUPLED 5, CONDITIONAL CHLORINA ", chr5:4387567-4392082 REVERSE LENGTH=1381
866,Dm_00012971-RA,NA,,,
867,Dm_00009945-RA,AT4G24040.1," Symbols: TRE1, ATTRE1 ", trehalase 1 , chr4:12488242-12491060 FORWARD LENGTH=626
868,Dm_00013560-RA,AT5G25610.1," Symbols: RD22, ATRD22 ", RESPONSIVE TO DESICCATION 22 , chr5:8914498-8916684 REVERSE LENGTH=392
869,Dm_00014407-RA,AT3G12280.2," Symbols: ATRBR1, RBR1, RB1, RB, RBR "," RETINOBLASTOMA-RELATED, RETINOBLASTOMA 1, RETINOBLASTOMA-RELATED PROTEIN 1, retinoblastoma-related 1 ", chr3:3913671-3918433 REVERSE LENGTH=1012
870,Dm_00002689-RA,AT2G05160.3, Symbols: no symbol available , no full name available , chr2:1859313-1860931 REVERSE LENGTH=488
871,Dm_00019608-RA,AT5G38530.1, Symbols: TSBtype2 , tryptophan synthase beta type 2 , chr5:15424097-15426294 FORWARD LENGTH=506
872,Dm_00002342-RA,AT1G03160.1, Symbols: FZL , FZO-like , chr1:761321-766053 FORWARD LENGTH=912
873,Dm_00000357-RA,AT1G66330.2, Symbols: no symbol available , no full name available , chr1:24729880-24732144 REVERSE LENGTH=417
874,Dm_00010678-RA,AT1G44920.1, Symbols: no symbol available , no full name available , chr1:16983229-16984408 REVERSE LENGTH=258
875,Dm_00018559-RA,AT1G68010.1," Symbols: HPR, ATHPR1 ", hydroxypyruvate reductase , chr1:25493418-25495720 FORWARD LENGTH=386
876,Dm_00020240-RA,AT3G61130.1," Symbols: GAUT1, LGT1 ", galacturonosyltransferase 1 , chr3:22622399-22625514 FORWARD LENGTH=673
877,Dm_00002158-RA,AT2G32070.1, Symbols: CAF1k , CCR4-associated factor 1k , chr2:13640829-13641656 REVERSE LENGTH=275
878,Dm_00005287-RA,AT4G02900.2, Symbols: OSCA1.7 ,  , chr4:1284817-1287612 FORWARD LENGTH=607
879,Dm_00014550-RA,AT1G67730.1," Symbols: KCR1, ATKCR1, YBR159 ", beta-ketoacyl reductase 1 , chr1:25391676-25393365 FORWARD LENGTH=318
880,Dm_00020699-RA,AT5G27560.4, Symbols: no symbol available , no full name available , chr5:9731758-9733644 FORWARD LENGTH=341
881,Dm_00009155-RA,AT1G27385.1, Symbols: no symbol available , no full name available , chr1:9511129-9512820 REVERSE LENGTH=202
882,Dm_00002371-RA,AT3G16150.1, Symbols: ASPGB1 , asparaginase B1 , chr3:5471794-5473033 FORWARD LENGTH=325
883,Dm_00000812-RA,AT4G14320.1," Symbols: API2, RPL36aB "," RPL36a B, APICULATA 2 ", chr4:8242684-8243805 REVERSE LENGTH=105
884,Dm_00016118-RA,AT4G01940.1," Symbols: NFU1, AtCNFU1 ", NFU domain protein 1 , chr4:842265-843388 REVERSE LENGTH=231
885,Dm_00017885-RA,NA,,,
886,Dm_00020806-RA,AT5G21222.4, Symbols: no symbol available , no full name available , chr5:7209422-7213700 FORWARD LENGTH=831
887,Dm_00009514-RA,AT3G16000.1, Symbols: MFP1 , MAR binding filament-like protein 1 , chr3:5431041-5433613 REVERSE LENGTH=726
888,Dm_00001619-RA,AT1G02560.1," Symbols: NCLPP1, NCLPP5, CLPP5 "," NUCLEAR CLPP 5, NUCLEAR-ENCODED CLPP 1, nuclear encoded CLP protease 5 ", chr1:538000-539805 FORWARD LENGTH=298
889,Dm_00000525-RA,AT3G04890.1, Symbols: no symbol available , no full name available , chr3:1347708-1349066 FORWARD LENGTH=216
890,Dm_00005832-RA,AT2G46910.1, Symbols: no symbol available , no full name available , chr2:19272427-19273856 FORWARD LENGTH=284
891,Dm_00007713-RA,AT2G37220.1, Symbols: no symbol available , no full name available , chr2:15634980-15636331 REVERSE LENGTH=289
892,Dm_00010852-RA,AT3G12203.3, Symbols: scpl17 , serine carboxypeptidase-like 17 , chr3:3891357-3894346 REVERSE LENGTH=416
893,Dm_00014129-RA,AT1G51080.1, Symbols: no symbol available , no full name available , chr1:18929883-18930740 REVERSE LENGTH=285
894,Dm_00016395-RA,AT3G53620.1," Symbols: PPa4, AtPPa4 ", pyrophosphorylase 4 , chr3:19881491-19883308 FORWARD LENGTH=216
895,Dm_00018179-RA,AT3G03690.1, Symbols: UNE7 , unfertilized embryo sac 7 , chr3:911494-913643 REVERSE LENGTH=378
896,Dm_00002278-RA,AT1G22840.1," Symbols: ATCYTC-A, CYTC-1 "," CYTOCHROME C-A, CYTOCHROME C-1 ", chr1:8079384-8080286 FORWARD LENGTH=114
897,Dm_00011029-RA,AT2G46915.1, Symbols: no symbol available , no full name available , chr2:19274018-19277707 REVERSE LENGTH=708
898,Dm_00016653-RA,AT5G45680.1," Symbols: ATFKBP13, FKBP13 "," FK506 BINDING PROTEIN 13, FK506-binding protein 13 ", chr5:18530894-18532128 FORWARD LENGTH=208
899,Dm_00016261-RA,AT1G32990.1, Symbols: PRPL11 , plastid ribosomal protein l11 , chr1:11955827-11957139 FORWARD LENGTH=222
900,Dm_00007470-RA,NA,,,
901,Dm_00008471-RA,AT3G49750.1," Symbols: RLP44, AtRLP44 ", receptor like protein 44 , chr3:18450604-18451428 REVERSE LENGTH=274
902,Dm_00008847-RA,AT3G56690.1, Symbols: CIP111 , Cam interacting protein 111 , chr3:20993869-20998531 REVERSE LENGTH=1022
903,Dm_00014137-RA,AT1G76450.1, Symbols: no symbol available , no full name available , chr1:28684618-28686109 FORWARD LENGTH=247
904,Dm_00018973-RA,AT3G53430.1, Symbols: no symbol available , no full name available , chr3:19809895-19810395 REVERSE LENGTH=166
905,Dm_00007948-RA,AT3G07670.1, Symbols: no symbol available , no full name available , chr3:2451651-2454617 FORWARD LENGTH=504
906,Dm_00005404-RA,NA,,,
907,Dm_00019638-RA,AT4G36710.1," Symbols: HAM4, SCL15, AtHAM4 "," Scarecrow-like 15, Arabidopsis thaliana HAIRY MERISTEM 4 ", chr4:17306060-17307520 FORWARD LENGTH=486
908,Dm_00000950-RA,AT4G25080.5, Symbols: CHLM , magnesium-protoporphyrin IX methyltransferase , chr4:12877015-12878128 FORWARD LENGTH=312
909,Dm_00011514-RA,AT4G01310.1, Symbols: PRPL5 , plastid ribosomal proteins of the 50S subunit 5 , chr4:544166-545480 REVERSE LENGTH=262
910,Dm_00002656-RA,AT1G49740.1, Symbols: no symbol available , no full name available , chr1:18407728-18409468 FORWARD LENGTH=359
911,Dm_00003467-RA,AT2G21280.2," Symbols: GC1, ATSULA, SULA ", GIANT CHLOROPLAST 1 , chr2:9110502-9112724 REVERSE LENGTH=362
912,Dm_00014704-RA,AT2G27990.1," Symbols: BLH8, PNF "," BEL1-like homeodomain 8, POUND-FOOLISH ", chr2:11921540-11923902 REVERSE LENGTH=584
913,Dm_00007241-RA,AT1G50180.1, Symbols: CAR1 , CEL-Activated Resistance 1 , chr1:18584235-18587136 FORWARD LENGTH=857
914,Dm_00018631-RA,AT2G40010.1, Symbols: no symbol available , no full name available , chr2:16708578-16710448 REVERSE LENGTH=317
915,Dm_00004126-RA,AT5G59240.1, Symbols: no symbol available , no full name available , chr5:23902626-23903670 REVERSE LENGTH=210
916,Dm_00008759-RA,AT1G54115.1," Symbols: XS2, CCX4, ATCCX4 "," CATION CALCIUM EXCHANGER 4, cation calcium exchanger 4 ", chr1:20202118-20204052 FORWARD LENGTH=644
917,Dm_00009852-RA,AT3G18370.1," Symbols: NTMC2T3, NTMC2TYPE3, SYTF, ATSYTF ",  , chr3:6306362-6310256 FORWARD LENGTH=815
918,Dm_00004216-RA,AT2G28260.2," Symbols: ATCNGC15, CNGC15 ", cyclic nucleotide-gated channel 15 , chr2:12050186-12052453 FORWARD LENGTH=638
919,Dm_00014470-RA,NA,,,
920,Dm_00005702-RA,AT1G14270.1, Symbols: no symbol available , no full name available , chr1:4875099-4877195 REVERSE LENGTH=353
921,Dm_00017690-RA,AT1G06820.1," Symbols: CCR2, CRTISO "," carotenoid isomerase, CAROTENOID AND CHLOROPLAST REGULATION 2 ", chr1:2093145-2096220 REVERSE LENGTH=595
922,Dm_00009695-RA,NA,,,
923,Dm_00006220-RA,NA,,,
924,Dm_00019266-RA,AT2G21140.1," Symbols: ATPRP2, PRP2 ", proline-rich protein 2 , chr2:9060868-9062035 REVERSE LENGTH=321
925,Dm_00005215-RA,AT2G20020.1," Symbols: ATCAF1, CAF1 ", CHLOROPLAST RNA SPLICING2-ASSOCIATED FACTOR1 , chr2:8644464-8647090 FORWARD LENGTH=701
926,Dm_00017662-RA,AT4G04450.1," Symbols: AtWRKY42, WRKY42 ",  , chr4:2218379-2221113 FORWARD LENGTH=528
927,Dm_00008053-RA,AT2G34250.3, Symbols: no symbol available , no full name available , chr2:14462635-14464572 FORWARD LENGTH=475
928,Dm_00009592-RA,AT2G30700.2, Symbols: no symbol available , no full name available , chr2:13082033-13085071 REVERSE LENGTH=467
929,Dm_00007761-RA,AT5G12470.1, Symbols: RER4 , RETICULATA-RELATED 4 , chr5:4044950-4047290 REVERSE LENGTH=386
930,Dm_00000766-RA,AT5G57630.2," Symbols: SnRK3.4, CIPK21 "," SNF1-RELATED PROTEIN KINASE 3.4, CBL-interacting protein kinase 21 ", chr5:23341230-23343143 REVERSE LENGTH=405
931,Dm_00017862-RA,AT3G23920.1," Symbols: BMY7, AtBAM1, BAM1, TR-BAMY "," beta-amylase 1, BETA-AMYLASE 7 ", chr3:8641722-8644199 FORWARD LENGTH=575
932,Dm_00005800-RA,AT2G41660.1, Symbols: MIZ1 , mizu-kussei 1 , chr2:17367945-17368838 FORWARD LENGTH=297
933,Dm_00014699-RA,AT1G15520.2," Symbols: ATABCG40, ABCG40, PDR12, ATPDR12 "," pleiotropic drug resistance 12, ATP-binding cassette G40, PLEIOTROPIC DRUG RESISTANCE 12, Arabidopsis thaliana ATP-binding cassette G40 ", chr1:5332561-5338175 REVERSE LENGTH=1292
934,Dm_00000354-RA,AT1G29930.1," Symbols: LHCB1.3, AB140, CAB140, CAB1 "," LIGHT-HARVESTING CHLOROPHYLL A/B-PROTEIN 1.3, CHLOROPHYLL A/B PROTEIN 140, chlorophyll A/B binding protein 1 ", chr1:10478071-10478874 FORWARD LENGTH=267
935,Dm_00002386-RA,AT5G52010.1, Symbols: no symbol available , no full name available , chr5:21121626-21122816 REVERSE LENGTH=396
936,Dm_00007962-RA,AT1G03650.1, Symbols: no symbol available , no full name available , chr1:910249-911103 REVERSE LENGTH=158
937,Dm_00005272-RA,AT5G48730.1, Symbols: no symbol available , no full name available , chr5:19763152-19765136 FORWARD LENGTH=508
938,Dm_00003329-RA,AT3G48200.1, Symbols: no symbol available , no full name available , chr3:17832949-17837371 REVERSE LENGTH=1088
939,Dm_00014322-RA,AT5G04510.1," Symbols: PDK1, ATPDK1 ", 3'-phosphoinositide-dependent protein kinase 1 , chr5:1287235-1289681 FORWARD LENGTH=491
940,Dm_00016908-RA,AT1G44575.3," Symbols: CP22, PSBS, NPQ4 "," NONPHOTOCHEMICAL QUENCHING 4, PHOTOSYSTEM II SUBUNIT S ", chr1:16871768-16873194 FORWARD LENGTH=265
941,Dm_00014076-RA,AT1G75710.1, Symbols: no symbol available , no full name available , chr1:28428806-28431128 FORWARD LENGTH=462
942,Dm_00014262-RA,AT5G39740.2," Symbols: RPL5B, OLI7 "," ribosomal protein L5 B, OLIGOCELLULA 7 ", chr5:15903484-15905185 FORWARD LENGTH=301
943,Dm_00004839-RA,AT1G69330.1, Symbols: no symbol available , no full name available , chr1:26064138-26064950 REVERSE LENGTH=270
944,Dm_00012772-RA,AT2G47160.1," Symbols: AtBOR1, BOR1 ", REQUIRES HIGH BORON 1 , chr2:19357740-19360787 REVERSE LENGTH=704
945,Dm_00004481-RA,AT2G30200.1," Symbols: EMB3147, MCAT, MCAMT "," EMBRYO DEFECTIVE 3147, malonyl CoA-ACP malonyltransferase ", chr2:12883162-12885482 REVERSE LENGTH=393
946,Dm_00005699-RA,AT2G45360.1, Symbols: no symbol available , no full name available , chr2:18698619-18699360 FORWARD LENGTH=215
947,Dm_00010608-RA,NA,,,
948,Dm_00019285-RA,AT1G74730.1, Symbols: RIQ2 ,  , chr1:28078995-28079831 FORWARD LENGTH=198
949,Dm_00018222-RA,AT2G40590.1, Symbols: no symbol available , no full name available , chr2:16945215-16946345 REVERSE LENGTH=131
950,Dm_00011815-RA,AT4G36920.2," Symbols: AP2, FL1, AtAP2, FLO2 "," FLOWER 1, FLORAL MUTANT 2, APETALA 2 ", chr4:17400998-17403140 FORWARD LENGTH=432
951,Dm_00020843-RA,AT5G09920.1," Symbols: ATRPB15.9, RPB15.9, RPB15.9.9, NRPB4 ",  , chr5:3096276-3097370 FORWARD LENGTH=138
952,Dm_00004791-RA,AT3G17440.1," Symbols: ATNPSN13, NPSN13 ", novel plant snare 13 , chr3:5969909-5972290 REVERSE LENGTH=269
953,Dm_00020696-RA,AT5G39130.1, Symbols: no symbol available , no full name available , chr5:15665638-15666413 REVERSE LENGTH=222
954,Dm_00002734-RA,AT1G75210.3, Symbols: no symbol available , no full name available , chr1:28225027-28228751 FORWARD LENGTH=539
955,Dm_00011171-RA,AT2G20490.3," Symbols: NOP10, EDA27 ", EMBRYO SAC DEVELOPMENT ARREST 27 , chr2:8831897-8832723 FORWARD LENGTH=64
956,Dm_00015319-RA,AT3G14000.2," Symbols: BRX-LIKE2, ATBRXL2, BRXL2 ",  , chr3:4631170-4633353 REVERSE LENGTH=374
957,Dm_00007799-RA,AT1G15020.2," Symbols: QSOX1, QSO2, ATQSOX1 ", quiescin-sulfhydryl oxidase 1 , chr1:5173341-5176105 REVERSE LENGTH=528
958,Dm_00005053-RA,AT1G15520.1," Symbols: ATABCG40, ABCG40, PDR12, ATPDR12 "," pleiotropic drug resistance 12, ATP-binding cassette G40, PLEIOTROPIC DRUG RESISTANCE 12, Arabidopsis thaliana ATP-binding cassette G40 ", chr1:5331993-5338175 REVERSE LENGTH=1423
959,Dm_00000739-RA,AT2G18950.1," Symbols: HPT1, VTE2, ATHPT, TPT1 "," homogentisate phytyltransferase 1, VITAMIN E 2, HOMOGENTISATE PHYTYLTRANSFERASE ", chr2:8207491-8210047 FORWARD LENGTH=393
960,Dm_00009447-RA,AT5G51460.4," Symbols: TPPA, ATTPPA ", trehalose-6-phosphate phosphatase A , chr5:20902266-20904292 FORWARD LENGTH=384
961,Dm_00001194-RA,AT4G27990.1," Symbols: ATYLMG1-2, YLMG1-2 ",  , chr4:13923991-13924647 REVERSE LENGTH=218
962,Dm_00003457-RA,AT5G38240.3, Symbols: no symbol available , no full name available , chr5:15277239-15279317 REVERSE LENGTH=578
963,Dm_00003351-RA,AT4G36870.4," Symbols: SAW1, BLH2 "," BEL1-like homeodomain 2, SAWTOOTH 1 ", chr4:17369423-17372395 FORWARD LENGTH=551
964,Dm_00004353-RA,AT1G64810.1, Symbols: APO1 , ACCUMULATION OF PHOTOSYSTEM ONE 1 , chr1:24086882-24088276 FORWARD LENGTH=436
965,Dm_00010838-RA,AT5G49910.1," Symbols: HSC70-7, cpHsc70-2 "," chloroplast heat shock protein 70-2, HEAT SHOCK PROTEIN 70-7 ", chr5:20303470-20306295 FORWARD LENGTH=718
966,Dm_00001096-RA,AT5G26742.2," Symbols: AtRH3, RH3, emb1138 ", embryo defective 1138 , chr5:9285540-9288871 REVERSE LENGTH=748
967,Dm_00021116-RA,AT1G48910.1, Symbols: YUC10 , YUCCA 10 , chr1:18091681-18093774 FORWARD LENGTH=383
968,Dm_00019224-RA,AT1G05190.1," Symbols: RPL6, EMB2394 ", embryo defective 2394 , chr1:1502515-1503738 REVERSE LENGTH=223
969,Dm_00014229-RA,AT3G15190.1, Symbols: PRPS20 , plastid ribosomal protein S20 , chr3:5116216-5117412 FORWARD LENGTH=202
970,Dm_00019155-RA,AT1G05620.1," Symbols: URH2, NSH2 "," uridine-ribohydrolase  2, nucleoside hydrolase 2 ", chr1:1679286-1681527 FORWARD LENGTH=322
971,Dm_00014477-RA,AT4G00430.1," Symbols: PIP1E, TMP-C, PIP1;4 "," plasma membrane intrinsic protein 1;4, PLASMA MEMBRANE INTRINSIC PROTEIN 1E, TRANSMEMBRANE PROTEIN C ", chr4:186143-187531 REVERSE LENGTH=287
972,Dm_00011117-RA,AT5G54600.1," Symbols: RPL24, SVR8 "," SUPPRESSOR OF VARIEGATION 8, plastid ribosomal protein L24 ", chr5:22183046-22184403 FORWARD LENGTH=198
973,Dm_00005267-RA,AT2G30170.1," Symbols: PBCP, AtPP2C26 ", PHOTOSYSTEM II CORE PHOSPHATASE , chr2:12879802-12881474 REVERSE LENGTH=298
974,Dm_00005737-RA,AT1G77280.2, Symbols: no symbol available , no full name available , chr1:29031468-29034574 REVERSE LENGTH=753
975,Dm_00009028-RA,AT1G65230.1, Symbols: no symbol available , no full name available , chr1:24229167-24230764 FORWARD LENGTH=286
976,Dm_00018577-RA,AT1G03475.1," Symbols: HEMF1, ATCPO-I, LIN2 ", LESION INITIATION 2 , chr1:869302-871175 REVERSE LENGTH=386
977,Dm_00003425-RA,AT3G43810.1," Symbols: ZBF3, CAM7, AtCAM7 "," calmodulin 7, Z-box Binding Factor 3 ", chr3:15664619-15666355 REVERSE LENGTH=149
978,Dm_00000179-RA,AT2G46690.1, Symbols: SAUR32 , SMALL AUXIN UPREGULATED RNA 32 , chr2:19180904-19181269 FORWARD LENGTH=121
979,Dm_00004420-RA,AT1G71090.1, Symbols: PILS2 , PIN-LIKES 2 , chr1:26812551-26813924 FORWARD LENGTH=457
980,Dm_00021014-RA,AT4G07960.2," Symbols: ATCSLC12, CSLC12 "," CELLULOSE-SYNTHASE LIKE C12, Cellulose-synthase-like C12 ", chr4:4802628-4805114 REVERSE LENGTH=699
981,Dm_00017705-RA,AT2G36830.1," Symbols: TIP1;1, GAMMA-TIP, GAMMA-TIP1 "," TONOPLAST INTRINSIC PROTEIN 1;1, gamma tonoplast intrinsic protein, GAMMA TONOPLAST INTRINSIC PROTEIN 1 ", chr2:15445490-15446336 FORWARD LENGTH=251
982,Dm_00020551-RA,AT3G08040.1," Symbols: MAN1, ATFRD3, FRD3 "," FERRIC REDUCTASE DEFECTIVE 3, MANGANESE ACCUMULATOR 1 ", chr3:2566593-2569397 REVERSE LENGTH=526
983,Dm_00006660-RA,AT2G20920.1, Symbols: no symbol available , no full name available , chr2:8998728-8999789 FORWARD LENGTH=287
984,Dm_00011652-RA,AT5G38660.1, Symbols: APE1 , ACCLIMATION OF PHOTOSYNTHESIS TO  ENVIRONMENT , chr5:15473285-15475497 REVERSE LENGTH=286
985,Dm_00017903-RA,AT5G28840.2, Symbols: GME , GDP-D-mannose 3 , chr5:10862472-10864024 REVERSE LENGTH=377
986,Dm_00009798-RA,AT3G09220.1, Symbols: LAC7 , laccase 7 , chr3:2827434-2830477 REVERSE LENGTH=567
987,Dm_00012112-RA,AT1G64150.1," Symbols: BICAT1, PAM71, CCHA1 "," PHOTOSYNTHESIS AFFECTED MUTANT71, BIVALENT CATION TRANSPORTER 1, Ca(2+)/H(+) antiporter1 ", chr1:23809047-23812579 REVERSE LENGTH=370
988,Dm_00009171-RA,AT3G11590.1, Symbols: no symbol available , no full name available , chr3:3660628-3663537 FORWARD LENGTH=622
989,Dm_00015729-RA,NA,,,
990,Dm_00005611-RA,AT4G35000.1, Symbols: APX3 , ascorbate peroxidase 3 , chr4:16665007-16667541 REVERSE LENGTH=287
991,Dm_00019598-RA,AT1G48830.2, Symbols: no symbol available , no full name available , chr1:18059854-18060935 REVERSE LENGTH=191
992,Dm_00007272-RA,AT2G32290.1," Symbols: BMY5, BAM6 "," BETA-AMYLASE 5, beta-amylase 6 ", chr2:13714643-13716906 REVERSE LENGTH=577
993,Dm_00013838-RA,AT2G45470.1," Symbols: AGP8, FLA8 "," ARABINOGALACTAN PROTEIN 8, FASCICLIN-like arabinogalactan protein 8 ", chr2:18742797-18744059 REVERSE LENGTH=420
994,Dm_00015961-RA,NA,,,
995,Dm_00020262-RA,AT2G45550.1, Symbols: CYP76C4 ," ""cytochrome P450, family 76, subfamily C, polypeptide 4"" ", chr2:18773541-18775654 REVERSE LENGTH=511
996,Dm_00011985-RA,AT4G19170.1," Symbols: NCED4, CCD4 "," carotenoid cleavage dioxygenase 4, nine-cis-epoxycarotenoid dioxygenase 4 ", chr4:10481835-10483622 FORWARD LENGTH=595
997,Dm_00013597-RA,AT1G54820.1, Symbols: no symbol available , no full name available , chr1:20447370-20450761 FORWARD LENGTH=458
998,Dm_00000885-RA,AT4G16720.1, Symbols: no symbol available , no full name available , chr4:9400156-9401315 REVERSE LENGTH=204
999,Dm_00000324-RA,AT3G48460.1, Symbols: SFAR4 , SEED FATTY ACID REDUCER 4 , chr3:17949496-17951082 FORWARD LENGTH=381
1000,Dm_00001864-RA,AT4G34240.4," Symbols: ALDH3I1, ALDH3 "," aldehyde dehydrogenase 3I1, aldehyde dehydrogenase 3 ", chr4:16390099-16392633 FORWARD LENGTH=535
1001,Dm_00001987-RA,AT1G69523.1, Symbols: no symbol available , no full name available , chr1:26129827-26131157 FORWARD LENGTH=300
1002,Dm_00011448-RA,AT1G79620.1, Symbols: VRLK1 , Vascular-Related RLK 1 , chr1:29957633-29962174 REVERSE LENGTH=971
1003,Dm_00019529-RA,AT3G52580.1, Symbols: no symbol available , no full name available , chr3:19503324-19504701 FORWARD LENGTH=150
1004,Dm_00018515-RA,AT1G57860.1, Symbols: no symbol available , no full name available , chr1:21430034-21430827 REVERSE LENGTH=164
1005,Dm_00003660-RA,AT5G57800.1," Symbols: WAX2, FLP1, CER3, YRE "," FACELESS POLLEN 1, ECERIFERUM 3 ", chr5:23420589-23423832 FORWARD LENGTH=632
1006,Dm_00003636-RA,AT3G25660.1, Symbols: no symbol available , no full name available , chr3:9339640-9342044 REVERSE LENGTH=537
1007,Dm_00000688-RA,AT1G29050.1, Symbols: TBL38 , TRICHOME BIREFRINGENCE-LIKE 38 , chr1:10136376-10139082 REVERSE LENGTH=380
1008,Dm_00000696-RA,AT4G18480.1," Symbols: CHL11, CH-42, LOST1, CH42, CHLI-1, CHLI1 "," low temperature with open-stomata 1, CHLORINA 42 ", chr4:10201897-10203361 REVERSE LENGTH=424
1009,Dm_00000977-RA,AT3G27010.2," Symbols: PCF1, ATTCP20, TCP20, AT-TCP20 "," ""ARABIDOPSIS THALIANA TEOSINTE BRANCHED 1, CYCLOIDEA, PCF (TCP)-DOMAIN FAMILY PROTEIN 20"", ""TEOSINTE BRANCHED 1, cycloidea, PCF (TCP)-domain family protein 20"" ", chr3:9957810-9958754 REVERSE LENGTH=314
1010,Dm_00012812-RA,AT1G06620.1, Symbols: no symbol available , no full name available , chr1:2025618-2027094 FORWARD LENGTH=365
1011,Dm_00000288-RA,AT5G63510.1, Symbols: GAMMA CAL1 , gamma carbonic anhydrase like 1 , chr5:25424054-25425612 FORWARD LENGTH=252
1012,Dm_00000615-RA,AT3G16640.1," Symbols: AtTCTP1, TCTP1 ", translationally controlled tumor protein , chr3:5669709-5670729 REVERSE LENGTH=168
1013,Dm_00011699-RA,AT4G39200.2, Symbols: no symbol available , no full name available , chr4:18257464-18258464 FORWARD LENGTH=107
1014,Dm_00015752-RA,NA,,,
1015,Dm_00007855-RA,AT1G72830.1," Symbols: ATHAP2C, NF-YA3, HAP2C "," ""nuclear factor Y, subunit A3"" ", chr1:27405699-27407088 REVERSE LENGTH=340
1016,Dm_00000326-RA,AT4G18390.2, Symbols: TCP2 ," ""TEOSINTE BRANCHED 1, cycloidea and PCF transcription factor 2"" ", chr4:10163212-10164309 REVERSE LENGTH=365
1017,Dm_00019738-RA,AT1G71780.1, Symbols: no symbol available , no full name available , chr1:26995406-26996638 REVERSE LENGTH=197
1018,Dm_00020129-RA,AT4G25950.1, Symbols: VATG3 , vacuolar ATP synthase G3 , chr4:13173815-13174324 REVERSE LENGTH=108
1019,Dm_00020673-RA,AT3G21200.1," Symbols: GluTRBP, PGR7, GBP "," proton gradient regulation 7, GluTR binding protein ", chr3:7436091-7437845 FORWARD LENGTH=317
1020,Dm_00007450-RA,AT2G06520.1, Symbols: PSBX , photosystem II subunit X , chr2:2587868-2588218 REVERSE LENGTH=116
1021,Dm_00007461-RA,AT3G29180.3, Symbols: no symbol available , no full name available , chr3:11149073-11151322 FORWARD LENGTH=513
