Orthogroup	A_coerulea.proteins	S_lycopersicum.proteins
OG0005778	Aqcoe3G249100.3.p, Aqcoe3G249100.5.p, Aqcoe3G249100.1.p, Aqcoe3G249100.6.p, Aqcoe3G249100.4.p, Aqcoe3G249100.2.p	Solyc08g077500.3.1
OG0005779	Aqcoe3G308500.1.p	Solyc03g113810.1.1, Solyc05g006390.1.1
OG0005780	Aqcoe3G265200.1.p	Solyc08g078060.3.1, Solyc05g052080.1.1
OG0005781	Aqcoe3G054500.1.p, Aqcoe3G054500.2.p, Aqcoe3G402700.2.p, Aqcoe3G402700.1.p, Aqcoe3G402700.3.p	Solyc03g119050.3.1
OG0005782	Aqcoe3G280500.5.p, Aqcoe3G280500.4.p, Aqcoe3G280500.1.p, Aqcoe3G280500.3.p, Aqcoe3G280500.2.p	Solyc05g012310.3.1, Solyc05g012320.1.1
OG0005783	Aqcoe3G306600.2.p, Aqcoe3G306600.3.p, Aqcoe3G306600.1.p	Solyc03g113890.1.1, Solyc05g006310.2.1
OG0005784	Aqcoe3G287800.1.p	Solyc02g088780.3.1, Solyc01g111030.2.1
OG0005785	Aqcoe3G180100.4.p, Aqcoe3G180100.8.p, Aqcoe3G180100.7.p, Aqcoe3G180100.1.p, Aqcoe3G180100.5.p, Aqcoe3G180100.3.p, Aqcoe3G180100.2.p, Aqcoe3G180100.6.p	Solyc02g068180.3.1
OG0005786	Aqcoe3G278600.2.p, Aqcoe3G278600.1.p	Solyc03g112670.3.1
OG0005787	Aqcoe3G110400.3.p, Aqcoe3G110400.1.p, Aqcoe3G110400.2.p	Solyc01g079860.3.1
OG0005789	Aqcoe3G003800.1.p	Solyc04g016510.3.1
OG0005790	Aqcoe3G434300.6.p, Aqcoe3G434300.4.p, Aqcoe3G434300.1.p, Aqcoe3G434300.2.p, Aqcoe3G434300.7.p, Aqcoe3G434300.8.p, Aqcoe3G434300.5.p, Aqcoe3G434300.3.p	Solyc02g014720.3.1
OG0005791	Aqcoe3G309100.1.p	Solyc06g071290.3.1, Solyc03g113800.3.1
OG0005792	Aqcoe3G441500.1.p	Solyc02g081445.1.1, Solyc02g036480.1.1
OG0005793	Aqcoe3G201900.7.p, Aqcoe3G201900.6.p, Aqcoe3G201900.4.p, Aqcoe3G201900.2.p, Aqcoe3G201900.5.p, Aqcoe3G201900.1.p, Aqcoe3G201900.3.p	Solyc03g007390.3.1
OG0005824	Aqcoe7G002600.1.p, Aqcoe2G035700.1.p	Solyc03g082590.3.1, Solyc03g082580.3.1, Solyc07g066270.3.1, Solyc06g053200.3.1
OG0005825	Aqcoe1G037000.3.p, Aqcoe1G037000.6.p, Aqcoe1G037000.1.p, Aqcoe2G179900.1.p	Solyc01g087900.3.1
OG0005826	Aqcoe2G317300.1.p	Solyc01g067820.3.1
OG0005827	Aqcoe2G261000.2.p, Aqcoe2G261000.1.p, Aqcoe2G258100.1.p	Solyc01g101010.3.1
OG0005828	Aqcoe2G010500.1.p, Aqcoe3G173400.1.p, Aqcoe3G173400.2.p, Aqcoe3G173400.3.p	Solyc03g006420.3.1
OG0005829	Aqcoe2G338700.1.p, Aqcoe2G338800.1.p	Solyc01g098970.2.1, Solyc01g098960.2.1
OG0005830	Aqcoe2G093300.1.p	Solyc05g052580.3.1, Solyc06g051520.3.1
OG0005831	Aqcoe2G167500.1.p	Solyc09g007200.3.1
OG0005832	Aqcoe2G427600.1.p	Solyc05g055740.3.1, Solyc04g056340.3.1
OG0005833	Aqcoe2G252800.2.p, Aqcoe2G253600.1.p, Aqcoe2G252800.3.p, Aqcoe2G252800.1.p, Aqcoe2G254200.1.p, Aqcoe2G252700.1.p, Aqcoe2G253900.2.p, Aqcoe2G253900.1.p, Aqcoe1G124800.2.p, Aqcoe1G124800.1.p, Aqcoe2G253000.2.p, Aqcoe2G253000.1.p, Aqcoe2G253500.1.p, Aqcoe2G254100.1.p, Aqcoe2G252400.1.p, Aqcoe2G252400.2.p	Solyc05g008310.3.1
OG0005834	Aqcoe2G387600.3.p, Aqcoe2G387600.2.p, Aqcoe2G387600.1.p	Solyc09g091560.3.1
OG0005836	Aqcoe2G123700.1.p	Solyc10g051350.2.1, Solyc01g109620.3.1
OG0005837	Aqcoe1G444600.1.p, Aqcoe2G108500.1.p, Aqcoe2G108500.2.p, Aqcoe2G108500.4.p, Aqcoe2G108500.3.p	Solyc09g009830.3.1
OG0005838	Aqcoe5G060100.1.p, Aqcoe2G335200.1.p	Solyc09g065070.2.1
OG0005839	Aqcoe2G282200.1.p	Solyc09g075560.1.1, Solyc01g100210.3.1
OG0005840	Aqcoe2G382800.1.p, Aqcoe2G381000.1.p	Solyc09g090480.2.1, Solyc03g005630.3.1
OG0005841	Aqcoe2G398600.1.p	Solyc09g092020.3.1
OG0005842	Aqcoe2G188300.1.p	Solyc02g063080.1.1, Solyc06g036210.1.1
OG0005843	Aqcoe2G025000.1.p	Solyc11g065260.2.1
OG0005844	Aqcoe2G122200.1.p	Solyc05g055260.3.1, Solyc11g006820.2.1
OG0005845	Aqcoe2G036500.2.p, Aqcoe2G036500.1.p	Solyc09g090400.3.1, Solyc11g005600.2.1
OG0005846	Aqcoe1G254000.1.p	Solyc08g016444.1.1
OG0005846	Aqcoe7G048600.1.p, Aqcoe7G262900.1.p, Aqcoe2G137500.1.p, Aqcoe3G288400.1.p	Solyc11g017180.1.1
OG0005847	Aqcoe2G132100.1.p, Aqcoe1G451200.1.p	Solyc04g009600.3.1, Solyc04g049290.2.1
OG0005848	Aqcoe2G074000.1.p, Aqcoe5G290700.1.p, Aqcoe1G412000.1.p	Solyc03g063053.1.1
OG0005848	Aqcoe1G316700.3.p, Aqcoe1G316700.4.p, Aqcoe1G316700.1.p, Aqcoe1G316700.2.p	Solyc03g063057.1.1, Solyc03g063060.3.1
OG0005849	Aqcoe2G425700.1.p	Solyc01g068410.3.1, Solyc04g056620.2.1
OG0005850	Aqcoe7G032000.1.p, Aqcoe2G225500.1.p	Solyc05g056255.1.1
OG0005851	Aqcoe2G047000.1.p	Solyc07g065420.1.1, Solyc04g053140.2.1, Solyc05g051760.2.1
OG0005852	Aqcoe2G356700.1.p, Aqcoe2G356700.2.p	Solyc10g045390.2.1
OG0005853	Aqcoe2G273500.1.p, Aqcoe2G186100.1.p, Aqcoe2G421300.1.p	Solyc09g090720.3.1, Solyc05g053140.3.1
OG0005854	Aqcoe2G426400.1.p	Solyc11g008910.2.1
OG0005855	Aqcoe2G383700.1.p	Solyc09g090660.3.1
OG0005856	Aqcoe2G273300.1.p, Aqcoe2G312800.1.p, Aqcoe2G273200.1.p	Solyc09g083020.1.1, Solyc09g083030.1.1, Solyc09g083040.1.1, Solyc01g006240.3.1
OG0005857	Aqcoe2G149900.1.p, Aqcoe2G149900.2.p, Aqcoe2G150000.1.p, Aqcoe1G461400.1.p	Solyc09g010800.4.1
OG0005858	Aqcoe2G002900.1.p, Aqcoe2G002900.2.p, Aqcoe2G002900.3.p	Solyc09g092030.3.1
OG0005859	Aqcoe2G114700.1.p	Solyc11g039880.2.1
OG0005860	Aqcoe2G431000.1.p, Aqcoe1G191000.1.p, Aqcoe3G092000.1.p, Aqcoe3G092000.2.p	Solyc02g021060.3.1
OG0005861	Aqcoe2G238600.2.p, Aqcoe2G238600.3.p, Aqcoe2G238600.1.p	Solyc01g068630.3.1
OG0005863	Aqcoe2G043900.1.p, Aqcoe2G043900.2.p	Solyc11g064920.2.1
OG0005864	Aqcoe2G396900.1.p	Solyc09g091945.1.1
OG0005865	Aqcoe2G109700.4.p, Aqcoe2G109700.3.p, Aqcoe2G109700.2.p, Aqcoe2G109700.1.p	Solyc00g027970.1.1, Solyc08g076350.3.1
OG0005866	Aqcoe2G314000.2.p, Aqcoe2G314000.1.p	Solyc06g054530.3.1, Solyc01g067630.3.1
OG0005867	Aqcoe2G171000.1.p, Aqcoe2G171000.3.p, Aqcoe2G171000.6.p, Aqcoe2G171000.4.p, Aqcoe2G171000.5.p, Aqcoe2G171000.2.p	Solyc09g006000.3.1
OG0005868	Aqcoe2G381100.1.p, Aqcoe2G381100.2.p, Aqcoe2G381100.3.p	Solyc09g090510.3.1, Solyc03g045140.3.1
OG0005869	Aqcoe2G257600.1.p	Solyc12g099090.2.1
OG0005870	Aqcoe2G297100.1.p	Solyc01g080780.2.1, Solyc00g006900.1.1, Solyc09g074940.2.1
OG0005871	Aqcoe2G251300.1.p	Solyc12g098950.2.1
OG0005872	Aqcoe2G350400.1.p	Solyc09g065520.3.1
OG0005872	Aqcoe5G050000.1.p	Solyc09g082460.3.1
OG0005873	Aqcoe1G264000.4.p, Aqcoe2G085100.1.p, Aqcoe1G264000.6.p, Aqcoe1G264000.2.p, Aqcoe1G264000.7.p, Aqcoe1G264000.5.p, Aqcoe1G264000.1.p, Aqcoe1G264000.3.p	Solyc07g017410.3.1
OG0005874	Aqcoe2G045100.1.p	Solyc01g088327.1.1, Solyc01g096540.3.1
OG0005875	Aqcoe2G168500.1.p, Aqcoe6G183500.1.p	Solyc12g013880.2.1
OG0005876	Aqcoe2G354100.1.p	Solyc08g075290.2.1
OG0005877	Aqcoe2G414600.1.p	Solyc09g091920.3.1, Solyc12g098410.2.1
OG0005878	Aqcoe2G335600.1.p	Solyc09g065100.2.1
OG0005879	Aqcoe2G381800.1.p	Solyc09g090580.3.1
OG0005880	Aqcoe2G426500.1.p	Solyc11g008900.2.1
OG0005881	Aqcoe2G222500.1.p	Solyc09g010930.3.1
OG0005882	Aqcoe2G329500.1.p, Aqcoe6G071200.1.p	Solyc12g088030.2.1
OG0005883	Aqcoe2G012300.1.p, Aqcoe2G012300.2.p	Solyc10g037960.2.1, Solyc10g037950.2.1
OG0005884	Aqcoe3G422900.1.p, Aqcoe2G439000.1.p, Aqcoe4G171200.1.p, Aqcoe4G171200.2.p	Solyc09g018900.2.1, Solyc06g082830.3.1
OG0005885	Aqcoe2G275200.3.p, Aqcoe2G275200.1.p, Aqcoe2G275200.2.p	Solyc01g079450.3.1
OG0005886	Aqcoe2G318900.1.p, Aqcoe5G070400.1.p	Solyc08g080240.3.1
OG0005887	Aqcoe2G396400.1.p	Solyc03g121310.2.1
OG0005888	Aqcoe1G414000.1.p	Solyc06g048840.3.1
OG0005888	Aqcoe2G089300.1.p, Aqcoe2G089300.2.p	Solyc09g014750.1.1
OG0005889	Aqcoe2G083900.1.p, Aqcoe2G083900.4.p, Aqcoe2G083900.5.p, Aqcoe2G083900.2.p, Aqcoe2G083900.3.p	Solyc05g052460.3.1
OG0005890	Aqcoe5G102200.1.p, Aqcoe2G078100.4.p, Aqcoe2G078100.2.p, Aqcoe2G078100.3.p, Aqcoe2G078100.1.p	Solyc02g094090.3.1
OG0005891	Aqcoe1G495500.1.p	Solyc04g015340.3.1
OG0005892	Aqcoe2G215800.1.p, Aqcoe4G062600.1.p	Solyc08g075080.3.1
OG0005894	Aqcoe5G294100.1.p, Aqcoe5G452400.1.p, Aqcoe2G254400.1.p	Solyc01g101070.3.1
OG0005895	Aqcoe2G148400.1.p	Solyc09g010690.3.1
OG0005895	Aqcoe1G462900.1.p, Aqcoe1G462900.2.p	Solyc06g076050.3.1, Solyc11g066020.2.1
OG0005896	Aqcoe2G317400.1.p	Solyc04g056530.2.1, Solyc01g111810.3.1, Solyc04g051025.1.1
OG0005897	Aqcoe2G075800.1.p	Solyc09g055350.3.1
OG0005898	Aqcoe2G008900.1.p, Aqcoe2G008900.3.p, Aqcoe2G008900.2.p	Solyc01g074010.3.1
OG0005899	Aqcoe5G032900.1.p, Aqcoe2G368100.1.p, Aqcoe7G264200.1.p	Solyc11g006190.2.1
OG0005900	Aqcoe2G319000.1.p, Aqcoe2G319000.2.p, Aqcoe5G070300.1.p	Solyc01g007955.1.1, Solyc05g005000.3.1
OG0005901	Aqcoe5G060600.1.p	Solyc01g098780.3.1
OG0005902	Aqcoe2G435500.1.p	Solyc11g008990.2.1
OG0005903	Aqcoe7G135100.1.p, Aqcoe2G438100.1.p, Aqcoe2G438100.2.p	Solyc08g014570.3.1, Solyc12g019060.2.1, Solyc12g096670.2.1
OG0005904	Aqcoe6G170900.1.p	Solyc04g082590.3.1
OG0005905	Aqcoe6G114900.1.p, Aqcoe6G115000.1.p	Solyc01g109460.3.1
OG0005906	Aqcoe5G244800.1.p, Aqcoe6G262800.1.p	Solyc04g049870.1.1, Solyc11g063630.1.1, Solyc00g049210.1.1
OG0005907	Aqcoe6G182600.2.p, Aqcoe6G182600.1.p	Solyc12g094610.2.1, Solyc04g082440.3.1
OG0005908	Aqcoe6G298700.2.p, Aqcoe6G298700.1.p	Solyc01g110290.3.1
OG0005909	Aqcoe6G084500.1.p	Solyc01g105240.3.1, Solyc04g056290.3.1
OG0005910	Aqcoe6G061600.1.p	Solyc04g054810.3.1, Solyc05g051870.3.1
OG0005911	Aqcoe6G018900.1.p	Solyc11g012980.1.1
OG0005912	Aqcoe6G033700.1.p	Solyc05g018630.1.1, Solyc05g018640.3.1, Solyc05g018615.1.1
OG0005913	Aqcoe6G090400.1.p, Aqcoe6G090400.2.p	Solyc10g081880.2.1
OG0005914	Aqcoe6G284700.1.p	Solyc04g077925.1.1
OG0005915	Aqcoe6G142800.1.p, Aqcoe6G142800.2.p, Aqcoe6G142800.3.p, Aqcoe6G142800.4.p	Solyc04g079000.3.1
OG0005916	Aqcoe6G003000.3.p, Aqcoe6G003000.4.p, Aqcoe6G003000.2.p, Aqcoe6G003000.1.p	Solyc01g103020.3.1
OG0005917	Aqcoe6G087000.1.p	Solyc04g009060.3.1
OG0005918	Aqcoe5G116700.2.p, Aqcoe5G116700.1.p, Aqcoe6G054400.1.p, Aqcoe6G054400.2.p	Solyc12g056850.2.1
OG0005919	Aqcoe5G252700.1.p, Aqcoe6G043100.1.p	Solyc04g012060.3.1, Solyc04g051350.3.1
OG0005920	Aqcoe6G290300.2.p, Aqcoe6G290300.1.p, Aqcoe5G273000.1.p, Aqcoe5G273000.3.p, Aqcoe5G273000.5.p, Aqcoe5G273000.4.p, Aqcoe5G273000.2.p	Solyc11g013845.1.1, Solyc11g013840.2.1
OG0005921	Aqcoe6G129000.1.p, Aqcoe5G185900.1.p	Solyc01g109940.3.1
OG0005922	Aqcoe6G011600.2.p, Aqcoe6G011600.1.p	Solyc10g005590.3.1
OG0005924	Aqcoe6G154100.1.p	Solyc04g076230.3.1
OG0005925	Aqcoe6G096400.1.p	Solyc04g079480.2.1, Solyc04g079470.3.1, Solyc04g079440.3.1
OG0005926	Aqcoe6G093000.2.p, Aqcoe6G093000.1.p	Solyc11g010650.3.1, Solyc01g106000.3.1
OG0005927	Aqcoe6G019600.1.p	Solyc02g091940.3.1, Solyc04g024520.3.1
OG0005928	Aqcoe6G000700.1.p	Solyc09g018750.3.1
OG0005929	Aqcoe6G145500.2.p, Aqcoe6G145500.3.p, Aqcoe6G145500.1.p, Aqcoe6G145500.4.p	Solyc01g108600.3.1
OG0005930	Aqcoe1G038100.3.p, Aqcoe1G038100.1.p, Aqcoe1G038100.2.p, Aqcoe6G209800.1.p, Aqcoe6G209800.3.p, Aqcoe6G209800.2.p, Aqcoe6G210100.2.p, Aqcoe6G210100.1.p	Solyc10g079250.2.1
OG0005931	Aqcoe6G056800.1.p	Solyc01g104980.3.1
OG0005932	Aqcoe6G108700.1.p	Solyc03g044910.1.1, Solyc02g089860.1.1
OG0005933	Aqcoe6G032000.1.p	Solyc12g096650.2.1
OG0005934	Aqcoe5G252800.2.p, Aqcoe5G252800.1.p, Aqcoe6G043200.1.p	Solyc12g056590.2.1, Solyc04g071770.3.1
OG0005935	Aqcoe6G238100.1.p, Aqcoe6G217200.1.p	Solyc03g063390.1.1
OG0005935	Aqcoe1G017500.1.p	Solyc02g069320.1.1
OG0005936	Aqcoe6G061100.1.p	Solyc01g105010.3.1
OG0005937	Aqcoe6G066200.1.p, Aqcoe6G066200.2.p	Solyc01g087670.3.1
OG0005938	Aqcoe6G269800.3.p, Aqcoe6G269800.2.p, Aqcoe6G269800.1.p	Solyc09g008750.1.1, Solyc09g008760.1.1, Solyc09g008740.1.1, Solyc02g064570.2.1
OG0005939	Aqcoe6G064800.2.p, Aqcoe6G064800.1.p, Aqcoe6G064800.3.p	Solyc04g076950.3.1
OG0005940	Aqcoe6G245900.1.p, Aqcoe6G245900.2.p	Solyc07g032180.3.1
OG0005940	Aqcoe6G245900.3.p	Solyc07g032170.3.1
OG0005941	Aqcoe6G230800.1.p, Aqcoe6G230800.2.p	Solyc10g084270.2.1
OG0005942	Aqcoe6G188700.1.p	Solyc01g112080.3.1
OG0005943	Aqcoe6G182800.2.p, Aqcoe6G182800.1.p	Solyc01g108180.3.1, Solyc07g021620.1.1
OG0005944	Aqcoe7G371200.2.p, Aqcoe7G371200.1.p, Aqcoe6G119800.1.p	Solyc08g041780.3.1
OG0005945	Aqcoe6G281000.1.p	Solyc04g077850.3.1, Solyc12g088360.2.1
OG0005946	Aqcoe6G027200.9.p, Aqcoe6G027200.8.p, Aqcoe6G027200.2.p, Aqcoe6G027200.3.p, Aqcoe6G027200.4.p, Aqcoe6G027200.6.p, Aqcoe6G027200.7.p, Aqcoe6G027200.1.p, Aqcoe6G027200.5.p	Solyc11g018510.2.1
OG0005947	Aqcoe6G215000.1.p	Solyc04g081870.3.1, Solyc12g089380.2.1
OG0005948	Aqcoe6G197600.1.p	Solyc04g082200.2.1
OG0005949	Aqcoe6G306700.1.p, Aqcoe6G306800.1.p	Solyc08g014050.2.1, Solyc12g096870.1.1, Solyc01g107560.3.1
OG0005950	Aqcoe6G072700.3.p, Aqcoe6G072700.1.p, Aqcoe6G072700.4.p, Aqcoe6G072700.6.p, Aqcoe6G072700.5.p, Aqcoe6G072700.2.p	Solyc01g081330.3.1
OG0005951	Aqcoe3G100600.2.p, Aqcoe3G100600.1.p, Aqcoe6G004800.2.p, Aqcoe6G004800.1.p	Solyc05g006640.3.1, Solyc01g011093.1.1
OG0005952	Aqcoe5G190000.1.p	Solyc02g062720.3.1
OG0005952	Aqcoe6G121300.1.p	Solyc04g080470.3.1
OG0005953	Aqcoe6G055900.1.p	Solyc04g054290.2.1
OG0005954	Aqcoe6G180600.1.p, Aqcoe7G045300.1.p	Solyc08g080410.3.1
OG0005955	Aqcoe6G104200.2.p, Aqcoe6G104200.1.p	Solyc04g079750.3.1
OG0005956	Aqcoe7G384500.1.p, Aqcoe6G036900.1.p, Aqcoe5G235400.1.p	Solyc01g104870.3.1, Solyc11g044860.2.1
OG0005957	Aqcoe6G172200.1.p	Solyc00g007100.3.1, Solyc02g082550.3.1
OG0005958	Aqcoe6G280800.1.p	Solyc01g107030.3.1
OG0005959	Aqcoe5G095100.1.p, Aqcoe6G313600.1.p	Solyc12g088240.2.1, Solyc04g077470.3.1
OG0005960	Aqcoe4G236200.3.p, Aqcoe4G236200.1.p, Aqcoe4G236200.2.p	Solyc09g019970.3.1
OG0005961	Aqcoe7G159700.1.p, Aqcoe7G159600.1.p, Aqcoe7G159600.2.p, Aqcoe4G271000.1.p, Aqcoe4G212100.1.p	Solyc08g066650.3.1
OG0005962	Aqcoe4G312300.1.p	Solyc07g065445.1.1
OG0005963	Aqcoe4G171000.1.p	Solyc01g079340.3.1, Solyc01g057580.1.1
OG0005964	Aqcoe4G309600.1.p, Aqcoe4G309600.2.p	Solyc04g015080.3.1
OG0005965	Aqcoe1G190600.1.p	Solyc12g011370.2.1
OG0005965	Aqcoe4G038600.1.p, Aqcoe4G038600.2.p	Solyc02g081850.3.1
OG0005966	Aqcoe5G213500.1.p, Aqcoe4G222500.1.p	Solyc10g009000.3.1
OG0005967	Aqcoe4G164700.1.p	Solyc12g010370.1.1, Solyc12g010755.1.1
OG0005967	Aqcoe1G333200.1.p, Aqcoe1G333200.2.p	Solyc07g054450.3.1
OG0005968	Aqcoe4G090300.1.p	Solyc07g062840.3.1
OG0005969	Aqcoe4G248200.1.p	Solyc02g079960.3.1
OG0005970	Aqcoe1G269000.1.p, Aqcoe1G269000.2.p, Aqcoe1G269000.3.p, Aqcoe1G269000.4.p, Aqcoe4G272600.1.p	Solyc06g067960.3.1
OG0005971	Aqcoe7G319900.2.p, Aqcoe7G319900.1.p, Aqcoe4G257100.1.p	Solyc07g019530.3.1
OG0005972	Aqcoe4G305000.2.p, Aqcoe4G305000.1.p	Solyc12g009040.2.1, Solyc07g045290.3.1
OG0005973	Aqcoe4G123200.2.p, Aqcoe4G123200.1.p	Solyc02g068330.2.1, Solyc02g068320.2.1, Solyc02g068310.3.1
OG0005974	Aqcoe4G157800.1.p	Solyc07g063460.2.1
OG0005975	Aqcoe4G293600.1.p	Solyc11g012060.1.1
OG0005976	Aqcoe7G310100.1.p, Aqcoe0637s0002.1.p, Aqcoe1G045200.1.p	Solyc07g045370.3.1
OG0005977	Aqcoe7G358100.1.p, Aqcoe7G358100.2.p	Solyc12g010040.2.1
OG0005978	Aqcoe7G261700.1.p, Aqcoe7G261700.2.p	Solyc06g063240.3.1
OG0005979	Aqcoe7G077300.5.p, Aqcoe7G077300.2.p, Aqcoe7G077300.1.p, Aqcoe7G077300.3.p, Aqcoe7G077300.4.p	Solyc01g091070.3.1
OG0005980	Aqcoe7G345500.2.p, Aqcoe7G345500.1.p	Solyc07g006020.3.1, Solyc12g010480.2.1
OG0005981	Aqcoe7G062000.1.p	Solyc03g007050.3.1
OG0005982	Aqcoe7G414000.1.p, Aqcoe7G413800.1.p	Solyc12g007320.1.1, Solyc05g018310.1.1
OG0005983	Aqcoe7G046800.1.p	Solyc03g026200.3.1
OG0005984	Aqcoe7G309800.1.p, Aqcoe7G309800.4.p, Aqcoe7G309800.6.p, Aqcoe7G309800.3.p, Aqcoe7G309800.2.p, Aqcoe7G309800.5.p, Aqcoe7G284700.1.p	Solyc10g079580.2.1
OG0005985	Aqcoe7G166800.1.p, Aqcoe7G166800.2.p	Solyc03g120540.3.1
OG0005986	Aqcoe7G100700.1.p	Solyc03g123700.3.1
OG0005987	Aqcoe7G442700.1.p	Solyc12g055710.1.1, Solyc03g123680.1.1, Solyc06g063110.2.1, Solyc09g075320.1.1
OG0005988	Aqcoe7G132200.1.p, Aqcoe7G132200.2.p	Solyc08g065420.3.1
OG0005989	Aqcoe7G421700.1.p	Solyc08g061610.3.1
OG0005989	Aqcoe7G421800.1.p	Solyc08g061580.3.1
OG0005990	Aqcoe7G083600.2.p, Aqcoe7G083600.1.p	Solyc02g091240.1.1
OG0005991	Aqcoe7G025500.1.p	Solyc03g059070.3.1
OG0005992	Aqcoe7G422100.1.p, Aqcoe7G422200.1.p, Aqcoe7G422800.1.p	Solyc08g062630.3.1
OG0005993	Aqcoe7G305700.2.p, Aqcoe7G305700.3.p, Aqcoe7G305700.1.p, Aqcoe1G441900.1.p	Solyc12g011180.2.1
OG0005994	Aqcoe7G419300.1.p, Aqcoe7G419300.2.p, Aqcoe7G419300.3.p	Solyc05g026310.3.1
OG0005995	Aqcoe7G046700.1.p	Solyc08g007860.3.1, Solyc08g080340.3.1, Solyc12g056420.2.1
OG0005996	Aqcoe7G199700.1.p, Aqcoe7G199700.2.p, Aqcoe5G295900.5.p, Aqcoe5G295900.4.p, Aqcoe5G295900.1.p, Aqcoe5G295900.3.p, Aqcoe5G295900.2.p	Solyc04g007330.2.1
OG0005997	Aqcoe7G095200.1.p	Solyc08g013840.3.1
OG0005997	Aqcoe3G253600.1.p	Solyc08g007100.3.1, Solyc08g077350.3.1
OG0005998	Aqcoe7G076000.1.p	Solyc10g085930.2.1
OG0005999	Aqcoe7G293800.1.p	Solyc11g020910.2.1
OG0006000	Aqcoe7G009600.1.p	Solyc01g095995.1.1, Solyc08g082470.1.1
OG0006001	Aqcoe7G428600.1.p	Solyc03g123370.3.1
OG0006002	Aqcoe7G075500.1.p	Solyc03g083610.3.1
OG0006003	Aqcoe7G109200.2.p, Aqcoe7G109200.1.p	Solyc06g062980.3.1, Solyc03g122260.3.1
OG0006004	Aqcoe7G089000.4.p, Aqcoe7G089000.3.p, Aqcoe7G089000.2.p, Aqcoe7G089000.1.p	Solyc01g090480.3.1
OG0006005	Aqcoe7G276600.2.p, Aqcoe7G276600.6.p, Aqcoe7G276600.1.p, Aqcoe7G276600.5.p, Aqcoe7G276600.3.p, Aqcoe7G276600.4.p, Aqcoe7G276600.7.p	Solyc05g009350.3.1
OG0006006	Aqcoe7G238900.3.p, Aqcoe7G238900.2.p, Aqcoe7G238900.1.p	Solyc05g056250.3.1
OG0006008	Aqcoe1G344800.1.p	Solyc12g010000.2.1
OG0006008	Aqcoe7G356500.1.p	Solyc08g006790.3.1
OG0006009	Aqcoe7G329500.5.p, Aqcoe7G329500.1.p, Aqcoe7G329500.4.p, Aqcoe7G329500.2.p, Aqcoe7G329500.3.p	Solyc07g006650.3.1
OG0006010	Aqcoe7G053400.1.p	Solyc03g006840.3.1
OG0006011	Aqcoe7G427800.1.p, Aqcoe7G128500.1.p	Solyc07g038160.3.1, Solyc12g008830.2.1
OG0006012	Aqcoe7G051400.1.p	Solyc03g031420.1.1, Solyc08g080180.1.1
OG0006013	Aqcoe5G231800.1.p, Aqcoe7G286700.1.p	Solyc04g080590.3.1
OG0006014	Aqcoe7G205600.1.p	Solyc03g119970.3.1, Solyc08g066920.2.1, Solyc12g042950.2.1
OG0006015	Aqcoe7G050700.2.p, Aqcoe7G050700.1.p	Solyc01g006000.3.1
OG0006016	Aqcoe7G299600.2.p, Aqcoe7G299600.3.p, Aqcoe7G299600.1.p	Solyc01g090720.3.1
OG0006017	Aqcoe7G273000.1.p	Solyc08g061100.3.1
OG0006018	Aqcoe7G007800.1.p, Aqcoe7G007800.2.p	Solyc03g083100.3.1, Solyc06g052010.2.1
OG0006019	Aqcoe7G009200.1.p	Solyc01g096010.3.1
OG0006020	Aqcoe7G008500.3.p, Aqcoe7G008500.5.p, Aqcoe7G008500.4.p, Aqcoe7G008500.2.p, Aqcoe7G008500.1.p, Aqcoe7G008500.6.p	Solyc08g074500.2.1
OG0006021	Aqcoe7G352100.2.p, Aqcoe7G352100.1.p	Solyc07g005870.3.1
OG0006022	Aqcoe7G063600.1.p	Solyc08g007590.3.1
OG0006023	Aqcoe7G353100.5.p, Aqcoe7G353100.4.p, Aqcoe7G353100.1.p, Aqcoe7G353100.2.p, Aqcoe7G353100.6.p, Aqcoe7G353100.3.p	Solyc07g005790.3.1
OG0006024	Aqcoe7G093800.1.p	Solyc08g075970.3.1
OG0006025	Aqcoe7G367900.1.p	Solyc07g007040.3.1
OG0006026	Aqcoe7G409300.2.p, Aqcoe7G409300.1.p	Solyc12g008395.1.1, Solyc12g008390.2.1
OG0006027	Aqcoe7G107300.2.p, Aqcoe7G107300.1.p	Solyc07g042270.3.1, Solyc07g042275.1.1
OG0006028	Aqcoe7G048200.1.p	Solyc04g074800.3.1
OG0006029	Aqcoe1G492700.2.p, Aqcoe1G492700.1.p, Aqcoe7G119400.1.p, Aqcoe7G119400.2.p	Solyc09g011450.3.1
OG0006030	Aqcoe7G407100.1.p, Aqcoe7G407100.2.p	Solyc07g018360.3.1
OG0006031	Aqcoe7G059300.1.p	Solyc03g007000.3.1
OG0006032	Aqcoe7G358800.1.p	Solyc01g088370.3.1
OG0006033	Aqcoe7G200400.1.p	Solyc06g065630.3.1
OG0006034	Aqcoe7G440500.1.p	Solyc12g049570.2.1
OG0006035	Aqcoe7G292100.2.p, Aqcoe7G292100.1.p	Solyc09g091480.3.1
OG0006036	Aqcoe7G360200.1.p	Solyc03g117120.3.1
OG0006037	Aqcoe7G377200.1.p	Solyc06g068230.3.1
OG0006038	Aqcoe7G167400.1.p	Solyc08g066900.1.1, Solyc08g066880.3.1
OG0006039	Aqcoe7G355500.1.p	Solyc07g005690.3.1, Solyc12g009970.2.1
