Orthogroup	A_coerulea.proteins	P_amilis.proteins
OG0004122	Aqcoe4G302000.1.p, Aqcoe4G302000.2.p	FUN_046391-T1, FUN_046391-T5, FUN_046391-T8, FUN_046391-T6, FUN_046391-T7, FUN_046391-T4, FUN_046391-T3, FUN_046391-T2
OG0004123	Aqcoe7G046500.1.p, Aqcoe7G046400.1.p, Aqcoe4G108600.1.p	FUN_035423-T1, FUN_035411-T1, FUN_035394-T1
OG0004124	Aqcoe1G015600.1.p, Aqcoe1G015600.2.p, Aqcoe4G150400.1.p, Aqcoe4G150400.4.p, Aqcoe4G150400.3.p, Aqcoe4G150400.2.p	FUN_018781-T1
OG0004125	Aqcoe7G327100.1.p, Aqcoe4G306800.2.p, Aqcoe0009s0015.1.p	FUN_034046-T1, FUN_034046-T2
OG0004126	Aqcoe4G079000.1.p, Aqcoe4G079000.2.p	FUN_015764-T1
OG0004127	Aqcoe4G013200.3.p, Aqcoe4G013200.6.p, Aqcoe4G013200.4.p, Aqcoe4G013200.2.p, Aqcoe4G013200.5.p, Aqcoe4G013200.1.p, Aqcoe3G146500.1.p, Aqcoe4G208700.1.p, Aqcoe3G146400.1.p	FUN_034819-T1
OG0004128	Aqcoe1G297900.1.p	FUN_012380-T2, FUN_012380-T1
OG0004128	Aqcoe4G212600.1.p	FUN_027322-T1
OG0004130	Aqcoe5G097500.1.p, Aqcoe5G097500.2.p, Aqcoe4G057900.1.p, Aqcoe4G057900.2.p	FUN_011317-T1
OG0004131	Aqcoe4G189400.1.p, Aqcoe4G141900.1.p, Aqcoe1G475600.1.p, Aqcoe4G012400.1.p, Aqcoe3G105800.1.p	FUN_008075-T1, FUN_008076-T1, FUN_008076-T2, FUN_020517-T1
OG0004132	Aqcoe5G458600.1.p, Aqcoe7G012000.2.p, Aqcoe7G012000.1.p, Aqcoe7G012000.4.p, Aqcoe7G012000.3.p	FUN_018334-T1, FUN_037422-T2, FUN_037422-T1
OG0004133	Aqcoe7G064800.2.p, Aqcoe7G064800.1.p	FUN_025906-T1, FUN_025910-T1, FUN_025907-T1, FUN_025911-T1
OG0004134	Aqcoe7G020600.1.p	FUN_013782-T1, FUN_013778-T1
OG0004135	Aqcoe7G427000.1.p	FUN_049994-T2, FUN_049994-T1
OG0004136	Aqcoe7G403900.1.p, Aqcoe7G403500.1.p, Aqcoe7G403800.1.p	FUN_006315-T1, FUN_006314-T1
OG0004137	Aqcoe7G186300.1.p, Aqcoe7G186300.3.p, Aqcoe7G186300.2.p, Aqcoe7G186300.4.p	FUN_052013-T1
OG0004138	Aqcoe7G378200.1.p	FUN_020948-T1, FUN_026075-T1
OG0004139	Aqcoe7G040200.1.p, Aqcoe7G040200.3.p, Aqcoe7G040200.2.p, Aqcoe7G040200.4.p, Aqcoe7G040200.5.p, Aqcoe7G040200.6.p	FUN_029878-T1
OG0004140	Aqcoe7G071100.1.p	FUN_015439-T1, FUN_006602-T1, FUN_037002-T1, FUN_049702-T1
OG0004141	Aqcoe7G427200.1.p	FUN_009820-T1, FUN_009820-T2, FUN_009820-T3
OG0004142	Aqcoe7G137500.1.p, Aqcoe7G137500.2.p	FUN_006504-T4
OG0004143	Aqcoe7G191700.1.p, Aqcoe7G191700.2.p	FUN_006242-T1
OG0004144	Aqcoe7G331400.1.p	FUN_000589-T1, FUN_029853-T1
OG0004144	Aqcoe3G101800.1.p	FUN_032365-T1
OG0004145	Aqcoe7G054200.1.p	FUN_018695-T1
OG0004146	Aqcoe7G089800.2.p, Aqcoe7G089800.1.p	FUN_049564-T1, FUN_049564-T2
OG0004147	Aqcoe7G216900.1.p	FUN_026067-T3, FUN_026067-T2, FUN_026067-T1, FUN_013142-T1
OG0004148	Aqcoe1G150900.1.p	FUN_045889-T2, FUN_045889-T1
OG0004148	Aqcoe7G018100.2.p, Aqcoe7G018100.1.p	FUN_031409-T1
OG0004149	Aqcoe7G009700.1.p, Aqcoe7G009700.2.p, Aqcoe7G009700.3.p	FUN_039735-T3, FUN_039735-T2, FUN_039735-T1
OG0004150	Aqcoe7G122200.1.p	FUN_005281-T1, FUN_005281-T2
OG0004151	Aqcoe7G040300.1.p, Aqcoe5G423700.1.p	FUN_037138-T1
OG0004152	Aqcoe7G111700.1.p	FUN_005361-T1
OG0004153	Aqcoe7G391700.2.p, Aqcoe7G391700.1.p	FUN_016255-T1
OG0004153	Aqcoe7G216600.1.p	FUN_008425-T1
OG0004154	Aqcoe7G346700.1.p, Aqcoe7G346700.2.p, Aqcoe7G377100.1.p	FUN_008405-T1
OG0004155	Aqcoe7G217800.7.p, Aqcoe7G217800.9.p, Aqcoe7G217800.8.p, Aqcoe7G217800.5.p, Aqcoe7G217800.4.p, Aqcoe7G217800.6.p, Aqcoe7G217800.3.p, Aqcoe7G217800.2.p, Aqcoe7G217800.1.p	FUN_013152-T1, FUN_013151-T1
OG0004156	Aqcoe7G368000.1.p	FUN_048232-T1, FUN_037537-T1, FUN_048230-T1
OG0004157	Aqcoe7G086200.1.p	FUN_019265-T1, FUN_019265-T2
OG0004158	Aqcoe7G024700.1.p	FUN_046345-T1, FUN_018116-T1, FUN_047819-T1, FUN_009090-T1, FUN_009090-T2, FUN_009090-T3
OG0004159	Aqcoe7G170100.1.p, Aqcoe5G463000.1.p	FUN_020422-T2, FUN_020422-T1, FUN_019137-T3, FUN_019137-T1, FUN_020422-T3, FUN_019137-T2
OG0004160	Aqcoe7G101400.2.p, Aqcoe7G101400.1.p	FUN_044888-T1, FUN_024067-T1, FUN_024067-T2, FUN_050177-T1, FUN_050177-T3, FUN_050177-T2, FUN_050177-T4
OG0004161	Aqcoe7G001400.1.p, Aqcoe5G470400.1.p	FUN_041214-T1
OG0004162	Aqcoe7G416200.1.p	FUN_015869-T1
OG0004163	Aqcoe5G459800.1.p, Aqcoe5G021600.1.p, Aqcoe7G009800.1.p	FUN_013661-T1, FUN_013661-T2, FUN_008877-T1
OG0004164	Aqcoe7G007500.2.p, Aqcoe7G007500.1.p, Aqcoe7G007500.3.p, Aqcoe7G091400.1.p	FUN_008280-T1
OG0004165	Aqcoe7G333400.1.p	FUN_008278-T1
OG0004166	Aqcoe7G109800.1.p, Aqcoe7G109800.2.p	FUN_033969-T1
OG0004167	Aqcoe7G083300.1.p	FUN_017092-T1, FUN_040092-T1, FUN_036914-T1
OG0004168	Aqcoe7G001500.1.p	FUN_045032-T1
OG0004169	Aqcoe7G065000.1.p	FUN_019476-T1, FUN_018628-T1
OG0004170	Aqcoe1G147200.9.p, Aqcoe1G147200.4.p, Aqcoe1G147200.5.p, Aqcoe1G147200.7.p, Aqcoe1G147200.10.p, Aqcoe1G147200.1.p, Aqcoe1G147200.6.p, Aqcoe1G147200.3.p, Aqcoe1G147200.8.p, Aqcoe1G147200.2.p	FUN_004063-T1, FUN_004063-T2, FUN_012889-T3, FUN_012889-T2, FUN_012889-T1
OG0004171	Aqcoe1G475700.1.p	FUN_000978-T1, FUN_039180-T1
OG0004172	Aqcoe1G125500.2.p, Aqcoe1G125500.1.p	FUN_002079-T1
OG0004173	Aqcoe1G377500.1.p	FUN_042626-T1, FUN_009755-T1, FUN_015532-T1
OG0004174	Aqcoe1G206800.1.p	FUN_002008-T2, FUN_002008-T3, FUN_002008-T1
OG0004175	Aqcoe1G195100.1.p	FUN_034750-T1
OG0004176	Aqcoe1G251300.2.p, Aqcoe1G251300.1.p, Aqcoe3G153400.2.p, Aqcoe3G153400.1.p	FUN_014031-T1
OG0004177	Aqcoe1G125400.1.p, Aqcoe5G259000.1.p, Aqcoe1G133900.1.p, Aqcoe1G134200.1.p, Aqcoe1G133800.1.p, Aqcoe1G125100.1.p	FUN_039606-T1
OG0004178	Aqcoe1G089300.1.p	FUN_033250-T1
OG0004179	Aqcoe1G407600.1.p, Aqcoe1G407600.2.p	FUN_029240-T1, FUN_018940-T1, FUN_020258-T1
OG0004180	Aqcoe1G186600.1.p, Aqcoe1G486200.1.p	FUN_042091-T1
OG0004181	Aqcoe1G164500.1.p	FUN_039326-T1
OG0004182	Aqcoe1G291200.3.p, Aqcoe1G291200.2.p, Aqcoe1G291200.1.p, Aqcoe1G291200.4.p	FUN_044077-T1
OG0004183	Aqcoe1G068300.1.p, Aqcoe5G318300.1.p	FUN_002438-T1
OG0004184	Aqcoe1G137700.3.p, Aqcoe1G137700.1.p, Aqcoe1G137700.2.p	FUN_039747-T2, FUN_039747-T1
OG0004185	Aqcoe1G416300.1.p, Aqcoe1G416300.3.p, Aqcoe1G416300.4.p, Aqcoe1G416300.2.p, Aqcoe5G254400.2.p, Aqcoe5G254400.1.p, Aqcoe5G254400.3.p	FUN_020796-T1, FUN_020796-T2, FUN_004333-T1
OG0004186	Aqcoe1G369800.1.p	FUN_045886-T1, FUN_012066-T1
OG0004187	Aqcoe1G031000.1.p	FUN_031330-T1, FUN_034828-T1, FUN_034828-T2
OG0004188	Aqcoe1G006500.1.p	FUN_030972-T1, FUN_033971-T2, FUN_033971-T1
OG0004189	Aqcoe1G370400.1.p	FUN_027436-T4, FUN_027436-T3, FUN_027436-T2, FUN_027436-T1
OG0004190	Aqcoe1G489300.1.p	FUN_039449-T1, FUN_039450-T1, FUN_039450-T3, FUN_039450-T2
OG0004191	Aqcoe1G204300.1.p	FUN_049486-T1, FUN_049486-T2
OG0004192	Aqcoe1G013000.3.p, Aqcoe1G013000.2.p, Aqcoe1G013000.1.p	FUN_014267-T1, FUN_014270-T2, FUN_014270-T4, FUN_014270-T1, FUN_014270-T3, FUN_000614-T1
OG0004193	Aqcoe1G175200.1.p, Aqcoe1G175200.2.p	FUN_047456-T1
OG0004194	Aqcoe1G424400.1.p	FUN_026319-T1
OG0004195	Aqcoe1G249600.1.p	FUN_043240-T2, FUN_043240-T1, FUN_036721-T1
OG0004196	Aqcoe1G355600.5.p, Aqcoe1G355600.6.p, Aqcoe1G355600.7.p, Aqcoe1G355600.8.p, Aqcoe1G355600.1.p, Aqcoe1G355600.2.p, Aqcoe1G355600.3.p, Aqcoe1G355600.4.p	FUN_035303-T1, FUN_035303-T2, FUN_053069-T2, FUN_053069-T4
OG0004197	Aqcoe1G321200.1.p	FUN_011986-T1, FUN_046520-T1, FUN_046520-T2
OG0004198	Aqcoe1G292600.1.p	FUN_035149-T1, FUN_012333-T1
OG0004199	Aqcoe1G070300.1.p	FUN_051850-T1, FUN_045635-T3, FUN_045635-T2, FUN_045635-T1
OG0004200	Aqcoe1G145800.1.p	FUN_039360-T3, FUN_039360-T2, FUN_039360-T1
OG0004201	Aqcoe1G134900.1.p	FUN_029979-T1
OG0004202	Aqcoe1G144600.1.p	FUN_027292-T2, FUN_027292-T1
OG0004203	Aqcoe1G441700.2.p, Aqcoe1G441700.1.p	FUN_020429-T2, FUN_020429-T1
OG0004204	Aqcoe1G405400.1.p, Aqcoe1G405400.2.p, Aqcoe3G180700.2.p, Aqcoe3G180700.1.p, Aqcoe3G191600.1.p	FUN_014073-T5, FUN_014073-T2, FUN_014073-T4, FUN_014073-T1, FUN_014073-T3
OG0004205	Aqcoe1G218500.3.p, Aqcoe1G218500.1.p, Aqcoe1G218500.5.p, Aqcoe1G218500.2.p, Aqcoe1G218500.4.p	FUN_046722-T1
OG0004206	Aqcoe1G025700.3.p, Aqcoe1G025700.2.p, Aqcoe1G025700.1.p, Aqcoe1G025700.4.p, Aqcoe1G025700.5.p	FUN_032820-T1, FUN_032820-T4, FUN_032820-T3, FUN_032820-T2
OG0004208	Aqcoe5G214500.2.p, Aqcoe5G214500.1.p, Aqcoe1G371500.1.p	FUN_049560-T1, FUN_034090-T1
OG0004209	Aqcoe1G142200.3.p, Aqcoe1G142200.1.p, Aqcoe1G142200.2.p	FUN_020262-T1
OG0004210	Aqcoe1G036700.1.p	FUN_032805-T1, FUN_004599-T1
OG0004211	Aqcoe1G459000.3.p, Aqcoe1G459000.2.p, Aqcoe1G459000.1.p	FUN_039802-T1
OG0004212	Aqcoe5G066600.1.p	FUN_024629-T1, FUN_020228-T1
OG0004213	Aqcoe5G428700.3.p, Aqcoe5G428700.1.p, Aqcoe5G428700.4.p, Aqcoe5G428700.2.p	FUN_007946-T2, FUN_007946-T1
OG0004214	Aqcoe5G350200.1.p	FUN_025275-T1, FUN_031823-T2, FUN_031823-T1
OG0004215	Aqcoe5G004300.1.p, Aqcoe5G004300.2.p	FUN_003542-T2, FUN_003542-T1, FUN_025051-T1
OG0004216	Aqcoe5G154500.1.p	FUN_001504-T1, FUN_001504-T2
OG0004217	Aqcoe5G192400.1.p	FUN_001605-T1, FUN_001603-T1
OG0004218	Aqcoe5G413700.1.p	FUN_015293-T2, FUN_015293-T1
OG0004219	Aqcoe5G472300.4.p, Aqcoe5G472300.3.p, Aqcoe5G472300.1.p, Aqcoe5G472300.5.p, Aqcoe5G472300.2.p	FUN_048306-T1
OG0004220	Aqcoe5G410600.1.p	FUN_015309-T1, FUN_036895-T1
OG0004221	Aqcoe5G131100.1.p	FUN_026721-T2, FUN_026721-T1
OG0004222	Aqcoe5G464200.3.p, Aqcoe5G464200.1.p, Aqcoe5G464200.4.p, Aqcoe5G464200.2.p, Aqcoe5G464200.5.p	FUN_006002-T1
OG0004223	Aqcoe5G447600.1.p, Aqcoe5G447600.2.p, Aqcoe5G447600.3.p	FUN_033598-T2, FUN_033598-T3, FUN_033598-T1, FUN_043114-T1
OG0004224	Aqcoe5G240100.1.p, Aqcoe3G098400.1.p	FUN_003950-T1
OG0004225	Aqcoe5G064400.1.p	FUN_035719-T1, FUN_036735-T1
OG0004226	Aqcoe5G059100.1.p, Aqcoe5G059100.2.p	FUN_014415-T1
OG0004227	Aqcoe5G161000.1.p, Aqcoe5G097700.1.p	FUN_043970-T1, FUN_044521-T1, FUN_043969-T1, FUN_043216-T1
OG0004228	Aqcoe5G432100.1.p	FUN_000108-T1, FUN_000305-T1
OG0004229	Aqcoe5G274400.1.p, Aqcoe5G274400.2.p	FUN_033680-T1, FUN_006596-T1, FUN_015445-T1, FUN_006593-T1, FUN_006595-T1
OG0004230	Aqcoe5G406500.1.p, Aqcoe5G406500.2.p	FUN_049565-T1, FUN_036891-T1, FUN_036891-T2
OG0004231	Aqcoe5G259800.1.p	FUN_034024-T1
OG0004232	Aqcoe5G389400.1.p, Aqcoe5G389400.2.p, Aqcoe3G137600.1.p	FUN_050342-T1, FUN_025095-T1
OG0004233	Aqcoe5G050300.1.p	FUN_010659-T1, FUN_047263-T2, FUN_047263-T1
OG0004234	Aqcoe0056s0001.1.p, Aqcoe5G040400.1.p	FUN_002555-T1, FUN_002556-T1
OG0004235	Aqcoe5G381200.1.p	FUN_032006-T2, FUN_032006-T1, FUN_032006-T3
OG0004236	Aqcoe5G026900.1.p, Aqcoe5G026800.1.p	FUN_002684-T1
OG0004237	Aqcoe5G227900.1.p	FUN_004174-T1, FUN_031076-T1
OG0004238	Aqcoe5G263900.3.p, Aqcoe5G263900.1.p, Aqcoe5G263900.4.p, Aqcoe5G263900.5.p, Aqcoe5G263900.2.p	FUN_038827-T3, FUN_038827-T2, FUN_038827-T1
OG0004239	Aqcoe5G154400.3.p, Aqcoe5G154400.1.p, Aqcoe5G154400.2.p	FUN_046069-T1
OG0004240	Aqcoe5G355400.1.p	FUN_025300-T1, FUN_031856-T1
OG0004241	Aqcoe5G242900.2.p, Aqcoe5G242900.1.p	FUN_041438-T1
OG0004242	Aqcoe5G217700.1.p	FUN_021729-T2, FUN_021729-T1
OG0004243	Aqcoe5G180700.1.p	FUN_002189-T4, FUN_002189-T3, FUN_002189-T2, FUN_002189-T5, FUN_002189-T1
OG0004244	Aqcoe5G196200.1.p, Aqcoe5G196200.2.p	FUN_036153-T1
OG0004245	Aqcoe5G281100.1.p	FUN_035950-T1, FUN_035950-T2
OG0004246	Aqcoe5G087400.4.p, Aqcoe5G087400.3.p, Aqcoe5G087400.2.p, Aqcoe5G087400.1.p	FUN_042926-T1, FUN_042926-T2, FUN_024735-T1
OG0004247	Aqcoe5G464500.1.p, Aqcoe5G464500.2.p, Aqcoe5G464500.3.p	FUN_003136-T1, FUN_041194-T1, FUN_018377-T2, FUN_018377-T3, FUN_018377-T1
OG0004248	Aqcoe5G266000.2.p, Aqcoe5G266000.1.p, Aqcoe5G266000.3.p	FUN_017498-T1, FUN_017498-T3, FUN_017498-T2, FUN_027429-T1
OG0004249	Aqcoe5G291900.1.p, Aqcoe5G291900.3.p, Aqcoe5G291900.2.p	FUN_014216-T3, FUN_014216-T5, FUN_014216-T2, FUN_014216-T4
OG0004250	Aqcoe5G310900.1.p	FUN_020382-T1
OG0004251	Aqcoe5G271600.1.p, Aqcoe5G271600.3.p, Aqcoe5G271600.2.p	FUN_037839-T1, FUN_037836-T1, FUN_037836-T2
OG0004252	Aqcoe5G240300.1.p, Aqcoe3G098300.1.p	FUN_035215-T1, FUN_014586-T1, FUN_026920-T1
OG0004253	Aqcoe3G126000.1.p, Aqcoe3G126100.1.p, Aqcoe5G231600.1.p	FUN_049439-T1, FUN_038458-T1
OG0004254	Aqcoe5G203100.1.p	FUN_031258-T1, FUN_025431-T1
OG0004255	Aqcoe3G143000.2.p, Aqcoe3G143000.3.p, Aqcoe3G143000.1.p	FUN_017821-T1
OG0004256	Aqcoe3G006000.1.p	FUN_020133-T2, FUN_020133-T1
OG0004257	Aqcoe3G277500.2.p, Aqcoe3G277500.1.p	FUN_047366-T1, FUN_047366-T2
OG0004258	Aqcoe3G014000.2.p, Aqcoe3G014000.1.p, Aqcoe3G008300.2.p, Aqcoe3G008300.3.p, Aqcoe3G008300.1.p	FUN_043777-T2, FUN_043777-T1
OG0004259	Aqcoe3G039200.1.p	FUN_029912-T1, FUN_016559-T1, FUN_033560-T1
OG0004260	Aqcoe3G039600.1.p	FUN_033562-T1, FUN_020146-T1, FUN_046857-T1
OG0004261	Aqcoe3G068400.1.p, Aqcoe3G068400.2.p	FUN_025576-T1
OG0004262	Aqcoe3G282600.1.p	FUN_042658-T1, FUN_010792-T1, FUN_042659-T1, FUN_010792-T2, FUN_010792-T3
OG0004263	Aqcoe3G358800.1.p	FUN_029119-T1
OG0004264	Aqcoe3G014800.1.p, Aqcoe3G014800.2.p	FUN_016781-T1, FUN_011662-T1
OG0004265	Aqcoe3G381300.1.p	FUN_041673-T1
OG0004267	Aqcoe3G298500.2.p, Aqcoe3G298500.1.p	FUN_009228-T1, FUN_009228-T2, FUN_032247-T1
OG0004268	Aqcoe3G219500.2.p, Aqcoe3G219500.4.p, Aqcoe3G219500.3.p, Aqcoe3G219500.1.p, Aqcoe3G219500.5.p	FUN_041606-T1, FUN_017612-T1
OG0004269	Aqcoe3G361000.1.p	FUN_045472-T1, FUN_011170-T1, FUN_011170-T2
OG0004270	Aqcoe3G310000.1.p, Aqcoe3G310000.2.p	FUN_047485-T1
OG0004270	Aqcoe3G106600.1.p, Aqcoe3G106600.2.p	FUN_016446-T2, FUN_016446-T1
OG0004271	Aqcoe3G187000.1.p	FUN_041855-T1, FUN_041855-T2, FUN_017957-T1
OG0004272	Aqcoe3G148300.1.p, Aqcoe3G148300.2.p, Aqcoe3G280700.1.p	FUN_009284-T1, FUN_009284-T2, FUN_032168-T3, FUN_032168-T2, FUN_032168-T1, FUN_032168-T4
OG0004273	Aqcoe3G276000.2.p, Aqcoe3G276000.3.p, Aqcoe3G276000.1.p, Aqcoe3G127500.2.p, Aqcoe3G127500.1.p	FUN_047360-T1, FUN_047360-T2
OG0004274	Aqcoe3G165100.4.p, Aqcoe3G165100.1.p, Aqcoe3G165100.3.p, Aqcoe3G165100.2.p	FUN_045268-T1
OG0004275	Aqcoe3G096400.1.p	FUN_025313-T1, FUN_031904-T4, FUN_031904-T2, FUN_031904-T3, FUN_031904-T1
OG0004276	Aqcoe3G144900.1.p	FUN_034507-T1, FUN_010743-T1
OG0004294	Aqcoe2G108700.1.p, Aqcoe2G108700.2.p, Aqcoe7G260800.1.p, Aqcoe7G260800.2.p	FUN_051831-T1, FUN_018845-T1, FUN_018188-T1
OG0004294	Aqcoe7G064900.1.p	FUN_048332-T1
OG0004295	Aqcoe2G074800.1.p	FUN_007721-T1
OG0004296	Aqcoe5G072900.1.p, Aqcoe2G309900.1.p, Aqcoe2G309900.3.p, Aqcoe2G309900.2.p	FUN_042847-T1, FUN_020174-T1
OG0004297	Aqcoe2G340700.1.p, Aqcoe2G340700.2.p	FUN_041682-T1, FUN_041682-T2
OG0004298	Aqcoe7G337600.2.p, Aqcoe7G337600.3.p, Aqcoe2G025400.2.p, Aqcoe2G025400.1.p, Aqcoe2G025400.3.p, Aqcoe7G337600.1.p	FUN_039578-T2, FUN_039578-T1
OG0004299	Aqcoe2G414500.1.p	FUN_005291-T5, FUN_005291-T2, FUN_005291-T4, FUN_005291-T1, FUN_005291-T3
OG0004300	Aqcoe2G020300.1.p	FUN_032842-T1
OG0004300	Aqcoe6G094400.1.p	FUN_002374-T1, FUN_046033-T1
OG0004301	Aqcoe2G393800.1.p	FUN_034005-T1, FUN_005737-T1
OG0004302	Aqcoe5G064600.1.p, Aqcoe2G325000.1.p	FUN_005423-T1, FUN_015967-T1
OG0004303	Aqcoe3G345200.1.p, Aqcoe2G245500.1.p	FUN_021519-T1
OG0004304	Aqcoe7G017900.1.p, Aqcoe1G222300.1.p, Aqcoe2G204400.1.p, Aqcoe3G323400.2.p	FUN_043987-T1, FUN_043986-T1, FUN_043986-T3, FUN_043986-T4, FUN_043986-T2
OG0004305	Aqcoe2G296100.1.p	FUN_051496-T2, FUN_051496-T1
OG0004306	Aqcoe2G437900.1.p	FUN_036250-T1, FUN_010658-T1
OG0004307	Aqcoe2G384900.1.p	FUN_033138-T1, FUN_033138-T2
OG0004308	Aqcoe2G309400.2.p, Aqcoe2G309400.1.p	FUN_033234-T2, FUN_033234-T3, FUN_033234-T1, FUN_020244-T2, FUN_020244-T1
OG0004309	Aqcoe2G283200.1.p, Aqcoe2G283200.2.p	FUN_015000-T1, FUN_040329-T1
OG0004310	Aqcoe2G130300.1.p	FUN_031322-T1, FUN_031321-T1
OG0004311	Aqcoe2G293600.3.p, Aqcoe2G293600.2.p, Aqcoe2G293600.1.p, Aqcoe3G084000.2.p, Aqcoe3G084000.1.p, Aqcoe3G084000.3.p	FUN_001222-T1, FUN_008094-T1, FUN_000756-T1, FUN_008093-T1
OG0004312	Aqcoe1G073900.3.p, Aqcoe1G073900.1.p, Aqcoe2G240200.1.p, Aqcoe1G073900.4.p, Aqcoe1G073900.5.p, Aqcoe1G073900.2.p	FUN_048928-T1
OG0004313	Aqcoe2G354200.1.p, Aqcoe6G205400.1.p	FUN_041886-T1
OG0004314	Aqcoe2G062700.1.p, Aqcoe5G175600.1.p	FUN_045640-T2, FUN_045640-T1
OG0004315	Aqcoe5G084400.1.p, Aqcoe2G297900.1.p	FUN_019010-T2, FUN_019010-T1
OG0004316	Aqcoe4G144700.2.p, Aqcoe7G147200.1.p, Aqcoe4G144700.1.p, Aqcoe1G296200.1.p, Aqcoe2G028100.3.p, Aqcoe2G028100.1.p, Aqcoe2G028100.2.p	FUN_023149-T1, FUN_023151-T2, FUN_023151-T3, FUN_023151-T1, FUN_004542-T1
OG0004317	Aqcoe2G292300.1.p, Aqcoe2G292300.2.p	FUN_042960-T1
OG0004318	Aqcoe7G384100.1.p, Aqcoe2G018500.1.p	FUN_042784-T1, FUN_010638-T1
OG0004319	Aqcoe2G008000.1.p	FUN_033017-T1
OG0004320	Aqcoe2G340500.1.p, Aqcoe5G058300.2.p, Aqcoe5G058300.1.p	FUN_000497-T3, FUN_000497-T2, FUN_051439-T1
OG0004321	Aqcoe2G401900.1.p, Aqcoe2G401900.2.p	FUN_003471-T1
OG0004322	Aqcoe2G149500.1.p	FUN_009644-T1, FUN_047897-T1
OG0004323	Aqcoe5G412200.1.p	FUN_036902-T1, FUN_036901-T1, FUN_049579-T1
OG0004323	Aqcoe2G373500.1.p	FUN_015107-T1
OG0004324	Aqcoe2G343300.1.p, Aqcoe2G343400.1.p	FUN_000624-T1
OG0004325	Aqcoe2G313500.1.p, Aqcoe5G076000.1.p	FUN_041309-T2, FUN_053306-T1
OG0004326	Aqcoe2G336800.4.p, Aqcoe2G336800.6.p, Aqcoe2G336800.3.p, Aqcoe2G336800.2.p, Aqcoe2G336800.1.p, Aqcoe2G336800.5.p	FUN_026359-T1, FUN_046717-T1
OG0004327	Aqcoe2G336500.6.p, Aqcoe2G336500.5.p, Aqcoe2G336500.2.p, Aqcoe2G336500.4.p, Aqcoe2G336500.3.p, Aqcoe2G336500.1.p	FUN_024573-T1, FUN_024573-T2
OG0004328	Aqcoe2G328000.2.p, Aqcoe2G328000.1.p	FUN_027410-T1
OG0004329	Aqcoe2G045700.1.p	FUN_033932-T1, FUN_033932-T2
OG0004330	Aqcoe7G007900.1.p	FUN_048189-T1, FUN_037472-T1
OG0004331	Aqcoe2G290100.1.p, Aqcoe2G290100.2.p, Aqcoe2G290100.3.p	FUN_024421-T1, FUN_024422-T1
OG0004332	Aqcoe5G048900.1.p	FUN_014561-T1
OG0004333	Aqcoe5G295600.1.p	FUN_053173-T1, FUN_003198-T1
OG0004334	Aqcoe3G381500.1.p, Aqcoe2G025300.2.p, Aqcoe2G025300.1.p	FUN_047541-T1, FUN_029267-T1
OG0004335	Aqcoe2G023200.1.p	FUN_011028-T1
OG0004336	Aqcoe2G232900.1.p	FUN_017294-T2, FUN_017294-T1
OG0004338	Aqcoe1G169000.1.p, Aqcoe2G307000.1.p	FUN_016177-T1, FUN_024586-T1
OG0004339	Aqcoe2G378400.2.p, Aqcoe2G378400.1.p	FUN_043800-T1, FUN_040302-T1, FUN_015087-T1
OG0004340	Aqcoe2G176500.1.p, Aqcoe2G176500.3.p, Aqcoe7G212800.1.p, Aqcoe2G176500.5.p, Aqcoe2G176500.4.p, Aqcoe2G176500.2.p, Aqcoe1G476100.1.p	FUN_042617-T1
OG0004341	Aqcoe2G232600.1.p, Aqcoe2G232600.4.p, Aqcoe2G232600.2.p, Aqcoe2G232600.3.p, Aqcoe1G098200.1.p	FUN_039766-T1
OG0004343	Aqcoe2G036700.1.p	FUN_030796-T1, FUN_030796-T2, FUN_018846-T4, FUN_018846-T3, FUN_018846-T2, FUN_018846-T1
OG0004344	Aqcoe2G004100.2.p, Aqcoe2G004100.1.p	FUN_005808-T1, FUN_020536-T1
OG0004345	Aqcoe2G407200.1.p	FUN_039866-T1, FUN_039866-T2, FUN_007785-T1
OG0004346	Aqcoe2G045800.1.p	FUN_052631-T1
OG0004347	Aqcoe2G225300.1.p	FUN_030069-T1, FUN_026938-T1
OG0004348	Aqcoe2G421100.1.p	FUN_014932-T1, FUN_036191-T1, FUN_052501-T1
OG0004349	Aqcoe2G296500.1.p, Aqcoe5G086700.1.p	FUN_024731-T1, FUN_042919-T1
OG0004350	Aqcoe2G241300.1.p	FUN_044603-T1, FUN_053281-T1, FUN_021170-T1
OG0004351	Aqcoe5G090600.1.p	FUN_033157-T1, FUN_033161-T1
OG0004351	Aqcoe2G290800.1.p	FUN_034335-T1
OG0004352	Aqcoe2G118900.1.p, Aqcoe2G118900.2.p	FUN_020352-T1
OG0004353	Aqcoe4G162900.1.p, Aqcoe2G261500.1.p, Aqcoe2G261400.1.p	FUN_044948-T1
OG0004354	Aqcoe2G236200.2.p, Aqcoe2G236200.1.p, Aqcoe2G236200.3.p, Aqcoe2G236200.5.p, Aqcoe7G303000.1.p, Aqcoe2G236200.4.p	FUN_034082-T1
OG0004355	Aqcoe2G438700.3.p, Aqcoe2G438700.1.p, Aqcoe2G438700.2.p	FUN_036262-T1
OG0004356	Aqcoe2G301300.2.p, Aqcoe2G301300.1.p	FUN_053212-T2, FUN_053212-T1
