Orthogroup	G_max.proteins	V_vinifera.proteins
OG0002567	GmISU01.05G173300.9.p, GmISU01.05G173300.7.p, GmISU01.05G173300.6.p, GmISU01.05G173300.8.p	VIT_217s0000g01200.1, VIT_217s0000g01200.2
OG0002568	GmISU01.11G220100.1.p, GmISU01.18G014100.3.p, GmISU01.18G014100.2.p, GmISU01.18G014100.1.p	VIT_207s0191g00170.4, VIT_207s0191g00170.5, VIT_207s0191g00170.2, VIT_207s0191g00170.8, VIT_207s0191g00170.1, VIT_207s0191g00170.3, VIT_207s0191g00170.6, VIT_207s0191g00170.7
OG0002569	GmISU01.04G035700.2.p, GmISU01.04G035700.1.p, GmISU01.06G035300.1.p	VIT_218s0001g10710.1
OG0002570	GmISU01.17G067000.1.p, GmISU01.02G172000.1.p, GmISU01.02G172000.3.p, GmISU01.02G172000.2.p, GmISU01.17G067050.1.p, GmISU01.17G168500.2.p, GmISU01.17G168500.1.p, GmISU01.17G163000.2.p, GmISU01.17G163000.1.p, GmISU01.17G067200.2.p, GmISU01.17G067200.1.p, GmISU01.17G067100.1.p, GmISU01.17G163100.1.p, GmISU01.03G029800.2.p, GmISU01.03G029800.1.p	VIT_211s0037g00410.1, VIT_209s0018g01175.1
OG0002571	GmISU01.14G080300.2.p, GmISU01.14G080300.1.p, GmISU01.17G207900.1.p	VIT_218s0001g09990.1, VIT_203s0180g00010.1
OG0002572	GmISU01.13G037500.1.p, GmISU01.08G223300.1.p, GmISU01.18G207400.1.p	VIT_214s0108g01500.2, VIT_214s0108g01500.1, VIT_214s0108g01500.3
OG0002572	GmISU01.04G057400.1.p	VIT_204s0008g05870.4, VIT_204s0008g05870.5, VIT_204s0008g05870.3, VIT_204s0008g05870.2, VIT_204s0008g05870.1
OG0002573	GmISU01.08G016600.1.p, GmISU01.05G179900.1.p, GmISU01.11G019600.1.p	VIT_202s0025g00360.1
OG0002573	GmISU01.01G003700.1.p, GmISU01.16G028900.1.p, GmISU01.07G059600.1.p, GmISU01.09G210900.1.p, GmISU01.18G183600.1.p	VIT_215s0046g02220.1
OG0002574	GmISU01.19G052800.4.p, GmISU01.19G052800.2.p, GmISU01.19G052800.8.p, GmISU01.19G052800.6.p, GmISU01.19G052800.3.p, GmISU01.19G052800.5.p, GmISU01.16G065400.4.p, GmISU01.16G065400.6.p, GmISU01.16G065400.2.p, GmISU01.16G065400.3.p, GmISU01.19G006300.1.p, GmISU01.19G006300.4.p, GmISU01.19G006300.5.p, GmISU01.05G005900.7.p, GmISU01.05G005900.5.p, GmISU01.05G005900.3.p, GmISU01.05G005900.2.p, GmISU01.05G005900.4.p	VIT_214s0066g01120.1
OG0002574	GmISU01.19G067300.1.p	VIT_217s0000g08510.1
OG0002575	GmISU01.13G243000.1.p, GmISU01.12G186100.1.p	VIT_219s0014g03300.3, VIT_219s0014g03300.1, VIT_219s0014g03300.2
OG0002575	GmISU01.13G209600.1.p, GmISU01.15G066500.1.p, GmISU01.07G162200.1.p	VIT_200s0375g00040.1, VIT_200s0375g00040.2
OG0002576	GmISU01.18G093550.1.p	VIT_203s0017g01380.1, VIT_203s0017g00560.1, VIT_203s0017g00610.1
OG0002577	GmISU01.13G234400.1.p	VIT_219s0014g01630.1, VIT_219s0014g01630.2
OG0002578	GmISU01.07G227900.1.p, GmISU01.07G227800.1.p, GmISU01.17G007100.1.p	VIT_200s0187g00150.1, VIT_200s0187g00150.2
OG0002579	GmISU01.06G163100.3.p, GmISU01.06G163100.5.p, GmISU01.06G163100.4.p, GmISU01.06G163100.2.p, GmISU01.04G150600.3.p, GmISU01.04G150600.2.p, GmISU01.04G150600.4.p, GmISU01.04G150600.1.p	VIT_207s0130g00380.1, VIT_207s0130g00390.3, VIT_207s0130g00390.1, VIT_207s0130g00390.2
OG0002580	GmISU01.08G211400.1.p, GmISU01.08G211400.2.p, GmISU01.08G211400.3.p	VIT_213s0047g00330.1
OG0002580	GmISU01.02G233500.3.p, GmISU01.02G233500.5.p, GmISU01.02G233500.4.p, GmISU01.14G040400.1.p, GmISU01.20G037900.4.p, GmISU01.20G037900.2.p, GmISU01.20G037900.1.p, GmISU01.20G037900.3.p, GmISU01.20G037900.5.p	VIT_208s0040g00170.4, VIT_208s0040g00170.3, VIT_208s0040g00170.2, VIT_208s0040g00170.1
OG0002581	GmISU01.18G070900.4.p, GmISU01.18G070900.3.p, GmISU01.18G070900.1.p, GmISU01.18G070900.2.p, GmISU01.18G070900.5.p, GmISU01.18G070900.6.p, GmISU01.18G070900.7.p, GmISU01.08G292200.5.p, GmISU01.08G292200.4.p, GmISU01.08G292200.1.p, GmISU01.08G292200.10.p	VIT_219s0015g00160.4, VIT_219s0015g00160.2, VIT_219s0015g00160.3, VIT_219s0015g00160.1
OG0002582	GmISU01.02G228100.2.p, GmISU01.02G228100.4.p, GmISU01.02G228100.5.p, GmISU01.02G228100.3.p, GmISU01.02G228100.1.p, GmISU01.02G228100.6.p, GmISU01.14G046000.2.p, GmISU01.14G046000.3.p, GmISU01.14G046000.1.p	VIT_212s0059g01450.4, VIT_212s0059g01450.3, VIT_212s0059g01450.2, VIT_212s0059g01450.1, VIT_214s0036g00380.1
OG0002583	GmISU01.12G092200.1.p, GmISU01.06G256700.3.p, GmISU01.06G256700.1.p, GmISU01.13G266600.1.p, GmISU01.12G163800.1.p	VIT_212s0059g02730.1, VIT_212s0059g02730.2
OG0002583	GmISU01.07G156800.1.p, GmISU01.08G056900.1.p, GmISU01.15G060000.2.p, GmISU01.15G060000.1.p	VIT_200s0865g00020.1, VIT_200s0868g00030.1, VIT_200s0865g00020.2
OG0002584	GmISU01.18G221200.6.p, GmISU01.18G221200.5.p, GmISU01.18G221200.3.p, GmISU01.18G221200.2.p, GmISU01.18G221200.1.p, GmISU01.08G234600.2.p, GmISU01.08G234600.1.p, GmISU01.13G029300.1.p, GmISU01.13G029300.2.p, GmISU01.19G036200.2.p, GmISU01.19G036200.3.p	VIT_205s0102g00730.1
OG0002585	GmISU01.17G186100.2.p, GmISU01.17G186100.1.p, GmISU01.14G102800.1.p	VIT_204s0008g05940.1, VIT_204s0008g05940.2
OG0002585	GmISU01.08G201700.1.p, GmISU01.07G023100.1.p	VIT_209s0002g09050.3, VIT_209s0002g09050.1, VIT_209s0002g09050.2
OG0002586	GmISU01.05G051300.1.p, GmISU01.17G127100.1.p	VIT_202s0154g00070.1
OG0002587	GmISU01.04G053000.3.p, GmISU01.04G053000.2.p, GmISU01.06G051600.2.p, GmISU01.14G100000.1.p, GmISU01.14G100000.3.p, GmISU01.17G188700.3.p, GmISU01.17G188700.1.p	VIT_204s0008g02100.1
OG0002588	GmISU01.17G167700.1.p	VIT_204s0008g00470.1
OG0002588	GmISU01.06G192000.1.p, GmISU01.05G008000.1.p, GmISU01.17G108000.1.p, GmISU01.17G107800.1.p, GmISU01.05G007900.1.p	VIT_211s0016g04920.2, VIT_211s0016g04920.1
OG0002589	GmISU01.11G022700.1.p, GmISU01.01G176400.1.p, GmISU01.05G174700.1.p, GmISU01.08G011600.2.p, GmISU01.08G011600.1.p	VIT_202s0025g03760.2, VIT_202s0025g03760.1, VIT_202s0025g03760.3
OG0002590	GmISU01.03G023900.1.p, GmISU01.01G105800.1.p	VIT_215s0048g00340.1, VIT_215s0048g00320.1, VIT_215s0048g00330.1
OG0002590	GmISU01.17G123800.1.p	VIT_200s1525g00010.1
OG0002591	GmISU01.15G018300.5.p, GmISU01.15G018300.7.p, GmISU01.15G018300.6.p, GmISU01.15G018300.1.p, GmISU01.15G018300.2.p, GmISU01.07G014000.1.p, GmISU01.08G187300.1.p	VIT_209s0002g03640.4, VIT_209s0002g03640.3, VIT_209s0002g03640.2, VIT_209s0002g03640.6, VIT_209s0002g03640.1
OG0002592	GmISU01.20G001700.1.p, GmISU01.03G007600.2.p, GmISU01.07G063200.1.p, GmISU01.18G179600.1.p	VIT_215s0046g02390.2, VIT_215s0046g02390.1
OG0002592	GmISU01.11G181100.2.p, GmISU01.11G181100.1.p, GmISU01.18G061100.1.p	VIT_206s0004g06220.2, VIT_206s0004g06220.1
OG0002593	GmISU01.17G120500.1.p, GmISU01.05G044600.1.p, GmISU01.01G175500.2.p, GmISU01.01G175500.1.p, GmISU01.16G167000.1.p, GmISU01.09G113600.1.p, GmISU01.10G200000.1.p, GmISU01.20G120300.1.p	VIT_202s0025g04120.1
OG0002594	GmISU01.09G080700.1.p, GmISU01.15G176400.1.p, GmISU01.04G058300.1.p, GmISU01.06G058466.1.p, GmISU01.06G058532.1.p	VIT_204s0008g06030.1, VIT_211s0149g00220.1, VIT_211s0149g00240.1
OG0002595	GmISU01.02G065800.1.p, GmISU01.02G065800.3.p, GmISU01.16G126800.1.p, GmISU01.16G126800.2.p	VIT_214s0068g01460.8, VIT_214s0068g01460.10, VIT_214s0068g01460.3, VIT_214s0068g01460.4, VIT_214s0068g01460.9, VIT_214s0068g01460.5, VIT_214s0068g01460.2, VIT_214s0068g01460.1, VIT_214s0068g01460.13, VIT_214s0068g01460.14, VIT_214s0068g01460.12, VIT_214s0068g01460.11, VIT_216s0039g01380.1, VIT_214s0068g01460.7, VIT_214s0068g01460.6
OG0002596	GmISU01.07G008700.1.p, GmISU01.13G308800.1.p, GmISU01.15G023200.2.p, GmISU01.15G023200.1.p	VIT_209s0002g02230.1
OG0002596	GmISU01.04G048000.1.p, GmISU01.06G047000.1.p	VIT_204s0008g01230.1
OG0002598	GmISU01.09G172800.1.p	VIT_202s0033g01170.1
OG0002598	GmISU01.15G158000.1.p	VIT_211s0016g01390.1
OG0002600	GmISU01.13G327000.1.p, GmISU01.15G003800.1.p, GmISU01.07G023500.1.p, GmISU01.08G201300.1.p	VIT_204s0043g00510.1, VIT_207s0031g00420.1
OG0002600	GmISU01.06G058400.1.p, GmISU01.04G058200.1.p, GmISU01.17G185800.1.p, GmISU01.14G103100.1.p, GmISU01.14G103100.2.p	VIT_204s0008g06000.1
OG0002601	GmISU01.04G052300.1.p, GmISU01.04G052300.2.p, GmISU01.04G052300.3.p, GmISU01.06G050600.1.p, GmISU01.06G050600.3.p, GmISU01.06G050600.2.p, GmISU01.14G093300.1.p, GmISU01.14G093300.3.p, GmISU01.14G093300.2.p	VIT_204s0008g01990.2, VIT_204s0008g01990.1, VIT_204s0008g01990.4, VIT_204s0008g01990.5, VIT_204s0008g01990.3, VIT_204s0008g01990.8, VIT_204s0008g01990.6, VIT_204s0008g01990.7
OG0002602	GmISU01.08G036800.1.p, GmISU01.05G199000.1.p, GmISU01.05G199000.3.p, GmISU01.05G199000.4.p, GmISU01.08G036800.2.p, GmISU01.05G199000.2.p	VIT_211s0016g04290.1
OG0002603	GmISU01.05G140700.1.p, GmISU01.08G116000.1.p, GmISU01.08G116000.2.p	VIT_205s0094g01070.3, VIT_205s0094g01070.2, VIT_205s0094g01070.1, VIT_205s0094g01070.4
OG0002604	GmISU01.06G080200.4.p, GmISU01.06G080200.1.p, GmISU01.04G078800.11.p, GmISU01.04G078800.10.p, GmISU01.04G078800.1.p, GmISU01.04G078800.6.p, GmISU01.04G078800.7.p, GmISU01.04G078800.9.p, GmISU01.04G078800.8.p, GmISU01.04G078800.2.p, GmISU01.04G078800.3.p, GmISU01.04G078800.4.p, GmISU01.04G078800.5.p	VIT_204s0008g00200.1
OG0002605	GmISU01.15G013900.2.p, GmISU01.15G013900.1.p	VIT_209s0002g04600.1, VIT_209s0002g04600.3, VIT_209s0002g04600.2, VIT_209s0002g04600.5, VIT_209s0002g04600.4, VIT_209s0002g04600.6
OG0002605	GmISU01.08G035732.1.p	VIT_211s0016g04020.9, VIT_211s0016g04020.11, VIT_211s0016g04020.10, VIT_211s0016g04020.6
OG0002606	GmISU01.05G009000.1.p, GmISU01.17G109000.1.p, GmISU01.06G191400.1.p	VIT_211s0016g04810.2, VIT_211s0016g04810.1
OG0002607	GmISU01.03G160200.1.p	VIT_208s0007g02540.3, VIT_208s0007g02540.5, VIT_208s0007g02540.2, VIT_208s0007g02540.1, VIT_208s0007g02540.4, VIT_208s0007g02540.6
OG0002608	GmISU01.02G250300.2.p, GmISU01.08G281600.1.p, GmISU01.18G083300.1.p	VIT_210s0116g01840.1
OG0002609	GmISU01.18G193600.1.p, GmISU01.18G193600.4.p, GmISU01.09G201100.1.p, GmISU01.09G201100.3.p, GmISU01.18G193600.3.p	VIT_200s0215g00030.1, VIT_200s0215g00030.5, VIT_200s0215g00030.7, VIT_200s0215g00030.6, VIT_200s0215g00030.4, VIT_200s0215g00030.2, VIT_200s0215g00030.3
OG0002610	GmISU01.12G184600.1.p, GmISU01.13G244500.1.p, GmISU01.13G244500.2.p, GmISU01.13G211900.1.p, GmISU01.13G211900.2.p	VIT_200s0404g00050.2, VIT_200s0404g00050.1
OG0002611	GmISU01.18G162700.3.p, GmISU01.18G162700.4.p, GmISU01.18G162700.2.p, GmISU01.18G162700.1.p, GmISU01.03G032000.1.p, GmISU01.01G100800.2.p, GmISU01.01G100800.1.p	VIT_208s0058g01190.1, VIT_208s0058g01190.2
OG0002612	GmISU01.07G137000.1.p, GmISU01.07G137000.2.p, GmISU01.01G065500.1.p	VIT_201s0011g03480.1
OG0002613	GmISU01.18G230500.1.p	VIT_213s0019g00610.1
OG0002614	GmISU01.15G066750.1.p, GmISU01.13G209200.1.p, GmISU01.13G209200.2.p, GmISU01.07G162400.1.p, GmISU01.13G153600.2.p, GmISU01.13G153600.1.p	VIT_219s0015g01990.1
OG0002615	GmISU01.06G213100.1.p	VIT_219s0014g03410.1
OG0002615	GmISU01.13G244100.1.p, GmISU01.13G244000.1.p, GmISU01.12G185100.1.p, GmISU01.12G185000.1.p	VIT_219s0014g03420.1
OG0002616	GmISU01.09G016600.5.p, GmISU01.09G016600.6.p, GmISU01.15G114100.13.p, GmISU01.15G114100.12.p, GmISU01.07G232200.14.p, GmISU01.07G232200.13.p, GmISU01.07G232200.12.p, GmISU01.07G232200.11.p, GmISU01.07G232200.10.p, GmISU01.17G003300.1.p, GmISU01.07G232200.4.p, GmISU01.07G232200.3.p, GmISU01.07G232200.5.p, GmISU01.07G232200.6.p, GmISU01.07G232200.7.p, GmISU01.07G232200.2.p, GmISU01.07G232200.9.p, GmISU01.07G232200.8.p	VIT_200s0475g00050.2, VIT_200s0475g00050.3, VIT_200s0475g00050.1
OG0002617	GmISU01.03G057300.1.p, GmISU01.03G057200.1.p, GmISU01.01G083600.1.p	VIT_208s0007g01550.1
OG0002618	GmISU01.02G152700.1.p, GmISU01.10G078600.1.p, GmISU01.11G139500.1.p, GmISU01.01G065000.1.p	VIT_208s0007g07800.1
OG0002619	GmISU01.08G018200.1.p, GmISU01.16G114900.1.p	VIT_202s0025g00760.1, VIT_202s0025g00750.1
OG0002619	GmISU01.05G181500.1.p, GmISU01.08G018100.1.p	VIT_202s0025g00730.1, VIT_202s0025g00740.1
OG0002620	GmISU01.10G046000.1.p, GmISU01.13G109500.1.p	VIT_208s0040g02370.1
OG0002620	GmISU01.05G075200.1.p	VIT_213s0019g03880.1
OG0002621	GmISU01.02G199700.2.p, GmISU01.02G199700.4.p, GmISU01.02G199700.1.p, GmISU01.14G170400.1.p, GmISU01.02G199700.3.p	VIT_206s0004g08180.1, VIT_206s0004g08180.2
OG0002622	GmISU01.14G162200.2.p, GmISU01.14G162200.1.p, GmISU01.14G162200.3.p, GmISU01.14G162200.5.p, GmISU01.14G162200.4.p, GmISU01.02G193500.1.p, GmISU01.11G174400.2.p	VIT_206s0004g07060.2, VIT_206s0004g07060.1, VIT_206s0004g07060.3
OG0002624	GmISU01.02G039100.1.p, GmISU01.02G039000.1.p, GmISU01.16G098400.1.p	VIT_204s0210g00030.1, VIT_204s0210g00050.2, VIT_210s0003g04890.1, VIT_204s0210g00090.1, VIT_204s0210g00070.1, VIT_204s0210g00130.1, VIT_204s0210g00040.1, VIT_204s0210g00050.1, VIT_204s0210g00100.1, VIT_204s0210g00060.1, VIT_204s0210g00080.1, VIT_204s0210g00120.1
OG0002625	GmISU01.05G070400.1.p	VIT_208s0040g00130.2, VIT_208s0040g00130.1
OG0002625	GmISU01.05G132000.1.p	VIT_210s0003g01220.2, VIT_210s0003g01220.1
OG0002625	GmISU01.12G176500.1.p, GmISU01.13G253500.1.p	VIT_212s0028g02190.2, VIT_212s0028g02190.1
OG0002626	GmISU01.19G053900.2.p, GmISU01.19G053900.4.p, GmISU01.19G053900.3.p, GmISU01.19G053900.1.p	VIT_213s0067g02520.1, VIT_213s0067g02520.2
OG0002627	GmISU01.15G116500.1.p, GmISU01.09G018700.1.p, GmISU01.15G116500.2.p, GmISU01.02G245300.2.p, GmISU01.02G245300.3.p	VIT_210s0003g02750.1
OG0002628	GmISU01.14G023600.2.p, GmISU01.14G023600.3.p, GmISU01.14G023600.1.p, GmISU01.02G249100.1.p, GmISU01.02G249100.2.p	VIT_219s0014g00950.1, VIT_219s0014g00950.2, VIT_219s0014g00950.4, VIT_219s0014g00950.3
OG0002629	GmISU01.14G015200.4.p, GmISU01.14G015200.1.p, GmISU01.14G015200.2.p, GmISU01.02G256500.4.p, GmISU01.02G256500.5.p, GmISU01.02G256500.2.p, GmISU01.02G256500.3.p, GmISU01.02G256500.1.p, GmISU01.02G256500.6.p	VIT_219s0090g01770.1, VIT_219s0090g01770.2, VIT_219s0090g01770.4, VIT_219s0090g01770.6, VIT_219s0090g01770.5, VIT_219s0090g01770.10, VIT_219s0090g01770.13, VIT_219s0090g01770.9, VIT_219s0090g01770.14, VIT_219s0090g01770.12, VIT_219s0090g01770.7, VIT_219s0090g01770.3, VIT_219s0090g01770.11, VIT_219s0090g01770.8
OG0002630	GmISU01.19G165500.2.p, GmISU01.19G165500.1.p, GmISU01.03G163300.2.p, GmISU01.03G163300.1.p, GmISU01.10G072600.2.p, GmISU01.10G072600.1.p, GmISU01.02G163200.1.p, GmISU01.02G163200.2.p	VIT_208s0032g01040.1
OG0002631	GmISU01.18G028000.2.p, GmISU01.18G028000.1.p, GmISU01.11G206300.1.p, GmISU01.11G206300.3.p, GmISU01.11G206300.2.p	VIT_213s0019g03410.1, VIT_213s0019g03410.2
OG0002631	GmISU01.09G235400.4.p, GmISU01.09G235400.5.p, GmISU01.09G235400.1.p, GmISU01.09G235400.6.p, GmISU01.09G235400.3.p, GmISU01.09G235400.7.p, GmISU01.09G235400.8.p, GmISU01.20G003600.2.p, GmISU01.20G003600.1.p	VIT_218s0122g00010.2, VIT_218s0122g00010.1
OG0002632	GmISU01.05G066500.3.p, GmISU01.05G066500.2.p, GmISU01.19G058500.2.p, GmISU01.19G058500.3.p, GmISU01.16G055900.1.p, GmISU01.19G063900.1.p	VIT_214s0171g00330.1, VIT_209s0002g05950.2, VIT_209s0002g05950.1
OG0002633	GmISU01.20G103300.4.p, GmISU01.20G103300.3.p, GmISU01.20G103300.5.p, GmISU01.20G103300.2.p, GmISU01.17G079100.4.p, GmISU01.17G079100.3.p, GmISU01.11G002500.1.p, GmISU01.11G002500.2.p	VIT_203s0088g00630.2, VIT_203s0088g00630.1
OG0002633	GmISU01.06G081500.2.p	VIT_218s0001g08340.2, VIT_218s0001g08340.1
OG0002634	GmISU01.16G025900.1.p, GmISU01.16G025900.2.p, GmISU01.07G055600.1.p, GmISU01.03G211400.7.p, GmISU01.03G211400.5.p, GmISU01.03G211400.8.p, GmISU01.03G211400.9.p, GmISU01.19G212100.1.p, GmISU01.19G212100.2.p	VIT_215s0046g01440.4, VIT_215s0046g01440.1, VIT_215s0046g01440.2, VIT_215s0046g01440.3, VIT_215s0046g01440.5
OG0002635	GmISU01.02G011900.1.p, GmISU01.10G012700.1.p, GmISU01.19G179000.1.p	VIT_207s0005g01350.1
OG0002636	GmISU01.06G000300.1.p, GmISU01.04G000500.1.p, GmISU01.04G000500.2.p, GmISU01.06G000300.3.p	VIT_200s0585g00030.1, VIT_200s0585g00030.2, VIT_200s0585g00030.3, VIT_200s0585g00030.4
OG0002637	GmISU01.10G155600.3.p, GmISU01.10G155600.2.p, GmISU01.10G155600.1.p, GmISU01.20G160800.1.p, GmISU01.10G107200.1.p, GmISU01.20G058300.2.p	VIT_205s0049g01830.1
OG0002638	GmISU01.06G118300.2.p, GmISU01.06G118300.4.p, GmISU01.06G118300.3.p, GmISU01.06G118300.1.p, GmISU01.06G118300.5.p, GmISU01.04G193000.1.p, GmISU01.04G193000.2.p	VIT_216s0098g01750.1, VIT_216s0098g01750.4, VIT_216s0098g01750.2, VIT_216s0098g01750.3
OG0002639	GmISU01.11G005000.2.p, GmISU01.11G005000.3.p, GmISU01.11G005000.1.p, GmISU01.01G195800.1.p, GmISU01.01G195800.2.p, GmISU01.11G004900.1.p, GmISU01.11G004900.2.p, GmISU01.01G195900.2.p, GmISU01.01G195900.1.p	VIT_205s0020g03420.1, VIT_205s0020g03420.3, VIT_205s0020g03420.2, VIT_205s0020g03420.4
OG0002640	GmISU01.17G152700.1.p, GmISU01.05G080300.1.p	VIT_207s0129g01070.1
OG0002640	GmISU01.10G082600.1.p, GmISU01.10G221900.1.p, GmISU01.20G096000.1.p	VIT_203s0180g00150.2, VIT_203s0180g00150.1
OG0002641	GmISU01.02G092300.1.p, GmISU01.02G092200.1.p	VIT_203s0063g00170.1, VIT_218s0001g10300.1
OG0002642	GmISU01.05G118900.1.p, GmISU01.08G092100.1.p	VIT_201s0010g02200.3, VIT_201s0010g02200.4, VIT_201s0010g02200.1, VIT_201s0010g02200.2
OG0002643	GmISU01.20G082100.4.p, GmISU01.20G082100.5.p, GmISU01.20G082100.1.p, GmISU01.20G082100.3.p, GmISU01.10G234300.1.p, GmISU01.10G234300.3.p	VIT_201s0011g03350.1
OG0002644	GmISU01.19G169900.1.p, GmISU01.03G168000.1.p, GmISU01.10G020600.1.p, GmISU01.02G136800.1.p, GmISU01.02G136800.3.p	VIT_207s0104g01150.7, VIT_207s0104g01150.1
OG0002645	GmISU01.11G228000.1.p, GmISU01.18G006100.1.p, GmISU01.18G006100.2.p, GmISU01.05G121700.1.p, GmISU01.08G095500.1.p	VIT_201s0010g03630.1
OG0002646	GmISU01.03G081800.2.p, GmISU01.03G081800.1.p	VIT_215s0021g01430.3, VIT_215s0021g01430.7, VIT_215s0021g01430.11, VIT_215s0021g01430.12, VIT_215s0021g01430.9, VIT_215s0021g01430.14, VIT_215s0021g01430.16, VIT_215s0021g01430.17, VIT_215s0021g01430.19, VIT_215s0021g01430.1, VIT_215s0021g01430.2, VIT_215s0021g01430.4, VIT_215s0021g01430.5, VIT_215s0021g01430.6, VIT_215s0021g01430.8, VIT_215s0021g01430.10, VIT_215s0021g01430.13, VIT_215s0021g01430.18, VIT_215s0021g01430.15
OG0002647	GmISU01.02G060600.2.p, GmISU01.02G060600.1.p, GmISU01.16G042400.1.p, GmISU01.19G078300.2.p, GmISU01.19G078300.1.p	VIT_214s0068g00890.2, VIT_214s0068g00890.3, VIT_214s0068g00890.1
OG0002648	GmISU01.08G241800.2.p, GmISU01.08G241800.1.p, GmISU01.16G082900.2.p, GmISU01.16G082900.1.p, GmISU01.01G012600.3.p, GmISU01.01G012600.2.p, GmISU01.01G012600.1.p, GmISU01.09G168700.1.p, GmISU01.09G168700.2.p	VIT_202s0012g02250.1, VIT_202s0012g02250.4, VIT_202s0012g02250.5, VIT_202s0012g02250.6, VIT_202s0012g02250.3, VIT_202s0012g02250.2, VIT_202s0012g02250.7
OG0002649	GmISU01.19G018400.1.p, GmISU01.13G042600.1.p, GmISU01.18G201700.1.p, GmISU01.09G196600.1.p	VIT_214s0108g00190.2, VIT_214s0108g00190.1, VIT_214s0108g00270.1
OG0002649	GmISU01.06G174400.1.p, GmISU01.04G139900.1.p, GmISU01.17G090100.1.p, GmISU01.05G025550.1.p	VIT_217s0000g05870.1
OG0002650	GmISU01.04G107600.1.p, GmISU01.06G264800.1.p	VIT_215s0045g00330.1
OG0002650	GmISU01.01G075100.1.p, GmISU01.08G245700.1.p, GmISU01.01G016200.1.p, GmISU01.09G165600.1.p	VIT_202s0012g01440.1
OG0002651	GmISU01.02G076400.1.p, GmISU01.13G325900.2.p	VIT_201s0011g05740.6, VIT_201s0011g05740.5, VIT_201s0011g05740.3, VIT_201s0011g05740.7, VIT_201s0011g05740.4, VIT_201s0011g05740.2, VIT_201s0011g05740.1
OG0002652	GmISU01.01G167000.1.p, GmISU01.11G032100.1.p, GmISU01.05G057100.1.p, GmISU01.05G057100.2.p, GmISU01.14G107300.3.p, GmISU01.14G107300.1.p, GmISU01.14G107300.2.p, GmISU01.17G132400.2.p	VIT_200s0389g00020.1
OG0002653	GmISU01.19G034300.2.p, GmISU01.19G037050.1.p, GmISU01.19G034300.1.p, GmISU01.13G027200.1.p	VIT_214s0083g00220.2, VIT_214s0083g00220.1, VIT_201s0011g02760.4, VIT_201s0011g02760.2, VIT_201s0011g02760.1, VIT_201s0011g02760.3
OG0002654	GmISU01.04G140500.1.p, GmISU01.06G173800.1.p, GmISU01.17G089600.1.p, GmISU01.05G026000.1.p	VIT_201s0026g01730.2, VIT_201s0026g01730.1, VIT_217s0000g05810.2, VIT_217s0000g05810.1, VIT_217s0000g05810.4, VIT_217s0000g05810.3
OG0002654	GmISU01.09G196800.1.p, GmISU01.18G200800.1.p, GmISU01.19G018300.1.p	VIT_214s0108g00120.1, VIT_214s0108g00120.2
OG0002655	GmISU01.17G086100.4.p, GmISU01.07G038350.1.p, GmISU01.17G086100.1.p, GmISU01.05G029900.6.p	VIT_217s0000g07550.3, VIT_217s0000g07550.1, VIT_217s0000g07550.2, VIT_217s0000g07550.4
OG0002656	GmISU01.18G038700.1.p, GmISU01.11G195900.1.p, GmISU01.14G177500.1.p	VIT_201s0011g02200.1, VIT_201s0011g02200.2, VIT_217s0000g01910.1, VIT_214s0006g00350.1
OG0002657	GmISU01.14G176900.1.p, GmISU01.14G176900.2.p, GmISU01.02G205800.1.p	VIT_214s0006g00100.4, VIT_214s0006g00100.2, VIT_214s0006g00100.6, VIT_214s0006g00100.5, VIT_214s0006g00100.1, VIT_214s0006g00100.3
OG0002658	GmISU01.20G027800.1.p, GmISU01.02G096600.1.p, GmISU01.01G043900.1.p	VIT_201s0026g02520.1
OG0002659	GmISU01.16G182000.1.p, GmISU01.16G182000.2.p, GmISU01.09G130000.2.p, GmISU01.09G130000.1.p, GmISU01.10G242800.1.p, GmISU01.20G073400.1.p	VIT_217s0053g00320.1
OG0002660	GmISU01.08G085300.1.p, GmISU01.08G085300.4.p, GmISU01.08G085300.3.p, GmISU01.05G113200.3.p, GmISU01.05G113200.2.p, GmISU01.05G113200.1.p, GmISU01.20G000700.1.p, GmISU01.09G239300.1.p, GmISU01.03G062300.1.p, GmISU01.03G062300.3.p, GmISU01.03G062300.2.p	VIT_201s0011g06310.5, VIT_201s0011g06310.6, VIT_201s0011g06310.1, VIT_201s0011g06310.2, VIT_201s0011g06310.3, VIT_201s0011g06310.4, VIT_201s0011g06310.7
OG0002661	GmISU01.19G110600.3.p, GmISU01.19G110600.2.p, GmISU01.19G110600.1.p, GmISU01.03G106100.1.p, GmISU01.10G079300.2.p, GmISU01.10G079300.1.p, GmISU01.02G152000.1.p	VIT_208s0007g07870.1, VIT_208s0007g07870.4, VIT_208s0007g07870.5, VIT_208s0007g07870.3, VIT_208s0007g07870.2
OG0002662	GmISU01.04G002700.1.p, GmISU01.06G002900.2.p, GmISU01.06G002900.1.p, GmISU01.10G239500.4.p, GmISU01.10G239500.2.p, GmISU01.10G239500.1.p, GmISU01.10G239500.5.p, GmISU01.20G076900.2.p, GmISU01.20G076900.6.p, GmISU01.20G076900.4.p, GmISU01.20G076900.1.p, GmISU01.08G119300.1.p, GmISU01.05G143966.1.p	VIT_202s0025g03575.1
