Orthogroup	G_max.proteins	P_amilis.proteins
OG0004736	GmISU01.08G084200.1.p	FUN_012578-T1, FUN_020688-T1, FUN_008454-T2, FUN_008454-T1
OG0004737	GmISU01.13G190400.1.p, GmISU01.13G190400.3.p, GmISU01.13G190400.4.p, GmISU01.13G190400.5.p	FUN_034940-T1, FUN_027160-T2, FUN_027160-T1, FUN_034941-T1
OG0004738	GmISU01.07G221200.1.p, GmISU01.07G221100.1.p, GmISU01.15G098400.2.p, GmISU01.15G098400.1.p	FUN_035274-T1, FUN_012433-T1, FUN_012437-T1
OG0004739	GmISU01.12G190400.1.p, GmISU01.13G237500.1.p, GmISU01.06G205900.1.p, GmISU01.06G205900.2.p, GmISU01.12G133700.1.p	FUN_046640-T1
OG0004740	GmISU01.05G100000.1.p, GmISU01.08G071900.1.p, GmISU01.15G125800.1.p, GmISU01.09G028600.1.p	FUN_014447-T1
OG0004741	GmISU01.08G302900.3.p, GmISU01.08G302900.2.p, GmISU01.08G302900.1.p	FUN_053317-T1
OG0004742	GmISU01.11G215500.1.p, GmISU01.06G151100.1.p, GmISU01.04G162500.1.p, GmISU01.18G018500.1.p	FUN_045574-T2, FUN_045574-T1, FUN_037242-T1
OG0004743	GmISU01.16G013700.1.p, GmISU01.16G020200.1.p, GmISU01.07G049900.1.p	FUN_048203-T1, FUN_037496-T1
OG0004745	GmISU01.16G168400.1.p, GmISU01.09G115700.1.p, GmISU01.09G115600.1.p, GmISU01.16G168300.1.p	FUN_022136-T1, FUN_022137-T1
OG0004747	GmISU01.17G199300.1.p	FUN_005180-T1, FUN_004412-T1
OG0004748	GmISU01.01G109100.2.p, GmISU01.01G109100.1.p, GmISU01.18G168600.1.p, GmISU01.03G019900.1.p, GmISU01.01G109100.3.p, GmISU01.09G223400.2.p, GmISU01.09G223400.3.p	FUN_049721-T1
OG0004748	GmISU01.09G223400.1.p	FUN_037041-T1
OG0004749	GmISU01.11G034500.1.p, GmISU01.11G034500.2.p	FUN_017328-T2, FUN_017328-T3, FUN_017328-T1
OG0004750	GmISU01.05G049800.1.p, GmISU01.17G126100.1.p	FUN_040642-T2, FUN_040642-T1, FUN_018638-T1
OG0004751	GmISU01.14G106100.1.p, GmISU01.17G182600.1.p	FUN_020964-T1
OG0004752	GmISU01.07G001600.1.p, GmISU01.08G209100.8.p, GmISU01.08G209100.5.p, GmISU01.08G209100.9.p, GmISU01.08G209100.6.p, GmISU01.08G209100.2.p, GmISU01.08G209100.7.p, GmISU01.08G209100.4.p, GmISU01.08G209100.3.p, GmISU01.08G209100.1.p	FUN_050248-T1
OG0004753	GmISU01.15G176500.1.p, GmISU01.15G176500.2.p, GmISU01.13G129700.2.p	FUN_026044-T1
OG0004754	GmISU01.06G078500.2.p, GmISU01.06G078500.1.p	FUN_005029-T1, FUN_000035-T1
OG0004755	GmISU01.04G072200.2.p, GmISU01.04G072200.1.p, GmISU01.06G073200.1.p, GmISU01.06G073200.2.p	FUN_006075-T1, FUN_016295-T1
OG0004756	GmISU01.06G207600.1.p, GmISU01.06G207600.2.p, GmISU01.05G070600.1.p	FUN_002417-T1, FUN_024400-T1
OG0004757	GmISU01.17G176100.1.p	FUN_008001-T1
OG0004758	GmISU01.07G026200.1.p, GmISU01.08G199300.1.p	FUN_021608-T1
OG0004758	GmISU01.08G005000.1.p, GmISU01.05G168000.1.p	FUN_021772-T1
OG0004759	GmISU01.03G013300.1.p, GmISU01.07G068800.1.p, GmISU01.07G068700.1.p, GmISU01.18G171700.1.p	FUN_049195-T1
OG0004761	GmISU01.09G154800.1.p, GmISU01.01G110600.3.p, GmISU01.01G110600.1.p	FUN_026447-T1, FUN_015518-T1
OG0004762	GmISU01.17G102100.4.p, GmISU01.17G102100.3.p, GmISU01.17G102100.2.p, GmISU01.17G102100.5.p, GmISU01.17G102100.6.p, GmISU01.13G132700.3.p, GmISU01.13G132700.4.p, GmISU01.13G132700.1.p, GmISU01.13G132700.2.p	FUN_026109-T1
OG0004763	GmISU01.15G018100.1.p, GmISU01.13G313200.1.p, GmISU01.07G014800.1.p, GmISU01.08G187800.1.p	FUN_001843-T1, FUN_006381-T1
OG0004764	GmISU01.16G009900.3.p, GmISU01.16G009900.2.p, GmISU01.07G039800.3.p, GmISU01.06G225300.1.p, GmISU01.07G039800.2.p, GmISU01.16G009900.1.p, GmISU01.07G039800.1.p	FUN_050123-T1, FUN_024023-T1
OG0004765	GmISU01.11G024800.1.p, GmISU01.01G173500.1.p, GmISU01.01G173500.2.p	FUN_040692-T1, FUN_018703-T1
OG0004766	GmISU01.15G170500.2.p, GmISU01.15G170500.1.p, GmISU01.09G075600.2.p, GmISU01.04G125200.1.p, GmISU01.02G173200.2.p, GmISU01.02G173200.1.p, GmISU01.17G066100.1.p	FUN_015885-T1, FUN_028770-T1
OG0004767	GmISU01.17G175200.1.p, GmISU01.14G112800.1.p, GmISU01.06G069500.1.p, GmISU01.04G068600.1.p	FUN_021448-T1, FUN_022966-T1, FUN_006114-T1, FUN_021440-T1, FUN_021444-T1
OG0004768	GmISU01.16G026200.1.p, GmISU01.07G055900.1.p	FUN_037341-T1, FUN_048105-T1, FUN_048105-T2
OG0004769	GmISU01.06G119800.1.p, GmISU01.04G191800.1.p	FUN_013629-T1, FUN_008816-T1, FUN_008816-T2
OG0004770	GmISU01.07G004200.1.p, GmISU01.07G004200.2.p, GmISU01.08G191000.1.p, GmISU01.08G191000.2.p, GmISU01.08G191000.4.p, GmISU01.08G191000.3.p, GmISU01.08G191000.5.p, GmISU01.08G191000.6.p, GmISU01.08G191000.7.p	FUN_000150-T1
OG0004771	GmISU01.15G024300.1.p, GmISU01.13G307400.1.p, GmISU01.08G178400.1.p, GmISU01.07G007800.1.p	FUN_011431-T1, FUN_011432-T1
OG0004772	GmISU01.16G007500.1.p, GmISU01.07G037400.1.p	FUN_028239-T1, FUN_012786-T1, FUN_023975-T1, FUN_050077-T1
OG0004773	GmISU01.01G183500.1.p, GmISU01.11G016200.1.p	FUN_053109-T3, FUN_053109-T2, FUN_053109-T1
OG0004773	GmISU01.19G050900.1.p, GmISU01.14G136600.1.p	FUN_013698-T1
OG0004775	GmISU01.13G088100.2.p, GmISU01.17G039400.1.p, GmISU01.17G039400.2.p	FUN_028705-T1
OG0004776	GmISU01.11G136600.1.p, GmISU01.11G160700.1.p, GmISU01.13G287000.2.p, GmISU01.13G287000.1.p, GmISU01.12G142900.1.p	FUN_019173-T3, FUN_019173-T1, FUN_019173-T2, FUN_019173-T4
OG0004777	GmISU01.17G110800.1.p, GmISU01.17G110800.2.p, GmISU01.17G110800.3.p, GmISU01.17G110800.4.p, GmISU01.05G011000.2.p, GmISU01.05G011000.1.p	FUN_026323-T1
OG0004778	GmISU01.08G208700.1.p	FUN_005864-T1, FUN_000914-T2, FUN_000914-T1
OG0004779	GmISU01.20G121300.2.p, GmISU01.20G121300.1.p, GmISU01.10G199100.1.p, GmISU01.09G112200.2.p, GmISU01.09G112200.1.p, GmISU01.16G165800.2.p, GmISU01.16G165800.1.p	FUN_022726-T1
OG0004780	GmISU01.17G095700.1.p, GmISU01.17G095700.2.p, GmISU01.13G129400.1.p	FUN_001729-T1, FUN_001729-T4, FUN_001729-T3, FUN_001729-T2
OG0004781	GmISU01.15G012900.1.p, GmISU01.15G012900.3.p, GmISU01.13G318100.1.p	FUN_015964-T1
OG0004782	GmISU01.16G172800.1.p, GmISU01.09G119800.1.p	FUN_015447-T1
OG0004782	GmISU01.11G025600.1.p, GmISU01.01G172600.1.p	FUN_018640-T1
OG0004783	GmISU01.02G058200.1.p, GmISU01.16G118800.1.p, GmISU01.16G118800.2.p, GmISU01.10G175700.1.p, GmISU01.10G175700.2.p	FUN_014675-T1
OG0004784	GmISU01.13G315000.2.p, GmISU01.13G315000.1.p, GmISU01.15G016000.3.p, GmISU01.15G016000.1.p	FUN_001796-T1, FUN_006332-T2, FUN_006332-T1
OG0004785	GmISU01.03G086200.1.p, GmISU01.13G063900.1.p, GmISU01.17G063800.1.p	FUN_013031-T1, FUN_013032-T1, FUN_013038-T1, FUN_052885-T1, FUN_047626-T1
OG0004786	GmISU01.07G030100.2.p, GmISU01.07G030100.1.p, GmISU01.08G195200.1.p, GmISU01.13G320600.3.p, GmISU01.13G320600.1.p, GmISU01.15G010200.1.p	FUN_006162-T2, FUN_006162-T1, FUN_016230-T1
OG0004787	GmISU01.17G101000.1.p, GmISU01.13G133800.1.p	FUN_013147-T1, FUN_026081-T1
OG0004788	GmISU01.18G012100.1.p, GmISU01.11G222100.4.p, GmISU01.11G222100.3.p, GmISU01.11G222100.2.p, GmISU01.11G222100.1.p	FUN_053003-T1, FUN_053003-T4, FUN_053003-T2, FUN_053003-T3, FUN_024108-T1
OG0004789	GmISU01.13G327900.1.p	FUN_052154-T1, FUN_052154-T2, FUN_052154-T5, FUN_052154-T4, FUN_052154-T3
OG0004790	GmISU01.13G070500.2.p	FUN_026803-T1
OG0004792	GmISU01.19G053100.1.p	FUN_008911-T1
OG0004792	GmISU01.09G123050.1.p, GmISU01.16G176400.1.p	FUN_021745-T1
OG0004793	GmISU01.04G067100.1.p, GmISU01.06G067900.1.p, GmISU01.04G067000.1.p, GmISU01.06G067800.1.p	FUN_026334-T1, FUN_026334-T2
OG0004794	GmISU01.18G078200.1.p, GmISU01.08G286800.2.p, GmISU01.08G285300.1.p, GmISU01.18G079400.1.p	FUN_052294-T1, FUN_026092-T1
OG0004795	GmISU01.20G140700.1.p	FUN_000819-T2, FUN_000819-T1, FUN_000819-T4, FUN_000819-T3
OG0004796	GmISU01.13G073500.1.p, GmISU01.13G073500.2.p, GmISU01.17G053800.1.p	FUN_027900-T1
OG0004797	GmISU01.17G048300.2.p, GmISU01.13G078850.1.p, GmISU01.17G048300.3.p, GmISU01.17G048300.1.p	FUN_027868-T1, FUN_004196-T1
OG0004798	GmISU01.15G175600.1.p, GmISU01.09G081300.2.p, GmISU01.09G081300.1.p, GmISU01.17G096700.1.p	FUN_001739-T1, FUN_026034-T1
OG0004799	GmISU01.19G137100.1.p, GmISU01.03G133400.1.p, GmISU01.13G103000.1.p, GmISU01.10G039700.1.p	FUN_026850-T2, FUN_026850-T1, FUN_043527-T1
OG0004800	GmISU01.09G212800.3.p, GmISU01.09G212800.2.p, GmISU01.09G212800.1.p, GmISU01.18G181200.1.p, GmISU01.18G181200.2.p, GmISU01.07G062300.2.p, GmISU01.16G031300.2.p, GmISU01.16G031300.1.p	FUN_048048-T1
OG0004801	GmISU01.14G107400.1.p	FUN_013140-T1, FUN_026062-T1, FUN_026061-T1
OG0004802	GmISU01.15G018700.4.p, GmISU01.15G018700.3.p, GmISU01.15G018700.2.p, GmISU01.15G018700.1.p, GmISU01.13G312600.3.p, GmISU01.13G312600.1.p	FUN_015910-T1, FUN_015910-T3, FUN_015910-T2
OG0004803	GmISU01.08G182400.2.p, GmISU01.07G011200.1.p	FUN_015841-T1, FUN_015841-T2
OG0004804	GmISU01.06G124300.3.p, GmISU01.06G124300.4.p, GmISU01.06G124300.5.p, GmISU01.06G124300.1.p, GmISU01.06G124300.2.p, GmISU01.04G187500.1.p	FUN_022472-T2, FUN_022472-T1
OG0004805	GmISU01.09G060600.1.p, GmISU01.15G157000.1.p	FUN_027889-T1
OG0004805	GmISU01.07G032400.1.p, GmISU01.15G025500.1.p	FUN_045010-T1, FUN_045008-T1
OG0004806	GmISU01.15G000900.1.p, GmISU01.15G000900.2.p, GmISU01.15G000900.3.p, GmISU01.13G329600.1.p	FUN_050224-T1, FUN_050224-T2, FUN_025190-T1
OG0004807	GmISU01.04G065000.1.p, GmISU01.04G065000.2.p, GmISU01.04G065000.4.p, GmISU01.06G065700.1.p, GmISU01.06G065700.3.p, GmISU01.04G065000.3.p	FUN_021106-T2, FUN_021106-T1
OG0004808	GmISU01.01G166400.1.p, GmISU01.11G032900.1.p, GmISU01.17G133100.2.p, GmISU01.05G057900.1.p, GmISU01.17G133100.1.p	FUN_040017-T1, FUN_040017-T2, FUN_040022-T1
OG0004809	GmISU01.08G161400.1.p, GmISU01.15G209900.4.p, GmISU01.15G209900.3.p, GmISU01.15G209900.2.p, GmISU01.15G209900.1.p	FUN_011721-T1
OG0004810	GmISU01.12G059500.1.p, GmISU01.08G000100.9.p, GmISU01.08G000100.14.p, GmISU01.08G000100.4.p, GmISU01.08G000100.15.p, GmISU01.08G000100.11.p, GmISU01.08G000100.6.p, GmISU01.08G000100.7.p, GmISU01.08G000100.10.p	FUN_041739-T1
OG0004812	GmISU01.09G219000.4.p, GmISU01.09G219000.3.p, GmISU01.09G219000.2.p, GmISU01.18G175300.2.p, GmISU01.18G175300.1.p	FUN_049198-T1, FUN_037139-T1
OG0004813	GmISU01.11G181400.2.p, GmISU01.11G181400.3.p, GmISU01.11G181400.4.p, GmISU01.18G060800.3.p, GmISU01.18G060800.5.p, GmISU01.18G060800.6.p, GmISU01.18G060800.2.p	FUN_035943-T1
OG0004814	GmISU01.11G156500.1.p, GmISU01.12G071200.1.p	FUN_027412-T2, FUN_027412-T1, FUN_008657-T1
OG0004815	GmISU01.12G178900.1.p, GmISU01.13G251100.1.p, GmISU01.06G226500.1.p, GmISU01.12G114100.1.p	FUN_045945-T1
OG0004816	GmISU01.13G139900.2.p, GmISU01.14G162100.1.p, GmISU01.02G193600.1.p, GmISU01.13G139900.1.p, GmISU01.17G106100.2.p	FUN_026217-T1, FUN_007872-T1
OG0004817	GmISU01.02G222000.1.p	FUN_029342-T1, FUN_019031-T1
OG0004818	GmISU01.03G155000.1.p, GmISU01.19G157300.1.p	FUN_046362-T1
OG0004819	GmISU01.06G058900.1.p, GmISU01.06G058900.5.p, GmISU01.06G058900.4.p, GmISU01.06G058900.2.p, GmISU01.04G058600.1.p	FUN_035813-T2, FUN_035813-T1
OG0004820	GmISU01.17G011700.1.p, GmISU01.07G222600.2.p, GmISU01.13G172600.4.p, GmISU01.13G172600.2.p, GmISU01.15G099800.1.p	FUN_012390-T1, FUN_035230-T1
OG0004821	GmISU01.14G058800.1.p, GmISU01.02G215100.1.p	FUN_030185-T1, FUN_019189-T1
OG0004822	GmISU01.05G106500.1.p, GmISU01.05G106500.3.p, GmISU01.05G106500.2.p, GmISU01.05G106500.4.p, GmISU01.08G078300.2.p	FUN_006125-T2, FUN_006125-T1
OG0004823	GmISU01.12G199200.1.p, GmISU01.12G199200.3.p, GmISU01.12G199200.2.p, GmISU01.13G169100.1.p	FUN_053087-T1
OG0004824	GmISU01.13G286400.3.p, GmISU01.13G286400.2.p, GmISU01.13G286400.1.p, GmISU01.13G286400.4.p, GmISU01.13G286400.5.p, GmISU01.12G142500.2.p, GmISU01.12G142500.1.p, GmISU01.12G142500.3.p	FUN_027550-T1
OG0004825	GmISU01.15G098500.1.p, GmISU01.15G098500.3.p, GmISU01.13G174000.3.p, GmISU01.13G174000.1.p, GmISU01.13G174000.2.p	FUN_035273-T1, FUN_035262-T1, FUN_035262-T2
OG0004826	GmISU01.02G141900.2.p, GmISU01.02G141900.3.p	FUN_021421-T1, FUN_021421-T2
OG0004827	GmISU01.12G155100.1.p, GmISU01.12G155100.2.p, GmISU01.12G155100.4.p, GmISU01.12G155100.3.p, GmISU01.13G273700.5.p, GmISU01.13G273700.4.p, GmISU01.12G085000.1.p, GmISU01.11G143600.1.p	FUN_048857-T1, FUN_048857-T2
OG0004828	GmISU01.14G029000.1.p	FUN_001449-T2, FUN_001449-T1
OG0004829	GmISU01.08G088100.5.p, GmISU01.08G088100.6.p, GmISU01.08G088100.4.p, GmISU01.08G088100.3.p, GmISU01.08G088100.2.p, GmISU01.08G088100.1.p, GmISU01.05G115600.1.p, GmISU01.05G115600.2.p, GmISU01.13G186200.3.p	FUN_044390-T1
OG0004830	GmISU01.02G155800.1.p, GmISU01.10G081900.1.p, GmISU01.10G081900.3.p, GmISU01.02G155800.3.p, GmISU01.03G104900.1.p	FUN_049313-T1
OG0004831	GmISU01.02G144100.7.p, GmISU01.02G144100.6.p, GmISU01.02G144100.2.p, GmISU01.02G144100.1.p, GmISU01.02G144100.4.p, GmISU01.02G144100.5.p, GmISU01.02G144100.3.p	FUN_004403-T1
OG0004832	GmISU01.09G234900.1.p, GmISU01.18G156600.1.p, GmISU01.03G038100.1.p, GmISU01.03G037800.1.p, GmISU01.01G097600.2.p, GmISU01.01G097600.1.p, GmISU01.08G233700.1.p	FUN_003957-T1, FUN_020290-T1
OG0004833	GmISU01.11G128300.2.p, GmISU01.11G128300.1.p, GmISU01.15G037900.2.p, GmISU01.13G294100.1.p	FUN_013115-T1
OG0004834	GmISU01.15G221000.1.p, GmISU01.08G148600.1.p, GmISU01.08G216200.1.p	FUN_005938-T1
OG0004835	GmISU01.13G226400.2.p, GmISU01.13G226400.3.p, GmISU01.13G226400.4.p, GmISU01.15G202400.1.p	FUN_047619-T1
OG0004836	GmISU01.08G296500.1.p, GmISU01.18G067100.1.p, GmISU01.02G260600.1.p, GmISU01.14G011450.1.p, GmISU01.02G260600.3.p, GmISU01.02G260600.2.p, GmISU01.16G172700.1.p	FUN_046402-T2, FUN_046402-T1
OG0004837	GmISU01.14G154100.2.p, GmISU01.14G154100.1.p, GmISU01.06G128900.1.p, GmISU01.02G185200.1.p	FUN_030942-T1
OG0004837	GmISU01.04G182600.5.p, GmISU01.04G182600.2.p, GmISU01.04G182600.4.p, GmISU01.04G182600.3.p, GmISU01.04G182600.6.p, GmISU01.04G182600.1.p	FUN_030940-T1, FUN_030941-T1, FUN_030940-T2
OG0004840	GmISU01.03G110600.7.p, GmISU01.03G110600.8.p, GmISU01.03G110600.1.p, GmISU01.03G110600.3.p, GmISU01.03G110600.2.p, GmISU01.03G110600.5.p, GmISU01.19G115700.3.p, GmISU01.19G115700.4.p, GmISU01.19G115700.5.p	FUN_003692-T1
OG0004841	GmISU01.15G064400.1.p, GmISU01.13G212100.1.p, GmISU01.08G053300.1.p	FUN_035291-T1, FUN_012461-T1
OG0004842	GmISU01.14G023400.1.p, GmISU01.02G249300.1.p	FUN_049907-T2, FUN_049907-T1, FUN_045986-T1, FUN_045986-T2, FUN_045986-T3
OG0004843	GmISU01.19G141200.2.p, GmISU01.19G141200.4.p, GmISU01.19G141200.1.p, GmISU01.19G141200.5.p, GmISU01.03G138200.1.p	FUN_014594-T1
OG0004844	GmISU01.10G248100.2.p, GmISU01.10G248100.3.p, GmISU01.20G198500.2.p	FUN_000965-T1
OG0004846	GmISU01.02G210300.1.p, GmISU01.14G063900.1.p	FUN_030045-T4, FUN_030045-T3, FUN_030045-T2, FUN_030045-T1
OG0004847	GmISU01.18G228700.1.p, GmISU01.02G085400.1.p	FUN_000983-T1
OG0004848	GmISU01.08G108100.2.p, GmISU01.08G108100.5.p, GmISU01.08G108100.4.p, GmISU01.08G108100.3.p, GmISU01.08G108100.1.p, GmISU01.05G133500.2.p, GmISU01.05G133500.1.p, GmISU01.05G133500.3.p, GmISU01.13G194900.1.p, GmISU01.15G079200.1.p, GmISU01.06G059200.1.p, GmISU01.04G058900.1.p	FUN_035808-T1
OG0004849	GmISU01.12G052600.6.p, GmISU01.12G052600.2.p, GmISU01.12G052600.4.p, GmISU01.12G052600.8.p, GmISU01.12G052600.1.p, GmISU01.11G122000.1.p	FUN_015171-T1
OG0004850	GmISU01.12G170300.7.p, GmISU01.12G170300.6.p, GmISU01.12G170300.5.p, GmISU01.12G170300.3.p, GmISU01.12G170300.4.p, GmISU01.13G260000.2.p, GmISU01.13G260000.1.p	FUN_027013-T1
OG0004851	GmISU01.15G227500.2.p, GmISU01.15G227500.4.p, GmISU01.15G227500.5.p, GmISU01.15G227500.3.p, GmISU01.15G227500.1.p, GmISU01.08G144400.1.p, GmISU01.08G144400.2.p, GmISU01.08G144400.3.p	FUN_033424-T1
OG0004853	GmISU01.13G045600.3.p, GmISU01.13G045600.1.p, GmISU01.06G172200.5.p, GmISU01.06G172200.4.p, GmISU01.06G172200.3.p, GmISU01.08G257500.1.p	FUN_040482-T1
OG0004854	GmISU01.04G116400.3.p, GmISU01.04G116400.2.p, GmISU01.11G165900.1.p, GmISU01.15G198300.1.p, GmISU01.13G166500.1.p	FUN_018849-T7, FUN_018849-T4, FUN_018849-T2, FUN_018849-T5, FUN_018849-T3, FUN_018849-T1, FUN_018849-T6
OG0004855	GmISU01.02G197900.1.p, GmISU01.14G167600.1.p	FUN_029302-T1, FUN_018997-T1
OG0004856	GmISU01.03G036000.1.p	FUN_003974-T1
OG0004857	GmISU01.18G148800.2.p, GmISU01.07G129100.1.p, GmISU01.01G088600.2.p, GmISU01.01G088600.1.p, GmISU01.03G047500.1.p, GmISU01.03G047800.1.p, GmISU01.03G047900.1.p, GmISU01.03G047100.1.p, GmISU01.03G047400.2.p, GmISU01.03G047200.1.p, GmISU01.03G047400.1.p, GmISU01.03G047300.1.p	FUN_006643-T1
OG0004858	GmISU01.03G109500.2.p, GmISU01.03G109500.3.p, GmISU01.03G109500.1.p, GmISU01.19G114500.1.p, GmISU01.19G114500.2.p, GmISU01.09G090100.1.p, GmISU01.09G090100.2.p, GmISU01.09G090100.3.p, GmISU01.09G090100.4.p	FUN_032990-T1
OG0004859	GmISU01.05G036600.2.p, GmISU01.06G164100.1.p	FUN_047354-T1
OG0004859	GmISU01.05G003700.1.p, GmISU01.19G004200.1.p	FUN_026942-T1
OG0004860	GmISU01.04G099200.1.p, GmISU01.06G274100.1.p, GmISU01.19G073300.4.p, GmISU01.19G073300.5.p, GmISU01.19G073300.3.p, GmISU01.19G073300.2.p	FUN_046511-T1
OG0004861	GmISU01.18G224300.1.p, GmISU01.08G236800.1.p, GmISU01.10G254800.1.p, GmISU01.10G254800.2.p, GmISU01.20G206800.3.p, GmISU01.20G206800.1.p	FUN_031847-T1
OG0004862	GmISU01.09G175000.1.p, GmISU01.09G175000.2.p, GmISU01.09G175000.3.p, GmISU01.01G114400.1.p, GmISU01.01G114400.2.p, GmISU01.01G114400.3.p	FUN_041847-T1
OG0004863	GmISU01.02G064700.1.p, GmISU01.16G125400.1.p, GmISU01.16G125400.2.p, GmISU01.16G037700.1.p, GmISU01.19G082100.1.p, GmISU01.19G082100.2.p	FUN_005703-T1
OG0004864	GmISU01.03G004400.3.p, GmISU01.03G004400.2.p, GmISU01.03G004400.1.p, GmISU01.19G091200.2.p, GmISU01.19G091200.1.p	FUN_031629-T1
OG0004865	GmISU01.12G114900.3.p, GmISU01.12G114900.4.p, GmISU01.12G114900.2.p, GmISU01.12G114900.1.p, GmISU01.13G249400.1.p, GmISU01.12G179800.3.p, GmISU01.12G179800.2.p, GmISU01.12G179800.1.p	FUN_012083-T1
OG0004866	GmISU01.13G282900.1.p, GmISU01.11G155500.1.p	FUN_027897-T2, FUN_027897-T1, FUN_027826-T1
OG0004868	GmISU01.03G033500.1.p, GmISU01.01G099900.1.p, GmISU01.18G159700.1.p, GmISU01.09G232000.2.p	FUN_003992-T1
OG0004868	GmISU01.02G198000.1.p, GmISU01.02G220900.1.p, GmISU01.14G049600.1.p, GmISU01.18G019400.1.p, GmISU01.11G214300.1.p	FUN_029301-T1, FUN_018996-T1
OG0004869	GmISU01.04G117950.1.p, GmISU01.18G083200.1.p, GmISU01.08G282000.1.p, GmISU01.08G282000.2.p, GmISU01.02G250600.1.p	FUN_012385-T1, FUN_035217-T1
OG0004870	GmISU01.20G184500.1.p, GmISU01.10G131000.1.p, GmISU01.19G206300.1.p, GmISU01.03G204800.1.p	FUN_002625-T1, FUN_035685-T1
OG0004871	GmISU01.08G074100.1.p, GmISU01.05G102000.1.p, GmISU01.15G123000.3.p, GmISU01.09G025600.1.p	FUN_031556-T2, FUN_031556-T1
OG0004872	GmISU01.18G032600.1.p, GmISU01.18G032600.3.p, GmISU01.18G032600.4.p, GmISU01.18G032600.2.p, GmISU01.11G202200.1.p	FUN_030122-T1, FUN_010051-T1
OG0004873	GmISU01.12G181400.5.p, GmISU01.12G181400.2.p, GmISU01.13G247800.1.p, GmISU01.13G247800.2.p, GmISU01.06G223600.6.p, GmISU01.06G223600.8.p, GmISU01.06G223600.9.p, GmISU01.06G223600.2.p, GmISU01.06G223600.5.p, GmISU01.06G223600.7.p, GmISU01.12G116300.1.p	FUN_045883-T1, FUN_012062-T1
OG0004874	GmISU01.16G044000.1.p, GmISU01.19G076800.1.p	FUN_020454-T3, FUN_020454-T2, FUN_020454-T4, FUN_020454-T1
OG0004875	GmISU01.12G001100.1.p, GmISU01.12G001100.3.p, GmISU01.12G001100.4.p, GmISU01.12G001100.2.p, GmISU01.08G220500.1.p, GmISU01.12G001100.6.p, GmISU01.12G001100.7.p, GmISU01.12G001100.5.p	FUN_037703-T2, FUN_037703-T4, FUN_037703-T3, FUN_037703-T1
OG0004876	GmISU01.16G152000.1.p, GmISU01.09G106400.1.p, GmISU01.16G151900.1.p	FUN_013845-T1
OG0004877	GmISU01.08G205500.1.p	FUN_050229-T1, FUN_050229-T2
OG0004877	GmISU01.16G055800.1.p, GmISU01.16G055800.2.p, GmISU01.19G064000.1.p	FUN_025184-T1
OG0004878	GmISU01.06G142300.6.p, GmISU01.06G142300.5.p, GmISU01.06G142300.4.p, GmISU01.06G142300.3.p, GmISU01.06G142300.7.p, GmISU01.06G142300.8.p, GmISU01.06G142300.2.p, GmISU01.06G142300.1.p	FUN_035951-T4, FUN_035951-T1, FUN_035951-T3, FUN_035951-T2
OG0004879	GmISU01.17G119500.3.p, GmISU01.17G119500.4.p, GmISU01.17G119500.2.p, GmISU01.05G043400.2.p, GmISU01.05G043400.1.p, GmISU01.06G156500.3.p, GmISU01.06G156500.1.p, GmISU01.04G157500.2.p	FUN_011457-T1
OG0004880	GmISU01.06G099900.1.p, GmISU01.14G138500.1.p, GmISU01.14G138500.2.p, GmISU01.13G057400.1.p	FUN_048484-T2, FUN_048484-T1, FUN_037922-T1
OG0004881	GmISU01.18G010200.3.p, GmISU01.11G224000.3.p, GmISU01.11G224000.2.p, GmISU01.11G224000.1.p, GmISU01.18G010200.2.p, GmISU01.18G010200.1.p, GmISU01.08G092200.4.p, GmISU01.08G092200.5.p, GmISU01.08G092200.3.p, GmISU01.08G092200.6.p, GmISU01.08G092200.2.p, GmISU01.08G092200.1.p, GmISU01.05G119000.1.p, GmISU01.05G119000.3.p	FUN_031998-T1, FUN_031998-T2
OG0004882	GmISU01.08G096800.1.p, GmISU01.08G096800.2.p, GmISU01.05G123100.2.p, GmISU01.05G123100.1.p	FUN_031832-T1, FUN_031832-T2
OG0004883	GmISU01.08G093700.1.p, GmISU01.08G093700.2.p, GmISU01.05G120000.2.p	FUN_025352-T1
OG0004884	GmISU01.05G040600.1.p, GmISU01.17G116700.1.p, GmISU01.06G159300.1.p, GmISU01.06G159300.2.p, GmISU01.04G154300.2.p, GmISU01.04G154300.4.p	FUN_034785-T1, FUN_050292-T1
OG0004885	GmISU01.02G048700.1.p, GmISU01.14G183200.1.p	FUN_021714-T1
OG0004886	GmISU01.11G095700.2.p, GmISU01.11G095700.1.p, GmISU01.12G026800.3.p, GmISU01.12G026800.1.p, GmISU01.12G026800.2.p	FUN_022416-T1, FUN_022414-T1
OG0004887	GmISU01.13G021600.1.p, GmISU01.13G021600.2.p, GmISU01.13G021600.3.p, GmISU01.13G021600.4.p, GmISU01.14G135600.1.p, GmISU01.06G114600.1.p, GmISU01.06G114600.2.p, GmISU01.04G196000.1.p	FUN_008978-T1, FUN_013709-T1
OG0004889	GmISU01.11G090500.1.p, GmISU01.04G005100.1.p	FUN_045672-T1, FUN_051882-T1
OG0004890	GmISU01.10G139000.2.p, GmISU01.10G139000.1.p, GmISU01.20G177600.1.p	FUN_045060-T1, FUN_043842-T1
