Orthogroup	G_max.proteins	L_sativa.proteins
OG0006337	GmISU01.15G198600.1.p, GmISU01.15G198600.2.p, GmISU01.13G166700.1.p, GmISU01.13G166700.3.p, GmISU01.13G166700.2.p	Lsat_1_v5_gn_1_113921.1
OG0006338	GmISU01.02G004300.2.p, GmISU01.02G004300.1.p, GmISU01.10G003500.1.p, GmISU01.20G114500.1.p, GmISU01.10G206400.1.p	Lsat_1_v5_gn_8_60501.1, Lsat_1_v5_gn_7_47860.1
OG0006339	GmISU01.11G137500.1.p	Lsat_1_v5_gn_7_35840.1
OG0006341	GmISU01.20G195100.1.p, GmISU01.10G120600.1.p	Lsat_1_v5_gn_7_72000.1, Lsat_1_v5_gn_7_72000.3, Lsat_1_v5_gn_9_124081.1
OG0006342	GmISU01.12G073000.2.p, GmISU01.12G073000.1.p, GmISU01.11G154400.1.p, GmISU01.13G282300.1.p, GmISU01.12G146400.1.p	Lsat_1_v5_gn_2_99340.1, Lsat_1_v5_gn_1_64481.1, Lsat_1_v5_gn_6_44241.1
OG0006343	GmISU01.15G144100.1.p	Lsat_1_v5_gn_1_40001.2, Lsat_1_v5_gn_1_40001.1
OG0006344	GmISU01.02G134900.1.p, GmISU01.10G022400.1.p, GmISU01.10G022400.3.p, GmISU01.19G119000.1.p, GmISU01.03G114200.1.p	Lsat_1_v5_gn_8_55360.2, Lsat_1_v5_gn_8_55360.1, Lsat_1_v5_gn_5_187580.1, Lsat_1_v5_gn_9_4580.2, Lsat_1_v5_gn_9_4580.1
OG0006345	GmISU01.02G094800.1.p, GmISU01.01G041900.2.p, GmISU01.01G041900.1.p	Lsat_1_v5_gn_2_66801.1, Lsat_1_v5_gn_2_66801.2
OG0006345	GmISU01.20G108400.1.p	Lsat_1_v5_gn_5_75300.1
OG0006346	GmISU01.02G184900.1.p, GmISU01.02G184900.2.p, GmISU01.04G182200.1.p, GmISU01.06G129300.1.p	Lsat_1_v5_gn_8_11401.3, Lsat_1_v5_gn_8_11401.1
OG0006347	GmISU01.03G148900.1.p, GmISU01.03G148900.2.p, GmISU01.19G152300.1.p, GmISU01.19G152300.2.p, GmISU01.10G057200.1.p, GmISU01.13G119700.1.p	Lsat_1_v5_gn_1_52780.2, Lsat_1_v5_gn_1_52780.1, Lsat_1_v5_gn_1_52780.3
OG0006348	GmISU01.19G196100.1.p, GmISU01.19G196100.2.p	Lsat_1_v5_gn_9_87421.3, Lsat_1_v5_gn_9_87421.1, Lsat_1_v5_gn_9_87421.4, Lsat_1_v5_gn_9_87421.2
OG0006349	GmISU01.10G086300.1.p, GmISU01.02G161500.1.p	Lsat_1_v5_gn_6_15201.3, Lsat_1_v5_gn_6_15201.1
OG0006350	GmISU01.02G216600.1.p, GmISU01.14G057200.1.p	Lsat_1_v5_gn_2_121681.1, Lsat_1_v5_gn_2_121681.4, Lsat_1_v5_gn_9_62601.1
OG0006350	GmISU01.01G087100.1.p, GmISU01.03G060400.1.p	Lsat_1_v5_gn_5_152761.1
OG0006351	GmISU01.08G105200.1.p, GmISU01.05G130500.1.p	Lsat_1_v5_gn_2_52580.1
OG0006352	GmISU01.19G191600.1.p, GmISU01.03G189900.1.p, GmISU01.10G013700.1.p, GmISU01.02G012800.1.p	Lsat_1_v5_gn_5_102801.1
OG0006353	GmISU01.01G197300.1.p, GmISU01.11G003700.1.p	Lsat_1_v5_gn_9_79740.1, Lsat_1_v5_gn_9_79740.4, Lsat_1_v5_gn_9_79740.3
OG0006354	GmISU01.19G083700.1.p, GmISU01.16G036800.1.p	Lsat_1_v5_gn_1_59720.3, Lsat_1_v5_gn_1_59720.1
OG0006354	GmISU01.08G115600.1.p	Lsat_1_v5_gn_1_68820.1, Lsat_1_v5_gn_1_68820.2, Lsat_1_v5_gn_6_53521.1, Lsat_1_v5_gn_2_50221.1
OG0006355	GmISU01.15G026300.1.p, GmISU01.13G305600.1.p, GmISU01.12G045200.1.p, GmISU01.11G114700.1.p	Lsat_1_v5_gn_3_104860.3, Lsat_1_v5_gn_3_104860.1, Lsat_1_v5_gn_3_104860.2, Lsat_1_v5_gn_3_111900.3, Lsat_1_v5_gn_3_111900.1
OG0006356	GmISU01.10G201000.2.p, GmISU01.10G201000.4.p	Lsat_1_v5_gn_5_61861.1, Lsat_1_v5_gn_5_61861.2, Lsat_1_v5_gn_7_60741.1, Lsat_1_v5_gn_7_60700.3, Lsat_1_v5_gn_7_60700.1
OG0006357	GmISU01.07G053200.2.p	Lsat_1_v5_gn_5_36501.2, Lsat_1_v5_gn_5_36501.1, Lsat_1_v5_gn_2_63440.2, Lsat_1_v5_gn_2_63440.1
OG0006358	GmISU01.11G212500.1.p, GmISU01.18G021300.4.p, GmISU01.18G021300.2.p, GmISU01.18G021300.3.p, GmISU01.18G021300.1.p	Lsat_1_v5_gn_2_125780.1, Lsat_1_v5_gn_2_125780.3
OG0006359	GmISU01.11G087700.1.p, GmISU01.12G020000.1.p	Lsat_1_v5_gn_2_29320.1
OG0006360	GmISU01.03G046700.1.p, GmISU01.01G089100.1.p, GmISU01.11G207700.1.p, GmISU01.18G026300.1.p	Lsat_1_v5_gn_9_34120.1, Lsat_1_v5_gn_9_34120.3, Lsat_1_v5_gn_5_153061.1
OG0006361	GmISU01.03G097700.1.p, GmISU01.19G101300.1.p	Lsat_1_v5_gn_5_159920.1, Lsat_1_v5_gn_9_29960.3, Lsat_1_v5_gn_9_29960.1
OG0006362	GmISU01.03G200700.1.p, GmISU01.03G200700.2.p, GmISU01.19G201500.1.p	Lsat_1_v5_gn_3_33301.1, Lsat_1_v5_gn_6_96941.3
OG0006364	GmISU01.11G004700.2.p, GmISU01.11G004700.1.p, GmISU01.01G196000.4.p, GmISU01.01G196000.2.p	Lsat_1_v5_gn_5_148520.1, Lsat_1_v5_gn_5_148520.2
OG0006365	GmISU01.18G150000.1.p, GmISU01.07G130600.1.p, GmISU01.03G045300.2.p, GmISU01.01G093200.2.p, GmISU01.01G093200.1.p, GmISU01.03G045300.1.p	Lsat_1_v5_gn_9_34621.1
OG0006366	GmISU01.12G045100.1.p, GmISU01.11G114600.1.p	Lsat_1_v5_gn_2_34361.1, Lsat_1_v5_gn_2_34361.2
OG0006367	GmISU01.19G157700.1.p, GmISU01.03G155500.1.p	Lsat_1_v5_gn_8_24141.2, Lsat_1_v5_gn_8_24141.1
OG0006368	GmISU01.02G008200.1.p, GmISU01.10G008900.2.p, GmISU01.10G008900.1.p, GmISU01.19G187900.1.p	Lsat_1_v5_gn_8_167400.2, Lsat_1_v5_gn_8_167400.1
OG0006369	GmISU01.18G022300.1.p, GmISU01.11G211600.2.p, GmISU01.11G211600.1.p	Lsat_1_v5_gn_9_60860.1
OG0006370	GmISU01.02G147400.2.p, GmISU01.02G147400.1.p, GmISU01.09G085900.1.p	Lsat_1_v5_gn_6_37600.3, Lsat_1_v5_gn_6_37600.1
OG0006371	GmISU01.14G035900.1.p, GmISU01.02G237400.1.p	Lsat_1_v5_gn_2_36161.1, Lsat_1_v5_gn_2_36161.2
OG0006372	GmISU01.14G131300.1.p, GmISU01.14G131300.3.p, GmISU01.14G131300.2.p, GmISU01.13G018900.3.p, GmISU01.13G018900.2.p, GmISU01.13G018900.1.p	Lsat_1_v5_gn_9_124401.2, Lsat_1_v5_gn_9_124401.1
OG0006373	GmISU01.10G223100.1.p	Lsat_1_v5_gn_7_86320.1
OG0006374	GmISU01.11G108900.1.p, GmISU01.11G108900.2.p, GmISU01.12G039600.1.p, GmISU01.04G012300.1.p, GmISU01.06G011200.1.p	Lsat_1_v5_gn_7_89320.1, Lsat_1_v5_gn_7_89320.3, Lsat_1_v5_gn_7_89320.2
OG0006375	GmISU01.16G000500.2.p, GmISU01.16G000500.1.p, GmISU01.16G000500.4.p, GmISU01.12G135300.1.p, GmISU01.12G135300.2.p	Lsat_1_v5_gn_7_77221.1, Lsat_1_v5_gn_5_91740.1
OG0006376	GmISU01.04G032900.1.p, GmISU01.06G031900.2.p, GmISU01.06G031900.1.p	Lsat_1_v5_gn_4_122760.2, Lsat_1_v5_gn_4_122760.1
OG0006377	GmISU01.10G183000.1.p, GmISU01.20G134300.1.p	Lsat_1_v5_gn_6_101001.1
OG0006378	GmISU01.01G172500.1.p, GmISU01.01G172500.2.p, GmISU01.11G025700.1.p	Lsat_1_v5_gn_6_8501.1
OG0006379	GmISU01.10G218100.1.p, GmISU01.10G218100.2.p, GmISU01.20G100300.1.p	Lsat_1_v5_gn_7_85241.1, Lsat_1_v5_gn_7_85241.2, Lsat_1_v5_gn_9_111801.1, Lsat_1_v5_gn_9_111801.3
OG0006381	GmISU01.06G133400.2.p, GmISU01.06G133400.1.p, GmISU01.04G178800.2.p, GmISU01.04G178800.3.p	Lsat_1_v5_gn_2_65401.1
OG0006382	GmISU01.06G102900.3.p, GmISU01.06G102900.2.p, GmISU01.04G206500.2.p, GmISU01.04G206500.1.p, GmISU01.04G206500.3.p	Lsat_1_v5_gn_5_101461.3, Lsat_1_v5_gn_5_101461.2, Lsat_1_v5_gn_5_101461.1
OG0006383	GmISU01.13G013100.1.p, GmISU01.13G013100.2.p, GmISU01.14G124900.1.p, GmISU01.04G205350.1.p	Lsat_1_v5_gn_6_110200.1, Lsat_1_v5_gn_6_110200.3
OG0006384	GmISU01.06G103200.1.p, GmISU01.06G103200.2.p, GmISU01.06G103200.3.p, GmISU01.06G103200.4.p, GmISU01.04G206200.1.p, GmISU01.04G206200.2.p, GmISU01.14G122100.2.p, GmISU01.14G122100.1.p	Lsat_1_v5_gn_5_126560.3, Lsat_1_v5_gn_5_126560.1
OG0006385	GmISU01.06G105400.1.p, GmISU01.04G204000.1.p, GmISU01.04G204000.2.p	Lsat_1_v5_gn_8_141520.1, Lsat_1_v5_gn_8_141520.2, Lsat_1_v5_gn_8_141520.3
OG0006387	GmISU01.04G018700.1.p, GmISU01.06G017400.1.p	Lsat_1_v5_gn_5_39760.1, Lsat_1_v5_gn_8_27741.2, Lsat_1_v5_gn_8_27741.1
OG0006387	GmISU01.11G061300.1.p, GmISU01.01G137600.1.p	Lsat_1_v5_gn_3_77600.3, Lsat_1_v5_gn_3_77600.1
OG0006388	GmISU01.08G129100.1.p, GmISU01.05G152800.1.p	Lsat_1_v5_gn_4_74461.1, Lsat_1_v5_gn_4_74461.3
OG0006389	GmISU01.11G062300.3.p, GmISU01.11G062300.4.p, GmISU01.11G062300.1.p, GmISU01.11G062300.2.p, GmISU01.01G138500.2.p, GmISU01.01G138500.3.p, GmISU01.01G138500.1.p	Lsat_1_v5_gn_4_152020.1, Lsat_1_v5_gn_4_152020.3
OG0006390	GmISU01.16G094400.2.p, GmISU01.16G094400.5.p, GmISU01.16G094400.4.p, GmISU01.16G094400.7.p, GmISU01.16G094400.3.p, GmISU01.16G094400.6.p, GmISU01.16G094400.1.p, GmISU01.09G156700.1.p	Lsat_1_v5_gn_8_114080.2, Lsat_1_v5_gn_8_114080.1
OG0006391	GmISU01.20G078700.1.p, GmISU01.10G237800.1.p	Lsat_1_v5_gn_8_68401.3, Lsat_1_v5_gn_8_68401.1, Lsat_1_v5_gn_8_68401.2
OG0006392	GmISU01.17G151300.1.p	Lsat_1_v5_gn_5_128320.1, Lsat_1_v5_gn_5_128320.2
OG0006393	GmISU01.01G153300.2.p, GmISU01.01G153300.1.p, GmISU01.11G044500.3.p, GmISU01.11G044500.2.p	Lsat_1_v5_gn_4_162381.1, Lsat_1_v5_gn_4_162381.2
OG0006394	GmISU01.04G086200.1.p, GmISU01.14G149800.6.p, GmISU01.14G149800.5.p, GmISU01.14G149800.4.p, GmISU01.14G149800.1.p, GmISU01.02G180600.1.p, GmISU01.02G180600.4.p	Lsat_1_v5_gn_5_170461.2, Lsat_1_v5_gn_6_104981.1
OG0006395	GmISU01.04G203500.1.p, GmISU01.04G203500.2.p, GmISU01.06G106000.1.p, GmISU01.14G125000.1.p, GmISU01.13G013200.2.p	Lsat_1_v5_gn_6_97621.2, Lsat_1_v5_gn_6_97621.1, Lsat_1_v5_gn_6_97621.3
OG0006396	GmISU01.01G151000.1.p, GmISU01.11G047100.1.p	Lsat_1_v5_gn_2_85580.1, Lsat_1_v5_gn_3_88441.1, Lsat_1_v5_gn_3_88441.2
OG0006397	GmISU01.10G062600.1.p, GmISU01.13G124900.2.p	Lsat_1_v5_gn_7_53840.3, Lsat_1_v5_gn_7_53840.1
OG0006398	GmISU01.15G121700.1.p, GmISU01.09G023800.2.p, GmISU01.09G023800.1.p, GmISU01.09G023800.3.p	Lsat_1_v5_gn_5_159560.1, Lsat_1_v5_gn_5_159560.3, Lsat_1_v5_gn_5_159560.2
OG0006399	GmISU01.17G225600.1.p, GmISU01.14G184000.1.p	Lsat_1_v5_gn_2_9080.1, Lsat_1_v5_gn_2_9080.2
OG0006400	GmISU01.13G087900.2.p, GmISU01.13G087900.1.p, GmISU01.17G039600.1.p	Lsat_1_v5_gn_1_84121.3, Lsat_1_v5_gn_4_40140.1
OG0006401	GmISU01.05G073200.1.p, GmISU01.05G073100.1.p	Lsat_1_v5_gn_4_169080.2, Lsat_1_v5_gn_4_169080.1
OG0006402	GmISU01.01G130400.1.p, GmISU01.11G069000.1.p, GmISU01.02G045900.1.p, GmISU01.02G045800.1.p, GmISU01.04G024900.2.p, GmISU01.04G024900.1.p, GmISU01.06G022700.1.p	Lsat_1_v5_gn_8_31441.1
OG0006403	GmISU01.12G134600.4.p, GmISU01.12G134600.3.p, GmISU01.12G134600.1.p, GmISU01.12G134600.2.p, GmISU01.16G000100.2.p, GmISU01.16G000100.1.p	Lsat_1_v5_gn_9_125160.3, Lsat_1_v5_gn_9_125160.1, Lsat_1_v5_gn_9_83520.3, Lsat_1_v5_gn_9_83520.1
OG0006404	GmISU01.15G212900.3.p, GmISU01.15G212900.2.p, GmISU01.15G212900.1.p, GmISU01.08G157700.3.p	Lsat_1_v5_gn_7_99701.2, Lsat_1_v5_gn_7_99701.1
OG0006405	GmISU01.14G183500.1.p, GmISU01.17G225200.1.p, GmISU01.17G225200.2.p, GmISU01.17G225200.3.p	Lsat_1_v5_gn_8_30781.1
OG0006406	GmISU01.13G116400.1.p, GmISU01.10G052900.1.p	Lsat_1_v5_gn_1_53221.1, Lsat_1_v5_gn_6_31160.1
OG0006407	GmISU01.04G017800.2.p, GmISU01.04G017800.1.p, GmISU01.06G016500.1.p	Lsat_1_v5_gn_9_45021.1, Lsat_1_v5_gn_2_6461.1
OG0006408	GmISU01.04G171000.1.p, GmISU01.06G142100.1.p, GmISU01.08G001100.1.p	Lsat_1_v5_gn_7_35641.1
OG0006409	GmISU01.07G190800.1.p, GmISU01.20G020500.1.p	Lsat_1_v5_gn_2_50861.1, Lsat_1_v5_gn_2_50861.3, Lsat_1_v5_gn_2_50861.2, Lsat_1_v5_gn_6_56060.1, Lsat_1_v5_gn_6_56060.2
OG0006410	GmISU01.11G057400.1.p, GmISU01.01G140800.1.p, GmISU01.02G054200.1.p	Lsat_1_v5_gn_2_87361.1
OG0006411	GmISU01.04G035500.1.p, GmISU01.06G034900.1.p, GmISU01.14G076800.1.p, GmISU01.17G211500.1.p	Lsat_1_v5_gn_6_113661.3, Lsat_1_v5_gn_6_113661.1, Lsat_1_v5_gn_6_113661.2, Lsat_1_v5_gn_1_20261.3, Lsat_1_v5_gn_1_20261.1
OG0006412	GmISU01.05G156400.3.p, GmISU01.05G156400.4.p, GmISU01.08G132900.4.p, GmISU01.05G156400.2.p	Lsat_1_v5_gn_8_13041.1
OG0006413	GmISU01.06G252200.1.p, GmISU01.12G096200.1.p	Lsat_1_v5_gn_4_68860.1
OG0006414	GmISU01.04G092300.1.p, GmISU01.06G094800.1.p, GmISU01.13G062000.1.p, GmISU01.14G143300.1.p	Lsat_1_v5_gn_9_41620.3, Lsat_1_v5_gn_9_41620.1
OG0006415	GmISU01.07G233900.1.p, GmISU01.07G233900.2.p, GmISU01.17G001700.1.p	Lsat_1_v5_gn_9_124960.1
OG0006416	GmISU01.17G011300.2.p, GmISU01.17G011300.1.p, GmISU01.07G223200.1.p	Lsat_1_v5_gn_0_18160.1, Lsat_1_v5_gn_5_111860.1, Lsat_1_v5_gn_5_111860.2, Lsat_1_v5_gn_5_111860.3, Lsat_1_v5_gn_5_129280.1
OG0006417	GmISU01.20G154700.2.p, GmISU01.15G001300.1.p	Lsat_1_v5_gn_4_88801.3, Lsat_1_v5_gn_4_88801.1, Lsat_1_v5_gn_4_88821.1
OG0006418	GmISU01.04G033600.2.p, GmISU01.04G033600.1.p, GmISU01.04G033600.4.p, GmISU01.04G033600.3.p, GmISU01.06G032500.1.p, GmISU01.17G214000.2.p, GmISU01.14G074100.1.p, GmISU01.17G214000.1.p	Lsat_1_v5_gn_6_113721.1, Lsat_1_v5_gn_4_123520.1, Lsat_1_v5_gn_4_123520.2
OG0006419	GmISU01.15G228200.1.p, GmISU01.15G228200.9.p, GmISU01.15G228200.12.p, GmISU01.15G228200.8.p, GmISU01.15G228200.10.p, GmISU01.15G228200.11.p, GmISU01.15G228200.7.p, GmISU01.15G228200.6.p, GmISU01.15G228200.5.p, GmISU01.09G085600.3.p	Lsat_1_v5_gn_8_30701.1
OG0006420	GmISU01.05G154100.1.p, GmISU01.05G154100.2.p, GmISU01.08G130400.2.p, GmISU01.08G130400.3.p	Lsat_1_v5_gn_2_117881.2, Lsat_1_v5_gn_2_117881.1
OG0006421	GmISU01.01G139000.3.p, GmISU01.01G139000.1.p, GmISU01.01G139000.2.p, GmISU01.11G059500.1.p, GmISU01.11G059500.2.p	Lsat_1_v5_gn_6_28960.1, Lsat_1_v5_gn_6_28960.2
OG0006422	GmISU01.14G122200.1.p, GmISU01.13G054800.1.p	Lsat_1_v5_gn_1_9861.2, Lsat_1_v5_gn_1_9861.1
OG0006423	GmISU01.14G071100.1.p, GmISU01.09G092600.1.p	Lsat_1_v5_gn_2_76680.1, Lsat_1_v5_gn_2_76680.3, Lsat_1_v5_gn_1_17601.1
OG0006424	GmISU01.14G186900.1.p	Lsat_1_v5_gn_2_5921.1, Lsat_1_v5_gn_2_5921.3
OG0006425	GmISU01.15G058200.1.p	Lsat_1_v5_gn_5_110541.1
OG0006426	GmISU01.04G079700.1.p, GmISU01.06G081300.1.p	Lsat_1_v5_gn_1_321.2, Lsat_1_v5_gn_1_321.3, Lsat_1_v5_gn_1_321.1
OG0006427	GmISU01.02G048400.1.p	Lsat_1_v5_gn_4_151921.2, Lsat_1_v5_gn_4_151921.1
OG0006428	GmISU01.08G097400.1.p	Lsat_1_v5_gn_4_37701.1
OG0006429	GmISU01.11G103100.1.p, GmISU01.06G007800.1.p, GmISU01.04G008500.1.p	Lsat_1_v5_gn_8_128681.1, Lsat_1_v5_gn_8_128681.2
OG0006430	GmISU01.12G043000.4.p, GmISU01.12G043000.3.p, GmISU01.12G043000.2.p, GmISU01.12G043000.1.p, GmISU01.11G112600.1.p, GmISU01.20G006300.1.p, GmISU01.07G140400.1.p	Lsat_1_v5_gn_5_119140.1
OG0006431	GmISU01.05G151300.1.p, GmISU01.08G127700.1.p, GmISU01.18G016600.1.p, GmISU01.11G217700.1.p	Lsat_1_v5_gn_5_43481.1
OG0006431	GmISU01.14G142800.1.p, GmISU01.13G061600.1.p, GmISU01.04G093100.1.p, GmISU01.04G093000.1.p, GmISU01.06G095300.1.p, GmISU01.06G095400.1.p	Lsat_1_v5_gn_6_103400.1, Lsat_1_v5_gn_9_41300.1
OG0006432	GmISU01.09G059700.1.p, GmISU01.15G156200.1.p	Lsat_1_v5_gn_7_21221.1, Lsat_1_v5_gn_7_21201.1, Lsat_1_v5_gn_7_21201.3
OG0006433	GmISU01.06G203500.1.p	Lsat_1_v5_gn_9_98661.4, Lsat_1_v5_gn_9_98661.1
OG0006434	GmISU01.15G076200.1.p, GmISU01.13G197700.1.p, GmISU01.07G174000.1.p, GmISU01.13G142800.1.p	Lsat_1_v5_gn_4_50000.1
OG0006435	GmISU01.15G068800.1.p	Lsat_1_v5_gn_7_21081.1
OG0006436	GmISU01.05G146600.1.p, GmISU01.08G122400.1.p	Lsat_1_v5_gn_9_31040.1
OG0006437	GmISU01.06G222000.1.p, GmISU01.12G117500.1.p	Lsat_1_v5_gn_9_94900.2, Lsat_1_v5_gn_9_94900.1
OG0006438	GmISU01.10G077500.1.p	Lsat_1_v5_gn_4_32101.1
OG0006439	GmISU01.02G250500.1.p, GmISU01.14G022100.2.p, GmISU01.02G250500.2.p, GmISU01.14G022100.1.p, GmISU01.18G083500.2.p, GmISU01.18G083500.1.p, GmISU01.08G281800.1.p	Lsat_1_v5_gn_9_93900.3, Lsat_1_v5_gn_9_93900.1, Lsat_1_v5_gn_5_3940.1
OG0006440	GmISU01.15G204400.2.p, GmISU01.15G204400.1.p, GmISU01.13G225300.1.p, GmISU01.13G225300.2.p, GmISU01.13G225300.3.p	Lsat_1_v5_gn_5_126020.1, Lsat_1_v5_gn_5_126020.2
OG0006441	GmISU01.12G102700.1.p, GmISU01.06G245600.1.p	Lsat_1_v5_gn_6_65161.2, Lsat_1_v5_gn_6_65161.1
OG0006443	GmISU01.12G130500.2.p, GmISU01.06G201300.1.p	Lsat_1_v5_gn_5_127301.3, Lsat_1_v5_gn_5_127301.1
OG0006444	GmISU01.13G009900.1.p, GmISU01.13G009900.7.p, GmISU01.13G009900.6.p, GmISU01.13G009900.8.p	Lsat_1_v5_gn_5_121560.1
OG0006445	GmISU01.07G221400.1.p, GmISU01.13G173900.2.p, GmISU01.15G098600.2.p, GmISU01.15G098600.1.p	Lsat_1_v5_gn_4_60101.1, Lsat_1_v5_gn_4_60101.3
OG0006446	GmISU01.02G075800.1.p, GmISU01.07G144000.1.p	Lsat_1_v5_gn_4_12661.1
OG0006447	GmISU01.18G059100.1.p, GmISU01.13G173000.1.p, GmISU01.15G099300.1.p	Lsat_1_v5_gn_4_59601.1
OG0006448	GmISU01.12G166200.1.p, GmISU01.13G264600.1.p	Lsat_1_v5_gn_0_5321.1
OG0006449	GmISU01.17G169500.2.p, GmISU01.17G169500.1.p, GmISU01.14G116200.2.p, GmISU01.14G116200.1.p	Lsat_1_v5_gn_3_26460.1, Lsat_1_v5_gn_5_56521.1, Lsat_1_v5_gn_5_56521.2, Lsat_1_v5_gn_5_56521.3, Lsat_1_v5_gn_5_2240.1
OG0006450	GmISU01.19G094700.2.p, GmISU01.19G094700.3.p	Lsat_1_v5_gn_0_10441.1, Lsat_1_v5_gn_0_10441.2
OG0006451	GmISU01.03G001600.1.p	Lsat_1_v5_gn_1_1241.2, Lsat_1_v5_gn_1_1241.1, Lsat_1_v5_gn_1_1241.3, Lsat_1_v5_gn_1_107660.3, Lsat_1_v5_gn_1_77761.1, Lsat_1_v5_gn_4_45480.1, Lsat_1_v5_gn_1_77761.2, Lsat_1_v5_gn_3_129240.3, Lsat_1_v5_gn_3_129240.1
OG0006452	GmISU01.19G109900.1.p, GmISU01.10G079800.1.p, GmISU01.10G079800.2.p, GmISU01.02G154700.1.p	Lsat_1_v5_gn_9_27640.1, Lsat_1_v5_gn_8_80000.1
OG0006453	GmISU01.07G042100.1.p, GmISU01.07G042100.2.p, GmISU01.16G011900.1.p	Lsat_1_v5_gn_4_92260.1, Lsat_1_v5_gn_1_39200.1
OG0006454	GmISU01.13G231100.1.p	Lsat_1_v5_gn_9_100580.2, Lsat_1_v5_gn_9_100580.3, Lsat_1_v5_gn_9_100580.1, Lsat_1_v5_gn_7_102180.2, Lsat_1_v5_gn_7_102180.1
OG0006455	GmISU01.02G049400.1.p, GmISU01.02G049400.2.p, GmISU01.02G049400.3.p, GmISU01.16G110100.2.p, GmISU01.16G110100.1.p	Lsat_1_v5_gn_2_77400.1, Lsat_1_v5_gn_2_77400.4
OG0006456	GmISU01.12G015500.1.p	Lsat_1_v5_gn_1_59700.1, Lsat_1_v5_gn_6_37320.3, Lsat_1_v5_gn_6_37320.1, Lsat_1_v5_gn_6_37340.1, Lsat_1_v5_gn_8_22381.1
OG0006457	GmISU01.10G061900.1.p, GmISU01.13G124000.1.p	Lsat_1_v5_gn_9_9480.3, Lsat_1_v5_gn_9_9480.1, Lsat_1_v5_gn_9_9480.2, Lsat_1_v5_gn_4_51620.1, Lsat_1_v5_gn_4_51620.3
OG0006458	GmISU01.15G066600.1.p, GmISU01.13G209400.1.p, GmISU01.07G162300.1.p	Lsat_1_v5_gn_4_54160.1, Lsat_1_v5_gn_4_54160.3, Lsat_1_v5_gn_4_54020.1, Lsat_1_v5_gn_4_54020.2, Lsat_1_v5_gn_4_54261.1, Lsat_1_v5_gn_4_54261.3
OG0006459	GmISU01.18G067900.2.p, GmISU01.18G067900.1.p, GmISU01.08G295700.1.p, GmISU01.08G295700.3.p	Lsat_1_v5_gn_4_61900.1
OG0006460	GmISU01.09G046600.1.p	Lsat_1_v5_gn_9_33520.1, Lsat_1_v5_gn_5_150720.1, Lsat_1_v5_gn_5_150720.2
OG0006461	GmISU01.20G142600.3.p, GmISU01.20G142600.1.p, GmISU01.10G173900.1.p	Lsat_1_v5_gn_2_8120.1, Lsat_1_v5_gn_1_77620.1, Lsat_1_v5_gn_1_77620.3, Lsat_1_v5_gn_8_17941.1
OG0006462	GmISU01.13G302800.1.p, GmISU01.15G029200.1.p, GmISU01.11G117600.1.p	Lsat_1_v5_gn_8_80540.1, Lsat_1_v5_gn_8_80540.2
OG0006463	GmISU01.09G108100.1.p, GmISU01.09G108100.2.p, GmISU01.16G153500.2.p, GmISU01.16G153500.1.p, GmISU01.16G153500.5.p, GmISU01.16G153500.4.p	Lsat_1_v5_gn_2_132700.1
OG0006464	GmISU01.12G078800.3.p, GmISU01.12G078800.2.p, GmISU01.12G078800.1.p, GmISU01.11G215850.1.p, GmISU01.11G149100.2.p, GmISU01.11G149100.1.p, GmISU01.11G149100.3.p	Lsat_1_v5_gn_4_103580.1
OG0006465	GmISU01.10G178600.1.p, GmISU01.10G178600.3.p, GmISU01.20G138800.1.p, GmISU01.10G178600.2.p	Lsat_1_v5_gn_1_12940.1, Lsat_1_v5_gn_1_12940.2
OG0006466	GmISU01.07G155000.3.p, GmISU01.07G155000.2.p, GmISU01.08G058700.2.p, GmISU01.08G058700.1.p	Lsat_1_v5_gn_7_83220.1
OG0006467	GmISU01.02G169800.1.p, GmISU01.17G068900.1.p, GmISU01.15G180100.1.p, GmISU01.09G082300.1.p	Lsat_1_v5_gn_7_48481.1, Lsat_1_v5_gn_8_61661.1, Lsat_1_v5_gn_5_91581.1
OG0006468	GmISU01.10G139700.1.p, GmISU01.02G079100.1.p	Lsat_1_v5_gn_3_14340.1, Lsat_1_v5_gn_3_14320.1, Lsat_1_v5_gn_3_14400.2, Lsat_1_v5_gn_3_14400.1
OG0006469	GmISU01.20G118700.1.p, GmISU01.10G202000.1.p	Lsat_1_v5_gn_2_130220.1, Lsat_1_v5_gn_2_130220.3
OG0006470	GmISU01.13G050100.1.p, GmISU01.14G036900.1.p, GmISU01.02G236700.1.p	Lsat_1_v5_gn_6_26180.1, Lsat_1_v5_gn_6_26180.3, Lsat_1_v5_gn_5_5360.1, Lsat_1_v5_gn_5_66220.1, Lsat_1_v5_gn_1_50000.3, Lsat_1_v5_gn_1_50000.1
OG0006471	GmISU01.05G099600.1.p, GmISU01.09G152900.1.p, GmISU01.07G077000.3.p, GmISU01.08G034700.1.p, GmISU01.05G196700.1.p, GmISU01.05G196700.2.p	Lsat_1_v5_gn_8_105080.1, Lsat_1_v5_gn_8_105080.3
OG0006472	GmISU01.08G016700.4.p, GmISU01.08G016700.2.p, GmISU01.05G180000.1.p, GmISU01.05G180000.2.p	Lsat_1_v5_gn_3_8761.3, Lsat_1_v5_gn_3_8761.1
