Orthogroup	P_amilis.proteins	D_spatulata.proteins
OG0003572	FUN_009561-T1, FUN_030608-T1	Ds_00006740-RA
OG0003573	FUN_009559-T1, FUN_030607-T1	Ds_00001485-RA
OG0003574	FUN_023062-T2, FUN_023062-T1	Ds_00011582-RA, Ds_00008283-RA
OG0003575	FUN_003501-T1	Ds_00000400-RA
OG0003576	FUN_036188-T1	Ds_00013743-RA
OG0003577	FUN_014984-T1, FUN_014985-T1, FUN_014985-T2	Ds_00012225-RA, Ds_00000003-RA, Ds_00012222-RA, Ds_00013032-RA
OG0003578	FUN_048314-T1, FUN_048315-T3, FUN_048315-T2, FUN_048315-T1, FUN_048315-T4	Ds_00015010-RA
OG0003579	FUN_038548-T1	Ds_00008880-RA
OG0003580	FUN_023936-T2, FUN_023936-T1	Ds_00009252-RA, Ds_00008459-RA
OG0003581	FUN_029023-T1	Ds_00012153-RA
OG0003582	FUN_006185-T1, FUN_016146-T1	Ds_00017304-RA, Ds_00008355-RA
OG0003583	FUN_005641-T1, FUN_052068-T1	Ds_00012178-RA
OG0003584	FUN_045585-T1, FUN_051814-T3, FUN_051814-T4, FUN_051814-T1, FUN_051814-T2	Ds_00000006-RA
OG0003585	FUN_039721-T1	Ds_00012154-RA
OG0003586	FUN_031166-T1, FUN_025503-T1	Ds_00011250-RA
OG0003588	FUN_011003-T1	Ds_00000968-RA, Ds_00006917-RA
OG0003589	FUN_003773-T1, FUN_003767-T1	Ds_00013035-RA
OG0003590	FUN_051684-T1, FUN_051686-T1, FUN_047256-T1	Ds_00017417-RA, Ds_00000308-RA
OG0003591	FUN_000102-T1	Ds_00006093-RA
OG0003591	FUN_032971-T1, FUN_004807-T2, FUN_004807-T1	Ds_00009558-RA
OG0003593	FUN_049503-T1, FUN_049503-T2	Ds_00016198-RA
OG0003594	FUN_048638-T1, FUN_048638-T2	Ds_00008840-RA
OG0003595	FUN_025026-T1, FUN_003814-T1	Ds_00012224-RA
OG0003596	FUN_004183-T3, FUN_004183-T1, FUN_004183-T2	Ds_00013428-RA
OG0003598	FUN_045116-T1	Ds_00017332-RA
OG0003599	FUN_030551-T1	Ds_00006747-RA
OG0003601	FUN_048646-T1, FUN_048646-T2	Ds_00001585-RA
OG0003601	FUN_017017-T1	Ds_00010965-RA
OG0003602	FUN_025547-T1, FUN_031102-T1	Ds_00013211-RA, Ds_00013214-RA, Ds_00014467-RA
OG0003603	FUN_030639-T1, FUN_009515-T1	Ds_00000598-RA, Ds_00001478-RA
OG0003604	FUN_018203-T1	Ds_00013393-RA, Ds_00011999-RA
OG0003605	FUN_043317-T1	Ds_00016307-RA
OG0003605	FUN_033903-T1, FUN_010389-T1, FUN_001325-T1, FUN_027302-T1	Ds_00002220-RA
OG0003606	FUN_036716-T1	Ds_00017270-RA
OG0003607	FUN_036361-T1, FUN_036361-T2	Ds_00014560-RA
OG0003608	FUN_043464-T1, FUN_036787-T1, FUN_036787-T2	Ds_00011500-RA
OG0003609	FUN_043685-T1	Ds_00007238-RA
OG0003610	FUN_035821-T1	Ds_00000484-RA
OG0003611	FUN_012315-T3, FUN_012315-T2, FUN_012315-T4, FUN_012315-T1, FUN_035101-T1	Ds_00017194-RA
OG0003614	FUN_000705-T1	Ds_00004990-RA
OG0003615	FUN_040493-T1, FUN_010306-T1	Ds_00014551-RA
OG0003616	FUN_015823-T1	Ds_00014823-RA, Ds_00002157-RA, Ds_00007579-RA
OG0003617	FUN_015433-T1	Ds_00012938-RA, Ds_00011993-RA, Ds_00018010-RA
OG0003618	FUN_045441-T1, FUN_007774-T1, FUN_007774-T2, FUN_007774-T3, FUN_007774-T4	Ds_00015361-RA
OG0003620	FUN_026187-T1	Ds_00015732-RA, Ds_00007257-RA
OG0003621	FUN_019135-T1, FUN_030309-T1	Ds_00011911-RA
OG0003621	FUN_048121-T1	Ds_00006065-RA
OG0003622	FUN_018642-T1, FUN_018642-T2	Ds_00009890-RA
OG0003623	FUN_001742-T1	Ds_00011467-RA
OG0003624	FUN_025212-T1, FUN_025212-T2	Ds_00000437-RA
OG0003625	FUN_037065-T1, FUN_049260-T2, FUN_049260-T1, FUN_049260-T3	Ds_00008801-RA
OG0003626	FUN_015247-T1	Ds_00009302-RA
OG0003626	FUN_005131-T1	Ds_00003451-RA
OG0003627	FUN_014509-T1	Ds_00003392-RA
OG0003629	FUN_021002-T1	Ds_00004234-RA, Ds_00002598-RA
OG0003632	FUN_006219-T1, FUN_016069-T1, FUN_016069-T2	Ds_00002427-RA
OG0003633	FUN_008798-T1, FUN_051361-T3, FUN_051361-T2, FUN_051361-T1	Ds_00017690-RA
OG0003634	FUN_006061-T1, FUN_031705-T1	Ds_00004219-RA
OG0003635	FUN_001732-T1	Ds_00009671-RA, Ds_00009672-RA
OG0003636	FUN_015509-T1, FUN_015509-T2, FUN_026676-T1, FUN_026676-T2	Ds_00014395-RA
OG0003637	FUN_005757-T1	Ds_00002452-RA
OG0003637	FUN_047118-T1, FUN_047117-T1	Ds_00011483-RA, Ds_00016261-RA
OG0003639	FUN_026405-T2, FUN_026405-T1	Ds_00000267-RA
OG0003639	FUN_003142-T1	Ds_00002418-RA
OG0003640	FUN_020406-T1, FUN_007541-T1	Ds_00007060-RA
OG0003641	FUN_030730-T1, FUN_030730-T2, FUN_037711-T2, FUN_037711-T1	Ds_00002900-RA
OG0003642	FUN_018633-T1, FUN_040637-T1	Ds_00001341-RA
OG0003643	FUN_013659-T1, FUN_013659-T2	Ds_00016889-RA
OG0003645	FUN_048077-T1, FUN_037308-T1	Ds_00012493-RA
OG0003646	FUN_026099-T1, FUN_026101-T1, FUN_013159-T2, FUN_013159-T1	Ds_00007234-RA
OG0003647	FUN_026811-T1, FUN_026811-T2, FUN_013065-T1	Ds_00007959-RA
OG0003651	FUN_048124-T1, FUN_037362-T2, FUN_037362-T1	Ds_00002825-RA
OG0003652	FUN_042242-T1, FUN_042242-T2	Ds_00004415-RA
OG0003654	FUN_017296-T1	Ds_00005133-RA
OG0003655	FUN_043396-T1, FUN_036757-T1	Ds_00000495-RA
OG0003656	FUN_000972-T1, FUN_000972-T2, FUN_027434-T1	Ds_00014605-RA
OG0003657	FUN_012623-T1, FUN_012614-T1	Ds_00014858-RA
OG0003658	FUN_002913-T1, FUN_002913-T2	Ds_00005258-RA
OG0003659	FUN_033961-T1	Ds_00012656-RA
OG0003660	FUN_025558-T1	Ds_00001456-RA, Ds_00014477-RA
OG0003660	FUN_042721-T1	Ds_00000507-RA
OG0003662	FUN_023359-T2, FUN_023359-T3, FUN_023359-T1	Ds_00010801-RA, Ds_00012777-RA
OG0003664	FUN_036720-T1	Ds_00011523-RA, Ds_00010847-RA
OG0003665	FUN_021266-T6, FUN_021266-T5, FUN_021266-T2, FUN_021266-T3, FUN_021266-T1, FUN_021266-T4	Ds_00009553-RA
OG0003666	FUN_044330-T1, FUN_044330-T2	Ds_00004390-RA
OG0003667	FUN_041923-T1, FUN_041923-T2	Ds_00000924-RA
OG0003668	FUN_026874-T1, FUN_026874-T2, FUN_013052-T1, FUN_013052-T2, FUN_013051-T1, FUN_026876-T1	Ds_00009873-RA
OG0003669	FUN_042717-T1, FUN_042717-T2	Ds_00012340-RA
OG0003670	FUN_018794-T1	Ds_00015398-RA
OG0003671	FUN_033049-T1	Ds_00000869-RA, Ds_00004754-RA
OG0003672	FUN_007920-T1	Ds_00005165-RA, Ds_00004132-RA
OG0003673	FUN_035029-T1	Ds_00010690-RA
OG0003674	FUN_002821-T1	Ds_00009994-RA
OG0003675	FUN_013093-T1, FUN_049310-T1	Ds_00007507-RA
OG0003677	FUN_048794-T1	Ds_00010151-RA
OG0003678	FUN_045812-T2, FUN_045812-T3	Ds_00002183-RA
OG0003679	FUN_038137-T3, FUN_038137-T2, FUN_038137-T1	Ds_00005242-RA
OG0003680	FUN_012079-T1, FUN_045900-T1	Ds_00010677-RA, Ds_00001748-RA, Ds_00014923-RA, Ds_00014922-RA
OG0003681	FUN_014671-T1	Ds_00005975-RA
OG0003682	FUN_022825-T1, FUN_013909-T3, FUN_013909-T2, FUN_013909-T4, FUN_013909-T1, FUN_013909-T6, FUN_013909-T5	Ds_00016411-RA
OG0003683	FUN_026538-T1	Ds_00004078-RA
OG0003683	FUN_034583-T1	Ds_00004436-RA
OG0003684	FUN_015637-T2, FUN_015637-T1	Ds_00010172-RA
OG0003685	FUN_043289-T1	Ds_00010843-RA
OG0003686	FUN_027606-T1	Ds_00004147-RA, Ds_00017057-RA
OG0003687	FUN_025469-T2, FUN_025469-T1	Ds_00003613-RA
OG0003688	FUN_004176-T1	Ds_00016707-RA
OG0003689	FUN_039995-T1, FUN_039993-T2, FUN_039993-T1, FUN_039998-T1	Ds_00016383-RA, Ds_00017924-RA
OG0003690	FUN_038859-T1, FUN_038858-T1, FUN_038855-T1, FUN_026913-T1	Ds_00002248-RA
OG0003691	FUN_040750-T2, FUN_040750-T1	Ds_00015003-RA
OG0003692	FUN_047241-T1, FUN_051717-T1	Ds_00017047-RA
OG0003693	FUN_007520-T1, FUN_002271-T1, FUN_002271-T2	Ds_00004345-RA, Ds_00015331-RA
OG0003694	FUN_046944-T1	Ds_00017183-RA, Ds_00013749-RA
OG0003694	FUN_020621-T1	Ds_00008066-RA
OG0003695	FUN_011367-T1	Ds_00007090-RA
OG0003696	FUN_013006-T2, FUN_013006-T1	Ds_00009866-RA
OG0003697	FUN_041753-T1, FUN_004843-T1	Ds_00002622-RA
OG0003698	FUN_010808-T1, FUN_000760-T2, FUN_000760-T1	Ds_00009330-RA
OG0003699	FUN_025661-T1, FUN_025661-T2, FUN_025661-T3	Ds_00007466-RA
OG0003700	FUN_015508-T1	Ds_00014394-RA, Ds_00014195-RA
OG0003701	FUN_043989-T1, FUN_043686-T1	Ds_00005089-RA
OG0003702	FUN_016407-T2, FUN_016407-T1	Ds_00008971-RA, Ds_00013997-RA
OG0003703	FUN_027116-T1, FUN_027116-T2	Ds_00001045-RA
OG0003705	FUN_002696-T1	Ds_00006143-RA
OG0003706	FUN_053005-T3, FUN_053005-T1, FUN_053005-T2	Ds_00004911-RA
OG0003707	FUN_053126-T1, FUN_053126-T2	Ds_00010919-RA
OG0003708	FUN_050249-T1	Ds_00011087-RA
OG0003709	FUN_009026-T1	Ds_00015860-RA
OG0003710	FUN_045154-T1, FUN_045153-T1, FUN_043961-T1	Ds_00005580-RA, Ds_00008639-RA
OG0003711	FUN_048996-T3, FUN_048996-T1, FUN_048996-T2	Ds_00004268-RA
OG0003712	FUN_003076-T1	Ds_00006874-RA
OG0003713	FUN_051417-T1	Ds_00015411-RA
OG0003714	FUN_023225-T1	Ds_00009165-RA
OG0003715	FUN_010898-T3, FUN_010898-T2, FUN_010898-T1	Ds_00015141-RA
OG0003716	FUN_045444-T1, FUN_023863-T1	Ds_00003053-RA
OG0003717	FUN_047090-T1	Ds_00003300-RA
OG0003718	FUN_016694-T1, FUN_029807-T1, FUN_016691-T1	Ds_00009243-RA
OG0003719	FUN_027490-T1	Ds_00016106-RA
OG0003720	FUN_023656-T1, FUN_023656-T2, FUN_033740-T1	Ds_00009116-RA, Ds_00008414-RA
OG0003721	FUN_033339-T1, FUN_027558-T1	Ds_00011077-RA
OG0003722	FUN_020733-T2, FUN_020733-T1, FUN_012595-T1	Ds_00006808-RA, Ds_00011894-RA
OG0003723	FUN_011666-T5, FUN_011666-T6, FUN_011666-T1, FUN_011666-T2, FUN_011666-T3, FUN_011666-T4, FUN_011666-T7	Ds_00005308-RA
OG0003724	FUN_046855-T1	Ds_00016849-RA
OG0003725	FUN_023309-T1	Ds_00010580-RA
OG0003726	FUN_047844-T1, FUN_038238-T1, FUN_038238-T2, FUN_038238-T3	Ds_00011930-RA, Ds_00011928-RA
OG0003727	FUN_032285-T1	Ds_00015467-RA, Ds_00009014-RA
OG0003728	FUN_033890-T1	Ds_00010518-RA
OG0003728	FUN_014661-T1	Ds_00007710-RA
OG0003729	FUN_022923-T1	Ds_00005172-RA
OG0003729	FUN_032362-T1	Ds_00015813-RA
OG0003730	FUN_023367-T1, FUN_032574-T1, FUN_032574-T2	Ds_00010572-RA
OG0003731	FUN_011150-T2, FUN_011150-T1, FUN_011150-T3	Ds_00014115-RA
OG0003732	FUN_034147-T1	Ds_00016075-RA, Ds_00002633-RA
OG0003733	FUN_045431-T2, FUN_045431-T3, FUN_045431-T1	Ds_00017059-RA
OG0003734	FUN_020381-T1	Ds_00007061-RA
OG0003735	FUN_016531-T1	Ds_00012761-RA
OG0003735	FUN_016534-T1	Ds_00012760-RA
OG0003738	FUN_047429-T1	Ds_00016275-RA
OG0003739	FUN_020723-T1, FUN_020722-T1	Ds_00001896-RA
OG0003740	FUN_047284-T1	Ds_00007777-RA
OG0003741	FUN_023477-T1, FUN_023477-T4, FUN_023477-T3, FUN_023477-T2	Ds_00009142-RA
OG0003742	FUN_039626-T1, FUN_049524-T1, FUN_049524-T3, FUN_049524-T2	Ds_00003470-RA
OG0003743	FUN_029855-T1, FUN_016584-T1	Ds_00006713-RA
OG0003744	FUN_023820-T1, FUN_033684-T1	Ds_00008605-RA, Ds_00008405-RA
OG0003745	FUN_038800-T1	Ds_00010874-RA
OG0003746	FUN_000536-T1	Ds_00002780-RA
OG0003746	FUN_048273-T1, FUN_037573-T1	Ds_00012532-RA
OG0003747	FUN_024856-T3, FUN_024856-T2, FUN_024856-T1	Ds_00014699-RA
OG0003749	FUN_014691-T1	Ds_00013177-RA
OG0003750	FUN_036181-T1	Ds_00014034-RA
OG0003750	FUN_051567-T1	Ds_00001711-RA, Ds_00014035-RA
OG0003755	FUN_040812-T1, FUN_011617-T1, FUN_012596-T1, FUN_040576-T1, FUN_008220-T1, FUN_040862-T1, FUN_041686-T1, FUN_040860-T1, FUN_041527-T1, FUN_040883-T1, FUN_012597-T1, FUN_043632-T1, FUN_040551-T1, FUN_040550-T1, FUN_011616-T1, FUN_040900-T1, FUN_014608-T1, FUN_040924-T1, FUN_040944-T1	Ds_00012715-RA, Ds_00004887-RA
OG0003769	FUN_025221-T1	Ds_00010021-RA
OG0003770	FUN_023575-T1, FUN_023575-T2	Ds_00005545-RA
OG0003771	FUN_036290-T1, FUN_052611-T2, FUN_052611-T1	Ds_00016789-RA
OG0003772	FUN_010318-T1	Ds_00007831-RA
OG0003773	FUN_012045-T1	Ds_00016221-RA
OG0003775	FUN_038192-T1, FUN_038192-T2	Ds_00008827-RA
OG0003776	FUN_027028-T3, FUN_027028-T2, FUN_027028-T1	Ds_00006419-RA
OG0003776	FUN_028681-T1	Ds_00006418-RA, Ds_00001051-RA
OG0003777	FUN_010324-T1	Ds_00006459-RA
OG0003778	FUN_002434-T3, FUN_002434-T1, FUN_002434-T2	Ds_00006299-RA
OG0003780	FUN_034028-T1	Ds_00012629-RA
OG0003781	FUN_021208-T1	Ds_00002774-RA
OG0003782	FUN_020292-T1	Ds_00006852-RA
OG0003783	FUN_026078-T1, FUN_013144-T2, FUN_013144-T1	Ds_00007230-RA
OG0003784	FUN_036409-T1, FUN_038448-T1	Ds_00007995-RA, Ds_00014754-RA
OG0003785	FUN_018914-T3, FUN_018914-T4, FUN_018914-T1, FUN_018914-T2	Ds_00016354-RA
OG0003786	FUN_036816-T1, FUN_051574-T1	Ds_00006348-RA, Ds_00003682-RA
OG0003787	FUN_020288-T1	Ds_00004306-RA
OG0003789	FUN_033212-T1	Ds_00003079-RA
OG0003790	FUN_001062-T2, FUN_001062-T1	Ds_00016721-RA
OG0003791	FUN_005319-T1, FUN_014452-T1	Ds_00006386-RA
OG0003792	FUN_027605-T1	Ds_00004150-RA
OG0003793	FUN_014402-T1	Ds_00004638-RA
OG0003793	FUN_051407-T1	Ds_00003867-RA
OG0003794	FUN_017165-T1	Ds_00010501-RA
OG0003795	FUN_008050-T1, FUN_041989-T1	Ds_00005021-RA
OG0003797	FUN_002531-T1, FUN_017669-T1, FUN_035654-T1	Ds_00006935-RA
OG0003798	FUN_024944-T1, FUN_043558-T1	Ds_00001007-RA, Ds_00006562-RA
OG0003799	FUN_026364-T1, FUN_026363-T3, FUN_026363-T1, FUN_026363-T2	Ds_00012862-RA, Ds_00015062-RA
OG0003801	FUN_038560-T1	Ds_00017875-RA, Ds_00015350-RA
OG0003802	FUN_008967-T1	Ds_00009040-RA, Ds_00005671-RA
OG0003803	FUN_040413-T1	Ds_00000413-RA
OG0003804	FUN_027469-T1	Ds_00005239-RA
OG0003805	FUN_034455-T2, FUN_034455-T5, FUN_034455-T4, FUN_034455-T1, FUN_034455-T3, FUN_051561-T1	Ds_00006340-RA
OG0003806	FUN_052300-T2, FUN_052300-T1, FUN_052300-T4, FUN_052300-T3	Ds_00003960-RA
OG0003807	FUN_043086-T1	Ds_00014014-RA
OG0003808	FUN_042947-T2, FUN_042947-T1	Ds_00014439-RA
OG0003809	FUN_014240-T3, FUN_014240-T2, FUN_014240-T4, FUN_014240-T5, FUN_014240-T1	Ds_00005004-RA
OG0003810	FUN_014953-T1	Ds_00007646-RA
OG0003811	FUN_046013-T1, FUN_002361-T1	Ds_00015317-RA
OG0003812	FUN_004204-T1, FUN_007791-T1	Ds_00011200-RA, Ds_00010912-RA
OG0003814	FUN_031824-T1	Ds_00009251-RA, Ds_00003718-RA
OG0003815	FUN_001773-T1	Ds_00009418-RA
OG0003816	FUN_010229-T1	Ds_00003026-RA
OG0003817	FUN_038196-T2, FUN_038196-T1, FUN_038196-T3	Ds_00003505-RA
OG0003818	FUN_014426-T1	Ds_00008197-RA, Ds_00017036-RA
OG0003819	FUN_009196-T1	Ds_00015469-RA
OG0003821	FUN_046588-T1	Ds_00013528-RA
OG0003822	FUN_024519-T1	Ds_00000550-RA, Ds_00010193-RA, Ds_00002530-RA
OG0003823	FUN_003858-T1	Ds_00009466-RA
OG0003824	FUN_025509-T2, FUN_025509-T1	Ds_00001402-RA
OG0003825	FUN_018801-T1	Ds_00012695-RA
OG0003826	FUN_030706-T1	Ds_00001469-RA
OG0003826	FUN_030705-T1, FUN_009448-T1	Ds_00011284-RA
OG0003827	FUN_025440-T1, FUN_031227-T2, FUN_031227-T3, FUN_031227-T1	Ds_00003596-RA
OG0003828	FUN_026071-T2, FUN_026071-T1, FUN_026071-T3	Ds_00015374-RA
OG0003830	FUN_023441-T1, FUN_023444-T1	Ds_00009154-RA
OG0003831	FUN_020203-T1	Ds_00000084-RA, Ds_00008859-RA, Ds_00016026-RA
OG0003832	FUN_051978-T1, FUN_045732-T1	Ds_00000054-RA, Ds_00013008-RA
OG0003833	FUN_029441-T1	Ds_00006775-RA, Ds_00009462-RA
OG0003834	FUN_025544-T1, FUN_025544-T2	Ds_00001444-RA
OG0003835	FUN_029429-T3, FUN_029429-T1, FUN_029429-T2	Ds_00006771-RA
OG0003836	FUN_012341-T1, FUN_035171-T1	Ds_00004495-RA
OG0003837	FUN_026877-T1, FUN_033428-T1	Ds_00004419-RA, Ds_00017767-RA
OG0003838	FUN_044255-T2, FUN_044255-T1, FUN_038677-T1, FUN_038677-T2	Ds_00012125-RA
OG0003839	FUN_009616-T1, FUN_030577-T1, FUN_030577-T3, FUN_030577-T2	Ds_00001486-RA
OG0003840	FUN_024403-T1	Ds_00000614-RA
OG0003840	FUN_009562-T1, FUN_030609-T1	Ds_00009389-RA
OG0003841	FUN_008837-T1, FUN_013646-T2, FUN_013646-T1	Ds_00012595-RA, Ds_00017642-RA
OG0003842	FUN_047498-T1	Ds_00009088-RA
OG0003844	FUN_046560-T3, FUN_046560-T2, FUN_046560-T1	Ds_00017004-RA, Ds_00001775-RA
OG0003848	FUN_036744-T1, FUN_043341-T1	Ds_00013842-RA
OG0003849	FUN_034700-T1, FUN_034702-T1	Ds_00009498-RA
OG0003851	FUN_026835-T1, FUN_034048-T1	Ds_00009841-RA, Ds_00009840-RA, Ds_00007966-RA
OG0003852	FUN_036818-T1, FUN_044051-T1	Ds_00014087-RA
OG0003852	FUN_053091-T1, FUN_004160-T1	Ds_00007181-RA, Ds_00016373-RA, Ds_00010259-RA, Ds_00006611-RA, Ds_00017216-RA, Ds_00018015-RA, Ds_00005481-RA, Ds_00006787-RA, Ds_00004064-RA, Ds_00016698-RA, Ds_00011174-RA, Ds_00007155-RA, Ds_00014088-RA, Ds_00008019-RA, Ds_00013124-RA, Ds_00015597-RA
OG0003853	FUN_046278-T1, FUN_053274-T1	Ds_00014037-RA
OG0003854	FUN_044357-T1, FUN_044360-T2, FUN_044360-T1, FUN_034724-T2, FUN_034724-T5, FUN_034724-T3, FUN_034724-T4, FUN_034724-T1	Ds_00009490-RA
OG0003856	FUN_011968-T1	Ds_00010640-RA
OG0003857	FUN_032189-T1	Ds_00001820-RA
OG0003858	FUN_036790-T5, FUN_036790-T4, FUN_036790-T2, FUN_036790-T3, FUN_036790-T1	Ds_00011498-RA
OG0003859	FUN_037783-T1	Ds_00006345-RA, Ds_00000488-RA
OG0003860	FUN_043173-T1, FUN_036657-T1, FUN_036657-T2	Ds_00010840-RA, Ds_00011557-RA
OG0003861	FUN_007883-T1, FUN_007885-T1, FUN_026197-T1	Ds_00015729-RA
OG0003862	FUN_015315-T1	Ds_00015626-RA
OG0003863	FUN_008757-T1, FUN_008757-T3, FUN_008757-T2	Ds_00015209-RA
OG0003864	FUN_026814-T2, FUN_026814-T1, FUN_013063-T1	Ds_00007958-RA
OG0003865	FUN_011855-T4, FUN_011855-T3, FUN_011855-T2, FUN_011855-T1	Ds_00012818-RA
OG0003866	FUN_040702-T1	Ds_00001327-RA
OG0003867	FUN_037220-T1	Ds_00012477-RA
OG0003867	FUN_022840-T1	Ds_00012063-RA
OG0003868	FUN_011497-T3, FUN_011497-T1, FUN_011497-T2	Ds_00013768-RA
OG0003869	FUN_016249-T1, FUN_016249-T3, FUN_016249-T4, FUN_016249-T2	Ds_00000681-RA
OG0003870	FUN_049595-T2, FUN_049595-T1	Ds_00009205-RA, Ds_00003485-RA
OG0003871	FUN_021651-T1	Ds_00000661-RA
OG0003871	FUN_005458-T1	Ds_00014347-RA, Ds_00014345-RA
OG0003872	FUN_015524-T1, FUN_015524-T2	Ds_00000262-RA
OG0003875	FUN_003126-T1, FUN_006286-T1	Ds_00000719-RA
OG0003876	FUN_037358-T1	Ds_00002823-RA, Ds_00011661-RA
OG0003877	FUN_040868-T2, FUN_040868-T1, FUN_007949-T1, FUN_007949-T2	Ds_00001323-RA
OG0003878	FUN_021142-T4, FUN_021142-T5, FUN_021142-T6, FUN_021142-T2, FUN_021142-T3, FUN_021142-T1	Ds_00001319-RA
OG0003880	FUN_008368-T1	Ds_00009929-RA
OG0003880	FUN_026314-T3, FUN_026314-T1, FUN_026314-T2	Ds_00012869-RA
OG0003881	FUN_035978-T1, FUN_052319-T1	Ds_00014401-RA, Ds_00000210-RA
OG0003883	FUN_037532-T1	Ds_00009290-RA
OG0003884	FUN_052893-T1, FUN_013019-T1, FUN_011270-T1	Ds_00016441-RA
OG0003885	FUN_045014-T1, FUN_043096-T1	Ds_00005611-RA, Ds_00007697-RA
OG0003886	FUN_018450-T1, FUN_018450-T2, FUN_040208-T1, FUN_040227-T1, FUN_040225-T1	Ds_00013465-RA, Ds_00011315-RA
OG0003887	FUN_026294-T1	Ds_00015073-RA
OG0003891	FUN_026867-T1	Ds_00016091-RA
OG0003892	FUN_036749-T1	Ds_00000496-RA
OG0003892	FUN_043358-T2, FUN_043358-T1	Ds_00000497-RA
OG0003894	FUN_017520-T1	Ds_00017201-RA
OG0003895	FUN_048994-T1, FUN_048994-T2	Ds_00010122-RA, Ds_00008278-RA
OG0003896	FUN_052630-T1, FUN_036298-T1	Ds_00013918-RA, Ds_00014941-RA
OG0003897	FUN_002834-T1, FUN_002834-T2	Ds_00005826-RA, Ds_00017961-RA
OG0003898	FUN_009997-T3, FUN_009997-T2, FUN_009997-T1	Ds_00011357-RA
OG0003900	FUN_018090-T1	Ds_00012287-RA, Ds_00016322-RA, Ds_00001140-RA
OG0003901	FUN_048963-T1	Ds_00008296-RA
OG0003902	FUN_014564-T1	Ds_00010277-RA
OG0003903	FUN_039397-T1	Ds_00008776-RA
OG0003904	FUN_037933-T1, FUN_037934-T1, FUN_048492-T1	Ds_00001626-RA, Ds_00001624-RA
OG0003905	FUN_012330-T1	Ds_00004490-RA
OG0003906	FUN_040428-T3, FUN_040428-T1	Ds_00007741-RA
OG0003907	FUN_052129-T1, FUN_005584-T1	Ds_00014376-RA, Ds_00012199-RA, Ds_00014378-RA, Ds_00014377-RA
OG0003908	FUN_043261-T2, FUN_043261-T1	Ds_00011528-RA
OG0003909	FUN_036880-T1	Ds_00011958-RA
OG0003910	FUN_043187-T1	Ds_00015198-RA
OG0003911	FUN_043705-T1	Ds_00004678-RA
OG0003912	FUN_021879-T1	Ds_00007044-RA
OG0003914	FUN_027566-T1	Ds_00005226-RA
OG0003915	FUN_030752-T1	Ds_00014955-RA
OG0003916	FUN_019134-T1, FUN_030314-T1	Ds_00013157-RA
OG0003917	FUN_047589-T1, FUN_011683-T2, FUN_011683-T1	Ds_00001883-RA
OG0003918	FUN_014290-T1	Ds_00005482-RA
OG0003919	FUN_036249-T1	Ds_00006671-RA
OG0003919	FUN_000769-T1	Ds_00004973-RA
OG0003921	FUN_013773-T1, FUN_013775-T1	Ds_00004766-RA
OG0003922	FUN_009416-T2, FUN_009416-T3, FUN_009416-T1, FUN_039700-T1	Ds_00014877-RA, Ds_00009369-RA, Ds_00009367-RA, Ds_00009368-RA
OG0003923	FUN_001680-T3, FUN_001680-T2, FUN_001680-T1	Ds_00004291-RA
OG0003924	FUN_012340-T2, FUN_012340-T1, FUN_035168-T1	Ds_00013385-RA
OG0003925	FUN_030277-T1, FUN_030277-T2, FUN_019157-T1	Ds_00006589-RA
OG0003926	FUN_052753-T4, FUN_052753-T2, FUN_052753-T1, FUN_052753-T3	Ds_00013959-RA
OG0003927	FUN_010432-T3, FUN_010432-T1, FUN_010432-T2, FUN_010432-T4, FUN_051195-T1	Ds_00007820-RA
OG0003928	FUN_045905-T1	Ds_00004086-RA, Ds_00005187-RA, Ds_00006220-RA
OG0003929	FUN_019105-T1	Ds_00013904-RA
OG0003930	FUN_046548-T1, FUN_011942-T1	Ds_00007597-RA
OG0003930	FUN_026869-T2, FUN_026869-T1	Ds_00016328-RA
OG0003931	FUN_034663-T1	Ds_00016027-RA
OG0003932	FUN_003999-T1	Ds_00006025-RA
OG0003933	FUN_000802-T2, FUN_000802-T1, FUN_000802-T3	Ds_00016903-RA
OG0003934	FUN_004384-T4, FUN_004384-T1, FUN_004384-T2, FUN_004384-T3	Ds_00012648-RA
OG0003935	FUN_049351-T2, FUN_049351-T1	Ds_00010040-RA
OG0003938	FUN_018911-T1, FUN_042858-T1, FUN_001580-T1	Ds_00006279-RA, Ds_00006939-RA
OG0003939	FUN_001383-T2, FUN_001383-T3, FUN_001383-T1	Ds_00016127-RA
OG0003940	FUN_052822-T1, FUN_029379-T2, FUN_029379-T1	Ds_00005376-RA, Ds_00009448-RA
OG0003942	FUN_046996-T1, FUN_020572-T1, FUN_020574-T1	Ds_00009762-RA, Ds_00017648-RA, Ds_00006743-RA, Ds_00007087-RA
OG0003943	FUN_002468-T1, FUN_002468-T2	Ds_00011558-RA
OG0003944	FUN_037579-T4, FUN_037579-T6, FUN_037579-T3, FUN_037579-T8, FUN_037579-T2, FUN_037579-T9, FUN_037579-T5, FUN_037579-T1, FUN_037579-T7	Ds_00002875-RA
OG0003945	FUN_008175-T1	Ds_00007075-RA
OG0003946	FUN_052026-T1	Ds_00012214-RA
OG0003946	FUN_031175-T1	Ds_00005961-RA
OG0003947	FUN_045057-T1, FUN_045058-T1, FUN_045053-T1, FUN_045059-T1	Ds_00005603-RA
OG0003948	FUN_037871-T1, FUN_048452-T1	Ds_00005445-RA, Ds_00002916-RA
