Orthogroup	P_amilis.proteins	A_vesiculosa.proteins
OG0003338	FUN_029419-T1, FUN_029420-T1, FUN_019205-T1	Av_00017944-RA, Av_00002007-RA, Av_00007718-RA
OG0003339	FUN_036693-T1, FUN_036696-T1	Av_00017294-RA
OG0003340	FUN_025699-T3, FUN_025699-T2, FUN_025699-T1	Av_00003769-RA, Av_00007409-RA
OG0003340	FUN_021007-T2, FUN_021007-T1	Av_00003770-RA
OG0003341	FUN_048435-T2, FUN_048435-T1, FUN_037844-T1	Av_00017804-RA, Av_00022478-RA
OG0003342	FUN_024413-T1	Av_00004184-RA
OG0003343	FUN_025723-T1	Av_00021620-RA, Av_00009026-RA
OG0003345	FUN_001468-T1, FUN_001475-T1	Av_00019279-RA, Av_00008917-RA
OG0003346	FUN_009441-T1, FUN_030711-T1	Av_00001960-RA, Av_00017911-RA, Av_00016326-RA
OG0003347	FUN_026767-T1	Av_00011530-RA
OG0003347	FUN_027135-T1, FUN_005280-T1	Av_00011531-RA
OG0003349	FUN_012732-T1	Av_00011139-RA
OG0003350	FUN_038836-T2, FUN_038836-T1	Av_00022773-RA
OG0003351	FUN_028989-T1	Av_00015349-RA
OG0003351	FUN_024242-T1	Av_00010035-RA, Av_00015983-RA
OG0003352	FUN_002268-T1, FUN_002268-T4, FUN_002268-T3, FUN_002268-T2, FUN_007524-T1, FUN_007524-T2	Av_00021539-RA
OG0003353	FUN_031270-T1	Av_00022400-RA, Av_00014834-RA, Av_00016595-RA, Av_00024906-RA, Av_00022401-RA, Av_00022937-RA
OG0003354	FUN_002218-T2, FUN_002218-T1	Av_00004439-RA, Av_00023948-RA, Av_00023949-RA
OG0003355	FUN_031141-T2, FUN_031141-T1	Av_00019251-RA
OG0003356	FUN_030528-T2, FUN_030528-T1	Av_00017926-RA
OG0003357	FUN_031078-T1	Av_00023223-RA
OG0003358	FUN_001028-T1, FUN_001028-T2	Av_00016845-RA
OG0003360	FUN_013716-T1, FUN_008953-T1	Av_00009438-RA, Av_00001652-RA
OG0003361	FUN_026514-T1	Av_00019532-RA
OG0003362	FUN_052802-T1	Av_00017941-RA, Av_00000314-RA, Av_00007706-RA
OG0003363	FUN_037972-T1, FUN_037972-T2	Av_00010927-RA
OG0003364	FUN_047570-T1	Av_00019479-RA
OG0003365	FUN_029674-T1	Av_00000348-RA, Av_00021680-RA
OG0003366	FUN_024313-T1, FUN_024313-T2	Av_00015985-RA, Av_00007922-RA, Av_00006856-RA, Av_00010024-RA
OG0003367	FUN_036656-T1, FUN_043178-T1	Av_00020675-RA, Av_00008714-RA
OG0003368	FUN_009437-T1, FUN_009437-T2, FUN_030712-T1	Av_00012517-RA, Av_00001959-RA, Av_00017909-RA, Av_00021584-RA
OG0003370	FUN_012605-T1	Av_00021426-RA, Av_00008533-RA, Av_00021095-RA, Av_00018963-RA
OG0003371	FUN_046284-T2, FUN_046284-T1	Av_00003065-RA, Av_00008410-RA
OG0003371	FUN_012194-T1	Av_00005989-RA
OG0003372	FUN_014293-T1, FUN_046489-T1	Av_00017883-RA, Av_00017879-RA, Av_00013234-RA, Av_00006457-RA
OG0003373	FUN_014180-T1	Av_00020852-RA, Av_00018047-RA
OG0003374	FUN_002782-T1	Av_00010954-RA
OG0003374	FUN_002783-T1	Av_00013108-RA, Av_00008550-RA, Av_00020782-RA
OG0003375	FUN_012450-T1	Av_00022482-RA
OG0003376	FUN_046677-T1	Av_00024664-RA, Av_00017213-RA, Av_00002361-RA
OG0003377	FUN_046179-T1	Av_00024702-RA, Av_00002518-RA, Av_00002525-RA, Av_00002509-RA
OG0003378	FUN_012626-T1, FUN_050747-T1	Av_00023624-RA
OG0003378	FUN_008755-T1	Av_00020683-RA
OG0003379	FUN_035800-T1	Av_00021462-RA, Av_00017386-RA
OG0003380	FUN_012037-T1	Av_00003096-RA, Av_00022921-RA
OG0003380	FUN_045862-T1	Av_00011965-RA
OG0003381	FUN_032378-T1	Av_00022516-RA
OG0003381	FUN_036703-T1, FUN_036701-T1, FUN_036702-T1, FUN_036711-T1	Av_00005900-RA
OG0003382	FUN_034921-T2, FUN_034921-T1	Av_00005576-RA
OG0003383	FUN_035439-T1	Av_00019838-RA
OG0003384	FUN_046604-T1	Av_00007858-RA, Av_00020052-RA, Av_00011213-RA
OG0003386	FUN_030127-T1, FUN_015756-T1	Av_00014938-RA
OG0003387	FUN_041219-T1, FUN_041219-T2, FUN_041219-T3	Av_00014510-RA, Av_00010328-RA
OG0003388	FUN_008842-T1, FUN_008842-T2, FUN_013653-T1	Av_00015059-RA, Av_00009208-RA
OG0003389	FUN_053166-T2, FUN_053166-T1	Av_00010119-RA, Av_00014294-RA
OG0003390	FUN_010641-T1	Av_00017796-RA
OG0003391	FUN_019960-T1	Av_00014730-RA
OG0003392	FUN_040266-T1	Av_00010369-RA
OG0003392	FUN_040276-T2, FUN_040276-T1, FUN_040265-T1, FUN_040267-T1	Av_00014536-RA
OG0003393	FUN_005996-T1	Av_00017965-RA, Av_00003613-RA, Av_00007124-RA
OG0003394	FUN_021305-T1, FUN_006434-T1	Av_00006795-RA
OG0003395	FUN_044021-T1, FUN_044021-T2, FUN_044021-T3	Av_00013053-RA, Av_00017612-RA
OG0003396	FUN_027878-T2, FUN_027878-T1, FUN_010410-T1	Av_00012976-RA
OG0003397	FUN_005140-T1, FUN_005140-T2, FUN_019352-T1	Av_00022256-RA
OG0003398	FUN_014871-T1	Av_00001038-RA, Av_00001037-RA
OG0003399	FUN_026222-T2, FUN_026222-T1, FUN_007874-T1	Av_00007394-RA, Av_00012138-RA
OG0003400	FUN_005347-T1, FUN_021369-T1	Av_00001084-RA, Av_00021261-RA, Av_00004408-RA, Av_00012308-RA, Av_00008700-RA, Av_00014721-RA, Av_00003627-RA, Av_00007133-RA
OG0003402	FUN_008305-T1, FUN_008298-T1	Av_00008295-RA
OG0003403	FUN_018712-T2, FUN_018712-T1, FUN_040703-T1	Av_00024803-RA, Av_00005461-RA, Av_00023355-RA
OG0003404	FUN_003039-T1, FUN_003040-T1, FUN_003041-T1	Av_00018914-RA
OG0003405	FUN_001904-T1	Av_00008908-RA
OG0003405	FUN_049978-T2, FUN_049978-T1	Av_00006772-RA
OG0003406	FUN_050093-T1, FUN_023993-T1	Av_00023442-RA
OG0003406	FUN_012762-T1	Av_00018196-RA
OG0003407	FUN_018588-T1, FUN_040589-T1	Av_00010383-RA, Av_00014548-RA
OG0003408	FUN_039769-T1	Av_00016868-RA, Av_00023601-RA, Av_00004470-RA
OG0003409	FUN_048037-T1, FUN_048037-T2	Av_00013924-RA, Av_00003231-RA
OG0003410	FUN_006220-T1, FUN_016067-T1	Av_00007977-RA, Av_00006815-RA
OG0003411	FUN_050242-T2, FUN_050242-T1, FUN_025648-T1	Av_00018820-RA
OG0003412	FUN_015956-T1, FUN_006265-T1	Av_00004147-RA
OG0003413	FUN_047601-T2, FUN_047601-T1	Av_00007814-RA, Av_00022669-RA
OG0003414	FUN_036493-T1, FUN_028785-T1	Av_00009084-RA, Av_00015574-RA, Av_00003972-RA, Av_00011867-RA, Av_00007009-RA, Av_00006520-RA
OG0003415	FUN_009682-T1, FUN_009682-T2	Av_00019668-RA
OG0003416	FUN_018626-T1	Av_00008276-RA
OG0003416	FUN_002797-T1	Av_00008277-RA
OG0003417	FUN_012082-T1	Av_00002465-RA, Av_00023207-RA, Av_00022582-RA
OG0003418	FUN_042610-T1	Av_00011896-RA, Av_00001180-RA
OG0003419	FUN_027456-T1	Av_00018945-RA, Av_00013463-RA
OG0003421	FUN_014684-T3, FUN_014684-T4, FUN_014684-T1, FUN_014684-T2	Av_00003595-RA
OG0003422	FUN_042457-T1, FUN_042457-T3, FUN_042457-T2	Av_00019027-RA, Av_00024627-RA
OG0003423	FUN_031083-T1, FUN_025553-T1	Av_00019244-RA, Av_00001935-RA, Av_00018973-RA, Av_00011698-RA
OG0003424	FUN_030183-T1, FUN_019190-T1	Av_00017279-RA, Av_00005713-RA, Av_00003872-RA, Av_00005009-RA
OG0003425	FUN_048781-T1, FUN_020051-T1	Av_00013258-RA, Av_00020152-RA
OG0003427	FUN_047983-T1, FUN_047983-T2	Av_00008425-RA, Av_00006151-RA, Av_00008424-RA
OG0003429	FUN_038984-T1	Av_00024236-RA, Av_00005067-RA, Av_00022958-RA, Av_00012625-RA, Av_00002955-RA
OG0003430	FUN_010174-T1	Av_00005736-RA
OG0003432	FUN_030044-T1, FUN_030043-T1	Av_00003893-RA
OG0003433	FUN_018821-T1	Av_00016887-RA
OG0003434	FUN_007852-T1	Av_00018644-RA
OG0003435	FUN_032555-T1	Av_00019211-RA, Av_00000590-RA
OG0003437	FUN_027014-T1	Av_00013127-RA
OG0003438	FUN_012728-T1	Av_00024423-RA, Av_00015848-RA
OG0003440	FUN_002837-T1	Av_00008286-RA, Av_00013596-RA
OG0003441	FUN_042084-T1	Av_00002810-RA
OG0003441	FUN_048925-T2, FUN_048925-T1	Av_00015283-RA
OG0003442	FUN_045948-T1	Av_00007883-RA, Av_00000180-RA
OG0003443	FUN_053135-T1, FUN_053135-T2	Av_00007691-RA
OG0003444	FUN_007975-T2, FUN_007975-T1, FUN_040835-T1, FUN_040835-T2	Av_00020802-RA, Av_00014573-RA
OG0003446	FUN_021230-T1	Av_00008343-RA, Av_00017969-RA, Av_00003615-RA
OG0003447	FUN_009011-T1	Av_00002107-RA
OG0003448	FUN_002209-T1, FUN_050599-T1	Av_00009891-RA, Av_00011095-RA, Av_00007202-RA, Av_00004551-RA
OG0003449	FUN_036385-T1	Av_00006653-RA
OG0003451	FUN_012228-T1	Av_00014156-RA, Av_00010621-RA
OG0003452	FUN_040698-T1, FUN_040698-T2, FUN_040698-T3, FUN_018707-T1, FUN_018707-T2	Av_00005513-RA, Av_00006087-RA, Av_00005512-RA
OG0003453	FUN_038230-T2, FUN_038230-T1	Av_00010976-RA
OG0003454	FUN_025484-T1	Av_00000384-RA
OG0003455	FUN_047352-T1	Av_00001702-RA
OG0003455	FUN_009327-T1, FUN_009327-T2	Av_00020990-RA
OG0003456	FUN_035661-T1, FUN_002581-T1	Av_00016248-RA, Av_00014252-RA, Av_00020345-RA
OG0003457	FUN_006557-T1, FUN_006557-T2	Av_00013527-RA, Av_00001554-RA
OG0003458	FUN_050635-T1	Av_00007197-RA, Av_00018842-RA
OG0003459	FUN_033124-T1, FUN_033125-T1	Av_00021373-RA, Av_00006313-RA
OG0003460	FUN_020954-T1	Av_00018565-RA, Av_00023351-RA
OG0003461	FUN_024730-T3, FUN_024618-T1, FUN_024730-T2, FUN_024730-T1	Av_00001503-RA, Av_00001504-RA
OG0003462	FUN_005122-T1, FUN_005122-T2, FUN_005125-T2, FUN_005125-T1, FUN_005125-T3, FUN_005122-T3	Av_00004639-RA
OG0003463	FUN_047218-T1, FUN_045225-T1	Av_00013055-RA
OG0003464	FUN_025567-T3, FUN_025567-T1, FUN_025567-T2	Av_00018967-RA, Av_00001942-RA
OG0003465	FUN_030470-T1	Av_00000316-RA, Av_00007704-RA
OG0003466	FUN_019256-T1, FUN_019256-T3, FUN_019256-T2, FUN_040057-T1	Av_00006061-RA, Av_00005444-RA
OG0003467	FUN_051466-T1, FUN_051466-T2, FUN_051466-T3	Av_00016191-RA, Av_00006674-RA, Av_00016795-RA
OG0003468	FUN_050312-T1, FUN_025118-T1	Av_00017878-RA, Av_00010489-RA
OG0003470	FUN_047047-T2, FUN_047047-T1, FUN_014220-T1	Av_00003120-RA
OG0003470	FUN_011350-T1	Av_00003121-RA, Av_00014001-RA
OG0003471	FUN_009339-T1, FUN_032131-T1	Av_00002659-RA, Av_00005343-RA, Av_00015472-RA, Av_00020996-RA, Av_00021558-RA
OG0003472	FUN_005770-T2, FUN_005770-T1	Av_00021997-RA, Av_00021998-RA
OG0003473	FUN_011529-T1, FUN_011529-T4, FUN_011529-T2, FUN_011529-T3	Av_00002323-RA
OG0003474	FUN_033482-T1	Av_00003322-RA, Av_00022853-RA, Av_00002594-RA, Av_00018433-RA
OG0003475	FUN_032419-T1, FUN_023025-T1	Av_00005288-RA, Av_00002692-RA, Av_00006434-RA, Av_00007540-RA
OG0003476	FUN_010867-T1, FUN_047433-T1, FUN_010869-T1	Av_00012405-RA, Av_00009291-RA
OG0003477	FUN_031779-T1, FUN_035641-T1	Av_00002757-RA, Av_00010837-RA, Av_00003367-RA
OG0003477	FUN_025261-T1, FUN_031775-T1	Av_00000882-RA, Av_00010836-RA
OG0003478	FUN_046819-T1	Av_00023736-RA
OG0003480	FUN_023852-T1	Av_00017000-RA, Av_00003308-RA
OG0003481	FUN_027691-T1, FUN_027691-T2	Av_00014297-RA, Av_00010244-RA
OG0003482	FUN_045506-T1, FUN_011197-T1	Av_00012443-RA, Av_00009335-RA
OG0003483	FUN_023783-T1, FUN_033697-T1, FUN_047112-T1	Av_00003295-RA
OG0003483	FUN_011282-T1	Av_00025109-RA, Av_00022353-RA
OG0003484	FUN_015298-T1, FUN_030143-T1	Av_00000248-RA, Av_00007783-RA
OG0003485	FUN_019147-T1	Av_00013224-RA, Av_00017024-RA
OG0003486	FUN_011223-T1	Av_00011230-RA, Av_00000514-RA
OG0003488	FUN_019292-T3	Av_00006003-RA
OG0003488	FUN_046390-T1	Av_00000136-RA
OG0003489	FUN_029814-T1, FUN_044539-T1, FUN_033463-T1	Av_00004967-RA, Av_00003927-RA, Av_00012199-RA
OG0003490	FUN_045221-T3, FUN_045221-T1	Av_00009232-RA, Av_00009960-RA
OG0003491	FUN_010763-T3, FUN_010763-T2, FUN_010763-T1	Av_00011307-RA
OG0003492	FUN_051844-T1	Av_00005561-RA, Av_00006026-RA, Av_00010663-RA, Av_00014196-RA
OG0003493	FUN_010939-T1, FUN_047486-T1	Av_00017687-RA, Av_00001730-RA, Av_00013857-RA
OG0003494	FUN_033370-T1	Av_00007640-RA
OG0003494	FUN_033370-T2, FUN_033370-T3, FUN_033370-T4	Av_00006340-RA
OG0003495	FUN_019405-T1	Av_00003608-RA, Av_00007117-RA
OG0003496	FUN_031615-T3, FUN_031615-T1, FUN_031615-T4, FUN_031615-T2	Av_00020885-RA
OG0003497	FUN_024679-T2, FUN_024679-T1	Av_00022617-RA
OG0003498	FUN_017284-T1, FUN_041258-T1, FUN_041257-T2, FUN_041257-T1	Av_00005532-RA, Av_00006059-RA
OG0003499	FUN_017377-T1, FUN_041357-T1	Av_00022999-RA
OG0003500	FUN_029917-T1	Av_00004981-RA, Av_00015753-RA, Av_00019972-RA, Av_00003912-RA, Av_00019933-RA
OG0003501	FUN_040396-T1	Av_00006254-RA, Av_00017570-RA
OG0003502	FUN_033504-T1	Av_00002597-RA, Av_00018430-RA
OG0003504	FUN_044715-T1	Av_00001443-RA, Av_00000786-RA
OG0003506	FUN_032865-T2, FUN_032865-T3, FUN_032865-T1	Av_00012669-RA
OG0003526	FUN_024234-T1	Av_00017492-RA, Av_00012058-RA
OG0003527	FUN_018830-T1, FUN_030825-T1	Av_00021820-RA, Av_00021821-RA
OG0003528	FUN_018938-T1	Av_00010848-RA, Av_00018374-RA, Av_00005162-RA
OG0003529	FUN_048788-T1	Av_00018697-RA, Av_00013260-RA
OG0003530	FUN_020239-T1	Av_00013253-RA
OG0003531	FUN_012898-T1	Av_00020638-RA
OG0003532	FUN_010467-T1, FUN_010466-T1	Av_00012537-RA
OG0003533	FUN_035612-T1	Av_00016164-RA, Av_00021223-RA
OG0003534	FUN_047759-T1, FUN_002432-T1	Av_00021237-RA
OG0003535	FUN_040417-T1	Av_00014365-RA, Av_00004354-RA, Av_00001169-RA, Av_00008177-RA
OG0003536	FUN_024379-T1, FUN_004631-T1, FUN_004632-T2, FUN_004632-T1	Av_00012675-RA, Av_00014479-RA, Av_00021731-RA
OG0003537	FUN_050943-T1, FUN_011527-T1	Av_00002324-RA, Av_00009709-RA
OG0003538	FUN_018140-T1, FUN_018121-T1	Av_00023798-RA
OG0003539	FUN_002695-T2, FUN_002695-T1	Av_00006688-RA
OG0003540	FUN_004012-T1, FUN_020322-T1	Av_00010307-RA
OG0003541	FUN_032912-T2, FUN_032912-T1	Av_00022122-RA, Av_00024765-RA
OG0003542	FUN_039547-T1, FUN_033137-T1	Av_00021753-RA
OG0003542	FUN_035859-T1, FUN_021781-T1	Av_00014861-RA
OG0003543	FUN_013948-T1, FUN_022729-T1	Av_00007039-RA, Av_00013663-RA
OG0003545	FUN_045765-T1	Av_00005691-RA
OG0003545	FUN_049014-T1	Av_00021082-RA
OG0003546	FUN_020226-T1	Av_00000603-RA
OG0003547	FUN_043502-T1	Av_00003458-RA, Av_00004841-RA, Av_00009653-RA, Av_00002245-RA
OG0003548	FUN_010551-T1, FUN_051048-T1	Av_00001414-RA, Av_00023082-RA
OG0003549	FUN_052658-T1, FUN_036342-T1, FUN_036342-T2	Av_00006546-RA, Av_00001215-RA, Av_00014414-RA
OG0003550	FUN_007687-T1	Av_00017774-RA
OG0003550	FUN_030416-T1	Av_00005684-RA
OG0003551	FUN_043509-T1, FUN_024972-T1	Av_00003459-RA, Av_00002244-RA, Av_00009651-RA, Av_00001465-RA
OG0003552	FUN_025710-T1	Av_00006484-RA
OG0003553	FUN_044949-T1	Av_00001454-RA
OG0003554	FUN_052423-T1	Av_00016619-RA, Av_00014841-RA
OG0003555	FUN_017771-T1	Av_00022020-RA, Av_00018357-RA
OG0003556	FUN_003543-T3, FUN_003543-T1, FUN_003543-T2	Av_00003490-RA, Av_00020299-RA
OG0003556	FUN_051604-T4, FUN_051604-T2, FUN_051604-T1	Av_00014867-RA
OG0003557	FUN_004349-T1	Av_00023713-RA, Av_00015206-RA
OG0003557	FUN_001336-T1	Av_00023712-RA
OG0003558	FUN_015951-T1, FUN_015948-T1, FUN_006276-T2, FUN_006276-T1	Av_00018146-RA, Av_00007985-RA, Av_00006809-RA
OG0003560	FUN_011550-T1, FUN_050865-T1	Av_00004805-RA, Av_00003426-RA, Av_00000817-RA, Av_00002318-RA, Av_00009704-RA
OG0003561	FUN_012857-T1	Av_00005670-RA, Av_00017250-RA, Av_00010325-RA
OG0003562	FUN_030123-T1, FUN_010048-T1, FUN_010048-T2	Av_00015636-RA, Av_00012009-RA
OG0003563	FUN_041975-T1, FUN_008045-T1, FUN_008045-T3, FUN_008045-T2	Av_00021737-RA, Av_00020395-RA, Av_00025048-RA
OG0003564	FUN_015165-T1	Av_00000584-RA
OG0003565	FUN_005076-T2, FUN_005076-T1	Av_00023955-RA
OG0003566	FUN_045784-T1, FUN_007987-T1	Av_00011936-RA
OG0003567	FUN_005657-T1	Av_00011400-RA, Av_00015948-RA, Av_00008840-RA, Av_00018743-RA, Av_00024656-RA
OG0003569	FUN_018010-T3, FUN_018010-T1, FUN_018010-T2	Av_00015900-RA
OG0003570	FUN_025452-T1, FUN_031213-T1	Av_00015393-RA, Av_00000372-RA, Av_00013713-RA, Av_00001847-RA
OG0003571	FUN_002164-T1	Av_00018835-RA, Av_00007191-RA, Av_00008822-RA, Av_00012383-RA, Av_00011702-RA
OG0003572	FUN_009561-T1, FUN_030608-T1	Av_00000454-RA
OG0003573	FUN_009559-T1, FUN_030607-T1	Av_00000453-RA, Av_00021598-RA, Av_00016344-RA
OG0003574	FUN_023062-T2, FUN_023062-T1	Av_00021781-RA, Av_00015826-RA
OG0003575	FUN_003501-T1	Av_00009553-RA, Av_00018925-RA
OG0003576	FUN_036188-T1	Av_00006967-RA
OG0003578	FUN_048314-T1, FUN_048315-T3, FUN_048315-T2, FUN_048315-T1, FUN_048315-T4	Av_00014624-RA
OG0003579	FUN_038548-T1	Av_00004565-RA, Av_00004321-RA
OG0003580	FUN_023936-T2, FUN_023936-T1	Av_00003923-RA
OG0003581	FUN_029023-T1	Av_00012340-RA, Av_00009793-RA
OG0003582	FUN_006185-T1, FUN_016146-T1	Av_00016009-RA, Av_00004202-RA, Av_00005435-RA
OG0003583	FUN_005641-T1, FUN_052068-T1	Av_00008841-RA
OG0003584	FUN_045585-T1, FUN_051814-T3, FUN_051814-T4, FUN_051814-T1, FUN_051814-T2	Av_00018751-RA, Av_00008834-RA
OG0003585	FUN_039721-T1	Av_00015937-RA, Av_00011410-RA, Av_00004261-RA, Av_00004624-RA
OG0003586	FUN_031166-T1, FUN_025503-T1	Av_00021332-RA
OG0003588	FUN_011003-T1	Av_00021232-RA
OG0003589	FUN_003773-T1, FUN_003767-T1	Av_00007295-RA
OG0003590	FUN_051684-T1, FUN_051686-T1, FUN_047256-T1	Av_00008805-RA, Av_00009757-RA
OG0003591	FUN_000102-T1	Av_00008154-RA
OG0003593	FUN_049503-T1, FUN_049503-T2	Av_00000426-RA
OG0003594	FUN_048638-T1, FUN_048638-T2	Av_00000083-RA, Av_00011488-RA
OG0003595	FUN_025026-T1, FUN_003814-T1	Av_00018750-RA
OG0003596	FUN_004183-T3, FUN_004183-T1, FUN_004183-T2	Av_00024371-RA
OG0003598	FUN_045116-T1	Av_00009495-RA, Av_00018882-RA, Av_00013047-RA, Av_00018279-RA
OG0003599	FUN_030551-T1	Av_00020629-RA
OG0003600	FUN_035884-T4, FUN_035884-T1, FUN_035884-T2, FUN_035884-T3	Av_00006094-RA
OG0003601	FUN_048646-T1, FUN_048646-T2	Av_00010958-RA
OG0003601	FUN_017017-T1	Av_00011620-RA
OG0003602	FUN_025547-T1, FUN_031102-T1	Av_00000482-RA
OG0003605	FUN_043317-T1	Av_00012054-RA
OG0003606	FUN_036716-T1	Av_00014102-RA
OG0003607	FUN_036361-T1, FUN_036361-T2	Av_00007000-RA
OG0003608	FUN_043464-T1, FUN_036787-T1, FUN_036787-T2	Av_00021408-RA
OG0003609	FUN_043685-T1	Av_00021643-RA
OG0003610	FUN_035821-T1	Av_00005879-RA
OG0003611	FUN_012315-T3, FUN_012315-T2, FUN_012315-T4, FUN_012315-T1, FUN_035101-T1	Av_00022068-RA
OG0003614	FUN_000705-T1	Av_00009139-RA, Av_00014753-RA
OG0003615	FUN_040493-T1, FUN_010306-T1	Av_00003439-RA
OG0003616	FUN_015823-T1	Av_00021093-RA, Av_00025049-RA, Av_00021015-RA, Av_00011206-RA, Av_00007848-RA
OG0003617	FUN_015433-T1	Av_00002057-RA
OG0003618	FUN_045441-T1, FUN_007774-T1, FUN_007774-T2, FUN_007774-T3, FUN_007774-T4	Av_00004016-RA
OG0003619	FUN_008381-T1	Av_00022568-RA
OG0003620	FUN_026187-T1	Av_00012140-RA, Av_00021637-RA, Av_00009047-RA
OG0003621	FUN_019135-T1, FUN_030309-T1	Av_00013193-RA
OG0003621	FUN_048121-T1	Av_00008167-RA
OG0003622	FUN_018642-T1, FUN_018642-T2	Av_00010715-RA
OG0003623	FUN_001742-T1	Av_00012160-RA, Av_00005830-RA
OG0003624	FUN_050237-T1	Av_00018828-RA
OG0003624	FUN_025212-T1, FUN_025212-T2	Av_00018650-RA, Av_00023730-RA
OG0003625	FUN_037065-T1, FUN_049260-T2, FUN_049260-T1, FUN_049260-T3	Av_00000058-RA
OG0003626	FUN_015247-T1	Av_00020126-RA
OG0003626	FUN_005131-T1	Av_00004023-RA
OG0003627	FUN_014509-T1	Av_00003614-RA
OG0003628	FUN_030939-T1	Av_00020064-RA
OG0003629	FUN_021002-T1	Av_00010092-RA, Av_00014311-RA
OG0003632	FUN_006219-T1, FUN_016069-T1, FUN_016069-T2	Av_00015435-RA, Av_00018155-RA
OG0003633	FUN_008798-T1, FUN_051361-T3, FUN_051361-T2, FUN_051361-T1	Av_00015057-RA, Av_00009211-RA
OG0003634	FUN_006061-T1, FUN_031705-T1	Av_00021256-RA
OG0003635	FUN_001732-T1	Av_00019787-RA
OG0003636	FUN_015509-T1, FUN_015509-T2, FUN_026676-T1, FUN_026676-T2	Av_00004233-RA, Av_00008887-RA, Av_00019540-RA
OG0003637	FUN_005757-T1	Av_00015414-RA
OG0003637	FUN_047118-T1, FUN_047117-T1	Av_00004921-RA, Av_00015564-RA
OG0003639	FUN_026405-T2, FUN_026405-T1	Av_00008866-RA, Av_00019304-RA
OG0003639	FUN_003142-T1	Av_00024074-RA, Av_00004141-RA
OG0003640	FUN_020406-T1, FUN_007541-T1	Av_00011749-RA
OG0003640	FUN_041043-T1	Av_00024523-RA
OG0003641	FUN_030730-T1, FUN_030730-T2, FUN_037711-T2, FUN_037711-T1	Av_00019720-RA
OG0003642	FUN_018633-T1, FUN_040637-T1	Av_00018568-RA, Av_00010712-RA, Av_00006082-RA
OG0003643	FUN_013659-T1, FUN_013659-T2	Av_00001662-RA, Av_00009457-RA
OG0003644	FUN_009338-T1, FUN_009338-T2	Av_00020994-RA
OG0003645	FUN_048077-T1, FUN_037308-T1	Av_00003240-RA, Av_00013935-RA, Av_00017413-RA, Av_00008618-RA, Av_00000032-RA
OG0003646	FUN_026099-T1, FUN_026101-T1, FUN_013159-T2, FUN_013159-T1	Av_00004012-RA, Av_00004911-RA
OG0003647	FUN_026811-T1, FUN_026811-T2, FUN_013065-T1	Av_00023587-RA, Av_00009829-RA, Av_00011028-RA
OG0003650	FUN_008274-T1	Av_00007107-RA, Av_00003601-RA
OG0003651	FUN_048124-T1, FUN_037362-T2, FUN_037362-T1	Av_00017429-RA, Av_00010278-RA
OG0003652	FUN_042242-T1, FUN_042242-T2	Av_00007450-RA, Av_00003720-RA, Av_00010635-RA, Av_00014171-RA
OG0003654	FUN_017296-T1	Av_00011171-RA, Av_00024168-RA
OG0003655	FUN_043396-T1, FUN_036757-T1	Av_00005890-RA
OG0003656	FUN_000972-T1, FUN_000972-T2, FUN_027434-T1	Av_00012700-RA, Av_00018521-RA
OG0003657	FUN_012623-T1, FUN_012614-T1	Av_00023765-RA, Av_00019888-RA
OG0003658	FUN_002913-T1, FUN_002913-T2	Av_00011942-RA
OG0003659	FUN_033961-T1	Av_00020592-RA, Av_00006726-RA
OG0003660	FUN_042721-T1	Av_00023756-RA
OG0003662	FUN_023359-T2, FUN_023359-T3, FUN_023359-T1	Av_00000009-RA
OG0003664	FUN_036720-T1	Av_00003648-RA, Av_00023118-RA
OG0003665	FUN_021266-T6, FUN_021266-T5, FUN_021266-T2, FUN_021266-T3, FUN_021266-T1, FUN_021266-T4	Av_00019815-RA
OG0003667	FUN_041923-T1, FUN_041923-T2	Av_00013493-RA
OG0003668	FUN_026874-T1, FUN_026874-T2, FUN_013052-T1, FUN_013052-T2, FUN_013051-T1, FUN_026876-T1	Av_00009818-RA
OG0003669	FUN_042717-T1, FUN_042717-T2	Av_00019709-RA
OG0003670	FUN_018794-T1	Av_00018943-RA, Av_00013465-RA
OG0003671	FUN_033049-T1	Av_00023793-RA, Av_00000855-RA, Av_00003388-RA, Av_00023965-RA
OG0003672	FUN_007920-T1	Av_00004723-RA, Av_00016914-RA, Av_00010135-RA
OG0003673	FUN_035029-T1	Av_00010610-RA, Av_00014152-RA
OG0003674	FUN_002821-T1	Av_00020708-RA, Av_00012849-RA
OG0003675	FUN_013093-T1, FUN_049310-T1	Av_00020542-RA
OG0003676	FUN_012235-T1, FUN_035772-T1	Av_00008970-RA, Av_00022061-RA, Av_00003703-RA
OG0003677	FUN_048794-T1	Av_00013264-RA
OG0003678	FUN_045812-T2, FUN_045812-T3	Av_00018415-RA, Av_00018416-RA
OG0003679	FUN_038137-T3, FUN_038137-T2, FUN_038137-T1	Av_00004752-RA, Av_00016948-RA
OG0003680	FUN_012079-T1, FUN_045900-T1	Av_00018665-RA, Av_00000185-RA, Av_00023208-RA, Av_00007878-RA
OG0003681	FUN_014671-T1	Av_00003540-RA, Av_00007066-RA, Av_00023406-RA, Av_00008195-RA, Av_00004362-RA
OG0003682	FUN_022825-T1, FUN_013909-T3, FUN_013909-T2, FUN_013909-T4, FUN_013909-T1, FUN_013909-T6, FUN_013909-T5	Av_00002085-RA, Av_00012933-RA
OG0003683	FUN_026538-T1	Av_00006210-RA
