Orthogroup	P_amilis.proteins	S_lycopersicum.proteins
OG0003451	FUN_012228-T1	Solyc02g068480.3.1
OG0003452	FUN_040698-T1, FUN_040698-T2, FUN_040698-T3, FUN_018707-T1, FUN_018707-T2	Solyc08g080110.3.1
OG0003453	FUN_038230-T2, FUN_038230-T1	Solyc11g045040.2.1
OG0003454	FUN_025484-T1	Solyc11g010570.2.1
OG0003454	FUN_037985-T1, FUN_037985-T2	Solyc04g076280.3.1
OG0003455	FUN_047352-T1	Solyc06g071650.2.1
OG0003455	FUN_009327-T1, FUN_009327-T2	Solyc05g013340.3.1
OG0003456	FUN_035661-T1, FUN_002581-T1	Solyc08g022080.3.1, Solyc01g097330.3.1
OG0003457	FUN_006557-T1, FUN_006557-T2	Solyc11g045330.2.1, Solyc08g013880.3.1
OG0003458	FUN_050635-T1	Solyc01g110160.3.1
OG0003459	FUN_033124-T1, FUN_033125-T1	Solyc12g096990.2.1, Solyc09g090810.2.1
OG0003460	FUN_020954-T1	Solyc02g082220.3.1
OG0003461	FUN_024730-T3, FUN_024618-T1, FUN_024730-T2, FUN_024730-T1	Solyc09g074990.3.1
OG0003462	FUN_005122-T1, FUN_005122-T2, FUN_005125-T2, FUN_005125-T1, FUN_005125-T3, FUN_005122-T3	Solyc08g066180.3.1
OG0003463	FUN_047218-T1	Solyc03g096935.1.1
OG0003463	FUN_045225-T1	Solyc06g072790.3.1, Solyc03g096930.3.1
OG0003464	FUN_025567-T3, FUN_025567-T1, FUN_025567-T2	Solyc02g062270.3.1
OG0003465	FUN_030470-T1	Solyc02g092910.3.1
OG0003466	FUN_019256-T1, FUN_019256-T3, FUN_019256-T2, FUN_040057-T1	Solyc08g078550.1.1
OG0003466	FUN_036905-T1	Solyc10g018750.1.1
OG0003467	FUN_051466-T1, FUN_051466-T2, FUN_051466-T3	Solyc01g099350.3.1
OG0003468	FUN_050312-T1, FUN_025118-T1	Solyc06g071830.2.1, Solyc06g071820.3.1, Solyc03g111710.3.1
OG0003470	FUN_047047-T2, FUN_047047-T1, FUN_014220-T1	Solyc03g118355.1.1
OG0003471	FUN_009339-T1, FUN_032131-T1	Solyc06g071720.1.1, Solyc03g112360.1.1
OG0003472	FUN_005770-T2, FUN_005770-T1	Solyc01g102550.3.1, Solyc01g102540.3.1
OG0003473	FUN_011529-T1, FUN_011529-T4, FUN_011529-T2, FUN_011529-T3	Solyc09g065640.3.1
OG0003474	FUN_046808-T1	Solyc03g118870.3.1
OG0003474	FUN_033482-T1	Solyc05g008830.3.1, Solyc04g007460.3.1
OG0003475	FUN_032419-T1, FUN_023025-T1	Solyc04g005820.3.1, Solyc05g006820.3.1
OG0003476	FUN_010867-T1, FUN_047433-T1, FUN_010869-T1	Solyc06g071370.1.1, Solyc03g114130.1.1
OG0003477	FUN_031779-T1, FUN_035641-T1, FUN_025261-T1, FUN_031775-T1	Solyc01g009880.2.1, Solyc05g024340.1.1
OG0003478	FUN_046819-T1, FUN_046819-T2, FUN_046819-T3, FUN_046819-T4	Solyc06g068950.3.1, Solyc12g040790.2.1
OG0003479	FUN_003070-T1	Solyc02g087920.3.1
OG0003479	FUN_023347-T1	Solyc05g007550.2.1
OG0003480	FUN_023852-T1, FUN_009548-T1	Solyc04g007000.1.1, Solyc05g009790.1.1
OG0003481	FUN_027691-T1, FUN_027691-T2	Solyc02g014830.3.1
OG0003482	FUN_045506-T1, FUN_011197-T1	Solyc03g115060.3.1
OG0003482	FUN_033851-T1, FUN_023516-T1	Solyc01g010280.3.1
OG0003483	FUN_023783-T1, FUN_033697-T1	Solyc01g010020.3.1
OG0003483	FUN_011282-T1	Solyc03g114420.1.1
OG0003484	FUN_015298-T1, FUN_030143-T1	Solyc04g080885.1.1, Solyc05g008610.3.1
OG0003485	FUN_047351-T1, FUN_019147-T1	Solyc02g086490.3.1, Solyc12g010920.2.1
OG0003486	FUN_011223-T1	Solyc06g069440.3.1
OG0003487	FUN_033299-T1, FUN_033445-T1, FUN_033275-T1, FUN_033444-T1, FUN_033442-T1, FUN_033446-T1	Solyc01g088790.2.1
OG0003488	FUN_046390-T1	Solyc07g065820.3.1, Solyc02g032310.1.1, Solyc12g015870.2.1
OG0003489	FUN_033463-T1	Solyc05g008670.3.1
OG0003490	FUN_045221-T3, FUN_045221-T1	Solyc03g096920.3.1
OG0003491	FUN_010763-T3, FUN_010763-T2, FUN_010763-T1	Solyc03g112510.2.1
OG0003492	FUN_051844-T1	Solyc11g006040.2.1
OG0003492	FUN_005108-T1, FUN_008149-T1	Solyc01g108850.2.1, Solyc01g108840.3.1
OG0003493	FUN_010939-T1, FUN_047486-T1	Solyc03g113760.3.1
OG0003494	FUN_033370-T2, FUN_033370-T3, FUN_033370-T4	Solyc05g007990.3.1
OG0003495	FUN_005968-T3, FUN_005968-T2, FUN_005968-T1	Solyc05g025740.3.1
OG0003496	FUN_031615-T3, FUN_031615-T1, FUN_031615-T4, FUN_031615-T2	Solyc12g070100.2.1
OG0003497	FUN_024679-T2, FUN_024679-T1	Solyc06g048893.1.1, Solyc05g052200.3.1
OG0003499	FUN_017377-T1, FUN_041357-T1	Solyc06g061010.3.1, Solyc08g077480.3.1
OG0003499	FUN_049467-T1	Solyc01g088660.3.1
OG0003500	FUN_033585-T2, FUN_033585-T1	Solyc04g007120.3.1, Solyc02g085833.1.1
OG0003501	FUN_040396-T1	Solyc06g068920.3.1, Solyc03g118530.3.1
OG0003502	FUN_033504-T1	Solyc05g008920.3.1
OG0003504	FUN_044715-T1	Solyc01g079530.3.1
OG0003505	FUN_045052-T1	Solyc08g076060.3.1, Solyc12g006840.2.1, Solyc03g120110.3.1
OG0003506	FUN_032865-T2, FUN_032865-T3, FUN_032865-T1	Solyc10g080280.2.1, Solyc03g063720.3.1, Solyc07g056120.3.1
OG0003507	FUN_012880-T1, FUN_004103-T1	Solyc09g016940.3.1
OG0003526	FUN_024234-T1	Solyc09g055345.1.1, Solyc09g055343.1.1
OG0003527	FUN_018830-T1, FUN_030825-T1	Solyc01g068460.3.1
OG0003528	FUN_008086-T1, FUN_018938-T1	Solyc07g044840.3.1
OG0003529	FUN_048788-T1	Solyc06g074220.3.1, Solyc11g068660.2.1
OG0003530	FUN_020239-T1	Solyc01g067300.3.1
OG0003531	FUN_012898-T1	Solyc01g067000.3.1
OG0003531	FUN_051469-T1, FUN_034199-T1	Solyc01g099370.3.1, Solyc08g028990.1.1, Solyc01g099385.1.1
OG0003532	FUN_010467-T1, FUN_010466-T1	Solyc09g010420.3.1
OG0003533	FUN_035612-T1	Solyc01g098090.3.1
OG0003534	FUN_047759-T1, FUN_002432-T1	Solyc01g098645.1.1
OG0003535	FUN_040417-T1	Solyc00g265110.3.1, Solyc11g007940.2.1, Solyc05g055450.3.1
OG0003536	FUN_024379-T1, FUN_004631-T1, FUN_004632-T2, FUN_004632-T1	Solyc01g087450.3.1, Solyc04g015580.3.1
OG0003537	FUN_050943-T1, FUN_011527-T1	Solyc06g084130.3.1
OG0003539	FUN_002695-T2, FUN_002695-T1	Solyc12g027600.1.1, Solyc12g027580.2.1
OG0003540	FUN_004012-T1, FUN_020322-T1	Solyc09g018170.3.1
OG0003541	FUN_032912-T2, FUN_032912-T1	Solyc03g063970.3.1
OG0003542	FUN_039547-T1, FUN_033137-T1	Solyc09g090920.3.1, Solyc12g096970.2.1, Solyc03g005720.3.1
OG0003542	FUN_035859-T1, FUN_021781-T1	Solyc05g055920.3.1, Solyc05g055910.3.1, Solyc07g008070.1.1
OG0003543	FUN_013948-T1, FUN_022729-T1	Solyc09g008800.3.1, Solyc10g083740.2.1, Solyc10g085480.2.1
OG0003545	FUN_045765-T1	Solyc06g051460.3.1
OG0003545	FUN_049014-T1	Solyc09g055230.3.1
OG0003546	FUN_006017-T1	Solyc12g096270.2.1
OG0003547	FUN_043502-T1	Solyc12g098330.2.1, Solyc05g053670.3.1, Solyc09g091740.3.1
OG0003548	FUN_010551-T1, FUN_051048-T1	Solyc09g065400.2.1, Solyc06g008690.1.1
OG0003549	FUN_052658-T1, FUN_036342-T1, FUN_036342-T2	Solyc11g064830.2.1, Solyc01g008810.3.1
OG0003551	FUN_043509-T1, FUN_024972-T1	Solyc09g061280.3.1
OG0003552	FUN_025710-T1	Solyc11g007820.1.1, Solyc11g007550.1.1
OG0003553	FUN_044949-T1	Solyc06g009380.3.1
OG0003554	FUN_052423-T1	Solyc01g100600.3.1
OG0003555	FUN_017771-T1	Solyc08g076120.3.1
OG0003556	FUN_003543-T3, FUN_003543-T1, FUN_003543-T2	Solyc05g053835.1.1, Solyc09g097830.3.1
OG0003556	FUN_051604-T4, FUN_051604-T2, FUN_051604-T1	Solyc09g097825.1.1
OG0003558	FUN_015951-T1, FUN_015948-T1, FUN_006276-T2, FUN_006276-T1	Solyc12g043110.2.1, Solyc12g043120.2.1
OG0003560	FUN_011550-T1, FUN_050865-T1	Solyc07g008670.3.1
OG0003561	FUN_012857-T1	Solyc10g074650.2.1
OG0003562	FUN_030123-T1, FUN_010048-T1, FUN_010048-T2	Solyc05g052950.3.1
OG0003563	FUN_041975-T1, FUN_008045-T1, FUN_008045-T3, FUN_008045-T2	Solyc06g082090.3.1
OG0003564	FUN_010431-T1	Solyc09g066300.2.1
OG0003564	FUN_015165-T1	Solyc09g089890.1.1, Solyc06g053640.1.1, Solyc03g005490.3.1
OG0003565	FUN_005076-T2, FUN_005076-T1	Solyc06g054330.3.1
OG0003566	FUN_045784-T1, FUN_007987-T1	Solyc07g008650.3.1
OG0003567	FUN_005657-T1	Solyc01g106260.3.1, Solyc01g106210.3.1
OG0003568	FUN_001751-T1, FUN_001749-T1, FUN_001748-T1	Solyc12g010400.2.1, Solyc07g007050.1.1
OG0003569	FUN_018010-T3, FUN_018010-T1, FUN_018010-T2	Solyc06g009090.1.1, Solyc06g009110.3.1, Solyc06g060130.3.1
OG0003570	FUN_025452-T1, FUN_031213-T1	Solyc05g051460.3.1, Solyc11g010270.2.1
OG0003571	FUN_002164-T1	Solyc01g110360.3.1
OG0003572	FUN_009561-T1, FUN_030608-T1	Solyc02g092145.1.1, Solyc02g092150.3.1
OG0003573	FUN_009559-T1, FUN_030607-T1	Solyc02g092160.3.1, Solyc03g043910.3.1
OG0003574	FUN_048984-T1, FUN_023062-T2, FUN_023062-T1	Solyc11g071490.2.1, Solyc01g009100.3.1
OG0003575	FUN_003501-T1	Solyc01g104460.3.1
OG0003576	FUN_036188-T1	Solyc04g008280.2.1
OG0003577	FUN_014984-T1, FUN_014985-T1, FUN_014985-T2	Solyc08g006760.3.1, Solyc08g006770.3.1, Solyc01g105660.3.1, Solyc01g105650.3.1
OG0003578	FUN_048314-T1, FUN_048315-T3, FUN_048315-T2, FUN_048315-T1, FUN_048315-T4	Solyc03g044670.1.1, Solyc11g020060.2.1
OG0003579	FUN_038548-T1	Solyc04g081100.3.1
OG0003580	FUN_023936-T2, FUN_023936-T1	Solyc02g086350.3.1
OG0003581	FUN_029023-T1	Solyc11g020890.2.1
OG0003582	FUN_006185-T1, FUN_016146-T1	Solyc09g083330.3.1, Solyc03g005410.3.1
OG0003583	FUN_005641-T1, FUN_052068-T1	Solyc04g076820.1.1, Solyc01g106320.2.1, Solyc02g091670.1.1
OG0003584	FUN_045585-T1, FUN_051814-T3, FUN_051814-T4, FUN_051814-T1, FUN_051814-T2	Solyc01g105560.3.1
OG0003585	FUN_039721-T1	Solyc04g078000.3.1, Solyc01g107200.3.1
OG0003586	FUN_031166-T1, FUN_025503-T1	Solyc05g051380.3.1, Solyc11g010710.2.1
OG0003587	FUN_009482-T2	Solyc02g085170.3.1, Solyc02g062750.3.1
OG0003588	FUN_011003-T1	Solyc08g080450.2.1
OG0003589	FUN_003773-T1, FUN_003767-T1	Solyc09g010970.3.1
OG0003591	FUN_000102-T1	Solyc01g006430.3.1
OG0003591	FUN_032971-T1, FUN_004807-T2, FUN_004807-T1	Solyc03g058430.2.1
OG0003593	FUN_049503-T1, FUN_049503-T2	Solyc01g089960.3.1
OG0003593	FUN_004328-T1	Solyc04g051540.3.1
OG0003594	FUN_048638-T1, FUN_048638-T2	Solyc04g074180.4.1, Solyc12g057040.2.1
OG0003595	FUN_025026-T1, FUN_003814-T1	Solyc04g009010.2.1
OG0003596	FUN_004183-T3, FUN_004183-T1, FUN_004183-T2	Solyc02g082460.3.1
OG0003597	FUN_024447-T1	Solyc12g088300.2.1, Solyc04g077690.2.1
OG0003598	FUN_045116-T1	Solyc12g096700.2.1, Solyc06g073310.3.1, Solyc08g014550.3.1
OG0003599	FUN_030551-T1	Solyc02g092530.3.1
OG0003600	FUN_035884-T4, FUN_035884-T1, FUN_035884-T2, FUN_035884-T3	Solyc02g082340.3.1
OG0003601	FUN_048646-T1, FUN_048646-T2	Solyc04g074130.3.1
OG0003601	FUN_017017-T1	Solyc05g051560.3.1, Solyc04g056260.2.1
OG0003602	FUN_025547-T1, FUN_031102-T1	Solyc02g083710.3.1, Solyc03g033430.1.1
OG0003603	FUN_030639-T1, FUN_009515-T1	Solyc04g077410.3.1
OG0003605	FUN_043317-T1	Solyc07g054280.1.1, Solyc07g054860.1.1
OG0003606	FUN_036716-T1	Solyc10g008930.1.1
OG0003607	FUN_036361-T1, FUN_036361-T2	Solyc11g033260.2.1
OG0003608	FUN_043464-T1, FUN_036787-T1, FUN_036787-T2	Solyc02g076870.3.1
OG0003609	FUN_043685-T1	Solyc07g007940.3.1
OG0003610	FUN_035821-T1	Solyc10g007990.3.1, Solyc07g055150.3.1
OG0003611	FUN_012315-T3, FUN_012315-T2, FUN_012315-T4, FUN_012315-T1, FUN_035101-T1	Solyc02g080970.3.1
OG0003613	FUN_005102-T1	Solyc08g066420.1.1
OG0003613	FUN_005101-T1	Solyc08g066430.1.1
OG0003614	FUN_000705-T1	Solyc12g017920.2.1, Solyc12g096610.2.1
OG0003615	FUN_015874-T2, FUN_015874-T1	Solyc02g070210.3.1
OG0003615	FUN_040493-T1, FUN_010306-T1	Solyc09g025230.3.1
OG0003616	FUN_015823-T1	Solyc07g063020.2.1, Solyc12g013900.2.1, Solyc10g007070.3.1, Solyc12g005465.1.1, Solyc07g053880.2.1
OG0003617	FUN_015433-T1	Solyc11g072260.2.1, Solyc10g018250.2.1, Solyc03g083530.3.1, Solyc01g091220.3.1, Solyc05g051000.3.1
OG0003618	FUN_045441-T1, FUN_007774-T1, FUN_007774-T2, FUN_007774-T3, FUN_007774-T4	Solyc07g008090.3.1, Solyc07g008095.1.1
OG0003619	FUN_008381-T1	Solyc08g066950.3.1
OG0003620	FUN_026187-T1	Solyc12g009480.2.1
OG0003621	FUN_048121-T1	Solyc01g095550.2.1
OG0003622	FUN_018642-T1, FUN_018642-T2	Solyc08g079810.3.1
OG0003623	FUN_001742-T1	Solyc07g007140.3.1
OG0003624	FUN_050237-T1, FUN_025212-T1, FUN_025212-T2	Solyc06g063260.3.1, Solyc03g123900.3.1
OG0003625	FUN_037065-T1, FUN_049260-T2, FUN_049260-T1, FUN_049260-T3	Solyc10g052520.1.1, Solyc01g094030.3.1, Solyc05g047710.3.1, Solyc10g017590.2.1
OG0003626	FUN_015247-T1	Solyc06g034040.1.1
OG0003626	FUN_005131-T1	Solyc06g060840.1.1, Solyc08g078160.3.1
OG0003627	FUN_014509-T1	Solyc08g074450.3.1
OG0003628	FUN_030939-T1	Solyc08g076340.3.1
OG0003629	FUN_021002-T1	Solyc06g011450.2.1, Solyc08g059660.2.1
OG0003630	FUN_036925-T1	Solyc01g090980.1.1
OG0003631	FUN_019262-T1, FUN_019263-T1, FUN_040052-T1	Solyc06g060760.3.1
OG0003631	FUN_001820-T1	Solyc03g120475.1.1, Solyc12g044330.2.1
OG0003632	FUN_006219-T1, FUN_016069-T1, FUN_016069-T2	Solyc03g120440.2.1, Solyc03g120430.3.1
OG0003633	FUN_008798-T1, FUN_051361-T3, FUN_051361-T2, FUN_051361-T1	Solyc03g082660.3.1
OG0003634	FUN_006061-T1, FUN_031705-T1	Solyc08g006100.3.1
OG0003635	FUN_001732-T1	Solyc07g005000.3.1
OG0003636	FUN_015509-T1, FUN_015509-T2, FUN_026676-T1, FUN_026676-T2	Solyc12g008510.2.1
OG0003637	FUN_005757-T1, FUN_047118-T1, FUN_047117-T1	Solyc06g068340.2.1, Solyc03g117260.2.1
OG0003638	FUN_013684-T1	Solyc08g044270.3.1
OG0003639	FUN_003142-T1	Solyc03g120810.3.1
OG0003640	FUN_020406-T1	Solyc12g017910.2.1, Solyc08g015680.1.1, Solyc12g096580.2.1
OG0003641	FUN_030730-T1, FUN_030730-T2, FUN_037711-T2, FUN_037711-T1	Solyc11g008500.2.1
OG0003642	FUN_018633-T1, FUN_040637-T1	Solyc08g079700.2.1
OG0003643	FUN_013659-T1, FUN_013659-T2	Solyc03g083330.3.1
OG0003644	FUN_009338-T1, FUN_009338-T2	Solyc05g013440.3.1
OG0003645	FUN_048077-T1, FUN_037308-T1	Solyc10g011910.3.1, Solyc01g095100.3.1
OG0003646	FUN_026099-T1, FUN_026101-T1, FUN_013159-T2, FUN_013159-T1	Solyc07g007820.3.1
OG0003647	FUN_026811-T1, FUN_026811-T2, FUN_013065-T1	Solyc07g018140.3.1
OG0003650	FUN_008274-T1	Solyc12g096430.1.1, Solyc08g069050.3.1
OG0003651	FUN_048124-T1, FUN_037362-T2, FUN_037362-T1	Solyc01g095590.3.1, Solyc08g082040.3.1
OG0003652	FUN_042242-T1, FUN_042242-T2	Solyc04g015270.3.1
OG0003653	FUN_001720-T1	Solyc08g036505.1.1, Solyc08g036625.1.1, Solyc08g036660.3.1, Solyc08g036640.3.1, Solyc08g036620.3.1
OG0003654	FUN_017296-T1	Solyc08g068220.3.1, Solyc11g071320.2.1
OG0003655	FUN_043396-T1, FUN_036757-T1	Solyc10g008790.3.1, Solyc02g077260.3.1, Solyc12g014130.2.1
OG0003656	FUN_000972-T1, FUN_000972-T2	Solyc06g082155.1.1
OG0003657	FUN_012623-T1, FUN_012614-T1	Solyc07g053330.2.1
OG0003658	FUN_002913-T1, FUN_002913-T2	Solyc07g049350.3.1
OG0003659	FUN_033961-T1	Solyc04g051063.1.1, Solyc04g051045.1.1, Solyc04g056494.1.1, Solyc04g051065.1.1, Solyc04g051097.1.1, Solyc03g013455.1.1, Solyc04g051073.1.1, Solyc04g056460.1.1, Solyc04g056457.1.1, Solyc04g056490.2.1, Solyc03g013450.2.1, Solyc10g078290.2.1, Solyc10g078285.1.1
OG0003660	FUN_025558-T1	Solyc02g083910.3.1, Solyc03g033550.3.1, Solyc02g083920.1.1
OG0003660	FUN_042721-T1	Solyc04g081390.3.1
OG0003662	FUN_023359-T2, FUN_023359-T3, FUN_023359-T1	Solyc09g007120.3.1, Solyc11g071540.2.1
OG0003663	FUN_039019-T1	Solyc09g010160.2.1
OG0003663	FUN_048784-T1	Solyc11g068620.2.1
OG0003664	FUN_036720-T1	Solyc10g008890.3.1
OG0003664	FUN_015787-T1	Solyc07g053490.3.1
OG0003665	FUN_021266-T6, FUN_021266-T5, FUN_021266-T2, FUN_021266-T3, FUN_021266-T1, FUN_021266-T4	Solyc07g047860.3.1
OG0003666	FUN_044330-T1, FUN_044330-T2	Solyc02g071240.3.1
OG0003667	FUN_041923-T1, FUN_041923-T2	Solyc09g005330.3.1
OG0003668	FUN_026874-T1, FUN_026874-T2, FUN_013052-T1, FUN_013052-T2, FUN_013051-T1, FUN_026876-T1	Solyc12g014440.2.1
OG0003669	FUN_042717-T1, FUN_042717-T2	Solyc02g043870.2.1, Solyc09g056260.3.1
OG0003670	FUN_018794-T1	Solyc10g084210.2.1
OG0003671	FUN_033049-T1	Solyc02g021400.2.1, Solyc10g078630.2.1
OG0003672	FUN_034518-T1	Solyc00g090870.3.1
OG0003672	FUN_007920-T1	Solyc06g010260.3.1
OG0003673	FUN_035029-T1	Solyc02g036360.1.1, Solyc02g081200.1.1
OG0003674	FUN_002821-T1	Solyc05g049950.3.1, Solyc01g094540.3.1
OG0003675	FUN_013093-T1, FUN_049310-T1	Solyc06g075690.3.1, Solyc11g073110.2.1
OG0003676	FUN_012235-T1, FUN_035772-T1	Solyc11g012090.2.1, Solyc04g014710.3.1
OG0003677	FUN_048794-T1	Solyc11g068690.2.1
OG0003678	FUN_045812-T2, FUN_045812-T3	Solyc12g013560.2.1, Solyc04g016570.1.1
OG0003679	FUN_038137-T3, FUN_038137-T2, FUN_038137-T1	Solyc07g047770.3.1
OG0003680	FUN_012079-T1, FUN_045900-T1	Solyc07g052670.3.1
OG0003681	FUN_014671-T1	Solyc05g056030.3.1
OG0003682	FUN_022825-T1, FUN_013909-T3, FUN_013909-T2, FUN_013909-T4, FUN_013909-T1, FUN_013909-T6, FUN_013909-T5	Solyc03g025610.2.1
OG0003682	FUN_013905-T1	Solyc03g025630.3.1
OG0003683	FUN_026538-T1	Solyc07g047610.3.1
OG0003683	FUN_034583-T1	Solyc05g054200.3.1
OG0003684	FUN_015637-T2, FUN_015637-T1	Solyc07g055695.1.1, Solyc12g010990.2.1
OG0003685	FUN_043289-T1	Solyc03g006360.3.1, Solyc02g077880.3.1
OG0003686	FUN_027606-T1	Solyc06g069080.3.1
OG0003687	FUN_025469-T2, FUN_025469-T1	Solyc11g010450.2.1, Solyc04g014270.3.1
OG0003688	FUN_004176-T1	Solyc02g082680.3.1
OG0003689	FUN_039995-T1, FUN_039993-T2, FUN_039993-T1, FUN_039998-T1	Solyc12g055870.2.1, Solyc08g008430.3.1, Solyc08g082770.3.1
OG0003691	FUN_040750-T2, FUN_040750-T1	Solyc06g073120.3.1
OG0003692	FUN_047241-T1, FUN_051717-T1	Solyc01g107620.3.1
OG0003693	FUN_007520-T1, FUN_002271-T1, FUN_002271-T2	Solyc01g109540.3.1
OG0003694	FUN_046944-T1, FUN_043311-T1, FUN_011405-T1, FUN_031816-T1	Solyc05g007420.1.1
OG0003694	FUN_020621-T1	Solyc02g094290.1.1
OG0003695	FUN_011367-T1	Solyc03g097760.2.1
OG0003696	FUN_013006-T2, FUN_013006-T1	Solyc07g006120.3.1
OG0003697	FUN_041753-T1, FUN_004843-T1	Solyc08g042100.3.1
OG0003698	FUN_010808-T1, FUN_000760-T2, FUN_000760-T1	Solyc09g091750.3.1, Solyc05g053650.3.1
OG0003699	FUN_025661-T1, FUN_025661-T2, FUN_025661-T3	Solyc04g082420.3.1
OG0003700	FUN_015508-T1	Solyc11g039910.2.1, Solyc06g082270.2.1
OG0003701	FUN_043989-T1, FUN_043686-T1	Solyc09g009960.3.1
OG0003702	FUN_016407-T2, FUN_016407-T1	Solyc01g103050.3.1
OG0003703	FUN_027116-T1, FUN_027116-T2	Solyc08g078610.3.1
OG0003704	FUN_029751-T1, FUN_016820-T1	Solyc02g089150.3.1
OG0003705	FUN_002696-T1	Solyc04g010040.3.1, Solyc04g010020.3.1, Solyc04g010000.3.1
OG0003706	FUN_053005-T3, FUN_053005-T1, FUN_053005-T2	Solyc09g008505.1.1, Solyc04g064850.3.1
OG0003707	FUN_053126-T1, FUN_053126-T2	Solyc11g005690.2.1
OG0003708	FUN_050249-T1	Solyc01g087550.3.1
OG0003709	FUN_009026-T1	Solyc12g021313.1.1
OG0003710	FUN_045154-T1, FUN_045153-T1, FUN_043961-T1	Solyc03g096770.1.1, Solyc03g096780.1.1, Solyc03g096760.1.1, Solyc06g072990.1.1
OG0003711	FUN_048996-T3, FUN_048996-T1, FUN_048996-T2	Solyc01g105150.3.1, Solyc10g047270.2.1
OG0003712	FUN_003076-T1	Solyc02g066940.3.1
OG0003713	FUN_051416-T1, FUN_051413-T3, FUN_051413-T2, FUN_051413-T1	Solyc01g098880.3.1
OG0003714	FUN_023225-T1	Solyc01g010660.3.1, Solyc05g007140.3.1
OG0003715	FUN_010898-T3, FUN_010898-T2, FUN_010898-T1	Solyc12g062290.2.1
OG0003716	FUN_045444-T1, FUN_023863-T1	Solyc06g082100.3.1, Solyc06g071620.3.1
OG0003717	FUN_047090-T1	Solyc03g119730.3.1
OG0003718	FUN_016694-T1, FUN_029807-T1, FUN_016691-T1	Solyc01g009490.1.1, Solyc04g007580.1.1
OG0003719	FUN_027490-T1	Solyc04g008650.3.1
OG0003720	FUN_023656-T1, FUN_023656-T2, FUN_033740-T1	Solyc05g010280.3.1
OG0003721	FUN_033339-T1, FUN_027558-T1	Solyc07g042030.2.1
OG0003722	FUN_020733-T2, FUN_020733-T1, FUN_012595-T1	Solyc01g007900.3.1, Solyc04g008540.3.1
OG0003723	FUN_011666-T5, FUN_011666-T6, FUN_011666-T1, FUN_011666-T2, FUN_011666-T3, FUN_011666-T4, FUN_011666-T7	Solyc03g119140.3.1, Solyc06g068980.3.1
OG0003724	FUN_046855-T1	Solyc03g119470.2.1, Solyc12g036500.2.1
OG0003725	FUN_023309-T1	Solyc05g007430.3.1
OG0003726	FUN_047844-T1, FUN_038238-T1, FUN_038238-T2, FUN_038238-T3	Solyc01g080900.3.1
OG0003727	FUN_032285-T1	Solyc05g005810.3.1
OG0003728	FUN_033890-T1	Solyc05g012480.3.1
OG0003728	FUN_014661-T1	Solyc02g088700.3.1
OG0003729	FUN_022923-T1, FUN_032362-T1	Solyc01g011340.3.1, Solyc05g006590.3.1
OG0003730	FUN_023367-T1, FUN_032574-T1, FUN_032574-T2	Solyc05g007675.1.1
OG0003731	FUN_011150-T2, FUN_011150-T1, FUN_011150-T3	Solyc03g115510.2.1
OG0003732	FUN_034147-T1	Solyc02g014090.3.1, Solyc11g039960.2.1
OG0003733	FUN_045431-T2, FUN_045431-T3, FUN_045431-T1	Solyc03g115500.3.1, Solyc06g069580.3.1
OG0003734	FUN_020381-T1	Solyc02g094630.3.1
OG0003735	FUN_016531-T1, FUN_016534-T1	Solyc02g085810.3.1
OG0003736	FUN_045428-T1	Solyc06g069590.3.1
OG0003737	FUN_020735-T1	Solyc01g008180.3.1
OG0003738	FUN_047429-T1	Solyc07g006400.2.1
OG0003739	FUN_020723-T1, FUN_020722-T1	Solyc02g068130.3.1
OG0003740	FUN_047284-T1	Solyc12g098700.1.1
OG0003741	FUN_029113-T1, FUN_000192-T1	Solyc03g065340.3.1
OG0003741	FUN_023477-T1, FUN_023477-T4, FUN_023477-T3, FUN_023477-T2	Solyc05g012510.3.1
OG0003742	FUN_039626-T1, FUN_049524-T1, FUN_049524-T3, FUN_049524-T2	Solyc01g090290.3.1
OG0003743	FUN_020127-T1	Solyc05g009210.1.1
OG0003743	FUN_010473-T1	Solyc03g119320.1.1, Solyc12g036440.1.1
OG0003743	FUN_029855-T1, FUN_016584-T1	Solyc02g063230.1.1
OG0003744	FUN_023820-T1, FUN_033684-T1	Solyc06g069290.3.1, Solyc05g009990.3.1
OG0003745	FUN_038800-T1	Solyc04g058190.3.1
OG0003746	FUN_048273-T1, FUN_037573-T1	Solyc10g005020.3.1
OG0003747	FUN_024856-T3, FUN_024856-T2, FUN_024856-T1	Solyc06g083730.3.1
OG0003749	FUN_014691-T1	Solyc12g017340.1.1
OG0003750	FUN_046268-T1, FUN_046269-T1, FUN_046272-T1, FUN_046271-T1, FUN_036181-T1, FUN_042579-T1, FUN_042580-T1, FUN_051567-T1	Solyc07g065060.1.1, Solyc07g065070.1.1
OG0003751	FUN_001167-T1, FUN_001165-T1	Solyc04g070990.3.1, Solyc04g009390.2.1, Solyc04g050720.3.1, Solyc11g005740.2.1
OG0003769	FUN_025221-T1, FUN_050214-T1	Solyc06g082780.3.1
OG0003770	FUN_023575-T1, FUN_023575-T2	Solyc09g091830.3.1
OG0003771	FUN_036290-T1, FUN_052611-T2, FUN_052611-T1	Solyc11g062390.2.1
OG0003772	FUN_010318-T1	Solyc06g008350.3.1
OG0003773	FUN_012045-T1	Solyc11g072460.2.1, Solyc12g005870.2.1
